ID,LightParamID,Time,DirectColor,AmbientColor,SkyTopColor,SkyMiddleColor,SkyBand1Color,SkyBand2Color,SkySmogColor,SkyFogColor,SunColor,CloudSunColor,CloudEmissiveColor,CloudLayer1AmbientColor,CloudLayer2AmbientColor,OceanCloseColor,OceanFarColor,RiverCloseColor,RiverFarColor,ShadowOpacity,FogEnd,FogScaler,FogDensity,FogHeight,FogHeightScaler,FogHeightDensity,FogZScalar,MainFogStartDist,MainFogEndDist,SunFogAngle,CloudDensity,ColorGradingFileDataID,DarkerColorGradingFileDataID,HorizonAmbientColor,GroundAmbientColor,EndFogColor,EndFogColorDistance,FogStartOffset,SunFogColor,SunFogStrength,FogHeightColor,EndFogHeightColor,Field_10_0_0_44649_042,Field_12_0_0_63854_043,Field_1_60_1_69876_045,Field_1_60_1_69876_046,Field_1_60_1_69876_047,Field_1_60_1_69876_048,Field_1_60_1_69876_049,Field_1_60_1_69876_050,Field_1_60_1_69876_051,Field_1_60_1_69876_052,Field_1_60_1_69876_053,Field_1_60_1_69876_054,Field_1_60_1_69876_055,Field_1_60_1_69876_056,Field_1_60_1_69876_057,Field_1_60_1_69876_058,Field_1_60_1_69876_059,FogHeightCoefficients[0],FogHeightCoefficients[1],FogHeightCoefficients[2],FogHeightCoefficients[3],MainFogCoefficients[0],MainFogCoefficients[1],MainFogCoefficients[2],MainFogCoefficients[3],HeightDensityFogCoeff[0],HeightDensityFogCoeff[1],HeightDensityFogCoeff[2],HeightDensityFogCoeff[3]
43742,320,1440,10651805,5259087,0,2770239,5272162,7257263,6315122,2300965,12839619,3697492,0,0,23420,5784628,2300965,5390385,2300965,4342338,4000,0.1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43743,320,2870,2983093,3286074,8123082,3119459,2051381,1587499,2108961,2303270,12187583,921358,0,0,12346,3155989,1643545,2432784,1643545,5855577,4000.0002,0.10000001,0,0,0,0,0,0,0,1,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43744,321,1440,4351366,4351366,1981772,3500936,3567758,3699085,4359334,2448476,5996702,5401211,0,4220285,0,4220285,0,3843984,2448476,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43745,321,2870,4351366,4351366,1981772,3500936,3567758,3699085,4359334,861477,5996702,5401211,0,4220285,0,2440524,0,1856070,861477,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43746,322,0,7561043,2241048,0,1383176,1514752,3287296,2301696,2827264,16756583,4604416,0,3675904,3480320,3620096,3620096,3620096,3620096,7631988,10000,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43747,322,1440,10904609,2967040,2427904,8471552,10772761,13734198,8146711,8146193,16774104,13139768,0,3675904,3480320,10517778,5522450,10517778,5522450,5066061,10000,-0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43748,323,0,2303762,724230,0,0,0,0,0,4014878,0,0,0,0,0,6844981,4014878,3620096,3620096,0,9000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43749,323,1440,6046757,1643018,0,0,0,0,0,6769961,0,0,0,0,0,13408338,6769961,10517778,5522450,0,9000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43750,324,0,2893312,4145748,4727844,5909806,3814173,3288090,3288090,5123604,8820099,2628624,6237721,3288090,3684408,0,0,7819551,4739643,6645093,13000,-0.2,0,0,0,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43751,324,1440,11744768,10063980,7486003,8602427,11099435,11099435,10705450,10178847,11099435,2429961,6237721,4072192,3684408,0,0,7819551,4739643,5921370,15000,-0.2,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43752,326,0,3493765,17010,0,5425,11590,23160,7740,530988,16510942,4351109,2632232,10048,12875,2443601,1717051,2443601,1717051,4079166,10000,0.1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43753,326,360,3296125,17010,0,5425,11590,23160,7740,7740,16774104,4351109,2763562,12875,12875,3697527,2310473,3697527,2308681,5066061,10000,-0.25,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43754,326,540,9916990,2182514,2588,2833230,5065537,5925214,7164480,2376795,16762988,10446147,2894892,2580602,999004,3697784,2574674,3697784,2572370,5066061,10000,-0.075,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43755,326,600,12211241,2969970,3366,3754072,6772287,7892821,9528130,3232102,16759368,12543276,11218692,3502218,1393506,3763320,2706261,3763320,2703957,5066061,10000,-0.016666666,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43756,326,690,15554570,4085618,4917,5200743,9397821,10909512,13205061,4416886,16753938,15623691,11939585,4818850,1919339,3763577,2838618,3763577,2836058,5066061,10000,0.07083333,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43757,326,720,16734720,4479602,5434,5726829,8350807,11958852,16741446,4877436,16752128,16738048,12267520,5279915,2116719,3763577,2904412,3763577,2901852,5066061,10000,0.1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43758,326,750,15031814,4414066,5950,5596274,7369330,10582872,14450274,5272710,16774104,16739337,11878681,5541798,2248305,3763834,2970206,3763834,2967646,5000268,12500,0.2,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43759,326,780,13329164,4414066,6724,5531513,6388109,9272942,12159102,5733776,16774104,16741140,11555635,5869217,2445428,3763834,3036255,3763834,3033439,5000268,15000,0.3,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43760,326,840,9989657,4414067,8270,5467013,6717076,7113119,7577272,6656166,16774104,16744233,10844006,6458775,2774138,3829370,3168099,3829370,3165283,5000268,20000,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43761,326,900,10252313,4348788,9816,5468305,7046299,7704740,8102071,6656425,16774105,16747582,10197915,7113613,3103104,3829627,3168099,3829627,3165540,4934475,19700,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43762,326,1440,12814368,4087931,23477,5414399,10206176,13489115,13089205,6921165,16775134,16777215,3747361,12811826,6390455,4027520,3432043,4027520,3627377,4737096,17000,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43763,326,1980,10252313,6706251,5974,2116215,3628672,3760013,2452169,4348801,16774105,13093351,6841442,7752204,6184071,3829627,3168099,3829627,3363683,3618615,17000,0.35,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43764,326,2040,9989657,6967878,3915,1786217,2905205,2642564,7169158,3360610,16774104,12698596,7170665,7226376,6117506,3829627,3168099,3829627,3363682,3487029,13916.666,0.3333335,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43765,326,2100,13328652,7295297,1856,1390681,2247275,1590652,11886403,2372420,16774104,12303841,7565681,6635012,6116477,3763834,2838362,3763834,3363424,3355443,10833.333,0.316667,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43766,326,2130,14965254,7426110,1083,1258578,1852774,5716030,14244898,1714745,16774104,12106464,12079416,6372354,6115962,3763834,2706518,3763834,3297887,3355443,10416.666,0.30833352,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43767,326,2140,15554564,7491645,569,1192527,1721188,7156777,15096598,1451830,16762512,12040672,13584165,6306561,6115705,3763834,2640468,3763834,3297887,3289650,10277.778,0.3055557,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43768,326,2160,16733184,7622716,54,1060682,8266752,10038272,16734720,1057071,16739584,11909087,16724480,6109440,6115448,3763834,2574417,3763834,3297887,3289650,10000,0.3,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43769,326,2220,3296125,6311236,27,862789,5906959,8006153,16726784,2632752,16678941,11909087,13972745,11362586,5065584,3763577,2310473,3763577,3297629,3355443,10000,0.291667,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43770,326,2280,3296125,5065549,0,665153,3547167,5974291,16718848,2107182,16618810,11909087,11221267,16747318,4081257,3763577,2244423,3763577,3297628,3487029,10000,0.28333363,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43771,326,2340,3296125,3819862,0,533053,1187376,3942430,10692608,1581612,16623959,5991569,8470046,4207923,3031393,3697784,2178630,3697784,2770257,3618615,10000,0.2750002,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43772,326,2360,3296125,3426393,0,467004,1056562,3483942,7090477,1384492,16559969,3953526,7485983,6450,2703199,3697784,2178630,3697784,2572621,3684408,10000,0.27222243,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43773,326,2400,3296125,2508383,0,335161,795191,2632503,17800,1056043,16563573,8514,5452577,6707,2047066,3697784,2112837,3697784,2242886,3750201,10000,0.26666683,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43774,326,2460,3296125,1262696,0,137525,403262,1322577,16510,530473,16503186,469322,2500901,6964,997202,3697527,2046787,3697527,2177092,3881787,10000,0.2583334,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43775,326,2520,3296125,17010,0,5425,11590,12908,15221,5160,16508593,1061202,2500901,7478,12875,3697527,1980994,3697527,2111299,4079166,10000,0.25,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43776,327,1440,4351366,4351366,1981772,3500936,3567758,3699085,4359334,2448476,5996702,5401211,0,4220285,0,4220285,0,3843984,2448476,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43777,327,2870,4351366,4351366,1981772,3500936,3567758,3699085,4359334,861477,5996702,5401211,0,4220285,0,2440524,0,1856070,861477,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43778,328,0,5939711,11610,0,11058,13117,14396,14140,341822,13428456,4607060,0,1194564,12875,5160,404019,5160,404019,5066061,8000,0.125,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43779,328,360,5939711,11610,0,11058,13117,14911,14655,276544,13428456,4607060,0,1194564,12875,5160,404019,5160,404019,5066061,8000,0.125,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43780,328,720,16738048,2245734,2312788,6580070,13793608,6186599,6186599,6186599,16765590,16757564,0,4498091,2116719,5133893,6186599,5133893,6186599,7237230,10000,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43781,328,1440,16756087,2972295,14409,6594989,6588299,5468015,4940900,4940900,11663345,12437412,0,2845060,6390455,5594442,4611678,5594442,4611678,5066061,12000,0.25,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43782,328,2160,16739584,4734558,3098686,8288880,9731429,6249556,4933700,5262408,16111785,14341280,0,9067848,6115448,5133893,5262408,5133893,5262408,7237230,10000,0.1,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43783,328,2520,8623038,1192283,725519,2047809,2442567,1589828,1260608,1523010,14082776,7040615,0,5722192,12875,1254447,1585720,1254447,1585720,5592405,8125,0.025,0,0,0,0,0,0,0,1,0.1375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43784,328,2640,5939711,11610,0,11058,13117,14911,14655,276544,13428456,4607060,0,4607060,12875,5160,404019,5160,404019,5066061,7500,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43785,329,1440,4351366,4351366,1981772,3500936,3567758,3699085,4359334,3237503,5996702,5401211,0,4220285,0,0,0,2453345,3237503,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43786,329,2870,4351366,4351366,1981772,3500936,3567758,3699085,4359334,1189424,5996702,5401211,0,4220285,0,0,0,1193779,1189424,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43787,330,0,5939711,9030,0,4134,8254,1058888,3226723,5160,15266303,4607060,0,1194564,12875,2178607,3096,3815215,3096,5066061,16000,0.125,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43788,330,360,5939711,11610,0,4134,8254,1058888,3226723,5160,15266303,4607060,0,1194564,12875,2178607,3096,3815215,3096,5066061,16000,0.125,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43789,330,720,16738048,2245734,2312788,4492416,13793608,16755520,16763468,6126957,16765590,16757564,0,4498091,2116719,5982274,1323055,5982274,1323055,7237230,16000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43790,330,1440,16756087,2972295,8009,3842767,9160926,11524832,11842740,5077135,16775134,16762762,0,2845060,6390455,1133401,7465,5127991,2308163,5066061,16000,0.25,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43791,330,2160,16739584,4734558,3093822,7036032,9729893,11891522,13074987,6899268,16769705,16766112,0,9067848,6115448,5916742,1385013,5916742,1385013,7237230,16000,0.1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43792,330,2520,8623038,1192283,724239,1778492,2438727,3750726,5721428,1712175,15592937,7630439,0,5722192,12875,3096628,332063,4340532,332063,5592405,16000,0.11875,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43793,330,2640,5939711,11610,0,4134,8254,1058888,3226723,5160,15266303,4607060,0,4607060,12875,2178607,3096,3815215,3096,5066061,16000,0.125,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43794,331,1440,4351366,4351366,1981772,3500936,3567758,3699085,4359334,2448476,5996702,5401211,0,4220285,0,4220285,0,3843984,2448476,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43795,331,2870,4351366,4351366,1981772,3500936,3567758,3699085,4359334,861477,5996702,5401211,0,4220285,0,2440524,0,1856070,861477,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43796,332,0,4157871,992316,0,7467,9022,14932,18531,10304,16773348,3696528,0,9030,9030,15936,0,3811361,4122,5066061,16000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43797,332,360,3827614,1851499,0,7467,9022,14932,18531,10304,16773348,3696528,0,9030,2117235,15936,0,3811361,4122,5066061,16000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43798,332,720,16745984,4357026,12856,2196613,12949355,15708769,16767106,1993836,16760681,16748032,0,10258617,4357026,3034946,465948,7162403,996918,7237230,16000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43799,332,1440,16745984,4357026,15433,3969438,6597302,10667469,12306376,3573654,16775658,16767661,0,4481125,5805765,4553571,729640,5913885,2116691,5066061,16000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43800,332,2160,16744192,7954828,2322318,10376276,12811336,14983265,16629615,9919323,16759669,16745472,0,13791112,7954828,6385994,922136,6111006,2569018,7237230,16000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43801,332,2640,3827614,1851499,0,7467,9022,14932,18531,10304,16773348,3696528,0,9030,2635613,15936,0,3811361,4122,5066061,16000,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43802,333,1440,4351366,4351366,1981772,3500936,3567758,3699085,4359334,3237503,5996702,5401211,0,4220285,0,0,0,2453345,3237503,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43803,333,2870,4351366,4351366,1981772,3500936,3567758,3699085,4359334,1189424,5996702,5401211,0,4220285,0,0,0,1193779,1189424,4351366,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43804,334,0,3622477,5265484,1381902,1381902,1381902,1381902,1381902,1381902,0,793630,0,1851203,0,4553571,729640,3811361,4122,5066061,9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43805,334,360,3622477,5265484,1381902,1381902,1381902,1381902,1381902,1381902,0,793630,0,1851203,0,4553571,729640,3811361,4122,5066061,9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43806,334,720,3622477,5265484,1381902,1381902,1381902,1381902,1381902,1381902,0,793630,0,1851203,0,4553571,729640,7162403,996918,7237230,9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43807,334,1440,3622477,5265484,1381902,1381902,1381902,1381902,1381902,1381902,0,793630,0,1851203,0,4553571,729640,5913885,2116691,5066061,9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43808,334,2160,3622477,5265484,1381902,1381902,1381902,1381902,1381902,1381902,0,793630,0,1851203,0,4553571,729640,6111006,2569018,7237230,9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43809,334,2640,3622477,5265484,1381902,1381902,1381902,1381902,1381902,1381902,0,793630,0,1851203,0,4553571,729640,3811361,4122,5066061,9000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43810,335,0,4086092,1643018,0,0,0,0,0,4086092,0,0,0,0,0,4553571,729640,6844981,4014878,0,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43811,335,1440,4086092,2759951,0,0,0,0,0,4086092,0,0,0,0,0,4553571,729640,13408338,6769961,0,1000,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
43812,336,0,3886933,3485496,1382427,14253352,8677179,5397307,11419773,3357747,6174479,1981480,6,1981480,3684408,3215393,2311982,7819551,4739643,6645093,9000,-0.3,0,0,0,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,1.5,0,1,1,1,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0
