ID,Duration,FadeIn,FadeOut,FresnelCoefficient,GlowRed,GlowGreen,GlowBlue,GlowAlpha,GlowMultiplier,Flags,InitialDelay,CurveID,Priority,Field_12_1_0_68569_013
1872,0,0.5,0.5,1.5,0.40784317,0,0.73333335,1,1.5,0,0,106,0,-1
1873,0,0,0,0.7,0.62352943,0.8705883,0.95294124,1,0.7,0,0,106,0,-1
1875,0,0,0,1,0.97647065,0.96470594,0.6,1,1,0,0,106,0,-1
1879,0.5,0.15,0.35,1.5,0.16862746,0.7960785,1,1,1,0,0,106,0,-1
1880,0.25,0.1,0.2,0.6,0,0.27450982,0.69803923,1,2,0,0.25,106,0,-1
1881,0.25,0.1,0.2,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.25,106,0,-1
1882,0,0.5,0.5,0.8,0.9686275,0.627451,0.90196085,0.69803923,1,0,0,106,0,-1
1883,6,0.2,0.1,0.6,0.5137255,0.85098046,1,1,1,8,0,6378,1,-1
1884,0,1,0,1.3,0.96470594,0.34901962,1,1,0.2,0,0,106,0,-1
1885,0,0.25,0.5,0.65,1,0.3137255,0.18431373,1,0.2,0,0,106,0,-1
1893,0,1,1,1.8,1,0.40000004,0.8705883,0.49803925,1,0,0,106,0,-1
1894,0,0,1,1.8,0,0.82745105,0.8745099,0.49803925,1,0,0,106,0,-1
1895,0,0.8,0.6,0.6,0.5137255,0.85098046,1,1,0.8,0,0,106,0,-1
1896,0,3,0.5,0.7,1,0.3529412,0.16470589,1,0.8,0,0,106,0,-1
1897,0,0.2,0.5,0.2,0.5882353,0.6,0.7686275,1,0.1,0,0,106,0,-1
1900,1,0.25,0.5,1.8,0,0.6392157,1,0.49803925,1,0,0,106,0,-1
1901,0,1.5,0.5,1.5,0,0.6392157,1,0.49803925,1,0,0,106,0,-1
1902,0.1,0.1,0.2,1.8,1,0.40784317,0.40000004,0.49803925,1,0,0,106,0,-1
1903,0,2,0.15,1,0.40000004,0.92549026,1,0.49803925,1,0,0,12613,0,-1
1905,1,0.1,0.9,0.85,0.6392157,1,0.29803923,1,0.6,0,0,106,0,-1
1906,0,0,0,1,1,0.9960785,0.37254903,1,1,0,0,106,0,-1
1907,0,0.25,1,1,0.8980393,0.3647059,1,1,1,0,0,106,0,-1
1908,3,3,0,1,1,1,1,1,1,0,0,106,1,-1
1909,1,0,1,1,1,1,1,1,1,0,0,106,1,-1
1910,0,2.25,0.2,0.2,0.18431373,0.5568628,0.8980393,1,1.5,0,0,106,0,-1
1911,0,0.2,0.1,0.7,1,0.3803922,0.21176472,1,0.7,0,0,106,0,-1
1912,0,0,0,0.9,0.13725491,0.87843144,0.2784314,1,1,0,0,106,0,-1
1914,0,1,1,1,0.20392159,0.6509804,0.9568628,0.2509804,1,0,0,106,0,-1
1915,0,1,1,1,0.20392159,0.6509804,0.9568628,0.2509804,1,0,0,106,0,-1
1916,0,0.1,0.3,1,0.7725491,0.2392157,1,1,1,0,0,106,0,-1
1917,1,0,0.5,2,0,0.90196085,1,1,1,0,0,106,0,-1
1918,0,0,0,0.9,0.29803923,0.9058824,0.8352942,1,1,0,0,106,0,-1
1919,0,0,0.5,0.7,0.7411765,0.36078432,1,1,0.7,0,0,106,0,-1
1920,0,0,0,0.7,0.48235297,0,0.5764706,1,0.3,0,0,106,1,-1
1922,0,0,0,0.7,0.65882355,0.2509804,1,1,0.7,0,0,106,0,-1
1923,0.5,0.15,0.35,1.5,0.16862746,0.7960785,1,1,1,0,0,106,0,-1
1924,0.4,0.1,0.4,0.6,0,0.27450982,0.69803923,1,2,0,0.1,106,0,-1
1925,0.4,0.1,0.4,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.1,106,0,-1
1926,0,1,0.4,0.6,0,0.27450982,0.69803923,1,2,0,0.25,106,0,-1
1927,0,1,0.4,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.25,106,0,-1
1931,0,1,1,1,0.9960785,1,0.909804,1,0.5,0,0,106,0,-1
1932,0,0,7,0.5,0.12156864,0.9450981,0.54509807,1,0.5,0,0,106,0,-1
1933,0,0,7,0.5,0.8078432,0.26666668,0.9960785,1,0.5,0,0,106,0,-1
1934,0,0,7,0.5,0.7843138,0.003921569,0.16078432,1,0.5,0,0,106,0,-1
1935,0,0,7,0.5,0.12156864,0.57254905,0.9450981,1,0.5,0,0,106,0,-1
1939,0,1,0,1,1,1,1,1,0.4,0,0,106,0,-1
1940,0.25,0.2,0.5,0.6,0.29803923,0.72156864,0.6,1,0.4,0,0,106,0,-1
1942,0,0.5,0.5,0.9,0.8313726,0.6745098,0.19607845,1,0.5,0,0,106,0,-1
1943,0,0,0,0.9,0.8588236,0.19215688,0.19215688,1,0.7,0,0,106,0,-1
1944,0,0,0,1,0.32941177,0.9921569,1,1,1,0,0,106,0,-1
1945,0,0.33,0.33,1,0.82745105,0.14901961,0.14901961,1,0.9,0,0,106,0,-1
1947,0,2,3,0.8,0.9647059,0.13725491,0.14509805,1,1,0,0,106,0,-1
1949,0,2,3,0.8,0.10588235,0.9647059,0.02745098,1,1,0,0,106,0,-1
1952,0,0,0,1,0.4039216,0.6313726,0.93725497,1,1,0,0,106,0,-1
1953,0,0,0,1,0.4039216,0.6313726,0.93725497,1,1,0,0,106,0,-1
1955,0,1.5,1.5,1,0,0.07058824,0.43529415,1,1,0,0,106,0,-1
1959,0,0.8,0.8,1,1,0.2509804,0.10196079,1,1.2,0,0,106,0,-1
1960,0,0.8,0.8,1,1,0.94117653,0.015686275,1,1.2,0,0,106,0,-1
1961,0,0.8,0.8,1,0.015686275,0.3137255,1,1,1.2,0,0,106,0,-1
1962,0,0.8,0.8,1,0.6627451,0.015686275,1,1,1.2,0,0,106,0,-1
1963,0,0.8,0.8,1,0.09019608,1,0.015686275,1,0.5,0,0,106,0,-1
1964,0,0.8,0.8,1,1,0.5686275,0.015686275,1,1.2,0,0,106,0,-1
1965,0,0.8,0.8,1,0,0,0,1,1.2,0,0,106,0,-1
1973,0.4,0.1,0.3,0.8,0.07058824,0,0.57254905,1,2.5,0,0,106,1,-1
1974,0.3,0.1,0.15,0.8,0.050980397,0,0.5803922,1,1.5,0,0,106,1,-1
1976,3,0.1,0.5,0.8,0.050980397,0,0.5803922,1,1.5,0,0,106,1,-1
1986,0,0,0,0.7,1,0.32941177,0,1,0.7,0,0,106,0,-1
1987,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
1988,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
1989,0,0,0,0.7,1,0.15294118,0,1,1,0,0,106,0,-1
1992,0,5,0,0.7,1,0.29411766,0.007843138,1,0.7,0,0,106,0,-1
1995,0,0.5,0,0.9,0,0,0,1,0.75,0,0,13517,0,-1
1996,0,0.25,0.5,0.65,1,0.3137255,0.18431373,1,0.2,0,0,106,0,-1
1998,0,1,0.5,1,0,0.011764707,1,0.3019608,1,0,0,13540,0,-1
1999,2,1,1,0.5,0.227451,0.9490197,1,1,0.5,0,0,106,0,-1
2000,0,0.5,0.5,0.3,0.63529414,0.07058824,0.82745105,1,0.5,0,0,106,0,-1
2001,0,0.5,0.5,0.3,0.63529414,0.07058824,0.82745105,1,0.5,0,0,106,0,-1
2002,0,0.2,0.2,0.8,0.69411767,0,1,1,0.7,0,0,106,0,-1
2003,0,1.5,1.5,1,1,0.5019608,0,0.44705886,0.2,0,0,106,0,-1
2009,0,0.1,0.2,0.6,0.627451,0.4039216,0.85098046,1,0.9,0,0,106,0,-1
2015,0,1,0.25,1.9,0,0.1254902,0.9921569,1,1,0,0,106,0,-1
2016,0,0,0,0.25,1,0.8705883,0.14901961,1,1,0,0,106,20,-1
2018,0,0.5,0.5,1.5,1,0.1137255,0.1137255,1,1.5,0,0,106,0,-1
2019,0,0,0.5,0.15,0.9568628,0.19607845,0.19607845,1,0.15,0,0,106,3,-1
2020,0,0.5,0.5,1.5,0.9333334,0.6627451,0,1,1.5,0,0,106,0,-1
2023,0,0,0,0,0.043137256,1,0,1,1,0,0,106,10,-1
2027,0,0,0,0.8,1,0.2392157,0,1,0.8,0,0,106,0,-1
2028,0,0,0,0.8,0.53333336,0,1,1,0.8,0,0,106,0,-1
2032,0,1.5,1.5,1,0,0.07058824,0.43529415,1,1,0,0,106,0,-1
2033,0,0,0,0.8,0.74509805,0,1,1,0.8,0,0,106,0,-1
2034,0,0.3,0.3,0.5,0.6666667,0,1,1,0.7,0,0,106,0,-1
2035,0,0.25,0.25,0.6,0.6627451,0.48235297,1,1,0.7,0,0,106,10,-1
2037,0,0.5,0.5,5,0.043137256,0.75294125,0,1,0.9,0,0,106,0,-1
2038,0,0.3,0.3,0.9,0.10196079,0.098039225,0.82745105,1,0.9,0,0,106,0,-1
2039,0,0.3,0.3,0.9,0.10196079,0.098039225,0.82745105,1,0.9,0,0,106,0,-1
2041,0.8,0.25,0.5,1,0,0.7607844,1,1,0.35,0,0,106,0,-1
2042,0,0,0,1,0.08235294,0.37647063,0.5137255,0.5058824,1,0,0,13727,5,-1
2043,0,0,0,1,0.08235294,0.37647063,0.5137255,0.5058824,0.8,0,0,13727,5,-1
2046,0.25,0.1,1,0.7,0.3921569,0.22352943,1,1,0.8,0,0,106,0,-1
2050,0,0,0,0.6,0.14901961,0,0.627451,1,1,0,0,106,0,-1
2052,0,0,0,0.3,0.8745099,0.15294118,0.15294118,1,0.9,0,0,106,0,-1
2053,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2054,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2055,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2057,0.5,0,0.5,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2058,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2059,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2060,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2061,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2062,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2063,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2064,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2065,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2066,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2067,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2068,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2069,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2070,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2071,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2072,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2073,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2074,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2075,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2076,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2077,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2078,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2079,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2080,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2081,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2082,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2083,10,3,0,1.6,0.2784314,0.7372549,1,1,2,0,0,106,0,-1
2085,0,0,0,1,0.68235296,0.4431373,1,1,1,0,0,106,0,-1
2088,0,0.5,0.5,1,0.47058827,0.13333334,0.90196085,1,1,0,0,106,0,-1
2090,0,1,0.5,0.2,0.5764706,0.8705883,1,1,1,16,0,106,0,-1
2091,0,1,0.5,0.2,0.078431375,0,0.65882355,1,1,0,0,106,0,-1
2093,0,0,0,1,0.7372549,0,0,1,1,0,0,106,10,-1
2094,14,0.5,0.35,0.7,0.3647059,0,0.5882353,1,1,0,0,106,0,-1
2095,0,0.15,0,0.5,0.9686275,0.9294118,0.7176471,1,1,0,0,106,20,-1
2097,0,0.35,0,0.25,0.9686275,0.9294118,0.7176471,1,1,0,0,106,20,-1
2100,0,0.25,0.25,1,1,0,0,1,1,0,0,106,0,-1
2101,1,0.2,0.4,0.5,0.007843138,0,0.5019608,1,1,0,0,106,0,-1
2106,0,0,0,1,0.41960788,0.9215687,1,1,0.7,0,0,106,3,-1
2107,0,0,0,0.8,0.5137255,0.57254905,1,1,0.8,0,0,106,6,-1
2108,0.1,0.1,1.5,1.5,0.9294118,0.34901962,0.3019608,1,1.5,0,0,106,0,-1
2110,0,0,0,0.9,0.2901961,0.47450984,0.57254905,1,1,0,0,106,0,-1
2111,1,0,1,1,0.9921569,1,0.5882353,1,1,0,0,106,0,-1
2112,0,0.2,1,1,0,0.050980397,0.427451,1,1,0,0,106,0,-1
2113,0,0,0,0.9,0.73333335,0.73333335,0.73333335,1,1,0,0,106,0,-1
2114,1,0.2,0.4,0.5,0,0.69803923,0.12156864,1,1,0,0,106,0,-1
2115,0,0.5,0.5,1.5,0.97647065,0,0,1,1.5,0,0,106,0,-1
2116,0,0.5,0.5,0.95,0.5647059,0.34509805,1,1,0.5,0,0,106,0,-1
2117,2,0,1,1,0.6666667,0.9843138,1,1,1,0,0,106,0,-1
2118,0,2,1,1,0.6666667,0.9843138,1,1,0.66,0,0,106,0,-1
2121,1,0,1,1,0.6666667,0.9843138,1,1,1,0,0,106,0,-1
2123,0,0,0,0.75,0.2901961,0.47450984,0.57254905,1,1,0,0,106,0,-1
2138,0,0.35,0.5,0.9,0.27058825,0.86666673,1,1,1,0,0,106,20,-1
2139,0,0.1,0.5,0.45,0.15294118,0.8196079,1,1,1,0,0,106,0,-1
2140,0.5,0.1,1,0.45,0.40784317,0.80392164,1,1,1,0,0,106,20,-1
2141,0,0,0,1,0.9176471,0.7725491,0.16862746,1,1,0,0,106,0,-1
2142,0,0.35,0.5,0.9,0.27058825,0.86666673,1,1,1,0,0,106,1,-1
2145,0,2,0.25,1.15,0.49803925,0.48627454,0.6117647,1,1,0,0,14387,5,-1
2146,0,2,0.25,1.15,0.20392159,0.21960786,0.86274517,1,1,0,0,14387,5,-1
2147,0,0,0,0.5,0.64705884,1,0.3137255,0.5764706,0.6,0,0,106,0,-1
2149,0,0.5,1,0.7,0.34117648,0.14509805,0.5568628,1,0.6,0,0,106,0,-1
2150,0.3,0.1,2,1.2,0.25490198,0.15686275,0.6862745,1,1,0,0,14483,3,-1
2153,2,0.3,4,1,0.15294118,0.94117653,0.9686275,1,1,0,0,106,0,-1
2154,2,0.3,4,1,0.28627452,0.1137255,0.8862746,1,1,0,0,106,0,-1
2155,2,0.3,4,1,0.9215687,0.29411766,0.08627451,1,1,0,0,106,0,-1
2159,1,0.1,1,1,0.97647065,1,0.7019608,1,1,0,0,106,0,-1
2162,1,0.3,2,0.6,0.24705884,0.94117653,0.9607844,1,2,0,0,4501,0,-1
2163,0,0.1,0.3,1,0.14509805,0.9803922,0.34509805,1,0.8,0,0,106,0,-1
2164,0,0.5,0.5,1.5,0.8196079,0,0,1,1.5,0,0,106,0,-1
2165,0,0,0,1.7,1,0.227451,0.043137256,0.8000001,1,0,0,106,0,-1
2166,0,0,0,0.9,0.1137255,0.13333334,0.7019608,1,1,0,0,106,0,-1
2167,0,0.5,1,0.75,0.5176471,0,0,1,1,0,0,106,0,-1
2168,0,4,4,0.6,0.41960788,0.9215687,1,1,1,0,0,106,3,-1
2169,0,0,0,0.75,0.2901961,0.47450984,0.57254905,1,1,0,0,106,0,-1
2170,5,0.1,0.3,0.8,0,0.1137255,1,1,1,0,0,106,0,-1
2171,0,0.25,0.25,0.25,0.427451,0.9568628,0.2627451,1,0.35,0,0,106,6,-1
2172,0,0.1,0.3,1,1,0.34509805,0,1,1,0,0,106,0,-1
2173,0,0.5,5,1.5,0.49803925,0,0.70980394,1,1.5,0,0,106,0,-1
2174,0,0,0,0.2,0.003921569,0,0.75294125,1,0.2,0,0,106,1,-1
2176,0,0.5,0.5,1.5,0.007843138,0,0.6313726,1,5,0,0,106,0,-1
2178,0,0,0,0.6,1,0.10980393,0,1,1,0,0,106,6,-1
2181,0,1,0,0.9,0.8941177,0.25490198,0,0.7725491,1,0,0,106,0,-1
2182,0,0,0,0.15,0.9843138,0.5529412,0.13333334,1,0.15,0,0,106,0,-1
2184,0,0.3,0,1.5,0.054901965,0,0.30980393,1,1,0,0,106,0,-1
2187,0,0.2,1,0.55,0.13725491,0.5176471,0.91372555,1,1,0,0,106,20,-1
2191,0,1,1,1,0.67058825,1,1,1,1,0,0,106,0,-1
2193,0,1,1,1,0.67058825,1,1,1,1,0,0,106,0,-1
2196,0,0.2,1,0.55,0.13725491,0.5176471,0.91372555,1,1,0,0,106,20,-1
2200,0,0,0,0.7,0.4901961,0.9607844,1,0.40000004,0.7,0,0,106,0,-1
2204,0,1,0.4,0.6,0,0.27450982,0.69803923,1,2,0,0.25,106,0,-1
2206,1,0.2,0.75,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.05,106,0,-1
2217,0,0,0,0.9,0.06666667,0.2392157,0.5058824,0.6901961,1,0,0,106,0,-1
2220,0,0.1,0.1,0.7,0.60784316,0.97647065,0.54901963,1,0.7,0,0,106,0,-1
2221,0,0,0,0,0,0.94117653,0.5568628,0.39607847,0.2,0,0,106,0,-1
2222,0.25,0.2,0.3,0.6,0,0.27450982,0.69803923,1,2,0,0.25,106,0,-1
2224,0.25,0.2,0.3,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.25,106,0,-1
2225,0,0.5,0,0.9,0,0,0,1,0.75,0,0,14735,0,-1
2226,0.3,0.1,0.25,0.7,0.015686275,0,0.29411766,1,1,0,0,106,0,-1
2228,0.25,0.1,0.2,0.6,0,0.27450982,0.69803923,1,2,0,0.2,106,0,-1
2229,0.25,0.1,0.2,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.2,106,0,-1
2230,0.25,0.1,0.2,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.2,106,0,-1
2231,0,1.5,0.4,0.6,0,0.27450982,0.69803923,1,2,16,0,14741,0,-1
2232,0,2,0.4,0.6,0.9921569,0.6627451,0.17254902,1,2,16,0,14742,0,-1
2233,0,1,1.5,0.6,0,0.27450982,0.69803923,1,2,0,0.25,106,0,-1
2234,0.75,0,0.25,0.4,0.63529414,1,0.30588236,0,0.7,0,0,106,0,-1
2235,0,1,1.5,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.25,106,0,-1
2236,0,1.5,0.4,0.6,0,0.27450982,0.69803923,1,2,16,0,14743,0,-1
2238,0.25,0.1,0.2,0.6,0,0.27450982,0.69803923,1,2,0,0.2,106,0,-1
2239,0,2,0.4,0.6,0.9921569,0.6627451,0.17254902,1,2,16,0,14744,0,-1
2240,0,0,0,0.2,0.58431375,0.16470589,0.1137255,1,1,0,0,106,0,-1
2241,1,0.5,0.5,0.7,0.5647059,0,0.9058824,1,1.5,0,0,106,0,-1
2242,1,0.5,0.5,0.7,0.098039225,0,0.72156864,1,1.5,0,0,106,0,-1
2243,1,0.5,0.5,0.7,0,0.8431373,0.011764707,1,1.5,0,0,106,0,-1
2255,2,0,3,1,0.9960785,0.38431376,0.38431376,1,1,0,0,106,0,-1
2256,0,0,0,0.75,0.2901961,0.47450984,0.57254905,1,1,0,0,106,0,-1
2257,0,0,0,0.75,0.2901961,0.47450984,0.57254905,1,1,0,0,106,0,-1
2258,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2259,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2260,0.75,0,0.25,0.4,1,0.30588236,0.30588236,0,0.7,0,0,106,0,-1
2263,0,1.5,1.5,1,1,0.5019608,0,0.44705886,0.2,0,0,106,0,-1
2265,0,0,1,1,0,0.07058824,0.43529415,1,1,16,0,106,0,-1
2266,0,0,1,1.7,0,0.69803923,0.12156864,1,1,16,0,106,0,-1
2267,0.5,0.2,0.4,0.5,0,0.69803923,0.12156864,1,1,0,0,106,0,-1
2268,0.5,0.2,0.4,1.7,0,0.078431375,0.43529415,1,1,0,0,106,0,-1
2269,0,1,0.2,1,1,0,0,1,1,0,0,106,0,-1
2270,0,0.1,0.1,0.9,0.36078432,0.37254903,0.8117648,1,0.7,0,0,106,0,-1
2271,0,1,1,1,0.67058825,1,1,1,1,0,0,106,0,-1
2272,0,0,0,1,0.09019608,0.8196079,0.69411767,1,0.7,0,0,106,0,-1
2274,0.5,0.25,0.25,1.5,0.8588236,0,0.12156864,1,1.5,0,0,106,0,-1
2276,3.7,3.7,0.2,1.7,0.09019608,0.8117648,0.52156866,1,1,0,0,106,0,-1
2277,0,1,1.5,0.6,0,0.27450982,0.69803923,1,2,0,0.25,106,0,-1
2278,0,1,1.5,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.25,106,0,-1
2280,0,0.5,0.5,1.5,0.007843138,0,0.6313726,1,1,0,0,106,0,-1
2282,0,1,1,1,0.0627451,0.4156863,0.2392157,0.60784316,1,0,0,106,0,-1
2283,0.5,0.25,0.25,1.5,0.8196079,0,0,1,1.5,0,0,106,0,-1
2284,0.5,0.25,0.25,1.5,0,0.7411765,0.25882354,1,1.5,0,0,106,0,-1
2285,0,0.5,0.5,0.1,0.007843138,0,0.6313726,1,1,0,0,106,0,-1
2286,0.5,0.25,0.25,1.3,0.09019608,0.8117648,0.52156866,1,1,0,0,106,0,-1
2287,0,0.5,1,0.7,1,0.027450982,0,1,0.6,0,0,106,0,-1
2288,0,1,3,1,0.11764707,0.6313726,0.8588236,0.20000002,1,0,0,106,0,-1
2289,0,0,0,0.3,0,0.03137255,0.6039216,0.97647065,0.8,0,0,106,0,-1
2290,0.7,0.2,0.4,2,0.23137257,0.56078434,1,1,2,0,0,106,2,-1
2291,0,0.2,1,1,0,0.36862746,0.427451,1,1,0,0,106,19,-1
2292,0,0,0,1,0.039215688,0,0.34901962,1,1,0,0,106,0,-1
2293,14,0.2,1,1,0.97647065,0.40784317,0.050980397,1,1,0,0,106,6,-1
2296,0,1,1,1,1,0.83921576,0,1,1.5,0,0,106,0,-1
2297,0,0.2,1,1,0,0.050980397,0.427451,1,1,0,0,106,19,-1
2298,2,0.25,1,0.5,0.8705883,0.4431373,0,1,1,0,0,106,1,-1
2299,0,1.5,0.4,0.6,0,0.27450982,0.69803923,1,2,16,0,14743,0,-1
2300,0,2,0.4,0.6,0.9921569,0.6627451,0.17254902,1,2,16,0,14744,0,-1
2301,7,0.2,1,1,0.8235295,0,0.11764707,1,1,0,0,106,6,-1
2302,6,0.2,1,1,0.058823533,0.6313726,0.90196085,1,1,0,0,106,6,-1
2303,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2304,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2307,1,0,0.5,1,0.13725491,0.8705883,0.854902,1,1,0,0,106,0,-1
2308,2,0.2,1,1,0,0.7843138,0.9176471,1,1,0,0,106,0,-1
2309,0,0.2,1,1,0,0.050980397,0.427451,1,1,0,0,106,19,-1
2311,0,0.5,0.5,0.9,0.5411765,0.7568628,0.882353,1,0.9,0,0,106,0,-1
2312,0,1,3,0.7,0.7803922,0.882353,0.9725491,0.20000002,1,0,0,106,0,-1
2315,0,0.5,0.5,0.9,0.8000001,0.14901961,0.09019608,1,0.9,0,0,106,0,-1
2317,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2318,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2319,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2320,0,0,0,0.7,0.039215688,0,0.5764706,1,0.3,0,0,106,1,-1
2323,0,0,0,0.5,0.12156864,0.12156864,0.12156864,1,1,0,0,106,0,-1
2325,0.75,0.25,0.25,2,0.9294118,0.098039225,0.098039225,1,1,0,0,106,0,-1
2326,11,0.2,1,1,0.6666667,0.21960786,0.21960786,1,1,0,0,106,0,-1
2327,1.7,1,0.2,1,0.7686275,0.03137255,0.09019608,1,1,0,0,106,5,-1
2328,0,0,0,0.9,0.07058824,0.227451,0.7019608,1,0.9,0,0,106,0,-1
2329,1,0.25,0.5,1.7,1,0.227451,0.043137256,0.8000001,1,0,0,106,0,-1
2330,0,0.2,1,0.55,0.13725491,0.5176471,0.91372555,1,1,0,0,106,20,-1
2331,1,0.2,0.75,0.6,0.9921569,0.6627451,0.17254902,1,2,0,0.05,106,0,-1
2334,0.5,0.05,0.25,1.3,0.039215688,0.30588236,0.19607845,1,1,0,0,106,0,-1
2342,5,0.2,1,1,0,0.7960785,0.43529415,1,1,0,0,106,0,-1
2343,0,0.25,1,0.5,1,0,0,1,1,0,0,106,0,-1
2344,0,0,0,1,0.8980393,0.34509805,0.078431375,1,1,0,0,106,0,-1
2345,0.25,0,0.1,1.5,0.31764707,0.9450981,1,1,1.5,0,0,106,0,-1
2346,0,1,3,1,0.8117648,0.050980397,0.050980397,1,1,0,0,106,0,-1
2347,5,3,1,1,0.89019614,0.058823533,0.058823533,1,1,0,0,106,0,-1
2349,0,1,1,1,0,1,0.7843138,0.2509804,1,0,0,106,0,-1
2354,0,0,0,0.9,0,0.6039216,0.5058824,1,1,0,0,106,0,-1
2355,0.75,0,0.25,0.4,1,0.30588236,0.30588236,0,0.7,0,0,106,0,-1
2357,0,1,0,0.9,0.48235297,0.76470596,0.7607844,1,1,0,0.5,106,0,-1
2358,6,0,1.5,0.9,0.48235297,0.76470596,0.7607844,1,1,0,0,106,0,-1
2359,0,0.5,0.5,0,0.5568628,0.41176474,0.81568635,1,0.5,0,0,16272,10,-1
2360,20,1,1,0.99,0.6392157,0.64705884,0.34509805,0.35686275,0.5,0,0,106,0,-1
2361,0.8,0.25,0.5,1,0,0.7607844,1,1,0.35,0,0,106,0,-1
2365,1,0.1,0.1,1.1,0.9333334,0.1137255,0.08627451,1,0.5,0,0,106,0,-1
2366,0.3,0.3,0.3,1,0.9333334,0.1137255,0.08627451,1,0.5,0,0,106,0,-1
2368,0.3,0.3,0.3,1,0.9333334,0.1137255,0.08627451,1,0.5,0,0,106,0,-1
2372,0.5,0.5,0.25,2,0.09019608,0.8117648,0.52156866,1,1,0,0.15,106,0,-1
2373,0,0.5,0.5,0.9,0.18039216,0.08235294,1,1,0.9,0,0,106,0,-1
2374,1,1,0.5,1.2,0.909804,0.1254902,0.08235294,1,0.5,0,0,106,0,-1
2375,2,0.5,0.5,1.5,1,0.14901961,0.14901961,1,0.25,0,0,106,0,-1
2376,0,0,0,0.9,1,0.52156866,0.9725491,1,0.6,0,0,106,0,-1
2377,0,0.5,0.5,0.8,0.41176474,0.8705883,1,1,0.6,0,0,106,0,-1
2378,0,0.5,0.5,0.8,0.6313726,0.9058824,0.7686275,1,0.6,0,0,106,0,-1
2380,0.25,0,0.1,1.5,0.31764707,0.9450981,1,1,1.5,0,0,106,0,-1
2381,0,0.25,0.25,0.75,1,0.16862746,0.16862746,1,0.75,0,0,106,0,-1
2382,3,2,0.2,1,0.74509805,0.36862746,0.36862746,1,0.3,0,0,106,0,-1
2383,2,0.3,0.3,1.21,0.09019608,0.8117648,0.52156866,1,1,0,0,106,0,-1
