ID,Pos[0],Pos[1],Pos[2],SequenceID,TimeIndex,TransportID
136415,90.775,-924.9997,-212.11467,0,61467,190587
136416,90.67174,-924.00323,-212.12213,0,61500,190587
136417,90.466675,-922.023,-212.12119,0,61567,190587
136418,90.364784,-921.03906,-212.10677,0,61600,190587
136419,90.26158,-920.04297,-212.08063,0,61633,190587
136420,90.159676,-919.0597,-212.04634,0,61700,190587
136421,90.0565,-918.06415,-212.00545,0,61733,190587
136422,89.54552,-913.1248,-211.77141,0,61900,190587
136423,89.34096,-911.1398,-211.68985,0,61967,190587
136424,89.23922,-910.15,-211.6575,0,62000,190587
136425,89.036354,-908.16986,-211.6176,0,62067,190587
136426,88.9353,-907.1795,-211.61397,0,62133,190587
136427,88.834526,-906.1893,-211.62386,0,62167,190587
136428,88.733734,-905.1991,-211.64572,0,62200,190587
136429,88.53229,-903.2198,-211.72198,0,62267,190587
136430,88.331535,-901.24225,-211.83388,0,62333,190587
136431,87.93417,-897.2897,-212.10823,0,62467,190587
136432,87.73812,-895.3128,-212.24092,0,62567,190587
136433,87.543884,-893.3348,-212.35591,0,62633,190587
136434,87.44741,-892.3451,-212.4048,0,62667,190587
136435,86.78434,-885.4156,-212.7209,0,62933,190587
136436,86.410385,-881.4548,-212.88826,0,63067,190587
136437,86.13027,-878.4835,-212.99837,0,63167,190587
136438,85.849434,-875.5117,-213.08939,0,63267,190587
136439,85.66136,-873.5302,-213.13626,0,63367,190587
136440,85.005165,-866.59393,-213.26009,0,63600,190587
136441,84.81852,-864.6118,-213.28206,0,63667,190587
136442,84.630745,-862.62976,-213.28754,0,63767,190587
136443,84.44126,-860.6478,-213.27428,0,63833,190587
136444,84.24988,-858.6664,-213.24297,0,63900,190587
136445,84.05669,-856.68536,-213.19563,0,63967,190587
136446,83.86188,-854.7049,-213.13486,0,64033,190587
136447,83.56718,-851.73517,-213.02296,0,64133,190587
136448,83.271095,-848.7664,-212.88826,0,64267,190587
136449,82.87515,-844.8094,-212.68619,0,64400,190587
136450,82.37858,-839.86444,-212.41183,0,64600,190587
136451,81.78026,-833.93176,-212.0635,0,64800,190587
136452,80.77558,-824.0462,-211.45944,0,65167,190587
136453,79.95992,-816.13904,-210.97519,0,65467,190587
136454,79.53848,-812.1868,-210.73396,0,65600,190587
136455,79.2097,-809.2308,-210.54573,0,65700,190587
136456,78.416046,-802.3169,-210.0839,0,65967,190587
136457,78.08948,-799.3611,-209.88843,0,66067,190587
136458,77.77523,-796.39105,-209.69768,0,66167,190587
136459,77.37421,-792.43695,-209.45197,0,66333,190587
136460,76.7936,-786.50287,-209.09877,0,66533,190587
136461,76.45148,-782.9054,-208.88762,0,66667,190587
136462,76.365944,-782.006,-208.83484,0,66700,190587
136463,76.28042,-781.10657,-208.78206,0,66733,190587
136464,76.194885,-780.2072,-208.72926,0,66767,190587
136465,76.10935,-779.3078,-208.67647,0,66800,190587
136466,76.02383,-778.40845,-208.62369,0,66833,190587
136467,75.93829,-777.50903,-208.5709,0,66867,190587
136468,75.85277,-776.6097,-208.51813,0,66900,190587
136469,75.76724,-775.71027,-208.46533,0,66933,190587
136470,75.68171,-774.81085,-208.41255,0,66967,190587
136471,75.596176,-773.9115,-208.35976,0,67000,190587
136472,75.51065,-773.0121,-208.30696,0,67033,190587
136473,75.42512,-772.11273,-208.25418,0,67067,190587
136474,75.339584,-771.2133,-208.2014,0,67100,190587
136475,75.25406,-770.3139,-208.14862,0,67133,190587
136476,75.168526,-769.41455,-208.09583,0,67167,190587
136477,75.08299,-768.5152,-208.04305,0,67200,190587
136478,74.99747,-767.6158,-207.99025,0,67233,190587
136479,74.911934,-766.71643,-207.93747,0,67267,190587
136480,74.83152,-765.8685,-207.88512,0,67300,190587
136481,74.7511,-765.0207,-207.83278,0,67333,190587
136482,74.670685,-764.1728,-207.78044,0,67367,190587
136483,74.590256,-763.32495,-207.7281,0,67400,190587
136484,74.50984,-762.4771,-207.67575,0,67433,190587
136485,74.42942,-761.6292,-207.6234,0,67467,190587
136486,74.34901,-760.7814,-207.57108,0,67500,190587
136487,74.25435,-759.7925,-207.50635,0,67533,190587
136488,74.15969,-758.80365,-207.44162,0,67567,190587
136489,74.06503,-757.81476,-207.3769,0,67600,190587
136490,73.97037,-756.826,-207.31221,0,67633,190587
136491,73.87435,-755.8376,-207.24243,0,67667,190587
136492,73.77833,-754.8492,-207.17267,0,67700,190587
136493,73.682304,-753.8608,-207.10289,0,67733,190587
136494,73.58517,-752.8729,-207.02791,0,67767,190587
136495,73.48803,-751.8851,-206.95294,0,67800,190587
136496,73.3909,-750.89716,-206.87796,0,67833,190587
136497,73.31714,-750.1567,-206.81665,0,67867,190587
136498,73.243385,-749.4163,-206.75534,0,67900,190587
136499,73.16963,-748.6759,-206.69405,0,67933,190587
136500,73.09588,-747.9354,-206.63272,0,67967,190587
136501,72.99636,-746.94904,-206.54343,0,68000,190587
136502,72.89683,-745.9625,-206.45415,0,68033,190587
136503,72.796326,-744.97687,-206.35738,0,68067,190587
136504,72.69582,-743.9912,-206.26057,0,68100,190587
136505,72.59452,-743.0065,-206.15572,0,68133,190587
136506,72.49322,-742.0217,-206.05084,0,68167,190587
136507,72.39167,-741.0378,-205.93896,0,68200,190587
136508,72.290115,-740.05383,-205.8271,0,68233,190587
136509,72.20965,-739.267,-205.73387,0,68267,190587
136510,72.12919,-738.4802,-205.64066,0,68300,190587
136511,72.04873,-737.69336,-205.54742,0,68333,190587
136512,71.96826,-736.90656,-205.4542,0,68367,190587
136513,71.887794,-736.1198,-205.36098,0,68400,190587
136514,71.7874,-735.1377,-205.23286,0,68433,190587
136515,71.68701,-734.1556,-205.10472,0,68467,190587
136516,71.58624,-733.1756,-204.96225,0,68500,190587
136517,71.48548,-732.19556,-204.81978,0,68533,190587
136518,71.38452,-731.2176,-204.66347,0,68567,190587
136519,71.28357,-730.2396,-204.50716,0,68600,190587
136520,71.207985,-729.5072,-204.38356,0,68633,190587
136521,71.1324,-728.7748,-204.25998,0,68667,190587
136522,71.056816,-728.04236,-204.1364,0,68700,190587
136523,70.98123,-727.30994,-204.0128,0,68733,190587
136524,70.87986,-726.3333,-203.84888,0,68767,190587
136525,70.77848,-725.3567,-203.68497,0,68800,190587
136526,70.67712,-724.38,-203.52106,0,68833,190587
136527,70.575745,-723.4034,-203.35713,0,68867,190587
136528,70.47437,-722.42676,-203.1932,0,68900,190587
136529,70.373,-721.4501,-203.0293,0,68933,190587
136530,70.27163,-720.47345,-202.86537,0,68967,190587
136531,70.17026,-719.4968,-202.70146,0,69000,190587
136532,70.094475,-718.7652,-202.57314,0,69033,190587
136533,70.01869,-718.03357,-202.44481,0,69067,190587
136534,69.94291,-717.302,-202.31648,0,69100,190587
136535,69.86713,-716.57043,-202.18816,0,69133,190587
136536,69.767944,-715.596,-202.00996,0,69167,190587
136537,69.66876,-714.62164,-201.83177,0,69200,190587
136538,69.56958,-713.6473,-201.6536,0,69233,190587
136539,69.47269,-712.6741,-201.46802,0,69267,190587
136540,69.37579,-711.70087,-201.28246,0,69300,190587
136541,69.27891,-710.72766,-201.0969,0,69333,190587
136542,69.18166,-709.7557,-200.90503,0,69367,190587
136543,69.08442,-708.7837,-200.71318,0,69400,190587
136544,68.98717,-707.81177,-200.52132,0,69433,190587
136545,68.906654,-707.03516,-200.36403,0,69467,190587
136546,68.826126,-706.25867,-200.20674,0,69500,190587
136547,68.7456,-705.4822,-200.04944,0,69533,190587
136548,68.66508,-704.7056,-199.89215,0,69567,190587
136549,68.58456,-703.9291,-199.73483,0,69600,190587
136550,68.48486,-702.9592,-199.53403,0,69633,190587
136551,68.38517,-701.98926,-199.33322,0,69667,190587
136552,68.285484,-701.01935,-199.1324,0,69700,190587
136553,68.18579,-700.0495,-198.9316,0,69733,190587
136554,68.09011,-699.0798,-198.72798,0,69767,190587
136555,67.99442,-698.11005,-198.52437,0,69800,190587
136556,67.89873,-697.1403,-198.32076,0,69833,190587
136557,67.830826,-696.4129,-198.16661,0,69867,190587
136558,67.76292,-695.68555,-198.0125,0,69900,190587
136559,67.69502,-694.9582,-197.85835,0,69933,190587
136560,67.62711,-694.2308,-197.70422,0,69967,190587
136561,67.54283,-693.26074,-197.49724,0,70000,190587
136562,67.45855,-692.2907,-197.29024,0,70033,190587
136563,67.37426,-691.3206,-197.08322,0,70067,190587
136564,67.297,-690.35016,-196.87506,0,70100,190587
136565,67.219734,-689.37976,-196.6669,0,70133,190587
136566,67.14247,-688.4094,-196.45874,0,70167,190587
136567,67.07284,-687.43866,-196.24944,0,70200,190587
136568,67.003204,-686.46796,-196.04013,0,70233,190587
136569,66.93357,-685.4972,-195.83084,0,70267,190587
136570,66.88612,-684.77057,-195.67319,0,70300,190587
136571,66.83866,-684.04395,-195.51555,0,70333,190587
136572,66.79122,-683.31726,-195.35791,0,70367,190587
136573,66.74376,-682.59064,-195.20027,0,70400,190587
136574,66.684814,-681.61975,-194.98854,0,70433,190587
136575,66.62586,-680.6488,-194.77681,0,70467,190587
136576,66.56691,-679.6779,-194.56508,0,70500,190587
136577,66.507965,-678.707,-194.35335,0,70533,190587
136578,66.45247,-677.73486,-194.14032,0,70567,190587
136579,66.39697,-676.76276,-193.92728,0,70600,190587
136580,66.34148,-675.79065,-193.71422,0,70633,190587
136581,66.28599,-674.81854,-193.50117,0,70667,190587
136582,66.23049,-673.84644,-193.28815,0,70700,190587
136583,66.18356,-672.9835,-193.09785,0,70733,190587
136584,66.136635,-672.1206,-192.90755,0,70767,190587
136585,66.08971,-671.2577,-192.71725,0,70800,190587
136586,66.04278,-670.39484,-192.52695,0,70833,190587
136587,65.99585,-669.5319,-192.33665,0,70867,190587
136588,65.94893,-668.66907,-192.14636,0,70900,190587
136589,65.902,-667.8061,-191.95607,0,70933,190587
136590,65.85508,-666.94324,-191.76578,0,70967,190587
136591,65.80814,-666.0804,-191.57549,0,71000,190587
136592,65.76216,-665.23126,-191.38657,0,71033,190587
136593,65.71617,-664.3822,-191.19766,0,71067,190587
136594,65.67018,-663.53314,-191.00874,0,71100,190587
136595,65.62419,-662.6841,-190.81982,0,71133,190587
136596,65.57821,-661.83496,-190.63092,0,71167,190587
136597,65.53222,-660.98596,-190.442,0,71200,190587
136598,65.48624,-660.13684,-190.2531,0,71233,190587
136599,65.44025,-659.2878,-190.06418,0,71267,190587
136600,65.38447,-658.3182,-189.84601,0,71300,190587
136601,65.3287,-657.34845,-189.62782,0,71333,190587
136602,65.27293,-656.3788,-189.40964,0,71367,190587
136603,65.21371,-655.41003,-189.18799,0,71400,190587
136604,65.154495,-654.4414,-188.96634,0,71433,190587
136605,65.095276,-653.4727,-188.74469,0,71467,190587
136606,65.033226,-652.5058,-188.51617,0,71500,190587
136607,64.97117,-651.5389,-188.28766,0,71533,190587
136608,64.905556,-650.5745,-188.04973,0,71567,190587
136609,64.87088,-650.0939,-187.92517,0,71600,190587
136610,64.83621,-649.61316,-187.80063,0,71633,190587
136611,64.7659,-648.65497,-187.54028,0,71667,190587
136612,64.695595,-647.69666,-187.27995,0,71700,190587
136613,64.62528,-646.7384,-187.0196,0,71733,190587
136614,64.55497,-645.78015,-186.75926,0,71767,190587
136615,64.484665,-644.8219,-186.49893,0,71800,190587
136616,64.41242,-643.8666,-186.22847,0,71833,190587
136617,64.34017,-642.9113,-185.95801,0,71867,190587
136618,64.26553,-641.95856,-185.67912,0,71900,190587
136619,64.190895,-641.00586,-185.40022,0,71933,190587
136620,64.13978,-640.37225,-185.20953,0,71967,190587
136621,64.08866,-639.7386,-185.01884,0,72000,190587
136622,64.03756,-639.10504,-184.82814,0,72033,190587
136623,63.95931,-638.15643,-184.53651,0,72067,190587
136624,63.88106,-637.2078,-184.24487,0,72100,190587
136625,63.80281,-636.2593,-183.95325,0,72133,190587
136626,63.727337,-635.27734,-183.95491,0,72167,190587
136627,63.650593,-634.2871,-184.0223,0,72200,190587
136628,63.573853,-633.2969,-184.08968,0,72233,190587
136629,63.49455,-632.30646,-184.15143,0,72267,190587
136630,63.41525,-631.3161,-184.21318,0,72300,190587
136631,63.353718,-630.5732,-184.25496,0,72333,190587
136632,63.292194,-629.8303,-184.29674,0,72367,190587
136633,63.230667,-629.0874,-184.33853,0,72400,190587
136634,63.169136,-628.34454,-184.38033,0,72433,190587
136635,63.084305,-627.3538,-184.42987,0,72467,190587
136636,62.999466,-626.36316,-184.4794,0,72500,190587
136637,62.91463,-625.37256,-184.52895,0,72533,190587
136638,62.82742,-624.3819,-184.57323,0,72567,190587
136639,62.740215,-623.3913,-184.61751,0,72600,190587
136640,62.653008,-622.40063,-184.66182,0,72633,190587
136641,62.563843,-621.40985,-184.7,0,72667,190587
136642,62.474678,-620.4191,-184.73817,0,72700,190587
136643,62.38379,-619.4283,-184.769,0,72733,190587
136644,62.292908,-618.4374,-184.79979,0,72767,190587
136645,62.21869,-617.6448,-184.81999,0,72800,190587
136646,62.14447,-616.8521,-184.84016,0,72833,190587
136647,62.07025,-616.05945,-184.86038,0,72867,190587
136648,61.996033,-615.26685,-184.88057,0,72900,190587
136649,61.921814,-614.4741,-184.90076,0,72933,190587
136650,61.827534,-613.48346,-184.9263,0,72967,190587
136651,61.733265,-612.49274,-184.95184,0,73000,190587
136652,61.638992,-611.5021,-184.97737,0,73033,190587
136653,61.544712,-610.5114,-185.00291,0,73067,190587
136654,61.449924,-609.52094,-185.03429,0,73100,190587
136655,61.35513,-608.5305,-185.06564,0,73133,190587
136656,61.260334,-607.54,-185.09702,0,73167,190587
136657,61.197132,-606.8798,-185.1222,0,73200,190587
136658,61.13393,-606.21967,-185.14737,0,73233,190587
136659,61.070732,-605.5595,-185.17256,0,73267,190587
136660,60.976074,-604.5696,-185.21645,0,73300,190587
136661,60.881416,-603.5795,-185.26035,0,73333,190587
136662,60.786785,-602.58984,-185.3109,0,73367,190587
136663,60.692146,-601.60016,-185.36147,0,73400,190587
136664,60.59742,-600.6108,-185.41768,0,73433,190587
136665,60.502686,-599.6214,-185.4739,0,73467,190587
136666,60.40796,-598.6321,-185.53012,0,73500,190587
136667,60.322308,-597.7419,-185.58495,0,73533,190587
136668,60.23665,-596.8518,-185.63977,0,73567,190587
136669,60.150993,-595.9616,-185.69461,0,73600,190587
136670,60.065334,-595.07153,-185.74944,0,73633,190587
136671,59.979683,-594.18134,-185.80426,0,73667,190587
136672,59.89403,-593.2912,-185.85909,0,73700,190587
136673,59.808376,-592.40106,-185.9139,0,73733,190587
136674,59.722717,-591.51086,-185.96872,0,73767,190587
136675,59.637066,-590.6208,-186.02354,0,73800,190587
136676,59.55141,-589.7306,-186.07837,0,73833,190587
136677,59.455437,-588.74146,-186.13643,0,73867,190587
136678,59.35947,-587.75226,-186.1945,0,73900,190587
136679,59.263496,-586.7631,-186.25255,0,73933,190587
136680,59.16753,-585.774,-186.31062,0,73967,190587
136681,59.09502,-585.0319,-186.34944,0,74000,190587
136682,59.02251,-584.28986,-186.38828,0,74033,190587
136683,58.950005,-583.5478,-186.42711,0,74067,190587
136684,58.877495,-582.8057,-186.46596,0,74100,190587
136685,58.780098,-581.81604,-186.51016,0,74133,190587
136686,58.682713,-580.82635,-186.55438,0,74167,190587
136687,58.583454,-579.83655,-186.59192,0,74200,190587
136688,58.4842,-578.8467,-186.62947,0,74233,190587
136689,58.38494,-577.8569,-186.66702,0,74267,190587
136690,58.285694,-576.86707,-186.70456,0,74300,190587
136691,58.186436,-575.87726,-186.74211,0,74333,190587
136692,58.087185,-574.8875,-186.77965,0,74367,190587
136693,57.98793,-573.8977,-186.8172,0,74400,190587
136694,57.920612,-573.23773,-186.83702,0,74433,190587
136695,57.853306,-572.5778,-186.85686,0,74467,190587
136696,57.786,-571.91785,-186.87668,0,74500,190587
136697,57.684525,-570.92786,-186.89923,0,74533,190587
136698,57.583057,-569.9378,-186.92178,0,74567,190587
136699,57.481304,-568.9476,-186.93503,0,74600,190587
136700,57.37956,-567.9574,-186.94829,0,74633,190587
136701,57.27778,-566.9671,-186.95047,0,74667,190587
136702,57.176014,-565.97687,-186.95264,0,74700,190587
136703,57.074787,-564.98975,-186.94252,0,74733,190587
136704,56.97357,-564.0026,-186.93242,0,74767,190587
136705,56.871723,-563.0063,-186.91245,0,74800,190587
136706,56.771423,-562.0225,-186.88623,0,74833,190587
136707,56.669872,-561.02655,-186.85262,0,74867,190587
136708,56.61968,-560.5349,-186.83263,0,74900,190587
136709,56.569477,-560.0432,-186.81265,0,74933,190587
136710,56.46775,-559.0477,-186.76576,0,74967,190587
136711,56.367237,-558.06506,-186.71358,0,75000,190587
136712,56.26605,-557.0766,-186.65298,0,75033,190587
136713,56.164864,-556.08813,-186.5924,0,75067,190587
136714,56.0637,-555.1003,-186.52234,0,75100,190587
136715,55.962543,-554.1124,-186.45227,0,75133,190587
136716,55.86148,-553.1251,-186.37416,0,75167,190587
136717,55.760426,-552.13794,-186.29604,0,75200,190587
136718,55.659546,-551.1512,-186.21121,0,75233,190587
136719,55.55867,-550.1645,-186.12637,0,75267,190587
136720,55.48311,-549.4233,-186.05775,0,75300,190587
136721,55.407547,-548.6821,-185.98912,0,75333,190587
136722,55.331985,-547.941,-185.92049,0,75367,190587
136723,55.256424,-547.19977,-185.85188,0,75400,190587
136724,55.157124,-546.2142,-185.75363,0,75433,190587
136725,55.05783,-545.2285,-185.65541,0,75467,190587
136726,54.958534,-544.24286,-185.55717,0,75500,190587
136727,54.85924,-543.25726,-185.45894,0,75533,190587
136728,54.75994,-542.2716,-185.3607,0,75567,190587
136729,54.660645,-541.28595,-185.26247,0,75600,190587
136730,54.56135,-540.30035,-185.16423,0,75633,190587
136731,54.462055,-539.31476,-185.066,0,75667,190587
136732,54.396698,-538.658,-184.99568,0,75700,190587
136733,54.331345,-538.00134,-184.92538,0,75733,190587
136734,54.265987,-537.34467,-184.85509,0,75767,190587
136735,54.168293,-536.3605,-184.74214,0,75800,190587
136736,54.070595,-535.3762,-184.6292,0,75833,190587
136737,53.973095,-534.3932,-184.50642,0,75867,190587
136738,53.875595,-533.41016,-184.38365,0,75900,190587
136739,53.778156,-532.4286,-184.24933,0,75933,190587
136740,53.680725,-531.447,-184.115,0,75967,190587
136741,53.58324,-530.4672,-183.96822,0,76000,190587
136742,53.48576,-529.4875,-183.82143,0,76033,190587
136743,53.38814,-528.50977,-183.66194,0,76067,190587
136744,53.290524,-527.53204,-183.50246,0,76100,190587
136745,53.241646,-527.0439,-183.41806,0,76133,190587
136746,53.192764,-526.5558,-183.33368,0,76167,190587
136747,53.0956,-525.5816,-183.15344,0,76200,190587
136748,52.998432,-524.6074,-182.9732,0,76233,190587
136749,52.901264,-523.63324,-182.79297,0,76267,190587
136750,52.80484,-522.6613,-182.60059,0,76300,190587
136751,52.708416,-521.68933,-182.40823,0,76333,190587
136752,52.61225,-520.719,-182.20798,0,76367,190587
136753,52.516087,-519.7486,-182.00774,0,76400,190587
136754,52.41993,-518.7796,-181.80087,0,76433,190587
136755,52.323776,-517.81055,-181.59402,0,76467,190587
136756,52.251427,-517.08496,-181.43387,0,76500,190587
136757,52.179077,-516.3593,-181.27371,0,76533,190587
136758,52.106728,-515.63367,-181.11357,0,76567,190587
136759,52.03438,-514.908,-180.95341,0,76600,190587
136760,51.93714,-513.942,-180.73367,0,76633,190587
136761,51.8399,-512.97595,-180.51395,0,76667,190587
136762,51.742664,-512.00995,-180.29422,0,76700,190587
136763,51.644226,-511.04504,-180.07007,0,76733,190587
136764,51.545784,-510.08008,-179.84592,0,76767,190587
136765,51.447346,-509.11517,-179.62177,0,76800,190587
136766,51.363453,-508.31192,-179.43216,0,76833,190587
136767,51.279556,-507.5087,-179.24257,0,76867,190587
136768,51.19566,-506.70547,-179.05295,0,76900,190587
136769,51.111763,-505.9022,-178.86336,0,76933,190587
136770,51.027866,-505.09897,-178.67375,0,76967,190587
136771,50.94397,-504.29575,-178.48415,0,77000,190587
136772,50.84067,-503.33267,-178.25407,0,77033,190587
136773,50.737377,-502.3697,-178.024,0,77067,190587
136774,50.634083,-501.40668,-177.79393,0,77100,190587
136775,50.53078,-500.4437,-177.56386,0,77133,190587
136776,50.427483,-499.48068,-177.3338,0,77167,190587
136777,50.32277,-498.5189,-177.09933,0,77200,190587
136778,50.21805,-497.55707,-176.8649,0,77233,190587
136779,50.11333,-496.59528,-176.63045,0,77267,190587
136780,50.00861,-495.6335,-176.396,0,77300,190587
136781,49.929558,-494.9132,-176.21623,0,77333,190587
136782,49.850506,-494.19287,-176.03645,0,77367,190587
136783,49.771454,-493.47256,-175.85669,0,77400,190587
136784,49.6924,-492.75223,-175.67693,0,77433,190587
136785,49.58665,-491.7934,-175.4311,0,77467,190587
136786,49.4809,-490.8346,-175.18526,0,77500,190587
136787,49.37515,-489.8757,-174.93942,0,77533,190587
136788,49.269268,-488.9186,-174.68703,0,77567,190587
136789,49.163383,-487.9615,-174.43463,0,77600,190587
136790,49.057514,-487.0062,-174.17558,0,77633,190587
136791,48.95165,-486.05084,-173.91653,0,77667,190587
136792,48.845936,-485.09778,-173.64912,0,77700,190587
136793,48.740215,-484.14474,-173.38173,0,77733,190587
136794,48.687466,-483.66928,-173.24419,0,77767,190587
136795,48.63472,-483.19385,-173.10664,0,77800,190587
136796,48.52947,-482.24576,-172.82198,0,77833,190587
136797,48.424213,-481.2977,-172.53731,0,77867,190587
136798,48.31897,-480.3539,-172.23874,0,77900,190587
136799,48.213734,-479.41006,-171.94022,0,77933,190587
136800,48.108475,-478.4707,-171.628,0,77967,190587
136801,48.003216,-477.5313,-171.31581,0,78000,190587
136802,47.897926,-476.59634,-170.99062,0,78033,190587
136803,47.792637,-475.66147,-170.66544,0,78067,190587
136804,47.687305,-474.73068,-170.32843,0,78100,190587
136805,47.581978,-473.79993,-169.99141,0,78133,190587
136806,47.511707,-473.18185,-169.76009,0,78167,190587
136807,47.441437,-472.5638,-169.52873,0,78200,190587
136808,47.37117,-471.9458,-169.2974,0,78233,190587
136809,47.265648,-471.0216,-168.94281,0,78267,190587
136810,47.16013,-470.09744,-168.58821,0,78300,190587
136811,47.05407,-469.1755,-168.22792,0,78333,190587
136812,46.948017,-468.25357,-167.86763,0,78367,190587
136813,46.841965,-467.3317,-167.50735,0,78400,190587
136814,46.73591,-466.4098,-167.14705,0,78433,190587
136815,46.629852,-465.48785,-166.78677,0,78467,190587
136816,46.523796,-464.56592,-166.42648,0,78500,190587
136817,46.41774,-463.64398,-166.0662,0,78533,190587
136818,46.34648,-463.03217,-165.81917,0,78567,190587
136819,46.275223,-462.42032,-165.57216,0,78600,190587
136820,46.20396,-461.8085,-165.32515,0,78633,190587
136821,46.09679,-460.89453,-164.94548,0,78667,190587
136822,45.989616,-459.9806,-164.5658,0,78700,190587
136823,45.88235,-459.0706,-164.1766,0,78733,190587
136824,45.775093,-458.16064,-163.78743,0,78767,190587
136825,45.667957,-457.2544,-163.38965,0,78800,190587
136826,45.560818,-456.34814,-162.9919,0,78833,190587
136827,45.453976,-455.44482,-162.5874,0,78867,190587
136828,45.347134,-454.54153,-162.18292,0,78900,190587
136829,45.240765,-453.64075,-161.77274,0,78933,190587
136830,45.134388,-452.7399,-161.36256,0,78967,190587
136831,45.028015,-451.8391,-160.9524,0,79000,190587
136832,44.948456,-451.16592,-160.63947,0,79033,190587
136833,44.868896,-450.49277,-160.32654,0,79067,190587
136834,44.789333,-449.81958,-160.01363,0,79100,190587
136835,44.709774,-449.1464,-159.70068,0,79133,190587
136836,44.603844,-448.2516,-159.27751,0,79167,190587
136837,44.497913,-447.35678,-158.85431,0,79200,190587
136838,44.39198,-446.46198,-158.43112,0,79233,190587
136839,44.28616,-445.56924,-158.0036,0,79267,190587
136840,44.18034,-444.6765,-157.57607,0,79300,190587
136841,44.07452,-443.78378,-157.14851,0,79333,190587
136842,43.98653,-443.04233,-156.78937,0,79367,190587
136843,43.89855,-442.3009,-156.4302,0,79400,190587
136844,43.810555,-441.55945,-156.07103,0,79433,190587
136845,43.722565,-440.818,-155.71187,0,79467,190587
136846,43.634575,-440.07654,-155.3527,0,79500,190587
136847,43.54659,-439.33508,-154.99353,0,79533,190587
136848,43.440964,-438.44592,-154.55858,0,79567,190587
136849,43.33534,-437.55673,-154.12361,0,79600,190587
136850,43.229713,-436.66754,-153.68867,0,79633,190587
136851,43.12409,-435.77838,-153.25372,0,79667,190587
136852,43.018463,-434.88922,-152.81877,0,79700,190587
136853,42.912838,-434.00003,-152.38382,0,79733,190587
136854,42.807213,-433.11084,-151.94887,0,79767,190587
136855,42.701588,-432.22168,-151.51392,0,79800,190587
136856,42.62209,-431.77774,-151.44563,0,79833,190587
136857,42.542595,-431.33383,-151.37733,0,79867,190587
136858,42.35091,-430.41824,-151.6964,0,79900,190587
136859,42.20398,-429.46036,-151.94942,0,79933,190587
136860,42.07681,-428.50504,-152.1726,0,79967,190587
136861,41.957478,-427.53333,-152.38455,0,80000,190587
136862,41.845417,-426.57114,-152.5852,0,80033,190587
136863,41.73777,-425.59766,-152.78014,0,80067,190587
136864,41.63012,-424.6242,-152.97508,0,80100,190587
136865,41.52611,-423.65604,-153.1817,0,80133,190587
136866,41.423603,-422.6913,-153.40494,0,80167,190587
136867,41.32109,-421.7266,-153.62817,0,80200,190587
136868,41.25361,-421.0851,-153.78432,0,80233,190587
136869,41.186127,-420.44366,-153.94046,0,80267,190587
136870,41.118645,-419.8022,-154.0966,0,80300,190587
136871,41.01915,-418.84122,-154.33675,0,80333,190587
136872,40.91965,-417.88028,-154.5769,0,80367,190587
136873,40.820156,-416.91934,-154.81706,0,80400,190587
136874,40.72066,-415.9584,-155.0572,0,80433,190587
136875,40.621166,-414.99744,-155.29736,0,80467,190587
136876,40.521667,-414.0365,-155.53752,0,80500,190587
136877,40.422173,-413.07553,-155.77766,0,80533,190587
136878,40.324184,-412.1135,-156.01405,0,80567,190587
136879,40.2262,-411.1515,-156.25043,0,80600,190587
136880,40.128212,-410.18945,-156.48679,0,80633,190587
136881,40.063377,-409.54712,-156.64055,0,80667,190587
136882,39.998543,-408.9048,-156.79428,0,80700,190587
136883,39.933704,-408.26242,-156.94803,0,80733,190587
136884,39.83711,-407.2973,-157.17194,0,80767,190587
136885,39.74051,-406.33218,-157.39583,0,80800,190587
136886,39.644646,-405.3649,-157.6108,0,80833,190587
136887,39.548786,-404.3976,-157.82578,0,80867,190587
136888,39.45383,-403.42764,-158.0286,0,80900,190587
136889,39.358875,-402.45773,-158.2314,0,80933,190587
136890,39.265827,-401.48495,-158.42122,0,80967,190587
136891,39.17278,-400.51218,-158.61104,0,81000,190587
136892,39.07973,-399.53943,-158.80086,0,81033,190587
136893,39.018982,-398.8898,-158.92223,0,81067,190587
136894,38.958233,-398.24017,-159.0436,0,81100,190587
136895,38.897484,-397.59058,-159.16496,0,81133,190587
136896,38.807697,-396.61478,-159.34027,0,81167,190587
136897,38.717915,-395.63895,-159.51558,0,81200,190587
136898,38.628128,-394.66315,-159.69087,0,81233,190587
136899,38.53939,-393.68594,-159.85883,0,81267,190587
136900,38.450653,-392.70874,-160.02678,0,81300,190587
136901,38.36192,-391.73157,-160.19473,0,81333,190587
136902,38.27366,-390.75314,-160.3558,0,81367,190587
136903,38.1854,-389.77478,-160.51688,0,81400,190587
136904,38.097137,-388.79636,-160.67795,0,81433,190587
136905,38.030872,-388.06177,-160.79367,0,81467,190587
136906,37.964603,-387.32715,-160.90941,0,81500,190587
136907,37.898335,-386.59253,-161.02515,0,81533,190587
136908,37.83207,-385.85794,-161.14087,0,81567,190587
136909,37.74296,-384.87747,-161.28816,0,81600,190587
136910,37.653847,-383.897,-161.43546,0,81633,190587
136911,37.564735,-382.9165,-161.58273,0,81667,190587
136912,37.474365,-381.9352,-161.72366,0,81700,190587
136913,37.383995,-380.9539,-161.86458,0,81733,190587
