ID,BroadcastTextID,Field_10_2_0_51239_001,SpellVisualKitID,AdditionalDuration,NextConversationLineID,AnimKitID,SpeechType,StartAnimation,EndAnimation
17573,152681,0,0,2000,17574,0,0,60,60
17574,152684,0,0,2000,17575,0,0,60,60
17575,152685,0,0,2000,0,0,0,60,60
17577,153226,0,0,3000,17578,0,0,60,60
17578,153227,0,0,3000,17579,0,0,60,60
17579,153228,0,0,3000,0,0,0,60,60
17580,150258,0,0,1000,18488,12868,1,60,60
17585,152663,0,0,1000,17556,0,0,60,60
17586,0,0,0,1000,17551,0,0,60,60
17587,129998,0,0,4000,17589,0,0,60,60
17589,130119,0,0,3000,17590,0,0,60,60
17590,130120,0,0,3000,17592,0,0,60,60
17592,130121,0,0,6000,17593,0,0,60,60
17593,153231,0,0,9000,17595,0,0,60,60
17594,0,0,0,0,0,0,0,60,60
17595,153247,0,0,4000,17597,0,0,60,60
17596,153248,0,0,9000,17544,0,0,60,60
17597,153250,0,0,5000,17596,0,0,60,60
17599,153264,0,0,6000,17546,0,0,60,60
17600,153258,0,0,3000,17601,0,0,60,60
17601,153262,0,0,2000,17602,0,0,60,60
17602,153260,0,0,2000,17603,0,0,60,60
17603,153261,0,0,2000,17604,0,0,60,60
17604,153263,0,0,10000,18169,0,0,60,60
17606,153282,0,0,1000,17607,0,0,60,60
17607,153283,0,0,1000,17608,0,0,60,60
17608,153284,0,0,1000,17609,0,0,60,60
17609,153285,0,0,1000,17610,0,0,60,60
17610,153286,0,0,1000,17611,0,0,60,60
17611,153287,0,0,1000,0,0,0,60,60
17612,152063,0,0,0,17613,0,0,60,60
17613,152064,0,0,0,0,0,0,60,60
17614,153292,0,0,0,17615,0,0,60,60
17615,153293,0,0,0,0,0,0,60,60
17618,153306,0,0,1000,17619,0,0,60,60
17619,153311,0,0,1000,17620,0,0,60,60
17620,153312,0,0,1000,17621,0,0,60,60
17621,153313,0,0,1000,17622,0,0,60,60
17622,153314,0,0,1000,17623,0,0,60,60
17623,153315,0,0,0,0,0,0,60,60
17624,0,0,0,2000,17618,0,0,60,60
17625,153321,0,0,1000,0,0,0,60,60
17626,153325,0,0,1000,0,0,0,60,60
17627,153326,0,0,0,17628,0,0,60,60
17628,153327,0,0,0,17629,0,0,60,60
17629,153328,0,0,0,17630,0,0,60,60
17630,153329,0,0,0,0,0,0,60,60
17631,153332,0,0,0,0,0,0,60,60
17632,153333,0,0,0,0,0,0,60,60
17633,153334,0,0,0,17634,0,0,60,60
17634,153335,0,0,0,17635,0,0,60,60
17635,153336,0,0,0,0,0,0,60,60
17636,153337,0,0,1000,17637,0,0,60,60
17637,153338,0,0,0,0,0,0,60,60
17639,153344,0,0,1000,0,0,0,60,60
17640,153345,0,0,1000,0,0,0,60,60
17641,153197,0,0,0,17645,0,0,60,60
17643,153199,0,0,0,19559,0,0,60,60
17645,157157,0,0,1000,17643,0,0,60,60
17646,153349,0,0,1000,0,0,0,60,60
17647,153350,0,0,1000,0,0,0,60,60
17648,152842,0,0,0,17649,0,0,60,60
17649,152843,0,0,0,17650,0,0,60,60
17650,152844,0,0,0,0,0,0,60,60
17651,0,0,0,1000,17373,0,0,60,60
17652,155906,0,0,1000,17653,0,0,60,60
17653,153376,0,0,1000,0,0,0,60,60
17654,155907,0,0,1000,17655,0,0,60,60
17655,153378,0,0,1000,0,0,0,60,60
17656,155904,0,0,1000,17657,0,0,60,60
17657,153380,0,0,1000,0,0,0,60,60
17658,155905,0,0,1000,17659,0,0,60,60
17659,153387,0,0,1000,0,0,0,60,60
17660,155906,0,0,1000,17661,0,0,60,60
17661,153397,0,0,1000,0,0,0,60,60
17662,155907,0,0,1000,17663,0,0,60,60
17663,153401,0,0,1000,0,0,0,60,60
17664,153413,0,0,1000,0,0,0,60,60
17665,153952,0,0,1000,0,0,0,60,60
17666,153952,0,0,1000,0,0,0,60,60
17667,154013,0,0,1000,0,0,0,60,60
17668,153426,0,0,1000,17669,0,0,60,60
17669,153427,0,0,1000,17670,0,0,60,60
17670,153428,0,0,1000,17671,0,0,60,60
17671,153429,0,0,1000,17672,0,0,60,60
17672,153430,0,0,1000,17673,0,0,60,60
17673,153431,0,0,1000,0,0,0,60,60
17674,146790,0,0,500,17675,12868,1,60,60
17675,153217,0,0,500,18516,12868,1,60,60
17676,150267,0,0,500,17678,0,0,60,60
17677,150266,0,0,500,17676,12868,1,60,60
17678,153465,0,0,500,0,12868,1,60,60
17679,151798,0,0,1000,17680,0,0,60,60
17680,151799,0,0,1000,17681,0,0,60,60
17681,151800,0,0,1000,0,0,0,60,60
17683,152920,0,0,1000,17684,0,0,60,60
17684,152928,0,0,1000,0,0,0,60,60
17687,153207,0,0,0,19578,0,0,60,60
17690,153505,0,0,2000,17691,0,0,60,60
17691,153506,0,0,2000,17692,0,0,60,60
17692,153507,0,0,2000,17693,0,0,60,60
17693,153508,0,0,4000,17694,0,0,60,60
17694,153509,0,0,2000,17695,0,0,60,60
17695,153510,0,0,2000,17696,0,0,60,60
17696,153511,0,0,2000,17697,0,0,60,60
17697,153512,0,0,4000,17698,0,0,60,60
17698,153513,0,0,2000,17699,0,0,60,60
17699,153514,0,0,2000,17700,0,0,60,60
17700,153515,0,0,2000,17701,0,0,60,60
17701,153516,0,0,4000,17702,0,0,60,60
17702,153517,0,0,2000,17703,0,0,60,60
17703,153518,0,0,2000,17704,0,0,60,60
17704,153520,0,0,2000,17705,0,0,60,60
17705,153521,0,0,4000,17706,0,0,60,60
17706,153522,0,0,2000,17707,0,0,60,60
17707,153523,0,0,2000,17708,0,0,60,60
17708,153524,0,0,2000,17709,0,0,60,60
17709,153525,0,0,4000,17710,0,0,60,60
17710,153526,0,0,2000,17711,0,0,60,60
17711,153528,0,0,2000,17712,0,0,60,60
17712,153529,0,0,2000,17713,0,0,60,60
17713,153530,0,0,0,0,0,0,60,60
17715,0,0,0,1000,17716,0,0,60,60
17716,153544,0,0,1500,17717,0,0,60,60
17717,153545,0,0,1500,17718,0,0,60,60
17718,153546,0,0,1500,17719,0,0,60,60
17719,153547,0,0,1500,17720,0,0,60,60
17720,153548,0,0,1500,19438,0,0,60,60
17721,153549,0,0,1500,0,0,0,60,60
17722,153531,0,0,2000,17723,0,0,60,60
17723,153532,0,0,1000,17731,0,0,60,60
17724,153537,0,0,2000,17725,0,0,60,60
17725,153538,0,0,3000,17726,0,0,60,60
17726,153539,0,0,1000,17727,0,0,60,60
17727,153540,0,0,2000,17728,0,0,60,60
17728,153541,0,0,2000,17729,0,0,60,60
17729,153542,0,0,1000,17730,0,0,60,60
17730,153543,0,0,1000,0,0,0,60,60
17731,153550,0,0,2000,17724,0,0,60,60
17732,153425,0,0,1000,17733,0,0,60,60
17733,153497,0,0,1000,0,0,0,60,60
17734,153564,0,0,1000,17735,0,0,60,60
17735,153565,0,0,1000,17736,0,0,60,60
17736,153566,0,0,1000,17737,0,0,60,60
17737,153567,0,0,1000,17738,0,0,60,60
17738,153568,0,0,1000,0,0,0,60,60
17739,153571,0,0,1500,17740,0,0,60,60
17740,153572,0,0,1500,17741,0,0,60,60
17741,153573,0,0,1500,17742,0,0,60,60
17742,153574,0,0,1500,17743,0,0,60,60
17743,153575,0,0,1000,0,0,0,60,60
17744,127576,0,0,1000,0,0,0,60,60
17745,153581,0,0,1000,0,0,0,60,60
17746,153582,0,0,1000,0,0,0,60,60
17747,153594,0,0,1000,0,0,0,60,60
17748,153595,0,0,1000,0,0,0,60,60
17749,153597,0,0,1000,0,0,0,60,60
17750,153598,0,0,1000,0,0,0,60,60
17751,153599,0,0,1000,0,0,0,60,60
17752,153600,0,0,1000,0,0,0,60,60
17753,153601,0,0,1000,0,0,0,60,60
17754,153602,0,0,1000,0,0,0,60,60
17755,153641,0,0,2000,17756,0,0,60,60
17756,153642,0,0,3000,0,0,0,60,60
17757,150268,0,0,500,0,4509,1,60,60
17768,150271,0,0,500,17769,12868,1,60,60
17769,150272,0,0,0,17770,0,0,60,60
17770,150273,0,0,0,17771,0,0,60,60
17771,150274,0,0,0,17772,0,0,60,60
17772,153656,0,0,0,17773,0,0,60,60
17773,150275,0,0,0,17774,0,0,60,60
17774,150276,0,0,0,17775,0,0,60,60
17775,150277,0,0,0,17776,0,0,60,60
17776,150278,0,0,0,17777,0,0,60,60
17777,153220,0,0,0,0,0,1,60,60
17783,150269,0,0,500,17784,0,1,60,60
17784,150270,0,0,0,0,0,0,60,60
17785,0,0,0,1000,17425,0,0,60,60
17786,153662,0,0,1000,17426,0,0,60,60
17787,153274,0,0,0,0,0,0,60,60
17788,153694,0,0,0,0,0,0,60,60
17789,153699,0,0,0,0,0,0,60,60
17790,153703,0,0,1000,0,0,0,60,60
17791,153704,0,0,1000,0,0,0,60,60
17792,153705,0,0,1000,0,0,0,60,60
17793,153706,0,0,1000,0,0,0,60,60
17794,153707,0,0,1000,0,0,0,60,60
17795,153708,0,0,1000,0,0,0,60,60
17796,153709,0,0,1000,0,0,0,60,60
17797,153710,0,0,1000,0,0,0,60,60
17798,153711,0,0,1000,0,0,0,60,60
17799,153712,0,0,1000,0,0,0,60,60
17810,153721,0,0,1000,0,0,0,60,60
17811,153722,0,0,1000,0,0,0,60,60
17812,153723,0,0,1000,0,0,0,60,60
17813,153724,0,0,1000,0,0,0,60,60
17814,153725,0,0,1000,0,0,0,60,60
17815,153726,0,0,1000,0,0,0,60,60
17816,153727,0,0,1000,0,0,0,60,60
17817,153728,0,0,1000,0,0,0,60,60
17818,153729,0,0,1000,0,0,0,60,60
17819,153730,0,0,1000,0,0,0,60,60
17820,151345,0,0,1000,0,0,1,60,60
17821,151350,0,0,1000,0,0,1,60,60
17822,151354,0,0,1000,0,0,1,60,60
17823,154711,0,0,1000,0,0,1,60,60
17824,154710,0,0,1000,17823,0,0,60,60
17825,151438,0,0,1000,0,0,1,60,60
17826,151396,0,0,1000,17825,0,1,60,60
17827,151399,0,0,1000,17828,0,1,60,60
17828,151440,0,0,1000,0,4772,1,60,60
17829,151398,0,0,1000,17830,0,1,60,60
17830,151439,0,0,1000,0,0,1,60,60
17831,151492,0,0,1000,17832,0,1,60,60
17832,151493,0,0,1000,0,0,1,60,60
17833,151413,0,0,1000,17834,0,1,60,60
17834,151450,0,0,1000,0,0,1,60,60
17835,151415,0,0,1000,17836,0,1,60,60
17836,151452,0,0,1000,0,4772,1,60,60
17837,151414,0,0,1000,17838,0,1,60,60
17838,151451,0,0,1000,0,0,1,60,60
17839,123163,0,0,500,17840,0,0,60,60
17840,123218,0,0,500,17841,0,0,60,60
17841,153751,0,0,1000,17842,0,0,60,60
17842,153752,0,0,1000,17843,0,0,60,60
17843,0,0,0,0,17844,0,0,60,60
17844,153753,0,0,1000,17845,0,0,60,60
17845,153754,0,0,1000,0,0,0,60,60
17846,151405,0,0,1000,17847,0,1,60,60
17847,151444,0,0,1000,0,0,1,60,60
17848,151407,0,0,1000,17849,0,1,60,60
17849,151446,0,0,1500,0,16088,1,60,60
17850,151406,0,0,1000,17851,0,1,60,60
17851,151445,0,0,1000,0,0,1,60,60
17852,151343,0,0,1000,0,0,1,60,60
17853,151349,0,0,1000,0,0,1,60,60
17854,151353,0,0,1000,0,0,1,60,60
17855,151400,0,0,1000,17856,0,1,60,60
17856,151441,0,0,1000,0,0,1,60,60
17857,151402,0,0,1000,17858,0,1,60,60
17858,151443,0,0,1000,0,9794,1,60,60
17859,151401,0,0,1000,17860,0,1,60,60
17860,151442,0,0,1000,0,0,1,60,60
17861,151416,0,0,1000,17862,0,1,60,60
17862,151453,0,0,1000,0,0,1,60,60
17863,151418,0,0,1000,17864,0,1,60,60
17864,151455,0,0,1000,0,9794,1,60,60
17865,151417,0,0,1000,17866,0,1,60,60
17866,151454,0,0,1000,0,0,1,60,60
17867,151408,0,0,1000,17868,0,1,60,60
17868,151447,0,0,1000,0,0,1,60,60
17869,151410,0,0,1000,17870,0,1,60,60
17870,151449,0,0,1000,0,11995,1,60,60
17871,151409,0,0,1000,17872,0,1,60,60
17872,151448,0,0,1000,0,0,1,60,60
17873,151346,0,0,1000,0,0,1,60,60
17874,151356,0,0,1000,0,0,1,60,60
17875,151351,0,0,1000,0,0,1,60,60
17876,151517,0,0,1000,17877,0,0,60,60
17877,151511,0,0,1000,17878,0,0,60,60
17878,151512,0,0,1000,0,0,0,60,60
17879,151517,0,0,1000,17880,0,0,60,60
17880,151515,0,0,1000,17881,16088,0,60,60
17881,151516,0,0,1000,0,0,0,60,60
17882,151517,0,0,1000,17883,0,0,60,60
17883,151513,0,0,1000,17884,0,0,60,60
17884,151514,0,0,1000,0,0,0,60,60
17885,151566,0,0,1000,17886,0,0,60,60
17886,151550,0,0,1000,17887,0,0,60,60
17887,151552,0,0,1000,0,0,0,60,60
17888,151566,0,0,1000,17889,0,0,60,60
17889,151563,0,0,1000,17890,16088,0,60,60
17890,151564,0,0,1000,0,0,0,60,60
17891,151566,0,0,1000,17892,0,0,60,60
17892,151556,0,0,1000,17893,0,0,60,60
17893,151559,0,0,1000,0,0,0,60,60
17894,151549,0,0,1000,17895,0,0,60,60
17895,151522,0,0,1000,17896,0,0,60,60
17896,151527,0,0,1000,0,0,0,60,60
17897,151549,0,0,1000,17898,0,0,60,60
17898,151542,0,0,1000,17899,16088,0,60,60
17899,151547,0,0,1000,0,0,0,60,60
17900,151549,0,0,1000,17901,0,0,60,60
17901,151532,0,0,1000,17902,0,0,60,60
17902,151533,0,0,1000,0,0,0,60,60
17903,154712,0,0,1000,17904,16089,0,60,60
17904,154711,0,0,1000,0,0,1,60,60
17905,154714,0,0,1000,17906,0,0,60,60
17906,154711,0,0,1000,0,0,1,60,60
17907,154710,0,0,1000,17908,0,0,60,60
17908,154716,0,0,1000,0,0,1,60,60
17909,154712,0,0,1000,17910,16088,0,60,60
17910,154716,0,0,1000,0,0,1,60,60
17911,154714,0,0,1000,17912,0,0,60,60
17912,154716,0,0,1000,0,0,1,60,60
17913,109721,0,0,1000,17914,0,0,60,60
17914,110426,0,0,1000,17915,0,0,60,60
17915,153771,0,0,500,17916,0,0,60,60
17916,153772,0,0,500,17917,0,0,60,60
17917,153773,0,0,1000,17918,0,0,60,60
17918,153774,0,0,1000,17919,0,0,60,60
17919,0,0,0,0,17920,0,0,60,60
17920,153775,0,0,0,17921,0,0,60,60
17921,153776,0,0,0,0,0,0,60,60
17922,154710,0,0,1000,17923,0,0,60,60
17923,154717,0,0,1000,0,0,1,60,60
17924,154712,0,0,1000,17925,16089,0,60,60
17925,154717,0,0,1000,0,0,1,60,60
17926,154714,0,0,1000,17927,0,0,60,60
17927,154717,0,0,1000,0,0,1,60,60
17928,151496,0,0,1000,17929,0,1,60,60
17929,151497,0,0,1000,0,0,1,60,60
17930,151473,0,0,1000,0,0,1,60,60
17931,151494,0,0,800,17932,0,1,60,60
17932,151495,0,0,1000,0,0,1,60,60
17933,151483,0,0,1000,0,0,1,60,60
17934,151478,0,0,1000,0,0,1,60,60
17935,151476,0,0,1000,0,0,1,60,60
17936,151486,0,0,1000,0,0,1,60,60
17937,151481,0,0,1000,0,0,1,60,60
17938,151465,0,0,1000,0,0,1,60,60
17939,151467,0,0,1000,0,0,1,60,60
17940,151466,0,0,1000,0,0,1,60,60
17941,151477,0,0,1000,0,0,1,60,60
17942,151487,0,0,1000,0,0,1,60,60
17943,151482,0,0,1000,0,0,1,60,60
17944,151393,0,0,1000,0,0,1,60,60
17945,151474,0,0,1000,0,0,1,60,60
17946,151484,0,0,1000,0,0,1,60,60
17947,151479,0,0,1000,0,0,1,60,60
17948,151411,0,0,1000,0,0,1,60,60
17949,151475,0,0,1000,0,0,1,60,60
17950,151485,0,0,1000,0,0,1,60,60
17951,151480,0,0,1000,0,0,1,60,60
17952,151403,0,0,1000,0,0,1,60,60
17953,151394,0,0,1000,0,0,1,60,60
17954,151404,0,0,1000,0,0,1,60,60
17955,151412,0,0,1000,0,0,1,60,60
17956,151828,0,0,1000,0,0,1,60,60
17957,151831,0,0,1000,0,0,1,60,60
17958,151829,0,0,1000,0,0,1,60,60
17959,153777,0,0,500,17960,0,0,60,60
17960,153778,0,0,500,17961,0,0,60,60
17961,153779,0,0,500,17962,0,0,60,60
17962,153780,0,0,500,17963,0,0,60,60
17963,0,0,0,0,17964,0,0,60,60
17964,153781,0,0,1000,17965,0,0,60,60
17965,153782,0,0,1000,0,0,0,60,60
17966,109721,0,0,1000,17967,0,0,60,60
17967,110426,0,0,1000,17968,0,0,60,60
17968,153783,0,0,500,17969,0,0,60,60
17969,153784,0,0,500,17970,0,0,60,60
17970,153785,0,0,1000,17971,0,0,60,60
17971,153786,0,0,1000,17972,0,0,60,60
17972,0,0,0,0,17973,0,0,60,60
17973,153787,0,0,0,17974,0,0,60,60
17974,153788,0,0,0,0,0,0,60,60
17975,109721,0,0,1000,17976,0,0,60,60
17976,110426,0,0,1000,17977,0,0,60,60
17977,195863,0,0,500,17978,0,0,60,60
17978,195868,0,0,500,17979,0,0,60,60
17979,153795,0,0,1000,17980,0,0,60,60
17980,153796,0,0,1000,41304,0,0,60,60
17982,153797,0,0,0,17983,0,0,60,60
17983,153798,0,0,0,0,0,0,60,60
17984,152232,0,0,1000,17985,0,0,60,60
17985,152264,0,0,1000,0,0,0,60,60
17986,152232,0,0,1000,17987,0,0,60,60
17987,152264,0,0,1000,0,0,0,60,60
17989,153815,0,0,1000,0,0,1,60,60
17990,153811,0,0,1000,17991,0,0,60,60
17991,153812,0,0,1000,17992,0,0,60,60
17992,153813,0,0,0,17993,0,0,60,60
17993,153814,0,0,0,17994,0,0,60,60
17994,0,0,0,0,17995,0,0,60,60
17995,153816,0,0,0,17996,0,0,60,60
17996,153817,0,0,0,0,0,0,60,60
17997,153818,0,0,1000,0,0,1,60,60
17998,153920,0,0,1000,0,9926,0,60,60
17999,109724,0,0,1000,18000,0,0,60,60
18000,110421,0,0,1000,14519,0,0,60,60
18001,153820,0,0,500,18002,0,0,60,60
18002,153821,0,0,500,14602,0,0,60,60
18003,153822,0,0,500,18004,0,0,60,60
18004,153823,0,0,500,18005,0,0,60,60
18005,153824,0,0,500,18006,0,0,60,60
18006,153825,0,0,500,14681,0,0,60,60
18007,153826,0,0,500,18008,0,0,60,60
18008,153827,0,0,500,14634,0,0,60,60
18009,153828,0,0,1000,0,0,1,60,60
18010,153830,0,0,1000,0,0,1,60,60
18011,153833,0,0,1000,0,0,1,60,60
18012,109837,0,0,1000,18013,0,0,60,60
18013,110422,0,0,1000,14612,0,0,60,60
18014,153829,0,0,500,18015,0,0,60,60
18015,153832,0,0,500,14682,0,0,60,60
18016,153839,0,0,1000,0,0,1,60,60
18017,0,0,0,3000,18018,0,0,60,60
18018,153841,0,0,1000,0,0,0,60,60
18021,153843,0,0,1000,18022,0,0,60,60
18022,153847,0,0,1000,0,0,0,60,60
18023,199369,0,0,500,18024,0,0,60,60
18024,199370,0,0,500,18025,0,0,60,60
18025,153846,0,0,500,18026,0,0,60,60
18026,199367,0,0,500,18027,0,0,60,60
18027,199368,0,0,1000,18028,0,0,60,60
18028,153850,0,0,1000,0,0,0,60,60
18029,153851,0,0,1000,0,0,1,60,60
18030,153852,0,0,1000,0,0,1,60,60
18031,153853,0,0,1000,0,0,1,60,60
18032,153854,0,0,1000,0,0,1,60,60
18033,153855,0,0,1000,0,0,1,60,60
18036,153856,0,0,2000,18251,0,1,60,60
18037,153927,0,0,1000,0,9926,0,60,60
18040,127610,0,0,1000,0,9926,0,60,60
18052,153952,0,0,1000,0,9926,0,60,60
18064,153857,0,0,1000,18065,0,0,60,60
18065,153858,0,0,1000,0,0,0,60,60
18066,153859,0,0,1000,0,0,0,60,60
18067,153860,0,0,1000,18068,0,0,60,60
18068,153861,0,0,1000,0,0,0,60,60
18069,153862,0,0,1000,0,0,0,60,60
18070,153863,0,0,1000,0,0,0,60,60
18071,153864,0,0,1000,18072,0,0,60,60
18072,153865,0,0,1000,0,0,0,60,60
18073,158597,0,0,1000,0,0,0,60,60
18074,153866,0,0,1000,18075,0,0,60,60
18075,153867,0,0,1000,0,0,0,60,60
18076,153661,0,0,500,0,16684,1,60,60
18077,153879,0,0,1000,18078,0,0,60,60
18078,153880,0,0,1000,18079,0,0,60,60
18079,153881,0,0,1000,0,0,0,60,60
18080,153882,0,0,1000,18077,0,1,60,60
18081,153892,0,0,1000,0,0,0,60,60
18082,153893,0,0,1000,0,0,0,60,60
18083,153894,0,0,1000,0,0,0,60,60
18084,153914,0,0,1000,18085,0,0,60,60
18085,153915,0,0,1000,0,0,0,60,60
18086,153919,0,0,3000,18087,0,0,60,60
18087,153921,0,0,3000,18088,0,0,60,60
18088,153922,0,0,3000,18089,0,0,60,60
18089,153923,0,0,3000,0,0,0,60,60
18090,153924,0,0,1000,0,9926,0,60,60
18091,153926,0,0,1000,0,9926,0,60,60
18092,153945,0,0,1000,18093,0,0,60,60
18093,153946,0,0,1000,0,0,0,60,60
18094,153947,0,0,1000,18515,0,0,60,60
18095,153371,0,0,1000,16312,0,0,60,60
18096,149547,0,0,0,0,0,0,60,60
18104,140634,0,0,1000,18114,0,0,60,60
18105,153485,0,0,1000,16034,0,0,60,60
18106,148858,0,0,1000,18107,0,0,60,60
18107,148857,0,0,0,0,0,0,60,60
18109,140643,0,0,1000,18110,0,0,60,60
18110,0,0,0,0,18111,0,0,60,60
18111,0,0,0,0,0,0,0,60,60
18112,151036,0,0,1000,18113,0,0,60,60
18113,151037,0,0,1000,18831,0,0,60,60
18114,150574,0,0,1000,0,0,0,60,60
18115,153982,0,0,1000,0,9926,0,60,60
18116,153983,0,0,1000,0,9926,0,60,60
18117,153984,0,0,1000,0,9926,0,60,60
18118,0,0,0,0,0,0,0,60,60
18119,153928,0,0,1000,0,9926,0,60,60
18120,153929,0,0,1000,0,9926,0,60,60
18121,153987,0,0,1000,0,9926,0,60,60
18122,153988,0,0,1000,0,9926,0,60,60
18123,153989,0,0,1000,0,9926,0,60,60
18124,153930,0,0,1000,0,9926,0,60,60
18125,153933,0,0,1000,0,9926,0,60,60
18126,153934,0,0,1000,0,9926,0,60,60
18127,153990,0,0,1000,0,9926,0,60,60
18128,154011,0,0,1000,0,9926,0,60,60
18129,154012,0,0,1000,0,9926,0,60,60
18130,153953,0,0,1000,0,9926,0,60,60
18131,153954,0,0,1000,0,9926,0,60,60
18132,154013,0,0,1000,0,9926,0,60,60
18133,154014,0,0,1000,0,9926,0,60,60
18134,154015,0,0,1000,0,9926,0,60,60
18135,153959,0,0,1000,0,0,0,60,60
18136,153962,0,0,1000,0,9926,0,60,60
18137,153965,0,0,1000,0,9926,0,60,60
18138,154016,0,0,1000,0,9926,0,60,60
18139,154017,0,0,1000,0,9926,0,60,60
18140,154018,0,0,1000,0,9926,0,60,60
18141,154023,0,0,1000,0,0,1,60,60
18142,154024,0,0,1000,0,0,1,60,60
18143,154025,0,0,1000,0,0,1,60,60
18144,153899,0,0,0,0,0,0,60,60
18145,153900,0,0,0,0,0,0,60,60
18146,153908,0,0,0,0,0,0,60,60
18147,153909,0,0,0,0,0,0,60,60
18148,153901,0,0,0,0,0,0,60,60
18149,153902,0,0,0,0,0,0,60,60
18150,153910,0,0,0,0,0,0,60,60
18151,153911,0,0,0,0,0,0,60,60
18152,153904,0,0,0,0,0,0,60,60
18153,153905,0,0,0,0,0,0,60,60
18154,153912,0,0,0,0,0,0,60,60
18155,153913,0,0,0,0,0,0,60,60
18156,154062,0,0,0,0,0,0,60,60
18157,154057,0,0,0,0,0,0,60,60
18158,154058,0,0,0,0,0,0,60,60
18159,154059,0,0,0,0,0,0,60,60
18160,154060,0,0,0,0,0,0,60,60
18161,154061,0,0,0,0,0,0,60,60
18162,154063,0,0,0,0,0,0,60,60
18163,154064,0,0,0,0,0,0,60,60
18164,154065,0,0,0,0,0,0,60,60
18165,154066,0,0,0,0,0,0,60,60
18166,154067,0,0,0,0,0,0,60,60
18167,154068,0,0,0,0,0,0,60,60
18168,154069,0,0,0,0,0,0,60,60
18169,154076,0,0,5000,0,0,0,60,60
18170,154026,0,0,1000,0,0,0,60,60
18171,154027,0,0,1000,0,0,0,60,60
18172,154030,0,0,1000,0,0,0,60,60
18173,154031,0,0,1000,0,0,0,60,60
18174,154028,0,0,1000,0,0,0,60,60
18175,154029,0,0,1000,0,0,0,60,60
18176,154092,0,0,1000,0,0,0,60,60
18177,154098,0,0,1000,0,0,0,60,60
18178,153876,0,0,1000,0,0,0,60,60
18179,153877,0,0,1000,0,0,0,60,60
18180,154019,0,0,1000,0,0,0,60,60
18181,154022,0,0,1000,0,0,0,60,60
18182,150905,0,0,1000,0,0,0,60,60
18183,150906,0,0,1000,0,0,0,60,60
18184,150907,0,0,1000,0,0,0,60,60
18185,150908,0,0,1000,0,0,0,60,60
18186,150911,0,0,1000,0,0,0,60,60
18187,150946,0,0,1000,0,0,0,60,60
18188,154009,0,0,1000,0,0,0,60,60
18189,154010,0,0,1000,0,0,0,60,60
18190,153884,0,0,1000,0,0,0,60,60
18191,153885,0,0,1000,0,0,0,60,60
18192,153878,0,0,1000,0,0,0,60,60
18193,153883,0,0,1000,0,0,0,60,60
18194,153874,0,0,1000,0,0,0,60,60
18195,153875,0,0,1000,0,0,0,60,60
18196,154037,0,0,1000,0,0,0,60,60
18197,154040,0,0,1000,0,0,0,60,60
18198,154042,0,0,1000,0,0,0,60,60
18199,154046,0,0,1000,0,0,0,60,60
18200,154189,0,0,1000,0,0,0,60,60
18201,154161,0,0,1000,18565,0,0,60,60
18202,154172,0,0,1000,18564,0,0,60,60
18203,154164,0,0,1000,18566,0,0,60,60
18204,154173,0,0,1000,18567,0,0,60,60
18205,154174,0,0,1000,18568,0,0,60,60
18206,154166,0,0,1000,18570,0,0,60,60
18207,154169,0,0,1000,18572,0,0,60,60
18208,154170,0,0,1000,18571,0,0,60,60
18209,154167,0,0,1000,18574,0,0,60,60
18210,154175,0,0,1000,18573,0,0,60,60
18211,154179,0,0,1000,22213,0,0,60,60
18212,154180,0,0,1000,22214,0,0,60,60
18213,154181,0,0,1000,0,0,0,60,60
18214,154183,0,0,1000,0,0,0,60,60
18215,154216,0,0,1000,0,0,0,60,60
18216,154220,0,0,1000,0,0,0,60,60
18217,154230,0,0,1000,0,0,0,60,60
18218,154234,0,0,1000,0,0,0,60,60
18219,154217,0,0,0,0,0,0,60,60
18220,154219,0,0,0,0,0,0,60,60
18221,154221,0,0,0,0,0,0,60,60
18222,154223,0,0,0,0,0,0,60,60
18223,154225,0,0,0,0,0,0,60,60
18225,154190,0,0,1000,0,0,0,60,60
18226,154192,0,0,1000,18227,0,0,60,60
18227,154194,0,0,1000,0,0,0,60,60
18228,154195,0,0,1000,0,0,0,60,60
18229,154197,0,0,1000,18230,0,0,60,60
18230,154198,0,0,1000,0,0,0,60,60
18231,154200,0,0,1000,0,0,0,60,60
18238,154237,0,0,0,0,0,0,60,60
18239,154238,0,0,0,0,0,0,60,60
18240,154239,0,0,0,0,0,0,60,60
18242,154242,0,0,0,0,0,0,60,60
18243,154243,0,0,0,0,0,0,60,60
18244,154244,0,0,0,0,0,0,60,60
18245,154245,0,0,0,0,0,0,60,60
18250,154251,0,0,0,0,0,0,60,60
18251,154257,0,0,1000,0,0,1,60,60
18252,154258,0,0,1000,0,0,1,60,60
18253,154251,0,0,0,0,0,0,60,60
18254,154252,0,0,0,0,0,0,60,60
18257,154255,0,0,0,0,0,0,60,60
18258,154256,0,0,0,0,0,0,60,60
18259,154268,0,0,1000,0,0,0,60,60
18260,154269,0,0,1000,0,0,0,60,60
18261,154265,0,0,1000,0,0,0,60,60
18262,154267,0,0,1000,0,0,0,60,60
18263,154432,0,0,1000,18264,0,0,60,60
18264,154441,0,0,1000,18265,0,0,60,60
18265,154446,0,0,1000,18266,0,0,60,60
18266,154445,0,0,1000,18278,0,0,60,60
