ID,OrderIndex,Field_11_1_7_60520_002,ConditionType,ConditionValue1,ConditionValue2,ConditionValue3,AssistedCombatStepID
4602,1,0,14,0,0,0,1177
4603,2,0,2,0,0,0,1177
4604,3,0,9,434153,0,0,1177
4763,0,0,3,30,0,0,1219
4764,1,0,11,2,10,0,1219
4765,2,0,16,188290,0,0,1219
4766,3,0,0,0,0,0,1219
4767,4,0,14,0,0,0,1219
4768,5,0,2,0,0,0,1219
4769,0,0,0,0,0,0,1220
4770,1,0,14,0,0,0,1220
4771,2,0,2,0,0,0,1220
4772,3,0,15,191587,0,0,1220
4777,0,0,0,0,0,0,1222
4778,1,0,14,0,0,0,1222
4779,2,0,2,0,0,0,1222
4780,0,0,0,0,0,0,1223
4781,1,0,14,0,0,0,1223
4782,2,0,2,0,0,0,1223
4783,3,0,56,0,0,0,1223
4784,4,0,16,390178,0,0,1223
4785,5,0,9,390175,0,0,1223
4786,0,0,0,0,0,0,1224
4787,1,0,14,0,0,0,1224
4788,2,0,2,0,0,0,1224
4795,0,0,0,0,0,0,1226
4796,1,0,14,0,0,0,1226
4797,2,0,2,0,0,0,1226
4799,3,0,52,194310,4,0,1226
4800,0,0,0,0,0,0,1227
4801,1,0,14,0,0,0,1227
4802,2,0,2,0,0,0,1227
4804,3,0,10,194310,0,0,1227
4805,4,0,12,3,10,0,1227
4806,0,0,0,0,0,0,1228
4807,1,0,14,0,0,0,1228
4808,2,0,2,0,0,0,1228
4809,3,0,9,81340,0,0,1228
4810,0,0,0,0,0,0,1229
4811,1,0,14,0,0,0,1229
4812,2,0,2,0,0,0,1229
4813,3,0,10,191587,0,0,1229
4814,0,0,0,0,0,0,1230
4815,1,0,14,0,0,0,1230
4816,2,0,2,0,0,0,1230
4817,0,0,0,0,0,0,1231
4818,1,0,14,0,0,0,1231
4819,2,0,2,0,0,0,1231
4820,0,0,0,0,0,0,1232
4821,1,0,14,0,0,0,1232
4822,2,0,2,0,0,0,1232
4823,3,0,8,35,0,0,1232
4824,0,0,0,0,0,0,1233
4825,1,0,14,0,0,0,1233
4826,2,0,2,0,0,0,1233
4828,3,0,10,194310,0,0,1233
4829,0,0,0,0,0,0,1234
4830,1,0,14,0,0,0,1234
4831,2,0,2,0,0,0,1234
4832,3,0,15,164815,0,0,1234
4833,0,0,0,0,0,0,1235
4834,1,0,14,0,0,0,1235
4835,2,0,2,0,0,0,1235
4836,3,0,15,164812,0,0,1235
4837,0,0,0,0,0,0,1236
4838,1,0,14,0,0,0,1236
4839,2,0,2,0,0,0,1236
4840,3,0,15,202347,0,0,1236
4841,0,0,0,0,0,0,1237
4842,1,0,14,0,0,0,1237
4843,2,0,2,0,0,0,1237
4844,3,0,12,3,45,0,1237
4845,0,0,0,0,0,0,1238
4846,1,0,14,0,0,0,1238
4847,2,0,2,0,0,0,1238
4848,0,0,0,0,0,0,1239
4849,1,0,14,0,0,0,1239
4850,2,0,2,0,0,0,1239
4851,0,0,0,0,0,0,1240
4852,1,0,14,0,0,0,1240
4853,2,0,2,0,0,0,1240
4854,0,0,0,0,0,0,1241
4855,1,0,14,0,0,0,1241
4856,2,0,2,0,0,0,1241
4857,3,0,16,48517,0,0,1241
4858,4,0,16,48518,0,0,1241
4859,0,0,0,0,0,0,1242
4860,1,0,14,0,0,0,1242
4861,2,0,2,0,0,0,1242
4862,3,0,16,48517,0,0,1242
4863,4,0,16,48518,0,0,1242
4864,5,0,11,3,10,0,1242
4865,0,0,0,0,0,0,1243
4866,1,0,14,0,0,0,1243
4867,2,0,2,0,0,0,1243
4868,0,0,0,0,0,0,1244
4869,1,0,14,0,0,0,1244
4870,2,0,2,0,0,0,1244
4871,3,0,15,81281,0,0,1244
4872,0,0,0,0,0,0,1245
4873,1,0,14,0,0,0,1245
4874,2,0,2,0,0,0,1245
4875,0,0,0,0,0,0,1246
4876,1,0,14,0,0,0,1246
4877,2,0,2,0,0,0,1246
4878,3,0,16,48517,0,0,1246
4879,4,0,16,48518,0,0,1246
4880,5,0,9,429523,0,0,1246
4881,0,0,11,3,10,0,1247
4882,1,0,0,0,0,0,1247
4883,2,0,14,0,0,0,1247
4884,3,0,2,0,0,0,1247
4885,0,0,0,0,0,0,1248
4886,1,0,14,0,0,0,1248
4887,2,0,2,0,0,0,1248
4888,3,0,9,429523,0,0,1248
5512,0,0,0,0,0,0,1417
5513,1,0,14,0,0,0,1417
5514,2,0,2,0,0,0,1417
5515,0,0,0,0,0,0,1418
5516,1,0,14,0,0,0,1418
5517,2,0,2,0,0,0,1418
5518,3,0,16,410089,0,0,1418
5519,0,0,0,0,0,0,1419
5520,1,0,14,0,0,0,1419
5521,2,0,2,0,0,0,1419
5522,0,0,0,0,0,0,1420
5523,1,0,14,0,0,0,1420
5524,2,0,2,0,0,0,1420
5525,0,0,0,0,0,0,1421
5526,1,0,14,0,0,0,1421
5527,2,0,2,0,0,0,1421
5528,0,0,0,0,0,0,1422
5529,1,0,14,0,0,0,1422
5530,2,0,2,0,0,0,1422
5531,0,0,0,0,0,0,1423
5532,1,0,14,0,0,0,1423
5533,2,0,2,0,0,0,1423
5534,3,0,5,0,0,0,1423
5535,0,0,0,0,0,0,1424
5536,1,0,14,0,0,0,1424
5537,2,0,2,0,0,0,1424
5539,0,0,0,0,0,0,1425
5540,1,0,14,0,0,0,1425
5541,2,0,2,0,0,0,1425
5543,0,0,0,0,0,0,1426
5544,1,0,14,0,0,0,1426
5545,2,0,2,0,0,0,1426
5546,3,0,11,3,10,0,1426
5547,4,0,9,436336,0,0,1426
5548,0,0,0,0,0,0,1427
5549,1,0,14,0,0,0,1427
5550,2,0,2,0,0,0,1427
5551,3,0,11,3,10,0,1427
5552,0,0,0,0,0,0,1428
5553,1,0,14,0,0,0,1428
5554,2,0,2,0,0,0,1428
5555,3,0,11,3,10,0,1428
5556,4,0,9,375802,0,0,1428
5557,5,0,9,370901,0,0,1428
5558,0,0,0,0,0,0,1429
5559,1,0,14,0,0,0,1429
5560,2,0,2,0,0,0,1429
5561,0,0,0,0,0,0,1430
5562,1,0,14,0,0,0,1430
5563,2,0,2,0,0,0,1430
5564,3,0,11,3,10,0,1430
5565,0,0,0,0,0,0,1431
5566,1,0,14,0,0,0,1431
5567,2,0,2,0,0,0,1431
5568,0,0,0,0,0,0,1432
5569,1,0,14,0,0,0,1432
5570,2,0,2,0,0,0,1432
5741,0,0,3,8,0,0,1478
5742,1,0,0,0,0,0,1478
5743,2,0,14,0,0,0,1478
5744,3,0,2,0,0,0,1478
5745,4,0,12,3,10,0,1478
5746,0,0,0,0,0,0,1479
5747,1,0,14,0,0,0,1479
5748,2,0,2,0,0,0,1479
5749,3,0,16,5487,0,0,1479
5750,0,0,0,0,0,0,1480
5751,1,0,14,0,0,0,1480
5752,2,0,2,0,0,0,1480
5753,3,0,15,164812,0,0,1480
5754,0,0,0,0,0,0,1481
5755,1,0,14,0,0,0,1481
5756,2,0,2,0,0,0,1481
5758,0,0,0,0,0,0,1482
5759,1,0,14,0,0,0,1482
5760,2,0,2,0,0,0,1482
5762,3,0,21,80,0,0,1482
5763,0,0,3,8,0,0,1483
5764,1,0,0,0,0,0,1483
5765,2,0,14,0,0,0,1483
5766,3,0,2,0,0,0,1483
5767,0,0,0,0,0,0,1484
5768,1,0,14,0,0,0,1484
5769,2,0,2,0,0,0,1484
5770,3,0,3,8,0,0,1484
5771,0,0,0,0,0,0,1485
5772,1,0,14,0,0,0,1485
5773,2,0,2,0,0,0,1485
5774,3,0,9,213708,0,0,1485
5775,0,0,0,0,0,0,1487
5776,1,0,14,0,0,0,1487
5777,2,0,2,0,0,0,1487
5779,3,0,9,135286,0,0,1487
5780,0,0,3,8,0,0,1486
5781,1,0,0,0,0,0,1486
5782,2,0,14,0,0,0,1486
5783,3,0,2,0,0,0,1486
5919,0,0,3,10,0,0,1527
5920,1,0,0,0,0,0,1527
5921,2,0,14,0,0,0,1527
5922,3,0,2,0,0,0,1527
5923,4,0,12,3,10,0,1527
5924,5,0,15,1079,0,0,1527
5925,6,0,27,5,0,0,1527
5927,0,0,0,0,0,0,1528
5928,1,0,14,0,0,0,1528
5929,2,0,2,0,0,0,1528
5930,3,0,27,5,0,0,1528
5932,0,0,0,0,0,0,1529
5933,1,0,14,0,0,0,1529
5934,2,0,2,0,0,0,1529
5935,0,0,0,0,0,0,1530
5936,1,0,14,0,0,0,1530
5937,2,0,2,0,0,0,1530
5938,3,0,16,768,0,0,1530
5939,0,0,0,0,0,0,1531
5940,1,0,14,0,0,0,1531
5941,2,0,2,0,0,0,1531
5947,0,0,0,0,0,0,1533
5948,1,0,14,0,0,0,1533
5949,2,0,2,0,0,0,1533
5950,0,0,3,8,0,0,1534
5951,1,0,0,0,0,0,1534
5952,2,0,14,0,0,0,1534
5953,3,0,2,0,0,0,1534
5954,4,0,15,405233,0,0,1534
5956,0,0,0,0,0,0,1535
5957,1,0,14,0,0,0,1535
5958,2,0,2,0,0,0,1535
5959,3,0,15,155722,0,0,1535
5960,0,0,0,0,0,0,1536
5961,1,0,14,0,0,0,1536
5962,2,0,2,0,0,0,1536
5963,3,0,9,155580,0,0,1536
5964,4,0,15,155625,0,0,1536
5965,0,0,0,0,0,0,1537
5966,1,0,14,0,0,0,1537
5967,2,0,2,0,0,0,1537
5968,3,0,3,8,0,0,1537
5969,4,0,12,3,10,0,1537
5970,0,0,0,0,0,0,1538
5971,1,0,14,0,0,0,1538
5972,2,0,2,0,0,0,1538
6029,0,0,3,5,0,0,1551
6030,1,0,0,0,0,0,1551
6031,2,0,14,0,0,0,1551
6032,3,0,2,0,0,0,1551
6345,0,0,0,0,0,0,1639
6346,1,0,14,0,0,0,1639
6347,2,0,2,0,0,0,1639
6349,0,0,0,0,0,0,1640
6350,1,0,14,0,0,0,1640
6351,2,0,2,0,0,0,1640
6352,0,0,0,0,0,0,1641
6353,1,0,14,0,0,0,1641
6354,2,0,9,427441,0,0,1641
6356,0,0,0,383328,0,0,1642
6357,1,0,14,0,0,0,1642
6358,2,0,2,0,0,0,1642
6360,0,0,0,0,0,0,1643
6361,1,0,14,0,0,0,1643
6362,2,0,2,0,0,0,1643
6363,3,0,9,383344,0,0,1643
6364,4,0,15,383346,0,0,1643
6365,3,0,37,3,0,0,1640
6366,0,0,0,0,0,0,1644
6367,1,0,14,0,0,0,1644
6368,2,0,2,0,0,0,1644
6369,3,0,12,2,10,0,1644
6370,0,0,0,0,0,0,1645
6371,1,0,14,0,0,0,1645
6372,2,0,2,0,0,0,1645
6374,4,0,37,3,0,0,1644
6377,0,0,0,383328,0,0,1646
6378,1,0,14,0,0,0,1646
6379,2,0,2,0,0,0,1646
6380,3,0,54,406975,25,0,1646
6382,0,0,0,383328,0,0,1647
6383,1,0,14,0,0,0,1647
6384,2,0,2,0,0,0,1647
6385,3,0,9,453433,0,0,1647
6386,4,0,12,3,10,0,1647
6388,0,0,0,383328,0,0,1648
6389,1,0,14,0,0,0,1648
6390,2,0,2,0,0,0,1648
6391,3,0,9,387178,0,0,1648
6392,4,0,37,5,0,0,1648
6393,0,0,3,30,0,0,1649
6394,1,0,0,0,0,0,1649
6395,2,0,14,0,0,0,1649
6396,3,0,2,0,0,0,1649
6397,4,0,12,3,10,0,1649
6398,5,0,38,1,0,0,1649
6399,0,0,0,0,0,0,1650
6400,1,0,14,0,0,0,1650
6401,2,0,2,0,0,0,1650
6402,3,0,9,326733,0,0,1650
6403,0,0,3,30,0,0,1651
6404,1,0,0,0,0,0,1651
6405,2,0,14,0,0,0,1651
6406,3,0,2,0,0,0,1651
6407,4,0,38,3,0,0,1651
6409,0,0,0,0,0,0,1652
6410,1,0,14,0,0,0,1652
6411,2,0,2,0,0,0,1652
6412,3,0,38,3,0,0,1652
6417,0,0,0,406646,0,0,1654
6418,1,0,14,0,0,0,1654
6420,2,0,2,0,0,0,1654
6422,0,0,0,0,0,0,1655
6423,1,0,14,0,0,0,1655
6424,2,0,2,0,0,0,1655
6425,3,0,38,3,0,0,1655
6427,0,0,0,0,0,0,1656
6428,1,0,14,0,0,0,1656
6429,2,0,2,0,0,0,1656
6555,0,0,0,0,0,0,291
6556,1,0,14,0,0,0,291
6557,2,0,2,0,0,0,291
6640,0,0,0,0,0,0,251
6641,1,0,14,0,0,0,251
6642,2,0,2,0,0,0,251
6664,0,0,0,0,0,0,473
6665,1,0,14,0,0,0,473
6666,2,0,2,0,0,0,473
6746,3,0,9,391882,252752,339140,1529
6763,3,0,28,1,0,0,1533
6863,3,0,43,9000,0,0,849
6864,4,0,16,407430,0,0,849
6868,3,0,43,14000,0,0,850
6869,4,0,9,407430,0,0,850
7007,0,0,0,0,0,0,1797
7008,1,0,14,0,0,0,1797
7009,2,0,2,0,0,0,1797
7014,0,0,0,0,0,0,1799
7015,1,0,14,0,0,0,1799
7016,2,0,2,0,0,0,1799
7017,3,0,17,391401,4000,0,1799
7331,4,0,49,2,10,0,740
7348,0,0,0,0,0,0,950
7349,1,0,14,0,0,0,950
7350,2,0,2,0,0,0,950
7351,0,0,0,0,0,0,952
7352,1,0,14,0,0,0,952
7353,2,0,2,0,0,0,952
7847,0,0,0,0,0,0,2004
7848,1,0,14,0,0,0,2004
7849,2,0,2,0,0,0,2004
7850,3,0,15,1079,0,0,2004
7851,4,0,27,5,0,0,2004
8091,3,0,8,35,0,0,242
8161,4,0,11,4,10,0,1229
8375,0,0,0,0,0,0,2117
8376,1,0,14,0,0,0,2117
8377,2,0,2,0,0,0,2117
8378,3,0,12,3,45,0,2117
8379,4,0,35,900,0,0,2117
8380,0,0,0,0,0,0,2118
8381,1,0,14,0,0,0,2118
8382,2,0,2,0,0,0,2118
8383,3,0,35,900,0,0,2118
8456,4,0,49,2,10,0,1236
8528,3,0,50,2,45,0,1239
8567,4,0,50,2,45,0,2118
8762,0,0,0,0,0,0,2212
8763,1,0,14,0,0,0,2212
8764,2,0,2,0,0,0,2212
8765,3,0,16,24858,0,0,2212
8825,4,0,27,5,0,0,562
9040,4,0,16,768,0,0,570
9050,4,0,16,768,0,0,572
9060,4,0,16,768,0,0,574
9064,3,0,16,768,0,0,575
9068,3,0,16,768,0,0,576
9145,4,0,16,428735,0,0,1235
9561,0,0,0,0,0,0,2384
9562,1,0,14,0,0,0,2384
9563,2,0,2,0,0,0,2384
9565,3,0,53,194310,3,0,2384
9566,4,0,0,275699,0,0,2384
9567,5,0,2,275699,0,0,2384
10330,0,0,3,5,0,0,2530
10331,1,0,0,845,0,0,2530
10332,2,0,14,0,0,0,2530
10333,3,0,2,0,0,0,2530
10639,0,0,3,12,0,0,2592
10640,1,0,0,0,0,0,2592
10641,2,0,14,0,0,0,2592
10642,3,0,2,0,0,0,2592
10802,0,0,3,5,0,0,2629
10803,1,0,0,0,0,0,2629
10804,2,0,14,0,0,0,2629
10805,3,0,2,0,0,0,2629
10911,0,0,0,0,0,0,2654
10912,1,0,14,0,0,0,2654
10913,2,0,2,0,0,0,2654
10914,3,0,9,393942,0,0,2654
11125,0,0,0,0,0,0,2703
11126,1,0,14,0,0,0,2703
11127,2,0,2,0,0,0,2703
11429,0,0,0,0,0,0,2773
11430,1,0,14,0,0,0,2773
11431,2,0,2,0,0,0,2773
11432,3,0,9,393944,0,0,2773
12229,0,0,0,0,0,0,2942
12230,1,0,14,0,0,0,2942
12231,2,0,2,0,0,0,2942
12232,3,0,11,3,10,0,2942
12267,0,0,10,357209,0,0,2961
12268,1,0,0,0,0,0,2961
12269,2,0,14,0,0,0,2961
12270,3,0,2,0,0,0,2961
12388,0,0,0,0,0,0,2995
12389,1,0,14,0,0,0,2995
12390,2,0,2,0,0,0,2995
12391,3,0,9,263725,0,0,2995
12392,4,0,16,383783,0,0,2995
12393,0,0,0,0,0,0,2996
12394,1,0,14,0,0,0,2996
12395,2,0,2,0,0,0,2996
12396,3,0,9,455681,0,0,2996
12397,0,0,0,0,0,0,2997
12398,1,0,14,0,0,0,2997
12399,2,0,2,0,0,0,2997
12400,3,0,54,384452,18,0,2997
12401,0,0,0,0,0,0,2998
12402,1,0,14,0,0,0,2998
12403,2,0,2,0,0,0,2998
12404,3,0,2,153626,0,0,2998
12405,0,0,0,0,0,0,2999
12406,1,0,14,0,0,0,2999
12407,2,0,2,0,0,0,2999
12408,3,0,20,100,0,0,2999
12409,0,0,0,0,0,0,3000
12410,1,0,14,0,0,0,3000
12411,2,0,2,0,0,0,3000
12412,3,0,12,3,10,0,3000
12413,0,0,0,0,0,0,3001
12414,1,0,14,0,0,0,3001
12415,2,0,2,0,0,0,3001
12416,0,0,0,0,0,0,3002
12417,1,0,14,0,0,0,3002
12418,2,0,2,0,0,0,3002
12419,3,0,48,1,0,0,3002
12484,0,0,0,0,0,0,3019
12485,1,0,14,0,0,0,3019
12486,2,0,2,0,0,0,3019
12488,3,0,16,365362,0,0,3019
12490,4,0,15,210824,0,0,3019
12523,4,0,11,2,10,0,3002
12524,0,0,0,0,0,0,3028
12525,1,0,14,0,0,0,3028
12526,2,0,2,0,0,0,3028
12527,3,0,48,1,0,0,3028
12560,0,0,0,0,0,0,3037
12561,1,0,14,0,0,0,3037
12562,2,0,2,0,0,0,3037
12563,3,0,11,3,10,0,3037
12564,4,0,47,4,0,0,3037
12570,5,0,49,2,10,0,2995
12598,0,0,0,0,0,0,3046
12599,1,0,14,0,0,0,3046
12600,2,0,2,0,0,0,3046
12601,3,0,9,453601,0,0,3046
12602,0,0,0,0,0,0,3047
12603,1,0,14,0,0,0,3047
12604,2,0,2,0,0,0,3047
12605,3,0,9,263725,0,0,3047
12606,4,0,16,383783,0,0,3047
12607,5,0,9,461248,0,0,3047
12608,0,0,0,0,0,0,3048
12609,1,0,14,0,0,0,3048
12610,2,0,2,0,0,0,3048
12611,3,0,9,48107,0,0,3048
12612,0,0,0,0,0,0,3049
12613,1,0,14,0,0,0,3049
12614,2,0,2,0,0,0,3049
12615,3,0,9,48108,0,0,3049
12616,4,0,11,3,10,0,3049
12617,0,0,0,0,0,0,3050
12618,1,0,14,0,0,0,3050
12619,2,0,2,0,0,0,3050
12620,3,0,9,48107,0,0,3050
12621,0,0,0,0,0,0,3051
12622,1,0,14,0,0,0,3051
12623,2,0,2,0,0,0,3051
12624,3,0,9,48108,0,0,3051
12625,0,0,0,0,0,0,3052
12626,1,0,14,0,0,0,3052
12627,2,0,2,0,0,0,3052
12628,0,0,0,0,0,0,3053
12629,1,0,14,0,0,0,3053
12630,2,0,2,0,0,0,3053
12631,3,0,1,190319,0,0,3053
12632,4,0,1,108853,0,0,3053
12633,0,0,9,383883,0,0,3054
12634,1,0,0,0,0,0,3054
12635,2,0,14,0,0,0,3054
12636,3,0,2,0,0,0,3054
12637,0,0,0,0,0,0,3055
12638,1,0,14,0,0,0,3055
12639,2,0,2,0,0,0,3055
12640,3,0,8,30,0,0,3055
12641,0,0,0,0,0,0,3056
12642,1,0,14,0,0,0,3056
12643,2,0,2,0,0,0,3056
12644,5,0,16,190319,0,0,3053
12645,0,0,9,383874,0,0,3057
12646,1,0,0,0,0,0,3057
12647,2,0,14,0,0,0,3057
12648,3,0,2,0,0,0,3057
12649,4,0,11,3,10,0,3057
12654,0,0,0,0,0,0,3059
12655,1,0,14,0,0,0,3059
12656,2,0,2,0,0,0,3059
12657,3,0,9,190319,0,0,3059
12658,4,0,16,383874,0,0,3048
13025,4,0,9,391401,0,0,1799
13609,3,0,16,1221347,0,0,950
13893,4,0,51,2,30,188389,970
14220,0,0,0,0,0,0,3455
14221,1,0,14,0,0,0,3455
14222,2,0,2,0,0,0,3455
14223,3,0,18,980,4000,0,3455
14308,4,0,33,15,0,0,840
14309,5,0,49,2,10,0,840
14330,3,0,49,2,10,0,832
14413,0,0,9,457555,0,0,3520
14414,1,0,0,0,0,0,3520
14415,2,0,14,0,0,0,3520
14416,3,0,2,0,0,0,3520
14537,3,0,49,2,10,0,838
14666,0,0,0,0,0,0,101
14667,1,0,14,0,0,0,101
14668,2,0,2,0,0,0,101
14746,0,0,0,0,0,0,3587
14747,1,0,14,0,0,0,3587
14748,2,0,2,0,0,0,3587
14749,3,0,16,2823,0,0,3587
15088,0,0,0,0,0,0,3653
15089,1,0,14,0,0,0,3653
15090,2,0,2,0,0,0,3653
15091,3,0,58,0,0,0,3653
15160,5,0,50,2,10,0,1651
15183,0,0,0,0,0,0,3673
15184,1,0,14,0,0,0,3673
15185,2,0,2,0,0,0,3673
15383,3,0,50,2,10,0,1642
15999,3,0,3,10,0,0,1645
16071,4,0,16,427441,0,0,1642
16083,5,0,16,427441,0,0,1644
16092,4,0,16,427441,0,0,1646
16099,5,0,16,427441,0,0,1647
16106,5,0,16,427441,0,0,1648
16117,4,0,16,427441,0,0,1650
16141,3,0,16,427441,0,0,3673
16559,1,0,14,0,0,0,317
16560,2,0,2,0,0,0,317
16661,1,0,14,0,0,0,344
16662,2,0,2,0,0,0,344
16738,0,0,0,0,0,0,4014
16739,1,0,14,0,0,0,4014
16740,2,0,2,0,0,0,4014
16741,3,0,58,0,0,0,4014
16746,0,0,0,0,0,0,4016
16747,1,0,14,0,0,0,4016
16748,2,0,2,0,0,0,4016
16749,0,0,0,0,0,0,4017
16750,1,0,14,0,0,0,4017
16751,2,0,2,0,0,0,4017
16752,0,0,0,0,0,0,4018
16753,1,0,14,0,0,0,4018
16754,2,0,2,0,0,0,4018
16755,0,0,0,0,0,0,4019
16756,1,0,14,0,0,0,4019
16757,2,0,2,0,0,0,4019
16758,0,0,0,0,0,0,4020
16759,1,0,14,0,0,0,4020
16760,2,0,2,0,0,0,4020
16761,0,0,0,0,0,0,4021
16762,1,0,14,0,0,0,4021
16763,2,0,2,0,0,0,4021
16856,0,0,0,207311,0,0,4041
16857,1,0,14,0,0,0,4041
16858,2,0,2,0,0,0,4041
16860,3,0,10,194310,0,0,4041
16861,4,0,12,3,10,0,4041
16947,0,0,0,207311,0,0,4059
16948,1,0,14,0,0,0,4059
16949,2,0,2,0,0,0,4059
16951,3,0,10,194310,0,0,4059
17121,0,0,0,207311,0,0,4094
17122,1,0,14,0,0,0,4094
17123,2,0,2,0,0,0,4094
17252,4,0,49,3,10,0,1228
17382,0,0,0,0,0,0,4147
17383,1,0,14,0,0,0,4147
17384,2,0,2,0,0,0,4147
17385,3,0,33,30,0,0,4147
17398,0,0,0,0,0,0,4151
17399,1,0,14,0,0,0,4151
17400,2,0,2,0,0,0,4151
17401,0,0,0,0,0,0,4152
17402,1,0,14,0,0,0,4152
17403,2,0,2,0,0,0,4152
17408,3,0,9,264173,0,0,4151
17413,0,0,0,0,0,0,4156
17414,1,0,14,0,0,0,4156
17415,2,0,2,0,0,0,4156
17416,3,0,9,433891,0,0,4156
17425,4,0,16,388026,0,0,468
17426,5,0,9,467293,0,0,468
17450,3,0,9,467317,0,0,474
17451,0,0,0,0,0,0,4174
17452,1,0,14,0,0,0,4174
17453,2,0,2,0,0,0,4174
17454,3,0,3,10,0,0,4174
17455,4,0,16,389387,0,0,4174
17456,5,0,9,388779,0,0,4174
17485,0,0,0,0,0,0,4175
17486,1,0,14,0,0,0,4175
17487,2,0,2,0,0,0,4175
17488,3,0,3,10,0,0,4175
17489,4,0,9,438443,0,0,4175
17534,3,0,54,202090,4,0,471
17565,3,0,56,0,0,0,472
17588,4,0,56,0,0,0,471
17620,3,0,56,0,0,0,1224
17630,4,0,56,0,0,0,1226
17636,5,0,56,0,0,0,1227
17653,3,0,56,0,0,0,1231
17658,4,0,56,0,0,0,1232
17663,4,0,56,0,0,0,1233
17678,6,0,56,0,0,0,2384
17688,5,0,56,0,0,0,4041
17693,4,0,56,0,0,0,4059
17697,3,0,56,0,0,0,4094
17787,4,0,29,2,0,0,4094
17798,3,0,3,8,0,0,223
17943,4,0,56,0,0,0,225
17967,4,0,56,0,0,0,242
17973,4,0,56,0,0,0,243
17977,3,0,56,0,0,0,244
17982,3,0,56,0,0,0,245
18055,4,0,56,0,0,0,1166
18060,4,0,56,0,0,0,1167
18065,4,0,56,0,0,0,1168
18080,4,0,56,0,0,0,1171
18089,4,0,56,0,0,0,1173
18093,3,0,56,0,0,0,1174
18097,2,0,56,0,0,0,1175
18102,4,0,56,0,0,0,1176
18107,4,0,56,0,0,0,1177
18176,4,0,56,0,0,0,1528
18181,4,0,56,0,0,0,1529
18193,4,0,56,0,0,0,1533
18203,4,0,56,0,0,0,1535
18217,3,0,56,0,0,0,1538
18223,5,0,56,0,0,0,2004
18240,3,0,56,0,0,0,1481
18245,4,0,56,0,0,0,1482
18266,4,0,56,0,0,0,1487
18273,6,0,56,0,0,0,561
18279,5,0,56,0,0,0,562
18297,4,0,56,0,0,0,567
18303,5,0,56,0,0,0,568
18369,0,0,0,467307,0,0,4370
18370,1,0,14,0,0,0,4370
18371,2,0,2,0,0,0,4370
18457,3,0,3,20,0,0,4370
18522,3,0,56,0,0,0,557
18637,3,0,56,0,0,0,1639
18645,3,0,56,0,0,0,1641
18651,5,0,56,0,0,0,1642
18657,5,0,56,0,0,0,1643
18673,5,0,56,0,0,0,1646
18680,6,0,56,0,0,0,1647
18687,6,0,56,0,0,0,1648
18709,4,0,56,0,0,0,1652
18713,3,0,56,0,0,0,1654
18718,4,0,56,0,0,0,1655
18722,3,0,56,0,0,0,1656
18727,4,0,56,0,0,0,3673
18729,0,0,0,0,0,0,4444
18730,1,0,14,0,0,0,4444
18731,2,0,2,0,0,0,4444
18905,3,0,16,404542,0,0,4444
18906,4,0,56,0,0,0,4444
19002,4,0,56,0,0,0,9
19008,5,0,56,0,0,0,21
19024,8,0,56,0,0,0,29
19028,3,0,56,0,0,0,34
19033,4,0,56,0,0,0,76
19038,4,0,56,0,0,0,87
19042,3,0,56,0,0,0,101
19047,4,0,56,0,0,0,112
19055,3,0,56,0,0,0,202
19081,5,0,56,0,0,0,970
19088,3,0,3,8,0,0,972
19119,4,0,3,8,0,0,979
19123,3,0,56,0,0,0,980
19128,4,0,56,0,0,0,981
19137,4,0,56,0,0,0,983
19141,3,0,56,0,0,0,984
19145,3,0,56,0,0,0,985
19167,4,0,56,0,0,0,301
19191,3,0,56,0,0,0,307
19199,3,0,56,0,0,0,309
19203,3,0,56,0,0,0,310
19207,3,0,56,0,0,0,311
19211,3,0,56,0,0,0,312
19216,4,0,56,0,0,0,315
19222,3,0,56,0,0,0,317
19335,4,0,56,0,0,0,318
19381,3,0,56,0,0,0,333
19385,3,0,56,0,0,0,334
19389,3,0,56,0,0,0,335
19399,3,0,56,0,0,0,339
19403,3,0,56,0,0,0,340
19412,3,0,56,0,0,0,342
19418,3,0,56,0,0,0,344
19429,3,0,56,0,0,0,281
19438,3,0,56,0,0,0,283
19442,3,0,56,0,0,0,291
19455,3,0,56,0,0,0,294
19460,4,0,56,0,0,0,297
19481,0,0,0,0,0,0,4612
19482,1,0,14,0,0,0,4612
19483,2,0,2,0,0,0,4612
19486,0,0,0,0,0,0,4613
19487,1,0,14,0,0,0,4613
19488,2,0,2,0,0,0,4613
19489,0,0,0,0,0,0,4614
19490,1,0,14,0,0,0,4614
19491,2,0,2,0,0,0,4614
19492,3,0,12,1,8,0,4614
19493,4,0,16,188370,0,0,4614
19498,0,0,0,0,0,0,4616
19499,1,0,14,0,0,0,4616
19500,2,0,2,0,0,0,4616
19501,3,0,56,0,0,0,4616
19502,0,0,0,0,0,0,4617
19503,1,0,14,0,0,0,4617
19504,2,0,2,0,0,0,4617
19505,3,0,56,0,0,0,4617
19506,0,0,0,0,0,0,4618
19507,1,0,14,0,0,0,4618
19508,2,0,2,0,0,0,4618
19509,3,0,56,0,0,0,4618
19510,0,0,0,0,0,0,4619
19511,1,0,14,0,0,0,4619
19512,2,0,2,0,0,0,4619
19513,3,0,12,3,30,0,4619
19514,4,0,38,2,0,0,4619
19515,0,0,0,0,0,0,4620
19516,1,0,14,0,0,0,4620
