ID,SrcAnimID,DstAnimID,ConditionalFlags,ParentAnimReplacementSetID
2960,812,58,0,673
2961,1082,852,0,673
2962,58,812,0,674
2963,57,824,0,674
2964,1082,852,0,674
2965,1102,824,0,674
2966,0,1176,325,675
2967,0,1172,69,676
2968,1,150,0,677
2969,6,151,0,677
2970,4,1150,0,678
2971,0,1076,1,679
2973,28,1128,0,679
2974,0,1128,2,679
2975,19,1130,0,679
2978,38,5,0,680
2979,37,5,0,680
2980,39,5,0,680
2981,187,5,0,680
2982,1054,5,0,680
2983,1030,5,0,680
2984,1032,5,0,680
2985,1036,5,0,680
2986,1050,5,0,680
2987,16,124,2,681
2989,508,124,0,681
2990,0,158,0,682
2991,1,158,0,682
2992,467,158,0,682
2993,39,10,0,340
2994,38,10,0,340
2995,40,10,0,340
2996,145,127,0,683
2997,135,40,0,684
2998,193,40,0,684
2999,17,85,512,685
3000,87,88,512,685
3001,818,996,512,685
3002,970,998,512,685
3003,4,1284,1,686
3004,0,1210,1,686
3005,41,0,0,687
3006,193,0,0,687
3007,422,0,0,687
3008,229,0,0,687
3011,0,1214,0,669
3012,5,746,0,690
3014,5,40,0,691
3015,4,40,0,691
3016,62,123,0,692
3017,4,1216,65,693
3018,0,1214,65,693
3019,5,1218,65,693
3020,4,1302,0,694
3021,4,1150,0,695
3022,5,1152,0,695
3023,193,158,0,696
3024,1,159,0,696
3025,5,4,0,697
3026,143,4,0,697
3027,508,17,0,698
3028,514,26,0,698
3029,135,158,0,699
3030,193,158,0,699
3031,32,158,0,699
3032,48,576,0,700
3033,1102,822,0,701
3034,1082,852,0,701
3035,812,58,0,702
3036,1082,854,0,702
3037,1080,58,0,703
3038,1082,852,0,703
3039,1080,58,0,704
3040,1082,852,0,704
3041,58,812,0,705
3042,1082,852,0,705
3043,812,58,0,706
3044,57,824,0,706
3045,1082,852,0,706
3046,1102,824,0,706
3047,812,58,0,707
3048,1082,852,0,707
3049,1102,822,0,707
3050,1082,852,0,708
3052,4,1150,0,710
3053,0,1208,0,710
3054,143,1138,0,711
3055,0,193,0,711
3056,5,1138,0,711
3057,0,69,0,712
3059,193,874,0,713
3060,4,1138,0,713
3061,16,1114,0,714
3062,117,1116,0,714
3063,25,193,0,714
3064,143,4,0,715
3070,1328,105,0,479
3071,986,109,0,479
3072,1328,838,0,480
3073,986,842,0,480
3074,1328,106,0,486
3075,986,110,0,486
3076,980,29,0,479
3077,980,836,0,480
3078,980,48,0,486
3079,6,1178,0,716
3081,13,4,0,719
3082,110,580,0,720
3083,38,5,0,721
3084,0,148,0,722
3085,5,1138,0,713
3086,26,476,0,723
3087,91,652,0,723
3088,17,482,0,723
3089,91,125,0,724
3090,0,1138,0,725
3091,5,874,0,726
3092,4,874,0,726
3093,143,874,0,726
3094,0,874,0,726
3095,91,896,0,727
3099,143,1138,0,729
3100,0,193,0,729
3101,5,1138,0,729
3102,135,193,0,729
3103,234,1138,0,729
3104,233,1138,0,729
3105,1,230,0,730
3106,6,471,0,730
3109,0,1,0,732
3110,69,13,0,733
3211,135,41,0,834
3212,271,41,0,834
3213,546,41,0,834
3214,135,41,0,835
3215,42,41,0,835
3216,16,124,2,836
3217,0,64,0,837
3218,4,214,0,838
3219,9,502,0,839
3220,16,87,0,839
3221,508,88,0,839
3222,94,16,0,840
3223,4,193,0,842
3224,135,193,0,842
3225,1096,53,0,842
3226,4,1302,0,843
3227,4,592,0,844
3228,0,604,0,844
3229,37,10,0,845
3230,39,9,0,845
3231,38,5,0,845
3232,38,98,0,846
3233,37,98,0,846
3234,123,51,0,846
3235,69,52,0,846
3240,0,120,0,847
3241,69,211,0,848
3242,1066,966,0,849
3243,1098,25,0,849
3244,1096,16,0,849
3245,1126,20,0,849
3249,25,514,0,485
3250,25,26,0,482
3251,25,26,0,483
3252,25,26,0,488
3253,60,778,0,844
3254,0,788,0,850
3255,4,606,0,850
3256,5,608,0,850
3257,60,614,0,850
3259,61,1310,0,647
3260,199,1310,0,647
3261,0,590,0,852
3262,60,600,0,852
3263,60,214,0,853
3264,36,22,0,854
3266,25,120,0,498
3267,26,120,0,498
3268,91,28,0,858
3269,16,9,0,859
3270,1054,5,0,860
3271,38,5,0,860
3272,37,5,0,860
3277,25,548,0,862
3278,986,548,0,862
3279,25,108,0,863
3280,16,107,0,863
3282,0,1154,0,864
3283,4,1160,0,864
3284,5,1160,0,864
3285,13,1162,0,864
3286,11,1156,0,864
3287,12,1158,0,864
3288,61,1310,0,864
3289,199,1310,0,864
3290,0,193,0,865
3291,135,193,0,865
3292,5,193,0,865
3293,4,193,0,865
3294,143,193,0,865
3295,42,193,0,865
3296,187,5,0,860
3297,13,550,0,862
3298,5,556,0,862
3299,42,548,0,862
3300,11,548,0,862
3301,12,548,0,862
3302,0,548,0,862
3303,37,556,0,862
3304,38,556,0,862
3306,39,213,0,866
3307,37,254,0,866
3308,38,254,0,866
3309,39,556,0,862
3310,4,561,0,867
3311,143,559,0,867
3312,5,557,0,867
3313,13,551,0,867
3314,11,553,0,867
3315,12,555,0,867
3317,1054,5,0,868
3318,1030,5,0,868
3319,1032,5,0,868
3320,38,5,0,868
3321,187,556,0,862
3322,6,213,0,869
3323,1,213,0,869
3324,40,38,0,860
3325,37,5,0,868
3326,143,135,0,862
3327,135,213,0,870
3328,40,556,0,862
3329,123,548,0,862
3330,66,548,0,862
3331,25,678,0,871
3332,16,672,0,871
3333,117,674,0,871
3334,208,548,0,862
3335,188,548,0,862
3336,50,548,0,862
3337,1,148,0,872
3339,6,149,0,872
3340,4,5,0,873
3343,193,874,0,875
3344,4,1138,0,875
3345,5,1138,0,875
3346,87,674,0,871
3347,88,674,0,871
3348,1100,674,0,871
3349,26,476,0,876
3350,91,652,0,876
3351,1096,85,0,876
3352,17,85,0,876
3353,4,561,0,877
3354,143,559,0,877
3355,5,557,0,877
3356,13,551,0,877
3357,11,553,0,877
3358,12,555,0,877
3359,25,561,0,877
3360,0,229,0,877
3361,127,0,0,878
3362,27,28,65,879
3363,30,548,0,862
3364,980,548,0,862
3365,1146,550,0,862
3366,27,109,1,880
3367,28,109,1,881
3368,123,0,0,860
3369,1030,5,0,860
3370,1032,5,0,860
3371,1036,5,0,860
3372,62,51,0,882
3373,62,51,0,883
3374,62,51,0,884
3375,187,5,0,868
3376,40,5,0,868
3377,123,52,0,868
3378,16,548,0,862
3379,1,157,0,885
3380,5,0,0,886
3381,4,0,0,886
3382,143,0,0,886
3383,42,0,0,886
3385,28,1244,1,887
3386,17,1130,0,888
3387,87,1132,0,888
3388,16,1130,0,888
3389,117,1132,0,888
3391,5,4,0,889
3392,135,4,0,889
3393,42,4,0,889
3394,40,364,0,890
3395,38,364,0,890
3396,135,41,0,891
3397,422,41,0,891
3398,240,43,0,891
3399,241,44,0,891
3400,234,524,0,891
3401,5,364,0,890
3402,0,14,0,892
3403,0,604,0,893
3404,4,592,0,893
3405,11,596,0,893
3406,12,598,0,893
3407,60,778,0,893
3408,67,780,0,893
3409,110,109,0,894
3410,106,105,0,894
3411,48,29,0,894
3412,49,46,0,894
3413,842,109,0,894
3414,838,105,0,894
3415,836,29,0,894
3416,840,46,0,894
3417,91,0,0,895
3418,0,794,0,896
3419,60,798,0,896
3420,84,798,0,896
3421,64,798,0,896
3422,58,810,0,897
3423,1082,852,0,897
3424,1102,822,0,897
3425,1082,852,0,898
3426,1102,822,0,898
3427,58,826,0,898
3428,57,824,0,897
3429,57,824,0,898
3430,0,794,0,899
3431,60,792,0,899
3432,16,17,0,900
3433,20,21,0,900
3434,25,26,0,900
3435,41,918,0,901
3436,548,918,0,901
3437,524,213,0,902
3439,526,213,0,902
3440,42,213,0,902
3441,271,213,0,902
3442,525,213,0,902
3443,531,213,0,902
3444,524,214,0,904
3445,526,214,0,904
3446,42,214,0,904
3447,271,214,0,904
3448,525,214,0,904
3449,531,214,0,904
3450,135,214,0,904
3451,234,214,0,904
3452,233,214,0,904
3453,135,213,0,902
3454,233,213,0,902
3455,234,213,0,902
3456,37,874,0,905
3457,558,1138,0,905
3458,548,874,0,905
3459,552,1144,0,905
3460,554,1142,0,905
3461,550,1140,0,905
3463,562,1140,0,905
3464,5,1138,0,906
3465,4,1138,0,906
3466,143,1138,0,906
3467,1,147,0,907
3468,6,147,0,907
3469,127,148,0,909
3470,0,149,0,909
3471,1,146,0,909
3472,6,147,0,909
3473,5,193,0,910
3474,143,193,0,910
3475,16,94,0,911
3476,97,6,0,912
3477,0,97,0,913
3478,107,49,0,914
3480,26,48,0,914
3481,112,106,0,914
3482,135,42,0,915
3483,422,41,0,915
3484,240,43,0,915
3485,241,44,0,915
3486,234,524,0,915
3487,4,5,0,916
3488,0,26,0,917
3489,193,364,0,918
3490,11,26,0,917
3491,12,26,0,917
3492,524,42,0,919
3493,558,42,0,919
3494,559,42,0,919
3495,58,812,0,920
3496,57,824,0,920
3497,1082,852,0,920
3498,1102,822,0,920
3499,58,812,0,921
3500,57,824,0,921
3501,1082,852,0,921
3502,1102,822,0,921
3503,422,257,0,922
3504,224,0,0,923
3505,42,0,0,924
3506,135,0,0,924
3507,1082,852,0,925
3508,1102,822,0,925
3510,1082,852,0,926
3511,1102,822,0,926
3513,234,353,0,927
3517,41,364,0,930
3518,4,40,0,931
3519,4,1138,0,932
3520,13,422,0,932
3521,11,422,0,932
3522,12,422,0,932
3523,127,6,0,933
3524,4,14,0,934
3525,5,14,0,934
3526,135,14,0,934
3527,234,14,0,934
3528,42,14,0,934
3529,524,14,0,934
3530,271,14,0,934
3531,527,14,0,934
3533,4,1284,0,935
3534,0,1210,0,935
3535,41,0,0,936
3536,42,4,0,936
3537,524,5,0,936
3538,532,0,0,936
3539,544,4,0,936
3540,540,5,0,936
3541,542,4,0,936
3542,193,0,0,936
3543,229,0,0,936
3544,422,0,0,936
3582,364,1285,0,929
3587,97,806,0,947
3588,229,448,0,948
3591,60,449,0,948
3592,129,16,0,949
3597,123,94,0,949
3598,128,94,0,949
3599,1,97,0,950
3600,468,97,0,950
3601,472,97,0,950
3602,467,97,0,950
3603,4,450,0,951
3604,193,229,0,951
3606,43,193,0,953
3607,135,193,0,953
3608,44,193,0,953
3609,524,193,0,953
3610,526,193,0,953
3611,530,193,0,953
3620,678,26,0,955
3621,672,17,0,955
3622,674,87,0,955
3623,4,1284,1,956
3624,0,1210,1,956
3625,193,41,0,957
3630,560,42,0,958
3631,558,42,0,958
3632,548,41,0,958
3633,552,43,0,958
3634,554,44,0,958
3635,550,45,0,958
3636,562,45,0,958
3637,0,213,0,959
3638,4,218,0,959
3639,107,214,0,959
3640,6,469,0,951
3641,468,471,0,951
3642,472,473,0,951
3643,5,450,0,951
3644,466,469,0,951
3645,1,473,0,951
3646,39,229,0,951
3647,38,229,0,951
3648,37,229,0,951
3649,0,1208,0,960
3650,26,836,1,961
3651,25,836,1,961
3652,26,28,1,962
3653,25,28,1,962
3654,25,836,130,963
3655,0,836,2,963
3656,4,1216,0,964
3657,5,1218,0,964
3659,91,584,0,965
3660,5,4,0,966
3661,1346,4,0,966
3662,127,158,0,967
3663,0,158,0,967
3664,230,1,0,968
3665,91,193,0,969
3671,1050,234,0,970
3672,1062,95,0,970
3673,1056,17,0,970
3674,1058,107,0,970
3675,1060,19,0,970
3676,40,234,0,970
3677,1,6,0,972
3682,1050,450,0,973
3683,1062,95,0,973
3684,1056,17,0,973
3685,1058,107,0,973
3686,1060,19,0,973
3687,40,450,0,973
3688,1282,111,0,973
3689,1096,107,0,973
3690,1098,111,0,973
3691,109,111,0,973
3692,105,111,0,973
3693,234,229,0,974
3694,193,229,0,974
3695,6,469,0,974
3696,468,471,0,974
3697,472,473,0,974
3698,5,229,0,974
3699,466,469,0,974
3700,1,473,0,974
3701,39,229,0,974
3702,38,229,0,974
3703,37,229,0,974
3704,233,229,0,974
3705,4,229,0,974
3706,364,229,0,974
3707,135,229,0,974
3708,97,0,0,975
3709,193,364,0,976
3710,40,364,0,976
3711,0,364,0,976
3712,4,364,0,976
3713,269,364,0,976
3714,364,1285,0,977
3715,233,1285,0,977
3716,229,1211,0,977
3717,422,1211,0,977
3718,193,1211,0,977
3719,233,1285,0,929
3720,422,1211,0,929
3721,229,1211,0,929
3722,193,1211,0,929
3723,135,1284,0,977
3724,135,1285,0,929
3725,47,107,0,978
3726,49,107,0,978
3727,0,1214,0,979
3728,1066,964,0,980
3729,962,964,0,980
3730,22,21,0,980
3731,23,21,0,980
3732,512,22,0,980
3733,20,22,0,980
3734,25,26,0,980
3735,88,87,0,980
3736,0,26,0,981
3737,11,29,0,982
3739,12,29,0,982
3740,0,29,0,982
3741,229,364,0,976
3742,5,364,0,976
3743,0,26,0,983
3744,0,26,0,984
3745,564,229,0,985
3746,548,229,0,985
3747,562,229,0,985
3748,564,229,0,986
3749,548,229,0,986
3750,5,4,0,987
3756,126,229,0,989
3757,18,19,128,990
3758,0,229,0,991
3759,5,234,0,991
3760,13,563,0,991
3761,986,254,0,991
3762,52,281,0,991
3763,51,280,0,991
3764,54,283,0,991
3765,53,282,0,991
3766,11,229,0,991
3767,12,229,0,991
3768,187,234,0,991
3769,39,229,0,991
3772,6,1,0,993
3773,1,150,0,993
3774,0,1214,0,994
3775,5,1216,0,994
3777,4,1216,0,994
3778,11,1214,0,994
3779,12,1214,0,994
3780,143,234,0,991
3781,27,28,0,995
3782,18,19,0,995
3783,0,28,2,995
3784,1,148,0,996
3788,6,149,0,996
3789,145,146,0,996
3790,5,255,0,997
3791,4,255,0,997
3792,143,255,0,997
3793,0,229,0,998
3794,4,234,0,998
3795,5,234,0,998
3796,93,234,0,998
3797,92,234,0,998
3798,13,234,0,998
3800,25,0,0,999
3801,25,135,0,1000
3802,225,5,0,1001
3803,5,4,0,1001
3804,93,4,0,1001
3805,92,4,0,1001
3806,5,4,0,995
3807,69,77,0,1002
3808,47,21,0,1003
3809,49,21,0,1003
3810,25,254,0,1004
3811,69,94,0,1005
3812,5,1146,0,1006
3813,143,13,0,1006
3814,4,13,0,1006
3817,5,524,0,1007
3818,6,148,0,1008
3819,229,0,0,1009
3820,322,193,0,1010
3821,321,193,0,1010
3824,143,193,0,1010
3825,229,193,0,1010
3826,5,193,0,1010
3827,1146,193,0,1010
3828,372,193,0,1010
3829,234,193,0,1010
3830,1147,193,0,1010
3831,13,193,0,1010
3832,4,193,0,1010
3833,5,4,0,1012
3834,143,4,0,1012
3835,187,4,0,1012
3836,1140,1610,0,1013
3837,1138,1612,0,1013
3838,1144,1606,0,1013
3839,1142,1608,0,1013
3840,11,1606,0,1013
3841,0,25,0,1014
3842,16,19,0,1015
3843,25,28,0,1015
3844,4,1284,0,1016
3850,0,214,0,1018
3851,11,214,0,1018
3852,12,214,0,1018
3853,37,5,0,1019
3855,39,20,0,1019
3856,38,5,0,1019
3857,40,5,0,1019
3859,230,1,0,1021
3863,558,5,0,1023
3864,560,5,0,1023
3865,556,5,0,1023
3866,548,5,0,1023
3873,12,1608,0,1013
3874,37,1604,0,1013
3875,38,1604,0,1013
3876,39,1604,0,1013
3877,187,1604,0,1013
3878,40,1604,0,1013
3879,874,1604,0,1013
3881,0,51,0,1024
3883,1140,1610,0,1026
3884,1138,1612,0,1026
3885,1144,1606,0,1026
3886,1142,1608,0,1026
3887,874,1604,0,1026
3888,11,1606,0,1026
3889,12,1608,0,1026
3890,37,1604,0,1026
3891,38,1604,0,1026
3892,39,1604,0,1026
3893,187,1604,0,1026
3894,40,1604,0,1026
3895,880,1604,0,1026
3896,0,124,0,1027
3897,0,1448,0,1028
3898,0,1212,1,1029
3899,234,40,0,1030
3900,135,40,0,1030
3901,193,40,0,1030
3903,193,1628,0,1031
3904,4,1524,0,1031
3905,1146,1526,0,1031
3906,93,1520,0,1031
3907,92,1522,0,1031
3908,880,1604,0,1013
3909,135,234,1,1032
3915,0,6,0,1034
3916,0,148,0,1035
3917,234,1532,0,1036
3919,372,1532,0,1036
3920,271,1532,0,1036
3921,525,1532,0,1036
3922,531,1532,0,1036
3923,322,1520,0,1036
3924,272,1520,0,1036
3925,321,1522,0,1036
3926,273,1522,0,1036
3929,364,1532,0,1036
3930,135,1532,0,1036
3944,0,25,0,1040
3949,11,25,0,1040
3950,12,25,0,1040
3951,193,233,0,1044
3952,0,1076,0,1045
3953,0,1244,0,1046
3954,5,126,0,1047
3955,143,126,0,1047
3956,0,225,0,1048
3957,12,225,0,1048
3958,11,225,0,1048
3959,0,1076,0,1051
3960,5,556,0,1052
3961,4,548,0,1052
3963,143,556,0,1052
3964,8,11,0,1053
3965,143,624,0,1054
3966,5,624,0,1054
3967,0,225,0,1054
3968,0,225,0,1055
3969,143,624,0,1055
3970,5,624,0,1055
3971,135,1532,0,1057
3972,364,1532,0,1057
3973,229,1532,0,1057
3974,233,1532,0,1057
3975,245,16,0,1058
3976,280,51,0,1058
3977,4,1284,0,1059
3978,0,1212,0,1059
3979,126,181,0,1060
3987,666,181,0,1060
3988,47,994,0,1060
3989,49,107,0,1060
3990,0,874,0,1061
3991,0,25,1,1062
3992,0,1128,2,1063
3993,0,25,2,1043
3994,1082,852,0,1064
3995,742,1628,0,1065
4013,746,1524,0,1065
4014,750,245,0,1065
4015,768,243,0,1065
4016,747,1524,0,1065
4017,193,1524,0,1065
4018,5,1524,0,1065
4019,754,32,0,1065
4020,261,32,0,1065
4021,52,254,0,1065
4022,54,32,0,1065
4023,748,238,0,1065
4056,0,229,0,1070
4057,4,233,0,1070
4058,5,234,0,1070
4059,93,322,0,1070
4060,92,321,0,1070
4061,13,242,0,1070
4062,190,419,0,1070
4063,271,234,0,1070
4064,527,233,0,1070
4065,270,229,0,1070
4066,43,322,0,1070
4067,44,321,0,1070
4068,558,234,0,1070
4069,548,229,0,1070
4070,562,1526,0,1070
4071,1014,16,0,1071
4073,1018,117,0,1071
4074,5,4,0,1072
4075,143,4,0,1072
4076,1728,42,0,1073
4077,41,42,0,1073
4078,270,42,0,1073
4079,0,5,0,1074
4080,0,69,1,1075
4081,42,69,1,1075
4082,11,69,1,1075
4083,12,69,1,1075
4084,41,69,1,1075
4085,1530,234,0,1076
4086,1524,254,0,1076
4087,1532,234,0,1076
4088,1702,282,0,1076
4089,1680,282,0,1076
4090,1638,282,0,1076
4091,1706,282,0,1076
4105,16,213,0,1077
4106,51,154,0,1077
4107,54,217,0,1077
4110,0,100,0,1079
4113,0,26,2,1081
4114,0,1246,0,1082
4115,5,223,0,1083
4116,16,9,0,1084
4121,744,99,0,1084
4122,770,100,0,1084
4123,5,1284,0,1085
4124,0,1210,0,1085
4125,16,9,0,1086
4126,744,99,0,1086
4127,770,100,0,1086
4128,0,91,0,1087
4129,0,25,2,1088
4130,135,40,0,1089
4131,91,40,0,1089
4136,0,158,0,1091
4137,135,158,0,1091
4138,193,158,0,1091
4139,32,158,0,1091
4140,42,158,0,1091
4141,5,158,0,1091
4142,4,158,0,1091
4143,143,158,0,1091
4144,804,158,0,1091
4148,190,158,0,1091
4150,214,97,0,1092
4151,744,14,0,1093
4152,6,14,0,1093
4153,1,14,0,1093
4154,16,18,0,1094
4155,510,87,0,1094
4156,117,87,0,1094
4157,508,18,0,1094
4158,25,27,0,1094
4159,514,27,0,1094
4160,254,255,0,1094
4161,515,255,0,1094
4162,87,510,0,1095
4163,0,127,32,1096
4164,0,149,0,1096
4165,40,666,0,1097
4166,16,17,0,1098
4167,117,85,0,1098
4168,25,26,0,1098
4169,52,26,0,1098
4170,16,17,0,1099
4171,117,85,0,1099
4172,25,26,0,1099
4173,52,26,0,1099
4174,0,26,2,1098
4175,26,26,2,1098
4176,0,28,512,368
4177,4,233,0,1100
4178,5,234,0,1100
4179,13,242,0,1100
4180,1530,234,0,1100
4181,143,372,0,1100
4190,5,4,0,1102
4191,143,4,0,1102
4192,0,4,0,1102
4193,16,17,0,1103
4194,750,17,0,1103
4196,742,26,0,1103
4197,750,53,0,1104
4198,16,53,0,1104
4199,17,53,0,1104
4200,1,131,0,1105
4201,6,132,0,1105
4202,0,742,0,1106
4203,0,229,0,1107
4204,4,233,0,1107
4205,13,242,0,1107
4206,5,234,0,1107
4207,143,372,0,1107
4208,37,1726,0,1107
4209,38,233,0,1107
4210,39,229,0,1107
4213,187,234,0,1107
4214,1524,254,0,1107
4215,1722,234,0,1107
4216,1532,234,0,1107
4221,1724,372,0,1107
4226,37,1702,0,1100
4227,38,233,0,1100
4228,39,229,0,1100
4229,187,234,0,1100
4230,4,233,0,1108
4231,5,234,0,1108
4232,143,372,0,1108
4233,37,283,0,1108
4234,38,354,0,1108
4235,39,229,0,1108
4236,187,234,0,1108
4237,1722,233,0,1108
4238,1532,234,0,1108
4239,1724,372,0,1108
4240,1706,353,0,1108
4241,1680,353,0,1108
4242,1702,281,0,1108
4243,1534,353,0,1108
4244,1556,353,0,1108
4245,1634,353,0,1108
4246,1630,353,0,1108
4247,1558,353,0,1108
4248,1636,353,0,1108
4250,1632,353,0,1108
4252,13,137,0,1109
4253,143,5,0,1109
4254,37,118,0,1109
4255,38,41,0,1109
4256,39,0,0,1109
4257,187,5,0,1109
4258,1722,42,0,1109
4259,1532,42,0,1109
4260,1724,42,0,1109
4261,1706,135,0,1109
4262,1680,135,0,1109
4263,1702,118,0,1109
4264,1534,135,0,1109
4265,1556,135,0,1109
4266,1634,135,0,1109
4267,1630,135,0,1109
4268,1558,135,0,1109
4269,1636,135,0,1109
4270,1632,135,0,1109
4273,744,99,0,1110
4274,770,100,0,1110
4275,746,5,0,1110
4279,143,524,0,1112
4280,5,524,0,1112
4281,4,526,0,1112
4282,524,5,0,1113
4283,526,4,0,1113
4288,143,524,0,1115
4289,5,524,0,1115
4290,4,526,0,1115
4291,41,0,0,1115
4292,1054,1030,0,1116
4293,0,966,0,1117
4294,5,0,0,1118
4295,4,0,0,1118
4302,41,0,0,1120
4303,135,40,0,1121
4304,233,42,0,1121
4305,145,214,0,1122
4306,0,158,0,1122
4308,42,5,0,1123
4309,135,5,0,1123
4315,4,1216,0,1128
4316,0,1214,1,1128
4317,5,1218,1,1128
4318,0,1154,0,1129
4319,4,1160,0,1129
4320,13,1162,0,1129
4321,11,1156,0,1129
4322,12,1158,0,1129
4323,61,1310,0,1129
4324,199,1310,0,1129
4325,135,163,0,1130
4326,80,548,0,1131
4328,79,548,0,1131
4329,66,548,0,1131
4330,68,548,0,1131
4331,78,548,0,1131
4332,77,548,0,1131
4333,69,548,0,1131
4334,61,548,0,1131
4335,82,548,0,1131
4336,507,548,0,1131
4337,76,548,0,1131
4338,75,548,0,1131
4339,70,548,0,1131
4340,186,548,0,1131
4341,84,548,0,1131
4342,209,548,0,1131
4343,74,548,0,1131
4344,73,548,0,1131
4345,113,548,0,1131
4346,210,548,0,1131
4347,1498,548,0,1131
4348,81,548,0,1131
4349,83,548,0,1131
4350,60,548,0,1131
4351,64,548,0,1131
4352,1774,548,0,1131
4353,208,548,0,1131
4354,65,548,0,1131
4355,1492,548,0,1131
4356,195,548,0,1131
4357,63,548,0,1131
4358,138,548,0,1131
4359,67,548,0,1131
4360,62,548,0,1131
4361,136,548,0,1131
4362,185,548,0,1131
4363,964,962,68,1132
4364,964,962,68,1133
4365,1716,548,0,1131
4366,1742,548,0,1131
4367,25,26,0,1134
4368,460,213,0,1135
4369,458,221,0,1135
4370,25,214,0,1135
4371,16,215,0,1135
4372,118,217,0,1135
4373,52,153,0,1135
4374,54,154,0,1135
4376,53,219,0,1135
4378,51,218,0,1135
4379,123,548,0,1131
4380,0,25,0,1137
4383,6,220,0,1135
4384,143,1138,0,1140
4385,0,193,0,1140
4386,5,1138,0,1140
4387,4,1138,0,1140
4388,193,875,0,1141
4391,16,49,0,1143
4392,117,49,0,1143
4393,25,339,0,1143
4394,52,339,0,1143
4395,0,339,2,1143
4396,26,339,2,1143
4397,0,874,0,1144
4398,5,1138,0,1144
4399,4,1138,0,1144
4400,143,1138,0,1144
4401,42,874,0,1144
4402,11,1144,0,1144
4403,12,1142,0,1144
4404,13,1140,0,1144
4405,1146,1140,0,1144
4406,918,874,0,1144
4407,922,878,0,1144
4408,25,874,0,1144
4410,920,876,0,1144
4411,125,874,0,1144
4412,1448,888,0,1144
4413,1,91,0,1145
4415,468,91,0,1145
4416,6,91,0,1145
4417,1,91,0,1146
4418,468,91,0,1146
4419,6,91,0,1146
4420,1,91,0,1147
4421,468,91,0,1147
4422,6,91,0,1147
4423,1,91,0,1148
4424,468,91,0,1148
4425,6,91,0,1148
4426,91,202,0,1149
4427,0,193,0,1150
4428,5,193,0,1150
4429,143,193,0,1150
4430,135,193,0,1150
4431,42,193,0,1150
4432,41,193,0,1150
4433,422,193,0,1150
4434,558,193,0,1150
4435,548,193,0,1150
4436,572,193,0,1150
4437,564,193,0,1150
4438,0,193,0,1151
4439,39,193,0,1151
4440,27,514,0,1152
4441,18,812,0,1152
4442,812,826,0,1152
4443,89,214,512,1153
4445,143,624,0,1155
4449,94,100,0,1156
4450,42,1160,0,1157
4452,1730,4,0,1157
4453,145,224,0,1158
4474,17,85,0,1165
