ID,ChrCustomizationChoiceID,RelatedChrCustomizationChoiceID,ChrCustomizationGeosetID,ChrCustomizationSkinnedModelID,ChrCustomizationMaterialID,ChrCustomizationBoneSetID,ChrCustomizationCondModelID,ChrCustomizationDisplayInfoID,ChrCustItemGeoModifyID,ChrCustomizationVoiceID,AnimKitID,ParticleColorID,ChrCustGeoComponentLinkID
71335,17572,17566,0,0,52353,0,0,0,0,0,0,0,0
71336,17572,17566,0,0,52354,0,0,0,0,0,0,0,0
71337,17572,17567,0,0,52355,0,0,0,0,0,0,0,0
71338,17572,17567,0,0,52356,0,0,0,0,0,0,0,0
71339,17572,17568,0,0,52357,0,0,0,0,0,0,0,0
71340,17572,17568,0,0,52358,0,0,0,0,0,0,0,0
71341,17572,17569,0,0,52359,0,0,0,0,0,0,0,0
71342,17572,17569,0,0,52360,0,0,0,0,0,0,0,0
71343,17572,17570,0,0,52361,0,0,0,0,0,0,0,0
71344,17572,17570,0,0,52362,0,0,0,0,0,0,0,0
71345,17573,17565,0,0,52363,0,0,0,0,0,0,0,0
71346,17573,17565,0,0,52364,0,0,0,0,0,0,0,0
71347,17573,17566,0,0,52365,0,0,0,0,0,0,0,0
71348,17573,17566,0,0,52366,0,0,0,0,0,0,0,0
71349,17573,17567,0,0,52367,0,0,0,0,0,0,0,0
71350,17573,17567,0,0,52368,0,0,0,0,0,0,0,0
71351,17573,17568,0,0,52369,0,0,0,0,0,0,0,0
71352,17573,17568,0,0,52370,0,0,0,0,0,0,0,0
71353,17573,17569,0,0,52371,0,0,0,0,0,0,0,0
71354,17573,17569,0,0,52372,0,0,0,0,0,0,0,0
71355,17573,17570,0,0,52373,0,0,0,0,0,0,0,0
71356,17573,17570,0,0,52374,0,0,0,0,0,0,0,0
71357,17574,17565,0,0,52375,0,0,0,0,0,0,0,0
71358,17574,17565,0,0,52376,0,0,0,0,0,0,0,0
71359,17574,17566,0,0,52377,0,0,0,0,0,0,0,0
71360,17574,17566,0,0,52378,0,0,0,0,0,0,0,0
71361,17574,17567,0,0,52379,0,0,0,0,0,0,0,0
71362,17574,17567,0,0,52380,0,0,0,0,0,0,0,0
71363,17574,17568,0,0,52381,0,0,0,0,0,0,0,0
71364,17574,17568,0,0,52382,0,0,0,0,0,0,0,0
71365,17574,17569,0,0,52383,0,0,0,0,0,0,0,0
71366,17574,17569,0,0,52384,0,0,0,0,0,0,0,0
71367,17574,17570,0,0,52385,0,0,0,0,0,0,0,0
71368,17574,17570,0,0,52386,0,0,0,0,0,0,0,0
71369,17575,17565,0,0,52387,0,0,0,0,0,0,0,0
71370,17575,17565,0,0,52388,0,0,0,0,0,0,0,0
71371,17575,17566,0,0,52389,0,0,0,0,0,0,0,0
71372,17575,17566,0,0,52390,0,0,0,0,0,0,0,0
71373,17575,17567,0,0,52391,0,0,0,0,0,0,0,0
71374,17575,17567,0,0,52392,0,0,0,0,0,0,0,0
71375,17575,17568,0,0,52393,0,0,0,0,0,0,0,0
71376,17575,17568,0,0,52394,0,0,0,0,0,0,0,0
71377,17575,17569,0,0,52395,0,0,0,0,0,0,0,0
71378,17575,17569,0,0,52396,0,0,0,0,0,0,0,0
71379,17575,17570,0,0,52397,0,0,0,0,0,0,0,0
71380,17575,17570,0,0,52398,0,0,0,0,0,0,0,0
71381,17576,17565,0,0,52399,0,0,0,0,0,0,0,0
71382,17576,17565,0,0,52400,0,0,0,0,0,0,0,0
71383,17576,17566,0,0,52401,0,0,0,0,0,0,0,0
71384,17576,17566,0,0,52402,0,0,0,0,0,0,0,0
71385,17576,17567,0,0,52403,0,0,0,0,0,0,0,0
71386,17576,17567,0,0,52404,0,0,0,0,0,0,0,0
71387,17576,17568,0,0,52405,0,0,0,0,0,0,0,0
71388,17576,17568,0,0,52406,0,0,0,0,0,0,0,0
71389,17576,17569,0,0,52407,0,0,0,0,0,0,0,0
71390,17576,17569,0,0,52408,0,0,0,0,0,0,0,0
71391,17576,17570,0,0,52409,0,0,0,0,0,0,0,0
71392,17576,17570,0,0,52410,0,0,0,0,0,0,0,0
71393,17577,17565,0,0,52411,0,0,0,0,0,0,0,0
71394,17577,17565,0,0,52412,0,0,0,0,0,0,0,0
71395,17577,17566,0,0,52413,0,0,0,0,0,0,0,0
71396,17577,17566,0,0,52414,0,0,0,0,0,0,0,0
71397,17577,17567,0,0,52415,0,0,0,0,0,0,0,0
71398,17577,17567,0,0,52416,0,0,0,0,0,0,0,0
71399,17577,17568,0,0,52417,0,0,0,0,0,0,0,0
71400,17577,17568,0,0,52418,0,0,0,0,0,0,0,0
71401,17577,17569,0,0,52419,0,0,0,0,0,0,0,0
71402,17577,17569,0,0,52420,0,0,0,0,0,0,0,0
71403,17577,17570,0,0,52421,0,0,0,0,0,0,0,0
71404,17577,17570,0,0,52422,0,0,0,0,0,0,0,0
71405,17578,17565,0,0,52423,0,0,0,0,0,0,0,0
71406,17578,17565,0,0,52424,0,0,0,0,0,0,0,0
71407,17578,17566,0,0,52425,0,0,0,0,0,0,0,0
71408,17578,17566,0,0,52426,0,0,0,0,0,0,0,0
71409,17578,17567,0,0,52427,0,0,0,0,0,0,0,0
71410,17578,17567,0,0,52428,0,0,0,0,0,0,0,0
71411,17578,17568,0,0,52429,0,0,0,0,0,0,0,0
71412,17578,17568,0,0,52430,0,0,0,0,0,0,0,0
71413,17578,17569,0,0,52431,0,0,0,0,0,0,0,0
71414,17578,17569,0,0,52432,0,0,0,0,0,0,0,0
71415,17578,17570,0,0,52433,0,0,0,0,0,0,0,0
71416,17578,17570,0,0,52434,0,0,0,0,0,0,0,0
71417,17579,17565,0,0,52435,0,0,0,0,0,0,0,0
71418,17579,17565,0,0,52436,0,0,0,0,0,0,0,0
71419,17579,17566,0,0,52437,0,0,0,0,0,0,0,0
71420,17579,17566,0,0,52438,0,0,0,0,0,0,0,0
71421,17579,17567,0,0,52439,0,0,0,0,0,0,0,0
71422,17579,17567,0,0,52440,0,0,0,0,0,0,0,0
71423,17579,17568,0,0,52441,0,0,0,0,0,0,0,0
71424,17579,17568,0,0,52442,0,0,0,0,0,0,0,0
71425,17579,17569,0,0,52443,0,0,0,0,0,0,0,0
71426,17579,17569,0,0,52444,0,0,0,0,0,0,0,0
71427,17579,17570,0,0,52445,0,0,0,0,0,0,0,0
71428,17579,17570,0,0,52446,0,0,0,0,0,0,0,0
71429,17580,17565,0,0,52447,0,0,0,0,0,0,0,0
71430,17580,17565,0,0,52448,0,0,0,0,0,0,0,0
71431,17580,17566,0,0,52449,0,0,0,0,0,0,0,0
71432,17580,17566,0,0,52450,0,0,0,0,0,0,0,0
71433,17580,17567,0,0,52451,0,0,0,0,0,0,0,0
71434,17580,17567,0,0,52452,0,0,0,0,0,0,0,0
71435,17580,17568,0,0,52453,0,0,0,0,0,0,0,0
71436,17580,17568,0,0,52454,0,0,0,0,0,0,0,0
71437,17580,17569,0,0,52455,0,0,0,0,0,0,0,0
71438,17580,17569,0,0,52456,0,0,0,0,0,0,0,0
71439,17580,17570,0,0,52457,0,0,0,0,0,0,0,0
71440,17580,17570,0,0,52458,0,0,0,0,0,0,0,0
71441,17582,17591,0,0,52459,0,0,0,0,0,0,0,0
71442,17582,17592,0,0,52460,0,0,0,0,0,0,0,0
71443,17582,17593,0,0,52461,0,0,0,0,0,0,0,0
71444,17582,17594,0,0,52462,0,0,0,0,0,0,0,0
71445,17582,17595,0,0,52463,0,0,0,0,0,0,0,0
71446,17582,17596,0,0,52464,0,0,0,0,0,0,0,0
71447,17582,17597,0,0,52465,0,0,0,0,0,0,0,0
71448,17582,17598,0,0,52466,0,0,0,0,0,0,0,0
71449,17582,17599,0,0,52467,0,0,0,0,0,0,0,0
71450,17582,17600,0,0,52468,0,0,0,0,0,0,0,0
71451,17583,17591,0,0,52469,0,0,0,0,0,0,0,0
71452,17583,17591,0,0,52470,0,0,0,0,0,0,0,0
71453,17583,17591,0,0,52471,0,0,0,0,0,0,0,0
71454,17583,17592,0,0,52472,0,0,0,0,0,0,0,0
71455,17583,17592,0,0,52473,0,0,0,0,0,0,0,0
71456,17583,17592,0,0,52474,0,0,0,0,0,0,0,0
71457,17583,17593,0,0,52475,0,0,0,0,0,0,0,0
71458,17583,17593,0,0,52476,0,0,0,0,0,0,0,0
71459,17583,17593,0,0,52477,0,0,0,0,0,0,0,0
71460,17583,17594,0,0,52478,0,0,0,0,0,0,0,0
71461,17583,17594,0,0,52479,0,0,0,0,0,0,0,0
71462,17583,17594,0,0,52480,0,0,0,0,0,0,0,0
71463,17583,17595,0,0,52481,0,0,0,0,0,0,0,0
71464,17583,17595,0,0,52482,0,0,0,0,0,0,0,0
71465,17583,17595,0,0,52483,0,0,0,0,0,0,0,0
71466,17583,17596,0,0,52484,0,0,0,0,0,0,0,0
71467,17583,17596,0,0,52485,0,0,0,0,0,0,0,0
71468,17583,17596,0,0,52486,0,0,0,0,0,0,0,0
71469,17583,17597,0,0,52487,0,0,0,0,0,0,0,0
71470,17583,17597,0,0,52488,0,0,0,0,0,0,0,0
71471,17583,17597,0,0,52489,0,0,0,0,0,0,0,0
71472,17583,17598,0,0,52490,0,0,0,0,0,0,0,0
71473,17583,17598,0,0,52491,0,0,0,0,0,0,0,0
71474,17583,17598,0,0,52492,0,0,0,0,0,0,0,0
71475,17583,17599,0,0,52493,0,0,0,0,0,0,0,0
71476,17583,17599,0,0,52494,0,0,0,0,0,0,0,0
71477,17583,17599,0,0,52495,0,0,0,0,0,0,0,0
71478,17583,17600,0,0,52496,0,0,0,0,0,0,0,0
71479,17583,17600,0,0,52497,0,0,0,0,0,0,0,0
71480,17583,17600,0,0,52498,0,0,0,0,0,0,0,0
71481,17584,17591,0,0,52499,0,0,0,0,0,0,0,0
71482,17584,17592,0,0,52500,0,0,0,0,0,0,0,0
71483,17584,17593,0,0,52501,0,0,0,0,0,0,0,0
71484,17584,17594,0,0,52502,0,0,0,0,0,0,0,0
71485,17584,17595,0,0,52503,0,0,0,0,0,0,0,0
71486,17584,17596,0,0,52504,0,0,0,0,0,0,0,0
71487,17584,17597,0,0,52505,0,0,0,0,0,0,0,0
71488,17584,17598,0,0,52506,0,0,0,0,0,0,0,0
71489,17584,17599,0,0,52507,0,0,0,0,0,0,0,0
71490,17584,17600,0,0,52508,0,0,0,0,0,0,0,0
71491,17585,17591,0,0,52509,0,0,0,0,0,0,0,0
71492,17585,17592,0,0,52510,0,0,0,0,0,0,0,0
71493,17585,17593,0,0,52511,0,0,0,0,0,0,0,0
71494,17585,17594,0,0,52512,0,0,0,0,0,0,0,0
71495,17585,17595,0,0,52513,0,0,0,0,0,0,0,0
71496,17585,17596,0,0,52514,0,0,0,0,0,0,0,0
71497,17585,17597,0,0,52515,0,0,0,0,0,0,0,0
71498,17585,17598,0,0,52516,0,0,0,0,0,0,0,0
71499,17585,17599,0,0,52517,0,0,0,0,0,0,0,0
71500,17585,17600,0,0,52518,0,0,0,0,0,0,0,0
71501,17586,17591,0,0,52519,0,0,0,0,0,0,0,0
71502,17586,17591,0,0,52520,0,0,0,0,0,0,0,0
71503,17586,17591,0,0,52521,0,0,0,0,0,0,0,0
71504,17586,17592,0,0,52522,0,0,0,0,0,0,0,0
71505,17586,17592,0,0,52523,0,0,0,0,0,0,0,0
71506,17586,17592,0,0,52524,0,0,0,0,0,0,0,0
71507,17586,17593,0,0,52525,0,0,0,0,0,0,0,0
71508,17586,17593,0,0,52526,0,0,0,0,0,0,0,0
71509,17586,17593,0,0,52527,0,0,0,0,0,0,0,0
71510,17586,17594,0,0,52528,0,0,0,0,0,0,0,0
71511,17586,17594,0,0,52529,0,0,0,0,0,0,0,0
71512,17586,17594,0,0,52530,0,0,0,0,0,0,0,0
71513,17586,17595,0,0,52531,0,0,0,0,0,0,0,0
71514,17586,17595,0,0,52532,0,0,0,0,0,0,0,0
71515,17586,17595,0,0,52533,0,0,0,0,0,0,0,0
71516,17586,17596,0,0,52534,0,0,0,0,0,0,0,0
71517,17586,17596,0,0,52535,0,0,0,0,0,0,0,0
71518,17586,17596,0,0,52536,0,0,0,0,0,0,0,0
71519,17586,17597,0,0,52537,0,0,0,0,0,0,0,0
71520,17586,17597,0,0,52538,0,0,0,0,0,0,0,0
71521,17586,17597,0,0,52539,0,0,0,0,0,0,0,0
71522,17586,17598,0,0,52540,0,0,0,0,0,0,0,0
71523,17586,17598,0,0,52541,0,0,0,0,0,0,0,0
71524,17586,17598,0,0,52542,0,0,0,0,0,0,0,0
71525,17586,17599,0,0,52543,0,0,0,0,0,0,0,0
71526,17586,17599,0,0,52544,0,0,0,0,0,0,0,0
71527,17586,17599,0,0,52545,0,0,0,0,0,0,0,0
71528,17586,17600,0,0,52546,0,0,0,0,0,0,0,0
71529,17586,17600,0,0,52547,0,0,0,0,0,0,0,0
71530,17586,17600,0,0,52548,0,0,0,0,0,0,0,0
71531,17587,17591,0,0,52549,0,0,0,0,0,0,0,0
71532,17587,17591,0,0,52550,0,0,0,0,0,0,0,0
71533,17587,17591,0,0,52551,0,0,0,0,0,0,0,0
71534,17587,17592,0,0,52552,0,0,0,0,0,0,0,0
71535,17587,17592,0,0,52553,0,0,0,0,0,0,0,0
71536,17587,17592,0,0,52554,0,0,0,0,0,0,0,0
71537,17587,17593,0,0,52555,0,0,0,0,0,0,0,0
71538,17587,17593,0,0,52556,0,0,0,0,0,0,0,0
71539,17587,17593,0,0,52557,0,0,0,0,0,0,0,0
71540,17587,17594,0,0,52558,0,0,0,0,0,0,0,0
71541,17587,17594,0,0,52559,0,0,0,0,0,0,0,0
71542,17587,17594,0,0,52560,0,0,0,0,0,0,0,0
71543,17587,17595,0,0,52561,0,0,0,0,0,0,0,0
71544,17587,17595,0,0,52562,0,0,0,0,0,0,0,0
71545,17587,17595,0,0,52563,0,0,0,0,0,0,0,0
71546,17587,17596,0,0,52564,0,0,0,0,0,0,0,0
71547,17587,17596,0,0,52565,0,0,0,0,0,0,0,0
71548,17587,17596,0,0,52566,0,0,0,0,0,0,0,0
71549,17587,17597,0,0,52567,0,0,0,0,0,0,0,0
71550,17587,17597,0,0,52568,0,0,0,0,0,0,0,0
71551,17587,17597,0,0,52569,0,0,0,0,0,0,0,0
71552,17587,17598,0,0,52570,0,0,0,0,0,0,0,0
71553,17587,17598,0,0,52571,0,0,0,0,0,0,0,0
71554,17587,17598,0,0,52572,0,0,0,0,0,0,0,0
71555,17587,17599,0,0,52573,0,0,0,0,0,0,0,0
71556,17587,17599,0,0,52574,0,0,0,0,0,0,0,0
71557,17587,17599,0,0,52575,0,0,0,0,0,0,0,0
71558,17587,17600,0,0,52576,0,0,0,0,0,0,0,0
71559,17587,17600,0,0,52577,0,0,0,0,0,0,0,0
71560,17587,17600,0,0,52578,0,0,0,0,0,0,0,0
71561,17588,17591,0,0,52579,0,0,0,0,0,0,0,0
71562,17588,17591,0,0,52580,0,0,0,0,0,0,0,0
71563,17588,17591,0,0,52581,0,0,0,0,0,0,0,0
71564,17588,17592,0,0,52582,0,0,0,0,0,0,0,0
71565,17588,17592,0,0,52583,0,0,0,0,0,0,0,0
71566,17588,17592,0,0,52584,0,0,0,0,0,0,0,0
71567,17588,17593,0,0,52585,0,0,0,0,0,0,0,0
71568,17588,17593,0,0,52586,0,0,0,0,0,0,0,0
71569,17588,17593,0,0,52587,0,0,0,0,0,0,0,0
71570,17588,17594,0,0,52588,0,0,0,0,0,0,0,0
71571,17588,17594,0,0,52589,0,0,0,0,0,0,0,0
71572,17588,17594,0,0,52590,0,0,0,0,0,0,0,0
71573,17588,17595,0,0,52591,0,0,0,0,0,0,0,0
71574,17588,17595,0,0,52592,0,0,0,0,0,0,0,0
71575,17588,17595,0,0,52593,0,0,0,0,0,0,0,0
71576,17588,17596,0,0,52594,0,0,0,0,0,0,0,0
71577,17588,17596,0,0,52595,0,0,0,0,0,0,0,0
71578,17588,17596,0,0,52596,0,0,0,0,0,0,0,0
71579,17588,17597,0,0,52597,0,0,0,0,0,0,0,0
71580,17588,17597,0,0,52598,0,0,0,0,0,0,0,0
71581,17588,17597,0,0,52599,0,0,0,0,0,0,0,0
71582,17588,17598,0,0,52600,0,0,0,0,0,0,0,0
71583,17588,17598,0,0,52601,0,0,0,0,0,0,0,0
71584,17588,17598,0,0,52602,0,0,0,0,0,0,0,0
71585,17588,17599,0,0,52603,0,0,0,0,0,0,0,0
71586,17588,17599,0,0,52604,0,0,0,0,0,0,0,0
71587,17588,17599,0,0,52605,0,0,0,0,0,0,0,0
71588,17588,17600,0,0,52606,0,0,0,0,0,0,0,0
71589,17588,17600,0,0,52607,0,0,0,0,0,0,0,0
71590,17588,17600,0,0,52608,0,0,0,0,0,0,0,0
71591,17589,17591,0,0,52609,0,0,0,0,0,0,0,0
71592,17589,17592,0,0,52610,0,0,0,0,0,0,0,0
71593,17589,17593,0,0,52611,0,0,0,0,0,0,0,0
71594,17589,17594,0,0,52612,0,0,0,0,0,0,0,0
71595,17589,17595,0,0,52613,0,0,0,0,0,0,0,0
71596,17589,17596,0,0,52614,0,0,0,0,0,0,0,0
71597,17589,17597,0,0,52615,0,0,0,0,0,0,0,0
71598,17589,17598,0,0,52616,0,0,0,0,0,0,0,0
71599,17589,17599,0,0,52617,0,0,0,0,0,0,0,0
71600,17589,17600,0,0,52618,0,0,0,0,0,0,0,0
71601,17590,17591,0,0,52619,0,0,0,0,0,0,0,0
71602,17590,17591,0,0,52620,0,0,0,0,0,0,0,0
71603,17590,17591,0,0,52621,0,0,0,0,0,0,0,0
71604,17590,17592,0,0,52622,0,0,0,0,0,0,0,0
71605,17590,17592,0,0,52623,0,0,0,0,0,0,0,0
71606,17590,17592,0,0,52624,0,0,0,0,0,0,0,0
71607,17590,17593,0,0,52625,0,0,0,0,0,0,0,0
71608,17590,17593,0,0,52626,0,0,0,0,0,0,0,0
71609,17590,17593,0,0,52627,0,0,0,0,0,0,0,0
71610,17590,17594,0,0,52628,0,0,0,0,0,0,0,0
71611,17590,17594,0,0,52629,0,0,0,0,0,0,0,0
71612,17590,17594,0,0,52630,0,0,0,0,0,0,0,0
71613,17590,17595,0,0,52631,0,0,0,0,0,0,0,0
71614,17590,17595,0,0,52632,0,0,0,0,0,0,0,0
71615,17590,17595,0,0,52633,0,0,0,0,0,0,0,0
71616,17590,17596,0,0,52634,0,0,0,0,0,0,0,0
71617,17590,17596,0,0,52635,0,0,0,0,0,0,0,0
71618,17590,17596,0,0,52636,0,0,0,0,0,0,0,0
71619,17590,17597,0,0,52637,0,0,0,0,0,0,0,0
71620,17590,17597,0,0,52638,0,0,0,0,0,0,0,0
71621,17590,17597,0,0,52639,0,0,0,0,0,0,0,0
71622,17590,17598,0,0,52640,0,0,0,0,0,0,0,0
71623,17590,17598,0,0,52641,0,0,0,0,0,0,0,0
71624,17590,17598,0,0,52642,0,0,0,0,0,0,0,0
71625,17590,17599,0,0,52643,0,0,0,0,0,0,0,0
71626,17590,17599,0,0,52644,0,0,0,0,0,0,0,0
71627,17590,17599,0,0,52645,0,0,0,0,0,0,0,0
71628,17590,17600,0,0,52646,0,0,0,0,0,0,0,0
71629,17590,17600,0,0,52647,0,0,0,0,0,0,0,0
71630,17590,17600,0,0,52648,0,0,0,0,0,0,0,0
71631,17602,0,0,0,52649,0,0,0,0,0,0,0,0
71632,17602,0,0,0,52650,0,0,0,0,0,0,0,0
71633,17603,0,0,0,52651,0,0,0,0,0,0,0,0
71634,17603,0,0,0,52652,0,0,0,0,0,0,0,0
71635,17604,0,0,0,52653,0,0,0,0,0,0,0,0
71636,17604,0,0,0,52654,0,0,0,0,0,0,0,0
71637,17605,0,0,0,52655,0,0,0,0,0,0,0,0
71638,17605,0,0,0,52656,0,0,0,0,0,0,0,0
71639,17606,0,0,0,52657,0,0,0,0,0,0,0,0
71640,17606,0,0,0,52658,0,0,0,0,0,0,0,0
71641,17607,0,0,0,52659,0,0,0,0,0,0,0,0
71642,17607,0,0,0,52660,0,0,0,0,0,0,0,0
71643,17608,0,0,0,52661,0,0,0,0,0,0,0,0
71644,17608,0,0,0,52662,0,0,0,0,0,0,0,0
71645,17609,0,0,0,52663,0,0,0,0,0,0,0,0
71646,17609,0,0,0,52664,0,0,0,0,0,0,0,0
71647,17610,0,0,0,52665,0,0,0,0,0,0,0,0
71648,17610,0,0,0,52666,0,0,0,0,0,0,0,0
71649,17611,0,0,0,52667,0,0,0,0,0,0,0,0
71650,17611,0,0,0,52668,0,0,0,0,0,0,0,0
71651,17612,0,0,0,52669,0,0,0,0,0,0,0,0
71652,17612,0,0,0,52670,0,0,0,0,0,0,0,0
71653,17613,0,0,0,52671,0,0,0,0,0,0,0,0
71655,17614,0,0,0,52673,0,0,0,0,0,0,0,0
71657,17615,0,0,0,52675,0,0,0,0,0,0,0,0
71658,17615,0,0,0,52676,0,0,0,0,0,0,0,0
71659,17616,0,0,0,52677,0,0,0,0,0,0,0,0
71660,17616,0,0,0,52678,0,0,0,0,0,0,0,0
71661,17617,0,0,0,52679,0,0,0,0,0,0,0,0
71662,17617,0,0,0,52680,0,0,0,0,0,0,0,0
71663,17618,0,0,0,52681,0,0,0,0,0,0,0,0
71664,17618,0,0,0,52682,0,0,0,0,0,0,0,0
71665,17618,0,0,0,52683,0,0,0,0,0,0,0,0
71666,17619,0,0,0,52684,0,0,0,0,0,0,0,0
71667,17619,0,0,0,52685,0,0,0,0,0,0,0,0
71668,17619,0,0,0,52686,0,0,0,0,0,0,0,0
71669,17620,0,0,0,52687,0,0,0,0,0,0,0,0
71670,17620,0,0,0,52688,0,0,0,0,0,0,0,0
71671,17620,0,0,0,52689,0,0,0,0,0,0,0,0
71672,17621,0,0,0,52690,0,0,0,0,0,0,0,0
71673,17621,0,0,0,52691,0,0,0,0,0,0,0,0
71674,17621,0,0,0,52692,0,0,0,0,0,0,0,0
71675,17622,0,0,0,52693,0,0,0,0,0,0,0,0
71676,17622,0,0,0,52694,0,0,0,0,0,0,0,0
71677,17622,0,0,0,52695,0,0,0,0,0,0,0,0
71678,17623,0,0,0,52696,0,0,0,0,0,0,0,0
71679,17623,0,0,0,52697,0,0,0,0,0,0,0,0
71680,17623,0,0,0,52698,0,0,0,0,0,0,0,0
71681,17624,17618,0,0,52699,0,0,0,0,0,0,0,0
71682,17624,17618,0,0,52700,0,0,0,0,0,0,0,0
71683,17624,17619,0,0,52701,0,0,0,0,0,0,0,0
71684,17624,17619,0,0,52702,0,0,0,0,0,0,0,0
71685,17624,17620,0,0,52703,0,0,0,0,0,0,0,0
71686,17624,17620,0,0,52704,0,0,0,0,0,0,0,0
71687,17624,17621,0,0,52705,0,0,0,0,0,0,0,0
71688,17624,17621,0,0,52706,0,0,0,0,0,0,0,0
71689,17624,17622,0,0,52707,0,0,0,0,0,0,0,0
71690,17624,17622,0,0,52708,0,0,0,0,0,0,0,0
71691,17624,17623,0,0,52709,0,0,0,0,0,0,0,0
71692,17624,17623,0,0,52710,0,0,0,0,0,0,0,0
71693,17625,17618,0,0,52711,0,0,0,0,0,0,0,0
71694,17625,17618,0,0,52712,0,0,0,0,0,0,0,0
71695,17625,17619,0,0,52713,0,0,0,0,0,0,0,0
71696,17625,17619,0,0,52714,0,0,0,0,0,0,0,0
71697,17625,17620,0,0,52715,0,0,0,0,0,0,0,0
71698,17625,17620,0,0,52716,0,0,0,0,0,0,0,0
71699,17625,17621,0,0,52717,0,0,0,0,0,0,0,0
71700,17625,17621,0,0,52718,0,0,0,0,0,0,0,0
71701,17625,17622,0,0,52719,0,0,0,0,0,0,0,0
71702,17625,17622,0,0,52720,0,0,0,0,0,0,0,0
71703,17625,17623,0,0,52721,0,0,0,0,0,0,0,0
71704,17625,17623,0,0,52722,0,0,0,0,0,0,0,0
71705,17626,17618,0,0,52723,0,0,0,0,0,0,0,0
71706,17626,17618,0,0,52724,0,0,0,0,0,0,0,0
71707,17626,17619,0,0,52725,0,0,0,0,0,0,0,0
71708,17626,17619,0,0,52726,0,0,0,0,0,0,0,0
71709,17626,17620,0,0,52727,0,0,0,0,0,0,0,0
71710,17626,17620,0,0,52728,0,0,0,0,0,0,0,0
71711,17626,17621,0,0,52729,0,0,0,0,0,0,0,0
71712,17626,17621,0,0,52730,0,0,0,0,0,0,0,0
71713,17626,17622,0,0,52731,0,0,0,0,0,0,0,0
71714,17626,17622,0,0,52732,0,0,0,0,0,0,0,0
71715,17626,17623,0,0,52733,0,0,0,0,0,0,0,0
71716,17626,17623,0,0,52734,0,0,0,0,0,0,0,0
71717,17627,17618,0,0,52735,0,0,0,0,0,0,0,0
71718,17627,17618,0,0,52736,0,0,0,0,0,0,0,0
71719,17627,17619,0,0,52737,0,0,0,0,0,0,0,0
71720,17627,17619,0,0,52738,0,0,0,0,0,0,0,0
71721,17627,17620,0,0,52739,0,0,0,0,0,0,0,0
71722,17627,17620,0,0,52740,0,0,0,0,0,0,0,0
71723,17627,17621,0,0,52741,0,0,0,0,0,0,0,0
71724,17627,17621,0,0,52742,0,0,0,0,0,0,0,0
71725,17627,17622,0,0,52743,0,0,0,0,0,0,0,0
71726,17627,17622,0,0,52744,0,0,0,0,0,0,0,0
71727,17627,17623,0,0,52745,0,0,0,0,0,0,0,0
71728,17627,17623,0,0,52746,0,0,0,0,0,0,0,0
71729,17628,17618,0,0,52747,0,0,0,0,0,0,0,0
71730,17628,17618,0,0,52748,0,0,0,0,0,0,0,0
71731,17628,17619,0,0,52749,0,0,0,0,0,0,0,0
71732,17628,17619,0,0,52750,0,0,0,0,0,0,0,0
71733,17628,17620,0,0,52751,0,0,0,0,0,0,0,0
71734,17628,17620,0,0,52752,0,0,0,0,0,0,0,0
71735,17628,17621,0,0,52753,0,0,0,0,0,0,0,0
71736,17628,17621,0,0,52754,0,0,0,0,0,0,0,0
71737,17628,17622,0,0,52755,0,0,0,0,0,0,0,0
71738,17628,17622,0,0,52756,0,0,0,0,0,0,0,0
71739,17628,17623,0,0,52757,0,0,0,0,0,0,0,0
71740,17628,17623,0,0,52758,0,0,0,0,0,0,0,0
71741,17629,17618,0,0,52759,0,0,0,0,0,0,0,0
71742,17629,17618,0,0,52760,0,0,0,0,0,0,0,0
71743,17629,17619,0,0,52761,0,0,0,0,0,0,0,0
71744,17629,17619,0,0,52762,0,0,0,0,0,0,0,0
71745,17629,17620,0,0,52763,0,0,0,0,0,0,0,0
71746,17629,17620,0,0,52764,0,0,0,0,0,0,0,0
71747,17629,17621,0,0,52765,0,0,0,0,0,0,0,0
71748,17629,17621,0,0,52766,0,0,0,0,0,0,0,0
71749,17629,17622,0,0,52767,0,0,0,0,0,0,0,0
71750,17629,17622,0,0,52768,0,0,0,0,0,0,0,0
71751,17629,17623,0,0,52769,0,0,0,0,0,0,0,0
71752,17629,17623,0,0,52770,0,0,0,0,0,0,0,0
71753,17630,17618,0,0,52771,0,0,0,0,0,0,0,0
71754,17630,17618,0,0,52772,0,0,0,0,0,0,0,0
71755,17630,17619,0,0,52773,0,0,0,0,0,0,0,0
71756,17630,17619,0,0,52774,0,0,0,0,0,0,0,0
71757,17630,17620,0,0,52775,0,0,0,0,0,0,0,0
71758,17630,17620,0,0,52776,0,0,0,0,0,0,0,0
71759,17630,17621,0,0,52777,0,0,0,0,0,0,0,0
71760,17630,17621,0,0,52778,0,0,0,0,0,0,0,0
71761,17630,17622,0,0,52779,0,0,0,0,0,0,0,0
71762,17630,17622,0,0,52780,0,0,0,0,0,0,0,0
71763,17630,17623,0,0,52781,0,0,0,0,0,0,0,0
71764,17630,17623,0,0,52782,0,0,0,0,0,0,0,0
71765,17631,17618,0,0,52783,0,0,0,0,0,0,0,0
71766,17631,17618,0,0,52784,0,0,0,0,0,0,0,0
71767,17631,17619,0,0,52785,0,0,0,0,0,0,0,0
71768,17631,17619,0,0,52786,0,0,0,0,0,0,0,0
71769,17631,17620,0,0,52787,0,0,0,0,0,0,0,0
