ID,Name,RaceID,Sex,NameType
1592,Molin,2,0,0
1593,Monga,2,0,0
1594,Murtrin,2,0,0
1595,Nakaghul,2,0,0
1596,Narghon,2,0,0
1597,Nariaki,2,0,0
1598,Natsuo,2,0,0
1599,Nobuya,2,0,0
1600,Nozomi,2,0,0
1601,Okrim,2,0,0
1602,Oogresh,2,0,0
1603,Osamu,2,0,0
1604,Ren,2,0,0
1605,Rogrim,2,0,0
1606,Skoresh,2,0,0
1607,Soktar,2,0,0
1608,Sora,2,0,0
1609,Tonga,2,0,0
1610,Tul,2,0,0
1611,Ugramesh,2,0,0
1612,Umok,2,0,0
1613,Abeytu,6,1,0
1614,Alameda,6,1,0
1615,Amayeta,6,1,0
1616,Amitola,6,1,0
1617,Aquene,6,1,0
1618,Awanata,6,1,0
1619,Awendela,6,1,0
1620,Bea,6,1,0
1621,Belinda,6,1,0
1622,Bev,6,1,0
1623,Bithiah,6,1,0
1624,Brenda,6,1,0
1625,Callie,6,1,0
1626,Candyn,6,1,0
1627,Chapa,6,1,0
1628,Cocheta,6,1,0
1629,Cora,6,1,0
1630,Dana,6,1,0
1631,Donoma,6,1,0
1632,Edina,6,1,0
1633,Edna,6,1,0
1634,Ehawee,6,1,0
1635,Elsa,6,1,0
1636,Fariba,6,1,0
1637,Harriet,6,1,0
1638,Hattie,6,1,0
1639,Honey,6,1,0
1640,Huata,6,1,0
1641,Imala,6,1,0
1642,Ina,6,1,0
1643,Ituha,6,1,0
1644,Jo,6,1,0
1645,June,6,1,0
1646,Karen,6,1,0
1647,Koko,6,1,0
1648,Leyota,6,1,0
1649,Mahala,6,1,0
1650,Mahu,6,1,0
1651,Mirubel,6,1,0
1652,Mona,6,1,0
1653,Mya,6,1,0
1654,Nahimana,6,1,0
1655,Nashota,6,1,0
1656,Nicola,6,1,0
1657,Nokomis,6,1,0
1658,Onatah,6,1,0
1659,Onawa,6,1,0
1660,Onida,6,1,0
1661,Pakuna,6,1,0
1662,Pamuya,6,1,0
1663,Rain,6,1,0
1664,Regina,6,1,0
1665,Roda,6,1,0
1666,Shuman,6,1,0
1667,Tala,6,1,0
1668,Tami,6,1,0
1669,Thursey,6,1,0
1670,Wakanda,6,1,0
1671,Yepa,6,1,0
1672,Ahanu,6,0,0
1673,Ahiliya,6,0,0
1674,Ahote,6,0,0
1675,Alo,6,0,0
1676,Arlis,6,0,0
1677,Awani,6,0,0
1678,Ayli,6,0,0
1679,Basil,6,0,0
1680,Breg,6,0,0
1681,Chakar,6,0,0
1682,Chuchip,6,0,0
1683,Corran,6,0,0
1684,Cyran,6,0,0
1685,Del,6,0,0
1686,Dern,6,0,0
1687,Dular,6,0,0
1688,Dustu,6,0,0
1689,Dyami,6,0,0
1690,Enyeto,6,0,0
1691,Etu,6,0,0
1692,Ferk,6,0,0
1693,Frin,6,0,0
1694,Garan,6,0,0
1695,Garm,6,0,0
1696,Girn,6,0,0
1697,Hania,6,0,0
1698,Harthan,6,0,0
1699,Helushka,6,0,0
1700,Hinto,6,0,0
1701,Hirran,6,0,0
1702,Honani,6,0,0
1703,Hurm,6,0,0
1704,Jik,6,0,0
1705,Jodan,6,0,0
1706,Kaga,6,0,0
1707,Kele,6,0,0
1708,Kwahu,6,0,0
1709,Kwatoko,6,0,0
1710,Lenno,6,0,0
1711,Limtar,6,0,0
1712,Lokni,6,0,0
1713,Lonato,6,0,0
1714,Lootah,6,0,0
1715,Lurs,6,0,0
1716,Lyshin,6,0,0
1717,Masou,6,0,0
1718,Misu,6,0,0
1719,Moki,6,0,0
1720,Muata,6,0,0
1721,Nara,6,0,0
1722,Nawkaw,6,0,0
1723,Pahana,6,0,0
1724,Porl,6,0,0
1725,Slorn,6,0,0
1726,Solis,6,0,0
1727,Turgan,6,0,0
1728,Ulan,6,0,0
1729,Varn,6,0,0
1730,Velan,6,0,0
1731,Wanikiya,6,0,0
1732,Abeni,8,1,0
1733,Abiba,8,1,0
1734,Akuti,8,1,0
1735,Bari,8,1,0
1736,Biku,8,1,0
1737,Bindiya,8,1,0
1738,Bula,8,1,0
1739,Chavi,8,1,0
1740,Dani,8,1,0
1741,Divya,8,1,0
1742,Faiza,8,1,0
1743,Faviola,8,1,0
1744,Fola,8,1,0
1745,Gopi,8,1,0
1746,Gupla,8,1,0
1747,Habiji,8,1,0
1748,Hilda,8,1,0
1749,Ikula,8,1,0
1750,Isoke,8,1,0
1751,Jayanti,8,1,0
1752,Jemma,8,1,0
1753,Jenja,8,1,0
1754,Juana,8,1,0
1755,Junazee,8,1,0
1756,Jyoti,8,1,0
1757,Kadiya,8,1,0
1758,Kanini,8,1,0
1759,Kaviji,8,1,0
1760,Keisha,8,1,0
1761,Keva,8,1,0
1762,Lakisha,8,1,0
1763,Lata,8,1,0
1764,Leelu,8,1,0
1765,Mammou,8,1,0
1766,Marjani,8,1,0
1767,Meena,8,1,0
1768,Merti,8,1,0
1769,Pemba,8,1,0
1770,Raja,8,1,0
1771,Rashida,8,1,0
1772,Rimuna,8,1,0
1773,Safiya,8,1,0
1774,Shandi,8,1,0
1775,Sharti,8,1,0
1776,Sillazee,8,1,0
1777,Sinda,8,1,0
1778,Sukutai,8,1,0
1779,Suweela,8,1,0
1780,Takiyah,8,1,0
1781,Tali,8,1,0
1782,Tamorica,8,1,0
1783,Tanisha,8,1,0
1784,Vashuni,8,1,0
1785,Walmi,8,1,0
1786,Zania,8,1,0
1787,Zarah,8,1,0
1788,Zarinda,8,1,0
1789,Zillah,8,1,0
1790,Zina,8,1,0
1791,Zulah,8,1,0
1792,Aitan,8,0,0
1793,Ajit,8,0,0
1794,Akaash,8,0,0
1795,Balaji,8,0,0
1796,Bitabuta,8,0,0
1797,Bokanu,8,0,0
1798,Bulizza,8,0,0
1799,Chata,8,0,0
1800,Dakarai,8,0,0
1801,Dasmidu,8,0,0
1802,Deeda,8,0,0
1803,Dutinka,8,0,0
1804,Faraji,8,0,0
1805,Gaja,8,0,0
1806,Gamba,8,0,0
1807,Gulimu,8,0,0
1808,Hari,8,0,0
1809,Huzzabi,8,0,0
1810,Jabari,8,0,0
1811,Jastinnu,8,0,0
1812,Javyn,8,0,0
1813,Jayanti,8,0,0
1814,Jelani,8,0,0
1815,Kutak,8,0,0
1816,Lazibar,8,0,0
1817,Lulikdu,8,0,0
1818,Murali,8,0,0
1819,Naeem,8,0,0
1820,Natooka,8,0,0
1821,Neeraj,8,0,0
1822,Nokninoo,8,0,0
1823,Omaja,8,0,0
1824,Pakluzzi,8,0,0
1825,Polayim,8,0,0
1826,Pulani,8,0,0
1827,Raj,8,0,0
1828,Razi,8,0,0
1829,Rishi,8,0,0
1830,Runako,8,0,0
1831,Sambosa,8,0,0
1832,Shezza,8,0,0
1833,Supadoo,8,0,0
1834,Tabansi,8,0,0
1835,Taksa,8,0,0
1836,Tuka,8,0,0
1837,Uba,8,0,0
1838,Ujai,8,0,0
1839,Ulaluli,8,0,0
1840,Urimba,8,0,0
1841,Valoo,8,0,0
1842,Wanilu,8,0,0
1843,Weshmilu,8,0,0
1844,Yobachi,8,0,0
1845,Zaja,8,0,0
1846,Adele,5,1,0
1847,Amaryllis,5,1,0
1848,Beverly,5,1,0
1849,Blaine,5,1,0
1850,Blair,5,1,0
1851,Caroline,5,1,0
1852,Cinder,5,1,0
1853,Claudette,5,1,0
1854,Clio,5,1,0
1855,Clovis,5,1,0
1856,Crystal,5,1,0
1857,Cynthia,5,1,0
1858,Dagny,5,1,0
1859,Darra,5,1,0
1860,Della,5,1,0
1861,Diane,5,1,0
1862,Dora,5,1,0
1863,Dorothea,5,1,0
1864,Elaine,5,1,0
1865,Erica,5,1,0
1866,Euphemia,5,1,0
1867,Evelyn,5,1,0
1868,Griselda,5,1,0
1869,Helga,5,1,0
1870,Hyacinthe,5,1,0
1871,Irene,5,1,0
1872,Jessica,5,1,0
1873,Judith,5,1,0
1874,Julia,5,1,0
1875,Kayley,5,1,0
1876,Leonora,5,1,0
1877,Lizzy,5,1,0
1878,Luciana,5,1,0
1879,Lucretia,5,1,0
1880,Mairin,5,1,0
1881,Martina,5,1,0
1882,Matilde,5,1,0
1883,Melisende,5,1,0
1884,Melva,5,1,0
1885,Miranda,5,1,0
1886,Moira,5,1,0
1887,Morven,5,1,0
1888,Narcissa,5,1,0
1889,Octavia,5,1,0
1890,Olivia,5,1,0
1891,Onora,5,1,0
1892,Paula,5,1,0
1893,Pauline,5,1,0
1894,Phyllis,5,1,0
1895,Rose,5,1,0
1896,Roswen,5,1,0
1897,Rowen,5,1,0
1898,Ruby,5,1,0
1899,Sabrina,5,1,0
1900,Stephanie,5,1,0
1901,Tully,5,1,0
1902,Valerie,5,1,0
1903,Veronica,5,1,0
1904,Vevila,5,1,0
1905,Victoria,5,1,0
1906,Abernethy,5,0,0
1907,Adannis,5,0,0
1908,Adolphus,5,0,0
1909,Alexander,5,0,0
1910,Alister,5,0,0
1911,Augustus,5,0,0
1912,Banning,5,0,0
1913,Barclay,5,0,0
1914,Barnabas,5,0,0
1915,Bartholomew,5,0,0
1916,Beachamp,5,0,0
1917,Bertram,5,0,0
1918,Bishop,5,0,0
1919,Brommius,5,0,0
1920,Burt,5,0,0
1921,Cailan,5,0,0
1922,Camdon,5,0,0
1923,Carlton,5,0,0
1924,Cavan,5,0,0
1925,Chandler,5,0,0
1926,Clifford,5,0,0
1927,Clifton,5,0,0
1928,Clive,5,0,0
1929,Cronan,5,0,0
1930,Declan,5,0,0
1931,Desmond,5,0,0
1932,Dominic,5,0,0
1933,Doyle,5,0,0
1934,Dunbar,5,0,0
1935,Eamnonn,5,0,0
1936,Emil,5,0,0
1937,Fergal,5,0,0
1938,Gabriel,5,0,0
1939,Galloch,5,0,0
1940,Geoffrey,5,0,0
1941,Giles,5,0,0
1942,Glendon,5,0,0
1943,Grigori,5,0,0
1944,Gustavus,5,0,0
1945,Horace,5,0,0
1946,Ikthius,5,0,0
1947,Jareth,5,0,0
1948,Julian,5,0,0
1949,Kendrick,5,0,0
1950,Lawler,5,0,0
1951,Leighton,5,0,0
1952,Logan,5,0,0
1953,Mannik,5,0,0
1954,Maurice,5,0,0
1955,Michael,5,0,0
1956,Milton,5,0,0
1957,Murdoch,5,0,0
1958,Nicholas,5,0,0
1959,Norman,5,0,0
1960,Raymond,5,0,0
1961,Roarke,5,0,0
1962,Travis,5,0,0
1963,Victor,5,0,0
1964,William,5,0,0
1965,Yurick,5,0,0
24985,Faladiel,95,0,0
24986,Faladiel,96,0,0
24987,Alaan,95,0,0
24988,Alaan,96,0,0
24991,Valaan,95,0,0
24992,Valaan,96,0,0
24993,Elarien,95,0,0
24994,Elarien,96,0,0
24995,Algaan,95,0,0
24996,Algaan,96,0,0
24997,Felfaniel,95,0,0
24998,Felfaniel,96,0,0
24999,Arven,95,1,0
25000,Arven,96,1,0
25001,Arsa,95,1,0
25002,Arsa,96,1,0
25003,Sairen,95,1,0
25004,Sairen,96,1,0
25006,Ariaa,96,1,0
25007,Solari,95,0,0
25008,Solari,96,0,0
25009,Za,95,0,0
25010,Zhaal,96,0,0
25011,Fandaal,95,0,0
25012,Fandaal,96,0,0
25013,Jesaan,95,1,0
25014,Jesaan,96,1,0
25015,Jesaan,95,0,0
25016,Jesaan,96,0,0
25017,Rathariel,95,0,0
25018,Rathariel,96,0,0
25019,Zal,95,0,0
25020,Zal,96,0,0
25021,Vraal,95,1,0
25022,Vraal,96,1,0
25023,Vraal,95,0,0
25024,Vraal,96,0,0
25025,Beliaa,95,1,0
25026,Beliaa,96,1,0
25027,Aaem,95,1,0
25028,Emaa,96,1,0
25029,Flins,95,0,0
25030,Flins,96,0,0
25031,Lokaa,95,0,0
25032,Lokaa,96,0,0
25033,Tenns,95,0,0
25034,Tenns,96,0,0
25035,Fennis,95,0,0
25036,Fennis,96,0,0
25037,Alia,95,1,0
25038,Dalia,96,1,0
25039,Rana,95,0,0
25040,Rana,96,0,0
25041,Elraniaal,95,0,0
25042,Elraniaal,96,0,0
25044,Rani,96,1,0
25045,Elraniel,95,0,0
25046,Elraniel,96,0,0
25047,Tenaan,95,0,0
25048,Tenaan,96,0,0
25049,Falfaan,95,0,0
25050,Falfaan,96,0,0
25051,Raan,95,0,0
25052,Raan,96,0,0
25053,Saan,95,1,0
25054,Saan,96,1,0
25055,Ariaa,95,1,0
25056,Shaar,96,1,0
25058,Shaar,96,1,0
25059,Saliel,95,1,0
25060,Saliel,96,1,0
25061,Zepha,95,0,0
25062,Zepha,96,0,0
25063,Cyclaas,95,0,0
25064,Cyclaas,96,0,0
25065,Sirocaas,95,0,0
25066,Sirocaas,96,0,0
25067,Siroca,95,1,0
25069,Raani,95,1,0
25070,Raani,96,1,0
25071,Vila,95,1,0
25072,Vila,96,1,0
25073,Anviel,95,1,0
25074,Anviel,96,1,0
25075,Sriel,95,1,0
25076,Sriel,96,1,0
25077,Sriaal,95,1,0
25079,Zriaal,95,1,0
25080,Zriaal,96,1,0
25081,Feoras,96,0,0
25082,Halador,95,0,0
25083,Thoras,96,0,0
25084,Larodar,96,0,0
25085,Daz,95,0,0
25086,Nandieb,96,0,0
25087,Ferun,96,0,0
25088,Ciaran,95,0,0
25089,Fanathor,95,0,0
25090,Gilthan,95,0,0
25091,Galthis,96,0,0
25092,Manarian,96,0,0
25093,Aashri,95,0,0
25094,Pirugan,96,0,0
25095,Andel,95,0,0
25096,Ecthis,96,0,0
25097,Erroman,96,0,0
25098,Flavienn,95,0,0
25099,Halcyon,95,0,0
25100,Keltis,96,0,0
25101,Lumin,96,0,0
25102,Odion,95,0,0
25103,Rishi,95,0,0
25104,Orias,95,0,0
25105,Kardol,96,0,0
25106,Dezar,96,0,0
25107,Alaric,95,0,0
25108,Mavel,95,0,0
25109,Ullric,95,0,0
25110,Dagda,96,0,0
25111,Centrius,95,0,0
25112,Andel,95,0,0
25113,Erimm,96,0,0
25114,Fedor,96,0,0
25115,Kuranor,95,0,0
25116,Lumiar,96,0,0
25117,Myrlidd,95,0,0
25118,Nevian,95,0,0
25119,Sind,96,0,0
25120,Beren,96,0,0
25121,Byna,95,0,0
25122,Cailian,95,0,0
25123,Dara,96,0,0
25124,Fabian,95,0,0
25125,Imlys,96,0,0
25126,Imrahil,95,0,0
25127,Jalidor,95,0,0
25128,Melanir,95,0,0
25129,Noctris,96,0,0
25130,Tular,96,0,0
25131,Gilthan,95,0,0
25132,Solast,96,0,0
25133,Brinna,96,1,0
25134,Eilise,96,1,0
25135,Carina,96,1,0
25136,Deiene,95,1,0
25137,Florianne,95,1,0
25138,Sylennia,96,1,0
25139,Somand,95,1,0
25140,Anthis,95,1,0
25141,Laurantha,96,1,0
25142,Larana,96,1,0
25143,Felore,95,1,0
25144,Mora,95,1,0
25145,Mave,95,1,0
25146,Mira,95,1,0
25147,Adelle,95,1,0
25148,Aae,96,1,0
25149,Catalin,95,1,0
25150,Celeste,96,1,0
25151,Celeyna,95,1,0
25152,Dahlia,96,1,0
25153,Feorin,95,1,0
25154,Lillianore,96,1,0
25155,Luciellen,95,1,0
25156,Phoebe,95,1,0
25157,Rochelle,96,1,0
25158,Vereesa,95,1,0
25159,Drella,95,1,0
25160,Adila,96,1,0
25161,Analore,95,1,0
25162,Aurora,96,1,0
25163,Deana,95,1,0
25164,Dinah,96,1,0
25165,Eliaine,95,1,0
25166,Janna,95,1,0
25167,Nycteris,96,1,0
25168,Rowenaa,96,1,0
25169,Selwynn,95,1,0
25170,Laurana,95,1,0
25171,Kathris,96,1,0
25172,Adonia,95,1,0
25173,Aria,96,1,0
25174,Eless,96,1,0
25175,Erlina,95,1,0
25176,Tamar,96,1,0
25177,Azun,95,1,0
25178,Adora,95,1,0
25179,Ailin,96,1,0
25180,Chantal,96,1,0
25181,Cybelle,95,1,0
25182,Kayla,95,1,0
25183,Lirria,95,1,0
25184,Vesta,96,1,0
25185,Windstrike,96,1,1
25193,Windfield,96,1,1
25194,Windsong,96,1,1
25195,Galestrike,96,1,1
25196,Farheart,96,1,1
25197,Duskwind,96,1,1
25198,Shadowfoot,96,1,1
25199,Dawnsight,96,1,1
25200,Skyflurry,96,1,1
25201,Brightwish,96,1,1
25202,Gustbellow,96,1,1
25203,Galechaser,96,1,1
25204,Calmbreeze,96,1,1
25205,Bellowveil,96,1,1
25206,Zephyrgaze,96,1,1
25207,Evergale,96,1,1
25208,Evengale,96,1,1
25209,Featherstep,96,1,1
25210,Featherlight,96,1,1
25211,Featherfall,96,1,1
25212,Featherbright,96,1,1
25213,Featherwind,96,1,1
25214,Eversky,96,1,1
25215,Nightbreeze,96,1,1
25216,Galestride,96,1,1
25217,Mistgaze,96,1,1
25218,Gustwatcher,96,1,1
25219,Gustrunner,96,1,1
25220,Fallwind,96,1,1
25221,Flamebreeze,96,1,1
25222,Featherbreeze,96,1,1
25223,Cragwind,96,1,1
25224,Nightwind,96,1,1
25225,Brightwind,96,1,1
25226,Nightwing,96,1,1
25227,Farbreeze,96,1,1
25228,Farwind,96,1,1
25229,Bitterwind,96,1,1
25230,Darkwind,96,1,1
25231,Sunseam,96,1,1
25232,Brightmeadows,96,1,1
25233,Clearskies,96,1,1
25234,Stormchaser,96,1,1
25235,Stormchild,96,1,1
25236,Windsinger,96,1,1
25237,Windwatch,96,1,1
25238,Starbreeze,96,1,1
25239,Mistblade,96,1,1
25240,Mistwalker,96,1,1
25241,Mistseer,96,1,1
25242,Sterngale,96,1,1
25243,Stormgale,96,1,1
25244,Highgale,96,1,1
25245,Quickgale,96,1,1
25246,Brightgale,96,1,1
25247,Zephyrgale,96,1,1
25248,Siroccaa,96,1,1
25249,Wildwind,96,1,1
25250,Stillwind,96,1,1
25251,Sunlace,96,1,1
25252,Moonlance,96,1,1
25253,Skylance,96,1,1
25254,Windlance,96,1,1
25255,Firmament,96,1,1
25256,Farsight,96,1,1
25257,Skyseer,96,1,1
25258,Trueblade,96,1,1
25259,Truegale,96,1,1
25260,Truesight,96,1,1
25261,Truewind,96,1,1
25262,Stormfist,96,1,1
25263,Stormeye,96,1,1
25264,Stormblessed,96,1,1
25265,Wandergust,96,1,1
25266,Wondergust,96,1,1
25267,Whispergale,96,1,1
25268,Galereed,96,1,1
25269,Windyreed,96,1,1
25270,Softbreeze,96,1,1
25271,Softgale,96,1,1
25272,Softwind,96,1,1
25273,Morningwind,96,1,1
25274,Windmorne,96,1,1
25275,Skymorne,96,1,1
25276,Galemorne,96,1,1
25277,Zephraalis,96,1,1
25278,Windstrike,96,0,1
25279,Windfield,96,0,1
25280,Windsong,96,0,1
25281,Galestrike,96,0,1
25282,Farheart,96,0,1
25283,Duskwind,96,0,1
25284,Shadowfoot,96,0,1
25285,Dawnsight,96,0,1
25286,Skyflurry,96,0,1
25287,Brightwish,96,0,1
25288,Gustbellow,96,0,1
25289,Galechaser,96,0,1
25290,Calmbreeze,96,0,1
25291,Bellowveil,96,0,1
25292,Zephyrgaze,96,0,1
25293,Evergale,96,0,1
25294,Evengale,96,0,1
25295,Featherstep,96,0,1
25296,Featherlight,96,0,1
25297,Featherfall,96,0,1
25298,Featherbright,96,0,1
25299,Featherwind,96,0,1
25300,Eversky,96,0,1
25301,Nightbreeze,96,0,1
25302,Galestride,96,0,1
25303,Mistgaze,96,0,1
25304,Gustwatcher,96,0,1
25305,Gustrunner,96,0,1
25306,Fallwind,96,0,1
25307,Flamebreeze,96,0,1
25308,Featherbreeze,96,0,1
25309,Cragwind,96,0,1
25310,Nightwind,96,0,1
25311,Brightwind,96,0,1
25312,Nightwing,96,0,1
25313,Farbreeze,96,0,1
25314,Farwind,96,0,1
25315,Bitterwind,96,0,1
25316,Darkwind,96,0,1
25317,Sunseam,96,0,1
25318,Brightmeadows,96,0,1
25319,Clearskies,96,0,1
25320,Stormchaser,96,0,1
25321,Stormchild,96,0,1
25322,Windsinger,96,0,1
25323,Windwatch,96,0,1
25324,Starbreeze,96,0,1
25325,Mistblade,96,0,1
25326,Mistwalker,96,0,1
25327,Mistseer,96,0,1
25328,Sterngale,96,0,1
25329,Stormgale,96,0,1
25330,Highgale,96,0,1
25331,Quickgale,96,0,1
25332,Brightgale,96,0,1
25333,Zephyrgale,96,0,1
25334,Siroccaa,96,0,1
25335,Wildwind,96,0,1
25336,Stillwind,96,0,1
25337,Sunlace,96,0,1
25338,Moonlance,96,0,1
25339,Skylance,96,0,1
25340,Windlance,96,0,1
25341,Firmament,96,0,1
25342,Farsight,96,0,1
25343,Skyseer,96,0,1
25344,Trueblade,96,0,1
25345,Truegale,96,0,1
25346,Truesight,96,0,1
25347,Truewind,96,0,1
25348,Stormfist,96,0,1
25349,Stormeye,96,0,1
25350,Stormblessed,96,0,1
25351,Wandergust,96,0,1
25352,Wondergust,96,0,1
25353,Whispergale,96,0,1
25354,Galereed,96,0,1
25355,Windyreed,96,0,1
25356,Softbreeze,96,0,1
25357,Softgale,96,0,1
25358,Softwind,96,0,1
25359,Morningwind,96,0,1
25360,Windmorne,96,0,1
25361,Skymorne,96,0,1
25362,Galemorne,96,0,1
25363,Zephraalis,96,0,1
25364,Windstrike,95,1,1
25365,Windfield,95,1,1
25366,Windsong,95,1,1
25367,Galestrike,95,1,1
25368,Farheart,95,1,1
25369,Duskwind,95,1,1
25370,Shadowfoot,95,1,1
25371,Dawnsight,95,1,1
25372,Skyflurry,95,1,1
25373,Brightwish,95,1,1
25374,Gustbellow,95,1,1
25375,Galechaser,95,1,1
25376,Calmbreeze,95,1,1
25377,Bellowveil,95,1,1
25378,Zephyrgaze,95,1,1
25379,Evergale,95,1,1
25380,Evengale,95,1,1
25381,Featherstep,95,1,1
25382,Featherlight,95,1,1
25383,Featherfall,95,1,1
25384,Featherbright,95,1,1
25385,Featherwind,95,1,1
25386,Eversky,95,1,1
25387,Nightbreeze,95,1,1
25388,Galestride,95,1,1
25389,Mistgaze,95,1,1
25390,Gustwatcher,95,1,1
25391,Gustrunner,95,1,1
25392,Fallwind,95,1,1
25393,Flamebreeze,95,1,1
25394,Featherbreeze,95,1,1
25395,Cragwind,95,1,1
25396,Nightwind,95,1,1
25397,Brightwind,95,1,1
25398,Nightwing,95,1,1
25399,Farbreeze,95,1,1
25400,Farwind,95,1,1
25401,Bitterwind,95,1,1
25402,Darkwind,95,1,1
25403,Sunseam,95,1,1
25404,Brightmeadows,95,1,1
25405,Clearskies,95,1,1
25406,Stormchaser,95,1,1
25407,Stormchild,95,1,1
25408,Windsinger,95,1,1
25409,Windwatch,95,1,1
25410,Starbreeze,95,1,1
25411,Mistblade,95,1,1
25412,Mistwalker,95,1,1
25413,Mistseer,95,1,1
25414,Sterngale,95,1,1
25415,Stormgale,95,1,1
25416,Highgale,95,1,1
25417,Quickgale,95,1,1
25418,Brightgale,95,1,1
25419,Zephyrgale,95,1,1
25420,Siroccaa,95,1,1
25421,Wildwind,95,1,1
25422,Stillwind,95,1,1
25423,Sunlace,95,1,1
25424,Moonlance,95,1,1
25425,Skylance,95,1,1
25426,Windlance,95,1,1
25427,Firmament,95,1,1
25428,Farsight,95,1,1
25429,Skyseer,95,1,1
25430,Trueblade,95,1,1
25431,Truegale,95,1,1
25432,Truesight,95,1,1
25433,Truewind,95,1,1
25434,Stormfist,95,1,1
25435,Stormeye,95,1,1
25436,Stormblessed,95,1,1
25437,Wandergust,95,1,1
25438,Wondergust,95,1,1
25439,Whispergale,95,1,1
25440,Galereed,95,1,1
25441,Windyreed,95,1,1
25442,Softbreeze,95,1,1
25443,Softgale,95,1,1
25444,Softwind,95,1,1
25445,Morningwind,95,1,1
25446,Windmorne,95,1,1
25447,Skymorne,95,1,1
25448,Galemorne,95,1,1
25449,Zephraalis,95,1,1
25450,Windstrike,95,0,1
25451,Windfield,95,0,1
25452,Windsong,95,0,1
25453,Galestrike,95,0,1
25454,Farheart,95,0,1
25455,Duskwind,95,0,1
25456,Shadowfoot,95,0,1
25457,Dawnsight,95,0,1
25458,Skyflurry,95,0,1
25459,Brightwish,95,0,1
25460,Gustbellow,95,0,1
25461,Galechaser,95,0,1
25462,Calmbreeze,95,0,1
25463,Bellowveil,95,0,1
25464,Zephyrgaze,95,0,1
25465,Evergale,95,0,1
25466,Evengale,95,0,1
25467,Featherstep,95,0,1
25468,Featherlight,95,0,1
25469,Featherfall,95,0,1
25470,Featherbright,95,0,1
25471,Featherwind,95,0,1
25472,Eversky,95,0,1
25473,Nightbreeze,95,0,1
25474,Galestride,95,0,1
25475,Mistgaze,95,0,1
25476,Gustwatcher,95,0,1
25477,Gustrunner,95,0,1
25478,Fallwind,95,0,1
25479,Flamebreeze,95,0,1
25480,Featherbreeze,95,0,1
25481,Cragwind,95,0,1
25482,Nightwind,95,0,1
25483,Brightwind,95,0,1
25484,Nightwing,95,0,1
25485,Farbreeze,95,0,1
25486,Farwind,95,0,1
25487,Bitterwind,95,0,1
25488,Darkwind,95,0,1
25489,Sunseam,95,0,1
25490,Brightmeadows,95,0,1
25491,Clearskies,95,0,1
25492,Stormchaser,95,0,1
25493,Stormchild,95,0,1
25494,Windsinger,95,0,1
25495,Windwatch,95,0,1
25496,Starbreeze,95,0,1
25497,Mistblade,95,0,1
25498,Mistwalker,95,0,1
25499,Mistseer,95,0,1
25500,Sterngale,95,0,1
25501,Stormgale,95,0,1
25502,Highgale,95,0,1
25503,Quickgale,95,0,1
25504,Brightgale,95,0,1
25505,Zephyrgale,95,0,1
25506,Siroccaa,95,0,1
25507,Wildwind,95,0,1
25508,Stillwind,95,0,1
25509,Sunlace,95,0,1
25510,Moonlance,95,0,1
25511,Skylance,95,0,1
25512,Windlance,95,0,1
25513,Firmament,95,0,1
25514,Farsight,95,0,1
25515,Skyseer,95,0,1
25516,Trueblade,95,0,1
25517,Truegale,95,0,1
25518,Truesight,95,0,1
25519,Truewind,95,0,1
25520,Stormfist,95,0,1
25521,Stormeye,95,0,1
25522,Stormblessed,95,0,1
25523,Wandergust,95,0,1
25524,Wondergust,95,0,1
25525,Whispergale,95,0,1
25526,Galereed,95,0,1
25527,Windyreed,95,0,1
25528,Softbreeze,95,0,1
25529,Softgale,95,0,1
25530,Softwind,95,0,1
25531,Morningwind,95,0,1
25532,Windmorne,95,0,1
25533,Skymorne,95,0,1
25534,Galemorne,95,0,1
25535,Zephraalis,95,0,1
25536,Autumnleaf,4,0,1
25537,Blackforest,4,0,1
25538,Bluewater,4,0,1
25539,Brightforest,4,0,1
25540,Brightmoon,4,0,1
25541,Darkheart,4,0,1
25542,Darkoak,4,0,1
25543,Darkshade,4,0,1
25544,Darkwater,4,0,1
25545,Darkwing,4,0,1
25546,Dawnsong,4,0,1
25547,Emeraldlake,4,0,1
25548,Featherbow,4,0,1
25549,Featherwind,4,0,1
25550,Glaivestorm,4,0,1
25551,Heartsong,4,0,1
25552,Lightmane,4,0,1
25553,Moonblade,4,0,1
25554,Moonshadow,4,0,1
25555,Moonsong,4,0,1
25556,Moonwater,4,0,1
25557,Nightshadow,4,0,1
25558,Nightwing,4,0,1
25559,Nightwing,4,0,1
25560,Oakheart,4,0,1
25561,Oakwalker,4,0,1
25562,Proudsong,4,0,1
25563,Proudstrider,4,0,1
25564,Raincaller,4,0,1
25565,Ravenpine,4,0,1
25566,Redleaf,4,0,1
25567,Sabremane,4,0,1
25568,Skyshadow,4,0,1
25569,Skysong,4,0,1
25570,Springwater,4,0,1
25571,Stagheart,4,0,1
25572,Staghorn,4,0,1
25573,Starcaller,4,0,1
25574,Starwalker,4,0,1
25575,Stormflight,4,0,1
25576,Stormheart,4,0,1
25577,Stormseeker,4,0,1
25578,Summermoon,4,0,1
25579,Summerwind,4,0,1
25580,Swiftmane,4,0,1
25581,Swiftwind,4,0,1
25582,Trueflight,4,0,1
25583,Trueshot,4,0,1
25584,Windlight,4,0,1
25585,Winterdew,4,0,1
25586,Autumnleaf,4,1,1
25587,Blackforest,4,1,1
