ID,BattlePetStateID,Value,BattlePetSpeciesID
5137,19,0,847
5138,20,0,847
5139,18,-200,848
5140,19,0,848
5141,20,200,848
5142,18,0,849
5143,19,0,849
5144,20,0,849
5145,18,0,850
5146,19,0,850
5147,20,0,850
5148,18,0,851
5149,20,100,851
5150,19,-100,851
5152,18,0,282
5153,19,0,282
5154,20,0,282
5155,18,0,158
5156,19,0,158
5157,20,0,158
5158,18,0,332
5159,19,0,332
5160,20,0,332
5161,18,0,283
5162,19,0,283
5163,20,0,283
5164,18,0,280
5165,19,0,280
5166,20,0,280
5167,18,0,281
5168,19,0,281
5169,20,0,281
5170,18,0,124
5171,19,0,124
5172,20,0,124
5174,85,1,652
5175,85,1,847
5176,18,0,157
5177,19,0,157
5178,20,0,157
5179,18,0,120
5180,19,0,120
5181,20,0,120
5182,18,0,119
5183,19,0,119
5184,20,0,119
5185,18,0,342
5186,19,0,342
5187,20,0,342
5188,85,1,328
5189,18,0,308
5190,19,0,308
5191,20,0,308
5192,18,100,855
5193,19,-100,855
5194,20,0,855
5195,93,1,55
5196,18,0,856
5197,19,0,856
5198,20,0,856
5211,18,0,156
5212,19,0,156
5213,20,0,156
5220,18,0,868
5221,20,0,868
5222,19,0,868
5283,93,1,889
5335,18,200,903
5336,19,-100,903
5337,20,-100,903
5362,18,100,911
5363,20,-100,911
5364,19,0,911
5366,18,100,912
5367,20,-100,912
5368,19,0,912
5370,18,100,913
5371,20,-100,913
5372,19,0,913
5385,93,1,917
5389,18,0,921
5390,20,0,921
5391,19,0,921
5393,18,0,922
5394,19,0,922
5395,20,0,922
5396,18,-100,923
5397,19,100,923
5398,20,0,923
5464,93,1,945
5576,93,1,980
5591,93,1,984
5609,93,1,989
5694,18,-100,1013
5695,19,200,1013
5696,20,-100,1013
5703,128,1,196
5704,128,1,973
6018,18,-100,1039
6019,19,-100,1039
6020,20,200,1039
6021,18,0,1040
6022,20,0,1040
6023,19,0,1040
6028,18,500,1042
6029,20,-250,1042
6030,19,-250,1042
6060,18,0,1061
6061,19,0,1061
6062,20,0,1061
6063,18,-100,1062
6064,19,0,1062
6065,20,100,1062
6066,18,100,1063
6067,19,100,1063
6068,20,-200,1063
6069,18,100,1065
6070,19,100,1065
6071,20,-200,1065
6072,18,0,1066
6073,19,0,1066
6074,20,0,1066
6075,18,-100,1067
6076,19,100,1067
6077,20,0,1067
6078,18,-200,1068
6079,19,0,1068
6080,20,200,1068
6091,18,0,1073
6092,19,0,1073
6093,20,0,1073
6129,18,50,1117
6130,19,-100,1117
6131,20,50,1117
6141,18,0,1124
6142,20,0,1124
6143,19,0,1124
6144,18,0,1125
6145,20,0,1125
6146,19,0,1125
6147,18,0,1126
6148,20,0,1126
6149,19,0,1126
6150,18,100,1127
6151,19,-100,1127
6152,20,0,1127
6153,18,0,1128
6154,20,0,1128
6155,19,0,1128
6156,18,0,1138
6157,20,0,1138
6158,19,0,1138
6159,18,0,1139
6160,20,0,1139
6161,19,0,1139
6162,18,0,1140
6163,20,0,1140
6164,19,0,1140
6165,18,0,1141
6166,20,0,1141
6167,19,0,1141
6168,18,-100,1142
6169,19,100,1142
6170,20,0,1142
6198,18,100,1152
6199,19,-100,1152
6207,18,100,1155
6208,19,0,1155
6209,20,-100,1155
6213,18,0,1157
6214,20,0,1157
6215,19,0,1157
6216,18,0,1158
6217,19,0,1158
6218,20,0,1158
6219,18,100,1159
6220,19,-100,1159
6221,20,0,1159
6222,18,0,1160
6223,19,100,1160
6224,20,-100,1160
6225,18,100,1161
6226,20,-100,1161
6227,19,0,1161
6228,18,200,1162
6229,20,0,1162
6230,19,-200,1162
6231,18,0,1163
6232,19,200,1163
6233,20,-200,1163
6234,18,0,1164
6235,20,100,1164
6236,19,-100,1164
6237,18,100,1165
6238,20,-100,1165
6239,19,0,1165
6240,18,100,1166
6241,20,-100,1166
6242,19,0,1166
6243,18,100,1167
6244,20,-100,1167
6245,19,0,1167
6246,18,0,1168
6247,19,0,1168
6248,20,0,1168
6249,144,1,1145
6257,18,100,1174
6258,19,-100,1174
6259,20,0,1174
6261,18,0,1175
6262,20,0,1175
6263,19,0,1175
6264,18,0,1176
6265,20,0,1176
6266,19,0,1176
6267,18,0,1177
6268,20,-200,1177
6269,19,200,1177
6270,18,0,1178
6271,19,0,1178
6272,20,0,1178
6273,18,100,1179
6274,19,0,1179
6275,20,-100,1179
6276,18,100,1180
6277,19,-200,1180
6278,20,100,1180
6279,93,1,638
6280,18,0,1181
6281,20,100,1181
6282,19,-100,1181
6283,18,-100,1182
6284,19,100,1182
6285,20,0,1182
6286,18,0,1183
6287,19,0,1183
6288,20,0,1183
6289,19,50,1184
6290,20,-50,1184
6292,18,0,1185
6293,19,0,1185
6294,20,0,1185
6295,17,25,1129
6297,17,25,1187
6299,18,1500,1129
6300,20,-100,1129
6301,153,1,1129
6302,18,1475,1187
6303,20,-75,1187
6304,153,1,1187
6305,17,25,1188
6306,18,1425,1188
6307,20,-50,1188
6308,153,1,1188
6309,17,25,1189
6310,18,1600,1189
6311,20,-150,1189
6312,153,1,1189
6313,17,25,1190
6314,18,1250,1190
6315,153,1,1190
6317,17,25,1191
6318,18,1550,1191
6319,20,-200,1191
6320,153,1,1191
6321,17,25,1192
6322,18,1400,1192
6323,20,-125,1192
6324,153,1,1192
6325,17,25,1193
6326,18,1300,1193
6327,20,-100,1193
6328,153,1,1193
6329,17,25,1194
6330,18,1450,1194
6331,153,1,1194
6333,17,25,1195
6334,18,1400,1195
6335,153,1,1195
6338,18,0,1196
6339,20,0,1196
6340,19,0,1196
6341,18,0,1197
6342,20,0,1197
6343,19,0,1197
6344,18,0,1198
6345,20,0,1198
6346,19,0,1198
6350,19,50,1200
6351,20,-50,1200
6353,18,100,1201
6354,19,-200,1201
6355,20,100,1201
6356,18,-100,1202
6357,19,0,1202
6358,20,100,1202
6362,18,-100,1204
6363,19,100,1204
6364,20,0,1204
6365,19,50,1205
6366,20,-50,1205
6368,18,0,1206
6369,19,-100,1206
6370,20,100,1206
6371,85,1,1206
6372,18,50,1207
6373,19,-100,1207
6374,20,50,1207
6375,85,1,1207
6376,18,0,1208
6377,19,-100,1208
6378,20,100,1208
6379,85,1,1208
6380,18,0,1209
6381,19,-100,1209
6382,20,100,1209
6383,85,1,1209
6388,18,100,1211
6389,19,-200,1211
6390,20,100,1211
6391,18,100,1212
6392,19,-200,1212
6393,20,100,1212
6394,18,100,1213
6395,19,-200,1213
6396,20,100,1213
6430,18,100,1238
6431,19,100,1238
6432,20,-200,1238
6450,19,100,1227
6451,20,-100,1227
6452,18,100,1226
6453,19,-100,1226
6454,18,50,1228
6455,20,-50,1228
6456,20,50,1229
6457,19,-50,1229
6458,20,-100,1230
6459,18,50,1230
6460,19,50,1230
6461,18,50,1236
6462,19,-100,1236
6463,20,50,1236
6464,18,50,1232
6465,19,-50,1232
6466,18,100,1233
6467,19,50,1233
6468,20,-150,1233
6469,19,50,1234
6470,20,-50,1234
6481,20,-25,1194
6482,20,-25,1190
6483,19,700,1129
6484,19,600,1195
6485,19,650,1194
6486,19,600,1193
6487,19,725,1192
6488,19,800,1191
6489,19,625,1190
6490,19,775,1189
6491,19,675,1188
6492,19,725,1187
6493,18,50,1237
6494,20,-50,1237
6495,17,25,1247
6496,18,1600,1247
6497,153,1,1247
6498,19,600,1247
6499,20,-200,1247
6500,18,0,1248
6501,19,50,1248
6502,20,-50,1248
6512,18,0,1256
6513,19,0,1256
6514,20,0,1256
6515,20,-200,1258
6516,18,200,1258
6517,19,200,1259
6529,18,50,1266
6530,19,0,1266
6531,20,-50,1266
6532,17,25,1267
6533,18,1450,1267
6534,162,1,1267
6535,20,-200,1267
6536,19,650,1267
6537,18,75,1268
6540,20,100,1271
6541,18,-100,1271
6542,20,-275,1268
6543,19,200,1268
6544,20,-250,1269
6545,18,250,1269
6558,18,0,1276
6559,19,0,1276
6560,20,0,1276
6561,18,0,1277
6562,20,-100,1277
6563,19,100,1277
6564,18,50,1278
6565,19,0,1278
6566,20,-150,1278
6567,18,0,1279
6568,19,100,1279
6570,18,0,1280
6571,20,-100,1280
6572,19,100,1280
6573,18,100,1281
6574,20,0,1281
6575,19,0,1281
6576,18,250,1282
6577,20,-250,1282
6578,19,0,1282
6579,18,300,1283
6580,20,-300,1283
6581,19,0,1283
6582,18,0,1284
6583,20,-250,1284
6584,19,250,1284
6585,18,-100,1285
6586,20,100,1285
6587,19,0,1285
6588,20,50,1286
6589,18,-25,1286
6590,19,-25,1286
6591,18,200,1287
6592,20,-150,1287
6593,19,0,1287
6594,18,0,1288
6595,20,-300,1288
6596,19,300,1288
6597,18,300,1289
6598,20,-200,1289
6600,20,-50,1290
6601,19,50,1290
6603,20,-300,1291
6604,19,300,1291
6606,18,0,1292
6607,20,-250,1292
6608,19,0,1292
6609,18,-100,1293
6610,20,0,1293
6611,19,0,1293
6615,19,0,1295
6616,18,150,1295
6617,20,-200,1295
6618,18,0,1296
6619,20,-200,1296
6620,19,250,1296
6621,18,0,1297
6622,20,50,1297
6623,19,0,1297
6624,18,0,1298
6625,20,0,1298
6626,19,0,1298
6627,18,0,1299
6628,20,0,1299
6629,19,0,1299
6630,18,0,1300
6631,20,0,1300
6632,19,0,1300
6633,18,0,1301
6634,20,0,1301
6635,19,0,1301
6636,18,50,1303
6637,19,50,1303
6638,20,-100,1303
6639,18,100,1304
6640,19,-200,1304
6641,20,100,1304
6642,19,100,1305
6643,20,-100,1305
6646,20,-100,1279
6647,17,25,1311
6648,18,1450,1311
6649,20,-125,1311
6650,19,650,1311
6651,162,1,1311
6652,19,0,1271
6658,17,25,1317
6659,18,1450,1317
6660,162,1,1317
6661,20,-250,1317
6662,19,650,1317
6668,17,25,1319
6669,18,1450,1319
6670,162,1,1319
6671,20,-130,1319
6672,19,650,1319
6674,18,0,1320
6675,20,0,1320
6676,19,0,1320
6677,18,100,1321
6678,19,0,1321
6679,20,-100,1321
6680,18,100,1322
6681,19,100,1322
6682,20,-200,1322
6683,18,50,1323
6684,19,-100,1323
6685,20,50,1323
6686,18,0,1324
6687,20,0,1324
6688,19,0,1324
6689,18,0,1325
6690,20,0,1325
6691,19,0,1325
6692,18,0,1326
6693,20,0,1326
6694,19,0,1326
6698,18,0,1328
6699,19,0,1328
6700,20,0,1328
6701,18,0,1329
6702,19,0,1329
6703,20,0,1329
6704,18,0,1330
6705,20,100,1330
6706,19,-100,1330
6707,18,100,1333
6708,20,-50,1333
6709,19,-50,1333
6710,18,0,1334
6711,20,100,1334
6712,19,-100,1334
6713,18,0,1335
6714,20,0,1335
6715,19,0,1335
6716,18,0,1336
6717,20,0,1336
6718,19,0,1336
6719,18,200,1337
6720,20,-100,1337
6721,19,-100,1337
6722,18,-100,1338
6723,19,100,1338
6724,20,0,1338
6725,17,25,1339
6726,18,2300,1339
6727,20,-600,1339
6728,19,1000,1339
6729,162,1,1339
6733,18,0,1343
6734,19,0,1343
6735,20,0,1343
6736,18,0,1344
6737,19,50,1344
6738,20,-50,1344
6739,18,0,1345
6740,20,0,1345
6741,19,0,1345
6742,18,0,1346
6743,19,0,1346
6744,20,0,1346
6748,18,0,1348
6749,20,0,1348
6750,19,0,1348
6751,18,50,1349
6752,19,-50,1349
6753,20,0,1349
6757,18,0,1351
6758,19,0,1351
6759,20,0,1351
6760,19,8000,1352
6766,17,25,1354
6767,18,1450,1354
6768,162,1,1354
6769,20,-130,1354
6770,19,800,1354
6793,18,0,1365
6794,19,0,1365
6795,20,0,1365
6796,19,60,1364
6797,20,-40,1364
6798,18,-20,1364
6803,20,-300,1352
6807,18,150,1384
6808,19,0,1384
6809,20,-150,1384
6810,18,-225,1386
6811,20,200,1386
6812,19,25,1386
6813,18,100,1387
6814,19,0,1387
6815,20,-100,1387
6824,176,1,1365
6833,18,0,1394
6834,19,100,1394
6835,20,-100,1394
6836,18,0,1395
6837,19,0,1395
6838,20,0,1395
6839,18,0,1396
6840,19,100,1396
6841,20,-100,1396
6847,18,200,1400
6848,19,-300,1400
6849,20,100,1400
6850,18,200,1401
6851,19,-200,1401
6852,20,0,1401
6853,18,-150,1402
6854,19,0,1402
6855,20,150,1402
6856,176,1,1402
6861,18,0,1409
6862,20,-350,1409
6863,19,3000,1409
6866,17,25,1410
6867,18,-100,1410
6868,20,-100,1410
6869,19,1064,1410
6870,18,0,1412
6871,19,0,1412
6872,20,0,1412
6874,18,0,1416
6875,19,0,1416
6876,20,0,1416
6877,183,251,1259
6878,184,351,1259
6892,19,200,1420
6893,183,485,1420
6894,184,793,1420
6897,18,100,1423
6898,19,-200,1423
6899,20,100,1423
6900,18,0,1424
6901,19,0,1424
6902,20,-100,1424
6906,19,1000,1426
6907,20,-500,1426
6908,18,0,1352
6909,18,-25,1427
6910,19,-75,1427
6911,20,100,1427
6912,18,0,1428
6913,19,0,1428
6914,20,0,1428
6915,18,0,1429
6916,20,0,1429
6917,19,0,1429
6918,18,0,1430
6919,20,0,1430
6920,19,0,1430
6921,18,0,1431
6922,20,0,1431
6923,19,0,1431
6924,18,0,1432
6925,20,0,1432
6926,19,0,1432
6927,18,0,1433
6928,20,0,1433
6929,19,0,1433
6930,18,0,1434
6931,20,0,1434
6932,19,0,1434
6933,18,100,1435
6934,20,-300,1435
6935,19,200,1435
6943,18,-100,1441
6944,19,100,1441
6945,20,0,1441
6946,18,0,1442
6947,20,0,1442
6948,19,0,1442
6949,18,0,1443
6950,18,0,1444
6951,20,-100,1444
6952,19,0,1444
6958,18,0,1446
6959,19,0,1446
6960,20,0,1446
6963,18,0,1448
6964,19,0,1448
6965,20,0,1448
6966,18,0,1449
6967,19,0,1449
6968,20,0,1449
6969,18,0,1450
6970,19,0,1450
6971,20,0,1450
6972,18,0,1451
6973,20,0,1451
6974,19,0,1451
6979,18,0,1453
6980,20,0,1453
6981,19,0,1453
6985,18,0,1455
6986,19,0,1455
6987,20,0,1455
6988,18,0,1456
6989,19,0,1456
6990,20,0,1456
6991,18,0,1457
6992,19,0,1457
6993,20,0,1457
6994,18,0,1458
6995,19,0,1458
6996,20,0,1458
7006,18,0,1462
7007,19,0,1462
7008,20,0,1462
7009,18,0,1463
7010,19,0,1463
7011,20,0,1463
7012,18,0,1464
7013,19,0,1464
7014,20,0,1464
7015,18,0,1465
7016,19,0,1465
7017,20,0,1465
7021,18,0,1467
7022,19,0,1467
7023,20,0,1467
7024,18,50,1468
7025,20,25,1468
7026,19,-75,1468
7027,18,50,1469
7028,20,25,1469
7029,19,-75,1469
7030,18,50,1470
7031,20,25,1470
7032,19,-75,1470
7033,18,0,1471
7034,20,0,1471
7035,19,0,1471
7036,18,0,1472
7037,19,-100,1472
7038,20,100,1472
7041,18,0,1473
7042,19,150,1473
7043,20,-150,1473
7046,18,0,1474
7047,19,125,1474
7048,20,-125,1474
7051,18,0,1475
7052,19,0,1475
7053,20,-100,1475
7054,18,0,1476
7055,19,0,1476
7056,20,-100,1476
7057,18,0,1477
7058,19,0,1477
7059,20,-100,1477
7060,18,-100,1479
7061,19,1125,1479
7062,20,200,1479
7063,183,1377,1479
7064,18,0,1480
7065,19,3100,1480
7066,20,-125,1480
7071,18,0,1482
7072,19,1250,1482
7073,20,-200,1482
7074,183,1377,1482
7075,18,400,1483
7076,19,-400,1483
7077,20,0,1483
7078,18,0,1484
7079,19,0,1484
7080,20,0,1484
7081,18,0,1485
7082,19,0,1485
7083,20,0,1485
7084,18,0,1486
7085,20,-500,1486
7086,19,3000,1486
7087,18,50,1487
7088,20,-150,1487
7089,19,1600,1487
7090,18,0,1488
7091,20,-100,1488
7092,19,1600,1488
7093,18,250,1489
7094,20,-250,1489
7095,19,1500,1489
7096,18,250,1490
7097,20,0,1490
7098,19,1250,1490
7102,18,0,1492
7103,19,200,1492
7104,20,-200,1492
7105,18,0,1493
7106,20,0,1493
7107,19,0,1493
7108,18,0,1494
7109,19,0,1494
7110,20,0,1494
7111,18,-50,1495
7112,19,-50,1495
7113,20,100,1495
7114,18,0,1496
7115,20,0,1496
7116,19,0,1496
7117,19,-75,1497
7118,18,50,1497
7119,20,25,1497
7120,18,200,1498
7121,19,-100,1498
7122,20,-100,1498
7124,18,200,1499
7125,20,-200,1499
7126,19,1100,1499
7127,18,-100,1500
7128,20,100,1500
7129,19,1100,1500
7130,18,-200,1501
7131,19,400,1501
7132,20,-200,1501
7133,18,0,1502
7134,20,-100,1502
7135,19,0,1502
7136,18,100,1503
7137,19,100,1503
7138,20,-200,1503
7139,18,-150,1504
7140,20,250,1504
7141,19,-150,1504
7142,18,150,1505
7143,20,0,1505
7144,19,-150,1505
7145,18,150,1506
7146,20,0,1506
7147,19,-150,1506
7148,18,400,1507
7149,20,-400,1507
7150,19,3000,1507
7151,18,-100,1508
7152,19,100,1508
7153,20,0,1508
7154,18,150,1509
7155,19,0,1509
7156,20,-250,1509
7157,18,100,1510
7158,19,100,1510
7159,20,-200,1510
7160,18,0,1511
7161,19,0,1511
7162,20,0,1511
7167,183,1387,1496
7169,184,1388,1498
7170,183,1389,1504
7176,18,0,1515
7177,19,0,1515
7178,20,0,1515
7179,18,0,1516
7180,19,0,1516
7181,20,0,1516
7182,18,100,1517
7183,20,-100,1517
7184,18,100,1518
7185,20,-100,1518
7186,19,0,1518
7187,18,350,1519
7188,19,300,1519
7189,20,350,1519
7203,18,0,1530
7204,20,0,1530
7205,19,0,1530
7206,18,-200,1531
7207,19,100,1531
7208,20,100,1531
7209,18,200,1532
7210,19,-100,1532
7211,20,-100,1532
7213,18,200,1533
7214,19,100,1533
7215,20,-300,1533
7222,18,0,1541
7223,20,0,1541
7224,18,0,1542
7225,19,0,1542
7226,20,0,1542
7227,18,0,1543
7228,20,-200,1543
7229,19,200,1543
7231,183,1390,1507
7232,19,0,1544
7233,18,0,1544
7234,20,0,1544
7235,18,0,1545
7236,19,0,1545
7237,20,0,1545
7238,18,0,1546
7239,19,0,1546
7240,20,0,1546
7241,18,0,1547
7242,19,0,1547
7243,20,0,1547
7244,18,0,1548
7245,19,300,1548
7246,20,-300,1548
7247,18,250,1549
7248,19,-150,1549
7249,20,-100,1549
7250,18,0,1550
7251,19,0,1550
7252,20,0,1550
7256,18,0,1552
7257,19,0,1552
7258,20,0,1552
7259,18,0,1553
7260,19,0,1553
7261,20,0,1553
7262,18,0,1554
7263,19,0,1554
7264,20,0,1554
7265,18,0,1555
7266,19,0,1555
7267,20,0,1555
7268,18,250,1556
7269,19,250,1556
7270,20,-500,1556
7271,18,0,1557
7272,19,0,1557
7273,20,0,1557
7274,18,0,1558
7275,19,0,1558
7276,20,0,1558
7277,18,0,1559
7278,19,0,1559
7279,20,0,1559
7280,18,550,1560
7281,19,0,1560
7282,20,0,1560
7283,18,300,1561
7284,19,0,1561
7285,20,0,1561
7286,18,400,1562
7287,19,0,1562
7288,20,0,1562
7289,18,0,1563
7290,19,0,1563
7291,20,0,1563
7292,18,0,1564
7293,20,0,1564
7294,19,0,1564
7295,18,100,1567
7296,20,0,1567
7297,19,-100,1567
7298,18,0,1568
7299,20,0,1568
7300,19,0,1568
7301,19,350,1569
7302,18,-150,1569
7303,20,-200,1569
7304,18,200,1570
7305,19,-100,1570
7306,20,-100,1570
7307,18,0,1571
7308,20,0,1571
7309,19,0,1571
7310,18,300,1574
7311,19,-100,1574
7312,20,-200,1574
7313,18,200,1575
7314,20,0,1575
7315,19,-200,1575
7316,18,250,1576
7317,20,0,1576
7318,19,-250,1576
7319,18,0,1577
7320,19,0,1577
7321,20,0,1577
7322,18,200,1578
7323,20,-100,1578
7324,19,-100,1578
7325,18,200,1579
7326,20,-100,1579
7327,19,-100,1579
7331,18,200,1581
7332,20,-100,1581
7333,19,-100,1581
7334,18,200,1582
7335,20,-100,1582
7336,19,-100,1582
7337,18,200,1583
7338,20,-100,1583
7339,19,-100,1583
7346,18,0,1586
7347,20,0,1586
7348,19,0,1586
7349,18,0,1587
7350,20,0,1587
7351,19,0,1587
7352,18,0,1588
7353,20,0,1588
7354,19,0,1588
7355,18,0,1589
7356,20,0,1589
7357,19,0,1589
7358,18,-100,1590
7359,19,0,1590
7360,20,100,1590
7361,18,-100,1591
7362,19,0,1591
7363,20,100,1591
7364,18,-100,1592
7365,19,0,1592
7366,20,100,1592
7367,18,-100,1593
7368,19,0,1593
7369,20,100,1593
7370,18,0,1594
7371,20,0,1594
7372,19,0,1594
7373,18,0,1595
7374,20,0,1595
7375,19,0,1595
7376,18,200,1596
7377,19,-100,1596
7378,20,-100,1596
7379,18,200,1597
7380,19,-100,1597
7381,20,-100,1597
7382,18,-100,1598
7383,19,200,1598
7384,20,-100,1598
7385,18,-100,1599
7386,19,200,1599
7387,20,-100,1599
7388,18,300,1600
7389,19,-100,1600
7390,20,-200,1600
7391,18,250,1601
7392,20,0,1601
7393,19,-250,1601
7395,19,-250,1602
7396,18,250,1602
7397,20,0,1602
7398,18,0,1603
7399,19,-200,1603
7400,20,200,1603
7404,18,300,1605
7405,19,0,1605
7406,20,-300,1605
7407,18,0,1607
7408,19,125,1607
7409,20,-125,1607
7412,18,0,1608
7413,19,150,1608
7414,20,-150,1608
7416,18,0,1609
7417,19,-100,1609
7418,20,100,1609
7421,18,100,1610
7422,19,100,1610
7423,20,-200,1610
7428,18,0,1615
7429,20,100,1615
7430,19,-100,1615
7431,19,0,1478
7432,18,0,1478
7433,20,0,1478
7434,20,-150,1443
7441,19,100,1622
7442,20,-100,1622
7443,18,0,1636
7444,19,0,1636
7445,20,0,1636
7446,19,0,1637
7447,18,0,1637
7448,20,0,1637
7455,18,-100,1640
7456,19,200,1640
7457,20,-100,1640
7458,18,0,1641
7459,20,0,1641
7460,19,0,1641
7461,18,0,1642
7462,20,0,1642
7463,19,0,1642
7464,18,0,1643
7465,20,0,1643
7466,18,0,1644
7467,20,0,1644
7468,19,0,1644
7469,18,-100,1645
7470,19,0,1645
7471,20,100,1645
7472,18,0,1646
7473,20,0,1646
7474,19,0,1646
7475,18,300,1647
7476,19,-100,1647
7477,20,-200,1647
7478,18,0,1648
7479,20,0,1648
7480,19,0,1648
7481,18,100,1649
7482,20,-300,1649
7483,19,200,1649
7487,18,-100,1651
7488,19,100,1651
7489,20,0,1651
7490,18,-25,1652
7491,19,-75,1652
7492,20,100,1652
7493,18,-25,1653
7494,19,-75,1653
7495,20,100,1653
7496,18,-25,1654
7497,19,-75,1654
7498,20,100,1654
7499,18,0,1655
7500,19,0,1655
7501,20,0,1655
7502,18,0,1656
7503,19,0,1656
7504,20,0,1656
7508,18,100,1660
7509,19,-100,1660
7510,20,0,1660
7511,18,-50,1661
7512,19,-50,1661
7513,20,100,1661
7514,18,100,1662
7515,19,-200,1662
7516,20,100,1662
7517,18,0,1663
7518,20,-100,1663
7519,19,100,1663
7520,18,100,1664
7521,19,-100,1664
7522,20,0,1664
7523,18,0,1665
7524,19,150,1665
7525,20,-150,1665
7530,153,1,1671
7534,18,150,1672
7535,19,100,1672
7536,20,-250,1672
7537,153,1,1673
7538,153,1,1674
7539,153,1,1675
7540,153,1,1676
7541,153,1,1677
7542,153,1,1678
7543,153,1,1679
7544,153,1,1680
7545,153,1,1681
7546,153,1,1682
7547,153,1,1683
7548,153,1,1684
7549,153,1,1685
7550,153,1,1686
7551,17,25,1671
7552,19,750,1671
7553,18,250,1671
7554,17,25,1673
7555,19,500,1673
7556,18,500,1673
7557,17,25,1674
7558,20,250,1674
7559,18,750,1674
7560,17,25,1675
7561,17,25,1676
7562,17,25,1677
7563,17,25,1678
7564,17,25,1679
7565,17,25,1680
7566,17,25,1681
7567,17,25,1682
7568,17,25,1683
7569,17,25,1684
7570,17,25,1685
7571,17,25,1686
7572,19,1000,1686
7573,18,250,1685
7574,20,750,1685
7575,20,333,1682
7576,19,333,1682
7578,20,750,1676
7579,19,250,1675
7580,20,250,1675
7581,18,500,1675
7582,19,500,1677
7583,18,250,1677
7584,20,250,1677
7585,19,250,1678
7586,18,250,1678
7587,20,500,1678
7588,18,1000,1683
7589,18,750,1684
7590,19,250,1684
7591,18,500,1679
7592,20,500,1679
7593,19,500,1681
7594,20,500,1681
7595,19,250,1676
7596,18,333,1682
7597,19,750,1680
7598,20,250,1680
7599,18,100,1687
7600,20,-50,1687
7601,19,-50,1687
7602,18,50,1688
7603,19,50,1688
7604,20,-100,1688
7607,18,150,1690
7608,19,-150,1690
7609,162,1,800
7614,18,0,1699
7615,19,100,1699
7616,20,-100,1699
7617,18,100,1700
7618,19,-100,1700
7619,20,0,1700
7620,18,-100,1701
7621,19,0,1701
7622,20,100,1701
7635,19,100,1706
7636,20,-100,1706
7641,18,100,1708
7642,20,-200,1708
7643,19,100,1708
7644,20,100,1720
7645,18,-100,1720
7647,18,100,1721
7648,20,-100,1721
7649,19,0,1721
7650,18,100,1722
7651,20,-100,1722
7652,19,0,1722
7653,18,100,1723
7654,20,-100,1723
7655,19,0,1723
7659,18,100,1725
7660,20,-150,1725
7661,19,50,1725
7662,18,100,1726
7663,19,-200,1726
7664,20,100,1726
7665,18,100,1727
7666,19,-200,1727
7667,20,100,1727
7668,18,200,1728
7669,20,-100,1728
7670,19,-100,1728
7671,18,-200,1729
7672,19,0,1729
7673,20,200,1729
7674,196,1,1442
7675,196,1,1530
7676,18,100,1731
7677,19,-200,1731
7678,20,100,1731
7679,20,-100,1709
7680,18,100,1709
7681,19,-100,1710
7682,20,100,1710
7691,18,-100,1734
7692,19,0,1734
7693,20,100,1734
7694,18,100,1735
7695,20,-200,1735
7696,19,100,1735
7697,18,0,1736
7698,20,100,1736
7699,19,-100,1736
7700,18,0,1737
7701,20,0,1737
7702,19,0,1737
7703,18,0,1738
7704,20,0,1738
7705,19,0,1738
7706,18,-100,1739
7707,20,100,1739
7708,19,0,1739
7709,153,1,1742
7710,17,25,1742
7711,19,500,1742
7712,18,500,1742
7713,18,-50,1743
7714,20,100,1743
7715,19,-50,1743
7716,18,0,1744
7717,20,0,1744
7718,19,0,1744
7719,18,-100,1745
7720,19,-100,1745
7721,20,200,1745
7722,18,-100,1746
7723,19,-100,1746
7724,20,200,1746
7728,18,100,1748
7729,19,-200,1748
7730,20,100,1748
7731,18,0,1749
7732,20,100,1749
7733,19,-100,1749
7734,18,100,1750
7735,19,100,1750
7736,20,-200,1750
7737,18,100,1751
7738,20,-300,1751
7739,19,200,1751
7740,18,200,1752
7741,19,-100,1752
7742,20,-100,1752
7743,18,100,1753
7744,20,-50,1753
7745,19,-50,1753
7746,18,100,1754
7747,20,-50,1754
7748,19,-50,1754
7749,18,100,1755
7750,20,-50,1755
7751,19,-50,1755
7752,18,0,1756
7753,19,100,1756
7754,20,-100,1756
7755,18,0,1757
7756,19,100,1757
7757,20,-100,1757
7758,18,0,1758
7759,19,100,1758
7760,20,-100,1758
7761,18,0,1759
7762,19,100,1759
7763,20,-100,1759
7764,18,100,1760
7765,20,-100,1760
7767,18,100,1761
7768,19,100,1761
7769,20,-200,1761
7770,18,100,1762
7771,20,-100,1762
7773,20,-100,1763
7774,19,100,1763
7776,18,75,1764
7777,19,-75,1764
7778,20,0,1764
7779,18,75,1765
7780,19,-75,1765
7781,20,0,1765
7782,18,75,1766
7783,19,-75,1766
7784,20,0,1766
7794,18,50,1711
7795,20,-100,1711
7796,19,50,1711
7797,18,100,1770
7798,20,-300,1770
7799,19,200,1770
7800,18,0,1771
7801,20,100,1771
7802,19,-100,1771
7803,18,0,1772
7804,20,0,1772
7805,19,0,1772
7806,18,75,1773
7807,19,-75,1773
7808,20,0,1773
7809,18,75,1774
7810,19,-75,1774
7811,20,0,1774
7812,18,100,1775
7813,19,-100,1775
7815,18,100,1776
7816,19,300,1776
7817,20,-400,1776
7818,18,50,1777
7819,19,50,1777
7820,20,-100,1777
7821,18,-200,1778
7822,19,0,1778
7823,20,200,1778
7827,18,-200,1780
7828,19,0,1780
