SourceText_lang,ID,ItemID,LegacyUpgradedItemID,StaticUpgradedItemID,SourceTypeEnum,Flags,LegacyItemID,UpgradeItemID[0],UpgradeItemID[1],UpgradeItemID[2],UpgradeItemID[3],UpgradeItemID[4],UpgradeItemID[5],UpgradeItemBonusListID[0],UpgradeItemBonusListID[1],UpgradeItemBonusListID[2],UpgradeItemBonusListID[3],UpgradeItemBonusListID[4],UpgradeItemBonusListID[5]
|cFFFFD200World Event:|r Gurubashi Arena|n,779,126948,0,0,6,0,0,151614,167731,187997,204336,0,0,3592,5805,7920,9354,0,0
|cFFFFD200World Event:|r Darkmoon Deathmatch|n,780,126949,0,0,6,0,0,151614,167731,187997,204336,0,0,3592,5805,7920,9354,0,0
|cFFFFD200Garrison Mission:|r The House Always Wins,781,128173,93889,0,1,0,44102,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Garrison Mission:|r The Wave Mistress,782,128169,93889,0,0,0,44102,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Garrison Mission:|r For Hate's Sake,783,128172,93889,0,0,0,44102,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Garrison Mission:|r The Consuming Void|n,784,128318,0,0,0,0,42992,151614,167731,187997,204336,0,0,3592,5805,7920,9354,0,0
|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n,785,133585,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n,786,133595,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n,787,133596,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n,788,133597,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Warlords of Draenor Mythic Dungeon Bosses|r|n|n,789,133598,0,0,0,1,0,167731,187997,204336,0,0,0,5817,7924,9354,0,0,0
|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rOrgrimmar - Gates of Orgrimmar|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers,790,140773,0,0,2,0,0,122339,122341,151615,167732,187998,204337,582,583,3592,5805,7920,9354
|cFFFFD200Profession: |rArchaeology|n|cFFFFD200Quest: |rNeltharion's Lair: Misdirected|n|cFFFFD200Zone: |rHighmountain,792,131733,0,0,0,0,0,151615,167732,187998,204337,0,0,3592,5805,7920,9354,0,0
|cFFFFD200Vendor: |rEstelle Gendry|n|cFFFFD200Zone: |rUndercity - The Rogues' Quarter|n|n|cFFFFD200Vendor: |rKrom Stoutarm|n|cFFFFD200Zone: |rIronforge - Hall of Explorers,793,151377,93843,0,2,1,42943,151378,151379,151385,0,0,0,582,583,3591,0,0,0
|cFFFFD200Legion Class Hall Mission:|r Assault on Felfire Armory,797,153130,0,0,0,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar,901,166752,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus,902,166770,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus,903,166766,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar,904,166756,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar,905,166755,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus,906,166767,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar,907,166753,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus,908,166769,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Mukra|n|cFFFFD200Zone: |rZuldazar,909,166754,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
|cFFFFD200Vendor: |rProvisioner Stoutforge|n|cFFFFD200Zone: |rBoralus,910,166768,0,0,-1,0,0,122338,122340,151614,167731,187997,204336,582,583,3592,5805,7920,9354
"|cFFFFD200World Event:|r Primal Storms|nGather and combine the Dimmed Primeval Fire,|nWater, Storm, and Earth. ",916,199686,0,0,6,0,0,187997,204336,0,0,0,0,7920,9354,0,0,0,0
