Pos[0],Pos[1],Pos[2],ID,ContinentID,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags
6630.66,-4605.93,560,5095,571,0,0,0,40,0,0,0,0,0,0,1160,0
6230.04,-4213.37,490,5096,571,0,0,0,35,0,0,0,0,0,0,1161,0
5245,-3422.66,342.361,5097,571,0,0,0,40,0,0,0,0,0,0,1162,0
6042.68,-1895.15,330,5098,571,0,0,0,40,0,0,0,0,0,0,1163,0
1322.28,-5742.74,137.475,5099,609,0,0,367,0,7.264,7.13,5.212,0,1,0,1164,0
1320.78,-5763.85,137.819,5100,609,0,0,367,0,8.149,3.909,5.733,0,1,0,1165,0
1330.72,-5755.86,137.48,5101,609,0,0,367,0,7.676,4.392,5.075,0,1,0,1166,0
1321.06,-5754.2,137.429,5102,609,0,0,367,0,9.819,6.171,4.644,0,1,0,1167,0
1328.69,-5771.26,137.774,5103,609,0,0,367,0,5.275,7.314,4.924,0,1,0,1168,0
1330.1,-5764.62,137.821,5104,609,0,0,367,0,8.725,4.932,4.186,0,1,0,1169,0
1330.72,-5748.67,137.393,5105,609,0,0,367,0,8.973,6.474,4.8,0,1,0,1170,0
1330.5,-5741.34,137.565,5106,609,0,0,367,0,7.662,7.904,2.694,0,1,0,1171,0
1321.79,-5748.83,137.382,5107,609,0,0,367,0,7.594,3.916,5.814,0,1,0,1172,0
6309.87,5950.04,81.9525,5108,571,0,0,0,0,14.46,6.961,21.33,5.059,1,0,1173,0
404.282,53.5383,252.428,5113,601,0,0,0,0,7.588,10.94,5,0.3108,1,0,1176,0
405.542,803.135,831.913,5115,601,0,0,0,0,24,8,5,0.6986,1,0,1177,0
3668.29,2174.63,36.2343,5117,571,0,0,0,0,8,22.5,5,5.538,1,0,1178,0
2479.34,-5495.73,421.841,5127,0,0,0,0,4,0,0,0,0,0,0,1179,0
2469.29,-5545.84,546.101,5128,0,0,0,0,4,0,0,0,0,0,0,1180,0
2362.55,-5574.54,421.838,5129,0,0,0,0,4,0,0,0,0,0,0,1181,0
2412.68,-5584.65,546.101,5130,0,0,0,0,4,0,0,0,0,0,0,1182,0
2558.37,-5612.56,421.835,5131,0,0,0,0,4,0,0,0,0,0,0,1183,0
2508.14,-5602.5,546.101,5132,0,0,0,0,4,0,0,0,0,0,0,1184,0
2441.37,-5691.42,421.834,5133,0,0,0,0,4,0,0,0,0,0,0,1185,0
2451.5,-5641.27,546.101,5134,0,0,0,0,4,0,0,0,0,0,0,1186,0
2427.67,-5548.64,542.091,5135,0,0,0,0,4,0,0,0,0,0,0,1187,0
2505.39,-5563.9,542.089,5136,0,0,0,0,2,0,0,0,0,0,0,1188,0
2419.03,-5622.17,542.071,5137,0,0,0,0,3,0,0,0,0,0,0,1189,0
2486.99,-5636.42,542.136,5138,0,0,0,0,3,0,0,0,0,0,0,1190,0
312.646,-291.173,104.702,5140,575,0,0,0,0,37.29,13.79,35.23,0,1,0,1192,0
1427.34,564.166,37.9877,5148,595,0,0,0,0,24,6,4,3.61,1,0,1193,0
-8758.78,-4469.58,-194,5150,1,0,0,0,0,17,15,18,6.222,1,0,1194,0
-4018.04,-12151,2.14809,5151,530,0,0,0,6,6,6,6,0,0,0,1195,0
-4105.23,-12068.7,3.36283,5152,530,0,0,0,6,6,6,6,0,0,0,1196,0
-4184,-12084.5,2.37328,5153,530,0,0,0,6,6,6,6,0,0,0,1197,0
-4156.46,-12123.5,0.432977,5154,530,0,0,0,6,6,6,6,0,0,0,1198,0
9348.22,-7351.72,12.6828,5158,530,0,0,0,6,0,0,0,0,0,0,1199,0
9290.88,-7356.09,24.001,5159,530,0,0,0,6,0,0,0,0,0,0,1200,0
9252.74,-7315.21,26.0069,5160,530,0,0,0,6,0,0,0,0,0,0,1201,0
9218.45,-7346.95,39.1145,5161,530,0,0,0,6,0,0,0,0,0,0,1202,0
6045.3,-652.204,369.477,5163,571,0,0,0,11.9942,0,0,0,0,0,0,1203,0
5765.54,-3579.86,386.929,5164,571,0,0,0,45.8188,0,0,0,0,0,0,1204,0
7028.99,-56.5802,810.804,5171,571,0,0,0,0,11.86,10.82,20,6.136,1,0,1207,0
6910.91,93.2576,807.826,5172,571,0,0,0,0,5.979,28.84,30,0.7996,1,0,1208,0
6959.41,12.0272,807.425,5173,571,0,0,0,0,21.62,4.962,20,5.522,1,0,1209,0
5753.28,-1479.34,234.4,5174,571,0,0,0,10,0,0,0,0,0,0,1210,0
5693.46,-1383.6,233.053,5175,571,0,0,0,10,0,0,0,0,0,0,1211,0
5951.35,-1850.41,248.309,5176,571,0,0,0,20,0,0,0,0,0,0,1212,0
5544.95,-1853.57,238.268,5177,571,0,170,0,0,74.1,66.95,166.1,0,1,0,1213,0
2235.44,1472.05,132.364,5181,595,0,0,0,0,8.719,11.58,6,0.4705,1,0,1214,0
6674.35,-199.667,951.205,5182,571,0,0,0,8,5.139,3.588,2,0.2398,0,0,1215,0
6123.03,-1090.65,403.297,5183,571,0,0,0,0,30,25,2,0,1,0,1216,0
6314.34,-1763.83,457.207,5187,571,0,0,371,0,1.942,1.758,12,0,1,0,1217,0
6153.93,-1075.59,402.307,5190,571,0,0,371,0,1.942,1.758,12,0,1,0,1218,0
3681.29,-1280.19,248.466,5191,571,0,0,0,0,11.1,3.257,10,0.8221,1,0,1219,0
3680.64,-1258.16,248.569,5192,571,0,0,0,0,11.1,3.1,10,5.572,1,0,1220,0
3659.26,-1281.22,248.566,5193,571,0,0,0,0,11.1,3.1,10,5.572,1,0,1221,0
3658.04,-1259.02,248.569,5194,571,0,0,0,0,11.1,3.257,10,0.8221,1,0,1222,0
3005.47,-3445.11,297.925,5196,533,0,0,0,0,9.3,1.718,8,0.02805,1,0,1223,0
3016.94,-3434.39,297.928,5197,533,0,0,0,0,9.3,1.718,8,4.714,1,0,1224,0
3005.67,-3423.28,297.927,5198,533,0,0,0,0,9.3,1.718,8,6.276,1,0,1225,0
2994.63,-3434.37,297.928,5199,533,0,0,0,0,9.3,1.718,8,4.728,1,0,1226,0
7115.28,-1632.58,820.486,5200,571,0,0,0,0,36,80,10,0.2128,1,0,1227,0
8414.79,-369.309,908,5204,571,0,0,0,0,40,80,10,5.54,1,0,1229,0
6700.48,-4666.02,458.285,5205,571,0,0,0,0,6.801,24.15,34,0.7707,1,0,1230,0
6976.54,-4396.33,457.5,5206,571,0,0,0,0,12,24,35,0.7707,1,0,1231,0
5675.43,480.919,659.194,5209,571,0,0,0,0,3.556,8.73,16,0.902,1,0,1232,0
1798.74,803.858,47.3647,5211,608,0,0,0,0,3.646,12.24,8,0.0123,1,0,1233,0
332.397,-1110.7,72.7744,5213,619,0,0,0,0,1.998,10.56,7,0.631,1,0,1234,0
3639.4,2027.2,6.5,5215,571,0,0,0,0,12.63,3.45,8,5.931,1,0,1235,0
5570.28,5766.9,-75.2257,5217,571,0,0,0,0,10.83,11.95,14,0,1,0,1236,0
765.146,-294.883,10,5224,618,0,0,0,0,20,20,10,0,1,0,1242,0
764.301,-272.007,10,5226,618,0,0,0,0,20,20,10,0,1,0,1243,0
6220.03,0.873372,411.973,5227,571,0,0,0,10,0,0,0,0,0,0,1244,0
1896.96,825.632,185,5231,604,0,0,0,0,4,17,20,1.553,1,0,1245,0
1913.79,644.727,144,5233,604,0,0,0,0,4,20,20,3.144,1,0,1246,0
523.231,-300.268,71.3605,5235,619,0,0,0,0,11.25,1.536,8,0,1,0,1247,0
3228.4,380.247,75,5241,615,0,0,0,0,15,3,25,0,1,0,1250,0
3442.63,260.951,-100,5243,571,0,0,0,0,3,15,25,0.08093,1,0,1251,0
6466.35,2038.31,570.751,5245,571,0,0,368,11.8786,0,0,0,0,0,0,1252,0
3869.84,6984.16,112.5,5246,571,2,0,608,0,2,9,10,0.03992,1,0,1253,0
6379.54,455.328,513.691,5248,571,0,169,0,14,0,0,0,6.018,0,0,1254,0
2110.99,1372.9,132.453,5249,595,0,0,0,7,0,0,0,0,0,0,1255,0
2199.55,1294.17,134.13,5250,595,0,0,0,7,9.9,9.9,1,0,0,0,1256,0
2148.53,1260.91,134.865,5251,595,0,0,0,7,0,0,0,0,0,0,1257,0
2233.9,1136.18,139.042,5252,595,0,0,0,7,0,0,0,0,0,0,1258,0
2325.31,1153.54,135.302,5253,595,0,0,0,7,0,0,0,0,0,0,1259,0
5172.12,-1666.76,410.336,5254,571,0,0,0,4,0,0,0,0,0,0,1260,0
2384.66,1202.81,134.041,5256,595,0,0,0,7,0,0,0,0,0,0,1261,0
4851.22,1463.7,209.749,5257,571,0,170,0,80,0,0,0,0,0,0,1262,0
5494.88,2839.81,420.811,5258,571,0,0,0,0,10,24,10,0,1,0,1263,2
-517.96,-103.653,156.624,5262,624,0,0,0,0,8.322,31.02,20,0,1,0,1264,0
1331.59,-4355.54,28.2718,5263,1,0,0,369,10,0,0,0,0,0,0,1265,0
1335.56,-4413.71,27.0781,5264,1,0,0,369,10,0,0,0,0,0,0,1266,0
1289.09,-4422.08,26.6106,5265,1,0,0,369,10,0,0,0,0,0,0,1267,0
1352.31,-4348.65,27.1383,5266,1,0,0,369,10,0,0,0,0,0,0,1268,0
1368.4,-4411,29.3492,5267,1,0,0,369,10,0,0,0,0,0,0,1269,0
1434.07,-4360.26,25.2354,5268,1,0,0,369,10,0,0,0,0,0,0,1270,0
1438.2,-4423.43,25.2354,5269,1,0,0,369,10,0,0,0,0,0,0,1271,0
1511.28,-4428.26,20.8918,5270,1,0,0,369,10,0,0,0,0,0,0,1272,0
1505.17,-4400.86,21.4227,5271,1,0,0,369,10,0,0,0,0,0,0,1273,0
1591.25,-4426.46,8.75606,5272,1,0,0,369,10,0,0,0,0,0,0,1274,0
5886.27,651.449,640,5273,571,0,0,0,6,0,0,0,0,0,0,1275,8
6316.85,-1740.33,456.68,5274,571,0,0,0,0,74.51,12.34,60,0,1,0,1276,0
6311.61,-1704.91,455.597,5275,571,0,0,0,0,74.51,12.34,60,0,1,0,1277,0
1981.12,841.819,144,5276,604,0,0,0,0,4,20,20,3.141,1,0,1278,0
1899.31,658.894,185,5277,604,0,0,0,0,4,17,20,4.703,1,0,1279,0
1920.17,-4126.34,42.9148,5279,1,0,175,0,5,0,0,0,0,0,0,1280,0
7239.67,1586.82,362.954,5280,571,0,0,0,14.4074,0,0,0,0,0,0,1281,0
7628.86,2060.73,600.259,5281,571,0,0,0,18,0,0,0,0,0,0,1282,0
7889.2,2057.98,600.259,5282,571,0,0,0,18,0,0,0,0,0,0,1283,0
5832.89,630.354,775,5283,571,0,0,0,0,240,201.6,200,5.789,1,0,1284,0
7487.44,2060.77,499.728,5284,571,0,0,0,0,215.9,230.7,248.5,0,1,0,1285,0
7761.55,2056.05,499.936,5285,571,0,0,0,0,317.6,152.3,154,0,1,0,1286,0
8110,1985.68,499.729,5286,571,0,0,0,0,353.6,340.4,336.5,0,1,0,1287,0
8151.9,2403.74,515.333,5287,571,0,0,0,0,435.4,466.6,409.8,0,1,0,2,0
3870.29,6984.2,153.847,5290,571,0,0,0,3,0,0,0,0,0,0,1289,0
1561.31,580.874,99.7639,5291,595,0,0,0,2.17077,0,0,0,0,0,0,1290,0
549.182,433.335,286,5292,601,0,0,0,0,15.56,15.56,3,0,1,0,1291,0
5157.16,2196.49,377.707,5294,571,0,0,0,4,0,0,0,0,0,0,1292,0
5088.93,2281.11,356.006,5296,571,0,0,0,4,0,0,0,0,0,0,1293,0
5116.47,3482.9,358.301,5298,571,0,0,0,4,0,0,0,0,0,0,1294,0
5022.31,3695.46,362.743,5300,571,0,0,0,4,0,0,0,0,0,0,1295,0
4327.36,3207.78,372.021,5302,571,0,0,0,4,0,0,0,0,0,0,1296,0
4344.14,2407.98,374.66,5304,571,0,0,0,4,0,0,0,0,0,0,1297,0
6784.68,1788.29,572.481,5305,571,0,0,0,0,93.34,10.71,50,6.206,1,0,1298,0
7024.48,2133.31,623.109,5306,571,0,0,0,11.6915,23.27,24.67,30,6.187,0,0,1299,0
7198.39,1968.57,572.001,5307,571,0,0,0,11.6915,23.27,24.67,30,6.187,0,0,1300,0
6978.62,1727.3,511.1,5308,571,0,0,0,11.6915,23.27,24.67,30,6.187,0,0,1301,0
8535.54,2660.67,650.353,5309,571,0,169,0,103,0,0,0,0,0,0,1302,0
5825.04,642.557,647.831,5310,571,0,0,0,2,0,0,0,0,0,0,1303,0
1921.7,-4147.27,40.4111,5311,1,0,176,0,5,0,0,0,0,0,0,1304,0
7143.62,1833.16,512.347,5312,571,0,0,0,23.9161,23.27,24.67,30,6.187,0,0,1305,0
7049.74,1759.08,502.245,5313,571,0,0,0,23.9161,23.27,24.67,30,6.187,0,0,1306,0
3538.93,358.568,52.2879,5314,571,0,0,0,12.0599,0,0,1,0,0,0,1307,0
3637.8,282.853,52.231,5315,571,0,0,0,12.0599,0,0,1,0,0,0,1308,0
3555.3,183.757,52.2934,5316,571,0,0,0,12.0599,0,0,1,0,0,0,1309,0
3451.58,263.978,52.2303,5317,571,0,0,0,12.0599,0,0,1,0,0,0,1310,0
3650.44,283.794,-120.173,5318,571,0,0,0,12.0599,0,0,1,0,0,0,1311,0
548.746,-1001.95,37.9397,5322,619,0,0,0,0,18.02,31.36,53.88,0.1614,1,0,1314,0
7796.74,-2970.72,1259.05,5323,571,0,0,0,0,29.04,14.4,20,5.821,1,0,1315,0
1330,800,-10,5326,617,0,0,0,0,214,216,20,90,1,0,1316,0
5832.89,501.11,657.373,5327,571,0,0,0,6.24339,0,0,0,0,0,0,1317,0
1289.72,736.613,3.1597,5328,617,0,0,0,0,40,10,20,0.003541,1,0,1318,0
1292.05,845.273,5.63066,5329,617,0,0,0,0,40,10,20,0.003541,1,0,1319,0
1238.08,780.106,3.15973,5330,617,0,0,0,0,100,8.5,9,4.711,1,0,1320,0
1348.5,792.828,3.82305,5331,617,0,0,0,0,100,8.5,9,4.703,1,0,1321,0
3798.62,3581.19,51.7186,5332,571,0,0,0,0,4.564,5.437,7.467,4.387,1,0,1322,0
3739.66,3567.29,290.785,5334,571,0,0,0,0,5.645,5.946,3.055,0,1,0,1323,0
3787.57,3558.11,473.322,5338,571,0,0,0,0,4.38,4.825,5.768,5.998,1,0,1324,0
3739.5,3567,341.564,5339,571,0,0,0,0,4.402,4.69,3.371,0,1,0,1325,0
3738.64,3567.67,298.522,5340,571,0,0,0,0,1.378,8.497,1.402,0,1,0,1326,0
3740.32,3567.88,298.522,5341,571,0,0,0,0,1.232,7.863,2.042,0,1,0,1327,0
754.597,1301.74,200,5342,616,0,0,0,0,600.9,964.8,30,0,1,0,1328,0
1244.43,764.601,21.4662,5347,617,0,0,0,11.1573,0,0,0,0,0,0,1331,0
1339.51,817.031,21.39,5348,617,0,0,0,10.1992,0,0,0,0,0,0,1332,0
1357.06,-323.051,36.8307,5354,607,0,0,0,4,0,0,0,0,0,0,1333,0
1367.55,219.315,37.0692,5355,607,0,0,0,4,0,0,0,0,0,0,1334,0
978.717,-3.43197,86.7146,5356,607,0,0,0,4,0,0,0,0,0,0,1335,0
2133.78,-312.115,441.233,5357,603,0,0,0,0,44.32,27.86,15,0,1,0,1336,0
-811.104,-158.974,450,5358,603,0,0,0,0,32.58,371.1,70,0,1,0,1337,0
-841.468,-147.115,450,5359,603,0,0,0,0,22.51,345.3,70,0,1,0,1338,0
7843.93,-799.789,1183.8,5360,571,0,0,0,12,0,0,0,0,0,0,1339,0
139.019,56.2014,409.804,5369,603,0,0,0,8,0,0,0,0,0,0,1347,0
3097.92,155.197,30.204,5372,1,0,0,0,2,0,0,0,0,0,0,1349,0
1321.07,-2248.13,91.6852,5373,1,0,0,0,0,48.35,34.63,23.03,5.29,1,0,1350,0
-5625.9,-3809.03,314.184,5374,0,0,0,0,11.2506,12.79,31.38,0,0,0,0,1351,0
-5589.69,-3926.86,323.276,5375,0,0,0,0,11.2506,12.79,31.38,0,0,0,0,1352,0
-5690.83,-3999.52,327.133,5376,0,0,0,0,11.2506,12.79,31.38,0,0,0,0,1353,0
-5730.16,-3943.85,322.408,5377,0,0,0,0,11.2506,12.79,31.38,0,0,0,0,1354,0
9364.36,-1113.44,1320,5379,571,0,0,0,0,14,50,160,6.28,1,0,1355,0
-927,-149.059,550,5381,603,0,0,0,0,10,60,170,0,1,0,1356,0
-771.43,-149.452,430.078,5388,603,0,0,0,19.0628,0,0,0,0,0,0,1357,0
2265.21,-3140.96,120.771,5389,1,0,0,0,9,0,0,0,0,0,0,1358,0
1800,-22.9766,420.953,5390,603,0,0,0,0,75,200,30,0,1,0,1359,4
8466.18,871.097,547.293,5392,571,0,0,0,14.5458,13.71,11.9,0,0,0,0,1361,0
7428.12,58.6523,3.21054,5393,1,0,0,0,26.4335,0,0,0,0,0,0,1362,0
7444.37,-323.428,8.01416,5394,1,0,0,0,10.2201,0,0,0,0,0,0,1363,0
7371.28,-227.892,8.31884,5397,1,0,0,0,13.6664,0,0,0,0,0,0,1365,0
583.055,-9.90875,409.804,5398,603,0,0,0,0,60,60,60,0,1,0,1366,0
1752.9,-27.0066,448.805,5399,603,0,0,0,0,7.291,42.09,5,0,1,0,1367,0
1637.89,-164.639,427.259,5400,603,0,0,0,0,1.797,21.2,13.34,0,1,0,1368,0
1640.77,-164.218,427.262,5401,603,0,0,0,0,1.797,21.2,13.34,0,1,0,1369,0
2309.72,1430,388,5402,603,0,0,0,0,170,2420,44,0,1,0,1370,0
8484.93,927.895,547.309,5403,571,0,0,0,0,16.63,57.77,10,0,1,0,1371,0
8574.47,667.114,547.374,5404,571,0,0,0,0,40.43,17,10,1.405,1,0,1372,0
8421.39,704.43,547.337,5405,571,0,0,0,0,35.49,13.42,10,0,1,0,1373,0
2416.59,-2508.52,109.153,5406,1,0,170,0,8,0,0,0,0,0,0,1374,0
2436.24,-2486.47,106.331,5407,1,0,170,0,8,0,0,0,0,0,0,1375,0
2478.29,-2520.91,105.353,5408,1,0,170,0,8,0,0,0,0,0,0,1376,0
2486.77,-2486.07,111.144,5409,1,0,170,0,8,0,0,0,0,0,0,1377,0
2510.57,-2521.3,105.406,5410,1,0,170,0,8,0,0,0,0,0,0,1378,0
-349.794,-106.074,409.804,5414,603,0,0,0,0,50.39,405,102.7,0,1,0,1381,0
-181.2,72.6783,420.737,5415,603,0,0,0,0,71.91,214.5,102.7,0,1,0,1382,0
74.2585,-184.422,413.292,5416,603,0,0,0,0,54.7,100,24.48,0,1,0,1383,0
117.374,179.935,409.804,5417,603,0,0,0,0,50,188.4,24.48,0,1,0,1384,0
-705.737,-92.3008,429.873,5420,603,0,0,0,6.64613,0,0,0,0,0,0,1386,0
131.036,-128.303,409.804,5423,603,0,0,0,8,0,0,0,0,0,0,1387,0
-54.9102,-66.9396,409.804,5426,603,0,0,0,0,50,188.4,24.48,0,1,0,1390,0
588.018,62.7487,404.621,5427,603,0,0,0,0,60,60,60,0,1,0,1391,0
-401.944,-14.5491,409.804,5428,603,0,0,0,0,50,250,24.48,0,1,0,1392,0
2470.09,-3489.47,92.3263,5431,1,0,0,0,0,26.37,19.3,15.05,0,1,0,1395,0
2307.1,1415,415.55,5432,603,0,0,0,0,6,2420,1,0,1,0,1396,0
1629.08,-308.357,390,5433,603,0,0,0,0,180,180,4,0,1,0,1397,0
2498.46,-3448.03,105.733,5434,1,0,0,0,0,43.9,35.88,15.05,0,1,0,1398,0
2409.35,-3489.84,92.3834,5435,1,0,0,0,0,26.37,19.3,15.05,0,1,0,1399,0
2429.53,-3427.71,99.1642,5436,1,0,0,0,0,26.37,19.3,15.05,0,1,0,1400,0
2379.64,-3542.42,92.33,5437,1,0,0,0,0,14.47,54.3,15.05,0,1,0,1401,0
2469.92,-3552.87,99.3029,5438,1,0,0,0,0,7.159,21.06,15.05,0,1,0,1402,0
2453.51,-3519.72,99.3147,5439,1,0,0,0,0,7.159,21.06,15.05,0.9219,1,0,1403,0
4200.28,5265.83,31.667,5440,571,0,0,372,2.81802,0,0,0,0,0,0,1404,0
44.4721,-32.5588,409.804,5442,603,0,0,0,0,50,250,24.48,0,1,0,1405,0
-513.849,31.7683,409.804,5443,603,0,0,0,0,50.39,405,102.7,0,1,0,1406,0
801.663,-278.857,-24,5447,618,0,0,0,0,500,500,50,0,1,0,1410,0
4805.77,104.267,41.5691,5449,1,0,0,0,12,0,0,0,0,0,0,1411,0
7358.82,-1109.92,47.4876,5450,1,0,169,0,13.2465,0,0,0,0,0,0,1412,0
7354.54,-1211.72,107.515,5451,1,0,169,0,13.2465,0,0,0,0,0,0,1413,0
15634.2,-15578,39.7625,5453,451,0,0,372,30,0,0,0,0,0,0,1415,0
4561.98,436.694,73.7486,5455,1,0,0,0,0,12.69,0.9265,6.227,0.6379,1,0,1417,0
4590.81,393.325,18.9941,5456,1,0,0,0,10.2138,12.14,11.18,0,0,0,0,1418,0
4866.42,5168.27,-83.3884,5460,571,0,0,0,0,2.338,26.7,20.04,0.4056,1,0,1420,0
4880.21,5173.42,-83.111,5461,571,0,0,0,0,2.338,26.7,20.04,0.4056,1,0,1421,0
-6161.17,-1332.44,-168.592,5462,1,0,0,0,0,1.271,13.48,11,5.534,1,0,1422,0
-6154.7,-1339.48,-168.311,5463,1,0,0,0,0,1.943,13.79,11,5.534,1,0,1423,0
-6159.64,-1334.02,-168.114,5464,1,0,0,0,0,1.184,13.54,11,5.534,1,0,1424,0
265.97,-3050.32,96.8929,5465,1,0,0,0,8.44884,11.03,9.232,0,0,0,0,1425,0
10708.3,762.049,1321.15,5466,1,0,0,0,11.9604,0,0,0,0,0,0,1426,0
9859.35,588.733,1300.63,5467,1,0,0,0,13.8814,0,0,0,0,0,0,1427,0
10675.8,1856.85,1324.07,5468,1,0,0,0,12.66,0,0,0,0,0,0,1428,0
9553.69,1655.02,1299.32,5469,1,0,0,0,12.0646,0,0,0,0,0,0,1429,0
-1465.79,-3306.51,211.675,5472,1,0,0,0,19.5426,0,0,0,0,0,0,1430,0
743.663,-272.491,28.6841,5473,618,0,0,0,0,2.3,96.61,10,0,1,0,1431,0
783.203,-271.969,28.69,5474,618,0,0,0,0,2.3,95,10,0,1,0,1432,0
744.226,132.111,150,5475,649,0,0,0,0,150,165,30,1.57,1,0,1433,0
9784.41,1564.06,1299.72,5476,1,0,0,0,0,12.02,12.53,10,5.926,1,0,1434,0
16217.3,16185.5,69.8134,5477,451,0,0,0,0,28.11,22.41,17.27,0,1,0,1435,0
9796.1,1596.64,1300.58,5478,1,0,0,0,8.03561,0,0,0,0,0,0,1436,0
9777.61,1560.25,1266.33,5479,1,0,0,0,8.03561,0,0,0,0,0,0,1437,0
9860.96,1505.74,1270.4,5480,1,0,0,0,8.03561,0,0,0,0,0,0,1438,0
10452.4,843.363,1380.25,5481,1,0,0,0,3.951,0,0,0,0,0,0,1439,0
-760.2518,-3577.2415,93.83567,5482,1,0,0,0,15.1588,0,0,0,0,0,0,1440,0
-440.948,-3389.76,92.9448,5483,1,0,0,0,122.188,0,0,0,0,0,0,1441,0
-1417.72,1372.91,35.5559,5484,638,0,0,0,0,7.397,37.73,4.685,0,1,0,1442,0
-1048,-288.609,159.03,5485,1,0,0,0,13.3561,0,0,0,0,0,0,1443,0
438.021,1019.71,124.58,5486,1,0,0,0,30,0,0,0,0,0,0,1444,0
541.866,976.786,117.07,5487,1,0,0,0,30,0,0,0,0,0,0,1445,0
581.104,1094.53,121.298,5488,1,0,0,0,30,0,0,0,0,0,0,1446,0
445.34,1095.55,122.953,5489,1,0,0,0,30,0,0,0,0,0,0,1447,0
324.358,998.672,156.757,5490,1,0,0,0,30,0,0,0,0,0,0,1448,0
790.564,620.514,411.938,5491,650,0,0,0,0,97.29,1,20,1.581,1,0,1449,0
793.123,618.575,412.39,5492,650,0,0,0,0,70.43,1,20,1.576,1,0,1450,0
16807.8,-8298.36,-525.097,5493,451,0,0,0,2,0,0,0,0,0,0,1451,0
16742.2,-8266.23,0.506853,5495,451,0,0,0,1,0,0,0,0,0,0,1452,0
-8068.02,1482.13,8.9315,5497,648,0,378,0,15,0,0,0,0,0,0,1453,0
-8179.47,1321.38,27.5988,5498,648,0,378,0,15,0,0,0,0,0,0,1454,0
-8507.68,1342.83,101.724,5499,648,0,378,0,15,0,0,0,0,0,0,1455,0
8454.51,459.434,596.072,5500,571,0,0,0,6.48884,8.09,6.413,0,0,0,0,1456,0
2574.1997,-4530.8647,144.832,5501,1,0,0,0,68.9876,0,0,0,0,0,0,1457,0
2943.15,-4981.49,125.75,5502,1,0,0,0,15.2388,0,0,0,0,0,0,1458,0
8515.21,744.413,562.906,5503,571,1,0,0,0,26,12,12,0,1,0,1459,0
8562.6,791.785,562.899,5505,571,1,0,0,0,12,26,12,0,1,0,1460,0
563.455,68.4323,401.192,5508,649,0,0,0,0,40,16,14,0,1,0,1461,0
819.269,618.674,418,5510,650,0,0,0,0,18,42,15,0,1,0,1462,0
-339.344,814.026,94.1686,5511,1,0,0,0,0,51.78,50.33,28.33,2.324,1,0,1463,0
-242.387,721.378,100.895,5512,1,0,0,0,0,54.91,87.51,26.22,0,1,0,1464,0
-88.3003,772.165,132.892,5513,1,0,0,0,0,31.55,30.97,34.22,0,1,0,1465,0
75.0747,886.701,143.046,5514,1,0,0,0,0,80.4,51.84,34.22,5.567,1,0,1466,0
2748.95,-5287.31,114.944,5515,1,0,0,0,15.7924,0,0,0,0,0,0,1467,0
2563.24,-5263.28,110.971,5516,1,0,0,0,11.1787,0,0,0,0,0,0,1468,0
2637.41,-5433.21,115.002,5517,1,0,0,0,9.53874,0,0,0,0,0,0,1469,0
7886.83,-2500.47,489.294,5518,1,0,0,0,0,23.55,57.69,40,4.783,1,0,1470,0
-490.33,2643.86,60,5521,1,0,0,0,0,42.47,29.89,46.49,0,1,0,1473,0
-834.097,2544.83,111.67,5522,1,0,0,0,0,42.47,29.89,46.49,0,1,0,1474,0
-500.472,2857.58,20.1086,5523,1,0,0,0,0,67.82,69.51,190,0,1,0,1475,0
-248.514,2760.63,50,5524,1,0,0,0,0,57.77,70.77,46.49,0,1,0,1476,0
124.339,2929.49,55.0682,5525,1,0,0,0,0,75.29,66.37,46.49,0,1,0,1477,0
8.29167,2639.1,80.8471,5526,1,0,0,0,0,64.84,78.93,46.49,0,1,0,1478,0
545.486,2944.72,2.66718,5527,648,0,0,0,8,0,0,0,0,0,0,1479,0
1049.31,-225,81.1381,5530,628,0,0,0,19,0,0,0,0,0,0,1481,0
-1927.81,2080.97,0.137946,5534,654,0,0,385,0,87.29,78.69,56.8,0,1,0,1483,0
1216.88,-763.715,48.9163,5535,628,0,0,0,0,119.5,162,50,0,1,0,1484,0
350.885,-832.693,50,5536,628,0,0,0,0,107,126.4,50,0,1,0,1485,0
-1963.07,545.161,166.422,5541,1,0,170,0,0,103.8,74.76,72.19,0,1,0,1489,0
-1848.23,2594.44,5.12617,5542,655,0,183,0,0,6.214,46.43,8.8,1.829,1,0,1517,0
-1831.39,2626.84,1.45103,5543,655,0,183,0,0,7.699,49.66,8.8,3.372,1,0,1517,0
-1881.11,2564.81,1.29513,5544,655,0,183,0,0,7.236,53.66,8.8,2.566,1,0,1517,0
-1890.03,2537.66,1.84852,5545,655,0,183,0,0,5.88,12.08,10.9,3.941,1,0,1517,0
-1960.59,2483.71,6.51348,5546,655,0,183,0,0,14.86,64.28,10.9,2.06,1,0,1517,0
-2016.55,2461.07,5.79721,5547,655,0,183,0,0,20.91,53.04,8.8,1.694,1,0,1517,0
-2061.94,2475.31,1.66365,5548,655,0,183,0,0,7.613,48,8.8,1.386,1,0,1517,0
-2086.06,2463.62,6.02905,5549,655,0,183,0,0,9.527,31.63,8.8,2.942,1,0,1517,0
-2115.41,2448.1,8.00583,5550,655,0,183,0,0,6.214,46.43,8.8,1.725,1,0,1517,0
