ID,DifficultyID,JournalEncounterSectionID
1910,6,4351
1911,2,4138
1912,4,4138
1913,5,4138
1914,6,4138
1915,2,4139
1916,4,4139
1917,5,4139
1918,6,4139
1919,2,4140
1920,4,4140
1921,5,4140
1922,6,4140
1923,2,4141
1924,4,4141
1925,5,4141
1926,6,4141
1927,2,4142
1928,4,4142
1929,5,4142
1930,6,4142
1931,1,4160
1932,3,4160
1933,2,4150
1934,4,4150
1935,2,4143
1936,4,4143
1937,2,4144
1938,4,4144
1939,2,4151
1940,4,4151
1941,2,4145
1942,4,4145
1943,2,4152
1944,4,4152
1945,2,4153
1946,4,4153
1947,2,4154
1948,4,4154
1949,2,4155
1950,4,4155
1951,2,4156
1952,4,4156
1953,2,4146
1954,4,4146
1955,2,4147
1956,4,4147
1957,2,4148
1958,4,4148
1959,2,4157
1960,4,4157
1961,1,4149
1962,3,4149
1963,2,4167
1964,4,4167
1965,2,4169
1966,4,4169
1967,2,4170
1968,4,4170
1969,2,4171
1970,4,4171
1971,2,4175
1972,4,4175
1973,2,4168
1974,4,4168
1975,2,4172
1976,4,4172
1977,2,4173
1978,4,4173
1979,2,4174
1980,4,4174
1981,1,4166
1982,3,4166
1983,1,4376
1984,3,4376
2001,1,4472
2002,2,4472
2003,3,4472
2004,4,4472
2005,1,4473
2006,2,4473
2007,3,4473
2008,4,4473
2009,1,4474
2010,2,4474
2011,3,4474
2012,4,4474
2029,1,4547
2030,2,4547
2031,3,4547
2032,4,4547
2033,1,4566
2034,2,4566
2035,3,4566
2036,4,4566
2037,1,4548
2038,2,4548
2039,3,4548
2040,4,4548
2041,1,4549
2042,2,4549
2043,3,4549
2044,4,4549
2045,1,4550
2046,2,4550
2047,3,4550
2048,4,4550
2049,1,4551
2050,2,4551
2051,3,4551
2052,4,4551
2053,1,4555
2054,2,4555
2055,3,4555
2056,4,4555
2057,1,4574
2058,2,4574
2059,3,4574
2060,4,4574
2061,1,4575
2062,2,4575
2063,3,4575
2064,4,4575
2065,1,4556
2066,2,4556
2067,3,4556
2068,4,4556
2069,1,4576
2070,2,4576
2071,3,4576
2072,4,4576
2073,1,4577
2074,2,4577
2075,3,4577
2076,4,4577
2077,1,4578
2078,2,4578
2079,3,4578
2080,4,4578
2081,1,4557
2082,2,4557
2083,3,4557
2084,4,4557
2085,1,4579
2086,2,4579
2087,3,4579
2088,4,4579
2089,1,4580
2090,2,4580
2091,3,4580
2092,4,4580
2093,1,4558
2094,2,4558
2095,3,4558
2096,4,4558
2097,1,4581
2098,2,4581
2099,3,4581
2100,4,4581
2101,1,4582
2102,2,4582
2103,3,4582
2104,4,4582
2105,1,4583
2106,2,4583
2107,3,4583
2108,4,4583
2109,1,4559
2110,2,4559
2111,3,4559
2112,4,4559
2113,1,4590
2114,2,4590
2115,3,4590
2116,4,4590
2117,1,4591
2118,2,4591
2119,3,4591
2120,4,4591
2121,1,4592
2122,2,4592
2123,3,4592
2124,4,4592
2125,1,4567
2126,2,4567
2127,3,4567
2128,4,4567
2129,1,4560
2130,2,4560
2131,3,4560
2132,4,4560
2133,1,4593
2134,2,4593
2135,3,4593
2136,4,4593
2137,1,4594
2138,2,4594
2139,3,4594
2140,4,4594
2141,1,4595
2142,2,4595
2143,3,4595
2144,4,4595
2145,1,4561
2146,2,4561
2147,3,4561
2148,4,4561
2149,1,4596
2150,2,4596
2151,3,4596
2152,4,4596
2153,1,4608
2154,2,4608
2155,3,4608
2156,4,4608
2157,1,4609
2158,2,4609
2159,3,4609
2160,4,4609
2161,1,4610
2162,2,4610
2163,3,4610
2164,4,4610
2165,1,4611
2166,2,4611
2167,3,4611
2168,4,4611
2169,1,4612
2170,2,4612
2171,3,4612
2172,4,4612
2173,1,4562
2174,2,4562
2175,3,4562
2176,4,4562
2177,1,4597
2178,2,4597
2179,3,4597
2180,4,4597
2181,1,4598
2182,2,4598
2183,3,4598
2184,4,4598
2185,1,4599
2186,2,4599
2187,3,4599
2188,4,4599
2189,1,4563
2190,2,4563
2191,3,4563
2192,4,4563
2193,1,4600
2194,2,4600
2195,3,4600
2196,4,4600
2197,1,4601
2198,2,4601
2199,3,4601
2200,4,4601
2201,1,4602
2202,2,4602
2203,3,4602
2204,4,4602
2205,1,4603
2206,2,4603
2207,3,4603
2208,4,4603
2209,1,4564
2210,2,4564
2211,3,4564
2212,4,4564
2213,1,4613
2214,2,4613
2215,3,4613
2216,4,4613
2217,1,4614
2218,2,4614
2219,3,4614
2220,4,4614
2221,1,4615
2222,2,4615
2223,3,4615
2224,4,4615
2225,1,4616
2226,2,4616
2227,3,4616
2228,4,4616
2229,1,4565
2230,2,4565
2231,3,4565
2232,4,4565
2233,1,4604
2234,2,4604
2235,3,4604
2236,4,4604
2237,1,4605
2238,2,4605
2239,3,4605
2240,4,4605
2241,1,4606
2242,2,4606
2243,3,4606
2244,4,4606
2245,1,4607
2246,2,4607
2247,3,4607
2248,4,4607
2249,1,4496
2250,2,4496
2251,3,4496
2252,4,4496
2253,1,4497
2254,2,4497
2255,3,4497
2256,4,4497
2257,1,4498
2258,2,4498
2259,3,4498
2260,4,4498
2261,1,4499
2262,2,4499
2263,3,4499
2264,4,4499
2265,1,4500
2266,2,4500
2267,3,4500
2268,4,4500
2269,1,4476
2270,2,4476
2271,3,4476
2272,4,4476
2273,1,4477
2274,2,4477
2275,3,4477
2276,4,4477
2277,1,4478
2278,2,4478
2279,3,4478
2280,4,4478
2281,1,4479
2282,2,4479
2283,3,4479
2284,4,4479
2285,1,4386
2286,2,4386
2287,3,4386
2288,4,4386
2289,1,4387
2290,2,4387
2291,3,4387
2292,4,4387
2293,1,4388
2294,2,4388
2295,3,4388
2296,4,4388
2297,1,4389
2298,2,4389
2299,3,4389
2300,4,4389
2301,1,4390
2302,2,4390
2303,3,4390
2304,4,4390
2305,1,4538
2306,2,4538
2307,3,4538
2308,4,4538
2309,1,4539
2310,2,4539
2311,3,4539
2312,4,4539
2313,1,4540
2314,2,4540
2315,3,4540
2316,4,4540
2317,1,4541
2318,2,4541
2319,3,4541
2320,4,4541
2321,1,4542
2322,2,4542
2323,3,4542
2324,4,4542
2325,1,4532
2326,2,4532
2327,3,4532
2328,4,4532
2329,1,4533
2330,2,4533
2331,3,4533
2332,4,4533
2333,1,4648
2334,2,4648
2335,3,4648
2336,4,4648
2337,1,4508
2338,2,4508
2339,3,4508
2340,4,4508
2341,1,4509
2342,2,4509
2343,3,4509
2344,4,4509
2345,1,4510
2346,2,4510
2347,3,4510
2348,4,4510
2349,1,4511
2350,2,4511
2351,3,4511
2352,4,4511
2353,1,4512
2354,2,4512
2355,3,4512
2356,4,4512
2357,1,4513
2358,2,4513
2359,3,4513
2360,4,4513
2361,1,4514
2362,2,4514
2363,3,4514
2364,4,4514
2365,1,4515
2366,2,4515
2367,3,4515
2368,4,4515
2369,1,4516
2370,2,4516
2371,3,4516
2372,4,4516
2373,1,4517
2374,2,4517
2375,3,4517
2376,4,4517
2377,1,4519
2378,2,4519
2379,3,4519
2380,4,4519
2381,1,4520
2382,2,4520
2383,3,4520
2384,4,4520
2385,1,4521
2386,2,4521
2387,3,4521
2388,4,4521
2389,1,4522
2390,2,4522
2391,3,4522
2392,4,4522
2393,1,4518
2394,2,4518
2395,3,4518
2396,4,4518
2397,1,4501
2398,2,4501
2399,3,4501
2400,4,4501
2401,1,4502
2402,2,4502
2403,3,4502
2404,4,4502
2405,1,4503
2406,2,4503
2407,3,4503
2408,4,4503
2409,1,4494
2410,2,4494
2411,3,4494
2412,4,4494
2413,1,4495
2414,2,4495
2415,3,4495
2416,4,4495
2417,1,4504
2418,2,4504
2419,3,4504
2420,4,4504
2421,1,4505
2422,2,4505
2423,3,4505
2424,4,4505
2425,1,4506
2426,2,4506
2427,3,4506
2428,4,4506
2429,1,4492
2430,2,4492
2431,3,4492
2432,4,4492
2433,1,4493
2434,2,4493
2435,3,4493
2436,4,4493
2437,1,4491
2438,2,4491
2439,3,4491
2440,4,4491
2465,1,4482
2466,2,4482
2467,3,4482
2468,4,4482
2469,1,4483
2470,2,4483
2471,3,4483
2472,4,4483
2473,1,4484
2474,2,4484
2475,3,4484
2476,4,4484
2477,1,4471
2478,2,4471
2479,3,4471
2480,4,4471
2481,1,4391
2482,2,4391
2483,3,4391
2484,4,4391
2485,1,4398
2486,2,4398
2487,3,4398
2488,4,4398
2489,1,4399
2490,2,4399
2491,3,4399
2492,4,4399
2493,1,4400
2494,2,4400
2495,3,4400
2496,4,4400
2497,1,4401
2498,2,4401
2499,3,4401
2500,4,4401
2501,1,4402
2502,2,4402
2503,3,4402
2504,4,4402
2505,1,4403
2506,2,4403
2507,3,4403
2508,4,4403
2509,1,4392
2510,2,4392
2511,3,4392
2512,4,4392
2513,1,4404
2514,2,4404
2515,3,4404
2516,4,4404
2517,1,4405
2518,2,4405
2519,3,4405
2520,4,4405
2521,1,4406
2522,2,4406
2523,3,4406
2524,4,4406
2525,1,4407
2526,2,4407
2527,3,4407
2528,4,4407
2529,1,4408
2530,2,4408
2531,3,4408
2532,4,4408
2533,1,4409
2534,2,4409
2535,3,4409
2536,4,4409
2537,1,4410
2538,2,4410
2539,3,4410
2540,4,4410
2541,1,4393
2542,2,4393
2543,3,4393
2544,4,4393
2545,1,4411
2546,2,4411
2547,3,4411
2548,4,4411
2549,1,4412
2550,2,4412
2551,3,4412
2552,4,4412
2553,1,4413
2554,2,4413
2555,3,4413
2556,4,4413
2557,1,4414
2558,2,4414
2559,3,4414
2560,4,4414
2561,1,4415
2562,2,4415
2563,3,4415
2564,4,4415
2565,1,4416
2566,2,4416
2567,3,4416
2568,4,4416
2569,1,4394
2570,2,4394
2571,3,4394
2572,4,4394
2573,1,4417
2574,2,4417
2575,3,4417
2576,4,4417
2577,1,4418
2578,2,4418
2579,3,4418
2580,4,4418
2581,1,4419
2582,2,4419
2583,3,4419
2584,4,4419
2585,1,4420
2586,2,4420
2587,3,4420
2588,4,4420
2589,1,4421
2590,2,4421
2591,3,4421
2592,4,4421
2593,1,4395
2594,2,4395
2595,3,4395
2596,4,4395
2597,1,4422
2598,2,4422
2599,3,4422
2600,4,4422
2601,1,4423
2602,2,4423
2603,3,4423
2604,4,4423
2605,1,4424
2606,2,4424
2607,3,4424
2608,4,4424
2609,1,4425
2610,2,4425
2611,3,4425
2612,4,4425
2613,1,4396
2614,2,4396
2615,3,4396
2616,4,4396
2617,1,4426
2618,2,4426
2619,3,4426
2620,4,4426
2621,1,4427
2622,2,4427
2623,3,4427
2624,4,4427
2625,1,4428
2626,2,4428
2627,3,4428
2628,4,4428
2629,1,4429
2630,2,4429
2631,3,4429
2632,4,4429
2633,1,4397
2634,2,4397
2635,3,4397
2636,4,4397
2637,1,4430
2638,2,4430
2639,3,4430
2640,4,4430
2641,1,4431
2642,2,4431
2643,3,4431
2644,4,4431
2645,1,4432
2646,2,4432
2647,3,4432
2648,4,4432
2649,1,4433
2650,2,4433
2651,3,4433
2652,4,4433
2653,1,4434
2654,2,4434
2655,3,4434
2656,4,4434
2657,1,4480
2658,2,4480
2659,3,4480
2660,4,4480
2661,1,4481
2662,2,4481
2663,3,4481
2664,4,4481
2665,1,4645
2666,2,4645
2667,3,4645
2668,4,4645
2669,1,4646
2670,2,4646
2671,3,4646
2672,4,4646
2673,1,4647
2674,2,4647
2675,3,4647
2676,4,4647
2677,1,4655
2678,2,4655
2679,3,4655
2680,4,4655
2681,1,4656
2682,2,4656
2683,3,4656
2684,4,4656
2685,1,4716
2686,2,4716
2687,3,4716
2688,4,4716
2689,1,4717
2690,2,4717
2691,3,4717
2692,4,4717
2693,1,4718
2694,2,4718
2695,3,4718
2696,4,4718
2697,1,4719
2698,2,4719
2699,3,4719
2700,4,4719
2701,1,4720
2702,2,4720
2703,3,4720
2704,4,4720
2705,1,4705
2706,2,4705
2707,3,4705
2708,4,4705
2709,1,4706
2710,2,4706
2711,3,4706
2712,4,4706
2713,1,4695
2714,2,4695
2715,3,4695
2716,4,4695
2717,1,4696
2718,2,4696
2719,3,4696
2720,4,4696
2721,1,4697
2722,2,4697
2723,3,4697
2724,4,4697
2725,1,4698
2726,2,4698
2727,3,4698
2728,4,4698
2729,1,4699
2730,2,4699
2731,3,4699
2732,4,4699
2733,1,4707
2734,2,4707
2735,3,4707
2736,4,4707
2737,1,4708
2738,2,4708
2739,3,4708
2740,4,4708
2741,1,4673
2742,2,4673
2743,3,4673
2744,4,4673
2745,1,4674
2746,2,4674
2747,3,4674
2748,4,4674
2749,1,4675
2750,2,4675
2751,3,4675
2752,4,4675
2753,1,4676
2754,2,4676
2755,3,4676
2756,4,4676
2757,1,4677
2758,2,4677
2759,3,4677
2760,4,4677
2761,1,4678
2762,2,4678
2763,3,4678
2764,4,4678
2765,1,4679
2766,2,4679
2767,3,4679
2768,4,4679
2769,1,4680
2770,2,4680
2771,3,4680
2772,4,4680
2773,1,4681
2774,2,4681
2775,3,4681
2776,4,4681
2777,1,4682
2778,2,4682
2779,3,4682
2780,4,4682
2781,1,4683
2782,2,4683
2783,3,4683
2784,4,4683
2785,1,4684
2786,2,4684
2787,3,4684
2788,4,4684
2789,1,4685
2790,2,4685
2791,3,4685
2792,4,4685
2793,1,4686
2794,2,4686
2795,3,4686
2796,4,4686
2797,1,4687
2798,2,4687
2799,3,4687
2800,4,4687
2801,1,4688
2802,2,4688
2803,3,4688
2804,4,4688
2805,1,4689
2806,2,4689
2807,3,4689
2808,4,4689
2809,1,4666
2810,2,4666
2811,3,4666
2812,4,4666
2813,1,4667
2814,2,4667
2815,3,4667
2816,4,4667
2817,1,4668
2818,2,4668
2819,3,4668
2820,4,4668
2821,1,4669
2822,2,4669
2823,3,4669
2824,4,4669
2825,1,4378
2826,3,4378
2827,1,4379
2828,3,4379
2829,1,4380
2830,3,4380
2831,1,4381
2832,3,4381
2833,1,4382
2834,3,4382
2835,1,4383
2836,3,4383
2837,1,4384
2838,3,4384
2839,1,4385
2840,3,4385
2841,1,5050
2842,3,5050
2843,2,5051
2844,4,5051
2845,5,5051
2846,6,5051
2847,1,5062
2848,3,5062
2849,2,5063
2850,4,5063
2851,5,5063
2852,6,5063
2853,1,5069
2854,3,5069
2855,2,5070
2856,4,5070
2857,5,5070
2858,6,5070
2859,1,5073
2860,3,5073
2861,2,5074
2862,4,5074
2863,5,5074
2864,6,5074
2865,1,5075
2866,3,5075
2867,2,5076
2868,4,5076
2869,5,5076
2870,6,5076
2871,2,5077
2872,4,5077
2873,5,5077
2874,6,5077
2875,2,5079
2876,4,5079
2877,5,5079
2878,6,5079
2879,1,5082
2880,3,5082
2881,2,5088
2882,4,5088
2883,5,5088
2884,6,5088
2885,1,5083
2886,3,5083
2887,2,5089
2888,4,5089
2889,5,5089
2890,6,5089
2891,2,5096
2892,4,5096
2893,5,5096
2894,6,5096
2895,2,5113
2896,4,5113
2897,5,5113
2898,6,5113
2899,2,5121
2900,4,5121
2901,5,5121
2902,6,5121
2903,2,5125
2904,4,5125
2905,5,5125
2906,6,5125
2907,2,5134
2908,4,5134
2909,5,5134
2910,6,5134
2911,2,5142
2912,4,5142
2913,5,5142
2914,6,5142
2915,2,5149
2916,4,5149
2917,5,5149
2918,6,5149
2919,2,5157
2920,4,5157
2921,5,5157
2922,6,5157
2923,2,5165
2924,4,5165
2925,5,5165
2926,6,5165
2927,2,5180
2928,4,5180
2929,5,5180
2930,6,5180
2931,2,5181
2932,4,5181
2933,5,5181
2934,6,5181
2935,1,5176
2936,3,5176
2937,2,5177
2938,4,5177
2939,5,5177
2940,6,5177
2941,2,5215
2942,4,5215
2943,5,5215
2944,6,5215
2945,2,5220
2946,4,5220
2947,5,5220
2948,6,5220
2949,1,5237
2950,3,5237
2951,2,5238
2952,4,5238
2953,5,5238
2954,6,5238
2955,1,5240
2956,3,5240
2957,2,5241
2958,4,5241
2959,5,5241
2960,6,5241
2961,1,5243
2962,3,5243
2963,2,5244
2964,4,5244
2965,5,5244
2966,6,5244
2967,1,5246
2968,3,5246
2969,2,5247
2970,4,5247
2971,5,5247
2972,6,5247
2973,2,5260
2974,4,5260
2975,5,5260
2976,6,5260
2977,2,5268
2978,4,5268
2979,5,5268
2980,6,5268
2981,1,5273
2982,3,5273
2983,1,5274
2984,3,5274
2985,2,5275
2986,4,5275
2987,5,5275
2988,6,5275
2989,2,5276
2990,4,5276
2991,5,5276
2992,6,5276
2993,2,5277
2994,4,5277
2995,5,5277
2996,6,5277
2997,1,5281
2998,3,5281
2999,2,5282
3000,4,5282
3001,5,5282
3002,6,5282
3003,2,5286
3004,4,5286
3005,5,5286
3006,6,5286
3007,2,5334
3008,4,5334
3009,5,5334
3010,6,5334
3011,2,5339
3012,4,5339
3013,5,5339
3014,6,5339
3015,2,5343
3016,4,5343
3017,5,5343
3018,6,5343
3019,2,5389
3020,4,5389
3021,5,5389
3022,6,5389
3023,1,5404
3024,3,5404
3025,2,5411
3026,4,5411
3027,5,5411
3028,6,5411
3029,2,5412
3030,4,5412
3031,5,5412
3032,6,5412
3033,2,5413
3034,4,5413
3035,5,5413
3036,6,5413
3037,2,5414
3038,4,5414
3039,5,5414
3040,6,5414
3041,2,5415
3042,4,5415
3043,5,5415
3044,6,5415
3045,2,5416
3046,4,5416
3047,5,5416
3048,6,5416
3049,2,5417
3050,4,5417
3051,5,5417
3052,6,5417
3053,1,5481
3054,3,5481
3055,1,5482
3056,3,5482
3057,2,5483
3058,4,5483
3059,5,5483
3060,6,5483
3061,2,5493
3062,4,5493
3063,5,5493
3064,6,5493
3065,2,5901
3066,4,5901
3067,5,5901
3068,6,5901
3069,2,6035
3070,4,6035
3071,5,6035
3072,6,6035
3073,2,6039
3074,4,6039
3075,5,6039
3076,6,6039
3077,2,6040
3078,4,6040
3079,5,6040
3080,6,6040
3091,2,5513
3103,1,5536
3104,2,5536
3105,3,5536
3106,4,5536
3115,1,5547
3116,2,5547
3117,3,5547
3118,4,5547
3119,1,5548
3120,2,5548
3121,3,5548
3122,4,5548
3123,1,5549
3124,2,5549
3125,3,5549
3126,4,5549
3127,1,5550
3128,2,5550
3129,3,5550
3130,4,5550
3131,1,5537
3132,2,5537
3133,3,5537
3134,4,5537
3135,1,5538
3136,2,5538
3137,3,5538
3138,4,5538
3143,1,5540
3144,2,5540
3145,3,5540
3146,4,5540
3147,1,5541
3148,2,5541
3149,3,5541
3150,4,5541
3151,1,5542
3152,2,5542
3153,3,5542
3154,4,5542
3155,1,5543
3156,2,5543
3157,3,5543
3158,4,5543
3159,1,5544
3160,2,5544
3161,3,5544
3162,4,5544
3163,1,5552
3164,2,5552
3165,3,5552
3166,4,5552
3167,1,5553
3168,2,5553
3169,3,5553
3170,4,5553
3171,1,5554
3172,2,5554
3173,3,5554
3174,4,5554
3175,1,5560
3176,2,5560
3177,3,5560
3178,4,5560
3179,1,5561
3180,2,5561
3181,3,5561
3182,4,5561
3183,1,5558
3184,2,5558
3185,3,5558
3186,4,5558
3203,1,5565
3204,2,5565
3205,3,5565
3206,4,5565
3223,1,5569
3224,2,5569
3225,3,5569
3226,4,5569
3263,1,5585
3264,2,5585
3265,3,5585
3266,4,5585
3267,1,5586
3268,2,5586
3269,3,5586
3270,4,5586
3271,1,5588
3272,2,5588
3273,3,5588
3274,4,5588
3275,1,5589
3276,2,5589
3277,3,5589
3278,4,5589
3279,1,5590
3280,2,5590
3281,3,5590
3282,4,5590
3283,1,5591
3284,2,5591
3285,3,5591
3286,4,5591
3287,1,5644
3288,2,5644
3289,3,5644
3290,4,5644
3291,1,5593
3292,2,5593
3293,3,5593
3294,4,5593
3295,1,5645
3296,2,5645
3297,3,5645
3298,4,5645
3299,1,5646
3300,2,5646
3301,3,5646
3302,4,5646
3303,1,5647
3304,2,5647
3305,3,5647
3306,4,5647
3307,1,5648
3308,2,5648
3309,3,5648
3310,4,5648
3311,1,5649
3312,2,5649
3313,3,5649
3314,4,5649
3315,1,5595
3316,2,5595
3317,3,5595
3318,4,5595
3319,1,5650
3320,2,5650
3321,3,5650
3322,4,5650
3323,1,5651
3324,2,5651
3325,3,5651
3326,4,5651
3327,1,5652
3328,2,5652
3329,3,5652
3330,4,5652
3331,1,5596
3332,2,5596
3333,3,5596
3334,4,5596
3335,1,5653
3336,2,5653
3337,3,5653
3338,4,5653
3339,1,5654
3340,2,5654
3341,3,5654
3342,4,5654
3343,1,5655
3344,2,5655
3345,3,5655
3346,4,5655
3347,1,5598
3348,2,5598
3349,3,5598
3350,4,5598
3351,1,5656
3352,2,5656
3353,3,5656
3354,4,5656
3355,1,5657
3356,2,5657
3357,3,5657
3358,4,5657
3359,1,5658
3360,2,5658
3361,3,5658
3362,4,5658
3363,1,5659
3364,2,5659
3365,3,5659
3366,4,5659
3371,1,5601
3372,2,5601
3373,3,5601
3374,4,5601
3375,1,5602
3376,2,5602
3377,3,5602
3378,4,5602
3379,1,5603
3380,2,5603
3381,3,5603
3382,4,5603
3383,1,5604
3384,2,5604
3385,3,5604
3386,4,5604
3387,1,5635
3388,2,5635
3389,3,5635
3390,4,5635
3391,1,5636
3392,2,5636
3393,3,5636
3394,4,5636
3395,1,5637
3396,2,5637
3397,3,5637
3398,4,5637
3399,1,5638
3400,2,5638
3401,3,5638
3402,4,5638
3403,1,5639
3404,2,5639
3405,3,5639
3406,4,5639
3407,1,5640
3408,2,5640
3409,3,5640
3410,4,5640
3411,1,5641
3412,2,5641
3413,3,5641
3414,4,5641
3415,5,5674
3416,6,5674
3417,5,5737
3418,6,5737
3419,5,5738
3420,6,5738
3421,5,5694
3422,6,5694
3423,5,5695
3424,6,5695
3425,5,5786
3426,6,5786
3427,5,5696
3428,6,5696
3429,5,5761
3430,6,5761
3431,5,5762
3432,6,5762
3433,5,5763
3434,6,5763
3435,5,5764
3436,6,5764
3437,5,5765
3438,6,5765
3439,5,5766
3440,6,5766
3441,5,5767
3442,6,5767
3443,5,5760
3444,6,5760
3445,5,5824
3446,6,5824
3447,5,5825
3448,6,5825
3449,5,5826
3450,6,5826
3451,5,5833
3452,6,5833
3453,5,5834
3454,6,5834
3455,1,5795
3456,2,5795
3459,1,5796
3460,2,5796
3463,1,5797
3464,2,5797
3467,1,5807
3468,2,5807
3471,1,5808
3472,2,5808
3475,1,5809
3476,2,5809
3479,1,5798
3480,2,5798
3483,1,5799
3484,2,5799
3487,1,5800
3488,2,5800
3547,5,5840
3548,6,5840
3549,5,5845
3550,6,5845
3551,5,5850
3552,6,5850
3553,5,5851
3554,6,5851
3555,5,5858
3556,6,5858
3557,5,5859
3558,6,5859
3559,2,5864
3560,4,5864
3561,5,5864
3562,6,5864
3569,5,5890
3570,6,5890
3571,5,5877
3572,6,5877
3573,6,5884
3576,5,5891
3577,5,5892
3578,6,5892
3667,5,6090
3668,6,6090
3669,5,6110
3670,6,6110
3671,5,6112
3672,6,6112
3673,5,6102
3674,6,6102
3675,5,6103
3676,6,6103
3677,5,6104
3678,6,6104
3679,5,6105
3680,6,6105
3681,5,6106
3682,6,6106
3683,5,6107
3684,6,6107
3685,5,6108
3686,6,6108
3687,5,6109
3688,6,6109
3689,3,5741
3690,4,5741
3691,5,5741
3692,6,5741
3694,3,5743
3695,4,5743
3696,5,5743
3697,6,5743
3698,3,6206
3699,4,6206
3700,5,6206
3701,6,6206
3721,5,6225
3722,6,6225
3755,1,6240
3756,2,6240
3757,3,6240
3758,4,6240
3759,1,6241
3760,2,6241
3761,3,6241
3762,4,6241
3774,5,6294
3775,6,6294
3776,5,6295
3777,6,6295
3778,5,6296
3779,6,6296
3829,1,6438
3830,3,6438
3835,1,6440
3836,2,6440
3837,3,6440
3838,4,6440
3847,1,6455
3848,2,6455
3849,3,6455
3850,4,6455
3851,1,6456
3852,2,6456
3853,3,6456
3854,4,6456
3855,1,6457
3856,2,6457
3857,3,6457
3858,4,6457
3859,1,6458
3860,2,6458
3861,3,6458
3862,4,6458
3867,7,6207
3877,5,6489
3878,6,6489
3879,5,6548
3880,6,6548
3881,5,6550
3882,6,6550
3883,5,6551
3884,6,6551
3885,5,6554
3886,6,6554
3887,3,6331
3888,4,6331
3889,5,6555
3890,6,6555
3893,5,6563
3894,6,6563
3895,5,6564
3896,6,6564
3897,5,6566
3898,6,6566
3899,5,6568
3900,6,6568
3901,5,6569
3902,6,6569
3905,5,6578
3906,6,6578
3907,3,6425
3908,4,6425
3909,5,6425
3910,6,6425
3911,7,6579
3917,5,6581
3918,6,6581
3952,2,5533
3986,5,6576
3987,6,6576
3988,3,5875
3989,4,5875
3990,7,5875
3991,5,6625
3992,6,6625
4001,1,6634
4002,2,6634
4003,3,6634
4004,4,6634
4009,5,6638
4010,6,6638
4011,5,6639
4012,6,6639
4025,2,6648
4026,4,6648
4027,5,6648
4028,6,6648
4029,2,6649
4030,4,6649
4031,5,6649
4032,6,6649
4033,2,6650
4034,4,6650
4035,5,6650
4036,6,6650
4037,2,6651
4038,4,6651
4039,5,6651
4040,6,6651
4041,3,6432
4042,5,6432
4043,4,6654
4044,6,6654
4046,7,6655
4047,3,6656
4048,4,6656
4049,5,6656
4050,6,6656
4051,3,6657
4052,4,6657
4053,5,6657
4054,6,6657
4055,2,5194
4056,2,5195
4057,1,6660
4058,2,5248
4059,2,5249
4060,2,5250
4061,2,5251
4062,2,5252
4063,2,5253
4064,2,5254
4065,2,5255
4066,1,6661
4067,2,6216
4068,1,6662
4076,1,6663
4077,1,6664
4078,1,6665
4079,5,6666
4080,6,6666
4115,6,6696
4116,5,6700
4117,6,6700
4118,5,6696
4126,5,6715
4127,6,6715
4128,5,6716
4129,6,6716
4130,3,6717
4131,4,6717
4132,5,6717
4133,6,6717
4134,3,5882
4135,4,5882
4136,7,5882
4137,5,6718
4138,6,6718
4139,4,6719
4140,6,6719
4141,7,6719
4142,3,6720
4143,5,6720
4144,3,6482
4145,4,6482
4146,5,6482
4147,6,6482
4148,3,6552
4149,4,6552
4150,5,6552
4151,6,6552
4152,3,6488
4153,5,6488
4154,4,6781
4155,6,6781
4156,7,6781
4161,7,6797
4162,7,6331
4175,3,6813
4176,4,6813
4177,5,6813
4178,6,6813
4179,7,6814
4217,5,6886
4218,6,6886
4223,5,6907
4224,6,6907
4225,5,6908
4226,6,6908
4227,5,6909
4228,6,6909
4229,5,6910
4230,6,6910
4243,5,6969
4244,6,6969
4245,5,6970
4246,6,6970
4247,5,6971
4248,6,6971
4249,1,6053
4250,2,6054
4251,3,6870
4252,5,6870
4253,3,6871
4254,5,6871
4255,4,6974
4256,6,6974
4257,4,6975
4258,6,6975
4259,2,6994
4260,2,6995
4261,2,6996
4262,2,6997
4263,5,7005
4264,6,7005
4270,5,7057
4271,6,7057
4272,3,7059
4273,4,7059
4274,7,7059
4275,5,7060
4276,6,7060
4277,5,7068
4278,6,7068
4279,3,7072
4280,4,7072
4281,7,7072
4282,5,7073
4283,6,7073
4284,5,7074
4285,6,7074
4286,1,7075
4287,2,7076
4289,5,7093
4290,6,7093
4295,5,6895
4296,6,6895
4297,3,7176
4298,4,7176
4299,7,7176
4300,5,7177
4301,6,7177
4346,5,7251
4347,6,7251
4348,2,7260
4351,2,7289
4352,2,7293
4353,3,7357
4354,5,7357
4355,4,7358
4356,6,7358
4357,7,7358
4358,2,7363
4359,2,7369
4360,5,7171
4361,6,7171
4362,2,7374
4363,1,7375
4364,2,7376
4365,2,7406
4366,2,7419
4367,2,7420
4368,1,7425
4369,2,7426
4370,1,7428
4371,2,7429
4372,2,7430
4373,2,7431
4374,2,7432
4375,2,7433
4376,2,7434
4377,2,7435
4378,2,7436
4379,2,7454
4380,2,7455
4381,2,7456
4382,2,7461
4383,1,7472
4384,2,7473
4385,2,7477
4386,2,7491
4387,2,7501
4388,2,7612
4389,2,7617
4390,5,7636
4391,6,7636
4392,5,7652
4393,6,7652
4400,5,7656
4401,6,7656
4402,2,7668
4403,5,7749
