ID,TraitNodeGroupID,TraitNodeID,Index
268468,12738,105792,6
268469,12739,105797,1
268470,12739,105796,2
268471,12739,105795,3
268472,12740,105780,1
268473,12740,105779,2
268474,12740,105778,3
268475,12740,105777,4
268476,12740,105776,5
268477,12740,105775,6
268478,12740,105774,7
268479,12740,105773,8
268480,12740,105772,9
268481,12740,105767,10
268482,12740,105771,11
268483,12740,105770,12
268484,12740,105769,13
268485,12740,105768,14
268486,12740,105765,15
268487,12740,105766,16
268488,12740,105764,17
268489,12741,105780,1
268490,12741,105779,2
268491,12741,105778,3
268492,12741,105777,4
268493,12741,105776,5
268494,12741,105775,6
268495,12741,105774,7
268496,12741,105773,8
268497,12741,105772,9
268498,12741,105767,10
268499,12741,105771,11
268500,12741,105770,12
268501,12741,105769,13
268502,12741,105768,14
268503,12742,105780,1
268504,12742,105779,2
268505,12742,105778,3
268506,12742,105777,4
268507,12742,105776,5
268508,12742,105775,6
268509,12742,105774,7
268510,12742,105773,8
268511,12742,105772,9
268512,12742,105767,10
268513,12742,105771,11
268514,12743,105780,1
268515,12743,105779,2
268516,12743,105778,3
268517,12743,105777,4
268518,12743,105776,5
268519,12743,105775,6
268520,12743,105774,7
268521,12744,105780,1
268522,12744,105779,2
268523,12744,105778,3
268525,12745,105639,2
268526,12745,105332,3
268527,12745,105333,4
268528,12745,105335,5
268529,12745,105334,6
268530,12745,105331,7
268531,12745,105330,8
268532,12745,110871,9
268533,12745,105327,10
268534,12745,110873,11
268535,12745,105329,12
268536,12745,105325,13
268537,12745,105324,14
268538,12745,105323,15
268539,12745,110872,16
268541,12746,105639,2
268542,12746,105332,3
268543,12746,105333,4
268544,12746,105335,5
268545,12746,105334,6
268546,12746,105331,7
268547,12746,105330,8
268548,12746,110871,9
268549,12746,105327,10
268550,12746,110873,11
268551,12746,105329,12
268552,12746,105325,13
268554,12747,105639,2
268555,12747,105332,3
268556,12747,105333,4
268557,12747,105335,5
268558,12747,105334,6
268559,12747,105331,7
268560,12747,105330,8
268561,12747,110871,9
268562,12747,105327,10
268564,12748,105639,2
268565,12748,105332,3
268566,12748,105333,4
268567,12748,105335,5
268568,12748,105334,6
268569,12748,105331,7
268571,12749,105639,2
268572,12749,105332,3
268573,12750,105630,1
268574,12750,105626,2
268575,12750,105638,3
268576,12750,105637,4
268577,12750,105636,5
268578,12750,110875,6
268579,12750,105634,7
268580,12750,110874,8
268581,12750,105632,9
268582,12750,110878,10
268583,12750,105629,11
268584,12750,105633,12
268585,12750,105627,14
268586,12750,105625,15
268587,12751,105630,1
268588,12751,105626,2
268589,12751,105638,3
268590,12751,105637,4
268591,12751,105636,5
268592,12751,110875,6
268593,12751,105634,7
268594,12751,110874,8
268595,12751,105632,9
268596,12751,110878,10
268597,12751,105629,11
268598,12751,105633,12
268599,12752,105630,1
268600,12752,105626,2
268601,12752,105638,3
268602,12752,105637,4
268603,12752,105636,5
268604,12752,110875,6
268605,12752,105634,7
268606,12752,110874,8
268607,12752,105632,9
268608,12753,105630,1
268609,12753,105626,2
268610,12753,105638,3
268611,12753,105637,4
268612,12753,105636,5
268613,12754,105630,1
268614,12754,105626,2
268615,11537,105627,4
268616,12755,105707,1
268617,12755,105706,2
268618,12755,105705,3
268619,12755,105704,4
268620,12755,105703,5
268621,12755,105702,6
268622,12755,105701,7
268623,12755,105696,8
268624,12755,105699,9
268625,12755,105698,10
268626,12755,105700,11
268628,12755,105697,13
268629,12755,105693,14
268630,12755,105694,15
268631,12756,105707,1
268632,12756,105706,2
268633,12756,105705,3
268634,12756,105704,4
268635,12756,105703,5
268636,12756,105702,6
268637,12756,105701,7
268638,12756,105696,8
268639,12756,105699,9
268640,12756,105698,10
268641,12756,105700,11
268643,12757,105707,1
268644,12757,105706,2
268645,12757,105705,3
268646,12757,105704,4
268647,12757,105703,5
268648,12757,105702,6
268649,12757,105701,7
268650,12757,105696,8
268651,12757,105699,9
268652,12758,105707,1
268653,12758,105706,2
268654,12758,105705,3
268655,12758,105704,4
268656,12758,105703,5
268657,12759,105707,1
268658,12759,105706,2
268659,12760,110853,1
268660,12760,105850,2
268661,12760,105849,3
268662,12760,105848,4
268663,12760,110852,5
268664,12760,105846,6
268665,12760,105845,7
268666,12760,105842,8
268667,12760,105844,9
268668,12760,105843,10
268669,12760,105841,11
268671,12760,105839,13
268672,12760,105838,14
268675,12761,110853,1
268676,12761,105850,2
268677,12761,105849,3
268678,12761,105848,4
268679,12761,110852,5
268680,12761,105846,6
268681,12761,105845,7
268682,12761,105842,8
268683,12761,105844,9
268684,12761,105843,10
268685,12761,105841,11
268687,12761,105839,13
268688,12761,105838,14
268689,12762,110853,1
268690,12762,105850,2
268691,12762,105849,3
268692,12762,105848,4
268693,12762,110852,5
268694,12762,105846,6
268695,12762,105845,7
268696,12762,105842,8
268697,12762,105844,9
268698,12762,105843,10
268699,12763,110853,1
268700,12763,105850,2
268701,12763,105849,3
268702,12763,105848,4
268703,12763,110852,5
268704,12763,105846,6
268705,12763,105845,7
268706,12764,110853,1
268707,12764,105850,2
268708,12764,105849,3
268709,12765,105867,1
268710,12765,105866,2
268711,12765,110855,3
268712,12765,105864,4
268713,12765,105863,5
268714,12765,105862,6
268715,12765,105861,7
268716,12765,105860,8
268717,12765,105859,9
268718,12765,105858,10
268719,12765,105857,11
268720,12765,105856,12
268721,12765,105855,13
268722,12765,105854,14
268723,12765,105853,15
268724,12766,105867,1
268725,12766,105866,2
268726,12766,110855,3
268727,12766,105864,4
268728,12766,105863,5
268729,12766,105862,6
268730,12766,105861,7
268731,12766,105860,8
268732,12766,105859,9
268733,12766,105858,10
268734,12766,105857,11
268735,12766,105856,12
268736,12767,105867,1
268737,12767,105866,2
268738,12767,110855,3
268739,12767,105864,4
268740,12767,105863,5
268741,12767,105862,6
268742,12767,105861,7
268743,12767,105860,8
268744,12768,105867,1
268745,12768,105866,2
268746,12768,110855,3
268747,12768,105864,4
268748,12768,105863,5
268749,12769,105867,1
268750,12769,105866,2
268751,12769,110855,3
268752,12770,110851,1
268753,12770,105832,2
268754,12770,105833,3
268755,12770,105831,4
268756,12770,105830,5
268757,12770,105829,6
268758,12770,105827,7
268759,12770,105828,8
268760,12770,105826,9
268761,12770,105825,10
268762,12770,105820,11
268763,12770,105821,12
268764,12770,105824,13
268765,12770,105819,14
268766,12770,105823,15
268767,12771,110851,1
268768,12771,105832,2
268769,12771,105833,3
268770,12771,105831,4
268771,12771,105830,5
268772,12771,105829,6
268773,12771,105827,7
268774,12771,105828,8
268775,12771,105826,9
268776,12771,105825,10
268777,12771,105823,11
268778,12771,105820,12
268779,12771,105821,13
268780,12772,110851,1
268781,12772,105832,2
268782,12772,105833,3
268783,12772,105831,4
268784,12772,105830,5
268785,12772,105829,6
268786,12772,105827,7
268787,12772,105828,8
268788,12772,105826,9
268789,12772,105825,10
268790,12773,110851,1
268791,12773,105832,2
268792,12773,105833,3
268793,12773,105831,4
268794,12773,105830,5
268795,12773,105829,6
268796,12774,110851,1
268797,12774,105832,2
268798,12774,105833,3
268799,12775,105742,1
268800,12775,105723,2
268801,12775,105722,3
268802,12775,105721,4
268803,12775,105720,5
268804,12775,105739,6
268805,12775,105759,7
268806,12775,105717,8
268807,12775,105716,9
268808,12775,105714,10
268809,12775,105715,11
268810,12775,105713,12
268811,12775,105718,13
268812,12775,105709,14
268813,12775,105711,15
268814,12776,105742,1
268815,12776,105723,2
268816,12776,105722,3
268817,12776,105721,4
268818,12776,105720,5
268819,12776,105739,6
268820,12776,105759,7
268821,12776,105717,8
268822,12776,105716,9
268823,12776,105714,10
268824,12776,105715,11
268825,12776,105713,12
268826,12777,105742,1
268827,12777,105723,2
268828,12777,105722,3
268829,12777,105721,4
268830,12777,105720,5
268831,12777,105739,6
268832,12777,105759,7
268833,12777,105717,8
268834,12777,105716,9
268835,12778,105742,1
268836,12778,105723,2
268837,12778,105722,3
268838,12778,105721,4
268839,12778,105720,5
268840,12778,105739,6
268841,12779,105742,1
268842,12779,105723,2
268843,12779,105722,3
268844,12780,105708,1
268845,12780,105741,2
268846,12780,113398,3
268847,12780,105719,4
268848,12780,105738,5
268849,12780,105737,6
268850,12780,105736,7
268851,12780,105735,8
268852,12780,105732,9
268853,12780,105733,10
268854,12780,108100,11
268855,12780,105740,12
268856,12780,105728,13
268857,12780,105727,14
268858,12781,105708,1
268859,12781,105741,2
268860,12781,113398,3
268861,12781,105719,4
268862,12781,105738,5
268863,12781,105737,6
268864,12781,105736,7
268865,12781,105735,8
268866,12781,105732,9
268867,12781,105733,10
268868,12781,108100,11
268869,12781,105740,12
268870,12782,105708,1
268871,12782,105741,2
268872,12782,113398,3
268873,12782,105719,4
268874,12782,105738,5
268875,12782,105737,6
268876,12782,105736,7
268877,12782,105735,8
268878,12782,105732,9
268879,12783,105708,1
268880,12783,105741,2
268881,12783,113398,3
268882,12783,105719,4
268883,12783,105738,5
268884,12783,105737,6
268885,12784,105708,1
268886,12784,105741,2
268887,12784,113398,3
268888,12785,105756,1
268889,12785,105761,2
268890,12785,105760,3
268891,12785,105751,4
268892,12785,105753,5
268893,12785,105757,6
268894,12785,105749,7
268895,12785,105755,8
268896,12785,105754,9
268897,12785,110868,10
268898,12785,105747,11
268899,12785,105743,12
268900,12785,105752,13
268901,12785,105745,14
268902,12785,105746,15
268903,12785,105748,16
268904,12786,105756,1
268905,12786,105761,2
268906,12786,105760,3
268907,12786,105751,4
268908,12786,105753,5
268909,12786,105757,6
268910,12786,105749,7
268911,12786,105755,8
268912,12786,105754,9
268913,12786,110868,10
268914,12786,105747,11
268915,12786,105743,12
268916,12786,105752,13
268917,12787,105756,1
268918,12787,105761,2
268919,12787,105760,3
268920,12787,105751,4
268921,12787,105753,5
268922,12787,105757,6
268923,12787,105749,7
268924,12787,105755,8
268925,12787,105754,9
268926,12787,110868,10
268927,12788,105756,1
268928,12788,105761,2
268929,12788,105760,3
268930,12788,105751,4
268931,12788,105753,5
268932,12788,105757,6
268933,12788,105749,7
268934,12789,105756,1
268935,12789,105761,2
268936,12789,105760,3
268937,12790,104773,1
268938,12790,104772,2
268939,12790,104771,3
268940,12790,104767,4
268941,12790,104770,5
268942,12790,104769,6
268943,12790,104768,7
268945,12790,104764,9
268946,12790,104763,10
268947,12790,104762,11
268948,12790,104761,12
268949,12790,104759,13
268950,12790,104760,14
268951,12791,104773,1
268952,12791,104772,2
268953,12791,104771,3
268954,12791,104767,4
268955,12791,104770,5
268956,12791,104769,6
268957,12791,104768,7
268959,12791,104764,9
268960,12791,104763,10
268961,12791,104762,11
268962,12792,104773,1
268963,12792,104772,2
268964,12792,104771,3
268965,12792,104767,4
268966,12792,104770,5
268967,12792,104769,6
268968,12792,104768,7
268970,12793,104773,1
268971,12793,104772,2
268972,12793,104771,3
268973,12793,104767,4
268974,12793,104770,5
268975,12793,104769,6
268976,12794,104773,1
268977,12794,104772,2
268978,12795,104757,1
268979,12795,104753,2
268980,12795,104756,3
268981,12795,104754,4
268982,12795,104755,5
268983,12795,104752,6
268984,12795,104751,7
268985,12795,104750,8
268986,12795,104749,9
268987,12795,104748,10
268988,12795,104746,11
268989,12795,104747,12
268990,12795,104743,13
268991,12795,104745,14
268992,12795,104744,15
268993,12795,104742,16
268994,12796,104757,1
268995,12796,104753,2
268996,12796,104756,3
268997,12796,104754,4
268998,12796,104755,5
268999,12796,104752,6
269000,12796,104751,7
269001,12796,104750,8
269002,12796,104749,9
269003,12796,104748,10
269004,12796,104746,11
269005,12796,104747,12
269006,12796,104743,13
269007,12797,104757,1
269008,12797,104753,2
269009,12797,104756,3
269010,12797,104754,4
269011,12797,104755,5
269012,12797,104752,6
269013,12797,104751,7
269014,12797,104750,8
269015,12797,104749,9
269016,12797,104748,10
269017,12798,104757,1
269018,12798,104753,2
269019,12798,104756,3
269020,12798,104754,4
269021,12798,104755,5
269022,12798,104752,6
269023,12798,104751,7
269024,12799,104757,1
269025,12799,104753,2
269026,12799,104756,3
269027,12800,104739,1
269028,12800,104729,2
269029,12800,104734,3
269030,12800,104736,4
269031,12800,104735,5
269032,12800,104737,6
269033,12800,104731,7
269034,12800,104733,8
269035,12800,104732,9
269036,12800,104738,10
269037,12800,104730,11
269038,12800,104728,12
269039,12800,104727,13
269040,12800,104726,14
269041,12801,104739,1
269042,12801,104729,2
269043,12801,104734,3
269044,12801,104736,4
269045,12801,104735,5
269046,12801,104737,6
269047,12801,104731,7
269048,12801,104733,8
269049,12801,104732,9
269050,12801,104738,10
269051,12801,104730,11
269052,12801,104728,12
269053,12802,104739,1
269054,12802,104729,2
269055,12802,104734,3
269056,12802,104736,4
269057,12802,104735,5
269058,12802,104737,6
269059,12802,104731,7
269060,12802,104733,8
269061,12802,104732,9
269062,12803,104739,1
269063,12803,104729,2
269064,12803,104734,3
269065,12803,104736,4
269066,12803,104735,5
269067,12803,104737,6
269068,12804,104739,1
269069,12804,104729,2
269070,12805,105921,1
269071,12805,105925,2
269072,12805,105924,3
269073,12805,105923,4
269074,12805,105922,5
269075,12805,105920,6
269076,12805,105919,7
269077,12805,105918,8
269078,12805,105917,9
269079,12805,105916,10
269080,12805,110876,11
269081,12805,105914,12
269082,12805,105913,13
269083,12805,105912,14
269084,12805,105911,15
269085,12806,105921,1
269086,12806,105925,2
269087,12806,105924,3
269088,12806,105923,4
269089,12806,105922,5
269090,12806,105920,6
269091,12806,105919,7
269092,12806,105918,8
269093,12806,105917,9
269094,12806,105916,10
269095,12806,110876,11
269096,12806,105914,12
269097,12806,105913,13
269098,12807,105921,1
269099,12807,105925,2
269100,12807,105924,3
269101,12807,105923,4
269102,12807,105922,5
269103,12807,105920,6
269104,12807,105919,7
269105,12807,105918,8
269106,12807,105917,9
269107,12807,105916,10
269108,12808,105921,1
269109,12808,105925,2
269110,12808,105924,3
269111,12808,105923,4
269112,12808,105922,5
269113,12808,105920,6
269114,12809,105921,1
269115,12809,105925,2
269116,12809,105924,3
269117,12810,105905,1
269118,12810,105908,2
269119,12810,105907,3
269120,12810,105906,4
269121,12810,105902,5
269122,12810,105904,6
269123,12810,105903,7
269124,12810,105899,8
269125,12810,105901,9
269126,12810,105900,10
269127,12810,105898,11
269128,12810,105897,12
269129,12810,105895,13
269130,12810,105896,14
269131,12810,105894,15
269132,12810,105892,16
269133,12810,105893,17
269134,12811,105905,1
269135,12811,105908,2
269136,12811,105907,3
269137,12811,105906,4
269138,12811,105902,5
269139,12811,105904,6
269140,12811,105903,7
269141,12811,105899,8
269142,12811,105901,9
269143,12811,105900,10
269144,12811,105898,11
269145,12811,105897,12
269146,12811,105895,13
269147,12811,105896,14
269148,12812,105905,1
269149,12812,105908,2
269150,12812,105907,3
269151,12812,105906,4
269152,12812,105902,5
269153,12812,105904,6
269154,12812,105903,7
269155,12812,105899,8
269156,12812,105901,9
269157,12812,105900,10
269158,12812,105898,11
269159,12813,105905,1
269160,12813,105908,2
269161,12813,105907,3
269162,12813,105906,4
269163,12813,105902,5
269164,12813,105904,6
269165,12813,105903,7
269166,12813,105899,8
269167,12814,105905,1
269168,12814,105908,2
269169,12814,105907,3
269170,12814,105906,4
269171,12815,105881,1
269172,12815,105889,2
269173,12815,105888,3
269174,12815,105885,4
269175,12815,105887,5
269176,12815,105886,6
269177,12815,105883,7
269178,12815,105884,8
269179,12815,105882,9
269180,12815,105879,10
269181,12815,105880,11
269182,12815,105878,12
269183,12815,105876,13
269184,12815,105877,14
269185,12816,105881,1
269186,12816,105889,2
269187,12816,105888,3
269188,12816,105885,4
269189,12816,105887,5
269190,12816,105886,6
269191,12816,105883,7
269192,12816,105884,8
269193,12816,105882,9
269194,12816,105879,10
269195,12816,105880,11
269196,12817,105881,1
269197,12817,105889,2
269198,12817,105888,3
269199,12817,105885,4
269200,12817,105887,5
269201,12817,105886,6
269202,12817,105883,7
269203,12817,105884,8
269204,12818,105881,1
269205,12818,105889,2
269206,12818,105888,3
269207,12818,105885,4
269208,12818,105887,5
269209,12818,105886,6
269210,12819,105881,1
269211,12819,105889,2
269212,12819,105888,3
269213,12820,105958,1
269214,12820,105957,2
269215,12820,105956,3
269216,12820,105955,4
269217,12820,105954,5
269218,12820,105952,6
269219,12820,105951,7
269220,12820,105950,8
269221,12820,105949,9
269222,12820,105948,10
269223,12820,105947,11
269224,12820,110524,12
269225,12820,105945,13
269226,12820,105944,14
269227,12821,105958,1
269228,12821,105957,2
269229,12821,105956,3
269230,12821,105955,4
269231,12821,105954,5
269232,12821,105952,6
269233,12821,105951,7
269234,12821,105950,8
269235,12821,105949,9
269236,12821,105948,10
269237,12821,105947,11
269238,12822,105958,1
269239,12822,105957,2
269240,12822,105956,3
269241,12822,105955,4
269242,12822,105954,5
269243,12822,105952,6
269244,12822,105951,7
269245,12822,105950,8
269246,12823,105958,1
269247,12823,105957,2
269248,12823,105956,3
269249,12823,105955,4
269250,12823,105954,5
269251,12823,105952,6
269252,12823,105951,7
269253,12823,105950,8
269254,12824,105958,1
269255,12824,105957,2
269256,12824,105956,3
269257,12824,105955,4
269258,12824,105954,5
269259,12824,105952,6
269260,12825,105958,1
269261,12825,105957,2
269262,12825,105956,3
269263,12826,105938,1
269264,12826,105939,2
269265,12826,110857,3
269266,12826,105937,4
269267,12826,105936,5
269268,12826,105935,6
269269,12826,105934,7
269270,12826,105953,8
269271,12826,105933,9
269272,12826,105977,10
269273,12826,105931,11
269274,12826,105932,12
269275,12826,105929,13
269276,12826,105927,14
269277,12826,105926,15
269278,12827,105938,1
269279,12827,105939,2
269280,12827,110857,3
269281,12827,105937,4
269282,12827,105936,5
269283,12827,105935,6
269284,12827,105934,7
269285,12827,105953,8
269286,12827,105933,9
269287,12827,105977,10
269288,12827,105931,11
269289,12827,105932,12
269290,12828,105938,1
269291,12828,105939,2
269292,12828,110857,3
269293,12828,105937,4
269294,12828,105936,5
269295,12828,105935,6
269296,12828,105934,7
269297,12828,105953,8
269298,12829,105938,1
269299,12829,105939,2
269300,12829,110857,3
269301,12829,105937,4
269302,12830,105938,1
269303,12830,105939,2
269304,12831,105976,1
269305,12831,105975,2
269306,12831,105974,3
269307,12831,105973,4
269308,12831,105972,5
269309,12831,105970,6
269310,12831,105971,7
269311,12831,105969,8
269312,12831,110856,9
269313,12831,105968,10
269314,12831,105967,11
269315,12831,105966,12
269316,12831,105964,13
269317,12831,105965,14
269318,12831,105963,15
269319,12831,105962,16
269320,12832,105976,1
269321,12832,105975,2
269322,12832,105974,3
269323,12832,105973,4
269324,12832,105972,5
269325,12832,105970,6
269326,12832,105971,7
269327,12832,105969,8
269328,12832,110856,9
269329,12832,105968,10
269330,12832,105967,11
269331,12832,105966,12
269332,12833,105976,1
269333,12833,105975,2
269334,12833,105974,3
269335,12833,105973,4
269336,12833,105972,5
269337,12833,105970,6
269338,12833,105971,7
269339,12833,105969,8
269340,12833,110856,9
269341,12834,105976,1
269342,12834,105975,2
269343,12834,105974,3
269344,12834,105973,4
269345,12834,105972,5
269346,12835,105976,1
269347,12835,105975,2
269526,11602,105836,2
269527,11603,105840,2
269528,11604,105835,3
269529,11604,105834,4
269530,11605,105837,5
269531,12760,105835,17
269532,12760,105837,18
269533,12760,105834,19
269534,12761,105837,15
269638,11326,104766,17
269639,11357,104766,2
269640,11360,104765,2
269641,12790,104765,15
269642,12791,104765,12
269643,12792,104765,8
