ID,ItemLevel,Armor,Weapon
978,978,917206.25,2293015.5
979,979,918133.1,2295332.8
980,980,919060,2297650
981,981,919986.9,2299967.2
982,982,920913.75,2302284.2
983,983,921840.6,2304601.8
984,984,922767.56,2306919
985,985,923694.44,2309236
986,986,924621.3,2311553.2
987,987,925548.25,2313870.5
988,988,926475.06,2316187.8
989,989,927402,2318505
990,990,928328.9,2320822
991,991,929255.75,2323139.5
992,992,930182.7,2325456.8
993,993,931109.5,2327773.8
994,994,932036.44,2330091
995,995,932963.3,2332408.2
996,996,933890.2,2334725.5
997,997,934817.1,2337042.8
998,998,935744,2339360
999,999,936670.9,2341677.2
1000,1000,937597.75,2343994.5
