ID,Name_lang,SetFlags,RequiredSkill,RequiredSkillRank,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16]
1661,Emerald Woven Garb,0,0,0,221438,221437,221436,221435,221434,221432,0,0,0,0,0,0,0,0,0,0,0
1662,Lawbringer Radiance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Nightslayer Battlearmor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,Cenarion Eclipse,0,0,0,221785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,Knight-Lieutenant's Mail,0,0,0,223078,223077,223076,223075,223074,223073,0,0,0,0,0,0,0,0,0,0,0
1666,Wildheart Raiment,0,0,0,226712,226713,226714,226708,226711,226709,226710,226715,0,0,0,0,0,0,0,0,0
1667,Feralheart Raiment,0,0,0,226821,226822,226820,226819,226818,226817,226816,226815,0,0,0,0,0,0,0,0,0
1668,Beaststalker Armor,0,0,0,226718,226717,226722,226720,226721,226716,226719,226723,0,0,0,0,0,0,0,0,0
1669,Beastmaster Armor,0,0,0,226903,226904,226902,226901,226900,226899,226898,226897,0,0,0,0,0,0,0,0,0
1670,Magister's Regalia,0,0,0,226724,226725,226730,226728,226731,226727,226726,226729,0,0,0,0,0,0,0,0,0
1671,Sorcerer's Regalia,0,0,0,226943,226944,226942,226941,226940,226939,226938,226937,0,0,0,0,0,0,0,0,0
1672,Lightforge Armor,0,0,0,226732,226738,226739,226734,226737,226733,226736,226735,0,0,0,0,0,0,0,0,0
1673,Soulforge Armor,0,0,0,226999,227000,226998,226997,226996,226995,226994,226993,0,0,0,0,0,0,0,0,0
1674,Vestments of the Devout,0,0,0,226744,226742,226746,226740,226741,226745,226743,226747,0,0,0,0,0,0,0,0,0
1675,Vestments of the Virtuous,0,0,0,226967,226968,226966,226965,226964,226963,226961,226962,0,0,0,0,0,0,0,0,0
1676,Darkmantle Armor,0,0,0,226851,226852,226850,226849,226848,226847,226846,226845,0,0,0,0,0,0,0,0,0
1677,Shadowcraft Armor,0,0,0,226701,226703,226704,226707,226702,226705,226706,226700,0,0,0,0,0,0,0,0,0
1678,The Elements,0,0,0,226751,226752,226755,226754,226748,226750,226753,226749,0,0,0,0,0,0,0,0,0
1679,The Five Thunders,0,0,0,227039,227040,227038,227037,227036,227035,227034,227033,0,0,0,0,0,0,0,0,0
1680,Dreadmist Raiment,0,0,0,226761,226759,226760,226756,226762,226757,226763,226758,0,0,0,0,0,0,0,0,0
1681,Deathmist Raiment,0,0,0,226927,226928,226926,226925,226924,226923,226922,226921,0,0,0,0,0,0,0,0,0
1682,Battlegear of Valor,0,0,0,226765,226764,226766,226770,226771,226769,226767,226768,0,0,0,0,0,0,0,0,0
1698,Cenarion Eclipse,0,0,0,226658,226657,226656,226654,226653,226651,226652,226655,0,0,0,0,0,0,0,0,0
1699,Cenarion Cunning,0,0,0,226662,226664,226660,226659,226665,226663,226666,226661,0,0,0,0,0,0,0,0,0
1700,Cenarion Bounty,0,0,0,226650,226645,226649,226648,226647,226646,226644,221785,0,0,0,0,0,0,0,0,0
1701,Cenarion Rage,0,0,0,226675,226670,226669,226671,226674,226667,226673,226668,0,0,0,0,0,0,0,0,0
1702,Giantstalker Pursuit,0,0,0,226529,226531,226530,226534,226527,226528,226533,226532,0,0,0,0,0,0,0,0,0
1703,Giantstalker Prowess,0,0,0,226537,226535,226542,226536,226540,226538,226543,226541,0,0,0,0,0,0,0,0,0
1704,Arcanist Insight,0,0,0,226555,226558,226557,226562,226556,226561,226560,226559,0,0,0,0,0,0,0,0,0
1705,Arcanist Moment,0,0,0,226570,226563,226569,226564,226565,226568,226566,226567,0,0,0,0,0,0,0,0,0
1706,Lawbringer Mercy,0,0,0,226592,226593,226589,226610,226591,226590,226594,226588,0,0,0,0,0,0,0,0,0
1707,Lawbringer Radiance,0,0,0,226601,226602,226599,226597,226600,226598,221783,226596,0,0,0,0,0,0,0,0,0
1708,Lawbringer Will,0,0,0,226604,226595,226608,226607,226606,226605,226609,226603,0,0,0,0,0,0,0,0,0
1709,Dawn Prophecy,0,0,0,226571,226573,226577,226572,226576,226574,226575,226578,0,0,0,0,0,0,0,0,0
1710,Twilight Prophecy,0,0,0,226580,226584,226582,226585,226583,226586,226581,226579,0,0,0,0,0,0,0,0,0
1711,Nightslayer Thrill,0,0,0,226440,226442,226447,226443,226446,226441,226445,226444,0,0,0,0,0,0,0,0,0
1712,Nightslayer Battlearmor,0,0,0,226476,226473,226475,226480,226479,226478,226477,226474,0,0,0,0,0,0,0,0,0
1713,Earthfury Relief,0,0,0,226616,226613,226618,226611,226615,226612,226614,226617,0,0,0,0,0,0,0,0,0
1714,Earthfury Eruption,0,0,0,226621,226623,226624,226619,226622,226625,226620,226626,0,0,0,0,0,0,0,0,0
1715,Earthfury Impact,0,0,0,226636,226642,226639,226635,226641,226637,226638,226640,0,0,0,0,0,0,0,0,0
1716,Earthfury Resolve,0,0,0,226630,226629,226632,226628,226631,226627,226633,226634,0,0,0,0,0,0,0,0,0
1717,Corrupted Felheart,0,0,0,226551,226553,226552,226549,226547,226548,226550,226554,0,0,0,0,0,0,0,0,0
1718,Wicked Felheart,0,0,0,216920,216918,216922,216924,216921,216923,216925,216919,0,0,0,0,0,0,0,0,0
1719,Immoveable Might,0,0,0,226485,226484,226489,226486,226488,226490,226491,226487,0,0,0,0,0,0,0,0,0
1720,Unstoppable Might,0,0,0,226499,226497,226494,226495,226493,226492,226498,226496,0,0,0,0,0,0,0,0,0
1721,Warlord's Battlegear,0,0,0,231535,231534,231530,231533,231531,231532,0,0,0,0,0,0,0,0,0,0,0
1722,Warlord's Sanctuary,0,0,0,231684,231687,231686,231683,231685,231688,0,0,0,0,0,0,0,0,0,0,0
1723,Warlord's Wildhide,0,0,0,231681,231678,231679,231680,231677,231682,0,0,0,0,0,0,0,0,0,0,0
1724,Warlord's Refuge,0,0,0,231674,231672,231675,231673,231671,231676,0,0,0,0,0,0,0,0,0,0,0
1725,Warlord's Pursuit,0,0,0,231571,231572,231573,231574,231570,231575,0,0,0,0,0,0,0,0,0,0,0
1726,Warlord's Prowess,0,0,0,231568,231565,231566,231567,231564,231569,0,0,0,0,0,0,0,0,0,0,0
1727,Warlord's Regalia,0,0,0,231596,231601,231594,231595,0,231598,0,231597,0,0,0,0,0,0,0,0,0
1728,Warlord's Raiment,0,0,0,231612,231611,231615,231610,231614,231613,0,0,0,0,0,0,0,0,0,0,0
1729,Warlord's Investiture,0,0,0,231632,231631,231635,231630,231634,231633,0,0,0,0,0,0,0,0,0,0,0
1730,Warlord's Vestments,0,0,0,231553,231551,231549,231554,231552,231555,0,0,0,0,0,0,0,0,0,0,0
1731,Warlord's Earthshaker,0,0,0,231654,231657,231653,231655,231658,231656,0,0,0,0,0,0,0,0,0,0,0
1732,Warlord's Thunderfist,0,0,0,231659,231663,231662,231661,231664,231660,0,0,0,0,0,0,0,0,0,0,0
1733,Warlord's Wartide,0,0,0,231669,231665,231668,231670,231666,231667,0,0,0,0,0,0,0,0,0,0,0
1734,Warlord's Threads,0,0,0,231591,231592,231590,231588,231589,231593,0,0,0,0,0,0,0,0,0,0,0
1735,Field Marshal's Wildhide,0,0,0,231696,231695,231699,231698,231700,231697,0,0,0,0,0,0,0,0,0,0,0
1736,Field Marshal's Refuge,0,0,0,231701,231705,231702,231706,231704,231703,0,0,0,0,0,0,0,0,0,0,0
1737,Field Marshal's Sanctuary,0,0,0,231690,231689,231693,231694,231691,231692,0,0,0,0,0,0,0,0,0,0,0
1738,Field Marshal's Prowess,0,0,0,231562,231557,231563,231558,231561,231560,0,0,0,0,0,0,0,0,0,0,0
1739,Field Marshal's Pursuit,0,0,0,231580,231576,231581,231577,231579,231578,0,0,0,0,0,0,0,0,0,0,0
1740,Field Marshal's Regalia,0,0,0,231604,231602,231603,231606,0,231607,0,231605,0,0,0,0,0,0,0,0,0
1741,Field Marshal's Raiment,0,0,0,231616,231621,231618,231617,231619,231620,0,0,0,0,0,0,0,0,0,0,0
1742,Field Marshal's Investiture,0,0,0,231622,231628,231624,231623,231626,231627,0,0,0,0,0,0,0,0,0,0,0
1743,Field Marshal's Vestments,0,0,0,231545,231547,231543,231548,231546,231544,0,0,0,0,0,0,0,0,0,0,0
1744,Field Marshal's Vindication,0,0,0,231649,231648,231651,231650,231647,231652,0,0,0,0,0,0,0,0,0,0,0
1745,Field Marshal's Redemption,0,0,0,231641,231640,231645,231643,231646,231639,0,0,0,0,0,0,0,0,0,0,0
1746,Field Marshal's Threads,0,0,0,231584,231582,231583,231585,231586,231587,0,0,0,0,0,0,0,0,0,0,0
1747,Field Marshal's Battlegear,0,0,0,231538,231537,231536,231540,231539,231541,0,0,0,0,0,0,0,0,0,0,0
1748,Champion's Wildhide,0,0,0,227188,227187,227186,227184,227189,227185,0,0,0,0,0,0,0,0,0,0,0
1749,Champion's Refuge,0,0,0,227204,227203,227205,227207,227206,227202,0,0,0,0,0,0,0,0,0,0,0
1750,Champion's Sanctuary,0,0,0,227180,227181,227174,227175,227179,227177,0,0,0,0,0,0,0,0,0,0,0
1751,Champion's Prowess,0,0,0,227081,227082,227080,227078,227083,227079,0,0,0,0,0,0,0,0,0,0,0
1752,Champion's Pursuit,0,0,0,227074,227075,227067,227069,227071,227073,0,0,0,0,0,0,0,0,0,0,0
1753,Champion's Regalia,0,0,0,227117,227110,227105,227104,227107,227106,0,0,0,0,0,0,0,0,0,0,0
1754,Champion's Raiment,0,0,0,227133,227134,227132,227130,227131,227135,0,0,0,0,0,0,0,0,0,0,0
1755,Champion's Investiture,0,0,0,227126,227127,227118,227120,227123,227124,0,0,0,0,0,0,0,0,0,0,0
1756,Champion's Vestments,0,0,0,227063,227062,227057,227056,227060,227059,0,0,0,0,0,0,0,0,0,0,0
1757,Champion's Thunderfist,0,0,0,227163,227164,227162,227160,227165,227161,0,0,0,0,0,0,0,0,0,0,0
1758,Champion's Wartide,0,0,0,227170,227169,227166,227168,227171,227167,0,0,0,0,0,0,0,0,0,0,0
1759,Champion's Earthshaker,0,0,0,227158,227159,227155,227154,227157,227156,0,0,0,0,0,0,0,0,0,0,0
1760,Champion's Threads,0,0,0,227099,227098,227090,227092,227097,227094,0,0,0,0,0,0,0,0,0,0,0
1761,Champion's Battlegear,0,0,0,227050,227051,227043,227042,227049,227048,0,0,0,0,0,0,0,0,0,0,0
1762,Lieutenant Commander's Wildhide,0,0,0,227195,227191,227194,227193,227192,227190,0,0,0,0,0,0,0,0,0,0,0
1763,Lieutenant Commander's Refuge,0,0,0,227200,227196,227198,227197,227199,227201,0,0,0,0,0,0,0,0,0,0,0
1764,Lieutenant Commander's Sanctuary,0,0,0,227176,227178,227183,227182,227173,227172,0,0,0,0,0,0,0,0,0,0,0
1765,Lieutenant Commander's Prowess,0,0,0,227089,227085,227087,227088,227086,227084,0,0,0,0,0,0,0,0,0,0,0
1766,Lieutenant Commander's Pursuit,0,0,0,227070,227072,227076,227077,227066,227068,0,0,0,0,0,0,0,0,0,0,0
1767,Lieutenant Commander's Regalia,0,0,0,227109,227108,227116,227112,227103,227102,0,0,0,0,0,0,0,0,0,0,0
1768,Lieutenant Commander's Raiment,0,0,0,227137,227141,227139,227140,227138,227136,0,0,0,0,0,0,0,0,0,0,0
1769,Lieutenant Commander's Investiture,0,0,0,227125,227122,227128,227129,227121,227119,0,0,0,0,0,0,0,0,0,0,0
1770,Lieutenant Commander's Vestments,0,0,0,227058,227061,227065,227064,227055,227054,0,0,0,0,0,0,0,0,0,0,0
1774,Lieutenant Commander's Threads,0,0,0,227095,227096,227100,227101,227093,227091,0,0,0,0,0,0,0,0,0,0,0
1775,Lieutenant Commander's Battlegear,0,0,0,227046,227047,227053,227052,227044,227045,0,0,0,0,0,0,0,0,0,0,0
1776,Lieutenant Commander's Redemption,0,0,0,227151,227150,227152,227153,227149,227148,0,0,0,0,0,0,0,0,0,0,0
1777,Lieutenant Commander's Vindication,0,0,0,227142,227143,227147,227146,227144,227145,0,0,0,0,0,0,0,0,0,0,0
1778,Battlegear of Heroism,0,0,0,226879,226880,226878,226877,226876,226875,226874,226873,0,0,0,0,0,0,0,0,0
1779,Core Hound's Call,0,0,0,228145,228146,228147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,Shard of the Gods,0,0,0,228297,228298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,Spirit of Eskhandar,0,0,0,228350,228349,228360,228759,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,The Postmaster,0,0,0,228528,228524,228529,228527,228525,0,0,0,0,0,0,0,0,0,0,0,0
1783,Spider's Kiss,0,0,0,228573,228592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Dal'Rend's Arms,0,0,0,228653,228652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,Ironweave Battlesuit,0,0,0,228596,228597,228598,228681,228066,228700,228038,228547,0,0,0,0,0,0,0,0,0
1786,Deathbone Guardian,0,0,0,227999,228008,228002,228006,228000,0,0,0,0,0,0,0,0,0,0,0,0
1787,Necropile Raiment,0,0,0,228009,228011,228018,228010,228013,0,0,0,0,0,0,0,0,0,0,0,0
1788,Bloodmail Regalia,0,0,0,228014,227998,228020,228012,228003,0,0,0,0,0,0,0,0,0,0,0,0
1789,Volcanic Armor,0,0,0,227868,227867,227866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Blue Dragon Mail,0,0,0,227875,227874,227873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Green Dragon Mail,0,0,0,227879,227878,227877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Black Dragon Mail,0,0,0,227829,227851,227852,227853,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Devilsaur Armor,0,0,0,227848,227847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Zanzil's Concentration,0,0,0,230867,231001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,Prayer of the Primal,0,0,0,230915,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,Major Mojo Infusion,0,0,0,230921,230929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,Primal Blessing,0,0,0,230934,230925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,Overlord's Resolution,0,0,0,230943,230999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,The Twin Blades of Hakkari,0,0,0,231309,230992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,Eclipse of Stormrage,0,0,0,231246,231247,231248,231249,231250,231251,231252,231253,0,0,0,0,0,0,0,0,0
1802,Bounty of Stormrage,0,0,0,231230,231231,231232,231233,231234,231235,231236,231237,0,0,0,0,0,0,0,0,0
1803,Cunning of Stormrage,0,0,0,231254,231255,231256,231257,231258,231259,231260,231261,0,0,0,0,0,0,0,0,0
1804,Fury of Stormrage,0,0,0,231238,231239,231240,231241,231242,231243,231244,231245,0,0,0,0,0,0,0,0,0
1805,Dragonstalker's Pursuit,0,0,0,231062,231061,231060,231059,231058,231057,231056,231055,0,0,0,0,0,0,0,0,0
1806,Dragonstalker's Prowess,0,0,0,231071,231070,231069,231068,231067,231066,231065,231063,0,0,0,0,0,0,0,0,0
1807,Netherwind Insight,0,0,0,231105,231101,231102,231103,231104,231106,231100,231107,0,0,0,0,0,0,0,0,0
1808,Netherwind Moment,0,0,0,231113,231109,231110,231111,231112,231114,231108,231115,0,0,0,0,0,0,0,0,0
1809,Merciful Judgement,0,0,0,231197,231196,231195,231194,231193,231192,231191,231190,0,0,0,0,0,0,0,0,0
1810,Radiant Judgement,0,0,0,231181,231180,231179,231178,231177,231176,231175,231174,0,0,0,0,0,0,0,0,0
1811,Wilfull Judgement,0,0,0,231187,231189,231188,231186,231185,231184,231183,231182,0,0,0,0,0,0,0,0,0
1812,Dawn of Transcendence,0,0,0,231159,231155,231156,231157,231158,231160,231161,231162,0,0,0,0,0,0,0,0,0
1813,Twilight of Transcendence,0,0,0,231169,231165,231166,231167,231168,231170,231171,231172,0,0,0,0,0,0,0,0,0
1814,Bloodfang Thrill,0,0,0,231040,231041,231042,231043,231044,231039,231045,231046,0,0,0,0,0,0,0,0,0
1815,Bloodfang Battlearmor,0,0,0,231048,231049,231050,231051,231052,231047,231053,231054,0,0,0,0,0,0,0,0,0
1816,Relief of the Ten Storms,0,0,0,231205,231204,231198,231203,231202,231201,231200,231199,0,0,0,0,0,0,0,0,0
1817,Eruption of the Ten Storms,0,0,0,231221,231220,231214,231219,231218,231217,231216,231215,0,0,0,0,0,0,0,0,0
1818,Impact of the Ten Storms,0,0,0,231229,231228,231222,231227,231226,231225,231224,231223,0,0,0,0,0,0,0,0,0
1819,Resolve of the Ten Storms,0,0,0,231213,231212,231206,231211,231210,231209,231208,231207,0,0,0,0,0,0,0,0,0
1820,Corrupted Nemesis,0,0,0,231076,231072,231073,231074,231075,231077,231078,231079,0,0,0,0,0,0,0,0,0
1821,Wicked Nemesis,0,0,0,231095,231090,231091,231092,231093,231096,231097,231098,0,0,0,0,0,0,0,0,0
1822,Immoveable Wrath,0,0,0,231030,231029,231028,231027,231026,231025,231024,231023,0,0,0,0,0,0,0,0,0
1823,Unstoppable Wrath,0,0,0,231038,231037,231036,231035,231034,231033,231032,231031,0,0,0,0,0,0,0,0,0
1824,Haruspex's Garb,0,0,0,231319,231318,231317,231316,231280,0,0,0,0,0,0,0,0,0,0,0,0
1825,Predator's Armor,0,0,0,231323,231322,231321,231320,231288,0,0,0,0,0,0,0,0,0,0,0,0
1826,Illusionist's Attire,0,0,0,231327,231325,231326,231324,231282,0,0,0,0,0,0,0,0,0,0,0,0
1827,Freethinker's Armor,0,0,0,231329,231330,231331,231285,231328,0,0,0,0,0,0,0,0,0,0,0,0
1828,Confessor's Raiment,0,0,0,231335,231334,231333,231332,231283,0,0,0,0,0,0,0,0,0,0,0,0
1829,Madcap's Outfit,0,0,0,231339,231338,231337,231336,231287,0,0,0,0,0,0,0,0,0,0,0,0
1830,Augur's Regalia,0,0,0,231343,231342,231341,231340,231281,0,0,0,0,0,0,0,0,0,0,0,0
1831,Demoniac's Threads,0,0,0,231349,231348,231347,231346,231284,0,0,0,0,0,0,0,0,0,0,0,0
1832,Vindicator's Battlegear,0,0,0,231353,231352,231351,231350,231286,0,0,0,0,0,0,0,0,0,0,0,0
1835,Genesis Bounty,0,0,0,233723,233722,233721,233720,233719,0,0,0,0,0,0,0,0,0,0,0,0
1836,Genesis Eclipse,0,0,0,233718,233717,233716,233715,233714,0,0,0,0,0,0,0,0,0,0,0,0
1837,Genesis Fury,0,0,0,233412,233413,233415,233416,233414,0,0,0,0,0,0,0,0,0,0,0,0
1838,Genesis Cunning,0,0,0,233709,233713,233711,233710,233712,0,0,0,0,0,0,0,0,0,0,0,0
1839,Striker's Pursuit,0,0,0,233410,233409,233411,233408,233407,0,0,0,0,0,0,0,0,0,0,0,0
1840,Striker's Prowess,0,0,0,233666,233668,233664,233667,233665,0,0,0,0,0,0,0,0,0,0,0,0
1841,Enigma Insight,0,0,0,233404,233403,233406,233405,233402,0,0,0,0,0,0,0,0,0,0,0,0
1842,Enigma Moment,0,0,0,233676,233677,233674,233675,233678,0,0,0,0,0,0,0,0,0,0,0,0
1843,Avenger's Mercy,0,0,0,233687,233684,233688,233685,233686,0,0,0,0,0,0,0,0,0,0,0,0
1844,Avenger's Will,0,0,0,233692,233689,233693,233690,233691,0,0,0,0,0,0,0,0,0,0,0,0
1845,Avenger's Radiance,0,0,0,233398,233401,233397,233400,233399,0,0,0,0,0,0,0,0,0,0,0,0
1846,Dawn of the Oracle,0,0,0,233682,233681,233679,233683,233680,0,0,0,0,0,0,0,0,0,0,0,0
1847,Twilight of the Oracle,0,0,0,233393,233394,233396,233392,233395,0,0,0,0,0,0,0,0,0,0,0,0
1848,Deathdealer's Thrill,0,0,0,233388,233387,233389,233390,233391,0,0,0,0,0,0,0,0,0,0,0,0
1849,Deathdealer's Battlearmor,0,0,0,233661,233663,233659,233662,233660,0,0,0,0,0,0,0,0,0,0,0,0
1850,Stormcaller's Relief,0,0,0,233385,233383,233386,233382,233384,0,0,0,0,0,0,0,0,0,0,0,0
1851,Stormcaller's Eruption,0,0,0,233705,233707,233704,233708,233706,0,0,0,0,0,0,0,0,0,0,0,0
1852,Stormcaller's Resolve,0,0,0,233695,233697,233694,233698,233696,0,0,0,0,0,0,0,0,0,0,0,0
1853,Stormcaller's Impact,0,0,0,233700,233702,233699,233703,233701,0,0,0,0,0,0,0,0,0,0,0,0
1854,Doomcaller's Corruption,0,0,0,233381,233379,233378,233377,233380,0,0,0,0,0,0,0,0,0,0,0,0
1855,Doomcaller's Malevolence,0,0,0,233669,233671,233672,233673,233670,0,0,0,0,0,0,0,0,0,0,0,0
1856,Conqueror's Advance,0,0,0,233653,233658,233651,233654,233652,0,0,0,0,0,0,0,0,0,0,0,0
1857,Conqueror's Bulwark,0,0,0,233375,233376,233373,233374,233372,0,0,0,0,0,0,0,0,0,0,0,0
1858,Symbols of Unending Life,0,0,0,233418,233419,233417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,Trappings of the Unseen Path,0,0,0,233421,233420,233422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,Trappings of Vaulted Secrets,0,0,0,233424,233425,233423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,Battlegear of Eternal Justice,0,0,0,233427,233428,233426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,Finery of Infinite Wisdom,0,0,0,233430,233431,233429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,Emblems of Veiled Shadows,0,0,0,233433,233432,233434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,Gift of the Gathering Storm,0,0,0,233436,233437,233435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,Implements of Unspoken Names,0,0,0,233438,233440,233439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,Battlegear of Unyielding Strength,0,0,0,233442,233441,233443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,Kharon's Decree,0,0,0,235893,235894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Dreadnaught's Battlegear,0,0,0,236007,236008,236005,236011,236006,236009,236012,236010,236013,0,0,0,0,0,0,0,0
1883,Dreadnaught's Warplate,0,0,0,236016,236017,236014,236020,236015,236018,236021,236019,236022,0,0,0,0,0,0,0,0
1884,Plagueheart Stitchings,0,0,0,236072,236070,236069,236071,236075,236068,236073,236076,236074,0,0,0,0,0,0,0,0
1885,Plagueheart Raiment,0,0,0,236064,236065,236066,236060,236059,236061,236063,236062,236067,0,0,0,0,0,0,0,0
1886,The Earthshatterer's Resolve,0,0,0,236165,236163,236169,236162,236164,236168,236160,236166,236167,0,0,0,0,0,0,0,0
1887,The Earthshatterer,0,0,0,236144,236145,236147,236148,236143,236146,236149,236142,236150,0,0,0,0,0,0,0,0
1888,The Earthshatterer's Rage,0,0,0,236174,236172,236179,236171,236173,236177,236170,236175,236176,0,0,0,0,0,0,0,0
1889,The Earthshatterer's Storm,0,0,0,236155,236153,236159,236152,236154,236158,236151,236156,236157,0,0,0,0,0,0,0,0
1890,Bonescythe Leathers,0,0,0,236037,236035,236039,236032,236036,236033,236040,236038,236034,0,0,0,0,0,0,0,0
1891,Bonescythe Armor,0,0,0,236025,236026,236023,236029,236024,236027,236030,236028,236031,0,0,0,0,0,0,0,0
1892,Vestments of Faith,0,0,0,236103,236102,236098,236101,236099,236100,236104,236097,236105,0,0,0,0,0,0,0,0
1893,Raiments of Faith,0,0,0,236110,236108,236107,236109,236113,236106,236111,236114,236112,0,0,0,0,0,0,0,0
1894,Redemption Bulwark,0,0,0,236137,236135,236141,236134,236136,236140,236133,236138,236139,0,0,0,0,0,0,0,0
1895,Redemption Armor,0,0,0,236117,236122,236115,236120,236121,236123,236119,236118,236116,0,0,0,0,0,0,0,0
1896,Redemption Warplate,0,0,0,236128,236126,236132,236125,236127,236131,236124,236129,236130,0,0,0,0,0,0,0,0
1897,Frostfire Vestments,0,0,0,236091,236089,236088,236090,236094,236087,236092,236095,236093,0,0,0,0,0,0,0,0
1898,Frostfire Regalia,0,0,0,236083,236084,236078,236079,236080,236077,236082,236081,236085,0,0,0,0,0,0,0,0
1899,Cryptstalker Armor,0,0,0,236046,236044,236043,236048,236045,236049,236042,236047,236041,0,0,0,0,0,0,0,0
1900,Cryptstalker Prowess,0,0,0,236054,236052,236058,236051,236053,236057,236050,236055,236056,0,0,0,0,0,0,0,0
1901,Dreamwalker Guardian,0,0,0,236205,236203,236209,236202,236204,236208,236201,236206,236207,0,0,0,0,0,0,0,0
1902,Dreamwalker Raiment,0,0,0,236182,236189,236186,236187,236188,236185,236183,236184,236190,0,0,0,0,0,0,0,0
1903,Dreamwalker Ferocity,0,0,0,236214,236212,236218,236211,236213,236217,236210,236215,236216,0,0,0,0,0,0,0,0
1904,Dreamwalker Eclipse,0,0,0,236196,236194,236200,236193,236195,236199,236192,236197,236198,0,0,0,0,0,0,0,0
1905,Undead Slayer's Armor,0,0,0,0,236707,236713,236711,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Garb of the Undead Slayer,0,0,0,236709,236710,236715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,Battlegear of Undead Slaying,0,0,0,236708,236714,236712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,Regalia of Undead Cleansing,0,0,0,236718,236717,236716,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,Battlegear of Undead Warding,0,0,0,236748,236747,236746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Battlegear of Undead Purification,0,0,0,236745,236744,236743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,Garb of the Undead Cleansing,0,0,0,236734,236735,236736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,Garb of the Undead Warder,0,0,0,236737,236738,236739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,Garb of the Undead Purifier,0,0,0,236742,236741,236740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Undead Cleanser's Armor,0,0,0,236727,236726,236725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Undead Purifier's Armor,0,0,0,236730,236729,236728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,Undead Warder's Armor,0,0,0,236733,236732,236731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,Regalia of Undead Purification,0,0,0,236721,236720,236719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,Regalia of Undead Warding,0,0,0,236724,236723,236722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Lightbreaker's Warplate,0,0,0,239517,239516,239519,239513,239518,239515,239512,239514,0,0,0,0,0,0,0,0,0
1933,Lightbreaker's Battlegear,0,0,0,239525,239524,239527,239521,239526,239523,239520,239522,0,0,0,0,0,0,0,0,0
1934,Duskwraith Armor,0,0,0,239560,239559,239562,239556,239561,239558,239555,239557,0,0,0,0,0,0,0,0,0
1935,Duskwraith Leathers,0,0,0,239550,239552,239548,239554,239551,239553,239547,239549,0,0,0,0,0,0,0,0,0
1936,Dawnstalker Prowess,0,0,0,239532,239534,239529,239535,239533,239530,239536,239531,0,0,0,0,0,0,0,0,0
1937,Dawnstalker Armor,0,0,0,239540,239542,239543,239538,239541,239537,239544,239539,0,0,0,0,0,0,0,0,0
