ID,Name,SoundID,Priority,MinDelayMinutes
1142,Intro-GarrisonJukebox-03,49513,1,25
1143,Intro-GarrisonJukebox-04,49514,1,25
1144,Intro-GarrisonJukebox-05,49515,1,25
1145,Intro-GarrisonJukebox-06,49516,1,25
1146,Intro-GarrisonJukebox-07,49529,0,25
1147,Intro-GarrisonJukebox-08,49530,0,25
1148,Intro-GarrisonJukebox-09,49531,0,25
1149,Intro-GarrisonJukebox-10,49533,0,25
1150,Intro-GarrisonJukebox-11,49535,0,25
1151,Intro-GarrisonJukebox-12,49536,0,25
1152,Intro-GarrisonJukebox-13,49538,0,25
1153,Intro-GarrisonJukebox-14,49539,0,25
1154,Intro-GarrisonJukebox-15,49540,0,25
1155,Intro-GarrisonJukebox-16,49541,0,25
1156,Intro-GarrisonJukebox-17,15035,0,25
1157,Intro-GarrisonJukebox-18,49544,0,25
1158,Intro-GarrisonJukebox-19,49545,0,25
1159,Intro-GarrisonJukebox-20,49546,0,25
1160,Intro-GarrisonJukebox-21,49526,0,25
1161,Intro-GarrisonJukebox-22,49528,0,25
1162,Intro-GarrisonJukebox-23-A,49517,0,25
1163,Intro-GarrisonJukebox-24-A,49518,0,25
1164,Intro-GarrisonJukebox-26-A,49520,0,25
1165,Intro-GarrisonJukebox-27-A,49521,0,25
1166,Intro-GarrisonJukebox-28-A,49522,0,25
1167,Intro-GarrisonJukebox-29-A,49523,0,25
1168,Intro-GarrisonJukebox-25-A,49519,0,25
1169,Intro-GarrisonJukebox-30-A,49524,0,25
1170,Intro-GarrisonJukebox-31-A,49525,0,25
1171,Intro-GarrisonJukebox-23-H,49555,0,25
1172,Intro-GarrisonJukebox-24-H,49554,0,25
1173,Intro-GarrisonJukebox-25-H,49553,0,25
1174,Intro-GarrisonJukebox-26-H,49552,0,25
1175,Intro-GarrisonJukebox-27-H,49551,0,25
1176,Intro-GarrisonJukebox-28-H,49550,0,25
1177,Intro-GarrisonJukebox-29-H,49549,0,25
1178,Intro-GarrisonJukebox-30-H,49548,0,25
1179,Intro-GarrisonJukebox-31-H,49547,0,25
1180,Intro-62-Tanaan-Intro,51492,0,40
1181,Intro-62-HFC-Siegeworks-Intro,51527,0,40
1182,Intro-62-HFC-HellfireAntechamber-Intro,51528,0,40
1183,Intro-62-HFC-Archimonde-Intro,51576,0,40
1184,Intro-62-HFC-Iskar-Intro,51572,0,40
1185,[PH] Intro-70-Artif-OrderHall-Paladin,53984,0,40
1186,Intro-70-BrokenShore-Intro,75468,0,15
1187,Intro-70-Mardum-IntroA,56364,0,80
1188,Intro-70-Mardum-IntroB,56365,0,40
1189,Intro-70-ClassTrial-Horde-Intro,71953,0,40
1190,Intro-70-ClassTrial-Alliance-Intro,71958,0,40
1191,Intro-70-NewDalaran,75045,1,40
1192,Intro-70-Stormheim,73352,1,40
1193,Intro-70-Suramar,73353,1,40
1194,Intro-70-Azsuna,73368,1,40
1195,Intro-70-Highmountain,73369,1,40
1196,Intro-70-ValSharah,73370,1,40
1197,Intro-70-DarkheartThicket,74389,1,40
1198,Intro-70-VOTW,74777,1,40
1199,Intro-70-VOTW-Cordona-Intro,74786,1,40
1200,Intro-70-EyeofAzshara-Walk-B-Intro,75035,1,40
1201,Intro-70-EyeofAzshara-Walk-A-Intro,75041,1,40
1202,Intro-70-NewDalaran-Antonidas,75046,1,40
1203,Intro-70-NewDalaran-Sewers,75047,1,40
1204,Intro-70-NewDalaran-ChamberofGuardian,75053,1,40
1205,Intro-70-DH-VOTW-WalkA,75063,1,40
1206,Intro-70-DH-VOTW-WalkD,75070,1,40
1207,Intro-70-NewDalaran-Mage-OH-Intro,75110,1,40
1208,Intro-70-Druid-MalornesNightmare-Intro,75113,1,40
1209,Intro-70-NewDalaran-Rogue-OH-Intro,75302,1,40
1210,Intro-70-BrokenShore-IntroA,75369,1,40
1211,Intro-70-BrokenShore-IntroB,75370,1,40
1212,Intro-70-MawofSouls-Walk-C-Intro,75550,1,40
1213,Intro-70-MawofSouls-Walk-A-Intro,75556,1,40
1214,Intro-70-HallsofValor-Walk-A-Intro,75675,1,40
1215,Intro-70-HallsofValor-Walk-A-Intro-v2,75680,1,40
1216,Intro-70-HallsofValor-Walk-B-Intro,75677,1,40
1217,Intro-70-HallsofValor-Walk-C-Intro,75684,1,40
1218,Intro-70-NetharionsLair-WalkA-Intro,75952,1,40
1219,Intro-70-NetharionsLair-WalkB-Intro,75950,1,40
1220,Intro-70-BlackRookHold-WalkA-Intro,76003,1,40
1221,Intro-70-BlackRookHold-WalkB-Intro,76005,1,40
1222,Intro-70-BlackRookHold-WalkC-Intro,76008,1,40
1223,Intro-70-ValSharah-B,73370,1,40
1224,Intro-70-SuramarCity,76666,1,40
1225,Intro-70-DGN-Arcway-Intro,76754,1,40
1226,ClientScene-DH-NetherCrucible,76899,0,40
1227,Intro-70-Suramar-Tel'anor-Chimes,77456,1,40
1228,Intro-WinterVeil-City,79220,1,40
1229,Intro-WinterVeil-Greench,79219,1,40
1230,Intro-71-KarazhanFoyer,12155,1,10
1231,Intro-71-KarazhanVortex,79667,1,15
1232,Intro-71-KarazhanGuardiansLibrary,79691,1,20
1233,Intro-71-KarazhanViz'aduumIntro,79690,1,40
1234,Intro-72-Test,81943,0,2
1235,Intro_72_TOS_DGN_Intro,85035,1,40
1236,Intro_72_BrokenShore_Intro,85108,1,40
1237,Intro_72_BrokenShore_Wrynnfall_Intro,85168,1,40
1238,Intro_72_TOS_Raid_Start_Intro,85170,1,40
1239,Intro_72_TOS_Raid_NightElfIntro,85885,1,40
1240,Intro_72_TOS_Raid_NagaIntro,86405,1,40
1241,Intro_73_MacAree,90502,1,40
1242,Intro_73_TheSeatoftheTriumvirate,90532,1,40
1243,Intro_73_Krokuun,90547,1,40
1244,Intro_73_Krokuun_CourtoftheAvenger,90548,1,40
1245,Intro_73_AntoranWastes,90589,1,40
1246,Intro_73_AntoranWastes_FullLegion,90591,2,40
1247,Intro_73_Raid_Pantheon,90602,1,40
1248,Intro_73_Raid_Antorus,90614,1,40
1249,Intro_73_Raid_BurningThrone,90615,1,40
1250,Intro_73_Raid_WorldSoul,90616,1,40
1251,Intro_80_Drustvar_Town,93667,1,40
1252,Intro_80_Nazmir_Intro,116067,1,40
1253,Intro_80_DGN_CityofGold,93670,1,40
1254,Intro_80_Warfront_Arathi_Alliance,116360,1,60
1255,Intro_80_PVP_BG_Zandalar_Intro,117042,1,20
1256,Intro_80_PH4,0,1,40
1257,Intro_735_PVP_BG_SeethingShore,96467,0,40
1358,Intro_80_Event_Lordaeron_H_UC,115013,1,40
1359,Intro_80_Event_Lordaeron_H_Ruins,115015,1,25
1360,Intro_80_Islands_Adventure,115048,1,40
1361,Intro_80_Islands_Adventure_Event,115051,1,20
1362,Intro_80_Drustvar_Fallhaven,115694,1,40
1363,Intro_80_TirgardeSound_Roost,115966,1,40
1364,Intro_80_TirgardeSound_Glacier,115970,1,40
1368,Intro_80_Event_Lordaeron_A_Intro,116000,1,10
1369,Intro_80_Event_Lordaeron_A_BattleIntro,116003,1,10
1370,Intro_80_Event_Lordaeron_A_GyrocopterRide,116004,1,10
1371,Intro_80_TirgardeSound_Ashvane,116009,1,40
1372,Intro_80_StormsongValley_Town,116058,1,20
1373,Intro_80_StormsongValley_Peaks,116053,1,40
1374,Intro_80_StormsongValley_ShrineOfStorms,116090,1,20
1375,Intro_80_Drustvar_GolKoval,115758,1,40
1376,Intro_80_Drustvar_CarversHarbor,115771,1,40
1377,Intro_80_Drustvar_FletchersHollow,115699,1,40
1378,Intro_80_Nazmir_Bwonsamdi_Intro,116060,1,40
1379,Intro_80_Nazmir_Hi'reek_Intro,93671,1,40
1380,Intro_80_Nazmir_Krag'wa_Intro,116062,1,40
1381,Intro_80_ShrineOfStorms_Walk,116157,1,20
1382,Intro_80_ShrineOfStorms_StormsEnds,116156,1,20
1383,Intro_80_Nazmir_Necropolis_Intro,116203,1,40
1384,Intro_80_SiegeOfBoralus_Tradewinds,116218,1,20
1385,Intro_80_SiegeOfBoralus_Ashvane,116221,1,20
1386,Intro_80_SiegeOfBoralus_Square,116223,1,20
1387,Intro_80_SiegeOfBoralus_Kraken,116228,1,20
1388,Intro_80_TolDagor_Inside,116256,1,20
1389,Intro_80_Event_PostLordaeron_A_WarCouncil,116267,1,15
1391,Intro_80_Event_Teldrassil_AstranaarIntro,116305,1,40
1392,Intro_80_Event_Teldrassil_BattleIntro,116322,1,30
1393,Intro_80_Event_Teldrassil_DarnassusIntro_A,116357,1,40
1394,Intro_80_Event_Teldrassil_DarnassusIntro_H,116359,1,40
1395,Intro_80_DGN_WaycrestManor_LadyWaycrest,117136,1,30
1396,Intro_92_PVP_MaldraxxusColliseum,192892,1,20
1397,Intro_80_Event_Teldrassil_Horde_GoldRoad_Intro,117024,1,40
1398,Intro_80_Vol'dun_Akunda_Intro,116495,1,40
1399,Intro_80_Vol'dun_Kimbul_Intro,116497,1,40
1400,Intro_80_Vol'dun_Sethraliss_Intro,116499,1,40
1401,Intro_80_Warfront_Arathi_Horde,85242,1,60
1402,Intro_80_StormsongValley_Screaming,116944,1,20
1403,Intro_80_StormsongValley_OldGods_Priest,116958,1,20
1404,Intro_80_StormsongValley_Walk,116963,1,40
1405,Intro_80_Zuldazar_Dazar'alor,116989,1,40
1407,Intro_80_Drustvar_Walk,117017,1,40
1408,Intro_80_Warfront_Arathi_Horde,85242,1,60
1409,Intro_80_Zuldazar_Paku,117056,1,40
1410,Intro_80_DGN_WaycrestManor,117087,1,40
1411,Intro_80_StormsongValley_Deadwash_Town,117134,1,40
1412,Intro_80_SiegeOfBoralus_Walk,117138,1,20
1413,Intro_80_TirgardeSound_Boralus,117149,1,40
1414,Intro_80_TirgardeSound_Witch,117167,1,40
1415,Intro_80_TirgardeSound_Estate,117171,2,40
1416,Intro_80_DGN_CityofGold_Rezan,117194,1,40
1417,Intro_80_DGN_CityofGold_FinalBoss,117195,1,40
1418,Intro_80_TirgardeSound_Boralus_Monastery,117200,1,40
1419,Intro_80_DGN_King'sRest,117216,1,40
1420,Intro_80_DGN_King'sRest_FinalBoss,117217,1,40
1421,Intro_80_TolDagor_Armory,116254,1,20
1422,Intro_80_TolDagor_Summit,117220,1,20
1423,Intro_80_AlliedRace_DarkIronDwarf,117230,0,40
1424,Intro_80_AlliedRace_DarkIronDwarf02,117258,0,40
1425,Intro_80_AlliedRace_DarkIronDwarf03,117261,0,40
1426,Intro_80_DGN_TheUnderrot,117263,1,40
1427,Intro_80_AlliedRace_Mag'harOrc,117279,0,40
1429,Intro_80_StormsongValley_Naga,117298,1,40
1430,Intro_80_Islands_Mystical,117351,1,20
1431,Intro_80_Islands_Mystical_Event,117354,1,20
1432,Intro_80_Islands_Winter_Event,117381,1,20
1433,Intro_80_DGN_TheMotherlode,117428,1,40
1434,Intro_80_AlliedRace_Mag'harOrc02,117436,0,40
1435,Intro_80_DGN_TheMotherlode_FinalBoss,117426,1,40
1436,Intro_80_AlliedRace_Mag'harOrc_Light,117441,0,2
1437,Intro_80_Zuldazar_Gonk,117535,1,40
1438,Intro_80_Zuldazar_Shadra,117536,1,40
1439,Intro_80_TirgardeSound_Proudmoore,117746,1,40
1440,Intro_80_RAID_Uldir_Taloc,118029,1,40
1441,Intro_80_RAID_Uldir_Zul,118030,1,40
1442,Intro_80_RAID_Uldir_G'huun,118031,1,40
1443,Intro_81_PVP_Brawl_CookingImpossible,125380,1,15
1444,Intro_81_Heritage_BloodElf_Invasion,125804,0,1
1445,Intro_81_Warfront_Darkshore_Alliance,125676,1,40
1446,Intro_81_Warfront_Darkshore_Horde,125882,1,40
1447,Intro_81_RAID_Zuldazar_Horde,125916,1,60
1449,Intro_81_Islands_Havenswood_Event,126126,1,20
1450,Intro_81_Islands_Jorundall_Event,126151,1,20
1451,Intro_81_Islands_Havenswood,126125,1,20
1452,Intro_81_R,116221,1,20
1453,Intro_81_RAID_Zuldazar_Horde_Jaina,126219,1,40
1454,Intro_81_RAID_Zuldazar_Horde_BossPally,126317,1,60
1455,Intro_81_RAID_Zuldazar_Horde_BassApe_Rez,126319,1,240
1456,Intro_81_RAID_Zuldazar_Horde_DOR,126277,1,240
1457,Intro_81_RAID_Zuldazar_Alliance,126364,1,60
1458,Intro_81_RAID_Zuldazar_Horde_Pyramid,126406,1,240
1459,Intro_81_RAID_Zuldazar_Alliance_Pyramid,126423,1,240
1460,Event_81_WarCamp_H_Norwington_Battle,126437,1,40
1461,Intro_81_RAID_Zuldazar_AlliancePort,126671,1,20
1463,BrawlersGuild_Trial_Alliance_Intro,128099,0,1
1464,Intro_PVP_BG_EyeOfTheStorm,129973,0,40
1465,Intro_PVP_Arena_TolViron,129971,0,25
1466,Intro_PVP_BG_IsleOfConquest,128952,0,40
1467,PVP_IsleOfConquest_Gunship_Intro (DEP),130000,0,0
1468,Intro_PVP_Arena_TigersPeak,128953,0,25
1469,Intro_815_AlliedRace_KulTian_Harbormaster,129704,0,40
1470,Intro_815_AlliedRace_KulTiran_UlfarRitual,129709,0,40
1471,Intro_815_AlliedRace_KulTian_Start,129719,0,40
1472,Intro_815_AlliedRace_KulTian_Brennadam,129730,0,40
1473,Intro_815_PVP_BG_WarsongGultch,129817,0,20
1474,Intro_815_PVP_BG_ArathiBasin,129818,0,20
1475,Intro_815_CrucibleofStorms,129931,0,40
1476,Intro_815_RAID_CrucibleofStorms_Intro,129974,1,20
1477,Intro_815_RAID_CrucibleofStorms_DropIntro,129977,1,20
1478,Intro_815_RAID_CrucibleofStorms_Nzoth_Intro,129978,1,20
1479,Intro_PVP_Arena_ShadowpanShowdown,129998,0,25
1480,Intro_815_PVP_BG_BattleForGilneas,129999,0,20
1481,Intro_PVP_BG_TempleofKotmogu,130001,0,20
1482,Event_NPE_AllianceIntro,136119,0,40
1483,Event_NPE_Alliance_BattleIntro,135994,0,40
1484,Event_835_NPE_BoatIntro,136272,0,40
1485,Event_835_NPE_BattleIntro,136271,0,40
1486,Intro_82_EVENT_SavingBaine,138062,0,40
1487,Intro_82_Islands_Crestfall_Event,138067,0,20
1488,Intro_82_Islands_Snowblossom_Event,138074,0,20
1489,Intro_80_Islands_Crestfall,138065,1,20
1490,Intro_80_Islands_Snowblossom,138070,1,20
1491,Intro_82_Mechagon_Rustbolt,138353,0,60
1492,Intro_82_Mechagon_Future,138387,0,60
1497,Intro_82_DGN_Mechagon_KingDefeat,138473,0,60
1498,Intro_82_Nazjatar,138507,0,40
1499,Intro_82_Nazjatar_ZinAzshari_temple,138512,0,40
1500,Intro_82_RAID_EternalPalace_Intro,138627,0,40
1501,Intro_82_RAID_EternalPalace_QueensCourt,138633,0,40
1502,Intro_82_Mechagon_CrumblingCavern,138651,0,40
1503,Intro_82_DGN_Mechagon_Flush,0,1,20
1504,Intro_82_PVP_MechagonArena,138658,0,40
1505,Intro_82_DGN_Mechagon_KingMechagon,138670,0,40
1506,Intro_82_RAID_EternalPalace_AzsharaStart,138690,0,7
1507,Intro_82_RAID_EternalPalace_AzsharaEnd,138858,0,10
1508,Intro_82_RAID_EternalPalace_Azshara04,138701,0,7
1509,Intro_82_RAID_EternalPalace_Azshara05,138693,0,7
1511,Intro_825_Event_WC_BeforetheBattle,142303,1,40
1512,[PH] Intro_90_Bastion_Zone,144946,0,120
1513,DGN_901_NPE_DarkmaulCitadel_01_Intro,147772,0,25
1514,RAID_90_RD_CastleNathria_Intro,176524,0,40
1515,DGN_901_NPE_DarkmaulCitadel_06_Balcony_Intro,147771,0,30
1516,Intro_83_Nzoth_Orgrimmar_H,147967,0,25
1517,Intro_83_Nzoth_Orgrimmar_A,147968,0,25
1518,Intro_83_Nzoth_Orgrimmar_B,147969,0,25
1519,Intro_83_Vision_Nzoth_Stormwind_H,147970,0,25
1520,Intro_83_Nzoth_Stormwind_A,147971,0,25
1521,Intro_83_Nzoth_Pandaria_H,147972,0,25
1522,Intro_83_Nzoth_Pandaria_A,147973,0,25
1523,Intro_83_Nzoth_Pandaria_B,147974,0,25
1524,Intro_83_Nzoth_Uldum_A,147976,0,25
1525,Intro_83_Nzoth_Uldum_B,147977,0,25
1526,Intro_83_AR_Mechagon_Reclaimed,147980,0,25
1527,Intro_83_Nzoth_Uldum_Vision,147975,0,5
1528,Intro_83_Nzoth_Uldum_H,147986,0,25
1529,Intro_83_Nzoth_Pandaria_Vision,147987,0,5
1530,Intro_83_Vision_HeartChamber_Wrathion,147998,0,30
1531,Intro_83_Vision_Boss_Stinger_Intro_H,148001,0,20
1532,Intro_83_Vision_Boss_Stinger_IntroB,148002,0,20
1533,Intro_83_Vision_Stormwind_A,147971,0,15
1534,Intro_83_Vision_Orgrimmar_H,147967,0,25
1535,Intro_83_Vision_Orgrimmar_A,147968,0,15
1536,Intro_83_Vision_Orgrimmar_B,147969,0,15
1537,Intro_83_Vision_HorrificStinger_A,148010,0,15
1538,Intro_83_NyalothaRaid_Interior,148226,0,40
1539,Intro_83_NyalothaRaid_Wrathion,148214,0,40
1540,Intro_83_NyalothaRaid_Carapace,148236,0,40
1541,Intro_83_NyalothaRaid_HeartChamber_Post,148446,0,40
1542,ZONE_90_BA_EonianArchives_Intro,173848,0,60
1543,ZONE_90_MX_HouseOfTheChosen,175404,0,1
1544,ZONE_90_Oribos,175572,0,120
1545,DGN_90_MX_TheaterOfPain_Intro,175705,0,40
1546,DGN_90_MX_TheaterOfPain_ChamberOfConquest_Intro,175764,0,40
1547,DGN_90_BA_NecroticWake_PostAmarath,175835,0,40
1548,DGN_90_BA_NecroticWake_PostNalthor,175836,0,40
1549,DGN_90_BA_SpiresofAscension_Intro1,175980,0,40
1550,DGN_90_BA_SpiresofAscension_Intro2,175981,0,40
1551,DGN_90_AW_MistsofTirnaScithe_Intro,175985,0,40
1552,DGN_90_AW_MistsofTirnaScithe_Tirna_Intro,175989,0,40
1553,DGN_90_AW_MistsofTirnaScithe_MistCaller_End,175987,0,40
1554,DGN_90_AW_MistsofTirnaScithe_Tirna_End,175988,0,40
1555,DGN_90_AW_DeOtherSide_AW_AfterCombat,175996,0,40
1556,DGN_90_AW_DeOtherSide_Intro,175991,0,40
1557,DGN_90_AW_DeOtherSide_PostFight,176000,0,40
1558,DGN_90_RD_SanguineDepths_Intro,176109,0,40
1559,DGN_90_RD_SanguineDepths_Maw_Intro,176110,0,40
1560,DGN_90_RD_HallsOfAtonement_Intro,176113,0,40
1561,DGN_90_RD_HallsOfAtonement_Cathedral_Intro,176115,0,40
1562,DGN_90_MAW_Torghast_Entrance_PortalRoom,176123,0,40
1563,RAID_90_RD_Dark_Intro,176526,0,40
1564,RAID_90_RD_Ballroom_Intro,176525,0,40
1565,RAID_90_RD_Master_Intro,176529,0,40
1566,RAID_90_RD_CastleTop_Intro,176527,0,40
1567,RAID_90_RD_Master_Falling,176531,0,1
1568,ZONE_90_MAW_Prologue,176907,0,120
1569,EVENT_90_RD_MawEmpowered_Pride_Domination,177119,0,10
1570,EVENT_90_MAW_AW_CovCh2_TyrandeMaw_Intro,177219,0,10
1571,EVENT_90_MAW_AW_CovCh2_TyrandeTorghast_Intro,177220,0,10
1572,EVENT_90_BA_CovCh7_ElysianHold_UtherRPWalk,177432,0,120
1573,EVENT_90_AW_CovCh3_Damabala_Combat,175995,0,120
1574,ZONE_91_Ch1_AW_Intro,182813,0,40
1575,RAID_91_Torghast_Sanctum_Raid_Intro,184703,0,40
1576,RAID_91_Torghast_Sanctum_Raid_Sylvanas_Intro,184696,0,40
1577,RAID_91_Torghast_Sanctum_Raid_Eye_Intro,184732,0,10
1578,RAID_91_Torghast_Sanctum_Raid_NineSylvanas_Intro,184750,0,40
1579,EVENT_91_Camp_Ch6_NW_Ritual_After,185185,0,15
1580,RAID_91_Torghast_Sanctum_Raid_Sylvanas_PostFight,184702,0,10
1581,RAID_91_Torghast_Sanctum_Raid_Zovaal_Intro,184698,0,40
1582,DGN_91_Broker_Hospitality_Intro,185593,0,40
1583,DGN_91_Broker_Nexus_Intro,185594,0,40
1584,DGN_91_Broker_MailRoom_Intro,185592,0,40
1585,DGN_91_Broker_Stormheim_Intro,185595,0,40
1586,DGN_91_Broker_Boralus_Intro,185596,0,40
1587,DGN_91_Broker_Nexus_Combat_Intro,186012,0,20
1588,RAID_91_Torghast_Sanctum_Raid_Floor3_Intro,185255,0,40
1589,RAID_91_Torghast_Sanctum_Raid_Fatescribe_Death,186176,0,40
1590,RAID_91_Torghast_Sanctum_Raid_KelThuzad_Intro,186208,0,40
1591,Intro_92_Zone_Lush_PathofInception,192897,1,40
1592,Intro_92_Zone_Desert_ResonantPeaks,192902,1,40
1593,Intro_92_Raid_Sepulcher_Terrestrial,193802,1,40
1594,Intro_92_Raid_Sepulcher_Cosmic,193833,1,40
1595,Intro_92_Raid_Sepulcher_Terrestrial_Moment,193815,1,40
1596,Intro_92_Raid_Sepulcher_Ephemeral,193824,1,40
1597,Intro_92_Raid_Sepulcher_Ephemeral_Halondrus_End,193899,1,40
1598,Intro_92_Raid_Sepulcher_Anduin_Uther,193832,1,7
1599,Intro_92_Raid_Sepulcher_Anduin_Sylvanas,193831,1,7
1601,Intro_92_Campaign_Ch7_VenthyRallied,194027,1,40
1602,Intro_92_Campaign_Ch7_NightFaeRallied,194028,1,40
1603,Intro_92_Campaign_Ch7_NecrolordRallied,194029,1,40
1604,Intro_925_PVP_EnigmaArena,195997,1,25
1605,Intro 100 DGN - Uldaman - FinalRoom,214302,1,40
1606,Event_100_DGN_Uldaman_LostDwarves_Final,215241,1,5
1607,Intro 100 Forbidden Reach - Creche - Dracthyr,217699,1,40
1608,Intro 100 Forbidden Reach - Vault Defense,217702,1,40
1609,Intro 100 DGN - Brackenhide - Boss Combat,217951,0,5
1610,Intro 100 Thaldraszus - Race through Time,216619,0,1
1611,Intro 100 RAID - VotI - Raszageth,218462,1,40
1612,Intro 100 RAID - VotI - Doorway Platform,218469,1,20
1613,Intro 100 RAID - VotI - Raszageth Intermission,218472,1,15
1614,Intro 100 RAID - VotI - Bombing Run Event,218468,1,60
1615,Event 1007 Baine Questline - Ambush,224557,1,120
1616,Intro - 101 - Zaralek - Gaze of Neltharion,228737,0,120
1617,Intro - 101 - Iridikron's Gambit - Intro,228756,0,60
1618,Event - 101 - Dragon Isles - Fyrakk - Active,228789,0,15
1619,Intro 10.1 Tyr - Final Stage,229855,0,5
1620,Intro - 1015 - Infinite Dungeon - Intro,233408,0,60
1621,Intro - 1015 - Infinite Dungeon - Tyr,233411,0,30
1622,Intro - 1015 - Infinite Dungeon - Deios,233412,0,30
1623,Intro - 1015 - Infinite Dungeon - post Tyr Race,233123,0,1
1624,Event - 1015 - Time Rifts - Intro,233124,0,7
1626,Event - 1017 - 10.2 Prologue - Vyranoth - Moment,236521,0,40
1627,Intro - 102 - Emerald Dream - Entrance,239428,0,60
1628,Intro - 102 - Emerald Dream - Druid of the Flame,239437,0,60
1629,Intro - 102 - Amirdrassil Raid - Entrance,239488,0,600
1630,Intro - 102 - Amirdrassil Raid - Fire Wing,239510,0,60
1631,Intro - 102 - Amirdrassil Raid - Tindral,239567,0,60
1632,Intro - 102 - Emerald Dream - Amirdrassil,239629,0,60
1633,Intro - 102 - Amirdrassil Raid - Bridge Open,239692,0,240
1634,Intro - 102 - Amirdrassil Raid - Bridge Cross,239703,0,600
1635,Intro - 1026 - Arathi - Intro,246270,0,5
1636,Intro - 11.0 - Nerub-ar Palace - Grand Rampart,265187,0,600
1637,Intro - 11.0 - Nerub-ar Palace - Black Blood,265189,0,600
1638,Intro - 11.0 - Chamber of Heart - General,265250,0,60
1639,Intro - 11.0 - Isle of Dorn - Dalaran Crash Site,265448,0,60
1640,Intro - 11.0 - Isle of Dorn - Dorongal,265491,0,60
1642,Intro - 11.0 - Ringing Deeps - Skardyn,265495,0,60
1643,Intro - 11.0 - Deephaul Ravine - PvP,265503,0,20
1644,Intro - 11.0 - Hallowfall - General,265673,0,60
1645,Intro - 11.0 - Hallowfall - Crystal Dark,265729,0,40
1646,Intro - 11.0 - Hallowfall - Crystal Light,265730,0,160
1647,Intro - 11.0 - Azj-Kahet - Weaver's Lair,265740,0,120
1648,Intro - 11.0 - Hallowfall - Memorial Light,266509,0,40
1649,Intro - 11.0 - Azj-Kahet - City of Threads,266515,0,60
1650,Intro - 11.0 - Cinderbrew Meadery - Dungeon,266849,0,60
1651,Intro - 11.0 - Isle of Dorn - Dornogal - Coreway,267044,0,240
1652,Intro - 11.0.5 - BRD - Emperor Thaurissan,271619,0,40
1653,Intro - 11.0.7 - Siren Isle - General,275694,0,40
1654,Intro - 11.1 - Liberation of Undermine - Casino,282660,0,15
1655,Intro - 11.1 - Undermine - Slam Central Station,282842,0,60
