ID,SoundKitID,EventIndex,GameObjectDisplayInfoID
2664,58011,1,29623
2665,58012,3,29623
2666,58168,1,29774
2667,58169,3,29774
2669,57621,0,30755
2670,58170,1,31701
2671,58171,3,31701
2672,58587,1,32552
2673,58588,3,32552
2674,54741,2,29634
2675,56632,4,29634
2676,59014,0,29634
2677,59015,1,29634
2678,56633,3,29634
2679,59017,1,28927
2680,59016,3,28927
2681,58763,1,31145
2682,58764,3,31145
2683,61393,1,31838
2684,61394,3,31838
2685,61408,1,30894
2686,61408,1,31783
2687,61408,1,31779
2688,61408,1,31784
2689,61408,1,31787
2690,61408,1,31785
2691,61408,1,31788
2692,61408,1,31786
2693,61408,1,31789
2694,61408,1,31782
2695,61408,1,31781
2696,61408,1,31780
2697,61410,1,33263
2698,61411,3,33263
2699,61412,1,33706
2700,61413,3,33706
2701,61552,1,31287
2702,61553,3,31287
2703,61554,1,32148
2704,61555,3,32148
2705,61681,1,32865
2706,61682,3,32865
2707,61681,1,32867
2708,61682,3,32867
2709,61681,1,32866
2710,61682,3,32866
2711,61939,0,31091
2712,61936,1,31091
2713,61938,3,31091
2714,63397,0,27445
2715,64307,1,29574
2716,64306,3,29574
2719,41106,0,14771
2720,41105,3,14771
2721,68593,1,30826
2722,71307,1,34136
2723,71308,3,34136
2724,71311,1,36245
2725,71312,3,36245
2726,58981,6,35392
2727,71673,0,36159
2728,71674,3,36159
2729,53890,1,29846
2730,68773,1,35528
2731,73736,1,6171
2735,50899,0,26056
2736,41104,1,26056
2737,41105,3,26056
2738,58306,1,28523
2739,58307,3,28523
2740,74477,0,33387
2741,74477,2,33387
2742,58304,1,29296
2743,58305,3,29296
2744,74523,4,28634
2746,54246,2,30007
2747,50899,0,21334
2748,74726,0,8112
2749,74753,0,28796
2750,74753,2,28796
2751,74752,1,28796
2752,53924,2,27635
2754,69839,0,27052
2757,58484,1,31630
2758,76645,3,31630
2759,58485,0,31630
2760,58485,2,31630
2761,3355,6,29716
2762,78653,3,1247
2763,78654,2,1247
2764,78654,2,1707
2765,78653,3,1707
2766,78655,0,1247
2767,78655,0,1707
2768,79240,4,38979
2769,54246,2,35266
2770,57613,1,35266
2771,57614,3,35266
2772,56632,4,35266
2773,79352,2,26244
2774,79410,1,39206
2775,79411,3,39206
2781,71860,5,32219
2784,71858,6,32218
2785,71862,6,32220
2786,71864,6,32221
2789,80055,1,38955
2790,79183,3,38955
2791,3355,6,39467
2792,84481,4,40425
2793,84481,4,40424
2794,84481,4,40423
2795,84481,4,40422
2796,84481,4,40421
2797,84481,4,40420
2798,84481,4,40419
2799,84481,4,40418
2800,84481,4,40417
2801,84481,4,40416
2802,84481,4,40415
2803,84481,4,40414
2804,84481,4,40413
2805,84481,4,40412
2806,84481,4,40410
2807,84481,4,40409
2808,84481,4,40408
2809,84481,4,40407
2810,84481,4,40406
2811,84481,4,40405
2812,84481,4,40404
2813,84481,4,40403
2814,84481,4,40402
2815,84481,4,40398
2816,84481,4,40411
2818,84813,1,41871
2819,84994,1,41166
2820,84995,3,41166
2821,84947,0,42099
2822,84337,1,42099
2824,85852,1,43365
2825,85853,3,43365
2827,85908,1,43399
2828,85909,3,43399
2829,85672,1,42710
2830,85672,2,42710
2840,88781,1,43997
2841,89021,1,44193
2842,89022,3,44193
2848,89276,0,44191
2849,89275,1,44191
2850,89274,3,44191
2851,89290,3,43997
2852,89648,1,44599
2853,89644,3,44599
2856,9869,1,9011
2861,89651,1,45022
2862,89650,3,45022
2863,90370,3,45144
2884,40382,1,43228
2885,40383,3,43228
2886,90949,1,44650
2887,90950,3,44650
2888,90928,1,44329
2889,91067,1,45474
2890,91068,3,45474
2891,93062,1,44571
2892,93063,3,44571
2894,89304,1,43629
2895,93517,0,45545
2896,93516,1,45545
2897,93516,1,45546
2907,9869,2,12807
2908,9869,2,8111
2909,9869,2,36654
2910,9869,2,47619
2911,9869,2,36533
2912,9869,2,7628
2914,103357,1,46089
2915,103359,2,46089
2916,103358,3,46089
2917,106550,1,47449
2918,106777,3,47449
2922,112077,1,49241
2923,112078,3,49241
2924,4676,1,49138
2925,4677,3,49138
3028,9869,0,4396
3029,113829,1,44199
3030,113830,3,44199
3031,113830,0,44199
3032,113829,2,44199
3037,114395,1,5591
3040,118811,1,51249
3041,115218,2,51249
3042,118810,3,51249
3043,117659,0,48795
3044,117798,3,51774
3046,118577,0,49162
3049,119002,1,47154
3050,119003,3,47154
3052,117659,0,48813
3053,58304,1,53452
3054,58305,3,53452
3903,123451,1,20509
3904,124418,6,54080
3905,124421,7,54080
3906,124419,6,54084
3907,124420,7,54084
3908,126672,1,47448
3909,126673,3,47448
3910,130277,6,54363
3911,130281,7,54363
3930,138706,0,56938
3931,138715,2,56938
3932,138718,7,56938
3933,138722,8,56938
3934,138706,0,56936
3935,138715,2,56936
3936,138718,7,56936
3937,138722,8,56936
3938,138706,0,56937
3939,138715,2,56937
3940,138718,7,56937
3941,138722,8,56937
3942,138706,0,56939
3943,138715,2,56939
3944,138718,7,56939
3945,138722,8,56939
3962,147326,0,24101
4273,163198,1,8046
4274,163197,2,8046
4275,165544,1,59988
4276,165538,1,61574
4287,174017,4,46875
4288,161226,2,63416
4289,176494,0,41762
4290,3355,6,64705
4801,117244,0,51774
4802,117244,2,51774
4811,11985,1,5691
4839,195253,0,72220
4840,195254,1,72220
4841,195542,3,72220
7225,198045,0,73897
7226,198045,2,73897
7254,147326,2,24101
7255,224494,2,77527
7258,226449,0,74263
7259,226457,1,74263
7260,230684,1,24932
7261,230699,2,24932
7330,234504,2,86858
7331,256676,2,74263
7332,140616,0,60046
7333,140618,2,60046
7351,265587,2,91035
7352,265773,2,55042
7353,266095,1,14146
7354,266095,3,14146
