ID,TraitDefinitionID,MaxRanks,NodeEntryType,TraitSubTreeID
101905,106805,1,1,0
101906,106806,2,2,0
101907,106946,1,1,0
101908,106947,1,2,0
101909,106945,2,2,0
101910,106943,1,2,0
101911,106944,1,2,0
101912,106942,1,1,0
101913,106933,1,1,0
101914,106902,1,2,0
101915,106903,1,2,0
101916,106904,2,2,0
101917,106905,1,1,0
101918,106906,1,1,0
101919,106907,1,2,0
101920,106908,1,2,0
101921,106909,1,2,0
101922,106910,1,2,0
101923,106911,1,1,0
101924,106915,1,2,0
101925,106912,1,2,0
101926,106913,1,2,0
101927,106914,2,2,0
101928,106941,1,2,0
101929,106932,1,2,0
101930,106930,1,1,0
101931,106931,1,1,0
101932,106929,1,2,0
101933,106926,1,1,0
101934,106927,1,2,0
101935,106928,1,1,0
101936,106938,1,2,0
101937,106936,1,2,0
101938,106937,1,2,0
101939,106935,2,2,0
101940,106934,1,2,0
101941,106940,2,2,0
101942,106939,1,1,0
101943,106948,1,2,0
101944,106949,1,2,0
101945,106950,1,1,0
101946,106963,1,2,0
101947,107006,1,2,0
101948,107007,1,2,0
101949,107008,1,1,0
101950,106952,1,1,0
101951,106951,1,1,0
101952,106974,1,1,0
101953,106976,1,2,0
101954,106977,1,2,0
101955,106975,1,1,0
101956,106973,1,2,0
101957,106953,1,1,0
101958,106954,1,1,0
101959,106955,1,2,0
101960,106956,1,2,0
101961,106957,1,1,0
101962,106958,1,2,0
101963,106959,1,2,0
101964,106962,1,2,0
101965,106961,1,1,0
101966,106966,1,1,0
101967,106964,1,1,0
101968,106965,1,1,0
101969,106960,1,1,0
101970,106979,1,2,0
101971,106980,1,2,0
101972,106981,1,1,0
101973,106982,1,1,0
101974,106969,2,2,0
101975,106971,1,1,0
101976,106970,1,1,0
101977,106972,1,2,0
101978,106978,2,2,0
101979,106804,1,2,0
101980,107005,2,2,0
101981,107004,2,2,0
101982,107002,1,1,0
101983,107003,1,1,0
101984,107001,2,2,0
101985,106998,1,2,0
101986,106999,1,2,0
101987,107000,1,1,0
101988,106983,2,2,0
101989,106984,1,1,0
101990,106985,2,2,0
101991,106986,1,1,0
101992,106987,1,1,0
101993,106988,1,1,0
101994,106989,1,2,0
101995,106990,1,1,0
101996,106991,2,2,0
101997,106992,1,1,0
101998,106993,1,1,0
101999,106996,2,2,0
102000,106997,1,1,0
102001,106995,1,2,0
102002,106994,2,2,0
102003,106967,1,2,0
102004,106968,1,1,0
102005,107010,1,8,0
102006,107011,1,8,0
102007,107012,1,8,0
102008,107013,1,8,0
102009,107014,1,8,0
102010,107015,1,8,0
102011,107016,1,8,0
102012,107017,30,7,0
102013,107018,1,8,0
102014,107019,1,8,0
102015,107020,1,8,0
102016,107021,1,8,0
102017,107022,30,7,0
102018,107023,1,9,0
102019,107024,1,9,0
102427,107432,1,2,0
102428,107433,1,2,0
102429,107434,1,2,0
102430,107435,1,1,0
102431,107436,1,1,0
102432,107437,1,2,0
102433,107438,2,2,0
102434,107439,1,2,0
102435,107440,1,2,0
102436,107441,1,2,0
102437,107442,2,2,0
102438,107443,1,2,0
102439,107444,1,2,0
102440,107445,1,2,0
102441,107446,1,2,0
102442,107447,1,2,0
102443,107448,1,2,0
102444,107455,2,2,0
102445,107450,1,1,0
102446,107451,2,2,0
102447,107452,1,1,0
102448,107453,1,1,0
102449,107454,1,2,0
102450,107449,2,2,0
102451,107456,1,2,0
102452,107457,1,2,0
102453,107458,1,2,0
102454,107459,1,1,0
102455,107460,1,2,0
102456,107461,1,1,0
102457,107462,1,2,0
102458,107463,1,2,0
102459,107464,1,2,0
102460,107465,1,2,0
102461,107466,1,2,0
102462,107467,1,2,0
102463,107468,1,2,0
102464,107469,1,2,0
102465,107470,1,1,0
102466,107471,1,1,0
102467,107472,1,2,0
102468,107473,1,2,0
102469,107474,1,2,0
102470,107475,1,2,0
102471,107476,1,1,0
102472,107477,1,2,0
102473,107478,1,2,0
102474,107479,1,1,0
102475,107480,1,2,0
102476,107481,1,1,0
102477,107482,1,2,0
102478,107483,1,2,0
102479,107484,1,1,0
102480,107485,1,1,0
102481,107486,1,2,0
102482,107487,1,2,0
102483,107488,1,1,0
102484,107489,1,1,0
102485,107490,1,2,0
102486,107491,1,1,0
102487,107492,1,2,0
102488,107493,1,2,0
102489,107494,1,2,0
102490,107495,1,2,0
102491,107496,1,2,0
102492,107497,1,2,0
102493,107498,1,2,0
102494,107499,1,2,0
102495,107500,1,1,0
102496,107501,1,1,0
102497,107502,1,1,0
102498,107503,1,1,0
102499,107504,1,1,0
102500,107505,1,2,0
102501,107506,1,2,0
102502,107507,1,2,0
102503,107508,1,2,0
102504,107509,1,1,0
102505,107510,1,2,0
102506,107511,1,2,0
102507,107512,1,1,0
102508,107513,1,2,0
102509,107514,1,2,0
102510,107515,1,2,0
102511,107516,1,2,0
102512,107517,1,2,0
102513,107518,1,1,0
102514,107519,1,2,0
102515,107520,1,2,0
102516,107521,1,2,0
102517,107522,1,2,0
102518,107523,1,2,0
102519,107524,1,1,0
102520,107525,1,2,0
102521,107526,1,2,0
102522,107527,1,2,0
102523,107528,1,2,0
102524,107529,1,2,0
102525,107530,1,2,0
102526,107531,1,2,0
102527,107532,1,2,0
102528,107533,2,2,0
102529,107534,1,2,0
102530,107535,1,2,0
102531,107536,1,2,0
102532,107537,1,1,0
102533,107538,1,1,0
102534,107539,1,1,0
102535,107540,1,2,0
102536,107541,1,2,0
102537,107542,1,2,0
102538,107543,1,2,0
102539,107544,1,2,0
102540,107545,1,2,0
102541,107546,1,2,0
102542,107547,1,2,0
102543,107548,1,2,0
102544,107549,1,2,0
102545,107550,1,1,0
102546,107551,1,2,0
102547,107552,1,2,0
102548,107553,1,1,0
102549,107554,1,2,0
102550,107555,1,2,0
102551,107556,1,2,0
102552,107557,1,2,0
102553,107558,1,2,0
102554,107559,1,2,0
102555,107560,1,2,0
102556,107561,1,2,0
102557,107562,1,2,0
102558,107563,1,2,0
102559,107564,1,2,0
102560,107565,1,1,0
102561,107566,1,1,0
102562,107567,1,2,0
102563,107568,1,2,0
102564,107569,1,2,0
102565,107570,1,2,0
102566,107571,1,2,0
102567,107572,2,2,0
102568,107573,1,1,0
102569,107574,1,1,0
102570,107575,1,2,0
102571,107576,1,2,0
102572,107577,1,2,0
102573,107578,1,1,0
102574,107579,1,2,0
102575,107580,1,2,0
102576,107581,1,2,0
102577,107582,1,2,0
102578,107583,1,2,0
102579,107584,1,2,0
102580,107585,1,2,0
102581,107586,1,2,0
102582,107587,1,2,0
102583,107588,1,1,0
102584,107589,1,1,0
102585,107590,1,1,0
102586,107591,1,1,0
102587,107592,1,1,0
102588,107593,1,1,0
102589,107594,1,2,0
102590,107595,1,2,0
102591,107596,1,1,0
102592,107597,1,2,0
102593,107598,1,1,0
102594,107599,1,2,0
102595,107600,1,2,0
102596,107601,1,2,0
102597,107602,1,2,0
102598,107603,1,2,0
102599,107604,1,2,0
102600,107605,1,2,0
102601,107606,1,2,0
102602,107607,1,1,0
102603,107608,1,2,0
102604,107609,1,1,0
102605,107610,1,1,0
102606,107611,1,2,0
102607,107612,1,1,0
102608,107613,1,2,0
102609,107614,2,2,0
102610,107615,1,1,0
102611,107616,1,2,0
102612,107617,2,2,0
102613,107618,2,2,0
102614,107619,1,2,0
102615,107620,1,2,0
102616,107621,2,2,0
102617,107622,2,2,0
102618,107623,1,2,0
102619,107624,1,2,0
102620,107625,1,2,0
102621,107626,1,2,0
102622,107627,1,2,0
102623,107628,1,1,0
102624,107629,1,2,0
102625,107630,1,1,0
102626,107631,1,1,0
102627,107632,1,2,0
103094,108099,1,1,0
103095,108100,1,2,0
103096,108101,1,2,0
103097,108102,1,2,0
103098,108103,1,2,0
103099,108104,1,2,0
103100,108105,1,1,0
103101,108106,1,1,0
103102,108107,1,2,0
103103,108108,1,2,0
103104,108109,1,1,0
103105,108110,1,2,0
103106,108111,1,2,0
103107,108112,1,2,0
103108,108113,1,1,0
103109,108114,1,2,0
103110,108115,1,2,0
103111,108116,1,1,0
103112,108117,1,2,0
103113,108118,1,2,0
103114,108119,1,2,0
103115,108120,1,1,0
103116,108121,1,2,0
103117,108122,2,2,0
103118,108123,1,2,0
103119,108124,1,1,0
103120,108125,1,1,0
103121,108126,1,2,0
103122,108127,1,2,0
103123,108128,1,2,0
103124,108129,2,2,0
103125,108130,1,2,0
103126,108131,1,2,0
103127,108132,1,2,0
103128,108133,2,2,0
103129,108134,1,2,0
103130,108135,1,2,0
103131,108136,1,2,0
103132,108137,1,2,0
103133,108138,1,2,0
103134,108139,1,2,0
103135,108140,1,1,0
103136,108141,1,2,0
103137,108142,1,2,0
103138,108143,2,2,0
103139,108144,1,2,0
103140,108145,1,2,0
103141,108146,1,1,0
103142,108147,1,2,0
103143,108148,1,2,0
103144,108149,1,2,0
103145,108150,1,2,0
103146,108151,1,2,0
103147,108152,1,2,0
103148,108153,1,2,0
103149,108154,1,2,0
103150,108155,1,2,0
103151,108156,1,1,0
103152,108157,1,2,0
103153,108158,1,2,0
103154,108159,1,2,0
103155,108160,2,2,0
103156,108161,1,2,0
103157,108162,1,2,0
103158,108163,1,2,0
103159,108164,1,2,0
103160,108165,1,2,0
103161,108166,1,2,0
103162,108167,1,1,0
103163,108168,1,2,0
103164,108169,1,2,0
103165,108170,1,2,0
103166,108171,1,2,0
103167,108172,1,2,0
103168,108173,1,2,0
103169,108174,1,2,0
103170,108175,1,1,0
103171,108176,1,2,0
103172,108177,1,2,0
103173,108178,2,2,0
103174,108179,1,2,0
103175,108180,1,1,0
103176,108181,1,2,0
103177,108182,1,1,0
103178,108183,1,1,0
103179,108184,2,2,0
103180,108185,1,1,0
103181,108186,1,2,0
103182,108187,1,2,0
103183,108188,1,2,0
103184,108189,1,1,0
103185,108190,2,2,0
103186,108191,1,2,0
103187,108192,1,2,0
103188,108193,1,1,0
103189,108194,1,2,0
103190,108195,1,2,0
103191,108196,1,1,0
103192,108197,1,2,0
103193,108198,1,1,0
103194,108199,1,2,0
103195,108200,1,2,0
103196,108201,1,2,0
103197,108202,1,2,0
103198,108203,1,2,0
103199,108204,1,2,0
103200,108205,1,1,0
103201,108206,1,1,0
103202,108207,1,2,0
103203,108208,2,2,0
103204,108209,1,2,0
103205,108210,1,2,0
103206,108211,1,2,0
103207,108212,1,1,0
103208,108213,1,2,0
103209,108214,1,2,0
103210,108215,2,2,0
103211,108216,1,1,0
103212,108217,1,2,0
103213,108218,2,2,0
103214,108219,1,2,0
103215,108220,2,2,0
103216,108221,1,1,0
103217,108222,1,2,0
103218,108223,1,2,0
103219,108224,1,2,0
103220,108225,1,2,0
103221,108226,1,2,0
103222,108227,1,1,0
103223,108228,2,2,0
103224,108229,1,1,0
103225,108230,1,2,0
103226,108231,2,2,0
103227,108232,1,2,0
103228,108233,2,2,0
103229,108234,1,2,0
103230,108235,1,1,0
103231,108236,1,2,0
103232,108237,1,2,0
103233,108238,1,1,0
103234,108239,2,2,0
103235,108240,1,2,0
103236,108241,1,1,0
103237,108242,2,2,0
103238,108243,1,2,0
103239,108244,2,2,0
103240,108245,1,2,0
103241,108246,1,1,0
103242,108247,1,1,0
103243,108248,1,1,0
103244,108249,1,2,0
103245,108250,1,2,0
103246,108251,2,2,0
103247,108252,1,2,0
103248,108253,2,2,0
103249,108254,2,2,0
103250,108255,1,2,0
103251,108256,1,2,0
103252,108257,1,1,0
103253,108258,1,1,0
103254,108259,2,2,0
103255,108260,2,2,0
103256,108261,2,2,0
103257,108262,1,2,0
103258,108263,2,2,0
103259,108264,1,2,0
103260,108265,1,2,0
103261,108266,1,2,0
103262,108267,1,1,0
103263,108268,1,1,0
103264,108269,2,2,0
103265,108270,1,2,0
103266,108271,1,2,0
103267,108272,1,2,0
103268,108273,1,2,0
103269,108274,1,2,0
103270,108275,1,1,0
103271,108276,2,2,0
103272,108277,1,1,0
103273,108278,1,2,0
103274,108279,1,2,0
103275,108280,1,1,0
103276,108281,1,1,0
103277,108282,1,1,0
103278,108283,1,1,0
103279,108284,1,1,0
103280,108285,1,1,0
103281,108286,1,2,0
103282,108287,1,1,0
103283,108288,1,1,0
103284,108289,1,2,0
103285,108290,1,1,0
103286,108291,1,1,0
103287,108292,1,1,0
103288,108293,1,2,0
103289,108294,1,1,0
103290,108295,1,1,0
103291,108296,1,1,0
103292,108297,2,2,0
103293,108298,1,1,0
103294,108299,1,1,0
103295,108300,1,1,0
103296,108301,1,2,0
103297,108302,1,2,0
103298,108303,1,1,0
103299,108304,1,1,0
103300,108305,1,1,0
103301,108306,1,1,0
103302,108307,1,2,0
103303,108308,2,2,0
103304,108309,1,2,0
103305,108310,1,1,0
103306,108311,1,2,0
103307,108312,1,1,0
103308,108313,1,2,0
103309,108314,1,1,0
103310,108315,1,1,0
103311,108316,2,2,0
103312,108317,1,1,0
103313,108318,1,2,0
103314,108319,1,2,0
103315,108320,1,1,0
103316,108321,1,1,0
103317,108322,1,2,0
103318,108323,1,2,0
103319,108324,1,2,0
103320,108325,1,1,0
103321,108326,1,1,0
103322,108327,1,1,0
103323,108328,1,2,0
103324,108329,1,1,0
103325,108330,1,2,0
103326,108331,1,2,0
103544,108549,1,8,0
103674,108679,1,1,0
103675,108680,1,2,0
103676,108681,1,2,0
103677,108682,1,2,0
103678,108683,1,1,0
103679,108684,1,1,0
103680,108685,1,1,0
103681,108686,1,2,0
103682,108687,1,2,0
103683,108688,2,2,0
103684,108689,2,2,0
103685,108690,1,2,0
103686,108691,2,2,0
103687,108692,1,1,0
103688,108693,1,2,0
103689,108694,1,2,0
103690,108695,1,2,0
103691,108696,1,1,0
103692,108697,1,2,0
103693,108698,2,2,0
103694,108699,1,2,0
103695,108700,1,2,0
103696,108701,1,2,0
103697,108702,2,2,0
103698,108703,1,2,0
103699,108704,1,2,0
103700,108705,1,2,0
103701,108706,1,2,0
103702,108707,1,1,0
103703,108708,2,2,0
103704,108709,1,2,0
103705,108710,1,2,0
103706,108711,1,2,0
103707,0,0,0,0
103708,108713,1,2,0
103709,108714,2,2,0
103710,108715,1,1,0
103711,108716,2,2,0
103712,108717,1,2,0
103713,108718,1,1,0
103714,108719,1,2,0
103715,108720,1,2,0
103716,0,0,0,0
103717,108722,1,2,0
103718,108723,1,2,0
103719,108724,1,2,0
103720,108725,1,2,0
103721,108726,1,2,0
103722,108727,1,1,0
103723,108728,1,2,0
103724,108729,1,2,0
103725,108730,1,2,0
103726,108731,1,2,0
103727,108732,1,1,0
103728,108733,1,2,0
103729,108734,2,2,0
103730,108735,1,2,0
103731,108736,1,2,0
103732,108737,1,2,0
103733,108738,1,1,0
103734,108739,1,2,0
103735,108740,1,2,0
103736,108741,1,2,0
103737,108742,1,2,0
103738,108743,1,2,0
103739,108744,1,2,0
103740,108745,1,2,0
103741,108746,2,2,0
103742,108747,1,1,0
103743,108748,1,2,0
103744,108749,2,2,0
103745,108750,1,2,0
103746,108751,1,2,0
103747,108752,1,2,0
103748,108753,1,1,0
103749,108754,1,2,0
103750,108755,1,2,0
103751,108756,1,1,0
103752,108757,1,2,0
103753,108758,1,2,0
103754,108759,1,2,0
103755,108760,1,1,0
103756,108761,1,2,0
103757,108762,1,2,0
103758,108763,1,2,0
103759,108764,1,2,0
103760,108765,1,2,0
103761,108766,1,2,0
103762,108767,1,2,0
103763,108768,1,2,0
103764,108769,2,2,0
103765,108770,1,2,0
103766,108771,1,1,0
103767,108772,1,1,0
103768,108773,1,2,0
103769,108774,1,2,0
103770,108775,1,2,0
103771,108776,1,2,0
103772,108777,1,2,0
103773,108778,1,2,0
103774,108779,1,1,0
103775,108780,1,1,0
103776,108781,1,1,0
103777,108782,1,2,0
103778,108783,1,2,0
103779,108784,1,2,0
103780,108785,1,2,0
103781,108786,1,2,0
103782,108787,1,2,0
103783,108788,1,2,0
103784,108789,2,2,0
103785,108790,1,2,0
103786,108791,1,2,0
103787,108792,1,2,0
103788,108793,1,1,0
103789,108794,2,2,0
103790,108795,1,1,0
103791,108796,1,2,0
103792,108797,1,1,0
103793,108798,1,1,0
103794,108799,1,2,0
103795,108800,1,2,0
103796,108801,1,1,0
103797,108802,1,2,0
103798,108803,1,2,0
103799,108804,1,2,0
103800,108805,1,2,0
103801,108806,1,2,0
103802,108807,2,2,0
103803,108808,1,1,0
103804,108809,1,2,0
103805,108810,1,2,0
103806,108811,1,1,0
103807,108812,1,1,0
103808,108813,1,1,0
103809,108814,1,2,0
103810,108815,2,2,0
103811,108816,1,2,0
103812,108817,1,2,0
103813,108818,1,1,0
103814,108819,1,2,0
103815,108820,1,2,0
103816,108821,2,2,0
103817,108822,1,2,0
103818,108823,1,2,0
103819,108824,1,2,0
103820,108825,1,1,0
103821,108826,1,2,0
103822,108827,1,1,0
103823,108828,1,2,0
103824,108829,1,2,0
103825,108830,1,2,0
103826,108831,2,2,0
103827,108832,1,1,0
103828,108833,1,1,0
103829,108834,2,2,0
103830,108835,1,1,0
103831,108836,1,1,0
103832,108837,1,2,0
103833,108838,2,2,0
103834,108839,1,2,0
103835,108840,1,2,0
103836,108841,2,2,0
103837,108842,1,2,0
103838,108843,1,2,0
103839,108844,1,2,0
103840,108845,1,2,0
103841,119742,1,1,0
103842,108847,1,2,0
103843,108848,1,1,0
103844,108849,1,1,0
103845,108850,1,2,0
103846,108851,1,2,0
103847,108852,2,2,0
103848,108853,1,2,0
103849,108854,1,1,0
103850,108855,1,2,0
103851,108856,1,1,0
103852,108857,1,2,0
103853,108858,1,1,0
103854,108859,1,1,0
103855,108860,1,2,0
103856,108861,1,2,0
103857,108862,1,2,0
103858,108863,1,2,0
103859,108864,1,1,0
103860,108865,1,2,0
103861,108866,2,2,0
103862,108867,1,1,0
103863,108868,1,2,0
103864,108869,1,1,0
103865,108870,1,1,0
103866,108871,1,2,0
103867,108872,1,1,0
103868,108873,1,1,0
103869,108874,1,1,0
103870,108875,1,1,0
103871,108876,1,2,0
103872,108877,1,2,0
103873,108878,1,2,0
105258,110263,1,8,0
108218,113223,1,8,0
108225,113230,1,2,0
108226,113231,1,2,0
109393,114399,1,1,0
109570,114575,1,1,0
109571,114576,2,1,0
109572,114577,1,1,0
109831,114836,1,2,0
109832,114837,1,2,0
109833,114838,1,2,0
109834,114839,1,2,0
109835,114840,1,2,0
109836,114841,1,2,0
109837,114842,1,2,0
109838,114843,1,1,0
109839,114844,1,1,0
109840,114845,2,2,0
109841,114846,1,1,0
109842,114847,1,2,0
109843,114848,1,2,0
109844,114849,1,1,0
109845,114850,1,2,0
109846,114851,1,2,0
109847,114852,1,2,0
109848,114853,2,2,0
109849,114854,1,1,0
109850,114855,1,2,0
109851,114856,1,2,0
109852,114857,1,2,0
109853,114858,1,2,0
109854,114859,1,1,0
109855,114860,1,2,0
109856,114861,1,2,0
109857,114862,1,2,0
109858,114863,1,2,0
109859,114864,1,1,0
109860,114865,1,1,0
109861,114866,1,2,0
109862,114867,1,2,0
109863,114868,2,2,0
109864,114869,1,2,0
109865,114870,1,2,0
109866,114871,1,2,0
109867,114872,1,1,0
109868,114873,1,2,0
109869,114874,1,1,0
109870,114875,1,2,0
109871,114876,1,2,0
109872,114877,1,2,0
109873,114878,1,2,0
111879,116884,1,1,0
111883,116888,1,8,0
111884,116889,1,2,0
111885,116890,0,1,0
111886,116891,1,1,0
111887,116892,1,2,0
112108,117113,2,2,0
112109,117114,2,2,0
112110,117115,1,1,0
112111,117116,1,2,0
112112,117117,1,1,0
112113,117118,1,2,0
112114,117119,1,0,0
112115,117120,1,2,0
112116,117121,1,2,0
112117,117122,1,2,0
112118,117123,1,2,0
112119,117124,1,2,0
112120,117125,1,1,0
112121,117126,1,2,0
112122,117127,1,1,0
112123,117128,1,1,0
112124,117129,1,2,0
112125,117130,1,2,0
112126,117131,1,2,0
112127,117132,1,2,0
112128,117133,1,1,0
112129,117134,1,2,0
112130,117135,1,2,0
112131,117136,1,2,0
112132,117137,1,2,0
112133,117138,1,1,0
112134,117139,1,2,0
112135,117140,2,2,0
112136,117141,1,1,0
112137,117142,1,0,0
112138,117143,1,2,0
112139,117144,1,1,0
112140,117145,1,2,0
112141,117146,1,2,0
112142,117147,1,2,0
112143,117148,1,2,0
112144,117149,1,1,0
112145,117150,1,2,0
112146,117151,1,2,0
112147,117152,1,1,0
112148,117153,1,2,0
112149,117154,1,1,0
112150,117155,1,2,0
112151,117156,1,1,0
112152,117157,1,1,0
112153,117158,1,2,0
112154,117159,1,2,0
112155,117160,1,2,0
112156,117161,1,1,0
112157,117162,1,2,0
112158,117163,1,2,0
112159,117164,1,1,0
112160,117165,1,2,0
112161,117166,1,1,0
112162,117167,1,2,0
112163,117168,1,1,0
112164,117169,1,2,0
112165,117170,1,2,0
112166,117171,1,2,0
112167,117172,1,1,0
112168,117173,1,2,0
112169,117174,1,2,0
112170,117175,1,2,0
112171,117176,2,2,0
112172,117177,1,2,0
112173,117178,1,1,0
112174,117179,1,2,0
112175,117180,1,2,0
112176,117181,1,2,0
112177,117182,1,2,0
112178,117183,1,2,0
112179,117184,2,2,0
112180,117185,1,2,0
112181,117186,2,2,0
112182,117187,1,1,0
112183,117188,1,1,0
112184,117189,1,1,0
112185,117190,1,2,0
112186,117191,1,1,0
112187,117192,1,1,0
112188,117193,1,1,0
112189,117194,1,2,0
112190,117195,1,2,0
112191,117196,1,2,0
112192,117197,1,2,0
112193,117198,1,2,0
112194,117199,1,2,0
112195,117200,1,2,0
112196,117201,1,2,0
112197,117202,1,2,0
112198,117203,1,1,0
112199,117204,2,2,0
112200,117205,2,2,0
112201,117206,1,0,0
112202,117207,1,1,0
112203,117208,1,2,0
112204,117209,1,2,0
112205,117210,1,1,0
112206,117211,1,2,0
112207,117212,1,2,0
112208,117213,1,1,0
112209,117214,2,2,0
112210,117215,1,1,0
112211,117216,1,1,0
112212,117217,2,2,0
112213,117218,1,2,0
112214,117219,1,1,0
112215,117220,1,1,0
112216,117221,1,2,0
112217,117222,1,2,0
112218,117223,1,0,0
112219,117224,1,2,0
112220,117225,1,1,0
112221,117226,1,2,0
112222,117227,1,2,0
112223,117228,1,1,0
112224,117229,2,2,0
112225,117230,1,0,0
112226,117231,1,2,0
112227,117232,1,2,0
112228,117233,1,2,0
112229,117234,1,2,0
112230,117235,1,2,0
112231,117236,1,2,0
112232,117237,1,1,0
112233,117238,2,2,0
112234,117239,1,0,0
112235,117240,2,2,0
112236,117241,2,2,0
112237,117242,1,2,0
112238,117243,1,2,0
112239,117244,1,1,0
112240,117245,2,2,0
112241,117246,1,2,0
112242,117247,1,1,0
112243,117248,2,2,0
112244,117249,1,2,0
112245,117250,1,2,0
112246,117251,1,2,0
112247,117252,1,1,0
112248,117253,2,2,0
112249,117254,1,2,0
112250,117255,1,2,0
112251,117256,1,2,0
112252,117257,1,1,0
112253,117258,1,1,0
112254,117259,1,2,0
112255,117260,1,2,0
112256,117261,1,1,0
112257,117262,1,2,0
112258,117263,1,2,0
112259,117264,1,2,0
112260,117265,1,2,0
112261,117266,1,1,0
112262,117267,1,2,0
112263,117268,1,2,0
112264,117269,1,1,0
112265,117270,1,1,0
112266,117271,1,2,0
112267,117272,1,2,0
112268,117273,1,2,0
112269,117274,1,2,0
112270,117275,1,2,0
112271,117276,1,2,0
112272,117277,1,2,0
112273,117278,2,2,0
112274,117279,1,2,0
112275,117280,1,2,0
112276,117281,1,2,0
112277,117282,1,1,0
112278,117283,1,2,0
112279,117284,1,2,0
112280,117285,1,2,0
112281,117286,1,1,0
112282,117287,1,2,0
112283,117288,1,2,0
112284,117289,1,2,0
112285,117290,1,2,0
112286,117291,2,2,0
112287,117292,1,2,0
112288,117293,1,2,0
112289,117294,1,1,0
112290,117295,1,2,0
112291,117296,1,2,0
112292,117297,2,2,0
112293,117298,1,2,0
112294,117299,1,2,0
112295,117300,1,1,0
112296,117301,2,2,0
112297,117302,1,2,0
112298,117303,1,2,0
112299,117304,1,2,0
112300,117305,1,2,0
112301,117306,1,2,0
112302,117307,1,2,0
112303,117308,1,2,0
112304,117309,1,1,0
112305,117310,1,2,0
112306,117311,1,2,0
112307,117312,1,2,0
112308,117313,1,0,0
112309,117314,2,2,0
112310,117315,1,2,0
112311,117316,1,2,0
112312,117317,1,2,0
112313,117318,1,2,0
112314,117319,1,1,0
112315,117320,1,2,0
112316,117321,1,2,0
112317,117322,2,2,0
112318,117323,1,2,0
112319,117324,1,2,0
112320,117325,1,2,0
112321,117326,2,2,0
112322,117327,1,2,0
112323,117328,1,2,0
112324,117329,1,2,0
112325,117330,1,2,0
112326,117331,1,2,0
112327,117332,1,2,0
112504,117509,1,2,0
112505,117510,1,1,0
112506,117511,1,1,0
112507,117512,1,2,0
112508,117513,1,2,0
112509,117514,2,2,0
112510,117515,1,2,0
112511,117516,1,2,0
112513,117518,1,2,0
112514,117519,1,2,0
112515,117520,1,2,0
112516,117521,1,2,0
112517,117522,1,1,0
112518,117523,1,2,0
112519,117524,1,2,0
112520,117525,1,2,0
112521,117526,1,2,0
112522,117527,1,2,0
112523,117528,1,2,0
112524,117529,1,2,0
112525,117530,2,2,0
112526,117531,1,2,0
112527,117532,1,2,0
112528,117533,1,2,0
112529,117534,1,2,0
112530,117535,1,1,0
112531,117536,1,2,0
112532,117537,1,2,0
112533,117538,1,2,0
112534,117539,1,2,0
112535,117540,1,2,0
112536,117541,1,2,0
112537,117542,1,2,0
112538,117543,1,1,0
112539,117544,2,2,0
112540,117545,1,2,0
112541,117546,1,2,0
112542,117547,1,2,0
112543,117548,1,1,0
112544,117549,1,2,0
112545,117550,1,1,0
112546,117551,1,2,0
112547,117552,1,2,0
112548,117553,1,2,0
112549,117554,1,2,0
112550,0,0,0,0
112551,117556,1,1,0
112552,117557,1,2,0
112553,117558,2,2,0
112554,117559,1,2,0
112555,117560,1,2,0
112556,117561,1,2,0
112557,117562,1,2,0
112558,117563,1,2,0
112559,117564,1,2,0
112560,117565,1,2,0
112561,117566,1,1,0
112562,117567,1,2,0
112563,117568,2,2,0
112564,117569,1,2,0
112565,117570,1,2,0
112566,117571,1,2,0
112567,117572,1,2,0
112568,117573,1,2,0
112569,117574,1,2,0
112570,117575,1,1,0
112571,117576,1,2,0
112572,117577,1,1,0
112573,117578,1,1,0
112574,117579,1,1,0
112575,117580,1,2,0
112576,117581,2,2,0
112577,117582,1,2,0
112578,117583,1,2,0
112579,117584,1,2,0
112580,117585,1,2,0
112581,117586,2,2,0
112582,117587,1,2,0
112583,117588,1,2,0
112584,117589,1,2,0
112585,117590,1,1,0
112586,117591,1,2,0
112587,117592,1,1,0
112588,117593,1,2,0
112589,117594,1,2,0
112590,117595,1,2,0
112591,117596,1,2,0
112592,117597,1,2,0
112593,117598,1,2,0
112594,117599,2,2,0
112595,117600,1,2,0
112596,117601,1,2,0
112597,117602,1,2,0
112598,117603,1,2,0
112599,117604,1,2,0
112600,117605,1,1,0
112601,117606,1,2,0
112602,117607,1,2,0
112603,117608,1,1,0
112604,117609,1,1,0
112605,117610,1,2,0
112606,117611,1,1,0
112607,117612,1,2,0
112608,117613,2,2,0
112609,117614,1,2,0
112610,117615,1,2,0
112611,117616,1,2,0
112612,117617,1,2,0
112613,117618,1,2,0
112614,117619,1,1,0
112615,117620,1,2,0
112616,117621,1,2,0
112617,117622,1,1,0
112618,117623,1,2,0
112619,117624,1,2,0
112620,117625,2,2,0
112621,117626,1,2,0
112622,117627,1,2,0
112623,117628,1,2,0
112624,117629,1,2,0
112625,117630,1,2,0
112626,117631,1,2,0
112627,117632,1,2,0
112628,117633,1,2,0
112629,117634,1,2,0
112630,117635,1,1,0
112631,117636,1,1,0
112632,117637,1,2,0
112633,117638,1,2,0
112634,117639,1,2,0
112635,117640,1,2,0
112636,117641,1,2,0
112638,117643,1,2,0
112639,117644,1,1,0
112640,117645,2,2,0
112641,0,0,0,0
