ID,ItemDisplayInfoID,ItemSlot,NpcModelID
1391926,9676,5,9515
1391927,6094,6,9515
1391928,23823,8,9515
1391929,30020,0,9516
1391930,23866,1,9516
1391931,29412,2,9516
1391932,29413,3,9516
1391933,29372,4,9516
1391934,9676,5,9516
1391935,6094,6,9516
1391936,28771,8,9516
1391937,30020,0,9517
1391938,23866,1,9517
1391939,29412,2,9517
1391940,29413,3,9517
1391941,29372,4,9517
1391942,9676,5,9517
1391943,6094,6,9517
1391944,28771,8,9517
1391945,30022,0,9518
1391946,23866,1,9518
1391947,29412,2,9518
1391948,29413,3,9518
1391949,29372,4,9518
1391950,9676,5,9518
1391951,6094,6,9518
1391952,28771,8,9518
1391953,30026,0,9521
1391954,30023,1,9521
1391955,6298,2,9521
1391956,7708,3,9521
1391957,8159,4,9521
1391958,9540,5,9521
1391959,12533,6,9521
1391960,12534,8,9521
1391961,1170,0,9522
1391962,9316,1,9522
1391963,29412,2,9522
1391964,29413,3,9522
1391965,29372,4,9522
1391966,9676,5,9522
1391967,6094,6,9522
1391968,28771,8,9522
1391969,1170,0,9523
1391970,9316,1,9523
1391971,29412,2,9523
1391972,29413,3,9523
1391973,29372,4,9523
1391974,9676,5,9523
1391975,6094,6,9523
1391976,28771,8,9523
1391977,1170,0,9524
1391978,9316,1,9524
1391979,29412,2,9524
1391980,29413,3,9524
1391981,29372,4,9524
1391982,9676,5,9524
1391983,6094,6,9524
1391984,28771,8,9524
1391985,1170,0,9525
1391986,9316,1,9525
1391987,29412,2,9525
1391988,29413,3,9525
1391989,29372,4,9525
1391990,9676,5,9525
1391991,6094,6,9525
1391992,28771,8,9525
1391993,19838,0,9134
1391994,25546,1,9134
1391995,17671,2,9134
1391996,26879,4,9134
1391997,17767,5,9134
1391998,26883,6,9134
1391999,3302,7,9134
1392000,29464,8,9134
1392001,29465,0,9135
1392002,29466,1,9135
1392003,9194,2,9135
1392004,23605,3,9135
1392005,22815,4,9135
1392006,24323,5,9135
1392007,23251,6,9135
1392008,12535,7,9135
1392009,25240,8,9135
1392010,29465,0,9136
1392011,29466,1,9136
1392012,9194,2,9136
1392013,23605,3,9136
1392014,22815,4,9136
1392015,24323,5,9136
1392016,23251,6,9136
1392017,12535,7,9136
1392018,25240,8,9136
1392019,22423,0,9252
1392020,6026,2,9252
1392021,8215,3,9252
1392022,7761,4,9252
1392023,8152,5,9252
1392024,3709,6,9252
1392025,3846,8,9252
1392026,15391,0,9813
1392027,30554,2,9813
1392028,30555,4,9813
1392029,30556,5,9813
1392030,30557,6,9813
1392031,30558,8,9813
1392032,15391,0,9814
1392033,30554,2,9814
1392034,30555,4,9814
1392035,30556,5,9814
1392036,30557,6,9814
1392037,30558,8,9814
1392038,30578,2,9823
1392039,30579,3,9823
1392040,30580,4,9823
1392041,5479,5,9823
1392042,22505,6,9823
1392043,15319,0,9828
1392044,18205,1,9828
1392045,6040,2,9828
1392046,6041,4,9828
1392047,6042,5,9828
1392048,6043,6,9828
1392049,17465,7,9828
1392050,18206,8,9828
1392051,3454,9,9828
1392052,15319,0,9829
1392053,18205,1,9829
1392054,6040,2,9829
1392055,6041,4,9829
1392056,6042,5,9829
1392057,6043,6,9829
1392058,17465,7,9829
1392059,18206,8,9829
1392060,3454,9,9829
1392061,30596,2,9830
1392062,30597,4,9830
1392063,10534,5,9830
1392064,30598,6,9830
1392065,30599,7,9830
1392066,30607,2,9831
1392067,10438,3,9831
1392068,25235,4,9831
1392069,25208,5,9831
1392070,25233,6,9831
1392071,9322,8,9831
1392072,30632,2,9843
1392073,30631,3,9843
1392074,8245,4,9843
1392075,5769,5,9843
1392076,10295,6,9843
1392077,30633,7,9843
1392078,17364,0,9844
1392079,17365,1,9844
1392080,8388,2,9844
1392081,30625,3,9844
1392082,11917,5,9844
1392083,30626,6,9844
1392084,3842,7,9844
1392085,29798,1,10493
1392086,31011,2,10493
1392087,32456,3,10493
1392088,29793,4,10493
1392089,32458,5,10493
1392090,32467,6,10493
1392091,29800,8,10493
1392092,32522,9,10493
1392093,30328,1,10494
1392094,32476,2,10494
1392095,30327,3,10494
1392096,30332,4,10494
1392097,30329,5,10494
1392098,30333,6,10494
1392099,30331,7,10494
1392100,32525,9,10494
1392101,13173,2,10496
1392102,32244,3,10496
1392103,4473,4,10496
1392104,28648,5,10496
1392105,5840,6,10496
1392106,11274,1,6411
1392107,3064,2,6411
1392108,3696,4,6411
1392109,8353,5,6411
1392110,8351,6,6411
1392111,9138,8,6411
1392112,21880,3,6412
1392113,9045,4,6412
1392114,5521,5,6412
1392115,2204,6,6412
1392116,8398,8,6412
1392117,6298,3,6413
1392118,11279,4,6413
1392119,11063,5,6413
1392120,12113,6,6413
1392121,12114,8,6413
1392122,13726,2,5330
1392123,13192,3,5330
1392124,18994,4,5330
1392125,4263,5,5330
1392126,19452,6,5330
1392127,4855,8,5330
1392128,19453,0,5331
1392129,19454,1,5331
1392130,16661,2,5331
1392131,16478,4,5331
1392132,2018,5,5331
1392133,4734,6,5331
1392134,10106,8,5331
1392135,13726,2,5333
1392136,13192,3,5333
1392137,18994,4,5333
1392138,4263,5,5333
1392139,19452,6,5333
1392140,4855,8,5333
1392141,13726,2,5334
1392142,13192,3,5334
1392143,18994,4,5334
1392144,4263,5,5334
1392145,19452,6,5334
1392146,4855,8,5334
1392147,19460,2,5336
1392148,13671,3,5336
1392149,4954,4,5336
1392150,9869,5,5336
1392151,2204,6,5336
1392152,4886,1,5344
1392153,4390,2,5344
1392154,2985,4,5344
1392155,3826,5,5344
1392156,15683,6,5344
1392157,15684,8,5344
1392158,175646,0,5352
1392159,175581,1,5352
1392160,194396,2,5352
1392161,194397,3,5352
1392162,194398,4,5352
1392163,194399,5,5352
1392164,194400,6,5352
1392166,194401,8,5352
1392169,19483,1,5363
1392170,18012,2,5363
1392171,13448,3,5363
1392172,13135,4,5363
1392173,19267,5,5363
1392174,18013,6,5363
1392175,18014,7,5363
1392176,9009,2,5374
1392177,10616,4,5374
1392178,7950,5,5374
1392179,10852,6,5374
1392180,9778,8,5374
1392181,11027,2,5409
1392182,8738,3,5409
1392183,10429,4,5409
1392184,11011,5,5409
1392185,11887,8,5409
1392186,4483,1,7226
1392187,8548,2,7226
1392188,8316,4,7226
1392189,4497,5,7226
1392190,8317,6,7226
1392191,8444,2,7227
1392192,5865,4,7227
1392193,21874,5,7227
1392194,14046,6,7227
1392195,23328,1,7228
1392196,17296,2,7228
1392197,17283,3,7228
1392198,9195,4,7228
1392199,23329,5,7228
1392200,23330,6,7228
1392201,3704,7,7228
1392202,23331,8,7228
1392203,9440,1,7246
1392204,13744,2,7246
1392205,13745,3,7246
1392206,6227,4,7246
1392207,11751,5,7246
1392208,13932,6,7246
1392209,53941,9,7246
1392210,23362,1,7247
1392211,9177,2,7247
1392212,23363,3,7247
1392213,23364,4,7247
1392214,12817,5,7247
1392215,23365,6,7247
1392216,8210,7,7247
1392217,23366,8,7247
1392218,2982,2,7248
1392219,13380,3,7248
1392220,2985,4,7248
1392221,13382,5,7248
1392222,2986,6,7248
1392223,2987,7,7248
1392224,23195,8,7248
1392225,23362,1,7249
1392226,9177,2,7249
1392227,23363,3,7249
1392228,23364,4,7249
1392229,12817,5,7249
1392230,23365,6,7249
1392231,8210,7,7249
1392232,23366,8,7249
1392233,8068,0,7284
1392234,23437,3,7284
1392235,6153,4,7284
1392236,11619,5,7284
1392237,14727,6,7284
1392238,14729,8,7284
1392239,23954,9,7284
1392240,8068,0,7285
1392241,23437,3,7285
1392242,6153,4,7285
1392243,11619,5,7285
1392244,14727,6,7285
1392245,14729,8,7285
1392246,23954,9,7285
1392247,8068,0,7286
1392248,23437,3,7286
1392249,6153,4,7286
1392250,11619,5,7286
1392251,14727,6,7286
1392252,14729,8,7286
1392253,23954,9,7286
1392254,23441,1,7287
1392255,23438,2,7287
1392256,23439,3,7287
1392257,6153,4,7287
1392258,5601,5,7287
1392259,8065,6,7287
1392260,6157,8,7287
1392261,23953,9,7287
1392262,23441,1,7288
1392263,23438,2,7288
1392264,23439,3,7288
1392265,6153,4,7288
1392266,5601,5,7288
1392267,8065,6,7288
1392268,6157,8,7288
1392269,23953,9,7288
1392270,23441,1,7289
1392271,23438,2,7289
1392272,23439,3,7289
1392273,6153,4,7289
1392274,5601,5,7289
1392275,8065,6,7289
1392276,6157,8,7289
1392277,23953,9,7289
1392278,23441,1,7290
1392279,23438,2,7290
1392280,23439,3,7290
1392281,6153,4,7290
1392282,5601,5,7290
1392283,8065,6,7290
1392284,6157,8,7290
1392285,23953,9,7290
1392286,15288,0,7291
1392287,11697,1,7291
1392288,23442,3,7291
1392289,6153,4,7291
1392290,5320,5,7291
1392291,6143,6,7291
1392292,23443,7,7291
1392293,14887,8,7291
1392294,23954,9,7291
1392295,15288,0,7292
1392296,11697,1,7292
1392297,23442,3,7292
1392298,6153,4,7292
1392299,5320,5,7292
1392300,6143,6,7292
1392301,23443,7,7292
1392302,14887,8,7292
1392303,23954,9,7292
1392304,15288,0,7293
1392305,11697,1,7293
1392306,23442,3,7293
1392307,6153,4,7293
1392308,5320,5,7293
1392309,6143,6,7293
1392310,23443,7,7293
1392311,14887,8,7293
1392312,23954,9,7293
1392313,14888,1,7295
1392314,23444,2,7295
1392315,17736,3,7295
1392316,6153,4,7295
1392317,17738,5,7295
1392318,17739,6,7295
1392319,17743,7,7295
1392320,17740,8,7295
1392321,23954,9,7295
1392322,14888,1,7296
1392323,23444,2,7296
1392324,17736,3,7296
1392325,6153,4,7296
1392326,17738,5,7296
1392327,17739,6,7296
1392328,17743,7,7296
1392329,17740,8,7296
1392330,23954,9,7296
1392331,14888,1,7297
1392332,23444,2,7297
1392333,17736,3,7297
1392334,6153,4,7297
1392335,17738,5,7297
1392336,17739,6,7297
1392337,17743,7,7297
1392338,17740,8,7297
1392339,23954,9,7297
1392340,14888,1,7298
1392341,23444,2,7298
1392342,17736,3,7298
1392343,6153,4,7298
1392344,17738,5,7298
1392345,17739,6,7298
1392346,17743,7,7298
1392347,17740,8,7298
1392348,23954,9,7298
1392349,15446,2,7299
1392350,9710,3,7299
1392351,14853,4,7299
1392352,17903,5,7299
1392353,8262,6,7299
1392354,15446,2,7300
1392355,9710,3,7300
1392356,14853,4,7300
1392357,17903,5,7300
1392358,8262,6,7300
1392359,15446,2,7301
1392360,9710,3,7301
1392361,14853,4,7301
1392362,17903,5,7301
1392363,6051,6,7301
1392364,15446,2,7302
1392365,9710,3,7302
1392366,14853,4,7302
1392367,17903,5,7302
1392368,6051,6,7302
1392369,14731,2,7303
1392370,14726,4,7303
1392371,2311,5,7303
1392372,8820,6,7303
1392373,6156,8,7303
1392374,14731,2,7305
1392375,14726,4,7305
1392376,2311,5,7305
1392377,8820,6,7305
1392378,6156,8,7305
1392379,10516,0,7307
1392380,10180,1,7307
1392381,17594,2,7307
1392382,8873,3,7307
1392383,4300,4,7307
1392384,9817,5,7307
1392385,7583,6,7307
1392386,5268,8,7307
1392387,23953,9,7307
1392388,10516,0,7309
1392389,10180,1,7309
1392390,17594,2,7309
1392391,8873,3,7309
1392392,4300,4,7309
1392393,9817,5,7309
1392394,7583,6,7309
1392395,5268,8,7309
1392396,23953,9,7309
1392397,10516,0,7310
1392398,10180,1,7310
1392399,17594,2,7310
1392400,8873,3,7310
1392401,4300,4,7310
1392402,9817,5,7310
1392403,7583,6,7310
1392404,5268,8,7310
1392405,23953,9,7310
1392406,15339,0,7312
1392407,23449,2,7312
1392408,6153,4,7312
1392409,7520,5,7312
1392410,8820,6,7312
1392411,6157,8,7312
1392412,23954,9,7312
1392413,15339,0,7313
1392414,23449,2,7313
1392415,6153,4,7313
1392416,7520,5,7313
1392417,8820,6,7313
1392418,6157,8,7313
1392419,23954,9,7313
1392420,23456,1,7319
1392421,8433,3,7319
1392422,9045,4,7319
1392423,14869,5,7319
1392424,5489,6,7319
1392425,17015,7,7319
1392426,18139,8,7319
1392427,23954,9,7319
1392428,23456,1,7320
1392429,8433,3,7320
1392430,9045,4,7320
1392431,14869,5,7320
1392432,5489,6,7320
1392433,17015,7,7320
1392434,18139,8,7320
1392435,23954,9,7320
1392436,23456,1,7321
1392437,8433,3,7321
1392438,9045,4,7321
1392439,14869,5,7321
1392440,5489,6,7321
1392441,17015,7,7321
1392442,18139,8,7321
1392443,23954,9,7321
1392444,14957,0,7323
1392445,6141,1,7323
1392446,23457,2,7323
1392447,14882,3,7323
1392448,6153,4,7323
1392449,14875,5,7323
1392450,8820,6,7323
1392451,14884,8,7323
1392452,23954,9,7323
1392453,5345,2,4886
1392454,18202,3,4886
1392455,8551,4,4886
1392456,3179,5,4886
1392457,7458,6,4886
1392458,16139,2,4887
1392459,8187,3,4887
1392460,8139,4,4887
1392461,8140,5,4887
1392462,3066,6,4887
1392463,8848,8,4887
1392464,12219,3,4684
1392465,8396,4,4684
1392466,3201,5,4684
1392467,10574,6,4684
1392468,5897,8,4684
1392469,175534,4,4736
1392470,175535,5,4736
1392471,16734,6,4736
1392472,11366,0,4818
1392473,9718,1,4818
1392474,18219,2,4818
1392475,11290,3,4818
1392476,11291,5,4818
1392477,6370,3,4836
1392478,9398,4,4836
1392479,8003,5,4836
1392480,9176,6,4836
1392481,11530,2,4847
1392482,6299,4,4847
1392483,18252,5,4847
1392484,14645,6,4847
1392485,10403,2,4865
1392486,6121,4,4865
1392487,2018,5,4865
1392488,8074,6,4865
1392489,8075,8,4865
1392490,5872,2,4872
1392491,5873,4,4872
1392492,5874,5,4872
1392493,18287,6,4872
1392494,11311,2,4873
1392495,9965,4,4873
1392496,9487,5,4873
1392497,12954,6,4873
1392498,7708,2,4877
1392499,7766,4,4877
1392500,8160,5,4877
1392501,7768,6,4877
1392502,9543,8,4877
1392503,7754,2,4883
1392504,7755,4,4883
1392505,8155,5,4883
1392506,9048,6,4883
1392507,11849,8,4883
1392508,8141,2,4888
1392509,6162,4,4888
1392510,6163,5,4888
1392511,6164,6,4888
1392512,7720,8,4888
1392513,18302,3,4889
1392514,6162,4,4889
1392515,6163,5,4889
1392516,17164,6,4889
1392517,11153,8,4889
1392518,11633,2,5583
1392519,11308,5,5583
1392520,3066,6,5583
1392521,2057,8,5583
1392522,5496,1,6796
1392523,11213,2,6796
1392524,8267,3,6796
1392525,2364,4,6796
1392526,5297,5,6796
1392527,4440,6,6796
1392528,4438,8,6796
1392529,7707,0,6797
1392530,11272,1,6797
1392531,22453,2,6797
1392532,10430,5,6797
1392533,10090,7,6797
1392534,22455,2,6798
1392535,9131,3,6798
1392536,8958,4,6798
1392537,5726,5,6798
1392538,22460,6,6798
1392539,22456,8,6798
1392540,8415,0,6799
1392541,5414,1,6799
1392542,19036,2,6799
1392543,6299,4,6799
1392544,6300,5,6799
1392545,10993,6,6799
1392546,10949,7,6799
1392547,21133,2,6800
1392548,9009,3,6800
1392549,6049,4,6800
1392550,4293,5,6800
1392551,4921,6,6800
1392552,8423,8,6800
1392553,12727,1,6801
1392554,12165,2,6801
1392555,6201,3,6801
1392556,9464,4,6801
1392557,11069,5,6801
1392558,9176,6,6801
1392559,22461,8,6801
1392560,22462,2,6802
1392561,22463,3,6802
1392562,8977,4,6802
1392563,9025,5,6802
1392564,8920,6,6802
1392565,22471,2,6803
1392566,22472,3,6803
1392567,8396,4,6803
1392568,8416,5,6803
1392569,8613,6,6803
1392570,8614,8,6803
1392571,22473,1,6804
1392572,22474,2,6804
1392573,22475,3,6804
1392574,5670,4,6804
1392575,13382,5,6804
1392576,13383,6,6804
1392577,22476,8,6804
1392578,13909,9,6804
1392579,12525,1,6805
1392580,9194,2,6805
1392581,9903,4,6805
1392582,9195,5,6805
1392583,9196,6,6805
1392584,9197,8,6805
1392585,12525,1,6806
1392586,9194,2,6806
1392587,9903,4,6806
1392588,9195,5,6806
1392589,9196,6,6806
1392590,9197,8,6806
1392591,24626,0,8131
1392592,11232,1,8131
1392593,24627,2,8131
1392594,12337,3,8131
1392595,6153,4,8131
1392596,11619,5,8131
1392597,8820,6,8131
1392598,23502,8,8131
1392599,23954,9,8131
1392600,24626,0,8132
1392601,11232,1,8132
1392602,24627,2,8132
1392603,12337,3,8132
1392604,6153,4,8132
1392605,11619,5,8132
1392606,8820,6,8132
1392607,23502,8,8132
1392608,23954,9,8132
1392609,17283,3,8149
1392610,17279,4,8149
1392611,14159,5,8149
1392612,17303,6,8149
1392613,16068,8,8149
1392614,17283,3,8150
1392615,17279,4,8150
1392616,14159,5,8150
1392617,17303,6,8150
1392618,16068,8,8150
1392619,17283,3,8151
1392620,17279,4,8151
1392621,14159,5,8151
1392622,17303,6,8151
1392623,16068,8,8151
1392624,15391,0,8152
1392625,17283,3,8152
1392626,17279,4,8152
1392627,17280,5,8152
1392628,17281,6,8152
1392629,16068,8,8152
1392630,15391,0,8153
1392631,17283,3,8153
1392632,17279,4,8153
1392633,17280,5,8153
1392634,17281,6,8153
1392635,16068,8,8153
1392636,15391,0,8154
1392637,17283,3,8154
1392638,17279,4,8154
1392639,17280,5,8154
1392640,17281,6,8154
1392641,16068,8,8154
1392642,15391,0,8155
1392643,17283,3,8155
1392644,17279,4,8155
1392645,17280,5,8155
1392646,17281,6,8155
1392647,16068,8,8155
1392648,6181,2,8156
1392649,7942,5,8156
1392650,2561,7,8156
1392651,22308,8,8156
1392652,6181,2,8157
1392653,7942,5,8157
1392654,2561,7,8157
1392655,22308,8,8157
1392656,5295,2,8158
1392657,24664,3,8158
1392658,8606,4,8158
1392659,6050,5,8158
1392660,8262,6,8158
1392661,24663,8,8158
1392662,15764,3,8159
1392663,9401,4,8159
1392664,12634,5,8159
1392665,10004,6,8159
1392666,10939,7,8159
1392667,11051,8,8159
1392668,24665,1,8160
1392669,17996,3,8160
1392670,24666,4,8160
1392671,24667,5,8160
1392672,17997,6,8160
1392673,24668,7,8160
1392674,24669,8,8160
1392676,24670,3,8161
1392677,4881,4,8161
1392678,5874,5,8161
1392679,14846,6,8161
1392680,3850,8,8161
1392681,10788,1,8162
1392682,6558,2,8162
1392683,9684,4,8162
1392684,3409,5,8162
1392685,10559,6,8162
1392686,10790,8,8162
1392687,10643,9,8162
1392688,4483,1,8163
1392689,8548,2,8163
1392690,8316,4,8163
1392691,4497,5,8163
1392692,8317,6,8163
1392693,24671,8,8163
1392694,19914,1,8164
1392695,14873,2,8164
1392696,24703,3,8164
1392697,7748,4,8164
1392698,4263,5,8164
1392699,22575,6,8164
1392700,2981,8,8164
1392701,9718,1,8165
1392702,24705,2,8165
1392703,20497,5,8165
1392704,24706,6,8165
1392705,24707,7,8165
1392706,24708,8,8165
1392707,15676,0,8166
1392708,24714,1,8166
1392709,23466,2,8166
1392710,6153,4,8166
1392711,22318,5,8166
1392712,6143,6,8166
1392713,14886,7,8166
1392714,14887,8,8166
1392715,23954,9,8166
1392716,23456,1,8167
1392717,12630,2,8167
1392718,23250,3,8167
1392719,7728,4,8167
1392720,24717,5,8167
1392721,14826,6,8167
1392722,22325,8,8167
1392723,8068,0,8168
1392724,24722,1,8168
1392725,24723,3,8168
1392726,6153,4,8168
1392727,11619,5,8168
1392728,18140,6,8168
1392729,2561,7,8168
1392730,18139,8,8168
1392731,23954,9,8168
1392732,11318,1,8169
1392733,24724,2,8169
1392734,17354,3,8169
1392735,8811,4,8169
1392736,8949,5,8169
1392737,8950,6,8169
1392738,17722,0,8170
1392739,12867,1,8170
1392740,24726,2,8170
1392741,6114,5,8170
1392742,14948,6,8170
1392743,14843,8,8170
1392744,24727,1,8171
1392745,4325,2,8171
1392746,9451,3,8171
1392747,4315,4,8171
1392748,3173,5,8171
1392749,2373,6,8171
1392750,13067,1,8172
1392751,24728,2,8172
1392752,22727,3,8172
1392753,9676,5,8172
1392754,4835,6,8172
1392755,23939,2,8173
1392756,11753,4,8173
1392757,11063,5,8173
1392758,7056,6,8173
1392759,10680,8,8173
1392760,1166,0,8178
1392761,17833,1,8178
1392762,16405,2,8178
1392763,16406,4,8178
1392764,16407,5,8178
1392765,16408,6,8178
1392766,17679,7,8178
1392767,17357,8,8178
1392768,14957,0,7326
1392769,6141,1,7326
1392770,23457,2,7326
1392771,14882,3,7326
1392772,6153,4,7326
1392773,14875,5,7326
1392774,8820,6,7326
1392775,14884,8,7326
1392776,23954,9,7326
1392777,24759,0,8177
1392778,30318,1,8177
1392779,30315,2,8177
1392780,54785,3,8177
1392781,30322,4,8177
1392782,30317,5,8177
1392783,54786,6,8177
1392784,30320,7,8177
1392785,30321,8,8177
1392786,47251,9,8177
1392787,39191,10,8177
1392788,8141,2,8183
1392789,7710,5,8183
1392790,6301,6,8183
1392791,7711,8,8183
1392792,23764,2,8182
1392793,4390,3,8182
1392794,8396,4,8182
1392795,5346,5,8182
1392796,3827,6,8182
1392797,12226,8,8182
1392798,22026,1,8482
1392799,11481,3,8482
1392800,8135,4,8482
1392801,7939,5,8482
1392802,9173,6,8482
1392803,11482,8,8482
1392804,22026,1,8483
1392805,11481,3,8483
1392806,8135,4,8483
1392807,7939,5,8483
1392808,9173,6,8483
1392809,11482,8,8483
1392810,25303,3,8484
1392811,25304,5,8484
1392812,15643,6,8484
1392813,25305,2,8485
1392814,10706,3,8485
1392815,25306,4,8485
1392816,25307,5,8485
1392817,25308,6,8485
1392818,25309,7,8485
1392819,1166,0,8486
1392820,3552,2,8486
1392821,12786,3,8486
1392822,6121,4,8486
1392823,25310,5,8486
1392824,7458,6,8486
1392825,1166,0,8487
1392826,22274,3,8487
1392827,25311,4,8487
1392828,12360,5,8487
1392829,7458,6,8487
1392830,6095,8,8487
1392831,22423,0,9253
1392832,6026,2,9253
1392833,8215,3,9253
1392834,7761,4,9253
1392835,8152,5,9253
1392836,3709,6,9253
1392837,3846,8,9253
1392838,6048,2,9254
1392839,5865,4,9254
1392840,7622,5,9254
1392841,8354,6,9254
1392842,1058,1,9255
1392843,10018,2,9255
1392844,22816,5,9255
1392845,10089,6,9255
1392846,29556,7,9255
1392847,10998,0,9256
1392848,29557,1,9256
1392849,10962,2,9256
1392850,29045,3,9256
1392851,25262,5,9256
1392852,23878,6,9256
1392853,29558,8,9256
1392854,29611,3,9263
1392855,25265,4,9263
1392856,29612,5,9263
1392857,29613,6,9263
1392858,25268,8,9263
1392859,7498,1,9265
1392860,21242,3,9265
1392861,8949,5,9265
1392862,4835,6,9265
1392863,31990,2,10283
1392864,4293,5,10283
1392865,15603,6,10283
1392866,8972,0,10641
1392867,5116,1,10641
1392868,32144,2,10641
1392869,3686,3,10641
1392870,5670,4,10641
1392871,7788,5,10641
1392872,33357,6,10641
1392873,9677,8,10641
1392874,15283,0,9882
1392875,30692,1,9882
1392876,25676,2,9882
1392877,8352,3,9882
1392878,10433,4,9882
1392879,28447,5,9882
1392880,11771,6,9882
1392881,11772,8,9882
1392882,15283,0,9883
1392883,30692,1,9883
1392884,25676,2,9883
1392885,8352,3,9883
1392886,10433,4,9883
1392887,28447,5,9883
1392888,11771,6,9883
1392889,11772,8,9883
1392890,61322,2,9884
1392891,61323,3,9884
1392892,62352,4,9884
1392893,36421,5,9884
1392894,61325,6,9884
1392895,10376,8,9884
1392896,17409,0,9888
1392897,30775,1,9888
1392898,30776,2,9888
1392899,26022,4,9888
1392900,29612,5,9888
1392901,13391,6,9888
1392902,30777,8,9888
1392903,25196,0,9889
1392904,30785,1,9889
1392905,26288,2,9889
1392906,30786,3,9889
1392907,30787,4,9889
1392908,30788,5,9889
1392909,30789,6,9889
1392910,30790,8,9889
1392911,29971,1,9890
1392912,29969,3,9890
1392913,29966,4,9890
1392914,29972,5,9890
1392915,29967,6,9890
1392916,29970,8,9890
1392917,6255,9,9890
1392918,176944,0,9905
1392919,176945,1,9905
1392920,176946,2,9905
1392921,176947,3,9905
1392922,7728,4,9905
1392923,20405,5,9905
1392924,176948,6,9905
1392925,176949,8,9905
1392926,15676,0,9943
1392927,7541,1,9943
1392928,30937,2,9943
1392929,30938,3,9943
1392930,7224,4,9943
1392931,9132,5,9943
1392932,7255,6,9943
1392933,10513,8,9943
1392934,6255,9,9943
1392935,15676,0,9944
1392936,7541,1,9944
1392937,30937,2,9944
1392938,30938,3,9944
1392939,7224,4,9944
1392940,9132,5,9944
1392941,7255,6,9944
1392942,10513,8,9944
1392943,6255,9,9944
1392944,30954,1,9945
1392945,23250,2,9945
1392946,17683,3,9945
1392947,8139,4,9945
1392948,7765,5,9945
1392949,23878,6,9945
1392950,23879,7,9945
1392951,30955,8,9945
1392952,30954,1,9946
1392953,23250,2,9946
1392954,17683,3,9946
1392955,8139,4,9946
1392956,7765,5,9946
1392957,23878,6,9946
1392958,23879,7,9946
1392959,30955,8,9946
1392960,30954,1,9947
1392961,23250,2,9947
1392962,17683,3,9947
1392963,8139,4,9947
1392964,7765,5,9947
1392965,23878,6,9947
1392966,23879,7,9947
1392967,30955,8,9947
1392968,30028,1,9948
1392969,30960,2,9948
1392970,30961,3,9948
1392971,16187,4,9948
1392972,11619,5,9948
1392973,18140,6,9948
1392974,30962,8,9948
1392975,25302,2,9950
1392976,25270,5,9950
1392977,30964,6,9950
1392978,31009,2,9964
1392979,31010,3,9964
1392980,25311,4,9964
1392981,12360,5,9964
1392982,5875,6,9964
1392983,6095,8,9964
1392984,13177,2,9965
1392985,7644,3,9965
1392986,25311,4,9965
1392987,12360,5,9965
1392988,16808,6,9965
1392989,2193,8,9965
1392990,23413,0,9967
1392991,31014,1,9967
1392992,31015,2,9967
1392993,25235,4,9967
1392994,5760,5,9967
1392995,15988,6,9967
1392996,16034,8,9967
1392997,10705,2,9968
1392998,31017,3,9968
1392999,5838,4,9968
1393000,8265,5,9968
1393001,3749,6,9968
1393002,10705,2,9969
1393003,31017,3,9969
1393004,5838,4,9969
1393005,8265,5,9969
1393006,3749,6,9969
1393007,10705,2,9971
1393008,31017,3,9971
1393009,8265,5,9971
1393010,3749,6,9971
1393011,5730,2,9972
1393012,4297,4,9972
1393013,25296,5,9972
1393014,6242,6,9972
1393015,5730,2,9974
1393016,4297,4,9974
1393017,25296,5,9974
1393018,6242,6,9974
1393020,12786,3,9983
1393021,25306,4,9983
1393022,17977,5,9983
1393023,7458,6,9983
1393024,6407,1,10003
1393025,25529,2,10003
1393026,12755,3,10003
1393027,12545,4,10003
1393028,29394,5,10003
1393029,11056,6,10003
1393030,3302,7,10003
1393031,31209,8,10003
1393032,31231,2,10004
1393033,31232,3,10004
1393034,25282,4,10004
1393035,28182,5,10004
1393036,25281,6,10004
1393037,9442,1,10005
1393038,10837,2,10005
1393039,31233,3,10005
1393040,5865,4,10005
1393041,5479,5,10005
1393042,4314,6,10005
1393043,10557,8,10005
1393044,31348,2,10023
1393045,12543,3,10023
1393046,9047,4,10023
1393047,23626,5,10023
1393048,31349,6,10023
1393049,25034,8,10023
1393050,8380,0,10024
1393051,5678,1,10024
1393052,6029,2,10024
1393053,6030,5,10024
1393054,6031,6,10024
1393055,8305,8,10024
1393056,8380,0,10025
1393057,5678,1,10025
1393058,6029,2,10025
1393059,6030,5,10025
1393060,6031,6,10025
1393061,8305,8,10025
1393062,8380,0,10026
1393063,5678,1,10026
1393064,6029,2,10026
1393065,6030,5,10026
1393066,6031,6,10026
1393067,8305,8,10026
1393068,16460,4,10043
1393069,8552,5,10043
1393070,12197,6,10043
1393071,175646,0,10049
1393072,175712,1,10049
1393073,175713,2,10049
1393074,175383,3,10049
1393075,175714,4,10049
1393076,175385,5,10049
1393077,175715,6,10049
1393078,175473,7,10049
1393079,175716,8,10049
1393080,11795,3,10054
1393081,8325,4,10054
1393082,30788,5,10054
1393083,18958,6,10054
1393084,18960,8,10054
1393085,16306,0,10055
1393086,10567,1,10055
1393087,31396,2,10055
1393088,31397,3,10055
1393089,16476,5,10055
1393090,31398,6,10055
1393091,31399,8,10055
1393092,13800,0,10063
1393093,13801,1,10063
1393094,13802,2,10063
