ID,SpellID,Field_11_1_5_59571_001,CooldownSetSpellID
17137,385787,1,193067
17139,1253600,0,90199
17169,1269163,0,193713
17170,212800,0,193970
17171,179057,0,194079
17178,1264297,0,92870
17179,208628,0,195248
17181,459722,1,195433
17182,459726,0,195433
17185,1293138,0,195885
17186,1293138,0,196052
17187,1293138,0,196110
17188,200025,0,196333
17189,50334,0,2700
17190,102558,0,2700
17191,50334,0,2912
17192,102558,0,2912
17195,432502,1,197085
17196,432496,1,197132
17197,1271436,1,197409
17199,386237,0,197573
17200,386165,0,197692
17201,1264521,0,197811
17202,432629,0,197986
17246,1265391,0,198696
17247,468655,0,161182
17249,1242223,0,198708
17260,1253591,0,198730
