ID,Colors0_r,Colors0_g,Colors0_b,Colors1_r,Colors1_g,Colors1_b,Colors2_r,Colors2_g,Colors2_b,Alpha1,Alpha2,EdgeColor_r,EdgeColor_g,EdgeColor_b,Field_8_1_0_28440_014,Field_8_1_0_28440_015,Field_10_0_5_47118_016,Field_10_0_5_47118_017
374,0.23137257,0.59607846,0.63529414,0.45882356,0.9058824,0.9490197,0.5764706,1,0.9960785,0.5,0.4,0,0,0,0,0,0,0
375,0.23137257,0.59607846,0.63529414,0.45882356,0.9058824,0.9490197,0.5764706,1,0.9960785,0.5,0.4,0,0,0,0,0,0,0
376,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.41960788,0.45882356,0.5176471,0.5,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
377,0,0.003921569,0.454902,0,0.2784314,1,0,0.94117653,1,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
378,0,0.95294124,1,0,0.5803922,1,0,0,0,0.5,1,0.86274517,0.86274517,0.86274517,0,0,0,0
379,0,0.95294124,1,0,0.5803922,1,0,0,0,0.5,1,0.86274517,0.86274517,0.86274517,0,0,0,0
385,0.098039225,0,0.18823531,0,0.36862746,1,0,0.6039216,1,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
386,0,0,0,0.09019608,0.8117648,0.52156866,1,1,1,0.5,0.9,1,1,1,20,2,0,0
387,0,0.003921569,0.454902,0,0.2784314,1,0,0.94117653,1,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
389,0.10588236,0,0,0.27058825,0.23137257,0.27450982,0.54901963,0.16470589,0.16470589,0.5,0.5,0.4039216,0.15294118,0.15294118,2,3,0,0
390,0.15686275,0.19607845,0.2627451,0.3803922,0.6509804,0.7058824,0.7254902,0.8588236,0.8862746,0.5,1,1,1,1,1,2,0,0
392,0,0.95294124,1,0,0.5803922,1,0,0,0,0.5,1,0.86274517,0.86274517,0.86274517,0,0,0,0
393,0,0,0,0.37647063,0.62352943,0.62352943,0.2509804,0.7490196,0.7490196,0.5,1,0.019607844,0,0,1,2,0,0
397,0.5882353,0.6431373,0.6431373,0.2784314,0.3803922,0.3803922,0.3137255,0.36862746,0.3647059,0.25,0.7,0,0,0,6,2,0,0
400,0.12941177,0.18431373,0.20000002,0.45098042,0.54901963,0.61960787,1,1,1,0.5,1,1,1,1,1,2,0,0
406,0.23529413,0.18823531,0.24313727,0.3921569,0.34509805,0.39607847,0.52156866,0.42352945,0.52156866,0.8,2,0,0,0,10,0,0,0
407,0,0,0,0.37647063,0.62352943,0.62352943,0.2509804,0.7490196,0.7490196,0.5,0.95,0.30980393,0.49803925,0.5686275,0,0,0,0
409,0.15686275,0.19607845,0.2627451,0.3803922,0.6509804,0.7058824,0.7254902,0.8588236,0.8862746,0.5,1,1,1,1,1,2,0,0
414,0.10588236,0.16470589,0.27058825,0,0.8313726,1,1,1,1,1,0.9,1,1,1,1,2,0,0
415,0,0.003921569,0.454902,0,0.2784314,1,0,0.94117653,1,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
416,0.08627451,0.69411767,0.5294118,0.06666667,0.40784317,0.3647059,0.14117648,0.20000002,0.29803923,0.5,0.8,0.68235296,0.9843138,0.6862745,1,2,0,0
417,0.07058824,0.07058824,0.07058824,0.11764707,0.06666667,0.10196079,1,1,1,0.5,1,1,1,1,1,2,0,0
423,0.12941177,0.18431373,0.20000002,0.45098042,0.54901963,0.61960787,1,1,1,0.5,1,1,1,1,1,2,0,0
424,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
425,0,0,0,0.37647063,0.62352943,0.62352943,0.2509804,0.7490196,0.7490196,0.5,1,0.019607844,0,0,1,2,0,0
427,0.054901965,0.06666667,0.9215687,0.31764707,0.7490196,0.90196085,0.5254902,0.909804,0.9725491,0.9,1,0.74509805,0.96470594,1,1,2,0,0
428,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
429,0.10588236,0.16470589,0.27058825,0.43921572,0.6509804,0.36078432,0.6,0.8117648,0.5568628,0.9,1,1,1,1,1,2,0,0
430,0.039215688,0.2784314,0.2509804,0,0.8588236,0.7254902,1,1,1,0.5,1,1,1,1,1,2,0,0
432,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
434,0.12941177,0.18431373,0.20000002,0.27058825,0.6784314,0.78823537,0.5882353,0.93725497,1,0.5,1,0,0.8352942,1,0,2,0,0
435,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
436,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
438,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
440,0.40000004,0.40000004,0.40000004,0.5372549,0.42352945,0.6039216,0.41176474,0.34117648,0.45882356,80,0.2,0.18823531,0.14509805,0.23529413,6,0,0,0
446,0.227451,0.28627452,0.38823533,0.11764707,0.11764707,0.18039216,0,0,0,0.3,1,0.6666667,0.6666667,0.6666667,1,2,0,0
448,0,0,0,0.37647063,0.62352943,0.62352943,0.2509804,0.7490196,0.7490196,0.5,1,0.019607844,0,0,1,2,0,0
451,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,0.48627454,0.89019614,0.9686275,0.5,1.6,1,1,1,1,3,0,0
452,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,0.6862745,0.6117647,0.5,1,1,0,0,1,3,0,0
453,0.21176472,0.03529412,0.023529414,0.7372549,0.26666668,0.24705884,0.96470594,0.7803922,0.7568628,0.8,1,1,0,0,1,3,0,0
458,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,3,0,0
461,0.21176472,0.20784315,0.16470589,0.6,0.6,0.48627454,1,1,1,0.5,1,1,1,1,1,2,0,0
462,0,0.48235297,0.28627452,0,0.94117653,0.5568628,0.87843144,1,0.95294124,0.9,1,0,0.94117653,0.5568628,1,2,0,0
466,0,0,0,0.62352943,0.62352943,0.62352943,0.7490196,0.7490196,0.7490196,0.5,1,0,0,0,0,0,0,0
467,0.21176472,0.20784315,0.16470589,0.6,0.6,0.48627454,0.21176472,0.20784315,0.16470589,0.5,1,1,1,1,1,2,0,0
472,0,0,0,0,0,0,0,0,0,1,1.7,0,0,0,20,2,0,0
473,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.41960788,0.45882356,0.5176471,0.5,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
476,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0,0,0,1,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
477,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.41960788,0.45882356,0.5176471,1,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
478,0.03529412,0.09019608,0.11764707,0.32156864,0.31764707,0.65882355,0.33333334,0.6039216,0.9333334,0.5,0.95,0.5686275,0.909804,0.9333334,0,2,0,0
479,0.12941177,0.18431373,0.20000002,0.45098042,0.54901963,0.61960787,1,1,1,0.5,1,1,1,1,1,2,0,0
480,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.41960788,0.45882356,0.5176471,1,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
481,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.078431375,0.09019608,0.1137255,1,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
482,0.07058824,0,0.29803923,0,0,0,0,0,0,0.5,1,0.07450981,0,1,0,1,0,0
484,0.27058825,0.10588236,0.10588236,0.5411765,0.21176472,0.20784315,0.7019608,0.4784314,0.4784314,0.5,0.9,0.9294118,0.3019608,0.3019608,20,2,0,0
486,0,0,0,0.62352943,0.62352943,0.62352943,0.7490196,0.7490196,0.7490196,0.5,1,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,2,0,0
488,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0
493,0,0,0,0.9725491,0.83921576,0.40000004,0.9294118,0.9294118,0.9294118,0.5,1,0.019607844,0,0,10,2,0,0
494,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0,0,0,1,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
495,0.12941177,0.18431373,0.20000002,0.27058825,0.6784314,0.78823537,0.5882353,0.93725497,1,0.5,1,0,0.8352942,1,0,2,0,0
496,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.41960788,0.45882356,0.5176471,1,0.7,0.18039216,0.21568629,0.24313727,0,2,0,0
497,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.41960788,0.45882356,0.5176471,1,0.7,0.18039216,0.21568629,0.24313727,0,3,0,0
498,0.078431375,0.09019608,0.1137255,0.20392159,0.3019608,0.41176474,0.078431375,0.09019608,0.1137255,1,0.7,0.18039216,0.21568629,0.24313727,0,3,0,0
499,0,0,0,0.09019608,0.8117648,0.52156866,1,1,1,0.5,0.9,1,1,1,20,2,0,0
500,0.12941177,0.4666667,0.56078434,0.34901962,0.69803923,0.9490197,1,1,1,0.4,1,0.6156863,0.9215687,1,1,2,0,0
503,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
504,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
509,0,0,0,0.13725491,0.5019608,0.4666667,1,1,1,0.5,0.9,1,1,1,20,2,0,0
519,0.6901961,0.24705884,0,0.36078432,0.10588236,0.019607844,1,0.7803922,0.61960787,0.35,0.8,1,0.7843138,0.61960787,20,2,0,0
524,0,0.003921569,0.454902,0,0.2784314,1,0,0.94117653,1,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
532,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
540,0,0,0.25882354,0,0.098039225,0.4666667,0.7843138,0.78823537,0.8980393,0,1,0.5529412,0.96470594,0.9568628,0,0,0,0
544,0.8117648,0.39607847,0.12941177,1,0.25490198,0,0,0.94117653,1,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
546,0.6431373,0.1254902,0.81568635,0.011764707,0,1,1,0.36078432,0.8000001,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
548,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
549,0.6431373,0.1254902,0.81568635,0.011764707,0,1,1,0.36078432,0.8000001,0.5,0.8,0.43921572,0.87843144,1,1,2,0,0
550,0.023529414,0.28235295,0,0,0.627451,0.24705884,0,1,0.015686275,0.8,1,0,0.27450982,0.043137256,1,2,0,0
556,0.7176471,0.627451,0.41176474,1,0.85098046,0,0,0,0,0.5,1,0,0,0,1,0,0,0
560,0.18431373,0,0.50980395,0.3529412,0.16470589,0.3921569,0.45098042,0,0.37254903,0.5,1,1,0.7058824,0.882353,0,0,0,0
562,0,0.08627451,0.21960786,0.19215688,0.7058824,0.87843144,0.15294118,0.5686275,0.76470596,0.8,0.9,0.058823533,0.2627451,0.34509805,20,2,0,0
563,0,0.08627451,0.21960786,0.19215688,0.7058824,0.87843144,0.15294118,0.5686275,0.76470596,0.8,0.9,0.058823533,0.2627451,0.34509805,20,2,0,0
564,0,0.08627451,0.21960786,0.7686275,0.07058824,0.13725491,1,1,1,0.5,0.9,1,1,1,20,2,0,0
565,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
569,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
570,1,0.9921569,0.6509804,1,0.7803922,0,1,0,0,0.5,1,1,1,1,19,1,0,0
574,0,0,0,0,0,0,0,0,0,0.5,1,0.454902,0.96470594,0.9921569,0,0,0,0
576,0,0.08627451,0.21960786,0.49803925,0.9176471,1,1,1,1,0.5,0.9,1,1,1,20,2,0,0
577,0,0.08627451,0.21960786,0.49803925,0.9176471,1,1,1,1,0.5,0.9,1,1,1,20,2,0,0
580,0,0,0,0.45098042,0.86666673,0.1764706,0.854902,0.909804,0.25882354,0.8,1,0,0,0,0,0,0,0
585,0,0,0,0.47450984,0.3529412,0,1,1,1,0.5,0.9,1,1,1,0,0,0,0
591,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
592,0.10588236,0.227451,0.27058825,0.3803922,0.5764706,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
594,0.30980393,0.6862745,0.93725497,0.23137257,0.5529412,0.74509805,0,0.20784315,0.31764707,0.1,1,0.5529412,1,0.93725497,1,0,0,0
595,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
600,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
605,0.70980394,0.027450982,0,1,0.48235297,0.3647059,1,1,1,0.5,1,1,1,1,1,2,0,0
606,0,0.5568628,0.19215688,0.3647059,1,0.48235297,1,1,1,0.5,1,1,1,1,1,2,0,0
607,0.70980394,0.5411765,0,1,0.85098046,0.3647059,1,1,1,0.5,1,1,1,1,1,2,0,0
608,0,0.08627451,0.21960786,0.19215688,0.7058824,0.87843144,0.15294118,0.5686275,0.76470596,0.8,0.9,0.058823533,0.2627451,0.34509805,20,2,0,0
610,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
611,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
613,1,0,0,1,0.52156866,0,0.9686275,1,0,0.25,1,1,0.54509807,0,6,2,0.5,0.5
614,0,0,0,0.16078432,0,0.7254902,0.6039216,0.3921569,1,1,0.5,0,0.5372549,1,0,1,0.1,0.1
616,1,0,0,1,0.52156866,0,0.9686275,1,0,0.25,1,1,0.54509807,0,6,2,0.5,0.5
618,0.10588236,0.16470589,0.27058825,0.3803922,0.7058824,0.48235297,1,1,1,0.5,1,1,1,1,1,2,0,0
622,0,0,0,0.16078432,0,0.7254902,0.6039216,0.3921569,1,1,0.5,0,0.5372549,1,0,1,0.1,0.1
623,0,0,0,0.16078432,0,0.7254902,0.6039216,0.3921569,1,1,0.5,0,0.5372549,1,0,1,0.5,0.5
624,0.32156864,0.16862746,0,0.6117647,0.3647059,0.12156864,0.36862746,0.2509804,0.13725491,1,1.5,1,0.6313726,0,0,1,0,0
625,1,0,0,1,0.52156866,0,0.9686275,1,0,0.25,1,1,0.54509807,0,6,2,0.5,0.5
626,1,0,0,1,0.52156866,0,0.9686275,1,0,0.25,1,1,0.54509807,0,6,2,0.5,0.5
627,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
628,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
630,0,0,0,0.14509805,0.9058824,0.09411766,1,1,1,0.5,0.9,0.1137255,1,0,1,0,0,0
632,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
635,0.22352943,0.11764707,0,0.5019608,0.30588236,0,0.7607844,0.44705886,0,1,1.5,1,0.82745105,0,0,1,0.1,0.1
636,0.22352943,0.11764707,0,0.5019608,0.30588236,0,0.7607844,0.44705886,0,1,1.5,1,0.82745105,0,0,1,0.1,0.1
641,0.1254902,0.17254902,0.81568635,0.3647059,0.38431376,1,0.60784316,0.6313726,1,0.5,0.8,0.7686275,0.78823537,1,1,2,0,0
642,0.10588236,0.16470589,0.27058825,0.44705886,0.1137255,0.49803925,1,1,1,0.5,1,1,1,1,1,2,0,0
643,0.3529412,0.03529412,0,1,0.46274513,0,0.9490197,0.90196085,0.2627451,0.5,0.4,1,0.8000001,0.43921572,1,1,0,0
646,0.3529412,0.03529412,0,1,0.46274513,0,0.9490197,0.90196085,0.2627451,0.5,0.4,1,0.8000001,0.43921572,1,1,0,0
651,0.36862746,0.12156864,0.12156864,1,0.4666667,0,1,0.8862746,0,0.5,0.4,1,0.77647066,0.24705884,1,1,0,0
652,0.1254902,0.81568635,0.5647059,0.45098042,1,0.8235295,0.5647059,1,0.8705883,0.5,0.8,0.7960785,1,0.98823535,1,2,0,0
653,1,0.36862746,0.78823537,0.98823535,0.454902,1,1,0.8235295,0.97647065,0.5,0.8,1,0.76470596,0.97647065,1,2,0,0
655,0,0,0,0.1764706,0.79215693,0.48235297,1,1,1,0.5,0.9,0.9843138,1,0.9921569,6,2,0,0
656,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
657,0.22352943,0.11764707,0,0.5019608,0.30588236,0,0.7607844,0.44705886,0,1,1.5,1,0.82745105,0,0,1,0.1,0.1
658,0.10588236,0.16470589,0.27058825,0.3372549,0.627451,0.68235296,1,1,1,0.5,1,1,1,1,1,2,0,0
659,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
660,0,0.49803925,0.32156864,0.34901962,1,0.50980395,0.8980393,1,0.79215693,0.5,0.4,0.18431373,1,0.9960785,1,0,0,0
661,0.2509804,0,0.67058825,0.7137255,0,0.89019614,0.8431373,0.5372549,0.8705883,0.4,0.4,1,0.46274513,0.9803922,1,0,0,0
662,0.32156864,0.16862746,0,0.6117647,0.3647059,0.12156864,0.36862746,0.2509804,0.13725491,1,3,1,0.62352943,0,0,1,0.1,0.1
663,0.3254902,0.18431373,0.08627451,0.7607844,0.5647059,0.17254902,0.95294124,0.8352942,0.3921569,0.5,0.8,0.8000001,0.63529414,0.2392157,20,0,0,0
664,0,0,0,0.1764706,0.79215693,0.48235297,1,1,1,0.5,0.9,0.9843138,1,0.9921569,6,2,0,0
665,1,0,0,1,0.52156866,0,0.9686275,1,0,0.25,1,1,0.54509807,0,6,3,0.5,0.5
666,0,0,0,0.2392157,0.78823537,0.24313727,0.9176471,1,0.9058824,0.5,0.9,1,1,1,1,2,0,0
667,0.32156864,0.16862746,0,0.45882356,0.28235295,0,0.7607844,0.44705886,0,1,1.5,1,0.6313726,0,0,1,0.1,0.1
668,0.73333335,0.5294118,0.015686275,0.48627454,0.33333334,0.023529414,0.8000001,0.6039216,0,0.25,1,1,0.86274517,0,1,0,0,0
671,0.32156864,0.16862746,0,0.45882356,0.28235295,0,0.7607844,0.44705886,0,1,1.5,1,0.6313726,0,0,1,0.1,0.1
672,0.32156864,0.16862746,0,0.45882356,0.28235295,0,0.7803922,0.45882356,0,1,3,1,0.62352943,0,0,1,0.1,0.1
673,1,0,0,1,0.31764707,0,1,0.45882356,0,0,1,1,0.3372549,0,0,3,0,0
674,0.32156864,0.16862746,0,0.45882356,0.28235295,0,0.7607844,0.44705886,0,1,1.5,1,0.6313726,0,0,1,0.1,0.1
676,0,0,0,0,1,0.9490197,0.16078432,1,0.9607844,1,0.5,0,0.007843138,0.73333335,0,3,1,0.4
678,0.3254902,0.18431373,0.08627451,0.7607844,0.5647059,0.17254902,0.95294124,0.8352942,0.3921569,0.5,0.8,0.8000001,0.63529414,0.2392157,20,0,0,0
680,0.3254902,0.18431373,0.08627451,0.7607844,0.5647059,0.17254902,0.95294124,0.8352942,0.3921569,0.5,0.8,0.8000001,0.63529414,0.2392157,20,0,0,0
682,0.3254902,0.18431373,0.08627451,0.7607844,0.5647059,0.17254902,0.95294124,0.8352942,0.3921569,0.5,0.8,0.8000001,0.63529414,0.2392157,20,0,0,0
685,0.3254902,0.18431373,0.08627451,0.7607844,0.5647059,0.17254902,0.95294124,0.8352942,0.3921569,0.5,0.8,0.8000001,0.63529414,0.2392157,20,0,0,0
689,0.32156864,0.16862746,0,0.6117647,0.3647059,0.12156864,0.36862746,0.2509804,0.13725491,1,1.5,1,0.6313726,0,10,1,0,0.1
690,0.32156864,0.16862746,0,0.6117647,0.3647059,0.12156864,0.36862746,0.2509804,0.13725491,1,1.5,1,0.6313726,0,0,1,0.5,0.5
691,0,0,0,0.06666667,0.13725491,0.15294118,0.9294118,0.08627451,0.078431375,0.5,0.9,1,1,1,1,2,0,0
696,1,0.59607846,0.13333334,0.7686275,0,0.21960786,0,0,0,0.5,1,0.52156866,0.10196079,0.3921569,0,1,0.3,0.3
700,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
702,0.9058824,1,0.9960785,0.61960787,0.7803922,0.8470589,0.2784314,0.56078434,0.7254902,0,0.5,1,1,1,0,1,0.5,0.5
703,1,1,1,0.57254905,0.29411766,1,0.15294118,0,0.36862746,0.5,1,0.57254905,0.29411766,1,19,1,0,0
704,0,0,0,0.1764706,0.79215693,0.48235297,1,1,1,0.5,0.9,0.9843138,1,0.9921569,6,2,0,0
705,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
706,0,0,0,0.1764706,0.79215693,0.48235297,1,1,1,0.5,0.9,0.9843138,1,0.9921569,6,2,0,0
707,0,0.48627454,0.13333334,0,0.8470589,0.4901961,0,0.9803922,1,0.5,0.5,0.5882353,0.25882354,0.8352942,20,3,0,0
708,0,0,0,0.1764706,0.79215693,0.48235297,1,1,1,0.5,0.9,0.9843138,1,0.9921569,6,2,0,0
709,1,0.06666667,0.6,0.8196079,0.909804,0.06666667,0,0.96470594,0.17254902,0,0,0.039215688,0.97647065,0.24705884,1,0,50,0
712,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
713,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,2,0,0
715,0.10588236,0.16470589,0.27058825,0.3803922,0.6509804,0.7058824,1,1,1,0.5,1,1,1,1,1,2,0,0
721,0.98823535,0.854902,0.43529415,1,0.7176471,0.25490198,1,0.87843144,0.53333336,0.25,0.2,0.9921569,0.93725497,0.8470589,20,1,8,0.5
722,0.3529412,0.03529412,0,1,0.46274513,0,0.9490197,0.90196085,0.2627451,0.5,0.4,1,0.8000001,0.43921572,19,1,0.5,0.5
725,1,0.59607846,0.13333334,0.7686275,0,0.21960786,0,0,0,0.5,1,0.52156866,0.10196079,0.3921569,0,1,0.3,0.3
726,0.3529412,0.03529412,0,1,0.46274513,0,0.9490197,0.90196085,0.2627451,0.5,0.4,1,0.8000001,0.43921572,1,1,0,0
730,0.015686275,0.011764707,0.18039216,1,0.43137258,0,1,1,1,0.5,0.9,1,1,1,20,2,0,0
732,0.10588236,0.16470589,0.27058825,1,0,0.8705883,1,1,1,0.5,1,1,1,1,1,2,0,0
733,0.21568629,0.21176472,0.5803922,0.14901961,0.78823537,0.8196079,0.10196079,1,0.4039216,0.5,1,0.12156864,0.9058824,0.6,1,2,0,0
734,0,0,0,1,0.7960785,0.7960785,0,0,0,0.5,1,1,1,1,1,2,0,0
736,0.9843138,0.6509804,0.1764706,0.9686275,0.82745105,0.6,1,0.7019608,0.227451,1,0.6,1,1,1,20,1,6.8,0
737,0.20784315,0.32156864,0.7019608,0,0.52156866,0.69411767,0.47450984,0.94117653,1,0.25,1.5,0.98823535,0.7254902,0.054901965,10,1,0,0
738,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
739,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
740,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
741,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
742,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
743,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
744,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
745,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
746,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
747,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
748,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
750,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
751,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
752,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,20,2,0,0
753,0,0.06666667,0.454902,0,1,0.07058824,0.43921572,1,0.7686275,0.5,0.3,0.43921572,0.9686275,1,1,2,0,0
755,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
756,0.3529412,0.03529412,0,1,0.46274513,0,0.9490197,0.90196085,0.2627451,0.5,0.4,1,0.8000001,0.43921572,1,1,0,0
757,0,0.21960786,0.03529412,0.07058824,0.7686275,0.18431373,1,1,1,0.5,0.9,1,1,1,1,0,0,0
762,0,0.08627451,0.21960786,0.07058824,0.654902,0.7686275,1,1,1,0.5,0.9,1,1,1,20,3,0,0
763,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
764,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
765,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
766,1,0.59607846,0.13333334,0.7686275,0,0.21960786,0,0,0,0.5,1,0.52156866,0.10196079,0.3921569,0,1,0.3,0.3
767,0,0.36078432,0.2392157,0.019607844,0.7568628,0.54901963,0,1,0.3921569,0.5,0.8,0.654902,1,0.43921572,1,2,0,0
768,0.9607844,0.9333334,0.90196085,1,0.46274513,0,0.9803922,0.42352945,0.19607845,0.01,0.4,0.9960785,0.6431373,0.015686275,1,1,0,0
769,0.043137256,0,0.28627452,0.43137258,0.43921572,0.6313726,1,1,1,0.5,1,1,1,1,1,2,0,0
770,0.015686275,0.011764707,0.18039216,0.3254902,0.49411768,0.7058824,1,1,1,0.5,0.9,1,1,1,20,2,0,0
