ID,JournalEncounterID,ItemID,FactionMask,Flags,DifficultyMask,DisplaySeasonID,WorldStateExpressionID
20439,860,103451,-1,0,-1,0,0
20440,860,102684,-1,0,-1,0,0
20441,860,103453,-1,0,-1,0,0
20442,860,102686,-1,0,-1,0,0
20443,860,102687,-1,0,-1,0,0
20444,860,103455,-1,0,-1,0,0
20445,860,102688,-1,0,-1,0,0
20446,860,103456,-1,0,-1,0,0
20447,860,103457,-1,0,-1,0,0
20448,860,103458,-1,0,-1,0,0
20449,860,103459,-1,0,-1,0,0
20450,860,102691,-1,0,-1,0,0
20451,860,102692,-1,0,-1,0,0
20452,860,103460,-1,0,-1,0,0
20453,860,103462,-1,0,-1,0,0
20454,860,102694,-1,0,-1,0,0
20455,860,102695,-1,0,-1,0,0
20456,860,102696,-1,0,-1,0,0
20457,860,103464,-1,0,-1,0,0
20458,860,102698,-1,0,-1,0,0
20459,860,103467,-1,0,-1,0,0
20460,860,102701,-1,0,-1,0,0
20461,860,103469,-1,0,-1,0,0
20462,860,102702,-1,0,-1,0,0
20463,860,102704,-1,0,-1,0,0
20464,860,103472,-1,0,-1,0,0
20465,860,102705,-1,0,-1,0,0
20466,860,103473,-1,0,-1,0,0
20467,860,103474,-1,0,-1,0,0
20468,860,102707,-1,0,-1,0,0
20469,860,103476,-1,0,-1,0,0
20470,860,102708,-1,0,-1,0,0
20471,860,102709,-1,0,-1,0,0
20472,860,103478,-1,0,-1,0,0
20473,860,102711,-1,0,-1,0,0
20474,860,103480,-1,0,-1,0,0
20475,860,103481,-1,0,-1,0,0
20476,860,103482,-1,0,-1,0,0
20477,860,103483,-1,0,-1,0,0
20478,860,102716,-1,0,-1,0,0
20479,860,103484,-1,0,-1,0,0
20480,860,103486,-1,0,-1,0,0
20481,860,102719,-1,0,-1,0,0
20482,860,103488,-1,0,-1,0,0
20483,860,102722,-1,0,-1,0,0
20484,860,103491,-1,0,-1,0,0
20485,860,102723,-1,0,-1,0,0
20486,860,102724,-1,0,-1,0,0
20487,860,102725,-1,0,-1,0,0
20488,860,103493,-1,0,-1,0,0
20489,860,103495,-1,0,-1,0,0
20490,860,102729,-1,0,-1,0,0
20491,860,103497,-1,0,-1,0,0
20492,860,102730,-1,0,-1,0,0
20493,860,103499,-1,0,-1,0,0
20494,860,102732,-1,0,-1,0,0
20495,860,102733,-1,0,-1,0,0
20496,860,102735,-1,0,-1,0,0
20497,860,102736,-1,0,-1,0,0
20498,860,102737,-1,0,-1,0,0
20499,860,102739,-1,0,-1,0,0
20500,860,102742,-1,0,-1,0,0
20501,860,103512,-1,0,-1,0,0
20502,860,103513,-1,0,-1,0,0
20503,860,102745,-1,0,-1,0,0
20504,860,102746,-1,0,-1,0,0
20505,860,103514,-1,0,-1,0,0
20506,860,103515,-1,0,-1,0,0
20507,860,102748,-1,0,-1,0,0
20508,860,103517,-1,0,-1,0,0
20509,860,102749,-1,0,-1,0,0
20510,860,103518,-1,0,-1,0,0
20511,860,102752,-1,0,-1,0,0
20512,860,103520,-1,0,-1,0,0
20513,860,102753,-1,0,-1,0,0
20514,860,103522,-1,0,-1,0,0
20515,860,102754,-1,0,-1,0,0
20516,860,102755,-1,0,-1,0,0
20517,860,102756,-1,0,-1,0,0
20518,860,102757,-1,0,-1,0,0
20519,860,102758,-1,0,-1,0,0
20520,860,103526,-1,0,-1,0,0
20521,860,102760,-1,0,-1,0,0
20522,860,103528,-1,0,-1,0,0
20523,860,102761,-1,0,-1,0,0
20524,860,102762,-1,0,-1,0,0
20525,860,102764,-1,0,-1,0,0
20526,860,102765,-1,0,-1,0,0
20527,860,102767,-1,0,-1,0,0
20528,860,102768,-1,0,-1,0,0
20529,860,102769,-1,0,-1,0,0
20530,860,102770,-1,0,-1,0,0
20531,860,102771,-1,0,-1,0,0
20532,860,102772,-1,0,-1,0,0
20533,860,102773,-1,0,-1,0,0
20534,860,102774,-1,0,-1,0,0
20535,860,102775,-1,0,-1,0,0
20536,860,102778,-1,0,-1,0,0
20537,860,102780,-1,0,-1,0,0
20538,860,102781,-1,0,-1,0,0
20539,860,103343,-1,0,-1,0,0
20540,860,103344,-1,0,-1,0,0
20541,860,103345,-1,0,-1,0,0
20542,860,103346,-1,0,-1,0,0
20543,860,103348,-1,0,-1,0,0
20544,860,103349,-1,0,-1,0,0
20545,860,103351,-1,0,-1,0,0
20546,860,103352,-1,0,-1,0,0
20547,860,103353,-1,0,-1,0,0
20548,860,103354,-1,0,-1,0,0
20549,860,103355,-1,0,-1,0,0
20550,860,103356,-1,0,-1,0,0
20551,860,103357,-1,0,-1,0,0
20552,860,103358,-1,0,-1,0,0
20553,860,103359,-1,0,-1,0,0
20554,860,103360,-1,0,-1,0,0
20555,860,103361,-1,0,-1,0,0
20556,860,103362,-1,0,-1,0,0
20557,860,103367,-1,0,-1,0,0
20558,860,103368,-1,0,-1,0,0
20559,860,103369,-1,0,-1,0,0
20560,860,103370,-1,0,-1,0,0
20561,860,103371,-1,0,-1,0,0
20562,860,103372,-1,0,-1,0,0
20563,860,103377,-1,0,-1,0,0
20564,860,103379,-1,0,-1,0,0
20565,860,103381,-1,0,-1,0,0
20566,860,102615,-1,0,-1,0,0
20567,860,103383,-1,0,-1,0,0
20568,860,102617,-1,0,-1,0,0
20569,860,102618,-1,0,-1,0,0
20570,860,103386,-1,0,-1,0,0
20571,860,103387,-1,0,-1,0,0
20572,860,102620,-1,0,-1,0,0
20573,860,103388,-1,0,-1,0,0
20574,860,103389,-1,0,-1,0,0
20575,860,102621,-1,0,-1,0,0
20576,860,102623,-1,0,-1,0,0
20577,860,103391,-1,0,-1,0,0
20578,860,102624,-1,0,-1,0,0
20579,860,102627,-1,0,-1,0,0
20580,860,103395,-1,0,-1,0,0
20581,860,103396,-1,0,-1,0,0
20582,860,103397,-1,0,-1,0,0
20583,860,102630,-1,0,-1,0,0
20584,860,103398,-1,0,-1,0,0
20585,860,102631,-1,0,-1,0,0
20586,860,103400,-1,0,-1,0,0
20587,860,102638,-1,0,-1,0,0
20588,860,102639,-1,0,-1,0,0
20589,860,102640,-1,0,-1,0,0
20590,860,102641,-1,0,-1,0,0
20591,860,102642,-1,0,-1,0,0
20592,860,103410,-1,0,-1,0,0
20593,860,103411,-1,0,-1,0,0
20594,860,103412,-1,0,-1,0,0
20595,860,102644,-1,0,-1,0,0
20596,860,103413,-1,0,-1,0,0
20597,860,102645,-1,0,-1,0,0
20598,860,102646,-1,0,-1,0,0
20599,860,103414,-1,0,-1,0,0
20600,860,103415,-1,0,-1,0,0
20601,860,102647,-1,0,-1,0,0
20602,860,102648,-1,0,-1,0,0
20603,860,102649,-1,0,-1,0,0
20604,860,103417,-1,0,-1,0,0
20605,860,102650,-1,0,-1,0,0
20606,860,103419,-1,0,-1,0,0
20607,860,102651,-1,0,-1,0,0
20608,860,103421,-1,0,-1,0,0
20609,860,102654,-1,0,-1,0,0
20610,860,103423,-1,0,-1,0,0
21005,901,6692,-1,0,-1,0,0
21006,901,6693,-1,0,-1,0,0
21007,901,6694,-1,0,-1,0,0
21008,900,6696,-1,0,-1,0,0
21009,900,6697,-1,0,-1,0,0
21010,900,6695,-1,0,-1,0,0
21011,899,6686,-1,0,-1,0,0
21012,899,6687,-1,0,-1,0,0
21013,896,6681,-1,0,-1,0,0
21191,852,112416,-1,0,-1,0,0
21192,852,112417,-1,0,-1,0,0
21193,852,112418,-1,0,-1,0,0
21194,852,112419,-1,0,-1,0,0
21195,852,112420,-1,0,-1,0,0
21196,852,112421,-1,0,-1,0,0
21197,852,112422,-1,0,-1,0,0
21198,852,112423,-1,0,-1,0,0
21199,852,112424,-1,0,-1,0,0
21200,852,110761,-1,0,-1,0,0
21201,852,112425,-1,0,-1,0,0
21202,852,112426,-1,0,-1,0,0
21203,852,112427,-1,0,-1,0,0
21204,852,112428,-1,0,-1,0,0
21205,852,112429,-1,0,-1,0,0
21206,852,112445,-1,0,-1,0,0
21207,852,112447,-1,0,-1,0,0
21208,852,110784,-1,0,-1,0,0
21209,852,112448,-1,0,-1,0,0
21210,852,110785,-1,0,-1,0,0
21211,852,112382,-1,0,-1,0,0
21212,852,112383,-1,0,-1,0,0
21213,849,112476,-1,0,-1,0,0
21214,849,112477,-1,0,-1,0,0
21215,849,112478,-1,0,-1,0,0
21216,849,112479,-1,0,-1,0,0
21217,849,112480,-1,0,-1,0,0
21218,849,112481,-1,0,-1,0,0
21219,849,112482,-1,0,-1,0,0
21220,849,112483,-1,0,-1,0,0
21221,849,112484,-1,0,-1,0,0
21222,849,112485,-1,0,-1,0,0
21223,849,112486,-1,0,-1,0,0
21224,849,112487,-1,0,-1,0,0
21225,849,112488,-1,0,-1,0,0
21226,849,112489,-1,0,-1,0,0
21227,849,112490,-1,0,-1,0,0
21228,849,112491,-1,0,-1,0,0
21229,849,112492,-1,0,-1,0,0
21230,849,112493,-1,0,-1,0,0
21231,849,112494,-1,0,-1,0,0
21232,849,112495,-1,0,-1,0,0
21233,849,112496,-1,0,-1,0,0
21234,866,112545,-1,0,-1,0,0
21235,866,112546,-1,0,-1,0,0
21236,866,112547,-1,0,-1,0,0
21237,866,112548,-1,0,-1,0,0
21238,866,112549,-1,0,-1,0,0
21239,866,112550,-1,0,-1,0,0
21240,866,112551,-1,0,-1,0,0
21241,866,112552,-1,0,-1,0,0
21242,866,112553,-1,0,-1,0,0
21243,866,112554,-1,0,-1,0,0
21244,866,112555,-1,0,-1,0,0
21245,866,112556,-1,0,-1,0,0
21246,866,112557,-1,0,-1,0,0
21247,866,112558,-1,0,-1,0,0
21248,866,112559,-1,0,-1,0,0
21249,866,112560,-1,0,-1,0,0
21250,866,112561,-1,0,-1,0,0
21251,866,112562,-1,0,-1,0,0
21252,866,112563,-1,0,-1,0,0
21253,866,112564,-1,0,-1,0,0
21254,866,112565,-1,0,-1,0,0
21255,866,112503,-1,0,-1,0,0
21256,867,112947,-1,0,-1,0,0
21257,867,112948,-1,0,-1,0,0
21258,867,112949,-1,0,-1,0,0
21259,867,112950,-1,0,-1,0,0
21260,867,112951,-1,0,-1,0,0
21261,867,112952,-1,0,-1,0,0
21262,867,112953,-1,0,-1,0,0
21263,867,112954,-1,0,-1,0,0
21264,867,112955,-1,0,-1,0,0
21265,867,112702,-1,0,-1,0,0
21266,868,112703,-1,0,-1,0,0
21267,868,112704,-1,0,-1,0,0
21268,868,112705,-1,0,-1,0,0
21269,868,112706,-1,0,-1,0,0
21270,868,112707,-1,0,-1,0,0
21271,868,112709,-1,0,-1,0,0
21272,868,112710,-1,0,-1,0,0
21273,868,112711,-1,0,-1,0,0
21274,868,112712,-1,0,-1,0,0
21275,868,112713,-1,0,-1,0,0
21276,868,112714,-1,0,-1,0,0
21277,868,112715,-1,0,-1,0,0
21278,868,112716,-1,0,-1,0,0
21279,868,112717,-1,0,-1,0,0
21280,868,112718,-1,0,-1,0,0
21281,868,112719,-1,0,-1,0,0
21282,868,112721,-1,0,-1,0,0
21283,868,112723,-1,0,-1,0,0
21284,868,112725,-1,0,-1,0,0
21285,868,112726,-1,0,-1,0,0
21286,868,112727,-1,0,-1,0,0
21287,868,112728,-1,0,-1,0,0
21288,881,112703,-1,0,-1,0,0
21289,881,112704,-1,0,-1,0,0
21290,881,112705,-1,0,-1,0,0
21291,881,112706,-1,0,-1,0,0
21292,881,112707,-1,0,-1,0,0
21293,881,112709,-1,0,-1,0,0
21294,881,112710,-1,0,-1,0,0
21295,881,112711,-1,0,-1,0,0
21296,881,112712,-1,0,-1,0,0
21297,881,112713,-1,0,-1,0,0
21298,881,112714,-1,0,-1,0,0
21299,881,112715,-1,0,-1,0,0
21300,881,112716,-1,0,-1,0,0
21301,881,112717,-1,0,-1,0,0
21302,881,112718,-1,0,-1,0,0
21303,881,112719,-1,0,-1,0,0
21304,881,112721,-1,0,-1,0,0
21305,881,112723,-1,0,-1,0,0
21306,881,112725,-1,0,-1,0,0
21307,881,112726,-1,0,-1,0,0
21308,881,112727,-1,0,-1,0,0
21309,881,112728,-1,0,-1,0,0
21310,864,112946,-1,0,-1,0,0
21311,864,112729,-1,0,-1,0,0
21312,864,112731,-1,0,-1,0,0
21313,864,112732,-1,0,-1,0,0
21314,864,112733,-1,0,-1,0,0
21315,864,112734,-1,0,-1,0,0
21316,864,112735,-1,0,-1,0,0
21317,864,112736,-1,0,-1,0,0
21318,864,112739,-1,0,-1,0,0
21319,864,112740,-1,0,-1,0,0
21320,864,112741,-1,0,-1,0,0
21321,864,112742,-1,0,-1,0,0
21322,864,112743,-1,0,-1,0,0
21323,864,112744,-1,0,-1,0,0
21324,864,112745,-1,0,-1,0,0
21325,864,112746,-1,0,-1,0,0
21326,864,112747,-1,0,-1,0,0
21327,864,112748,-1,0,-1,0,0
21328,864,112749,-1,0,-1,0,0
21329,864,112750,-1,0,-1,0,0
21330,864,112751,-1,0,-1,0,0
21331,864,112752,-1,0,-1,0,0
21332,856,112768,-1,0,-1,0,0
21333,856,112769,-1,0,-1,0,0
21334,856,112770,-1,0,-1,0,0
21335,856,112771,-1,0,-1,0,0
21336,856,112772,-1,0,-1,0,0
21337,856,112773,-1,0,-1,0,0
21338,856,112774,-1,0,-1,0,0
21339,856,112754,-1,0,-1,0,0
21340,856,112755,-1,0,-1,0,0
21341,856,112756,-1,0,-1,0,0
21342,856,112757,-1,0,-1,0,0
21343,856,112758,-1,0,-1,0,0
21344,856,112759,-1,0,-1,0,0
21345,856,112760,-1,0,-1,0,0
21346,856,112761,-1,0,-1,0,0
21347,856,112762,-1,0,-1,0,0
21348,856,112763,-1,0,-1,0,0
21349,856,112764,-1,0,-1,0,0
21350,856,112765,-1,0,-1,0,0
21351,856,112766,-1,0,-1,0,0
21352,856,112767,-1,0,-1,0,0
21353,850,112778,-1,0,-1,0,0
21354,850,112779,-1,0,-1,0,0
21355,850,112780,-1,0,-1,0,0
21356,850,112781,-1,0,-1,0,0
21357,850,112782,-1,0,-1,0,0
21358,850,112783,-1,0,-1,0,0
21359,850,112785,-1,0,-1,0,0
21360,850,112787,-1,0,-1,0,0
21361,850,112788,-1,0,-1,0,0
21362,850,112789,-1,0,-1,0,0
21363,850,112790,-1,0,-1,0,0
21364,846,112792,-1,0,-1,0,0
21365,846,112793,-1,0,-1,0,0
21366,846,112794,-1,0,-1,0,0
21367,846,112795,-1,0,-1,0,0
21368,846,112796,-1,0,-1,0,0
21369,846,112797,-1,0,-1,0,0
21370,846,112803,-1,0,-1,0,0
21371,846,112804,-1,0,-1,0,0
21372,846,112805,-1,0,-1,0,0
21373,846,112806,-1,0,-1,0,0
21374,846,112807,-1,0,-1,0,0
21375,846,112808,-1,0,-1,0,0
21376,846,112813,-1,0,-1,0,0
21377,846,112814,-1,0,-1,0,0
21378,846,112815,-1,0,-1,0,0
21379,846,112816,-1,0,-1,0,0
21380,846,112817,-1,0,-1,0,0
21381,846,112818,-1,0,-1,0,0
21382,846,112819,-1,0,-1,0,0
21383,846,112820,-1,0,-1,0,0
21384,846,112821,-1,0,-1,0,0
21385,846,112823,-1,0,-1,0,0
21386,870,112825,-1,0,-1,0,0
21387,870,112826,-1,0,-1,0,0
21388,870,112827,-1,0,-1,0,0
21389,870,112828,-1,0,-1,0,0
21390,870,112829,-1,0,-1,0,0
21391,870,112831,-1,0,-1,0,0
21392,870,112832,-1,0,-1,0,0
21393,870,112833,-1,0,-1,0,0
21394,870,112834,-1,0,-1,0,0
21395,870,112835,-1,0,-1,0,0
21396,870,112836,-1,0,-1,0,0
21397,870,112837,-1,0,-1,0,0
21398,870,112838,-1,0,-1,0,0
21399,870,112839,-1,0,-1,0,0
21400,870,112841,-1,0,-1,0,0
21401,870,112842,-1,0,-1,0,0
21402,870,112843,-1,0,-1,0,0
21403,870,112844,-1,0,-1,0,0
21404,870,112845,-1,0,-1,0,0
21405,870,112846,-1,0,-1,0,0
21406,870,112847,-1,0,-1,0,0
21407,851,112849,-1,0,-1,0,0
21408,851,112850,-1,0,-1,0,0
21409,851,112851,-1,0,-1,0,0
21410,851,112852,-1,0,-1,0,0
21411,851,112853,-1,0,-1,0,0
21412,851,112854,-1,0,-1,0,0
21413,851,112855,-1,0,-1,0,0
21414,851,112856,-1,0,-1,0,0
21415,851,112861,-1,0,-1,0,0
21416,851,112862,-1,0,-1,0,0
21417,851,112866,-1,0,-1,0,0
21418,865,112896,-1,0,-1,0,0
21419,865,112897,-1,0,-1,0,0
21420,865,112898,-1,0,-1,0,0
21421,865,112877,-1,0,-1,0,0
21422,865,112879,-1,0,-1,0,0
21423,865,112882,-1,0,-1,0,0
21424,865,112883,-1,0,-1,0,0
21425,865,112890,-1,0,-1,0,0
21426,865,112892,-1,0,-1,0,0
21427,865,112894,-1,0,-1,0,0
21428,865,112895,-1,0,-1,0,0
21429,853,112913,-1,0,-1,0,0
21430,853,112914,-1,0,-1,0,0
21431,853,112915,-1,0,-1,0,0
21432,853,112916,-1,0,-1,0,0
21433,853,112917,-1,0,-1,0,0
21434,853,112918,-1,0,-1,0,0
21435,853,112919,-1,0,-1,0,0
21436,853,112920,-1,0,-1,0,0
21437,853,112921,-1,0,-1,0,0
21438,853,112922,-1,0,-1,0,0
21439,853,112923,-1,0,-1,0,0
21440,869,105857,-1,2,0,0,0
21441,869,105858,-1,2,0,0,0
21442,869,105859,-1,2,0,0,0
21443,869,105860,-1,2,0,0,0
21444,869,105861,-1,2,0,0,0
21445,869,105862,-1,2,0,0,0
21446,869,105863,-1,2,0,0,0
21447,869,105864,-1,2,0,0,0
21448,869,105865,-1,2,0,0,0
21449,869,105866,-1,2,0,0,0
21450,869,105867,-1,2,0,0,0
21451,869,105868,-1,2,0,0,0
21452,869,112924,-1,0,-1,0,0
21453,869,112925,-1,0,-1,0,0
21454,869,112926,-1,0,-1,0,0
21455,869,112927,-1,0,-1,0,0
21456,869,112928,-1,0,-1,0,0
21457,869,112929,-1,0,-1,0,0
21458,869,112930,-1,0,-1,0,0
21459,869,112931,-1,0,-1,0,0
21460,869,112932,-1,0,-1,0,0
21461,869,112933,-1,0,-1,0,0
21462,869,112934,-1,0,-1,0,0
21463,869,112935,-1,2,0,0,0
21464,869,112936,-1,0,-1,0,0
21465,869,112937,-1,0,-1,0,0
21466,869,112938,-1,0,-1,0,0
21467,869,112939,-1,0,-1,0,0
21468,869,112940,-1,0,-1,0,0
21469,869,112941,-1,0,-1,0,0
21470,869,112942,-1,0,-1,0,0
21471,869,112943,-1,0,-1,0,0
21472,869,112944,-1,0,-1,0,0
21473,869,112945,-1,0,-1,0,0
21474,888,109939,-1,2,3,0,0
21523,819,93666,-1,2,15,0,0
21524,819,94574,-1,4,-1,0,0
21525,828,95059,-1,2,15,0,0
21526,828,94835,-1,4,-1,0,0
21527,824,94152,-1,4,-1,0,0
21528,820,97959,-1,6,16,0,0
21529,820,97960,-1,6,15,0,0
21579,1161,118114,-1,2,0,0,0
21580,1161,116229,-1,2,0,0,0
21581,1161,113862,-1,2,0,0,0
21582,1161,113863,-1,2,0,0,0
21583,1161,116039,-1,2,0,0,0
21584,1161,113864,-1,2,0,0,0
21585,1161,116009,-1,2,0,0,0
21586,1161,113865,-1,2,0,0,0
21587,1161,113866,-1,2,0,0,0
21588,1161,116299,-1,2,0,0,0
21589,1161,113867,-1,2,0,0,0
21590,1161,113868,-1,2,0,0,0
21591,1161,113869,-1,2,0,0,0
21592,1161,116045,-1,2,0,0,0
21593,1161,113870,-1,2,0,0,0
21594,1161,120078,-1,2,0,0,0
21595,1161,113871,-1,2,0,0,0
21596,1161,113872,-1,2,0,0,0
21597,1161,113873,-1,2,0,0,0
21598,1161,116018,-1,2,0,0,0
21599,1161,116242,-1,2,0,0,0
21600,1161,116307,-1,2,0,0,0
21601,1161,116216,-1,2,0,0,0
21602,1202,116033,-1,2,0,0,0
21603,1202,116257,-1,2,0,0,0
21604,1202,116007,-1,2,0,0,0
21605,1202,116046,-1,2,0,0,0
21606,1202,116240,-1,2,0,0,0
21607,1202,113874,-1,2,0,0,0
21608,1202,113875,-1,2,0,0,0
21609,1202,113876,-1,2,0,0,0
21610,1202,116308,-1,2,0,0,0
21611,1202,113877,-1,2,0,0,0
21612,1202,116021,-1,2,0,0,0
21613,1202,113878,-1,2,0,0,0
21614,1202,116310,-1,2,0,0,0
21615,1202,113879,-1,2,0,0,0
21616,1202,116215,-1,2,0,0,0
21617,1202,119448,-1,2,0,0,0
21618,1202,113880,-1,2,0,0,0
21619,1202,113881,-1,2,0,0,0
21620,1202,119194,-1,2,0,0,0
21621,1202,113882,-1,2,0,0,0
21622,1202,113883,-1,2,0,0,0
21623,1202,113884,-1,2,0,0,0
21624,1202,116380,-1,2,0,0,0
21625,1202,116381,-1,2,0,0,0
21702,1122,113952,-1,2,0,0,0
21703,1122,116038,-1,2,0,0,0
21704,1122,116262,-1,2,0,0,0
21705,1122,116302,-1,2,0,0,0
21706,1122,116016,-1,2,0,0,0
21707,1122,116048,-1,2,0,0,0
21708,1122,116306,-1,2,0,0,0
21709,1122,113939,-1,2,0,0,0
21710,1122,116019,-1,2,0,0,0
21711,1122,113940,-1,2,0,0,0
21712,1122,113941,-1,2,0,0,0
21713,1122,116213,-1,2,0,0,0
21714,1122,113942,-1,2,0,0,0
21715,1122,113943,-1,2,0,0,0
21716,1122,119192,-1,2,0,0,0
21717,1122,113944,-1,2,0,0,0
21718,1122,113945,-1,2,0,0,0
21719,1122,113946,-1,2,0,0,0
21720,1122,113947,-1,2,0,0,0
21721,1122,113948,-1,2,0,0,0
21722,1122,113949,-1,2,0,0,0
21723,1122,113950,-1,2,0,0,0
21724,1122,113951,-1,2,0,0,0
21725,1122,116223,-1,2,0,0,0
21726,1122,116255,-1,2,0,0,0
21727,1123,113920,-1,2,0,0,0
21728,1123,116384,-1,2,0,0,0
21729,1123,113921,-1,2,0,0,0
21730,1123,116385,-1,2,0,0,0
21731,1123,113922,-1,2,0,0,0
21732,1123,116226,-1,2,0,0,0
21733,1123,113923,-1,2,0,0,0
21734,1123,113924,-1,2,0,0,0
21735,1123,113925,-1,2,0,0,0
21736,1123,116264,-1,2,0,0,0
21737,1123,116040,-1,2,0,0,0
21738,1123,119305,-1,2,0,0,0
21739,1123,116011,-1,2,0,0,0
21740,1123,120077,-1,2,0,0,0
21741,1123,116047,-1,2,0,0,0
21742,1123,119315,-1,2,0,0,0
21743,1123,116245,-1,2,0,0,0
21744,1123,119318,-1,2,0,0,0
21745,1123,113913,-1,2,0,0,0
21746,1123,119193,-1,2,0,0,0
21747,1123,116313,-1,2,0,0,0
21748,1123,113914,-1,2,0,0,0
21749,1123,113915,-1,2,0,0,0
21750,1123,113916,-1,2,0,0,0
21751,1123,116316,-1,2,0,0,0
21752,1123,113917,-1,2,0,0,0
21753,1123,116253,-1,2,0,0,0
21754,1123,113918,-1,2,0,0,0
21755,1123,113919,-1,2,0,0,0
21756,1155,116256,-1,2,0,0,0
21757,1155,116034,-1,2,0,0,0
21758,1155,116227,-1,2,0,0,0
21759,1155,113897,-1,2,0,0,0
21760,1155,113898,-1,2,0,0,0
21761,1155,113899,-1,2,0,0,0
21762,1155,116012,-1,2,0,0,0
21763,1155,113900,-1,2,0,0,0
21764,1155,113901,-1,2,0,0,0
21765,1155,113902,-1,2,0,0,0
21766,1155,116238,-1,2,0,0,0
21767,1155,113903,-1,2,0,0,0
21768,1155,113904,-1,2,0,0,0
21769,1155,116305,-1,2,0,0,0
21770,1155,113905,-1,2,0,0,0
21771,1155,113906,-1,2,0,0,0
21772,1155,113907,-1,2,0,0,0
21773,1155,113908,-1,2,0,0,0
21774,1155,113910,-1,2,0,0,0
21775,1155,116311,-1,2,0,0,0
21776,1155,116217,-1,2,0,0,0
21777,1147,113953,-1,2,0,0,0
21778,1147,113954,-1,2,0,0,0
21779,1147,113955,-1,2,0,0,0
21780,1147,116388,-1,2,0,0,0
21781,1147,113956,-1,2,0,0,0
21782,1147,113957,-1,2,0,0,0
21783,1147,116389,-1,2,0,0,0
21784,1147,113958,-1,2,0,0,0
21785,1147,113959,-1,2,0,0,0
21786,1147,113960,-1,2,0,0,0
21787,1147,113961,-1,2,0,0,0
21788,1147,116265,-1,2,0,0,0
21789,1147,113962,-1,2,0,0,0
21790,1147,113963,-1,2,0,0,0
21791,1147,113964,-1,2,0,0,0
21792,1147,119309,-1,2,0,0,0
21793,1147,116013,-1,2,0,0,0
21794,1147,116301,-1,2,0,0,0
21795,1147,116014,-1,2,0,0,0
21796,1147,116239,-1,2,0,0,0
21797,1147,116304,-1,2,0,0,0
21798,1147,116049,-1,2,0,0,0
21799,1147,119314,-1,2,0,0,0
21800,1147,119322,-1,2,0,0,0
21801,1147,116252,-1,2,0,0,0
21802,1154,113888,-1,2,0,0,0
21803,1154,113889,-1,2,0,0,0
21804,1154,113890,-1,2,0,0,0
21805,1154,113891,-1,2,0,0,0
21806,1154,113892,-1,2,0,0,0
21807,1154,116004,-1,2,0,0,0
21808,1154,116228,-1,2,0,0,0
21809,1154,113893,-1,2,0,0,0
21810,1154,116037,-1,2,0,0,0
21811,1154,113894,-1,2,0,0,0
21812,1154,113895,-1,2,0,0,0
21813,1154,113896,-1,2,0,0,0
21814,1154,116041,-1,2,0,0,0
21815,1154,119307,-1,2,0,0,0
21816,1154,116015,-1,2,0,0,0
21817,1154,116303,-1,2,0,0,0
21818,1154,119313,-1,2,0,0,0
21819,1154,116241,-1,2,0,0,0
21820,1154,116214,-1,2,0,0,0
21821,1154,119320,-1,2,0,0,0
21822,1154,116315,-1,2,0,0,0
21823,1154,116379,-1,2,0,0,0
21824,1154,113885,-1,2,0,0,0
21825,1154,116382,-1,2,0,0,0
21826,1154,113886,-1,2,0,0,0
21827,1154,113887,-1,2,0,0,0
21828,1162,116386,-1,2,0,0,0
21829,1162,116035,-1,2,0,0,0
21830,1162,116387,-1,2,0,0,0
21831,1162,113926,-1,2,0,0,0
21832,1162,116006,-1,2,0,0,0
21833,1162,113927,-1,2,0,0,0
21834,1162,113928,-1,2,0,0,0
21835,1162,116008,-1,2,0,0,0
21836,1162,113929,-1,2,0,0,0
21837,1162,113930,-1,2,0,0,0
21838,1162,113931,-1,2,0,0,0
21839,1162,116300,-1,2,0,0,0
21840,1162,119308,-1,2,0,0,0
21841,1162,113932,-1,2,0,0,0
21842,1162,116044,-1,2,0,0,0
21843,1162,113933,-1,2,0,0,0
21844,1162,113934,-1,2,0,0,0
21845,1162,113935,-1,2,0,0,0
21846,1162,113936,-1,2,0,0,0
21847,1162,119312,-1,2,0,0,0
21848,1162,113937,-1,2,0,0,0
21849,1162,113938,-1,2,0,0,0
21850,1162,116243,-1,2,0,0,0
21851,1162,119321,-1,2,0,0,0
21852,1162,116218,-1,2,0,0,0
21853,1162,116222,-1,2,0,0,0
21854,1162,116254,-1,2,0,0,0
21855,1162,116318,-1,2,0,0,0
21856,1203,116225,-1,2,0,0,0
21857,1203,116390,-1,2,0,0,0
21858,1203,116263,-1,2,0,0,0
21859,1203,119306,-1,2,0,0,0
21860,1203,116010,-1,2,0,0,0
21861,1203,113965,-1,2,0,0,0
21862,1203,113966,-1,2,0,0,0
21863,1203,119311,-1,2,0,0,0
21864,1203,113967,-1,2,0,0,0
21865,1203,113968,-1,2,0,0,0
21866,1203,113969,-1,2,0,0,0
21867,1203,116017,-1,2,0,0,0
21868,1203,113970,-1,2,0,0,0
21869,1203,116050,-1,2,0,0,0
21870,1203,113971,-1,2,0,0,0
21871,1203,116051,-1,2,0,0,0
21872,1203,113972,-1,2,0,0,0
21873,1203,113973,-1,2,0,0,0
21874,1203,113974,-1,2,0,0,0
21875,1203,113975,-1,2,0,0,0
21876,1203,119319,-1,2,0,0,0
21877,1203,113976,-1,2,0,0,0
21878,1203,116312,-1,2,0,0,0
21879,1203,113977,-1,2,0,0,0
21880,1203,113978,-1,2,0,0,0
