ID,DamageReplaceStatF,DamageSecondaryF,DamageReplaceStat,DamageSecondary,EpicF[0],EpicF[1],EpicF[2],EpicF[3],EpicF[4],SuperiorF[0],SuperiorF[1],SuperiorF[2],SuperiorF[3],SuperiorF[4],GoodF[0],GoodF[1],GoodF[2],GoodF[3],GoodF[4],Epic[0],Epic[1],Epic[2],Epic[3],Epic[4],Superior[0],Superior[1],Superior[2],Superior[3],Superior[4],Good[0],Good[1],Good[2],Good[3],Good[4]
313,309.0014,520.1091,309,520,294.8394,221.12955,165.84717,147.4197,147.4197,294.8394,221.12955,165.84717,147.4197,147.4197,294.8394,221.12955,165.84717,147.4197,147.4197,294,221,165,147,147,294,221,165,147,147,294,221,165,147,147
314,312.1438,527.6769,312,527,297.5994,223.19954,167.39966,148.7997,148.7997,297.5994,223.19954,167.39966,148.7997,148.7997,297.5994,223.19954,167.39966,148.7997,148.7997,297,223,167,148,148,297,223,167,148,148,297,223,167,148,148
315,315.31793,535.3408,315,535,300.38522,225.28891,168.96669,150.19261,150.19261,300.38522,225.28891,168.96669,150.19261,150.19261,300.38522,225.28891,168.96669,150.19261,150.19261,300,225,168,150,150,300,225,168,150,150,300,225,168,150,150
316,318.52414,543.102,318,543,303.19714,227.39784,170.54839,151.59857,151.59857,303.19714,227.39784,170.54839,151.59857,151.59857,303.19714,227.39784,170.54839,151.59857,151.59857,303,227,170,151,151,303,227,170,151,151,303,227,170,151,151
317,321.76276,550.9615,321,550,306.03537,229.52652,172.1449,153.01768,153.01768,306.03537,229.52652,172.1449,153.01768,153.01768,306.03537,229.52652,172.1449,153.01768,153.01768,306,229,172,153,153,306,229,172,153,153,306,229,172,153,153
318,325.0341,558.9206,325,558,308.90015,231.67513,173.75633,154.45007,154.45007,308.90015,231.67513,173.75633,154.45007,154.45007,308.90015,231.67513,173.75633,154.45007,154.45007,308,231,173,154,154,308,231,173,154,154,308,231,173,154,154
319,328.33847,566.98047,328,566,311.79178,233.84383,175.38287,155.89589,155.89589,311.79178,233.84383,175.38287,155.89589,155.89589,311.79178,233.84383,175.38287,155.89589,155.89589,311,233,175,155,155,311,233,175,155,155,311,233,175,155,155
320,331.67624,575.1422,331,575,314.71045,236.03284,177.02463,157.35522,157.35522,314.71045,236.03284,177.02463,157.35522,157.35522,314.71045,236.03284,177.02463,157.35522,157.35522,314,236,177,157,157,314,236,177,157,157,314,236,177,157,157
321,335.0477,583.4071,335,583,317.65646,238.24236,178.68176,158.82823,158.82823,317.65646,238.24236,178.68176,158.82823,158.82823,317.65646,238.24236,178.68176,158.82823,158.82823,317,238,178,158,158,317,238,178,158,158,317,238,178,158,158
322,338.45325,591.7763,338,591,320.63004,240.47253,180.3544,160.31502,160.31502,320.63004,240.47253,180.3544,160.31502,160.31502,320.63004,240.47253,180.3544,160.31502,160.31502,320,240,180,160,160,320,240,180,160,160,320,240,180,160,160
323,341.8932,600.2511,341,600,323.63147,242.7236,182.0427,161.81573,161.81573,323.63147,242.7236,182.0427,161.81573,161.81573,323.63147,242.7236,182.0427,161.81573,161.81573,323,242,182,161,161,323,242,182,161,161,323,242,182,161,161
324,345.36786,608.8327,345,608,326.66098,244.99574,183.74681,163.33049,163.33049,326.66098,244.99574,183.74681,163.33049,163.33049,326.66098,244.99574,183.74681,163.33049,163.33049,326,244,183,163,163,326,244,183,163,163,326,244,183,163,163
325,348.87766,617.52234,348,617,329.71887,247.28914,185.46686,164.85944,164.85944,329.71887,247.28914,185.46686,164.85944,164.85944,329.71887,247.28914,185.46686,164.85944,164.85944,329,247,185,164,164,329,247,185,164,164,329,247,185,164,164
326,352.42288,626.32135,352,626,332.80536,249.60402,187.20302,166.40268,166.40268,332.80536,249.60402,187.20302,166.40268,166.40268,332.80536,249.60402,187.20302,166.40268,166.40268,332,249,187,166,166,332,249,187,166,166,332,249,187,166,166
327,356.0039,635.23096,356,635,335.92075,251.94057,188.95543,167.96037,167.96037,335.92075,251.94057,188.95543,167.96037,167.96037,335.92075,251.94057,188.95543,167.96037,167.96037,335,251,188,167,167,335,251,188,167,167,335,251,188,167,167
328,359.6211,644.2525,359,644,339.0653,254.29898,190.72424,169.53265,169.53265,339.0653,254.29898,190.72424,169.53265,169.53265,339.0653,254.29898,190.72424,169.53265,169.53265,339,254,190,169,169,339,254,190,169,169,339,254,190,169,169
329,363.27478,653.38727,363,653,342.2393,256.67947,192.50961,171.11964,171.11964,342.2393,256.67947,192.50961,171.11964,171.11964,342.2393,256.67947,192.50961,171.11964,171.11964,342,256,192,171,171,342,256,192,171,171,342,256,192,171,171
330,366.9654,662.6366,366,662,345.443,259.08224,194.31169,172.7215,172.7215,345.443,259.08224,194.31169,172.7215,172.7215,345.443,259.08224,194.31169,172.7215,172.7215,345,259,194,172,172,345,259,194,172,172,345,259,194,172,172
331,370.69327,672.00183,370,672,348.6767,261.50754,196.13065,174.33835,174.33835,348.6767,261.50754,196.13065,174.33835,174.33835,348.6767,261.50754,196.13065,174.33835,174.33835,348,261,196,174,174,348,261,196,174,174,348,261,196,174,174
332,374.45877,681.4844,374,681,351.94067,263.9555,197.96663,175.97034,175.97034,351.94067,263.9555,197.96663,175.97034,175.97034,351.94067,263.9555,197.96663,175.97034,175.97034,351,263,197,175,175,351,263,197,175,175,351,263,197,175,175
333,378.26227,691.0855,378,691,355.23517,266.4264,199.8198,177.61758,177.61758,355.23517,266.4264,199.8198,177.61758,177.61758,355.23517,266.4264,199.8198,177.61758,177.61758,355,266,199,177,177,355,266,199,177,177,355,266,199,177,177
334,382.1042,700.8067,382,700,358.56055,268.9204,201.6903,179.28027,179.28027,358.56055,268.9204,201.6903,179.28027,179.28027,358.56055,268.9204,201.6903,179.28027,179.28027,358,268,201,179,179,358,268,201,179,179,358,268,201,179,179
335,385.9849,710.64935,385,710,361.91702,271.43777,203.57832,180.95851,180.95851,361.91702,271.43777,203.57832,180.95851,180.95851,361.91702,271.43777,203.57832,180.95851,180.95851,361,271,203,180,180,361,271,203,180,180,361,271,203,180,180
336,389.90475,720.61487,389,720,365.30493,273.9787,205.48402,182.65247,182.65247,365.30493,273.9787,205.48402,182.65247,182.65247,365.30493,273.9787,205.48402,182.65247,182.65247,365,273,205,182,182,365,273,205,182,182,365,273,205,182,182
337,393.86417,730.70465,393,730,368.72455,276.54343,207.40756,184.36227,184.36227,368.72455,276.54343,207.40756,184.36227,184.36227,368.72455,276.54343,207.40756,184.36227,184.36227,368,276,207,184,184,368,276,207,184,184,368,276,207,184,184
338,397.86356,740.9202,397,740,372.17618,279.13214,209.3491,186.08809,186.08809,372.17618,279.13214,209.3491,186.08809,186.08809,372.17618,279.13214,209.3491,186.08809,186.08809,372,279,209,186,186,372,279,209,186,186,372,279,209,186,186
339,401.90332,751.26306,401,751,375.66013,281.7451,211.30882,187.83006,187.83006,375.66013,281.7451,211.30882,187.83006,187.83006,375.66013,281.7451,211.30882,187.83006,187.83006,375,281,211,187,187,375,281,211,187,187,375,281,211,187,187
340,405.98386,761.73456,405,761,379.1767,284.3825,213.28688,189.58835,189.58835,379.1767,284.3825,213.28688,189.58835,189.58835,379.1767,284.3825,213.28688,189.58835,189.58835,379,284,213,189,189,379,284,213,189,189,379,284,213,189,189
341,410.10553,772.33624,410,772,382.72617,287.04462,215.28346,191.36308,191.36308,382.72617,287.04462,215.28346,191.36308,191.36308,382.72617,287.04462,215.28346,191.36308,191.36308,382,287,215,191,191,382,287,215,191,191,382,287,215,191,191
342,414.26883,783.0697,414,783,386.30887,289.73166,217.29874,193.15443,193.15443,386.30887,289.73166,217.29874,193.15443,193.15443,386.30887,289.73166,217.29874,193.15443,193.15443,386,289,217,193,193,386,289,217,193,193,386,289,217,193,193
343,418.47412,793.9364,418,793,389.9251,292.44382,219.33287,194.96255,194.96255,389.9251,292.44382,219.33287,194.96255,194.96255,389.9251,292.44382,219.33287,194.96255,194.96255,389,292,219,194,194,389,292,219,194,194,389,292,219,194,194
344,422.72186,804.938,422,804,393.5752,295.1814,221.38605,196.7876,196.7876,393.5752,295.1814,221.38605,196.7876,196.7876,393.5752,295.1814,221.38605,196.7876,196.7876,393,295,221,196,196,393,295,221,196,196,393,295,221,196,196
345,427.01245,816.0759,427,816,397.25946,297.94458,223.45845,198.62973,198.62973,397.25946,297.94458,223.45845,198.62973,198.62973,397.25946,297.94458,223.45845,198.62973,198.62973,397,297,223,198,198,397,297,223,198,198,397,297,223,198,198
346,431.3463,827.35187,431,827,400.9782,300.73364,225.55025,200.4891,200.4891,400.9782,300.73364,225.55025,200.4891,200.4891,400.9782,300.73364,225.55025,200.4891,200.4891,400,300,225,200,200,400,300,225,200,200,400,300,225,200,200
347,435.7239,838.7674,435,838,404.73175,303.54883,227.66162,202.36588,202.36588,404.73175,303.54883,227.66162,202.36588,202.36588,404.73175,303.54883,227.66162,202.36588,202.36588,404,303,227,202,202,404,303,227,202,202,404,303,227,202,202
348,440.14566,850.32416,440,850,408.52045,306.39035,229.79276,204.26022,204.26022,408.52045,306.39035,229.79276,204.26022,204.26022,408.52045,306.39035,229.79276,204.26022,204.26022,408,306,229,204,204,408,306,229,204,204,408,306,229,204,204
349,444.612,862.0238,444,862,412.34464,309.25845,231.94385,206.17232,206.17232,412.34464,309.25845,231.94385,206.17232,206.17232,412.34464,309.25845,231.94385,206.17232,206.17232,412,309,231,206,206,412,309,231,206,206,412,309,231,206,206
350,449.1234,873.868,449,873,416.2046,312.15344,234.11508,208.1023,208.1023,416.2046,312.15344,234.11508,208.1023,208.1023,416.2046,312.15344,234.11508,208.1023,208.1023,416,312,234,208,208,416,312,234,208,208,416,312,234,208,208
351,453.68033,885.85834,453,885,420.10068,315.0755,236.30663,210.05034,210.05034,420.10068,315.0755,236.30663,210.05034,210.05034,420.10068,315.0755,236.30663,210.05034,210.05034,420,315,236,210,210,420,315,236,210,210,420,315,236,210,210
352,458.28317,897.9966,458,897,424.03323,318.02493,238.51869,212.01662,212.01662,424.03323,318.02493,238.51869,212.01662,212.01662,424.03323,318.02493,238.51869,212.01662,212.01662,424,318,238,212,212,424,318,238,212,212,424,318,238,212,212
353,462.93246,910.2845,462,910,428.00262,321.00195,240.75148,214.00131,214.00131,428.00262,321.00195,240.75148,214.00131,214.00131,428.00262,321.00195,240.75148,214.00131,214.00131,428,321,240,214,214,428,321,240,214,214,428,321,240,214,214
354,467.62863,922.72375,467,922,432.00916,324.00687,243.00514,216.00458,216.00458,432.00916,324.00687,243.00514,216.00458,216.00458,432.00916,324.00687,243.00514,216.00458,216.00458,432,324,243,216,216,432,324,243,216,216,432,324,243,216,216
355,472.37216,935.31616,472,935,436.0532,327.0399,245.27992,218.0266,218.0266,436.0532,327.0399,245.27992,218.0266,218.0266,436.0532,327.0399,245.27992,218.0266,218.0266,436,327,245,218,218,436,327,245,218,218,436,327,245,218,218
356,477.1635,948.0634,477,948,440.1351,330.10132,247.57599,220.06755,220.06755,440.1351,330.10132,247.57599,220.06755,220.06755,440.1351,330.10132,247.57599,220.06755,220.06755,440,330,247,220,220,440,330,247,220,220,440,330,247,220,220
357,482.00317,960.9674,482,960,444.2552,333.1914,249.89355,222.1276,222.1276,444.2552,333.1914,249.89355,222.1276,222.1276,444.2552,333.1914,249.89355,222.1276,222.1276,444,333,249,222,222,444,333,249,222,222,444,333,249,222,222
358,486.89163,974.0299,486,974,448.41388,336.3104,252.2328,224.20694,224.20694,448.41388,336.3104,252.2328,224.20694,224.20694,448.41388,336.3104,252.2328,224.20694,224.20694,448,336,252,224,224,448,336,252,224,224,448,336,252,224,224
359,491.82938,987.25275,491,987,452.61148,339.45862,254.59395,226.30574,226.30574,452.61148,339.45862,254.59395,226.30574,226.30574,452.61148,339.45862,254.59395,226.30574,226.30574,452,339,254,226,226,452,339,254,226,226,452,339,254,226,226
360,496.8169,1000.6378,496,1000,456.8484,342.6363,256.9772,228.4242,228.4242,456.8484,342.6363,256.9772,228.4242,228.4242,456.8484,342.6363,256.9772,228.4242,228.4242,456,342,256,228,228,456,342,256,228,228,456,342,256,228,228
361,501.8547,1014.1869,501,1014,461.12494,345.8437,259.38278,230.56247,230.56247,461.12494,345.8437,259.38278,230.56247,230.56247,461.12494,345.8437,259.38278,230.56247,230.56247,461,345,259,230,230,461,345,259,230,230,461,345,259,230,230
362,506.94327,1027.902,506,1027,465.44153,349.08115,261.81085,232.72076,232.72076,465.44153,349.08115,261.81085,232.72076,232.72076,465.44153,349.08115,261.81085,232.72076,232.72076,465,349,261,232,232,465,349,261,232,232,465,349,261,232,232
363,512.0831,1041.785,512,1041,469.79852,352.3489,264.26166,234.89926,234.89926,469.79852,352.3489,264.26166,234.89926,234.89926,469.79852,352.3489,264.26166,234.89926,234.89926,469,352,264,234,234,469,352,264,234,234,469,352,264,234,234
364,517.27484,1055.8379,517,1055,474.19632,355.64725,266.7354,237.09816,237.09816,474.19632,355.64725,266.7354,237.09816,237.09816,474.19632,355.64725,266.7354,237.09816,237.09816,474,355,266,237,237,474,355,266,237,237,474,355,266,237,237
365,522.51886,1070.0625,522,1070,478.63528,358.97644,269.23233,239.31764,239.31764,478.63528,358.97644,269.23233,239.31764,239.31764,478.63528,358.97644,269.23233,239.31764,239.31764,478,358,269,239,239,478,358,269,239,239,478,358,269,239,239
366,527.8157,1084.4609,527,1084,483.11578,362.33682,271.75262,241.55789,241.55789,483.11578,362.33682,271.75262,241.55789,241.55789,483.11578,362.33682,271.75262,241.55789,241.55789,483,362,271,241,241,483,362,271,241,241,483,362,271,241,241
367,533.16595,1099.0353,533,1099,487.6382,365.72867,274.2965,243.8191,243.8191,487.6382,365.72867,274.2965,243.8191,243.8191,487.6382,365.72867,274.2965,243.8191,243.8191,487,365,274,243,243,487,365,274,243,243,487,365,274,243,243
368,538.57007,1113.7874,538,1113,492.203,369.15225,276.8642,246.1015,246.1015,492.203,369.15225,276.8642,246.1015,246.1015,492.203,369.15225,276.8642,246.1015,246.1015,492,369,276,246,246,492,369,276,246,246,492,369,276,246,246
369,544.0287,1128.7192,544,1128,496.81052,372.60788,279.45593,248.40526,248.40526,496.81052,372.60788,279.45593,248.40526,248.40526,496.81052,372.60788,279.45593,248.40526,248.40526,496,372,279,248,248,496,372,279,248,248,496,372,279,248,248
370,549.5423,1143.8333,549,1143,501.46118,376.0959,282.0719,250.73059,250.73059,501.46118,376.0959,282.0719,250.73059,250.73059,501.46118,376.0959,282.0719,250.73059,250.73059,501,376,282,250,250,501,376,282,250,250,501,376,282,250,250
371,555.11145,1159.1312,555,1159,506.15536,379.61652,284.71237,253.07768,253.07768,506.15536,379.61652,284.71237,253.07768,253.07768,506.15536,379.61652,284.71237,253.07768,253.07768,506,379,284,253,253,506,379,284,253,253,506,379,284,253,253
372,560.73676,1174.6154,560,1174,510.89346,383.1701,287.3776,255.44673,255.44673,510.89346,383.1701,287.3776,255.44673,255.44673,510.89346,383.1701,287.3776,255.44673,255.44673,510,383,287,255,255,510,383,287,255,255,510,383,287,255,255
373,566.4187,1190.2878,566,1190,515.67596,386.75696,290.06772,257.83798,257.83798,515.67596,386.75696,290.06772,257.83798,257.83798,515.67596,386.75696,290.06772,257.83798,257.83798,515,386,290,257,257,515,386,290,257,257,515,386,290,257,257
374,572.1579,1206.1508,572,1206,520.5032,390.3774,292.78305,260.2516,260.2516,520.5032,390.3774,292.78305,260.2516,260.2516,520.5032,390.3774,292.78305,260.2516,260.2516,520,390,292,260,260,520,390,292,260,260,520,390,292,260,260
375,577.9549,1222.2064,577,1222,525.3756,394.03174,295.5238,262.6878,262.6878,525.3756,394.03174,295.5238,262.6878,262.6878,525.3756,394.03174,295.5238,262.6878,262.6878,525,394,295,262,262,525,394,295,262,262,525,394,295,262,262
376,583.8103,1238.457,583,1238,530.2937,397.72025,298.2902,265.14685,265.14685,530.2937,397.72025,298.2902,265.14685,265.14685,530.2937,397.72025,298.2902,265.14685,265.14685,530,397,298,265,265,530,397,298,265,265,530,397,298,265,265
377,589.7247,1254.9047,589,1254,535.25775,401.44333,301.0825,267.62888,267.62888,535.25775,401.44333,301.0825,267.62888,267.62888,535.25775,401.44333,301.0825,267.62888,267.62888,535,401,301,267,267,535,401,301,267,267,535,401,301,267,267
378,595.6986,1271.5518,595,1271,540.2683,405.20123,303.9009,270.13416,270.13416,540.2683,405.20123,303.9009,270.13416,270.13416,540.2683,405.20123,303.9009,270.13416,270.13416,540,405,303,270,270,540,405,303,270,270,540,405,303,270,270
379,601.7327,1288.4006,601,1288,545.32574,408.99432,306.74573,272.66287,272.66287,545.32574,408.99432,306.74573,272.66287,272.66287,545.32574,408.99432,306.74573,272.66287,272.66287,545,408,306,272,272,545,408,306,272,272,545,408,306,272,272
380,607.82764,1305.4534,607,1305,550.43054,412.8229,309.6172,275.21527,275.21527,550.43054,412.8229,309.6172,275.21527,275.21527,550.43054,412.8229,309.6172,275.21527,275.21527,550,412,309,275,275,550,412,309,275,275,550,412,309,275,275
381,613.9839,1322.7126,613,1322,555.5831,416.68735,312.51553,277.79156,277.79156,555.5831,416.68735,312.51553,277.79156,277.79156,555.5831,416.68735,312.51553,277.79156,277.79156,555,416,312,277,277,555,416,312,277,277,555,416,312,277,277
382,620.20215,1340.1805,620,1340,560.78394,420.58798,315.44098,280.39197,280.39197,560.78394,420.58798,315.44098,280.39197,280.39197,560.78394,420.58798,315.44098,280.39197,280.39197,560,420,315,280,280,560,420,315,280,280,560,420,315,280,280
383,626.48303,1357.8596,626,1357,566.03345,424.5251,318.39383,283.01672,283.01672,566.03345,424.5251,318.39383,283.01672,283.01672,566.03345,424.5251,318.39383,283.01672,283.01672,566,424,318,283,283,566,424,318,283,283,566,424,318,283,283
384,632.82715,1375.7522,632,1375,571.3321,428.49908,321.3743,285.66605,285.66605,571.3321,428.49908,321.3743,285.66605,285.66605,571.3321,428.49908,321.3743,285.66605,285.66605,571,428,321,285,285,571,428,321,285,285,571,428,321,285,285
385,639.23517,1393.8607,639,1393,576.68036,432.51025,324.3827,288.34018,288.34018,576.68036,432.51025,324.3827,288.34018,288.34018,576.68036,432.51025,324.3827,288.34018,288.34018,576,432,324,288,288,576,432,324,288,288,576,432,324,288,288
386,645.70764,1412.1879,645,1412,582.0787,436.559,327.41925,291.03934,291.03934,582.0787,436.559,327.41925,291.03934,291.03934,582.0787,436.559,327.41925,291.03934,291.03934,582,436,327,291,291,582,436,327,291,291,582,436,327,291,291
387,652.24536,1430.7358,652,1430,587.5275,440.64563,330.48422,293.76376,293.76376,587.5275,440.64563,330.48422,293.76376,293.76376,587.5275,440.64563,330.48422,293.76376,293.76376,587,440,330,293,293,587,440,330,293,293,587,440,330,293,293
388,658.8488,1449.5074,658,1449,593.02734,444.7705,333.57788,296.51367,296.51367,593.02734,444.7705,333.57788,296.51367,296.51367,593.02734,444.7705,333.57788,296.51367,296.51367,593,444,333,296,296,593,444,333,296,296,593,444,333,296,296
389,665.5188,1468.5051,665,1468,598.5787,448.93402,336.7005,299.28934,299.28934,598.5787,448.93402,336.7005,299.28934,299.28934,598.5787,448.93402,336.7005,299.28934,299.28934,598,448,336,299,299,598,448,336,299,299,598,448,336,299,299
390,672.2559,1487.7313,672,1487,604.18195,453.13647,339.85236,302.09097,302.09097,604.18195,453.13647,339.85236,302.09097,302.09097,604.18195,453.13647,339.85236,302.09097,302.09097,604,453,339,302,302,604,453,339,302,302,604,453,339,302,302
391,679.06085,1507.189,679,1507,609.8377,457.3783,343.03372,304.91885,304.91885,609.8377,457.3783,343.03372,304.91885,304.91885,609.8377,457.3783,343.03372,304.91885,304.91885,609,457,343,304,304,609,457,343,304,304,609,457,343,304,304
392,685.93427,1526.8804,685,1526,615.54645,461.65982,346.24487,307.77322,307.77322,615.54645,461.65982,346.24487,307.77322,307.77322,615.54645,461.65982,346.24487,307.77322,307.77322,615,461,346,307,307,615,461,346,307,307,615,461,346,307,307
393,692.87683,1546.8085,692,1546,621.30853,465.9814,349.48605,310.65427,310.65427,621.30853,465.9814,349.48605,310.65427,310.65427,621.30853,465.9814,349.48605,310.65427,310.65427,621,465,349,310,310,621,465,349,310,310,621,465,349,310,310
394,699.88934,1566.9758,699,1566,627.12463,470.34348,352.7576,313.56232,313.56232,627.12463,470.34348,352.7576,313.56232,313.56232,627.12463,470.34348,352.7576,313.56232,313.56232,627,470,352,313,313,627,470,352,313,313,627,470,352,313,313
395,706.97235,1587.3851,706,1587,632.9951,474.74637,356.05975,316.49756,316.49756,632.9951,474.74637,356.05975,316.49756,316.49756,632.9951,474.74637,356.05975,316.49756,316.49756,632,474,356,316,316,632,474,356,316,316,632,474,356,316,316
396,714.1267,1608.0393,714,1608,638.9206,479.19046,359.39285,319.4603,319.4603,638.9206,479.19046,359.39285,319.4603,319.4603,638.9206,479.19046,359.39285,319.4603,319.4603,638,479,359,319,319,638,479,359,319,319,638,479,359,319,319
397,721.353,1628.9412,721,1628,644.90155,483.67618,362.7571,322.45078,322.45078,644.90155,483.67618,362.7571,322.45078,322.45078,644.90155,483.67618,362.7571,322.45078,322.45078,644,483,362,322,322,644,483,362,322,322,644,483,362,322,322
398,728.65204,1650.0933,728,1650,650.9385,488.20386,366.1529,325.46924,325.46924,650.9385,488.20386,366.1529,325.46924,325.46924,650.9385,488.20386,366.1529,325.46924,325.46924,650,488,366,325,325,650,488,366,325,325,650,488,366,325,325
399,736.0245,1671.4988,736,1671,657.0319,492.77393,369.58044,328.51596,328.51596,657.0319,492.77393,369.58044,328.51596,328.51596,657.0319,492.77393,369.58044,328.51596,328.51596,657,492,369,328,328,657,492,369,328,328,657,492,369,328,328
400,743.4711,1693.1604,743,1693,663.1824,497.3868,373.0401,331.5912,331.5912,663.1824,497.3868,373.0401,331.5912,331.5912,663.1824,497.3868,373.0401,331.5912,331.5912,663,497,373,331,331,663,497,373,331,331,663,497,373,331,331
401,750.9927,1715.081,750,1715,669.39044,502.04285,376.53214,334.69522,334.69522,669.39044,502.04285,376.53214,334.69522,334.69522,669.39044,502.04285,376.53214,334.69522,334.69522,669,502,376,334,334,669,502,376,334,334,669,502,376,334,334
402,758.58997,1737.2638,758,1737,675.6566,506.74246,380.05685,337.8283,337.8283,675.6566,506.74246,380.05685,337.8283,337.8283,675.6566,506.74246,380.05685,337.8283,337.8283,675,506,380,337,337,675,506,380,337,337,675,506,380,337,337
403,766.2636,1759.7115,766,1759,681.98145,511.48608,383.61456,340.99072,340.99072,681.98145,511.48608,383.61456,340.99072,340.99072,681.98145,511.48608,383.61456,340.99072,340.99072,681,511,383,340,340,681,511,383,340,340,681,511,383,340,340
404,774.01447,1782.4272,774,1782,688.3655,516.2741,387.2056,344.18274,344.18274,688.3655,516.2741,387.2056,344.18274,344.18274,688.3655,516.2741,387.2056,344.18274,344.18274,688,516,387,344,344,688,516,387,344,344,688,516,387,344,344
405,781.84326,1805.4141,781,1805,694.80927,521.10693,390.83023,347.40463,347.40463,694.80927,521.10693,390.83023,347.40463,347.40463,694.80927,521.10693,390.83023,347.40463,347.40463,694,521,390,347,347,694,521,390,347,347,694,521,390,347,347
406,789.75085,1828.6752,789,1828,701.3134,525.98505,394.48877,350.6567,350.6567,701.3134,525.98505,394.48877,350.6567,350.6567,701.3134,525.98505,394.48877,350.6567,350.6567,701,525,394,350,350,701,525,394,350,350,701,525,394,350,350
407,797.7379,1852.2134,797,1852,707.87836,530.9088,398.18158,353.93918,353.93918,707.87836,530.9088,398.18158,353.93918,353.93918,707.87836,530.9088,398.18158,353.93918,353.93918,707,530,398,353,353,707,530,398,353,353,707,530,398,353,353
408,805.80536,1876.0322,805,1876,714.5048,535.8786,401.90897,357.2524,357.2524,714.5048,535.8786,401.90897,357.2524,357.2524,714.5048,535.8786,401.90897,357.2524,357.2524,714,535,401,357,357,714,535,401,357,357,714,535,401,357,357
409,813.9539,1900.1345,813,1900,721.1933,540.895,405.67123,360.59665,360.59665,721.1933,540.895,405.67123,360.59665,360.59665,721.1933,540.895,405.67123,360.59665,360.59665,721,540,405,360,360,721,540,405,360,360,721,540,405,360,360
410,822.18445,1924.5238,822,1924,727.9444,545.9583,409.46872,363.9722,363.9722,727.9444,545.9583,409.46872,363.9722,363.9722,727.9444,545.9583,409.46872,363.9722,363.9722,727,545,409,363,363,727,545,409,363,363,727,545,409,363,363
411,830.4977,1949.2031,830,1949,734.7587,551.06903,413.30176,367.37936,367.37936,734.7587,551.06903,413.30176,367.37936,367.37936,734.7587,551.06903,413.30176,367.37936,367.37936,734,551,413,367,367,734,551,413,367,367,734,551,413,367,367
412,838.89453,1974.1758,838,1974,741.6368,556.2276,417.1707,370.8184,370.8184,741.6368,556.2276,417.1707,370.8184,370.8184,741.6368,556.2276,417.1707,370.8184,370.8184,741,556,417,370,370,741,556,417,370,370,741,556,417,370,370
413,847.37585,1999.4453,847,1999,748.5792,561.43445,421.07584,374.2896,374.2896,748.5792,561.43445,421.07584,374.2896,374.2896,748.5792,561.43445,421.07584,374.2896,374.2896,748,561,421,374,374,748,561,421,374,374,748,561,421,374,374
414,855.94244,2025.0149,855,2025,755.58673,566.69,425.01752,377.79337,377.79337,755.58673,566.69,425.01752,377.79337,377.79337,755.58673,566.69,425.01752,377.79337,377.79337,755,566,425,377,377,755,566,425,377,377,755,566,425,377,377
415,864.59515,2050.888,864,2050,762.6598,571.9948,428.99612,381.3299,381.3299,762.6598,571.9948,428.99612,381.3299,381.3299,762.6598,571.9948,428.99612,381.3299,381.3299,762,571,428,381,381,762,571,428,381,381,762,571,428,381,381
416,873.33484,2077.0679,873,2077,769.799,577.34924,433.01196,384.8995,384.8995,769.799,577.34924,433.01196,384.8995,384.8995,769.799,577.34924,433.01196,384.8995,384.8995,769,577,433,384,384,769,577,433,384,384,769,577,433,384,384
417,877.41296,2082.882,877,2082,777.0051,582.75385,437.06537,388.50256,388.50256,777.0051,582.75385,437.06537,388.50256,388.50256,777.0051,582.75385,437.06537,388.50256,388.50256,777,582,437,388,388,777,582,437,388,388,777,582,437,388,388
418,881.51013,2088.7124,881,2088,784.2787,588.209,441.15674,392.13934,392.13934,784.2787,588.209,441.15674,392.13934,392.13934,784.2787,588.209,441.15674,392.13934,392.13934,784,588,441,392,392,784,588,441,392,392,784,588,441,392,392
419,885.6264,2094.5588,885,2094,791.6203,593.7152,445.2864,395.81015,395.81015,791.6203,593.7152,445.2864,395.81015,395.81015,791.6203,593.7152,445.2864,395.81015,395.81015,791,593,445,395,395,791,593,445,395,395,791,593,445,395,395
420,889.76196,2100.4219,889,2100,799.03064,599.273,449.45474,399.51532,399.51532,799.03064,599.273,449.45474,399.51532,399.51532,799.03064,599.273,449.45474,399.51532,399.51532,799,599,449,399,399,799,599,449,399,399,799,599,449,399,399
421,893.91675,2106.3013,893,2106,806.5104,604.8828,453.6621,403.2552,403.2552,806.5104,604.8828,453.6621,403.2552,403.2552,806.5104,604.8828,453.6621,403.2552,403.2552,806,604,453,403,403,806,604,453,403,403,806,604,453,403,403
422,898.091,2112.1973,898,2112,814.0601,610.5451,457.90884,407.03006,407.03006,814.0601,610.5451,457.90884,407.03006,407.03006,814.0601,610.5451,457.90884,407.03006,407.03006,814,610,457,407,407,814,610,457,407,407,814,610,457,407,407
423,902.2847,2118.1096,902,2118,821.68054,616.26044,462.1953,410.84027,410.84027,821.68054,616.26044,462.1953,410.84027,410.84027,821.68054,616.26044,462.1953,410.84027,410.84027,821,616,462,410,410,821,616,462,410,410,821,616,462,410,410
424,906.49805,2124.0383,906,2124,829.3723,622.02924,466.52194,414.68616,414.68616,829.3723,622.02924,466.52194,414.68616,414.68616,829.3723,622.02924,466.52194,414.68616,414.68616,829,622,466,414,414,829,622,466,414,414,829,622,466,414,414
