ID,ChrSpecID,SpellID,TraitSubTreeID,Threshold,ItemSetID
6805,0,467207,0,2,1803
6806,0,467208,0,4,1803
6807,0,467211,0,6,1803
6808,0,467216,0,2,1804
6809,0,467221,0,4,1804
6810,0,467227,0,6,1804
6811,0,467235,0,2,1805
6812,0,467312,0,4,1805
6813,0,467326,0,6,1805
6814,0,467329,0,2,1806
6815,0,467333,0,4,1806
6816,0,467334,0,6,1806
6817,0,467387,0,2,1807
6818,0,467388,0,4,1807
6819,0,467399,0,6,1807
6820,0,467401,0,2,1808
6821,0,467405,0,4,1808
6822,0,467494,0,6,1808
6823,0,467506,0,2,1809
6824,0,467507,0,4,1809
6825,0,467513,0,6,1809
6826,0,467518,0,2,1810
6827,0,467526,0,4,1810
6828,0,467529,0,6,1810
6829,0,467531,0,2,1811
6830,0,467532,0,4,1811
6831,0,467536,0,6,1811
6832,0,467539,0,2,1812
6833,0,467544,0,4,1812
6834,0,467586,0,6,1812
6835,0,467604,0,2,1813
6836,0,467608,0,4,1813
6837,0,467624,0,6,1813
6838,0,467708,0,2,1814
6839,0,467737,0,4,1814
6840,0,467739,0,6,1814
6841,0,467746,0,2,1815
6842,0,467797,0,4,1815
6843,0,467803,0,6,1815
6844,0,467804,0,2,1816
6845,0,467809,0,4,1816
6846,0,467814,0,6,1816
6847,0,467818,0,2,1817
6848,0,467823,0,4,1817
6849,0,467863,0,6,1817
6850,0,467877,0,2,1818
6851,0,467879,0,4,1818
6852,0,467882,0,6,1818
6853,0,467889,0,2,1819
6854,0,467909,0,4,1819
6855,0,467916,0,6,1819
6856,0,467917,0,2,1820
6857,0,467983,0,4,1820
6858,0,467988,0,6,1820
6859,0,468028,0,2,1821
6860,0,468046,0,4,1821
6861,0,468061,0,6,1821
6862,0,468065,0,2,1822
6863,0,468067,0,4,1822
6864,0,468069,0,6,1822
6865,0,468072,0,2,1823
6866,0,468235,0,4,1823
6867,0,468236,0,6,1823
6868,0,468453,0,5,1832
6869,0,468452,0,3,1832
6870,0,468412,0,2,1832
6871,0,468447,0,5,1831
6872,0,468446,0,3,1831
6873,0,468400,0,2,1831
6874,0,468445,0,5,1830
6875,0,468441,0,3,1830
6876,0,468411,0,2,1830
6877,0,468438,0,5,1829
6878,0,468436,0,3,1829
6879,0,468409,0,2,1829
6880,0,468434,0,5,1828
6881,0,468433,0,3,1828
6882,0,468398,0,2,1828
6883,0,468431,0,5,1827
6884,0,468428,0,3,1827
6885,0,468401,0,2,1827
6886,0,468427,0,5,1826
6887,0,468425,0,3,1826
6888,0,468397,0,2,1826
6889,0,468418,0,5,1825
6890,0,468417,0,3,1825
6891,0,468407,0,2,1825
6895,0,14467,0,2,1738
6896,0,14467,0,2,1739
6898,0,14467,0,2,1726
6899,0,14467,0,2,1725
6901,0,14384,0,6,1725
6902,0,14384,0,6,1739
6903,0,467550,0,6,1742
6904,0,467550,0,6,1729
6905,0,467550,0,6,1745
6906,0,467550,0,6,1733
6907,0,467550,0,6,1724
6908,0,467550,0,6,1736
6909,0,468416,0,5,1824
6910,0,468415,0,3,1824
6911,0,468395,0,2,1824
6914,0,1213159,0,2,1835
6915,0,1213160,0,4,1835
6916,0,1213164,0,2,1836
6917,0,1213167,0,4,1836
6918,0,1213188,0,2,1837
6919,0,1213196,0,4,1837
6920,0,1213171,0,2,1838
6921,0,1213174,0,4,1838
6922,0,1213246,0,4,1839
6923,0,1213306,0,2,1839
6924,0,1213307,0,2,1840
6925,0,1213309,0,4,1840
6926,0,1213318,0,2,1841
6927,0,1213319,0,4,1841
6928,0,1213312,0,2,1842
6929,0,1213314,0,4,1842
6930,0,1213349,0,2,1843
6931,0,1213353,0,4,1843
6932,0,1213410,0,2,1844
6933,0,1213413,0,4,1844
6934,0,1213397,0,2,1845
6935,0,1213406,0,4,1845
6936,0,1213624,0,2,1846
6937,0,1213631,0,4,1846
6938,0,1213675,0,2,1847
6939,0,1213705,0,4,1847
6940,0,1213713,0,2,1848
6941,0,1213714,0,4,1848
6942,0,1213754,0,2,1849
6943,0,1213759,0,4,1849
6944,0,1213810,0,2,1850
6945,0,1213894,0,4,1850
6946,0,1213900,0,2,1851
6947,0,1213902,0,4,1851
6950,0,1213930,0,2,1852
6951,0,1213937,0,4,1852
6952,0,1213910,0,2,1853
6953,0,1213918,0,4,1853
6954,0,1214085,0,2,1854
6955,0,1214087,0,4,1854
6956,0,1214091,0,2,1855
6957,0,1214095,0,4,1855
6958,0,1214159,0,2,1856
6959,0,1214163,0,4,1856
6960,0,1214160,0,2,1857
6961,0,1214162,0,4,1857
6962,0,1213201,0,3,1858
6963,0,1213310,0,3,1859
6964,0,1213321,0,3,1860
6965,0,1213467,0,3,1861
6966,0,1213708,0,3,1862
6967,0,1213763,0,3,1863
6968,0,1213957,0,3,1864
6969,0,1214151,0,3,1865
6970,0,1214165,0,3,1866
6971,0,1219073,0,2,1881
7052,0,1219544,0,6,1882
7053,0,1219543,0,4,1882
7054,0,1219540,0,2,1882
7055,0,1219486,0,6,1883
7056,0,1219483,0,4,1883
7057,0,1219481,0,2,1883
7058,0,1219479,0,6,1884
7059,0,1219476,0,4,1884
7060,0,1219474,0,2,1884
7061,0,1219462,0,6,1885
7062,0,1219423,0,4,1885
7063,0,1219421,0,2,1885
7064,0,1219414,0,6,1886
7065,0,1219413,0,4,1886
7066,0,1219382,0,2,1886
7067,0,1219365,0,6,1887
7068,0,1219364,0,4,1887
7069,0,1219361,0,2,1887
7070,0,1219376,0,6,1888
7071,0,1219374,0,4,1888
7072,0,1219373,0,2,1888
7073,0,1219369,0,6,1889
7074,0,1219368,0,4,1889
7075,0,1219367,0,2,1889
7076,0,1219359,0,6,1890
7077,0,1219358,0,4,1890
7078,0,1219356,0,2,1890
7079,0,1219293,0,6,1891
7080,0,1219286,0,4,1891
7081,0,1219260,0,2,1891
7082,0,1219238,0,6,1892
7083,0,1219233,0,4,1892
7084,0,1219230,0,2,1892
7085,0,1219250,0,6,1893
7086,0,1219244,0,4,1893
7087,0,1219242,0,2,1893
7088,0,1219226,0,6,1894
7089,0,1219225,0,4,1894
7090,0,1219205,0,2,1894
7091,0,1219098,0,6,1895
7092,0,1219059,0,4,1895
7093,0,1219010,0,2,1895
7094,0,1219193,0,6,1896
7095,0,1219191,0,4,1896
7096,0,1219189,0,2,1896
7097,0,1218697,0,6,1897
7098,0,1218693,0,4,1897
7099,0,1218592,0,2,1897
7100,0,1218995,0,6,1898
7101,0,1218993,0,2,1898
7102,0,1218700,0,4,1898
7103,0,1218575,0,6,1899
7104,0,1218515,0,2,1899
7105,0,1218514,0,4,1899
7106,0,1218589,0,6,1900
7107,0,1218583,0,4,1900
7108,0,1218582,0,2,1900
7109,0,1218509,0,6,1901
7110,0,1218507,0,4,1901
7111,0,1218482,0,2,1901
7112,0,1218429,0,6,1902
7113,0,1218427,0,4,1902
7114,0,1218423,0,2,1902
7115,0,1218478,0,6,1903
7116,0,1218477,0,4,1903
7117,0,1218476,0,2,1903
7118,0,1218445,0,6,1904
7119,0,1218444,0,4,1904
7120,0,1218443,0,2,1904
7121,0,1223336,0,2,1905
7122,0,1223336,0,2,1906
7123,0,1223336,0,2,1907
7124,0,1223336,0,2,1908
7125,0,1223336,0,2,1909
7126,0,1223336,0,2,1910
7127,0,1223336,0,2,1911
7128,0,1223336,0,2,1912
7129,0,1223336,0,2,1913
7130,0,1223336,0,2,1914
7131,0,1223336,0,2,1915
7132,0,1223336,0,2,1916
7133,0,1223336,0,2,1917
7134,0,1223336,0,2,1918
7136,0,1227231,0,2,1932
7137,0,1227234,0,6,1932
7138,0,1227232,0,4,1932
7139,0,1227245,0,6,1933
7140,0,1227242,0,4,1933
7141,0,1227237,0,2,1933
7142,0,1226869,0,4,1934
7143,0,1226843,0,2,1934
7144,0,1226871,0,6,1934
7145,0,1226874,0,2,1935
7146,0,1226882,0,4,1935
7147,0,1226956,0,6,1935
7148,0,1226359,0,4,1936
7149,0,1226340,0,2,1936
7150,0,1226365,0,6,1936
7154,0,1226137,0,4,1937
7155,0,1226132,0,2,1937
7156,0,1226138,0,6,1937
7157,0,1226585,0,2,1938
7158,0,1226591,0,4,1938
7159,0,1226595,0,6,1938
7160,0,1226499,0,2,1939
7161,0,1226501,0,6,1939
7162,0,1226565,0,4,1939
7163,0,1226460,0,2,1940
7164,0,1226462,0,4,1940
7165,0,1226463,0,6,1940
7166,0,1226452,0,2,1941
7167,0,1226454,0,4,1941
7168,0,1226459,0,6,1941
7169,0,1226467,0,2,1942
7170,0,1226477,0,4,1942
7171,0,1226479,0,6,1942
7172,0,1226423,0,2,1943
7173,0,1226432,0,6,1943
7174,0,1226446,0,4,1943
7175,0,1226378,0,6,1944
7176,0,1226407,0,2,1944
7177,0,1226415,0,4,1944
7178,0,1226109,0,2,1945
7179,0,1226116,0,4,1945
7180,0,1226119,0,6,1945
7181,0,1226092,0,2,1946
7182,0,1226103,0,4,1946
7183,0,1226108,0,6,1946
7184,0,1226032,0,2,1947
7185,0,1226040,0,4,1947
7186,0,1226044,0,6,1947
7187,0,1226121,0,2,1948
7188,0,1226125,0,4,1948
7189,0,1226126,0,6,1948
7190,0,1227153,0,2,1949
7191,0,1227159,0,4,1949
7192,0,1227164,0,6,1949
7193,0,1227093,0,2,1950
7194,0,1227099,0,4,1950
7195,0,1227111,0,6,1950
7196,0,1226984,0,2,1951
7197,0,1226986,0,4,1951
7198,0,1226997,0,6,1951
7199,0,1226961,0,2,1952
7200,0,1226977,0,4,1952
7201,0,1226978,0,6,1952
7202,0,1227214,0,2,1953
7203,0,1227204,0,4,1953
7204,0,1227228,0,6,1953
7205,0,1227175,0,2,1954
7206,0,1227186,0,4,1954
7207,0,1227196,0,6,1954
7209,0,1231556,0,2,1956
7210,0,1232184,0,2,1955
7211,0,1234318,0,2,1959
7215,0,1226462,0,4,1963
7216,0,1240571,0,2,1963
7217,0,1240573,0,6,1963
