ID,GarrEncounterID,GarrEncounterSetID,OrderIndex,BoardIndex,GarrMissionID
1625,617,0,2,-1,702
1626,545,0,0,-1,703
1627,576,0,1,-1,703
1628,599,0,2,-1,703
1629,606,0,0,-1,704
1630,569,0,1,-1,704
1632,572,0,0,-1,705
1633,569,0,1,-1,705
1635,545,0,0,-1,706
1636,606,0,1,-1,706
1637,617,0,2,-1,706
1638,545,0,0,-1,707
1639,576,0,1,-1,707
1640,599,0,2,-1,707
1641,606,0,0,-1,708
1642,569,0,1,-1,708
1644,572,0,0,-1,709
1645,569,0,1,-1,709
1647,545,0,0,-1,710
1648,606,0,1,-1,710
1649,617,0,2,-1,710
1650,545,0,0,-1,711
1651,576,0,1,-1,711
1652,599,0,2,-1,711
1653,606,0,0,-1,712
1654,569,0,1,-1,712
1656,572,0,0,-1,713
1657,569,0,1,-1,713
1659,545,0,0,-1,714
1660,606,0,1,-1,714
1661,617,0,2,-1,714
1662,545,0,0,-1,715
1663,576,0,1,-1,715
1664,599,0,2,-1,715
1665,606,0,0,-1,716
1666,569,0,1,-1,716
1671,529,0,0,-1,718
1673,645,0,1,-1,718
1674,529,0,0,-1,719
1676,656,0,1,-1,719
1680,544,0,0,-1,721
1682,529,0,0,-1,722
1684,545,0,0,-1,723
1686,529,0,0,-1,724
1687,619,0,1,-1,724
1688,544,0,0,-1,725
1690,529,0,0,-1,726
1692,545,0,0,-1,727
1694,529,0,0,-1,728
1695,619,0,1,-1,728
1698,544,0,0,-1,730
1701,562,0,0,-1,731
1702,544,0,0,-1,732
1703,569,0,1,-1,732
1706,544,0,0,-1,734
1709,584,0,0,-1,735
1710,544,0,0,-1,736
1711,569,0,1,-1,736
1715,543,0,0,-1,738
1717,675,0,1,-1,738
1721,685,0,0,-1,740
1724,773,0,0,-1,741
1725,782,0,1,-1,741
1727,777,0,0,-1,742
1728,824,0,1,-1,742
1733,543,0,0,-1,578
1744,656,0,0,-1,597
1745,646,0,1,-1,599
1747,677,0,1,-1,575
1754,576,0,2,-1,561
1758,569,0,2,-1,556
1759,580,0,1,-1,721
1762,580,0,1,-1,725
1769,626,0,0,-1,745
1770,563,0,1,-1,551
1771,564,0,0,-1,535
1772,581,0,1,-1,535
1773,598,0,1,-1,545
1775,606,0,1,-1,547
1776,597,0,1,-1,539
1777,590,0,2,-1,540
1780,544,0,1,-1,542
1784,840,0,1,-1,615
1793,672,0,0,-1,514
1794,593,0,0,-1,746
1795,701,0,1,-1,746
1798,676,0,0,-1,638
1799,676,0,0,-1,522
1801,598,0,0,-1,729
1802,598,0,0,-1,733
1804,649,0,0,-1,636
1805,649,0,0,-1,523
1806,581,0,1,-1,730
1807,581,0,1,-1,734
1817,845,0,0,-1,633
1818,586,0,1,-1,633
1819,568,0,0,-1,634
1820,598,0,1,-1,634
1821,545,0,2,-1,634
1822,544,0,0,-1,750
1823,600,0,1,-1,750
1824,594,0,2,-1,750
1828,844,0,0,-1,752
1829,585,0,1,-1,752
1830,599,0,2,-1,752
1831,573,0,0,-1,751
1832,580,0,1,-1,751
1833,582,0,2,-1,751
1834,618,0,0,-1,505
1835,593,0,1,-1,549
1836,577,0,1,-1,550
1837,577,0,0,-1,541
1839,545,0,1,-1,541
1840,582,0,1,-1,538
1841,545,0,1,-1,557
1844,661,0,1,-1,602
1845,688,0,1,-1,528
1846,661,0,1,-1,529
1847,645,0,1,-1,591
1848,675,0,1,-1,567
1849,689,0,0,-1,586
1850,688,0,1,-1,578
1851,677,0,1,-1,577
1852,646,0,1,-1,601
1853,660,0,1,-1,587
1855,674,0,0,-1,569
1856,677,0,1,-1,569
1857,647,0,0,-1,592
1858,646,0,1,-1,592
1859,543,0,0,-1,568
1861,529,0,0,-1,593
1863,656,0,1,-1,593
1864,693,0,1,-1,568
1865,654,0,1,-1,600
1866,770,0,1,-1,597
1867,803,0,1,-1,596
1868,649,0,1,-1,598
1869,695,0,1,-1,576
1870,676,0,1,-1,574
1871,775,0,0,-1,573
1872,693,0,1,-1,573
1873,834,0,1,-1,572
1874,831,0,0,-1,589
1875,823,0,1,-1,589
1876,580,0,1,-1,525
1877,590,0,0,-1,546
1878,596,0,2,-1,619
1879,817,0,0,-1,739
1882,675,0,0,-1,737
1883,676,0,1,-1,737
1884,622,0,0,-1,720
1885,598,0,1,-1,722
1886,571,0,1,-1,723
1887,598,0,1,-1,726
1888,571,0,1,-1,727
1890,531,0,0,-1,754
1892,531,0,0,-1,756
1893,712,0,1,-1,649
1894,714,0,2,-1,649
1895,713,0,1,-1,616
1896,714,0,2,-1,616
1897,736,0,0,-1,650
1898,716,0,1,-1,650
1899,739,0,1,-1,620
1900,712,0,2,-1,620
1901,738,0,1,-1,622
1902,737,0,2,-1,622
1903,736,0,1,-1,621
1904,713,0,2,-1,621
1905,739,0,1,-1,617
1906,737,0,2,-1,617
1907,736,0,1,-1,618
1908,739,0,2,-1,618
1909,545,0,2,-1,650
1911,846,0,0,-1,757
1912,556,0,0,-1,758
1913,531,0,0,-1,759
1914,533,0,0,-1,760
1915,534,0,1,-1,760
1916,556,0,0,-1,761
1917,531,0,0,-1,762
1918,533,0,0,-1,763
1919,534,0,1,-1,763
1920,556,0,0,-1,764
1921,581,0,0,-1,543
1922,592,0,1,-1,543
1923,645,0,0,-1,717
1924,649,0,1,-1,717
1925,847,0,0,-1,510
1926,848,0,0,-1,511
1927,849,0,1,-1,511
1929,850,0,0,-1,768
1931,851,0,0,-1,769
1933,852,0,0,-1,770
1936,853,0,0,-1,772
1938,854,0,0,-1,773
1939,855,0,0,-1,771
2056,913,0,0,-1,775
2057,912,0,1,-1,775
2058,911,0,2,-1,775
2063,920,0,0,-1,777
2064,919,0,1,-1,777
2066,923,0,0,-1,822
2067,924,0,1,-1,822
2116,861,0,0,-1,776
2117,926,0,0,-1,844
2118,912,0,0,-1,843
2120,862,0,0,-1,790
2121,880,0,0,-1,789
2122,879,0,0,-1,791
2123,883,0,0,-1,792
2124,884,0,0,-1,793
2125,889,0,0,-1,794
2126,899,0,0,-1,813
2127,898,0,0,-1,814
2128,901,0,0,-1,815
2129,873,0,0,-1,786
2130,927,0,0,-1,787
2131,931,0,0,-1,788
2133,932,0,0,-1,801
2151,860,0,0,-1,808
2160,883,0,0,-1,846
2161,899,0,0,-1,847
2162,873,0,0,-1,848
2163,881,0,0,-1,845
2165,864,0,0,-1,842
2166,922,0,1,-1,842
2167,922,0,0,-1,849
2168,863,0,0,-1,821
2169,912,0,0,-1,823
2170,925,0,1,-1,823
2171,875,0,0,-1,850
2172,881,0,0,-1,851
2173,877,0,1,-1,851
2174,926,0,0,-1,852
2175,876,0,1,-1,852
2176,933,0,0,-1,853
2177,885,0,1,-1,853
2178,930,0,2,-1,853
2179,889,0,0,-1,854
2180,926,0,1,-1,854
2181,897,0,0,-1,855
2182,929,0,1,-1,855
2183,899,0,0,-1,856
2184,868,0,0,-1,857
2185,871,0,0,-1,858
2186,927,0,1,-1,858
2190,899,0,0,-1,862
2191,873,0,0,-1,863
2192,911,0,0,-1,859
2193,856,0,1,-1,859
2194,912,0,2,-1,859
2198,881,0,0,-1,864
2199,863,0,1,-1,864
2200,886,0,2,-1,864
2201,861,0,0,-1,865
2202,864,0,1,-1,865
2203,918,0,2,-1,865
2204,911,0,0,-1,866
2205,856,0,1,-1,866
2206,861,0,2,-1,866
2207,880,0,0,-1,860
2208,879,0,1,-1,860
2209,877,0,2,-1,860
2213,875,0,0,-1,867
2214,934,0,1,-1,867
2215,930,0,2,-1,867
2216,877,0,0,-1,868
2217,928,0,1,-1,868
2218,926,0,2,-1,868
2222,881,0,0,-1,869
2223,860,0,1,-1,869
2224,931,0,2,-1,869
2225,883,0,0,-1,870
2226,883,0,0,-1,871
2227,899,0,0,-1,872
2228,899,0,0,-1,873
2229,873,0,0,-1,874
2230,873,0,0,-1,875
2234,882,0,0,-1,861
2235,933,0,1,-1,861
2236,927,0,2,-1,861
2237,887,0,0,-1,876
2238,889,0,1,-1,876
2239,913,0,2,-1,876
2240,900,0,0,-1,877
2241,898,0,1,-1,877
2242,902,0,2,-1,877
2243,866,0,0,-1,878
2244,872,0,1,-1,878
2245,873,0,2,-1,878
2246,871,0,1,-1,788
2301,917,0,0,-1,774
2302,939,0,0,-1,905
2303,940,0,0,-1,906
2304,942,0,1,-1,906
2305,941,0,0,-1,907
2306,942,0,1,-1,907
2307,943,0,2,-1,907
2308,939,0,0,-1,908
2309,944,0,1,-1,908
2310,0,7,0,-1,909
2311,943,0,1,-1,909
2312,944,0,2,-1,909
2359,0,7,0,-1,959
2360,0,9,1,-1,959
2361,0,11,2,-1,959
2362,0,9,0,-1,960
2363,0,11,1,-1,960
2364,0,10,2,-1,960
2400,0,7,0,-1,1024
2401,0,7,0,-1,1025
2402,0,9,1,-1,1025
2403,0,11,2,-1,1025
2404,0,7,0,-1,1026
2405,0,9,1,-1,1026
2406,0,11,2,-1,1026
2483,949,0,1,-1,1024
2486,0,7,0,-1,957
2490,0,11,1,-1,957
2491,0,7,0,-1,958
2492,0,10,1,-1,958
2511,965,0,0,-1,839
2514,968,0,0,-1,833
2515,967,0,1,-1,833
2516,969,0,0,-1,831
2517,970,0,1,-1,831
2518,971,0,0,-1,832
2519,972,0,1,-1,832
2520,973,0,2,-1,832
2523,974,0,0,-1,829
2524,975,0,1,-1,829
2525,976,0,0,-1,830
2526,977,0,1,-1,830
2527,978,0,0,-1,841
2528,979,0,1,-1,841
2542,911,0,0,-1,1062
2549,1115,0,1,-1,1062
2557,925,0,2,-1,1062
2569,934,0,1,-1,1065
2570,931,0,2,-1,1065
2574,897,0,0,-1,1063
2575,898,0,1,-1,1063
2576,1004,0,2,-1,1063
2593,1013,0,1,-1,1117
2594,1015,0,0,-1,1118
2595,1014,0,1,-1,1118
2598,1016,0,0,-1,1120
2599,1017,0,1,-1,1120
2601,960,0,0,-1,1135
2602,961,0,1,-1,1135
2603,960,0,0,-1,1136
2604,961,0,1,-1,1136
2615,1024,0,0,-1,887
2616,1026,0,1,-1,887
2617,1027,0,0,-1,807
2618,1028,0,1,-1,807
2622,1032,0,0,-1,802
2623,1033,0,1,-1,802
2624,1034,0,0,-1,804
2625,1035,0,1,-1,804
2627,1037,0,0,-1,805
2628,1038,0,1,-1,805
2629,1048,0,0,-1,803
2632,1039,0,0,-1,806
2633,1040,0,1,-1,806
2637,1041,0,0,-1,1152
2638,1042,0,1,-1,1152
2639,1043,0,0,-1,810
2640,1044,0,1,-1,810
2641,1045,0,0,-1,809
2642,1046,0,1,-1,809
2643,1047,0,2,-1,809
2644,1048,0,0,-1,818
2645,1049,0,1,-1,818
2646,1050,0,2,-1,818
2647,1051,0,0,-1,811
2648,1052,0,1,-1,811
2649,1053,0,2,-1,811
2651,1543,0,0,-1,901
2653,1055,0,0,-1,840
2654,1056,0,1,-1,840
2655,1057,0,0,-1,1137
2656,1058,0,1,-1,1137
2657,1059,0,0,-1,1138
2658,1060,0,1,-1,1138
2659,1061,0,0,-1,1139
2660,1036,0,1,-1,1139
2661,1049,0,2,-1,1139
2662,1029,0,0,-1,1140
2663,1030,0,1,-1,1140
2664,1031,0,2,-1,1140
2665,1062,0,0,-1,884
2667,1064,0,0,-1,1141
2668,1065,0,1,-1,1141
2669,1066,0,2,-1,1141
2670,1067,0,0,-1,1142
2671,1068,0,1,-1,1142
2672,1069,0,0,-1,1143
2673,1070,0,1,-1,1143
2674,1071,0,0,-1,1144
2675,1065,0,1,-1,1144
2676,1066,0,2,-1,1144
2679,1072,0,0,-1,885
2680,1073,0,1,-1,885
2681,1074,0,0,-1,886
2682,1075,0,1,-1,886
2683,1076,0,0,-1,1146
2684,1077,0,1,-1,1146
2685,1078,0,2,-1,1146
2686,1079,0,0,-1,1149
2687,1080,0,1,-1,1149
2688,1081,0,2,-1,1149
2689,1082,0,0,-1,1148
2690,1083,0,1,-1,1148
2691,1084,0,0,-1,1147
2692,1073,0,1,-1,1147
2699,1086,0,0,-1,1162
2700,1087,0,1,-1,1162
2701,1088,0,2,-1,1162
2806,867,0,0,-1,1046
2817,1092,0,0,-1,1048
2825,1098,0,0,-1,1191
2862,1126,0,1,-1,1046
2872,1138,0,1,-1,1048
2881,889,0,1,-1,1191
2882,1133,0,2,-1,1191
2902,1130,0,2,-1,1118
2903,917,0,0,-1,1065
2909,1146,0,0,-1,1163
2916,1151,0,1,-1,1167
2923,1155,0,0,-1,931
2935,1005,0,0,-1,635
2972,1162,0,0,-1,1150
2991,1159,0,0,-1,1217
2992,1159,0,0,-1,1216
2993,1159,0,0,-1,1215
3019,1159,0,0,-1,912
3200,1357,0,0,-1,953
3202,1360,0,0,-1,954
3204,1361,0,0,-1,1155
3207,1364,0,0,-1,1156
3208,1365,0,1,-1,1156
3209,1366,0,2,-1,1156
3211,1368,0,0,-1,1157
3212,1369,0,1,-1,1157
3213,1370,0,0,-1,1158
3214,1372,0,1,-1,1158
3215,1371,0,2,-1,1158
3216,1373,0,0,-1,1159
3217,1375,0,1,-1,1159
3218,1374,0,2,-1,1159
3219,1376,0,0,-1,1160
3220,1377,0,1,-1,1160
3221,1378,0,0,-1,1161
3222,1379,0,1,-1,1161
3223,1380,0,2,-1,1161
3224,1381,0,0,-1,1205
3225,1382,0,1,-1,1205
3226,1383,0,2,-1,1205
3233,1389,0,0,-1,1208
3234,1391,0,1,-1,1208
3235,1390,0,2,-1,1208
3239,1384,0,0,-1,1206
3240,1385,0,1,-1,1206
3241,1395,0,0,-1,1245
3242,1367,0,1,-1,1245
3243,1396,0,0,-1,1207
3244,1387,0,1,-1,1207
3245,1388,0,2,-1,1207
3246,1397,0,0,-1,1209
3247,1398,0,1,-1,1209
3248,1394,0,2,-1,1209
3254,1400,0,0,-1,924
3260,1407,0,0,-1,913
3261,1408,0,1,-1,913
3262,1409,0,0,-1,914
3263,1411,0,1,-1,914
3264,1410,0,2,-1,914
3265,1412,0,0,-1,915
3266,1414,0,1,-1,915
3267,1413,0,2,-1,915
3268,1415,0,0,-1,916
3269,1417,0,1,-1,916
3270,1416,0,2,-1,916
3271,1418,0,0,-1,1223
3272,1419,0,1,-1,1223
3273,1420,0,2,-1,1223
3274,1421,0,0,-1,917
3275,1423,0,1,-1,917
3276,1422,0,2,-1,917
3277,1424,0,0,-1,918
3279,1426,0,1,-1,918
3286,1437,0,0,-1,1227
3289,1438,0,1,-1,1227
3290,1439,0,2,-1,1227
3291,1435,0,0,-1,1226
3292,1436,0,1,-1,1226
3293,1440,0,2,-1,1226
3294,1432,0,0,-1,1225
3295,1434,0,1,-1,1225
3296,1433,0,2,-1,1225
3297,1429,0,0,-1,1224
3298,1430,0,1,-1,1224
3299,1431,0,2,-1,1224
3300,1427,0,0,-1,919
3301,1428,0,1,-1,919
3303,1402,0,0,-1,812
3306,1425,0,2,-1,918
3314,1441,0,0,-1,930
3315,1442,0,0,-1,834
3316,1443,0,1,-1,834
3319,1444,0,0,-1,836
3320,1445,0,1,-1,836
3321,1446,0,0,-1,838
3322,1448,0,1,-1,838
3323,1447,0,2,-1,838
3324,1449,0,0,-1,837
3325,1451,0,1,-1,837
3326,1450,0,2,-1,837
3327,1452,0,0,-1,835
3328,1453,0,1,-1,835
3329,1454,0,2,-1,835
3330,1455,0,0,-1,932
3331,1457,0,1,-1,932
3332,1456,0,2,-1,932
3333,1458,0,0,-1,1112
3334,1459,0,1,-1,1112
3335,1460,0,0,-1,1111
3336,1461,0,1,-1,1111
3337,1462,0,2,-1,1111
3338,1463,0,0,-1,1153
3339,1464,0,1,-1,1153
3340,1465,0,2,-1,1153
3341,1466,0,0,-1,1154
3342,1468,0,1,-1,1154
3343,1467,0,2,-1,1154
3345,1470,0,0,-1,955
3346,1471,0,0,-1,921
3348,1474,0,0,-1,922
3349,1473,0,1,-1,922
3350,1477,0,0,-1,1121
3351,1475,0,1,-1,1121
3352,1476,0,2,-1,1121
3353,1479,0,0,-1,1122
3354,1478,0,1,-1,1122
3355,1480,0,2,-1,1122
3356,1482,0,0,-1,1123
3357,1481,0,1,-1,1123
3358,1484,0,0,-1,1124
3359,1483,0,1,-1,1124
3360,1485,0,2,-1,1124
3361,1486,0,0,-1,1125
3362,1487,0,1,-1,1125
3363,1488,0,2,-1,1125
3364,1489,0,0,-1,1126
3365,1490,0,1,-1,1126
3366,1491,0,2,-1,1126
3367,1493,0,0,-1,1127
3368,1492,0,1,-1,1127
3369,1494,0,2,-1,1127
3370,1495,0,0,-1,1128
3371,1496,0,1,-1,1128
3372,1497,0,2,-1,1128
3373,1498,0,0,-1,1129
3374,1499,0,1,-1,1129
3375,1500,0,2,-1,1129
3377,1564,0,0,-1,1211
3378,1503,0,0,-1,1259
3380,1506,0,0,-1,1260
3381,1505,0,1,-1,1260
3382,1504,0,2,-1,1260
3383,1508,0,0,-1,1261
3384,1509,0,1,-1,1261
3385,1507,0,2,-1,1261
3388,1512,0,0,-1,1262
3389,1510,0,1,-1,1262
3390,1511,0,2,-1,1262
3391,1515,0,0,-1,1263
3392,1513,0,1,-1,1263
3393,1514,0,2,-1,1263
3394,1516,0,0,-1,1264
3395,1517,0,1,-1,1264
3396,1518,0,2,-1,1264
3397,1519,0,0,-1,1271
3398,1521,0,1,-1,1271
3399,1520,0,2,-1,1271
3400,1522,0,0,-1,1272
3401,1524,0,1,-1,1272
3402,1523,0,2,-1,1272
3403,1525,0,0,-1,1273
3404,1526,0,1,-1,1273
3405,1527,0,2,-1,1273
3406,1528,0,0,-1,1275
3407,1529,0,1,-1,1275
3408,1530,0,2,-1,1275
3412,1534,0,0,-1,1274
3413,1535,0,1,-1,1274
3414,1536,0,2,-1,1274
3421,1020,0,0,-1,816
3424,1537,0,0,-1,1290
3425,1538,0,0,-1,1151
3426,1539,0,1,-1,1151
3429,1542,0,0,-1,900
3430,1544,0,1,-1,901
3431,1545,0,0,-1,1050
3432,1546,0,1,-1,955
3433,1547,0,0,-1,929
3434,1548,0,1,-1,930
3435,1550,0,0,-1,927
3436,1551,0,1,-1,927
3437,1552,0,0,-1,827
3438,1553,0,0,-1,928
3439,1554,0,1,-1,928
3440,1555,0,0,-1,923
3441,1556,0,1,-1,924
3442,1557,0,0,-1,1113
3443,1558,0,0,-1,1114
3444,1559,0,1,-1,1114
3445,1560,0,0,-1,1212
3446,1561,0,0,-1,1213
3447,1562,0,1,-1,1213
3448,1563,0,0,-1,1210
3449,1565,0,1,-1,1211
3663,1566,0,0,-1,1130
3667,1568,0,0,-1,1131
3669,1571,0,0,-1,1132
3671,1573,0,0,-1,1133
3673,1575,0,0,-1,1251
3674,1576,0,1,-1,1251
3675,1577,0,2,-1,1251
3676,1578,0,0,-1,1252
3677,1579,0,1,-1,1252
3678,1580,0,2,-1,1252
3679,1581,0,0,-1,1253
3680,1582,0,1,-1,1253
3681,1583,0,2,-1,1253
3683,1584,0,0,-1,1254
3684,1569,0,1,-1,1254
3685,1586,0,2,-1,1254
3686,1589,0,0,-1,1255
3687,1588,0,1,-1,1255
3688,1587,0,2,-1,1255
3691,1590,0,0,-1,1256
3692,1591,0,1,-1,1256
3693,1592,0,2,-1,1256
3696,1593,0,0,-1,1285
3697,1594,0,1,-1,1285
3698,1595,0,2,-1,1285
3699,1597,0,0,-1,1286
3700,1596,0,1,-1,1286
3701,1599,0,2,-1,1286
3706,1600,0,0,-1,1287
3707,1601,0,1,-1,1287
3708,1602,0,2,-1,1287
3713,1603,0,0,-1,1288
3714,1604,0,1,-1,1288
3715,1605,0,2,-1,1288
3716,1606,0,0,-1,1289
3717,1607,0,1,-1,1289
3718,1608,0,2,-1,1289
3735,1259,0,0,-1,1164
3740,1165,0,0,-1,1055
3758,1235,0,0,-1,1165
3759,1181,0,0,-1,1166
3760,1170,0,1,-1,1166
3761,1283,0,0,-1,1167
3763,1213,0,0,-1,1051
3765,1215,0,0,-1,1052
3767,1202,0,0,-1,1168
3768,1306,0,1,-1,1168
3769,1204,0,0,-1,1170
3770,1149,0,1,-1,1170
3771,1249,0,0,-1,1171
3774,1229,0,0,-1,1172
3775,1316,0,1,-1,1172
3776,1289,0,0,-1,1053
3777,927,0,1,-1,1053
3778,1609,0,0,-1,1173
3779,1610,0,1,-1,1173
3780,1135,0,1,-1,1174
3781,1611,0,2,-1,1174
3782,1613,0,0,-1,1174
3783,1276,0,0,-1,1347
3784,1287,0,0,-1,1169
3785,1345,0,1,-1,1169
3786,1168,0,0,-1,1044
3787,1292,0,1,-1,1044
3788,1007,0,2,-1,1044
3789,1232,0,0,-1,1177
3790,1317,0,1,-1,1177
3791,1280,0,0,-1,1045
3792,1344,0,1,-1,1045
3793,1185,0,0,-1,1041
3794,1299,0,1,-1,1041
3795,1303,0,0,-1,1042
3796,1138,0,1,-1,1042
3797,1201,0,0,-1,1176
3798,1574,0,1,-1,1176
3799,1615,0,0,-1,1179
3801,1616,0,1,-1,1179
3802,1008,0,1,-1,1164
3803,931,0,1,-1,1347
3804,1007,0,1,-1,1165
3806,1617,0,0,-1,1180
3809,1209,0,0,-1,1175
3810,1307,0,1,-1,1175
3811,1013,0,2,-1,1175
3813,1200,0,0,-1,1185
3814,1304,0,1,-1,1185
3815,1136,0,2,-1,1185
3816,1255,0,0,-1,1178
3817,1322,0,1,-1,1178
3818,913,0,2,-1,1178
3819,1169,0,0,-1,1043
3820,1186,0,1,-1,1043
3821,1137,0,2,-1,1043
3822,1193,0,0,-1,1054
3823,1008,0,1,-1,1054
3824,1300,0,2,-1,1054
3825,1273,0,0,-1,1182
3826,1347,0,1,-1,1182
3827,927,0,2,-1,1182
3828,1212,0,0,-1,1184
3829,1310,0,1,-1,1184
3830,1125,0,2,-1,1184
3831,1248,0,0,-1,1186
3832,1328,0,1,-1,1186
3833,1150,0,2,-1,1186
3834,1183,0,0,-1,1047
3835,1297,0,1,-1,1047
3836,1135,0,2,-1,1047
3837,1284,0,0,-1,1183
3838,1348,0,1,-1,1183
3839,1149,0,2,-1,1183
3840,1619,0,2,-1,1048
3841,1620,0,0,-1,1049
3842,1621,0,1,-1,1049
3843,926,0,2,-1,1049
3844,1260,0,0,-1,1187
3845,1326,0,1,-1,1187
3846,1125,0,2,-1,1187
3847,1278,0,0,-1,1192
3848,1343,0,1,-1,1192
3849,1151,0,2,-1,1192
3850,1172,0,0,-1,1193
3851,1296,0,1,-1,1193
3852,1008,0,2,-1,1193
3853,1623,0,0,-1,1189
3854,1624,0,1,-1,1189
3855,1128,0,2,-1,1189
3856,1265,0,0,-1,1190
3857,1625,0,1,-1,1190
3858,1137,0,2,-1,1190
3859,1216,0,0,-1,1194
3860,1304,0,1,-1,1194
3861,1138,0,2,-1,1194
3862,1261,0,0,-1,1056
3863,1133,0,1,-1,1056
3864,1127,0,2,-1,1056
3865,1626,0,0,-1,1059
3866,1627,0,1,-1,1059
3867,1007,0,2,-1,1059
3868,1157,0,0,-1,1060
3869,1163,0,1,-1,1060
3870,1008,0,2,-1,1060
3871,1191,0,0,-1,1188
3872,1192,0,1,-1,1188
3873,1129,0,2,-1,1188
3874,1352,0,0,-1,1195
3875,926,0,1,-1,1195
3876,1132,0,2,-1,1195
3877,1203,0,0,-1,1196
3878,1628,0,1,-1,1196
3879,927,0,2,-1,1196
3880,1238,0,0,-1,1197
3881,1321,0,1,-1,1197
3882,1125,0,2,-1,1197
3883,1281,0,0,-1,1198
3884,1137,0,1,-1,1198
3885,931,0,2,-1,1198
3886,1629,0,0,-1,1199
3887,1630,0,1,-1,1199
3888,1125,0,2,-1,1199
3889,1286,0,0,-1,1200
3890,1349,0,1,-1,1200
3891,1149,0,2,-1,1200
3895,1228,0,0,-1,1201
3896,1316,0,1,-1,1201
3897,1124,0,2,-1,1201
3898,1205,0,0,-1,1202
3899,1129,0,1,-1,1202
3900,926,0,2,-1,1202
3901,1632,0,0,-1,1203
3902,1633,0,1,-1,1203
3903,1013,0,2,-1,1203
3904,1246,0,0,-1,1115
3905,1326,0,1,-1,1115
3906,1125,0,2,-1,1115
3907,1634,0,0,-1,1204
3908,1635,0,1,-1,1204
3909,1140,0,2,-1,1204
3910,1164,0,0,-1,1057
3911,1291,0,1,-1,1057
3912,1128,0,2,-1,1057
3913,1636,0,0,-1,1116
3914,928,0,1,-1,1116
3915,1004,0,2,-1,1116
3916,1008,0,2,-1,1117
3917,1210,0,0,-1,1117
3918,918,0,2,-1,1120
3919,1217,0,0,-1,1214
3920,934,0,1,-1,1214
3921,1132,0,2,-1,1214
3922,1240,0,0,-1,1181
3923,1241,0,1,-1,1181
3924,1149,0,2,-1,1181
3925,1637,0,0,-1,1058
3926,1132,0,1,-1,1058
3927,1140,0,2,-1,1058
3928,1206,0,0,-1,1061
3929,927,0,1,-1,1061
3930,1123,0,2,-1,1061
3931,1285,0,0,-1,1119
3932,1638,0,1,-1,1119
3933,1151,0,2,-1,1119
3934,1639,0,0,-1,1064
3935,1640,0,1,-1,1064
3936,1004,0,2,-1,1064
3937,1239,0,0,-1,1066
3938,1322,0,1,-1,1066
3939,1137,0,2,-1,1066
4092,1641,0,0,-1,1293
4095,1644,0,0,-1,1294
4096,1645,0,1,-1,1294
4097,1646,0,2,-1,1294
4098,1647,0,0,-1,1218
4099,1648,0,1,-1,1218
4100,1649,0,2,-1,1218
4101,1650,0,0,-1,1219
4102,1651,0,1,-1,1219
4103,1652,0,2,-1,1219
4104,1653,0,0,-1,1220
4105,1654,0,1,-1,1220
4107,1657,0,2,-1,1220
4108,1658,0,0,-1,1221
4109,1659,0,1,-1,1221
4110,1655,0,2,-1,1221
4111,1660,0,0,-1,1222
4112,1661,0,1,-1,1222
4113,1662,0,2,-1,1222
4114,1663,0,0,-1,1246
4115,1664,0,1,-1,1246
4116,1665,0,2,-1,1246
4117,1666,0,0,-1,1247
4118,1667,0,1,-1,1247
4119,1668,0,2,-1,1247
4120,1669,0,0,-1,1248
4121,1670,0,1,-1,1248
4122,1671,0,2,-1,1248
4123,1672,0,0,-1,1249
4124,1673,0,1,-1,1249
4125,1674,0,2,-1,1249
4126,1675,0,0,-1,1250
4127,1676,0,1,-1,1250
4128,1677,0,2,-1,1250
4129,1678,0,0,-1,1233
4131,1682,0,0,-1,1234
4132,1680,0,1,-1,1234
4133,1679,0,2,-1,1234
4134,1683,0,0,-1,1235
4135,1684,0,1,-1,1235
4136,1685,0,2,-1,1235
4137,1686,0,0,-1,1236
4138,1687,0,1,-1,1236
4139,1688,0,2,-1,1236
4140,1689,0,0,-1,1237
4141,1690,0,1,-1,1237
4142,1691,0,2,-1,1237
4143,1692,0,0,-1,1238
4144,1693,0,1,-1,1238
4146,1695,0,0,-1,1240
4147,1696,0,1,-1,1240
4148,1697,0,2,-1,1240
4149,1698,0,0,-1,1241
4150,1699,0,1,-1,1241
4151,1700,0,2,-1,1241
4152,1701,0,0,-1,1242
4153,1702,0,1,-1,1242
4154,1703,0,2,-1,1242
4155,1704,0,0,-1,1243
4156,1706,0,1,-1,1243
4157,1705,0,2,-1,1243
4158,1707,0,0,-1,1244
4159,1709,0,1,-1,1244
4160,1708,0,2,-1,1244
4161,1710,0,0,-1,1239
4162,1711,0,1,-1,1239
4163,1699,0,2,-1,1239
4164,1257,0,0,-1,1320
4165,1258,0,1,-1,1320
4167,1214,0,0,-1,1325
4170,1714,0,0,-1,1328
4173,1282,0,0,-1,1331
4176,1302,0,0,-1,1333
4177,1198,0,1,-1,1333
4179,1717,0,0,-1,1334
4181,1719,0,1,-1,1334
4182,1288,0,0,-1,1335
4184,1426,0,1,-1,1335
4185,1720,0,0,-1,1346
4186,1721,0,1,-1,1346
4187,1722,0,2,-1,1346
4191,1195,0,0,-1,1319
4192,1723,0,1,-1,1319
4194,1254,0,0,-1,1345
4197,1726,0,1,-1,1345
4199,1253,0,0,-1,1332
4200,1724,0,1,-1,1332
4201,1128,0,2,-1,1332
4202,1252,0,0,-1,1340
