ID,OrderIndex,FactionIndex,GarrAbilityID,GarrFollowerID
2779,0,0,346,762
2780,0,1,346,762
2781,1,0,467,762
2782,1,1,467,762
2783,2,0,549,762
2784,2,1,549,762
2785,0,0,348,761
2786,0,1,348,761
2787,1,0,467,761
2788,1,1,467,761
2789,2,0,550,761
2790,2,1,550,761
2791,0,0,551,659
2792,0,1,551,659
2793,0,0,551,768
2794,0,1,551,768
2795,1,0,552,768
2796,1,1,552,768
2797,0,0,553,660
2798,0,1,553,660
2801,0,0,554,769
2802,0,1,554,769
2803,0,0,555,763
2804,0,1,555,763
2807,0,0,556,668
2808,0,1,556,668
2809,0,0,557,669
2810,0,1,557,669
2811,0,0,557,670
2812,0,1,557,670
2813,1,0,558,670
2814,1,1,558,670
2815,0,0,559,674
2816,0,1,559,674
2819,0,0,560,770
2820,0,1,560,770
2821,0,0,561,675
2822,0,1,561,675
2823,0,0,561,771
2824,0,1,561,771
2825,1,0,562,771
2826,1,1,562,771
2827,1,0,455,480
2828,1,1,455,480
2831,1,0,454,478
2832,1,1,454,478
2835,1,0,454,755
2836,1,1,454,755
2843,1,0,455,757
2844,1,1,455,757
2845,2,0,566,757
2846,2,1,566,757
2855,1,0,453,758
2856,1,1,453,758
2857,2,0,569,758
2858,2,1,569,758
2859,0,0,342,759
2860,0,1,342,759
2861,1,0,454,759
2862,1,1,454,759
2863,2,0,565,759
2864,2,1,565,759
2867,0,0,342,479
2868,0,1,342,479
2873,2,0,567,478
2874,2,1,567,478
2875,2,0,563,755
2876,2,1,563,755
2879,1,0,453,479
2880,1,1,453,479
2881,2,0,568,479
2882,2,1,568,479
2883,0,0,340,756
2884,0,1,340,756
2885,1,1,453,756
2886,1,0,453,756
2899,0,0,572,622
2900,0,1,572,622
2901,0,0,572,626
2902,0,1,572,626
2903,0,0,572,625
2904,0,1,572,625
2905,0,0,572,773
2906,0,1,572,773
2907,0,0,750,627
2908,0,1,750,627
2909,0,0,750,689
2910,0,1,750,689
2911,0,0,750,690
2912,0,1,750,690
2913,0,0,750,772
2914,0,1,750,772
2947,0,0,575,629
2948,0,1,575,629
2949,0,0,575,655
2950,0,1,575,655
2951,0,0,575,656
2952,0,1,575,656
2953,0,0,575,775
2954,0,1,575,775
2955,0,0,575,630
2956,0,1,575,630
2957,0,0,575,691
2958,0,1,575,691
2959,0,0,575,692
2960,0,1,575,692
2961,0,0,575,776
2962,0,1,575,776
2971,1,0,576,630
2972,1,1,576,630
2973,1,0,576,691
2974,1,1,576,691
2975,1,0,576,692
2976,1,1,576,692
2977,1,0,576,776
2978,1,1,576,776
3002,0,0,531,781
3003,0,1,531,781
3010,0,0,531,684
3011,0,1,531,684
3012,1,0,532,684
3013,1,1,532,684
3014,0,1,531,753
3015,1,1,533,753
3017,0,0,531,753
3018,1,0,533,753
3019,0,0,531,752
3020,0,1,531,752
3021,1,0,534,752
3022,1,1,534,752
3023,0,0,535,782
3024,0,1,535,782
3029,0,0,521,784
3030,0,1,521,784
3031,0,0,521,785
3032,0,1,521,785
3033,0,0,521,786
3034,0,1,521,786
3035,0,0,521,787
3036,0,1,521,787
3037,0,0,521,788
3038,0,1,521,788
3041,0,0,522,789
3042,0,1,522,789
3045,0,0,522,790
3046,0,1,522,790
3049,0,0,522,791
3050,0,1,522,791
3053,0,0,522,792
3054,0,1,522,792
3057,0,0,522,793
3058,0,1,522,793
3059,0,0,581,631
3060,1,0,576,631
3061,0,1,581,631
3062,1,1,576,631
3063,0,0,581,693
3064,1,0,576,693
3065,0,1,581,693
3066,1,1,576,693
3067,0,0,581,694
3068,1,0,576,694
3069,0,1,581,694
3070,1,1,576,694
3071,0,0,581,777
3072,1,0,576,777
3073,0,1,581,777
3074,1,1,576,777
3075,0,0,582,628
3076,1,0,573,628
3077,0,1,582,628
3078,1,1,573,628
3079,0,0,582,695
3080,1,0,573,695
3081,0,1,582,695
3082,1,1,573,695
3083,0,0,582,696
3084,1,0,573,696
3085,0,1,582,696
3086,1,1,573,696
3087,0,0,582,774
3088,1,0,573,774
3089,0,1,582,774
3090,1,1,573,774
3091,0,0,535,754
3092,1,0,583,754
3093,0,1,535,754
3094,1,1,583,754
3095,0,0,535,794
3096,1,0,583,794
3097,0,1,535,794
3098,1,1,583,794
3099,0,0,535,795
3100,1,0,583,795
3101,0,1,535,795
3102,1,1,583,795
3103,0,0,535,796
3104,1,0,583,796
3105,0,1,535,796
3106,1,1,583,796
3107,0,0,535,797
3108,0,1,535,797
3109,0,0,535,798
3110,0,1,535,798
3113,0,0,518,799
3114,0,1,518,799
3115,0,0,519,800
3116,0,1,519,800
3117,1,0,520,800
3118,1,1,520,800
3119,0,0,517,801
3120,0,1,517,801
3121,0,0,517,802
3122,0,1,517,802
3123,0,0,517,803
3124,0,1,517,803
3127,0,0,518,804
3128,0,1,518,804
3131,0,0,518,805
3132,0,1,518,805
3135,0,0,518,806
3136,0,1,518,806
3137,0,0,359,807
3138,0,1,359,807
3139,0,0,519,808
3140,0,1,519,808
3141,0,0,519,809
3142,0,1,519,809
3143,0,0,519,810
3144,0,1,519,810
3145,0,0,519,811
3146,0,1,519,811
3147,1,0,520,811
3148,1,1,520,811
3149,0,0,519,812
3150,0,1,519,812
3151,1,0,520,812
3152,1,1,520,812
3153,0,0,519,813
3154,0,1,519,813
3155,1,0,520,813
3156,1,1,520,813
3157,2,0,586,756
3158,2,1,586,756
3159,0,0,553,814
3160,0,1,553,814
3161,0,0,553,815
3162,0,1,553,815
3163,0,0,553,816
3164,0,1,553,816
3167,0,0,554,817
3168,0,1,554,817
3171,0,0,554,818
3172,0,1,554,818
3175,0,0,554,819
3176,0,1,554,819
3177,0,0,551,820
3178,0,1,551,820
3179,0,0,551,821
3180,0,1,551,821
3181,0,0,551,822
3182,0,1,551,822
3183,0,0,551,823
3184,0,1,551,823
3185,1,0,552,823
3186,1,1,552,823
3187,0,0,551,824
3188,0,1,551,824
3189,1,0,552,824
3190,1,1,552,824
3191,0,0,551,825
3192,0,1,551,825
3193,1,0,552,825
3194,1,1,552,825
3195,0,0,555,826
3196,0,1,555,826
3197,0,0,555,827
3198,0,1,555,827
3199,0,0,555,828
3200,0,1,555,828
3203,0,0,556,829
3204,0,1,556,829
3207,0,0,556,830
3208,0,1,556,830
3211,0,0,556,831
3212,0,1,556,831
3213,0,0,557,832
3214,0,1,557,832
3215,0,0,557,833
3216,0,1,557,833
3217,0,0,557,834
3218,0,1,557,834
3219,0,0,557,835
3220,0,1,557,835
3221,1,0,558,835
3222,1,1,558,835
3223,0,0,557,836
3224,0,1,557,836
3225,1,0,558,836
3226,1,1,558,836
3227,0,0,557,837
3228,0,1,557,837
3229,1,0,558,837
3230,1,1,558,837
3231,0,0,559,840
3232,0,1,559,840
3233,0,0,559,841
3234,0,1,559,841
3235,0,0,559,842
3236,0,1,559,842
3239,0,0,560,843
3240,0,1,560,843
3243,0,0,560,844
3244,0,1,560,844
3247,0,0,560,845
3248,0,1,560,845
3249,0,0,561,846
3250,0,1,561,846
3251,0,0,561,847
3252,0,1,561,847
3253,0,0,561,848
3254,0,1,561,848
3255,0,0,561,849
3256,0,1,561,849
3257,1,0,562,849
3258,1,1,562,849
3259,0,0,561,850
3260,0,1,561,850
3261,1,0,562,850
3262,1,1,562,850
3263,0,0,561,851
3264,0,1,561,851
3265,1,0,562,851
3266,1,1,562,851
3267,0,0,599,686
3268,0,1,599,686
3269,0,0,600,687
3270,0,1,600,687
3273,0,0,600,852
3274,0,1,600,852
3275,1,0,601,852
3276,1,1,601,852
3277,0,0,602,688
3278,0,1,602,688
3279,0,0,599,858
3280,0,1,599,858
3281,0,0,599,859
3282,0,1,599,859
3283,0,0,599,860
3284,0,1,599,860
3287,0,0,602,861
3288,0,1,602,861
3291,0,0,602,862
3292,0,1,602,862
3295,0,0,602,863
3296,0,1,602,863
3297,0,0,600,864
3298,0,1,600,864
3299,0,0,600,865
3300,0,1,600,865
3301,0,0,600,866
3302,0,1,600,866
3303,0,0,600,867
3304,0,1,600,867
3305,1,0,601,867
3306,1,1,601,867
3307,0,0,600,868
3308,0,1,600,868
3309,1,0,601,868
3310,1,1,601,868
3311,0,0,600,869
3312,0,1,600,869
3313,1,0,601,869
3314,1,1,601,869
3315,0,0,359,722
3316,0,1,359,722
3317,0,0,360,720
3318,0,1,360,720
3319,0,0,360,718
3320,0,1,360,718
3321,0,0,360,719
3322,0,1,360,719
3323,1,0,462,595
3324,2,0,767,595
3325,1,1,462,595
3326,2,1,767,595
3327,1,0,462,498
3328,2,0,767,498
3329,1,1,462,498
3330,2,1,767,498
3331,1,0,463,722
3332,2,0,607,722
3333,1,1,463,722
3334,2,1,607,722
3335,1,0,464,718
3336,2,0,608,718
3337,1,1,464,718
3338,2,1,608,718
3339,1,0,464,719
3340,2,0,608,719
3341,1,1,464,719
3342,2,1,608,719
3343,1,0,463,721
3344,2,0,609,721
3345,1,1,463,721
3346,2,1,609,721
3347,1,0,464,594
3348,2,0,610,594
3349,1,1,464,594
3350,2,1,610,594
3351,1,0,668,720
3352,2,0,611,720
3353,1,1,668,720
3354,2,1,611,720
3355,1,0,464,499
3356,2,0,612,499
3357,1,1,464,499
3358,2,1,612,499
3359,1,0,462,807
3360,2,0,613,807
3361,1,1,462,807
3362,2,1,613,807
3363,0,1,603,665
3364,0,0,603,665
3365,0,0,604,666
3366,0,1,604,666
3367,0,0,604,877
3368,1,0,606,877
3369,0,1,604,877
3370,1,1,606,877
3371,0,0,605,876
3372,0,1,605,876
3373,0,1,603,878
3374,0,0,603,878
3375,0,1,603,879
3376,0,0,603,879
3377,0,1,603,880
3378,0,0,603,880
3379,0,0,605,881
3380,0,1,605,881
3381,0,0,605,882
3382,0,1,605,882
3383,0,0,605,883
3384,0,1,605,883
3385,0,0,604,884
3386,0,1,604,884
3387,0,0,604,885
3388,0,1,604,885
3389,0,0,604,886
3390,0,1,604,886
3391,0,0,604,887
3392,1,0,606,887
3393,0,1,604,887
3394,1,1,606,887
3395,0,0,604,888
3396,1,0,606,888
3397,0,1,604,888
3398,1,1,606,888
3399,0,0,604,889
3400,1,0,606,889
3401,0,1,604,889
3402,1,1,606,889
3403,0,0,361,584
3404,0,1,361,584
3405,0,0,363,586
3406,0,1,363,586
3408,0,0,362,599
3409,0,1,362,599
3410,0,0,361,838
3411,0,1,361,838
3412,0,0,363,839
3413,0,1,363,839
3414,0,0,362,853
3415,0,1,362,853
3416,0,0,361,854
3417,0,1,361,854
3418,0,0,363,855
3419,0,1,363,855
3420,0,0,617,662
3421,0,1,617,662
3422,0,0,618,664
3423,0,1,618,664
3424,0,0,619,663
3425,0,1,619,663
3426,0,0,619,894
3427,0,1,619,894
3431,1,0,444,584
3433,1,1,444,584
3434,1,0,446,586
3435,2,0,621,586
3436,1,1,446,586
3437,2,1,621,586
3438,1,0,445,599
3439,1,1,445,599
3440,2,0,628,599
3441,2,1,628,599
3442,1,0,445,838
3443,2,0,622,838
3444,1,1,445,838
3445,2,1,622,838
3446,1,0,623,839
3447,2,0,624,839
3448,1,1,623,839
3449,2,1,624,839
3450,1,0,444,853
3451,2,0,625,853
3452,1,1,444,853
3453,2,1,625,853
3454,1,0,446,854
3455,2,0,626,854
3456,1,1,446,854
3457,2,1,626,854
3458,1,0,444,855
3459,2,0,627,855
3460,1,1,444,855
3461,2,1,627,855
3462,0,0,617,895
3463,0,1,617,895
3464,0,0,617,896
3465,0,1,617,896
3466,0,0,617,897
3467,0,1,617,897
3468,0,0,618,898
3469,0,1,618,898
3470,0,0,618,899
3471,0,1,618,899
3472,0,0,618,900
3473,0,1,618,900
3474,0,0,619,901
3475,0,1,619,901
3476,0,0,619,902
3477,0,1,619,902
3478,0,0,619,903
3479,0,1,619,903
3480,0,0,619,904
3481,0,1,619,904
3484,0,0,619,905
3485,0,1,619,905
3488,0,0,619,906
3489,0,1,619,906
3492,0,0,349,591
3493,0,1,349,591
3494,0,0,351,778
3495,0,1,351,778
3496,0,0,350,779
3497,0,1,350,779
3498,0,0,349,780
3499,0,1,349,780
3500,0,0,349,890
3501,0,1,349,890
3502,0,0,351,891
3503,0,1,351,891
3504,0,0,350,892
3505,0,1,350,892
3506,0,0,351,893
3507,0,1,351,893
3508,0,0,632,680
3509,0,1,632,680
3511,0,0,634,681
3513,0,1,634,681
3514,0,0,633,682
3515,0,1,633,682
3516,0,0,633,907
3518,0,1,633,907
3520,1,0,459,591
3522,1,1,459,591
3524,1,0,461,778
3525,1,1,461,778
3526,2,0,637,778
3527,2,1,637,778
3528,1,0,460,779
3529,1,1,460,779
3530,2,0,636,779
3531,2,1,636,779
3532,1,0,461,780
3533,1,1,461,780
3534,2,0,638,780
3535,2,1,638,780
3536,1,0,460,890
3537,1,1,460,890
3538,2,0,639,890
3539,2,1,639,890
3540,1,0,459,891
3541,1,1,459,891
3542,2,0,640,891
3543,2,1,640,891
3544,1,0,461,892
3545,1,1,461,892
3546,2,0,641,892
3547,2,1,641,892
3548,1,0,460,893
3549,1,1,460,893
3550,2,0,642,893
3551,2,1,642,893
3552,0,0,632,908
3553,0,1,632,908
3554,0,0,632,909
3555,0,1,632,909
3556,0,0,632,910
3557,0,1,632,910
3559,0,0,634,911
3561,0,1,634,911
3563,0,0,634,912
3565,0,1,634,912
3567,0,0,634,913
3569,0,1,634,913
3570,0,0,633,914
3571,0,1,633,914
3572,0,0,633,915
3573,0,1,633,915
3574,0,0,633,916
3575,0,1,633,916
3576,0,0,633,917
3578,0,1,633,917
3580,0,0,633,918
3582,0,1,633,918
3584,0,0,633,919
3586,0,1,633,919
3588,0,0,354,856
3589,0,1,354,856
3590,0,0,352,857
3591,0,1,352,857
3592,0,0,353,870
3593,0,1,353,870
3594,0,0,352,871
3595,0,1,352,871
3596,0,0,352,872
3597,0,1,352,872
3598,0,0,354,873
3599,0,1,354,873
3600,0,0,353,874
3601,0,1,353,874
3602,1,0,457,856
3604,1,1,457,856
3606,1,0,458,857
3607,1,1,458,857
3608,1,0,456,870
3609,1,1,456,870
3610,1,0,456,871
3611,1,1,456,871
3612,1,0,457,872
3613,1,1,457,872
3614,1,0,456,873
3615,1,1,456,873
3616,1,0,458,874
3617,1,1,458,874
3618,0,0,354,875
3619,1,0,458,875
3620,0,1,354,875
3621,1,1,458,875
3622,0,0,647,677
3623,0,1,647,677
3626,0,0,648,678
3627,0,1,648,678
3628,0,0,649,679
3629,0,1,649,679
3630,0,0,649,920
3631,0,1,649,920
3632,1,0,650,920
3633,1,1,650,920
3634,2,0,651,857
3635,2,1,651,857
3636,2,0,652,870
3637,2,1,652,870
3638,2,0,653,871
3639,2,1,653,871
3640,2,0,654,872
3641,2,1,654,872
3642,2,0,655,873
3643,2,1,655,873
3644,2,0,656,874
3645,2,1,656,874
3646,2,0,657,875
3647,2,1,657,875
3648,0,0,647,921
3649,0,1,647,921
3650,0,0,647,922
3651,0,1,647,922
3652,0,0,647,923
3653,0,1,647,923
3656,0,0,648,924
3657,0,1,648,924
3660,0,0,648,925
3661,0,1,648,925
3664,0,0,648,926
3665,0,1,648,926
3666,0,0,649,927
3667,0,1,649,927
3668,0,0,649,928
3669,0,1,649,928
3670,0,0,649,929
3671,0,1,649,929
3672,0,0,649,930
3673,0,1,649,930
3674,1,0,650,930
3675,1,1,650,930
3676,0,0,649,931
3677,0,1,649,931
3678,1,0,650,931
3679,1,1,650,931
3680,0,0,649,932
3681,0,1,649,932
3682,1,0,650,932
3683,1,1,650,932
3684,2,0,538,645
3685,2,1,538,645
3686,0,0,664,667
3687,0,1,664,667
3688,1,0,665,667
3689,1,1,665,667
3698,1,0,363,894
3699,1,1,363,894
3700,1,0,361,904
3701,1,1,361,904
3702,1,0,362,905
3703,1,1,362,905
3704,1,0,363,906
3705,1,1,363,906
3706,1,0,635,682
3707,1,1,635,682
3708,1,0,635,914
3709,1,1,635,914
3710,1,0,635,915
3711,1,1,635,915
3712,1,0,635,916
3713,1,1,635,916
3714,0,0,355,749
3715,1,0,435,749
3716,0,1,355,749
3717,1,1,435,749
3718,0,0,356,938
3719,1,0,435,938
3720,0,1,356,938
3721,1,1,435,938
3722,0,0,357,939
3723,1,0,435,939
3724,0,1,357,939
3725,1,1,435,939
3726,2,0,764,584
3727,2,1,764,584
3728,2,0,766,591
3729,2,1,766,591
3730,2,0,768,610
3731,2,1,768,610
3732,2,0,511,608
3733,2,1,511,608
3734,2,0,545,717
3735,2,1,545,717
3736,2,0,769,716
3737,2,1,769,716
3738,2,0,770,593
3739,2,1,770,593
3740,2,0,771,709
3741,2,1,771,709
3742,2,0,772,616
3743,2,1,772,616
3744,2,0,773,596
3745,2,1,773,596
3746,2,0,774,639
3747,2,1,774,639
3748,2,0,775,480
3749,2,1,775,480
3750,2,0,777,856
3751,2,1,777,856
3752,0,0,778,783
3753,0,1,778,783
3754,0,0,778,941
3755,0,1,778,941
3756,0,0,778,942
3757,0,1,778,942
3758,1,0,779,783
3759,1,1,779,783
3760,1,0,780,941
3761,1,1,780,941
3762,1,0,781,942
3763,1,1,781,942
3768,3,0,414,854
3769,4,0,415,854
3770,3,1,414,854
3771,4,1,415,854
3772,3,0,414,584
3773,4,0,415,584
3774,3,1,414,584
3775,4,1,415,584
3776,3,0,414,586
3777,4,0,415,586
3778,3,1,414,586
3779,4,1,415,586
3780,3,0,414,599
3781,4,0,415,599
3782,3,1,414,599
3783,4,1,415,599
3784,3,0,414,838
3785,4,0,415,838
3786,3,1,414,838
3787,4,1,415,838
3788,3,0,414,839
3789,4,0,415,839
3790,3,1,414,839
3791,4,1,415,839
3792,3,0,414,853
3793,4,0,415,853
3794,3,1,414,853
3795,4,1,415,853
3796,3,0,414,855
3797,4,0,415,855
3798,3,1,414,855
3799,4,1,415,855
3800,3,0,414,498
3801,4,0,415,498
3802,3,1,414,498
3803,4,1,415,498
3804,3,0,414,722
3805,4,0,415,722
3806,3,1,414,722
3807,4,1,415,722
3808,3,0,414,595
3809,4,0,415,595
3810,3,1,414,595
3811,4,1,415,595
3812,3,0,414,718
3813,4,0,415,718
3814,3,1,414,718
3815,4,1,415,718
3816,3,0,414,721
3817,4,0,415,721
3818,3,1,414,721
3819,4,1,415,721
3820,3,0,414,719
3821,4,0,415,719
3822,3,1,414,719
3823,4,1,415,719
3824,3,0,414,594
3825,4,0,415,594
3826,3,1,414,594
3827,4,1,415,594
3828,3,0,414,720
3829,4,0,415,720
3830,3,1,414,720
3831,4,1,415,720
3832,3,0,414,499
3833,4,0,415,499
3834,3,1,414,499
3835,4,1,415,499
3836,3,0,414,807
3837,4,0,415,807
3838,3,1,414,807
3839,4,1,415,807
3840,3,0,414,639
3841,4,0,415,639
3842,3,1,414,639
3843,4,1,415,639
3844,3,0,414,640
3845,4,0,415,640
3846,3,1,414,640
3847,4,1,415,640
3848,3,0,414,641
3849,4,0,415,641
3850,3,1,414,641
3851,4,1,415,641
3852,3,0,414,642
3853,4,0,415,642
3854,3,1,414,642
3855,4,1,415,642
3856,3,0,414,645
3857,4,0,415,645
3858,3,1,414,645
3859,4,1,415,645
3860,3,0,414,643
3861,4,0,415,643
3862,3,1,414,643
3863,4,1,415,643
3864,3,0,414,644
3865,4,0,415,644
3866,3,1,414,644
3867,4,1,415,644
3868,3,0,414,646
3869,4,0,415,646
3870,3,1,414,646
3871,4,1,415,646
3872,3,0,414,593
3873,4,0,415,593
3874,3,1,414,593
3875,4,1,415,593
3876,3,0,414,742
3877,4,0,415,742
3878,3,1,414,742
3879,4,1,415,742
3880,3,0,414,744
3881,4,0,415,744
3882,3,1,414,744
3883,4,1,415,744
3884,3,0,414,743
3885,4,0,415,743
3886,3,1,414,743
3887,4,1,415,743
3888,3,0,414,746
3889,4,0,415,746
3890,3,1,414,746
3891,4,1,415,746
3892,3,0,414,748
3893,4,0,415,748
3894,3,1,414,748
3895,4,1,415,748
3896,3,0,414,745
3897,4,0,415,745
3898,3,1,414,745
3899,4,1,415,745
3900,3,0,414,747
3901,4,0,415,747
3902,3,1,414,747
3903,4,1,415,747
3904,3,0,414,716
3905,4,0,415,716
3906,3,1,414,716
3907,4,1,415,716
3908,3,0,414,717
3909,4,0,415,717
3910,3,1,414,717
3911,4,1,415,717
3912,3,0,414,725
3913,4,0,415,725
3914,3,1,414,725
3915,4,1,415,725
3916,3,0,414,726
3917,4,0,415,726
3918,3,1,414,726
3919,4,1,415,726
3920,3,0,414,723
3921,4,0,415,723
3922,3,1,414,723
3923,4,1,415,723
3924,3,0,414,724
3925,4,0,415,724
3926,3,1,414,724
3927,4,1,415,724
3928,3,0,414,761
3929,4,0,415,761
3930,3,1,414,761
3931,4,1,415,761
3932,3,0,414,762
3933,4,0,415,762
3934,3,1,414,762
3935,4,1,415,762
3936,3,0,414,596
3937,4,0,415,596
3938,3,1,414,596
3939,4,1,415,596
3940,3,0,414,588
3941,4,0,415,588
3942,3,1,414,588
3943,4,1,415,588
3944,3,0,414,603
3945,4,0,415,603
3946,3,1,414,603
3947,4,1,415,603
3948,3,0,414,602
3949,4,0,415,602
3950,3,1,414,602
3951,4,1,415,602
3952,3,0,414,605
3953,4,0,415,605
3954,3,1,414,605
3955,4,1,415,605
3956,3,0,414,606
3957,4,0,415,606
3958,3,1,414,606
3959,4,1,415,606
3960,3,0,414,604
3961,4,0,415,604
3962,3,1,414,604
3963,4,1,415,604
3964,3,0,414,607
3965,4,0,415,607
3966,3,1,414,607
3967,4,1,415,607
3968,3,0,414,478
3969,4,0,415,478
3970,3,1,414,478
3971,4,1,415,478
3972,3,0,414,480
3973,4,0,415,480
3974,3,1,414,480
3975,4,1,415,480
3976,3,0,414,755
3977,4,0,415,755
3978,3,1,414,755
3979,4,1,415,755
3980,3,0,414,479
3981,4,0,415,479
3982,3,1,414,479
3983,4,1,415,479
3984,3,0,414,757
3985,4,0,415,757
3986,3,1,414,757
3987,4,1,415,757
3988,3,0,414,756
3989,4,0,415,756
3990,3,1,414,756
3991,4,1,415,756
3992,3,0,414,758
3993,4,0,415,758
3994,3,1,414,758
3995,4,1,415,758
3996,3,0,414,759
3997,4,0,415,759
3998,3,1,414,759
3999,4,1,415,759
4000,3,0,414,856
4001,4,0,415,856
4002,3,1,414,856
4003,4,1,415,856
4004,3,0,414,857
4005,4,0,415,857
4006,3,1,414,857
4007,4,1,415,857
4008,3,0,414,870
4009,4,0,415,870
4010,3,1,414,870
4011,4,1,415,870
4012,3,0,414,871
4013,4,0,415,871
4014,3,1,414,871
4015,4,1,415,871
4016,3,0,414,872
4017,4,0,415,872
4018,3,1,414,872
4019,4,1,415,872
4020,3,0,414,873
4021,4,0,415,873
4022,3,1,414,873
4023,4,1,415,873
4024,3,0,414,874
4025,4,0,415,874
4026,3,1,414,874
4027,4,1,415,874
4028,3,0,414,875
4029,4,0,415,875
4030,3,1,414,875
4031,4,1,415,875
4032,3,0,414,591
4033,4,0,415,591
4034,3,1,414,591
4035,4,1,415,591
4036,3,0,414,778
4037,4,0,415,778
4038,3,1,414,778
4039,4,1,415,778
4040,3,0,414,779
4041,4,0,415,779
4042,3,1,414,779
4043,4,1,415,779
4044,3,0,414,780
4045,4,0,415,780
4046,3,1,414,780
4047,4,1,415,780
4048,3,0,414,890
4049,4,0,415,890
4050,3,1,414,890
4051,4,1,415,890
4052,3,0,414,891
4053,4,0,415,891
4054,3,1,414,891
4055,4,1,415,891
4056,3,0,414,892
4057,4,0,415,892
4058,3,1,414,892
4059,4,1,415,892
4060,3,0,414,893
4061,4,0,415,893
4062,3,1,414,893
4063,4,1,415,893
4064,3,0,414,609
4065,4,0,415,609
4066,3,1,414,609
4067,4,1,415,609
4068,3,0,414,608
4069,4,0,415,608
4070,3,1,414,608
4071,4,1,415,608
4072,3,0,414,610
4073,4,0,415,610
4074,3,1,414,610
4075,4,1,415,610
4076,3,0,414,611
4077,4,0,415,611
4078,3,1,414,611
4079,4,1,415,611
4080,3,0,414,613
4081,4,0,415,613
4082,3,1,414,613
4083,4,1,415,613
4084,3,0,414,612
4085,4,0,415,612
4086,3,1,414,612
4087,4,1,415,612
4088,3,0,414,615
4089,4,0,415,615
4090,3,1,414,615
4091,4,1,415,615
4092,3,0,414,614
4093,4,0,415,614
4094,3,1,414,614
4095,4,1,415,614
4096,3,0,414,616
4097,4,0,415,616
4098,3,1,414,616
4099,4,1,415,616
4100,3,0,414,619
4101,4,0,415,619
4102,3,1,414,619
4103,4,1,415,619
4104,3,0,414,617
4105,4,0,415,617
4106,3,1,414,617
4107,4,1,415,617
4108,3,0,414,589
4109,4,0,415,589
4110,3,1,414,589
4111,4,1,415,589
4112,3,0,414,620
4113,4,0,415,620
4114,3,1,414,620
4115,4,1,415,620
4116,3,0,414,618
4117,4,0,415,618
4118,3,1,414,618
4119,4,1,415,618
4120,3,0,414,621
4121,4,0,415,621
4122,3,1,414,621
4123,4,1,415,621
4124,3,0,414,590
4125,4,0,415,590
4126,3,1,414,590
4127,4,1,415,590
4128,3,0,414,709
4129,4,0,415,709
4130,3,1,414,709
4131,4,1,415,709
4132,3,0,414,708
4133,4,0,415,708
4134,3,1,414,708
4135,4,1,415,708
4136,3,0,414,711
4137,4,0,415,711
4138,3,1,414,711
4139,4,1,415,711
4140,3,0,414,710
4141,4,0,415,710
4142,3,1,414,710
4143,4,1,415,710
4144,3,0,414,714
4145,4,0,415,714
4146,3,1,414,714
4147,4,1,415,714
4148,3,0,414,712
4149,4,0,415,712
4150,3,1,414,712
4151,4,1,415,712
4152,3,0,414,713
4153,4,0,415,713
4154,3,1,414,713
4155,4,1,415,713
4156,3,0,414,715
4157,4,0,415,715
4158,3,1,414,715
4159,4,1,415,715
4160,3,0,414,733
4161,4,0,415,733
4162,3,1,414,733
4163,4,1,415,733
4164,0,0,802,983
4165,1,0,801,983
4166,0,1,802,983
4167,1,1,801,983
4168,0,0,802,984
4169,1,0,803,984
4170,0,1,802,984
4171,1,1,803,984
4172,0,0,802,985
4173,1,0,804,985
4174,0,1,802,985
4175,1,1,804,985
4176,0,0,749,946
4177,0,1,749,946
4178,0,0,805,986
4179,0,1,805,986
4180,1,0,806,986
4181,1,1,806,986
4182,2,0,807,986
4183,3,0,414,986
4184,4,0,415,986
4185,2,1,807,986
4186,3,1,414,986
4187,4,1,415,986
4188,0,0,350,988
4189,1,0,459,988
4190,0,1,350,988
4191,1,1,459,988
4192,2,0,810,988
4193,3,0,414,988
4194,4,0,415,988
4195,2,1,811,988
4196,3,1,414,988
4197,4,1,415,988
4198,0,0,343,989
4199,1,0,451,989
4200,0,1,343,989
4201,1,1,451,989
4202,2,0,812,989
4203,3,0,414,989
4204,4,0,415,989
4205,2,1,813,989
4206,3,1,414,989
4207,4,1,415,989
4208,0,0,360,990
4209,1,0,463,990
4210,0,1,360,990
4211,1,1,463,990
4212,2,0,814,990
4213,2,1,814,990
4214,3,0,414,990
4215,4,0,415,990
4216,3,1,414,990
4217,4,1,415,990
4218,0,0,815,991
4219,0,1,815,991
4220,0,0,333,992
4221,1,0,443,992
4222,0,1,333,992
4223,1,1,443,992
4224,2,0,816,992
4225,3,0,414,992
4226,4,0,415,992
4227,2,1,816,992
4228,3,1,414,992
4229,4,1,415,992
4230,0,0,817,993
4231,0,1,817,993
4232,0,0,347,994
4233,0,1,347,994
4234,1,0,819,994
4235,1,1,819,994
4236,2,0,818,994
4237,3,0,414,994
4238,4,0,415,994
4239,2,1,818,994
4240,3,1,414,994
4241,4,1,415,994
4242,0,0,348,995
4243,1,0,466,995
4244,2,0,820,995
4245,0,1,348,995
4246,1,1,466,995
4247,2,1,820,995
4248,3,0,414,995
4249,4,0,415,995
4250,3,1,414,995
4251,4,1,415,995
4252,0,0,366,996
4253,1,0,447,996
4254,2,0,822,996
4255,3,0,414,996
4256,4,0,415,996
4257,0,1,366,996
4258,1,1,447,996
4259,2,1,822,996
4260,3,1,414,996
