ID,ItemLevel
254009,35
254011,35
254013,36
254015,37
254017,39
254019,40
254021,40
254023,40
254025,40
254027,40
254029,40
254031,40
254033,41
254035,35
254037,45
254039,45
254041,45
254043,45
254045,45
254047,45
254049,47
254051,47
254053,47
254055,47
254057,47
254059,47
254061,50
254063,50
254065,50
254067,50
254069,50
254071,50
254073,52
254075,52
254077,52
254079,52
254081,52
254083,52
254085,52
254087,52
254089,52
254091,52
254093,54
254095,55
254097,55
254099,55
254101,55
254103,55
254105,55
254107,55
254109,55
254111,55
254113,55
254115,55
254117,55
254119,57
254121,59
254123,59
254125,58
254127,59
254129,60
254131,60
254133,60
254135,61
254137,61
254139,62
254546,1
254547,1
254842,1
254871,1
255715,36
255716,16
255717,26
255718,36
255719,58
255720,21
255721,36
255722,58
256061,1
256528,1
257348,60
257808,60
258735,1
260244,1
260247,1
260452,1
260633,25
260784,5
260792,25
260793,19
260794,15
260795,31
260796,29
260797,34
260798,35
260799,35
260800,35
260801,39
260802,39
260803,40
260804,43
260805,48
260806,40
260807,45
260808,48
260809,48
260810,50
260811,50
260812,55
260813,55
260814,50
260815,57
260816,57
260817,60
260818,60
260819,60
260820,60
260821,60
260822,60
260823,60
260824,60
260825,1
260826,60
260827,60
260828,60
260829,60
260830,60
263030,60
263507,15
263509,15
263512,15
265734,1
265748,1
265773,1
266434,1
267003,1
267341,60
267454,1
267489,60
267630,60
268422,60
268423,60
269008,60
269900,1
269902,1
270298,10
270897,1
271630,1
273001,1
273295,45
273884,61
273885,61
273886,61
273887,61
273888,61
273889,61
273890,61
273891,61
273892,61
273893,61
273894,61
273895,61
273896,61
273897,61
273898,61
273899,61
273900,61
273901,61
273902,61
273903,61
273904,61
273905,61
273906,61
273907,61
273908,61
273909,61
273910,61
273911,61
273912,61
273913,61
273914,61
273915,61
273916,61
273917,61
273918,61
273919,61
273920,61
273921,61
273922,61
273923,61
273924,61
273925,61
273926,61
273927,61
273928,61
273929,61
273930,61
273931,61
273932,61
273933,61
273934,61
273935,61
273936,61
273937,61
273938,61
273939,61
273940,61
273941,61
273942,61
273943,61
273944,61
273945,61
273946,61
273947,61
273948,61
273949,61
273950,61
273951,61
274048,34
274163,1
274165,60
274273,60
274274,60
274275,60
274276,60
274387,65
274388,65
274490,40
274795,55
274800,55
274895,1
274971,35
274976,35
275604,58
275605,58
275606,58
275607,58
275608,58
275609,58
275610,58
275611,58
275612,58
275613,58
275614,58
275615,58
275616,58
275617,58
275618,58
275619,58
275620,58
275621,58
275622,58
275623,58
275624,58
275625,58
275626,58
275627,58
275730,61
275989,1
276538,61
276539,61
276540,61
276541,61
276631,29
276632,65
276783,1
276992,12
276993,10
276994,11
276995,10
276996,12
276997,11
276998,12
276999,10
277000,11
277001,10
277002,12
277003,11
277004,12
277005,10
277006,11
277007,10
277008,12
277009,11
277010,12
277011,10
277012,11
277013,10
277014,12
277015,11
277016,12
277017,10
277018,11
277019,10
277020,12
277021,11
277022,12
277023,10
277024,11
277025,10
277026,12
277027,11
277028,12
277029,10
277030,11
277031,10
277032,12
277033,11
277034,12
277035,10
277036,11
277037,10
277038,12
277039,11
277040,35
277041,35
277042,35
277043,35
277044,35
277045,35
277046,35
277047,35
277048,35
277049,35
277050,35
277051,35
277052,35
277053,35
277054,35
277055,35
277132,15
277154,1
277651,15
277672,10
277715,5
278078,1
279246,65
279247,65
279248,65
279249,65
279250,65
279251,65
279252,65
279253,65
279254,65
279255,65
279256,65
279257,65
279258,65
279259,65
279260,65
279261,65
279262,65
279263,65
279264,65
279265,65
279266,65
279267,65
279268,65
279269,65
279270,65
279271,65
279272,65
279273,65
279277,1
279379,1
279471,1
279938,60
279940,28
279941,28
279942,28
279943,28
279944,4
279945,60
279946,44
279947,60
279948,28
279949,28
279950,4
279951,60
279952,60
279953,28
279954,28
279955,60
279956,4
279957,28
279958,44
279959,60
279960,4
279961,18
279962,4
279963,28
279964,28
279965,28
279966,60
279967,4
279968,4
279969,28
279970,28
279971,44
279972,4
279973,4
279974,40
279975,44
279976,4
279977,44
279978,4
279979,4
279980,44
279981,4
279982,60
279983,60
279984,60
279985,28
279986,28
279987,60
279988,28
279989,60
279990,60
280306,35
280307,35
280308,35
280309,35
280310,45
280311,45
280312,45
280313,45
281040,1
281060,1
281228,1
281371,61
284163,1
284868,52
284869,52
285275,18
285276,33
285277,46
285278,57
285279,22
285280,39
285281,54
286152,45
