ID,Component,Color,FileDataID,EmblemID
25656,4,3,183940,34
25657,3,4,183943,34
25658,4,4,183942,34
25659,3,5,183945,34
25660,4,5,183944,34
25661,3,6,183947,34
25662,4,6,183946,34
25663,3,7,183949,34
25664,4,7,183948,34
25665,3,8,183951,34
25666,4,8,183950,34
25667,3,9,183953,34
25668,4,9,183952,34
25669,3,10,183955,34
25670,4,10,183954,34
25671,3,11,183957,34
25672,4,11,183956,34
25673,3,12,183959,34
25674,4,12,183958,34
25675,3,13,183961,34
25676,4,13,183960,34
25677,3,14,183963,34
25678,4,14,183962,34
25679,3,15,183965,34
25680,4,15,183964,34
25681,3,16,183967,34
25682,4,16,183966,34
25683,3,0,183969,35
25684,4,0,183968,35
25685,3,1,183971,35
25686,4,1,183970,35
25687,3,2,183973,35
25688,4,2,183972,35
25689,3,3,183975,35
25690,4,3,183974,35
25691,3,4,183977,35
25692,4,4,183976,35
25693,3,5,183979,35
25694,4,5,183978,35
25695,3,6,183981,35
25696,4,6,183980,35
25697,3,7,183983,35
25698,4,7,183982,35
25699,3,8,183985,35
25700,4,8,183984,35
25701,3,9,183987,35
25702,4,9,183986,35
25703,3,10,183989,35
25704,4,10,183988,35
25705,3,11,183991,35
25706,4,11,183990,35
25707,3,12,183993,35
25708,4,12,183992,35
25709,3,13,183995,35
25710,4,13,183994,35
25711,3,14,183997,35
25712,4,14,183996,35
25713,3,15,183999,35
25714,4,15,183998,35
25715,3,16,184001,35
25716,4,16,184000,35
25717,3,0,184003,36
25718,4,0,184002,36
25719,3,1,184005,36
25720,4,1,184004,36
25721,3,2,184007,36
25722,4,2,184006,36
25723,3,3,184009,36
25724,4,3,184008,36
25725,3,4,184011,36
25726,4,4,184010,36
25727,3,5,184013,36
25728,4,5,184012,36
25729,3,6,184015,36
25730,4,6,184014,36
25731,3,7,184017,36
25732,4,7,184016,36
25733,3,8,184019,36
25734,4,8,184018,36
25735,3,9,184021,36
25736,4,9,184020,36
25737,3,10,184023,36
25738,4,10,184022,36
25739,3,11,184025,36
25740,4,11,184024,36
25741,3,12,184027,36
25742,4,12,184026,36
25743,3,13,184029,36
25744,4,13,184028,36
25745,3,14,184031,36
25746,4,14,184030,36
25747,3,15,184033,36
25748,4,15,184032,36
25749,3,16,184035,36
25750,4,16,184034,36
25751,3,0,184037,37
25752,4,0,184036,37
25753,3,1,184039,37
25754,4,1,184038,37
25755,3,2,184041,37
25756,4,2,184040,37
25757,3,3,184043,37
25758,4,3,184042,37
25759,3,4,184045,37
25760,4,4,184044,37
25761,3,5,184047,37
25762,4,5,184046,37
25763,3,6,184049,37
25764,4,6,184048,37
25765,3,7,184051,37
25766,4,7,184050,37
25767,3,8,184053,37
25768,4,8,184052,37
25769,3,9,184055,37
25770,4,9,184054,37
25771,3,10,184057,37
25772,4,10,184056,37
25773,3,11,184059,37
25774,4,11,184058,37
25775,3,12,184061,37
25776,4,12,184060,37
25777,3,13,184063,37
25778,4,13,184062,37
25779,3,14,184065,37
25780,4,14,184064,37
25781,3,15,184067,37
25782,4,15,184066,37
25783,3,16,184069,37
25784,4,16,184068,37
25785,3,0,184071,38
25786,4,0,184070,38
25787,3,1,184073,38
25788,4,1,184072,38
25789,3,2,184075,38
25790,4,2,184074,38
25791,3,3,184077,38
25792,4,3,184076,38
25793,3,4,184079,38
25794,4,4,184078,38
25795,3,5,184081,38
25796,4,5,184080,38
25797,3,6,184083,38
25798,4,6,184082,38
25799,3,7,184085,38
25800,4,7,184084,38
25801,3,8,184087,38
25802,4,8,184086,38
25803,3,9,184089,38
25804,4,9,184088,38
25805,3,10,184091,38
25806,4,10,184090,38
25807,3,11,184093,38
25808,4,11,184092,38
25809,3,12,184095,38
25810,4,12,184094,38
25811,3,13,184097,38
25812,4,13,184096,38
25813,3,14,184099,38
25814,4,14,184098,38
25815,3,15,184101,38
25816,4,15,184100,38
25817,3,16,184103,38
25818,4,16,184102,38
25819,3,0,184105,39
25820,4,0,184104,39
25821,3,1,184107,39
25822,4,1,184106,39
25823,3,2,184109,39
25824,4,2,184108,39
25825,3,3,184111,39
25826,4,3,184110,39
25827,3,4,184113,39
25828,4,4,184112,39
25829,3,5,184115,39
25830,4,5,184114,39
25831,3,6,184117,39
25832,4,6,184116,39
25833,3,7,184119,39
25834,4,7,184118,39
25835,3,8,184121,39
25836,4,8,184120,39
25837,3,9,184123,39
25838,4,9,184122,39
25839,3,10,184125,39
25840,4,10,184124,39
25841,3,11,184127,39
25842,4,11,184126,39
25843,3,12,184129,39
25844,4,12,184128,39
25845,3,13,184131,39
25846,4,13,184130,39
25847,3,14,184133,39
25848,4,14,184132,39
25849,3,15,184135,39
25850,4,15,184134,39
25851,3,16,184137,39
25852,4,16,184136,39
25853,3,0,184139,40
25854,4,0,184138,40
25855,3,1,184141,40
25856,4,1,184140,40
25857,3,2,184143,40
25858,4,2,184142,40
25859,3,3,184145,40
25860,4,3,184144,40
25861,3,4,184147,40
25862,4,4,184146,40
25863,3,5,184149,40
25864,4,5,184148,40
25865,3,6,184151,40
25866,4,6,184150,40
25867,3,7,184153,40
25868,4,7,184152,40
25869,3,8,184155,40
25870,4,8,184154,40
25871,3,9,184157,40
25872,4,9,184156,40
25873,3,10,184159,40
25874,4,10,184158,40
25875,3,11,184161,40
25876,4,11,184160,40
25877,3,12,184163,40
25878,4,12,184162,40
25879,3,13,184165,40
25880,4,13,184164,40
25881,3,14,184167,40
25882,4,14,184166,40
25883,3,15,184169,40
25884,4,15,184168,40
25885,3,16,184171,40
25886,4,16,184170,40
25887,3,0,184173,41
25888,4,0,184172,41
25889,3,1,184175,41
25890,4,1,184174,41
25891,3,2,184177,41
25892,4,2,184176,41
25893,3,3,184179,41
25894,4,3,184178,41
25895,3,4,184181,41
25896,4,4,184180,41
25897,3,5,184183,41
25898,4,5,184182,41
25899,3,6,184185,41
25900,4,6,184184,41
25901,3,7,184187,41
25902,4,7,184186,41
25903,3,8,184189,41
25904,4,8,184188,41
25905,3,9,184191,41
25906,4,9,184190,41
25907,3,10,184193,41
25908,4,10,184192,41
25909,3,11,184195,41
25910,4,11,184194,41
25911,3,12,184197,41
25912,4,12,184196,41
25913,3,13,184199,41
25914,4,13,184198,41
25915,3,14,184201,41
25916,4,14,184200,41
25917,3,15,184203,41
25918,4,15,184202,41
25919,3,16,184205,41
25920,4,16,184204,41
25921,3,0,184207,42
25922,4,0,184206,42
25923,3,1,184209,42
25924,4,1,184208,42
25925,3,2,184211,42
25926,4,2,184210,42
25927,3,3,184213,42
25928,4,3,184212,42
25929,3,4,184215,42
25930,4,4,184214,42
25931,3,5,184217,42
25932,4,5,184216,42
25933,3,6,184219,42
25934,4,6,184218,42
25935,3,7,184221,42
25936,4,7,184220,42
25937,3,8,184223,42
25938,4,8,184222,42
25939,3,9,184225,42
25940,4,9,184224,42
25941,3,10,184227,42
25942,4,10,184226,42
25943,3,11,184229,42
25944,4,11,184228,42
25945,3,12,184231,42
25946,4,12,184230,42
25947,3,13,184233,42
25948,4,13,184232,42
25949,3,14,184235,42
25950,4,14,184234,42
25951,3,15,184237,42
25952,4,15,184236,42
25953,3,16,184239,42
25954,4,16,184238,42
25955,3,0,184241,43
25956,4,0,184240,43
25957,3,1,184243,43
25958,4,1,184242,43
25959,3,2,184245,43
25960,4,2,184244,43
25961,3,3,184247,43
25962,4,3,184246,43
25963,3,4,184249,43
25964,4,4,184248,43
25965,3,5,184251,43
25966,4,5,184250,43
25967,3,6,184253,43
25968,4,6,184252,43
25969,3,7,184255,43
25970,4,7,184254,43
25971,3,8,184257,43
25972,4,8,184256,43
25973,3,9,184259,43
25974,4,9,184258,43
25975,3,10,184261,43
25976,4,10,184260,43
25977,3,11,184263,43
25978,4,11,184262,43
25979,3,12,184265,43
25980,4,12,184264,43
25981,3,13,184267,43
25982,4,13,184266,43
25983,3,14,184269,43
25984,4,14,184268,43
25985,3,15,184271,43
25986,4,15,184270,43
25987,3,16,184273,43
25988,4,16,184272,43
25989,3,0,184275,44
25990,4,0,184274,44
25991,3,1,184277,44
25992,4,1,184276,44
25993,3,2,184279,44
25994,4,2,184278,44
25995,3,3,184281,44
25996,4,3,184280,44
25997,3,4,184283,44
25998,4,4,184282,44
25999,3,5,184285,44
26000,4,5,184284,44
26001,3,6,184287,44
26002,4,6,184286,44
26003,3,7,184289,44
26004,4,7,184288,44
26005,3,8,184291,44
26006,4,8,184290,44
26007,3,9,184293,44
26008,4,9,184292,44
26009,3,10,184295,44
26010,4,10,184294,44
26011,3,11,184297,44
26012,4,11,184296,44
26013,3,12,184299,44
26014,4,12,184298,44
26015,3,13,184301,44
26016,4,13,184300,44
26017,3,14,184303,44
26018,4,14,184302,44
26019,3,15,184305,44
26020,4,15,184304,44
26021,3,16,184307,44
26022,4,16,184306,44
26023,3,0,184309,45
26024,4,0,184308,45
26025,3,1,184311,45
26026,4,1,184310,45
26027,3,2,184313,45
26028,4,2,184312,45
26029,3,3,184315,45
26030,4,3,184314,45
26031,3,4,184317,45
26032,4,4,184316,45
26033,3,5,184319,45
26034,4,5,184318,45
26035,3,6,184321,45
26036,4,6,184320,45
26037,3,7,184323,45
26038,4,7,184322,45
26039,3,8,184325,45
26040,4,8,184324,45
26041,3,9,184327,45
26042,4,9,184326,45
26043,3,10,184329,45
26044,4,10,184328,45
26045,3,11,184331,45
26046,4,11,184330,45
26047,3,12,184333,45
26048,4,12,184332,45
26049,3,13,184335,45
26050,4,13,184334,45
26051,3,14,184337,45
26052,4,14,184336,45
26053,3,15,184339,45
26054,4,15,184338,45
26055,3,16,184341,45
26056,4,16,184340,45
26057,3,0,184343,46
26058,4,0,184342,46
26059,3,1,184345,46
26060,4,1,184344,46
26061,3,2,184347,46
26062,4,2,184346,46
26063,3,3,184349,46
26064,4,3,184348,46
26065,3,4,184351,46
26066,4,4,184350,46
26067,3,5,184353,46
26068,4,5,184352,46
26069,3,6,184355,46
26070,4,6,184354,46
26071,3,7,184357,46
26072,4,7,184356,46
26073,3,8,184359,46
26074,4,8,184358,46
26075,3,9,184361,46
26076,4,9,184360,46
26077,3,10,184363,46
26078,4,10,184362,46
26079,3,11,184365,46
26080,4,11,184364,46
26081,3,12,184367,46
26082,4,12,184366,46
26083,3,13,184369,46
26084,4,13,184368,46
26085,3,14,184371,46
26086,4,14,184370,46
26087,3,15,184373,46
26088,4,15,184372,46
26089,3,16,184375,46
26090,4,16,184374,46
26091,3,0,184377,47
26092,4,0,184376,47
26093,3,1,184379,47
26094,4,1,184378,47
26095,3,2,184381,47
26096,4,2,184380,47
26097,3,3,184383,47
26098,4,3,184382,47
26099,3,4,184385,47
26100,4,4,184384,47
26101,3,5,184387,47
26102,4,5,184386,47
26103,3,6,184389,47
26104,4,6,184388,47
26105,3,7,184391,47
26106,4,7,184390,47
26107,3,8,184393,47
26108,4,8,184392,47
26109,3,9,184395,47
26110,4,9,184394,47
26111,3,10,184397,47
26112,4,10,184396,47
26113,3,11,184399,47
26114,4,11,184398,47
26115,3,12,184401,47
26116,4,12,184400,47
26117,3,13,184403,47
26118,4,13,184402,47
26119,3,14,184405,47
26120,4,14,184404,47
26121,3,15,184407,47
26122,4,15,184406,47
26123,3,16,184409,47
26124,4,16,184408,47
26125,3,0,184411,48
26126,4,0,184410,48
26127,3,1,184413,48
26128,4,1,184412,48
26129,3,2,184415,48
26130,4,2,184414,48
26131,3,3,184417,48
26132,4,3,184416,48
26133,3,4,184419,48
26134,4,4,184418,48
26135,3,5,184421,48
26136,4,5,184420,48
26137,3,6,184423,48
26138,4,6,184422,48
26139,3,7,184425,48
26140,4,7,184424,48
26141,3,8,184427,48
26142,4,8,184426,48
26143,3,9,184429,48
26144,4,9,184428,48
26145,3,10,184431,48
26146,4,10,184430,48
26147,3,11,184433,48
26148,4,11,184432,48
26149,3,12,184435,48
26150,4,12,184434,48
26151,3,13,184437,48
26152,4,13,184436,48
26153,3,14,184439,48
26154,4,14,184438,48
26155,3,15,184441,48
26156,4,15,184440,48
26157,3,16,184443,48
26158,4,16,184442,48
26159,3,0,184445,49
26160,4,0,184444,49
26161,3,1,184447,49
26162,4,1,184446,49
26163,3,2,184449,49
26164,4,2,184448,49
26165,3,3,184451,49
26166,4,3,184450,49
26167,3,4,184453,49
26168,4,4,184452,49
26169,3,5,184455,49
26170,4,5,184454,49
26171,3,6,184457,49
26172,4,6,184456,49
26173,3,7,184459,49
26174,4,7,184458,49
26175,3,8,184461,49
26176,4,8,184460,49
26177,3,9,184463,49
26178,4,9,184462,49
26179,3,10,184465,49
26180,4,10,184464,49
26181,3,11,184467,49
26182,4,11,184466,49
26183,3,12,184469,49
26184,4,12,184468,49
26185,3,13,184471,49
26186,4,13,184470,49
26187,3,14,184473,49
26188,4,14,184472,49
26189,3,15,184475,49
26190,4,15,184474,49
26191,3,16,184477,49
26192,4,16,184476,49
26193,3,0,184479,50
26194,4,0,184478,50
26195,3,1,184481,50
26196,4,1,184480,50
26197,3,2,184483,50
26198,4,2,184482,50
26199,3,3,184485,50
26200,4,3,184484,50
26201,3,4,184487,50
26202,4,4,184486,50
26203,3,5,184489,50
26204,4,5,184488,50
26205,3,6,184491,50
26206,4,6,184490,50
26207,3,7,184493,50
26208,4,7,184492,50
26209,3,8,184495,50
26210,4,8,184494,50
26211,3,9,184497,50
26212,4,9,184496,50
26213,3,10,184499,50
26214,4,10,184498,50
26215,3,11,184501,50
26216,4,11,184500,50
26217,3,12,184503,50
26218,4,12,184502,50
26219,3,13,184505,50
26220,4,13,184504,50
26221,3,14,184507,50
26222,4,14,184506,50
26223,3,15,184509,50
26224,4,15,184508,50
26225,3,16,184511,50
26226,4,16,184510,50
26227,3,0,184513,51
26228,4,0,184512,51
26229,3,1,184515,51
26230,4,1,184514,51
26231,3,2,184517,51
26232,4,2,184516,51
26233,3,3,184519,51
26234,4,3,184518,51
26235,3,4,184521,51
26236,4,4,184520,51
26237,3,5,184523,51
26238,4,5,184522,51
26239,3,6,184525,51
26240,4,6,184524,51
26241,3,7,184527,51
26242,4,7,184526,51
26243,3,8,184529,51
26244,4,8,184528,51
26245,3,9,184531,51
26246,4,9,184530,51
26247,3,10,184533,51
26248,4,10,184532,51
26249,3,11,184535,51
26250,4,11,184534,51
26251,3,12,184537,51
26252,4,12,184536,51
26253,3,13,184539,51
26254,4,13,184538,51
26255,3,14,184541,51
26256,4,14,184540,51
26257,3,15,184543,51
26258,4,15,184542,51
26259,3,16,184545,51
26260,4,16,184544,51
26261,3,0,184547,52
26262,4,0,184546,52
26263,3,1,184549,52
26264,4,1,184548,52
26265,3,2,184551,52
26266,4,2,184550,52
26267,3,3,184553,52
26268,4,3,184552,52
26269,3,4,184555,52
26270,4,4,184554,52
26271,3,5,184557,52
26272,4,5,184556,52
26273,3,6,184559,52
26274,4,6,184558,52
26275,3,7,184561,52
26276,4,7,184560,52
26277,3,8,184563,52
26278,4,8,184562,52
26279,3,9,184565,52
26280,4,9,184564,52
26281,3,10,184567,52
26282,4,10,184566,52
26283,3,11,184569,52
26284,4,11,184568,52
26285,3,12,184571,52
26286,4,12,184570,52
26287,3,13,184573,52
26288,4,13,184572,52
26289,3,14,184575,52
26290,4,14,184574,52
26291,3,15,184577,52
26292,4,15,184576,52
26293,3,16,184579,52
26294,4,16,184578,52
26295,3,0,184581,53
26296,4,0,184580,53
26297,3,1,184583,53
26298,4,1,184582,53
26299,3,2,184585,53
26300,4,2,184584,53
26301,3,3,184587,53
26302,4,3,184586,53
26303,3,4,184589,53
26304,4,4,184588,53
26305,3,5,184591,53
26306,4,5,184590,53
26307,3,6,184593,53
26308,4,6,184592,53
26309,3,7,184595,53
26310,4,7,184594,53
26311,3,8,184597,53
26312,4,8,184596,53
26313,3,9,184599,53
26314,4,9,184598,53
26315,3,10,184601,53
26316,4,10,184600,53
26317,3,11,184603,53
26318,4,11,184602,53
26319,3,12,184605,53
26320,4,12,184604,53
26321,3,13,184607,53
26322,4,13,184606,53
26323,3,14,184609,53
26324,4,14,184608,53
26325,3,15,184611,53
26326,4,15,184610,53
26327,3,16,184613,53
26328,4,16,184612,53
26329,3,0,184615,54
26330,4,0,184614,54
26331,3,1,184617,54
26332,4,1,184616,54
26333,3,2,184619,54
26334,4,2,184618,54
26335,3,3,184621,54
26336,4,3,184620,54
26337,3,4,184623,54
26338,4,4,184622,54
26339,3,5,184625,54
26340,4,5,184624,54
26341,3,6,184627,54
26342,4,6,184626,54
26343,3,7,184629,54
26344,4,7,184628,54
26345,3,8,184631,54
26346,4,8,184630,54
26347,3,9,184633,54
26348,4,9,184632,54
26349,3,10,184635,54
26350,4,10,184634,54
26351,3,11,184637,54
26352,4,11,184636,54
26353,3,12,184639,54
26354,4,12,184638,54
26355,3,13,184641,54
26356,4,13,184640,54
26357,3,14,184643,54
26358,4,14,184642,54
26359,3,15,184645,54
26360,4,15,184644,54
26361,3,16,184647,54
26362,4,16,184646,54
26363,3,0,184649,55
26364,4,0,184648,55
26365,3,1,184651,55
26366,4,1,184650,55
26367,3,2,184653,55
26368,4,2,184652,55
26369,3,3,184655,55
26370,4,3,184654,55
26371,3,4,184657,55
26372,4,4,184656,55
26373,3,5,184659,55
26374,4,5,184658,55
26375,3,6,184661,55
26376,4,6,184660,55
26377,3,7,184663,55
26378,4,7,184662,55
26379,3,8,184665,55
26380,4,8,184664,55
26381,3,9,184667,55
26382,4,9,184666,55
26383,3,10,184669,55
26384,4,10,184668,55
26385,3,11,184671,55
26386,4,11,184670,55
26387,3,12,184673,55
26388,4,12,184672,55
26389,3,13,184675,55
26390,4,13,184674,55
26391,3,14,184677,55
26392,4,14,184676,55
26393,3,15,184679,55
26394,4,15,184678,55
26395,3,16,184681,55
26396,4,16,184680,55
26397,3,0,184683,56
26398,4,0,184682,56
26399,3,1,184685,56
26400,4,1,184684,56
26401,3,2,184687,56
26402,4,2,184686,56
26403,3,3,184689,56
26404,4,3,184688,56
26405,3,4,184691,56
26406,4,4,184690,56
26407,3,5,184693,56
26408,4,5,184692,56
26409,3,6,184695,56
26410,4,6,184694,56
26411,3,7,184697,56
26412,4,7,184696,56
26413,3,8,184699,56
26414,4,8,184698,56
26415,3,9,184701,56
26416,4,9,184700,56
26417,3,10,184703,56
26418,4,10,184702,56
26419,3,11,184705,56
26420,4,11,184704,56
26421,3,12,184707,56
26422,4,12,184706,56
26423,3,13,184709,56
26424,4,13,184708,56
26425,3,14,184711,56
26426,4,14,184710,56
26427,3,15,184713,56
26428,4,15,184712,56
26429,3,16,184715,56
26430,4,16,184714,56
26431,3,0,184717,57
26432,4,0,184716,57
26433,3,1,184719,57
26434,4,1,184718,57
26435,3,2,184721,57
26436,4,2,184720,57
26437,3,3,184723,57
26438,4,3,184722,57
26439,3,4,184725,57
26440,4,4,184724,57
26441,3,5,184727,57
26442,4,5,184726,57
26443,3,6,184729,57
26444,4,6,184728,57
26445,3,7,184731,57
26446,4,7,184730,57
26447,3,8,184733,57
26448,4,8,184732,57
26449,3,9,184735,57
26450,4,9,184734,57
26451,3,10,184737,57
26452,4,10,184736,57
26453,3,11,184739,57
26454,4,11,184738,57
26455,3,12,184741,57
26456,4,12,184740,57
26457,3,13,184743,57
26458,4,13,184742,57
26459,3,14,184745,57
26460,4,14,184744,57
26461,3,15,184747,57
26462,4,15,184746,57
26463,3,16,184749,57
26464,4,16,184748,57
26465,3,0,184751,58
26466,4,0,184750,58
26467,3,1,184753,58
26468,4,1,184752,58
26469,3,2,184755,58
26470,4,2,184754,58
26471,3,3,184757,58
26472,4,3,184756,58
26473,3,4,184759,58
26474,4,4,184758,58
26475,3,5,184761,58
26476,4,5,184760,58
26477,3,6,184763,58
26478,4,6,184762,58
26479,3,7,184765,58
26480,4,7,184764,58
26481,3,8,184767,58
26482,4,8,184766,58
26483,3,9,184769,58
26484,4,9,184768,58
26485,3,10,184771,58
26486,4,10,184770,58
26487,3,11,184773,58
26488,4,11,184772,58
26489,3,12,184775,58
26490,4,12,184774,58
26491,3,13,184777,58
26492,4,13,184776,58
26493,3,14,184779,58
26494,4,14,184778,58
26495,3,15,184781,58
26496,4,15,184780,58
26497,3,16,184783,58
26498,4,16,184782,58
26499,3,0,184785,59
26500,4,0,184784,59
26501,3,1,184787,59
26502,4,1,184786,59
26503,3,2,184789,59
26504,4,2,184788,59
26505,3,3,184791,59
26506,4,3,184790,59
26507,3,4,184793,59
26508,4,4,184792,59
26509,3,5,184795,59
26510,4,5,184794,59
26511,3,6,184797,59
26512,4,6,184796,59
26513,3,7,184799,59
26514,4,7,184798,59
26515,3,8,184801,59
26516,4,8,184800,59
26517,3,9,184803,59
26518,4,9,184802,59
26519,3,10,184805,59
26520,4,10,184804,59
26521,3,11,184807,59
26522,4,11,184806,59
26523,3,12,184809,59
26524,4,12,184808,59
26525,3,13,184811,59
26526,4,13,184810,59
26527,3,14,184813,59
26528,4,14,184812,59
26529,3,15,184815,59
26530,4,15,184814,59
26531,3,16,184817,59
26532,4,16,184816,59
26533,3,0,184819,60
26534,4,0,184818,60
26535,3,1,184821,60
26536,4,1,184820,60
26537,3,2,184823,60
26538,4,2,184822,60
26539,3,3,184825,60
26540,4,3,184824,60
26541,3,4,184827,60
26542,4,4,184826,60
26543,3,5,184829,60
26544,4,5,184828,60
26545,3,6,184831,60
26546,4,6,184830,60
26547,3,7,184833,60
26548,4,7,184832,60
26549,3,8,184835,60
26550,4,8,184834,60
26551,3,9,184837,60
26552,4,9,184836,60
26553,3,10,184839,60
26554,4,10,184838,60
26555,3,11,184841,60
26556,4,11,184840,60
26557,3,12,184843,60
26558,4,12,184842,60
26559,3,13,184845,60
26560,4,13,184844,60
26561,3,14,184847,60
26562,4,14,184846,60
26563,3,15,184849,60
26564,4,15,184848,60
26565,3,16,184851,60
26566,4,16,184850,60
26567,3,0,184853,61
26568,4,0,184852,61
26569,3,1,184855,61
26570,4,1,184854,61
26571,3,2,184857,61
26572,4,2,184856,61
26573,3,3,184859,61
26574,4,3,184858,61
26575,3,4,184861,61
26576,4,4,184860,61
26577,3,5,184863,61
26578,4,5,184862,61
26579,3,6,184865,61
26580,4,6,184864,61
26581,3,7,184867,61
26582,4,7,184866,61
26583,3,8,184869,61
26584,4,8,184868,61
26585,3,9,184871,61
26586,4,9,184870,61
26587,3,10,184873,61
26588,4,10,184872,61
26589,3,11,184875,61
26590,4,11,184874,61
26591,3,12,184877,61
26592,4,12,184876,61
26593,3,13,184879,61
26594,4,13,184878,61
26595,3,14,184881,61
26596,4,14,184880,61
26597,3,15,184883,61
26598,4,15,184882,61
26599,3,16,184885,61
26600,4,16,184884,61
26601,3,0,184887,62
26602,4,0,184886,62
26603,3,1,184889,62
26604,4,1,184888,62
26605,3,2,184891,62
26606,4,2,184890,62
26607,3,3,184893,62
26608,4,3,184892,62
26609,3,4,184895,62
26610,4,4,184894,62
26611,3,5,184897,62
26612,4,5,184896,62
26613,3,6,184899,62
26614,4,6,184898,62
26615,3,7,184901,62
26616,4,7,184900,62
26617,3,8,184903,62
26618,4,8,184902,62
26619,3,9,184905,62
26620,4,9,184904,62
26621,3,10,184907,62
26622,4,10,184906,62
26623,3,11,184909,62
26624,4,11,184908,62
26625,3,12,184911,62
26626,4,12,184910,62
26627,3,13,184913,62
26628,4,13,184912,62
26629,3,14,184915,62
26630,4,14,184914,62
26631,3,15,184917,62
26632,4,15,184916,62
26633,3,16,184919,62
26634,4,16,184918,62
26635,3,0,184921,63
26636,4,0,184920,63
26637,3,1,184923,63
26638,4,1,184922,63
26639,3,2,184925,63
26640,4,2,184924,63
26641,3,3,184927,63
26642,4,3,184926,63
26643,3,4,184929,63
26644,4,4,184928,63
26645,3,5,184931,63
26646,4,5,184930,63
26647,3,6,184933,63
26648,4,6,184932,63
26649,3,7,184935,63
26650,4,7,184934,63
26651,3,8,184937,63
26652,4,8,184936,63
26653,3,9,184939,63
26654,4,9,184938,63
26655,3,10,184941,63
26656,4,10,184940,63
26657,3,11,184943,63
26658,4,11,184942,63
26659,3,12,184945,63
26660,4,12,184944,63
26661,3,13,184947,63
26662,4,13,184946,63
26663,3,14,184949,63
26664,4,14,184948,63
26665,3,15,184951,63
26666,4,15,184950,63
26667,3,16,184953,63
26668,4,16,184952,63
26669,3,0,184955,64
26670,4,0,184954,64
26671,3,1,184957,64
26672,4,1,184956,64
26673,3,2,184959,64
26674,4,2,184958,64
26675,3,3,184961,64
26676,4,3,184960,64
26677,3,4,184963,64
26678,4,4,184962,64
26679,3,5,184965,64
26680,4,5,184964,64
26681,3,6,184967,64
26682,4,6,184966,64
26683,3,7,184969,64
26684,4,7,184968,64
26685,3,8,184971,64
26686,4,8,184970,64
26687,3,9,184973,64
26688,4,9,184972,64
26689,3,10,184975,64
26690,4,10,184974,64
26691,3,11,184977,64
26692,4,11,184976,64
26693,3,12,184979,64
26694,4,12,184978,64
26695,3,13,184981,64
26696,4,13,184980,64
26697,3,14,184983,64
26698,4,14,184982,64
26699,3,15,184985,64
26700,4,15,184984,64
26701,3,16,184987,64
26702,4,16,184986,64
26703,3,0,184989,65
26704,4,0,184988,65
26705,3,1,184991,65
26706,4,1,184990,65
26707,3,2,184993,65
26708,4,2,184992,65
26709,3,3,184995,65
26710,4,3,184994,65
26711,3,4,184997,65
26712,4,4,184996,65
26713,3,5,184999,65
26714,4,5,184998,65
26715,3,6,185001,65
26716,4,6,185000,65
26717,3,7,185003,65
26718,4,7,185002,65
26719,3,8,185005,65
26720,4,8,185004,65
26721,3,9,185007,65
26722,4,9,185006,65
26723,3,10,185009,65
26724,4,10,185008,65
26725,3,11,185011,65
26726,4,11,185010,65
26727,3,12,185013,65
26728,4,12,185012,65
26729,3,13,185015,65
26730,4,13,185014,65
26731,3,14,185017,65
26732,4,14,185016,65
26733,3,15,185019,65
26734,4,15,185018,65
26735,3,16,185021,65
26736,4,16,185020,65
26737,3,0,185023,66
26738,4,0,185022,66
26739,3,1,185025,66
26740,4,1,185024,66
26741,3,2,185027,66
26742,4,2,185026,66
26743,3,3,185029,66
26744,4,3,185028,66
26745,3,4,185031,66
26746,4,4,185030,66
26747,3,5,185033,66
26748,4,5,185032,66
26749,3,6,185035,66
26750,4,6,185034,66
26751,3,7,185037,66
26752,4,7,185036,66
26753,3,8,185039,66
26754,4,8,185038,66
26755,3,9,185041,66
26756,4,9,185040,66
26757,3,10,185043,66
26758,4,10,185042,66
26759,3,11,185045,66
26760,4,11,185044,66
26761,3,12,185047,66
26762,4,12,185046,66
26763,3,13,185049,66
26764,4,13,185048,66
26765,3,14,185051,66
26766,4,14,185050,66
26767,3,15,185053,66
26768,4,15,185052,66
26769,3,16,185055,66
26770,4,16,185054,66
26771,3,0,185057,67
26772,4,0,185056,67
26773,3,1,185059,67
26774,4,1,185058,67
26775,3,2,185061,67
26776,4,2,185060,67
26777,3,3,185063,67
26778,4,3,185062,67
26779,3,4,185065,67
26780,4,4,185064,67
26781,3,5,185067,67
26782,4,5,185066,67
26783,3,6,185069,67
26784,4,6,185068,67
26785,3,7,185071,67
26786,4,7,185070,67
26787,3,8,185073,67
26788,4,8,185072,67
26789,3,9,185075,67
26790,4,9,185074,67
26791,3,10,185077,67
26792,4,10,185076,67
26793,3,11,185079,67
26794,4,11,185078,67
26795,3,12,185081,67
26796,4,12,185080,67
26797,3,13,185083,67
26798,4,13,185082,67
26799,3,14,185085,67
26800,4,14,185084,67
26801,3,15,185087,67
26802,4,15,185086,67
26803,3,16,185089,67
26804,4,16,185088,67
26805,3,0,185091,68
26806,4,0,185090,68
26807,3,1,185093,68
26808,4,1,185092,68
26809,3,2,185095,68
26810,4,2,185094,68
26811,3,3,185097,68
26812,4,3,185096,68
26813,3,4,185099,68
26814,4,4,185098,68
26815,3,5,185101,68
26816,4,5,185100,68
26817,3,6,185103,68
26818,4,6,185102,68
26819,3,7,185105,68
