ID,Name_lang,Description_lang,ReputationIndex,ParentFactionID,Expansion,FriendshipRepID,Flags,ParagonFactionID,RenownFactionID,RenownCurrencyID,RenownThresholdCurveID,ReputationClassMask[0],ReputationClassMask[1],ReputationClassMask[2],ReputationClassMask[3],ReputationFlags[0],ReputationFlags[1],ReputationFlags[2],ReputationFlags[3],ReputationBase[0],ReputationBase[1],ReputationBase[2],ReputationBase[3],ReputationMax[0],ReputationMax[1],ReputationMax[2],ReputationMax[3],ParentFactionMod[0],ParentFactionMod[1],ParentFactionCap[0],ParentFactionCap[1],ReputationRaceMasks0[0],ReputationRaceMasks0[1],ReputationRaceMasks1[0],ReputationRaceMasks1[1],ReputationRaceMasks2[0],ReputationRaceMasks2[1],ReputationRaceMasks3[0],ReputationRaceMasks3[1]
575,"Furbolg, Uncorrupted",,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
576,Timbermaw Hold,"As one of the last uncorrupted furbolg tribes, the Timbermaw seek to preserve their spiritual ways and end the suffering of their brethren.",35,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-3500,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
577,Everlook,This trading post is run by the goblins of the Steamwheedle Cartel and it sits in the crossroads of Winterspring's main trade routes.,28,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,42999,0,0,0,1,0.5,7,5,-1,-1,0,0,0,0,0,0
589,Wintersaber Trainers,This small group of reclusive night elves raises and trains wintersabers in the Winterspring area.,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-42000,0,0,0,-42000,42999,0,0,1,1,5,5,1309324210,-1440044374,-1321907123,1427461461,0,0,0,0
609,Cenarion Circle,The druids of Cenarion Circle are guardians of nature and make their home in tranquil Moonglade.,36,0,0,0,0,0,0,0,0,479,1024,0,0,16,16,0,0,0,2000,0,0,42999,42999,0,0,1,1,5,5,-1,-1,40,3,0,0,0,0
629,Shatterspear Trolls,,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
630,Ravasaur Trainers,"The ravasaurs of Un'Goro Crater are incredibly deadly, but a few individuals have learned how to tame them.",38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-42000,0,0,0,-42000,42999,0,0,1,1,5,5,-1321907123,1427461461,1309324210,-1440044374,0,0,0,0
649,Majordomo Executus,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
669,Beast - Carrion Bird,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
670,Beast - Cat,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
671,Beast - Crab,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
672,Beast - Crocilisk,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
673,Beast - Hyena,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
674,Beast - Owl,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
675,Beast - Scorpid,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
676,Beast - Tallstrider,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
677,Beast - Turtle,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
678,Beast - Wind Serpent,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
679,Training Dummy,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
689,"Dragonflight, Black - Bait",,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
709,Battleground Neutral,,39,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
729,Frostwolf Clan,The Frostwolf Clan seeks to drive out the dwarves of the Stormpike Expedition from Alterac Valley.,41,892,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,5,5,1309324210,-1440044374,-1321907123,1427461461,0,0,0,0
730,Stormpike Guard,"The Stormpike Dwarves have set up residence in Alterac Valley, where they're locked in battle with the Frostwolf Orcs.",40,891,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,5,5,-1321907123,1427461461,1309324210,-1440044374,0,0,0,0
749,Hydraxian Waterlords,These elementals have made their home on the islands east of Azshara.  Sworn enemies of the armies of Ragnaros.,42,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
750,Sulfuron Firelords,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
769,Gizlock's Dummy,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
770,Gizlock's Charm,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
771,Gizlock,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
789,Moro'gai,,43,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
790,Spirit Guide - Alliance,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
809,Shen'dralar,"A remnant of the once powerful elves living in Dire Maul, yet still wise and knowledgeable about great secrets.",44,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
829,Ogre (Captain Kromcrush),,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
849,Spirit Guide - Horde,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
869,Jaedenar,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
889,Warsong Outriders,"Fierce orcs of the Warsong Clan, locked in battle against the Silverwing Sentinels in Warsong Gulch.",46,892,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,7,7,1309324210,-1440044374,-1321907123,1427461461,0,0,0,0
890,Silverwing Sentinels,"Staunch defenders of Ashenvale, locked in battle against the Warsong Outriders in Warsong Gulch.",45,891,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,7,7,-1321907123,1427461461,1309324210,-1440044374,0,0,0,0
891,Alliance Forces,,47,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,-42000,0,0,42999,-42000,0,0,1,1,5,5,-1321907123,1427461461,1309324210,-1440044374,0,0,0,0
892,Horde Forces,,48,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,0,-42000,0,0,42999,-42000,0,0,1,1,5,5,1309324210,-1440044374,-1321907123,1427461461,0,0,0,0
893,Revantusk Trolls,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
909,Darkmoon Faire,A traveling fair that showcases the weird and the extraordinary.  Often spotted in Elwynn Forest and Mulgore.,50,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
910,Brood of Nozdormu,The descendants of the Bronze Dragonflight are the guardians of time and care little for the mortal races.,54,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-42000,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
912,Might of Kalimdor,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
915,Armies of C'Thun,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
916,Silithid Attackers,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
917,The Ironforge Brigade,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
918,RC Enemies,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
919,RC Objects,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
920,Red,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
921,Blue,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
928,Scourge Invaders,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
931,Test Faction (not a real faction),This faction only exists to test the editing of faction names and descriptions...,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
950,ToWoW - Flag,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
951,ToWoW - Flag Trigger Alliance (DND),,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
954,ToWoW - Flag Trigger Horde (DND),,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
1041,Frenzy,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2402,CTF - Flag - Horde,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,CTF - Flag - Alliance,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,"Dragonflight, Chromatic",,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2586,Azeroth Commerce Authority,"Originally commissioned to facilitate trade across the Eastern Kingdoms, the ACA now maintains supply routes to Alliance forces worldwide.",49,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,0,0,-1321907123,1427461461,1309324210,-1440044374,0,0,0,0
2587,Durotar Supply and Logistics,The Horde's robust supply network fuels its rapid expansion across Kalimdor and beyond.,55,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,5,5,1309324210,-1440044374,-1321907123,1427461461,0,0,0,0
2588,S03 - Scarlet Crusade Disguise,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,Blood Moon,"The skies are red, and your senses are overpowered with the thirst for blood!",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2641,Emerald Wardens,"A hastily-organized group of Druids, working with both the Alliance and the Horde to stop the Nightmare Incursions.",56,0,0,0,0,0,0,0,0,-1,0,0,0,4,0,0,0,0,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
2646,S03 - 50 - Tanaris Arena Opponent,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,S03 - 60 - Western Plaguelands - Mage Runecarving,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,Elemental (The Molten Core Adds),,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,Hydraxian (The Molten Core Adds),,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,Order of the Silver Hand,A monastic order of holy warriors sworn to the service of the king of Lordaeron.,-1,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,0,0,0,0,0,0,0
2686,S03 - Scourge Disguise,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2687,Hunter Quest Boss (Tamed Beast),,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2719,Cenarion Scouts,The Cenarion Scouts are young nature enthusiasts dedicated to exploring and protecting the wilds of Azeroth.,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
2721,S03 - Scarlet Crusade,Used for Naxxramas NPCs,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,0,0,0,0,0,0,0
2723,S03 - New Avalon - Scarlet Crusade - Disguise,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2724,S03 - New Avalon - Scarlet Crusade - Patrollers,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,1.50.0 - Hyjal Attunement - Leyara,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,1.50.0 - Hyjal Attunement - Gol'gere,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,Kirin Tor,An elite cadre of the most powerful wizards in the world and the ruliung conclave of magi that leads the magical nation of Dalaran.,58,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17,0,-12000,-42000,3000,0,42999,0,42999,0,1,1,7,5,77,0,1309324210,-1440044374,0,1,0,0
2741,Kirin Tor - Broken,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,Timbermaw Hold - Unbound Spirit - Enemies,,-1,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,Timbermaw Hold - Unbound Spirit - Allies,,-1,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2747,Barkskin Burrow,"The Barkskin are among the few furbolg tribes untouched by corruption, and dedicate themselves to safeguarding their spiritual heritage to bring harmony back to Hyjal.",59,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-3400,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
2748,Shen'dorei,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2749,Al'Aketh,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2753,Deadwood Furbolg,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2754,CTF - Flag - Neutral,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,Hyjal Skunk,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2757,Zephras Peackeepers,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,Nightclaw Druids,"The secretive druids of the Shadowgale Forest. They operate independently, apart from any other faction on Zephras Isle.",61,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,42999,0,0,0,1,1,3,3,0,3,0,0,0,0,0,0
2759,Neutral Can Attack,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2760,Neutral Both But Horde Can Attack,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2761,Fenwick,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2765,Guardians of Hyjal,"Charged with the protection of preservation of Mount Hyjal, this splinter faction of the Cenarion Circle welcome any who are willing to push back the forces of evil.",62,0,0,0,0,0,0,0,0,-1,0,0,0,16,0,0,0,0,0,0,0,42999,0,0,0,1,1,5,5,-1,-1,0,0,0,0,0,0
2768,The Blackthorne Pact,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2769,Gelkis Outcasts,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,Beast - Predatory Stag,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2778,Windshapers,The Windshapers are shamanistic spiritual leaders of the Skyborne people on Zephras Isle. They honor the elements and seek to gain a better understanding of the nature of the elemental plane to protect the shen'dorei way of life within Skywall.,70,0,0,0,0,0,0,0,0,0,0,0,0,17,6,16,0,3100,-42000,0,0,42999,-42000,42999,0,1,0,7,4,0,2,-1321907123,1427461461,178,0,0,0
2779,High Order,"The High Order are the Skyborne descendants of the Highborne magisters of Eldre'Thalas. Having spent the past 10,000 years in the realm of Skywall, members of the High Order seek to reclaim the ancient arcane knowledge of their forebears.",75,0,0,0,0,0,0,0,0,0,0,0,0,17,6,16,0,3100,-42000,0,0,42999,-42000,42999,0,1,0,7,4,0,1,1309324210,-1440044374,77,0,0,0
2782,Bolder'ok Clan,"Exiled for betraying their false prophets, these former members of the Twilight's Hammer seek to forge their own path.",63,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,1,-42000,0,0,42999,-42000,0,0,1,0.25,7,5,1309324210,-1440044374,-1321907123,1427461461,0,0,0,0
2785,Cenarion Circle (Legendary Event),,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,Replace,"The Barkskin are among the few furbolg tribes untouched by corruption, and dedicate themselves to safeguarding their spiritual heritage to bring harmony back to Hyjal.",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2787,Earthen Ring,The Earthen Ring is a loose collective of horde-aligned shamans and druids who seek to maintain and nurture the balance of nature on Azeroth.,65,0,0,0,0,0,0,0,0,0,0,0,0,16,4,16,0,0,-42000,500,0,12500,-42000,12500,0,1,1,5,5,178,0,-1321907123,1427461461,0,2,0,0
2788,Ashen Reign,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2789,Ashen Reign - Warlock Disguise,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2790,CTF - Flag - Neutral,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,"PLAYER, Windshaper Skyborne",,-1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2795,"PLAYER, High Order Skyborne",,-1,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0
2797,OLD,Elite members of night elf society.,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2798,Darkspear Raiders,"Loyal to the troll nation, the Darkspear Raiders battle the Theramore Expeditionary Force for control of their ancestral Darkspear Islands.",67,892,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,7,7,1309324210,-1440044374,-1321907123,1427461461,0,0,0,0
2799,Theramore Expeditionary Force,"Loyal partisans for their city, the Theramore Expeditionary Force battles the Darkspear Raiders for control of the so-called Darkspear Islands.",68,891,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,-42000,0,0,42999,-42000,0,0,0,0,7,7,-1321907123,1427461461,1309324210,-1440044374,0,0,0,0
2800,PvP Rank Points,,69,0,0,0,74,0,0,3473,103650,-1,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
2801,Neutral Both But Alliance Can Attack,,74,0,0,0,104,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,6000,6000,0,0,1,1,7,7,0,0,1309324210,-1440044374,0,0,0,0
2802,Legacy Track,,64,0,0,0,78,0,0,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,DNT Test Reputation,Will it break? Let's find out!,66,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,42000,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
2813,Syndicate Disguise,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,The Watchers,An order of powerful jailers and marshals of night elf society. They stand vigilant to ensure that no threat can ever escape their extensive underground network of prisons.,71,0,0,0,0,0,0,0,0,-1,0,0,0,16,0,0,0,0,0,0,0,42999,0,0,0,1,1,7,7,-1,-1,0,0,0,0,0,0
2826,Brotherhood of the Horse,"Outcast members of Stormwind's cavalry, these former riders started anew in the unexplored lands along the eastern coast, establishing their home, new relationships, and trade routes.",72,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,1,-42000,0,0,42999,-42000,0,0,1,0.25,7,5,-1321907123,1427461461,1309324210,-1440044374,0,0,0,0
2827,Powderfuse,"A strong arm of the Steamwheedle Cartel, this port is home to seafaring sailors and back-alley dealers spanning the eastern sea trading routes.",73,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,42999,0,0,0,1,0.5,7,5,-1,-1,0,0,0,0,0,0
