ID,Name_lang,Flags,UsesPerWeek,MaxCharges,ChargeRecoveryTime,TypeMask
1618,Class - Warrior - Defensive Stance,0,0,0,0,1
1619,Demon Hunter - Fel Barrage,0,0,5,30000,0
1620,Class - Hunter - Explosive Round Detonation,0,0,0,0,1
1621,Demon Hunter - Blur,0,0,0,0,0
1623,Class - Warrior - Colossus Smash,0,0,0,0,1
1624,Artifact - Balance Druid - Active Ability,0,0,3,15000,0
1625,Monk - Craft: Nimble Brew,0,0,2,60000,1
1626,Class - Shaman - Cloudburst Totem,0,0,1,1000,1
1627,Class - Paladin - Crusader Strike,0,0,1,6000,5
1628,Class - Hunter - Serpentine Shot,0,0,2,12000,1
1629,Class - Paladin - Word of Glory,0,0,2,60000,1
1630,Artifact - Destruction Warlock - Dimensional Rift,16,0,3,45000,0
1631,Item - 7.0 - Trinket - Vampyr's Kiss,0,0,3,20000,0
1632,Class - Mage - Shimmer,0,0,2,25000,9
1633,Mage - Fire - Talent - Phoenix Flames,0,0,2,25000,1
1634,Class - Shaman - Boulderfist,0,0,2,7500,1
1635,Class - Hunter - Harpoon,0,0,1,30000,1
1636,Follower Ability - Warlock - Eredar Twins - Summon Twins,0,0,2,180000,0
1637,Class - Paladin - Retribution - Blessed Hammer,0,0,3,4500,1
1638,Class - Paladin - Zeal 2.0,0,0,3,4000,1
1639,Class - Paladin - Crusader Flurry 2.0,0,0,2,4500,1
1640,Demon Hunter - Blade Dance,0,0,0,0,0
1641,Class - Death Knight - Vampiric Blood,0,0,1,90000,1
1642,Class - Death Knight - Epidemic,0,0,3,10000,1
1643,Class - Paladin - Rule of Law,0,0,2,30000,1
1644,Class - Death Knight - Blood Tap,0,0,2,60000,1
1645,Class - Death Knight - Rune Tap,0,0,2,25000,1
1646,Class - Monk - Healing Elixirs,0,0,2,30000,1
1647,7.0 Suramar: (DLA) - Feed Thalyssra,0,0,0,0,0
1648,7.0 Suramar: (DLA) - Feed Valtrois,0,0,0,0,0
1649,7.0 Suramar: (DLA) - Feed Oculeth,0,0,0,0,0
1650,Death Knight - Unholy - Army of the Dead,0,0,0,480000,0
1651,Class - Paladin - Bestow Faith,0,0,2,12000,1
1652,7.0 Artifacts - Frost Death Knight - Sindragosa's Fury,32,0,0,0,0
1653,Enhancement Shaman - Feral Spirits,48,0,0,120000,0
1654,7.0 Suramar - City Buff Group Cooldown,0,0,0,0,0
1655,Class - Shaman - Hex,0,0,0,0,1
1656,Class - Hunter - Sentinel,0,0,2,30000,1
1657,Item - 7.0 - Trinket - Eyasu's Mulligan,0,0,0,120000,0
1658,Item - 7.0 - Trinket - Eyasu's Mulligan (Self),0,0,0,1000,0
1659,Class - Paladin - Blessed Hammer,0,0,3,6000,1
1660,Void Bolt,0,0,0,0,0
1661,zzOldClass - Paladin - Divine Steed,0,0,1,45000,9
1662,Class - Paladin - Divine Steed,0,0,1,45000,9
1663,Class - Paladin - Judgment,0,0,1,12000,37
1664,7.1 Dalaran - Toy - Wand of Simulated Life,0,0,1,600000,0
1665,7.0 Professions - Fishing - Undercurrent,0,0,0,0,0
1666,Item - 7.1 - Karazhan - Ring of Collapsing Futures,0,0,0,0,0
1667,Class - Paladin - Hand of the Protector,0,0,1,15000,1
1668,Class - Paladin - Light of the Protector,0,0,1,17000,1
1669,Follower Manager - Toggle Bodyguard Type,0,0,0,0,0
1670,Class - Warrior - Recklessness,0,0,0,0,1
1671,Class - Mage - Evocation,0,0,1,90000,1
1672,Class - Warrior - Raging Blow,0,0,1,8000,1
1673,Priest - Holy Word: Serenity,0,0,1,60000,1
1674,Class - Hunter - Dire Beast,0,0,2,12000,1
1675,Class - Hunter - Barbed Shot,0,0,2,12000,1
1676,Demon Hunter - Immolation Aura,0,0,1,30000,1
1677,Teleport - Brawler's Guild (Ring),0,0,0,0,0
1680,Class - Warrior - Overpower,0,0,1,12000,1
1681,7.2.5 Holiday - Transmog - Vote,0,0,0,0,0
1682,Nethershard,0,0,0,0,0
1683,Item - 7.2 - Trinket - The Deceiver's Grand Design,16,0,2,120000,0
1686,Item - Artifact Power,0,0,0,0,0
1687,GBerger Test - Arms,0,0,0,2000,0
1688,7.2.5 Chromie Scenario - Chromie - Expunge - DQV,0,0,0,0,0
1689,7.3 Argus Raid - Eonar - Surge of Life - LFR,48,0,2,45000,0
1690,Class - Priest - Power Word: Radiance,0,0,1,20000,1
1691,Holiday - Masks,0,0,0,0,0
1692,Class - Warrior - Shield Reflection,0,0,1,25000,1
1693,Demon Hunter - Vengeance - Empower Wards,0,0,1,20000,0
1694,Class - Rogue - Symbols of Death,0,0,1,30000,1
1702,Item - 7.3 - Trinket - Essence of the Hounds,0,0,0,0,0
1703,8.0 Kul Tiras: (DLA) - Azerite Cannonball,0,0,10,600000,0
1705,8.0 Loa - Zuldazar,0,0,0,90000,0
1706,8.0 Kul Tiras: (DLA) - Estate - Horse - Rapid Dash,0,0,2,2500,0
1707,7.3 Argus Raid - Eonar - Surge of Life - Normal,48,3,3,0,0
1708,7.3 Argus Raid - Eonar - Surge of Life - Heroic,48,0,2,0,0
1709,7.3 Argus Raid - Eonar - Surge of Life - Mythic,48,0,1,0,0
1710,PvP - Parachute (Azerite BG),0,0,4,6000,0
1711,Item - Healthstone,4,0,0,0,0
1712,Class - Rogue - Blade Flurry,0,0,2,25000,1
1713,Class - Hunter - Dragonsfire Grenade,0,0,1,12000,1
1714,Kramer Hunter Test - Arcane Shot,0,0,3,6000,0
1715,Class - Hunter - Aimed Shot,0,0,2,12000,1
1716,Class - Hunter - Wildfire Bomb,0,0,1,18000,1
1717,Class - Warlock - Life tap,0,0,3,30000,1
1720,8.0 Islands - AI - Razak's Roughriders - Dizzy Dina - Automatic Explosive Ejector,0,0,2,10000,0
1721,8.0 Islands - AI - Gazlowe's Greasemonkeys - Gazlowe - POW-R Amp Platform - Summon,0,0,2,30000,0
1722,Racial - Void Elf - Spatial Rift,0,0,0,0,0
1723,Class - Hunter - Harpoon/Disengage Shared,0,0,0,0,1
1724,8.0 Tortollan World Quests - Logo - Issue Command - Laser,0,0,1,99999999,0
1725,"8.0 Tortollan World Quests - Logo - Issue Command - Loh, Go!",0,0,1,99999999,0
1726,Class - Death Knight - Runic Strike,0,0,2,60000,1
1727,Class - Druid - New/Half/Full Moon,0,0,3,20000,1
1828,8.0 War Campaign - Alliance - Chapter 5 - Void Dash - (STM),0,0,3,3000,0
1829,PvP - Warlock - Curses,0,0,0,0,0
1830,Hunter - Command Pet - Survival of the Fittest,48,0,0,180000,1
1831,Item - 8.0 - Hozen - Regenerating Banana Bunch,0,0,6,14400000,0
1832,Shaman - Enhance - Ethereal Form,0,0,0,0,0
1833,PvP - Shadow - Hallucinations,0,0,0,0,0
1834,Class - Death Knight - Summon Gargoyle/Dark Arbiter,0,0,1,180000,1
1836,Item - PvP - Defensive Trinket,0,0,0,0,0
1837,Warrior - Core - Bloodthirst,0,0,1,4500,1
1838,8.1.5 PVP - AI - Monk - Roll,0,0,2,12000,9
1839,Item - 8.1 - Crowns of Opulence,0,0,0,0,0
1840,8.1.5 Jewelcrafting Shrines,8,0,0,0,0
1841,Racial - Zandalari Troll - Embrace the Loa,0,0,0,0,0
1844,Maw Prototype - Invoke Armaments,0,0,1,20000,0
1847,Maw Prototype - Sunrise,0,0,0,0,0
1848,8.2 Mechagon - Racetrack - Generic - 2 Charges (JDA),0,0,2,20000,0
1849,Item - 8.1 - Automatic Defensive Trinket,0,0,0,0,0
1850,Item - 8.1.5 - Trinket - Lurker's Insidious Gift,0,0,0,0,0
1851,8.2 Holidays - Brewfest - Chowdown - Brew (JLW),0,0,3,10000,0
1852,8.2 - Azerite Essences - Everburning Essence,0,0,1,30000,0
1854,Flight Master Whistle,0,0,1,300000,0
1855,8.3 Main Line - Ch 1 - Scenario - Power Beam - TSH,0,0,0,0,0
1858,8.2 Mechagon - Weapon Rack - Shared (JDA/MDE),0,0,0,0,0
1859,Venthyr - Expropriate,0,0,2,40000,0
1861,9.0 Covenant Exploration - Warlock - Kyrian - Blood Scythe - Area Trigger,0,0,3,45000,0
1864,GBerger Test Category,0,0,0,0,0
1865,Class - Warrior - Mobility Shared Cooldown,0,0,0,0,0
1870,9.0 Revendreth - Infrastructure Test (JDA),0,0,0,0,0
1871,9.0 - Revendreth - Ember Ward - Cinderwall - Ash Elemental Skills,0,0,0,0,0
1872,Mage - All -  Core - Wards,0,0,0,0,1
1873,Class - Hunter - Kill Shot,0,0,1,10000,1
1874,9.0 Professions - Engineering - Device,0,0,0,0,0
1875,9.0 Revendreth - Ember Court - Book Choice,0,0,0,0,0
1876,9.0 Dungeon - Necrotic Wake - Boss 3 - Escape - TJS,0,0,0,0,0
1877,Class - Death Knight - Death and Decay,0,0,1,30000,1
1879,Marileth - Kevin's Keyring,0,0,0,0,0
1881,9.0 Ardenweald - COV - MHZ - Ch 2 - Shadowhunter Blink - (STM),0,0,2,6000,0
1883,Emeni - Hearth Kidneystone,0,0,0,0,0
1884,9.0 Covenant - Soulshape,0,0,0,0,0
1885,Covenant - Kyrian - Druid - Soul Bond Activation,0,0,0,0,1
1886,9.0 Dungeon - Necrotic Wake - Boss 3 - Boss Creature - Summon,0,0,0,0,0
1887,Demon Hunter - Elysian Decree (9.x),0,0,1,60000,1
1888,Demon Hunter - Necrolord Class Ability (9.x),0,0,0,0,0
1889,Class - Rogue - Serrated Bone Spike,0,0,3,30000,1
1890,Class - Paladin - Blessing of Seasons,0,0,0,0,1
1891,9.0 Professions - Engineering - Tinker,0,0,0,0,0
1892,Professions - Engineering - Explosives,0,0,0,0,0
1893,Class - Shaman - Primordial Wave,0,0,1,45000,1
1894,Demon Hunter - The Hunt (9.x),0,0,0,0,0
1895,Class - Paladin - Hammer of Wrath,0,0,1,7500,1
1896,9.0 - Bastion - Path of Ascension - Soulbind - Kleia - Skill Cooldowns,0,0,0,0,0
1897,9.0 - Bastion - Path of Ascension - Soulbind - Pelagos - Skill Cooldowns,0,0,0,0,0
1898,Leap of Faith,0,0,2,90000,9
1899,9.0 Revendreth - Ember Court - Extra Action Weapons (JRC),0,0,0,0,0
1900,9.0 - Bastion - Path of Ascension - Soulbind - Bron/Mikanikos - Vehicle Summon Spell,0,0,0,0,0
1901,9.0 Covenant - Door of Shadows,0,0,1,60000,9
1902,Transmute - Alchemy (Shadowlands),8,0,0,0,0
1903,9.0 Maw - Tower - Vehicle - Defensive - KLH,0,0,1,12000,0
1904,9.0 Maw - Tower - Vehicle - Blink - KLH,0,0,1,15000,0
1905,Quest - Vehicle 2,0,0,0,0,0
1906,Spell Lock,0,0,0,0,1
1907,Class - Priest - Shadow Crash v2,48,0,3,45000,1
1908,Demon Hunter - Glaive Tempest,0,0,0,0,0
1909,9.0 Covenant - Phial of Serenity,36,0,0,0,0
1910,Class - Monk - Faeline Stomp,0,0,1,30000,1
1911,Class - Priest - Unholy Nova,0,0,2,90000,0
1912,Item - 9.0 Raid - Trinket - Soul Igniter,0,0,0,0,0
1913,9.0 Legendaries - Sephuz's Proclamation,0,0,0,0,0
1914,Class - Rogue - Venthyr - Flagellation,0,0,0,0,0
1915,9.0 Maldraxxus - Unique Quest Cooldown (MDE),0,0,0,0,0
1920,9.0 Maldraxxus - Harvesting Hook (MPK),0,0,0,0,0
1922,10.0 Zone 1 - Mechanical Dragon - Control Buitton (MDE),0,0,0,0,0
1924,9.0 Instruments of Bastion,0,0,0,0,0
1925,kramer test charge data,0,0,5,5000,0
1926,9.1 Raid - Torghast - Eye - Summon Lt. CD - PAH,0,0,0,0,0
1927,Class - Death Knight - Defile,0,0,1,20000,1
1929,Class - Warrior - Shield Wall,16,0,1,210000,1
1932,9.1 Maw - Torghast - Modifier Consumables,0,0,0,0,0
1933,Class - Monk - Revival,48,0,1,180000,1
1935,9.1 Professions - Alchemy - Color Bursts,0,0,0,0,0
1938,Covenant - Paladin - Necrolord - Vanquisher's Hammer,0,0,1,30000,1
1940,Priest - Inner Light & Inner Darkness,0,0,0,0,0
1941,Class - Death Knight - Death's Advance,0,0,1,45000,9
1942,6.0 Tradeskills - Enchanting,8,0,0,0,0
1943,9.1 - Dungeon - Broker City - Achievement Fruit Toss - 01 Summon - PAS,0,0,0,0,0
1944,Covenant - Priest - Venthyr - Mindgames,0,0,1,45000,0
1945,RC Toy - RRR - Ability - Tracking Missiles - JZB,0,0,3,10000,0
1947,Gladiator's Adaptation,0,0,0,0,0
1948,Class - Evoker - Hover,0,0,1,35000,1
1949,Class - Evoker - Fire Breath,0,0,0,0,1
1957,9.2 Raid - Progenitor - Terrestrial Keeper - Auto Attack Chain,0,0,0,0,0
1959,WoWLabs - BR: Game - Thrust,0,0,2,8000,0
1975,10.0 Explorers - Climb Vehicle (JDA),0,0,0,0,0
1976,10.0 Explorers - Climb Vehicle - Auto Grappler (JDA),0,0,0,0,0
1991,WoWLabs - BR: Spell - Offensive - Blessed Hammer,0,0,3,5000,32
1992,WoWLabs - BR: Spell - Offensive - Raise Dead,0,0,3,8000,32
1995,9.2 ZM - Cypher System - Core Mount - Ability - JZB,0,0,0,0,0
1996,9.2 ZM - Cypher System - Guardian Ability 01 - JZB,0,0,0,0,0
1998,9.2 ZM - Generic Ability (MDE),0,0,0,0,0
2000,EPL Test Category,0,0,0,0,0
2001,Alex Test Cooldown Category,0,0,0,0,0
2002,9.2 ZM - Cypher System - Guardian Ability 02 - JZB,0,0,0,0,0
2003,9.2 ZM - Cypher System - Guardian Ability 03 - JZB,0,0,0,0,0
2004,10.0 Gnoll - Bloodied Bite - PAH,0,0,0,0,0
2005,10.0 Explorers - Camera Vehicle (JDA),0,0,0,0,0
2006,Item - 9.0 WQ - Bastion - Trinket - Instructor's Divine Bell - Mastery Use,0,0,1,90000,0
2007,Items - 9.2 Raid - Trinket - Scars of Fraternal Strife,0,0,0,0,0
2010,Class - Evoker - Preservation - Reversion,0,0,1,9000,1
2011,10.0 Professions - Alchemy - Fun Incense,0,0,0,0,0
2012,10.0 Professions - Alchemy - Phial - Utility - Feign Death,0,0,0,0,0
2013,10.0 Professions - Alchemy - Potion Cauldrons,0,0,0,0,0
2014,10.0 Professions - Alchemy - Pooka Cauldron,0,0,0,0,0
2017,BLB - Falling Star - Gear,0,0,0,0,0
2020,Racial - Dracthyr - Soar - Dragonriding Flight - Surge Forward,0,0,2,300000,0
2022,10.0 Professions - Tailoring - Dragoncloth Crafting CD,0,0,4,10000,0
2023,10.0 Professions - Jewelcrafting - Gem Bags,0,0,0,0,0
2027,10.0 Professions - Jewelcrafting - Carvings,0,0,0,0,0
2028,Racial - Dracthyr - Soar - Shared,0,0,0,0,0
2030,10.0 Professions - Jewelcrafting - Kalu'ak Figurine,0,0,0,0,0
2031,Class - Mage - Flurry,0,0,1,30000,1
2032,Class - Rogue - Thistle Tea,48,0,3,60000,1
2033,10.0 Raid - Primalist - Boss - Quarry - Detonating Smash (2 Cast) - SRC,0,0,0,0,0
2034,10.0 Professions - Alchemy - Experimentation,0,0,0,0,0
2035,Class - Evoker - Rewind,48,0,1,240000,1
2036,Class - Warrior - Shield Reflection - Prot,0,0,1,20000,1
2037,10.0 Azure - Ch 4 - Arcane Disc - Nova - (STM),0,0,3,10000,0
2038,10.0 Professions - Alchemy - Transmute,128,0,7,86400000,0
2039,Mass Polymorph,0,0,0,0,0
2040,Class - Death Knight - Abomination Limb,0,0,0,0,0
2041,Class - Evoker - Time Stop PvP Talent,0,0,0,0,0
2042,10.0 Professions - Darkmoon Decks,0,0,0,0,0
2043,10.0 Professions - Engineering - Air Strike,0,0,0,0,0
2044,Scroll of Sales,0,0,0,0,0
2045,Class - Mage - Arcane Orb,0,0,1,20000,0
2046,Class - Mage - Radiant Spark,0,0,0,0,0
2047,WoWLabs - BR: Dragonriding - Surge Forward,0,0,2,10000,0
2048,WoWLabs - BR: Dragonriding - Ascend,0,0,1,10000,0
2049,10.0 Professions - Engineering - Combat Resurrection,0,0,0,0,0
2050,Skull Banner,0,0,0,0,0
2051,10.0 Professions - Engineering - PvP Flare Gun,0,0,0,0,0
2052,Class - Rogue - Dreadblades,32,0,1,90000,0
2053,Class - Evoker - Empower Spells,0,0,0,0,1
2054,Class - Evoker - Dream Breath,0,0,0,0,1
2055,Class - Evoker - Spiritbloom,0,0,0,0,1
2056,Class - Warrior - Shield Charge,0,0,1,45000,9
2057,Class - Warrior - Stance Cooldown,0,0,0,3000,1
2058,Class - Rogue - Vanish,48,0,1,120000,1
2060,WoWLabs - BR: Spell - Offensive - Astral Storm,0,0,3,10000,32
2061,10.0 Professions - Tailoring - Azureweave Bolt,128,0,10,60480000,0
2062,Class - Shaman - Cloudburst Totem Charge,0,0,0,45000,1
2063,10.0 Professions Quest - Intro - Goblin Gyrocopter (MA),0,0,0,0,1
2064,Hunter - Command Pet - Fortitude of the Bear,48,0,0,120000,1
2065,10.0 Dungeon - Centaur - Dragon Hunt - Boss - Eruption (1 Timer Aura) - JDK,32,0,0,0,0
2066,Item - Toy Mailbox,0,0,0,0,0
2067,Class - Hunter - BM Kill Command,0,0,1,7500,1
2068,10.0 Professions - Herbalism - Overload,0,0,0,0,0
2070,Class - Paladin - Intercession,0,0,0,0,0
2071,10.0 Professions - Enchanting - Illusion - Costume - Elemental,0,0,0,0,0
2072,10.0 Unique Creature - Trinket - Innumerable Ruination - (0) Unstable Arcane Cell - Points - ZGS,0,0,0,0,0
2073,Class - Warrior - Ravager,0,0,1,90000,1
2074,Class - Shaman - Stormkeeper (Elemental),0,0,0,60000,0
2075,Class - Priest - Holy Word: Sanctify,0,0,1,60000,0
2076,10.0 Professions - Skinning - Elusive Creature Bait,0,0,0,0,0
2077,Class - Shaman - Elemental Blast,0,0,1,12000,1
2078,10.0 Professions - Mass Resurrection,0,0,0,0,0
2079,10.0 Centaur - Hunt - Party 006 - Interact 003 - Intestines Cooldown (OJF),0,0,0,100,0
2080,10.0 Professions - Tailoring - Chronocloth Bolt,128,0,10,60480000,0
2081,Class - Evoker - Jolt,0,0,2,20000,1
2082,10.0 Azure - Ch 4 - Finale Gallery - Kalecgos's Aid Trigger - (STM),0,0,0,5000,0
2083,Class - Paladin - Blessing of Spellwarding,16,0,1,180000,1
2084,Item - 10.0 Raid - Trinket - Desperate Invocation - (1) On Use - Cooldown,0,0,0,0,0
2085,Item - 10.0 Raid - Trinket - Manic Grieftorch - Cooldown Category,0,0,0,0,0
2086,Class - Rogue - Shiv,0,0,1,30000,0
2087,WoWlabs - BR: Weapon - Sword and Board - Block,0,0,0,0,0
2088,Class - Evoker - Living Flame,0,0,2,12000,1
2089,10.0 Professions - Engineering - Tinkers - Malfunction Prevention,0,0,0,0,0
2090,10.0 Unique - Conjured Construct - Arcane Emanation,0,0,0,0,0
2091,10.0 Tuskarr - Fishing - Tug o War,0,0,0,0,0
2092,WoWLabs - BR: Weapon - Arclight Spanner,0,0,1,20000,1
2098,Geology Banner,0,0,0,0,0
2099,Herbalism Banner,0,0,0,0,0
2100,Class - Evoker - Obsidian Scales,0,0,1,90000,1
2102,10.0 Raid - Primalist - Zone - Zone Control - Wind Elemental Elevator - Up and Down Cover Spells,0,0,0,0,0
2104,10.0.7 - Prototype - Niffen Puzzle Tool - Burrowing Cooldown (LQM),0,0,0,0,0
2105,Class - Priest - Pain Suppression,48,0,1,180000,0
2106,Felguard,0,0,0,0,0
2107,WoWLabs - BR: Spell - Offensive - Solar Chakram,0,0,3,5000,32
2108,WoWLabs - BR: Spell - Utility - Frost Nova,0,0,0,0,64
2110,WoWLabs - BR: Spell - Utility - Grounding Totem (Charges),0,0,2,25000,64
2111,WoWLabs - BR: Spell - Utility - Spell Reflection (Charges),0,0,2,25000,64
2112,WoWLabs - BR: Spell - Utility - Flying Serpent Kick (Charges),0,0,2,25000,64
2113,WoWLabs - BR: Block,0,0,1,60000,1
2125,Class - Evoker - Attunement Auras,0,0,0,0,1
2126,10.1 Professions - Alchemy - Phial Cauldrons,0,0,0,0,0
2128,Class - Paladin - Blade of Justice,0,0,1,12000,1
2130,Soul Swap,0,0,0,30000,0
2132,Paladin - Wings of Vengeance (Retribution),32,0,0,0,1
2133,Class - Evoker - Blistering Scales,0,0,0,0,1
2134,WoWLabs - BR: Spell - Offensive - Molten Boulder,0,0,0,0,32
2135,WoWLabs - BR: Spell - Offensive - Breath of Fire,0,0,0,0,32
2136,WoWLabs - BR: Spell - Offensive - Fire Whirl,0,0,0,0,32
2137,WoWLabs - BR: Spell - Offensive - Frozen Orb,0,0,0,0,32
2138,WoWLabs - BR: Spell - Offensive - Snowdrift,0,0,0,0,32
2139,WoWLabs - BR: Spell - Offensive - Shadow Barrage,0,0,0,0,32
2140,WoWLabs - BR: Spell - Offensive - Arcanosphere,0,0,1,0,32
2141,WoWLabs - BR: Spell - Offensive - Divine Star,0,0,0,0,32
2142,WoWLabs - BR: Spell - Offensive - Fists of Fury,0,0,0,0,32
2143,WoWLabs - BR: Spell - Offensive - Whirling Dragon Punch,0,0,0,0,32
2144,WoWLabs - BR: Spell - Offensive - Earthbreaker,0,0,0,0,32
2145,WoWLabs - BR: Spell - Utility - Dragon's Breath,0,0,0,0,64
2146,WoWLabs - BR: Spell - Utility - Ice Wall,0,0,0,0,64
2147,WoWLabs - BR: Spell - Utility - Intimidating Shout,0,0,0,0,64
2148,WoWLabs - BR: Spell - Utility - Mighty Ox Kick,0,0,0,0,64
2149,WoWLabs - BR: Spell - Utility - Vanish,0,0,0,0,64
2150,WoWLabs - BR: Spell - Utility - Ice Block,0,0,0,0,64
2151,WoWLabs - BR: Spell - Utility - Feign Death,0,0,0,0,64
2152,WoWLabs - BR: Spell - Utility - Faeform,0,0,0,0,64
2153,WoWLabs - BR: Spell - Utility - Anti-Magic Shell,0,0,0,0,64
2154,WoWLabs - BR: Spell - Utility - Anti-Magic Zone,0,0,0,0,64
2155,WoWLabs - BR: Spell - Utility - Alter Time,0,0,0,0,64
2156,WoWLabs - BR: Spell - Utility - Thunderstorm,0,0,0,0,64
2157,WoWLabs - BR: Spell - Utility - Icebind,0,0,0,0,64
2158,WoWLabs - BR: Spell - Utility - Gorefiend's Grasp,0,0,0,0,64
2159,WoWLabs - BR: Spell - Utility - Darkness,0,0,0,0,64
2160,WoWLabs - BR: Spell - Utility - Smoke Bomb,0,0,0,0,64
2161,WoWLabs - BR: Spell - Utility - Death Grip,0,0,0,0,64
2162,WoWLabs - BR: Spell - Utility - Death Grip (Charges),0,0,2,25000,64
2163,WoWLabs - BR: Spell - Utility - Capacitor Totem (Charges),0,0,2,25000,64
2164,WoWLabs - BR: Spell - Utility - Capacitor Totem,0,0,0,0,64
2165,WoWLabs - BR: Spell - Utility - Frost Nova (Charges),0,0,2,25000,64
2166,WoWLabs - BR: Spell - Utility - Grounding Totem,0,0,0,0,64
2167,WoWLabs - BR: Spell - Utility - Spell Reflection,0,0,0,0,64
2168,WoWLabs - BR: Spell - Utility - Flying Serpent Kick,0,0,0,0,64
2169,PvP Talent - Warrior - All - Spell Wall,0,0,1,45000,1
2170,Dragonfire Bomb Dispenser - Item - 10.1 Raid - Trinket - (1) Throw Bomb - ZGS,16,0,3,30000,0
2173,10.1.5 Whelp Daycare - Whelp Racing - Race Controls (OJF),0,0,0,0,0
2174,Class - Priest - From the Shadows,0,0,1,120000,1
2176,Death Knight - Reanimation,0,0,2,12000,0
2177,10.1 Underground - Treasure/Unique - Consumable/Toy - Makrura Transform,0,0,0,0,0
2179,Class - Paladin - Holy Shock,0,0,1,8500,5
2184,10.1.5 Quests - Boffins Re-Homed - Toy - (0) Aura,0,0,0,0,0
2185,Arena - Canteen A,0,0,3,30000,0
2186,10.1.7 Brawl - Gun Evoker - Disengage - JZM,0,0,0,0,0
2187,Professions - Feast Shared Cooldown,0,0,0,0,0
2188,TDY - Professions - Prototype - Shipments,8,0,7,0,0
2189,Item - 10.1 Raid - Trinket - Bandolier of Twisted Blades - 2) Use: Embed Blade - TJN,16,0,3,40000,0
2190,Class - Rogue - Feint,0,0,1,15000,0
2192,Class - Warrior - Intervene,0,0,1,30000,9
2193,Dragonriding Shared Cooldowns,0,0,0,0,0
2195,Second Wind,48,0,3,180000,0
2198,Class - Monk - Life Cocoon,48,0,1,120000,1
2206,Demon Hunter - Dash of Chaos,0,0,0,0,0
2207,Class - Evoker - Augmentation - Prescience,0,0,2,12000,1
2208,Demon Hunter - Fel Rush - Dash of Chaos,0,0,1,1000,0
2209,10.2.7 Timewalking Season - Pandaria - Gem - Meta - Shared Cooldown,0,0,0,0,0
2217,10.2 Dream Wardens Rep Tokens,0,0,0,0,0
2218,PvP - Battle Standards (Do not use),0,0,0,0,0
2219,PvP - Battle Standards,0,0,0,0,0
2221,10.2.5 HSAnn - HS Table - GCD - Play Card,0,0,0,0,0
2222,WoWLabs - BR: Spell - Offensive - Star Shot,0,0,1,0,32
2223,WoWLabs - BR: Spell - Offensive - Searing Axe,0,0,0,0,32
2224,WoWLabs - BR: Spell - Offensive - Quaking Leap,0,0,0,0,32
2225,WoWLabs - BR: Spell - Offensive - Explosive Caltrops,0,0,0,0,32
2226,WoWLabs - BR: Spell - Utility - [1] Steel Trap,0,0,0,0,0
2227,WoWLabs - BR: Spell - Utility - Fade to Shadow,0,0,0,0,64
2228,WoWLabs - BR: Spell - Utility - [2] Steel Trap,0,0,3,16000,0
2229,WoWLabs - BR: Spell - Utility - [3] Steel Trap,0,0,3,14000,0
2230,WoWLabs - BR: Spell - Utility - [4] Steel Trap,0,0,3,12000,0
2231,WoWLabs - BR: Spell - Offensive - Slicing Winds,0,0,0,0,0
2232,WoWLabs - BR: Spell - Offensive - Earthbreaker (New),0,0,0,0,0
2233,WoWLabs - BR: Spell - Offensive - Windstorm,0,0,0,0,0
2234,WoWLabs - BR: Spell - Offensive - Holy Shield,0,0,0,0,0
2238,WoWLabs - BR: Spell - Vehicle - Boost,0,0,0,0,64
2239,WoWLabs - BR: Spell - Utility - Steel Traps,0,0,0,0,0
2240,WoWLabs - BR: Spell - Offensive - Star Bomb,0,0,0,0,0
2241,WoWLabs - BR: Spell - Utility - Repel,0,0,0,0,0
2243,WoWLabs - BR: Spell - Utility - Duelist's Chains,0,0,0,0,0
2244,WoWLabs - BR: Spell - Utility - Duelist's Advance,0,0,0,0,0
2252,WoWLabs - BR: Spell - Offensive - Toxic Smackerel,0,0,0,0,0
2254,WoWLabs - BR: Spell - Item - Bushwhack,0,0,0,0,0
2264,WoWLabs - BR: Spell - Core - Health Brew,0,0,0,0,0
2272,5.4 Legendary Cape - Wing Visual,0,0,0,0,0
2277,WoWLabs - BR: Spell - Utility - Lightning Bulwark,0,0,0,0,0
2280,WoWLabs - BR: Spell - Offensive - Storm Archon,0,0,0,0,0
