ID,SoundKitID,InnerRadius2D,OuterRadius2D,TimeA,TimeB,TimeC,TimeD,RandomOffsetRange,Usage,TimeIntervalMin,TimeIntervalMax,DelayMin,DelayMax,VolumeSliderCategory,DuckToSFX,DuckToMusic,DuckToAmbience,DuckToDialog,DuckToSuppressors,DuckToCinematicSFX,DuckToCinematicMusic,Field_11_2_0_61476_021,InnerRadiusOfInfluence,OuterRadiusOfInfluence,TimeToDuck,TimeToUnduck,InsideAngle,OutsideAngle,OutsideVolume,MinRandomPosOffset,MaxRandomPosOffset,MsOffset,TimeCooldownMin,TimeCooldownMax,MaxInstancesBehavior,VolumeControlType,VolumeFadeInTimeMin,VolumeFadeInTimeMax,VolumeFadeInCurveID,VolumeFadeOutTimeMin,VolumeFadeOutTimeMax,VolumeFadeOutCurveID,ChanceToPlay,RolloffType,RolloffParam0,Field_8_2_0_30080_045,Field_8_2_0_30080_046,Field_8_2_0_30080_047,Field_8_2_0_30080_048,Field_8_3_0_32044_049,Field_8_3_0_32044_050,Field_8_3_0_32044_051,Field_8_3_0_32044_052,Field_8_3_0_32044_053,Field_8_3_0_32044_054,Field_9_1_0_38312_055,Field_9_1_0_38312_056
127265,164857,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127268,164860,5,8,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127271,164863,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127274,164866,5,8,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127277,164869,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127280,164872,5,8,0,0,0,0,0,0,4000,8000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127284,164876,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20000
127285,164877,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127288,164880,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20000
127290,164882,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127294,164886,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127299,164891,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127302,164894,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127303,164895,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,2000,4000,0,0,-1,-1,3159,-1,-1,3160,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20000
127320,164928,15,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127321,164929,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127324,164940,3,6,0,0,0,0,0,0,5000,7000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127366,164982,8,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127368,164984,0,0,0,0,0,0,0,1,1000,1500,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20000
127378,164994,8,16,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127389,165005,35,45,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,0.39999998,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127417,165033,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127418,165034,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127419,165035,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127420,165036,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127421,165037,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127422,165038,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127423,165039,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127424,165040,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127425,165041,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127426,165042,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127427,165043,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127428,165044,2,4,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127429,165045,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127430,165046,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127431,165047,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127432,165048,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127433,165049,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127436,165052,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127438,165054,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127439,165055,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127442,165058,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127443,165059,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127444,165060,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127445,165061,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127446,165062,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127447,165063,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127448,165064,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127449,165065,4,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127450,165066,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127451,165067,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127452,165068,2,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,300,300,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127453,165069,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127454,165070,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127455,165071,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127471,164470,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127472,164471,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127558,165171,20,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127559,165172,20,40,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127567,165180,20,40,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127568,165181,20,40,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127569,165182,20,40,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127570,165183,20,40,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127571,165184,20,40,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127572,165185,10,20,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127573,165186,6,12,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127574,165187,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,500,500,3159,500,500,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127590,165205,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,0,0.1,0,0,0,0,0,0,0,0,0,0,20,20000
127591,165206,5,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,300,300,3159,300,300,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127592,165209,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127593,165210,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127594,165211,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,500,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127595,165212,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,0,400,20,0,0,0,0,0,0,0,0,20,20000
127598,165215,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127599,165216,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,500,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,1,0,0,0,0,0,0,0,0,0,0,20,20000
127600,165217,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,0,0,400,20,0,0,0,0,0,0,0,0,20,20000
127603,165221,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127606,165222,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127607,165223,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127608,165224,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127609,165225,6,18,0,0,0,0,0,0,4000,6000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0.1,0,0,0,0,0,0,0,0,0,0,20,20000
127611,165227,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127612,165228,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127613,165232,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127614,165233,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127615,165234,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0.1,0,0,0,0,0,0,0,0,0,0,20,20000
127616,165236,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127618,165238,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,1,0,0,0,0,0,0,0,0,0,0,20,20000
127619,165239,8,16,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20000
127623,165243,8,16,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,300,0,0,0,2,-1,-1,3159,-1,-1,3160,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20000
127625,165245,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,1,1,300,300,3159,-1,-1,3160,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20000
127626,165246,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,1,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127627,165247,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,100,0,0,0,0,-1,-1,3159,-1,-1,3160,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20000
127628,165248,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,1,0,-1,-1,3159,-1,-1,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,20,20000
127637,165257,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127638,165258,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127639,165259,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127640,165260,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,0.1,0,0,0,0,0,0,0,0,0,0,20,20000
127641,165261,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,0.1,0,0,0,0,0,0,0,0,0,0,20,20000
127642,165262,5,8,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,0,-1,-1,3159,-1,-1,3160,1,2,0.1,0,0,0,0,0,0,0,0,0,0,20,20000
127643,165263,1,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,1,1,-1,-1,3159,-1,-1,3160,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20000
127644,165264,1,2,0,0,0,0,0,0,4000,7000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,1,1,-1,-1,3159,-1,-1,3160,1,1,0,0,0,0,0,0,0,0,0,0,0,20,20000
127645,165265,2,3,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127646,165266,2,3,0,0,0,0,0,0,4000,7000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127647,165267,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,150,0,0,0,2,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127649,165269,3,5,0,0,0,0,0,0,4000,7000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
127656,165276,3,5,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,360,360,0,0,0,0,0,0,0,1,-1,-1,3159,-1,-1,3160,1,2,0,0,0,0,0,0,0,0,0,0,0,20,20000
