ID,Name_lang,Enchantment[0],Enchantment[1],Enchantment[2],Enchantment[3],Enchantment[4]
869,of the eagle,364,366,0,0,0
870,of the eagle,369,366,0,0,0
871,of the eagle,364,371,0,0,0
872,of the eagle,369,371,0,0,0
873,of the eagle,405,371,0,0,0
874,of the eagle,369,409,0,0,0
875,of the eagle,405,409,0,0,0
876,of the eagle,406,409,0,0,0
877,of the eagle,405,411,0,0,0
878,of the eagle,406,411,0,0,0
879,of the eagle,1118,411,0,0,0
880,of the eagle,406,1068,0,0,0
881,of the eagle,1118,1068,0,0,0
882,of the eagle,1119,1068,0,0,0
883,of the eagle,1118,1069,0,0,0
884,of the eagle,1119,1069,0,0,0
885,of the eagle,1120,1069,0,0,0
886,of the eagle,1119,1070,0,0,0
887,of the eagle,1120,1070,0,0,0
888,of the eagle,1121,1070,0,0,0
889,of the eagle,1120,1071,0,0,0
890,of the eagle,1121,1071,0,0,0
891,of the eagle,1122,1071,0,0,0
892,of the eagle,1121,1072,0,0,0
893,of the eagle,1122,1072,0,0,0
894,of the eagle,1123,1072,0,0,0
895,of the eagle,1122,1073,0,0,0
896,of the eagle,1123,1073,0,0,0
897,of the eagle,1124,1073,0,0,0
898,of the eagle,1123,1074,0,0,0
899,of the eagle,1124,1074,0,0,0
900,of the eagle,1125,1074,0,0,0
901,of the eagle,1124,1075,0,0,0
902,of the eagle,1125,1075,0,0,0
903,of the eagle,1126,1075,0,0,0
904,of the eagle,1125,1076,0,0,0
905,of the eagle,1126,1076,0,0,0
906,of the eagle,1127,1076,0,0,0
907,of the eagle,1126,1077,0,0,0
908,of the eagle,1127,1077,0,0,0
909,of the eagle,1128,1077,0,0,0
910,of the eagle,1127,1078,0,0,0
911,of the eagle,1128,1078,0,0,0
912,of the eagle,1129,1078,0,0,0
913,of the eagle,1128,1079,0,0,0
914,of the eagle,1129,1079,0,0,0
915,of the eagle,1130,1079,0,0,0
916,of the eagle,1129,1080,0,0,0
917,of the eagle,1130,1080,0,0,0
918,of the eagle,1131,1080,0,0,0
919,of the eagle,1130,1081,0,0,0
920,of the eagle,1131,1081,0,0,0
921,of the eagle,1132,1081,0,0,0
922,of the eagle,1131,1082,0,0,0
923,of the eagle,1132,1082,0,0,0
924,of the gorilla,79,68,0,0,0
925,of the gorilla,80,68,0,0,0
926,of the gorilla,79,69,0,0,0
927,of the gorilla,80,69,0,0,0
928,of the gorilla,81,69,0,0,0
929,of the gorilla,80,70,0,0,0
930,of the gorilla,81,70,0,0,0
931,of the gorilla,94,70,0,0,0
932,of the gorilla,81,106,0,0,0
933,of the gorilla,94,106,0,0,0
934,of the gorilla,95,106,0,0,0
935,of the gorilla,94,107,0,0,0
936,of the gorilla,95,107,0,0,0
937,of the gorilla,96,107,0,0,0
938,of the gorilla,95,108,0,0,0
939,of the gorilla,96,108,0,0,0
940,of the gorilla,97,108,0,0,0
941,of the gorilla,96,109,0,0,0
942,of the gorilla,97,109,0,0,0
943,of the gorilla,350,109,0,0,0
944,of the gorilla,97,352,0,0,0
945,of the gorilla,350,352,0,0,0
946,of the gorilla,354,352,0,0,0
947,of the gorilla,350,357,0,0,0
948,of the gorilla,354,357,0,0,0
949,of the gorilla,359,357,0,0,0
950,of the gorilla,354,362,0,0,0
951,of the gorilla,359,362,0,0,0
952,of the gorilla,364,362,0,0,0
953,of the gorilla,359,367,0,0,0
954,of the gorilla,364,367,0,0,0
955,of the gorilla,369,367,0,0,0
956,of the gorilla,364,372,0,0,0
957,of the gorilla,369,372,0,0,0
958,of the gorilla,405,372,0,0,0
959,of the gorilla,369,410,0,0,0
960,of the gorilla,405,410,0,0,0
961,of the gorilla,406,410,0,0,0
962,of the gorilla,405,412,0,0,0
963,of the gorilla,406,412,0,0,0
964,of the gorilla,1118,412,0,0,0
965,of the gorilla,406,684,0,0,0
966,of the gorilla,1118,684,0,0,0
967,of the gorilla,1119,684,0,0,0
968,of the gorilla,1118,1043,0,0,0
969,of the gorilla,1119,1043,0,0,0
970,of the gorilla,1120,1043,0,0,0
971,of the gorilla,1119,1044,0,0,0
972,of the gorilla,1120,1044,0,0,0
973,of the gorilla,1121,1044,0,0,0
974,of the gorilla,1120,1045,0,0,0
975,of the gorilla,1121,1045,0,0,0
976,of the gorilla,1122,1045,0,0,0
977,of the gorilla,1121,1046,0,0,0
978,of the gorilla,1122,1046,0,0,0
979,of the gorilla,1123,1046,0,0,0
980,of the gorilla,1122,1047,0,0,0
981,of the gorilla,1123,1047,0,0,0
982,of the gorilla,1124,1047,0,0,0
983,of the gorilla,1123,1048,0,0,0
984,of the gorilla,1124,1048,0,0,0
985,of the gorilla,1125,1048,0,0,0
986,of the gorilla,1124,1049,0,0,0
987,of the gorilla,1125,1049,0,0,0
988,of the gorilla,1126,1049,0,0,0
989,of the gorilla,1125,1050,0,0,0
990,of the gorilla,1126,1050,0,0,0
991,of the gorilla,1127,1050,0,0,0
992,of the gorilla,1126,1051,0,0,0
993,of the gorilla,1127,1051,0,0,0
994,of the gorilla,1128,1051,0,0,0
995,of the gorilla,1127,1052,0,0,0
996,of the gorilla,1128,1052,0,0,0
997,of the gorilla,1129,1052,0,0,0
998,of the gorilla,1128,1053,0,0,0
999,of the gorilla,1129,1053,0,0,0
1000,of the gorilla,1130,1053,0,0,0
1001,of the gorilla,1129,1054,0,0,0
1002,of the gorilla,1130,1054,0,0,0
1003,of the gorilla,1131,1054,0,0,0
1004,of the gorilla,1130,1055,0,0,0
1005,of the gorilla,1131,1055,0,0,0
1006,of the gorilla,1132,1055,0,0,0
1007,of the gorilla,1131,1056,0,0,0
1008,of the gorilla,1132,1056,0,0,0
1009,of the whale,82,71,0,0,0
1010,of the whale,83,71,0,0,0
1011,of the whale,82,72,0,0,0
1012,of the whale,83,72,0,0,0
1013,of the whale,84,72,0,0,0
1014,of the whale,83,73,0,0,0
1015,of the whale,84,73,0,0,0
1016,of the whale,98,73,0,0,0
1017,of the whale,84,102,0,0,0
1018,of the whale,98,102,0,0,0
1019,of the whale,99,102,0,0,0
1020,of the whale,98,103,0,0,0
1021,of the whale,99,103,0,0,0
1022,of the whale,100,103,0,0,0
1023,of the whale,99,104,0,0,0
1024,of the whale,100,104,0,0,0
1025,of the whale,101,104,0,0,0
1026,of the whale,100,105,0,0,0
1027,of the whale,101,105,0,0,0
1028,of the whale,351,105,0,0,0
1029,of the whale,101,353,0,0,0
1030,of the whale,351,353,0,0,0
1031,of the whale,355,353,0,0,0
1032,of the whale,351,356,0,0,0
1033,of the whale,355,356,0,0,0
1034,of the whale,360,356,0,0,0
1035,of the whale,355,361,0,0,0
1036,of the whale,360,361,0,0,0
1037,of the whale,365,361,0,0,0
1038,of the whale,360,366,0,0,0
1039,of the whale,365,366,0,0,0
1040,of the whale,370,366,0,0,0
1041,of the whale,365,371,0,0,0
1042,of the whale,370,371,0,0,0
1043,of the whale,407,371,0,0,0
1044,of the whale,370,409,0,0,0
1045,of the whale,407,409,0,0,0
1046,of the whale,408,409,0,0,0
1047,of the whale,407,411,0,0,0
1048,of the whale,408,411,0,0,0
1049,of the whale,1144,411,0,0,0
1050,of the whale,408,1068,0,0,0
1051,of the whale,1144,1068,0,0,0
1052,of the whale,1145,1068,0,0,0
1053,of the whale,1144,1069,0,0,0
1054,of the whale,1145,1069,0,0,0
1055,of the whale,1146,1069,0,0,0
1056,of the whale,1145,1070,0,0,0
1057,of the whale,1146,1070,0,0,0
1058,of the whale,1147,1070,0,0,0
1059,of the whale,1146,1071,0,0,0
1060,of the whale,1147,1071,0,0,0
1061,of the whale,1148,1071,0,0,0
1062,of the whale,1147,1072,0,0,0
1063,of the whale,1148,1072,0,0,0
1064,of the whale,1149,1072,0,0,0
1065,of the whale,1148,1073,0,0,0
1066,of the whale,1149,1073,0,0,0
1067,of the whale,1150,1073,0,0,0
1068,of the whale,1149,1074,0,0,0
1069,of the whale,1150,1074,0,0,0
1070,of the whale,1151,1074,0,0,0
1071,of the whale,1150,1075,0,0,0
1072,of the whale,1151,1075,0,0,0
1073,of the whale,1152,1075,0,0,0
1074,of the whale,1151,1076,0,0,0
1075,of the whale,1152,1076,0,0,0
1076,of the whale,1153,1076,0,0,0
1077,of the whale,1152,1077,0,0,0
1078,of the whale,1153,1077,0,0,0
1079,of the whale,1154,1077,0,0,0
1080,of the whale,1153,1078,0,0,0
1081,of the whale,1154,1078,0,0,0
1082,of the whale,1155,1078,0,0,0
1083,of the whale,1154,1079,0,0,0
1084,of the whale,1155,1079,0,0,0
1085,of the whale,1156,1079,0,0,0
1086,of the whale,1155,1080,0,0,0
1087,of the whale,1156,1080,0,0,0
1088,of the whale,1157,1080,0,0,0
1089,of the whale,1156,1081,0,0,0
1090,of the whale,1157,1081,0,0,0
1091,of the whale,1158,1081,0,0,0
1092,of the whale,1157,1082,0,0,0
1093,of the whale,1158,1082,0,0,0
1094,of the boar,82,68,0,0,0
1095,of the boar,83,68,0,0,0
1096,of the boar,82,69,0,0,0
1097,of the boar,83,69,0,0,0
1098,of the boar,84,69,0,0,0
1099,of the boar,83,70,0,0,0
1100,of the boar,84,70,0,0,0
1101,of the boar,98,70,0,0,0
1102,of the boar,84,106,0,0,0
1103,of the boar,98,106,0,0,0
1104,of the boar,99,106,0,0,0
1105,of the boar,98,107,0,0,0
1106,of the boar,99,107,0,0,0
1107,of the boar,100,107,0,0,0
1108,of the boar,99,108,0,0,0
1109,of the boar,100,108,0,0,0
1110,of the boar,101,108,0,0,0
1111,of the boar,100,109,0,0,0
1112,of the boar,101,109,0,0,0
1113,of the boar,351,109,0,0,0
1114,of the boar,101,352,0,0,0
1115,of the boar,351,352,0,0,0
1116,of the boar,355,352,0,0,0
1117,of the boar,351,357,0,0,0
1118,of the boar,355,357,0,0,0
1119,of the boar,360,357,0,0,0
1120,of the boar,355,362,0,0,0
1121,of the boar,360,362,0,0,0
1122,of the boar,365,362,0,0,0
1123,of the boar,360,367,0,0,0
1124,of the boar,365,367,0,0,0
1125,of the boar,370,367,0,0,0
1126,of the boar,365,372,0,0,0
1127,of the boar,370,372,0,0,0
1128,of the boar,407,372,0,0,0
1129,of the boar,370,410,0,0,0
1130,of the boar,407,410,0,0,0
1131,of the boar,408,410,0,0,0
1132,of the boar,407,412,0,0,0
1133,of the boar,408,412,0,0,0
1134,of the boar,1144,412,0,0,0
1135,of the boar,408,684,0,0,0
1136,of the boar,1144,684,0,0,0
1137,of the boar,1145,684,0,0,0
1138,of the boar,1144,1043,0,0,0
1139,of the boar,1145,1043,0,0,0
1140,of the boar,1146,1043,0,0,0
1141,of the boar,1145,1044,0,0,0
1142,of the boar,1146,1044,0,0,0
1143,of the boar,1147,1044,0,0,0
1144,of the boar,1146,1045,0,0,0
1145,of the boar,1147,1045,0,0,0
1146,of the boar,1148,1045,0,0,0
1147,of the boar,1147,1046,0,0,0
1148,of the boar,1148,1046,0,0,0
1149,of the boar,1149,1046,0,0,0
1150,of the boar,1148,1047,0,0,0
1151,of the boar,1149,1047,0,0,0
1152,of the boar,1150,1047,0,0,0
1153,of the boar,1149,1048,0,0,0
1154,of the boar,1150,1048,0,0,0
1155,of the boar,1151,1048,0,0,0
1156,of the boar,1150,1049,0,0,0
1157,of the boar,1151,1049,0,0,0
1158,of the boar,1152,1049,0,0,0
1159,of the boar,1151,1050,0,0,0
1160,of the boar,1152,1050,0,0,0
1161,of the boar,1153,1050,0,0,0
1162,of the boar,1152,1051,0,0,0
1163,of the boar,1153,1051,0,0,0
1164,of the boar,1154,1051,0,0,0
1165,of the boar,1153,1052,0,0,0
1166,of the boar,1154,1052,0,0,0
1167,of the boar,1155,1052,0,0,0
1168,of the boar,1154,1053,0,0,0
1169,of the boar,1155,1053,0,0,0
1170,of the boar,1156,1053,0,0,0
1171,of the boar,1155,1054,0,0,0
1172,of the boar,1156,1054,0,0,0
1173,of the boar,1157,1054,0,0,0
1174,of the boar,1156,1055,0,0,0
1175,of the boar,1157,1055,0,0,0
1176,of the boar,1158,1055,0,0,0
1177,of the boar,1157,1056,0,0,0
1178,of the boar,1158,1056,0,0,0
1179,of the bear,71,68,0,0,0
1180,of the bear,72,68,0,0,0
1181,of the bear,71,69,0,0,0
1182,of the bear,72,69,0,0,0
1183,of the bear,73,69,0,0,0
1184,of the bear,72,70,0,0,0
1185,of the bear,73,70,0,0,0
1186,of the bear,102,70,0,0,0
1187,of the bear,73,106,0,0,0
1188,of the bear,102,106,0,0,0
1189,of the bear,103,106,0,0,0
1190,of the bear,102,107,0,0,0
1191,of the bear,103,107,0,0,0
1192,of the bear,104,107,0,0,0
1193,of the bear,103,108,0,0,0
1194,of the bear,104,108,0,0,0
1195,of the bear,105,108,0,0,0
1196,of the bear,104,109,0,0,0
1197,of the bear,105,109,0,0,0
1198,of the bear,353,109,0,0,0
1199,of the bear,105,352,0,0,0
1200,of the bear,353,352,0,0,0
1201,of the bear,356,352,0,0,0
1202,of the bear,353,357,0,0,0
1203,of the bear,356,357,0,0,0
1204,of the bear,361,357,0,0,0
1205,of the bear,356,362,0,0,0
1206,of the bear,361,362,0,0,0
1207,of the bear,366,362,0,0,0
1208,of the bear,361,367,0,0,0
1209,of the bear,366,367,0,0,0
1210,of the bear,371,367,0,0,0
1211,of the bear,366,372,0,0,0
1212,of the bear,371,372,0,0,0
1213,of the bear,409,372,0,0,0
1214,of the bear,371,410,0,0,0
1215,of the bear,409,410,0,0,0
1216,of the bear,411,410,0,0,0
1217,of the bear,409,412,0,0,0
1218,of the bear,411,412,0,0,0
1219,of the bear,1068,412,0,0,0
1220,of the bear,411,684,0,0,0
1221,of the bear,1068,684,0,0,0
1222,of the bear,1069,684,0,0,0
1223,of the bear,1068,1043,0,0,0
1224,of the bear,1069,1043,0,0,0
1225,of the bear,1070,1043,0,0,0
1226,of the bear,1069,1044,0,0,0
1227,of the bear,1070,1044,0,0,0
1228,of the bear,1071,1044,0,0,0
1229,of the bear,1070,1045,0,0,0
1230,of the bear,1071,1045,0,0,0
1231,of the bear,1072,1045,0,0,0
1232,of the bear,1071,1046,0,0,0
1233,of the bear,1072,1046,0,0,0
1234,of the bear,1073,1046,0,0,0
1235,of the bear,1072,1047,0,0,0
1236,of the bear,1073,1047,0,0,0
1237,of the bear,1074,1047,0,0,0
1238,of the bear,1073,1048,0,0,0
1239,of the bear,1074,1048,0,0,0
1240,of the bear,1075,1048,0,0,0
1241,of the bear,1074,1049,0,0,0
1242,of the bear,1075,1049,0,0,0
1243,of the bear,1076,1049,0,0,0
1244,of the bear,1075,1050,0,0,0
1245,of the bear,1076,1050,0,0,0
1246,of the bear,1077,1050,0,0,0
1247,of the bear,1076,1051,0,0,0
1248,of the bear,1077,1051,0,0,0
1249,of the bear,1078,1051,0,0,0
1250,of the bear,1077,1052,0,0,0
1251,of the bear,1078,1052,0,0,0
1252,of the bear,1079,1052,0,0,0
1253,of the bear,1078,1053,0,0,0
1254,of the bear,1079,1053,0,0,0
1255,of the bear,1080,1053,0,0,0
1256,of the bear,1079,1054,0,0,0
1257,of the bear,1080,1054,0,0,0
1258,of the bear,1081,1054,0,0,0
1259,of the bear,1080,1055,0,0,0
1260,of the bear,1081,1055,0,0,0
1261,of the bear,1082,1055,0,0,0
1262,of the bear,1081,1056,0,0,0
1263,of the bear,1082,1056,0,0,0
1267,of stamina,1209,0,0,0,0
1268,of stamina,1210,0,0,0,0
1269,of stamina,1211,0,0,0,0
1270,of stamina,1212,0,0,0,0
1271,of stamina,1213,0,0,0,0
1272,of stamina,1214,0,0,0,0
1273,of strength,1203,0,0,0,0
1274,of strength,1204,0,0,0,0
1275,of strength,1205,0,0,0,0
1276,of strength,1206,0,0,0,0
1277,of strength,1207,0,0,0,0
1278,of strength,1208,0,0,0,0
1279,of agility,1215,0,0,0,0
1280,of agility,1216,0,0,0,0
1281,of agility,1217,0,0,0,0
1282,of agility,1218,0,0,0,0
1283,of agility,1219,0,0,0,0
1284,of agility,1220,0,0,0,0
1285,of intellect,1221,0,0,0,0
1286,of intellect,1222,0,0,0,0
1287,of intellect,1223,0,0,0,0
1288,of intellect,1224,0,0,0,0
1289,of intellect,1225,0,0,0,0
1290,of intellect,1226,0,0,0,0
1291,of spirit,1227,0,0,0,0
1292,of spirit,1228,0,0,0,0
1293,of spirit,1229,0,0,0,0
1294,of spirit,1230,0,0,0,0
1295,of spirit,1231,0,0,0,0
1296,of spirit,1232,0,0,0,0
1307,of arcane resistance,1243,0,0,0,0
1308,of arcane resistance,1244,0,0,0,0
1309,of arcane resistance,1245,0,0,0,0
1310,of arcane resistance,1246,0,0,0,0
1311,of arcane resistance,1247,0,0,0,0
1312,of arcane resistance,1248,0,0,0,0
1313,of arcane resistance,1249,0,0,0,0
1314,of arcane resistance,1250,0,0,0,0
1315,of arcane resistance,1251,0,0,0,0
1316,of arcane resistance,1252,0,0,0,0
1317,of arcane resistance,1253,0,0,0,0
1318,of arcane resistance,1254,0,0,0,0
1319,of arcane resistance,1255,0,0,0,0
1320,of arcane resistance,1256,0,0,0,0
1321,of arcane resistance,1257,0,0,0,0
1322,of arcane resistance,1258,0,0,0,0
1323,of arcane resistance,1259,0,0,0,0
1324,of arcane resistance,1260,0,0,0,0
1325,of arcane resistance,1261,0,0,0,0
1326,of arcane resistance,1262,0,0,0,0
1327,of arcane resistance,1263,0,0,0,0
1328,of arcane resistance,1264,0,0,0,0
1329,of arcane resistance,1265,0,0,0,0
1330,of arcane resistance,1266,0,0,0,0
1331,of arcane resistance,1267,0,0,0,0
1332,of arcane resistance,1268,0,0,0,0
1333,of arcane resistance,1269,0,0,0,0
1334,of arcane resistance,1270,0,0,0,0
1335,of arcane resistance,1271,0,0,0,0
1336,of arcane resistance,1272,0,0,0,0
1337,of arcane resistance,1273,0,0,0,0
1338,of arcane resistance,1274,0,0,0,0
1339,of arcane resistance,1275,0,0,0,0
1340,of arcane resistance,1276,0,0,0,0
1341,of arcane resistance,1277,0,0,0,0
1342,of arcane resistance,1278,0,0,0,0
1343,of arcane resistance,1279,0,0,0,0
1344,of arcane resistance,1280,0,0,0,0
1345,of arcane resistance,1281,0,0,0,0
1346,of arcane resistance,1282,0,0,0,0
1347,of arcane resistance,1283,0,0,0,0
1348,of arcane resistance,1284,0,0,0,0
1349,of arcane resistance,1285,0,0,0,0
1350,of arcane resistance,1286,0,0,0,0
1351,of arcane resistance,1287,0,0,0,0
1352,of arcane resistance,1288,0,0,0,0
1353,of frost resistance,1289,0,0,0,0
1354,of frost resistance,1290,0,0,0,0
1355,of frost resistance,1291,0,0,0,0
1356,of frost resistance,1292,0,0,0,0
1357,of frost resistance,1293,0,0,0,0
1358,of frost resistance,1294,0,0,0,0
1359,of frost resistance,1295,0,0,0,0
1360,of frost resistance,1296,0,0,0,0
1361,of frost resistance,1297,0,0,0,0
1362,of frost resistance,1298,0,0,0,0
1363,of frost resistance,1299,0,0,0,0
1364,of frost resistance,1300,0,0,0,0
1365,of frost resistance,1301,0,0,0,0
1366,of frost resistance,1302,0,0,0,0
1367,of frost resistance,1303,0,0,0,0
1368,of frost resistance,1304,0,0,0,0
1369,of frost resistance,1305,0,0,0,0
1370,of frost resistance,1306,0,0,0,0
1371,of frost resistance,1307,0,0,0,0
1372,of frost resistance,1308,0,0,0,0
1373,of frost resistance,1309,0,0,0,0
1374,of frost resistance,1310,0,0,0,0
1375,of frost resistance,1311,0,0,0,0
1376,of frost resistance,1312,0,0,0,0
1377,of frost resistance,1313,0,0,0,0
1378,of frost resistance,1314,0,0,0,0
1379,of frost resistance,1315,0,0,0,0
1380,of frost resistance,1316,0,0,0,0
1381,of frost resistance,1317,0,0,0,0
1382,of frost resistance,1318,0,0,0,0
1383,of frost resistance,1319,0,0,0,0
1384,of frost resistance,1320,0,0,0,0
1385,of frost resistance,1321,0,0,0,0
1386,of frost resistance,1322,0,0,0,0
1387,of frost resistance,1323,0,0,0,0
1388,of frost resistance,1324,0,0,0,0
1389,of frost resistance,1325,0,0,0,0
1390,of frost resistance,1326,0,0,0,0
1391,of frost resistance,1327,0,0,0,0
1392,of frost resistance,1328,0,0,0,0
1393,of frost resistance,1329,0,0,0,0
1394,of frost resistance,1330,0,0,0,0
1395,of frost resistance,1331,0,0,0,0
1396,of frost resistance,1332,0,0,0,0
1397,of frost resistance,1333,0,0,0,0
1398,of frost resistance,1334,0,0,0,0
1399,of fire resistance,1335,0,0,0,0
1400,of fire resistance,1336,0,0,0,0
1401,of fire resistance,1337,0,0,0,0
1402,of fire resistance,1338,0,0,0,0
1403,of fire resistance,1339,0,0,0,0
1404,of fire resistance,1340,0,0,0,0
1405,of fire resistance,1341,0,0,0,0
1406,of fire resistance,1342,0,0,0,0
1407,of fire resistance,1343,0,0,0,0
1408,of fire resistance,1344,0,0,0,0
1409,of fire resistance,1345,0,0,0,0
1410,of fire resistance,1346,0,0,0,0
1411,of fire resistance,1347,0,0,0,0
1412,of fire resistance,1348,0,0,0,0
1413,of fire resistance,1349,0,0,0,0
1414,of fire resistance,1350,0,0,0,0
1415,of fire resistance,1351,0,0,0,0
1416,of fire resistance,1352,0,0,0,0
1417,of fire resistance,1353,0,0,0,0
1418,of fire resistance,1354,0,0,0,0
1419,of fire resistance,1355,0,0,0,0
1420,of fire resistance,1356,0,0,0,0
1421,of fire resistance,1357,0,0,0,0
1422,of fire resistance,1358,0,0,0,0
1423,of fire resistance,1359,0,0,0,0
1424,of fire resistance,1360,0,0,0,0
1425,of fire resistance,1361,0,0,0,0
1426,of fire resistance,1362,0,0,0,0
1427,of fire resistance,1363,0,0,0,0
1428,of fire resistance,1364,0,0,0,0
1429,of fire resistance,1365,0,0,0,0
1430,of fire resistance,1366,0,0,0,0
1431,of fire resistance,1367,0,0,0,0
1432,of fire resistance,1368,0,0,0,0
1433,of fire resistance,1369,0,0,0,0
1434,of fire resistance,1370,0,0,0,0
1435,of fire resistance,1371,0,0,0,0
1436,of fire resistance,1372,0,0,0,0
1437,of fire resistance,1373,0,0,0,0
1438,of fire resistance,1374,0,0,0,0
1439,of fire resistance,1375,0,0,0,0
1440,of fire resistance,1376,0,0,0,0
1441,of fire resistance,1377,0,0,0,0
1442,of fire resistance,1378,0,0,0,0
1443,of fire resistance,1379,0,0,0,0
1444,of fire resistance,1380,0,0,0,0
1445,of shadow resistance,1427,0,0,0,0
1446,of shadow resistance,1428,0,0,0,0
1447,of shadow resistance,1429,0,0,0,0
1448,of shadow resistance,1430,0,0,0,0
1449,of shadow resistance,1431,0,0,0,0
1450,of shadow resistance,1432,0,0,0,0
1451,of shadow resistance,1433,0,0,0,0
1452,of shadow resistance,1434,0,0,0,0
1453,of shadow resistance,1435,0,0,0,0
1454,of shadow resistance,1436,0,0,0,0
1455,of shadow resistance,1437,0,0,0,0
1456,of shadow resistance,1438,0,0,0,0
1457,of shadow resistance,1439,0,0,0,0
1458,of shadow resistance,1440,0,0,0,0
1459,of shadow resistance,1441,0,0,0,0
1460,of shadow resistance,1442,0,0,0,0
1461,of shadow resistance,1443,0,0,0,0
1462,of shadow resistance,1444,0,0,0,0
1463,of shadow resistance,1445,0,0,0,0
1464,of shadow resistance,1446,0,0,0,0
1465,of shadow resistance,1447,0,0,0,0
1466,of shadow resistance,1448,0,0,0,0
1467,of shadow resistance,1449,0,0,0,0
1468,of shadow resistance,1450,0,0,0,0
1469,of shadow resistance,1451,0,0,0,0
1470,of shadow resistance,1452,0,0,0,0
1471,of shadow resistance,1453,0,0,0,0
1472,of shadow resistance,1454,0,0,0,0
1473,of shadow resistance,1455,0,0,0,0
1474,of shadow resistance,1456,0,0,0,0
1475,of shadow resistance,1457,0,0,0,0
1476,of shadow resistance,1458,0,0,0,0
1477,of shadow resistance,1459,0,0,0,0
1478,of shadow resistance,1460,0,0,0,0
1479,of shadow resistance,1461,0,0,0,0
1480,of shadow resistance,1462,0,0,0,0
1481,of shadow resistance,1463,0,0,0,0
1482,of shadow resistance,1464,0,0,0,0
1483,of shadow resistance,1465,0,0,0,0
1484,of shadow resistance,1466,0,0,0,0
1485,of shadow resistance,1467,0,0,0,0
1486,of shadow resistance,1468,0,0,0,0
1487,of shadow resistance,1469,0,0,0,0
1488,of shadow resistance,1470,0,0,0,0
1489,of shadow resistance,1471,0,0,0,0
1490,of shadow resistance,1472,0,0,0,0
1491,of nature resistance,1381,0,0,0,0
1492,of nature resistance,1382,0,0,0,0
1493,of nature resistance,1383,0,0,0,0
1494,of nature resistance,1384,0,0,0,0
1495,of nature resistance,1385,0,0,0,0
1496,of nature resistance,1386,0,0,0,0
1497,of nature resistance,1387,0,0,0,0
1498,of nature resistance,1388,0,0,0,0
1499,of nature resistance,1389,0,0,0,0
1500,of nature resistance,1390,0,0,0,0
1501,of nature resistance,1391,0,0,0,0
1502,of nature resistance,1392,0,0,0,0
1503,of nature resistance,1393,0,0,0,0
1504,of nature resistance,1394,0,0,0,0
1505,of nature resistance,1395,0,0,0,0
1506,of nature resistance,1396,0,0,0,0
1507,of nature resistance,1397,0,0,0,0
1508,of nature resistance,1398,0,0,0,0
1509,of nature resistance,1399,0,0,0,0
1510,of nature resistance,1400,0,0,0,0
1511,of nature resistance,1401,0,0,0,0
1512,of nature resistance,1402,0,0,0,0
1513,of nature resistance,1403,0,0,0,0
1514,of nature resistance,1404,0,0,0,0
1515,of nature resistance,1405,0,0,0,0
1516,of nature resistance,1406,0,0,0,0
1517,of nature resistance,1407,0,0,0,0
1518,of nature resistance,1408,0,0,0,0
1519,of nature resistance,1409,0,0,0,0
1520,of nature resistance,1410,0,0,0,0
1521,of nature resistance,1411,0,0,0,0
1522,of nature resistance,1412,0,0,0,0
1523,of nature resistance,1413,0,0,0,0
1524,of nature resistance,1414,0,0,0,0
1525,of nature resistance,1415,0,0,0,0
1526,of nature resistance,1416,0,0,0,0
1527,of nature resistance,1417,0,0,0,0
1528,of nature resistance,1418,0,0,0,0
1529,of nature resistance,1419,0,0,0,0
1530,of nature resistance,1420,0,0,0,0
1531,of nature resistance,1421,0,0,0,0
1532,of nature resistance,1422,0,0,0,0
1533,of nature resistance,1423,0,0,0,0
1534,of nature resistance,1424,0,0,0,0
1535,of nature resistance,1425,0,0,0,0
1536,of nature resistance,1426,0,0,0,0
1547,of power,1563,0,0,0,0
1548,of power,1583,0,0,0,0
1549,of power,1584,0,0,0,0
1550,of power,1585,0,0,0,0
1551,of power,1586,0,0,0,0
1552,of power,1587,0,0,0,0
1553,of power,1588,0,0,0,0
1554,of power,1589,0,0,0,0
1555,of power,1590,0,0,0,0
1556,of power,1591,0,0,0,0
1557,of power,1592,0,0,0,0
1558,of power,1593,0,0,0,0
1559,of power,1594,0,0,0,0
1560,of power,1595,0,0,0,0
1561,of power,1596,0,0,0,0
1562,of power,1597,0,0,0,0
1563,of power,1598,0,0,0,0
1564,of power,1599,0,0,0,0
1565,of power,1600,0,0,0,0
1566,of power,1601,0,0,0,0
1567,of power,1602,0,0,0,0
1568,of power,1603,0,0,0,0
1569,of power,1604,0,0,0,0
1570,of power,1605,0,0,0,0
1571,of power,1606,0,0,0,0
1572,of power,1607,0,0,0,0
1573,of power,1608,0,0,0,0
1574,of power,1609,0,0,0,0
1575,of power,1610,0,0,0,0
1576,of power,1611,0,0,0,0
1577,of power,1612,0,0,0,0
1578,of power,1613,0,0,0,0
1579,of power,1614,0,0,0,0
1580,of power,1615,0,0,0,0
1581,of power,1616,0,0,0,0
1582,of power,1617,0,0,0,0
1583,of power,1618,0,0,0,0
1584,of power,1619,0,0,0,0
1585,of power,1620,0,0,0,0
1586,of power,1621,0,0,0,0
1587,of power,1622,0,0,0,0
1588,of power,1623,0,0,0,0
1589,of power,1624,0,0,0,0
1590,of power,1625,0,0,0,0
1591,of power,1626,0,0,0,0
1592,of power,1627,0,0,0,0
1607,of defense,1943,0,0,0,0
1608,of defense,1944,0,0,0,0
