ID,Spells[0],Spells[1],Spells[2],Spells[3],Availability[0],Availability[1],Availability[2],Availability[3]
13206,0,50498,0,0,100,100,0,0
13207,0,50498,0,0,100,100,0,0
13208,0,50498,0,0,100,100,0,0
13210,0,50498,0,0,100,100,0,0
13211,0,50498,0,0,100,100,0,0
13212,0,50498,0,0,100,100,0,0
13214,0,50498,0,0,100,100,0,0
13215,0,50498,0,0,100,100,0,0
13217,0,50498,0,0,100,100,0,0
13218,0,50498,0,0,100,100,0,0
13219,0,50498,0,0,100,100,0,0
13220,0,50498,0,0,100,100,0,0
13221,0,50498,0,0,100,100,0,0
13222,0,50498,0,0,100,100,0,0
13223,0,50498,0,0,100,100,0,0
13225,0,50498,0,0,100,100,0,0
13227,0,50498,0,0,100,100,0,0
13228,0,50498,0,0,100,100,0,0
13229,0,50498,0,0,100,100,0,0
13230,0,50498,0,0,100,100,0,0
13231,0,50498,0,0,100,100,0,0
13232,0,50498,0,0,100,100,0,0
13234,0,50498,0,0,100,100,0,0
13235,0,50498,0,0,100,100,0,0
13236,0,50498,0,0,100,100,0,0
13237,0,50498,0,0,100,100,0,0
13244,0,50519,0,0,100,100,0,0
13246,0,50541,0,0,100,100,0,0
13247,0,50541,0,0,100,100,0,0
13248,0,50541,0,0,100,100,0,0
13262,0,50541,0,0,100,100,0,0
13263,0,50541,0,0,100,100,0,0
13264,0,50541,0,0,100,100,0,0
13265,16827,50541,0,0,100,100,0,0
13334,0,0,0,0,100,100,0,0
13335,0,24450,0,0,100,100,0,0
13336,0,24450,0,0,100,100,0,0
13337,0,24450,0,0,100,100,0,0
13338,0,24450,0,0,100,100,0,0
13339,0,24450,0,0,100,100,0,0
13340,0,24450,0,0,100,100,0,0
13341,0,0,0,0,100,100,0,0
13342,16827,24450,0,0,100,100,0,0
13343,16827,24450,0,0,100,100,0,0
13347,0,0,0,0,100,100,0,0
13348,0,0,0,0,100,100,0,0
13349,0,0,0,0,100,100,0,0
13350,0,0,0,0,100,100,0,0
13351,0,24450,0,0,100,100,0,0
13352,16827,24450,0,0,100,100,0,0
13353,16827,24450,0,0,100,100,0,0
13354,0,24450,0,0,100,100,0,0
13355,0,0,0,0,100,100,0,0
13356,0,24450,0,0,100,100,0,0
13357,0,0,0,0,100,100,0,0
13358,16827,24450,0,0,100,100,0,0
13359,0,24450,0,0,100,100,0,0
13360,0,24450,0,0,100,100,0,0
13361,0,24450,0,0,100,100,0,0
13362,0,24450,0,0,100,100,0,0
13363,0,24450,0,0,100,100,0,0
13364,0,0,0,0,100,100,0,0
13365,16827,24450,0,0,100,100,0,0
13366,16827,24450,0,0,100,100,0,0
13367,0,24450,0,0,100,100,0,0
13368,0,24450,0,0,100,100,0,0
13369,0,24450,0,0,100,100,0,0
13370,0,24450,0,0,100,100,0,0
13371,0,24450,0,0,100,100,0,0
13372,0,24450,0,0,100,100,0,0
13373,0,24450,0,0,100,100,0,0
13374,0,24450,0,0,100,100,0,0
13375,0,0,0,0,100,100,0,0
13376,0,0,0,0,100,100,0,0
13377,0,0,0,0,100,100,0,0
13378,16827,24450,0,0,100,100,0,0
13379,0,0,0,0,100,100,0,0
13380,0,0,0,0,100,100,0,0
13381,0,24450,0,0,100,100,0,0
13461,0,0,0,0,100,100,0,0
13462,0,4167,0,0,100,100,0,0
13463,0,50519,0,0,100,100,0,0
13464,0,0,0,0,100,100,0,0
13465,0,0,0,0,100,100,0,0
13466,0,26064,0,0,100,100,0,0
13467,0,0,0,0,100,100,0,0
13468,0,0,0,0,100,100,0,0
13469,0,0,0,0,100,100,0,0
13470,0,0,0,0,100,100,0,0
13471,0,50271,0,0,100,100,0,0
13472,0,0,0,0,100,100,0,0
13473,0,50256,0,0,100,100,0,0
13474,0,50256,0,0,100,100,0,0
15223,16827,50245,0,0,100,100,0,0
15224,17253,26064,0,0,100,100,0,0
15225,17253,26064,0,0,100,100,0,0
15226,0,50245,0,0,100,100,0,0
