ID,RaceID,HideGeosetGroup,RaceBitSelection,Field_10_0_0_46047_003,HelmetGeosetVisDataID
35824,17,0,0,-1,398
35825,17,7,0,-1,398
35826,18,0,0,-1,398
35827,18,7,0,-1,398
35828,19,0,0,-1,398
35829,19,7,0,-1,398
35830,20,0,0,-1,398
35831,20,7,0,-1,398
35832,21,0,0,-1,398
35833,21,7,0,-1,398
35834,22,0,0,-1,398
35835,22,2,0,-1,398
35836,22,7,0,-1,398
35837,23,0,0,-1,398
35838,23,7,0,-1,398
38335,10,1,0,32,475
38336,11,1,0,32,475
38337,11,0,0,32,475
38338,6,0,0,32,475
38339,10,2,0,-1,475
38370,9,2,0,-1,475
38371,9,3,0,-1,475
38401,7,0,0,-1,475
39674,24,0,0,-1,246
39675,24,2,0,-1,246
39676,24,7,0,-1,246
39677,25,0,0,-1,246
39678,25,2,0,-1,246
39679,25,7,0,-1,246
39680,26,0,0,-1,246
39681,26,2,0,-1,246
39682,26,7,0,-1,246
39683,24,1,0,-1,247
39684,24,3,0,-1,247
39685,25,1,0,-1,247
39686,25,3,0,-1,247
39687,26,1,0,-1,247
39688,26,3,0,-1,247
39689,24,0,0,-1,248
39690,24,1,0,-1,248
39691,24,2,0,-1,248
39692,24,3,0,-1,248
39693,24,7,0,-1,248
39694,25,0,0,-1,248
39695,25,1,0,-1,248
39696,25,2,0,-1,248
39697,25,3,0,-1,248
39698,25,7,0,-1,248
39699,26,0,0,-1,248
39700,26,1,0,-1,248
39701,26,2,0,-1,248
39702,26,3,0,-1,248
39703,26,7,0,-1,248
39704,24,0,0,-1,249
39705,24,2,0,-1,249
39706,24,7,0,-1,249
39707,25,0,0,-1,249
39708,25,2,0,-1,249
39709,25,7,0,-1,249
39710,26,0,0,-1,249
39711,26,2,0,-1,249
39712,26,7,0,-1,249
39713,24,0,0,-1,265
39714,25,0,0,-1,265
39715,26,0,0,-1,265
39716,24,0,0,-1,285
39717,24,1,0,-1,285
39718,24,2,0,-1,285
39719,24,3,0,-1,285
39720,24,7,0,-1,285
39721,25,0,0,-1,285
39722,25,1,0,-1,285
39723,25,2,0,-1,285
39724,25,3,0,-1,285
39725,25,7,0,-1,285
39726,26,0,0,-1,285
39727,26,1,0,-1,285
39728,26,2,0,-1,285
39729,26,3,0,-1,285
39730,26,7,0,-1,285
39731,24,0,0,-1,305
39732,24,3,0,-1,305
39733,24,7,0,-1,305
39734,25,0,0,-1,305
39735,25,3,0,-1,305
39736,25,7,0,-1,305
39737,26,0,0,-1,305
39738,26,3,0,-1,305
39739,26,7,0,-1,305
39740,24,0,0,-1,306
39741,24,3,0,-1,306
39742,24,7,0,-1,306
39743,25,0,0,-1,306
39744,25,3,0,-1,306
39745,25,7,0,-1,306
39746,26,0,0,-1,306
39747,26,3,0,-1,306
39748,26,7,0,-1,306
39749,24,0,0,-1,307
39750,24,3,0,-1,307
39751,24,7,0,-1,307
39752,25,0,0,-1,307
39753,25,3,0,-1,307
39754,25,7,0,-1,307
39755,26,0,0,-1,307
39756,26,3,0,-1,307
39757,26,7,0,-1,307
39758,24,0,0,-1,325
39759,24,3,0,-1,325
39760,25,0,0,-1,325
39761,25,3,0,-1,325
39762,26,0,0,-1,325
39763,26,3,0,-1,325
39764,24,0,0,-1,345
39765,24,2,0,-1,345
39766,24,7,0,-1,345
39767,25,0,0,-1,345
39768,25,2,0,-1,345
39769,25,7,0,-1,345
39770,26,0,0,-1,345
39771,26,2,0,-1,345
39772,26,7,0,-1,345
39773,24,0,0,-1,366
39774,24,2,0,-1,366
39775,24,7,0,-1,366
39776,25,0,0,-1,366
39777,25,2,0,-1,366
39778,25,7,0,-1,366
39779,26,0,0,-1,366
39780,26,2,0,-1,366
39781,26,7,0,-1,366
39782,24,0,0,-1,367
39783,24,3,0,-1,367
39784,24,7,0,-1,367
39785,25,0,0,-1,367
39786,25,3,0,-1,367
39787,25,7,0,-1,367
39788,26,0,0,-1,367
39789,26,3,0,-1,367
39790,26,7,0,-1,367
39791,24,0,0,-1,368
39792,24,1,0,-1,368
39793,24,2,0,-1,368
39794,24,3,0,-1,368
39795,24,7,0,-1,368
39796,25,0,0,-1,368
39797,25,1,0,-1,368
39798,25,2,0,-1,368
39799,25,3,0,-1,368
39800,25,7,0,-1,368
39801,26,0,0,-1,368
39802,26,1,0,-1,368
39803,26,2,0,-1,368
39804,26,3,0,-1,368
39805,26,7,0,-1,368
39806,24,2,0,-1,369
39807,24,3,0,-1,369
39808,25,2,0,-1,369
39809,25,3,0,-1,369
39810,26,2,0,-1,369
39811,26,3,0,-1,369
39812,24,33,0,-1,370
39813,25,33,0,-1,370
39814,26,33,0,-1,370
39815,24,3,0,-1,371
39816,24,7,0,-1,371
39817,24,16,0,-1,371
39818,25,3,0,-1,371
39819,25,7,0,-1,371
39820,25,16,0,-1,371
39821,26,3,0,-1,371
39822,26,7,0,-1,371
39823,26,16,0,-1,371
39824,24,3,0,-1,372
39825,24,7,0,-1,372
39826,25,3,0,-1,372
39827,25,7,0,-1,372
39828,26,3,0,-1,372
39829,26,7,0,-1,372
39830,24,0,0,-1,376
39831,24,7,0,-1,376
39832,25,0,0,-1,376
39833,25,7,0,-1,376
39834,26,0,0,-1,376
39835,26,7,0,-1,376
39836,24,0,0,-1,387
39837,24,1,0,-1,387
39838,24,2,0,-1,387
39839,24,3,0,-1,387
39840,24,7,0,-1,387
39841,25,0,0,-1,387
39842,25,1,0,-1,387
39843,25,2,0,-1,387
39844,25,3,0,-1,387
39845,25,7,0,-1,387
39846,26,0,0,-1,387
39847,26,1,0,-1,387
39848,26,2,0,-1,387
39849,26,3,0,-1,387
39850,26,7,0,-1,387
39851,24,0,0,-1,388
39852,24,3,0,-1,388
39853,24,7,0,-1,388
39854,25,0,0,-1,388
39855,25,3,0,-1,388
39856,25,7,0,-1,388
39857,26,0,0,-1,388
39858,26,3,0,-1,388
39859,26,7,0,-1,388
39860,1,3,0,-1,398
39861,24,0,0,-1,398
39862,24,3,0,-1,398
39863,24,7,0,-1,398
39864,25,0,0,-1,398
39865,25,3,0,-1,398
39866,25,7,0,-1,398
39867,26,0,0,-1,398
39868,26,3,0,-1,398
39869,26,7,0,-1,398
39870,1,0,0,-1,410
39871,1,2,0,-1,410
39872,1,7,0,-1,410
39873,2,0,0,-1,410
39874,2,2,0,-1,410
39875,2,3,0,-1,410
39876,2,7,0,-1,410
39877,3,0,0,-1,410
39878,3,2,0,-1,410
39879,3,3,0,-1,410
39880,3,7,0,-1,410
39881,4,0,0,-1,410
39882,4,2,0,-1,410
39883,5,0,0,-1,410
39884,6,1,0,-1,410
39885,6,7,0,-1,410
39886,7,0,0,-1,410
39887,7,2,0,-1,410
39888,7,3,0,-1,410
39889,7,7,0,-1,410
39890,8,0,0,-1,410
39891,9,0,0,-1,410
39892,10,0,0,-1,410
39893,10,2,0,-1,410
39894,11,0,0,-1,410
39895,11,2,0,-1,410
39896,11,7,0,-1,410
39897,23,0,0,-1,410
39898,23,2,0,-1,410
39899,23,7,0,-1,410
39900,24,0,0,-1,410
39901,24,2,0,-1,410
39902,24,3,0,-1,410
39903,24,7,0,-1,410
39904,25,0,0,-1,410
39905,25,2,0,-1,410
39906,25,3,0,-1,410
39907,25,7,0,-1,410
39908,26,0,0,-1,410
39909,26,2,0,-1,410
39910,26,3,0,-1,410
39911,26,7,0,-1,410
39912,24,2,0,-1,411
39913,25,2,0,-1,411
39914,26,2,0,-1,411
39915,1,0,0,-1,417
39916,2,0,0,-1,417
39917,3,0,0,-1,417
39918,4,0,0,-1,417
39919,5,0,0,-1,417
39920,6,7,0,-1,417
39921,7,0,0,-1,417
39922,7,2,0,-1,417
39923,8,0,0,-1,417
39924,9,0,0,-1,417
39925,10,0,0,-1,417
39926,11,0,0,-1,417
39927,11,7,0,-1,417
39928,12,0,0,-1,417
39929,13,0,0,-1,417
39930,14,0,0,-1,417
39931,15,0,0,-1,417
39932,16,0,0,-1,417
39933,17,0,0,-1,417
39934,18,0,0,-1,417
39935,19,0,0,-1,417
39936,20,0,0,-1,417
39937,21,0,0,-1,417
39938,23,0,0,-1,417
39939,24,0,0,-1,417
39940,25,0,0,-1,417
39941,26,0,0,-1,417
39942,1,0,0,-1,418
39943,2,0,0,-1,418
39944,2,3,0,-1,418
39945,3,0,0,-1,418
39946,4,0,0,-1,418
39947,4,3,0,-1,418
39948,5,0,0,-1,418
39949,6,7,0,-1,418
39950,7,0,0,-1,418
39951,7,3,0,-1,418
39952,8,0,0,-1,418
39953,9,0,0,-1,418
39954,10,0,0,-1,418
39955,11,0,0,-1,418
39956,11,3,0,-1,418
39957,23,0,0,-1,418
39958,24,0,0,-1,418
39959,25,0,0,-1,418
39960,26,0,0,-1,418
39961,1,0,0,-1,419
39962,1,7,0,-1,419
39963,2,0,0,-1,419
39964,2,3,0,-1,419
39965,2,7,0,-1,419
39966,3,0,0,-1,419
39967,3,7,0,-1,419
39968,4,0,0,-1,419
39969,5,0,0,-1,419
39970,5,7,0,-1,419
39971,6,7,0,-1,419
39972,7,0,0,-1,419
39973,7,2,0,-1,419
39974,7,7,0,-1,419
39975,8,0,0,-1,419
39976,9,0,0,-1,419
39977,9,7,0,-1,419
39978,10,0,0,-1,419
39979,11,0,0,-1,419
39980,11,7,0,-1,419
39981,12,0,0,-1,419
39982,12,7,0,-1,419
39983,13,0,0,-1,419
39984,13,7,0,-1,419
39985,14,0,0,-1,419
39986,14,7,0,-1,419
39987,15,0,0,-1,419
39988,15,7,0,-1,419
39989,16,0,0,-1,419
39990,16,7,0,-1,419
39991,17,0,0,-1,419
39992,17,7,0,-1,419
39993,18,0,0,-1,419
39994,18,7,0,-1,419
39995,19,0,0,-1,419
39996,19,7,0,-1,419
39997,20,0,0,-1,419
39998,20,7,0,-1,419
39999,21,0,0,-1,419
40000,21,7,0,-1,419
40001,22,0,0,-1,419
40002,22,2,0,-1,419
40003,22,7,0,-1,419
40004,23,0,0,-1,419
40005,23,7,0,-1,419
40006,24,0,0,-1,419
40007,24,2,0,-1,419
40008,25,0,0,-1,419
40009,25,2,0,-1,419
40010,26,0,0,-1,419
40011,26,2,0,-1,419
40012,1,0,0,-1,420
40013,1,7,0,-1,420
40014,2,0,0,-1,420
40015,2,3,0,-1,420
40016,2,7,0,-1,420
40017,3,0,0,-1,420
40018,3,3,0,-1,420
40019,3,7,0,-1,420
40020,4,0,0,-1,420
40021,4,3,0,-1,420
40022,5,0,0,-1,420
40023,5,7,0,-1,420
40024,6,7,0,-1,420
40025,7,0,0,-1,420
40026,7,2,0,-1,420
40027,7,7,0,-1,420
40028,8,0,0,-1,420
40029,9,0,0,-1,420
40030,10,0,0,-1,420
40031,10,3,0,-1,420
40032,11,0,0,-1,420
40033,11,7,0,-1,420
40034,22,0,0,-1,420
40035,22,2,0,-1,420
40036,23,0,0,-1,420
40037,23,2,0,-1,420
40038,23,3,0,-1,420
40039,23,7,0,-1,420
40040,24,0,0,-1,420
40041,25,0,0,-1,420
40042,26,0,0,-1,420
40043,1,0,0,-1,421
40044,1,1,0,-1,421
40045,1,2,0,-1,421
40046,1,3,0,-1,421
40047,1,7,0,-1,421
40048,2,0,0,-1,421
40049,2,1,0,-1,421
40050,2,2,0,-1,421
40051,2,3,0,-1,421
40052,2,7,0,-1,421
40053,3,0,0,-1,421
40054,3,1,0,-1,421
40055,3,2,0,-1,421
40056,3,3,0,-1,421
40057,3,7,0,-1,421
40058,4,0,0,-1,421
40059,4,1,0,-1,421
40060,4,2,0,-1,421
40061,4,3,0,-1,421
40062,5,0,0,-1,421
40063,5,2,0,-1,421
40064,5,7,0,-1,421
40065,6,1,0,-1,421
40066,6,3,0,-1,421
40067,6,7,0,-1,421
40068,7,0,0,-1,421
40069,7,1,0,-1,421
40070,7,2,0,-1,421
40071,7,3,0,-1,421
40072,7,7,0,-1,421
40073,8,0,0,-1,421
40074,8,1,0,-1,421
40075,8,2,0,-1,421
40076,9,0,0,-1,421
40077,10,0,0,-1,421
40078,10,1,0,-1,421
40079,10,2,0,-1,421
40080,10,3,0,-1,421
40081,10,7,0,-1,421
40082,11,0,0,-1,421
40083,11,1,0,-1,421
40084,11,2,0,-1,421
40085,11,3,0,-1,421
40086,11,7,0,-1,421
40087,12,0,0,-1,421
40088,12,1,0,-1,421
40089,12,2,0,-1,421
40090,12,3,0,-1,421
40091,12,7,0,-1,421
40092,13,0,0,-1,421
40093,13,1,0,-1,421
40094,13,2,0,-1,421
40095,13,3,0,-1,421
40096,13,7,0,-1,421
40097,14,0,0,-1,421
40098,14,1,0,-1,421
40099,14,2,0,-1,421
40100,14,3,0,-1,421
40101,14,7,0,-1,421
40102,15,0,0,-1,421
40103,15,1,0,-1,421
40104,15,2,0,-1,421
40105,15,3,0,-1,421
40106,15,7,0,-1,421
40107,16,0,0,-1,421
40108,16,1,0,-1,421
40109,16,2,0,-1,421
40110,16,3,0,-1,421
40111,16,7,0,-1,421
40112,17,0,0,-1,421
40113,17,1,0,-1,421
40114,17,2,0,-1,421
40115,17,3,0,-1,421
40116,17,7,0,-1,421
40117,18,0,0,-1,421
40118,18,1,0,-1,421
40119,18,2,0,-1,421
40120,18,3,0,-1,421
40121,18,7,0,-1,421
40122,19,0,0,-1,421
40123,19,1,0,-1,421
40124,19,2,0,-1,421
40125,19,3,0,-1,421
40126,19,7,0,-1,421
40127,20,0,0,-1,421
40128,20,1,0,-1,421
40129,20,2,0,-1,421
40130,20,3,0,-1,421
40131,20,7,0,-1,421
40132,21,0,0,-1,421
40133,21,1,0,-1,421
40134,21,2,0,-1,421
40135,21,3,0,-1,421
40136,21,7,0,-1,421
40137,22,0,0,-1,421
40138,22,1,0,-1,421
40139,22,2,0,-1,421
40140,22,3,0,-1,421
40141,22,7,0,-1,421
40142,23,0,0,-1,421
40143,23,1,0,-1,421
40144,23,2,0,-1,421
40145,23,3,0,-1,421
40146,23,7,0,-1,421
40147,24,0,0,-1,421
40148,24,1,0,-1,421
40149,24,2,0,-1,421
40150,24,3,0,-1,421
40151,25,0,0,-1,421
40152,25,1,0,-1,421
40153,25,2,0,-1,421
40154,25,3,0,-1,421
40155,26,0,0,-1,421
40156,26,1,0,-1,421
40157,26,2,0,-1,421
40158,26,3,0,-1,421
40159,1,0,0,-1,422
40160,1,1,0,-1,422
40161,1,2,0,-1,422
40162,1,3,0,-1,422
40163,1,7,0,-1,422
40164,2,0,0,-1,422
40165,2,1,0,-1,422
40166,2,2,0,-1,422
40167,2,3,0,-1,422
40168,2,7,0,-1,422
40169,3,0,0,-1,422
40170,3,1,0,-1,422
40171,3,2,0,-1,422
40172,3,3,0,-1,422
40173,3,7,0,-1,422
40174,4,0,0,-1,422
40175,4,1,0,-1,422
40176,4,2,0,-1,422
40177,4,3,0,-1,422
40178,5,0,0,-1,422
40179,5,2,0,-1,422
40180,5,7,0,-1,422
40181,6,1,0,-1,422
40182,6,2,0,-1,422
40183,6,3,0,-1,422
40184,6,7,0,-1,422
40185,7,0,0,-1,422
40186,7,1,0,-1,422
40187,7,2,0,-1,422
40188,7,3,0,-1,422
40189,7,7,0,-1,422
40190,8,0,0,-1,422
40191,8,1,0,-1,422
40192,8,2,0,-1,422
40193,9,0,0,-1,422
40194,10,0,0,-1,422
40195,10,1,0,-1,422
40196,10,2,0,-1,422
40197,10,3,0,-1,422
40198,10,7,0,-1,422
40199,11,0,0,-1,422
40200,11,7,0,-1,422
40201,22,0,0,-1,422
40202,22,2,0,-1,422
40203,22,7,0,-1,422
40204,23,0,0,-1,422
40205,23,1,0,-1,422
40206,23,2,0,-1,422
40207,23,3,0,-1,422
40208,23,7,0,-1,422
40209,24,0,0,-1,422
40210,25,0,0,-1,422
40211,26,0,0,-1,422
40212,1,0,0,-1,423
40213,2,0,0,-1,423
40214,2,3,0,-1,423
40215,3,0,0,-1,423
40216,4,0,0,-1,423
40217,5,0,0,-1,423
40218,7,0,0,-1,423
40219,7,2,0,-1,423
40220,8,0,0,-1,423
40221,9,0,0,-1,423
40222,10,0,0,-1,423
40223,11,0,0,-1,423
40224,22,2,0,-1,423
40225,23,0,0,-1,423
40226,24,0,0,-1,423
40227,24,2,0,-1,423
40228,25,0,0,-1,423
40229,25,2,0,-1,423
40230,26,0,0,-1,423
40231,26,2,0,-1,423
40232,1,0,0,-1,424
40233,1,3,0,-1,424
40234,2,0,0,-1,424
40235,2,3,0,-1,424
40236,3,0,0,-1,424
40237,4,0,0,-1,424
40238,4,3,0,-1,424
40239,5,0,0,-1,424
40240,5,3,0,-1,424
40241,7,0,0,-1,424
40242,8,0,0,-1,424
40243,9,0,0,-1,424
40244,10,0,0,-1,424
40245,10,3,0,-1,424
40246,11,0,0,-1,424
40247,22,2,0,-1,424
40248,23,0,0,-1,424
40249,23,3,0,-1,424
40250,24,0,0,-1,424
40251,25,0,0,-1,424
40252,26,0,0,-1,424
40253,1,0,0,-1,425
40254,1,1,0,-1,425
40255,1,2,0,-1,425
40256,1,3,0,-1,425
40257,2,0,0,-1,425
40258,2,1,0,-1,425
40259,2,2,0,-1,425
40260,2,3,0,-1,425
40261,3,0,0,-1,425
40262,3,1,0,-1,425
40263,3,2,0,-1,425
40264,3,3,0,-1,425
40265,4,0,0,-1,425
40266,4,1,0,-1,425
40267,4,2,0,-1,425
40268,4,3,0,-1,425
40269,5,0,0,-1,425
40270,5,2,0,-1,425
40271,6,1,0,-1,425
40272,6,3,0,-1,425
40273,7,0,0,-1,425
40274,7,1,0,-1,425
40275,7,2,0,-1,425
40276,7,3,0,-1,425
40277,8,0,0,-1,425
40278,8,1,0,-1,425
40279,8,2,0,-1,425
40280,9,0,0,-1,425
40281,10,0,0,-1,425
40282,10,1,0,-1,425
40283,10,2,0,-1,425
40284,10,3,0,-1,425
40285,11,0,0,-1,425
40286,11,1,0,-1,425
40287,11,2,0,-1,425
40288,11,3,0,-1,425
40289,12,0,0,-1,425
40290,12,1,0,-1,425
40291,12,2,0,-1,425
40292,12,3,0,-1,425
40293,13,0,0,-1,425
40294,13,1,0,-1,425
40295,13,2,0,-1,425
40296,13,3,0,-1,425
40297,14,0,0,-1,425
40298,14,1,0,-1,425
40299,14,2,0,-1,425
40300,14,3,0,-1,425
40301,15,0,0,-1,425
40302,15,1,0,-1,425
40303,15,2,0,-1,425
40304,15,3,0,-1,425
40305,16,0,0,-1,425
40306,16,1,0,-1,425
40307,16,2,0,-1,425
40308,16,3,0,-1,425
40309,17,0,0,-1,425
40310,17,1,0,-1,425
40311,17,2,0,-1,425
40312,17,3,0,-1,425
40313,18,0,0,-1,425
40314,18,1,0,-1,425
40315,18,2,0,-1,425
40316,18,3,0,-1,425
40317,19,0,0,-1,425
40318,19,1,0,-1,425
40319,19,2,0,-1,425
40320,19,3,0,-1,425
40321,20,0,0,-1,425
40322,20,1,0,-1,425
40323,20,2,0,-1,425
40324,20,3,0,-1,425
40325,21,0,0,-1,425
40326,21,1,0,-1,425
40327,21,2,0,-1,425
40328,21,3,0,-1,425
40329,22,0,0,-1,425
40330,22,1,0,-1,425
40331,22,3,0,-1,425
40332,23,0,0,-1,425
40333,23,1,0,-1,425
40334,23,2,0,-1,425
40335,23,3,0,-1,425
40336,24,0,0,-1,425
40337,24,1,0,-1,425
40338,24,2,0,-1,425
40339,24,3,0,-1,425
40340,25,0,0,-1,425
40341,25,1,0,-1,425
40342,25,2,0,-1,425
40343,25,3,0,-1,425
40344,26,0,0,-1,425
40345,26,1,0,-1,425
40346,26,2,0,-1,425
40347,26,3,0,-1,425
40348,1,0,0,-1,426
40349,1,1,0,-1,426
40350,1,2,0,-1,426
40351,1,3,0,-1,426
40352,2,0,0,-1,426
40353,2,1,0,-1,426
40354,2,2,0,-1,426
40355,2,3,0,-1,426
40356,3,0,0,-1,426
40357,3,1,0,-1,426
40358,3,2,0,-1,426
40359,3,3,0,-1,426
40360,4,0,0,-1,426
40361,4,1,0,-1,426
40362,4,2,0,-1,426
40363,4,3,0,-1,426
40364,5,0,0,-1,426
40365,5,2,0,-1,426
40366,6,1,0,-1,426
40367,6,2,0,-1,426
40368,6,3,0,-1,426
40369,7,0,0,-1,426
40370,7,1,0,-1,426
40371,7,2,0,-1,426
40372,7,3,0,-1,426
40373,8,0,0,-1,426
40374,8,1,0,-1,426
40375,8,2,0,-1,426
40376,9,0,0,-1,426
40377,10,0,0,-1,426
40378,10,1,0,-1,426
40379,10,2,0,-1,426
40380,10,3,0,-1,426
40381,11,0,0,-1,426
40382,22,0,0,-1,426
40383,23,0,0,-1,426
40384,23,1,0,-1,426
40385,23,2,0,-1,426
40386,23,3,0,-1,426
40387,24,0,0,-1,426
40388,25,0,0,-1,426
40389,26,0,0,-1,426
40390,1,0,0,-1,427
40391,1,7,0,-1,427
40392,2,0,0,-1,427
40393,2,3,0,-1,427
40394,2,7,0,-1,427
40395,3,0,0,-1,427
40396,3,7,0,-1,427
40397,4,0,0,-1,427
40398,5,0,0,-1,427
40399,5,7,0,-1,427
40400,6,7,0,-1,427
40401,7,0,0,-1,427
40402,7,2,0,-1,427
40403,7,7,0,-1,427
40404,8,0,0,-1,427
40405,9,0,0,-1,427
40406,9,7,0,-1,427
40407,10,0,0,-1,427
40408,11,0,0,-1,427
40409,11,7,0,-1,427
40410,12,0,0,-1,427
40411,12,7,0,-1,427
40412,13,0,0,-1,427
40413,13,7,0,-1,427
40414,14,0,0,-1,427
40415,14,7,0,-1,427
40416,15,0,0,-1,427
40417,15,7,0,-1,427
40418,16,0,0,-1,427
40419,16,7,0,-1,427
40420,17,0,0,-1,427
40421,17,7,0,-1,427
40422,18,0,0,-1,427
40423,18,7,0,-1,427
40424,19,0,0,-1,427
40425,19,7,0,-1,427
40426,20,0,0,-1,427
40427,20,7,0,-1,427
40428,21,0,0,-1,427
40429,21,7,0,-1,427
40430,22,0,0,-1,427
40431,22,2,0,-1,427
40432,22,7,0,-1,427
40433,23,0,0,-1,427
40434,23,7,0,-1,427
40435,24,0,0,-1,427
40436,24,2,0,-1,427
40437,24,7,0,-1,427
40438,25,0,0,-1,427
40439,25,2,0,-1,427
40440,25,7,0,-1,427
40441,26,0,0,-1,427
40442,26,2,0,-1,427
40443,26,7,0,-1,427
40444,1,0,0,-1,428
40445,1,7,0,-1,428
40446,2,0,0,-1,428
40447,2,3,0,-1,428
40448,2,7,0,-1,428
40449,3,0,0,-1,428
40450,3,3,0,-1,428
40451,3,7,0,-1,428
40452,4,0,0,-1,428
40453,4,3,0,-1,428
40454,5,0,0,-1,428
40455,5,7,0,-1,428
40456,6,7,0,-1,428
40457,7,0,0,-1,428
40458,7,2,0,-1,428
40459,7,7,0,-1,428
40460,8,0,0,-1,428
40461,9,0,0,-1,428
40462,10,0,0,-1,428
40463,10,3,0,-1,428
40464,11,0,0,-1,428
40465,11,7,0,-1,428
40466,22,0,0,-1,428
40467,22,2,0,-1,428
40468,23,0,0,-1,428
40469,23,2,0,-1,428
40470,23,3,0,-1,428
40471,23,7,0,-1,428
40472,24,0,0,-1,428
40473,24,3,0,-1,428
40474,24,7,0,-1,428
40475,25,0,0,-1,428
40476,25,3,0,-1,428
40477,25,7,0,-1,428
40478,26,0,0,-1,428
40479,26,3,0,-1,428
40480,26,7,0,-1,428
40481,1,0,0,-1,435
40482,1,1,0,-1,435
40483,1,2,0,-1,435
40484,1,3,0,-1,435
40485,1,7,0,-1,435
40486,2,0,0,-1,435
40487,2,1,0,-1,435
40488,2,2,0,-1,435
40489,2,3,0,-1,435
40490,2,7,0,-1,435
40491,3,0,0,-1,435
40492,3,1,0,-1,435
40493,3,2,0,-1,435
40494,3,3,0,-1,435
40495,3,7,0,-1,435
40496,4,0,0,-1,435
40497,4,1,0,-1,435
40498,4,2,0,-1,435
40499,4,3,0,-1,435
40500,4,7,0,-1,435
40501,5,0,0,-1,435
40502,5,2,0,-1,435
40503,5,7,0,-1,435
40504,6,1,0,-1,435
40505,6,3,0,-1,435
40506,6,7,0,-1,435
40507,7,0,0,-1,435
40508,7,1,0,-1,435
40509,7,2,0,-1,435
40510,7,3,0,-1,435
40511,7,7,0,-1,435
40512,8,0,0,-1,435
40513,8,1,0,-1,435
40514,8,2,0,-1,435
40515,8,7,0,-1,435
40516,9,0,0,-1,435
40517,9,2,0,-1,435
40518,10,0,0,-1,435
40519,10,1,0,-1,435
40520,10,2,0,-1,435
40521,10,3,0,-1,435
40522,10,7,0,-1,435
40523,11,0,0,-1,435
40524,11,1,0,-1,435
40525,11,2,0,-1,435
40526,11,3,0,-1,435
40527,11,7,0,-1,435
40528,12,0,0,-1,435
40529,12,1,0,-1,435
40530,12,2,0,-1,435
40531,12,3,0,-1,435
40532,12,7,0,-1,435
40533,13,0,0,-1,435
40534,13,1,0,-1,435
40535,13,2,0,-1,435
40536,13,3,0,-1,435
40537,13,7,0,-1,435
40538,14,0,0,-1,435
40539,14,1,0,-1,435
40540,14,2,0,-1,435
40541,14,3,0,-1,435
40542,14,7,0,-1,435
40543,15,0,0,-1,435
40544,15,1,0,-1,435
40545,15,2,0,-1,435
40546,15,3,0,-1,435
40547,15,7,0,-1,435
40548,16,0,0,-1,435
40549,16,1,0,-1,435
40550,16,2,0,-1,435
40551,16,3,0,-1,435
40552,16,7,0,-1,435
40553,17,0,0,-1,435
40554,17,1,0,-1,435
40555,17,2,0,-1,435
40556,17,3,0,-1,435
40557,17,7,0,-1,435
40558,18,0,0,-1,435
40559,18,1,0,-1,435
40560,18,2,0,-1,435
40561,18,3,0,-1,435
40562,18,7,0,-1,435
40563,19,0,0,-1,435
40564,19,1,0,-1,435
40565,19,2,0,-1,435
40566,19,3,0,-1,435
40567,19,7,0,-1,435
40568,20,0,0,-1,435
40569,20,1,0,-1,435
40570,20,2,0,-1,435
40571,20,3,0,-1,435
40572,20,7,0,-1,435
40573,21,0,0,-1,435
40574,21,1,0,-1,435
40575,21,2,0,-1,435
40576,21,3,0,-1,435
40577,21,7,0,-1,435
40578,22,0,0,-1,435
40579,22,1,0,-1,435
40580,22,2,0,-1,435
40581,22,3,0,-1,435
40582,22,7,0,-1,435
40583,23,0,0,-1,435
40584,23,1,0,-1,435
40585,23,2,0,-1,435
40586,23,3,0,-1,435
40587,23,7,0,-1,435
40588,24,0,0,-1,435
40589,24,1,0,-1,435
40590,24,2,0,-1,435
40591,24,3,0,-1,435
40592,24,7,0,-1,435
40593,25,0,0,-1,435
40594,25,1,0,-1,435
40595,25,2,0,-1,435
40596,25,3,0,-1,435
40597,25,7,0,-1,435
40598,26,0,0,-1,435
40599,26,1,0,-1,435
40600,26,2,0,-1,435
40601,26,3,0,-1,435
40602,26,7,0,-1,435
40603,1,0,0,-1,436
40604,1,1,0,-1,436
40605,1,2,0,-1,436
40606,1,3,0,-1,436
40607,1,7,0,-1,436
40608,2,0,0,-1,436
40609,2,1,0,-1,436
40610,2,2,0,-1,436
40611,2,3,0,-1,436
40612,2,7,0,-1,436
40613,3,0,0,-1,436
40614,3,1,0,-1,436
40615,3,2,0,-1,436
40616,3,3,0,-1,436
40617,3,7,0,-1,436
40618,4,0,0,-1,436
40619,4,1,0,-1,436
40620,4,2,0,-1,436
40621,4,3,0,-1,436
40622,4,7,0,-1,436
40623,5,0,0,-1,436
40624,5,2,0,-1,436
40625,5,7,0,-1,436
40626,6,1,0,-1,436
40627,6,3,0,-1,436
40628,6,7,0,-1,436
40629,7,0,0,-1,436
40630,7,1,0,-1,436
40631,7,2,0,-1,436
40632,7,3,0,-1,436
40633,7,7,0,-1,436
40634,8,0,0,-1,436
40635,8,1,0,-1,436
40636,8,2,0,-1,436
40637,8,7,0,-1,436
40638,9,0,0,-1,436
40639,9,2,0,-1,436
40640,10,0,0,-1,436
40641,10,1,0,-1,436
40642,10,2,0,-1,436
40643,10,3,0,-1,436
40644,10,7,0,-1,436
40645,11,0,0,-1,436
40646,11,1,0,-1,436
