ID,SpellID,Field_12_0_0_64741_001,BroadcastTextID,Severity,Field_12_0_0_64741_004,Flags,IconFileDataID,DungeonEncounterID
709,1259786,0,0,1,0,0,0,0
710,1292036,0,0,1,0,128,0,3470
711,1289192,0,0,1,0,128,0,3421
712,1290001,0,0,1,0,0,0,3470
713,1289754,0,0,1,0,0,0,2124
718,1289059,0,0,1,0,0,0,2124
719,1292188,0,324011,2,0,1,0,3492
720,1292518,0,0,1,0,0,0,2124
721,1291390,0,0,2,0,0,0,3497
722,1286921,0,0,0,0,0,0,3497
723,1296025,0,0,1,0,0,0,3497
724,1290742,0,0,0,0,0,0,3497
725,1296092,0,0,1,0,0,0,3497
726,1296061,0,320255,0,0,0,0,3497
727,1291933,0,0,0,0,0,0,3497
728,1295817,0,0,2,0,0,0,3497
729,1292104,0,0,2,0,0,0,3497
730,1293154,0,0,1,0,0,0,2125
731,1293212,0,0,0,0,0,0,3470
733,1253902,0,296316,2,0,0,0,0
736,466559,0,0,1,0,0,0,3056
737,1290740,0,0,0,0,0,0,3497
738,1290743,0,0,0,0,0,0,3497
739,1288484,0,0,1,0,128,0,3421
740,1294293,0,0,2,0,0,0,3421
741,1294921,0,0,2,0,0,0,3421
742,1290956,0,0,1,0,0,0,3421
743,1290809,0,0,1,0,0,0,3421
744,1291404,0,0,1,0,0,0,3421
745,1294867,0,315288,2,0,1,0,0
746,1286905,0,0,2,0,0,0,3492
748,1241320,0,296567,0,0,0,0,3182
749,1234346,0,289662,2,0,0,0,3177
750,1295191,0,0,0,0,0,0,3183
751,1290516,0,0,2,0,0,0,3421
752,1295452,0,0,1,0,0,0,3103
753,1291478,0,0,1,0,0,0,3421
754,1280935,0,0,0,0,128,0,3455
755,1282114,0,0,0,0,0,0,0
756,1282509,0,0,0,0,0,0,0
757,1281907,0,0,0,0,0,0,0
758,1280881,0,0,0,0,0,0,0
759,1283164,0,0,0,0,0,0,0
760,1296205,0,0,1,0,0,0,3073
764,1262244,0,303268,0,0,0,0,0
765,1264431,0,303768,0,0,0,0,0
766,1296335,0,0,0,0,0,0,0
767,265773,0,0,1,0,0,0,2139
768,1295854,0,0,1,0,0,0,3497
769,1280871,0,0,0,0,0,0,0
770,1294994,0,0,0,0,0,0,0
771,1295224,0,0,0,0,0,0,0
772,1295173,0,0,0,0,0,0,0
773,1295174,0,0,0,0,0,0,0
774,1295244,0,0,0,0,0,0,0
775,1295261,0,0,0,0,0,0,0
776,1295886,0,0,1,0,0,0,3497
777,1295935,0,0,1,0,0,0,3497
780,1296871,0,299151,0,0,0,0,3201
781,1297625,0,0,2,0,0,0,3497
782,1296963,0,0,1,0,0,0,3285
783,1292779,0,0,2,0,0,0,3497
788,1296878,0,316335,2,0,1,0,3445
794,1298381,0,0,1,0,384,0,3429
795,1309522,0,320116,2,0,0,0,3456
796,1296219,0,0,1,0,0,0,3456
797,1296220,0,0,0,0,0,0,3456
798,1296050,0,0,0,0,0,0,3456
799,1298559,0,0,2,0,128,0,3492
800,1295905,0,0,1,0,0,0,3492
802,1272338,0,0,2,0,0,0,3179
803,1299266,0,317807,1,0,0,0,3429
804,1299673,0,0,2,0,0,0,3470
805,1257667,0,0,2,0,0,0,0
806,1299757,0,0,1,0,128,0,3492
807,1300530,0,324013,1,0,0,0,3492
808,1299508,0,0,2,0,0,0,3159
809,1221639,0,0,2,0,0,0,3159
810,1286905,0,0,2,0,0,0,3492
811,1299680,0,0,1,0,0,0,3429
812,1299960,0,321029,1,0,0,0,3429
813,1299154,0,0,0,0,0,0,3457
814,1298949,0,0,0,0,0,0,3457
815,1299940,0,0,0,0,0,0,3457
816,1299053,0,319736,2,0,0,0,3457
817,1300503,0,0,0,0,0,0,3457
818,1300686,0,0,1,0,0,0,3457
821,1301413,0,0,1,0,0,0,3458
822,1300876,0,0,2,0,0,0,3458
823,1301111,0,0,1,0,0,0,3458
824,1301350,0,0,0,0,128,0,3458
825,1300751,0,0,1,0,0,0,3492
826,1301510,0,0,2,0,1,0,3492
827,1301963,0,0,2,0,0,0,2127
828,1301202,0,0,2,0,0,0,2127
830,1302982,0,0,1,0,0,0,3492
831,1303115,0,0,1,0,0,0,2143
832,268586,0,0,1,0,128,0,2143
833,1303267,0,319112,1,0,0,0,2143
834,269230,0,0,0,0,4,0,2143
835,269369,0,0,2,0,0,0,2143
836,1303327,0,0,1,0,0,0,2143
837,1303488,0,0,1,0,128,0,2143
847,1304527,0,0,2,0,128,0,3492
851,1296310,0,0,0,0,0,0,3420
857,1304894,0,0,1,0,0,0,0
863,1296898,0,0,2,0,1,0,3420
865,1305421,0,0,1,0,0,0,3470
866,1307297,0,0,1,0,0,0,2609
867,1307308,0,0,1,0,0,0,2609
868,373686,0,0,1,0,0,0,2609
869,373046,0,0,2,0,0,0,2609
870,266206,0,0,1,0,0,0,2140
871,266231,0,0,1,0,4,0,2140
872,267494,0,0,1,0,0,0,2140
873,266237,0,0,1,0,128,0,2140
874,1305810,0,0,1,0,0,0,2140
875,267273,0,0,2,0,64,0,2140
876,267060,0,319833,2,0,0,0,2140
877,1305993,0,0,0,0,0,0,3470
878,1311956,0,0,1,0,0,0,2142
879,267702,0,0,2,0,0,0,2142
880,267618,0,0,1,0,256,0,2142
882,372864,0,0,2,0,0,0,2606
883,372110,0,0,1,0,0,0,2606
884,372858,0,0,0,0,384,0,2606
885,381516,0,0,1,0,0,0,2623
886,1306643,0,0,1,0,0,0,0
887,381517,0,0,1,0,0,0,2623
888,381512,0,0,0,0,128,0,2623
889,381602,0,0,1,0,0,0,2623
890,381525,0,0,1,0,0,0,2623
891,265910,0,0,1,0,128,0,2139
892,1311987,0,0,1,0,0,0,2139
893,265923,0,0,1,0,0,0,2139
894,381605,0,0,1,0,0,0,2623
896,1303230,0,0,1,0,128,0,3421
897,1306872,0,0,2,0,0,0,3421
898,1307279,0,0,1,0,0,0,3429
899,1307894,0,0,1,0,0,0,3456
900,1308356,0,0,1,0,0,0,3421
901,1307921,0,321411,1,0,0,0,3456
902,1307765,0,0,2,0,0,0,3456
909,1242860,0,0,1,0,0,0,3209
910,1243011,0,303512,2,0,0,0,3209
911,1242860,0,0,1,0,0,0,3209
912,1296301,0,0,1,0,0,0,3492
913,234423,0,0,1,0,0,0,3596
914,234428,0,0,1,0,0,0,3596
915,235110,0,0,1,0,0,0,3596
916,235112,0,0,1,0,0,0,3596
917,234672,0,0,1,0,0,0,3596
918,234676,0,0,1,0,0,0,0
919,236572,0,0,1,0,0,0,3596
920,234920,0,0,1,0,0,0,3596
926,237908,0,0,1,0,0,0,2059
927,237849,0,0,1,1,0,0,2059
928,237772,0,0,1,0,0,0,2059
929,238694,0,0,1,1,0,0,2059
930,237886,0,0,1,1,0,0,2059
931,237947,0,0,1,0,0,0,2059
932,237857,0,0,1,0,0,0,2059
933,237949,0,0,1,0,0,0,2059
934,237945,0,0,1,0,0,0,2059
935,238020,0,0,1,1,0,0,2059
937,26662,0,0,1,0,0,0,2059
938,1310357,0,322787,1,0,0,0,3457
939,1310547,0,322788,1,0,0,0,3457
940,237188,0,0,1,0,0,0,3598
941,237190,0,0,1,0,0,0,3598
942,241664,0,0,1,0,0,0,3599
943,243224,0,0,1,0,0,0,3599
944,237950,0,0,1,0,0,0,3599
945,242730,0,0,1,0,8,0,3599
946,1311579,0,0,1,0,0,0,3599
947,1311581,0,0,1,0,0,0,3599
949,1292999,0,0,0,0,0,0,3492
950,1299757,0,0,1,0,128,0,3492
952,1311037,0,0,2,0,128,0,3492
953,232661,0,0,1,0,0,0,3611
954,242386,0,0,2,0,0,0,3611
955,231522,0,0,1,0,0,0,3611
956,242734,0,0,1,0,0,0,3611
957,231443,0,0,0,0,0,0,3611
958,242394,0,0,2,0,0,0,3611
959,242015,0,0,0,0,0,0,3611
960,233248,0,0,2,0,0,0,3611
961,1311923,0,0,1,0,128,0,3287
962,236468,0,0,1,0,0,0,3614
963,235609,0,0,1,0,0,0,3614
964,235456,0,0,1,0,0,0,3614
965,230945,0,0,1,0,0,0,3612
966,230351,0,0,1,0,0,0,3612
967,242878,0,0,1,0,0,0,3612
968,242958,0,0,1,1,0,0,3612
969,235140,0,0,1,1,0,0,3612
970,243113,0,0,1,0,0,0,3612
971,243547,0,0,1,0,0,0,3612
972,235261,0,0,1,1,0,0,3612
973,1312146,0,0,1,0,0,0,2142
975,1287265,0,0,1,0,0,0,3492
976,1313393,0,0,1,0,0,0,3379
977,1257717,0,0,2,0,0,0,3379
978,1291555,0,0,1,0,0,0,3508
979,1293824,0,0,2,0,0,0,3508
980,1293825,0,0,1,0,0,0,3508
981,1294963,0,0,2,0,0,0,3508
982,1309418,0,0,1,0,0,0,3508
983,1294984,0,0,1,0,0,0,3525
984,1294983,0,0,2,0,0,0,3525
985,1294982,0,0,1,0,0,0,3525
986,1294981,0,0,1,0,0,0,3525
987,1309418,0,0,1,0,0,0,3525
995,1308556,0,0,2,0,0,0,3421
1001,1237073,0,299811,1,0,0,0,3200
