ID,Fidget,Index,CreatureSoundDataID
43083,196244,3,7681
43084,196251,4,7681
43092,196260,5,7681
43094,196259,8,7681
43095,196254,9,7681
43096,196280,0,7682
43097,196278,1,7682
43098,196279,2,7682
43099,196276,3,7682
43100,196277,4,7682
43101,196275,5,7682
43102,196274,6,7682
43103,196273,7,7682
43104,196297,8,7682
43105,196300,9,7682
43106,196302,10,7682
43107,196303,11,7682
43108,196304,16,7682
43109,196305,17,7682
43110,196310,6,7681
43111,196312,7,7681
43112,196313,11,7681
43113,196314,12,7681
43114,196322,0,7683
43115,196323,1,7683
43116,196329,2,7683
43117,196331,13,7661
43118,196333,14,7661
43119,196334,3,7683
43120,196335,4,7683
43123,196338,15,7661
43124,196237,0,7685
43125,196245,1,7685
43126,196261,2,7685
43129,196260,5,7685
43132,196259,8,7685
43133,196254,9,7685
43134,196313,11,7685
43135,196314,12,7685
43136,196340,0,7686
43137,196346,1,7686
43138,196345,2,7686
43139,196342,3,7686
43140,196352,0,7687
43141,196353,1,7687
43142,196354,2,7687
43145,196356,5,7687
43148,196357,8,7687
43149,196358,9,7687
43152,196347,4,7686
43153,196343,5,7686
43156,196412,0,7688
43157,196413,1,7688
43158,196414,2,7688
43159,196415,3,7688
43160,196416,4,7688
43161,196417,5,7688
43162,196418,6,7688
43163,196424,7,7688
43164,196425,8,7688
43165,196435,0,7690
43166,196436,1,7690
43167,196437,2,7690
43168,196438,3,7690
43169,196439,4,7690
43170,196440,5,7690
43171,196441,6,7690
43172,196442,7,7690
43173,196491,8,7690
43174,196444,9,7690
43175,196459,6,7689
43176,196450,0,7689
43177,196455,1,7689
43178,196454,2,7689
43179,196458,4,7689
43180,196457,3,7689
43181,196456,7,7689
43182,196460,5,7689
43183,196179,8,7676
43184,196481,0,7691
43185,196482,1,7691
43186,196483,2,7691
43187,196484,3,7691
43188,196485,4,7691
43189,196486,5,7691
43190,196487,6,7691
43191,196055,7,7691
43192,196495,8,7691
43194,196443,10,7690
43195,196451,11,7690
43196,196492,8,7680
43197,196493,9,7680
43198,196489,10,7691
43199,196494,11,7691
43200,196547,8,7689
43201,196603,0,7693
43202,196604,1,7693
43203,196607,2,7693
43204,196611,3,7693
43205,196612,4,7693
43206,196609,5,7693
43207,196622,0,7694
43208,196623,1,7694
43209,196627,2,7694
43210,196629,3,7694
43211,196630,4,7694
43212,196655,5,7694
43213,196680,0,7695
43215,196683,2,7695
43217,196622,0,7696
43218,196707,1,7696
43220,196733,0,7697
43221,196734,1,7697
43222,196738,2,7697
43223,196742,3,7697
43224,196747,10,7662
43225,196748,11,7662
43226,196749,12,7662
43227,196774,1,7667
43228,196792,0,7698
43229,196794,1,7698
43230,196799,2,7698
43231,196805,3,7698
43232,196869,0,7699
43233,196870,1,7699
43234,196876,2,7699
43235,196875,3,7699
43236,197226,0,7700
43237,197228,1,7700
43238,198005,0,7701
43239,198006,1,7701
43240,198007,2,7701
43241,198009,4,7701
43242,198010,5,7701
43243,198011,6,7701
43244,198013,7,7701
43245,198014,8,7701
43246,198015,9,7701
43247,198016,2,7700
43250,198023,0,7702
43251,198024,1,7702
43252,198028,10,7701
43254,198059,2,7702
43255,198091,0,7704
43256,198092,1,7704
43257,198093,2,7704
43258,198097,5,7704
43259,198098,6,7704
43260,198100,7,7704
43261,198101,8,7704
43262,198102,9,7704
43263,198099,10,7704
43264,198103,11,7704
43265,198104,12,7704
43266,198104,13,7704
43267,198107,3,7702
43268,198114,4,7702
43269,199314,5,7702
43270,198106,9,7702
43271,198147,14,7704
43272,198146,14,7701
43273,198169,7,7702
43274,198189,8,7702
43275,198199,3,7701
43276,198204,0,7705
43277,198205,1,7705
43278,198206,2,7705
43279,198207,5,7705
43280,198208,6,7705
43281,198209,7,7705
43282,198210,8,7705
43283,198211,9,7705
43284,198212,10,7705
43285,198213,11,7705
43286,198214,12,7705
43287,198215,13,7705
43288,198216,14,7705
43289,198221,11,7702
43290,198222,12,7702
43291,198226,15,7704
43292,198228,15,7705
43293,196872,4,7699
43294,199320,0,7706
43295,199626,1,7706
43298,199377,13,7702
43299,199322,2,7706
43300,199635,0,7709
43301,199626,1,7709
43302,199634,2,7709
43307,199637,0,7711
43308,199626,1,7711
43309,199636,2,7711
43313,199639,0,7708
43314,199640,1,7708
43315,199642,2,7708
43316,199643,3,7708
43317,199648,4,7708
43318,199650,15,7702
43319,199626,1,7713
43320,199795,16,7702
43321,199796,5,7708
43322,199798,17,7702
43326,199912,3,7706
43327,199913,3,7711
43332,199626,0,7715
43333,199945,1,7715
43334,1135,2,7715
43335,199942,3,7715
43336,199949,0,7643
43337,199950,1,7643
43338,199953,2,7643
43339,199954,3,7643
43340,199955,4,7643
43341,199626,0,7716
43342,199945,1,7716
43343,1135,2,7716
43344,199973,16,7690
43345,199972,17,7690
43346,199972,17,7672
43347,199976,16,7691
43348,200131,0,7718
43349,200132,1,7718
43350,200133,2,7718
43351,200134,3,7718
43352,200135,4,7718
43353,200136,5,7718
43354,200137,6,7718
43355,200138,7,7718
43356,200139,8,7718
43357,200140,9,7718
43358,200141,10,7718
43359,200142,11,7718
43360,196304,16,7718
43361,196305,17,7718
43362,200110,0,7717
43363,200111,1,7717
43364,200112,2,7717
43365,200113,3,7717
43366,200114,4,7717
43367,200115,5,7717
43368,200116,6,7717
43369,200121,7,7717
43370,200122,8,7717
43371,200123,9,7717
43372,200124,10,7717
43373,200125,11,7717
43374,200126,12,7717
43375,200110,0,7719
43376,200127,1,7719
43377,200112,2,7719
43378,200113,3,7719
43379,200114,4,7719
43380,200115,5,7719
43381,200116,6,7719
43382,200129,7,7719
43383,200122,8,7719
43384,200123,9,7719
43385,200124,10,7719
43386,200125,11,7719
43387,200128,12,7719
43388,200156,0,7720
43389,200157,1,7720
43390,200163,2,7720
43391,200164,3,7720
43392,200167,4,7720
43393,200162,5,7720
43394,195796,0,7721
43395,195797,1,7721
43396,195800,2,7721
43397,195802,3,7721
43398,195814,4,7721
43399,196603,0,7722
43400,196604,1,7722
43401,196607,2,7722
43402,196611,3,7722
43403,196612,4,7722
43404,196609,5,7722
43405,200179,0,7723
43406,200178,1,7723
43407,200180,2,7723
43408,200184,3,7723
43409,200219,0,7724
43410,200220,1,7724
43411,200221,2,7724
43413,200222,3,7724
43414,200261,2,7645
43415,200265,3,7645
43416,200264,4,7645
43417,200269,5,7645
43418,200272,6,7645
43419,200271,7,7645
43420,200270,8,7645
43421,196304,16,7645
43422,196305,17,7645
43423,200273,15,7645
43424,200274,9,7645
43425,200275,10,7645
43426,200276,11,7645
43427,200278,12,7645
43428,200279,13,7645
43429,200280,0,7725
43430,200281,1,7725
43431,200282,2,7725
43432,200283,3,7725
43433,200284,4,7725
43434,200285,5,7725
43435,200286,6,7725
43436,200287,7,7725
43437,200288,8,7725
43438,200289,9,7725
43439,200290,10,7725
43442,200291,13,7725
43443,200292,15,7725
43444,196304,16,7725
43445,196305,17,7725
43450,200307,4,7724
43451,200310,6,7724
43453,200322,0,7726
43454,200323,1,7726
43455,200325,2,7726
43456,200326,3,7726
43457,200331,4,7726
43458,200330,5,7726
43459,200342,0,7727
43460,200343,1,7727
43462,200348,0,7728
43463,200349,1,7728
43464,200352,0,7729
43465,200353,1,7729
43466,200355,0,7730
43467,200356,1,7730
43468,200360,2,7730
43469,200361,3,7730
43470,200370,0,7731
43471,200371,1,7731
43472,200377,0,7732
43473,200376,1,7732
43474,200380,0,7733
43475,200381,1,7733
43476,200382,2,7733
43477,200383,3,7733
43478,200389,4,7733
43480,200404,3,7727
43481,200408,0,7734
43482,200413,1,7734
43483,200473,5,7734
43484,200414,2,7734
43485,200419,5,7733
43486,200457,0,7735
43487,200458,1,7735
43488,200460,2,7735
43489,200465,3,7735
43490,200466,4,7735
43491,200468,5,7735
43492,200469,6,7735
43493,200470,7,7735
43494,200471,8,7735
43495,200459,3,7734
43496,200464,4,7734
43497,200412,7,7734
43498,200551,8,7734
43500,200533,0,7736
43501,200534,1,7736
43502,200536,2,7736
43503,200541,9,7734
43504,200540,10,7734
43505,200542,6,7734
43506,200544,0,7737
43507,200545,1,7737
43508,200546,2,7737
43509,200553,0,7738
43510,200554,1,7738
43511,200563,0,7739
43512,200564,1,7739
43513,200565,2,7739
43514,200566,3,7739
43515,200567,4,7739
43516,200568,5,7739
43518,200569,7,7739
43520,200570,9,7739
43521,200571,10,7739
43522,200593,0,7742
43523,200592,1,7742
43524,200594,2,7742
43525,200598,3,7742
43526,200623,0,7743
43527,200608,1,7743
43528,200615,3,7743
43529,200617,4,7743
43530,200618,5,7743
43531,200616,6,7743
43532,200610,7,7743
43533,200611,8,7743
43534,200606,9,7743
43535,200619,10,7743
43536,200620,11,7743
43537,200612,12,7743
43538,200629,0,7744
43539,200630,1,7744
43540,199320,0,7707
43541,199626,1,7707
43542,199322,2,7707
43543,199912,3,7707
43544,199320,0,7703
43545,199626,1,7703
43546,199322,2,7703
43547,199912,3,7703
43548,198242,4,7703
43549,199637,0,7712
43550,199626,1,7712
43551,199636,2,7712
43552,199913,3,7712
43553,199635,0,7710
43554,199626,1,7710
43555,199634,2,7710
43556,200457,0,7745
43557,200458,1,7745
43558,200664,2,7745
43559,200465,3,7745
43560,200466,4,7745
43561,200468,5,7745
43562,200469,6,7745
43563,200470,7,7745
43564,200471,8,7745
43565,200723,0,7746
43566,200725,1,7746
43567,200721,2,7746
43568,200720,3,7746
43569,200718,4,7746
43570,200714,5,7746
43571,200715,6,7746
43572,200719,7,7746
43573,200717,8,7746
43574,200722,9,7746
43575,200726,10,7746
43576,200788,2,7744
43577,200793,0,7747
43578,200794,1,7747
43579,200798,2,7747
43580,200808,0,7748
43581,200809,1,7748
43582,200810,2,7748
43583,200834,3,7748
43584,200836,4,7748
43585,200837,5,7748
43586,200838,6,7748
43605,200859,2,7729
43606,200865,0,7753
43607,200863,1,7753
43608,200866,2,7753
43609,200873,3,7753
43610,200872,4,7753
43611,200874,5,7753
43612,200915,0,7754
43614,200919,2,7754
43615,200921,3,7754
43617,200925,0,7755
43619,200927,1,7755
43621,200929,2,7755
43623,200931,3,7755
43624,200932,4,7755
43625,200934,5,7755
43626,200935,6,7755
43627,200937,7,7755
43628,200942,8,7755
43629,200943,9,7755
43630,200944,10,7755
43631,200945,11,7755
43632,200946,12,7755
43633,200947,13,7755
43634,200948,14,7755
43635,200950,15,7755
43636,200951,16,7755
43637,200957,0,7756
43638,200958,1,7756
43639,200966,8,7756
43640,200960,2,7756
43641,200961,3,7756
43642,200959,4,7756
43643,200962,5,7756
43644,200963,6,7756
43645,200964,7,7756
43646,200969,14,7645
43651,200979,4,7757
43653,200980,6,7757
43654,200981,7,7757
43656,200982,9,7757
43657,200983,10,7757
43661,200984,14,7757
43666,201085,0,7760
43667,201097,9,7756
43668,201098,10,7756
43669,201105,11,7756
43670,201094,12,7756
43671,201106,13,7756
43676,201113,0,7764
43677,201114,1,7764
43678,201115,2,7764
43679,201120,3,7764
43680,201121,4,7764
43681,201122,5,7764
43682,201095,14,7756
43683,201124,15,7756
43688,201138,1,7760
43689,210482,0,7758
43690,201173,1,7758
43691,201175,0,7768
43692,201176,1,7768
43693,201177,2,7768
43694,201183,3,7768
43695,201184,4,7768
43696,201185,5,7768
43697,201186,6,7768
43698,201187,7,7768
43699,201190,10,7768
43700,201196,11,7768
43701,201199,12,7768
43702,201215,14,7768
43703,201216,9,7768
43704,201217,8,7768
43705,201218,15,7768
43706,201222,0,7769
43707,201223,1,7769
43708,201224,2,7769
43709,201225,3,7769
43710,201226,4,7769
43711,201227,5,7769
43712,201228,6,7769
43713,201229,7,7769
43714,201230,8,7769
43715,201231,9,7769
43716,201232,10,7769
43717,201233,11,7769
43718,201234,12,7769
43719,201235,14,7769
43720,201236,15,7769
43721,201237,16,7769
43722,201238,17,7769
43723,201255,1,7770
43724,201254,2,7770
43725,201257,0,7770
43726,201258,3,7770
43727,196155,4,7770
43728,201244,5,7770
43729,201242,6,7770
43730,201243,7,7770
43731,201245,8,7770
43732,201239,9,7770
43733,201222,0,7771
43734,201223,1,7771
43735,201224,2,7771
43736,201225,3,7771
43737,201226,4,7771
43738,201227,5,7771
43739,201228,6,7771
43740,201229,7,7771
43741,201230,8,7771
43742,201231,9,7771
43743,201232,10,7771
43744,201233,11,7771
43745,201234,12,7771
43746,201235,14,7771
43747,201236,15,7771
43748,201256,16,7771
43749,201253,17,7771
43750,201264,10,7770
43752,201265,12,7770
43753,201266,13,7770
43754,201272,0,7772
43755,201274,2,7772
43756,201275,3,7772
43757,201276,4,7772
43758,201277,5,7772
43759,201278,6,7772
43760,201279,7,7772
43761,201280,14,7772
43762,201281,15,7772
43763,201282,9,7772
43764,201310,0,7773
43765,201255,1,7773
43766,201254,2,7773
43767,201311,3,7773
43768,196155,4,7773
43769,201305,5,7773
43770,201303,6,7773
43771,201304,7,7773
43772,201306,8,7773
43773,201300,9,7773
43774,201312,10,7773
43775,196165,11,7773
43776,201313,12,7773
43777,201314,13,7773
43778,201317,0,7774
43779,201321,2,7774
43780,201324,14,7773
43781,201326,3,7774
43782,201329,7,7774
43783,201330,8,7774
43784,201331,9,7774
43785,201332,10,7774
43786,201333,11,7774
43787,201339,15,7773
43788,201307,16,7773
43789,201356,4,7774
43790,201357,13,7774
43791,201358,14,7774
43792,201359,15,7774
43793,201362,0,7766
43794,201363,1,7766
43795,201372,2,7766
43796,201374,3,7766
43797,201367,4,7766
43798,201369,5,7766
43799,201365,6,7766
43800,201366,7,7766
43801,201375,8,7766
43802,201368,9,7766
43803,201379,10,7766
43804,201380,11,7766
43805,201381,12,7766
43806,201382,13,7766
43807,201404,17,7774
43808,201837,0,7776
43809,201246,14,7770
43810,201429,17,7770
43811,201529,0,7778
43812,201530,1,7778
43813,201574,0,7767
43814,201578,0,7779
43815,201579,1,7779
43816,201580,2,7779
43817,201581,3,7779
43818,201582,4,7779
43819,201583,5,7779
43820,201584,6,7779
43821,201585,7,7779
43822,201586,8,7779
43823,201590,0,7780
43824,201591,1,7780
43825,201592,2,7780
43826,201593,3,7780
43827,201594,4,7780
43828,201595,5,7780
43829,201596,6,7780
43830,201599,7,7780
43831,201600,8,7780
43832,201601,9,7780
43833,201602,17,7780
43834,201606,0,7781
43835,201607,1,7781
43836,201608,2,7781
43837,201609,3,7781
43838,201610,4,7781
43839,201611,5,7781
43840,201612,6,7781
43841,201613,7,7781
43842,201614,8,7781
43843,201615,10,7781
43844,201616,11,7781
43845,201617,16,7781
43846,201590,0,7782
43847,201591,1,7782
43848,201592,2,7782
43849,201593,3,7782
43850,201594,4,7782
43851,201595,5,7782
43852,201596,6,7782
43853,201599,7,7782
43854,201600,8,7782
43855,201601,9,7782
43856,201621,10,7782
43857,201622,11,7782
43858,201617,16,7782
43859,201602,17,7782
43860,201643,2,7778
43861,201644,6,7663
43862,201645,7,7663
43863,201646,8,7663
43864,201660,14,7766
43865,202137,0,7786
43866,203235,1,7786
43867,203236,2,7786
43868,203237,3,7786
43869,203243,4,7786
43870,203238,5,7786
43871,203242,6,7786
43872,203244,7,7786
43873,203246,8,7786
43874,203248,9,7786
43875,201379,10,7786
43876,201380,11,7786
43877,201381,12,7786
43878,201382,13,7786
43879,203249,14,7786
43880,201590,0,7787
43881,201591,1,7787
43882,201592,2,7787
43883,201593,3,7787
43884,201594,4,7787
43885,201595,5,7787
43886,201596,6,7787
43887,201599,7,7787
43888,201600,8,7787
43889,201601,9,7787
43890,201621,10,7787
43891,201622,11,7787
43892,201617,16,7787
43893,201602,17,7787
43894,201793,0,7788
43895,201794,1,7788
43896,201795,2,7788
43897,201800,3,7788
43898,201793,0,7789
43899,201794,1,7789
43900,201795,2,7789
43901,201800,3,7789
43902,201803,0,7790
43903,201804,1,7790
43904,201805,2,7790
43905,201813,3,7790
43906,201810,4,7790
43907,201814,5,7790
43908,201815,1,7767
43909,201816,2,7767
43910,201817,3,7767
43911,196435,0,7791
43912,196436,1,7791
43913,196437,2,7791
43914,196438,3,7791
43915,196439,4,7791
43916,196440,5,7791
43917,196441,6,7791
43918,196442,7,7791
43919,196491,8,7791
43920,196444,9,7791
43921,196443,10,7791
43922,196451,11,7791
43923,199973,16,7791
43924,199972,17,7791
43925,201844,1,7776
43926,201861,2,7776
43927,201862,3,7776
43928,201863,4,7776
43929,201864,5,7776
43930,201865,6,7776
43931,201866,7,7776
43932,201869,8,7776
43933,201871,9,7776
43934,201933,10,7776
43935,201943,0,7792
43936,201944,1,7792
43937,201946,2,7792
43938,201947,3,7792
43939,201948,4,7792
43940,201949,5,7792
43941,201950,6,7792
43942,201951,7,7792
43943,201953,8,7792
43944,201954,9,7792
43945,201955,10,7792
43946,201956,0,7793
43947,201363,1,7793
43948,201372,2,7793
43949,201374,3,7793
43950,201367,4,7793
43951,201369,5,7793
43952,201957,6,7793
43953,201958,7,7793
43954,201375,8,7793
43955,201368,9,7793
43956,201379,10,7793
43957,201380,11,7793
43958,201381,12,7793
43959,201382,13,7793
43960,201660,14,7793
43961,201985,11,7792
43962,201984,11,7776
43963,202026,12,7792
43964,202025,12,7776
43965,202032,13,7792
43966,202031,13,7776
43967,196157,0,7794
43968,196158,1,7794
43969,196155,2,7794
43970,200476,3,7794
43971,204336,4,7794
43972,204337,5,7794
43973,196162,6,7794
43974,196163,7,7794
43975,196164,8,7794
43977,212242,10,7794
43978,196157,0,7795
43979,196158,1,7795
43980,196155,2,7795
43981,200476,3,7795
43982,204220,4,7795
43983,204221,5,7795
43984,196162,6,7795
43985,196163,7,7795
43986,196164,8,7795
43988,212242,10,7795
43989,227705,0,7796
43990,227721,1,7796
43991,196155,2,7796
43993,204338,4,7796
43994,227754,5,7796
43995,196162,6,7796
43996,227719,7,7796
44000,196157,0,7797
44001,196158,1,7797
44002,196155,2,7797
44003,200476,3,7797
44004,204342,4,7797
44005,204344,5,7797
44006,196162,6,7797
44007,196163,7,7797
44008,196164,8,7797
44010,212242,10,7797
44011,202179,4,7767
44012,202186,6,7767
44013,202185,7,7767
44014,202223,8,7767
44015,202553,0,7801
44016,202597,1,7801
44017,202599,2,7801
44018,202600,3,7801
44019,202603,4,7801
44020,202663,0,7802
44021,202554,0,7803
44022,202556,0,7804
44023,202141,0,7805
44024,202622,0,7806
44025,202621,1,7806
44026,202689,0,4081
44027,202795,0,7606
44028,202729,1,5935
44029,202939,2,5935
44030,203371,14,7776
44031,203372,14,7792
44032,204984,1,7819
44051,203942,0,7822
44052,203943,1,7822
44053,203944,2,7822
44054,203945,3,7822
44055,203946,4,7822
44056,203947,5,7822
44057,203949,6,7822
44058,203950,7,7822
44059,203952,8,7822
44060,203953,9,7822
44061,203954,10,7822
44062,203955,11,7822
44063,203956,12,7822
44064,203959,13,7822
44065,203958,14,7822
44102,204083,0,7825
44103,204084,1,7825
44104,204085,2,7825
44105,204086,3,7825
44106,204984,4,7825
44107,204148,0,7826
44108,204150,1,7826
44109,204156,2,7826
44110,204369,0,7831
44111,201255,1,7831
44112,201254,2,7831
44113,204744,3,7831
44114,196155,4,7831
44115,204377,5,7831
44116,204376,6,7831
44117,204375,7,7831
44118,204378,8,7831
44119,204370,9,7831
44120,204369,10,7831
44122,204748,12,7831
44123,204749,13,7831
44124,204377,14,7831
44125,201429,17,7831
44126,204758,0,7832
44127,196623,1,7832
44128,196627,2,7832
44129,196629,3,7832
44130,196630,4,7832
44131,196655,5,7832
44132,204837,5,6888
44133,204902,6,6888
44134,204872,7,6888
44135,204890,8,6888
44136,204891,9,6888
44137,159796,10,6888
44138,204874,4,6888
44139,204907,11,6888
44140,193763,0,7819
44141,193763,0,7816
44142,193763,0,7817
44143,193763,0,7818
44145,203915,1,7816
44146,204909,1,7817
44147,204910,1,7818
44149,204911,2,7819
44150,204911,2,7816
44151,204912,2,7817
44152,204914,12,6888
44153,204915,13,6888
44154,204913,2,7818
44156,204922,3,7826
44157,204923,4,7826
44158,204924,5,7826
44159,204925,6,7826
44160,204926,7,7826
44161,204927,8,7826
44162,204933,9,7826
44163,204934,10,7826
44164,204969,15,7822
44165,205168,11,7826
44166,205169,12,7826
44167,204975,13,7826
44168,205002,3,7819
44169,205000,4,7819
44170,205003,3,7816
44171,204999,4,7816
44172,205012,3,7817
44173,205011,4,7817
44174,205024,3,7818
44175,205025,4,7818
44176,201272,0,7833
44177,201274,2,7833
44178,201275,3,7833
44179,201276,4,7833
44180,205077,5,7833
44181,205080,6,7833
44182,205081,7,7833
44183,201282,9,7833
44184,201280,14,7833
44185,201281,15,7833
44186,205101,14,7826
44187,205117,15,7826
44189,205175,16,7826
44190,205176,0,7835
44191,205177,1,7835
44192,205187,2,7835
44193,205267,15,7776
44194,205273,16,7776
44195,205274,16,7792
44196,205275,15,7792
44197,205258,0,7836
44198,205261,1,7836
44199,205304,6,7836
44200,159803,14,6888
44201,205469,15,6888
44202,198099,16,6888
44203,205566,0,7837
44204,205635,1,7837
44205,206045,4,7837
44206,205626,2,7836
44207,209570,3,7836
44208,205638,3,7837
44209,205900,5,7836
44210,206044,0,7838
44211,206046,1,7838
44212,206047,2,7838
44213,206048,3,7838
44214,206049,4,7838
44215,206050,5,7838
44216,206054,6,7838
44217,206055,7,7838
44218,206057,8,7838
44219,206059,9,7838
44220,206060,10,7838
44221,206061,11,7838
44222,206062,12,7838
44223,206063,13,7838
44224,206064,14,7838
44225,206295,2,7837
44226,206103,0,7839
44227,206104,1,7839
44228,206105,2,7839
44229,206106,3,7839
44230,206107,4,7839
44231,206108,5,7839
44232,206112,6,7839
44233,206113,7,7839
44234,206115,8,7839
44235,206117,9,7839
44236,206118,10,7839
44237,206119,11,7839
44238,206120,12,7839
44239,206121,13,7839
44240,206122,14,7839
44241,206074,0,7840
44242,206075,1,7840
44243,206076,2,7840
44244,206077,3,7840
44245,206078,4,7840
44246,206079,5,7840
44247,206083,6,7840
44248,206084,7,7840
44249,206086,8,7840
44250,206088,9,7840
44251,206089,10,7840
44252,206090,11,7840
44253,206091,12,7840
44254,206092,13,7840
44255,206093,14,7840
44301,206103,0,7844
44302,206104,1,7844
44303,206105,2,7844
44304,206106,3,7844
44305,206107,4,7844
44306,206108,5,7844
44307,206112,6,7844
44308,206113,7,7844
44309,206115,8,7844
44310,206117,9,7844
44311,206118,10,7844
44312,206119,11,7844
44313,206120,12,7844
44314,206121,13,7844
44315,206122,14,7844
44316,206074,0,7845
44317,206075,1,7845
44318,206076,2,7845
44319,206077,3,7845
44320,206078,4,7845
44321,206079,5,7845
44322,206083,6,7845
44323,206084,7,7845
44324,206086,8,7845
44325,206088,9,7845
44326,206089,10,7845
44327,206090,11,7845
44328,206091,12,7845
44329,206092,13,7845
44330,206093,14,7845
44331,206044,0,7846
44332,206046,1,7846
44333,206047,2,7846
44334,206048,3,7846
44335,206049,4,7846
44336,206050,5,7846
44337,206054,6,7846
44338,206055,7,7846
44339,206057,8,7846
44340,206059,9,7846
44341,206060,10,7846
44342,206061,11,7846
44343,206062,12,7846
44344,206063,13,7846
44345,206064,14,7846
44347,206299,6,7837
44348,206300,7,7837
44349,206522,17,7847
44350,206533,7,7836
44351,206534,8,7836
44352,206535,9,7836
44353,206536,10,7836
44354,206537,11,7836
44355,206538,12,7836
44356,206539,13,7836
44359,206666,0,7848
44360,206667,1,7848
44361,206668,2,7848
44362,206669,3,7848
44363,201113,0,7849
44364,201114,1,7849
44365,201115,2,7849
44366,206748,3,7849
44367,206749,4,7849
44374,207426,4,6001
44375,195735,0,7850
44376,195736,1,7850
44377,195740,2,7850
44378,195742,3,7850
44379,195759,4,7850
44380,76978,0,7851
44381,195524,0,7852
44382,195539,1,7852
44383,195540,2,7852
44384,207415,0,6001
44385,207330,5,6001
44386,207515,14,7836
44387,207595,0,7856
44388,195322,1,7856
44389,195323,2,7856
44390,195324,3,7856
44391,207598,4,7856
44392,207601,5,7856
44393,195345,6,7856
44394,195344,7,7856
44395,207654,1,6001
44396,207656,3,6001
44397,207655,2,6001
44398,207657,7,6001
44399,207658,8,6001
44400,207659,0,5999
44401,207666,2,5999
44402,207661,3,5999
44405,196065,0,7860
44406,196066,1,7860
44407,196067,2,7860
44408,196068,3,7860
44409,196069,4,7860
44410,196070,5,7860
44411,196088,6,7860
44412,196089,7,7860
44413,196090,8,7860
44414,196092,9,7860
44415,201321,2,7861
44416,201326,3,7861
44417,201356,4,7861
44418,201357,13,7861
44419,201358,14,7861
44420,201359,15,7861
44421,201404,17,7861
44422,207664,7,5999
44423,207665,8,5999
44424,207722,4,7706
44425,207724,4,7709
44426,207725,4,7711
44427,207722,4,7707
44428,207724,4,7710
44429,207725,4,7712
44430,207738,0,7864
44431,201255,1,7864
44432,201254,2,7864
44433,207740,3,7864
44434,196155,4,7864
44435,207741,5,7864
44436,207745,6,7864
44437,207747,7,7864
44438,207742,8,7864
44439,207743,9,7864
44440,207738,10,7864
44441,201429,17,7864
44442,207958,0,7865
44443,207959,3,7865
44444,207963,4,7865
44445,207965,1,7865
44446,214163,0,7859
44447,207970,1,7859
44448,207974,2,7859
44449,207971,3,7859
44452,208167,6,7859
44453,208170,7,7859
44454,208171,8,7859
44455,208174,0,7858
44456,208176,1,7858
44457,208173,2,7858
44458,208175,3,7858
44461,208167,6,7858
44462,208170,7,7858
44463,208171,8,7858
44465,208180,9,7858
44466,208182,10,7859
44467,208184,11,7859
44468,208182,10,7858
44469,208184,11,7858
44472,208299,8,7837
44473,208302,0,7867
44474,208305,1,7867
44475,208304,2,7867
44476,208303,3,7867
44477,208312,4,7867
44479,208316,6,7867
44480,208315,7,7867
44482,208329,5,7867
44483,205598,5,7837
44484,208484,0,7866
44485,208489,1,7866
44486,208492,2,7866
44487,208189,3,7866
44488,208510,4,7866
44489,208504,5,7866
44490,208506,6,7866
44491,208507,7,7866
44493,208501,9,7866
44494,208573,10,7866
44495,208736,0,7870
44496,208737,1,7870
44497,208738,2,7870
44498,208739,3,7870
44499,208740,4,7870
44500,208741,5,7870
44501,208742,6,7870
44502,208743,7,7870
44503,208744,8,7870
44504,208745,9,7870
44505,208746,10,7870
44506,208747,11,7870
44507,208748,12,7870
44508,208749,13,7870
44509,208750,14,7870
44510,208751,15,7870
44511,208692,0,7869
44512,208758,3,7869
44513,208763,4,7869
44514,208766,5,7869
44515,208770,6,7869
44516,208769,7,7869
44517,208779,1,7869
44518,208785,2,7869
44519,208690,8,7869
44520,208691,9,7869
44521,208789,10,7869
44522,208809,11,7869
44523,208853,12,7869
44524,208927,0,7871
44525,208928,1,7871
44526,208929,2,7871
44527,208947,0,7872
44528,208943,1,7872
44529,208942,3,7872
44530,208944,7,7872
44531,208945,8,7872
44532,208946,9,7872
44533,209017,0,7873
44534,209018,1,7873
44535,209020,2,7873
44536,209021,3,7873
44537,209022,4,7873
44538,209023,5,7873
44539,209024,6,7873
44540,209025,7,7873
44541,209026,8,7873
44542,209027,9,7873
44543,209028,10,7873
44544,209029,11,7873
44545,209030,12,7873
44546,209068,1,7874
44547,209070,3,7874
44548,209071,6,7874
44549,209072,7,7874
44550,209073,8,7874
44551,209074,9,7874
44563,208484,0,7877
44564,208489,1,7877
44565,208492,2,7877
44566,208189,3,7877
44567,208510,4,7877
44568,208504,5,7877
44569,208506,6,7877
44570,208507,7,7877
44572,208501,9,7877
44573,209298,10,7877
44580,209322,15,7878
44581,209323,16,7878
44582,209324,17,7878
44583,209327,14,7878
44584,209341,0,7879
44585,209343,1,7879
44586,209346,2,7879
44587,209349,3,7879
44588,209350,4,7879
44589,209351,5,7879
44590,209353,6,7879
44591,209354,7,7879
44592,209359,9,7879
44593,209360,10,7879
44594,209381,0,7880
44595,209386,1,7880
44596,209384,2,7880
44597,209388,3,7880
44598,209391,4,7880
44599,209392,5,7880
44600,209393,6,7880
44601,209394,7,7880
44602,209395,8,7880
44603,209396,9,7880
44604,209403,0,7881
44605,209404,1,7881
