ID,DifficultyID,Category,DefenseType,DispelType,Mechanic,PreventionType,StartRecoveryCategory,ChargeCategory,SpellID
21541,4,0,2,0,0,2,133,0,88839
21542,0,0,2,0,0,2,0,0,91860
21543,4,0,2,0,0,0,0,0,88836
21546,0,0,1,0,0,1,0,0,91879
21547,4,0,1,0,0,1,0,0,91879
21548,4,0,1,0,0,1,0,0,81055
21549,4,0,1,1,11,1,0,0,80649
21550,4,0,1,1,12,0,133,0,80648
21551,4,85,1,0,0,1,133,0,80646
21552,4,250,1,0,0,1,0,0,80391
21553,4,0,1,0,0,1,133,0,80342
21554,4,0,1,1,0,1,0,0,80338
21555,4,0,1,1,0,1,0,0,80336
21556,4,0,1,0,0,1,0,0,80331
21557,4,0,0,0,0,2,0,0,80213
21558,4,1152,0,0,0,0,0,0,80130
21559,4,0,1,0,0,1,0,0,80127
21560,4,1152,1,0,0,1,0,0,79904
21561,4,0,1,1,11,1,0,0,79604
21562,4,1152,0,0,0,0,0,0,79580
21563,4,0,1,0,0,1,0,0,80332
21564,4,1152,0,0,0,0,0,0,80270
21565,4,1152,0,0,0,0,0,0,80145
21566,4,0,2,0,15,2,0,0,80051
21567,4,0,1,0,12,1,133,0,79589
21568,4,0,1,0,0,1,0,0,78941
21569,4,1152,2,0,0,2,133,0,88287
21572,5,1152,2,0,0,2,133,0,88287
21573,6,1152,2,0,0,2,133,0,88287
21578,0,0,1,0,5,1,0,0,91933
21579,0,0,2,0,0,2,0,0,76730
21580,4,0,2,0,0,2,0,0,76730
21581,4,0,0,0,15,2,0,0,74846
21582,0,0,1,3,0,1,133,0,91939
21583,0,0,0,1,0,0,0,0,91954
21584,0,0,2,0,11,2,0,0,91978
21585,0,0,1,1,24,1,133,0,91979
21588,0,0,1,0,0,1,133,0,91997
21589,0,0,3,0,0,2,0,0,91998
21591,0,0,1,1,0,1,0,0,92007
21592,0,0,1,1,0,1,0,0,92008
21593,0,0,1,1,0,1,0,0,92011
21597,0,0,1,0,0,1,133,0,92025
21598,0,0,1,0,0,0,0,0,92042
21600,0,0,1,0,6,1,133,0,92072
21601,0,0,1,0,0,1,0,0,92051
21603,0,0,1,0,0,1,0,0,92118
21604,4,0,1,0,0,1,0,0,92051
21605,0,0,2,0,0,2,0,0,92144
21606,0,0,0,0,21,0,0,0,92155
21607,0,0,0,0,0,0,133,0,92157
21608,0,0,1,0,0,0,0,0,92162
21609,0,0,1,0,0,0,0,0,92172
21610,0,1152,0,0,0,0,0,0,92173
21611,0,0,1,0,0,0,0,0,92177
21612,0,0,1,0,0,1,0,0,92182
21613,0,0,1,0,0,0,0,0,92186
21614,0,0,1,0,0,0,0,0,92187
21615,4,1152,0,0,0,0,0,0,92173
21616,5,1152,0,0,0,0,0,0,92173
21617,6,1152,0,0,0,0,0,0,92173
21618,0,0,1,0,0,0,0,0,92213
21619,0,0,1,0,0,0,0,0,92216
21620,0,0,1,0,0,0,0,0,92218
21621,0,0,1,0,0,0,0,0,92220
21622,0,0,1,0,0,0,0,0,92222
21623,0,0,1,0,0,0,0,0,92223
21624,0,0,0,0,21,0,330,0,92231
21625,0,0,0,0,21,0,330,0,92232
21626,0,1267,0,0,0,0,0,0,86654
21628,0,0,1,0,0,1,133,0,92266
21634,0,1152,0,0,0,0,0,0,78903
21635,0,1,0,0,0,0,0,0,92336
21636,0,1,0,0,0,0,0,0,92337
21637,0,0,1,0,0,0,0,0,92357
21640,0,0,1,0,0,1,0,0,75821
21642,0,0,2,0,0,1,0,0,92380
21643,0,1277,0,0,0,0,133,0,92395
21644,0,1277,0,0,0,0,133,0,92396
21645,0,1277,0,0,0,0,133,0,92397
21646,0,1277,0,0,0,0,133,0,92398
21647,4,0,1,0,0,1,0,0,78100
21648,5,0,1,0,0,1,0,0,78100
21649,6,0,1,0,0,1,0,0,78100
21650,4,1152,0,0,0,0,0,0,78903
21651,4,0,1,0,0,1,0,0,77672
21652,5,0,1,0,0,1,0,0,77672
21653,6,0,1,0,0,1,0,0,77672
21654,4,0,1,0,0,1,0,0,77982
21655,5,0,1,0,0,1,0,0,77982
21656,6,0,1,0,0,1,0,0,77982
21657,0,0,0,1,0,0,0,0,92426
21658,0,0,0,0,0,0,133,0,92440
21659,0,18,1,1,0,1,0,0,92441
21661,4,0,1,0,0,1,0,0,78353
21662,5,0,1,0,0,1,0,0,78353
21663,6,0,1,0,0,1,0,0,78353
21664,4,0,1,0,0,1,0,0,77612
21665,5,0,1,0,0,1,0,0,77612
21666,6,0,1,0,0,1,0,0,77612
21667,4,0,1,0,0,1,133,0,83070
21668,5,0,1,0,0,1,133,0,83070
21669,6,0,1,0,0,1,133,0,83070
21670,4,0,1,0,0,1,133,0,83068
21671,5,0,1,0,0,1,133,0,83068
21672,6,0,1,0,0,1,133,0,83068
21673,4,1152,0,0,0,0,0,0,83067
21674,5,1152,0,0,0,0,0,0,83067
21675,6,1152,0,0,0,0,0,0,83067
21676,4,0,1,0,0,1,0,0,78555
21677,5,0,1,0,0,1,0,0,78555
21678,6,0,1,0,0,1,0,0,78555
21679,4,0,1,0,0,0,0,0,83498
21680,5,0,1,0,0,0,0,0,83498
21681,6,0,1,0,0,0,0,0,83498
21682,4,0,1,1,0,1,0,0,78023
21683,5,0,1,1,0,1,0,0,78023
21684,6,0,1,1,0,1,0,0,78023
21685,4,1152,0,0,0,0,0,0,84948
21686,5,1152,0,0,0,0,0,0,84948
21687,6,1152,0,0,0,0,0,0,84948
21688,4,0,1,0,0,1,0,0,84912
21689,5,0,1,0,0,1,0,0,84912
21690,6,0,1,0,0,1,0,0,84912
21691,4,0,0,0,12,0,0,0,82772
21692,5,0,0,0,12,0,0,0,82772
21693,6,0,0,0,12,0,0,0,82772
21694,4,1152,0,0,0,0,0,0,82746
21695,5,1152,0,0,0,0,0,0,82746
21696,6,1152,0,0,0,0,0,0,82746
21697,4,0,1,0,0,3,0,0,82752
21698,5,0,1,0,0,3,0,0,82752
21699,6,0,1,0,0,3,0,0,82752
21700,4,1152,0,0,0,0,0,0,82631
21701,5,1152,0,0,0,0,0,0,82631
21702,6,1152,0,0,0,0,0,0,82631
21706,4,0,1,0,0,1,0,0,82643
21707,5,0,1,0,0,1,0,0,82643
21708,6,0,1,0,0,1,0,0,82643
21709,4,0,2,0,0,1,0,0,83718
21710,5,0,2,0,0,1,0,0,83718
21711,6,0,2,0,0,1,0,0,83718
21712,4,1152,0,0,0,0,0,0,83565
21713,5,1152,0,0,0,0,0,0,83565
21714,6,1152,0,0,0,0,0,0,83565
21715,0,1152,0,0,0,0,0,0,92548
21716,0,0,1,0,0,1,0,0,92553
21717,4,0,1,0,0,1,0,0,92553
21718,5,0,1,0,0,1,0,0,92553
21719,6,0,1,0,0,1,0,0,92553
21720,0,0,1,0,0,1,0,0,92572
21723,0,0,1,0,0,1,0,0,92599
21724,0,0,3,0,0,2,0,0,92602
21725,0,0,2,0,0,2,0,0,92605
21726,0,0,1,0,0,1,133,0,92621
21727,4,0,2,0,15,2,0,0,81569
21728,4,0,1,0,0,1,133,0,81576
21729,0,0,1,1,0,1,0,0,92627
21730,4,0,1,0,0,1,0,0,81530
21731,4,0,2,0,15,2,0,0,80028
21732,4,0,1,0,0,1,0,0,80052
21733,0,0,1,0,0,0,0,0,92635
21734,4,0,1,1,0,1,0,0,80151
21735,4,0,1,0,0,1,0,0,80279
21736,4,0,1,0,0,1,0,0,80344
21737,4,0,1,0,0,1,133,0,81439
21738,4,0,1,1,0,1,133,0,81440
21739,4,250,1,1,0,1,133,0,81441
21740,0,0,1,0,0,0,0,0,92645
21741,0,0,0,0,0,0,133,0,92649
21742,4,0,1,1,0,1,0,0,82415
21743,0,0,1,0,0,0,0,0,92652
21744,0,0,1,0,0,0,0,0,92654
21745,4,0,1,0,0,2,0,0,80807
21746,4,0,0,1,0,0,0,0,78939
21747,4,0,0,0,15,0,0,0,78859
21748,0,0,0,5,0,0,0,0,92661
21749,4,1152,0,0,0,0,0,0,78807
21750,4,1152,1,2,0,1,133,0,79345
21751,4,1152,0,0,0,0,133,0,79050
21752,0,0,1,0,0,1,0,0,92677
21753,0,0,0,0,0,0,133,0,92685
21754,0,1138,0,0,0,0,0,0,92687
21760,0,1138,0,0,0,0,0,0,92696
21761,0,0,0,0,0,0,133,0,89803
21762,0,0,1,1,0,1,1421,0,92700
21763,4,0,1,0,0,1,0,0,92677
21764,0,0,1,0,0,1,133,0,92703
21765,0,0,1,0,0,1,133,0,92704
21766,0,0,1,0,0,1,133,0,92712
21767,0,19,1,0,0,1,133,0,92713
21768,0,0,0,0,0,0,133,0,92715
21769,0,1138,0,0,0,0,0,0,92717
21772,0,0,1,0,0,1,133,0,92727
21774,0,99,0,0,0,0,0,0,92730
21776,0,0,0,0,0,0,133,0,92733
21777,0,0,1,0,0,1,133,0,92734
21781,0,0,1,0,0,1,133,0,92739
21782,0,0,0,0,0,0,133,0,92742
21783,0,0,0,0,0,0,133,0,92743
21784,0,0,0,0,0,0,133,0,92744
21785,0,0,0,0,0,0,133,0,92745
21786,4,0,1,0,0,1,0,0,87854
21787,4,0,0,1,0,0,0,0,88175
21788,4,1152,2,0,0,2,0,0,88188
21789,4,0,1,1,0,1,0,0,88194
21790,4,0,1,0,0,1,0,0,88170
21791,4,0,1,1,0,1,0,0,87923
21792,4,0,2,1,0,2,133,0,87771
21793,5,0,1,0,0,1,0,0,77675
21794,6,0,1,0,0,1,0,0,77675
21795,4,0,2,0,0,2,133,0,87780
21796,4,0,2,0,0,0,0,0,88060
21797,4,0,2,1,0,0,0,0,88061
21798,4,0,1,0,0,1,133,0,87779
21799,4,0,1,0,0,1,0,0,88959
21800,4,0,1,0,0,1,133,0,88171
21801,4,0,0,4,11,0,0,0,88182
21802,4,0,1,0,0,1,133,0,88032
21803,4,0,1,0,0,1,0,0,89105
21804,4,0,1,0,0,1,0,0,88080
21805,4,0,0,0,0,1,0,0,87765
21806,4,0,1,0,0,1,0,0,88963
21808,4,1201,2,0,0,2,133,0,87759
21809,4,0,1,0,0,1,0,0,88073
21810,4,0,1,0,0,0,0,0,88075
21811,4,99,1,1,0,1,0,0,88029
21812,0,0,0,0,0,0,133,0,92793
21813,0,0,1,1,0,1,133,0,92794
21814,0,0,1,1,0,1,0,0,92795
21818,0,0,1,0,0,1,133,0,92799
21821,0,0,1,0,0,1,133,0,92802
21824,0,0,1,0,0,1,133,0,92805
21825,0,0,1,0,0,0,133,0,92814
21826,0,0,1,0,0,0,0,0,92822
21827,0,1177,1,0,0,1,133,0,92824
21828,0,0,1,0,0,0,0,0,92826
21829,0,1177,1,0,0,1,133,0,92827
21830,0,591,1,0,0,0,133,0,92829
21832,0,0,1,0,0,1,0,0,76688
21833,0,0,0,1,0,0,0,0,76686
21834,0,38,0,5,0,0,0,0,92857
21835,4,0,1,0,0,1,0,0,86013
21836,5,0,1,0,0,1,0,0,86013
21837,6,0,1,0,0,1,0,0,86013
21838,0,0,0,0,0,0,133,0,92862
21839,4,0,1,0,0,1,0,0,86014
21840,5,0,1,0,0,1,0,0,86014
21841,6,0,1,0,0,1,0,0,86014
21842,4,0,1,0,0,1,0,0,86228
21843,4,0,1,0,0,1,0,0,86199
21844,5,0,1,0,0,1,0,0,86199
21845,6,0,1,0,0,1,0,0,86199
21846,4,0,1,0,0,1,0,0,86844
21847,5,0,1,0,0,1,0,0,86844
21848,6,0,1,0,0,1,0,0,86844
21849,4,0,1,1,0,1,0,0,86788
21850,5,0,1,1,0,1,0,0,86788
21851,6,0,1,1,0,1,0,0,86788
21852,4,0,1,0,0,1,0,0,86825
21853,5,0,1,0,0,1,0,0,86825
21854,6,0,1,0,0,1,0,0,86825
21855,4,0,1,0,0,1,0,0,86305
21856,5,0,1,0,0,1,0,0,86305
21857,6,0,1,0,0,1,0,0,86305
21858,4,0,1,0,0,1,0,0,86214
21859,5,0,1,0,0,1,0,0,86214
21860,6,0,1,0,0,1,0,0,86214
21861,4,0,1,0,0,1,0,0,86369
21862,5,0,1,0,0,1,0,0,86369
21863,6,0,1,0,0,1,0,0,86369
21864,0,0,1,1,0,1,0,0,92895
21865,4,0,1,0,0,1,0,0,86371
21866,5,0,1,0,0,1,0,0,86371
21867,6,0,1,0,0,1,0,0,86371
21868,4,0,1,0,0,1,0,0,86505
21869,5,0,1,0,0,1,0,0,86505
21870,6,0,1,0,0,1,0,0,86505
21871,0,0,1,0,0,1,133,0,92915
21872,0,0,2,0,0,2,0,0,92918
21873,0,0,1,0,0,1,0,0,92919
21874,4,0,1,0,0,1,0,0,86406
21875,5,0,1,0,0,1,0,0,86406
21876,6,0,1,0,0,1,0,0,86406
21877,0,0,1,0,0,2,0,0,92933
21879,0,0,1,0,0,2,0,0,92935
21880,4,0,1,0,0,0,0,0,90083
21881,0,0,2,0,15,2,0,0,92945
21882,4,0,0,9,0,0,0,0,90045
21883,4,1159,1,0,0,2,0,0,90028
21884,4,0,1,1,0,0,0,0,89421
21886,4,0,1,0,0,1,0,0,77908
21887,5,0,1,0,0,1,0,0,77908
21888,6,0,1,0,0,1,0,0,77908
21889,4,0,1,1,0,1,133,0,77912
21890,5,0,1,1,0,1,133,0,77912
21891,6,0,1,1,0,1,133,0,77912
21892,4,1152,1,0,0,1,133,0,77679
21893,5,1152,1,0,0,1,133,0,77679
21894,6,1152,1,0,0,1,133,0,77679
21895,4,1152,1,0,0,1,133,0,77786
21896,5,1152,1,0,0,1,133,0,77786
21897,6,1152,1,0,0,1,133,0,77786
21901,0,0,1,0,0,0,0,0,92985
21903,4,0,1,0,0,1,0,0,78225
21904,5,0,1,0,0,1,0,0,78225
21905,6,0,1,0,0,1,0,0,78225
21906,0,0,1,0,0,1,0,0,93019
21907,4,0,1,0,0,1,0,0,93019
21908,0,0,0,0,0,0,133,0,93023
21910,0,0,0,0,0,0,133,0,93030
21911,4,0,1,0,0,1,0,0,78208
21912,5,0,1,0,0,1,0,0,78208
21913,6,0,1,0,0,1,0,0,78208
21914,0,0,1,0,0,1,133,0,93044
21915,0,0,1,1,0,1,133,0,93045
21916,0,38,0,5,0,0,0,0,93046
21917,0,0,1,0,0,1,133,0,93047
21918,0,0,2,0,0,2,0,0,93050
21919,0,0,2,0,0,2,0,0,93053
21920,0,0,1,0,0,1,0,0,93055
21921,0,0,1,0,0,1,0,0,93063
21932,4,133,0,0,0,0,133,0,89684
21933,5,133,0,0,0,0,133,0,89684
21934,6,133,0,0,0,0,133,0,89684
21935,0,0,0,0,0,0,133,0,93082
21936,0,0,1,0,0,1,133,0,93091
21937,0,0,1,1,0,1,133,0,93092
21938,0,1181,0,1,0,1,133,0,93093
21939,0,0,1,1,0,1,133,0,93094
21941,0,0,1,0,0,1,133,0,93101
21943,4,0,1,0,0,1,0,0,82919
21944,5,0,1,0,0,1,0,0,82919
21945,6,0,1,0,0,1,0,0,82919
21946,4,0,1,0,0,1,0,0,86282
21947,5,0,1,0,0,1,0,0,86282
21948,6,0,1,0,0,1,0,0,86282
21949,4,0,1,0,0,1,0,0,86081
21950,5,0,1,0,0,1,0,0,86081
21951,6,0,1,0,0,1,0,0,86081
21952,4,0,1,0,11,1,0,0,86111
21953,5,0,1,0,11,1,0,0,86111
21954,6,0,1,0,11,1,0,0,86111
21955,4,0,1,0,0,1,0,0,82411
21956,5,0,1,0,0,1,0,0,82411
21957,6,0,1,0,0,1,0,0,82411
21964,0,0,1,1,12,1,0,0,93159
21965,4,0,1,0,0,1,0,0,82363
21966,5,0,1,0,0,1,0,0,82363
21967,6,0,1,0,0,1,0,0,82363
21968,4,0,1,0,0,1,0,0,81761
21969,5,0,1,0,0,1,0,0,81761
21970,6,0,1,0,0,1,0,0,81761
21971,4,0,1,0,0,1,0,0,81713
21972,5,0,1,0,0,1,0,0,81713
21973,6,0,1,0,0,1,0,0,81713
21974,4,0,1,0,0,1,0,0,82151
21975,5,0,1,0,0,1,0,0,82151
21976,6,0,1,0,0,1,0,0,82151
21977,4,0,1,0,0,1,0,0,81831
21978,5,0,1,0,0,1,0,0,81831
21979,6,0,1,0,0,1,0,0,81831
21987,4,0,1,0,0,1,0,0,81538
21988,5,0,1,0,0,1,0,0,81538
21989,6,0,1,0,0,1,0,0,81538
21990,4,0,1,0,0,1,0,0,81571
21991,5,0,1,0,0,1,0,0,81571
21992,6,0,1,0,0,1,0,0,81571
21993,0,0,1,0,0,1,133,0,93224
21994,4,0,1,0,0,1,0,0,81527
21995,5,0,1,0,0,1,0,0,81527
21996,6,0,1,0,0,1,0,0,81527
21997,0,0,1,1,0,0,0,0,93248
21998,0,0,0,0,0,0,133,0,93249
21999,4,0,1,0,0,1,0,0,88214
22000,5,0,1,0,0,1,0,0,88214
22001,6,0,1,0,0,1,0,0,88214
22002,4,0,0,0,11,0,0,0,91020
22003,5,0,0,0,11,0,0,0,91020
22004,6,0,0,0,11,0,0,0,91020
22005,4,1152,0,0,0,1,0,0,87770
22006,5,1152,0,0,0,1,0,0,87770
22007,6,1152,0,0,0,1,0,0,87770
22009,0,0,1,0,0,1,0,0,93282
22010,4,0,1,0,0,1,0,0,89641
22011,5,0,1,0,0,1,0,0,89641
22012,6,0,1,0,0,1,0,0,89641
22013,4,0,1,0,0,1,0,0,89667
22014,5,0,1,0,0,1,0,0,89667
22015,6,0,1,0,0,1,0,0,89667
22016,0,0,2,0,0,2,0,0,93319
22017,0,0,2,0,0,2,133,0,93325
22018,0,0,0,0,21,0,330,0,93326
22019,0,0,0,0,28,0,0,0,93328
22020,0,0,1,0,0,1,0,0,93277
22021,0,0,1,1,0,1,133,0,93331
22022,0,0,2,0,0,2,0,0,93338
22023,0,0,1,0,0,1,0,0,93340
22024,4,0,0,1,0,0,0,0,88204
22025,4,0,0,1,0,0,0,0,88178
22026,4,0,1,0,0,1,0,0,88232
22027,4,0,1,0,0,1,0,0,88233
22028,4,0,2,1,0,2,0,0,87917
22029,4,0,1,0,0,1,0,0,87898
22030,4,0,1,0,0,1,0,0,87910
22031,4,0,1,0,0,1,0,0,87870
22032,4,0,1,0,0,1,0,0,87767
22033,4,0,2,0,0,2,0,0,88136
22034,4,0,1,0,0,1,0,0,88079
22035,0,0,1,0,0,1,0,0,93362
22036,4,0,1,1,0,1,0,0,91317
22037,5,0,1,1,0,1,0,0,91317
22038,6,0,1,1,0,1,0,0,91317
22039,0,1152,0,0,0,0,0,0,93373
22040,4,0,1,1,0,1,133,0,93331
22041,4,0,1,0,0,1,0,0,93362
22042,4,0,2,0,0,2,133,0,93325
22043,4,0,1,0,0,1,0,0,93277
22044,0,0,1,1,0,1,0,0,93400
22045,0,0,1,1,0,1,133,0,93402
22047,0,0,1,0,0,1,133,0,93426
22049,0,0,1,0,0,1,0,0,93433
22050,0,0,2,0,0,0,133,0,93434
22051,0,0,2,0,0,2,0,0,93435
22053,4,0,2,0,0,2,0,0,75571
22054,4,1152,0,0,0,0,0,0,75428
22055,0,0,1,0,0,1,0,0,93456
22056,4,0,0,0,0,2,0,0,75347
22057,0,0,0,0,0,0,133,0,93461
22058,4,0,1,1,5,1,0,0,75823
22060,0,0,3,0,0,2,0,0,93474
22061,0,0,0,0,0,0,133,0,93478
22062,0,0,3,0,0,0,0,0,93479
22063,0,0,0,0,0,0,133,0,93480
22064,0,0,3,0,0,0,0,0,93482
22066,0,0,3,0,0,2,0,0,93496
22068,0,0,1,0,0,1,133,0,93505
22069,0,0,1,0,0,1,0,0,93506
22070,0,0,1,1,11,1,0,0,93507
22071,0,0,1,0,0,1,0,0,93508
22072,0,0,1,0,0,1,0,0,93512
22073,0,0,1,0,0,1,133,0,93513
22074,0,0,1,0,0,1,0,0,93514
22075,0,0,2,0,0,2,0,0,93515
22076,0,0,1,0,0,1,0,0,93518
22077,0,0,1,0,0,1,0,0,93519
22078,0,0,1,0,11,1,0,0,93521
22079,0,1152,0,0,0,0,0,0,93527
22080,0,0,1,0,0,1,0,0,93535
22081,0,1152,1,0,0,0,0,0,93543
22082,0,0,1,0,0,1,0,0,93548
22083,0,1152,0,0,0,3,0,0,93562
22084,4,0,1,0,0,1,0,0,76007
22085,0,1152,1,0,0,0,0,0,93574
22086,0,0,1,0,0,1,0,0,93575
22087,4,1152,0,0,0,0,0,0,76030
22088,0,1152,1,1,0,1,0,0,93581
22089,4,1152,1,0,0,1,0,0,76032
22090,0,0,1,4,0,1,0,0,93585
22091,4,1152,0,1,5,0,0,0,76028
22092,0,0,1,0,15,1,0,0,93587
22093,0,0,1,3,0,1,133,0,93589
22094,0,0,1,0,0,1,0,0,93605
22095,0,0,1,0,0,1,0,0,93608
22096,0,0,1,0,0,1,0,0,93609
22097,4,0,1,1,0,1,0,0,76188
22099,0,1152,0,0,0,0,0,0,93620
22100,0,0,0,0,21,0,0,0,93623
22101,0,0,0,0,0,0,133,0,93624
22102,4,0,1,0,0,1,133,0,76589
22103,0,1152,3,2,0,3,0,0,93629
22104,4,0,1,0,0,1,0,0,76592
22105,4,0,1,1,0,1,133,0,76591
22106,4,0,1,0,0,1,0,0,76612
22107,4,1152,1,0,0,1,0,0,76473
22109,0,97,0,0,0,0,0,0,93636
22110,4,0,2,0,0,2,0,0,76716
22111,4,0,1,0,0,1,0,0,76688
22113,4,85,1,0,0,1,133,0,76680
22114,4,0,1,0,0,1,0,0,76718
22115,4,0,1,0,0,1,133,0,76719
22116,0,0,0,0,21,0,330,0,93644
22117,4,0,1,0,0,1,0,0,76677
22118,4,0,3,0,0,2,0,0,76522
22119,0,0,0,0,0,0,133,0,93649
22120,4,0,1,1,0,1,0,0,76508
22121,4,0,1,0,0,1,133,0,76682
22122,4,0,1,1,0,1,0,0,76509
22123,0,0,1,0,0,1,0,0,93654
22124,0,0,1,0,0,1,133,0,93655
22125,4,0,0,0,0,2,133,0,76561
22126,4,0,2,0,15,2,0,0,76524
22127,4,52,2,0,0,2,0,0,77568
22128,0,0,1,0,0,1,133,0,93661
22129,4,0,3,0,0,2,0,0,76502
22130,4,0,1,1,0,1,0,0,76618
22131,0,1152,0,0,0,0,0,0,93423
22132,4,36,0,3,0,0,0,0,76512
22133,4,932,1,0,0,1,133,0,76628
22134,4,0,1,0,0,1,133,0,76478
22135,4,0,2,0,15,2,0,0,76594
22136,4,0,1,1,0,1,133,0,76484
22137,4,0,1,0,0,1,133,0,76584
22138,4,0,1,0,0,1,0,0,76588
22139,4,0,0,1,0,0,0,0,76686
22140,0,0,0,0,15,0,0,0,93675
22141,4,0,2,0,0,2,133,0,76511
22142,4,0,3,0,0,2,0,0,76572
22143,4,0,2,0,0,2,133,0,76500
22147,0,0,0,0,0,2,0,0,93686
22148,0,0,1,0,11,1,0,0,93691
22149,0,0,2,0,0,1,133,0,93693
22150,0,0,1,4,0,1,133,0,93697
22151,4,0,1,0,0,1,133,0,93505
22152,4,0,1,0,0,1,0,0,93535
22153,4,0,1,4,0,1,133,0,93697
22154,4,0,1,0,0,1,0,0,93468
22156,0,0,1,0,0,1,133,0,93711
22157,4,1152,1,1,0,1,0,0,93581
22158,4,0,1,0,0,1,0,0,93654
22159,0,1152,1,0,0,1,0,0,93720
22160,0,0,2,0,0,1,133,0,93722
22161,0,0,1,1,0,1,1421,0,93723
22162,0,0,0,0,0,0,133,0,93728
22163,0,0,1,0,0,1,133,0,93729
22164,0,0,0,0,0,0,133,0,93731
22165,0,0,1,0,0,1,133,0,93732
22166,0,1152,0,0,0,0,0,0,93687
22168,0,1,0,0,0,0,0,0,93734
22169,4,0,0,0,0,2,0,0,93686
22170,4,0,2,0,0,1,133,0,93693
22171,4,0,2,0,0,1,133,0,93722
22172,0,1152,1,0,12,1,0,0,93738
22173,0,0,0,0,0,0,133,0,93739
22174,0,0,1,4,0,0,0,0,93740
22175,0,1,0,0,0,0,0,0,93742
22176,0,0,1,1,0,1,133,0,93744
22177,0,0,0,1,0,0,0,0,93745
22178,0,0,2,0,0,2,0,0,93746
22179,0,1152,0,0,0,0,0,0,93747
22181,0,0,3,0,0,2,133,0,93760
22182,4,1152,3,2,0,3,0,0,93629
22184,4,0,0,0,15,0,0,0,93675
22185,0,0,0,1,0,0,0,0,93794
22186,0,0,1,0,0,1,0,0,93810
22187,0,0,0,0,0,0,133,0,93813
22188,0,0,1,0,12,0,133,0,93814
22189,0,0,0,0,0,0,133,0,93815
22190,0,0,0,0,0,0,133,0,93817
22191,0,0,0,0,0,0,133,0,93818
22192,0,0,0,0,0,0,133,0,93823
22193,0,0,1,1,27,2,0,0,93824
22194,0,0,2,0,0,2,0,0,93826
22195,0,49,2,0,0,2,0,0,93829
22196,0,0,1,0,0,1,0,0,93832
22197,0,1152,2,0,0,2,133,0,93833
22198,0,0,2,0,0,2,0,0,93834
22199,0,0,0,0,0,0,133,0,93836
22200,0,0,0,0,0,0,133,0,93837
22201,0,0,0,0,0,0,133,0,93838
22202,0,0,1,0,0,1,0,0,93844
22203,0,0,2,0,0,2,133,0,93861
22204,0,0,1,1,0,1,0,0,93863
22205,4,0,1,1,0,1,0,0,93863
22207,0,4,0,0,0,0,0,0,93932
22208,0,4,0,0,0,0,0,0,93933
22210,0,0,0,0,28,0,0,0,93935
22216,0,0,1,1,0,1,0,0,93952
22217,4,0,1,1,0,1,0,0,93952
22218,0,36,1,1,0,1,0,0,93956
22226,4,0,1,0,0,1,0,0,88357
22227,4,0,1,1,0,1,0,0,88308
22228,4,0,1,0,0,1,0,0,86331
22229,4,0,1,0,0,1,0,0,86292
22230,4,0,1,0,0,1,0,0,86309
22231,4,85,1,0,0,1,133,0,87622
22232,4,0,1,0,0,1,0,0,87553
22233,0,0,0,0,0,0,133,0,93483
22237,0,0,1,0,0,1,1421,0,94019
22238,0,0,1,0,0,1,133,0,94022
22239,0,0,0,0,0,4,0,0,21651
22244,0,0,0,0,0,0,133,0,94066
22245,0,0,0,0,0,0,133,0,94069
22246,0,0,0,0,0,0,133,0,94070
22247,4,0,1,0,0,1,0,0,80735
22248,5,0,1,0,0,1,0,0,80735
22249,6,0,1,0,0,1,0,0,80735
22250,4,0,1,0,0,1,0,0,78621
22251,5,0,1,0,0,1,0,0,78621
22252,6,0,1,0,0,1,0,0,78621
22253,4,50,1,0,0,1,0,0,77826
22254,5,50,1,0,0,1,0,0,77826
22255,6,50,1,0,0,1,0,0,77826
22256,4,0,0,0,12,0,0,0,77827
22257,5,0,0,0,12,0,0,0,77827
22258,6,0,0,0,12,0,0,0,77827
22261,0,0,0,0,28,0,0,0,94162
22265,4,0,1,0,0,1,0,0,91562
22266,0,0,0,0,0,1,0,0,94211
22269,0,1272,0,0,0,0,0,0,94230
22270,0,1283,1,0,0,0,0,0,82626
22271,0,1152,0,0,0,0,0,0,93752
22283,0,1267,0,0,0,0,0,0,89244
22284,0,0,1,0,0,1,133,0,94336
22287,0,1274,0,0,0,0,0,0,60893
22288,0,0,1,0,0,1,0,0,94339
22290,0,0,0,0,0,0,133,0,94354
22291,0,0,0,0,16,0,0,0,94355
22293,0,0,1,1,0,1,133,0,94366
22294,4,0,1,0,11,1,0,0,93691
22312,0,0,0,1,0,0,0,0,92001
22313,0,0,0,0,0,1,0,0,94443
22314,0,0,1,1,0,1,133,0,94447
22315,0,0,1,0,0,1,0,0,94468
22316,0,0,1,0,0,1,0,0,94472
22320,0,0,0,0,0,0,133,0,94507
22321,0,0,1,2,0,1,0,0,76497
22322,4,0,1,2,0,1,0,0,76497
22324,0,25,1,0,0,1,0,0,94527
22325,0,0,0,0,0,1,133,0,94528
22326,0,1283,0,0,0,0,133,0,94548
22327,0,0,0,0,16,0,0,0,82407
22328,4,0,1,0,0,1,0,0,89539
22329,0,0,0,0,0,0,133,0,94586
22334,0,1152,0,0,0,0,0,0,77839
22336,0,0,0,0,0,0,133,0,78640
22339,0,0,1,0,0,1,0,0,93612
22340,0,0,2,0,0,2,0,0,94640
22342,0,0,0,0,0,0,133,0,94654
