ID,SpellID,MinScalingLevel,MaxScalingLevel,ScalesFromItemLevel
4119,71866,0,0,0
4120,71872,0,0,0
4121,71864,0,0,0
4122,71838,0,0,0
4123,21170,0,0,0
4124,21179,0,0,0
4125,69212,0,0,0
4126,69210,0,0,0
4127,69181,0,0,0
4128,69208,0,0,0
4129,69180,0,0,0
4130,69209,0,0,0
4131,69211,0,0,0
4132,69207,0,0,0
4133,59043,0,0,0
4134,144230,0,0,0
4135,144231,0,0,0
4136,60871,0,0,0
4138,40972,0,0,0
4139,40293,0,0,0
4140,50929,0,0,0
4141,34513,0,0,0
4142,21165,0,0,0
4143,36111,0,0,0
4144,36041,0,0,0
4145,37208,0,0,0
4146,34696,0,0,0
4147,144232,0,0,0
4148,144233,0,0,0
4149,34580,0,0,0
4151,37651,0,0,0
4152,34107,0,0,0
4153,33489,0,0,0
4154,144234,0,0,0
4155,35131,0,0,0
4156,16916,0,0,0
4157,128853,0,0,0
4158,38317,0,0,0
4159,38314,0,0,0
4160,38282,0,0,0
4161,38293,0,0,0
4162,38307,0,0,0
4163,24585,0,0,0
4164,28142,0,30,0
4165,28143,0,30,0
4166,28144,0,30,0
4167,28145,0,30,0
4168,29155,0,0,0
4169,55736,0,0,0
4170,55756,0,0,0
4171,29151,0,0,0
4172,26415,0,0,0
4173,21162,0,0,0
4174,21142,0,0,0
4175,21992,0,0,0
4176,23267,0,0,0
4177,21153,0,0,0
4178,21186,0,0,0
4179,14097,0,0,0
4180,25768,0,0,0
4181,21140,0,0,0
4182,18138,0,0,0
4183,23719,0,29,29
4184,26693,0,0,0
4185,24993,0,0,0
4186,22850,0,0,0
4187,18211,0,0,0
4188,21151,0,0,0
4189,14098,0,0,0
4190,7712,0,0,0
4191,144237,0,0,0
4192,24251,0,0,0
4193,18207,0,0,0
4194,24291,0,0,0
4195,24292,0,0,0
4196,21159,0,0,0
4197,24241,0,0,0
4198,23604,0,0,0
4199,22639,0,0,0
4200,22640,0,0,0
4201,144238,0,0,0
4202,24257,0,0,0
4203,24388,0,0,0
4204,18398,0,0,0
4205,23592,0,0,0
4206,18086,0,0,0
4207,24254,0,0,0
4208,18205,0,0,0
4209,16921,0,0,0
4210,16928,0,0,0
4211,144239,0,0,0
4212,8191,0,0,0
4213,144240,0,0,0
4214,144241,0,0,0
4215,18833,0,0,0
4216,19874,0,0,0
4217,17352,0,0,0
4218,18098,0,0,0
4219,18803,0,0,0
4220,17511,0,0,0
4221,16939,0,0,0
4222,18079,0,0,0
4223,17315,0,0,0
4224,49758,0,0,0
4225,16406,0,0,0
4226,19380,0,0,0
4227,144243,0,0,0
4228,18203,0,0,0
4229,16603,0,0,0
4230,17148,0,0,0
4231,16528,0,0,0
4232,16549,0,0,0
4233,13442,0,0,0
4234,29647,0,0,0
4235,18082,0,0,0
4236,96978,0,0,0
4237,29639,0,0,0
4238,15280,0,0,0
4239,96977,0,0,0
4240,17152,0,27,27
4241,96979,0,0,0
4242,18104,0,0,0
4243,18212,0,0,0
4244,97139,0,0,0
4245,16414,0,0,0
4246,97140,0,0,0
4247,16470,0,0,0
4248,97141,0,0,0
4249,15602,0,0,0
4250,13318,0,0,0
4251,18089,0,0,0
4252,16405,0,0,0
4253,16454,0,0,0
4254,29640,0,0,0
4255,16433,0,0,0
4256,16898,0,0,0
4257,16559,0,0,0
4258,16560,0,0,0
4259,18084,0,0,0
4260,96887,0,0,0
4261,14118,0,0,0
4262,15662,0,0,0
4263,144244,0,0,0
4264,16871,0,0,0
4265,13439,0,0,0
4266,17625,0,0,0
4267,18202,0,0,0
4268,18081,0,0,0
4269,17484,0,0,0
4270,144246,0,0,0
4271,29502,0,0,0
4272,24405,0,0,0
4273,13526,0,0,0
4274,96923,0,0,0
4275,18201,0,0,0
4276,144247,0,0,0
4277,9800,0,0,0
4278,96934,0,0,0
4279,16415,0,0,0
4280,20883,0,0,0
4281,9796,0,0,0
4282,17504,0,0,0
4283,17153,0,0,0
4284,11657,0,0,0
4285,144248,0,0,0
4286,17483,0,0,0
4287,97127,0,0,0
4288,17505,0,0,0
4289,17506,0,0,0
4290,13519,0,0,0
4291,96907,0,0,0
4292,144249,0,0,0
4293,18075,0,0,0
4294,18107,0,0,0
4295,20586,0,0,0
4296,18276,0,0,0
4297,18289,0,0,0
4298,97120,0,0,0
4299,18656,0,0,0
4300,18633,0,0,0
4301,19755,0,0,0
4302,18652,0,0,0
4303,18264,0,0,0
4304,96879,0,0,0
4305,29646,0,0,0
4306,18214,0,0,0
4307,13440,0,0,0
4308,144250,0,0,0
4309,29638,0,0,0
4310,18090,0,0,0
4311,97117,0,0,0
4312,13752,0,0,0
4313,18796,0,0,0
4314,14126,0,0,0
4315,10373,0,0,0
4316,18198,0,0,0
4317,12731,0,0,0
4318,11791,0,0,0
4319,13533,0,0,0
4320,29644,0,0,0
4321,13438,0,0,0
4322,18083,0,0,0
4323,144251,0,0,0
4324,91173,0,0,0
4325,91171,0,0,0
4326,21949,0,0,0
4327,29655,0,0,0
4328,21961,0,0,0
4329,27860,0,0,0
4330,21951,0,0,0
4331,13482,0,0,0
4332,18208,0,0,0
4333,16407,0,0,0
4334,19691,0,0,0
4335,144252,0,0,0
4336,10351,0,0,0
4337,21952,0,0,0
4338,9633,0,0,0
4339,144254,0,0,0
4340,13524,0,0,0
4341,13530,0,0,0
4342,13490,0,0,0
4343,16403,0,0,0
4344,16401,0,0,0
4345,144257,0,0,0
4346,18091,0,0,0
4347,13528,0,0,0
4348,144258,0,0,0
4349,18204,0,0,0
4350,18199,0,0,0
4351,18200,0,0,0
4352,16409,0,0,0
4353,14106,0,0,0
4354,20869,0,0,0
4355,144260,0,0,0
4356,13527,0,0,0
4357,100403,0,32,0
4358,11790,0,0,0
4359,144261,0,0,0
4360,13494,0,0,0
4361,18078,0,0,0
4362,144263,0,0,0
4363,17510,0,0,0
4364,16400,0,0,0
4365,144264,0,0,0
4366,144265,0,0,0
4367,13518,0,0,0
4368,13491,0,0,0
4369,144267,0,0,0
4370,144268,0,0,0
4371,16413,0,0,0
4372,100612,0,0,0
4373,8552,0,0,0
4374,13480,0,0,0
4375,18197,0,0,0
4376,144270,0,0,0
4377,29653,0,0,0
4378,18217,0,0,0
4379,144271,0,0,0
4380,18092,0,0,0
4381,92272,0,0,0
4382,144272,0,0,0
4383,18077,0,0,0
4384,18381,0,0,0
4385,17252,0,0,0
4386,60318,0,0,0
4387,9057,0,0,0
4388,16783,0,0,0
4389,51415,0,0,0
4390,59191,0,0,0
4391,59195,0,0,0
4392,25607,0,0,0
4393,25608,0,0,0
4394,59197,0,0,0
4395,59198,0,0,0
4396,59199,0,0,0
4397,60060,0,0,0
4398,18374,0,0,0
4399,21346,0,0,0
4400,46567,0,29,0
4401,59202,0,0,0
4402,10578,0,0,0
4403,40461,0,27,0
4404,109839,0,0,0
4405,107810,0,0,0
4406,109841,0,0,0
4407,109959,0,0,0
4408,109955,0,0,0
4409,109941,0,0,0
4410,71905,0,0,0
4411,71904,0,0,0
4412,11658,0,0,0
4413,37362,0,22,0
4414,11841,0,0,0
4415,36481,0,0,0
4416,55245,0,0,0
4417,55247,0,0,0
4418,55248,0,0,0
4419,55246,0,0,0
4420,40408,0,0,0
4421,34511,0,0,0
4422,144300,0,0,0
4423,23300,0,0,0
4424,34585,0,0,0
4425,34597,0,0,0
4426,32641,0,0,0
4427,32643,0,0,0
4428,16782,0,0,0
4429,27518,0,0,0
4430,144306,0,0,0
4431,144307,0,0,0
4432,144308,0,0,0
4433,144309,0,0,0
4434,144310,0,0,0
4435,144311,0,0,0
4436,27526,0,0,0
4437,29471,0,0,0
4439,15438,0,0,0
4440,26606,0,0,0
4441,22600,0,0,0
4442,144317,0,0,0
4443,23037,0,0,0
4444,144318,0,0,0
4445,144319,0,0,0
4446,28870,0,0,0
4447,17319,0,0,0
4448,28876,0,0,0
4449,18787,0,0,0
4450,18385,0,0,0
4451,18386,0,0,0
4452,17351,0,0,0
4453,16550,0,0,0
4454,16614,0,0,0
4455,18817,0,0,0
4456,18818,0,0,0
4457,7714,0,0,0
4458,16608,0,0,0
4459,17447,0,0,0
4460,17496,0,0,0
4461,10618,0,0,0
4462,18828,0,0,0
4463,9777,0,0,0
4464,12022,0,0,0
4465,18820,0,0,0
4466,144321,0,0,0
4467,13234,0,0,0
4468,18074,0,0,0
4469,20886,0,0,0
4470,17154,0,0,0
4471,16784,0,0,0
4472,12561,0,0,0
4473,9163,0,0,0
4474,144340,0,0,0
4476,144342,0,0,0
4477,62352,0,0,0
4490,19988,0,27,0
4493,121193,0,35,0
4494,113046,0,35,0
4495,113048,0,35,0
4496,113045,0,35,0
4497,113044,0,35,0
4498,113047,0,35,0
4499,127014,0,35,0
4500,121195,0,35,0
4501,127013,0,35,0
4502,121194,0,35,0
4503,127012,0,35,0
4504,121192,0,35,0
4505,127015,0,35,0
4507,86899,0,32,0
4508,35406,0,27,0
4509,35404,0,27,0
4510,35439,0,27,0
4511,35433,0,27,0
4512,35435,0,27,0
4513,35437,0,27,0
4514,86854,0,32,0
4515,35417,0,27,0
4516,96251,0,32,0
4517,96249,0,32,0
4518,96250,0,32,0
4519,35402,0,27,0
4520,86898,0,32,0
4522,59773,0,30,0
4524,35442,0,27,0
4526,86901,0,32,0
4528,86909,0,32,0
4529,86907,0,32,0
4530,86906,0,0,0
4531,86900,0,32,0
4532,86847,0,32,0
4533,86403,0,32,0
4534,86402,0,32,0
4535,86401,0,32,0
4536,8313,0,0,0
4537,14119,0,0,0
4540,86375,0,32,0
4541,62384,0,30,0
4542,61120,0,30,0
4543,61119,0,30,0
4544,61118,0,30,0
4545,61117,0,30,0
4546,59941,0,30,0
4547,59937,0,30,0
4548,59936,0,30,0
4549,59934,0,30,0
4550,59932,0,30,0
4551,59929,0,30,0
4553,59928,0,30,0
4555,59927,0,30,0
4556,59771,0,30,0
4557,58129,0,30,0
4558,58128,0,30,0
4559,58126,0,30,0
4566,124118,0,35,0
4567,124119,0,35,0
4568,124116,0,35,0
4569,122387,0,35,0
4570,122388,0,35,0
4571,122386,0,35,0
4573,35489,0,30,0
4574,35488,0,30,0
4575,50901,0,30,0
4576,50902,0,30,0
4577,35495,0,30,0
4578,35490,0,30,0
4579,60581,0,30,0
4580,68251,0,32,0
4581,60582,0,30,0
4582,62447,0,30,0
4583,78169,0,30,0
4584,50913,0,30,0
4585,78171,0,32,0
4586,78170,0,32,0
4587,78172,0,32,0
4588,101598,0,32,0
4603,56527,0,32,0
4605,56529,0,32,0
4613,125488,0,35,0
4614,125487,0,35,0
4615,125496,0,35,0
4617,44627,0,0,0
4619,39959,0,29,0
4621,125497,0,35,0
4625,75154,0,32,0
4626,75155,0,32,0
4630,56039,0,30,0
4631,56034,0,30,0
4632,75150,0,32,0
4633,75149,0,32,0
4634,75152,0,32,0
4635,75151,0,32,0
4636,31369,0,27,0
4637,55630,0,27,0
4638,55634,0,27,0
4639,31372,0,27,0
4640,31371,0,27,0
4641,31370,0,27,0
4642,55631,0,27,0
4643,55632,0,27,0
4644,122393,0,35,0
4645,122392,0,35,0
4646,131863,0,35,0
4647,131862,0,35,0
4648,126734,0,35,0
4649,99621,0,30,0
4651,82184,0,40,0
4653,32845,0,0,0
4661,95712,0,30,0
4666,54757,0,27,0
4671,7423,0,25,0
4684,7784,0,25,0
4702,7447,0,25,0
4712,13624,0,25,0
4722,13650,0,25,0
4724,13651,0,25,0
4734,13625,0,25,0
4748,13897,0,25,0
4750,13907,0,25,0
4758,13824,0,25,0
4777,144751,0,25,0
4779,19990,0,25,0
4783,20004,0,25,0
4784,20006,0,25,0
4785,20007,0,25,0
4789,21930,0,25,0
4796,144757,0,29,0
4811,25065,0,25,0
4812,25064,0,25,0
4813,25066,0,25,0
4821,144768,0,25,0
4840,27959,0,27,0
4851,27979,0,27,0
4853,27980,0,27,0
4854,28093,0,27,0
4855,27996,0,27,0
4856,28005,0,27,0
4877,42974,0,27,0
4878,42976,0,27,0
4891,44525,0,30,0
4897,44578,0,30,0
4907,44594,0,30,0
4911,44616,0,30,0
4912,144845,0,30,0
4913,44622,0,30,0
4915,44624,0,30,0
4919,44631,0,30,0
4922,46579,0,27,0
4932,59620,0,30,0
4933,59626,0,30,0
4944,60694,0,30,0
4954,64440,0,30,0
4955,64442,0,30,0
4956,64568,0,30,0
4960,74190,0,35,0
4963,74194,0,32,0
4964,74196,0,32,0
4971,74208,0,32,0
4976,74221,0,32,0
4977,74224,0,32,0
4990,74241,0,32,0
4991,74243,0,32,0
4992,74245,0,32,0
4995,74250,0,35,0
4996,74249,0,35,0
5028,104427,0,35,0
5029,104434,0,35,0
5035,142468,0,35,0
5036,142469,0,35,0
5037,13237,0,22,0
5038,15712,0,28,0
5039,66213,0,35,0
5062,6297,0,25,0
5063,9784,0,25,0
5065,9782,0,25,0
5079,16624,0,25,0
5086,24161,0,25,0
5087,24162,0,25,0
5088,24163,0,25,0
5089,24164,0,25,0
5090,24165,0,25,0
5091,24167,0,25,0
5092,24168,0,25,0
5096,29454,0,25,0
5097,29455,0,25,0
5098,29467,0,25,0
5099,29475,0,25,0
5100,29480,0,25,0
5101,29483,0,25,0
5105,35443,0,27,0
5106,35445,0,27,0
5107,35447,0,27,0
5108,35452,0,27,0
5109,35453,0,27,0
5116,37890,0,27,0
5117,37891,0,27,0
5122,56355,0,25,0
5123,91002,0,0,0
5124,59777,0,30,0
5125,59778,0,30,0
5126,59784,0,30,0
5127,59944,0,30,0
5128,59945,0,30,0
5129,59946,0,30,0
5130,59947,0,30,0
5131,59948,0,30,0
5132,59954,0,30,0
5133,59955,0,30,0
5134,59960,0,30,0
5135,19260,0,0,0
5136,18206,0,0,0
5137,59970,0,30,0
5138,9806,0,25,0
5139,61271,0,30,0
5142,13441,0,0,0
5144,12278,0,0,0
5145,40475,0,0,0
5146,24884,0,0,0
5147,32955,0,0,0
5148,32956,0,0,0
5149,32957,0,0,0
5150,51984,0,0,0
5151,126558,0,30,0
5152,86931,0,32,0
5153,86932,0,32,0
5154,86933,0,32,0
5155,86934,0,32,0
5156,92432,0,30,0
5157,92436,0,32,0
5159,96245,0,32,0
5160,96246,0,32,0
5161,96247,0,32,0
5164,114519,0,25,0
5165,114520,0,27,0
5166,114524,0,30,0
5174,430,0,1,0
5176,19706,0,1,0
5177,8118,0,1,0
5178,8096,0,1,0
5179,19708,0,5,0
5180,54497,0,4,0
5181,1940,0,4,0
5182,431,0,1,0
5183,8099,0,1,0
5184,8112,0,1,0
5185,432,0,5,0
5186,7396,0,10,0
5187,49512,0,1,0
5188,65,0,6,0
5189,833,0,2,0
5190,13424,0,3,0
5192,131828,0,35,0
5193,130356,0,30,0
5194,130355,0,27,0
5195,130354,0,25,0
5196,130353,0,21,0
5197,130352,0,17,0
5198,130351,0,13,0
5199,130350,0,10,0
5200,130348,0,30,0
5201,130347,0,27,0
5202,130346,0,25,0
5203,130345,0,21,0
5204,130344,0,17,0
5205,130343,0,13,0
5206,130342,0,10,0
5207,126324,0,32,0
5208,806,0,7,0
5209,8116,0,7,0
5210,108032,0,1,0
5211,108031,0,1,0
5212,108028,0,1,0
5213,100377,0,30,0
5214,100375,0,30,0
5215,8094,0,7,0
5216,1135,0,13,0
5217,1133,0,10,0
5218,145249,0,0,0
5219,100373,0,30,0
5220,100368,0,30,0
5221,87699,0,35,0
5222,87697,0,35,0
5223,87635,0,35,0
5224,87634,0,35,0
5225,87565,0,35,0
5226,145254,0,0,0
5227,87564,0,35,0
5228,87563,0,35,0
5229,87562,0,35,0
5230,87561,0,35,0
5231,87560,0,35,0
5232,87559,0,35,0
5233,87558,0,35,0
5234,87557,0,35,0
5235,87556,0,35,0
5236,87555,0,35,0
5237,87554,0,35,0
5238,87552,0,35,0
5239,87551,0,35,0
5240,87550,0,35,0
5241,87549,0,35,0
5242,87548,0,35,0
5243,87547,0,35,0
5244,87546,0,35,0
5245,87545,0,35,0
5246,69559,0,30,0
5248,66623,0,30,0
5249,65416,0,30,0
5250,65415,0,30,0
5251,65414,0,30,0
5252,65412,0,30,0
5253,65410,0,45,0
5254,65365,0,30,0
5256,64057,0,17,0
5257,62349,0,30,0
5258,59230,0,30,0
5259,57399,0,30,0
5260,57371,0,30,0
5261,57367,0,30,0
5262,57365,0,30,0
5263,57360,0,30,0
5264,57358,0,30,0
5265,57356,0,30,0
5266,57334,0,30,0
5267,57332,0,30,0
5268,57329,0,30,0
5269,57327,0,30,0
5270,57325,0,30,0
5271,57294,0,30,0
5272,57291,0,30,0
5273,57288,0,30,0
5274,57286,0,30,0
5275,57139,0,30,0
5276,57111,0,30,0
5277,57107,0,30,0
5278,57102,0,30,0
5279,57100,0,30,0
5280,57097,0,30,0
5281,57079,0,30,0
5282,53284,0,27,0
5283,46899,0,13,0
5284,46687,0,13,0
5285,46682,0,13,0
5286,45619,0,25,0
5287,45245,0,25,0
5288,44106,0,25,0
5289,44105,0,25,0
5290,44104,0,21,0
5291,44102,0,17,0
5292,44101,0,13,0
5293,44100,0,10,0
5294,44099,0,5,0
5295,44098,0,1,0
5296,44097,0,1,0
5297,43764,0,25,0
5298,42293,0,21,0
5300,35272,0,25,0
5301,33268,0,25,0
5302,33265,0,21,0
5303,33263,0,25,0
5304,33261,0,25,0
5305,33259,0,21,0
5306,33257,0,25,0
5307,33256,0,25,0
5308,33254,0,21,0
5309,25941,0,13,0
5310,25694,0,5,0
5311,24799,0,17,0
5312,19711,0,17,0
5313,19710,0,13,0
5314,19709,0,10,0
5315,19705,0,1,0
5316,130334,0,30,0
5317,130333,0,27,0
5318,130332,0,25,0
5319,130330,0,21,0
5320,130329,0,17,0
5321,130328,0,13,0
5322,130327,0,10,0
5323,111842,0,30,0
5324,108030,0,1,0
5325,100379,0,30,0
5326,100376,0,30,0
5327,100374,0,30,0
5328,100365,0,30,0
5329,87637,0,30,0
5330,87636,0,30,0
5331,87604,0,30,0
5332,87602,0,30,0
5333,87601,0,30,0
5334,87599,0,30,0
5335,87597,0,30,0
5336,87595,0,30,0
5337,87594,0,30,0
5338,87588,0,30,0
5339,87587,0,30,0
5340,87586,0,30,0
5341,87584,0,30,0
5342,87580,0,30,0
5343,87577,0,30,0
5344,87573,0,30,0
5345,87572,0,30,0
5346,87571,0,30,0
5347,87570,0,30,0
5348,87568,0,30,0
5349,87567,0,30,0
5350,87566,0,30,0
5351,87544,0,30,0
5352,80169,0,32,0
5353,80168,0,32,0
5355,64355,0,27,0
5356,8100,0,7,0
5357,8113,0,7,0
5358,8070,0,11,0
5359,61829,0,27,0
5360,58886,0,27,0
5361,8119,0,7,0
5362,8097,0,7,0
5363,2367,0,1,0
5364,437,0,3,0
5365,2374,0,2,0
5366,2378,0,2,0
5367,53283,0,27,0
5368,48720,0,27,0
5369,46812,0,25,0
5370,45618,0,21,0
5371,45548,0,28,0
5372,43763,0,25,0
5373,43180,0,26,0
5374,42312,0,25,0
5375,42311,0,25,0
5377,8115,0,1,0
5378,8091,0,1,0
5379,29236,0,7,0
5380,3219,0,1,0
5381,3166,0,5,0
5382,438,0,7,0
5383,3169,0,20,0
5384,3222,0,7,0
5385,3220,0,8,0
5386,3160,0,9,0
5387,3164,0,10,0
5390,3593,0,11,0
5391,3223,0,12,0
5392,2023,0,10,0
5393,4054,0,1,0
5394,4064,0,7,0
5395,4061,0,10,0
5396,4065,0,12,0
5397,4066,0,13,0
5398,4057,0,7,0
5399,4062,0,13,0
5400,4067,0,14,0
5401,4077,0,10,0
5402,4060,0,14,0
5403,4068,0,15,0
5404,4069,0,19,0
5405,8098,0,13,0
5406,8095,0,13,0
5407,8101,0,13,0
5408,8114,0,13,0
5409,8117,0,13,0
5410,8120,0,13,0
5411,4318,0,16,0
5412,4941,0,14,0
5413,16375,0,4,0
5414,5020,0,7,0
5415,5021,0,3,0
5416,5100,0,3,0
5417,5665,0,6,0
5418,42308,0,25,0
5419,41030,0,25,0
5420,40768,0,25,0
5421,5909,0,1,0
5422,6114,0,9,0
5423,8277,0,3,0
5424,6410,0,1,0
5425,6727,0,3,0
5426,673,0,1,0
5427,40745,0,25,0
5428,7242,0,8,0
5429,7233,0,11,0
5430,7239,0,12,0
5431,7245,0,5,0
5432,7254,0,12,0
5433,11903,0,13,0
5434,7844,0,9,0
5435,8212,0,4,0
5436,35271,0,25,0
5437,35270,0,28,0
5438,8331,0,5,0
5439,33773,0,25,0
5440,33725,0,25,0
5441,33269,0,25,0
5442,1137,0,17,0
5443,33266,0,21,0
5444,22734,0,21,0
5445,10667,0,15,0
5446,33264,0,25,0
5447,33262,0,25,0
5448,10668,0,15,0
5449,10669,0,15,0
5450,33260,0,21,0
5451,10692,0,15,0
5452,10693,0,15,0
5453,33258,0,25,0
5454,33255,0,25,0
5455,11328,0,21,0
5456,33253,0,21,0
5457,11349,0,13,0
5458,11351,0,13,0
5459,11374,0,16,0
5460,11390,0,16,0
5461,11396,0,16,0
5462,11334,0,16,0
5463,32112,0,21,0
5464,29073,0,21,0
5465,26401,0,23,0
5466,11405,0,16,0
5467,25889,0,13,0
5468,11406,0,17,0
5469,25887,0,10,0
5470,11474,0,17,0
5471,25886,0,10,0
5472,12175,0,17,0
5473,25703,0,5,0
5474,12177,0,17,0
5475,25701,0,1,0
5476,12178,0,17,0
5477,25700,0,1,0
5478,12176,0,17,0
5479,12174,0,17,0
5480,25660,0,21,0
5481,12179,0,17,0
5482,12419,0,15,0
5483,12421,0,19,0
5484,12543,0,20,0
5485,12562,0,20,0
5486,13241,0,18,0
5487,13808,0,22,0
5489,15229,0,23,0
5490,15231,0,23,0
5491,15233,0,23,0
5492,15235,0,23,0
5493,15239,0,23,0
5494,15279,0,23,0
5495,15701,0,20,0
5496,130341,0,30,0
5497,130340,0,27,0
5498,130339,0,25,0
5499,130338,0,21,0
5500,130337,0,17,0
5501,145304,0,35,0
5502,130336,0,13,0
5503,130335,0,10,0
5504,111841,0,32,0
5505,100367,0,30,0
5506,94468,0,30,0
5508,92803,0,21,0
5509,92800,0,17,0
5510,92797,0,13,0
5511,92736,0,10,0
5512,87959,0,30,0
5513,87958,0,30,0
5514,80167,0,32,0
5515,80166,0,32,0
5516,72623,0,17,0
5517,69561,0,27,0
5518,69560,0,27,0
5520,65363,0,27,0
5521,64356,0,27,0
5523,61830,0,27,0
5524,57073,0,27,0
5525,52911,0,27,0
5526,49472,0,25,0
5527,46755,0,25,0
5528,45020,0,25,0
5529,45019,0,13,0
5530,44116,0,25,0
5531,44115,0,25,0
5532,44114,0,21,0
5533,44113,0,17,0
5534,44112,0,13,0
5535,44111,0,10,0
5536,44110,0,5,0
5537,44109,0,1,0
5538,44107,0,1,0
5539,43183,0,48,0
5540,43182,0,26,0
5541,43154,0,17,0
5542,34291,0,26,0
5543,29040,0,25,0
5544,29039,0,25,0
5545,29038,0,27,0
5546,29007,0,17,0
5547,27089,0,25,0
5548,26475,0,13,0
5549,26473,0,11,0
5550,26402,0,23,0
5551,26261,0,21,0
5552,25696,0,20,0
5553,10250,0,21,0
5554,142925,0,32,0
5556,135148,0,32,0
5557,135081,0,32,0
5558,127843,0,32,0
5559,127230,0,40,0
5560,125879,0,32,0
5563,116113,0,32,0
5564,105693,0,32,0
5565,105234,0,32,0
5566,7353,0,1,0
5567,79633,0,30,0
5568,79634,0,30,0
5569,79476,0,30,0
5570,94160,0,30,0
5571,93933,0,30,0
5572,93932,0,30,0
5573,92730,0,30,0
5574,92725,0,30,0
5575,92729,0,30,0
5576,92731,0,30,0
5577,89595,0,30,0
5578,89078,0,30,0
5579,89083,0,30,0
5580,89344,0,30,0
5581,89342,0,30,0
5582,89345,0,30,0
5583,89347,0,30,0
5584,89346,0,30,0
5585,89343,0,30,0
5586,78989,0,30,0
5589,87648,0,30,0
5591,79635,0,30,0
5592,79632,0,30,0
5593,134873,0,30,0
5594,79627,0,30,0
5595,79481,0,30,0
5596,79480,0,30,0
5597,79477,0,30,0
5598,79475,0,30,0
5599,79474,0,30,0
5600,79472,0,30,0
5601,79471,0,30,0
5602,79470,0,30,0
5603,79469,0,30,0
5604,79468,0,30,0
5605,78993,0,30,0
5606,78992,0,30,0
5607,78990,0,30,0
5608,78778,0,30,30
5609,76147,0,30,0
5610,75148,0,30,0
5612,71755,0,30,0
5613,70243,0,0,0
5614,70244,0,0,0
5615,70242,0,0,0
5616,70235,0,0,0
5617,70234,0,0,0
5618,70233,0,0,0
5619,69994,0,30,0
5620,69466,0,0,0
5621,78164,0,27,0
5623,67325,0,30,0
5624,53758,0,27,0
5625,54212,0,27,0
5626,53760,0,27,0
5627,53755,0,27,0
5628,63729,0,1,0
5629,43185,0,27,0
5630,61267,0,27,0
5631,61268,0,27,0
5634,39965,0,25,0
5635,60347,0,27,0
5636,60346,0,27,0
5637,80532,0,27,0
5638,60344,0,27,0
5639,60343,0,27,0
5640,60341,0,27,0
5641,60340,0,27,0
5642,58446,0,27,0
5643,58445,0,27,0
5644,58453,0,27,0
5645,58452,0,27,0
5646,58449,0,27,0
5647,58448,0,27,0
5648,58451,0,27,0
5649,58450,0,27,0
5650,58443,0,27,0
5651,53261,0,27,0
5652,43771,0,27,0
5653,56488,0,27,0
5654,56448,0,27,0
5655,53908,0,27,0
5656,67489,0,27,0
5657,56350,0,27,0
5658,67769,0,27,0
5660,53915,0,27,0
5661,53914,0,27,0
5662,53913,0,27,0
5663,53911,0,27,0
5664,53910,0,27,0
5665,53909,0,27,0
5666,53764,0,27,0
5667,53763,0,27,0
5668,53762,0,27,0
5669,53761,0,27,0
5670,53752,0,27,0
5671,53751,0,27,0
5672,53750,0,27,0
5673,53749,0,27,0
5674,53748,0,27,0
5675,53747,0,27,0
5676,33721,0,27,0
5677,53746,0,27,0
5678,28499,0,25,0
5679,35476,0,27,0
5680,53670,0,27,0
5681,53373,0,27,0
5682,28497,0,27,0
5683,52697,0,27,0
5684,49748,0,27,0
5685,50166,0,27,0
5686,48104,0,27,0
5687,48103,0,27,0
5688,48102,0,27,0
5689,48101,0,27,0
5690,48100,0,27,0
5691,48099,0,27,0
5692,47904,0,27,0
5693,46839,0,25,0
5694,46840,0,25,0
5695,46837,0,25,0
5696,46838,0,25,0
5697,46590,0,27,0
5699,45401,0,25,0
5700,45403,0,25,0
5701,45374,0,25,0
5702,45051,0,25,0
5703,43817,0,25,0
5704,43731,0,25,0
5705,43199,0,27,0
5706,43198,0,27,0
5707,43197,0,27,0
5708,43196,0,27,0
5709,43195,0,27,0
5710,43194,0,27,0
5711,43186,0,27,0
5712,67487,0,25,0
5713,67486,0,25,0
5714,41306,0,25,0
5715,41304,0,25,0
5716,41620,0,25,0
5717,41619,0,25,0
5718,41617,0,25,0
5719,41618,0,25,0
5720,41606,0,25,0
5721,41604,0,25,0
5722,41605,0,25,0
5723,41607,0,25,0
5724,28512,0,25,0
5725,28511,0,25,0
5726,28537,0,25,0
5727,28513,0,25,0
5728,28536,0,25,0
5729,42207,0,25,0
5730,40588,0,25,0
5731,40763,0,25,0
5732,40586,0,25,0
5733,40577,0,25,0
5734,40580,0,25,0
5735,40587,0,25,0
5736,40582,0,25,0
5738,16322,0,25,0
5739,16323,0,25,0
5740,16326,0,25,0
5741,16325,0,25,0
5742,16327,0,25,0
5743,16321,0,25,0
5744,16329,0,25,0
5745,16666,0,21,0
5746,17038,0,24,24
5747,17291,0,21,0
5748,17528,0,20,0
5749,17530,0,18,0
5750,17531,0,25,0
5751,11348,0,19,0
5752,17535,0,19,0
5753,17538,0,20,0
5754,17537,0,20,0
5755,17539,0,20,0
5756,17540,0,20,0
5757,17544,0,21,0
5758,17543,0,21,0
5759,17546,0,21,0
5760,17548,0,21,0
5761,17545,0,21,0
5762,17549,0,21,0
5763,17624,0,21,0
5764,17626,0,21,0
5765,17627,0,21,0
5766,17628,0,21,0
5767,18071,0,0,0
5768,18125,0,20,0
