ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
282712,,0,17,104582,2,92,1,41706
282713,,0,25,104589,3,92,2,41706
282717,Wounded Highmountain Protector healed,0,8,104624,3,92,2,41705
282719,,0,4,104660,4,92,3,41705
282723,,0,7,104690,7,93,6,41127
282724,,0,20,102633,8,92,7,41127
282725,,0,13,102634,9,92,8,41127
282726,,0,7,104691,10,92,9,41127
282744,Explore the Vault,15,1,0,0,0,0,41757
282745,,0,7,96021,1,92,6,41757
282746,,0,17,96287,2,92,7,41757
282747,,0,17,96397,3,92,8,41757
282748,,0,13,98957,4,92,9,41757
282749,,2,13,248467,5,92,10,41757
282752,,0,4,104733,0,1,0,41758
282758,,0,10,104733,6,92,5,39576
282775,Defeat the Hungry Icefang,12,1,1843,0,0,0,41766
282780,Complete a Hunting Challenge,0,1,104808,0,0,1,41765
282781,Mushan slain - Nesingwary's Challenge   OR,0,6,102556,1,4,2,41765
282782,Stallions slain - Lasan's Challenge,0,8,91308,2,4,3,41765
282813,Cursed wildlife slain,0,6,113657,2,0,0,41789
282817,Vilewing harpy slain,0,3,113656,0,0,4,41789
282818,Hexxing Fetish destroyed,0,4,104531,1,0,5,41789
282845,,1,30,136369,0,0,0,41794
282878,Oubdob da Smasher slain.,0,1,95204,0,1,0,41816
282879,Skullhat slain.,0,1,95872,0,0,0,41817
282880,,0,1,96410,0,1,0,41818
282881,Gurbog da Basher slain.,0,1,96590,0,1,0,41819
282882,Ram'Pag slain.,0,1,97102,0,0,0,41820
282885,Shara Felbreath slain.,0,1,97093,0,1,0,41821
282886,"Mellok, Son of Torok slain.",0,1,96621,0,0,0,41822
282887,Tenpak Flametotem slain.,0,1,97203,0,0,0,41823
282889,Arru defeated,0,1,97220,0,1,0,41824
282891,Hartli the Snatcher slain.,0,1,97326,0,0,0,41825
282892,,0,1,97345,0,1,0,41826
282893,Abesha slain.,0,1,97348,0,0,0,41827
282894,,0,1,97449,0,1,0,41828
282895,Mynta Talonscreech slain.,0,1,97593,0,0,0,41829
282896,Barax the Mauler slain.,0,1,97637,0,0,0,41830
282898,Flamescale slain.,0,1,97793,0,0,0,41832
282899,Crab Rider Grmlrml slain.,0,1,97933,0,0,0,41833
282900,Luggut the Eggeater slain.,0,1,98024,0,0,0,41835
282901,Bodash the Hoarder slain.,0,1,98299,0,1,0,41836
282902,Mrrklr slain.,0,1,98311,0,0,0,41837
282903,,0,1,98890,0,1,0,41838
282905,Dargok Thunderuin slain.,0,1,100231,0,0,0,41842
282907,"""Sure-Shot"" Arnie slain.",0,1,100230,1,0,1,41842
282908,Ryael Dawndrifter slain.,0,1,100232,2,0,2,41842
282910,Puck slain.,0,1,100302,0,0,0,41843
282914,Zenobia slain.,0,1,100303,1,0,3,41843
282916,,0,1,101077,0,1,0,41844
282957,Stop the Thistleleaf Bully,12,1,1850,0,0,0,41855
282964,Understone Lasher slain,0,5,103597,0,0,0,41857
282965,Dargrul the Underking slain,0,1,91007,1,0,1,41857
282972,Defeat Xorvasc,11,1,104970,0,0,0,41860
282973,Defeat The Maw,12,1,1849,0,0,0,41861
282974,Put Out the Forest Fire,11,1,105093,0,0,0,41862
282979,Ultanok slain,0,1,103247,0,0,0,41864
282980,Dargrul the Underking slain,0,1,91007,1,0,1,41864
282981,Kraxa slain,0,1,103271,0,0,0,41865
282982,Dargrul the Underking slain,0,1,91007,1,0,1,41865
282983,Ragoul slain,0,1,103199,0,0,0,41866
282984,Dargrul the Underking slain,0,1,91007,1,0,1,41866
282985,Dargrul the Underking slain,0,1,91007,1,1,1,41211
283000,Crack the Egg,12,1,1815,0,0,0,41881
283006,Defeat Splints Jr.,12,1,1855,0,0,0,41886
283031,"Defeat Aulier, Master of Pets",11,1,105250,0,0,0,41895
283032,Clear Timeworn Strand of the naga invaders and slay Players,15,1,0,0,0,0,41896
283033,,0,50,105365,2,92,1,41896
283034,,9,7,344,1,92,2,41896
283036,,17,1000,397,0,0,0,41902
283051,Defeat the Catacomb Pests,11,1,105323,0,0,0,41914
283079,Helya's forces disrupted.,15,1,0,0,0,0,41925
283080,,0,13,89759,1,92,0,41925
283081,,0,25,91384,2,92,2,41925
283082,,0,13,91575,3,92,3,41925
283083,,0,13,91424,4,92,10,41925
283084,,0,10,91926,5,92,11,41925
283085,,0,7,92040,6,92,1,41925
283086,,0,13,97445,7,92,4,41925
283087,,0,13,97443,8,92,5,41925
283089,Mightstone challenger defeated,0,3,108283,0,0,2,41926
283095,Disrupt the Inkbinders,15,1,0,0,0,0,41927
283096,,0,25,98429,1,92,3,41927
283097,,0,13,98432,2,92,4,41927
283098,,0,7,98433,3,92,5,41927
283099,,0,5,98434,4,92,0,41927
283109,Defend the Gates of Valor.,15,1,0,0,0,0,41930
283110,,0,34,97945,1,92,1,41930
283111,,0,13,97946,2,92,2,41930
283112,,0,7,97947,3,92,3,41930
283113,,0,5,97948,4,92,4,41930
283114,,0,4,97949,5,92,5,41930
283115,Defeat the Manafiends,11,1,105352,0,0,0,41931
283116,,0,20,105366,3,92,0,41896
283117,,0,4,105781,4,92,3,41896
283134,Defeat Andurs,11,1,105387,0,0,0,41935
283135,Defeat Rydyr,11,1,105386,1,0,1,41935
283141,Challengers defeated,0,4,105399,0,1,0,41936
283147,,0,1,105443,0,1,0,41938
283148,,0,1,105436,1,1,1,41938
283149,,0,1,105440,2,1,2,41938
283163,Defeat Trapper Jarrun,11,1,105455,0,0,0,41944
283175,Defeat Envoy of the Hunt,11,1,105512,0,0,0,41948
283180,Drekirjar slain,0,8,91566,0,0,0,41949
283184,,0,9,92128,1,0,2,41949
283185,Begin the Assault on Hrydshal,0,1,105490,0,0,0,41950
283186,God-King's Minions,0,50,92360,1,2,3,41950
283187,Return to Hrydshal Overlook,0,1,91768,2,2,1,41950
283192,,0,1,91130,0,1,1,41955
283196,Burn Harpy Nests,2,5,241682,1,0,0,41955
283198,Break Harpy Eggs,0,10,96932,2,0,2,41955
283204,Acolyte of Elothir saved,0,7,91182,0,0,6,41956
283207,Defeat the Ominitron Defense System,11,1,99878,0,0,0,41958
283211,Black Rook forces thwarted,15,1,0,0,0,0,41961
283212,Destroy Weapons,0,13,93067,1,92,2,41961
283213,,0,13,92954,2,92,6,41961
283214,,0,13,93061,3,92,7,41961
283215,,0,7,92963,4,92,9,41961
283216,,0,7,92965,5,92,10,41961
283217,,0,7,92966,6,92,11,41961
283218,,0,9,91839,7,92,0,41961
283219,,0,13,95247,8,92,12,41961
283220,,0,7,93031,9,92,5,41961
283221,,0,13,94974,10,92,8,41961
283222,,0,7,92971,11,92,13,41961
283223,,0,17,95430,12,92,14,41961
283224,,0,17,91860,13,92,4,41961
283229,,0,1,92963,0,1,9,41962
283231,,0,1,92966,2,1,11,41962
283236,,0,1,92971,1,1,13,41962
283239,,0,1,92965,3,1,0,41962
283247,Lunarwing saved,0,8,99008,0,0,1,41965
283269,Temple attacker slain,0,12,94204,0,0,3,41980
283270,,0,3,92794,1,0,4,41980
283279,,0,1,98890,1,1,3,41983
283280,,0,4,105502,0,0,0,41984
283281,,0,1,97449,0,0,0,41983
283294,Thistleleaf sprite slain,0,10,93389,1,0,0,41965
283295,Defeat Varenne,11,1,105674,0,0,0,41990
283296,Stoneblood Harpy slain,0,12,105545,1,0,0,41956
283299,,0,17,93155,1,92,0,41992
283300,,0,13,97337,2,92,1,41992
283302,,0,7,92989,4,93,3,41992
283305,Free Moonclaw druids,0,3,95747,2,0,3,41995
283306,Nightmare Totem Destroyed,0,3,97799,3,0,0,41995
283319,,0,1,105710,1,1,1,41984
283325,,0,10,97919,2,0,1,41692
283356,,0,7,104733,6,92,0,41757
283357,Purge the Helmouth.,15,1,0,1,0,0,42004
283358,,0,20,105718,2,92,2,42004
283359,Kvaldir ship stolen,2,1,249002,0,4,0,42004
283365,Break the kvaldir forces.,15,1,0,0,0,0,42013
283366,,0,13,105746,1,92,0,42013
283367,,0,17,105748,2,92,1,42013
283368,,0,25,105532,3,92,2,42013
283369,,0,5,105751,4,92,3,42013
283376,Vintner Liastrin slain,0,1,90537,0,1,1,42014
283378,Barrels of Arcane-aged Wine smashed,3,3,91041,2,0,4,42014
283379,Grand Vintner Valiana slain,0,1,90547,1,1,3,42014
283380,Haunted Vines burned,2,6,249341,3,0,2,42014
283381,Defeat the Felsoul Seer,11,1,105779,0,0,0,42015
283390,Assault the Ley-Ruins of Zarkhenar,15,1,0,0,0,0,42018
283391,Minus mob killed,0,34,91094,1,92,4,42018
283392,Lieutenant mob killed,0,13,90468,2,92,2,42018
283393,Standard mob killed,0,17,90467,3,92,0,42018
283394,Boss mob killed,0,7,90469,4,92,1,42018
283396,Disrupt the Hatecoil Warcamp,15,1,0,0,0,0,42019
283397,Normal Mobs killed,0,17,89025,1,92,0,42019
283398,Heavy Mob Killed,0,13,89803,2,92,2,42019
283399,Giant Mob Killed,0,4,89802,3,92,1,42019
283401,Steal Trident,2,20,239774,4,92,4,42019
283402,,0,10,89808,5,92,5,42019
283403,Minus Mob Killed,0,25,89811,6,92,6,42019
283413,Makrura slain,0,6,113643,0,0,0,42021
283414,"Queen's Reprisal Sailor ""released""",14,1,53711,2,0,6,42021
283418,Defend against the Hatecoil,15,1,0,0,0,0,42022
283419,,0,34,91287,1,92,1,42022
283420,,0,17,91284,2,92,2,42022
283421,,0,13,91285,3,92,3,42022
283422,,0,4,91286,4,92,4,42022
283425,Kill Enemies in the Black Rook Hold Arena,15,1,0,0,0,0,42023
283427,,0,50,106650,1,92,1,42023
283436,Conquer Beasts or Slay Enemies,15,1,0,0,0,0,42025
283437,,9,7,344,2,92,2,42025
283447,Lead the fight against the Legion,15,1,0,0,0,0,42027
283448,Minus-Mobs,0,25,90660,1,92,0,42027
283449,Regular Mobs,0,17,90659,2,92,1,42027
283450,Large Mobs,0,13,103176,3,92,6,42027
283453,Impmother Fecunda,0,4,90662,4,92,3,42027
283464,Cleanse the Nightmare,15,1,0,0,0,0,42028
283479,Defeat Stitches Jr. Jr.,12,1,1880,0,0,0,42062
283480,Defeat Blottis,12,1,1883,0,0,0,42063
283481,Defeat Lil'idan,12,1,1881,0,0,0,42064
283482,,0,5,105793,1,92,0,42028
283483,,0,13,105902,2,92,1,42028
283484,,0,13,105826,3,92,2,42028
283485,,0,17,105823,4,92,3,42028
283487,,0,25,105807,5,92,5,42028
283488,Defeat Chromadon,12,1,1882,0,0,0,42067
283498,Gilneas Brigade worgen slain,0,13,103650,1,92,0,42070
283499,Gilneas Brigade captain slain,0,1,103652,3,0,1,42070
283500,Prepared Mana Dust kicked,0,25,105947,5,92,3,42018
283502,Ley Elixir consumed,0,17,105950,6,92,5,42018
283509,,0,1,105933,0,0,6,42075
283516,,0,5,105932,1,0,7,42075
283517,Corrupted Plantlife slain,0,10,93336,2,0,8,42075
283518,,0,1,95123,0,1,6,42076
283519,Wormtalon Harpy slain,0,10,95322,1,0,7,42076
283520,,1,20,136785,2,0,8,42076
283523,Ley Siphon Broken,0,13,105961,7,92,6,42018
283524,Darkfiend Invaders slain,0,12,91044,0,0,4,42077
283529,,0,8,105960,1,0,5,42077
283530,,0,1,105973,2,1,0,42077
283532,Black Rook Falcons marked,0,6,93999,0,0,0,42080
283537,Black Rook enemies slain,0,8,93966,1,0,1,42080
283551,Bradensbrook Ewe returned,0,4,106012,2,0,2,42080
283553,Charge Farodin's Lodestone,15,1,0,0,0,0,42082
283554,,0,13,105554,1,92,0,42082
283555,,0,25,105585,2,92,1,42082
283556,,0,15,105613,3,92,2,42082
283557,,2,13,249405,4,92,3,42082
283558,,2,13,249413,5,92,4,42082
283559,,2,13,249414,6,92,5,42082
283572,,2,17,249412,5,92,2,42027
283573,,2,10,249411,6,92,5,42027
283574,,2,50,249421,7,92,7,42027
283576,,0,1,106077,0,1,0,42086
283577,,0,1,106074,1,1,1,42086
283578,,0,1,106082,2,1,2,42086
283579,Feltotem tribesman slain,0,12,101794,3,0,3,42086
283584,Nightmare Repelled,15,1,0,0,0,0,42087
283585,,0,17,105823,1,92,3,42087
283586,,0,13,105826,2,92,4,42087
283587,Nightmare Creep dissolved,0,200,106067,3,92,5,42087
283597,Fal'dorei killed,0,10,106101,0,0,6,42089
283598,Webbed victims freed,0,6,106102,1,0,7,42089
283600,,2,13,249435,5,92,0,42022
283601,Citizen Released,0,17,106105,6,92,5,42022
283604,Leyline Spiderlings collected,0,12,106211,0,0,0,42090
283614,,1,17,136822,7,92,3,42019
283615,Nightmare Attacker slain,0,15,106124,0,0,0,42094
283616,,0,1,106138,1,3,1,42094
283620,,0,1,106165,0,1,2,42095
283623,,0,1,89101,0,0,2,42024
283624,,0,1,89884,1,0,3,42024
283625,Cove Skrog slain,0,6,89097,2,0,4,42024
283636,Kill Elderhorns,0,2,96266,0,0,0,42099
283638,,1,10,136832,0,0,0,42101
283639,,1,1,136833,1,0,1,42101
283648,,1,20,136838,0,0,0,42105
283649,,1,1,136839,1,0,1,42105
283666,Nightwatcher Rallied,0,10,106273,2,0,2,42108
283667,,0,1,89650,0,1,0,42108
283668,,0,1,88090,1,1,1,42108
283669,Kill Dudes,0,5,106191,0,0,0,42109
283673,Attack on Felsoul Hold,15,1,0,0,0,0,42111
283674,Normal Kill,0,13,100271,1,92,3,42111
283675,Large Kill,0,9,100273,2,92,0,42111
283676,Boss Kill,0,7,100274,3,92,7,42111
283680,Mana-Starved Whelpling revived,0,8,106295,0,0,3,42112
283681,Withered slain,0,10,90379,1,0,4,42112
283684,,1,7,136860,0,0,0,42119
283685,,1,5,136859,1,0,1,42119
283690,,0,1,106340,0,1,1,41964
283691,Poisoned Mushrooms destroyed,2,10,249703,1,0,2,41964
283692,,0,12,106331,2,0,5,41964
283697,Small Kill,0,34,106374,4,92,1,42111
283706,Collect Pelts,1,2,128286,1,0,1,42099
283707,,0,10,90313,0,0,0,42123
283708,,0,1,90901,1,0,1,42123
283712,Sylvan Owl saved,0,5,106372,0,0,0,42124
283713,Cragtalon Harpy slain,0,7,106369,1,0,3,42124
283714,,0,1,106384,2,1,4,42124
283759,Bloodspike Needler stopped,0,12,106419,0,0,0,42145
283763,Defeat the Murlocs,11,1,106476,0,0,0,42146
283771,Defeat Vinu,12,1,1891,0,0,0,42148
283775,Murkwater Naga slain,0,12,102542,0,0,0,42150
283776,Murkwater Standard burned,2,6,252340,1,0,1,42150
283786,Sinister Shriekers shot down,0,12,101900,0,0,2,42151
283789,Defeat the Scavenging Critters,11,1,106542,0,0,0,42154
283795,Defeat the Nightwatcher Merayl,11,1,106552,0,0,0,42159
283802,Felblaze Portals destroyed,0,4,106509,0,0,2,42160
283809,Defeat or Capture a Felspider,12,1,1731,0,0,2,42165
283819,,0,1,106582,1,1,0,42160
283820,,0,1,106583,2,1,1,42160
283829,Shackled Nightfallen freed,0,5,102450,0,0,0,42169
283837,Blarg,0,4,106629,8,92,7,36811
283841,Ravenous Stormwing Whelp fed,0,20,106620,0,0,0,42173
283842,Leyworm Tunnels covered,0,4,106625,0,0,3,42172
283843,,0,10,106630,1,0,0,42172
283845,Demons slain,0,25,97796,1,2,0,42174
283846,,0,2,97808,2,0,1,42174
283847,,0,1,98757,3,0,2,42174
283857,,0,1,106587,1,1,1,42176
283863,Transponder Charged,0,1,90866,0,0,0,42178
283864,Charge Level,0,100,90903,1,12,1,42178
283870,Greywatch slain,0,10,94614,0,0,0,42182
283871,Dread-Rider forsaken slain,0,10,94338,0,0,0,42183
283876,,0,1,106665,2,3,1,42172
283889,Capture or Defeat a Shimmering Aquafly,12,1,1734,0,0,1,42190
283901,Rimescale naga slain,0,15,102542,0,0,1,41427
283922,Inactive Construct sabotaged,0,6,106689,0,0,2,42211
283923,Leodrath's Allies slain,0,10,106788,1,0,4,42211
283924,Leodrath Defeated,0,1,90505,2,0,5,42211
283951,Arthfael slain,0,1,99802,0,0,0,42239
283952,Odyn defeated,0,1,95676,1,0,1,42239
283953,Earlnoc the Beastbreaker slain,0,1,96647,0,0,0,42240
283954,Odyn defeated,0,1,95676,1,0,1,42240
283956,Illidari Freed,2,8,249416,0,0,8,42026
283958,Illidari Run,0,8,106007,2,28,0,42026
283959,Volynd Stormbringer slain,0,1,106320,0,0,0,42241
283960,Odyn defeated,0,1,95676,1,0,1,42241
283961,Storm Dragon Eggs recovered,1,5,136968,0,0,0,42242
283962,Odyn defeated,0,1,95676,1,0,1,42242
283963,Book of Exalted Deeds claimed,1,3,137110,0,0,0,42243
283964,Odyn defeated,0,1,95676,1,0,1,42243
283966,Legion Camp demons slain,0,10,97832,1,0,1,42026
283998,Captain Hring slain,0,1,106981,0,0,0,42269
283999,Soultrapper Mevra slain,0,1,106984,1,0,1,42269
284000,Reaver Jdorn slain,0,1,106982,2,0,2,42269
284002,,0,1,107023,0,0,0,42270
284110,Feltotem vanquished,15,1,0,0,0,0,42373
284111,,0,17,95290,2,92,0,42373
284113,Trap disabled,0,17,96361,3,92,4,42373
284114,,2,15,250263,1,92,5,42373
284116,Azure Whelplings Freed,0,10,107171,0,0,0,42274
284117,Legion Jailer Slain,0,1,107216,1,0,1,42274
284122,Manastalker Tendrils collected,1,50,137330,0,0,0,42276
284123,Felsurge Spider Eggs collected,1,10,137335,1,0,1,42276
284175,Eredar at Soul Engine: Apocalypse slain,0,10,107375,0,0,0,42275
284176,Dimensional Anchors destroyed,2,4,250375,1,0,1,42275
284179,Attack the Legion in Upper Faronaar,15,1,0,0,0,0,42277
284180,,0,34,107384,1,92,0,42277
284181,,0,13,107383,2,92,1,42277
284182,,0,9,107381,3,92,2,42277
284183,,0,7,107382,4,92,3,42277
284200,Cull the Squallhunters,15,1,0,0,0,0,42431
284205,,0,25,99223,1,92,1,42431
284206,,0,50,107258,2,92,2,42431
284207,,0,100,107455,3,92,6,42431
284208,,0,13,107454,4,92,7,42431
284209,,2,50,250427,5,92,8,42431
284226,Defeat Amalia,11,1,107489,0,0,0,42442
284341,A Study of Hexes acquired,2,1,250591,0,0,4,42506
284346,Healing with Arcana acquired,2,1,250592,1,0,0,42506
284347,Tash'irel's Edict acquired,2,1,250593,2,0,1,42506
284364,Vengeful Souls slain,0,12,107695,0,0,2,42511
284365,Lord Tash'irel slain,0,1,107696,1,0,3,42511
284473,Arcavellus slain.,0,1,90244,0,1,0,42620
284482,Kegs of Spicy Grog Smashed,0,5,108019,1,0,0,42623
284483,Dread Pirates Slain,0,12,108021,0,0,1,42623
284484,First Mate Oxswain slain,0,1,108137,0,0,1,42624
284498,Inquisitor Tivos slain.,0,1,107269,0,1,0,42631
284501,Vorthax slain.,0,1,107113,0,1,0,42633
284511,Arcanist Shal'iman slain.,0,1,107657,0,1,0,42636
284533,Second Mate Cilieth slain,0,1,108212,1,0,2,42624
284534,Bilgerat slain,0,1,108174,2,0,3,42624
284535,Quartermaster Zolix slain,0,1,108186,3,0,4,42624
284611,,0,7,96021,7,92,6,39576
284618,Ancient Familiars slain,0,6,113788,1,0,0,42652
284619,Timeless Mages slain,0,5,108461,0,0,1,42652
284624,Ghost Mages slain,0,15,108462,0,0,2,42711
284626,Gom Crabbar slain,0,1,101411,0,0,0,42712
284627,Wrath of Azshara slain,0,1,96028,1,0,1,42712
284628,Shellmaw slain,0,1,91788,0,0,0,42713
284629,Wrath of Azshara slain,0,1,96028,1,0,1,42713
284630,Mythana defeated,0,1,101641,0,0,0,42714
284644,Prisoners freed,0,4,108520,0,0,0,42209
284647,Jaggen-Ra,0,1,101467,0,0,0,42723
284648,Wrath of Azshara slain,0,1,96028,1,0,1,42723
284650,Bottles of Arcwine Delivered to Deline,1,20,137295,0,0,1,42725
284673,Rage Rot defeated,0,1,101660,0,0,0,42742
284674,Kudzilla defeated,0,1,99362,0,0,0,42743
284675,Revive Preservers,3,5,108460,0,1,0,42744
284676,Defeat Bears,0,9,95779,0,0,0,42745
284680,Dread Captain Thedon,0,1,108543,0,0,0,42746
284681,Wrath of Azshara slain,0,1,96028,1,0,1,42746
284702,Massive Azsunian Pearls claimed,1,5,138398,0,0,0,42755
284703,Wrath of Azshara slain,0,1,96028,1,0,1,42755
284710,Soulfiend Tagerma slain,0,1,108494,0,0,0,42757
284711,Helya defeated.,0,1,96759,1,0,1,42757
284722,Ataxius slain,0,1,108701,0,0,0,42764
284723,Advisor Melandrus slain,14,1,57374,1,0,1,42764
284724,Velimar slain,0,1,108740,0,0,0,42769
284725,Advisor Melandrus slain,14,1,57376,1,0,1,42769
284731,,0,1,108678,0,0,0,42779
284732,Plaguemaw slain,0,1,103045,0,0,0,42780
284733,Helya defeated.,0,1,96759,1,0,1,42780
284734,Duskwatch Weaponry recovered,1,6,138432,0,0,0,42781
284735,Advisor Melandrus slain,14,1,57378,1,0,1,42781
284740,Cultivated Manabloom gathered,1,9,138435,0,0,0,42783
284741,Advisor Melandrus slain,14,1,57380,1,0,1,42783
284742,Arcanist Malrodi slain,0,1,108796,0,0,0,42784
284743,Advisor Melandrus slain,14,1,57382,1,0,1,42784
284744,,0,1,108790,0,1,0,42785
284751,Shroudseeker slain,0,1,103605,0,0,0,42788
284752,Helya defeated.,0,1,96759,1,0,1,42788
284766,,0,1,105739,0,1,0,42795
284767,,0,1,105632,0,1,0,42796
284768,,0,1,105728,0,1,0,42797
284769,,0,1,108822,0,1,0,42798
284770,,0,1,105899,0,1,0,42799
284781,,0,1,108827,0,1,0,42806
284805,Defeat Humongris,0,1,108879,0,0,0,42819
284806,,0,1,108885,0,1,0,42820
284819,Shadescale Flyeaters collected,0,8,109068,0,0,2,42830
284838,,0,1,109113,0,1,0,42861
284841,,0,1,109163,0,1,0,42864
284850,Tattered Silkwings slain,0,8,109180,1,0,0,42830
284851,,0,1,109125,0,1,0,42870
284856,Speak with Vintner Iltheux,0,1,109204,0,0,0,42880
284857,Unfortified Arcwine produced,0,1,109205,1,2,1,42880
284897,Complete the startup sequence,0,1,109284,0,0,0,42922
284898,Cordana defeated,0,1,95888,1,0,1,42922
284899,Energy transfer complete,0,1,109285,0,0,0,42923
284900,Cordana defeated,0,1,95888,1,0,1,42923
284901,Moonblades collected,0,5,109286,0,0,0,42924
284902,Cordana defeated,0,1,95888,1,0,1,42924
284903,Defeat the Dark Hunter,0,1,109287,0,0,0,42925
284904,Cordana defeated,0,1,95888,1,0,1,42925
284905,Construct defeated,0,1,96579,0,0,0,42926
284906,Cordana defeated,0,1,95888,1,0,1,42926
284907,,0,1,109281,0,1,0,42927
284915,,0,1,109195,0,1,0,42953
284921,Stack of Letters,1,3,137601,0,0,0,42962
284923,,0,1,109317,0,1,0,42963
284924,,0,1,109015,0,1,0,42964
284945,Hide at the Rendezvous location,0,1,109376,0,0,2,42969
284946,Follow the Nightborne Spy,0,1,109392,1,2,0,42969
284953,Kill Lieutenant Piet,0,1,109408,2,2,3,42969
284954,Nightborne Wretches fed,0,8,109409,1,2,0,42859
284971,Obtain Arcwine from Ciele,0,1,109443,0,0,1,42859
285000,,0,1,109318,0,1,0,42991
285020,Mortiferous slain,0,1,93622,0,0,0,43027
285021,Valakar the Thirsty slain,0,1,109575,0,0,0,43040
285024,Fjordun slain,0,1,109584,0,0,0,43059
285028,Stormfeather slain,0,1,109594,0,0,0,43063
285034,The Whisperer slain,0,1,109620,0,0,0,43072
285035,Immolian slain,0,1,109630,0,0,0,43079
285037,Arcanor Prime slain,0,1,109641,0,0,0,43091
285041,Marblub the Massive slain,0,1,109653,0,0,0,43098
285053,,0,1,109648,0,1,0,43101
285056,Chief Treasurer Jabrill slain,0,1,109677,0,0,0,43121
285058,,0,1,109692,0,1,0,43152
285072,Deepclaw slain,0,1,109702,0,0,0,43175
285078,Queensguard troops slain,0,13,103651,1,92,0,43183
285079,Queensguard captain slain,0,1,103768,3,0,1,43183
285089,,0,1,108829,0,0,0,43192
285092,,0,1,109331,0,0,0,43193
285102,Cleanse Dreadroot,15,1,0,0,0,0,43241
285103,,0,25,92383,1,92,1,43241
285104,,0,25,95951,2,92,7,43241
285105,,0,100,106842,3,92,8,43241
285106,Trapped Shoresnipe freed,0,17,109796,4,92,9,43241
285107,Bloodflower destroyed,2,17,251766,5,92,10,43241
285108,Gilneas Brigade worgen slain,0,13,103650,1,92,0,43247
285109,Gilneas Brigade captain slain,0,1,103652,3,0,1,43247
285110,Queensguard troops slain,0,13,103651,1,92,0,43248
285111,Queensguard captain slain,0,1,103768,3,0,1,43248
285169,Ley Line Energy Collected,0,1,109958,1,3,0,43325
285171,Owlbeast slain,0,17,108259,2,92,1,43324
285172,,0,34,108327,3,92,2,43324
285173,Sister of the Moon freed,0,10,108600,1,92,4,43324
285175,Scouting Complete,0,1,110003,0,0,0,43326
285176,Item Found,0,1,110004,0,1,0,43327
285177,Enigma Solved,0,1,110005,1,1,0,43328
285178,Danger Survived,0,1,110006,0,0,0,43329
285179,Target Hit,0,1,110007,0,0,0,43330
285185,,0,10,109045,0,0,0,43332
285186,Moist Grizzleberries destroyed,2,8,251946,1,0,3,43332
285187,,0,1,109073,2,1,5,43332
285188,Nightmare Blob destroyed,0,20,110032,6,92,0,43241
285189,,0,1,109990,0,1,0,43333
285191,Cleanse Dreadroot,15,1,0,0,0,0,43336
285192,,0,17,92383,1,92,1,43336
285193,,0,17,95951,2,92,7,43336
285194,,0,67,106842,3,92,8,43336
285196,Bloodflower destroyed,2,13,251766,4,92,10,43336
285220,,0,1,110346,0,1,0,43344
285221,,0,1,110361,0,1,0,43345
285222,,0,1,110367,0,1,0,43346
285223,,0,1,110342,0,1,0,43347
285254,Brogozog slain.,0,1,91100,0,1,0,43426
285255,Infernal Lord slain.,0,1,90803,0,1,0,43427
285256,Doomlord Kazrok slain.,0,1,91579,0,1,0,43428
285257,Syphonus slain.,0,1,90505,0,1,0,43429
285258,Captain Volo'ren slain.,0,1,89846,0,1,0,43430
285259,Warbringer Mox'na slain.,0,1,90164,0,1,0,43431
285260,Normantis the Deposed slain.,0,1,90217,0,1,0,43432
285261,Fathnyr slain.,0,1,91803,0,1,0,43434
285271,Nightborne forces slain,0,50,110535,0,0,4,43435
285273,Glimar Ironfist slain.,0,1,91529,0,1,0,43436
285275,Thane Irglov slain.,0,1,91892,0,1,0,43437
285276,Nameless King slain.,0,1,92763,0,1,0,43438
285279,Nightborne Slain,0,100,114298,0,0,0,43445
285280,,0,1,110378,0,0,0,43448
285281,,0,20,110585,1,92,0,42025
285282,Tiptog the Lost slain.,0,1,93166,0,1,0,43450
285283,Urgev the Flayer slain.,0,1,93401,0,1,0,43451
285284,Isel the Hammer slain.,0,1,94413,0,1,0,43452
285285,Hannval the Butcher slain.,0,1,107926,0,1,0,43453
285286,Egyl the Enduring slain.,0,1,98188,0,1,0,43454
285287,Devouring Darkness slain.,0,1,100495,0,1,0,43455
285288,Skul'vrax slain.,0,1,93654,0,1,0,43456
285289,Theryssia slain.,0,1,92423,0,1,0,43457
285290,Perrexx slain.,0,1,95318,0,1,0,43458
285291,Thondrax slain.,0,1,93205,0,1,0,43459
285292,Kiranys Duskwhisper slain.,0,1,94414,0,1,0,43460
285337,Demons slain,0,50,110671,1,92,0,43483
285384,Demons slain,15,1,0,0,0,0,43483
285389,,0,4,110486,2,92,1,43483
285402,,0,1,109943,0,0,6,43512
285403,,0,1,110321,0,0,6,43513
285466,,0,9,110896,3,92,0,39029
285467,,0,1,110896,2,0,0,41980
285468,,0,5,110423,5,92,2,43336
285469,,0,5,110423,7,92,2,43241
285472,,0,2,97808,2,0,1,41623
285473,,0,1,98757,3,0,2,41623
285477,,0,1,93444,2,0,3,41965
285478,Court of Stars assaulted,15,1,0,2,2,0,43583
285483,Darkfiend satyr slain,0,6,98087,0,0,1,41995
285484,,0,9,95599,1,0,2,41995
285495,,0,13,105749,5,92,4,42013
285516,Gilneas Brigade worgen slain,0,13,103650,1,92,0,43598
