ID,Name,Field_12_0_0_64499_001,Field_9_1_5_39977_001
1397,Tanaan 6.2 - Throne of Kil'jaeden - Taxi Route Unlock Quest - Alliance - Diagnostic Scene - (LWB),0,121
1398,[UNUSED] Artifact 7.0 - Paladin - Artifact Acquisition - Follower Cheers - GJC,0,111
1401,7.0 Professions - Blacksmithing - Firmament Stone Triple Hit - PRK,0,50
1403,Azsuna - Azurewing Repose - Drake Lifts Large Crystal - PRK,0,58
1404,Tanaan Outpost Shared Package IGC -BV,0,84
1405,Tanaan Outpost Alliance IGC -BV,0,39
1406,Tanaan Outpost Horde IGC -BV,0,86
1407,7.0 Professions - Jewelcrafting - Match Game - PRK,0,489
1408,Legendary 6.2 - Chapter 21 - Coliseum of Light Crowd Scene - DGK,0,300
1409,Legendary 6.2 - Chapter 21 - Blessing of the Naaru - DGK,0,395
1410,Garrison - Generic Boat Ride Package IGC - BV,0,772
1411,7.0 Artifacts - DH - Havoc - Acquisition - Camp Explosion - GJC,0,270
1412,Legendary 6.2 - Chapter 21 - Throne of Elements Crowd Scene - DGK,0,323
1413,Legendary 6.2 - Chapter 21 - Draenor's Blessing - DGK,0,491
1414,Garrison - Alliance Boat Ride IGC - BV - DEPRICATED ,0,16
1415,Garrison - Horde Boat Ride IGC - BV - DEPRICATED ,0,11
1416,Example Script for Clearing Spell Effects - 7.0 Artifacts - Death Knight - Icecrown - Demon Assault Finale- LWB,0,82
1418,Garrison - Generic Ship Creation Package IGC - BV,0,288
1419,Shaman Experiment - Interactive Totem - BROKE - DGK,0,485
1420,Shaman Experiment - Interactive Totem - MAIN GAME - DGK,0,596
1423,7.0 DH-VotW - Illidan's Chamber - Illidan Breakout (HMC),0,788
1424,7.0 Highmountain - Crystal Fissure - Cave Explosion (ZTO),0,8
1425,Shaman Hub - Intro Events - Dragon Death Scene Landing - DGK,0,349
1426,Test - Mikros 3D Text,0,128
1427,7.0 Professions - Alchemy - Draught of Raw Magic - Mana Balls - PRK,0,161
1428,7.0 Professions - Alchemy - Draught of Raw Magic - Bugs - PRK,0,158
1429,7.0 Professions - Alchemy - Draught of Raw Magic - Burp - PRK,0,147
1430,Garrison - Both Submarine Ship Creation IGC - BV,0,209
1431,Garrison - Both Transport Ship Creation IGC - BV,0,169
1432,Garrison - Both Carrier Ship Creation IGC - BV,0,169
1433,Garrison - Both Destroyer Ship Creation IGC - BV,0,178
1434,Garrison - Both Battleship Ship Creation IGC - BV,0,171
1435,Garrison - Horde Submarine Ship Creation IGC - BV (depricated),0,157
1436,Garrison - Horde Transport Ship Creation IGC - BV (depricated),0,152
1437,Garrison - Horde Carrier Ship Creation IGC - BV (depricated),0,154
1438,Garrison - Horde Destroyer Ship Creation IGC - BV (depricated),0,153
1439,Garrison - Horde Galleon Ship Creation IGC - BV (depricated),0,157
1440,Test 7.0 - Camera Test - JT - Mounted,0,35
1441,Garrison - Alliance Boat Ride pt1 IGC - BV,0,189
1442,Garrison - Alliance Boat Ride pt2 IGC - BV - DEPRICATED ,0,20
1443,7.0 Professions - Alchemy - Draught of Raw Magic - Path A - PRK,0,12
1444,Garrison - Horde Boat Ride pt1 IGC - BV,0,43
1445,7.0 Professions - Alchemy - Draught of Raw Magic - Path B - PRK,0,12
1446,World - Cancel All Camera Effects Scene,0,276
1447,7.0 Legion Invasion - Portal Destroyed,0,197
1448,Test 7.0 - Camera Test - JT - NPC Interact,0,41
1449,Test 7.0 - Camera Test - JT - Zoomed-Out,0,41
1451,7.0 Quest - DH-Mardum (Enter the Illidari: Ashtongue) - ELM,0,421
1452,7.0 Artifacts - Demon Hunter - Havoc - Acquisition - Stage 4 - Varedis Reveal Scene - GJC,0,152
1453,7.0 Professions - Alchemy - Leyflame Burner - Main - PRK,0,13
1454,7.0 Professions - Alchemy - Leyflame Burner A - Dragon Pool - PRK,0,2
1455,7.0 Professions - Alchemy - Leyflame Burner B - Zarkhenar - PRK,0,6
1456,7.0 Professions - Alchemy - Leyflame Burner C - Nar'thalas - PRK,0,8
1457,World - Toy - Skoller's Bag of Squirrel Treats - DGK,0,408
1458,7.0 Artifacts - Warrior - Prot - Magnar Reveal - JMC,0,196
1459,7.0 Artifacts - Warrior - Fury - Vigfus Reveal - JMC,0,116
1460,7.0 Quest - DH-Mardum (Meeting With the Queen: Conversation) - ELM,0,426
1462,7.0 Artifacts - Demon Hunter - Havoc - Acquisition - Stage 4 - Artifact Looted - GJC,0,214
1463,7.0 Professions - Alchemy - Witch Scene A - PRK,0,13
1465,Shaman Hub - Intro Events - Heart Lightning FX - DGK,0,483
1466,7.0 Artifacts - Frost Death Knight - Acquisition -  Looting the Blades (1. Loot Scene) - LWB,0,472
1467,7.0 Artifacts - Death knight - Icecrown Entrance Scene - LWB,0,720
1468,7.0 Quest - DH-Mardum (Enter the Illidari: Coilskar) - ELM,0,402
1469,7.0 Quest - DH-Mardum (Enter the Illidari: Shivarra) - ELM,0,435
1470,7.0 Quest - DH-Mardum (Orders for Your Captains: Ashtongue) - ELM,0,385
1471,[UNUSED] 7.0 Artifacts - Paladin - Order Formation - Gryan Tirion Funeral Speech - GJC,0,85
1472,7.0 Artifacts - Death Knight - Order Formation - Order Speech - LWB,0,278
1476,[UNUSED] 7.0 Artifacts - Paladin - Ret - Acquisition - Stage 5 - Balnazzar Reveal Scene - GJC,0,59
1477,7.0 Highmountain - Riverbend - Hammer of Khaz'goroth Visual (ZTO),0,60
1478,7.0 Highmountain - Mesa - Hammer of Khaz'goroth Visual (ZTO),0,204
1479,7.0 Quest - DH-Mardum (Orders for Your Captains: Coilskar) - ELM,0,410
1480,7.0 Quest - DH-Mardum (Orders for Your Captains: Shivarra) - ELM,0,412
1481,7.0 Shaman Hub - Intro Events - Finale Path of Destruction - DGK,0,343
1482,7.0 Legion Invasion - Barracks Destroyed Text,0,268
1483,7.0 DH-VotW - Start - Camera Lock (HMC),0,454
1485,7.0 Shaman Acquisition - Enhancement - Doomhammer Rocks - DGK,0,368
1486,7.0 Shaman Acquisition - Enhancement - Doomhammer Rocks Demon Grab - DGK,0,465
1487,7.0 Area Trigger - DH-Mardum (Start: Demon Hunters) - ELM,0,443
1488,7.0 Shaman Acquisition - Enhancement - Doomhammer Rocks Player Grab - DGK,0,574
1489,7.0 Artifacts - Warrior - Order Formation - JMC,0,348
1490,7.0 Val'sharah - Fall of Ysera - phase 2 to 3 play scene - HEP,0,76
1491,7.0 Shaman Acqusition - Enhancement - Loot the Doomhammer - DGK,0,151
1492,7.0 Artifacts - Monk - Order Formation - Scenario Complete Scene - LWB,0,174
1493,7.0 Quest - DH-Mardum (The Invasion Begins: Banner Planted) - ELM,0,566
1494,Stormheim - Souls Collected,0,308
1495,7.0 Artifacts - Warlock Order - Demon Flyover - TSH,0,39
1496,[UNUSED]7.0 Area - DH-Mardum (Inferno Peak: Barracks Drop) - ELM,0,518
1500,7.0 Artifacts - Mage - Fire Acquisition -  Looting Felo'melorn (1. Loot Scene) - LWB,0,519
1501,7.0 Artifact - Shaman - Shrines - Artifact XP Earth Theme - DGK,0,177
1502,7.0 Artifact - Shaman - Shrines - Artifact XP Water Theme - DGK,0,205
1503,7.0 Artifact - Shaman - Shrines - Artifact XP Fire Theme - DGK,0,214
1504,7.0 Artifact - Shaman - Shrines - Artifact XP Air Theme - DGK,0,217
1505,7.0 Professions - Archaeology - Crystalline Eye of Undravius - PRK,0,97
1506,Val'sharah - Summon Ysera Scene - JSB,0,197
1507,7.0 Artifact - Shaman - Shrines - Artifact XP Water Theme - SURFACE - DGK,0,218
1508,7.0 Highmountain - Steam Room - Huln Flashback Prelude (RKS),0,463
1509,Stormheim - Knife Throwing - +1,0,265
1510,Stormheim - Knife Throwing - +5,0,265
1511,7.0 Artifacts - Monk - Order Formation - Order Pronouncement Speech - LWB,0,296
1512,7.0 Quest - DH-Mardum (The Keystone: Metamorphosis) - ELM,0,601
1513,7.0 Artifacts - Hunter - Surv - Boss Reveal Scene - JMC,0,149
1514,Test - Darren's Test Simple Model,0,501
1515,7.0 Artifact - Warrior Formation - Malgalor Arrives - CRT,0,400
1516,Test - Darren's Beam Test,0,508
1517,7.0 Artifacts - Hunter - Surv - Boss To Cave Scene - JMC,0,169
1518,Val'sharah - Summon Ysera Scene - JSB (REVISED),0,300
1519,7.0 Test Client Scene - CRT,0,306
1520,7.0 Azsuna - Save Yourself - Azshara Tidestone Event - PRK,0,119
1521,7.0 Professions - Engineering - Circuit Game - PRK,0,649
1522,World - Generic Camera Scene With Text,0,378
1523,Islands - Complete Text,0,325
1524,7.0 Artifacts - Monk - Windwalker Acquisition -  Looting Fists of the Heavens (1. Loot Scene) - LWB,0,528
1525,7.0 Highmountain - Riverbend - Hammer of Khaz'goroth Visual (ZTO) (Replay),0,123
1526,7.0 Pre-Launch Quests - Varian's Funeral Demon Attack,0,107
1528,7.0 Shaman Acqusition - Elemental - Loot the Weapons of Storm - DGK,0,169
1529,7.0 Zone Intros - Highmountain (ZTO),0,53
1530,7.0 Artifacts - Druid - Guardian - Ursoc's Lair - The Claws of Ursoc Billboard (HMC),0,132
1531,Broken Shore Scenario - Alliance - Intro,0,560
1532,7.0 Artifacts - Death Knight - Blood Acquisition -  Looting Maw of the Damned (1. Loot Scene) - LWB,0,722
1533,prk test for animation,0,30
1534,7.0 Legion - Durotar - Vol'jin's Funeral - EJL,0,170
1535,7.0 Artifacts - Hunter - Marks Acquisition -  Looting Bow (1. Loot Scene) - SMD,0,589
1536,7.0 Professions - Jewelcrafting - Gemcutting Game - Template - PRK,0,233
1537,7.0 Professions - Jewelcrafting - Gemcutting Game - Orange - PRK,0,3
1538,7.0 Professions - Jewelcrafting - Gemcutting Game - Yellow - PRK,0,2
1539,7.0 Professions - Jewelcrafting - Gemcutting Game - Purple - PRK,0,6
1540,7.0 Professions - Jewelcrafting - Gemcutting Game - Blue - PRK,0,4
1541,7.0 Artifacts - Druid - Guardian - Ursoc's Lair - Title Intro (HMC\LWB),0,142
1542,7.0 Mardum - Spider Client Scene - Spider Scene,0,159
1548,7.0 Toy - Deathwing Flyover (ZTO),0,34
1550,6.2.3 Toy - Timewalking - Deathwing Simulator (ZTO),0,20
1551,7.0 Artifacts - Priest - Shadow - Boss Reveal Scene 1 - JMC,0,209
1552,7.0 Artifacts - Rogue - Combat - Acquisition - Pre-Scenario - Ship Leaves - GJC,0,377
1553,7.0 Artifacts - Priest - Shadow - Loot Scene - JMC,0,627
1554,7.0 Artifacts - Rogue - Combat - Acquisition - Stage 3 - Eliza Reveal Scene - GJC,0,61
1555,7.0 Artifacts - Rogue - Combat - Acquistion - Stage 5 - Artifact Looted - GJC,0,240
1556,7.0 Artifacts - Priest - Order Formation - Naaru Reborn Scene - JMC,0,675
1557,7.0 Monk Acqusition - Mistweaver - Loot the Staff - DGK,0,194
1558,7.0 Artifacts - Apocalypse (Death Knight) -  Looting Apocalypse (1. Loot Scene) - TSH,0,561
1559,7.0 Azsuna - Scenario Finale - PRK,0,482
1560,Quest - 7.0 Val'sharah - Fall of the Awakened - JSB,0,242
1561,7.0 Artifacts - Death Knight - Blood - Gorelix Reveal - LWB,0,314
1562,7.0 Artifacts - Acquisition -  Looting Template - LWB,0,807
1563,7.0 Shaman Acqusition - Resto - Murky Gets a Fish - DGK,0,174
1564,7.0 Artifacts - Demon Hunter - Order Formation - Formation Moment - Activate Ship - GJC,0,399
1565,7.0 Artifacts - Priest - Holy Acquisition -  Looting T'uure (1. Loot Scene) - LWB,0,572
1567,7.0 Artifacts - Demon Hunter - Order Formation - Nether Crucible Scene - GJC,0,467
1568,7.0 Followers - Monk - Chen Stormstout - Ch 3 - Finale (HMC) [NOT USED],0,318
1569,7.0 Artifacts - Druid - Order Formation - Naralax's Trail - LWB,0,10
1570,7.0 Artifacts - Druid - Order Formation - Emerald Dream Portal Ritual - LWB,0,171
1571,7.0 Artifacts - Warrior - Arms - Boss Reveal Scene - JMC,0,198
1572,7.0 Artifact - Shaman - Hub Intro - Flying to the Maelstrom - DGK,0,226
1573,7.0 Artifacts - Deadwind Harvester (Warlock) -  Looting Ulthalesh (1. Loot Scene) - TSH,0,565
1574,7.0 Quest - Azsuna (Down to Azsuna: Zone Title Client-Side Scene) - ELM,0,83
1575,7.0 Artifacts - Warrior - Prot - Loot Scene - JMC,0,718
1576,7.0 Professions - Fishing - Highmountain - Spearfishing - PRK,0,96
1579,7.0 Artifacts - Druid - Balance - Loot Scene - TSH,0,644
1580,7.0 Artifacts - Warrior - Fury - Loot Scene - JMC,0,693
1581,7.0 Professions - Fishing - Stormheim - Rocket Skate Fishing - PRK,0,75
1582,7.0 Artifact - Shaman - Hub Intro - Finale - DGK,0,292
1583,7.0 Artifacts - Hunter - Surv - Loot Scene - JMC,0,671
1586,7.0 Artifacts - Druid - Order Formation - Formation Moment - LWB,0,428
1588,7.0 Quest - Azsuna (Down to Azsuna: Naga Invasion) - ELM,0,449
1590,7.0 Artifacts - Warrior - Arms - Loot Scene - JMC,0,680
1593,7.0 Artifacts - Druid - Resto - Destromath Reveal - GJC,0,499
1594,Quest - 7.0 Val'sharah - Tyrande's Choice - JSB,0,165
1595,7.0 Artifacts - Druid - Resto - Acquistion - Stage 5 - Artifact Looted - GJC,0,239
1596,7.0 Artifacts - Druid - Resto - Acqui - Fires - GJC,0,19
1597,7.0 Artifacts - Druid - Resto - Acqui - Fires B - GJC ,0,20
1598,7.0 Highmountain - Adventure - The Grey One,0,89
1599,7.0 Order Hall - Monk - Campaign - Chapter 2 - Tian 1 (HMC),0,610
1600,7.0 Artifacts - Priest - Disc - Loot Scene - TSH,0,669
1601,7.0 Artifacts - DH - Vengeance - Acquistion - Stage 7 - Artifact Looted - GJC,0,295
1602,7.0 Artifacts - Warlock - Affliction - Loot Scene - TSH,0,737
1603,7.0 Artifacts - Death Knight - Unholy - Loot Scene - TSH,0,686
1604,7.0 Shaman Acqusition - Restoration - Elevator Camera - DGK,0,166
1605,7.0 Artifacts - Druid - Guardian Acquisition - Looting Claws of Ursoc (1. Loot Scene) - LWB,0,586
1606,7.0 Order Hall - Shaman - Campaign - Chapter 2 - Smolderon Intro (KMS),0,38
1607,7.0 Professions - Engineering - Toy - Teleporter Device - PRK,0,4
1608,7.0 Artifacts - Rogue - Subtlety - Akaari Reveal - GJC,0,701
1609,7.0 Artifacts - Shaman - Resto - Loot Scene - DGK,0,756
1610,7.0 Artifacts - Paladin - Prot - Vrykul Ghost Scene - JMC,0,247
1611,Larry Stupid Test Script,0,175
1612,7.0 Artifacts - Rogue - Subtlety - Acquistion - Stage 6 - Artifact Looted - GJC,0,256
1613,7.0 Artifacts - Priest - Holy - Q:41993 - Start - LWB,0,96
1614,7.0 Artifacts - Paladin - Prot - Loot Scene - JMC,0,659
1615,7.0 Artifacts - Acquisition -  Looting Template - Shaman,0,711
1616,7.0 Artifacts - Paladin - Prot - Boss Reveal Scene - JMC,0,243
1617,7.0 Artifacts - Warlock - Demo - Looting Skull of the Man'ari (1. Loot Scene) - LWB,0,626
1618,7.0 Artifacts - Paladin - Holy - Loot Scene - JMC,0,671
1619,7.0 Artifacts - Paladin - Holy - Tomb Destroyed - JMC,0,380
1621,7.0 Artifacts - Mage - Arcane - Loot Scene - (CSA) (OLD),0,749
1622,7.0 Artifacts - Hunter - Beast - Acquisition - Temple - Stage 5 - Artifact Looted - GJC,0,476
1625,7.0 Azsuna - Flashwyrms TEST - PRK,0,183
1626,7.0 Azsuna - Flashwyrms - PRK,0,150
1627,7.0 Azsuna - Academy - Into the Book - Base Package - PRK,0,26
1628,7.0 Azsuna - Academy - Into the Book 01 - PRK,0,5
1629,7.0 Azsuna - Academy - Into the Book 02 - PRK,0,3
1630,7.0 Azsuna - Academy - Into the Book 03 - PRK,0,3
1631,7.0 Artifacts - Druid - Feral Acquisition - Looting The Fangs of Ashamane (1. Loot Scene) - LWB,0,597
1632,7.0 Order Hall - Druid - Campaign - Chapter 4 - Finale (HMC),0,653
1635,7.0 Highmountain: zto - Skyhorn Strafing Run,0,51
1636,7.0 Artifacts - Druid - Feral - Q:42440 - Started Scene - LWB,0,166
1637,7.0 Artifacts - Druid - Feral - Q:42440 - Investigate - LWB,0,249
1638,7.0 Highmountain - Mesa - Hammer of Khaz'goroth Visual v2 (ZTO),0,345
1639,7.0 Quest - DH-OHC (Immortal Soul: Illidan Client-Side Scene - Altruis) - ELM,0,757
1640,7.0 Artifacts - Druid - Feral Acquisition - Scent Trail - Part 1 - LWB,0,86
1641,7.0 Suramar: (DLA) - Moonfall Wave Intro,0,104
1642,7.0 Azsuna - Withered Attacking Senegos - PRK,0,597
1643,7.0 Suramar: (DLA) - Moonfall Wave Outro OLD HAUNTED,0,65
1644,7.0 Quest - DH-OHC (Immortal Soul: Illidan Client-Side Scene - Kayn) - ELM,0,763
1645,7.0 Azsuna - Withered Running to Repose - PRK,0,56
1646,7.0 Artifacts - Druid - Feral Acquisition - Verstok's Capture - LWB,0,375
1647,Darren Test: Frost Death Knight - Acquisition -  Looting the Blades (1. Loot Scene),0,480
1648,7.0 Highmountain: zto - Neltharion's Vault Entrance,0,20
1649,7.0 Artifacts - Mage - Frost - Boss Reveal Scene - JMC,0,246
1650,7.0 Artifacts - Ebonchill - Loot Scene - JMC,0,775
1651,7.0 Artifacts - Rogue - Assass - Melris Reveal - GJC,0,866
1652,7.0 Artifacts - Druid - Feral Acquisition - Scent Trail - Part 2 - LWB,0,41
1653,7.0 Suramar: (DLA) - Mana Tree Planted,0,79
1654,7.0 Artifacts - Rogue - Assass - Acquistion - Stage 8 - Artifact Looted - GJC,0,273
1655,7.0 Azsuna - Scrying Orb - PRK,0,17
1656,Test - Peter's Set Scale,0,25
1657,Quest - 7.0 Suramar - Ly'leth City Intro Scene - JSB,0,152
1658,7.0 Suramar: (DLA) - Moonfall Wave Outro,0,194
1659,Generic Quest Designer Kit - Create a Client-Side Trail - DGK,0,21
1660,7.0 Artifacts - Paladin - Ret - Acquis - Uther Ceremony - GJC,0,76
1661,7.0 Pre-Launch - Stormwind - Client Scene,0,620
1662,7.0 Quest - DH-OHC (Move Like No Other: Sneaky Imp's Trail) - ELM,0,28
1663,7.0 Quest - DH-OHC (The Invasion of Niskara: Control Console Activated Client-Side Scene) - ELM,0,464
1664,7.0 Scenario - DH-OHC (The Invasion of Niskara: Scenario Start Client-Side Scene) - ELM,0,234
1665,7.0 Azsuna - Elya Azuremoon - Book FX - PRK,0,24
1666,Broken Shore Scenario 7.0 - Tomb of Sargeras VFX,0,498
1667,Suramar - Chapter 1 Hub Scene - JSB ,0,149
1668,7.0 Artifacts - Monk - Brewmaster Acquisition -  Looting Fu Zan (1. Loot Scene) - LWB,0,631
1669,7.0 Artifacts - Appearance - All - Unlock Moment - GJC/LWB,0,1095
1670,7.0 Shaman Acquisition - Enhancement - Flying In To Deepholm - DGK,0,321
1671,Larry Test Script 1 - For Adam - Windwalker - LWB,0,228
1672,7.0 Class Hall - Hunter - Campaign - Chapter 3 - Quest 6 - Meet Hakkar (JAP),0,619
1673,7.0 Scenario - DH-OHC (The Invasion of Niskara: Scenario End Client-Side Scene) - ELM,0,261
1674,Larry Test Script 2 - For Adam - Brewmaster -  LWB,0,230
1675,Larry Test Script 3 - For Adam - Frost DK - LWB,0,232
1676,7.0 Val'sharah: zto - Ysera Corrupted Post-Scene,0,71
1677,Broken Shore Scenario - Alliance - Cannonballs,0,590
1678,Broken Shore Scenario - Alliance - Stage 2,0,663
1679,Artifact Upgrade Transition Test - 4 - Arms Warrior - LWB,0,249
1680,7.0 Quest - R-OHC (Deciphering the Letter: The Capture of Mathias Shaw) - ELM,0,897
1681,7.0 Artifacts - Scepter of Sargeras - Loot Scene - JMC,0,804
1682,7.0 Order Hall - Paladin - Campaign - Chapter 2 - Faronaar (HMC) [NOT USED],0,592
1683,7.0 Artifacts - Demon Hunter - Order Formation - Boarding the Fel Hammer - GJC,0,467
1686,7.0 [MAW] Helheim Dungeon - Board the Boat - IGC,0,1396
1687,Val'sharah - Scene: Cenarius Lost - JSB,0,343
1688,7.0 Quest - R-OHC (A Burning Distraction: Detonator Triggered) - ELM,0,855
1690,7.0 Class Hall - Priest - Campaign - Velen's Vision Scene (JAP),0,773
1691,Broken Shore Scenario - Alliance - Stage 3,0,753
1692,7.0 Class Hall - Campaign - Priest - Void Trail  - Client-Side Trail (JAP),0,28
1693,7.0 Stormheim: zto - Burning Ships,0,7
1694,Illidan Origins - BFE - Rakeesh Intro Text,0,273
1695,"Azsuna - Academy - Runes D (Arcane, Sophomore) - PRK",0,64
1696,"Azsuna - Academy - Runes E (Arcane, Junior) - PRK",0,66
1697,"Azsuna - Academy - Runes F (Arcane, Senior) - PRK",0,71
1698,"Azsuna - Academy - Runes G (Fire, Freshman) - PRK",0,30
1699,"Azsuna - Academy - Runes H (Fire, Junior) - PRK",0,34
1700,"Azsuna - Academy - Runes I (Fire, Senior) - PRK",0,35
1701,"Azsuna - Academy - Runes J (Frost, Freshman) - PRK",0,43
1702,"Azsuna - Academy - Runes K (Frost, Junior) - PRK",0,62
1703,"Azsuna - Academy - Runes L (Frost, Senior) - PRK",0,62
1704,7.0 - Destiny Unfulfilled - Transform to Illidan 3 Client Scene - CRT,0,345
1705,Test - Darren's Componenting,0,8
1706,7.0 Order Hall - Druid - Campaign - Ch 2 - Tracking the Enemy Path A,0,28
1707,7.0 Order Hall - Druid - Campaign - Ch 2 - Tracking the Enemy Path B,0,28
1708,7.0 Order Hall - Druid - Campaign - Ch 2 - Tracking the Enemy Path C,0,30
1709,7.0 - Destiny Unfulfilled - Phase 2 - Client Scene - CRT,0,420
1711,Broken Shore Scenario - Horde - Stage 2,0,672
1712,Broken Shore Scenario - Horde - Stage 3,0,747
1713,7.0 - Destiny Unfulfilled - Phase 3 - Client Scene - CRT,0,1024
1714,7.0 [IF1] Illidan Flashback 01 - Birth - IGC,0,2030
1715,7.0 Pre-Launch - Orgrimmar - Client Scene,0,605
1716,Broken Shore Scenario - Horde - Intro,0,565
1717,7.0 Artifacts - Mage - Arcane - Loot Scene (CSA),0,692
1718,7.0 Artifacts - Warlock - Dest - Tomb of Sargeras Scene - JMC,0,779
1719,7.0 Artifacts - Paladin - Order Formation - Hide Other Players Scene - GJC,0,26
1720,7.0 Artifacts - Rogue - Order Formation - Hide Other Players Scene - GJC,0,29
1721,7.0 Artifacts - Demon Hunter - Order Formation - Hide Other Players Scene - GJC,0,28
1722,7.0 Stormwind: zto - Throne Attack,0,109
1723,Broken Shore Scenario - Horde - Cannonballs,0,602
1724,7.0 Stormwind: zto - Pyre Attack,0,162
1725,7.0 [IF2] Illidan Flashback 02 - The First Druid - IGC ,0,2067
1726,7.0 [IF3] Illidan Flashback 03 - Gift of Sargeras - IGC,0,1935
1727,7.0 - Destiny Unfulfilled - Phase 5 - Client Scene - CRT,0,1032
1728,7.0 Pre-Launch - Dalaran - Teleport Dalaran Scene,0,978
1729,_JKL test scene,0,21
1730,7.0 Order Hall - Paladin - Campaign - Chapter 4 - Finale (HMC),0,586
1731,Illidan Origins - RL - Broxigar - Wrecksigar (RKS),0,185
1732,7.0 Stormwind: zto - Pyre Attack (DH Version),0,164
1733,Illidan Origins - RL - Broxigar - Pit Lord Reveal (RKS),0,527
1735,7.0 Stormwind: zto - Throne Attack DH,0,120
1736,7.0 Artifacts - Druid - Feral - Kitty Leap - LWB,0,167
1737,7.0 Highmountain: zto - Justice Rains from Above,0,19
1738,IGC testing,0,14
1740,7.0 Quest - R-OHC (A Burning Distraction: Demons Distracted) - ELM,0,470
1741,IGC jimtesting,0,4
1742,x.x [TMP] Template v1.0 - IGC,0,68
1743,IGC Framework,0,224
1744,(DEPRECIATED) Sound Track - Template  (ADD -> COPY -> RENAME),0,590
1746,7.0 Suramar: zto - Reversal,0,96
1747,7.0 Pre-Launch Quests - W2 - Dalaran - Council - Hide Other Players Scene - SMD,0,30
1748,7.0 Pre-Launch Quests - W3 - Dalaran - Khad/Council - Hide Other Players Scene - SMD,0,31
1749,Larry Test Script - LWB,0,252
1750,7.0 Pre-Launch Quests - W1 - Stormwind - Varian's Funeral - Hide Other Players Scene - SMD,0,31
1751,7.0 Pre-Launch Quests - W1 - Orgrimmar - Vol'jin's Farewelll - Hide Other Players Scene - SMD,0,32
1752,Test - Pete's Player Clone,0,27
1757,7.1 Suramar: zto - Gate Siege,0,121
1758,Darren Test - Emerald Dream Portal Ritual,0,171
1759,7.1 Suramar: zto - Gate Siege - Aftermath,0,62
1760,7.1 Suramar: zto - Gate Siege - Teleport Trap,0,43
1761,7.1 Suramar: zto - Staging Point,0,19
1762,7.1 Suramar: zto - Boat Ride 01,0,86
1763,Test - Darren's Ranged Weapon,0,32
1764,7.1 Suramar: zto - Boat Ride 02,0,117
1765,7.2 Artifacts - Challenges - Intro - Challenges Intro - GJC,0,208
1766,7.1 Val'sharah: zto - Teleport Weapons,0,46
1768,7.2 Artifacts - Challenges - Intro - Challenges Finale - GJC,0,427
1769,Mage - Puzzle Room - HexSweeper - MAIN GAME - DGK / (RKS),0,1041
1771,7.2 Artifacts - Challenges - Stealth - Deserted Camp - Tripwire - GJC,0,12
1772,LARRY TEST SCRIPT - Anti Aircraft Gun - LWB,0,6
1774,7.2 Demon Hunter - Mardum - Legion Battleship Spawn-in (RKS),0,257
1775,7.1 Suramar:zto - Gate Siege - Intro,0,19
1776,Battles - Technology Test - Camera - DGK,0,185
1777,7.1 Karazhan - Vision Scene 1,0,1022
1778,7.1 Karazhan - Vision Scene 2,0,943
1779,7.1 Karazhan - Vision Scene 3,0,1019
1780,7.2  DH-OHC (Fel Hammer Scenario: Control Console Activated Client-Side Scene) - SBV - IGC[DHF],0,1350
1781,7.1 Karazhan - Vision Scene 4,0,992
1782,7.1 Suramar: (DLA) - Teleport Eye of Aman'thul,0,81
1784,7.2 Broken Shore - Order Hall - Rogue - Gunpowder Cave Explosion (RKS),0,98
1786,7.2 Class Mount - Generic Package - OHM -  IGC,0,631
1787,7.2 Legion Ship Scenario - Mephistroth Entrance Scene (KMS),0,88
1788,7.1.5 Holiday - Boats - Beach Ball Game - PRK,0,39
1789,7.2 Class Mount - Priest - OHM - IGC,0,603
1790,7.2 Broken Isles - Val'sharah - Legion Scenario Ship Out (RKS),0,304
1791,7.2 Class Hall - Maximillian of Northshire - Aqcuisition - Artifact Unlock,0,77
1793,7.2 Legion Assault - Stormheim - Legion Scenario Ship Exit (LWB),0,409
1794,7.2 Legion Assault - Stormheim - 02 - Boss - LWB,0,475
1795,7.1.5 Professions - Jewelcrafting - Gemcutting Game - Orange - World Quest - PRK,0,4
1796,7.1.5 Professions - Jewelcrafting - Gemcutting Game - Red - World Quest - PRK,0,6
1797,7.1.5 Professions - Jewelcrafting - Gemcutting Game - Yellow - World Quest - PRK,0,4
1798,7.1.5 Professions - Jewelcrafting - Gemcutting Game - Green - World Quest - PRK,0,9
1799,7.1.5 Professions - Jewelcrafting - Gemcutting Game - Blue - World Quest - PRK,0,4
1800,7.1.5 Professions - Jewelcrafting - Gemcutting Game - Purple - World Quest - PRK,0,4
1801,7.2 Class Mounts - Warrior - Scenario - Damrul - SCS,0,101
1802,7.2 Class Mounts - Warrior - Scenario - Omanawkwa - SCS,0,94
1803,7.2 Class Mounts - Warrior - Scenario - Asrea - SCS,0,98
1804,7.2 Legion Assault - Stormheim - Legion Scenario Ship Appear (LWB),0,407
1805,7.2 Broken Shore - Fel Reaver Explosion - ZTO,0,78
1806,7.2 Death Knight - Ch 5 - Men'krog Reveal (RKS),0,631
1807,7.2 Class Mounts - Warrior - Scenario - Hrefna - SCS,0,173
1808,8.0 Islands - Prototype - Intro - Ogre Island,0,35
1809,PRK Test - ABuczacki Hackathon,0,8
1810,7.2 Class Mount - Paladin - OHM - IGC,0,1146
