ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID
99622,0,1,0,-1,-1,0,7617,0,0
99626,0,1,0,-1,-1,0,17625,0,0
99627,0,0,-1,0,3000,79,17624,0,0
99628,0,2,0,-1,-1,0,13440,0,0
99629,0,0,-1,0,-1,11,1127,0,0
99630,0,1,0,-1,-1,0,17495,0,0
99632,0,0,-1,0,3000,330,55884,0,0
99633,0,0,-1,-1,-1,0,402265,0,0
99634,0,0,-1,-1,-1,0,402265,0,0
99636,0,0,-1,-1,-1,0,402265,0,0
99637,0,0,-1,-1,-1,0,402265,0,0
99639,0,2,0,-1,-1,0,17407,0,0
99643,0,0,-1,-1,-1,0,402265,0,0
99644,0,0,-1,60000,-1,0,16325,0,0
99645,0,0,-1,60000,-1,0,16327,0,0
99646,0,0,-1,-1,-1,0,13630,0,0
99648,0,2,0,-1,-1,0,56,0,0
99651,0,0,-1,0,-1,11,1129,0,0
99652,0,2,0,-1,-1,0,17511,0,0
99654,0,2,0,-1,-1,0,16549,0,0
99655,0,0,-1,-1,-1,0,402265,0,0
99656,0,0,-1,-1,-1,0,402265,0,0
99658,0,0,-1,0,3000,330,55884,0,0
99659,0,0,-1,-1,-1,0,55884,0,0
99660,0,0,-1,0,3000,330,55884,0,0
99661,0,0,-1,0,3000,330,55884,0,0
99662,0,0,-1,-1,3000,330,55884,0,0
99663,0,0,-1,0,-1,11,1129,0,0
99664,0,0,-1,0,3000,330,55884,0,0
99665,0,0,-1,0,3000,330,55884,0,0
99666,0,0,-1,0,3000,330,55884,0,0
99667,0,0,-1,0,60000,24,12543,0,0
99669,0,0,-1,-1,-1,0,55884,0,0
99670,0,0,-1,-1,-1,0,402265,0,0
99671,0,0,-1,60000,-1,0,16322,0,0
99672,0,0,-1,-1,-1,0,1248387,0,0
99673,0,0,-1,-1,-1,0,1248388,0,0
99674,0,0,-1,0,-1,11,5007,0,0
99675,0,0,-1,0,-1,11,1248381,0,0
99677,0,0,-1,-1,-1,0,402265,0,0
99678,0,2,0,-1,-1,0,18203,0,0
99679,0,0,-1,-1,-1,0,402265,0,0
99680,0,0,0,480000,20000,2554,1308917,0,0
99681,0,1,0,-1,-1,0,17328,0,0
99682,0,0,-1,0,-1,11,1127,0,0
99683,0,0,-1,-1,-1,0,402265,0,0
99684,0,2,0,-1,-1,0,14118,0,0
99685,0,0,-1,-1,-1,0,402265,0,0
99686,0,0,-1,-1,-1,0,402265,0,0
99688,0,0,-1,-1,-1,0,402265,0,0
99689,0,0,-1,-1,-1,0,402265,0,0
99690,0,1,0,-1,-1,0,16550,0,0
99691,0,0,-1,-1,-1,0,16072,0,0
99693,0,0,-1,-1,-1,0,1249522,0,0
99695,0,2,0,-1,-1,0,17196,0,0
99696,0,0,-1,0,-1,11,1127,0,0
99698,0,0,-1,-1,-1,0,402265,0,0
99699,0,2,0,-1,-1,0,15662,0,0
99700,0,0,-1,0,-1,11,1129,0,0
99701,0,0,0,-1,-1,0,17474,0,0
99702,0,0,-1,1000,-1,0,16138,0,0
99703,0,0,-1,-1,-1,0,402265,0,0
99706,0,0,-1,-1,-1,0,402265,0,0
99707,0,0,-1,-1,-1,0,402265,0,0
99710,0,0,-1,0,120000,4,17528,0,0
99711,0,0,-1,0,3000,79,11348,0,0
99713,0,0,-1,0,3000,330,55884,0,0
99716,0,0,-1,0,-1,11,1131,0,0
99717,0,0,-1,-1,-1,0,12805,0,0
99718,0,0,-1,-1,-1,0,16197,0,0
99719,0,0,-1,-1,-1,0,402265,0,0
99720,0,0,-1,-1,-1,0,402265,0,0
99721,0,0,-1,-1,-1,0,402265,0,0
99722,0,0,-1,-1,-1,0,402265,0,0
99723,0,1,0,-1,-1,0,16620,0,0
99726,0,0,-1,-1,-1,0,402265,0,0
99728,0,0,-1,-1,-1,0,402265,0,0
99729,0,0,-1,-1,-1,0,402265,0,0
99732,0,2,0,-1,-1,0,17506,0,0
99734,0,0,-1,-1,-1,0,402265,0,0
99735,0,0,-1,-1,-1,0,402265,0,0
99736,0,0,-1,-1,-1,0,402265,0,0
99737,0,0,-1,-1,-1,0,402265,0,0
99739,0,0,-1,-1,-1,0,402265,0,0
99747,0,0,0,-1,-1,0,18762,0,0
99748,0,0,-1,-1,-1,0,15427,0,0
99749,0,0,-1,0,0,0,3366,0,0
99753,0,0,-1,0,3000,330,55884,0,0
99754,0,0,-1,60000,-1,0,16329,0,0
99755,0,0,-1,1000,-1,0,16622,0,0
99764,0,0,-1,-1,-1,0,18711,0,0
99765,0,0,-1,-1,-1,0,1248395,0,0
99766,0,0,-1,0,3000,330,55884,0,0
99767,0,0,3,-1,-1,0,19688,0,0
99768,0,0,3,-1,-1,0,19689,0,0
99771,0,0,-1,-1,-1,0,18397,0,0
99772,0,0,-1,-1,-1,0,402265,0,0
99773,0,0,-1,-1,-1,0,402265,0,0
99774,0,0,-1,-1,-1,0,402265,0,0
99775,0,0,-1,0,0,0,402265,0,0
99776,0,0,-1,-1,-1,0,402265,0,0
99779,0,0,-1,-1,-1,0,402265,0,0
99780,0,0,0,300000,10000,1141,6251,0,0
99783,0,0,-1,-1,-1,0,1248391,0,0
99784,0,0,-1,-1,-1,0,402265,0,0
99786,0,0,-1,0,60000,24,15235,0,0
99787,0,0,-1,0,1000,59,18140,0,0
99790,0,0,3,-1,-1,0,19548,0,0
99791,0,0,-1,-1,-1,0,15402,0,0
99794,0,2,0,-1,-1,0,18202,0,0
99796,0,2,0,-1,-1,0,15602,0,0
99797,0,0,-1,-1,-1,0,17432,0,0
99798,0,0,-1,0,3000,330,55884,0,0
99799,0,0,-1,-1,-1,0,19646,0,0
99800,0,0,-1,-1,-1,0,19649,0,0
99801,0,0,-1,-1,-1,0,19651,0,0
99802,0,0,-1,-1,-1,0,20709,0,0
99803,0,0,-1,0,0,0,402265,0,0
99805,0,0,-1,-1,-1,0,402265,0,0
99810,0,0,-1,-1,-1,0,17199,0,0
99811,0,2,0,-1,-1,0,14106,0,0
99813,0,0,-1,-1,-1,0,402265,0,0
99814,0,0,0,-1,-1,0,17368,0,0
99815,0,1,0,-1,-1,0,29626,0,0
99818,0,0,-1,-1,-1,0,402265,0,0
99819,0,2,0,-1,-1,0,17308,0,0
99824,0,0,-1,-1,-1,0,402265,0,0
99828,0,0,-1,-1,-1,0,402265,0,0
99829,0,0,-1,-1,-1,0,20321,0,0
99830,0,0,-3,0,120000,1153,19199,0,0
99831,0,0,-1,-1,-1,0,402265,0,0
99833,0,0,0,-1,-1,0,3366,0,0
99834,0,2,0,-1,-1,0,18833,0,0
99838,0,0,-1,-1,-1,0,402265,0,0
99841,0,0,-1,0,3000,330,55884,0,0
99849,0,2,0,-1,-1,0,18211,0,0
99852,0,1,0,-1,-1,0,1298501,0,0
99854,0,0,-1,-1,-1,0,15400,0,0
99857,0,0,-1,-1,-1,0,15119,0,0
99858,0,0,-1,-1,-1,0,402265,0,0
99859,0,0,0,900000,30000,1141,18787,0,0
99860,0,2,0,-1,-1,0,17505,0,0
99861,0,0,-1,0,120000,4,17531,0,0
99863,0,0,-1,0,-1,11,434,0,0
99864,0,0,-1,-1,-1,0,3693,0,0
99865,0,0,-3,60000,0,0,126,0,0
99867,0,0,-1,-1,-1,0,3366,0,0
99868,0,2,0,-1,-1,0,18633,0,0
99869,0,0,-1,-1,-1,0,402265,0,0
99871,0,0,-1,-1,-1,0,402265,0,0
99872,0,0,-1,-1,-1,0,402265,0,0
99874,0,2,0,-1,-1,0,17315,0,0
99875,0,0,-1,0,-1,11,18124,0,0
99880,0,2,0,-1,-1,0,18381,0,0
99885,0,2,0,-1,-1,0,17331,0,0
99886,0,2,0,-1,-1,0,16528,0,0
99888,0,0,-1,0,-1,11,1129,0,0
99890,0,1,0,-1,-1,0,20847,0,0
99891,0,0,0,-1,-1,0,18153,0,0
99892,0,2,0,-1,-1,0,16927,0,0
99893,0,2,0,-1,-1,0,14126,0,0
99894,0,0,-1,-1,-1,0,402265,0,0
99898,0,0,0,-1,-1,0,3366,0,0
99899,0,0,0,180000,-1,0,17468,0,0
99900,0,0,0,180000,-1,0,17469,0,0
99901,0,0,-1,-1,-1,0,14125,0,0
99902,0,0,-1,-1,-1,0,55884,0,0
99905,2,0,0,300000,0,0,18385,0,0
99907,1,0,0,600000,0,0,18386,0,0
99908,0,0,0,360000,60000,94,18307,0,0
99909,0,0,0,360000,20000,94,18308,0,0
99910,0,2,0,-1,-1,0,19755,0,0
99912,0,0,-1,-1,-1,0,1249522,0,0
99913,0,0,-1,-1,-1,0,402265,0,0
99916,0,0,-1,0,3000,330,55884,0,0
99917,0,2,0,-1,-1,0,17500,0,0
99918,0,0,-1,-1,-1,0,1249512,0,0
99919,0,0,-1,-1,-1,0,402265,0,0
99922,0,0,0,10000,-1,0,16378,0,0
99924,0,0,-1,-1,-1,0,17432,0,0
99925,0,0,-1,-1,-1,0,402265,0,0
99926,0,0,-1,-1,-1,0,402265,0,0
99927,0,0,-1,-1,-1,0,402265,0,0
99928,0,0,-1,-1,-1,0,402265,0,0
99933,0,0,-1,-1,-1,0,1248386,0,0
99938,0,0,0,360000,0,0,17448,0,0
99939,0,2,0,-1,-1,0,29647,0,0
99940,0,0,-1,-1,-1,0,402265,0,0
99942,0,0,-1,-1,-1,0,17432,0,0
99943,0,0,-1,-1,-1,0,1249515,0,0
99946,0,0,-1,0,0,150,18610,0,0
99947,0,0,-1,-1,-1,0,402265,0,0
99948,0,0,-1,-1,-1,0,402265,0,0
99949,1,0,0,300000,15000,2554,1287842,0,0
99950,0,0,-1,-1,-1,0,402265,0,0
99953,0,0,-1,-1,-1,0,402265,0,0
99954,0,0,-1,-1,-1,0,402265,0,0
99955,0,0,-1,-1,-1,0,402265,0,0
99957,0,0,-1,-1,-1,0,402265,0,0
99958,0,0,-1,-1,-1,0,402265,0,0
99959,0,0,-1,-1,-1,0,402265,0,0
99960,0,0,-1,0,120000,4,17534,0,0
99961,0,0,-1,0,3000,79,17535,0,0
99967,0,0,-1,0,60000,24,17291,0,0
99968,0,0,-1,-1,60000,24,29443,0,0
99969,0,0,-1,0,3000,79,17626,0,0
99970,0,0,-1,0,3000,79,17627,0,0
99971,0,0,0,300000,10000,1141,1299443,0,0
99972,0,0,-1,-1,-1,0,402265,0,0
99973,0,0,-1,-1,-1,0,402265,0,0
99974,0,2,0,-1,-1,0,18289,0,0
99975,0,1,0,-1,-1,0,18287,0,0
99977,0,0,-1,-1,-1,0,402265,0,0
99978,0,0,-1,-1,-1,0,402265,0,0
99979,0,0,-1,0,120000,4,2023,0,0
99980,0,0,-1,-1,-1,0,402265,0,0
99981,0,0,-1,0,3000,330,55884,0,0
99982,0,0,-1,0,3000,330,55884,0,0
99983,0,0,-1,0,0,0,17945,0,0
99985,0,2,0,-1,-1,0,16454,0,0
99989,0,1,0,-1,-1,0,17350,0,0
99991,0,0,-1,-1,-1,0,402265,0,0
99992,0,0,-1,-1,-1,0,402265,0,0
99993,0,0,-1,-1,-1,0,402265,0,0
99994,0,0,-1,-1,-1,0,402265,0,0
99997,0,0,-1,-1,-1,0,402265,0,0
99998,0,0,-1,0,3000,330,55884,0,0
99999,0,0,-1,0,3000,330,55884,0,0
100001,0,0,-1,-1,3000,79,17538,0,0
100002,0,0,-1,0,3000,79,17537,0,0
100003,0,0,-1,-1,-1,0,402265,0,0
100004,0,0,-1,-1,-1,0,402265,0,0
100005,0,0,-1,-1,-1,0,402265,0,0
100006,0,0,-1,-1,-1,0,1249516,0,0
100007,0,2,0,-1,-1,0,1293654,0,0
100008,0,0,0,600000,0,0,20587,0,0
100010,0,0,-1,-1,-1,0,402265,0,0
100011,0,0,-1,-1,-1,0,402265,0,0
100012,0,0,-1,-1,-1,0,402265,0,0
100013,0,0,-1,-1,-1,0,402265,0,0
100021,0,2,0,-1,-1,0,20586,0,0
100023,0,0,-1,-1,-1,0,19903,0,0
100024,0,0,-1,-1,-1,0,19902,0,0
100025,0,0,0,-1,-1,0,20529,0,0
100027,1,0,0,1800000,0,0,18957,0,0
100028,0,0,-1,-1,-1,0,402265,0,0
100031,0,0,-1,-1,-1,0,20431,0,0
100032,0,0,-1,-1,-1,0,402265,0,0
100033,0,0,-1,-1,-1,0,19886,0,0
100034,0,0,-1,-1,-1,0,402265,0,0
100036,0,0,-10,15000,-1,0,19512,0,0
100040,0,0,-1,-1,-1,0,19887,0,0
100045,0,0,-1,-1,-1,0,402265,0,0
100046,0,0,-1,-1,-1,0,402265,0,0
100047,0,0,-1,0,60000,24,19784,0,0
100048,0,0,-1,-1,-1,0,402265,0,0
100049,0,0,-1,-1,-1,0,402265,0,0
100050,0,0,-1,-1,-1,0,402265,0,0
100055,0,0,-1,-1,-1,0,20364,0,0
100056,0,0,-1,-1,-1,0,20404,0,0
100057,0,0,-1,-1,-1,0,20407,0,0
100060,0,1,0,-1,-1,0,19786,0,0
100061,0,0,-1,-1,-1,0,20329,0,0
100062,0,0,3,-1,-1,0,19674,0,0
100064,0,0,-1,-1,-1,0,20312,0,0
100068,0,0,-1,-1,-1,0,402265,0,0
100069,0,0,-1,-1,-1,0,402265,0,0
100070,0,0,-1,-1,-1,0,402265,0,0
100076,0,1,0,-1,-1,0,22778,0,0
100077,0,0,0,-1,-1,0,20531,0,0
100078,0,0,0,-1,-1,0,20531,0,0
100081,0,0,-1,-1,-1,0,20434,0,0
100082,0,1,0,-1,-1,0,28539,0,0
100084,0,1,0,-1,-1,0,22801,0,0
100088,0,0,-1,-1,-1,0,11009,0,0
100089,0,0,-1,-1,-1,0,11008,0,0
100090,0,0,-1,0,1000,59,431,0,0
100093,0,0,-1,-1,-1,0,402265,0,0
100094,0,0,-1,-1,-1,0,402265,0,0
100097,0,0,-1,-1,-1,0,20397,0,0
100098,0,0,-1,-1,-1,0,20318,0,0
100100,0,0,-1,0,-1,11,1129,0,0
100101,0,0,-1,0,-1,11,435,0,0
100102,0,0,-1,-1,-1,0,402265,0,0
100105,0,2,0,-1,-1,0,1320824,0,0
100106,0,0,-1,-1,-1,0,402265,0,0
100107,0,0,-1,-1,-1,0,402265,0,0
100108,0,0,-1,-1,-1,0,402265,0,0
100110,0,0,-1,-1,-1,0,402265,0,0
100111,0,0,-1,-1,-1,0,402265,0,0
100112,0,0,3,-1,-1,0,19692,0,0
100113,0,0,-1,0,120000,1153,19805,0,0
100114,0,0,-1,-1,-1,0,20319,0,0
100116,0,0,-1,-1,-1,0,402265,0,0
100117,0,0,-1,-1,-1,0,20428,0,0
100118,0,0,-1,-1,-1,0,20432,0,0
100120,0,0,-1,0,0,150,18608,0,0
100121,0,0,-1,0,0,0,22098,0,0
100122,0,0,-1,0,0,0,22099,0,0
100124,0,0,-1,0,3000,330,55884,0,0
100125,0,0,-1,-1,-1,0,402265,0,0
100126,0,0,-1,-1,-1,0,402265,0,0
100134,0,1,0,-1,-1,0,23049,0,0
100137,0,0,-1,-1,-1,0,18887,0,0
100140,0,1,0,-1,-1,0,23300,0,0
100141,0,0,-1,0,-1,11,1131,0,0
100142,0,0,-1,-1,-1,0,402265,0,0
100143,0,1,0,-1,-1,0,22683,0,0
100145,0,0,-1,0,0,0,22101,0,0
100149,0,0,3,-1,-1,0,19694,0,0
100150,0,0,-1,-1,-1,0,20323,0,0
100151,0,0,-1,-1,-1,0,402265,0,0
100152,0,0,-1,0,0,0,22102,0,0
100155,0,0,-1,-1,-1,0,20324,0,0
100156,0,0,-1,-1,-1,0,20327,0,0
100158,0,0,-1,0,-1,11,434,0,0
100160,0,0,-1,0,0,0,22103,0,0
100161,0,0,-1,0,0,0,22104,0,0
100162,0,0,-1,0,0,0,22106,0,0
100163,0,0,-1,-1,-1,0,20394,0,0
100164,0,0,-1,-1,-1,0,20875,0,0
100165,0,0,-1,-1,-1,0,402265,0,0
100166,0,0,-1,-1,-1,0,402265,0,0
100167,0,0,-1,-1,-1,0,402265,0,0
100168,0,0,-10,-1,-1,0,19250,0,0
100169,0,0,-1,-1,-1,0,402265,0,0
100174,0,0,-1,-1,-1,0,20398,0,0
100176,0,0,-1,-1,-1,0,20399,0,0
100177,0,0,-1,0,-1,11,434,0,0
100178,0,0,-1,-1,-1,0,402265,0,0
100183,0,0,-1,0,3000,330,55884,0,0
100190,0,0,-5,-1,-1,0,19690,0,0
100192,0,0,-1,-1,-1,0,402265,0,0
100194,0,0,-1,-1,-1,0,402265,0,0
100196,0,0,-1,-1,-1,0,20315,0,0
100197,0,0,-1,-1,-1,0,402265,0,0
100198,0,0,0,1000,-1,0,19935,0,0
100203,0,0,0,-1,-1,0,20274,0,0
100204,0,0,-1,0,3000,330,55884,0,0
100205,0,0,-1,0,3000,330,55884,0,0
100206,0,0,0,1000,-1,0,19470,0,0
100207,0,0,-1,0,0,0,19932,0,0
100208,0,0,-1,-1,-1,0,402265,0,0
100212,0,2,0,-1,-1,0,18652,0,0
100217,0,0,-1,1000,-1,0,19057,0,0
100229,0,0,-1,-1,-1,0,402265,0,0
100237,0,0,-1,-1,-1,0,402265,0,0
100238,0,0,-1,-1,-1,0,402265,0,0
100239,0,0,-1,-1,-1,0,402265,0,0
100240,0,0,-1,-1,-1,0,402265,0,0
100246,0,0,-1,-1,-1,0,18987,0,0
100247,0,0,0,3600000,60000,94,19804,0,0
100248,0,0,-1,-1,-1,0,402265,0,0
100256,0,0,-1,-1,-1,0,402265,0,0
100257,0,0,-1,-1,-1,0,402265,0,0
100265,0,2,0,-1,-1,0,16406,0,0
100266,0,0,-1,-1,-1,0,402265,0,0
100268,0,0,-1,-1,-1,0,11008,0,0
100269,0,0,-1,60000,-1,0,16321,0,0
100270,0,0,-1,0,1000,0,19069,0,0
100271,0,0,-1,-1,-1,0,19565,0,0
100275,0,0,-1,-1,-1,0,20326,0,0
100276,0,0,0,5000,-1,0,19938,0,0
100278,0,0,-1,0,120000,4,7242,0,0
100280,0,0,-1,0,60000,24,19769,0,0
100281,0,0,-1,-1,-1,0,402265,0,0
100286,0,0,-1,-1,-1,0,19720,0,0
100288,0,0,-1,-1,-1,0,402265,0,0
100293,0,0,-1,-1,-1,0,402265,0,0
100294,0,0,-1,-1,-1,0,402265,0,0
100299,0,0,-1,-1,-1,0,18952,0,0
100305,0,2,0,-1,-1,0,17152,0,0
100306,0,2,0,-1,-1,0,19874,0,0
100312,1,0,0,1800000,0,0,18957,0,0
100313,0,0,-1,-1,-1,0,19029,0,0
100316,0,0,3,-1,-1,0,19696,0,0
100317,0,0,3,-1,-1,0,19697,0,0
100318,0,0,3,-1,-1,0,19693,0,0
100319,0,0,3,-1,-1,0,19700,0,0
100320,0,0,-1,-1,-1,0,402265,0,0
100321,0,0,-1,-1,-1,0,402265,0,0
100322,0,0,-1,0,-1,11,1127,0,0
100324,0,0,0,1800000,0,0,19634,0,0
100325,0,0,-1,-1,-1,0,402265,0,0
100326,0,0,-1,-1,-1,0,402265,0,0
100327,0,0,-1,-1,-1,0,402265,0,0
100328,0,0,0,1000,-1,0,19933,0,0
100329,0,0,-1,0,0,0,22095,0,0
100330,0,0,-1,0,0,0,22097,0,0
100333,0,0,-1,0,1800000,951,21355,0,0
100334,0,0,-1,0,1800000,951,21370,0,0
100335,0,0,-1,-1,-1,0,402265,0,0
100336,0,0,-1,0,120000,4,11359,0,0
100337,0,0,0,-1,-1,0,21885,0,0
100341,0,1,0,-1,-1,0,22588,0,0
100343,0,0,-1,-1,-1,0,1129,0,0
100346,0,0,0,300000,15000,2554,1287808,0,0
100350,0,2,0,-1,-1,0,18276,0,0
100351,0,0,0,-1,-1,0,21848,0,0
100354,0,1,0,-1,-1,0,23037,0,0
100356,0,0,-1,-1,-1,0,402265,0,0
100358,0,2,0,-1,-1,0,16928,0,0
100364,0,1,0,-1,-1,0,23049,0,0
100365,0,0,0,30000,-1,0,21332,0,0
100368,0,0,-1,0,3000,79,17628,0,0
100369,0,0,-1,-1,-1,0,402265,0,0
100370,0,0,-1,-1,-1,0,402265,0,0
100372,0,1,0,-1,-1,0,23300,0,0
100379,0,0,-1,-1,-1,0,402265,0,0
100380,0,0,-1,-1,-1,0,20388,0,0
100381,0,0,-1,-1,-1,0,20389,0,0
100382,0,2,0,-1,-1,0,16407,0,0
100384,0,0,3,-1,-1,0,19687,0,0
100394,0,0,-1,0,1800000,831,20763,0,0
100395,0,0,-1,0,-1,11,5004,0,0
100396,0,0,-1,-1,-1,0,20390,0,0
100397,0,2,0,-1,-1,0,21919,0,0
100398,0,0,-1,-1,-1,0,20380,0,0
100399,0,0,-1,-1,-1,0,20381,0,0
100400,0,0,-1,0,3000,330,55884,0,0
100401,0,0,-1,-1,-1,0,402265,0,0
100407,0,0,-1,0,0,0,22092,0,0
100408,0,0,-1,0,0,0,22093,0,0
100419,0,0,-1,1000,-1,0,21343,0,0
100420,0,0,-1,-1,-1,0,402265,0,0
100421,0,0,-1,-1,-1,0,402265,0,0
100423,0,1,0,-1,-1,0,22590,0,0
100426,0,0,-1,-1,-1,0,402265,0,0
100429,0,1,0,-1,-1,0,17816,0,0
100430,0,0,-1,0,1800000,951,21371,0,0
100436,0,0,-1,0,-1,11,1127,0,0
100437,0,0,-1,-1,-1,0,22736,0,0
100440,0,0,0,-1,-1,0,11438,0,0
100442,0,0,-1,-1,-1,0,20379,0,0
100443,0,2,0,-1,-1,0,21153,0,0
100447,0,0,-1,-1,-1,0,402265,0,0
100448,0,0,-1,-1,-1,0,402265,0,0
100449,0,0,-1,-1,-1,0,402265,0,0
100450,0,0,-1,-1,-1,0,402265,0,0
100451,0,0,-1,-1,-1,0,402265,0,0
100452,0,0,0,-1,-1,0,20530,0,0
100456,0,0,-1,0,120000,1153,18832,0,0
100458,0,0,-3,0,60000,24,17639,0,0
100459,0,0,-1,0,3000,330,55884,0,0
100460,0,0,-1,0,3000,79,21920,0,0
100463,1,1,0,-1,-1,0,22801,0,0
100464,0,0,-1,-1,-1,0,402265,0,0
100465,0,0,-1,0,1800000,831,20762,0,0
100469,0,0,-1,-1,-1,0,11007,0,0
100470,0,0,-1,0,-1,11,5004,0,0
100471,1,0,-1,0,120000,1153,23471,0,0
100474,0,1,0,-1,-1,0,1294777,0,0
100475,0,1,0,0,0,0,21991,0,0
100477,0,0,-1,0,120000,1153,21955,0,0
100478,0,0,-1,-1,-1,0,22846,0,0
100484,0,0,-1,-1,-1,0,402265,0,0
100488,0,0,-1,0,0,0,22090,0,0
100489,0,0,-1,-1,-1,0,402265,0,0
100495,0,0,-1,-1,-1,0,20377,0,0
100497,0,0,0,1000,-1,0,19931,0,0
100498,0,0,-1,-1,-1,0,20429,0,0
100500,0,1,0,-1,-1,0,21969,0,0
100501,0,0,-1,-1,-1,0,402265,0,0
100502,0,0,-1,-1,-1,0,21866,0,0
100503,1,0,-1,0,120000,1153,23468,0,0
100504,0,0,-1,-1,-1,0,402265,0,0
100505,0,0,-1,-1,-1,0,402265,0,0
100508,0,0,-1,-1,-1,0,402265,0,0
100509,0,0,-1,-1,-1,0,20378,0,0
100510,0,0,-1,-1,-1,0,402265,0,0
100512,0,1,0,-1,-1,0,21978,0,0
100515,1,0,-1,0,120000,1153,23469,0,0
100516,1,0,-1,0,120000,1153,23470,0,0
100522,0,0,-1,-1,-1,0,22789,0,0
100523,0,0,0,-1,-1,0,11434,0,0
100524,0,0,-1,0,120000,4,17548,0,0
100529,0,0,-1,-1,-1,0,0,0,0
100530,0,0,0,0,-1,0,21950,0,0
100533,0,0,-1,-1,-1,0,17045,0,0
100534,0,0,-1,-1,-1,0,16781,0,0
100536,0,0,-1,-1,-1,0,402265,0,0
100537,0,0,0,-1,-1,0,22567,0,0
100538,0,0,0,-1,-1,0,22567,0,0
100539,0,0,0,-1,-1,0,21050,0,0
100540,0,0,-1,-1,-1,0,402265,0,0
100541,0,1,0,-1,-1,0,22586,0,0
100542,0,1,0,-1,-1,0,22587,0,0
100543,0,0,-1,-1,-1,0,15439,0,0
100547,0,0,0,-1,-1,0,19937,0,0
100551,0,0,-1,-1,-1,0,402265,0,0
100552,0,0,-1,-1,-1,0,402265,0,0
100555,2,0,0,0,120000,1091,22564,0,0
100556,0,0,-1,-1,-1,0,22599,0,0
100560,0,0,-1,0,-1,11,434,0,0
100562,0,0,-1,0,-1,11,433,0,0
100564,0,0,-1,-1,-1,0,20317,0,0
100565,0,0,0,-1,-1,0,20529,0,0
100566,0,0,0,-1,-1,0,22567,0,0
100567,0,0,-1,-1,-1,0,402265,0,0
100570,0,0,-1,-1,-1,0,402265,0,0
100571,0,0,0,-1,-1,0,21957,0,0
100572,0,2,0,-1,-1,0,21961,0,0
100575,0,0,-1,-1,-1,0,402265,0,0
100584,1,1,0,-1,-1,0,23037,0,0
100590,0,2,0,-1,-1,0,16908,0,0
100591,0,0,-1,-1,-1,0,402265,0,0
100592,0,0,-1,-1,-1,0,402265,0,0
100594,0,0,-1,0,0,0,22091,0,0
100599,0,0,-1,-1,-1,0,402265,0,0
100600,0,0,-1,0,0,0,22700,0,0
100601,0,0,-1,-1,-1,0,402265,0,0
100604,0,0,-1,-1,-1,0,16989,0,0
100605,0,0,-1,-1,-1,0,402265,0,0
100606,0,1,0,-1,-1,0,23046,0,0
100608,0,0,-1,-1,-1,0,3695,0,0
100609,0,0,-1,-1,-1,0,402265,0,0
100615,0,0,-1,-1,-1,0,402265,0,0
100616,0,0,-1,-1,-1,0,402265,0,0
100618,0,0,-1,0,3000,79,17629,0,0
100619,0,0,-1,0,120000,4,2023,0,0
100620,0,0,-1,0,300000,4,21396,0,0
100621,0,0,-1,0,0,0,22094,0,0
100622,0,2,0,-1,-1,0,22863,0,0
100624,0,0,-1,-1,-1,0,402265,0,0
100625,0,0,-1,-1,-1,0,402265,0,0
100626,0,0,-1,-1,-1,0,20408,0,0
100632,0,0,-1,-1,-1,0,20393,0,0
100633,0,0,0,-1,-1,0,20529,0,0
100634,0,0,0,-1,-1,0,20530,0,0
100635,0,0,0,-1,-1,0,20530,0,0
100638,0,0,-1,0,3000,330,55884,0,0
100644,0,0,-1,-1,-1,0,20270,0,0
100645,0,0,-1,-1,-1,0,19890,0,0
100648,0,0,-1,0,1000,59,1133,0,0
100650,0,0,-1,60000,60000,0,17038,0,0
100654,0,0,-1,-1,-1,0,402265,0,0
100655,0,0,0,-1,-1,0,20530,0,0
100661,0,0,-1,-1,-1,0,402265,0,0
100662,0,0,-1,-1,-1,0,402265,0,0
100663,0,1,0,-1,-1,0,22778,0,0
100666,0,0,-1,0,-1,11,10256,0,0
100667,0,0,0,180000,-1,0,20737,0,0
100669,0,0,-1,-1,-1,0,19889,0,0
100670,0,0,0,1000,-1,0,19934,0,0
100680,0,0,-1,-1,-1,0,20382,0,0
100681,0,0,-1,-1,-1,0,20385,0,0
100682,0,1,0,-1,-1,0,23037,0,0
100684,0,1,0,-1,-1,0,23049,0,0
100685,0,0,-1,-1,-1,0,20383,0,0
100686,0,0,-1,-1,-1,0,402265,0,0
100689,0,0,-1,0,3600000,103,10667,0,0
100691,0,1,0,-1,-1,0,23217,0,0
100696,0,0,-1,-1,-1,0,20430,0,0
100697,0,2,0,-1,-1,0,21151,0,0
100698,0,0,-1,-1,-1,0,17161,0,0
100701,0,2,0,0,-1,0,21951,0,0
100706,0,0,-1,-1,-1,0,20386,0,0
100707,0,1,0,-1,-1,0,23217,0,0
100708,0,1,0,-1,-1,0,23049,0,0
100710,0,0,-1,-1,-1,0,402265,0,0
100711,0,0,-1,-1,-1,0,402265,0,0
100715,0,0,-1,-1,-1,0,402265,0,0
100724,0,1,0,-1,-1,0,23046,0,0
100726,0,0,-1,-1,-1,0,402265,0,0
100727,0,0,-1,-1,-1,0,402265,0,0
100729,1,0,0,0,120000,1091,22564,0,0
100730,0,1,0,-1,-1,0,7219,0,0
