ID,Field_1_60_1_69876_000,Field_1_60_1_69876_001,Field_1_60_1_69876_002,Field_1_60_1_69876_003,Field_1_60_1_69876_004,Field_1_60_1_69876_005,Field_1_60_1_69876_006,Field_1_60_1_69876_007,Field_1_60_1_69876_008,Field_1_60_1_69876_009,Field_1_60_1_69876_010,Field_1_60_1_69876_011,Field_1_60_1_69876_012,Field_1_60_1_69876_013,Field_1_60_1_69876_014,Field_1_60_1_69876_015,Field_1_60_1_69876_016,Field_1_60_1_69876_017,Field_1_60_1_69876_018,Field_1_60_1_69876_019,Field_1_60_1_69876_020,Field_1_60_1_69876_021,Field_1_60_1_69876_022,Field_1_60_1_69876_023,Field_1_60_1_69876_024,Field_1_60_1_69876_025,Field_1_60_1_69876_026,Field_1_60_1_69876_027[0],Field_1_60_1_69876_027[1],Field_1_60_1_69876_028[0],Field_1_60_1_69876_028[1]
4922,71913,1330114,1911668,0,0,700,0.1,1,1,0,0,1,0,0,5,0.2,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
4923,71913,16777215,859703,859703,0,10,1,0.5,1,0,-60,0,0,0,1,0.92,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4924,71936,5131854,1581107,0,0,1500,0.5,1,0.3,0,0,0,0,0,0,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4925,71936,5331200,7994,0,0,800,0.15,3,1,0,0,0,0,0,2,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4926,71936,5867440,867170,936315,0,50,0.25,0.8,1.5,0,30,0,0,0,0.5,0.4,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4927,71935,16736000,16730418,0,0,1500,0.15,1,0.3,0,0,0,0,0,10,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4928,71935,16732416,16739840,0,0,800,0.15,1,0.5,0,0,0,0,0,3,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4929,71935,16736000,936315,936315,936315,50,0.25,0.8,1.5,0,30,0,0,0,1,0.4,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4930,71934,15911784,16730418,0,0,1500,0.15,1,0.3,0,0,0,0,0,10,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4931,71934,14895104,16752384,0,0,800,0.15,1,0.4,0,0,0,0,0,3,0.5,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4932,71934,12796672,936315,936315,0,50,0.25,1,1.5,0,30,0,0,0,5,0.4,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4933,71933,16771782,14527862,0,0,1500,0.2,1,0.15,0,0,0,0,0,1,0.96,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4934,71933,16761617,46335,0,0,800,0.15,3,0.5,0,0,0,0,0,3,0.4,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4935,71933,16761617,936315,936315,0,0,0.25,1,1.5,0,30,0,0,0,0.7,0.4,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4936,71932,16753413,14527862,0,0,1500,0.15,1,0.15,0,0,0,0,0,1,0.8,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4937,71932,16761617,46335,0,0,800,0.15,1,1,0,0,0,0,0,4,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4938,71932,16761617,2975124,2975124,0,100,0.4,1,1.5,0,0,0,0,0,1.3,0.7,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4939,71931,16773064,3130822,0,0,2000,0.2,1,0.2,0,0,0,0,0,10,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4940,71931,16756736,46335,0,0,800,0.2,3,1.5,0,100,2,100,0,3,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4941,71931,11899978,36522,36522,0,100,0.45,1,1.5,0,0,0,0,0,6,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4942,71930,16773064,3969438,0,0,2000,0.2,1,0.2,0,0,0,0,0,5,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4943,71930,16773064,5754623,0,0,1200,1.3,1,2,0,50,2,100,0,7,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4944,71930,16763789,36522,36522,0,20,0.45,1,2.5,0,0,0,0,0,2,0.7,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4945,71929,16756263,6675199,0,0,1500,0.1,1,0.1,0,0,0,0,0,1,0.8,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4946,71929,16756263,1919850,0,0,800,0.15,1,0.3,0,0,0,0,0,1,0.4,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4947,71929,16759296,1472944,1929632,0,100,0.3,0.8,1,0,0,0,0,0,1,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4948,71928,16752128,3970000,0,0,1500,0.1,1,0.15,0,0,0,0,0,1,0.5,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4949,71928,0,1721441,0,0,800,0.15,1,0.3,0,0,0,0,0,2,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4950,71928,16752128,1863069,1729937,0,100,0.2,1,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4951,71927,16762624,3113921,0,0,1500,0.1,1,0.2,0,0,0,0,0,1,0.7,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4952,71927,0,1325138,0,0,800,0.15,1,0.3,0,0,0,0,0,2,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4953,71927,13347380,1464194,1462904,0,50,0.25,0.8,1.5,0,30,0,0,0,1,0.4,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4954,71926,16773841,19053,0,0,1500,0.2,1,0.1,0,0,0,0,0,1,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4955,71926,4353912,49598,0,0,800,0.15,3,2,0,100,1,100,0,3,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4956,71926,2115418,873060,873060,0,50,0.1,0.8,1.5,0,30,0,0,0,3,0.3,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4957,71925,16774359,22689,0,0,1500,0.4,1,0.5,0,0,0,0,0,1,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
4958,71925,0,38143,0,0,800,0.15,1,2,0,200,1,200,0,2,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
4959,71925,3574227,10568,136498,0,25,0.7,0.8,2,0,0,0,0,0,2,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
4985,71683,47359,610182,610182,0,0,0.1,1,1,0,0,0,0,0,8,0.5,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
4991,71686,47359,349833,349833,0,0,0.15,1,1,0,0,0,0,0,8,0.4,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5005,70431,16763264,16730368,0,0,1200,1,1,1,0,200,2,200,0,4,0.1,0,0,0,0,0,0,8,1,1,1,1,0,0,0,0
5006,70431,16757321,8666431,8666431,0,10,0.3,0.8,0.9,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5007,70432,16763264,16730368,0,0,1200,1,1,0.9,0,200,2,200,0,2.25,0.2,0,0,0,0,0,0,8,1,1,1,1,0,0,0,0
5008,70432,16757321,8534590,8534590,0,10,0.3,0.8,0.9,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5009,70433,16757321,8534590,8534590,0,10,0.3,0.8,0.9,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5010,70434,16745289,8534334,8534334,0,10,0.3,0.8,0.9,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5011,70435,16745289,8534334,8534334,0,10,0.3,0.8,0.9,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5012,70436,16777215,3484490,3484490,0,10,0.5,0.8,0.9,0,0,0,0,0,0.1,0.7,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5013,70425,15912703,2366264,1511969,0,10,0.5,0.8,0.9,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5014,70426,15780351,2958401,1511969,0,10,0.5,0.8,0.9,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,11,2,1,1,1,0,0,0,0
5015,71963,15266303,4669800,0,0,2100,0.15,1,0.4,0,0,0,0,0,0.5,0.7,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5017,71963,6789581,5519946,5519946,0,0,0.1,1,1,0,0,0,0,0,1,0.8,0,0,0,0,0,0,11,2,1,100,1.2,0,0,0,0
5018,71962,16769706,9075627,0,0,2100,0.15,1,0.2,0,0,0,0,0,1,0.9,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5020,71962,16674821,8341605,8341605,0,0,0.07,0.8,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,1,100,1.1,0,0,0,0
5024,71960,16766349,7639749,0,0,2100,0.1,1,0.15,0,0,0,0,0,2,0.925,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5026,71960,16760925,6969233,6969233,0,0,0.07,0.8,1.5,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5027,71959,16772032,7117519,0,0,2100,0.15,1,0.15,0,0,0,0,0,1.5,0.925,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5029,71959,16760925,6055323,6055323,0,0,0.07,0.8,1.5,0,0,0,0,0,4,0.5,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5033,71957,16775134,4572415,0,0,2100,0.1,1,0.1,0,0,0,0,0,2,0.9,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5035,71957,15454094,5809096,5809096,0,0,0.05,0.8,1,0,0,0,0,0,5,0.6,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5036,71956,16773064,5422020,0,0,2100,0.15,1,0.2,0,0,0,0,0,0.5,0.9,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5039,71955,16480279,5618102,0,0,2100,0.15,1,0.15,0,0,0,0,0,2,0.9,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5041,71955,16752128,7775126,7775126,0,0,0.05,0.8,1.5,0,0,0,0,0,3,0.5,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5042,71954,15429920,4823697,0,0,2100,0.15,1,0.15,0,0,0,0,0,2,0.6,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5044,71954,15429920,6851968,6851968,0,0,0.04,0.8,1.5,0,0,0,0,0,3,0.5,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5048,71952,15266303,2599,0,0,2100,0.2,1,0.4,0,0,0,0,0,3,0.85,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5050,71952,6789581,1253948,1253948,0,0,0.15,0.8,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5051,71953,15266303,2908262,0,0,2100,0.2,1,0.4,0,0,0,0,0,0.25,0.9,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5053,71958,16773324,6073314,0,0,2100,0.1,1,0.3,0,0,0,0,0,1,0.9,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5055,71961,16770481,8422838,0,0,2100,0.1,1,0.15,0,0,0,0,0,3,0.95,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5057,71961,16481560,7687800,7687800,0,0,0.07,0.8,1,0,0,0,0,0,2,0.5,0,0,0,0,0,0,11,2,1,100,1,0,0,0,0
5063,71953,6789581,4612709,4612709,0,0,0.15,0.8,1,0,0,0,0,0,1,0.8,0,0,0,0,0,0,11,2,1,100,1.2,0,0,0,0
5101,70662,14743551,7783074,0,0,2100,0.1,1,0.1,0,0,0,0,0,5,0.9,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0
5108,71985,0,0,0,0,0,3,1,0,0,0,3,200,0,1,0.7,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5109,71985,0,17985,19014,0,100,1,1,0,0,0,0,0,0,1,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5110,71999,16769217,4337732,0,0,1600,0.3,1,0.2,0,0,0,0,0,4,0.94,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5111,71999,16739182,16772027,0,0,1500,2.8,1,1.5,0,100,0,0,0,8,0.08,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5112,71999,16769217,4204084,3153191,0,30,1,1,0.5,0,0,0,0,0,0.1,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5113,71998,16762504,2700865,0,0,1600,0.5,1,0.15,0,0,0,0,0,0.5,0.68,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5114,71998,16736562,16769952,0,0,1500,5,1,1.25,0,100,0,0,0,4,0.3,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5115,71998,16743945,5583686,5583686,0,30,0.4,1,0.4,0,0,0,0,0,0.75,0.6,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5116,71997,16756824,12006400,0,0,1600,0.5,1,0.15,0,0,0,0,0,2,0.7,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5117,71997,16751113,12614144,0,0,1500,5,1,0.9,0,100,0,0,0,2,0.1,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5118,71997,16753417,7488605,7488605,0,30,0.4,1,0.4,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5119,71996,16756824,16735488,0,0,1600,0.5,1,0.15,0,0,0,0,0,2,0.7,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5120,71996,16767316,16757257,0,0,1500,5,1,1,0,100,0,0,0,2,0.3,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5121,71996,16753417,7488605,7488605,0,30,0.4,1,0.4,0,0,0,0,0,2,0.6,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5122,71995,16747017,7370847,0,0,1600,0.5,1,0.15,0,0,0,0,0,1.5,0.7,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5123,71995,16763145,16757257,0,0,1500,5,1,1.25,0,100,0,0,0,1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5124,71995,16753417,6046055,5849447,0,50,0.4,1,0.4,0,0,0,0,0,2,0.6,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5125,71994,16764311,2586502,0,0,1600,0.5,1,0.125,0,0,0,0,0,1,0.85,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5126,71994,16763145,16763145,0,0,1500,5,1,1,0,100,0,0,0,1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5127,71994,16740361,2339282,1811909,0,50,0.3,0.7,0.4,0,0,0,0,0,1,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5128,71993,16764311,6072502,0,0,1600,0.5,1,0.135,0,0,0,0,0,1,0.85,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5129,71993,16763145,16763145,0,0,800,5,1,1,0,500,0,0,0,1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5130,71993,16753417,2339282,1811909,0,50,0.3,0.5,0.4,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5131,71992,16753417,4166306,0,0,1600,0.5,1,0.135,0,0,0,0,0,1.5,0.8,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5132,71992,16763145,16763145,0,0,1500,5,1,1,0,100,0,0,0,1,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5133,71992,16753417,5546161,3447993,0,50,0.3,0.5,0.4,0,0,0,0,0,1,0.6,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5134,71991,16772451,3828599,0,0,1600,0.5,1,0.125,0,0,0,0,0,1,0.5,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5135,71991,16755977,16769280,0,0,1500,5,1,0.8,0,100,0,0,0,3,0.3,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5136,71991,16760409,5353108,5353108,0,50,0.3,0.5,0.4,0,0,0,0,0,1,0.5,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5137,71990,16772451,9141099,0,0,1600,0.3,1,0.15,0,0,0,0,0,1,0.5,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5138,71990,16751369,16759670,0,0,1500,4,1,1,0,100,0,0,0,6,0.3,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5139,71990,16769217,4681064,3627093,0,50,0.3,0.8,0.3,0,0,0,0,0,0.1,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5140,71989,16769217,5197391,0,0,1600,0.3,1,0.2,0,0,0,0,0,4,0.94,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5141,71989,16746091,16768157,0,0,1500,2.8,1,1.5,0,100,0,0,0,8,0.08,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5142,71989,16769217,2829368,2829368,0,20,0.7,0.8,0.4,0,0,0,0,0,0.1,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5143,71988,16769217,3350581,0,0,1600,0.3,1,0.2,0,0,0,0,0,4,0.94,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0
5144,71988,16739182,16768157,0,0,1500,2.8,1,1.5,0,100,0,0,0,8,0.08,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5145,71988,16769217,2168612,2168612,0,20,0.7,0.8,0.4,0,0,0,0,0,0.1,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5146,72011,3574227,1789829,0,0,1500,0.1,1,0.2,0,0,0,0,0,9,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5147,72011,10144255,1273787,0,0,1500,2,1,1,0,50,0,0,0,20,0.1,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5148,72011,3574227,2900828,2045261,0,20,0.4,0.6,0.2,0,0,0,0,0,0,0.3,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5149,72010,16747520,3229290,0,0,1500,0.1,1,0.2,0,0,0,0,0,9,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5150,72010,15430789,9399222,0,0,1500,2,1,1,0,50,0,0,0,20,0.2,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5151,72010,16747520,4273000,4273000,0,20,0.4,0.7,0.2,0,0,0,0,0,1,0.3,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5152,72009,16767919,3686506,0,0,1500,0.5,1,0.2,0,0,0,0,0,30,0.92,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5153,72009,16560985,13397884,0,0,1500,2,1,0.5,0,50,0,0,0,10,0.2,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5154,72009,16560985,5062257,5062257,0,20,0.4,0.6,0.2,0,0,0,0,0,0.5,0.3,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5155,72008,16763787,8415897,0,0,1500,0.2,1,0.2,0,0,0,0,0,10,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5156,72008,16752762,15706509,0,0,3500,2,1,0.6,0,0,0,0,0,20,0.3,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5157,72008,16747520,7696542,7696542,0,20,0.4,0.5,0.2,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5158,72007,16765177,8482710,0,0,1500,0.2,1,0.2,0,0,0,0,0,3,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5159,72007,14921727,11764645,0,0,1500,2,1,0.7,0,50,0,0,0,10,0.3,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5160,72007,14325202,6119585,6119585,0,20,0.43,0.5,0.3,0,0,0,0,0,0.5,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5161,72006,14935011,8479398,0,0,1500,0.2,1,0.2,0,0,0,0,0,0.5,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5162,72006,14338559,14204637,0,0,1500,1,1,0.7,0,50,0,0,0,10,0.1,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5163,72006,16511449,6516653,5266584,0,20,0.3,0.5,0.3,0,0,0,0,0,0.6,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5164,72005,14338559,12370156,0,0,1500,0.2,1,0.2,0,0,0,0,0,8,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5165,72005,14338559,13552639,0,0,1500,1,1,0.7,0,50,0,0,0,10,0.1,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
5166,72005,12691710,6516653,5266584,0,20,0.3,0.5,0.3,0,0,0,0,0,1,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5167,72004,14935011,10562,0,0,1500,0.2,1,0.2,0,0,0,0,0,2,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5168,72004,13232639,4755156,0,0,1500,1,1,0.6,0,50,0,0,0,10,0.1,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5169,72004,13347070,1472944,1796501,0,20,0.4,0.5,0.3,0,0,0,0,0,0.5,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5170,72003,16747520,3889545,0,0,1500,0.2,1,0.2,0,0,0,0,0,1,0.7,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5171,72003,16560985,7641026,0,0,1500,1,1,0.4,0,50,0,0,0,6,0.3,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5172,72003,16747520,6509451,5260145,0,20,0.3,0.6,0.25,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5173,72002,16758595,11581,0,0,1500,0.3,1,0.3,0,0,0,0,0,1,0.3,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5174,72002,16758595,1988219,0,0,1500,1.5,1,0.6,0,50,0,0,0,6,0.4,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5175,72002,16758595,1464194,1462904,0,20,0.5,0.6,0.3,0,0,0,0,0,1,0.7,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5176,72001,3574227,7206,0,0,1500,0.1,1,0.3,0,0,0,0,0,1,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5177,72001,4432383,55039,0,0,1500,3,1,0.6,0,50,0,0,0,25,0.1,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5178,72001,3574227,10042,10558,0,20,0.75,0.8,0.2,0,0,0,0,0,1,0.9,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5179,72000,3574227,4890,0,0,1500,0.2,1,0.3,0,0,0,0,0,9,0.95,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
5180,72000,4432383,55039,0,0,1500,3,1,0.7,0,50,0,0,0,20,0.1,0,0,1,1,1,-1,8,1,0,1,1,50,100,10,40
5181,72000,3574227,10042,10558,0,20,0.75,0.8,0.3,0,0,0,0,0,1,0.9,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0
5183,72019,12839619,1874798,0,0,1500,0.1,1,0.25,0,0,0,0,0,10,0.9,1,1,1,-1,-1,-1,10,0,0,1,1,50,20,60,100
5184,72019,2293631,1179492,0,0,800,0.5,1,1,0,100,0,0,0,10,0.3,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5185,72019,14090198,2302758,2039585,0,20,2,0.4,2,0,0,0,0,0,0.3,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5186,72018,6225848,1874798,0,0,1500,0.1,1,0.25,0,0,0,0,0,5,0.8,1,1,1,-1,-1,-1,10,0,0,1,1,50,20,60,100
5187,72018,6553535,1179492,0,0,800,0.5,1,2,0,100,0,0,0,1,0.3,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5188,72018,10223515,2302758,2039585,0,20,2,0.4,2,0,0,0,0,0,0.5,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5189,72017,6225848,1874814,0,0,1500,0.1,1,0.25,0,0,0,0,0,5,0.8,1,1,1,-1,-1,-1,10,0,0,1,1,50,20,60,100
5190,72017,6553535,1179550,0,0,800,0.5,1,2,0,100,0,0,0,4,0.3,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5191,72017,10223515,2301989,2301989,0,0,1,0.4,2,0,0,0,0,0,0.6,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5192,72016,6225848,1874814,0,0,1500,0.1,1,0.25,0,0,0,0,0,25,0.8,1,1,1,-1,-1,-1,10,0,0,1,1,50,20,60,100
5193,72016,6553535,1179550,0,0,800,0.5,1,1,0,100,0,0,0,1,0.3,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5194,72016,10223515,2300709,2103585,0,0,1,0.4,2,0,0,0,0,0,0.5,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5195,72015,11531439,1874814,0,0,1500,0.1,1,0.25,0,0,0,0,0,15,0.9,1,1,1,-1,-1,-1,10,0,0,1,1,50,20,60,100
5196,72015,6553535,6553535,0,0,800,0.5,1,1.25,0,100,0,0,0,5,0.1,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5197,72015,10223515,2825263,2300965,0,20,1,0.4,2,0,0,0,0,0,1,0.9,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5198,72014,11796383,6553535,0,0,2000,0.1,1,0.3,0,159,0,0,0,20,0.92,1,-1,0,-1,1,0,10,0,0,1,1,100,100,70,50
5199,72014,10485688,6553535,0,0,800,0.5,1,1.25,0,100,1,50,0,5,0.1,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5200,72014,10223515,2300709,2103585,0,0,1,0.4,1.75,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5201,72013,6225848,1874798,0,0,1500,0.1,1,0.25,0,0,0,0,0,1,0.8,1,1,1,-1,-1,-1,10,0,0,1,1,50,20,60,100
5202,72013,6553535,1179492,0,0,800,0.5,1,2,0,100,0,0,0,1,0.3,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5203,72013,10223515,1643042,1643042,0,20,2,0.4,2,0,0,0,0,0,0.1,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
5204,72012,12839619,130939,0,0,1500,0.1,1,0.25,0,0,0,0,0,5,0.8,1,1,1,-1,-1,-1,10,0,0,1,1,50,20,60,100
5205,72012,4063119,1179492,0,0,800,0.5,1,1,0,100,0,0,0,20,0.3,0,0,0,0,0,0,10,1,0,1,1,0,0,0,0
5206,72012,12839619,1643042,1643042,0,20,2,0.4,2,0,0,0,0,0,0.4,0.8,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
6236,72412,5131854,2333,0,0,2000,0.2,1,0.3,0,0,0,0,0,0,0.9,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
6237,72412,2512821,7994,0,0,1000,0.1,1,1,0,75,2,75,0,8,0.2,0,0,0,0,0,0,8,1,0,1,1,0,0,0,0
6238,72412,5867440,14405,18007,0,0,1,1,1,0,0,0,0,0,1,0.7,0,0,0,0,0,0,11,2,0,1,1,0,0,0,0
6239,72411,16736000,16730418,0,0,2000,0.1,1,1,0,0,0,0,0,1,0.15,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0
