ID,Hand,Duration,FadeOutTime,EdgeLifeSpan,InitialDelay,SmoothSampleAngle,OverrideAttachTop,OverrideAttachBot,Flags,WeaponTrailID
644,0,0.1,0,0.2,0.41,60,0,0,0,836
645,0,0.08,0,0.1,0.18,60,0,0,0,837
646,2,0.5,0.25,0.25,0,60,0,0,1,838
647,0,0.09,0,0.1,0.41,60,0,0,0,839
648,1,0.5,0.25,0.25,0,60,0,0,1,840
649,0,0.1,0.1,0.1,0.35,60,0,0,1,841
650,2,1,0.25,0.3,0,60,3,4,1,842
652,0,0.3,0.1,0.9,0.1,60,0,0,0,860
653,0,1,0.25,0.3,0,60,3,4,1,861
654,1,1,0.25,0.3,0,60,3,4,1,862
656,2,0.25,0.1,0.1,1.4,60,0,0,3,864
657,2,0.15,0.15,0.25,1.45,60,0,0,0,865
658,0,0.3,0.1,0.2,2,60,0,0,0,866
659,0,0.35,0.25,0.15,0.75,60,0,0,0,867
660,0,0.5,0.1,0.2,0,60,0,0,0,868
661,1,0.5,0.1,0.2,2,60,0,0,0,869
662,0,0.16,0,0.2,0.56,60,0,0,0,870
663,2,6,0.15,0.5,0.24,60,0,0,0,871
664,2,5,0.1,0.1,0,60,0,0,3,872
665,0,0.5,0.1,0.2,2.5,60,0,0,0,873
666,0,0.25,0.1,0.25,1.2,60,0,0,0,874
667,0,0.2,0.4,1.5,0.2,60,0,0,0,875
668,2,8,0.15,0.1,0.24,60,0,0,0,876
669,1,0.15,0.45,0.25,0.9,60,0,0,0,877
670,0,0.3,0.15,0.15,0.65,60,0,0,0,878
671,0,0.15,0,0.1,0.25,60,0,0,0,879
672,0,0.1,0,0.1,0.54,60,0,0,0,880
673,0,0.08,0,0.1,0.36,60,0,0,0,881
674,0,0.3,0.1,0.2,0.5,60,0,0,0,882
675,0,0.3,0.1,0.2,2.29,60,0,0,0,883
676,0,0.3,0.25,0.13,1.3,60,0,0,0,884
677,0,0.08,0,0.1,0.27,60,0,0,0,885
679,0,0.25,0.65,0.4,1.2,60,0,0,0,887
680,2,0.4,0.1,0.15,0.4,60,0,0,0,888
681,0,0.16,0,0.2,0.16,60,0,0,0,889
682,0,0.15,0.25,0.25,0.85,60,0,0,0,891
683,0,0.2,0.25,0.13,0.25,60,0,0,0,892
684,0,0.3,0.25,0.13,1.3,60,0,0,0,893
685,0,0.3,0.1,0.2,0.15,60,0,0,0,894
686,0,0.3,0.1,0.2,0.3,60,0,0,0,895
687,0,0.5,0.1,0.2,2.5,60,0,0,0,896
688,2,1,0.25,0.3,0,60,3,4,1,897
689,2,1,0.25,0.3,0,60,3,4,1,898
691,0,0.3,0.5,0.5,0,60,0,0,0,899
693,0,0.25,0.15,0.15,1.9,60,0,0,0,900
694,0,1,0.1,0.25,0,60,0,0,0,902
695,0,0.36,0,0.2,0,60,0,0,0,903
696,0,0.14,0,0.2,0.27,60,0,0,0,904
697,0,0.17,0,0.2,0.18,60,0,0,0,905
698,2,1,0.1,0.3,0,60,0,0,0,906
699,0,0.11,0,0.1,0.28,60,0,0,0,907
700,2,2,0.3,0.1,0,60,3,4,0,908
701,0,0.13,0,0.1,0.36,60,0,0,0,909
702,0,0.12,0.25,0.13,0.05,60,3,4,0,910
703,1,0.12,0.25,0.13,0.4,60,3,4,0,910
704,2,0.25,0.25,0.13,0.8,60,0,0,0,911
705,0,0.25,0.15,1,0.15,60,1,2,1,912
706,2,0.15,0.15,0.15,0.2,60,0,0,0,913
707,0,0.2,0.15,0.3,0.12,60,0,0,0,914
708,2,0.15,0.15,0.15,0.2,60,0,0,0,915
709,2,0.2,0.15,0.15,0.7,60,0,0,0,916
710,2,0.2,0.15,0.15,0.2,60,0,0,0,918
711,0,0.15,0.15,0.3,0.12,60,0,0,0,919
712,2,0.2,0.15,0.15,0.2,60,0,0,0,920
713,0,0.2,0.15,0.15,0.25,60,0,0,0,921
715,0,0.17,0.18,0.18,0.13,60,0,0,1,923
716,0,0.7,0.1,0.25,0,60,0,0,0,925
717,2,0.2,0.1,0.15,1.4,60,1,4,0,926
720,0,0.1,0.1,0.15,0.15,60,1,4,0,926
721,1,0.25,0.15,0.15,0.4,60,1,4,0,926
723,0,3,0.1,0.9,0,60,0,0,0,927
724,0,0.75,0.1,0.5,0,60,0,0,0,928
725,0,0.23,0,0.2,1.45,60,0,0,0,929
726,0,0.1,0.25,0.13,0.23,60,0,0,0,930
727,1,0.06,0.25,0.13,0.37,60,0,0,0,931
728,0,0.15,0,0.1,1.85,60,0,0,0,932
729,2,0.25,0.15,0.25,2.4,60,0,0,0,933
730,0,0.2,0.25,0.13,1.35,60,0,4,0,934
731,0,0.5,0.25,0.13,0.1,60,0,0,0,935
732,0,0.07,0,0.1,0.36,60,0,0,0,936
733,0,0.07,0,0.2,1.27,60,0,0,0,937
734,0,0.08,0,0.2,0.27,60,0,0,0,938
735,1,0.08,0,0.2,0.27,60,0,0,0,939
736,0,0.35,0.25,0.13,1.35,60,0,0,0,940
737,0,0.3,0.2,0.2,1.3,60,0,0,0,941
738,0,0.25,0.2,0.2,0.1,60,0,0,1,942
739,0,0.3,0.2,0.1,0,60,0,0,0,943
740,0,0.3,0.2,0.1,0.2,60,0,0,0,944
741,0,0.3,0.2,0.1,0.2,60,0,0,0,945
742,0,0.3,0.2,0.1,0.2,60,0,0,0,946
743,2,0.11,0,0.2,0.28,60,0,0,0,947
744,0,0.3,0.2,0.2,1.3,60,0,0,0,948
745,0,0.3,0.25,0.13,1.3,60,0,0,0,949
746,1,0.15,0.25,0.13,0.9,60,0,0,0,950
747,0,0.2,0.25,0.13,0.85,60,0,0,0,951
748,0,0.75,0.2,0.2,1,60,0,0,0,952
749,0,1.5,0.1,0.9,0,60,0,0,0,953
750,1,0.35,0.1,0.15,0.15,60,0,0,0,954
751,0,0.2,0.25,0.13,1.4,60,1,4,0,955
752,0,0.15,0.25,0.13,0.9,60,0,0,0,956
753,2,0.75,0.2,0.2,1,60,0,0,1,957
754,0,0.2,0,0.2,0.1,60,0,0,0,958
755,0,0.09,0,0.2,0.55,60,0,0,0,959
756,0,0.1,0,0.2,0.28,60,0,0,0,960
757,0,1,0.1,0.25,2,60,0,0,0,961
758,0,0.2,0.25,0.25,0.9,60,0,0,0,962
759,0,0.14,0,0.3,0.44,60,0,0,0,963
760,0,0.2,0,0.3,0.17,60,0,0,0,964
761,0,0.3,0.2,0.1,0.2,60,0,0,0,965
762,0,0.15,0,0.2,0.25,60,0,0,0,966
763,0,0.12,0,0.2,0.56,60,0,0,0,967
764,0,0.15,0.25,0.13,1.4,60,0,0,0,968
765,0,0.17,0,0.7,1.68,60,0,0,0,969
766,2,0.11,0,0.2,0.31,60,0,0,0,970
767,0,0.35,0.15,0.15,0,60,3,4,1,971
768,2,0.5,0.2,0.5,0,60,0,0,0,972
769,1,0.15,0.15,0.15,0.85,60,0,0,0,973
770,0,0.12,0,0.2,0.26,60,0,0,0,975
771,2,0.13,0,0.2,0.25,60,0,0,0,976
772,1,0.11,0,0.2,0.1,60,0,0,0,977
773,0,0.16,0,0.3,0.33,60,0,0,0,978
774,1,0.13,0,0.2,0.24,60,0,0,0,979
775,0,0.24,0,0.3,0.2,60,0,0,0,980
776,0,0.15,0.15,0.15,0.9,60,0,0,0,981
777,0,0.5,0.15,0.15,0.6,60,5,9,0,982
778,0,0.15,0,0.2,0.35,60,0,0,0,983
779,0,0.13,0,0.2,0.06,60,0,0,0,984
780,1,0.08,0,0.2,0.37,60,0,0,0,985
781,0,0.15,0,0.2,0.24,60,0,0,0,986
782,0,0.17,0,0.2,0.16,60,0,0,0,987
783,2,0.35,0.25,0.25,0.15,60,0,0,0,988
784,0,0.15,0.2,0.2,1.35,60,0,0,0,989
785,0,0.2,0.2,0.2,1.3,60,0,0,0,990
786,0,0.18,0,0.2,0.19,60,0,0,0,991
787,0,0.3,0.1,0.1,0.3,60,0,0,0,992
788,0,0.3,0.1,0.1,0.2,60,0,0,0,993
789,0,0.15,0.15,0.2,0.95,60,0,0,0,994
790,0,0.1,0.25,0.13,1.4,60,0,0,0,995
791,1,0.1,0.25,0.13,1.4,60,0,0,0,996
792,0,6,0.1,0.2,0,60,0,0,0,997
793,0,0.2,0.1,0.2,0.3,60,0,0,0,998
794,0,0.1,0.15,0.2,0.95,60,0,0,0,999
795,0,0.7,0.1,0.2,0,60,0,0,0,1000
796,2,0.11,0,0.2,0.31,60,0,0,0,1001
797,0,0.3,0.1,0.2,0,60,0,0,0,1002
798,0,0.2,0,0.2,0.26,60,0,0,0,1003
799,0,0.18,0,0.2,0.24,60,0,0,0,1004
800,0,0.23,0,0.3,1.31,60,0,0,0,1005
801,0,0.5,0.1,0.2,0.1,60,0,0,0,1006
802,0,0.15,0,0.2,0.35,60,0,0,0,1008
803,0,0.75,0.15,0.2,0,60,9,5,3,1009
804,1,0.75,0.15,0.2,0,60,5,9,3,1009
805,0,0.15,0,0.3,0.35,60,0,0,0,1010
806,0,0.3,0.1,0.2,0.4,60,0,0,0,1011
807,0,0.7,0.1,0.2,0,60,0,0,0,1012
808,0,0.3,0.15,0.2,1.35,60,0,0,0,1013
809,0,0.4,0.1,0.2,0,60,0,0,0,1015
810,0,1,0.25,0.13,2,60,0,0,0,1016
811,1,1,0.25,0.13,2.4,60,0,0,0,1017
812,2,0.5,0.1,0.2,0,60,0,0,0,1019
913,0,0.64,0,0.2,0.38,60,0,0,0,1120
914,2,0.4,0.1,0.15,0,60,0,0,0,1121
915,2,0.4,0.1,0.15,0,60,0,0,0,1122
916,0,0.3,0.1,0.2,0,60,0,0,0,1123
917,0,0.4,0.1,0.15,0,60,0,0,0,1124
918,1,0.4,0.1,0.15,0,60,0,0,0,1125
919,0,0.15,0.2,0.2,1.45,60,0,0,0,1126
920,0,0.15,0.2,0.2,1.35,60,0,0,0,1127
921,0,0.35,0.17,0.2,0.75,60,0,0,0,1128
922,2,0.45,0.05,0.1,0,60,0,0,0,1129
923,0,0.3,0,0.2,1.85,60,0,0,0,1130
924,0,0.3,0,0.2,1.85,60,0,0,0,1131
925,2,0.4,0.25,0.1,0.1,60,0,0,0,1132
926,0,0.1,0.25,0.13,1.45,60,0,0,0,1133
927,0,0.15,0.25,0.13,1.35,60,0,0,0,1134
928,0,0.15,0.25,0.13,1.35,60,0,0,0,1135
929,0,0.17,0,0.2,1.12,60,0,0,0,1136
930,0,0.15,0,0.2,1.46,60,0,0,0,1137
931,2,0.25,0,0.1,1.42,60,0,0,0,1138
932,0,0.18,0,0.2,0,60,0,0,0,1139
933,1,0.15,0,0.2,0.45,60,0,0,0,1140
934,2,0.09,0,0.2,1.44,60,0,0,0,1141
935,0,0.21,0,0.2,1.13,60,0,0,0,1142
936,1,0.15,0,0.1,1,60,0,0,0,1143
937,0,0.05,0,0.1,1.48,60,0,0,0,1144
938,2,0.19,0,0.2,1.35,60,0,0,0,1145
939,1,0.1,0.1,0.17,0.1,60,0,0,4,1147
940,0,0.07,0.1,0.17,0.4,60,0,0,4,1147
941,2,0.2,0.2,0.17,0.95,60,0,0,4,1147
943,0,0.2,0.25,0.11,0,60,0,0,0,1149
944,1,0.1,0.1,0.11,0.15,60,0,0,0,1149
945,0,0.15,0.2,0.15,0.6,60,0,0,0,1150
946,1,0.17,0.1,0.15,0.2,60,0,0,0,1150
947,1,0.12,0.1,0.15,0.13,60,0,0,0,1151
948,0,0.1,0.15,0.1,0.4,60,0,0,0,1151
949,0,0.11,0.15,0.15,0.32,60,0,0,0,1152
951,0,0.3,0.1,0.2,0,60,0,0,0,1154
952,2,0.3,0.1,0.2,0.3,60,0,0,0,1156
953,0,0.4,0.2,0.35,0,60,0,0,0,1157
954,0,0.4,0,0.2,1.41,60,0,0,0,1158
955,0,0.15,0,0.2,0.23,0.5,0,0,0,1159
956,0,0.5,0,0.2,2.02,0.5,0,0,0,1160
957,0,2,0.25,0.13,0,60,3,4,0,1161
958,0,0.35,0.15,0.15,0.2,60,3,4,0,1162
959,0,0.1,0.25,0.13,0.4,60,0,0,0,1163
960,0,0.15,0.25,0.13,0.35,60,0,0,0,1164
961,1,0.3,0.1,0.2,2,60,0,0,0,1165
963,0,0.5,0.25,0.25,0,60,0,0,0,1167
964,2,0.25,0.2,0.2,1.3,60,0,0,0,1168
965,2,0.5,0.3,0.15,0,60,1,2,0,1169
966,0,1.35,0.25,0.25,0,60,0,0,0,1171
967,0,5,0.25,0.25,0,60,0,0,0,1172
968,0,0.5,0.25,0.25,0,60,0,0,0,1173
969,1,0.2,0.2,0.2,1.4,60,3,4,1,1174
970,0,0.2,0.3,0.15,1.36,60,0,0,0,1175
972,0,0.5,0.2,0.35,0,0,0,0,0,1176
976,0,0.6,0.2,0.2,1.4,60,0,0,0,1180
977,0,0.25,0.2,0.2,1.25,60,0,0,0,1181
979,0,0.5,0.25,0.25,0,60,0,0,0,1182
980,0,0.3,0.3,0.15,1.41,60,0,0,0,1183
981,0,0.3,0.3,0.15,1.41,60,0,0,0,1184
982,0,0.5,0.3,0.15,1.3,60,0,0,0,1185
983,0,0.35,0.25,0.25,1.25,60,3,4,0,1186
984,0,0.15,0,0.15,1.35,60,0,0,0,1187
985,0,0.2,0,0.15,0,60,0,0,0,1188
986,2,0.27,0,0.15,1.23,60,0,0,0,1189
987,2,0.15,0,0.15,0,60,0,0,0,1190
988,0,0.3,0.1,0.2,0.5,60,0,0,0,1191
989,1,30,0,0.15,0,60,0,0,0,1193
990,0,0.3,0.3,0.15,0.15,60,0,0,0,1194
991,0,0.3,0.3,0.15,0.15,60,0,0,0,1195
992,0,0.5,0.25,0.25,0,60,0,0,0,1196
993,1,0.2,0.3,0.15,1.3,60,0,0,0,1197
994,1,0.3,0.3,0.15,0,60,0,0,0,1198
995,2,0.2,0.1,0.1,2.8,60,0,0,0,1199
996,0,0.2,0.15,0.1,1.8,60,0,0,0,1200
997,2,1,0.5,0.3,0,60,0,0,0,1201
998,2,0.2,0.2,0.2,1.4,60,0,0,0,1202
999,0,0.15,0,0.1,0.8,60,0,0,0,1203
1000,2,2,0.5,0.3,0,60,0,0,0,1204
1001,0,0.15,0.45,0.25,1.4,60,0,0,1,1205
1002,0,1,0.2,0.35,0,60,3,4,1,1207
1003,0,3.5,0.5,1.5,1,60,0,0,0,1208
1004,0,0.15,0,0.15,1.35,60,0,0,0,1209
1005,0,0.35,0,0.15,0,60,0,0,0,1210
1006,0,1,0.2,0.35,0,60,3,9,0,1212
1007,0,1,0.5,0.5,0,60,0,0,0,1213
1008,0,0.25,0.1,0.1,0.45,60,0,0,0,1215
1009,2,0.2,0.1,0.1,0.45,60,0,0,0,1216
1010,0,0.13,0,0.1,0.43,60,0,0,0,1217
1011,0,0.4,0.1,0.1,0,60,0,0,0,1218
1012,0,0.35,0.1,0.1,0.2,60,0,0,0,1219
1013,1,0.3,0,0.2,0,60,3,4,0,1220
1014,1,0.15,0,0.2,1.35,60,3,4,0,1221
1015,0,0.1,0,0.1,1.45,60,0,0,0,1222
1016,0,0.3,0.3,0.3,2.2,60,0,0,0,1223
1017,0,0.25,0.15,0.3,0.1,90,0,0,0,1224
1018,0,0.2,0.05,0.2,1,90,0,0,0,1225
1019,1,1,0.2,0.35,0,60,3,4,1,1226
1020,0,0.3,0,0.3,1.45,60,0,0,0,1227
1021,2,0.3,0,0.3,1.35,60,0,0,0,1228
1022,0,0.65,0,0.15,0.35,60,0,0,0,1229
1023,0,1.65,0,0.15,0.35,60,0,0,0,1230
1024,0,1,0,0.1,0.4,60,0,0,0,1231
1025,0,2.5,0,0.1,0.25,60,0,0,0,1232
1026,0,1.25,0,0.1,0.05,60,0,0,0,1233
1027,0,1.25,0,0.1,0.05,60,0,0,0,1234
1028,2,0.3,0.1,1,0.5,60,0,0,0,1235
1029,0,0.5,0.25,0.13,0.1,60,0,0,0,1236
1030,0,0.15,0.15,0.15,0.4,60,0,0,0,1237
1031,2,0.5,0.1,1,0.1,60,0,0,0,1238
1032,0,0.16,0,0.32,2.42,60,0,0,0,1239
1033,0,0.6,0,0.25,0.2,60,0,0,0,1240
1034,0,0.2,0.25,0.13,0,60,3,4,1,1241
1035,1,0.2,0.25,0.13,0.5,60,3,4,1,1241
1036,0,0.65,0,0.15,0,60,0,0,0,1242
1037,0,1,0,0.15,0,60,0,4,0,1243
1038,0,0.05,0,0.15,0.95,60,0,0,0,1244
1039,0,0.3,0,0.15,0,60,0,0,0,1245
1040,2,0.5,0.25,0.25,1,60,0,0,0,1246
1041,0,0.4,0.25,0.13,0.3,60,0,0,0,1247
1042,1,0.4,0.25,0.13,0.3,60,0,0,0,1247
1043,0,0.3,0,0.3,1.44,60,0,0,0,1248
1044,0,0.35,0.3,0.25,0.25,60,0,0,0,1249
1045,1,0.16,0.1,0.15,0.3,60,0,0,0,1250
1046,0,0.16,0.15,0.1,0.3,60,0,0,0,1250
1047,0,0.3,0.25,0.13,0.7,60,0,0,0,1251
1049,0,0.5,0,0.5,0,60,0,0,0,1253
1050,0,0.5,0.25,0.13,0.1,60,0,0,0,1255
1051,0,1.5,0.18,0.18,0.13,60,0,0,0,1256
1052,0,2,0,0.15,1.5,60,0,0,0,1257
1053,0,0.75,0.15,1,0,60,3,4,1,1258
1054,1,0.75,0.15,1,0,60,3,4,1,1259
1055,2,0.15,0.15,0.15,1.5,60,0,0,0,1260
1056,2,0.2,0.15,0.2,2.31,60,0,0,0,1261
1057,2,0.5,0.15,0.25,1.2,60,0,0,0,1262
1058,2,0.4,0.2,0.3,0,60,0,0,0,1263
1059,0,0.15,0.15,0.25,0,60,0,0,0,1264
1060,1,0.15,0.15,0.25,0.4,60,0,0,0,1264
1061,0,0.2,0.15,0.25,1.3,60,0,0,0,1264
1062,0,0.65,0,0.15,0.35,60,0,0,0,1265
1063,0,2,0,0.15,1.5,60,0,0,0,1266
1064,0,1.65,0,0.15,0.35,60,0,0,0,1267
1065,0,1,0,0.15,0,60,0,4,0,1268
1066,2,0.3,0.1,1,0.3,60,0,0,0,1269
1067,0,0.8,0.35,35,0,60,0,0,0,1270
1068,0,0.2,0.15,0.2,0.82,60,0,0,0,1271
1069,0,0.2,0.15,0.2,1.1,60,0,0,0,1271
1070,2,0.2,0.25,0.15,0.15,90,0,0,0,1254
1071,0,0.6,0,0.3,1,60,3,4,1,1272
1072,0,0.25,0.25,0.5,0.5,60,5,0,0,1273
1073,0,0.15,0.15,0.15,1.5,60,0,0,0,1274
1074,0,1,0,3,0,0,0,0,0,1275
1075,0,0.2,0.2,0.15,0,60,3,4,1,1276
1076,1,0.2,0.2,0.15,0,60,3,4,1,1276
1077,0,0.2,0,0.2,0.3,60,0,0,0,1277
1078,0,0.2,0,0.2,0.3,60,0,0,0,1278
1080,0,0.5,0.25,0.25,0,60,0,0,0,1280
1081,0,0.4,0.2,0.2,0,60,0,0,1,1281
1082,0,0.15,0.15,0.15,2.5,60,0,0,0,1282
1083,0,0.2,0.15,0.15,1.8,90,0,0,0,1283
1084,0,0.15,0.15,0.15,1.35,90,0,0,0,1284
1085,0,0.14,0,0.2,0.16,60,0,0,0,1285
1086,0,0.15,0,0.2,1.93,60,0,0,0,1286
1087,0,0.15,0,0.2,1.93,60,0,0,0,1287
1088,0,0.1,0.05,0.15,0.9,60,0,0,0,1288
1089,0,0.15,0.05,0.15,0,60,0,0,0,1289
1090,0,1,0.5,0.5,0,60,0,4,0,1291
1091,0,0.1,0,0.2,0.38,60,0,0,0,1292
1092,0,0.2,0,0.1,0.33,60,0,0,0,1293
1093,2,1,0.1,1,0.5,60,0,0,0,1294
1094,0,0.5,0.25,0.13,0.1,60,0,0,0,1295
1095,0,1,0,0.2,0.3,60,0,0,0,1296
1096,0,0.3,0,0.2,0.17,60,0,0,0,1297
1097,0,0.4,0,0.2,0,60,0,0,0,1298
1098,2,0.17,0.15,0.25,0.56,60,0,0,0,1299
1099,2,0.15,0.15,0.3,1.45,60,0,0,0,1299
1100,0,0.4,0,0.2,0,60,0,0,0,1300
1101,0,0.4,0,0.2,0,60,0,0,0,1301
1102,0,0.15,0,0.15,1.3,60,0,0,0,1302
1103,0,0.13,0,0.2,0.24,60,0,0,0,1303
1104,0,0.08,0,0.25,0.2,60,0,0,0,1304
1105,0,0.08,0,0.25,0.5,60,0,0,0,1305
1107,2,0.16,0.15,0.15,0.35,60,0,0,0,1306
1108,0,0.7,0.1,0.2,0,60,0,0,0,1307
1109,0,0.5,0.2,0.2,0,60,0,0,1,1308
1110,0,0.1,0.2,0.2,1.4,60,0,0,1,1309
1111,2,0.5,0.15,0.2,0.27,60,0,0,0,1310
1112,2,0.35,0.2,0.15,1.32,60,0,0,0,1311
1113,2,0.14,0.2,0.15,1.89,60,0,0,0,1312
1114,1,0.25,0.2,0.11,0.15,60,4,3,1,1313
1115,2,0.3,0.2,0.11,0,60,4,3,0,1314
1116,1,1,0.25,0.3,0,60,3,4,1,1315
1117,0,1,0.25,0.3,0,60,3,4,1,1316
1118,2,0.1,0,0.25,0.3,60,4,3,5,1317
1120,2,0.1,0.15,0.15,1.93,60,0,0,0,1318
1121,0,0.25,0.2,0.2,1.3,60,0,0,0,1319
1122,0,0.18,0,0.15,0.24,60,0,0,0,1320
1123,0,0.4,0.2,0.2,0,60,0,0,1,1321
1124,0,0.2,0.1,0.2,0,60,0,0,1,1322
1125,0,0.3,0.15,0.17,0.38,60,0,0,1,1323
1126,1,0.22,0.15,0.17,0.18,60,0,0,1,1324
1127,0,0.2,0.15,0.17,0.08,60,0,0,1,1325
1128,0,0.3,0.1,0.2,0.1,60,0,0,0,1326
1129,0,0.2,0,0.2,0.19,60,0,0,0,1327
1130,0,0.21,0.3,0.13,0.35,60,0,0,0,1328
1131,0,0.3,0.2,0.15,0.35,60,5,9,0,1329
1132,0,0.35,0,0.2,0.15,60,0,0,0,1330
1133,2,0.25,0.05,1,0.5,60,0,0,0,1331
1134,2,0.4,0.1,1,0.1,60,0,0,0,1332
1135,2,1,0.1,1,0.1,60,0,0,0,1333
1136,2,0.5,0,0.5,0,60,5,6,1,1334
1137,1,1,0.15,0.15,0.5,60,3,4,1,1335
1138,2,0.3,0.15,0.17,0,60,0,0,0,1336
1139,0,0.3,0.15,0.17,0.21,60,0,0,1,1337
1140,0,0.26,0.15,0.17,0.73,60,5,9,1,1338
1141,0,0.08,0.25,0.25,0.94,60,5,9,1,1339
1142,0,0.25,0,0.25,0,60,0,0,0,1340
1143,0,0.4,0.1,1,0.2,60,0,0,0,1341
1144,1,1,0.25,0.3,0.5,60,3,4,1,1342
1145,0,0.15,0.25,0.25,0.42,60,8,9,1,1343
1146,0,0.4,0.1,1,0.2,60,0,0,0,1344
1147,0,1,0.5,0.5,0,60,0,4,1,1345
1148,0,1,0,0.2,0.16,60,0,0,1,1346
1149,0,1,0.5,0.5,0,60,1,2,1,1347
1150,0,0.11,0.25,0.25,0.16,60,5,9,1,1348
1151,0,0.2,0,1,1.2,60,0,0,0,1349
1152,0,0.3,0,1,0,60,0,0,0,1350
1153,0,0.11,0.2,0.2,1.92,60,0,0,0,1351
1154,0,0.4,0,0.5,0,60,0,0,0,1352
1155,0,0.3,0.1,0.1,0,60,0,0,0,1353
1156,2,0.2,0,0.75,1.3,60,10,13,0,1354
1157,2,0.6,0.1,0.75,0,60,10,13,0,1355
1158,0,0.15,0.25,0.15,0.15,90,0,0,0,1356
1159,0,0.08,0,0.25,1.92,60,0,0,0,1357
1160,0,0.4,0,0.25,0,60,0,0,0,1358
1161,0,1,0.25,0.3,0,60,0,0,0,1359
1162,0,0.2,0.25,0.25,4.8,60,0,0,1,1360
1163,0,0.1,0.25,0.25,0.27,60,0,0,1,1361
1164,0,0.19,0.15,0.17,0.06,60,0,0,0,1362
1165,0,0.1,0.15,0.17,0.35,60,0,0,0,1362
1166,1,0.11,0.15,0.17,0.4,60,0,0,0,1362
1167,0,0.15,0.15,0.17,0.73,60,0,0,0,1362
1168,2,0.08,0.15,0.17,1.42,60,0,0,0,1362
1169,0,0.11,0.2,0.2,1.42,60,0,0,0,1363
1170,0,0.4,0,0.2,0.1,60,0,0,0,1364
1171,0,0.4,0.15,0.15,0.1,60,0,0,0,1365
1172,0,0.25,0.3,0.3,0.4,60,0,0,1,1366
1173,0,0.5,0.3,0.3,0.2,60,3,4,1,1367
1174,1,0.2,0.15,0.15,0,60,3,4,1,1368
1175,0,0.25,0.1,1,0.2,60,3,0,1,1369
1176,0,0.22,0.1,1,0,60,3,0,1,1370
1177,0,0.6,0.25,0.25,0.15,60,0,4,1,1371
1178,0,0.8,0.35,35,0,60,0,0,0,1372
1179,2,1.5,0.1,1,0.25,60,0,0,0,1373
1180,2,0.35,0.2,0.15,0.45,90,0,0,0,1374
1181,1,0.25,0.15,0.17,0.86,60,0,0,1,1375
1182,0,0.25,0.15,0.17,0.86,60,0,0,1,1376
1183,2,0.2,0.15,0.15,0.7,60,0,0,0,343
1184,2,0.2,0.15,0.3,0.2,60,0,0,0,1377
1185,2,0.2,0.15,0.3,0.2,60,0,0,0,1378
1186,2,0.25,0.15,0.1,0.3,60,0,0,0,1379
1187,0,0.2,0.15,0.3,0.12,60,0,0,0,1380
1188,0,0.25,0.15,0.1,0.3,60,0,0,0,1381
1189,2,0.2,0.15,0.15,0.23,60,0,0,0,1382
1190,2,0.2,0.15,0.15,0.23,60,0,0,0,1383
1191,2,0.2,0.15,0.15,0.23,60,0,0,0,1384
1192,0,0.3,0.2,0.2,0.15,60,0,0,0,1385
1193,1,0.35,0.15,0.15,0.35,60,0,0,0,1386
1194,1,0.35,0.15,0.15,0.35,60,0,0,0,378
1195,0,0.3,0.15,0.15,0.35,60,0,0,0,1387
1196,0,0.3,0.15,0.15,0.35,60,0,0,0,1388
1197,0,0.3,0.15,0.15,0.15,60,0,0,0,1389
1198,0,0.2,0.15,0.17,0.1,60,0,0,0,1390
1199,0,0.2,0.15,0.17,0.1,60,0,0,0,1391
1200,0,0.2,0.15,0.17,0.1,60,0,0,0,1392
1201,0,0.18,0.18,0.2,0.34,60,0,0,0,1393
1202,0,0.25,0.15,0.17,0.25,60,0,0,0,1394
1203,0,0.25,0.15,0.17,0.25,60,0,0,0,1395
1204,2,0.2,0.15,0.2,0.25,60,0,0,0,1396
1205,0,0.25,0.15,0.15,0.1,60,0,0,0,1397
1206,2,0.2,0.15,0.2,0.25,60,0,0,0,1398
1207,0,0.2,0.15,0.15,0.25,60,0,0,0,1399
1208,2,0.2,0.15,0.2,0.25,60,0,0,0,1401
1209,0,0.25,0.15,0.15,0.1,60,0,0,0,1402
1210,2,0.2,0.15,0.2,0.25,60,0,0,0,1403
1211,0,0.2,0.15,0.15,0.25,60,0,0,0,1404
1212,0,0.2,0.15,0.15,0.25,60,0,0,0,1405
1213,0,0.2,0.15,0.15,0.25,60,0,0,0,370
1214,2,0.15,0.15,0.2,0.4,60,0,0,0,1406
1215,0,0.32,0.15,0.2,0.2,60,0,0,0,1407
1216,2,0.15,0.15,0.2,0.4,60,0,0,0,1408
1217,2,0.2,0.15,0.15,0.45,60,0,0,0,1409
1218,2,0.2,0.15,0.15,0.45,60,0,0,0,1410
1219,2,0.2,0.15,0.15,0.45,60,0,0,0,335
1220,2,0.2,0.15,0.2,0.15,60,0,0,0,1411
1221,0,0.15,0.2,0.15,0.27,60,0,0,0,1412
1222,2,0.2,0.15,0.2,0.15,60,0,0,0,1413
1223,2,0.2,0.15,0.15,0.3,60,0,0,0,1414
1224,2,0.2,0.15,0.15,0.3,60,0,0,0,1415
1225,2,0.2,0.15,0.15,0.3,60,0,0,0,339
1226,0,0.2,0.15,0.15,0.4,60,0,0,0,1416
1227,0,0.2,0.15,0.2,0.12,60,0,0,0,1417
1228,2,0.2,0.15,0.15,0.4,60,0,0,0,1418
1229,1,0.15,0.15,0.15,0.28,60,0,0,0,1419
1230,1,0.15,0.15,0.15,0.28,60,0,0,0,1420
