InternalName,ID,Amount,TraitCurrencyID
10.0 Professions - Alchemy - Phial Mastery- Tab Unlock Cost,809,1,13
10.0 Professions - Alchemy - Phial Mastery - Path Spend Cost,810,1,2
10.0 Professions - Alchemy - Potion Mastery - Batch Production - Child Unlock Cost,899,1,890
10.0 Professions - Alchemy - Potion Mastery - Potion Experimentation - Child Unlock Cost,900,1,891
10.0 Professions - Alchemy - Potion Mastery - Potion Lore - Child Unlock Cost,901,1,892
10.0 Professions - Alchemy - Potion Mastery - Air Formulated Potions - Child Unlock Cost,902,1,893
10.0 Professions - Alchemy - Potion Mastery - Frost Formulated Potions - Child Unlock Cost,903,1,894
10.0 Professions - Alchemy - Potion Mastery - Potion Mastery - Child Unlock Cost,904,1,895
10.0 Professions - Alchemy - Potion Mastery- Tab Unlock Cost,905,1,13
10.0 Professions - Alchemy - Potion Mastery - Path Spend Cost,906,1,2
10.0 Professions - Alchemy - Alchemical Theory - Inspiring Ambience - Child Unlock Cost,907,1,896
10.0 Professions - Alchemy - Alchemical Theory - Resourceful Routines - Child Unlock Cost,908,1,897
10.0 Professions - Alchemy - Alchemical Theory - Decayology - Child Unlock Cost,909,1,898
10.0 Professions - Alchemy - Alchemical Theory - Chemical Synthesis - Child Unlock Cost,910,1,899
10.0 Professions - Alchemy - Alchemical Theory - Transmutation - Child Unlock Cost,911,1,900
10.0 Professions - Alchemy - Alchemical Theory - Alchemical Theory - Child Unlock Cost,912,1,901
10.0 Professions - Alchemy - Alchemical Theory- Tab Unlock Cost,913,1,13
10.0 Professions - Alchemy - Alchemical Theory - Path Spend Cost,914,1,2
10.0 Professions - Alchemy - Phial Mastery - Batch Production - Child Unlock Cost,1166,1,1105
10.0 Professions - Alchemy - Phial Mastery - Phial Experimentation - Child Unlock Cost,1167,1,1106
10.0 Professions - Alchemy - Phial Mastery - Phial Lore - Child Unlock Cost,1168,1,1107
10.0 Professions - Alchemy - Phial Mastery - Air Formulated Phials - Child Unlock Cost,1169,1,1108
10.0 Professions - Alchemy - Phial Mastery - Frost Formulated Phials - Child Unlock Cost,1170,1,1109
10.0 Professions - Alchemy - Phial Mastery - Phial Mastery - Child Unlock Cost,1171,1,1110
10.0 Professions - Alchemy - Phial Mastery- Tab Unlock Cost,1172,1,13
10.0 Professions - Alchemy - Phial Mastery - Path Spend Cost,1173,1,2
"10.0 Professions - Blacksmithing - Weaponsmithing - Axes, Picks & Polearms - Child Unlock Cost",1314,1,1233
10.0 Professions - Blacksmithing - Weaponsmithing - Maces & Hammers - Child Unlock Cost,1315,1,1234
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 07/14/22) - Hafted - Child Unlock Cost,1316,1,1235
10.0 Professions - Blacksmithing - Weaponsmithing - Long Blades - Child Unlock Cost,1317,1,1236
10.0 Professions - Blacksmithing - Weaponsmithing - Short Blades - Child Unlock Cost,1318,1,1237
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 07/14/22) - Blades - Child Unlock Cost,1319,1,1238
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 07/14/22) - Weaponsmithing - Child Unlo,1320,1,1239
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 07/14/22) - Tab Unlock Cost,1321,1,3
10.0 Professions - Blacksmithing - Weaponsmithing (Imported 07/14/22) - Path Spend Cost,1322,1,1
10.0 Professions - Blacksmithing - Specialty Smithing - Smelting - Child Unlock Cost,1323,1,1240
10.0 Professions - Blacksmithing - Specialty Smithing - Stonework - Child Unlock Cost,1324,1,1241
10.0 Professions - Blacksmithing - Specialty Smithing - Adventuring Gear - Child Unlock Cost,1325,1,1242
10.0 Professions - Blacksmithing - Specialty Smithing - Toolsmithing - Child Unlock Cost,1326,1,1243
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 07/14/22) - Specialty Smithing - Ch,1327,1,1244
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 07/14/22) - Tab Unlock Cost,1328,1,3
10.0 Professions - Blacksmithing - Specialty Smithing (Imported 07/14/22) - Path Spend Cost,1329,1,1
10.0 Professions - Blacksmithing - Armorsmithing - Gauntlets - Child Unlock Cost,1338,1,1251
10.0 Professions - Blacksmithing - Armorsmithing - Vambraces - Child Unlock Cost,1339,1,1252
10.0 Professions - Blacksmithing - Armorsmithing - Belts - Child Unlock Cost,1340,1,1253
10.0 Professions - Blacksmithing - Armorsmithing (Imported 07/14/22) - Fine Armor - Child Unlock Co,1341,1,1254
10.0 Professions - Blacksmithing - Armorsmithing - Sabatons - Child Unlock Cost,1342,1,1255
10.0 Professions - Blacksmithing - Armorsmithing - Pauldrons - Child Unlock Cost,1343,1,1256
10.0 Professions - Blacksmithing - Armorsmithing - Helms - Child Unlock Cost,1344,1,1257
10.0 Professions - Blacksmithing - Armorsmithing (Imported 07/14/22) - Sculpted Armor - Child Unloc,1345,1,1258
10.0 Professions - Blacksmithing - Armorsmithing - Greaves - Child Unlock Cost,1346,1,1259
10.0 Professions - Blacksmithing - Armorsmithing - Shields - Child Unlock Cost,1347,1,1260
10.0 Professions - Blacksmithing - Armorsmithing - Breastplates - Child Unlock Cost,1348,1,1261
10.0 Professions - Blacksmithing - Armorsmithing (Imported 07/14/22) - Large Plate Armor - Child Un,1349,1,1262
10.0 Professions - Blacksmithing - Armorsmithing (Imported 07/14/22) - Armorsmithing - Child Unlock,1350,1,1263
10.0 Professions - Blacksmithing - Armorsmithing (Imported 07/14/22) - Tab Unlock Cost,1351,1,3
10.0 Professions - Blacksmithing - Armorsmithing (Imported 07/14/22) - Path Spend Cost,1352,1,1
10.0 Professions - Leatherworking - Mail Armor Crafting - Belts - Child Unlock Cost,1549,1,1431
10.0 Professions - Leatherworking - Mail Armor Crafting - Shoulderguards - Child Unlock Cost,1550,1,1432
10.0 Professions - Leatherworking - Mail Armor Crafting - Boots - Child Unlock Cost,1551,1,1433
10.0 Professions - Leatherworking - Mail Armor Crafting - Gauntlets - Child Unlock Cost,1552,1,1434
10.0 Professions - Leatherworking - Mail Armor Crafting (Imported 07/20/22) - Large Mail - Child Un,1553,1,1440
10.0 Professions - Leatherworking - Mail Armor Crafting - Cuffs - Child Unlock Cost,1554,1,1436
10.0 Professions - Leatherworking - Mail Armor Crafting - Chain Cowls - Child Unlock Cost,1555,1,1437
10.0 Professions - Leatherworking - Mail Armor Crafting - Chain Greaves - Child Unlock Cost,1556,1,1438
10.0 Professions - Leatherworking - Mail Armor Crafting - Chain Shirts - Child Unlock Cost,1557,1,1439
10.0 Professions - Leatherworking - Mail Armor Crafting (Imported 07/20/22) - Large Chainmail - Chi,1558,1,1440
10.0 Professions - Leatherworking - Mail Armor Crafting (Imported 07/20/22) - Mail Armor Crafting -,1559,1,1441
10.0 Professions - Leatherworking - Mail Armor Crafting (Imported 07/20/22) - Tab Unlock Cost,1560,1,19
10.0 Professions - Leatherworking - Mail Armor Crafting (Imported 07/20/22) - Path Spend Cost,1561,1,9
10.0 Professions - Leatherworking - Leather Armor Crafting - Boots - Child Unlock Cost,1569,1,1447
10.0 Professions - Leatherworking - Leather Armor Crafting - Belts - Child Unlock Cost,1570,1,1448
10.0 Professions - Leatherworking - Leather Armor Crafting - Gloves - Child Unlock Cost,1571,1,1449
10.0 Professions - Leatherworking - Leather Armor Crafting - Legguards - Child Unlock Cost,1572,1,1450
10.0 Professions - Leatherworking - Leather Armor Crafting (Imported 07/20/22) - Embroidered Leathe,1573,1,1451
10.0 Professions - Leatherworking - Leather Armor Crafting - Wristwraps - Child Unlock Cost,1574,1,1452
10.0 Professions - Leatherworking - Leather Armor Crafting - Shoulderpads - Child Unlock Cost,1575,1,1453
10.0 Professions - Leatherworking - Leather Armor Crafting - Helms - Child Unlock Cost,1576,1,1454
10.0 Professions - Leatherworking - Leather Armor Crafting - Chestpieces - Child Unlock Cost,1577,1,1455
10.0 Professions - Leatherworking - Leather Armor Crafting (Imported 07/20/22) - Shaped Leather Arm,1578,1,1456
10.0 Professions - Leatherworking - Leather Armor Crafting (Imported 07/20/22) - Leather Armor Craf,1579,1,1457
10.0 Professions - Leatherworking - Leather Armor Crafting (Imported 07/20/22) - Tab Unlock Cost,1580,1,19
10.0 Professions - Leatherworking - Leather Armor Crafting (Imported 07/20/22) - Path Spend Cost,1581,1,9
10.0 Professions - Jewelcrafting - Enterprising - Glassware - Child Unlock Cost,1588,1,1462
10.0 Professions - Jewelcrafting - Enterprising - Extravagancies - Child Unlock Cost,1589,1,1463
10.0 Professions - Jewelcrafting - Enterprising - Prospecting - Child Unlock Cost,1590,1,1464
10.0 Professions - Jewelcrafting - Enterprising (Imported 07/20/22) - Enterprising - Child Unlock C,1591,1,1465
10.0 Professions - Jewelcrafting - Enterprising (Imported 07/20/22) - Tab Unlock Cost,1592,1,18
10.0 Professions - Jewelcrafting - Enterprising (Imported 07/20/22) - Path Spend Cost,1593,1,8
10.0 Professions - Jewelcrafting - Faceting - Frost - Child Unlock Cost,1594,1,1466
10.0 Professions - Jewelcrafting - Faceting - Fire - Child Unlock Cost,1595,1,1467
10.0 Professions - Jewelcrafting - Faceting - Earth - Child Unlock Cost,1596,1,1468
10.0 Professions - Jewelcrafting - Faceting - Air - Child Unlock Cost,1597,1,1469
10.0 Professions - Jewelcrafting - Faceting (Imported 07/20/22) - Faceting - Child Unlock Cost,1598,1,1470
10.0 Professions - Jewelcrafting - Faceting (Imported 07/20/22) - Tab Unlock Cost,1599,1,18
10.0 Professions - Jewelcrafting - Faceting (Imported 07/20/22) - Path Spend Cost,1600,1,8
10.0 Professions - Jewelcrafting - Jeweler's Kit Mastery - Jeweler's Kit Mastery - Child Unlock Cos,1601,1,1471
10.0 Professions - Jewelcrafting - Jeweler's Kit Mastery (Imported 07/20/22) - Path Spend Cost,1602,1,8
10.0 Professions - Jewelcrafting - Setting - Stone - Child Unlock Cost,1603,1,1472
10.0 Professions - Jewelcrafting - Setting - Idols - Child Unlock Cost,1604,1,1473
10.0 Professions - Jewelcrafting - Setting (Imported 07/20/22) - Carving - Child Unlock Cost,1605,1,1474
10.0 Professions - Jewelcrafting - Setting - Rings - Child Unlock Cost,1606,1,1475
10.0 Professions - Jewelcrafting - Setting - Necklaces - Child Unlock Cost,1607,1,1476
10.0 Professions - Jewelcrafting - Setting (Imported 07/20/22) - Jewelry - Child Unlock Cost,1608,1,1477
10.0 Professions - Jewelcrafting - Setting (Imported 07/20/22) - Setting - Child Unlock Cost,1609,1,1478
10.0 Professions - Jewelcrafting - Setting (Imported 07/20/22) - Tab Unlock Cost,1610,1,18
10.0 Professions - Jewelcrafting - Setting (Imported 07/20/22) - Path Spend Cost,1611,1,8
10.0 Professions - Leatherworking - Primordial Leatherworking - Decaying Grasp - Child Unlock Cost,1658,1,1535
10.0 Professions - Leatherworking - Primordial Leatherworking - Bestial Primacy - Child Unlock Cost,1659,1,1536
10.0 Professions - Leatherworking - Primordial Leatherworking - Elemental Mastery - Child Unlock Co,1660,1,1537
10.0 Professions - Leatherworking - Primordial Leatherworking (Imported 07/21/22) - Primordial Leat,1661,1,1538
10.0 Professions - Leatherworking - Primordial Leatherworking (Imported 07/21/22) - Tab Unlock Cost,1662,1,19
10.0 Professions - Leatherworking - Primordial Leatherworking (Imported 07/21/22) - Path Spend Cost,1663,1,9
10.0 Professions - Leatherworking - Leatherworking Discipline - Curing and Tanning - Child Unlock C,1664,1,1539
10.0 Professions - Leatherworking - Leatherworking Discipline - Bonding and Stitching - Child Unloc,1665,1,1540
10.0 Professions - Leatherworking - Leatherworking Discipline - Awl Inspiring Works - Child Unlock ,1666,1,1541
10.0 Professions - Leatherworking - Leatherworking Discipline - Shear Mastery of Leather - Child Un,1667,1,1542
10.0 Professions - Leatherworking - Leatherworking Discipline (Imported 07/21/22) - Leatherworking ,1668,1,1543
10.0 Professions - Leatherworking - Leatherworking Discipline (Imported 07/21/22) - Path Spend Cost,1670,1,9
10.0 Professions - Skinning - Tanning - Scale Mastery - Child Unlock Cost,1799,1,1665
10.0 Professions - Skinning - Tanning - Leather Mastery - Child Unlock Cost,1800,1,1666
10.0 Professions - Skinning - Tanning (Imported 07/27/22) - Tanning - Child Unlock Cost,1801,1,1667
10.0 Professions - Skinning - Tanning (Imported 07/27/22) - Tab Unlock Cost,1802,1,21
10.0 Professions - Skinning - Tanning (Imported 07/27/22) - Path Spend Cost,1803,1,11
10.0 Professions - Skinning - Harvesting - Trophy Collector - Child Unlock Cost,1804,1,1668
10.0 Professions - Skinning - Harvesting - Meat Carver - Child Unlock Cost,1805,1,1669
10.0 Professions - Skinning - Harvesting - Lure Crafter - Child Unlock Cost,1806,1,1670
10.0 Professions - Skinning - Harvesting (Imported 07/27/22) - Harvesting - Child Unlock Cost,1807,1,1671
10.0 Professions - Skinning - Harvesting (Imported 07/27/22) - Tab Unlock Cost,1808,1,21
10.0 Professions - Skinning - Harvesting (Imported 07/27/22) - Path Spend Cost,1809,1,11
10.0 Professions - Skinning - Bait Crafter - Elemental Infusion - Child Unlock Cost,1810,1,1672
10.0 Professions - Skinning - Bait Crafter - Mastery - Child Unlock Cost,1811,1,1673
10.0 Professions - Skinning - Bait Crafter (Imported 07/27/22) - Bait Crafter - Child Unlock Cost,1812,1,1674
10.0 Professions - Skinning - Bait Crafter (Imported 07/27/22) - Tab Unlock Cost,1813,1,21
10.0 Professions - Skinning - Bait Crafter (Imported 07/27/22) - Path Spend Cost,1814,1,11
10.0 Professions - Inscription - Rune Mastery - Flawless Inks - Child Unlock Cost,1822,1,1680
10.0 Professions - Inscription - Rune Mastery - Understanding Flora - Child Unlock Cost,1823,1,1681
10.0 Professions - Inscription - Rune Mastery - Infinite Discovery - Child Unlock Cost,1824,1,1682
10.0 Professions - Inscription - Rune Mastery - Perfect Practice - Child Unlock Cost,1825,1,1683
10.0 Professions - Inscription - Rune Mastery - Rune Mastery - Child Unlock Cost,1826,1,1684
10.0 Professions - Inscription - Rune Mastery- Tab Unlock Cost,1827,1,17
10.0 Professions - Inscription - Rune Mastery - Path Spend Cost,1828,1,7
10.0 Professions - Inscription - Runebinding - Fauna Runes - Child Unlock Cost,1829,1,1685
10.0 Professions - Inscription - Runebinding - Vantus Runes - Child Unlock Cost,1830,1,1686
10.0 Professions - Inscription - Runebinding - Codexes - Child Unlock Cost,1831,1,1687
10.0 Professions - Inscription - Runebinding - Runic Scripture - Child Unlock Cost,1832,1,1688
10.0 Professions - Inscription - Runebinding - Staves - Child Unlock Cost,1833,1,1689
10.0 Professions - Inscription - Runebinding - Profession Tools - Child Unlock Cost,1834,1,1690
10.0 Professions - Inscription - Runebinding - Woodcarving - Child Unlock Cost,1835,1,1691
10.0 Professions - Inscription - Runebinding - Runebinding - Child Unlock Cost,1836,1,1692
10.0 Professions - Inscription - Runebinding- Tab Unlock Cost,1837,1,17
10.0 Professions - Inscription - Runebinding - Path Spend Cost,1838,1,7
10.0 Professions - Tailoring - Tailoring Mastery - Shrewd Stitchery - Child Unlock Cost,1949,1,1783
10.0 Professions - Tailoring - Tailoring Mastery - Sparing Sewing - Child Unlock Cost,1950,1,1784
10.0 Professions - Tailoring - Tailoring Mastery - Cloth Collection - Child Unlock Cost,1951,1,1785
10.0 Professions - Tailoring - Tailoring Mastery (Imported 08/04/22) - Tailoring Mastery - Child Un,1952,1,1786
10.0 Professions - Tailoring - Tailoring Mastery (Imported 08/04/22) - Path Spend Cost,1953,1,12
10.0 Professions - Tailoring - Textiles - Embroidery - Child Unlock Cost,1954,1,1787
10.0 Professions - Tailoring - Textiles - Weaving - Child Unlock Cost,1955,1,1788
10.0 Professions - Tailoring - Textiles - Spinning - Child Unlock Cost,1956,1,1789
10.0 Professions - Tailoring - Textiles - Textiles - Child Unlock Cost,1957,1,1790
10.0 Professions - Tailoring - Textiles- Tab Unlock Cost,1958,1,22
10.0 Professions - Tailoring - Textiles - Path Spend Cost,1959,1,12
10.0 Professions - Tailoring - Draconic Needlework - Timeweaving - Child Unlock Cost,1960,1,1791
10.0 Professions - Tailoring - Draconic Needlework - Chronocloth Tailoring - Child Unlock Cost,1961,1,1792
10.0 Professions - Tailoring - Draconic Needlework - Azureweaving - Child Unlock Cost,1962,1,1793
10.0 Professions - Tailoring - Draconic Needlework - Azureweave Tailoring - Child Unlock Cost,1963,1,1794
10.0 Professions - Tailoring - Draconic Needlework - Draconic Needlework - Child Unlock Cost,1964,1,1795
10.0 Professions - Tailoring - Draconic Needlework- Tab Unlock Cost,1965,1,22
10.0 Professions - Tailoring - Draconic Needlework - Path Spend Cost,1966,1,12
10.0 Professions - Tailoring - Garmentcrafting - Belts - Child Unlock Cost,1982,1,1809
10.0 Professions - Tailoring - Garmentcrafting - Armbands - Child Unlock Cost,1983,1,1810
10.0 Professions - Tailoring - Garmentcrafting - Mantles - Child Unlock Cost,1984,1,1811
10.0 Professions - Tailoring - Garmentcrafting - Embellishments - Child Unlock Cost,1985,1,1812
10.0 Professions - Tailoring - Garmentcrafting - Cloaks - Child Unlock Cost,1986,1,1813
10.0 Professions - Tailoring - Garmentcrafting - Hats - Child Unlock Cost,1987,1,1814
10.0 Professions - Tailoring - Garmentcrafting - Footwear - Child Unlock Cost,1988,1,1815
10.0 Professions - Tailoring - Garmentcrafting - Gloves - Child Unlock Cost,1989,1,1816
10.0 Professions - Tailoring - Garmentcrafting - Outerwear - Child Unlock Cost,1990,1,1817
10.0 Professions - Tailoring - Garmentcrafting - Leggings - Child Unlock Cost,1991,1,1818
10.0 Professions - Tailoring - Garmentcrafting - Robes - Child Unlock Cost,1992,1,1819
10.0 Professions - Tailoring - Garmentcrafting - Outfits - Child Unlock Cost,1993,1,1820
10.0 Professions - Tailoring - Garmentcrafting - Garmentcrafting - Child Unlock Cost,1994,1,1821
10.0 Professions - Tailoring - Garmentcrafting- Tab Unlock Cost,1995,1,22
10.0 Professions - Tailoring - Garmentcrafting - Path Spend Cost,1996,1,12
10.0 Professions - Blacksmithing - Anvil Mastery - Poignant Plans - Child Unlock Cost,2053,1,1869
10.0 Professions - Blacksmithing - Anvil Mastery - Safety Smithing - Child Unlock Cost,2054,1,1870
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 08/04/22) - Hammer Control - Child Unloc,2055,1,1871
10.0 Professions - Blacksmithing - Anvil Mastery (Imported 08/04/22) - Path Spend Cost,2056,1,1
10.0 Professions - Inscription - Archiving - Jetscale Sigil - Child Unlock Cost,2106,1,1909
10.0 Professions - Inscription - Archiving - Bronzescale Sigil - Child Unlock Cost,2107,1,1910
10.0 Professions - Inscription - Archiving - Sagescale Sigil - Child Unlock Cost,2108,1,1911
10.0 Professions - Inscription - Archiving - Emberscale Sigil - Child Unlock Cost,2109,1,1912
10.0 Professions - Inscription - Archiving - Azurescale Sigil - Child Unlock Cost,2110,1,1913
10.0 Professions - Inscription - Archiving - Scale Sigils - Child Unlock Cost,2111,1,1914
10.0 Professions - Inscription - Archiving - Draconic Treatises - Child Unlock Cost,2112,1,1915
10.0 Professions - Inscription - Archiving - Contracts and Missives - Child Unlock Cost,2113,1,1916
10.0 Professions - Inscription - Archiving - Shared Knowledge - Child Unlock Cost,2114,1,1917
10.0 Professions - Inscription - Archiving - Earth - Child Unlock Cost,2115,1,1918
10.0 Professions - Inscription - Archiving - Air - Child Unlock Cost,2116,1,1919
10.0 Professions - Inscription - Archiving - Frost - Child Unlock Cost,2117,1,1920
10.0 Professions - Inscription - Archiving - Fire - Child Unlock Cost,2118,1,1921
10.0 Professions - Inscription - Archiving - Darkmoon Mysteries - Child Unlock Cost,2119,1,1922
10.0 Professions - Inscription - Archiving - Archiving - Child Unlock Cost,2120,1,1923
10.0 Professions - Inscription - Archiving- Tab Unlock Cost,2121,1,17
10.0 Professions - Inscription - Archiving - Path Spend Cost,2122,1,7
10.0 Professions - Engineering - Explosives - Ez-Thro - Child Unlock Cost,2576,1,2296
10.0 Professions - Engineering - Explosives - Short Fuse - Child Unlock Cost,2577,1,2297
10.0 Professions - Engineering - Explosives - Creation - Child Unlock Cost,2578,1,2298
10.0 Professions - Engineering - Explosives (Imported 08/18/22) - Explosives - Child Unlock Cost,2579,1,2299
10.0 Professions - Engineering - Explosives (Imported 08/18/22) - Tab Unlock Cost,2580,1,15
10.0 Professions - Engineering - Explosives (Imported 08/18/22) - Path Spend Cost,2581,1,5
10.0 Professions - Engineering - Function Over Form - Utility - Child Unlock Cost,2582,1,2300
10.0 Professions - Engineering - Function Over Form - Gears for Gear - Child Unlock Cost,2583,1,2301
10.0 Professions - Engineering - Function Over Form - Gear - Child Unlock Cost,2584,1,2302
10.0 Professions - Engineering - Function Over Form (Imported 08/18/22) - Function Over Form - Chil,2585,1,2303
10.0 Professions - Engineering - Function Over Form (Imported 08/18/22) - Tab Unlock Cost,2586,1,15
10.0 Professions - Engineering - Function Over Form (Imported 08/18/22) - Path Spend Cost,2587,1,5
10.0 Professions - Engineering - Mechanical Mind - Novelties - Child Unlock Cost,2588,1,2304
10.0 Professions - Engineering - Mechanical Mind - Inventions - Child Unlock Cost,2589,1,2305
10.0 Professions - Engineering - Mechanical Mind (Imported 08/18/22) - Mechanical Mind - Child Unlo,2590,1,2306
10.0 Professions - Engineering - Mechanical Mind (Imported 08/18/22) - Tab Unlock Cost,2591,1,15
10.0 Professions - Engineering - Mechanical Mind (Imported 08/18/22) - Path Spend Cost,2592,1,5
10.0 Professions - Engineering - Optimized Efficiency - Generalist - Child Unlock Cost,2593,1,2307
10.0 Professions - Engineering - Optimized Efficiency - Scrapper - Child Unlock Cost,2594,1,2308
10.0 Professions - Engineering - Optimized Efficiency - Pieces Parts - Child Unlock Cost,2595,1,2309
10.0 Professions - Engineering - Optimized Efficiency (Imported 08/18/22) - Optimized Efficiency - ,2596,1,2310
10.0 Professions - Engineering - Optimized Efficiency (Imported 08/18/22) - Path Spend Cost,2597,1,5
10.0 Professions - Mining - Mining Process - Sorting - Child Unlock Cost,2685,1,2394
10.0 Professions - Mining - Mining Process - Industrialization - Child Unlock Cost,2686,1,2395
10.0 Professions - Mining - Mining Process - Surveying - Child Unlock Cost,2687,1,2396
10.0 Professions - Mining - Mining Process (Imported 08/19/22) - Mining Process - Child Unlock Cost,2688,1,2397
10.0 Professions - Mining - Mining Process (Imported 08/19/22) - Tab Unlock Cost,2689,1,20
10.0 Professions - Mining - Mining Process (Imported 08/19/22) - Path Spend Cost,2690,1,10
10.0 Professions - Mining - Metallurgy - Draconium - Child Unlock Cost,2691,1,2398
10.0 Professions - Mining - Metallurgy - Serevite - Child Unlock Cost,2692,1,2399
10.0 Professions - Mining - Metallurgy (Imported 08/19/22) - Metallurgy - Child Unlock Cost,2693,1,2400
10.0 Professions - Mining - Metallurgy (Imported 08/19/22) - Tab Unlock Cost,2694,1,20
10.0 Professions - Mining - Metallurgy (Imported 08/19/22) - Path Spend Cost,2695,1,10
10.0 Professions - Mining - Mastering the Elements - Primal - Child Unlock Cost,2696,1,2401
10.0 Professions - Mining - Mastering the Elements - Titan Touched - Child Unlock Cost,2697,1,2402
10.0 Professions - Mining - Mastering the Elements - Hardened - Child Unlock Cost,2698,1,2403
10.0 Professions - Mining - Mastering the Elements - Molten - Child Unlock Cost,2699,1,2404
10.0 Professions - Mining - Mastering the Elements (Imported 08/19/22) - Mastering the Elements - C,2700,1,2405
10.0 Professions - Mining - Mastering the Elements (Imported 08/19/22) - Tab Unlock Cost,2701,1,20
10.0 Professions - Mining - Mastering the Elements (Imported 08/19/22) - Path Spend Cost,2702,1,10
10.0 Professions - Herbalism - Mastering the Elements - Decayed - Child Unlock Cost,2769,1,2474
10.0 Professions - Herbalism - Mastering the Elements - Titan-Touched - Child Unlock Cost,2770,1,2475
10.0 Professions - Herbalism - Mastering the Elements - Frigid - Child Unlock Cost,2771,1,2476
10.0 Professions - Herbalism - Mastering the Elements - Windswept - Child Unlock Cost,2772,1,2477
10.0 Professions - Herbalism - Mastering the Elements (Imported 08/25/22) - Mastering the Elements ,2773,1,2478
10.0 Professions - Herbalism - Mastering the Elements (Imported 08/25/22) - Tab Unlock Cost,2774,1,16
10.0 Professions - Herbalism - Mastering the Elements (Imported 08/25/22) - Path Spend Cost,2775,1,6
10.0 Professions - Herbalism - Botany - Cultivation - Child Unlock Cost,2776,1,2479
10.0 Professions - Herbalism - Botany - Conversance - Child Unlock Cost,2777,1,2480
10.0 Professions - Herbalism - Botany (Imported 08/25/22) - Botany - Child Unlock Cost,2778,1,2481
10.0 Professions - Herbalism - Botany (Imported 08/25/22) - Tab Unlock Cost,2779,1,16
10.0 Professions - Herbalism - Botany (Imported 08/25/22) - Path Spend Cost,2780,1,6
10.0 Professions - Herbalism - Bountiful Harvests - Floriculture - Child Unlock Cost,2781,1,2482
10.0 Professions - Herbalism - Bountiful Harvests - Fungiculture - Child Unlock Cost,2782,1,2483
10.0 Professions - Herbalism - Bountiful Harvests - Arboriculture - Child Unlock Cost,2783,1,2484
10.0 Professions - Herbalism - Bountiful Harvests - Horticulture - Child Unlock Cost,2784,1,2485
10.0 Professions - Herbalism - Bountiful Harvests - Bountiful Harvests - Child Unlock Cost,2785,1,2486
10.0 Professions - Herbalism - Bountiful Harvests- Tab Unlock Cost,2786,1,16
10.0 Professions - Herbalism - Bountiful Harvests - Path Spend Cost,2787,1,6
Group cost,2817,1,2800
Group cost,2818,1,2801
5,2869,1,2563
3,2870,1,2563
10.0 Professions - Enchanting - Enchantment - Magical Reinforcement - Child Unlock Cost,2871,1,2564
10.0 Professions - Enchanting - Enchantment - Artistry - Child Unlock Cost,2872,1,2565
10.0 Professions - Enchanting - Enchantment - Adaptive - Child Unlock Cost,2873,1,2566
10.0 Professions - Enchanting - Enchantment (Imported 08/29/22) - Material Manipulation - Child Unl,2874,1,2567
10.0 Professions - Enchanting - Enchantment - Wafting - Child Unlock Cost,2875,1,2568
10.0 Professions - Enchanting - Enchantment - Frozen - Child Unlock Cost,2876,1,2569
10.0 Professions - Enchanting - Enchantment - Titanic - Child Unlock Cost,2877,1,2570
10.0 Professions - Enchanting - Enchantment - Earthen - Child Unlock Cost,2878,1,2571
10.0 Professions - Enchanting - Enchantment - Burning - Child Unlock Cost,2879,1,2572
10.0 Professions - Enchanting - Enchantment (Imported 08/29/22) - Primal - Child Unlock Cost,2880,1,2573
10.0 Professions - Enchanting - Enchantment (Imported 08/29/22) - Enchantment - Child Unlock Cost,2881,1,2574
10.0 Professions - Enchanting - Enchantment (Imported 08/29/22) - Tab Unlock Cost,2882,1,14
10.0 Professions - Enchanting - Enchantment (Imported 08/29/22) - Path Spend Cost,2883,1,4
10.0 Professions - Enchanting - Insight - Primal Extraction - Child Unlock Cost,2932,1,2618
10.0 Professions - Enchanting - Insight - Draconic Disenchantment - Child Unlock Cost,2933,1,2619
10.0 Professions - Enchanting - Insight (Imported 08/31/22) - Insight of the Blue - Child Unlock Co,2934,1,2620
10.0 Professions - Enchanting - Insight (Imported 08/31/22) - Tab Unlock Cost,2935,1,14
10.0 Professions - Enchanting - Insight (Imported 08/31/22) - Path Spend Cost,2936,1,4
"10.0 Professions - Enchanting - Rods, Runes, and Ruses - Inspired Devotion - Child Unlock Cost",2937,1,2621
"10.0 Professions - Enchanting - Rods, Runes, and Ruses - Resourceful Writ - Child Unlock Cost",2938,1,2622
"10.0 Professions - Enchanting - Rods, Runes, and Ruses - Illusory Goods - Child Unlock Cost",2939,1,2623
"10.0 Professions - Enchanting - Rods, Runes, and Ruses - Rods and Wands - Child Unlock Cost",2940,1,2624
"10.0 Professions - Enchanting - Rods, Runes, and Ruses (Imported 08/31/22) - Rods, Runes, and Ruses",2941,1,2625
"10.0 Professions - Enchanting - Rods, Runes, and Ruses (Imported 08/31/22) - Path Spend Cost",2942,1,4
Group cost,2945,1,2628
Group cost,2946,1,2629
,2981,1,2800
,2982,1,2801
Group cost,3035,1,2800
Group cost,3036,1,2801
Group cost,3081,1,2800
