ID,SpellID,Slot,ModifiedCraftingReagentSlotID,Field_9_0_1_35679_003,ReagentCount,ReagentReCraftCount
3456,332007,0,78,0,1,0
3457,307706,0,110,0,1,0
3458,338974,0,78,0,1,0
3459,332043,0,78,0,1,0
3460,332008,0,78,0,1,0
3461,307707,0,110,0,1,0
3462,338972,0,78,0,1,0
3463,332044,0,78,0,1,0
3464,332009,0,78,0,1,0
3465,307708,0,110,0,1,0
3466,338971,0,78,0,1,0
3467,332045,0,78,0,1,0
3468,332010,0,78,0,1,0
3469,307709,0,110,0,1,0
3470,338970,0,78,0,1,0
3471,332046,0,78,0,1,0
3472,332011,0,78,0,1,0
3473,307710,0,110,0,1,0
3474,338969,0,78,0,1,0
3475,332047,0,78,0,1,0
3476,332012,0,78,0,1,0
3477,307711,0,110,0,1,0
3478,338968,0,78,0,1,0
3479,332048,0,78,0,1,0
3480,332013,0,78,0,1,0
3481,307712,0,110,0,1,0
3482,310898,3,79,0,1,0
3483,307200,1,79,0,1,0
3484,309231,3,79,0,1,0
3485,309232,3,79,0,1,0
3486,309233,3,79,0,1,0
3487,309234,3,79,0,1,0
3488,309235,3,79,0,1,0
3489,309236,3,79,0,1,0
3490,309237,3,79,0,1,0
3491,309238,3,79,0,1,0
3492,309239,3,79,0,1,0
3493,309240,3,79,0,1,0
3494,309241,3,79,0,1,0
3495,309242,3,79,0,1,0
3496,309243,3,79,0,1,0
3497,309244,3,79,0,1,0
3498,309245,3,79,0,1,0
3499,310501,3,79,0,1,0
3500,310504,3,79,0,1,0
3501,310507,3,79,0,1,0
3502,310509,3,79,0,1,0
3503,310896,3,79,0,1,0
3504,310897,3,79,0,1,0
3505,310899,3,79,0,1,0
3506,310900,3,79,0,1,0
3507,310901,3,79,0,1,0
3508,310902,3,79,0,1,0
3509,310903,3,79,0,1,0
3510,310904,3,79,0,1,0
3511,311884,2,79,0,1,0
3512,311885,2,79,0,1,0
3513,311886,2,79,0,1,0
3514,311887,2,79,0,1,0
3515,311906,2,79,0,1,0
3516,311907,2,79,0,1,0
3517,311908,2,79,0,1,0
3518,311909,2,79,0,1,0
3519,322587,3,79,0,1,0
3520,322588,3,79,0,1,0
3521,322589,3,79,0,1,0
3522,322590,3,79,0,1,0
3523,322591,3,79,0,1,0
3524,322593,3,79,0,1,0
3525,322594,3,79,0,1,0
3526,322595,3,79,0,1,0
3527,309230,3,79,0,1,0
3528,365729,0,82,0,17,7
3530,365735,0,81,0,5,0
3531,365731,0,82,0,17,7
3532,367585,0,82,0,17,7
3533,367587,0,84,0,6,3
3534,367589,0,84,0,6,3
3535,367591,0,84,0,7,3
3536,367593,0,84,0,5,2
3537,367595,0,81,0,6,3
3538,367597,0,81,0,6,3
3539,367598,0,81,0,10,4
3540,367599,0,81,0,6,3
3541,367600,0,81,0,6,3
3542,367601,0,82,0,14,6
3543,367602,0,82,0,13,6
3544,367603,0,82,0,15,6
3545,367604,0,82,0,16,7
3546,367605,0,82,0,16,7
3547,367606,0,82,0,14,6
3548,367607,0,82,0,14,6
3549,367608,0,82,0,16,7
3550,367609,0,81,0,3,1
3551,367610,0,81,0,3,1
3552,367611,0,81,0,4,2
3553,367612,0,84,0,10,4
3554,367613,0,84,0,9,4
3555,367614,0,84,0,8,4
3556,367615,0,84,0,10,4
3557,367616,0,84,0,2,1
3558,367617,0,84,0,2,1
3559,367618,0,83,0,13,5
3560,367619,0,83,0,16,6
3561,367622,0,82,0,15,6
3562,367623,0,82,0,16,6
3563,367712,0,81,0,5,0
3564,367713,0,81,0,10,0
3565,367714,0,81,0,4,0
3657,370438,0,104,0,2,0
3658,370438,1,101,0,5,0
3659,370438,2,100,0,10,0
3660,370438,3,94,0,1,1
3661,370438,4,92,0,1,1
3662,370453,0,104,0,2,0
3663,370453,1,101,0,10,0
3664,370453,2,100,0,5,0
3665,370453,3,94,0,1,1
3666,370453,4,92,0,1,1
3667,370456,0,104,0,2,0
3668,370456,1,100,0,9,0
3669,370456,2,94,0,1,1
3670,370456,3,92,0,1,1
3671,370457,0,104,0,2,0
3672,370457,1,99,0,9,0
3673,370457,2,94,0,1,1
3674,370457,3,92,0,1,1
3675,370460,0,104,0,2,0
3676,370460,1,100,0,9,0
3677,370460,2,94,0,1,1
3678,370460,3,92,0,1,1
3679,370462,0,104,0,2,0
3680,370462,1,99,0,5,0
3681,370462,2,101,0,10,0
3682,370462,3,94,0,1,1
3683,370462,4,92,0,1,1
3684,370463,0,104,0,2,0
3685,370463,1,101,0,5,0
3686,370463,2,94,0,1,1
3687,370463,3,92,0,1,1
3688,370465,0,104,0,2,0
3689,370465,1,98,0,16,0
3690,370465,2,94,0,1,1
3691,370465,3,92,0,1,1
3692,370472,0,104,0,10,0
3693,370472,1,100,0,10,0
3694,370472,2,94,0,1,1
3695,370472,3,92,0,1,1
3696,370473,0,104,0,10,0
3697,370473,1,99,0,8,0
3698,370473,2,94,0,1,1
3699,370473,3,92,0,1,1
3700,370476,0,104,0,2,0
3701,370476,1,99,0,4,0
3702,370476,2,94,0,1,1
3703,370476,3,92,0,1,1
3704,370478,0,104,0,5,0
3705,370478,1,99,0,5,0
3706,370478,2,98,0,20,0
3707,370478,3,91,0,1,1
3708,370478,4,92,0,1,1
3709,370483,0,104,0,10,0
3710,370483,1,101,0,10,0
3711,370483,2,94,0,1,1
3712,370483,3,92,0,1,1
3713,370504,0,104,0,2,0
3714,370504,1,102,0,1,0
3715,370504,2,103,0,2,0
3716,370504,3,94,0,1,1
3717,370504,4,92,0,1,1
3719,370521,0,104,0,5,0
3720,370521,1,98,0,30,0
3721,370521,2,91,0,1,1
3722,370521,3,92,0,1,1
3723,370524,0,104,0,5,0
3724,370524,1,98,0,20,0
3725,370524,2,100,0,8,0
3726,370524,3,91,0,1,1
3727,370524,4,92,0,1,1
3728,370525,0,104,0,5,0
3729,370525,1,101,0,10,0
3730,370525,2,91,0,1,1
3731,370525,3,92,0,1,1
3732,370528,0,104,0,5,0
3733,370528,1,99,0,10,0
3734,370528,2,91,0,1,1
3735,370528,3,92,0,1,1
3736,370533,0,104,0,5,0
3737,370533,1,100,0,10,0
3738,370533,2,91,0,1,1
3739,370533,3,92,0,1,1
3740,370536,0,104,0,5,0
3741,370536,1,101,0,10,0
3742,370536,2,91,0,1,1
3743,370536,3,92,0,1,1
3744,370539,0,104,0,5,0
3745,370539,1,98,0,8,0
3746,370539,2,91,0,1,1
3747,370539,3,92,0,1,1
3748,370543,0,105,0,30,0
3749,370543,1,91,0,1,1
3750,370543,2,93,0,1,1
3752,370547,0,104,0,5,0
3753,370547,1,98,0,8,0
3754,370547,2,91,0,1,1
3755,370547,3,92,0,1,1
3756,370551,0,104,0,5,0
3757,370551,1,103,0,3,0
3758,370551,2,102,0,1,0
3759,370551,3,91,0,1,1
3760,370551,4,92,0,1,1
3766,370556,0,104,0,5,0
3767,370556,1,98,0,20,0
3768,370556,2,100,0,8,0
3769,370556,3,91,0,1,1
3770,370556,4,92,0,1,1
3771,370558,0,104,0,5,0
3772,370558,1,100,0,5,0
3773,370558,2,98,0,20,0
3774,370558,3,91,0,1,1
3775,370558,4,92,0,1,1
3776,370561,0,104,0,5,0
3777,370561,1,98,0,25,0
3778,370561,2,91,0,1,1
3779,370561,3,92,0,1,1
3784,370668,0,105,0,100,0
3785,370668,1,103,0,10,0
3786,370668,2,91,0,1,1
3787,370668,3,93,0,1,1
3789,370669,0,104,0,1,0
3790,370669,1,99,0,1,0
3791,370669,2,100,0,1,0
3792,370669,3,98,0,1,0
3793,370669,4,101,0,1,0
3794,370672,0,105,0,150,0
3795,370672,1,103,0,20,0
3796,370672,2,91,0,1,1
3797,370672,3,93,0,1,1
3799,370673,0,103,0,1,0
3800,370673,1,102,0,2,0
3801,370673,2,91,0,1,1
3802,370673,3,92,0,1,1
3804,370676,0,102,0,4,2
3805,370676,1,106,0,6,2
3806,370676,2,107,0,6,2
3807,370676,3,94,0,1,1
3808,370676,4,93,0,1,1
3809,370676,5,126,0,1,1
3810,370677,0,103,0,15,6
3811,370677,1,105,0,12,5
3812,370677,2,108,0,12,5
3813,370677,3,126,0,1,1
3814,370677,4,91,0,1,1
3815,370677,5,93,0,1,1
3816,370722,0,99,0,1,0
3817,370722,1,100,0,1,0
3818,370722,2,98,0,5,0
3819,370722,3,101,0,1,0
3820,370723,0,102,0,1,0
3821,370723,1,100,0,5,0
3822,370724,0,101,0,6,0
3823,370724,1,98,0,6,0
3824,370725,0,100,0,6,0
3825,370725,1,98,0,6,0
3826,370728,0,99,0,6,0
3827,370728,1,98,0,6,0
3828,370729,0,81,0,3,0
3829,370729,1,99,0,3,0
3830,370730,0,100,0,6,0
3831,370730,1,98,0,12,0
3832,370731,0,99,0,1,0
3833,370731,1,98,0,2,0
3834,370732,0,100,0,5,0
3835,370732,1,98,0,12,0
3836,370732,2,101,0,6,0
3837,370733,0,99,0,6,0
3838,370733,1,98,0,12,0
3839,370733,2,101,0,6,0
3840,370738,0,100,0,10,0
3841,370738,1,98,0,20,0
3842,370738,2,101,0,10,0
3843,370739,0,98,0,1,0
3844,370739,1,102,0,1,0
3845,370739,2,92,0,1,1
3846,370743,0,103,0,1,0
3847,370745,0,103,0,1,0
3848,370746,0,103,0,1,0
3849,370747,0,103,0,1,0
3899,367615,1,111,0,1,1
3900,367622,1,111,0,1,1
3914,367622,2,125,0,1,1
3915,367622,3,112,0,1,1
3916,367608,1,111,0,1,1
3917,367608,2,125,0,1,1
3918,367608,3,112,0,1,1
3919,367607,1,111,0,1,1
3920,367607,2,125,0,1,1
3921,367607,3,112,0,1,1
3922,367606,1,111,0,1,1
3923,367606,2,125,0,1,1
3924,367606,3,112,0,1,1
3925,367605,1,111,0,1,1
3926,367605,2,125,0,1,1
3927,367605,3,112,0,1,1
3928,367604,1,111,0,1,1
3929,367604,2,125,0,1,1
3930,367604,3,112,0,1,1
3931,367603,1,111,0,1,1
3932,367603,2,125,0,1,1
3933,367603,3,112,0,1,1
3934,367602,1,111,0,1,1
3935,367602,2,125,0,1,1
3936,367602,3,112,0,1,1
3937,367601,1,111,0,1,1
3938,367601,2,125,0,1,1
3939,367601,3,112,0,1,1
3940,371302,0,81,0,4,2
3941,371304,0,81,0,3,1
3942,371309,0,81,0,2,1
3943,371338,0,81,0,3,1
3946,371343,0,81,0,2,1
3947,371344,0,81,0,2,1
3948,371349,0,114,0,30,0
3949,371359,0,114,0,30,0
3950,371360,0,124,0,1,1
3951,371360,1,92,0,1,1
3954,371364,0,124,0,1,1
3955,371364,1,92,0,1,1
3958,371365,0,117,0,40,16
3959,371366,0,117,0,45,18
3960,371367,0,117,0,40,16
3961,371368,0,117,0,35,14
3962,371369,0,117,0,40,16
3963,371371,0,124,0,1,1
3964,371371,1,93,0,1,1
3967,371372,0,84,0,7,3
3968,371374,0,124,0,1,1
3969,371374,1,93,0,1,1
3977,371394,0,114,0,20,0
3978,371395,0,114,0,8,0
3979,371396,0,81,0,2,0
3982,371403,0,82,0,6,0
3983,371412,0,117,0,40,16
3984,367623,1,111,0,1,1
3985,367623,2,124,0,1,1
3986,367623,3,93,0,1,1
3987,367619,1,111,0,1,1
3988,367619,2,124,0,1,1
3989,367619,3,93,0,1,1
3990,367618,1,111,0,1,1
3991,367618,2,124,0,1,1
3992,367618,3,93,0,1,1
3993,367617,1,85,0,20,8
3994,367617,2,111,0,1,1
3995,367617,3,124,0,1,1
3996,367616,1,85,0,16,6
3997,367616,2,111,0,1,1
3998,367616,3,124,0,1,1
3999,367615,2,124,0,1,1
4000,367615,3,93,0,1,1
4001,367614,1,111,0,1,1
4002,367614,2,124,0,1,1
4003,367614,3,93,0,1,1
4004,367613,1,111,0,1,1
4005,367613,2,125,0,1,1
4006,367613,3,124,0,1,1
4007,367612,1,111,0,1,1
4008,367612,2,125,0,1,1
4009,367612,3,124,0,1,1
4010,367611,1,114,0,10,4
4011,367611,2,189,0,1,1
4012,367610,1,114,0,10,4
4013,367610,2,116,0,1,1
4014,367609,1,114,0,8,4
4015,367609,2,116,0,1,1
4016,367600,1,114,0,12,5
4017,367600,2,189,0,1,1
4018,367599,1,114,0,12,5
4019,367599,2,189,0,1,1
4020,367598,1,114,0,20,8
4021,367598,2,189,0,1,1
4022,367597,1,114,0,12,5
4023,367597,2,189,0,1,1
4024,367596,0,81,0,6,3
4025,367596,1,114,0,12,5
4026,367596,2,189,0,1,1
4027,367595,1,114,0,12,5
4028,367595,2,189,0,1,1
4029,371403,1,83,0,6,0
4030,371403,2,85,0,6,0
4031,365735,1,117,0,4,0
4032,367712,1,117,0,4,0
4033,367713,1,117,0,8,0
4034,367714,1,117,0,2,0
4035,371349,1,117,0,15,0
4036,371359,1,117,0,20,0
4039,371344,1,114,0,10,4
4040,371412,1,114,0,100,40
4043,371365,1,114,0,100,40
4044,371343,1,114,0,10,4
4045,371369,1,114,0,100,40
4046,371338,1,114,0,12,5
4047,371366,1,114,0,100,40
4048,371309,1,114,0,10,4
4049,371367,1,114,0,100,40
4050,371304,1,114,0,10,4
4051,371368,1,114,0,100,40
4052,371302,1,114,0,10,4
4053,367594,0,84,0,6,3
4054,367594,1,82,0,6,3
4055,367594,2,111,0,1,1
4056,367594,3,125,0,1,1
4057,367593,1,82,0,8,4
4058,367593,2,111,0,1,1
4059,367593,3,125,0,1,1
4060,367592,0,84,0,7,3
4061,367592,1,82,0,5,2
4062,367592,2,111,0,1,1
4063,367592,3,125,0,1,1
4064,367591,1,82,0,7,3
4065,367591,2,111,0,1,1
4066,367591,3,125,0,1,1
4067,367590,0,84,0,8,4
4068,367590,1,82,0,5,2
4069,367590,2,111,0,1,1
4070,367590,3,125,0,1,1
4071,367589,1,82,0,6,3
4072,367589,2,111,0,1,1
4073,367589,3,125,0,1,1
4074,367588,0,84,0,6,3
4075,367588,1,82,0,8,4
4076,367588,2,111,0,1,1
4077,367588,3,125,0,1,1
4078,367587,1,82,0,6,3
4079,367587,2,111,0,1,1
4080,367587,3,125,0,1,1
4081,367586,0,82,0,17,7
4082,367586,1,111,0,1,1
4083,367586,2,125,0,1,1
4084,367586,3,123,0,1,1
4085,367585,1,111,0,1,1
4086,367585,2,125,0,1,1
4087,367585,3,123,0,1,1
4088,365734,0,82,0,20,8
4089,365734,1,111,0,1,1
4090,365734,2,125,0,1,1
4091,365734,3,123,0,1,1
4092,365731,1,111,0,1,1
4093,365731,2,125,0,1,1
4094,365731,3,123,0,1,1
4095,365730,0,82,0,17,7
4096,365730,1,111,0,1,1
4097,365730,2,125,0,1,1
4098,365730,3,123,0,1,1
4099,365729,1,111,0,1,1
4100,365729,2,125,0,1,1
4101,365729,3,123,0,1,1
4105,371650,0,142,0,4,0
4106,371650,1,92,0,1,1
4107,371674,0,142,0,4,0
4108,371674,1,92,0,1,1
4109,371682,0,142,0,4,0
4110,371682,1,158,0,1,0
4123,370722,4,92,0,1,1
4124,370717,0,92,0,1,1
4125,370729,2,92,0,1,1
4126,370730,2,92,0,1,1
4127,370731,2,92,0,1,1
4128,370732,3,92,0,1,1
4129,370733,3,92,0,1,1
4130,370725,2,92,0,1,1
4131,370728,2,92,0,1,1
4132,370724,2,92,0,1,1
4133,370723,2,92,0,1,1
4135,370738,3,92,0,1,1
4136,367622,4,124,0,1,1
4137,367611,3,125,0,1,1
4138,367611,4,124,0,1,1
4139,367610,3,125,0,1,1
4140,367610,4,124,0,1,1
4141,367609,3,125,0,1,1
4142,367609,4,124,0,1,1
4143,367608,4,124,0,1,1
4144,367608,5,93,0,1,1
4145,367607,4,124,0,1,1
4146,367607,5,93,0,1,1
4147,367606,4,124,0,1,1
4148,367606,5,93,0,1,1
4149,367605,4,124,0,1,1
4150,367605,5,93,0,1,1
4151,367604,4,124,0,1,1
4152,367604,5,93,0,1,1
4153,367603,4,124,0,1,1
4154,367603,5,93,0,1,1
4155,367602,4,124,0,1,1
4156,367602,5,93,0,1,1
4157,367601,4,124,0,1,1
4158,367601,5,93,0,1,1
4159,367600,3,125,0,1,1
4160,367600,4,124,0,1,1
4161,367599,3,125,0,1,1
4162,367599,4,124,0,1,1
4163,367598,3,125,0,1,1
4164,367598,4,124,0,1,1
4165,367597,3,125,0,1,1
4166,367597,4,124,0,1,1
4167,367592,4,123,0,1,1
4168,371364,2,114,0,12,5
4169,371364,3,81,0,3,1
4170,371374,2,117,0,40,16
4171,371374,3,114,0,100,40
4172,371360,2,114,0,12,5
4173,371360,3,81,0,3,1
4174,371371,2,117,0,40,16
4175,371371,3,114,0,100,40
4176,365735,2,92,0,1,1
4177,367712,2,92,0,1,1
4178,367713,2,92,0,1,1
4179,367714,2,92,0,1,1
4184,371349,2,92,0,1,1
4185,371359,2,92,0,1,1
4186,371372,1,124,0,1,1
4187,371372,2,93,0,1,1
4188,371344,2,124,0,1,1
4189,371344,3,92,0,1,1
4190,371412,2,124,0,1,1
4191,371412,3,93,0,1,1
4192,371343,2,124,0,1,1
4193,371343,3,92,0,1,1
4194,371365,2,124,0,1,1
4195,371365,3,93,0,1,1
4196,371338,2,124,0,1,1
4197,371338,3,92,0,1,1
4198,371369,2,124,0,1,1
4199,371369,3,93,0,1,1
4200,371309,2,124,0,1,1
4201,371309,3,92,0,1,1
4202,371366,2,124,0,1,1
4203,371366,3,93,0,1,1
4204,371304,2,124,0,1,1
4205,371304,3,92,0,1,1
4206,371367,2,124,0,1,1
4207,371367,3,93,0,1,1
4208,371302,2,124,0,1,1
4209,371302,3,92,0,1,1
4210,371368,2,124,0,1,1
4211,371368,3,93,0,1,1
4213,367594,4,123,0,1,1
4214,367594,5,124,0,1,1
4215,367593,4,123,0,1,1
4216,367593,5,124,0,1,1
4217,367592,5,124,0,1,1
4218,367591,4,123,0,1,1
4219,367591,5,124,0,1,1
4220,367590,4,123,0,1,1
4221,367590,5,124,0,1,1
4222,367589,4,123,0,1,1
4223,367589,5,124,0,1,1
4224,367588,4,123,0,1,1
4225,367588,5,124,0,1,1
4226,367587,4,123,0,1,1
4227,367587,5,124,0,1,1
4228,367586,4,124,0,1,1
4229,367586,5,93,0,1,1
4230,367585,4,124,0,1,1
4231,367585,5,93,0,1,1
4232,365734,4,124,0,1,1
4233,365734,5,93,0,1,1
4234,365731,4,124,0,1,1
4235,365731,5,93,0,1,1
4236,365730,4,124,0,1,1
4237,365730,5,93,0,1,1
4238,365729,4,124,0,1,1
4239,365729,5,93,0,1,1
4248,367622,5,93,0,1,1
4259,367617,4,93,0,1,1
4260,367616,4,93,0,1,1
4263,367613,4,93,0,1,1
4264,367612,4,93,0,1,1
4265,367611,5,92,0,1,1
4266,367610,5,92,0,1,1
4267,367609,5,92,0,1,1
4276,367600,5,92,0,1,1
4277,367599,5,92,0,1,1
4278,367598,5,92,0,1,1
4279,367597,5,92,0,1,1
4280,367596,3,125,0,1,1
4281,367596,4,124,0,1,1
4282,367596,5,92,0,1,1
4283,367595,3,125,0,1,1
4284,367595,4,124,0,1,1
4285,367595,5,92,0,1,1
4286,367594,6,93,0,1,1
4287,367593,6,93,0,1,1
4288,367592,6,93,0,1,1
4289,367591,6,93,0,1,1
4290,367590,6,93,0,1,1
4291,367589,6,93,0,1,1
4292,367588,6,93,0,1,1
4293,367587,6,93,0,1,1
4305,374437,0,128,0,2,0
4306,374438,0,129,0,2,0
4307,374439,0,130,0,2,0
4308,374440,0,131,0,2,0
4309,374441,0,132,0,2,0
4310,374442,0,133,0,1,0
4311,374443,0,133,0,1,0
4312,374444,0,133,0,1,0
4313,374445,0,133,0,1,0
4314,374446,0,134,0,1,0
4315,374447,0,134,0,1,0
4316,374448,0,134,0,1,0
4317,374449,0,134,0,1,0
4318,374450,0,135,0,1,0
4319,374453,0,135,0,1,0
4320,374454,0,135,0,1,0
4321,374455,0,135,0,1,0
4322,374456,0,136,0,1,0
4323,374457,0,136,0,1,0
4324,374458,0,136,0,1,0
4325,374459,0,136,0,1,0
4326,374460,0,137,0,1,0
4327,374461,0,137,0,1,0
4328,374462,0,137,0,1,0
4329,374463,0,137,0,1,0
4330,374465,0,138,0,1,0
4331,374465,1,133,0,1,0
4332,374467,0,138,0,1,0
4333,374467,1,135,0,1,0
4334,374468,0,138,0,1,0
4335,374468,1,136,0,1,0
4336,374470,0,138,0,1,0
4337,374470,1,134,0,1,0
4338,374472,0,143,0,1,0
4339,374472,1,234,0,1,1
4342,374475,0,129,0,1,0
4343,374477,0,158,0,1,0
4344,374478,0,158,0,2,0
4345,374480,0,132,0,1,0
4346,374480,1,182,0,1,1
4347,374483,0,158,0,1,0
4348,374484,0,158,0,2,0
4349,374486,0,133,0,1,1
4350,374486,1,138,0,1,0
4351,374488,0,134,0,1,1
4352,374488,1,138,0,1,0
4353,374490,0,135,0,1,1
4354,374490,1,138,0,1,0
4355,374493,0,136,0,1,1
4356,374493,1,138,0,1,0
4357,374494,0,143,0,1,0
4358,374494,1,131,0,1,1
4359,374495,0,143,0,1,0
4360,374495,1,129,0,2,1
4361,374496,0,143,0,1,0
4362,374496,1,129,0,2,1
4363,374497,0,143,0,2,1
4364,374497,1,159,0,1,0
4365,374498,0,143,0,2,1
4366,374498,1,138,0,1,0
4367,374499,0,143,0,2,1
4368,374499,1,138,0,1,0
4369,374501,0,143,0,2,1
4370,374501,1,138,0,1,0
4371,374502,0,142,0,2,0
4372,374502,1,130,0,1,0
4373,374502,2,158,0,1,0
4374,374502,3,143,0,1,0
4375,374506,0,142,0,2,0
4376,374506,1,128,0,1,0
4377,374506,2,158,0,1,0
4378,374506,3,143,0,1,0
4379,374508,0,142,0,2,0
4380,374508,1,129,0,1,0
4381,374508,2,158,0,1,0
4382,374508,3,143,0,1,0
4383,374509,0,142,0,9,0
4384,374509,1,131,0,6,0
4385,374509,2,158,0,2,0
4386,374509,3,143,0,3,0
4387,374510,0,142,0,50,0
4388,374510,1,133,0,2,0
4389,374510,2,159,0,2,0
4390,374510,3,138,0,1,0
4391,374511,0,142,0,50,0
4392,374511,1,135,0,2,0
4393,374511,2,159,0,2,0
4394,374511,3,138,0,1,0
4395,374512,0,142,0,50,0
4396,374512,1,134,0,2,0
4397,374512,2,159,0,2,0
4398,374512,3,138,0,1,0
4399,374514,0,142,0,50,0
4400,374514,1,136,0,2,0
4401,374514,2,159,0,2,0
4402,374514,3,138,0,1,0
4403,374516,0,142,0,50,0
4404,374516,1,137,0,2,0
4405,374516,2,159,0,2,0
4406,374516,3,138,0,1,0
4407,374518,0,140,0,1,0
4408,374518,1,158,0,1,0
4409,374518,2,182,0,1,1
4410,374522,0,133,0,1,0
4411,374525,0,138,0,1,0
4412,374525,1,145,0,1,0
4415,374530,0,140,0,2,1
4416,374530,1,114,0,2,1
4417,374530,2,182,0,1,1
4418,374531,0,140,0,1,0
4419,374531,1,81,0,3,1
4420,374531,2,182,0,1,1
4421,374532,0,140,0,2,1
4422,374532,1,114,0,2,1
4423,374532,2,182,0,1,1
4424,374537,0,143,0,1,0
4425,374538,0,140,0,2,1
4426,374538,1,143,0,5,2
4427,374538,2,137,0,2,1
4428,374540,0,140,0,2,1
4429,374540,1,143,0,2,1
4430,374540,2,137,0,4,2
4431,374542,0,140,0,2,1
4432,374542,1,143,0,5,2
4433,374542,2,133,0,2,1
4434,374543,0,143,0,2,1
4435,374546,0,128,0,2,0
4436,374546,1,158,0,1,0
4437,374547,0,130,0,2,0
4438,374547,1,158,0,1,0
4439,374548,0,129,0,2,0
4440,374548,1,158,0,1,0
4441,374549,0,131,0,2,0
4442,374549,1,158,0,1,0
4443,374550,0,132,0,4,0
4444,374550,1,158,0,1,0
4445,374551,0,128,0,1,0
4446,374551,1,129,0,1,0
4447,374551,2,130,0,1,0
4448,374551,3,131,0,1,0
4449,374551,4,132,0,2,0
4450,374553,0,133,0,1,0
4451,374553,1,134,0,1,0
4452,374553,2,135,0,1,0
4453,374553,3,136,0,1,0
4454,374553,4,137,0,1,0
4455,374553,5,102,0,1,0
4466,375063,0,135,0,2,0
4467,375063,1,140,0,2,0
4468,375063,2,138,0,1,0
4469,374477,1,182,0,1,1
4470,374478,1,182,0,1,1
4471,374522,1,158,0,15,0
4478,374497,2,135,0,1,1
4479,374498,2,159,0,1,1
4480,374499,2,159,0,1,1
4481,374501,2,159,0,1,1
4483,375063,3,159,0,1,0
4484,375102,0,219,0,1,0
4485,375103,0,146,0,20,8
4486,375104,0,146,0,15,6
4487,375105,0,146,0,25,10
4488,375106,0,147,0,20,8
4489,375107,0,147,0,15,6
4490,375108,0,147,0,25,10
4491,375109,0,151,0,15,6
4492,375109,1,146,0,150,60
4493,375110,0,156,0,13,5
4494,375110,1,146,0,150,60
4495,375111,0,156,0,13,5
4496,375111,1,146,0,150,60
4497,375112,0,151,0,15,6
4498,375112,1,146,0,150,60
4499,375113,0,150,0,15,6
4500,375113,1,146,0,150,60
4501,375114,0,150,0,13,5
4502,375114,1,146,0,150,60
4503,375115,0,155,0,13,5
4504,375115,1,146,0,150,60
4505,375116,0,155,0,10,4
4506,375116,1,146,0,150,60
4507,375117,0,150,0,15,6
4508,375117,1,147,0,150,60
4509,375118,0,155,0,13,5
4510,375118,1,147,0,150,60
4511,375119,0,155,0,13,5
4512,375119,1,147,0,150,60
4513,375120,0,150,0,15,6
4514,375120,1,147,0,150,60
4515,375121,0,150,0,15,6
4516,375121,1,147,0,150,60
4517,375122,0,155,0,13,5
4518,375122,1,147,0,150,60
4519,375123,0,155,0,14,5
4520,375123,1,147,0,150,60
4521,375124,0,155,0,10,4
4522,375124,1,147,0,150,60
4523,375125,0,151,0,10,4
4524,375125,1,219,0,2,1
4525,375126,0,153,0,1,0
4526,375126,1,146,0,15,6
4527,375127,0,153,0,1,0
4528,375127,1,146,0,15,6
4529,375128,0,153,0,1,0
4530,375128,1,146,0,15,6
4531,375129,0,153,0,1,0
4532,375129,1,146,0,12,5
4533,375130,0,153,0,1,0
4534,375130,1,146,0,12,5
4535,375131,0,153,0,1,0
4536,375131,1,146,0,12,5
4537,375132,0,153,0,1,0
4538,375132,1,146,0,10,4
4539,375133,0,153,0,1,0
4540,375133,1,146,0,10,4
4541,375134,0,157,0,1,0
4542,375134,1,147,0,15,6
4543,375135,0,157,0,1,0
4544,375135,1,147,0,15,6
4545,375136,0,157,0,1,0
4546,375136,1,147,0,15,6
4547,375137,0,157,0,1,0
4548,375137,1,147,0,12,5
4549,375138,0,157,0,1,0
4550,375138,1,147,0,12,5
4551,375139,0,157,0,1,0
4552,375139,1,147,0,12,5
4553,375140,0,157,0,1,0
4554,375140,1,147,0,10,4
4555,375141,0,157,0,1,0
4556,375141,1,147,0,10,4
4557,375142,0,150,0,18,8
4558,375142,1,146,0,150,60
4559,375143,0,156,0,18,8
4560,375143,1,146,0,150,60
4561,375144,0,156,0,20,8
4562,375144,1,146,0,150,60
4563,375145,0,151,0,16,6
4564,375145,1,146,0,150,60
4565,375146,0,156,0,20,8
4566,375146,1,146,0,150,60
4567,375147,0,151,0,20,8
4568,375147,1,146,0,150,60
4569,375148,0,153,0,20,8
4570,375148,1,146,0,100,40
4571,375149,0,157,0,16,6
4572,375149,1,146,0,100,40
4573,375150,0,150,0,18,8
4574,375150,1,147,0,150,60
4575,375151,0,156,0,18,7
4576,375151,1,147,0,150,60
4577,375152,0,151,0,16,6
4578,375152,1,147,0,150,60
4579,375153,0,151,0,18,7
4580,375153,1,147,0,150,60
4581,375154,0,155,0,18,8
4582,375154,1,147,0,150,60
4583,375155,0,153,0,16,6
4584,375155,1,147,0,100,40
4585,375156,0,157,0,20,8
4586,375156,1,147,0,100,40
4587,375157,0,155,0,20,8
4588,375157,1,147,0,150,60
4589,375161,0,156,0,4,0
4590,375161,1,147,0,60,0
4591,375162,0,150,0,4,0
4592,375162,1,146,0,60,0
4595,375164,0,148,0,1,0
4596,375164,1,146,0,50,0
4600,375168,0,146,0,100,0
4601,375168,1,147,0,100,0
