ID,Word,LanguageID
1472,Vandarwos,33
1473,Firalaine,33
1474,Aetwinter,33
1475,Eloderung,33
1476,Regenthor,33
1477,Vastrungen,33
1478,Falhedring,33
1479,Cynewalden,33
1480,Dyrstigost,33
1481,Aelgestron,33
1482,Danavandar,33
1483,Wershaesire,33
1484,Thorlithtos,33
1485,Vassildador,33
1486,Agolandovis,33
1487,Bornevalesh,33
1488,Farlandowar,33
1489,Nevrenrothas,33
1490,Forthasador,33
1491,Mandosdaegil,33
1492,Waldirskilde,33
1493,Adorstaerume,33
1494,Golveldbarad,33
1495,A,35
1496,E,35
1497,I,35
1498,O,35
1499,U,35
1500,Y,35
1501,G,35
1502,X,35
1503,Il,35
1504,No,35
1505,Az,35
1506,Te,35
1507,Ur,35
1508,Za,35
1509,Ze,35
1510,Re,35
1511,Ul,35
1512,Me,35
1513,Xi,35
1514,Tor,35
1515,Gul,35
1516,Lok,35
1517,Asj,35
1518,Kar,35
1519,Lek,35
1520,Daz,35
1521,Maz,35
1522,Ril,35
1523,Ruk,35
1524,Laz,35
1525,Shi,35
1526,Zar,35
1527,Ashj,35
1528,Alar,35
1529,Orah,35
1530,Amir,35
1531,Aman,35
1532,Ante,35
1533,Kiel,35
1534,Maez,35
1535,Maev,35
1536,Veni,35
1537,Raka,35
1538,Zila,35
1539,Zenn,35
1540,Parn,35
1541,Rikk,35
1542,Melar,35
1543,Rakir,35
1544,Tiros,35
1545,Modas,35
1546,Belan,35
1547,Zekul,35
1548,Soran,35
1549,Gular,35
1550,Enkil,35
1551,Adare,35
1552,Golad,35
1553,Buras,35
1554,Nagas,35
1555,Revos,35
1556,Refir,35
1557,Kamil,35
1558,Rethul,35
1559,Rakkan,35
1560,Rakkas,35
1561,Tichar,35
1562,Mannor,35
1563,Archim,35
1564,Azgala,35
1565,Karkun,35
1566,Revola,35
1567,Mishun,35
1568,Arakal,35
1569,Kazile,35
1570,Thorje,35
1571,Belaros,35
1572,Tiriosh,35
1573,Faramos,35
1574,Danashj,35
1575,Amanare,35
1576,Faralos,35
1577,Kieldaz,35
1578,Karaman,35
1579,Gulamir,35
1580,Toralar,35
1581,Rethule,35
1582,Zennshi,35
1583,Maladath,35
1584,Kirasath,35
1585,Romathis,35
1586,Theramas,35
1587,Azrathud,35
1588,Mordanas,35
1589,Amanalar,35
1590,Ashjraka,35
1591,Azgalada,35
1592,Rukadare,35
1593,Sorankar,35
1594,Enkilzar,35
1595,Naztheros,35
1596,Zilthuras,35
1597,Kanrethad,35
1598,Matheredor,35
1599,Ticharamir,35
1600,Melarorah,35
1601,Arakalada,35
1602,Soranaman,35
1603,Nagasraka,35
1604,Belankar,35
1605,Pathrebosh,35
1606,Benthadoom,35
1607,Amanemodas,35
1608,Teamanare,35
1609,Enkilgular,35
1610,Burasadare,35
1611,Melamagas,35
1612,Zennrakkan,35
1613,Ashjrethul,35
1614,Zekulrakkas,35
1615,Archimtiros,35
1616,Mannorgulan,35
1617,Mishunadare,35
1618,Zennshinagas,35
1619,Ashjrakamas,35
1620,Kamilgolad,35
1621,...,36
1623,..,36
1624,.,36
1625,..,36
1626,...,36
1627,....,36
1628,.....,36
1629,.......,36
1630,.........,36
1631,1,37
1632,1,37
1633,11,37
1634,10,37
1635,11,37
1636,101,37
1637,1010,37
1638,10101,37
1639,101010,37
1640,1010101,37
1641,10101010,37
1642,111,37
1643,110,37
1644,1100,37
1645,1101,37
1646,11001,37
1647,10110,37
1648,10010,37
1649,110011,37
1650,110110,37
1651,1001100,37
1652,1000111,37
1653,11110110,37
1654,10011010,37
1655,11101101,37
1656,0,38
1657,01,38
1658,010,38
1659,011,38
1660,0100,38
1661,0110,38
1662,0101,38
1663,0111,38
1664,01110,38
1665,01010,38
1666,01101,38
1667,01001,38
1668,011001,38
1669,010111,38
1670,011011,38
1671,010010,38
1672,0110101,38
1673,0111011,38
1674,0100101,38
1675,0101110,38
1676,01101011,38
1677,01001100,38
1678,E,39
1679,Z,40
1680,ak,40
1681,rt,40
1682,ik,40
1683,um,40
1684,fr,40
1685,bl,40
1686,zz,40
1687,ap,40
1688,un,40
1689,ek,40
1690,eet,40
1691,paf,40
1692,gak,40
1693,erk,40
1694,gip,40
1695,nap,40
1696,kik,40
1697,bap,40
1698,ikk,40
1699,grk,40
1700,tiga,40
1701,moof,40
1702,bitz,40
1703,akak,40
1704,ripl,40
1705,foop,40
1706,keek,40
1707,errk,40
1708,apap,40
1709,rakr,40
1710,fibit,40
1711,shibl,40
1712,nebit,40
1713,ababl,40
1714,iklik,40
1715,nubop,40
1716,krikl,40
1717,zibit,40
1718,amama,40
1719,apfap,40
1720,ripdip,40
1721,skoopl,40
1722,bapalu,40
1723,oggnog,40
1724,yipyip,40
1725,kaklak,40
1726,ikripl,40
1727,bipfiz,40
1728,kiklix,40
1729,nufazl,40
1730,igglepop,40
1731,bakfazl,40
1732,rapnukl,40
1733,fizbikl,40
1734,lapadap,40
1735,biglkip,40
1736,nibbipl,40
1737,fuzlpop,40
1738,gipfizy,40
1739,babbada,40
1740,ibbityip,40
1741,etiggara,40
1742,saklpapp,40
1743,ukklnukl,40
1744,bendippl,40
1745,ikerfafl,40
1746,ikspindl,40
1747,baksnazl,40
1748,kerpoppl,40
1749,hopskopl,40
1750,hapkranky,40
1751,skippykik,40
1752,nogglefrap,40
1753,rapnakskappypappl,40
1754,rripdipskiplip,40
1755,napfazzyboggin,40
1756,kikklpipkikkl,40
1757,nibbityfuzhips,40
1758,bobnobblepapkap,40
1759,hikkitybippl,40
1762,Om,43
1763,Nom,43
1764,Om,42
1765,Nom,42
1766,Om,44
1767,Nom,44
2260,Ikki,168
2261,Takku,168
2262,Ki,168
2263,E,168
2264,Shikku,168
2265,Uk,168
2266,Shikkun,168
2267,Keet,168
2268,Ishakusha,168
2269,Koshwi,168
2700,ag,178
2701,ag'rr,178
2702,ag'thyzak,178
2703,ag'xig,178
2704,agth,178
2705,agthu,178
2706,ak'agthshi,178
2707,ak'uq,178
2708,al'tha,178
2709,amun,178
2710,an'qov,178
2711,an'shel,178
2712,an'zig,178
2713,anagg,178
2714,arwi,178
2715,awtgssh,178
2716,awtgsshu,178
2717,bo'al,178
2718,bormaz,178
2719,c'toth,178
2720,erh'ongg,178
2721,ez,178
2722,far'al,178
2723,fhssh,178
2724,fssh,178
2725,ga,178
2726,ga'halahs,178
2727,gag,178
2728,ghawl'fwata,178
2729,gul'kafh,178
2730,guu'lal,178
2731,guulphg,178
2732,h'iwn,178
2733,h'thon,178
2734,halahs,178
2735,halsheth,178
2736,hnakf,178
2737,hoq,178
2738,huqth,178
2739,i,178
2740,ifis,178
2741,iggksh,178
2742,iilth,178
2743,iiqaath,178
2744,iiyoq,178
2745,ka'kar,178
2746,kaaxth,178
2747,kssh'ga,178
2748,ky,178
2749,kyth,178
2750,lal,178
2751,log'loth,178
2752,lwhuk,178
2753,lyrr'keth,178
2754,ma,178
2755,maq,178
2756,mar'kowa,178
2757,marwol,178
2758,mh'naus,178
2759,muoq'vsh,178
2760,n'lyeth,178
2761,n'zoth,178
2762,naggwa'fssh,178
2763,ni,178
2764,nuq,178
2765,nuul,178
2766,og,178
2767,on'ma,178
2768,ongg,178
2769,oou,178
2770,par'okoth,178
2771,ph'magg,178
2772,phgwa'cul,178
2773,phquathi,178
2774,plahf,178
2775,puul,178
2776,pwhn'guul,178
2777,qam,178
2778,qi'plahf,178
2779,qi'uothk,178
2780,qornaus,178
2781,qualar,178
2782,qvsakf,178
2783,qwaz,178
2784,qwor,178
2785,ree'thael,178
2786,ryiu,178
2787,shandai,178
2788,shath'yar,178
2789,shfk,178
2790,shg'cul,178
2791,shg'fhn,178
2792,shg'ullwaq,178
2793,shgla'yos,178
2794,shkul,178
2795,shn,178
2796,shn'ma,178
2797,shuul,178
2798,shuul'wah,178
2799,sk'magg,178
2800,sk'shuul,178
2801,sk'tek,178
2802,sk'uuyat,178
2803,sk'woth'gl,178
2804,sk'yahf,178
2805,skshgn,178
2806,ssaggh,178
2807,sshoq'meg,178
2808,ta'thall,178
2809,tallol,178
2810,thoq,178
2811,thoth'al,178
2812,thyzz,178
2813,tulall,178
2814,uhn'agth,178
2815,uhnish,178
2816,uovssh,178
2817,uul'gwa,178
2818,uulg'ma,178
2819,uull,178
2820,uulwi,178
2821,vaz,178
2822,vormos,178
2823,vorzz,178
2824,vra,178
2825,vwah,178
2826,vwahuhn,178
2827,vwyq,178
2828,w'oq,178
2829,w'ssh,178
2830,wgah,178
2831,woth'gl,178
2832,yawifk,178
2833,ye'tarin,178
2834,yeh'glu,178
2835,yeq'kafhgyl,178
2836,yoh'ghyl,178
2837,yoq'al,178
2838,yrr,178
2839,yu'gaz,178
2840,ywaq,178
2841,yyg'far,178
2842,yyqzz,178
2843,za,178
2844,zaix,178
2845,zuq,178
2846,zuq'nish,178
2847,zyqtahg,178
2848,zz,178
2849,zzof,178
2850,gmmmlmrmrgmg,179
2851,grgrl,179
2852,mrgllll,179
2853,gl,179
2854,burgle,179
2855,mrgl,179
2856,mmml,179
2857,grl,179
2858,caw,180
2859,ca-caw,180
2860,chaw,180
2861,chee,180
2862,chee-chaw,180
2863,a,180
2864,coodle,180
2865,doodle,180
2866,do,180
2867,coo,180
2868,ca,180
2869,cluck,180
2870,cluck-ahhh,180
2871,pa,180
2872,quaw,180
2873,pa-caw,180
2874,bock,180
2875,block,180
2876,A,181
2877,E,181
2878,An,181
2879,Do,181
2880,Nei,181
2881,Anu,181
2882,Ala,181
2883,Alah,181
2884,Mush,181
2885,Diel,181
2886,Anar,181
2887,Adore,181
2888,Thera,181
2889,Shari,181
2890,Eburi,181
2891,Falla,181
2892,Neph'o,181
2893,Man'ar,181
2894,U'phol,181
2895,Dor'Ano,181
2896,Aman'ni,181
2897,Dorithur,181
2898,Thoribas,181
2899,Il'amare,181
2900,Fala'andu,181
2901,Shari'fal,181
2902,Isera'duna,181
2903,Dorados'no,181
2904,Dor'ana'badu,181
2905,Turus'il'amare,181
2906,Shindu'falla'na,181
2907,Anu'dorinni'talah,181
2908,Asto're'dunadah,181
2909,Ano,181
2910,Thus,181
2911,Balah,181
2912,Shando,181
2913,Anoduna,181
2914,Mandalas,181
2915,Dune'adah,181
2916,Thori'dal,181
2917,U'phol'belore,181
2918,Shari'adune,181
2919,Ando'meth'derador,181
2920,Dur,181
2921,Anu'dorannador,181
2922,Esh'thero'mannash,181
2923,N,181
2924,I,181
2925,O,181
2926,D,181
2927,Da,181
2928,Lo,181
2929,Ni,181
2930,Al,181
2931,Ri,181
2932,Su,181
2933,No,181
2934,Tal,181
2935,Ash,181
2936,Dor,181
2937,Fal,181
2938,Tur,181
2939,Nor,181
2940,Osa,181
2941,Andu,181
2942,Dath,181
2943,Shar,181
2944,Fulo,181
2945,Aman,181
2946,Dieb,181
2947,Rini,181
2948,Talah,181
2949,Ishnu,181
2950,Bandu,181
2951,Fandu,181
2952,Turus,181
2953,Shano,181
2954,Terro,181
2955,Dorini,181
2956,Ethala,181
2957,Belore,181
2958,Do'rah,181
2959,Asto're,181
2960,Ishura,181
2961,T'as'e,181
2962,Alah'ni,181
2963,Al'shar,181
2964,Mush'al,181
2965,Shan're,181
2966,Eraburis,181
2967,Dal'dieb,181
2968,D'ana'no,181
2969,Neph'anis,181
2970,Banthalos,181
2971,Dath'anar,181
2972,Thero'shan,181
2973,Ash'therod,181
2974,Shar'adore,181
2975,Fandu'talah,181
2976,Thoribas'no'thera,181
2977,T'ase'mushal,181
2978,In'alah,181
2979,Ith'el,181
2980,Thus,182
2981,Fulo,182
2982,Aman,182
2983,Dieb,182
2984,Rini,182
2985,Anar,182
2986,Talah,182
2987,Ishnu,182
2988,Bandu,182
2989,Balah,182
2990,Thera,182
2991,Turus,182
2992,Shari,182
2993,Terro,182
2994,Eburi,182
2995,Dorini,182
2996,Ethala,182
2997,Fallah,182
2998,Belore,182
2999,Neph'o,182
3000,Asto're,182
3001,Man'ar,182
3002,Alah'ni,182
3003,Al'shar,182
3004,Aman'ni,182
3005,Dorithur,182
3006,Thoribas,182
3007,Dune'adah,182
3008,Fala'andu,182
3009,Thero'shan,182
3010,Ash'therod,182
3011,U'phol'belore,182
3012,Dor'ana'badu,182
3013,Shari'adune,182
3014,Shindu'fallah'na,182
3015,Anu'dorinni'talah,182
3016,Su,182
3017,Ash,182
3018,Nor,182
3019,Mush,182
3020,Diel,182
3021,Adore,182
3022,Fandu,182
3023,Shano,182
3024,Shando,182
3025,Do'rah,182
3026,U'phol,182
3027,Mandalas,182
3028,Il'amare,182
3029,Shari'fal,182
3030,Dorados'no,182
3031,Turus'il'amare,182
3032,Anu'dorannador,182
3033,Asto're'dunadah,182
3034,Ishura,182
3035,T'as'e,182
3036,Anoduna,182
3037,Dor'Ano,182
3038,Mush'al,182
3039,Shan're,182
3040,Eraburis,182
3041,Dal'dieb,182
3042,D'ana'no,182
3043,Neph'anis,182
3044,Banthalos,182
3045,Dath'anar,182
3046,Thori'dal,182
3047,Isera'duna,182
3048,Shar'adore,182
3049,Fandu'talah,182
3050,Thoribas'no'thera,182
3051,T'ase'mushal,182
3052,Ando'meth'derador,182
3053,Esh'thero'mannash,182
3054,A,182
3055,N,182
3056,I,182
3057,O,182
3058,E,182
3059,D,182
3060,Da,182
3061,Lo,182
3062,An,182
3063,Ni,182
3064,Al,182
3065,Do,182
3066,Ri,182
3067,No,182
3068,Ano,182
3069,Dur,182
3070,Tal,182
3071,Nei,182
3072,Dor,182
3073,Anu,182
3074,Fal,182
3075,Tur,182
3076,Ala,182
3077,Osa,182
3078,Alah,182
3079,Andu,182
3080,Dath,182
3081,Shar,182
3082,Kanesh,181
3083,Ith'nala,181
3084,Rath,181
3085,Rath-domaas,181
3086,Rath-anu'tanos,181
3087,Rath-anu'telar,181
3088,E'rath,181
3089,Omnas,181
3090,An'ah,181
3091,Nar'thala,181
3092,Vas,181
3093,Manari,181
3094,In,181
3095,Domaas,181
3096,Anu,181
3097,Tanos,181
3098,Telar,181
3099,Arkhana,181
3100,An'ratha,181
3101,Ru-shannah,181
3102,Shal'dorei,181
3103,Sin'dorei,181
3104,Denil,181
3105,Ash'thoras,181
3106,Ishnal,181
3107,To'reth,181
3108,Tenu'balah,181
3109,Kal'theros,181
3110,Maldin,181
3111,Nor'bethos,181
3112,Tor'theras,181
3113,Falar,181
3114,Shal'assan,181
3115,N'eth,181
3116,Tel'vasha,181
3117,Tel,181
3118,Vallath,181
3119,Anar-ammenos,181
3220,U,285
3221,I,285
3222,O,285
3223,Y,285
3224,Wa,285
3225,Pa,285
3226,Ho,285
3227,Yi,285
3228,Oo,285
3229,Da,285
3230,Aw,285
3231,Au,285
3232,Ii,285
3233,Yy,285
3234,Ak,285
3235,Ik,285
3236,Uk,285
3237,Pow,285
3238,Aoo,285
3239,Woo,285
3240,Wan,285
3241,Bau,285
3242,Gav,285
3243,Arf,285
3244,Yip,285
3245,Yap,285
3246,Bow,285
3247,Hau,285
3248,Haf,285
3249,Vuf,285
3250,Iiy,285
3251,Iyw,285
3252,Ring,285
3253,Joff,285
3254,Ahee,285
3255,Wooo,285
3256,Guau,285
3257,Bork,285
3258,Woof,285
3259,Yiip,285
3260,Yaap,285
3261,Blaf,285
3262,Woef,285
3263,Keff,285
3264,Gheu,285
3265,Vuuf,285
3266,Ghav,285
3267,Bhuh,285
3268,Hatti,285
3269,Woooo,285
3270,Waouh,285
3271,Lally,285
3272,Ouahn,285
3273,Meong,285
3274,Youwn,285
3275,Wauwn,285
3276,Yiuwn,285
3277,Hittu,285
3278,Hytou,285
3279,Geding,285
3280,Tchoff,285
3281,Hattii,285
3282,Wanwan,285
3283,Baubau,285
3284,Hauhau,285
3285,Caicai,285
3286,Yipyip,285
3287,Frakaka,285
3288,Bhuhbuh,285
3289,Aheeaha,285
3290,Wooowoo,285
3291,Grrbork,285
3292,Guauguau,285
3293,Wuffwoef,285
3294,Borkbork,285
3295,Blafblaf,285
3296,Gheugheu,285
3297,Ghavyouwn,285
3298,Woefyouwn,285
3299,Bhuhwauwn,285
3300,Joffwauwn,285
3301,Aheeowown,285
3302,Ghavyouwn,285
3303,Keffgeding,285
3304,Woofhauhau,285
3305,Vuufhattii,285
3306,Borkwanwan,285
3307,Blafhauhau,285
3308,Vuufwuff,285
3309,Wuffvuwn,285
3332,-,287
3333,|,287
3334,_,287
3335,:,287
3336,.,287
3337,/,287
3338,\,287
3339,=,287
3340,+,287
3341,<,287
3342,>,287
3343,^,287
3344,-|,287
3345,|_,287
3346,_:,287
3347,:.,287
3348,./,287
3349,/\,287
3350,\=,287
3351,=+,287
3352,+<,287
3353,<>,287
3354,>^,287
3355,^-,287
3356,=.\,287
3357,>-_,287
3358,\<=,287
3359,+/+,287
3360,\/+,287
3361,:>\,287
3362,:\/,287
3363,^>-,287
3364,_/-,287
3365,-=|,287
3366,.|:,287
3367,_=>,287
3368,-+.=,287
3369,+-\|,287
3370,++..,287
3371,|><=,287
3372,=\\_,287
3373,:^==,287
3374,<^^.,287
3375,<:<-,287
3376,|_-/,287
3377,\^|-,287
3378,|.=.=,287
3379,_:^..<,287
3380,</:|<=.,287
3381,:=|:<=\|,287
3382,=|_+-|<<-,287
3383,.,288
3384,:,288
3385,o,288
3386,.:,288
3387,..,288
3388,o.,288
3389,:.,288
3390,::,288
3391,.o,288
3392,:.o,288
3393,o:o,288
3394,::.,288
3395,.oo,288
3396,:.:,288
3397,.:.,288
3398,o:.o,288
3399,.o:o,288
3400,:.:.,288
3401,o.::,288
3402,..::,288
3403,.:.o,288
3404,.o.:.,288
3405,::.o:,288
3406,.:o:.,288
3407,:.:.:,288
3408,o::.:,288
3409,::::.,288
3410,oo:oo:,288
3411,.:o.:o,288
3412,:..::.,288
3413,..::oo,288
3414,:.:.:.,288
3415,o.o.o:,288
3416,:o.:.o:,288
3417,.:.o:..,288
3418,:oo:..:,288
3419,o.:..o:,288
3420,.:.::o.,288
3421,oo:.:oo,288
3429,Ah,307
3464,Hz,307
3465,Ahz'tazi,307
3466,Zinixitik,307
3467,Xizy,307
3468,Anub,307
3469,Ex,307
3470,Iz,307
3471,Ox,307
3472,Uj,307
3473,Ji,307
3474,Ahj,307
3475,Kahet,307
3476,Nerub,307
3477,Ik'tik,307
3478,Tak,307
3479,Raz,307
3480,Rak,307
3481,Nix,307
3482,Xin,307
3483,Ixxo,307
3484,Zish,307
3485,Ohj'xin,307
3486,Tak'ral,307
3487,Vx,307
3488,Xi,307
3489,Yz,307
3490,Xor,307
3491,Ohx,307
3492,Ahn,307
3493,Toz,307
3494,Kz,307
3495,Zk,307
3496,Iko,307
3497,Ozu,307
3498,Xini,307
3499,Az,307
3500,Tyzix,307
3501,Xinox,307
3502,Oxin,307
3503,Xif,307
3504,Kraxizinaz,307
3505,Oxitazij,307
3506,Jinitiz,307
3507,Rakaz,307
3508,Itzkal,307
