ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
455,Champion Wehgar,83145,1067243,0,1.4,0.5,0,0
456,A Terrifying Intermission,83240,1067331,0,1,0.4,0,0
457,Champion Mukcrush,83073,1067411,0,1.2,0.5,0,0
458,Horrible Haunter,88536,1067471,0,1.2,0.5,0,0
459,Sinister Specter,88538,1067472,0,1,0.4,0,0
460,Phearful Phantasm,88539,1067473,0,1.2,0.5,0,0
461,The Iron Foreman,83127,1067457,0,1.4,0.5,0,0
462,Armored Attack Wolf,88548,1067390,0,1.5,0.5,0,0
463,Folga of the Dancing Blade,83461,1067364,0,1.4,0.5,0,0
464,Engineer Horthuk,83125,1067280,0,1.4,0.5,0,0
465,Unleashed Fury,83149,1067223,0,1,0.4,0,0
466,Rail Commander Lokkar,83461,1067364,0,1.4,0.5,0,0
467,Demonic Defender,83174,1067394,0,1,0.4,0,0
468,Thaandu of the Sargeri,83242,1067368,0,1.2,0.5,0,0
469,Uzuul the Annihilator,83380,1067202,0,1,0.55,0,0
470,Captured Fury,83156,1067396,0,1,0.4,0,0
471,Shore Defenses,88565,1067272,0,1,0.4,0,0
472,Captain Scarjowl,83146,1067242,0,1.4,0.5,0,0
473,Wrek the Emaciated,83116,1067308,0,1,0.45,0,0
474,Ronk the Thug,83063,1067417,0,1.2,0.5,0,0
475,Blaak the Painmaker,83143,1067244,0,1.4,0.5,0,0
476,Grom'kar Assault Rylak,83038,1067266,0,0.9,0.4,0,0
477,Thunderlord Champion,83120,1067286,0,1.4,0.5,0,0
478,General Darlok,83123,1067356,0,1.4,0.5,0,0
481,Amethon,90596,1108833,0,1,0.5,0,0
482,Gor'thul,90595,1108832,0,1.4,0.5,0,0
483,Nullifier Darkoor,90593,1108830,0,1.4,0.5,0,0
484,Undertow,90594,1108831,0,0.8,0.5,0,0
485,Tremor,90592,1108829,0,1.1,0.5,0,0
486,Hivelord Ik'rix,90591,1067344,0,1,0.5,0,0
487,Tangled Lobstrok,90605,1108839,0,1.4,0.5,0,0
488,Gutrek,90600,1108836,0,1.4,0.5,0,0
489,Aspect of Rukhmar,90597,1108834,0,0.8,0.5,0,0
490,Demolitionist Megacharge,90606,1108840,0,1.8,0.5,0,0
491,Gok'tal,90598,1108835,0,0.8,0.35,0,0
492,Skulltaker,90601,1108837,0,1.4,0.5,0,0
493,Vrok Blacktongue,90602,1108838,0,1.4,0.5,0,0
494,Lor Stonefist,90603,1108828,0,1.4,0.5,0,0
495,Koros Soulspinter,90604,1108827,0,1.4,0.5,0,0
496,Oregorger,90670,1112922,0,1.1,0.5,0,0
497,Gruul,90667,1112924,0,1.1,0.5,0,0
498,Heart of the Mountain,90665,1112915,0,1.1,0.5,0,0
499,Hans'gar and Franzok,90668,1112920,0,1.1,0.5,0,0
500,Flamebender Ka'graz,90671,1112917,0,1.1,0.5,0,0
501,Kromog,90666,1112925,0,1.1,0.5,0,0
502,Beastlord Darmac,90664,1112918,0,1.1,0.5,0,0
503,Operator Thogar,90672,1112919,0,1.1,0.5,0,0
504,Iron Maidens,90669,1112921,0,1.1,0.5,0,0
505,Blackhand,90673,1108821,0,1.1,0.5,0,0
506,Nightshade Consort,91203,1108825,0,1,0.4,0,0
507,Enraged Leatherhide Mother,83432,1067248,0,1.1,0.4,0,0
508,Wild Clefthoof,83433,1067249,0,1.1,0.4,0,0
509,Shadowmoon Necrolyte,82413,1067287,0,1.55,0.5,0,0
510,Frostbeak Scavenger,81583,1067178,0,1.3,0.9,0,0
511,Ango'rosh Spellweaver,88536,1067471,0,1.2,0.5,0,0
512,Palebelly Croaker,91450,1112923,0,1,0.45,0,0
513,Ironhide Bull,86731,1112926,0,1.1,0.4,0,0
514,Viletongue Rylak,88643,1108822,0,0.55,0.45,0,0
515,Volatile Fire Spirit,80380,1112929,0,1,0.4,0,0
516,Volatile Flame Guardian,80376,1112927,0,1,0.4,0,0
517,Iron Guard Captain,84850,1087726,0,1.55,0.5,0,0
518,Icewing Matriarch,80838,1112989,0,0.55,0.45,0,0
519,Garn Nighthowl,81000,1112931,0,1.5,0.5,0,0
520,Apexis Guardian,83375,1067374,0,0.8,0.45,0,0
521,Thorny Spearchucker,83296,1067329,0,1.9,0.45,0,0
522,Apexis Guardian,83375,1067374,0,0.8,0.45,0,0
523,Iron Shredder,83336,1067371,0,1.05,0.45,0,0
524,Billy Boomballs,86508,1067360,0,1.7,0.45,0,0
525,Blademaster Yozshura,81562,1067236,0,1.4,0.5,0,0
528,Training Submarine,93200,1138419,209,85,0.3,0,0
529,Icy Water,95579,1341751,0,35,0.28,0,0
530,Dalaran,93933,1341731,0,1.5,0.4,0,0
531,Nightfallen Fanatic,94084,1341733,0,1.4,0.5,0,0
532,Voracious Scavenger,126174,1694042,0,1.2,0.4,0,0
533,Azsuna Mana Wyrm,94092,1341744,0,1.2,0.4,0,0
534,Coral Breaker,94096,1341738,0,0.8,0.4,0,0
539,Iron Horde Carrier,93201,1138425,186,3,0.25,0,0
540,Iron Horde Destroyer,95579,1341751,180,35,0.28,0,0
541,Iron Horde Battleship,93202,1138424,170,12,0.3,0,0
542,Iron Horde Transport,92622,1138421,168,140,0.3,0,0
543,Dense Fog,95579,1341751,0,35,0.28,0,0
544,Stormy Weather,95579,1341751,0,35,0.28,0,0
545,Chaotic Whirlpool,95579,1341751,0,35,0.28,0,0
546,Iron Horde Carrier,93201,1138425,186,3,0.25,0,0
547,Iron Horde Carrier,93201,1138425,186,3,0.25,0,0
548,Iron Horde Destroyer,95579,1341751,180,35,0.28,0,0
551,Captured Horde Destroyer,93144,1138418,180,35,0.28,0,0
552,Captured Alliance Destroyer,94178,1138422,210,60,0.2,0,0
553,Fel Seeker,94548,1341745,0,1.2,0.45,0,0
554,Fel Seeker,94548,1341745,0,1.2,0.45,0,0
555,Eredar Supplicant,94549,1341737,0,1.2,0.4,0,0
556,Legion Infernal,94552,1341743,0,0.75,0.55,0,0
557,Salteye Tide-Shaman,94564,1341739,0,1.2,0.4,0,0
558,Sea Skrog,94565,1341734,0,0.7,0.4,0,0
561,World Ender,93201,1138425,186,3,0.25,0,0
562,"World Ender, Mk II",93201,1138425,186,3,0.25,0,0
563,"World Ender, Mk II",93201,1138425,186,3,0.25,0,0
564,"World Ender, Mk II",93201,1138425,186,3,0.25,0,0
565,"World Ender, Mk II",93201,1138425,186,3,0.25,0,0
566,"World Ender, Mk II",93201,1138425,186,3,0.25,0,0
567,Hand of Gul'dan,93201,1138425,186,3,0.25,0,0
568,The Iron Tide,93201,1138425,186,3,0.25,0,0
569,Blackhand's Vengeance,93201,1138425,186,3,0.25,0,0
570,The Iron Tide,93201,1138425,186,3,0.25,0,0
571,Hand of Gul'dan,93201,1138425,186,3,0.25,0,0
572,The Iron Tide,93201,1138425,186,3,0.25,0,0
573,Hand of Gul'dan,93201,1138425,186,3,0.25,0,0
574,Blackhand's Vengeance,93201,1138425,186,3,0.25,0,0
575,Blackhand's Vengeance,93201,1138425,186,3,0.25,0,0
576,Blackhand's Vengeance,93201,1138425,186,3,0.25,0,0
577,Iron Wolf,95579,1341751,180,35,0.28,0,0
578,"Iron Wolf, Mk II",95579,1341751,180,35,0.28,0,0
579,"Iron Wolf, Mk II",95579,1341751,180,35,0.28,0,0
580,"Iron Wolf, Mk II",95579,1341751,180,35,0.28,0,0
581,"Iron Wolf, Mk II",95579,1341751,180,35,0.28,0,0
582,"Iron Wolf, Mk II",95579,1341751,180,35,0.28,0,0
583,Gutshredder,95579,1341751,180,35,0.28,0,0
584,Blood Tempest,95579,1341751,180,35,0.28,0,0
585,Mutilator,95579,1341751,180,35,0.28,0,0
586,Mutilator,95579,1341751,180,35,0.28,0,0
587,Gutshredder,95579,1341751,180,35,0.28,0,0
588,Gutshredder,95579,1341751,180,35,0.28,0,0
589,Mutilator,95579,1341751,180,35,0.28,0,0
590,Blood Tempest,95579,1341751,180,35,0.28,0,0
591,Blood Tempest,95579,1341751,180,35,0.28,0,0
592,Blood Tempest,95579,1341751,180,35,0.28,0,0
593,Iron Stalker,93705,1138420,172,1.7,0.3,0,0
594,"Iron Stalker, Mk II",93705,1138420,172,1.7,0.3,0,0
595,"Iron Stalker, Mk II",93705,1138420,172,1.7,0.3,0,0
596,"Iron Stalker, Mk II",93705,1138420,172,1.7,0.3,0,0
597,"Iron Stalker, Mk II",93705,1138420,172,1.7,0.3,0,0
598,"Iron Stalker, Mk II",93705,1138420,172,1.7,0.3,0,0
599,The Dark Call,93705,1138420,172,1.7,0.3,0,0
600,The Dark Call,93705,1138420,172,1.7,0.3,0,0
601,The Dark Call,93705,1138420,172,1.7,0.3,0,0
602,Teron'gor's Whisper,93705,1138420,172,1.7,0.3,0,0
603,Shadow,93705,1138420,172,1.7,0.3,0,0
604,Shadow,93705,1138420,172,1.7,0.3,0,0
605,Shadow,93705,1138420,172,1.7,0.3,0,0
606,Teron'gor's Whisper,93705,1138420,172,1.7,0.3,0,0
607,Teron'gor's Whisper,93705,1138420,172,1.7,0.3,0,0
608,Teron'gor's Whisper,93705,1138420,172,1.7,0.3,0,0
609,Obliterator,95855,1341753,170,12,0.3,0,0
610,"Obliterator, Mk II",95855,1341753,170,12,0.3,0,0
611,"Obliterator, Mk II",95855,1341753,170,12,0.3,0,0
612,"Obliterator, Mk II",95855,1341753,170,12,0.3,0,0
613,"Obliterator, Mk II",95855,1341753,170,12,0.3,0,0
614,"Obliterator, Mk II",95855,1341753,170,12,0.3,0,0
615,Hell's Maw,95855,1341753,170,12,0.3,0,0
616,Hell's Maw,95855,1341753,170,12,0.3,0,0
617,Hellstorm,95855,1341753,170,12,0.3,0,0
618,Hellstorm,95855,1341753,170,12,0.3,0,0
619,Hell's Maw,95855,1341753,170,12,0.3,0,0
620,Hell's Maw,95855,1341753,170,12,0.3,0,0
621,Hell's Maw,95855,1341753,170,12,0.3,0,0
622,Hellstorm,95855,1341753,170,12,0.3,0,0
623,Hellstorm,95855,1341753,170,12,0.3,0,0
624,Hellstorm,95855,1341753,170,12,0.3,0,0
625,Hellstorm,95855,1341753,170,12,0.3,0,0
626,Land,95579,1341751,0,35,0.28,0,0
627,Iron Horde Heavy Patrol,95855,1341753,170,12,0.3,0,0
628,Magical Storms,95579,1341751,0,35,0.28,0,0
629,Guardian of Farahlon,94774,1138423,0,1.4,0.17,0,0
630,Shadow Council Treasure Hunters,93705,1138420,172,1.7,0.3,0,0
631,Terror of the Deep,94774,1138423,0,1.4,0.17,0,0
632,Ironhold Harbor,95579,1341751,0,35,0.28,0,0
633,Lion's Watch,95579,1341751,0,35,0.28,0,0
634,Captured Horde Submarine,93705,1138420,172,1.7,0.3,0,0
635,Rusted Out Iron Horde Destroyer,95579,1341751,180,35,0.28,0,0
636,Training Submarine,93705,1138420,172,1.7,0.3,0,0
637,Training Battleship,95855,1341753,170,12,0.3,0,0
638,Iron Horde Prototype Carrier,93201,1138425,186,3,0.25,0,0
639,Vile Stalker,95025,1341745,0,1.2,0.45,0,0
640,Legion Brutalizer,94552,1341743,0,0.75,0.55,0,0
641,Broken Down Submarine,93705,1138420,172,1.7,0.3,0,0
642,Iron Horde Destroyer,95579,1341751,180,35,0.28,0,0
643,Forgotten Shore,95579,1341751,0,35,0.28,0,0
644,Horde Submarine,93705,1138420,172,1.7,0.3,0,0
645,Veteran Horde Submarine,93705,1138420,172,1.7,0.3,0,0
646,Veteran Horde Submarine,93705,1138420,172,1.7,0.3,0,0
647,Veteran Horde Submarine,93705,1138420,172,1.7,0.3,0,0
648,Eversong,93705,1138420,172,1.7,0.3,0,0
649,Veteran Horde Submarine,93705,1138420,172,1.7,0.3,0,0
650,The Loan Shark,93705,1138420,172,1.7,0.3,0,0
651,The Dealmaker,93705,1138420,172,1.7,0.3,0,0
652,Horde Carrier,93201,1138425,202,3,0.25,0,0
653,Veteran Horde Carrier,93201,1138425,202,3,0.25,0,0
654,Veteran Horde Carrier,93201,1138425,202,3,0.25,0,0
655,Liadrin's Shield,93201,1138425,202,3,0.25,0,0
656,Veteran Horde Carrier,93201,1138425,202,3,0.25,0,0
657,The Blightcaller,93201,1138425,202,3,0.25,0,0
658,Veteran Horde Carrier,93201,1138425,202,3,0.25,0,0
659,Horde Destroyer,93144,1138418,180,35,0.28,0,0
660,Veteran Horde Destroyer,93144,1138418,180,35,0.28,0,0
661,Veteran Horde Destroyer,93144,1138418,180,35,0.28,0,0
662,Durotan's Pride,93144,1138418,180,35,0.28,0,0
663,Lor'themar's Arrow,93144,1138418,180,35,0.28,0,0
664,The Dawnchaser,93144,1138418,180,35,0.28,0,0
665,Veteran Horde Battleship,94938,1341752,211,2,0.23,0,0
666,Horde Battleship,94938,1341752,211,2,0.23,0,0
667,Veteran Horde Battleship,94938,1341752,211,2,0.23,0,0
668,Nemesis of the Scourage,94938,1341752,211,2,0.23,0,0
669,Veteran Horde Battleship,94938,1341752,211,2,0.23,0,0
670,Veteran Horde Battleship,94938,1341752,211,2,0.23,0,0
671,Mekkatorque's Secret,93200,1138419,209,85,0.3,0,0
672,Gnomercy,93200,1138419,209,85,0.3,0,0
673,Tyrande's Prayer,93200,1138419,209,85,0.3,0,0
674,Veteran Alliance Submarine,93200,1138419,209,85,0.3,0,0
675,Veteran Alliance Submarine,93200,1138419,209,85,0.3,0,0
676,Veteran Alliance Submarine,93200,1138419,209,85,0.3,0,0
677,Veteran Alliance Submarine,93200,1138419,209,85,0.3,0,0
678,Alliance Submarine,93200,1138419,209,85,0.3,0,0
679,Light of the Naaru,93202,1138424,182,20,0.23,0,0
680,Veteran Alliance Battleship,93202,1138424,182,20,0.23,0,0
681,Veteran Alliance Battleship,93202,1138424,182,20,0.23,0,0
682,Veteran Alliance Battleship,93202,1138424,182,20,0.23,0,0
683,Veteran Alliance Battleship,93202,1138424,182,20,0.23,0,0
684,Alliance Battleship,93202,1138424,182,20,0.23,0,0
685,Rage of the Storm,94178,1138422,210,60,0.2,0,0
686,Yrel's Command,94178,1138422,210,60,0.2,0,0
687,Moira's Hammer,94178,1138422,210,60,0.2,0,0
688,Veteran Alliance Destroyer,94178,1138422,210,60,0.2,0,0
689,Veteran Alliance Destroyer,94178,1138422,210,60,0.2,0,0
690,Alliance Destroyer,94178,1138422,210,60,0.2,0,0
691,Maiev's Blade,93201,1138425,201,3,0.25,0,0
692,Spirit of Auberdine,93201,1138425,201,3,0.25,0,0
693,Veteran Alliance Carrier,93201,1138425,201,3,0.25,0,0
694,Veteran Alliance Carrier,93201,1138425,201,3,0.25,0,0
695,Veteran Alliance Carrier,93201,1138425,201,3,0.25,0,0
696,Veteran Alliance Carrier,93201,1138425,201,3,0.25,0,0
697,Alliance Carrier,93201,1138425,201,3,0.25,0,0
698,Felguard Invader,95163,1341746,0,1.2,0.45,0,0
699,Eredar Riftweaver,95161,1341749,0,1.2,0.4,0,0
700,The Wave Mistress,94178,1138422,210,60,0.2,0,0
701,Vol'mar,95579,1341751,0,35,0.28,0,0
702,Training Iron Horde Carrier,93201,1138425,186,3,0.25,0,0
703,Disabled Alliance Battleship,93202,1138424,182,20,0.23,0,0
704,Swamplighter Hive-Guard,83221,1138416,0,1,0.4,0,0
705,Swamplighter Queen,83224,1138417,0,0.9,0.4,0,0
706,Felcore Incinerator,83171,1138410,0,0.9,0.6,0,0
707,Felfire Trickster,83168,1138394,0,1.8,0.5,0,0
708,Poundface,83057,1138411,0,0.9,0.5,0,0
709,Broken-Bone,83138,1138407,0,1.2,0.5,0,0
710,Crimsonwing Needler,83111,1138409,0,1.2,0.5,0,0
711,Killthrax,83108,1138406,0,1.2,0.5,0,0
712,The Last Wish,95855,1341753,170,12,0.3,0,0
713,The Bloody Scimitar,95855,1341753,170,12,0.3,0,0
714,The Shiv,93705,1138420,172,1.7,0.3,0,0
715,Lady Luck,95855,1341753,170,12,0.3,0,0
716,Snake Eyes,95855,1341753,170,12,0.3,0,0
717,Vuun Twilight-Caller,83383,1138408,0,1.2,0.5,0,0
718,Overcast,83153,1138401,0,1,0.5,0,0
719,Clearlake,83154,1138399,0,1,0.5,0,0
720,Gurr Firecaller,83040,1138412,0,1.3,0.5,0,0
721,Drag Rockbiter,83044,1138413,0,1.3,0.5,0,0
722,Devour,83253,1138395,0,1.4,0.5,0,0
723,Shard of Xan,83252,1138398,0,1.2,0.5,0,0
724,Imported Garn,83089,1138403,0,1.3,0.5,0,0
725,Beastmaster Daka,83124,1138404,0,1.3,0.5,0,0
726,Podling Sticker,83295,1138405,0,1.5,0.45,0,0
727,King Needle,83295,1138405,0,1.3,0.5,0,0
728,Carrion Worm,83200,1138414,0,1.4,0.5,0,0
729,Bile-Eater,83201,1138400,0,1.4,0.5,0,0
730,Crystalline Crawler,83187,1984886,0,1.4,0.4,0,0
731,Screeching Terror,83206,1138396,0,7,0.4,0,0
732,Black Blood of Draenor,83184,1138415,0,1,0.4,0,0
733,Tainted Blood of Draenor,83186,1138402,0,1,0.4,0,0
734,Dread Crawler,83191,1341735,0,1.4,0.4,0,0
735,Death's Bite,83191,1341735,0,1.4,0.4,0,0
736,The Veiled Threat,93705,1138420,172,1.7,0.3,0,0
737,The Laughing Axe,93144,1138418,180,35,0.28,0,0
738,The Sea Jewel,93144,1138418,180,35,0.28,0,0
739,The Nest Egg,93705,1138420,172,1.7,0.3,0,0
740,Vasha the Red,87434,1067464,0,1.55,0.5,0,0
741,Akar the Black,84844,1087721,0,1.55,0.5,0,0
742,Daara the Molten Fury,83460,1067269,0,1.4,0.5,0,0
743,Iron Backbreaker,83127,1067457,0,1.5,0.5,0,0
744,Blazing Shaman,83123,1067356,0,1.5,0.5,0,0
745,"Nasha, the Molten Core",83128,1067339,0,1.4,0.5,0,0
746,Frenzied Gronnling,80693,1067373,0,0.75,0.55,0,0
747,Kur the Earth-Breaker,83059,1067312,0,0.75,0.55,0,0
748,Great Duru,83097,1067408,0,0.7,0.55,0,0
749,Darkwing Whisperer,83363,1067405,0,0.9,0.55,0,0
750,Black-Claw,83356,1067404,0,0.9,0.55,0,0
751,Elder Pindlefeather,83354,1067401,0,0.9,0.55,0,0
752,Hefty Enforcer,83042,1067420,0,1.2,0.5,0,0
753,Mysterious Ogre Ninja,83073,1067411,0,1.2,0.5,0,0
754,Bron Big-Head,83062,1067418,0,1.2,0.5,0,0
755,Frozen Minion,83151,1067221,0,1.2,0.4,0,0
756,Furious Frost,87861,1067452,0,1,0.4,0,0
757,Glacius the Spike,85855,1067365,0,0.9,0.45,0,0
758,Kyyxl,83167,1067188,0,1.9,0.5,0,0
759,Gloorq,86363,1067461,0,1.1,0.5,0,0
760,Vlox the Brain-Eater,83380,1067202,0,1,0.55,0,0
761,Harpoon-Tailed Wasp,83112,1067355,0,0.9,0.5,0,0
762,Massive Lakebeast,83246,1067250,0,0.95,0.45,0,0
763,27-Headed Hydra,83238,1067406,0,1,0.4,0,0
764,Podlord,83291,1067332,0,1.9,0.45,0,0
765,Razorleaf,83219,1067393,0,1.2,0.4,0,0
766,Thick-Trunk,83226,1067303,0,0.55,0.55,0,0
767,Devouring Void,83256,1067191,0,1.4,0.55,0,0
768,Consuming Darkness,83251,1416404,0,1.4,0.55,0,0
769,Cosmic Emissary,83252,1138398,0,1.2,0.5,0,0
770,Veteran Horde Destroyer,93144,1138418,180,35,0.28,0,0
771,Veteran Horde Destroyer,93144,1138418,180,35,0.28,0,0
772,Veteran Horde Destroyer,93144,1138418,180,35,0.28,0,0
773,Veteran Horde Submarine,93705,1138420,172,1.7,0.3,0,0
774,Veteran Alliance Destroyer,94178,1138422,210,60,0.2,0,0
775,Veteran Alliance Destroyer,94178,1138422,210,60,0.2,0,0
776,Veteran Alliance Destroyer,94178,1138422,210,60,0.2,0,0
777,Veteran Alliance Submarine,93200,1138419,209,85,0.3,0,0
778,Veteran Horde Carrier,93201,1138425,202,3,0.25,0,0
779,Slice of Undeath,93201,1138425,202,3,0.25,0,0
780,Liadrin's Shield,93201,1138425,202,3,0.25,0,0
781,Rommath's Fire,93201,1138425,202,3,0.25,0,0
782,Hoard of Gallywix,93201,1138425,202,3,0.25,0,0
783,Hoard of Gallywix,93201,1138425,202,3,0.25,0,0
784,Rommath's Fire,93201,1138425,202,3,0.25,0,0
785,Slice of Undeath,93201,1138425,202,3,0.25,0,0
786,The Blightcaller,93201,1138425,202,3,0.25,0,0
787,Veteran Horde Battleship,94938,1341752,211,2,0.23,0,0
788,Baine's Vengeance,94938,1341752,211,2,0.23,0,0
789,Strength and Honor,94938,1341752,211,2,0.23,0,0
790,Vol'jin's Glaive,94938,1341752,211,2,0.23,0,0
791,Bloodlust,94938,1341752,211,2,0.23,0,0
792,Nemesis of the Scourage,94938,1341752,211,2,0.23,0,0
793,Baine's Vengeance,94938,1341752,211,2,0.23,0,0
794,Strength and Honor,94938,1341752,211,2,0.23,0,0
795,Vol'jin's Glaive,94938,1341752,211,2,0.23,0,0
796,Bloodlust,94938,1341752,211,2,0.23,0,0
797,Echo Hunter,93144,1138418,180,35,0.28,0,0
798,The Surging Mist,93144,1138418,180,35,0.28,0,0
799,Durotan's Pride,93144,1138418,180,35,0.28,0,0
800,The Dawnchaser,93144,1138418,180,35,0.28,0,0
801,Lor'themar's Arrow,93144,1138418,180,35,0.28,0,0
802,Echo Hunter,93144,1138418,180,35,0.28,0,0
803,The Surging Mist,93144,1138418,180,35,0.28,0,0
804,The Briny Expedition,93705,1138420,172,1.7,0.3,0,0
805,Will of the Forsaken,93705,1138420,172,1.7,0.3,0,0
806,Eversong,93705,1138420,172,1.7,0.3,0,0
807,The Dealmaker,93705,1138420,172,1.7,0.3,0,0
808,The Loan Shark,93705,1138420,172,1.7,0.3,0,0
809,The Briny Expedition,93705,1138420,172,1.7,0.3,0,0
810,Will of the Forsaken,93705,1138420,172,1.7,0.3,0,0
811,Falstad's Return,93202,1138424,182,20,0.23,0,0
812,Protector of the Pack,93202,1138424,182,20,0.23,0,0
813,Varian's Blade,93202,1138424,182,20,0.23,0,0
814,Heroism,93202,1138424,182,20,0.23,0,0
815,Light of the Naaru,93202,1138424,182,20,0.23,0,0
816,Falstad's Return,93202,1138424,182,20,0.23,0,0
817,Protector of the Pack,93202,1138424,182,20,0.23,0,0
818,Varian's Blade,93202,1138424,182,20,0.23,0,0
819,Heroism,93202,1138424,182,20,0.23,0,0
820,Theramore's Revenge,93201,1138425,201,3,0.25,0,0
821,Fizzcrank's Launching,93201,1138425,201,3,0.25,0,0
822,Memory of Magni,93201,1138425,201,3,0.25,0,0
823,Spirit of Auberdine,93201,1138425,201,3,0.25,0,0
824,Maiev's Blade,93201,1138425,201,3,0.25,0,0
825,Theramore's Revenge,93201,1138425,201,3,0.25,0,0
826,Fizzcrank's Launching,93201,1138425,201,3,0.25,0,0
827,Memory of Magni,93201,1138425,201,3,0.25,0,0
828,Greymane's Pride,94178,1138422,210,60,0.2,0,0
829,Whisperwind,94178,1138422,210,60,0.2,0,0
830,Moira's Hammer,94178,1138422,210,60,0.2,0,0
831,Yrel's Command,94178,1138422,210,60,0.2,0,0
832,Rage of the Storm,94178,1138422,210,60,0.2,0,0
833,Greymane's Pride,94178,1138422,210,60,0.2,0,0
834,Whisperwind,94178,1138422,210,60,0.2,0,0
835,The Briny Expedition,93200,1138419,209,85,0.3,0,0
836,Shadowmeld,93200,1138419,209,85,0.3,0,0
837,Tyrande's Prayer,93200,1138419,209,85,0.3,0,0
838,Gnomercy,93200,1138419,209,85,0.3,0,0
839,Mekkatorque's Secret,93200,1138419,209,85,0.3,0,0
840,The Briny Expedition,93200,1138419,209,85,0.3,0,0
841,Shadowmeld,93200,1138419,209,85,0.3,0,0
842,Veteran Alliance Carrier,93201,1138425,201,3,0.25,0,0
843,Veteran Alliance Battleship,93202,1138424,182,20,0.23,0,0
844,Master's Call,95855,1341753,180,12,0.3,0,0
845,Ironfist Harbor,95579,1341751,0,35,0.28,0,0
846,Felguard Devestator,97468,1341746,0,1.5,0.4,0,0
847,Desecrated Ancient,100537,1341755,0,0.75,0.55,0,0
848,Creeping Deathblossom,100560,1341730,0,0.75,0.55,0,0
849,Shimmering Oleander,100561,1341740,0,0.75,0.55,0,0
850,Dalaran,93933,1341731,0,1.5,0.4,0,0
851,Dalaran,93933,1341731,0,1.5,0.4,0,0
852,Dalaran Sewer Guard,102005,1341756,0,1.5,0.4,0,0
853,Dalaran,93933,1341731,0,1.5,0.4,0,0
854,Forge Camp Invader,103360,1341760,0,1.5,0.4,0,0
855,Dalaran,93933,1341731,0,1.5,0.4,0,0
856,Zane the Despicable,104796,1341729,0,1.2,0.5,0,0
860,Army of Lost Tormentors,104796,1341729,0,1.2,0.5,0,0
861,Slithering Sliss,104813,1341759,0,1.2,0.5,0,0
862,Army of Spitespeakers,104814,1341732,0,1.2,0.5,0,0
863,Army of Mak'rana Warriors,104816,1341741,0,1.2,0.5,0,0
864,Army of Tide-Shaman,104817,1341739,0,1.2,0.5,0,0
865,Nanosh,104920,1396643,0,1.2,0.5,0,0
866,Nonash,104922,1396644,0,1.2,0.5,0,0
867,Screamsalot,104923,1341742,0,0.9,0.5,0,0
868,Army of Defiled Grovewalkers,104924,1396638,0,1.2,0.5,0,0
870,Goreslash,104925,1341728,0,1.2,0.5,0,0
871,Army of Dreadsting Lurkers,104928,1341754,0,1.2,0.5,0,0
872,Army of Black Rook Archers,104930,1341748,0,1.2,0.5,0,0
873,Army of Black Rook Warriors,104931,1341750,0,1.2,0.5,0,0
874,Seeker of Lies,104933,1341758,0,1.2,0.5,0,0
875,Stili the Salty,105062,1360232,0,1.2,0.5,0,0
876,Army of Swamprock Marshstompers,105063,1360231,0,1.2,0.5,0,0
877,Army of Feltotem Warmongers,105064,1360245,0,1.2,0.5,0,0
878,Army of Feltotem Bloodbinders,105065,1360246,0,1.2,0.5,0,0
879,Army of Feltotem Bonehounds,105066,1360233,0,1.2,0.5,0,0
880,Dawn the Hag,105067,1360238,0,1.2,0.5,0,0
881,Soulscreamer,105068,1360239,0,1.2,0.5,0,0
882,Goremaster,105074,1360244,0,1.2,0.5,0,0
883,Baaah-git,105075,1360252,0,1.2,0.5,0,0
884,Army of Tideskorn Raiders,105076,1360240,0,1.2,0.5,0,0
885,Army of  Tideskorn Runetwisters,105077,1360237,0,1.2,0.5,0,0
886,Army of Tideskorn Warmongers,105078,1360241,0,1.2,0.5,0,0
887,Melinali,105079,1360235,0,1.2,0.5,0,0
888,Brutus,105083,1360242,0,1.2,0.5,0,0
889,Servant Army of Skovald,105084,1360234,0,1.2,0.5,0,0
895,Felguard Invader,104796,1341729,0,1.2,0.5,0,0
897,Lilith the Terrible,105265,1360249,0,1.3,0.4,0,0
898,Army of Nightborne Infiltrators,105266,1360248,0,1.2,0.5,0,0
899,Army of Manascale Basilisks,105267,1396630,0,1.2,0.5,0,0
900,Kron and Mong,105268,1401850,0,1.2,0.5,0,0
901,Cleaver of Ending,105269,1360236,0,1.2,0.5,0,0
902,Army of Wyrmtongue Minions,105270,1360250,0,1.2,0.5,0,0
903,Horde of Felbat Shriekers,105271,1360247,0,1.2,0.5,0,0
905,Koralune Ettin,105268,1401850,0,1.2,0.5,0,0
906,Crush,92622,1138421,0,1,0.4,0,0
911,Lord Gorgamesh,104796,1341729,0,1.2,0.4,0,0
912,Army of Wyrmtongues,105270,1360250,0,1.2,0.5,0,0
913,Frost Bolt,92622,1392551,0,1,0.4,1,0
917,Makara the Foul,104816,1341741,0,0.8,0.4,0,0
918,Swampy Mire,92622,1138421,0,1,0.4,0,0
919,Murglmuk the Smelly,104814,1341732,0,1.2,0.5,0,0
920,Stinky Fish Spit,92622,533422,0,1,0.4,1,0
921,Ambush,92622,1138421,0,1,0.4,0,0
922,Fel Air,92622,135798,0,1,0.4,1,0
923,The Librarian,104796,1341729,0,1.2,0.5,0,0
