ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
329,Transponder Power,Transponder Power,Transponder Power,Absorb Storm Drake lightning attacks to charge the Transponder.,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
330,Portal of the Doom Legion,,,Defeat demon forces to close the portal.,0,250,250,0,0,0,0,518,0.1328,0.1367,457328,457301,457302,449451,457303,0,-1,-1,-4825088,-5224954,-1,-16777216
331,Break the Illusion,,,Dispel the illusion.,0,150,0,0,0,0,0,4,0.1328,0.1367,457319,0,457317,0,0,0,-1,-1,-1,-1,-1,-16777216
332,Spirits Defeated,,,Kill enemy assailants to break through their lines!,0,100,0,0,0,0,0,4,0,0,457314,449447,449448,449451,449449,0,-655616,-16777216,-17920,-16777216,-16777216,-16777216
335,Volatile Waste,,,Fill the containment unit with volatile waste from the wreck of the Black Rose.,0,100,0,0,0,0,0,23,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-13902018,-1,-13967554,-16777216
336,Fel Corruption,Fel Corruption,Fel Corruption,"When Fel Corruption is filled, you become a servant of the Burning Legion.",0,100,0,0,0,0,0,6,0.2,0.2,0,1130150,1130149,1130147,1130146,0,-1,-1,-1,-1,-1,-16777216
337,Fel Corruption,Fel Corruption,Fel Corruption,,0,100,0,0,0,0,0,10,0.2,0.2,0,1130150,1130149,1130147,1130146,0,-1,-1,-65794,-1,-1,-16777216
338,Demon Stuff Destroyed,,,"Number of Anti-Demon Points Earned!

This is Stand-In!",0,500,0,0,0,0,4,390,0,0,633766,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-602368
339,Defend the Skyfire,,,Slay Forsaken enemies and remove Volatile Flares from the Skyfire.,0,20,0,0,0,0,0,4,0.1328,0.1367,457295,0,446219,0,0,0,-1,-1,-1,-1,-1,-16777216
342,Insanity,Insanity,You do not have enough Insanity.,Unlocks additional abilities as Insanity rises.,0,100,0,0,0,0,0,2,0.28,0.22,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,-16777216
343,Pool Proximity,,,The Fel Magnaron is closest to the Shadow Pool.,0,100,0,0,100,100,0,82,0,0,449450,449447,457302,0,0,0,-1,-16777216,-6347796,-1,-1,-16777216
344,Pool Proximity,,,The Fel Magnaron is closest to the Fiery Pool.,0,100,0,0,100,100,0,82,0,0,449450,449447,457302,0,0,0,-1,-16777216,-33023,-1,-1,-16777216
345,Pool Proximity,,,The Fel Magnaron is closest to the Fel Pool.,0,100,0,0,100,100,0,82,0,0,449450,449447,457302,0,0,0,-1,-16777216,-9246700,-1,-1,-16777216
346,Corrupt Power,,,Corrupt Power is consumed to fuel powerful abilities.,0,3,0,0,0,0,0,2,0,0,0,1129701,1129702,0,0,0,-16777216,-1,-1,-16777216,-16777216,-16777216
347,Maelstrom,Maelstrom,You need more Maelstrom,Used to power your abilities.,0,100,0,0,-5,5,0,6,0.1,0.1,0,1036120,840433,840435,0,0,-1,-1,-11507457,-5257732,-1,-16777216
348,Tempest,Tempest,You do not have enough Tempest.,Generated by Lightning Bolt.  Used to cast many of your spells.,0,20,20,0,0,0,0,2,0.1,0.1,0,1036120,840433,840435,840434,0,-1,-1,-11507457,-5257732,-1,-16777216
349,Power of the Blood Moon,Power of the Blood Moon,Power of the Blood Moon,Find and use Drained Blood Crystals on the Moon to weaken it!,0,1000,0,0,0,0,0,518,0.1,0.15,0,1131301,1131302,1131304,1131303,0,-1,-1,-1,-1,-1,-16777216
350,Assault the Skyfire,,,Slay Alliance enemies and place Volatile Flares on the Skyfire.,0,40,0,0,0,0,0,4,0.1328,0.1367,457306,0,446219,0,0,0,-1,-1,-1,-1,-1,-16777216
351,Treasurefinding,,,How close you are to your target.,0,100,0,0,0,0,0,130,0.1,0.23,457310,457307,457308,0,457309,0,-1,-13433743,-2541828,-16777216,-768,-16777216
352,Nightmare Torment [Visual PH],Nightmare Torment [Visual PH],Nightmare Torment [Visual PH],[Visual PH]The Nightmare is twisting your thoughts.,0,60,0,0,0,0,0,6,0,0,0,840432,840433,840435,840434,0,-16777216,-1572864,-65536,-16777216,-16777216,-16777216
353,Hozen Disrupted,Hozen Disrupted,The Hozen Party is going at full force!,"Number of Hozen partygoers disrupted.

Disrupt the party to incur the wrath of Ook-Ook!",0,300,0,0,0,0,4,390,0,0,633766,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-602368
354,Nightmare Corruption,Nightmare Corruption,Nightmare Corruption,Nightmare Corruption twists your thoughts.,0,100,0,0,0,0,0,415,0.19,0.19,0,1452757,1452758,1452760,1452759,0,-16777216,-1078646,-491135,-65536,-361091,-16777216
355,Arcane Charge,Arcane Charge,You need more Arcane Charges,"An arcane charge, generated by Arcane Blast, Arcane Missiles, and Arcane Explosion, and consumed by Arcane Barrage and Evocation",0,4,0,0,-0.01,0,0,6,0.1,0.1,0,1036120,840433,840435,0,0,-1,-1,-11507457,-5257732,-1,-16777216
358,Lunar Power,Lunar Power,You need more Lunar Power,Used to power your abilities.,0,100,0,0,0,0,0,6,0.1,0.1,457328,0,628128,840435,0,0,-1,-1,-11503361,-5257732,-1,-16777216
361,Aegis of Aggramar,,,,0,100,100,0,0,0,0,6,0.1328,0.1367,457322,457301,629031,1041333,0,0,-1,-1,-1,-1,-1,-16777216
362,Ley Energy,,,Infuse yourself with ley line energy found in the Murloc Shoals.,0,50,0,0,0,0,0,6,0.13,0.13,459016,449447,446219,449431,449449,0,-1,-1,-1,-1,-1,-16777216
365,Bloodstone,,,The Bloodstone must feed on the blood of demons.,0,100,0,0,0,0,0,6,0.14,0.14,0,1130148,1131302,1131304,1131303,0,-1,-1,-1,-1,-1,-16777216
369,Corruption,Corruption,You are Cleansed.,"G'Hanir is oozing dark energy. If you become too corrupt you will awaken suddenly from the Emerald Dream!

Your healing spells will reduce your corruption.",0,100,0,0,1,1,0,71,0.13,0.13,525287,1131301,1131302,1131304,1131303,0,-1,-1,-1,-1,-1,-16777216
370,Passage of Time,,,Indicates the difference in the passage of time from the norm.,0,100,50,100,0,0,0,2,0.15,0.15,525293,525291,525292,0,0,0,-1,-1,-1,-517,-1,-16777216
371,Unstable Holy Energy,Holy Wrath,,Gathered holy energy unleashed by Light's Wrath from within the Nexus Vault.,0,100,0,0,0,0,0,275,0.15,0.15,458992,457301,457302,533346,449449,0,-3882045,-15856120,-1146,-723307,-394762,-16777216
376,Unstable Arcane Energy,Arcane Energy,,Gathered arcane energy unleashed by Aluneth from within the Nexus Vault.,0,100,0,0,0,0,0,275,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16522497,-11081217,-16733441,-16777216
377,Hunger,,You are too hungry to continue.,You need to eat to survive.,0,100,100,0,0,0,0,6,0.14,0.14,0,1130148,1131302,1131304,1131303,0,-1,-1,-1,-1,-1,-16777216
380,Brew Status,,,Complete the brew by following The Monkey King's instructions.,0,4,0,0,0,0,1,6,0.1328,0.1367,457569,449457,457567,449461,457568,0,-1,-1,-4818957,-16777216,-4037167,-16777216
381,Collected Ley Energy,Ley Energy,,Current Ley-Energy level. Race to successive Ley-Line nodes to charge your mana saber.,0,100,0,0,0,0,0,275,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16522497,-11081217,-16733441,-16777216
384,Metamorphosis,,,Metamorphosis time remaining.,1,45,45,20,0,0,0,102,0.1328,0.1367,457319,0,457317,0,0,0,-1,-1,-1,-1,-1,-16777216
387,Mortar Power,,,Shoot quickly before the power is drained!,0,30,30,0,-1,-1,0,6,0.15,0.15,0,1130150,1130149,1130147,1130146,0,-1,-1,-1,-1,-1,-16777216
388,Time Remaining,,,Discover the mines before its too late!,0,300,300,0,0,0,0,6,0.1328,0.1367,457328,457301,796705,653597,840434,0,-1,-1,-5268647,-1,-1,-16777216
389,Time Remaining,,,Discover the mines before its too late!,0,270,270,0,0,0,0,6,0.1328,0.1367,457328,457301,796705,653597,840434,0,-1,-1,-5268647,-1,-1,-16777216
390,Time Remaining,,,Discover the mines before its too late!,0,240,240,0,0,0,0,6,0.1328,0.1367,457328,457301,796705,653597,840434,0,-1,-1,-5268647,-1,-1,-16777216
391,Time Remaining,,,Discover the mines before its too late!,0,210,210,0,0,0,0,6,0.1328,0.1367,457328,457301,796705,653597,840434,0,-1,-1,-5268647,-1,-1,-16777216
392,Mists of Helheim,,,"Helya's power grows, invoking the Fury of the Maw when full.",0,100,0,0,0,0,0,2,0.1328,0.1367,458988,457301,457302,653601,0,0,-1,-1,-6752257,-4463400,-1840148,-16777216
393,Time Remaining,,,Time remaining to stop Thermaplugg!,0,11,10,0,0,0,4,375,0,0,1053204,0,0,0,0,1053205,-1,-16777216,-16777216,-16777216,-16777216,-602368
394,Time Remaining,,,Time remaining to stop Thermaplugg!,0,11,10,0,0,0,4,375,0,0,985508,0,0,0,0,985509,-1,-16777216,-16777216,-16777216,-16777216,-655344
395,Torment,Torment,Zero Torment.,Your torment at the hands of the Legion increases when you are struck by one of their abilities.,0,100,0,0,0,0,0,29,0.1679,0.1679,1588828,1588825,1588826,1588829,1588827,0,-1,-1,-65536,-4113,-65536,-16777216
399,Arcane Charge,,,Building Arcane energy to cast Expel Shadows.,0,300,0,0,0,0,0,10,0.1,0.1,0,1130150,1130149,1130147,0,0,-1,-1,-11507457,-5257732,-1,-16777216
400,Fel Energy,,,Expend fel energy by doing damage to enemies.,0,300,300,0,0,0,0,6,0.14,0.14,0,1130148,1130145,1130147,1130146,0,-1,-1,-1,-1,-1,-16777216
401,Aegis Power,,,Powering up the defense systems of the Tomb of Sargeras.,0,100,100,0,0,0,0,10,0.1,0.1,0,898400,628128,449451,0,0,-1,-1,-11507457,-5257732,-1,-16777216
404,Legion Assassin Targeting,Legion Threat,The Legion is not currently tracking you.,"Level of threat that you pose to the Legion. With more threat, assassins will be sent to kill you.",0,15,0,0,0,0,0,23,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
405,Essence of the Red,Essence of the Red,,Gathered essence of the lost red dragon.,0,100,0,0,0,0,0,275,0.15,0.15,458992,457301,457302,457320,1131303,0,-5409419,-15856120,-65536,-65536,-5672621,-16777216
408,Void Energy,Void Energy,Zero Energy.,Infused with Void energy while in this realm.,0,100,0,0,0,0,0,29,0.13,0.14,457319,449447,449448,449451,449449,0,-16777216,-16777216,-9764698,-7536430,-9764698,-16777216
410,Blackfuse Co. User Manual,Heat,,,0,100,0,50,0,0,0,307,0.13,0.13,982814,449447,449448,457300,449449,0,-1,-131587,-13356063,-1,-855316,-16777216
411,Blackfuse Co. User Manual,Heat,,,0,100,99,50,0,0,0,51,0.13,0.13,982815,449447,449448,457300,449449,0,-1,-131587,-1105626,-1,-919048,-16777216
414,Show Time,,,Make it good!,0,60,60,0,-1,-1,0,6,0.12,0.13,449450,449447,449448,449451,449449,0,-1,-1,-1,-1,-1,-16777216
415,Points,,,Score as many as possible. Do it with Style to reach higher scores!,0,1000,0,0,0,0,4,260,0,0,1053204,0,0,0,0,1053205,-1,-16777216,-16777216,-16777216,-16777216,-1
416,Akunda's Power,,,Gain Akunda's power by absorbing his Thunderous Strikes.,0,100,0,0,0,0,0,6,0.14,0.14,0,840432,796705,840435,840434,0,-1,-1,-1,-1,-1,-16777216
417,Spirits Defeated,,,Kill enemy assailants to break through their lines!,0,100,100,0,0,0,0,4,0,0,457314,449447,449448,449451,449449,0,-655616,-16777216,-17920,-16777216,-16777216,-16777216
421,Titanic Essence,Titanic Essence,Not Enough Titanic Essence,"Power of the Titans, granted by absorbing damage as the Avatar of Aggramar.",0,100,0,0,0,0,0,93,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
424,Life Energy,Life Energy,,"Defeat enemies to charge up Eonar's Life Energy.
Eonar will cast Life Force when her Life Energy reaches 100.",0,100,0,0,0,0,0,275,0.14,0.14,525287,457301,457302,457320,0,0,-3882045,-15856120,-12132806,-4131652,-10296488,-16777216
427,Soothe,Soothe,,You are soothing a gryphon. Fill the bar to tame the savage beast!,0,100,0,0,0,0,0,0,0.13,0.13,458988,898408,457317,457320,457318,0,-25620,-1,-1481773,-1,-1,-16777216
428,Heartstopper,Heartstopper,Your heart has been stopped!,Movement causes the toxin to surge through your veins!,0,100,0,0,0,0,0,10,0.13,0.13,628130,628127,628128,0,628129,0,-1,-1,-1,-1,-1,-16777216
430,Blackfuse Co. User Manual,Blight,,,0,100,100,0,0,0,0,307,0.13,0.13,457299,457296,457297,457300,0,0,-1,-131587,-2105377,-1,-8355712,-16777216
431,Footing,Footing,,Holding your ground on the upper spar. Knock your opponent off the side!,0,60,30,0,0,0,0,0,0.13,0.13,457327,628127,1131306,898403,898402,0,-1,-6654667,-10873322,-1,-16777216,-16777216
432,Name,,,Tooltip,0,30,30,0,1,1,0,6,0.15,0.15,0,1130150,1130149,1130147,1130146,0,-1,-1,-1,-1,-1,-16777216
433,Skycaller Staff Power,,,Build power in the skycaller staff by unleashing lightning upon the Sethrak!,0,100,0,0,0,0,0,6,0.14,0.14,0,840432,796705,840435,840434,0,-1,-1,-1,-1,-1,-16777216
434,Energy Level,Energy,,This creature will gain energy while Galvanized. When this creatures reaches full energy it will cast Consume Charge and gain a stack of Capacitance.,0,100,0,0,0,0,0,275,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16522497,-11081217,-16733441,-16777216
435,Energy Level,Energy,,"While Galvanized, you will gain energy.  When your energy level is full you can no longer be Galvanized.",0,100,0,0,0,0,0,275,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16522497,-11081217,-16733441,-16777216
436,Gryphon Grip,,,Hold on to the Gryphon! Don't let it toss you off!,0,100,50,0,-1,-1,0,6,0.1328,0.1367,457328,457301,457302,0,457303,0,-1,-1,-16744449,-1,-1,-16777216
437,Energy Level,Energy,,Gather Flowing Energy while avoiding the loose sparks. Coming into contact with any loose sparks will drain a portion of your collected energy and leaving the area of loose sparks will expel all collected energy.,0,100,0,0,0,0,0,262,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16522497,-11081217,-16733441,-16777216
438,Bulwark Power,Bulwark Power,Bulwark Power,Absorb Lightning Orbs to refill Vorrik's Bulwark.,0,100,100,0,1,1,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
439,Void Font,Energy,,Gather void essence by slaying enemies infected with Void.,0,100,0,0,0,0,0,23,0.13,0.13,449450,898408,898409,898412,0,0,-1,-1,-1,-1,-1,-16777216
440,Infected Blood,Infected Blood,Infected Blood,,0,30,0,0,0,0,0,6,0.1,0.15,0,1131301,1131302,1131304,1131303,0,-1,-1,-1,-1,-1,-16777216
541,Strain,Strain,Pushed to the Brink,"The terrors of this place assault your mind...
Damaging abilities in the Forgotten Cove will apply Strain. If Strain reaches 100, then your resolve will be tested...",0,100,0,0,0,0,0,10,0.13,0.13,459000,898408,1131302,1131304,898402,0,-1,-1,-1,-16777216,-1,-16777216
542,Azeroth's Life Force,Energy,,The Heart of Azeroth is empowering Azeroth's world soul.,0,100,0,0,0,0,0,150,0.13,0.13,0,2203827,2203828,2203830,2203829,0,-1,-1,-1,-1,-1,-16777216
543,Combined Power,Power,,"As the fight progresses, the combined power of the combatants increases.  When their combined power reaches sufficient thresholds the combatants will unleash team attack.",0,100,0,0,0,0,0,770,0.15,0.15,1059359,457302,457302,0,1059357,0,-3882045,-65280,-255,-11081217,-16733441,-16777216
544,Putrid Power,Putrid Power,Insufficient Putrid Power!,Putrid Power fuels Abominable Enrage. Use Slurp to consume Putrid Slime and increase Putrid Power.,0,100,0,0,0,0,0,10,0.13,0.13,457306,628127,628128,0,449449,0,-1,-1,-11147708,-1,-10033066,-16777216
545,Empowering Pollen,Empowering Pollen,Insufficient Empowering Pollen!,Empowering Pollen fuels Rapid Growth. Use Breathe Deep to consume Grove Spores and increase Empowering Pollen.,0,100,0,0,0,0,0,10,0.13,0.13,525287,457301,628128,0,449449,0,-1,-1,-13013453,-1,-13013453,-16777216
546,Lunar Essence,Lunar Essence,Insufficient Lunar Essence!,Lunar Essence is required to cast Tranquil Moonlight and Serene Intervention. Gain more by casting Lunar Spit and Starshot on enemies.,0,5,0,0,0,0,0,8,0.13,0.13,525287,0,449448,0,449449,0,-4025092,-16711681,-6921985,-1,-6921985,-16777216
547,Forlorn Sorrow,Forlorn Sorrow,Insufficient Forlorn Sorrow!,Forlorn Sorrow is required to cast Pulse of the Undying and Strength of the Graveborn. Gain Forlorn Sorrow by casting Deathly Wail and Grave Eruption on enemies.,0,5,0,0,0,0,0,8,0.13,0.13,458988,0,449448,0,449449,0,-3173124,-16711681,-10457345,-1,-9150209,-16777216
548,Energizing Pollen,Energizing Pollen,Insufficient Energizing Pollen!,Energizing Pollen fuels Heart of Thorns. Use Verdant Spear to increase Energizing Pollen.,0,100,0,0,0,0,0,10,0.13,0.13,525287,457301,628128,0,449449,0,-1,-1,-13013453,-1,-13013453,-16777216
549,Blood,Blood,Insufficient Blood!,Blood allows the Blood-Queen to fly for a short period of time.,0,30,0,0,0,0,0,10,0.08,0.08,446221,446218,446219,0,0,0,-1,-1,-4849664,-1,-1,-16777216
550,Hybridized Energy,Hybridized Energy,Insufficient Hybridized Energy!,Hybridized Energy fuels Nanocombustion. Use MEKA Buster to increase Hybridized Energy.,0,100,0,0,0,0,0,10,0.13,0.13,457306,457301,2203828,0,449449,0,-1,-1,-6294278,-1,-6294278,-16777216
551,Distance from Hidden Gob Squad,,,How far away you are from a member of the Gob Squad in hiding.,0,100,0,0,0,0,2,2,0,0,457591,457564,669470,0,457565,0,-1,-1,-1,-16777216,-1,-16777216
552,Souls Gathered,Soul,,Gathered souls to feed Xal'atath to empower her.,0,100,0,0,0,0,0,275,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16542209,-11053313,-12779265,-16777216
553,Azerite Vacuumizer,,,"This device holds any Azerite sucked out of the nearby Azerite mucks. 

It's not built very well, so Azerite will flow out of it from time to ti me.",0,100,0,0,-2,-2,0,0,0.1328,0.1367,457299,457296,1062073,457300,457298,0,-1,-1,-13606754,-1,-1,-16777216
554,Sanity,Sanity,Your mind is lost!,"The Visions and their denizens assault your Sanity.

When your Sanity reaches 0, you can only revive if an ally donates their Sanity, through a Sanity Restoration Orb, or through Titanic evacuation.",0,1000,1000,0,0,0,0,13336,0.13,0.14,3193609,3193605,3193607,3193610,3193608,0,-1,-1,-1,-1,-1,-16777216
555,Everburning Fuel,,,Fill the fuel tank with Everburning Fuel from the Blazing Strand.,0,100,0,0,0,0,0,23,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-386041,-1,-13967554,-16777216
556,Blizzard,Blizzard,Not enough power,"Must remain close to other players to avoid Freezing Blood.
The number of players required increases as the blizzard intensifies.",0,100,0,0,0,0,0,6,0.13,0.13,0,2565842,2565843,2565845,2565844,0,-1,-1,-1,-1,-1,-16777216
557,Drust Magic,Drust Magic,,Gathered Drust Magic.,0,100,0,0,0,0,0,279,0.15,0.15,459008,1036120,629031,2203830,840434,0,-8408352,-1,-65794,-1,-2561537,-16777216
558,Drust Magic,Drust Magic,,Gathered Drust Magic.,0,100,100,0,0,0,0,275,0.15,0.15,459008,1036120,629031,2203830,840434,0,-8408352,-1,-65794,-1,-2561537,-16777216
561,Tracing Progress,Tracing Progress,,Tracing shapes accurately increases your Tracing Progress.,0,100,0,0,0,0,0,275,0.15,0.15,653596,457301,457302,457320,653595,0,-3882045,-15856120,-16522497,-11081217,-16733441,-16777216
562,Fuse Timer,,,,0,100,100,0,-1,-1,0,23,0,0,0,2203827,457302,449471,0,0,-16777216,-1,-7593,-16777216,-16777216,-16777216
565,NRG-100 Cell Power,NRG-100 Cell Power,NRG-100 Cell Power,Defeat malfunctioning robots to drain their power.,0,100,0,50,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
567,Guiding Light,,,This guiding light guards against horrific visions waiting in the darkness.,0,100,100,0,0,0,0,10,0.1,0.1,0,898400,628128,449451,0,0,-1,-1,-11507457,-5257732,-1,-16777216
568,Frozen Blood,Frozen Blood,Your blood freezes!,Standing still causes your blood to freeze.,0,100,0,0,0,0,0,22,0.136719,0.136719,3023867,3023864,3023865,3023868,3023866,0,-14636289,-16777216,-12064769,-16777216,-16777216,-16777216
569,Venomous Blood,Venomous Blood,Toxins pump through your veins!,Moving causes the venom in your veins to pump faster.,0,100,0,0,0,0,0,22,0,0,3023872,3023869,3023870,3023873,3023871,0,-1,-16777216,-10223780,-16777216,-16777216,-16777216
570,Balance,,,Maintain your balance between Might and Magic.,0,100,50,0,0,0,0,6,0.1328,0.1367,627342,457301,457302,627343,0,0,-1,-1,-16742657,-1,-1,-16777216
572,Hardened Carapace,,,,0,100,100,0,0,0,0,83,0.086,0.086,0,2981812,2981813,2981814,0,0,16777215,16777215,16777215,16777215,16777215,0
575,Energy Channeled,,,Ralia is channeling energy through you for a ritual.,0,100,0,0,0,0,0,0,0.1328,0.1367,653596,1036120,840433,2203830,457303,0,-1,-1,-13606754,-1,-1,-16777216
576,Choke Meter,,,"Eating sausage increases your choke, while drinking brew decreases it.

Don't eat too fast or you will choke!",0,100,0,0,0,0,0,0,0,0,457325,457301,457302,449451,457303,0,-4490434,-3435684,-11674,-16777216,-600438,-16777216
577,Pylon Durability,,,Mardivas's arcane trap is attempting to destabalize the pylon. Use its defenses to defeat the attackers before it is destroyed.,0,6,6,0,0,0,0,6,0.1328,0.1367,457321,457301,457302,449451,449449,0,-1,-1,-4818957,-5723992,-1,-16777216
578,Anima Forge Heat,Heat,,Heat coming from the anima forge.,0,100,0,0,0,0,0,279,0.15,0.15,0,0,0,0,0,0,-1,-11549185,-6110977,-1,-11428353,-16777216
579,Defend the Location,,,,0,100,0,0,0,0,0,16390,0.13,0.13,0,0,0,0,0,0,-1,-11842741,-1,-1,-1,-16777216
580,Pressure,,,The weight of Loyalty presses down upon you.,0,100,50,0,-1,-1,0,6,0.1328,0.1367,457328,457301,457302,0,457303,0,-1,-1,-16744449,-1,-1,-16777216
581,Resonance,Resonance,Not Resonating,Degree of resonance with the Bell of Purity.,0,100,0,0,0,0,2,2,0,0,457566,457564,449443,0,457565,0,-401539,-16777216,-7678738,-16777216,-598016,-16777216
582,Sanity,,Your mind is lost!,"N'Zoth assaults your sanity throughout the encounter.

When your sanity reaches 0, N'Zoth invades your mind fully, granting Gift of N'Zoth and eventually becoming a Servant of N'Zoth.",0,100,100,0,0,0,0,3096,0.13,0.14,3193609,3193605,3193607,3193610,3193608,0,-1,-1,-1,-1,-1,-16777216
585,Profit,Profit,,Reap the rewards of an ancient invasion.,0,750,0,0,0,0,4,0,0,0,985510,0,0,0,0,985511,-6496513,-16777216,-16777216,-16777216,-16777216,-15270122
586,Sludge Portal Pump,,,Sends Congealed Sludge from Revendreth to the Brokers.,0,100,0,0,0,0,0,23,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-386041,-1,-13967554,-16777216
588,Distance from a hidden Necrosentry,,,How far away you are from a hidden Necrotic Sentry.,0,100,0,0,0,0,2,2,0,0,457566,669469,669470,0,669471,0,-1,-1,-16716395,-16777216,-16723583,-16777216
591,Siphoned Anima,Siphoned Anima,Siphoned Anima,Kill devourers to siphon their anima.,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796640,653597,653595,0,-1,-1,-1,-1,-1,-16777216
592,Anima Stores,,,Displays the amount of anima you currently have access to.,0,100,0,0,0,0,0,22,0.14,0.14,0,3614126,3614127,3614129,3614128,0,-1,-1,-1,-1,-1,-16777216
594,Runeblade Charge,,,Siphon the anima of enemies to charge your runeblade.,0,100,0,0,0,0,0,6,0.1328,0.1367,653596,457301,457302,0,840434,0,-1,-1,-14364258,-1,-16725249,-16777216
595,Anima Charges,Anima Charges,,,0,4,0,50,0,0,0,0,0.15,0.15,0,1131305,1131306,1131304,1131303,0,-1,-1,-1,-1,-1,-16777216
596,Anima Conflux,Anima Charge,The Anima Conflux is uncharged.,Drain anima from Necrotic Extractors to charge the Anima Conflux.,0,60,0,0,0,0,0,71,0.13,0.13,0,3614118,3614119,3614121,3614120,0,-1,-1,-1,-1,-1,-16777216
599,Container Level,,,,0,3,0,0,0,0,0,0,0.2,0.2,0,1036804,1036805,1036807,1036806,0,-16777216,-1,-5263441,-1,-5000269,-16777216
600,Alternate Power Bar Test B,,,,0,1,0,0,0,0,3,516,0,0,457590,967530,0,0,457589,0,-1,-1,-1,-16777216,-16777216,-16777216
601,Waystone Activating,,,The mysterious device is coming to life!,0,150,0,0,0,0,0,3095,0.1328,0.1367,653596,653593,796705,653597,653595,0,-1,-1,-16292870,-1,-13967403,-16777216
602,Anima Acorn,,,"The amount of anima within one anima acorn.

Fill it to receive a full acorn of anima!",0,100,0,0,0,0,0,2052,0.1328,0.1367,449450,457301,457302,0,840434,0,-1,-1,-13606754,-1,-1,-16777216
603,Distance from missing stone fiend.,,,How far away you are from the missing stone fiend.,0,100,0,0,0,0,2,2,0,0,457602,449442,449443,0,669471,0,-1,-1,-2945503,-16777216,-2162648,-16777216
604,Charge,,,Charging Bolvar's amulet. Kill mawsworn within the Cauldron to siphon their essence.,0,120,0,0,0,0,0,3223,0.13,0.13,0,3614122,3614123,0,3614124,0,-1,-1,-1,-2181,-1,-16777216
605,Anima Conflux,Anima Charge,The Anima Conflux is uncharged.,Drain anima from devourers and fallen centurions to charge the Anima Conflux.,0,100,0,0,0,0,0,71,0.13,0.13,0,3614118,3614119,3614121,3614120,0,-1,-1,-1,-1,-1,-16777216
606,Docility,,,"Displays the Docility of a Ravenous Devouerer. When depelted, the Ravenous Devourer will attack.",0,100,100,0,0,0,0,6,0.14,0.14,457328,457301,457305,0,0,0,-1,-8882056,-7650,-1,-1,-16777216
607,Anima,Anima,,Filling the Inert Centurion Core with anima.,0,100,0,0,0,0,0,2131,0.13,0.13,0,3614118,3614119,3614121,3614120,0,-1,-1,-1,-1,-1,-16777216
608,Power Containment Module,,,Stored energy charges the Combat Nullifier 07-X.,0,100,0,0,0,0,0,6,0.1328,0.1367,653596,1036120,840433,2203830,457303,0,-1,-1,-13606754,-1,-1,-16777216
609,Soulseeker Crystal,,,Kill enemies in the House of Rituals to charge the Soulseeker Crystal.,0,100,0,0,0,0,0,6,0.1328,0.1367,0,3614122,3614123,3614125,3614124,0,-1,-1,-1,-1,-1842205,-16777216
610,Allaying Crook,Anima,The Allaying Crook is uncharged.,Pacify anima-starved wildlife to charge the Allaying Crook.,0,100,0,0,0,0,0,71,0.13,0.13,0,3614118,3614119,3614121,3614120,0,-1,-1,-1,-1,-1,-16777216
611,Experimental Fluid,,,,0,100,0,0,0,0,0,6,0.1328,0.1367,3023867,3023869,3023870,3023873,3023871,0,-1,-1,-13606754,-1,-1,-16777216
612,Anima,Anima,,Filling the Colossal Core with anima.,0,100,0,0,0,0,0,2131,0.13,0.13,0,3614118,3614119,3614121,3614120,0,-1,-1,-1,-1,-1,-16777216
615,Manifested Torment,,,Coalesced energy of the suffering souls in the Maw.,0,100,0,0,0,0,1,3095,0.2,0.2,457610,449437,449458,449441,449439,0,-4341568,-16579580,-262145,-3024679,-722953,-16777216
616,Applause,Applause,The crowd is displeased!,Don't lose the crowd!,0,100,0,0,0,0,0,22,0.1,0.1,449450,449447,449448,449431,449449,0,-16777216,-7237231,-1048802,-16777216,-16777216,-16777216
