Name_lang,Pos[0],Pos[1],Pos[2],MapOffset[0],MapOffset[1],FlightMapOffset[0],FlightMapOffset[1],ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID[0],MountCreatureID[1]
Quest - Howling Fjord - Naglfar (Nodes),0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0
"Transport, Howling Fjord (Gondola, Top)",690.99,-3819.6,249.06,0,0,0,0,218,571,0,0,0,0,0,0,0,0,0
"Transport, Howling Fjord (Gondola, Bottom)",607.96,-2906.17,38.54,0,0,0,0,219,571,0,0,0,0,0,0,0,0,0
"Amber Ledge, Borean (To Beryl)",3465.66,5901.76,144.17,0,0,0,0,221,571,0,0,0,0,0,0,0,26088,0
"Beryl Point, Borean",3213.74,6084.72,138,0,0,0,0,222,571,0,0,0,0,0,0,0,25695,0
Quest - Naglevar,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0
"Borean Tundra, Naglevar",0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0
"Amber Ledge, Borean (to Coldarra)",3574.06,5971.04,136.11,0,0,0,0,225,571,0,0,0,0,0,0,0,25695,0
"Transitus Shield, Coldarra",3575.44,6661.64,195.19,-0.006,0,0,0,226,571,0,226,3,0,0,0,0,26899,26899
"Transport, PattyMacDevTest",16625.63,16862.9,46.98,0,0,0,0,227,451,0,0,0,0,0,0,0,28901,25968
Development Land - Pat Test Start,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0
Development Land - Pat Test End,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0
"Transport, Tuskarr 01",2690.26,889.81,4.61,0,0,0,0,230,571,0,0,0,0,0,0,0,0,0
"Transport, Tuskarr 02",2690.33,897.63,4.62,0,0,0,0,231,571,0,0,0,0,0,0,0,0,0
Borean Tundra - Warsong Hold Wolf Start,2774.69,6258.14,83.68,0,0,0,0,232,571,0,0,0,0,0,0,0,26128,0
Borean Tundra - Warsong Hold Wolf End,3443.52,4103.95,16.01,0,0,0,0,233,571,0,0,0,0,0,0,0,0,0
"Coldarra Ledge, Coldarra",4130.62,7372.31,534.11,0,0,0,0,234,571,0,0,0,0,0,0,0,26263,0
"Transitus Shield, Coldarra (NOT USED)",3575.56,6651.84,195.21,0,0,0,0,235,571,0,0,0,0,0,0,0,25695,0
"Coldarra, Keristrasza to Malygos",4026.95,7085.54,165.54,0,0,0,0,236,571,0,0,0,0,0,0,0,26263,0
"Coldarra, Keristrasza Landing",3929.4,6590.74,170.34,0,0,0,0,237,571,0,0,0,0,0,0,0,0,0
Borean Tundra - Quest - Dusk Start,3109,3819.54,23.24,0,0,0,0,239,571,0,0,0,0,0,0,0,26404,0
Borean Tundra - Quest - Dusk - End,3614.3,3670.12,35.78,0,0,0,0,240,571,0,0,0,0,0,0,0,11195,0
"Transport, Valiance Keep",0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0
Quest - Dragonblight - Spiritual Vision - Begin,2739.73,882.37,6.64,0,0,0,0,242,571,0,0,0,0,0,0,0,21396,0
Quest - Dragonblight - Spiritual Vision - End,2738.47,882.46,6.5,0,0,0,0,243,571,0,0,0,0,0,0,0,0,0
"Wintergarde Keep, Dragonblight",3712.43,-694.86,215.57,0,0,0,0,244,571,0,244,1,0,0,0,0,0,541
"Valiance Keep, Borean Tundra",2269.54,5173.69,11.1,0.017,0.014,0,0,245,571,0,245,1,0,0,0,0,0,541
"Fizzcrank Airstrip, Borean Tundra",4127.23,5313.07,28.67,0,-0.007,0,0,246,571,0,246,1,0,0,0,0,0,28360
"Stars' Rest, Dragonblight",3504.13,1992.03,64.96,0.009,0.004,0,0,247,571,0,247,1,0,0,0,0,0,3837
"Apothecary Camp, Howling Fjord",2108.11,-2970.62,148.58,0,0,0,0,248,571,0,248,2,0,0,0,0,3574,0
"Camp Oneqwah, Grizzly Hills",3876.34,-4520.08,217.32,0.017,0,0,0,249,571,0,249,2,0,0,0,0,2224,0
"Conquest Hold, Grizzly Hills",3258.9,-2263.09,114.37,0.018,-0.007,0,0,250,571,0,250,2,0,0,0,0,2224,0
"Fordragon Hold, Dragonblight",4612.21,1406.6,195.06,-0.01,0,0,0,251,571,0,251,1,0,0,0,0,0,541
"Wyrmrest Temple, Dragonblight",3653.21,247.58,52.26,-0.034,0.015,0,0,252,571,0,252,3,0,0,0,0,26899,26899
"Amberpine Lodge, Grizzly Hills",3446.35,-2754.1,199.4,0,-0.02,0,0,253,571,0,253,1,0,0,0,0,0,541
"Venomspite, Dragonblight",3242.96,-666.16,166.79,-0.01,0,0,0,254,571,0,254,2,0,0,0,0,3574,0
"Westfall Brigade, Grizzly Hills",4584.98,-4254.69,182.21,-0.003,0,0,0,255,571,0,255,1,0,0,0,0,0,541
"Agmar's Hammer, Dragonblight",3865.87,1525.63,90.04,0.01,-0.01,0,0,256,571,0,256,2,0,0,0,0,2224,0
"Warsong Hold, Borean Tundra",2920.29,6242.85,208.8,-0.007,0,0,0,257,571,0,257,2,0,0,0,0,2224,0
"Taunka'le Village, Borean Tundra",3449.51,4089.52,16.64,0,-0.02,0,0,258,571,0,258,2,0,0,0,0,2224,0
"Bor'gorok Outpost, Borean Tundra",4474.79,5712.13,81.28,0.007,-0.02,0,0,259,571,0,259,2,0,0,0,0,2224,0
"Kor'kron Vanguard, Dragonblight",4946.67,1165.94,239.57,0,-0.007,0,0,260,571,0,260,2,0,0,0,0,2224,0
Quest - Stars' Rest to Wintergarde End,3711.31,-698.18,215.57,0,0,0,0,261,571,0,0,0,0,0,0,0,0,27127
"Grizzly Hills, Alliance Log Ride Start 01",4267.39,-3050.93,318.16,0,0,0,0,262,571,0,0,0,0,0,0,0,29878,0
"Grizzly Hills, Alliance Log Ride End 01",2663.67,-2181.45,3.43,0,0,0,0,263,571,0,0,0,0,0,0,0,0,0
"Transport, Auberdine (NEW)",0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0
"Transport, Theramore (NEW)",0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0
"Transport, Menethil (NEW)",0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0
"Grizzly Hills, Alliance Log Ride Start",4272.09,-3248.26,324.93,0,0,0,0,267,571,0,0,0,0,0,0,0,29878,0
"Grizzly Hills, Alliance Log Ride End",2664.22,-2344.63,21.7,0,0,0,0,268,571,0,0,0,0,0,0,0,0,0
Quest - Westguard Keep to Wintergarde Keep Begin,1341.67,-3288.74,174.45,0,0,0,0,269,571,0,0,0,0,0,0,0,0,27491
Quest - Westguard Keep to Wintergarde Keep End,3712.23,-693.85,215.42,0,0,0,0,270,571,0,0,0,0,0,0,0,0,27491
"Grizzly Hills, Horde Log Ride Start",4311.25,-2956.61,317.31,0,0,0,0,271,571,0,0,0,0,0,0,0,29879,0
"Grizzly Hills, Horde Log Ride End",2883.75,-1673.71,6.48,0,0,0,0,272,571,0,0,0,0,0,0,0,0,0
"Wyrmrest Temple - bottom to top, Dragonblight - Begin",3547.22,381.49,52.26,0,0,0,0,273,571,0,0,0,0,0,0,0,26899,26899
"Wyrmrest Temple - bottom to top, Dragonblight - End",3590.38,277.54,340.85,0,0,0,0,274,571,0,0,0,0,0,0,0,0,0
"Wyrmrest Temple - top to bottom, Dragonblight - Begin",3587.65,279.21,340.83,0,0,0,0,275,571,0,0,0,0,0,0,0,26899,26899
"Wyrmrest Temple - top to bottom, Dragonblight - End",3511.48,373.93,52.26,0,0,0,0,276,571,0,0,0,0,0,0,0,0,0
"Wyrmrest Temple - top to middle, Dragonblight - Begin",3587.55,279.14,340.83,0,0,0,0,277,571,0,0,0,0,0,0,0,26899,26899
"Wyrmrest Temple - top to middle, Dragonblight - End",3543.24,307.04,116.73,0,0,0,0,278,571,0,0,0,0,0,0,0,0,0
"Wyrmrest Temple - middle to top, Dragonblight - End",3587.04,277.14,340.82,0,0,0,0,279,571,0,0,0,0,0,0,0,0,0
"Wyrmrest Temple - middle to top, Dragonblight - Begin",3545.62,273.6,116.84,0,0,0,0,280,571,0,0,0,0,0,0,0,26899,26899
"Wyrmrest Temple - middle to bottom, Dragonblight - End",3512.22,373.57,52.26,0,0,0,0,281,571,0,0,0,0,0,0,0,0,0
"Wyrmrest Temple - middle to bottom, Dragonblight - Begin",3545.61,273.6,116.84,0,0,0,0,282,571,0,0,0,0,0,0,0,26899,26899
"Wyrmrest Temple - bottom to middle, Dragonblight - End",3543.37,307.06,116.73,0,0,0,0,283,571,0,0,0,0,0,0,0,0,0
"Wyrmrest Temple - bottom to middle, Dragonblight - Begin",3548.15,381.01,52.26,0,0,0,0,284,571,0,0,0,0,0,0,0,26899,26899
Quest - Wintergarde -> Stars' Rest (Start),0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,27764
Quest - Wintergarde -> Stars' Rest (End),3503.76,1990.11,65.12,0,0,0,0,286,571,0,0,0,0,0,0,0,0,0
Quest - Valgarde -> Westguard Keep Start,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,27491
Quest - Valgarde -> Westguard Keep End,1341.23,-3288.91,174.46,0,0,0,0,288,571,0,0,0,0,0,0,0,0,0
"Amber Ledge, Borean Tundra",3587.84,5973.3,136.22,0,0,0,0,289,571,0,289,3,0,0,0,0,26899,26899
"Argent Stand, Zul'Drak",5450.3,-2606.27,306.91,0,0,0,0,290,571,0,0,0,0,0,0,0,28172,0
"Ruined City Post 01, Zul'Drak",5028.69,-3020.38,292.42,0,0,0,0,291,571,0,0,0,0,0,0,0,0,0
Flavor - Stormwind Harbor  - Start,-8338.36,1107.01,57.26,0,0,0,0,292,0,0,0,0,0,0,0,0,0,541
Flavor - Stormwind Harbor - Stop,-8341.09,1101.85,57.26,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0
"Moa'ki, Dragonblight",2792.45,908.96,22.33,-0.014,0.007,0,0,294,571,0,294,3,0,0,0,0,2224,541
"Kamagua, Howling Fjord",785.27,-2887.71,5.89,0.005,-0.02,0,0,295,571,0,295,3,0,0,0,0,2224,541
"Unu'pe, Borean Tundra",2919.19,4046.09,1.85,-0.007,0.02,0,0,296,571,0,296,3,0,0,0,0,2224,541
Sholazar Basin - Quest - Reconnaisance - Start,5557.57,5802.05,-66.09,0,0,0,0,297,571,0,0,0,0,0,0,0,0,0
Sholazar Basin - Quest - Reconnaisance - End,5505.35,4747.79,-194.43,0,0,0,0,298,571,0,0,0,0,0,0,0,0,0
Transport: Menethil <-> Valgarde,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0
"Transport, Stormwind",0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0
Quest - Borean Tundra - Check In With Bixie - Begin,4125.51,5310.99,28.68,0,0,0,0,301,571,0,0,0,0,0,0,0,0,28360
Quest - Borean Tundra - Check In With Bixie - End,4171.83,4335.63,36.23,0,0,0,0,302,571,0,0,0,0,0,0,0,0,0
"Valiance Landing Camp, Wintergrasp",5100.81,2185.65,365.62,0,0,0,0,303,571,0,303,1,0,0,0,0,0,541
"The Argent Stand, Zul'Drak",5521.63,-2672.25,303.95,0.01,-0.04,0,0,304,571,0,304,3,0,0,0,0,2224,541
"Ebon Watch, Zul'Drak",5218.9,-1302.22,242.16,0.015,-0.01,0,0,305,571,0,305,7,0,0,0,0,32981,32981
"Light's Breach, Zul'Drak",5190.11,-2206.46,239.4,0.014,0,0,0,306,571,0,306,3,0,0,0,0,2224,541
"Zim'Torga, Zul'Drak",5777.4,-3594.94,386.69,0.012,-0.01,0,0,307,571,0,307,3,0,0,0,0,2224,541
"River's Heart, Sholazar Basin",5506.23,4748.1,-194.43,0,0,0,0,308,571,0,308,3,0,0,0,0,28625,28625
"Nesingwary Base Camp, Sholazar Basin",5596.1,5824.37,-67.73,0,0,0,0,309,571,7376,309,3,0,0,0,0,28625,28625
Dalaran,5813.89,449.13,658.75,0,0,0,0,310,571,0,310,3,0,0,0,0,2224,541
"Camp Onequah, Grizzly Hills (Quest)",3877.91,-4519.59,217.29,0,0,0,0,311,571,0,0,0,0,0,0,0,2224,0
"Light's Breach, Zul'Drak (Quest)",5189.67,-2206.85,239.4,0,0,0,0,312,571,0,0,0,0,0,0,0,0,0
"Westfall Brigade, Grizzly Hills (Quest)",4584.01,-4250.38,182.17,0,0,0,0,313,571,0,0,0,0,0,0,0,0,541
"Zim'Torga, Zul'Drak (Quest)",5779.13,-3596.42,386.85,0,0,0,0,314,571,0,0,0,0,0,0,0,3574,0
Acherus: The Ebon Hold,2352.37,-5666.91,382.24,0.02,0.085,0,0,315,0,7305,315,3,0,0,0,0,32981,32981
Ebon Hold - Acherus -> Death's Breach Start,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,29488,29488
Ebon Hold - Acherus -> Death's Breach End,2431,-5730.21,157.94,0,0,0,0,317,609,0,0,0,0,0,0,0,0,0
Ebon Hold - Death's Breach -> Acherus Start,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,29501,29501
Ebon Hold - Death's Breach -> Acherus End,2356.51,-5664.18,382.25,0,0,0,0,319,609,0,0,0,0,0,0,0,0,0
"K3, The Storm Peaks",6186.75,-1052.91,410.2,0.014,0,0,0,320,571,0,320,3,0,0,0,0,2224,541
"Frosthold, The Storm Peaks",6667.04,-258.7,961.9,-0.01,0,0,0,321,571,0,321,1,0,0,0,0,0,541
"Dun Niffelem, The Storm Peaks",7308.04,-2607.6,814.8,0,-0.007,0,0,322,571,0,322,3,0,0,0,0,32585,32585
"Grom'arsh Crash-Site, The Storm Peaks",7857.3,-735.02,1177.15,0.01,-0.01,0,0,323,571,0,323,2,0,0,0,0,2224,0
"Camp Tunka'lo, The Storm Peaks",7793.85,-2810.09,1217.03,0.034,0.007,0,0,324,571,0,324,2,0,0,0,0,2224,0
"Death's Rise, Icecrown",7427.32,4224.16,314.11,0,0,0,0,325,571,0,325,3,0,0,0,0,32981,32981
"Ulduar, The Storm Peaks",8864.74,-1324.33,1032.82,0.015,0.04,0,0,326,571,0,326,3,0,0,0,0,2224,541
"Bouldercrag's Refuge, The Storm Peaks",8472.46,-335.95,906.48,0,0,0,0,327,571,0,327,3,0,0,0,0,2224,541
"Transport, Icecrown Airship (A)",7501.65,1140.28,682.23,0,0,0,0,328,571,0,0,0,0,0,0,0,0,0
"Transport, Icecrown Airship (H)",7561.81,1724.59,683.56,0,0,0,0,329,571,0,0,0,0,0,0,0,0,0
"Transport, Icecrown (Target)",7489.64,1477.72,328.64,0,0,0,0,330,571,0,0,0,0,0,0,0,0,0
"Gundrak, Zul'Drak",6897.65,-4118.23,467.35,0,0,0,0,331,571,0,331,7,0,0,0,0,2224,541
"Warsong Camp, Wintergrasp",5024.99,3685.55,362.94,0,0,0,0,332,571,0,332,2,0,0,0,0,2224,0
"The Shadow Vault, Icecrown",8408.09,2702.66,655.11,0,-0.027,0,0,333,571,0,333,3,0,0,0,0,32981,32981
"The Argent Vanguard, Icecrown",6164.49,-61.31,388.18,0,0.018,0,0,334,571,0,334,3,0,0,0,0,2224,541
"Crusaders' Pinnacle, Icecrown",6402.06,467.86,511.29,0,0,0,0,335,571,0,335,3,0,0,0,0,32586,32586
"Windrunner's Overlook, Crystalsong Forest",5035.65,-519.96,225.41,0.01,0,0,0,336,571,0,336,1,0,0,0,0,0,31315
"Sunreaver's Command, Crystalsong Forest",5590.49,-693.23,206.63,-0.005,0.02,0,0,337,571,0,337,2,0,0,0,0,34709,0
"Blackfathom Camp, Ashenvale",3880.51,654.16,10.46,0,0,0,0,338,1,0,338,1,0,0,0,0,0,3837
"Grove of the Ancients, Darkshore",4970.5,147.65,51.64,-0.005,0,0,0,339,1,0,339,1,0,0,0,0,0,3837
"Argent Tournament Grounds, Icecrown",8475.79,891.2,547.29,0,0,0,0,340,571,0,340,3,0,0,0,0,34709,31315
Ulduar Raid - Interior - Insertion Point,-749.2,-99.99,429.68,0,0,0,0,341,603,0,0,0,0,0,0,0,25968,25968
Ulduar Raid - Iron Concourse,119.96,-71.62,409.8,0,0,0,0,342,603,0,0,0,0,0,0,0,25968,25968
"Splintertree, Ashenvale",2309.23,-2523.21,103.06,0,0,0,0,343,1,0,0,0,0,0,0,0,20413,0
Quest - Splintertree  Post -> Zoramgar,2308.32,-2521.55,103.16,0,0,0,0,344,1,0,0,0,0,0,0,0,2224,0
"Quest - Zoramgar, Ashenvale",3350.83,1054.24,3.01,0,0,0,0,345,1,0,0,0,0,0,0,0,20413,0
"Ashenvale 4.x, Azshara to Mor'shan Ramparts",2873.53,-3740.51,90.6,0,0,0,0,346,1,0,0,0,0,0,0,0,2224,0
"Ashenvale 4.x, Mor'shan Landing",1225.78,-2250.9,91.76,0,0,0,0,347,1,0,0,0,0,0,0,0,0,0
Transport: Thunder Bluff <-> Org (Zep),0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0
"Andruk, Zoram'gar",3350.21,1054.12,3.03,0,0,0,0,349,1,0,0,0,0,0,0,0,2224,0
"Hellscream's Watch, Ashenvale",3049.08,-498.95,205.64,-0.007,0,0,0,350,1,0,350,2,0,0,0,0,2224,0
"Stardust Spire, Ashenvale",1905.11,-321.99,118.25,0.01,0.01,0,0,351,1,0,351,1,0,0,0,0,0,3837
Isle of Conquest - Gunships,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0
"The Mor'Shan Ramparts, Ashenvale",1206.05,-2209.15,92.1406,0,0,0,0,354,1,0,354,2,0,0,0,0,2224,0
"Silverwind Refuge, Ashenvale",2159.62,-1144.05,97.87,0,-0.01,0,0,356,1,0,356,2,0,0,0,0,2224,0
Quest - Icecrown - North Sea Kraken Bombing - Start,8498.32,1066.32,552.19,0,0,0,0,358,571,0,0,0,0,0,0,0,35146,35146
Quest - Icecrown - North Sea Kraken Bombing - End,8501.53,1064.02,552.19,0,0,0,0,359,571,0,0,0,0,0,0,0,33857,33857
"Cliffwalker Post, Stonetalon Mountains",2188,1241.89,465.763,0.01,-0.015,0,0,360,1,0,360,2,0,0,0,0,42886,0
"Windshear Hold, Stonetalon Mountains",1268.51,432.87,95.56,0,0,0,0,361,1,0,361,1,0,0,0,0,0,3837
"Krom'gar Fortress, Stonetalon Mountains",932.12,-21.25,92.81,0.015,0,0,0,362,1,0,362,2,0,0,0,0,2224,0
"Malaka'jin, Stonetalon Mountains",-111.94,-260.41,23.88,0,0,0,0,363,1,0,363,2,0,0,0,0,2224,0
"Northwatch Expedition Base Camp, Stonetalon Mountains",237.88,-281.35,92.76,0,0,0,0,364,1,0,364,1,0,0,0,0,0,541
"Farwatcher's Glen, Stonetalon Mountains",973.94,2013.13,126.59,0.015,0.008,0,0,365,1,0,365,1,0,0,0,0,0,3837
"Furien's Post, Desolace",-439.15,2242.62,93.09,-0.007,0,0,0,366,1,0,366,2,0,0,0,0,19917,0
"Thargad's Camp, Desolace",-1694.53,2577.57,136.59,0.006,0,0,0,367,1,0,367,1,0,0,0,0,0,541
"Karnum's Glade, Desolace",-1038.43,1637.99,60.56,-0.007,-0.037,0,0,368,1,0,368,3,0,0,0,0,2224,3837
"Thunk's Abode, Desolace",-534.04,1056.68,89.91,0.005,0,0,0,369,1,0,369,3,0,0,0,0,36709,36709
"Ethel Rethor, Desolace",-356.47,2478.9,75.95,0.008,-0.012,0,0,370,1,0,370,3,0,0,0,0,36706,36706
Vashj'ir - Alliance Start,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0
Vashj'ir - Alliance End,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0
Mulgore - Red Cloud Mesa: To Bloodhoof,-2936.14,-1.52,189.07,0,0,0,0,373,1,0,0,0,0,0,0,0,0,0
Mulgore - Red Cloud Mesa: To Bloodhoof (End),-2333.39,-388.45,-7.97,0,0,0,0,374,1,0,0,0,0,0,0,0,0,0
"Transport, Gadgetzan",0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0
Icecrown Raid - Airship Battle Taxi Paths,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0
Icecrown Dungeon - Gunships,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0
Quest - Dun Morogh - Coldridge Valley - Pack Your Bags End,0,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,30853,0
Icecrown Raid - Saurfang's Ship (End),-200.59,1437.53,-452.27,0,0,0,0,379,631,0,0,0,0,0,0,0,0,0
Icecrown Raid - Saurfang's Ship (Start),0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0
Quest [Transport] Icecrown Raid - Saurfang Ship (START),0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0
Quest [Transport] Icecrown Raid - Saurfang Ship (END),0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0
"Thondroril River, Eastern Plaguelands",1935.97,-2694.48,61.9471,0.008,0.008,0,0,383,0,0,383,3,0,0,0,0,2224,541
"The Bulwark, Tirisfal",1726.62,-740.981,59.9282,-0.005,0.002,0,0,384,0,0,384,2,0,0,0,0,3574,0
"Mossy Pile, Un'Goro Crater",-6958.44,-1095.24,-272.65,0.004,-0.012,0,0,386,1,0,9,3,0,0,0,0,2224,541
"Honor's Stand, Southern Barrens",-335.2,-1532.44,87.51,0.000998004,0.011627907,0,0,387,1,0,85,1,0,0,0,0,0,541
"Northwatch Hold, Southern Barrens",-2124.21,-3561.79,100.89,0,0,0,0,388,1,0,86,1,0,0,0,0,0,541
"Fort Triumph, Southern Barrens",-3150.25,-2286.27,93.01,0,0,0,0,389,1,0,87,1,0,0,0,0,0,541
"Hunter's Hill, Southern Barrens",-798.72,-1590.87,140.63,0.00998004,-0.0029069767,0,0,390,1,0,34,2,0,0,0,0,2224,0
"Desolation Hold, Southern Barrens",-3288.85,-1697.99,122.62,0.02,0,0,0,391,1,0,15,2,0,0,0,0,2224,0
CC Prologue - GT - Quest - Vent Horizon - Start,-5448.5,-665.08,392.95,0,0,0,0,392,0,0,0,0,0,0,0,0,28625,28625
CC Prologue - GT - Quest - Vent Horizon - End,-5447.85,-665.59,393.16,0,0,0,0,393,0,0,0,0,0,0,0,0,35146,35146
CC Prologue - GT - Battle Flight - Start,-5451.48,-667.73,393.01,0,0,0,0,394,0,0,0,0,0,0,0,0,28625,28625
CC Prologue - GT - Battle Flight - End,-5434.71,523.09,388.3,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0
"Bloodhoof Village, Mulgore",-2299.54,-379.069,-9.11829,0.005,0,0,0,402,1,0,51,2,0,0,0,0,2224,0
Durotar - ET - CC Prologue Spy Frog Start,-839.64,-4985.35,14.65,0,0,0,0,404,1,0,0,0,0,0,0,0,40203,0
Durotar - ET - CC Prologue Spy Frog End,-838.01,-4986.28,14.75,0,0,0,0,405,1,0,0,0,0,0,0,0,40203,0
"Quest - ""To The Summit"" - Westreach Summit - End",-4305.92,-923.57,81.15,0,0,0,0,413,1,0,0,0,0,0,0,0,0,0
"Quest - ""To The Summit"" - Camp Mojache -> Westreach Summit - Begin",-4568.22,-3224.09,34.87,0,0,0,0,414,1,0,0,0,0,0,0,0,2224,0
"Quest - ""To The Summit"" - Mudsprocket -> Westreach Summit - Begin",-4567.53,-3224.61,34.84,0,0,0,0,429,1,0,0,0,0,0,0,0,2224,0
"Quest - ""To New Thalanaar"" - Mudsprocket -> New Thalanaar - Begin",-4462.36,-543.04,5.4,0,0,0,0,433,1,0,0,0,0,0,0,0,0,36706
"Quest - ""To New Thalanaar"" - New Thalanaar - End",-4462.05,-543.39,5.37,0,0,0,0,434,1,0,0,0,0,0,0,0,0,0
"Quest - ""To New Thalanaar"" - Shadebough -> New Thalanaar - Begin",-4997.68,71.01,99.89,0,0,0,0,436,1,0,0,0,0,0,0,0,0,31315
Durotar - ET - CC Prologue Troll Taxi Bat Start,-838.85,-4985.99,14.71,0,0,0,0,438,1,0,0,0,0,0,0,0,3574,0
Durotar - ET - CC Prologue Troll Recruit End,284.38,-4762.36,12.56,0,0,0,0,439,1,0,0,0,0,0,0,0,3574,0
Durotar - ET - CC Prologue - Troll Battle End,-848.2,-5339.46,3.07,0,0,0,0,440,1,0,0,0,0,0,0,0,0,0
"Dolanaar, Teldrassil",9873.1,977.698,1309.98,0,0,0,0,456,1,0,36,1,0,0,0,0,0,3837
"Darnassus, Teldrassil",9968.8,2622.09,1316.08,0,0,0,0,457,1,0,35,1,0,0,0,0,0,3837
"Nozzlepot's Outpost, Northern Barrens",1152.6,-3381.74,91.8054,0.00499002,-0.0043604653,0,0,458,1,0,46,2,0,0,0,0,2224,0
"Brill, Tirisfal Glades",2272.68,372.064,35.7611,0,-0.005,0,0,460,0,0,113,2,0,0,0,0,3574,0
Quest Path 2063: Brian's 4.0 Test Path ,16083.1,16120.1,69.4444,0,0,0,0,509,451,0,0,0,0,0,0,0,28783,28783
"Fizzle & Pozzik's Speedbarge, Thousand Needles",-6075.37,-3913.44,21.6224,0.018,0.01,0,0,513,1,0,47,3,0,0,0,0,2224,3837
"Smuggler's Scar, Vashj'ir",-4588.05,3481.12,-102.718,-0.01,-0.04,0,0,521,0,0,57,3,0,0,0,0,40848,40848
"Silver Tide Hollow, Vashj'ir",-6105.61,4285.08,-350.5,0,0.015,0,0,522,0,0,54,3,0,0,0,0,40848,40848
"Tranquil Wash, Vashj'ir",-6616.4,4308.28,-564.077,0.002,-0.002,0,0,523,0,0,60,1,0,0,0,0,0,40848
"Darkbreak Cove, Vashj'ir",-6902.25,5943.82,-766.516,0.02,-0.055,0,0,524,0,0,59,1,0,0,0,0,0,40848
"Legion's Rest, Vashj'ir",-6805.63,4199.85,-480.947,-0.007,-0.03,0,0,525,0,0,157,2,0,0,0,0,40848,0
"Tenebrous Cavern, Vashj'ir",-6507.99,6075.25,-671.461,0.072,0.025,0,0,526,0,0,161,2,0,0,0,0,40848,0
"Dawnrise Expedition, Tanaris",-9487.89,-2467.13,16.7286,0,0,0,0,531,1,0,78,2,0,0,0,0,2224,0
"Gunstan's Dig, Tanaris",-9493.71,-2953.99,12.6826,0,0,0,0,532,1,0,81,1,0,0,0,0,0,541
"Sen'jin Village, Durotar",-780.267,-4890.28,19.6215,-0.005,0,0,0,536,1,0,63,2,0,0,0,0,3574,0
"Razor Hill, Durotar",269.917,-4766.76,11.4946,0,0.008,0,0,537,1,0,62,2,0,0,0,0,2224,0
test - JZB - Orgrim's Hammer,4.65694,-2.34398,34.3213,0,0,0,0,538,622,0,0,0,0,0,0,0,0,0
"Bootlegger Outpost, Tanaris",-8683.09,-4088.1,40.0553,0.01,0.014,0,0,539,1,0,77,3,0,0,0,0,2224,541
"The Sludgewerks, Stonetalon Mountains",1825.94,727.208,162.123,0.01,0,0,0,540,1,0,165,2,0,0,0,0,2224,0
"Mirkfallon Post, Stonetalon Mountains",1379.42,1034.86,165.088,0.011,0,0,0,541,1,0,170,1,0,0,0,0,0,3837
"Whelgar's Retreat, Wetlands",-3222.93,-1989.49,50.5475,0.016,0,0,0,551,0,0,168,1,0,0,0,0,0,541
"Greenwarden's Grove, Wetlands",-3306.65,-2718.69,20.4836,-0.006,0,0,0,552,0,0,162,1,0,0,0,0,0,3837
"Dun Modr, Wetlands",-2656.54,-2464.28,80.3378,0,0,0,0,553,0,0,176,1,0,0,0,0,0,541
"Slabchisel's Survey, Wetlands",-4113.6,-2741.21,18.9911,0.01,-0.005,0,0,554,0,0,169,1,0,0,0,0,0,541
"Farstrider Lodge, Loch Modan",-5668.31,-4253.44,407.015,0.02,0.005,0,0,555,0,924,84,1,0,0,0,0,0,541
"Shrine of Aviana, Hyjal",4987.87,-2676.19,1426.36,0,0,0,0,557,1,0,137,3,0,0,0,0,3837,3837
