ID,SoundKitID,ParentSoundKitID
3597,146579,146578
3598,146603,146602
3599,146612,146611
3600,146623,146622
3601,146636,146635
3602,146638,146637
3603,146640,146639
3604,146646,146645
3605,146652,146651
3606,146675,146674
3607,146692,146691
3608,146696,146695
3609,146705,146704
3610,146710,146709
3611,146728,146727
3612,146733,146732
3613,146739,146738
3614,146743,146742
3616,146747,146746
3617,146761,146760
3620,146767,146764
3623,146767,146768
3628,146772,146771
3629,146780,146779
3630,146781,146779
3631,146782,146779
3632,146787,146786
3633,146788,146786
3634,146790,146789
3635,146796,146795
3636,146798,146797
3637,146799,146797
3638,146800,146797
3639,146808,145157
3640,146809,145129
3641,146810,146441
3645,146841,146824
3646,146850,146849
3650,146914,146916
3651,146982,146981
3652,147051,147049
3653,147050,147049
3654,147052,147049
3655,147056,147055
3656,147058,147057
3657,147060,147059
3658,147066,147065
3661,147118,147121
3662,147118,147122
3664,147118,147131
3665,147118,147134
3666,147118,147130
3667,147268,147267
3668,147118,147275
3669,147118,147277
3670,147118,147278
3671,147118,147279
3672,147309,143489
3675,147314,147313
3676,142349,142316
3677,147350,147349
3678,147351,147349
3679,147352,147349
3680,147360,147359
3681,147397,147396
3684,147428,147427
3685,147429,147427
3686,147441,147427
3687,147443,147419
3688,147446,147444
3690,147446,147445
3691,143328,143355
3692,147446,147442
3693,147457,147456
3694,147462,147452
3695,147464,146602
3696,147481,147480
3697,147508,147507
3698,147509,147507
3699,147512,147511
3700,147523,147522
3702,147527,147526
3703,147532,147530
3704,147535,147534
3705,147542,147541
3706,147596,147595
3707,147645,147644
3708,147674,147673
3709,147678,147677
3710,147705,147704
3712,147741,147740
3714,147783,147782
3715,147784,147782
3720,147798,147797
3736,147820,147819
3737,147821,147819
3738,147822,147819
3739,147816,147824
3740,147817,147824
3741,147818,147824
3742,147825,147824
3743,147877,147876
3744,147878,147876
3745,147879,147876
3746,147907,147906
3747,147910,147909
3748,147912,147911
3749,147913,147911
3750,147943,147942
3751,147944,147942
3754,147953,147949
3755,147954,147949
3756,147956,147949
3758,147961,147960
3759,147989,147988
3760,147990,147988
3761,148013,148012
3762,148029,148028
3763,148055,148054
3764,148059,148056
3765,148073,148072
3767,148108,148107
3768,148109,148106
3769,148129,147833
3770,148128,147833
3771,148149,148148
3772,148152,148151
3773,148161,148160
3774,148162,148160
3775,148166,148165
3776,148167,148165
3778,148210,148209
3779,148220,148219
3780,148222,148221
3781,148223,148221
3782,148225,148224
3783,148257,148256
3784,148273,148274
3785,148273,148275
3786,148273,148276
3787,148273,148277
3788,148273,148278
3789,148273,148279
3790,148273,148280
3791,148273,148281
3792,148273,148282
3793,148273,148283
3794,148273,148284
3795,148273,148285
3796,148273,148286
3797,148273,148287
3798,148273,148288
3799,148290,148289
3800,148298,148297
3802,148324,148323
3803,148292,148291
3804,148325,148291
3805,148322,148326
3806,148333,148332
3809,148337,148334
3811,148341,148340
3812,148343,148342
3813,148354,148353
3814,148355,148353
3815,148356,148353
3816,148359,148358
3817,148365,148364
3818,148374,148373
3819,148375,148373
3820,148376,148373
3821,148377,148373
3822,148378,148373
3823,148379,148373
3824,148381,148380
3825,148391,148390
3826,148392,148390
3827,148394,148393
3828,148399,148398
3829,148401,148400
3830,148403,148402
3831,148404,148402
3832,148406,148405
3833,148410,148409
3834,148415,148414
3838,148428,148427
3839,148429,148427
3840,148430,148427
3841,148432,148431
3842,148433,148431
3843,148434,148431
3844,148437,148436
3845,148438,148436
3846,148439,148436
3847,148476,148474
3848,148490,148489
3849,148502,148501
3850,148550,148549
3851,148558,148557
3852,148559,148557
3853,148562,148561
3856,148625,148624
3857,148626,148624
3858,148627,148624
3859,148634,148633
3860,148643,148642
3861,148653,148652
3862,148654,148652
3865,148660,148659
3866,148661,148659
3867,148667,148666
3868,148668,148666
3869,148676,148675
3870,148692,148691
3871,148694,148693
3872,148731,148730
3873,148733,148732
3874,148734,148732
3875,148735,148732
3876,148736,148732
3877,148740,148739
3893,148778,148775
3894,148777,148775
3895,148776,148775
3898,148790,148779
3901,148802,148797
3903,148801,148794
3904,148814,148813
3905,148816,148815
3906,148817,148815
3907,148818,148815
3908,148819,148815
3909,148832,148831
3910,148833,148831
3911,148834,148831
3912,148838,148837
3913,148842,148841
3914,148843,148841
3915,148844,148841
3918,148861,148857
3919,148887,148886
3920,148898,148897
3921,148900,148899
3922,148901,148899
3923,148911,148910
3924,148912,148910
3925,148919,148918
3926,148921,148920
3927,148925,148553
3928,148928,148748
3930,148933,148932
3931,148934,148931
3936,148948,148947
3937,148961,143489
3938,148960,143489
3939,148959,143489
3945,148978,101082
3947,148975,139703
3948,148997,148996
3949,149007,149006
3950,149010,149009
3951,149012,149011
3952,73276,149406
3962,153523,153575
3964,153695,153675
3965,153820,153819
3966,153654,153655
3967,153826,153823
3968,153827,153824
3969,153830,153829
3970,153832,153831
3971,153844,139297
3972,153848,144642
3973,153850,144646
3974,64275,153851
3975,153854,153853
3976,153871,144692
3977,153907,144664
3978,153908,144660
3979,153909,144700
3980,153950,144708
3981,153951,144711
3982,153954,144714
3983,153957,144715
3984,153959,144637
3985,153960,153828
3986,153964,144698
3988,154308,154306
3990,154307,154305
3995,154947,154945
3998,155020,155018
3999,155019,155018
4000,155023,155016
4001,155024,155022
4003,155026,155025
4004,155028,155018
4005,155029,155018
4007,155071,155070
4012,155349,155346
4013,155345,155344
4015,155360,155359
4020,155174,155180
4021,155173,155362
4022,155173,155276
4023,155174,155369
4024,155372,155370
4025,155423,155379
4026,155454,155384
4027,155504,155496
4029,144940,155555
4030,143356,155555
4044,155868,155612
4045,155940,155941
4046,155942,155941
4048,155961,155941
4050,156108,156109
4051,156248,156247
4052,156276,155506
4053,156261,156260
4055,156321,156307
4057,156377,156308
4058,156321,156309
4059,156321,156310
4061,156378,156311
4062,156321,156312
4063,156321,156313
4064,156379,156314
4065,156379,156306
4066,156321,156305
4067,156321,156304
4068,156378,156303
4069,156321,156302
4070,156321,156301
4071,156377,156300
4072,156321,156299
4096,156388,156380
4097,156388,156381
4098,156388,156382
4099,156388,156383
4100,156389,156384
4101,156388,156385
4102,156388,156386
4104,156415,156416
4105,156415,156417
4106,156186,152889
4107,156135,156134
4109,156477,155941
4110,156515,155612
4112,156650,156649
4113,156650,156651
4114,157031,157032
4115,157031,157033
4117,157031,157035
4118,157031,157036
4119,157040,157037
4120,157041,157038
4121,157041,157039
4122,157042,157034
4123,157052,157051
4125,157643,157642
4126,157642,147767
4127,157650,157649
4128,157684,157467
4129,157696,157695
4130,157713,157712
4131,157715,157714
4133,157821,157823
4135,157831,157822
4136,157831,157824
4137,157821,157825
4138,157821,157826
4139,157821,157830
4140,157821,157829
4141,157831,157827
4142,157821,157828
4143,158028,157469
4144,158014,158015
4145,158031,157516
4146,158030,157517
4147,158032,157516
4148,158045,158044
4149,158046,158044
4150,158047,158044
4151,158048,158044
4152,158049,158044
4153,158160,158150
4156,158541,158486
4157,158541,158487
4158,158542,158488
4159,158542,158489
4160,158543,158490
4162,158544,158492
4163,158548,158505
4165,158561,158557
4166,158602,158601
4167,158603,158601
4168,158631,158630
4169,158631,158633
4170,158631,158637
4171,158632,158636
4172,158640,158634
4173,158632,158638
4174,158632,158639
4175,158651,158644
4176,158651,158645
4177,158653,158646
4178,158652,158647
4179,158651,158648
4180,158652,158649
4181,158652,158650
4182,159840,159839
4183,159856,159786
4184,159857,159787
4185,159856,159788
4186,159857,159789
4187,159857,159790
4188,159856,159792
4189,160144,160143
4191,160183,160182
4194,160209,160208
4195,160485,160484
4196,160513,160512
4197,160518,160131
4198,160797,160737
4199,160713,160677
4201,160806,160805
4202,160906,160864
4207,161080,161074
4208,161079,161073
4209,161079,161072
4210,161078,161071
4211,161077,161069
4212,161076,161068
4214,161313,161312
4215,161548,161485
4216,162147,162146
4217,162149,162148
4218,162176,162164
4219,162174,162173
4220,162191,162189
4221,162192,162189
4222,162252,162245
4226,162456,162455
4227,162458,162457
4228,162463,162462
4229,162574,160865
4232,162763,162762
4233,156161,156159
4234,162984,162980
4235,163047,159348
4236,163047,159349
4237,163047,159350
4238,163047,159351
4239,163056,159352
4240,163047,159353
4241,163057,159354
4242,163058,159355
4243,163058,159356
4244,163058,159357
4245,163058,159358
4246,163058,159359
4247,163058,159360
4248,163059,159361
4249,156273,156270
4251,156269,156272
4252,156251,156250
4253,156256,156255
4254,163175,163174
4255,163200,161487
4256,163276,163275
4257,163573,163553
4258,163615,163614
4260,163802,163801
4261,163803,163801
4262,163804,163801
4263,163805,163801
4264,163806,163801
4266,164066,164065
4267,164066,164067
4268,164111,164102
4269,164111,164103
4270,164111,164104
4271,164111,164105
4272,164112,164106
4273,164112,164107
4275,164113,164110
4276,164480,164473
4277,164479,164478
4278,164531,164537
4279,164582,164581
4280,164647,164646
4282,165240,165239
4284,165244,165243
4285,165403,165402
4289,165406,165405
4290,165476,165475
4291,165533,165531
4292,165536,165537
4293,165536,165541
4294,165543,165538
4295,165545,165544
4296,165536,165548
4297,165536,165549
4299,166227,166226
4301,166395,166392
4302,166486,166485
4303,166494,166493
4304,166502,166501
4305,166530,166529
4306,166532,166531
4307,166541,166540
4308,166570,166569
4310,166572,166571
4312,166763,166764
4313,166767,166766
4314,166991,166990
4315,166997,166996
4316,166999,166998
4317,167020,167019
4318,167020,167014
4319,167020,167015
4320,167020,167016
4321,167029,167028
4322,167030,167027
4323,167030,167026
4324,167030,167028
4325,167063,167062
4326,164111,167065
4327,167087,167083
4328,167088,167086
4329,167084,167083
4330,167149,162744
4331,167149,162787
4332,167149,162789
4333,167149,162786
4334,167149,162746
4335,167149,162745
4337,167213,167235
4339,167278,167277
4340,167336,167335
4341,167338,167337
4343,167340,167339
4344,167213,167236
4345,164064,164063
4346,167481,167480
4347,167500,167499
4348,167526,167525
4350,167669,167670
4354,167725,167723
4355,167754,167627
4356,167782,167781
4357,167785,167784
4359,167785,167786
4360,167789,167788
4361,167789,167787
4362,167782,167783
4363,167839,167837
4364,167839,167838
4365,159859,159858
4366,168229,157959
4367,168228,157959
4369,168228,168224
4370,168332,162589
4371,168333,162587
4372,168335,162588
4373,168334,162590
4374,168338,168245
4375,168337,168246
4376,168336,168248
4377,168339,168250
4378,168340,168249
4379,168341,168247
4380,168400,157959
4381,168422,168404
4382,168422,168405
4383,168423,168406
4384,168423,168407
4385,168423,168408
4386,168424,168410
4387,168426,168410
4388,168426,168411
4389,168424,168411
4390,168438,168437
4391,168442,168441
4392,168447,168446
4393,168450,168449
4394,168452,168449
4395,168454,168453
4396,168455,167060
4397,168459,168456
4398,168461,168441
4399,168469,168468
4400,168475,168427
4404,168480,168483
4407,168613,168612
4408,168614,168612
4409,168697,168696
4410,168714,168710
4411,168728,168683
4413,168794,168793
4414,168795,168793
4415,168803,168802
4416,168804,168802
4417,168840,168839
4418,168841,168839
4430,168871,168870
4434,168885,168883
4435,168891,168890
4439,168906,168902
4440,168907,168889
4442,168925,168921
4443,168925,168941
4445,168965,168964
4446,168969,168958
4447,168974,168973
4450,169010,168992
4451,169027,165225
4452,169029,169028
4453,169031,169030
4454,169033,169032
4455,169035,169034
4456,169037,169036
4459,169072,169071
4461,169081,169080
4462,169084,169083
4463,169086,169085
4464,169088,169087
4465,169091,169090
4466,169093,169092
4468,169096,169095
4470,169042,169041
4471,169255,169252
4472,169267,169268
4473,169280,169279
4474,169347,169345
4475,168757,168744
4476,169405,169401
4477,169729,169479
4479,169731,169486
4481,169733,169508
4482,169735,169515
4483,169736,169522
4484,169737,169529
4485,169793,169792
4486,169802,169801
4487,169804,169803
4488,169806,169805
4489,169808,169807
4490,169815,169814
4491,169817,169816
4492,169820,169819
4493,169846,169845
4494,169854,169853
4495,169857,169856
4496,169859,169858
4497,169863,169862
4499,169882,169881
4500,169890,169889
4502,170200,155276
4503,170200,155277
4504,170200,155282
4505,170200,155278
4506,170200,155279
4507,170234,170217
4508,170236,155186
4509,170236,155181
4510,170236,155182
4511,170236,155183
4513,170274,170275
4514,170274,170276
4516,170340,170338
4518,170489,170488
4522,170494,170488
4523,170496,170495
4524,170507,170505
4525,170554,168443
4526,170556,170555
4527,170574,170573
4530,170577,168453
4531,170588,168446
4532,170589,168446
4533,170591,170590
4535,170597,170596
4538,170669,170668
4539,170716,170715
4542,170578,170723
4544,170745,170744
4545,170749,170748
4546,170751,170750
4547,170763,165576
4548,170764,165576
4549,170766,170765
4550,170763,170765
4551,170764,170765
4552,170815,170814
4553,170816,170814
4554,170931,170930
4557,170961,170892
4559,171003,171002
4560,171000,171005
4561,171001,171005
4562,171109,171108
4564,171160,171159
4565,171172,171169
4566,171252,171251
4567,171254,171253
4568,171256,171255
4569,171271,171266
4570,171273,171272
4571,171293,171292
4574,171345,171344
4576,170577,170723
4577,171517,171516
4578,171552,171551
4579,171552,171553
4580,171552,171554
4581,171552,171555
4582,171552,171556
4583,171575,169045
4584,171576,169047
4585,171629,171628
4588,170980,170978
4589,170980,168464
4590,170980,168463
4591,171736,171735
4592,171733,171734
4593,171744,171743
4594,171759,171758
4596,171816,168460
4597,171817,171813
4598,171831,170220
4599,171831,170221
4600,171832,170223
4602,171834,170224
4603,171834,170227
4604,171833,170225
4605,171833,170226
4608,172065,172064
4610,172071,172070
4611,172075,172074
4612,172081,172061
4613,171361,170270
4614,172242,172240
4616,172258,172257
4617,172319,172318
4618,172320,172327
4619,172321,172328
4620,172323,172329
4622,172397,172396
4623,172401,172400
4624,172403,172402
4625,172406,172405
4626,172409,172408
4627,172411,172408
4628,172412,172394
4629,172472,172471
4630,172473,172471
4631,172499,172413
4632,172502,172501
4634,172555,172554
4635,172597,172593
4636,172598,172594
4637,172626,172625
4638,172652,158513
4639,172657,172655
4640,172660,172655
4641,172662,172655
4644,172672,172669
4645,172687,171203
4646,172703,171200
4647,172704,171202
4648,172705,171201
4649,172715,172714
4650,172726,172725
4651,172749,172748
4652,172751,172750
4653,172753,172752
4654,172770,172769
4655,172772,172771
4656,172775,172774
4657,172776,165269
4658,172784,172783
4659,172787,172788
4660,172799,172798
4661,172800,165266
4662,172802,172801
4663,172809,172812
4664,172809,165264
4665,172859,172858
4666,172872,172871
4667,172873,172868
4668,172874,172867
4669,172876,172868
4670,172877,172846
4672,172882,172880
4673,172883,172880
4674,172884,172880
4675,172919,172918
4676,172958,172957
4677,173021,173019
4679,172463,170842
4680,173127,173123
4681,173128,173122
4682,173129,173124
4683,173130,173125
4684,173131,173125
4685,173133,173126
4686,173134,173125
4687,173145,173143
4688,173149,173147
4689,173157,173156
4691,173174,173173
4694,173215,143725
4695,173244,172485
4697,172432,173259
4698,173271,173270
4699,172495,173270
4700,172433,173285
4701,173323,173320
4702,173328,173304
4703,173327,170871
4704,173329,173310
4705,173330,170872
4707,161311,173352
4708,173357,173358
4709,173337,172097
4710,173400,170873
4711,173402,172111
4712,173437,173436
4717,173483,173482
4718,173484,173482
4719,173483,172109
4721,173477,170879
4722,173479,170879
4724,173484,172109
4725,173503,172113
4726,173527,172091
4727,173530,172100
4728,173583,172092
4730,173582,172101
4731,173581,172114
4732,173580,172117
4733,173579,172117
4734,173585,172115
4735,173584,172115
4736,173588,172090
4737,173587,172098
4738,173586,172112
4739,173591,173590
4740,173608,173394
4742,173652,152889
4743,173690,173691
4744,173753,170559
4745,173777,173776
4746,173785,173784
4747,173790,173791
4748,173794,173793
4749,173799,173798
4750,173804,173803
4751,173806,173803
4752,173810,173796
4754,173839,173835
4755,173840,173836
4756,173841,173836
4757,173843,173842
4759,173855,173854
4760,173859,173858
4761,173871,173870
4762,173871,173877
4767,173892,173691
4768,173903,173902
4770,173901,173900
4772,173915,173910
4773,173904,173902
4774,173925,173924
4775,173930,173929
4776,173931,173927
4777,173933,173932
4778,173935,173934
4780,173936,173934
4781,173938,173937
4782,173940,173939
4783,173942,173941
4785,173949,173948
4789,173972,173961
4790,173971,173961
4792,173974,173961
4793,173978,173917
4795,173982,173981
4796,173984,173983
4797,173986,173983
4798,173987,173981
4799,173988,173985
4800,173989,173983
4801,173990,173983
4802,173991,173985
4803,173992,173900
4804,173995,173994
4805,173997,173996
4808,174003,161134
4809,174016,174009
4815,174032,174034
4816,173965,174034
4818,174041,174040
4819,174083,174082
4820,174141,174139
4821,174154,174153
4822,174172,174171
4823,174170,174171
4824,174202,174201
4825,174203,174201
4826,174204,174201
4828,174210,174209
4829,174211,173905
4830,174213,174212
4831,174214,174212
4832,174215,174212
4833,174217,174216
4834,174220,174219
4835,174222,174221
4836,174223,174221
4837,174224,174221
4838,174226,174225
4839,174228,174227
4840,174229,174227
4841,174230,174227
4842,174231,174227
4844,174233,174225
4845,174232,174225
4846,174236,174235
4847,174237,174235
4848,174238,174235
4849,174239,174235
4850,174240,174235
4851,174247,174246
4853,174292,174289
4854,174300,174299
4855,174302,174301
4856,174303,174299
4857,174303,174301
4858,174312,174311
4859,174313,174311
4860,174360,174359
4861,174371,168549
4862,174374,174373
4864,174387,168224
4865,174412,174411
4866,174413,174411
4867,174415,174414
4868,174416,174414
4869,174418,174417
4870,174419,174417
4872,174422,174420
4874,174425,174423
4875,174426,174423
4876,174433,174431
4877,174458,174420
4878,174421,174420
4879,174459,174417
4880,174460,174414
4881,174461,174411
4882,174462,174411
4883,174464,174463
4884,174469,174467
4885,174476,174475
4889,174409,174407
4890,174504,174500
4891,174509,174508
4892,174530,174529
4893,174528,174529
4894,174538,174537
4895,174541,174540
4896,174542,174540
4897,174543,174540
4898,174544,174540
4899,174547,174546
4901,174549,174546
4902,174551,174550
4903,174555,174554
4904,174566,174565
4905,174079,174565
4906,174609,174597
4907,174612,174613
4908,174610,174592
4909,174611,174593
4910,174614,174615
4911,174616,174615
4913,174610,174620
4915,174611,174622
4920,174629,174623
4922,174665,174664
4923,174678,174677
4924,174679,162779
4925,174685,174684
4926,174687,174686
4930,174692,174691
4931,174694,174693
4933,174696,174686
4934,174690,174689
4935,174695,174693
4936,174697,174693
4937,174698,174693
4938,174702,174701
4939,174724,174723
4940,174748,174747
4941,174749,174423
4942,174750,174420
4944,174751,174417
4945,174752,174414
4946,174753,174411
4947,174754,174411
4948,174756,174755
4949,174771,174772
4951,174781,174780
4952,174790,174788
4953,174825,174497
4954,174851,174850
4955,167213,174874
4956,174888,174886
4957,174911,174663
4958,174916,162083
4959,174916,162084
4960,174916,162085
4961,174916,162086
4962,174916,162087
4963,174916,162089
4964,174916,162090
4965,174925,174924
4966,174926,170997
4967,174927,170990
4968,174928,170991
4969,174929,170992
4970,174930,170993
4971,174931,170994
4972,174932,170995
4973,174933,170996
4974,174934,170990
4975,174934,170991
4976,174934,170992
4977,174934,170993
4978,174934,170994
4979,174934,170995
4980,174934,170996
4981,174934,170997
4982,174943,174942
4984,174959,171909
4986,174966,174957
4988,174966,174955
4989,174980,174981
4990,167129,174981
4994,174999,174998
4995,175005,175004
4996,175006,170884
4997,174997,175002
5001,175007,175000
5002,175009,175001
5003,175049,175048
5004,174966,174963
5005,174966,174956
5006,175098,170886
5007,175098,175096
5009,175098,175097
5010,175098,175095
5011,175119,175118
5012,175121,175120
5013,175132,175131
5014,175133,175131
5015,175136,175135
5016,175144,175143
5022,175176,175168
5025,175178,175163
5034,175190,175199
5035,175191,175199
5036,175201,175200
5037,175204,175164
5038,175205,175167
5039,175211,175210
5040,175213,175212
5041,175217,175216
5042,175218,175216
5043,175244,170476
5051,175288,175289
5052,175331,175324
5053,175331,175326
5054,175331,175327
5056,175354,175353
5057,155373,175355
5058,175357,175356
5059,175167,175171
5060,175163,175171
5062,175384,175385
5065,175417,175416
5066,175419,175418
5067,175420,159640
5068,175421,159640
5069,175423,175422
5070,175427,175426
5071,175432,175429
5072,175433,175429
5073,175431,175429
5074,175435,175429
5075,175430,175429
5076,175434,175429
5077,175473,175476
5078,175490,175489
5079,175506,175505
5080,175504,175505
5081,175548,175545
5083,175571,175570
5084,175574,175573
5085,175575,175573
5086,175577,175576
5087,175579,175578
5088,175580,175578
5089,175582,175581
5091,175585,157002
5092,175611,173233
5093,175613,175612
5094,175620,175566
5095,175624,175623
5096,175629,175628
5098,175713,175628
5101,175746,175744
5103,175800,175799
5104,175801,175799
5105,175802,175799
5106,175819,175817
5107,175826,175825
5110,175852,175851
5111,175915,175913
5112,175917,175913
5113,176074,176073
5114,176075,163532
5116,176105,176093
5117,176117,176116
5118,176118,176116
5119,176146,176093
5120,176147,176093
5125,176192,176191
5126,176198,175323
5127,176238,176236
5128,176251,174031
5129,176255,176246
5130,176258,176257
5131,176260,176259
5132,176264,176263
5133,176320,176319
5134,176331,170106
5135,176332,164005
5136,176339,176338
5137,176345,176344
5138,176381,176380
5139,176416,176414
5140,176442,176441
5141,176543,176542
5142,176544,176542
5143,176547,176535
5152,176558,176554
5153,176559,176554
5154,176558,176548
5155,176558,176549
5156,176558,176550
5157,176558,176551
5158,176560,176552
5159,176561,176553
5160,176589,176422
5162,176591,176577
5163,176589,176577
5164,176591,176422
5165,176634,176633
5166,176637,176636
5170,176641,176652
5171,176640,176652
5172,176639,176652
5175,176660,176652
5177,176663,176661
5178,176664,176661
5179,176666,176665
5180,176667,176665
5181,176670,176669
5182,176671,176669
5183,176681,176680
5184,176695,176680
5185,176697,176698
5186,176701,176700
5187,176723,176722
5188,176724,176722
5189,176725,176722
5190,176728,176727
5191,176731,176730
5193,176794,176793
5194,176807,176801
5195,176810,176809
5196,176830,176828
5197,176839,176837
5199,170112,170111
5200,176882,170111
5201,176891,176890
5202,176899,176900
5203,176898,176900
5204,176940,176868
5205,176942,173996
5206,176944,176943
5207,176946,176945
5208,176948,176947
5209,176950,176949
5210,176953,176952
5211,176955,176954
5212,176956,176954
5213,176957,176954
5214,176958,176954
5215,176961,176960
5216,176970,176969
5217,176972,176971
5218,176973,176971
5219,176975,176974
5220,176997,176996
5221,177011,177010
5222,177013,177012
5223,177014,177012
5224,177015,177012
5225,177016,177012
5227,177023,176992
5228,177025,177024
5229,177030,177028
5230,177039,177038
5231,177046,177045
5232,177073,177072
5233,177105,173993
5234,177153,177152
5235,177154,177152
5236,177155,177152
5237,177184,177183
5238,177202,177201
5239,177214,177213
5240,177229,177228
5241,177241,177240
5242,177248,177247
5243,177251,177250
5244,177252,177250
5245,177261,177247
5246,177267,177266
5247,177269,177268
5248,177277,177265
5249,177283,177282
5250,177288,177287
5251,177289,177287
5252,177290,177287
5253,177309,177308
5254,177333,177332
5255,177349,177348
5256,177352,177351
5257,177357,177356
5258,177361,177360
5261,177375,171530
5262,177406,177405
5263,177408,177407
5264,177430,174878
5266,177431,174889
5267,177431,174890
5277,177533,177532
5278,177535,177534
5279,177537,177536
5280,177561,177557
5281,177559,177557
5282,177558,177557
5283,177565,177566
5284,130299,177605
5285,177620,177615
5286,177621,177619
5287,177622,177619
5291,177689,177688
5292,177690,177688
5294,177731,177730
5295,173690,177733
5296,177735,177733
5297,177746,171872
5298,174530,177748
5299,177751,177748
5300,174530,177753
5301,177750,177753
5303,177777,177775
5305,177797,177796
5306,177794,177801
5307,177798,177795
5309,177813,177811
5310,177817,177816
5311,177818,177816
5312,177798,177836
5313,177842,177841
5314,177844,177843
5315,177849,177848
5316,177862,177861
5317,177873,177872
5318,177875,177874
5319,177880,177879
5320,177891,177890
5321,177901,177899
5322,177895,177894
5325,177905,177904
5326,177925,177924
5330,177936,177934
5343,178056,178055
5344,178058,178055
5345,178072,178069
5346,178072,178070
5347,178129,178128
5348,178130,178128
5349,178141,178142
5350,178145,178144
5351,178150,178152
5352,178151,178154
5353,178150,178153
5354,178149,178155
5356,178149,178157
5358,178150,178160
5359,178150,178161
5360,178151,178163
5361,178150,178162
5364,178208,178203
5365,178207,178203
5366,178206,178203
5367,178205,178203
5368,178204,178203
5370,178222,113079
5372,178244,178243
5373,178150,178265
5374,178151,178267
5375,178151,178266
5376,178150,178268
5377,178151,178269
5378,178150,178270
5380,178150,178273
5381,178151,178274
5382,178151,178276
5383,178150,178275
5385,178297,176187
5386,178298,176168
5390,178704,178707
5391,178704,178708
5394,178741,178705
5395,178741,178706
5397,178766,178764
5398,178767,178765
5400,178917,178904
5401,178921,178899
5402,178926,178928
5403,178989,178988
5404,178993,178992
5405,179011,179009
5406,179017,179016
5407,179034,179038
5408,179035,179038
5409,179036,179038
5410,179037,179038
5411,179040,179039
5412,179041,179039
5413,179042,179039
5414,179043,179039
5415,179045,179044
5416,179046,179044
5417,179047,179044
5418,179048,179044
5419,179114,179110
5421,179127,179125
5422,179155,179154
5423,179202,179199
5424,179226,179225
5425,179226,179227
5426,179226,179228
5428,179226,179229
5429,179235,179234
5430,179235,179236
5431,179235,179237
5432,179235,179238
5433,179253,179252
5434,179268,179267
5435,179269,179267
5438,179274,179273
5439,179288,179287
5440,179288,179289
5441,179318,179317
5442,179340,179339
5443,179635,179634
5444,179649,179648
5445,179650,179647
5446,179670,179669
5447,179677,179676
5450,179993,179992
5451,179995,179994
5456,180069,179925
5460,168871,180238
5461,168891,180239
5464,180246,180242
5465,180247,180241
5466,180293,180292
5471,180638,180637
5472,180338,180337
5473,180443,180442
5474,180336,180331
5475,180867,180866
5476,180991,180990
5477,180993,180992
5478,180994,180992
5479,181035,181034
5480,181050,181049
5481,181053,181051
5482,181054,181051
5483,181056,181055
5485,181362,181361
5486,181364,181363
5487,181377,181370
5488,181377,181371
5490,168871,181690
5491,168891,181691
5492,168907,181693
5493,168885,181694
5494,181700,181699
5496,181806,181805
5497,181833,181496
5498,181937,181936
5499,181940,181939
5500,181943,181942
5501,181947,181946
5502,181964,181963
5503,181965,181963
5504,181969,181967
5507,181973,181971
5508,181980,181979
5509,181986,181982
5511,182033,182032
5512,182051,182050
5513,182056,182057
5514,182062,182061
5515,182073,182072
5516,182076,182075
5517,182097,182096
5519,182115,182114
5520,182120,182119
5521,182128,182127
5522,182153,182152
5525,182160,182159
5526,182165,182164
5527,182167,182161
5528,182166,182161
5529,182163,182161
5530,182162,182161
5531,182168,182161
5532,182177,182176
5533,182210,182209
5534,182268,182267
5535,182270,182269
5537,182320,182319
5538,182326,182325
5539,182329,182328
5540,182332,182331
5541,182335,182334
5542,182352,182351
5544,182355,182353
5545,182399,182398
5546,182400,182398
5547,182401,182398
5549,182403,182398
5551,182411,182410
5552,182413,182412
5553,182425,182424
5554,182456,182455
5555,182464,182463
5556,182467,182465
5557,182469,182468
5558,182515,182514
5559,182517,182516
5560,182527,182516
5561,168906,182565
5562,130299,182578
5563,168422,182598
5564,168422,182599
5565,168423,182600
5566,168423,182601
5567,168423,182602
5568,168424,182604
5569,168426,182604
5570,168426,182605
5571,168424,182605
5572,168475,182607
5573,168480,182608
5574,182636,182635
5575,182638,182637
5578,182719,182662
5579,182741,182740
5580,182743,182742
5581,182745,182744
5582,182747,182746
5583,182749,182748
5584,182751,182750
5585,182755,182754
5586,182758,182757
5587,182760,182759
5588,182761,182759
5589,182763,182762
5590,182402,182398
5591,182404,182398
5593,182835,182834
5594,182836,182834
5595,182838,182837
5596,182848,182847
5597,182885,182883
5598,182892,182891
5599,182893,182891
5600,182896,182895
5602,182899,182898
5603,182901,182900
5604,182905,182903
5605,182907,182906
5606,182910,182909
5607,182915,182914
5608,182919,182918
5609,182955,182333
5610,182963,182962
5611,182965,182966
5612,182968,181961
5613,182972,182971
5614,182973,182971
5621,174930,182978
5622,174934,182978
5623,174931,182979
5624,174934,182979
5626,174934,182980
5628,174934,182981
5630,174934,182982
5701,174930,183038
5702,174934,183038
5703,174931,183039
5704,174934,183039
5706,174934,183040
5708,174934,183041
5710,174934,183042
5717,174930,183050
5718,174934,183050
5719,174931,183051
5720,174934,183051
5722,174934,183052
5724,174934,183053
5726,174934,183054
5733,174930,183062
5734,174934,183062
5735,174931,183063
5736,174934,183063
5738,174934,183064
5740,174934,183065
5742,174934,183066
5749,174930,183074
5750,174934,183074
5751,174931,183075
