ID,SceneScriptPackageID,SceneScriptID,ChildSceneScriptPackageID,OrderIndex
9645,1880,15828,0,12
9646,1880,15829,0,13
9647,1880,15830,0,14
9648,1880,16410,0,15
9649,1880,15831,0,16
9650,1881,0,156,1
9651,1881,0,1340,2
9652,1881,0,1743,3
9653,1881,15833,0,4
9654,1881,15834,0,5
9655,1881,15835,0,6
9656,1881,15836,0,7
9657,1881,15837,0,8
9658,1881,15838,0,9
9659,1881,15839,0,10
9660,1881,15840,0,11
9661,1881,15841,0,12
9662,1881,15842,0,13
9663,1881,15843,0,14
9664,1881,15844,0,15
9665,1881,15845,0,16
9666,1882,0,156,1
9667,1882,0,1340,2
9668,1882,0,1743,3
9669,1882,15846,0,4
9670,1882,15847,0,5
9671,1882,15848,0,6
9672,1882,15849,0,7
9673,1882,15850,0,8
9674,1882,15851,0,9
9675,1882,15852,0,10
9676,1882,15853,0,11
9677,1882,15854,0,12
9678,1882,15855,0,13
9679,1882,15856,0,14
9680,1882,15857,0,15
9681,1882,15858,0,16
9682,1883,0,156,1
9683,1883,0,1743,2
9684,1883,0,1340,3
9685,1883,15859,0,4
9686,1883,15860,0,5
9687,1883,15861,0,6
9688,1883,15862,0,7
9689,1883,15863,0,8
9690,1883,15864,0,9
9691,1883,15867,0,10
9692,1883,15865,0,11
9693,1883,15866,0,12
9694,1883,15868,0,13
9695,1883,15869,0,14
9696,1883,16411,0,15
9698,1884,0,156,1
9699,1884,0,1340,2
9700,1884,0,1743,3
9701,1884,15872,0,4
9702,1884,15873,0,5
9703,1884,15874,0,6
9704,1884,15875,0,7
9705,1884,15876,0,8
9706,1884,15877,0,9
9707,1884,15878,0,10
9708,1884,15879,0,11
9709,1884,15880,0,12
9710,1884,15881,0,13
9711,1884,15882,0,14
9712,1884,16412,0,15
9713,1884,15883,0,16
9714,1885,0,156,1
9715,1885,0,1340,2
9716,1885,0,1743,3
9717,1885,15885,0,4
9718,1885,15886,0,5
9719,1885,15887,0,6
9720,1885,15888,0,7
9721,1885,15889,0,8
9722,1885,15890,0,9
9723,1885,15891,0,10
9724,1885,15892,0,11
9725,1885,15893,0,12
9726,1885,15894,0,13
9727,1885,15895,0,14
9728,1885,15896,0,15
9729,1885,15897,0,16
9730,1886,0,156,1
9731,1886,0,1340,2
9732,1886,0,1743,3
9733,1886,19485,0,4
9734,1886,15898,0,5
9735,1886,15899,0,6
9736,1886,15900,0,7
9737,1886,16380,0,8
9738,1886,15901,0,9
9739,1886,15902,0,10
9740,1886,15903,0,11
9741,1886,15906,0,12
9742,1886,15904,0,13
9743,1886,16382,0,14
9744,1886,16365,0,15
9745,1886,15905,0,16
9746,1887,0,156,1
9747,1887,0,1340,2
9748,1887,0,1743,3
9749,1887,16468,0,4
9750,1887,15911,0,5
9751,1887,15912,0,6
9752,1887,15913,0,7
9753,1887,15914,0,8
9754,1887,15915,0,9
9755,1887,15916,0,10
9756,1887,15917,0,11
9762,1780,14629,0,14
9763,1780,14954,0,15
9764,1780,14955,0,16
9765,1780,14956,0,17
9766,1780,14957,0,18
9767,1876,15784,0,12
9770,1888,0,156,1
9771,1888,0,1743,2
9772,1888,15931,0,3
9773,1888,15932,0,4
9774,1888,15933,0,5
9775,1888,15934,0,6
9776,1888,15935,0,7
9777,1888,15936,0,8
9778,1888,15937,0,9
9779,1888,15938,0,10
9780,1888,15939,0,11
9781,1888,15940,0,12
9782,1888,15941,0,13
9783,1888,15942,0,14
9784,1888,15943,0,15
9785,1888,15944,0,16
9786,1888,15945,0,17
9787,1888,15946,0,18
9788,1780,14958,0,19
9789,1889,0,156,1
9790,1889,15950,0,2
9793,1876,15929,0,13
9794,1876,15953,0,14
9795,1890,0,156,1
9796,1890,15955,0,2
9797,1891,0,156,1
9798,1891,15956,0,2
9801,1889,15952,0,3
9802,1892,0,156,1
9803,1892,15958,0,2
9806,1876,15954,0,15
9807,1780,14959,0,20
9808,1893,0,156,1
9809,1893,15963,0,2
9810,1893,15964,0,3
9811,1743,14643,0,8
9812,1845,15970,0,10
9813,1872,15971,0,6
9814,1743,16744,0,9
9815,1836,15973,0,7
9816,1774,15974,0,5
9818,1894,0,156,1
9819,1894,15977,0,2
9820,1894,15978,0,3
9821,1895,0,156,1
9822,1895,15980,0,2
9823,1895,15982,0,3
9824,1895,15981,0,4
9825,1895,15983,0,5
9848,1895,18598,0,6
9849,1900,0,156,1
9850,1900,0,1743,2
9851,1900,16005,0,3
9852,1901,0,156,1
9853,1901,0,1743,2
9854,1901,16007,0,3
9855,1902,0,156,1
9856,1902,16008,0,2
9857,1902,16009,0,3
9858,1903,0,156,1
9859,1903,0,1340,2
9860,1903,0,1743,3
9861,1903,16010,0,4
9862,1903,16011,0,5
9863,1903,16012,0,6
9864,1903,16013,0,7
9865,1903,16014,0,8
9866,1903,16015,0,9
9867,1903,16016,0,10
9868,1903,16017,0,11
9869,1903,16362,0,12
9870,1903,16018,0,13
9871,1903,16019,0,14
9872,1903,16020,0,15
9873,1903,16021,0,16
9874,1904,0,156,1
9875,1904,0,1340,2
9876,1904,0,1743,3
9877,1904,16023,0,4
9878,1904,16024,0,5
9879,1904,16025,0,6
9880,1904,16026,0,7
9881,1904,16027,0,8
9882,1904,16028,0,9
9883,1904,16029,0,10
9884,1904,16030,0,11
9885,1904,16031,0,12
9886,1904,16032,0,13
9887,1904,16033,0,14
9888,1904,16034,0,15
9889,1904,16035,0,16
9890,1905,0,156,1
9891,1905,0,1340,2
9892,1905,0,1743,3
9893,1905,16036,0,4
9894,1905,16037,0,5
9895,1905,16038,0,6
9896,1905,16039,0,7
9897,1905,16040,0,8
9898,1905,16041,0,9
9899,1905,16042,0,10
9900,1905,16043,0,11
9901,1905,16044,0,12
9902,1905,16045,0,13
9903,1905,16046,0,14
9904,1905,16047,0,15
9905,1905,16048,0,16
9908,1880,16370,0,17
9909,1908,0,156,1
9910,1908,16052,0,2
9911,1856,16053,0,4
9929,1910,0,156,1
9930,1910,0,1340,2
9931,1910,0,1743,3
9932,1910,16068,0,4
9933,1910,16069,0,5
9934,1910,16087,0,6
9935,1910,16070,0,7
9936,1910,16071,0,8
9937,1910,16072,0,9
9938,1910,16073,0,10
9939,1910,16074,0,11
9940,1910,16075,0,12
9941,1910,16082,0,13
9942,1910,16076,0,14
9943,1910,16077,0,15
9944,1910,16078,0,16
9945,1910,16079,0,17
9946,1910,16080,0,18
9947,1911,0,156,1
9948,1911,16084,0,2
9949,1911,16085,0,3
9950,1911,16086,0,4
9951,1910,16081,0,19
9952,1910,16088,0,20
9953,1912,0,156,1
9954,1912,0,1340,2
9955,1912,0,1743,3
9956,1912,16090,0,4
9957,1912,16091,0,5
9958,1912,16092,0,6
9959,1912,16093,0,7
9960,1912,16094,0,8
9961,1912,16095,0,9
9962,1912,16096,0,10
9963,1912,16097,0,11
9964,1912,16103,0,12
9965,1912,16098,0,13
9966,1912,16099,0,14
9967,1912,16100,0,15
9968,1912,16101,0,16
9969,1912,16102,0,17
9970,1913,16105,0,1
9971,1914,0,156,1
9972,1914,0,1340,2
9973,1914,0,1743,3
9974,1914,16108,0,4
9975,1914,16109,0,5
9976,1914,16110,0,6
9977,1914,16111,0,7
9978,1914,16112,0,8
9979,1914,16113,0,9
9980,1914,16114,0,10
9981,1914,16115,0,11
9982,1914,16116,0,12
9983,1914,16117,0,13
9984,1914,16118,0,14
9985,1914,16119,0,15
9986,1914,16120,0,16
9987,1914,16121,0,17
9988,1912,16128,0,18
9989,1912,16356,0,19
9990,1914,16124,0,18
9991,1879,15818,0,17
9993,1912,16122,0,20
10002,1884,16135,0,17
10003,1884,16134,0,18
10004,1884,16133,0,19
10005,1917,0,156,1
10006,1917,16136,0,2
10007,1917,16137,0,3
10008,1917,16138,0,4
10009,1917,16139,0,5
10010,1917,16141,0,6
10011,1917,16140,0,7
10012,1918,16142,0,1
10013,1918,0,156,2
10014,1879,15819,0,18
10015,1879,16145,0,19
10016,1879,16143,0,20
10019,1919,0,156,1
10020,1919,16156,0,2
10021,1919,16157,0,3
10022,1919,16158,0,4
10023,1919,16159,0,5
10024,1920,0,156,1
10025,1920,16164,0,2
10026,1920,16165,0,3
10036,1921,0,156,1
10037,1921,16173,0,2
10038,1921,16174,0,3
10039,1921,16176,0,4
10040,1921,16177,0,5
10042,1922,0,156,1
10043,1922,16179,0,2
10046,1923,0,156,1
10047,1923,16183,0,2
10048,1923,16184,0,3
10049,1923,16185,0,4
10050,1923,16187,0,5
10052,1924,0,156,1
10053,1924,16189,0,2
10054,1925,0,156,1
10055,1925,16191,0,2
10061,1743,15968,0,10
10062,1927,0,156,1
10063,1927,16197,0,2
10064,1927,16198,0,3
10065,1913,16233,0,2
10066,1928,0,156,1
10067,1928,0,1340,2
10068,1928,0,1743,3
10069,1928,16200,0,4
10070,1928,16201,0,5
10071,1928,16202,0,6
10072,1928,16203,0,7
10073,1928,16204,0,8
10074,1928,16205,0,9
10075,1928,16206,0,10
10076,1928,16207,0,11
10077,1928,16208,0,12
10078,1928,16209,0,13
10079,1928,16210,0,14
10080,1928,16211,0,15
10081,1928,16212,0,16
10083,1928,16213,0,17
10085,1883,15870,0,16
10086,1925,16220,0,3
10087,1925,16221,0,4
10088,1925,16222,0,5
10089,1925,16223,0,6
10090,1925,16224,0,7
10091,1883,15871,0,17
10092,1925,16226,0,8
10093,1925,16227,0,9
10094,1925,16228,0,10
10095,1925,16229,0,11
10096,1925,16230,0,12
10097,1925,16231,0,13
10098,1913,16234,0,3
10099,1929,0,156,1
10100,1929,16235,0,2
10101,1913,16237,0,4
10102,1883,16218,0,18
10103,1883,16313,0,19
10104,1930,0,156,1
10105,1930,16240,0,2
10106,1931,0,156,1
10107,1931,16241,0,2
10108,1931,16242,0,3
10109,1887,15918,0,12
10110,1887,15919,0,13
10111,1887,15920,0,14
10112,1887,15921,0,15
10113,1887,16436,0,16
10114,1932,0,156,1
10115,1932,16243,0,2
10116,1932,16244,0,3
10117,1887,14629,0,17
10118,1887,16248,0,18
10119,1887,15923,0,19
10120,1887,16245,0,20
10121,1933,0,156,1
10122,1933,0,1743,2
10123,1933,0,1340,3
10124,1933,16249,0,4
10125,1933,16250,0,5
10126,1933,16251,0,6
10127,1933,16254,0,7
10128,1933,16255,0,8
10129,1933,16256,0,9
10130,1933,16257,0,10
10131,1933,16258,0,11
10132,1933,16259,0,12
10133,1933,16260,0,13
10134,1933,16261,0,14
10135,1933,16262,0,15
10136,1933,16263,0,16
10137,1933,16264,0,17
10138,1933,16265,0,18
10139,1933,16266,0,19
10140,1934,0,156,1
10141,1934,16267,0,2
10142,1934,16268,0,3
10143,1935,0,156,1
10144,1935,16269,0,2
10145,1935,16275,0,3
10146,1936,0,156,1
10147,1936,16271,0,2
10148,1936,16272,0,3
10149,1937,0,156,1
10150,1937,16273,0,2
10151,1937,16274,0,3
10152,1935,16270,0,4
10153,1938,0,156,1
10154,1938,16276,0,2
10155,1939,0,156,1
10156,1939,16277,0,2
10157,1940,0,156,1
10158,1940,16278,0,2
10159,1941,0,156,1
10160,1941,16279,0,2
10161,1884,15884,0,20
10162,1942,0,156,1
10163,1942,16281,0,2
10164,1886,15907,0,17
10165,1876,16282,0,16
10176,1945,16292,0,1
10177,1945,0,156,2
10182,1948,0,156,1
10183,1948,16301,0,2
10184,1883,16225,0,20
10185,1883,16344,0,21
10186,1883,16302,0,22
10187,1949,0,156,1
10188,1949,16306,0,2
10189,1949,16307,0,3
10190,1949,16309,0,4
10191,1949,16310,0,5
10192,1949,16311,0,6
10195,1883,16333,0,23
10212,1883,16303,0,24
10219,1953,0,156,1
10220,1953,16349,0,2
10221,1953,16350,0,3
10224,1954,0,156,1
10225,1954,16351,0,2
10226,1954,16352,0,3
10227,1954,16353,0,4
10228,1954,16354,0,5
10229,1954,16355,0,6
10230,1912,16123,0,21
10231,1955,0,156,1
10232,1955,16361,0,2
10233,1955,16357,0,3
10234,1956,0,156,1
10235,1956,0,1743,2
10236,1955,19486,0,4
10237,1903,16022,0,17
10238,1886,15908,0,18
10239,1886,15909,0,19
10240,1886,15910,0,20
10241,1878,15806,0,17
10242,1880,16051,0,18
10243,1880,16127,0,19
10244,1903,16372,0,18
10245,1886,16363,0,21
10248,1886,16188,0,22
10249,1886,16364,0,23
10250,1957,0,156,1
10251,1957,0,1340,2
10252,1957,0,1743,3
10253,1957,16387,0,4
10254,1957,16388,0,5
10255,1957,16389,0,6
10256,1957,16419,0,7
10257,1957,16390,0,8
10258,1957,16391,0,9
10259,1957,16392,0,10
10260,1957,16393,0,11
10261,1957,16394,0,12
10262,1957,16395,0,13
10263,1957,16396,0,14
10264,1957,16397,0,15
10265,1957,16430,0,16
10266,1958,0,156,1
10267,1958,16406,0,2
10272,1958,16407,0,3
10273,1878,16367,0,18
10274,1879,16146,0,21
10275,1880,16369,0,20
10276,1883,16335,0,25
10277,1884,16280,0,21
10278,1878,16413,0,19
10279,1957,16398,0,17
10280,1958,16415,0,4
10281,1879,16144,0,22
10282,1958,16417,0,5
10283,1957,16399,0,18
10284,1958,16420,0,6
10285,1956,16360,0,3
10286,1956,16422,0,4
10287,1956,16423,0,5
10288,1956,16424,0,6
10289,1879,16416,0,23
10290,1886,16374,0,24
10291,1957,16414,0,19
10292,1959,0,156,1
10293,1959,16431,0,2
10294,1960,0,156,1
10295,1960,16434,0,2
10296,1960,16432,0,3
10297,1887,16247,0,21
10298,1961,0,156,1
10299,1961,16437,0,2
10300,1961,16438,0,3
10301,1962,0,156,1
10302,1962,16439,0,2
10303,1962,16440,0,3
10304,1963,0,156,1
10305,1963,16441,0,2
10306,1963,16442,0,3
10307,1964,0,156,1
10308,1964,16443,0,2
10309,1964,16444,0,3
10310,1965,0,156,1
10311,1965,16445,0,2
10316,1965,16446,0,3
10317,1965,16447,0,4
10318,1965,16448,0,5
10319,1965,16449,0,6
10338,1887,16246,0,22
10339,1967,0,156,1
10340,1967,16469,0,2
10341,1967,16470,0,3
10342,1967,16479,0,4
10343,1967,16472,0,5
10347,1968,0,156,1
10348,1968,16482,0,2
10356,1953,16489,0,4
10357,1953,16490,0,5
10358,1972,0,156,1
10359,1972,16493,0,2
10360,1972,16491,0,3
10362,1972,16494,0,4
10363,1973,0,156,1
10364,1973,16499,0,2
10365,1973,16500,0,3
10366,1973,16501,0,4
10369,1974,0,156,1
10370,1974,16502,0,2
10371,1974,17004,0,3
10373,1974,19544,0,4
10374,1974,18033,0,5
10375,1974,19541,0,6
10376,1975,0,156,1
10377,1975,16508,0,2
10379,1974,19545,0,7
10381,1975,16515,0,3
10382,1975,16516,0,4
10383,1956,16518,0,7
10384,1976,0,156,1
10385,1976,16519,0,2
10386,1976,16520,0,3
10387,1976,16521,0,4
10388,1977,16522,0,1
10389,1978,16524,0,1
10390,1979,0,156,1
10391,1979,16525,0,2
10392,1980,0,156,1
10393,1980,16526,0,2
10394,1981,0,156,1
10395,1981,16527,0,2
10396,1981,17119,0,3
10397,1981,17115,0,4
10398,1981,16529,0,5
10401,1982,0,156,1
10402,1982,16535,0,2
10403,1956,16538,0,8
10404,1956,16536,0,9
10405,1956,16537,0,10
10406,1856,16840,0,5
10423,1984,0,156,1
10424,1984,0,1340,2
10425,1984,0,1743,3
10426,1984,16771,0,4
10427,1984,16835,0,5
10428,1984,16553,0,6
10429,1984,16554,0,7
10430,1984,16555,0,8
10431,1984,16556,0,9
10432,1984,16557,0,10
10433,1984,16558,0,11
10434,1984,16559,0,12
10435,1984,16560,0,13
10436,1984,16561,0,14
10437,1984,16562,0,15
10438,1984,16563,0,16
10439,1984,16765,0,17
10440,1985,0,156,1
10441,1985,16567,0,2
10442,1886,16428,0,25
10443,1986,0,156,1
10444,1986,16569,0,2
10445,1986,16571,0,3
10446,1986,16572,0,4
10451,1988,0,156,1
10452,1988,16575,0,2
10453,1988,16576,0,3
10454,1988,16577,0,4
10455,1989,0,156,1
10456,1989,16578,0,2
10457,1989,16580,0,3
10462,1990,0,156,1
10463,1990,17024,0,2
10464,1990,16585,0,3
10465,1990,16597,0,4
10466,1990,16586,0,5
10476,1958,16594,0,7
10477,1958,16595,0,8
10478,1958,16596,0,9
10479,1990,16587,0,6
10480,1990,16588,0,7
10481,1994,0,156,1
10482,1994,16602,0,2
10484,1994,16603,0,3
10485,1996,16612,0,1
10486,1996,0,1997,2
10487,1994,16606,0,4
10488,1997,0,156,1
10489,1997,16608,0,2
10490,1997,16609,0,3
10491,1997,21991,0,4
10492,1997,16611,0,5
10494,1994,16613,0,5
10497,1998,0,156,1
10498,1998,16615,0,2
10499,1998,16634,0,3
10500,1998,16617,0,4
10501,1998,16619,0,5
10502,1998,16620,0,6
10503,1998,16621,0,7
10504,1998,16622,0,8
10505,1998,16623,0,9
10506,1998,16624,0,10
10507,1998,16625,0,11
10508,1998,16626,0,12
10509,1998,16627,0,13
10510,1998,16628,0,14
10511,1998,16629,0,15
10512,1998,16630,0,16
10513,1998,16631,0,17
10514,1998,16632,0,18
10515,1998,16633,0,19
10516,1998,16618,0,20
10517,1999,0,156,1
10518,1999,16635,0,2
10519,1999,16636,0,3
10520,1999,16637,0,4
10521,2000,0,156,1
10522,2000,0,1340,2
10523,2000,0,1743,3
10524,2000,16638,0,4
10525,2000,16639,0,5
10526,2000,16640,0,6
10527,2000,16641,0,7
10528,2000,16642,0,8
10529,2000,16643,0,9
10530,2000,15517,0,10
10531,2000,16644,0,11
10532,2000,16645,0,12
10533,2000,16646,0,13
10534,2000,16647,0,14
10535,2000,16648,0,15
10536,2000,16649,0,16
10537,2000,16650,0,17
10538,2001,16653,0,1
10539,2001,0,1997,2
10540,2002,16654,0,1
10541,2002,0,1997,2
10542,1742,16670,0,17
10560,2004,0,156,1
10561,2004,0,1340,2
10562,2004,0,1743,3
10563,2004,16905,0,4
10564,2004,16671,0,5
10565,2004,16869,0,6
10566,2004,16672,0,7
10567,2004,16871,0,8
10568,2004,14629,0,9
10569,2004,16862,0,10
10570,2004,16674,0,11
10571,2004,16675,0,12
10572,2004,16676,0,13
10573,2004,16677,0,14
10574,2004,16678,0,15
10575,2004,16679,0,16
10576,2004,16680,0,17
10577,2005,0,156,1
10578,2005,0,1340,2
10579,2005,0,1743,3
10580,2005,16805,0,4
10581,2005,16685,0,5
10582,2005,16686,0,6
10583,2005,16687,0,7
10584,2005,16688,0,8
10585,2005,16689,0,9
10586,2005,16690,0,10
10587,2005,16691,0,11
10588,2005,16692,0,12
10589,2005,16693,0,13
10590,2005,16694,0,14
10591,2005,16695,0,15
10592,2005,16696,0,16
10593,2005,16697,0,17
10594,2006,0,156,1
10595,2006,0,1340,2
10596,2006,0,1743,3
10597,2006,16699,0,4
10598,2006,16700,0,5
10599,2006,16701,0,6
10600,2006,16702,0,7
10601,2006,16703,0,8
10602,2006,16704,0,9
10603,2006,16705,0,10
10604,2006,16706,0,11
10605,2006,16707,0,12
10606,2006,16708,0,13
10607,2006,16709,0,14
10608,2006,16710,0,15
10609,2006,16711,0,16
10610,2006,16813,0,17
10611,2007,0,156,1
10612,2007,0,1340,2
10613,2007,0,1743,3
10614,2007,16741,0,4
10615,2007,16713,0,5
10616,2007,16714,0,6
10617,2007,16715,0,7
10618,2007,16716,0,8
10619,2007,16717,0,9
10620,2007,16718,0,10
10621,2007,16719,0,11
10622,2007,16720,0,12
10623,2007,16721,0,13
10624,2007,16722,0,14
10625,2007,16723,0,15
10626,2007,16724,0,16
10627,2007,16725,0,17
10628,2008,0,156,1
10629,2008,16727,0,2
10630,2008,16729,0,3
10635,2009,0,156,1
10636,2009,16738,0,2
10637,2009,16739,0,3
10638,2009,16740,0,4
10642,2007,16726,0,18
10643,1743,23609,0,11
10644,1913,16747,0,5
10645,2007,16748,0,19
10646,1913,16751,0,6
10647,2007,16753,0,20
10648,1913,16818,0,7
10649,2007,16759,0,21
10650,2010,0,156,1
10651,2010,16760,0,2
10652,2010,16801,0,3
10653,2010,16761,0,4
10655,1984,16564,0,18
10656,1984,16565,0,19
10657,1984,16566,0,20
10658,1984,16769,0,21
10659,1984,16770,0,22
10660,1984,16780,0,23
10661,1984,16772,0,24
10668,1984,16773,0,25
10681,2010,16762,0,5
10682,2005,16698,0,18
10684,2006,16712,0,18
10685,2006,16820,0,19
10686,1913,16755,0,8
10687,2006,16817,0,20
10688,2006,16821,0,21
10689,2005,16825,0,19
10690,2006,16826,0,22
10691,2006,16827,0,23
10693,1984,16774,0,26
10694,2015,0,156,1
10695,2015,17604,0,2
10696,2015,16832,0,3
10697,1984,16830,0,27
10698,1984,16834,0,28
10699,2006,16836,0,24
10700,2005,16838,0,20
10701,2016,0,156,1
10702,2016,0,1743,2
10703,2016,16840,0,3
10704,2017,0,156,1
10705,2017,16843,0,2
10706,1856,16844,0,6
10707,2018,16845,0,1
10708,2019,16846,0,1
10709,2020,0,156,1
10710,2020,0,1340,2
10711,2020,0,1743,3
10712,2020,16847,0,4
10713,2020,16848,0,5
10714,2020,16849,0,6
10715,2020,16850,0,7
10716,2020,16851,0,8
10717,2020,16852,0,9
10718,2020,16853,0,10
10719,2020,16854,0,11
10720,2020,16855,0,12
10721,2020,16856,0,13
10722,2020,16857,0,14
10723,2020,16858,0,15
10724,2020,16859,0,16
10725,2020,16860,0,17
10727,2004,16681,0,18
10728,1856,16863,0,7
10729,2021,0,156,1
10730,2021,16864,0,2
10731,2021,16866,0,3
10732,2021,16868,0,4
10734,2004,16682,0,19
10735,2004,16683,0,20
10736,2004,16684,0,21
10737,2022,0,1743,1
10738,2022,0,156,2
10739,2022,16874,0,3
10740,2022,18656,0,4
10741,2023,0,156,1
10742,2023,16877,0,2
10743,2023,16878,0,3
10744,2023,16879,0,4
10745,2006,16880,0,25
10746,2007,16881,0,22
10747,2004,16882,0,22
10748,2024,16883,0,1
10750,2025,0,156,1
10751,2025,0,1340,2
10752,2025,0,1743,3
10753,2025,19223,0,4
10754,2025,16885,0,5
10755,2025,16886,0,6
10756,2025,16888,0,7
10757,2025,16889,0,8
10758,2025,16890,0,9
10759,2025,16891,0,10
10760,2025,16892,0,11
10761,2025,16893,0,12
10762,2025,16894,0,13
10763,2025,16895,0,14
10764,2025,16896,0,15
10765,2025,16897,0,16
10766,2025,16898,0,17
10767,2025,16899,0,18
10768,2025,16900,0,19
10769,2025,16901,0,20
10770,2025,16902,0,21
10771,2025,16903,0,22
10773,2004,16884,0,23
10774,2007,16906,0,23
10775,2026,0,156,1
10776,2026,16908,0,2
10777,2026,16910,0,3
10778,2026,16912,0,4
10781,2027,0,156,1
10782,2027,16916,0,2
10783,1986,16922,0,5
10784,1975,16923,0,5
10785,1976,16924,0,5
10786,2028,0,156,1
10787,2028,0,1340,2
10788,2028,0,1743,3
10789,2028,16949,0,4
10790,2028,17099,0,5
10791,2028,16931,0,6
10792,2028,16932,0,7
10793,2028,16933,0,8
10794,2028,17168,0,9
10795,2028,16934,0,10
10796,2028,16935,0,11
10797,2028,16936,0,12
10798,2028,16937,0,13
10799,2028,16975,0,14
10800,2028,16938,0,15
10801,2028,16939,0,16
10802,2028,16940,0,17
10803,2028,16941,0,18
10804,2028,16942,0,19
10805,2028,16943,0,20
10806,2028,17100,0,21
10807,2028,16971,0,22
10808,2029,0,156,1
10809,2029,0,1340,2
10810,2029,0,1743,3
10811,2029,16965,0,4
10812,2029,16950,0,5
10813,2029,21989,0,6
10814,2029,16951,0,7
10815,2029,16952,0,8
10816,2029,16953,0,9
10817,2029,16954,0,10
10818,2029,16955,0,11
10819,2029,16956,0,12
10820,2029,16957,0,13
10821,2029,17122,0,14
10822,2029,16958,0,15
10823,2029,16959,0,16
10824,2029,16960,0,17
10826,2029,16961,0,18
10827,2029,16962,0,19
10828,2029,17536,0,20
10829,2029,17116,0,21
10830,2029,17199,0,22
10831,1974,17014,0,8
10832,2028,16946,0,23
10833,2028,16948,0,24
10835,2028,16972,0,25
10836,2028,17017,0,26
10837,2031,0,156,1
10838,2031,0,1340,2
10839,2031,0,1743,3
10840,2031,0,2035,4
10841,2031,17093,0,5
10842,2031,21411,0,6
10843,2031,16976,0,7
10844,2031,16977,0,8
10845,2031,17155,0,9
10846,2031,16978,0,10
10847,2031,16979,0,11
10848,2031,21410,0,12
10849,2031,16981,0,13
10850,2031,16982,0,14
10851,2031,16983,0,15
10852,2031,21412,0,16
10853,2031,16985,0,17
10854,2032,0,156,1
10855,2032,0,1340,2
10856,2032,0,1743,3
10857,2032,0,2035,4
10858,2032,17213,0,5
10859,2032,21414,0,6
10860,2032,16990,0,7
10861,2032,16991,0,8
10862,2032,17216,0,9
10863,2032,16992,0,10
10864,2032,16993,0,11
10865,2032,16994,0,12
10866,2032,16995,0,13
10867,2032,16996,0,14
10868,2032,16997,0,15
10869,2032,16998,0,16
10870,2032,16999,0,17
10871,1974,17013,0,9
10872,1974,17010,0,10
10873,1974,17009,0,11
10874,1974,17008,0,12
10875,1974,16506,0,13
10876,1974,17006,0,14
10877,1974,17015,0,15
10879,1974,17012,0,16
10880,1974,16510,0,17
10881,1990,16601,0,8
10882,2028,16947,0,27
10883,1990,17016,0,9
10884,1990,17018,0,10
10885,1974,17096,0,18
10886,1974,17098,0,19
10887,1974,16514,0,20
10888,1990,17020,0,11
10889,2029,16968,0,23
10890,2029,16967,0,24
10891,2033,0,156,1
10892,2033,17027,0,2
10893,2033,17029,0,3
10894,2033,17036,0,4
10902,1990,17038,0,12
10905,2035,17043,0,1
10907,2036,0,156,1
10908,2036,17045,0,2
10951,2031,16986,0,18
10952,2031,16987,0,19
10953,2039,0,156,1
10954,2039,17095,0,2
10955,1974,17021,0,21
10956,1999,17097,0,5
10958,2028,16974,0,28
10959,2028,16944,0,29
10963,2031,21413,0,20
10965,2031,17123,0,21
10966,2031,16989,0,22
10967,2031,17108,0,23
10973,2029,16969,0,25
10975,1981,17118,0,6
10976,1981,16533,0,7
10977,2029,16966,0,26
10978,2031,17110,0,24
10979,2031,17111,0,25
10980,2042,0,156,1
10981,2042,17127,0,2
10982,2042,17129,0,3
10983,2042,17131,0,4
10984,2042,17135,0,5
10985,2043,0,156,1
10986,2043,17136,0,2
10987,2043,17137,0,3
10988,2043,17195,0,4
10989,2043,17138,0,5
10991,2044,0,156,1
10992,2044,17142,0,2
10993,2045,0,156,1
10994,2045,17143,0,2
10995,2045,17144,0,3
10996,2046,0,156,1
10997,2046,17145,0,2
10998,2046,17146,0,3
10999,2046,17148,0,4
11000,2046,17151,0,5
11001,2028,16945,0,30
11002,2031,17124,0,26
11003,2028,18635,0,31
11004,2028,17170,0,32
11005,2047,0,156,1
11006,2047,17158,0,2
11007,2047,17159,0,3
11008,2047,17160,0,4
11009,2047,17161,0,5
11010,2047,17162,0,6
11011,2048,0,156,1
11012,2048,17163,0,2
11013,2048,17164,0,3
11014,2048,17165,0,4
11015,2048,17166,0,5
11017,2028,17156,0,33
11018,2028,17157,0,34
11019,2049,0,156,1
11020,2049,17171,0,2
11021,2049,17172,0,3
11022,2049,17180,0,4
11023,2049,17181,0,5
11024,2049,17178,0,6
11025,2049,17189,0,7
11026,2049,17204,0,8
11027,2049,17206,0,9
11040,2043,17139,0,6
11041,2029,16963,0,27
11042,2050,0,156,1
11043,2050,17200,0,2
11044,2050,17201,0,3
11045,2050,17202,0,4
11047,2049,17207,0,10
11048,2049,17205,0,11
11049,2049,17212,0,12
11050,2049,17193,0,13
11051,2051,0,156,1
11052,2051,17208,0,2
11053,2051,17214,0,3
11056,2049,17194,0,14
11057,2032,17000,0,18
11058,2032,17001,0,19
11060,2032,17002,0,20
11061,2032,17220,0,21
11062,2032,17217,0,22
11063,2032,17222,0,23
11064,2032,17219,0,24
11065,2032,17003,0,25
11066,2032,17218,0,26
11069,2051,17344,0,4
11083,2032,17503,0,27
11106,2032,17526,0,28
11107,2032,17527,0,29
11108,2054,0,156,1
11109,2054,17528,0,2
