Icon,String_lang,Tooltip_lang,DynamicTooltip_lang,ExtendedUI,ID,MapID,AreaID,StateVariable,Type,DynamicIconFileID,DynamicFlashIconFileID,OrderIndex,PhaseUseFlags,PhaseID,PhaseGroupID,ExtendedUIStateVariable[0],ExtendedUIStateVariable[1],ExtendedUIStateVariable[2]
Interface\TargetingFrame\UI-PVP-Alliance,%4587w More Sandbags Required,Place sandbags in designated locations to prevent flooding.,,,330,0,1519,4436,0,0,0,1,0,177,0,0,0,0
Interface\TargetingFrame\UI-PVP-Horde,%5256w Barricades left to place!,Put up Barricades to help defend!,,,331,1,1637,4581,0,0,0,1,0,177,0,0,0,0
Interface\TargetingFrame\UI-PVP-Horde,%5266w Barricades left to place!,Put up Barricades to help defend!,,,332,1,1638,5262,0,0,0,1,0,230,0,0,0,0
Interface\TargetingFrame\UI-PVP-Horde,Unsecured Districts: %5267w,,,,333,1,1638,5263,0,0,0,0,0,230,0,0,0,0
Interface\WorldStateFrame\CombatSwords,Thunder Bluff: %5268w Rifts Remain,Close all the elemental rifts to secure Thunder Bluff.,,,334,1,5345,5263,0,0,0,1,0,230,0,0,0,0
,Thunder Bluff: %5269w Citizens Trapped,Free trapped citizens to secure Thunder Bluff.,,,335,1,5345,5263,0,0,0,2,0,230,0,0,0,0
Interface\WorldStateFrame\CombatSwords,Elder Rise: %5271w Rifts Remain,Close all the elemental rifts to secure The Elder Rise.,,,336,1,1639,5263,0,0,0,1,0,230,0,0,0,0
,Elder Rise: %5270w Citizens Trapped,Free trapped citizens to secure The Elder Rise,,,337,1,1639,5263,0,0,0,2,0,230,0,0,0,0
Interface\WorldStateFrame\CombatSwords,Hunter Rise: %5273w Rifts Remain,Close all the elemental rifts to secure The Hunter Rise.,,,338,1,1641,5263,0,0,0,1,0,230,0,0,0,0
,Hunter Rise: %5272w Citizens Trapped,Free trapped citizens to secure The Hunter Rise.,,,339,1,1641,5263,0,0,0,2,0,230,0,0,0,0
Interface\WorldStateFrame\CombatSwords,Spirit Rise: %5275w Rifts Remain,Close all the elemental rifts to secure The Spirit Rise.,,,340,1,1640,5263,0,0,0,1,0,230,0,0,0,0
,Spirit Rise: %5274w Citizens Trapped,Free trapped citizens to secure The Spirit Rise.,,,341,1,1640,5263,0,0,0,2,0,230,0,0,0,0
Interface\WorldStateFrame\CombatSwords,Pools of Vision: %5277w Rifts Remain,Close all the elemental rifts to secure The Pools of Vision.,,,342,1,2197,5263,0,0,0,1,0,230,0,0,0,0
,Pools of Vision: %5276w Citizens Trapped,Free trapped citizens to secure The Pools of Vision,,,343,1,2197,5263,0,0,0,2,0,230,0,0,0,0
Interface\TargetingFrame\UI-PVP-Alliance,%5284w Fortifications left to place!,Put up Fortifications to help secure Ironforge!,,,344,0,1537,5280,0,0,0,1,0,233,0,0,0,0
Interface\TargetingFrame\UI-PVP-Alliance,Unsecured Districts: %5285w,,,,345,0,1537,5281,0,0,0,0,0,233,0,0,0,0
Interface\WorldStateFrame\CombatSwords,The Commons: %5286w Rifts Remain,Close all the elemental rifts to secure The Commons.,,,346,0,5719,5281,0,0,0,1,0,233,0,0,0,0
,The Commons: %5287w Citizens Trapped,Free trapped citizens to secure The Commons.,,,347,0,5719,5281,0,0,0,2,0,233,0,0,0,0
,Time Remaining: %5333k,Remaining time until Defenders win,,,348,732,5095,5346,3,0,0,0,0,0,0,0,0,0
Interface\WorldStateFrame\NeutralTower,Towers Destroyed: %5347w of 3,Number of Towers destroyed by Defenders,,,349,732,5095,5350,0,0,0,0,0,0,0,0,0,0
Interface\WorldStateFrame\neutraltower,Buildings Captured: %5348w of 3,Number of Buildings captured by Attackers,,,350,732,5095,5349,0,0,0,0,0,0,0,0,0,0
,,,,CAPTUREPOINT,351,732,0,5376,1,0,0,0,0,0,0,5377,5378,0
Interface\TargetingFrame\UI-PVP-Horde,Horde Controlled,The Horde controls the Tol Barad prison complex.,,,352,732,0,5384,0,0,0,0,0,0,0,0,0,0
Interface\TargetingFrame\UI-PVP-Alliance,Alliance Controlled,The Alliance controls the Tol Barad prison complex.,,,353,732,0,5385,0,0,0,0,0,0,0,0,0,0
,Next Battle: %5332k,The Battle for Tol Barad will resume after this duration.,,,354,732,0,5387,3,0,0,0,0,0,0,0,0,0
Interface\WorldStateFrame\CombatSwords,The Mystic Ward: %5290w Rifts Remain,Close all the elemental rifts to secure The Mystic Ward.,,,355,0,5344,5281,0,0,0,1,0,233,0,0,0,0
,The Mystic Ward: %5291w Citizens Trapped,Free trapped citizens to secure The Mystic Ward.,,,356,0,5344,5281,0,0,0,2,0,233,0,0,0,0
Interface\WorldStateFrame\CombatSwords,The Forlorn Cavern: %5295w Rifts Remain,Close all the elemental rifts to secure The Forlorn Cavern.,,,357,0,4679,5281,0,0,0,1,0,233,0,0,0,0
,The Forlorn Cavern: %5294w Citizens Trapped,Free trapped citizens to secure The Forlorn Cavern.,,,358,0,4679,5281,0,0,0,2,0,233,0,0,0,0
Interface\WorldStateFrame\CombatSwords,Hall of Explorers: %5292w Rifts Remain,Close all the elemental rifts to secure the Hall of Explorers.,,,359,0,5341,5281,0,0,0,1,0,233,0,0,0,0
Interface\WorldStateFrame\CombatSwords,The Military Ward: %5289w Rifts Remain,Close all the elemental rifts to secure The Military Ward.,,,360,0,5343,5281,0,0,0,1,0,233,0,0,0,0
,The Military Ward: %5288w Citizens Trapped,Free trapped citizens to secure The Military Ward.,,,361,0,5343,5281,0,0,0,2,0,233,0,0,0,0
Interface\WorldStateFrame\CombatSwords,The Great Forge: %5296w Rifts Remain,Close all the elemental rifts to secure The Great Forge.,,,362,0,5342,5281,0,0,0,1,0,233,0,0,0,0
,The Great Forge: %5297w Citizens Trapped,Free trapped citizens to secure The Great Forge.,,,363,0,5342,5281,0,0,0,2,0,233,0,0,0,0
,Hall of Explorers: %5293w Citizens Trapped,Free trapped citizens to secure the Hall of Explorers.,,,364,0,5341,5281,0,0,0,2,0,233,0,0,0,0
Interface\TargetingFrame\UI-PVP-Alliance,Bases: %1779w  Resources: %1776w/%1780w,Alliance status,,,369,761,0,0,0,0,0,0,0,0,0,0,0,0
Interface\WorldStateFrame\ColumnIcon-TowerCapture,Bases Assaulted,Number of times enemy base banners have been removed,,,370,761,0,0,2,0,0,0,0,0,0,0,0,0
Interface\WorldStateFrame\ColumnIcon-TowerDefend,Bases Defended,Number of times a base capture has been prevented,,,371,761,0,0,2,0,0,1,0,0,0,0,0,0
Interface\TargetingFrame\UI-PVP-Horde,Bases: %1778w  Resources: %1777w/%1780w,Horde status,,,372,761,0,0,0,0,0,0,0,0,0,0,0,0
Interface\TargetingFrame\UI-PVP-Alliance,Alliance is Attacking,The Alliance is attacking Tol Barad prison complex.,,,373,732,0,5546,0,0,0,0,0,0,0,0,0,0
Interface\TargetingFrame\UI-PVP-Horde,Horde is Attacking,The Horde is attacking the Tol Barad prison complex.,,,374,732,0,5547,0,0,0,0,0,0,0,0,0,0
,Golden Orbs Collected: %5649w,,,,375,657,0,5649,0,0,0,0,0,0,0,0,0,0
Interface\TargetingFrame\UI-PVP-Alliance,Bases: %1779w  Resources: %1776w/%1780w,Alliance status,,,389,968,0,0,0,0,0,0,0,0,0,0,0,0
Interface\TargetingFrame\UI-PVP-Horde,Bases: %1778w  Resources: %1777w/%1780w,Horde status,,,390,968,0,0,0,0,0,0,0,0,0,0,0,0
Interface\WorldStateFrame\ColumnIcon-TowerCapture,Bases Assaulted,Number of times enemy base banners have been removed,,,391,968,0,0,2,0,0,0,0,0,0,0,0,0
Interface\WorldStateFrame\ColumnIcon-TowerDefend,Bases Defended,Number of times a base capture has been prevented,,,392,968,0,0,2,0,0,1,0,0,0,0,0,0
Interface\WorldStateFrame\ColumnIcon-FlagCapture2.blp,Flag Captures,Number of times you have captured the flag,,,393,968,0,0,2,0,0,0,0,0,0,0,0,0
,Demons present: %6017w,Total demons in courtyard,,,408,939,5788,6018,0,0,0,0,0,0,0,0,0,0
,Fragments Collected: %6025w / 16,,,,411,938,0,6046,0,0,0,0,0,0,0,0,0,0
,Time Remaining: %3781k,Game ends after this duration,,,934,2118,14288,3710,3,0,0,0,0,0,0,0,0,0
