ID,Enchant_ID,Type
3608,5851,16384
3609,5855,16384
3610,5847,256
3611,5850,256
3612,5854,256
3613,5847,32768
3614,5850,32768
3615,5852,32768
3616,5847,256
3617,5850,256
3618,5854,256
3619,5847,32768
3620,5850,32768
3621,5852,32768
3622,5847,256
3623,5850,256
3624,5854,256
3625,5847,32768
3626,5850,32768
3627,5852,32768
3629,5925,14
3630,5926,14
3631,5927,14
3632,5928,14
3633,5954,14
3734,6081,14
3735,6072,14
3736,6078,14
3737,6075,14
3738,6082,14
3739,6073,14
3740,6079,14
3741,6076,14
3742,6084,14
3743,6085,14
3744,6086,14
3745,6092,14
3746,5233,14
3747,6097,131072
3748,4223,32
3749,6098,131072
3750,6099,131072
3751,6100,32
3752,6101,32
3753,6102,32
3754,6103,32
3755,6104,524288
3756,6105,524288
3757,6106,32
3758,6107,524288
3759,6113,524288
3760,6115,524288
3761,6116,524288
3762,6117,14
3763,6118,14
3764,6119,14
3765,6120,14
3766,6121,14
3767,6122,14
3768,6123,14
3769,6124,524288
3771,6125,524288
3772,6126,524288
3773,6127,262144
3774,6128,262144
3775,6129,262144
3776,6130,262144
3777,6131,262144
3778,6132,262144
3779,6133,262144
3780,6134,262144
3781,6135,262144
3782,6136,262144
3783,6137,262144
3784,6138,262144
3785,6139,131072
3786,6140,131072
3787,6141,131072
3788,6142,131072
3789,6143,131072
3790,6144,131072
3791,6145,131072
3792,6146,131072
3795,6147,14
3796,6151,32
3797,6152,32
3798,6153,32
3799,6154,262144
3800,6155,262144
3801,6156,262144
3802,6157,262144
3803,6160,32768
3812,0,8
3813,0,4
3814,0,2
3815,0,4
3816,6231,14
3817,6232,14
3818,6233,14
3819,6234,14
3820,6235,14
3821,6236,14
3822,6237,14
3823,6238,14
3824,6239,14
3825,6240,14
3829,6271,32
3830,6269,32
3831,6270,32
3832,6272,32
3833,6273,32
3834,6274,32
3835,6275,32
3836,6276,32
3837,6277,32
3838,6278,32
3839,6279,32
3840,6280,32
3841,6281,32
3842,6282,32
3843,6283,32
3844,6284,32
3845,6285,32
3846,6286,32
3847,6300,8388608
3848,6289,1048576
3849,6290,1048576
3850,6291,1048576
3851,6292,1048576
3852,6293,1048576
3853,6294,1048576
3854,6295,1048576
3855,6296,1048576
3856,6297,1048576
3857,6298,1048576
3858,6301,1048576
3859,6301,1048576
3860,6302,1048576
3861,6303,1048576
3862,6304,1048576
3863,6306,1048576
3864,6306,1048576
3865,6304,1048576
3867,6308,1048576
3868,6309,1048576
3869,6310,1048576
3870,6311,1048576
3871,6312,1048576
3872,6313,1048576
3873,6314,1048576
3874,6315,1048576
3875,6316,1048576
3876,6317,1048576
3877,6318,1048576
3878,6319,1048576
3879,6320,1048576
3880,6321,1048576
3881,6322,1048576
3882,6323,1048576
3883,6324,1048576
3884,6325,1048576
3885,6326,1048576
3886,6327,1048576
3887,6328,1048576
3888,6329,1048576
3889,6330,1048576
3890,6331,1048576
3891,6332,1048576
3892,6333,1048576
3893,6334,1048576
3894,6335,1048576
3895,6336,1048576
3896,6337,1048576
3897,6338,1048576
3898,6339,1048576
3899,6340,1048576
3900,6341,1048576
3901,6342,1048576
3902,6343,1048576
3903,6352,8388608
3904,6364,8388608
3905,6353,8388608
3906,6354,8388608
3907,6355,8388608
3908,6356,8388608
3909,6357,8388608
3910,6358,8388608
3911,6359,8388608
3912,6360,8388608
3913,6361,8388608
3914,6362,8388608
3915,6363,8388608
3916,6365,8388608
3917,6366,8388608
3918,6367,8388608
3919,6368,8388608
3920,6369,8388608
3921,6370,8388608
3922,6371,8388608
3927,6392,14
3928,6393,14
3929,6394,14
3930,6395,14
3931,6396,14
3932,6397,14
3933,6398,14
3934,6399,14
3935,6400,14
3936,6401,14
3937,6402,14
3938,6403,14
3939,6404,14
3940,6405,14
3941,6406,14
3942,6407,14
3943,6408,14
3944,6409,14
3945,6410,14
3946,6411,14
3947,6412,14
3948,6413,14
3949,6414,14
3950,6415,14
3951,6416,14
3952,6417,14
3953,6418,14
3954,6419,14
3955,6420,14
3956,6421,14
3957,6422,14
3958,6423,14
3959,6424,14
3960,6425,14
3961,6426,14
3962,6427,14
3963,6428,14
3964,6429,14
3965,6430,14
3966,6431,14
3967,6432,14
3968,6433,14
3969,6434,14
3970,6435,14
3971,6436,14
3972,6437,14
3973,6438,14
3974,6439,14
3975,6440,14
3976,6441,14
3977,6442,14
3978,6443,14
3979,6444,14
3980,6445,14
3981,6446,14
3982,6447,14
3983,6448,14
3984,6449,14
3985,6450,14
3986,6451,14
3987,6452,14
3988,6453,14
3989,6454,14
3990,6455,14
3991,6456,14
3992,6457,14
3993,6458,14
3994,6459,14
3995,6460,14
3996,6461,14
3997,6462,14
3998,6463,14
3999,6464,14
4000,6465,14
4001,6466,14
4002,6467,14
4003,6468,14
4004,6469,14
4005,6470,14
4006,6471,14
4007,6472,14
4008,6473,14
4009,6474,14
4010,6475,14
4011,6476,14
4012,6477,14
4013,6478,14
4014,6485,14
4015,6486,14
4016,6487,14
4017,6499,131072
4018,6502,16777216
4019,6504,16777216
4020,6505,16777216
4021,6506,524288
4022,6507,16777216
4023,6508,16777216
4024,6519,16777216
4025,6535,16777216
4026,6691,16777216
4027,6692,16777216
4028,6693,16777216
4029,6759,33554432
4030,6760,33554432
4031,6761,33554432
4032,6763,33554432
4033,6762,33554432
4034,6722,33554432
4035,6755,33554432
4036,6756,33554432
4037,6758,33554432
4038,6757,33554432
4039,6764,33554432
4040,6765,33554432
4041,6766,33554432
4042,6767,33554432
4043,6768,33554432
4044,6769,33554432
4045,6770,33554432
4046,6771,33554432
4047,6772,33554432
4048,6773,33554432
4049,6774,33554432
4050,6775,33554432
4051,6776,33554432
4052,6777,33554432
4053,6778,33554432
4054,6779,33554432
4055,6780,33554432
4056,6781,33554432
4057,6782,33554432
4058,6783,33554432
4059,6784,33554432
4060,6831,16777216
4061,7055,14
4062,7060,14
4063,7061,14
4064,7062,14
4065,7064,14
4066,7063,14
4067,7072,14
4068,7073,14
4069,7235,14
4070,7075,14
4071,7076,14
4072,7077,14
4073,7078,14
4074,7079,14
4075,7080,14
4076,7081,14
4077,7082,14
4078,7083,14
4079,7084,14
4080,7085,14
4081,7086,14
4082,7119,16777216
4083,7120,16777216
4084,7121,16777216
4085,7122,16777216
4087,7136,16777216
4088,7137,16777216
4089,7138,16777216
4090,7139,16777216
4091,7140,16777216
4092,7142,16777216
4093,7146,14
4094,7147,14
4095,7208,14
4096,7148,14
4097,7149,14
4098,7150,14
4099,7151,14
4100,7152,14
4101,7153,14
4102,7154,14
4103,7155,14
4104,7156,14
4105,7157,14
4106,7158,14
4107,7159,14
4108,7160,14
4109,7161,14
4110,7162,14
4111,7163,14
4112,7164,14
4113,7165,14
4114,7166,14
4115,7167,14
4116,7168,14
4117,7169,14
4118,7170,14
4119,7171,14
4120,7172,14
4121,7173,14
4122,7174,14
4123,7175,14
4124,7176,14
4125,7177,14
4126,7178,14
4127,7179,14
4128,7180,14
4129,7181,14
4130,7182,14
4131,7183,14
4132,7184,14
4133,7185,14
4134,7186,14
4135,7187,14
4136,7188,14
4137,7189,14
4138,7190,14
4139,7191,14
4140,7192,14
4141,7193,14
4142,7194,14
4143,7195,14
4144,7196,14
4145,7197,14
4146,7198,14
4147,7199,14
4148,7200,14
4149,7201,14
4150,7202,14
4151,7203,14
4152,7204,14
4153,7205,14
4154,7206,14
4155,7207,14
4156,7211,14
4157,7212,14
4158,7213,14
4159,7214,14
4160,7215,14
4161,7216,14
4162,7217,14
4163,7218,14
4164,7219,14
4165,7220,14
4166,7221,14
4167,7222,14
4168,7225,16777216
4169,7226,16777216
4170,7227,16777216
4171,7228,16777216
4172,7229,16777216
4173,7230,32
4174,7231,32
4175,7232,32
4176,7233,32
4177,7234,14
4178,7236,14
4179,7074,14
4180,7237,16777216
4181,7238,16777216
4182,7239,16777216
4183,7240,16777216
4184,7241,16777216
4185,7243,1
4186,7244,1
4187,7245,1
4188,7246,1
4189,7250,1
4190,7251,14
4191,7252,14
4192,7253,14
4194,7276,16777216
4195,7277,16777216
4196,7278,16777216
4197,7279,16777216
4198,7280,16777216
4199,7281,16777216
4200,7283,32
4201,7284,32
4202,7285,32
4203,7286,32
4204,7287,32
4205,7288,32
4206,7289,32
4207,7290,32
4208,7291,32
4209,7292,32
4210,7293,32
4211,7294,32
4212,7295,32
4213,7297,1
4214,7298,16777216
4215,7299,16777216
4216,7300,16777216
4217,7301,16777216
4218,7302,16777216
4219,7303,16777216
4220,7304,16777216
4221,7305,16777216
4222,7306,16777216
4223,7307,1
4224,7308,16777216
4225,7309,1
4227,7310,1
4228,7311,1
4229,7312,14
4230,7313,14
4231,7314,14
4232,7315,14
4233,7316,14
4234,7317,14
4235,7318,14
4236,7319,14
4237,7465,1
4238,7466,1
4239,7503,16777216
4240,7504,16777216
4241,7505,16777216
4242,7506,16777216
4244,7522,16777216
4245,7523,16777216
4246,7524,16777216
4247,7525,16777216
4248,7556,67108864
4249,7557,67108864
4250,7559,67108864
4251,7558,67108864
