ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,ItemID,ItemQuantity,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
153,Magisters' Terrace,Kael'thas Sunstrider has revealed his allegiance to the Burning Legion and has retreated to Magisters' Terrace. He must be stopped!,Join Group,,,6,33865,0,1,250117,198,0,0,7,8,0,0,0,0,0,33868,34003,0,0
154,Utgarde Keep,"Once thought to be abandoned, the ancient halls of Utgarde Keep once again thrive with the footsteps of vrykul warriors.",Join Group,,,6,33888,0,1,236528,202,0,0,7,8,0,0,0,0,0,33889,34004,0,0
155,The Nexus,Malygos' forces are redirecting all arcane energies to the Nexus. They must be stopped before magic is removed from our world.,Join Group,,,6,33890,0,1,236498,225,0,0,7,8,0,0,0,0,0,33891,34005,0,0
156,Azjol-Nerub,"Journey into Azjol-Nerub, the once great spider empire that has become a web of undeath loyal to the Lich King.",Join Group,,,6,33892,0,1,236463,204,0,0,7,8,0,0,0,0,0,33893,34006,0,0
157,Ahn'kahet: The Old Kingdom,Travel to the ancient underground city of Ahn'kahet where something terrible has been awoken in the depths of the world.,Join Group,,,6,33894,0,1,236459,218,0,0,7,8,0,0,0,0,0,33893,33895,0,0
158,Drak'Tharon Keep,Assault the walls of Drak'Tharon Keep to do battle with the undead that are seizing control of the keep.,Join Group,,,6,33896,0,1,250122,214,0,0,7,8,0,0,0,0,0,33898,34007,0,0
159,Violet Hold,The Kirin Tor calls for aid as an invasion by the blue dragons threatens to release the most dreaded prisoners held within.,Join Group,,,6,33899,0,1,236513,220,0,0,7,8,0,0,0,0,0,33900,34008,0,0
160,Halls of Stone,Adventure with famed explorer Brann Bronzebeard into the ancient titan foundry of the Halls of Stone.,Join Group,,,6,33901,0,1,236518,208,0,0,7,8,0,0,0,0,0,33902,34009,0,0
161,Gundrak,"The trolls of Gundrak are turning on their own gods, slaying them so that they might gain their power.",Join Group,,,6,33903,0,1,236488,216,0,0,7,8,0,0,0,0,0,33904,34010,0,0
162,Halls of Lightning,Storm Loken's stronghold and face him in his throne room within the Halls of Lightning.,Join Group,,,6,33905,0,1,236523,207,0,0,7,8,0,0,0,0,0,33906,34011,0,0
163,Utgarde Pinnacle,The vrykul King Ymiron has returned and sworn loyalty to the Lich King. Defeat him before his army can reach full strength.,Join Group,,,6,33907,0,1,236533,203,0,0,7,8,0,0,0,0,0,33908,0,0,0
164,The Oculus,The blue dragonflight at the Oculus is working to channel all magic out of the world into the Twisting Nether and must be stopped.,Join Group,,,6,33909,0,1,236499,206,0,0,7,8,0,0,0,0,0,33891,33910,0,0
165,The Culling of Stratholme,Travel back in time to that fateful day when Prince Arthas rode his army into Stratholme before it could be consumed by the Scourge.,Join Group,,,6,33911,0,1,236478,209,0,0,7,8,0,0,0,0,0,33912,34012,0,0
166,Blackrock Caverns,"Deep within Blackrock Mountain, the Twilight's Hammer works with the forces of Deathwing to craft dangerous monstrosities.",Join Group,,,6,33913,0,1,409594,303,0,0,7,8,0,0,0,0,0,33914,34013,0,0
167,Throne of the Tides,Join forces with the elemental water lord Neptulon as he repels an invasion of the naga and their old god allies.,Join Group,,,6,33917,0,1,409600,302,0,0,7,8,0,0,0,0,0,33918,34014,0,0
168,The Vortex Pinnacle,Journey into the elemental plane of air and do battle with the forces of Skywall and their storm drake allies.,Join Group,,,6,33919,0,1,409599,311,0,0,7,8,0,0,0,0,0,33920,34015,0,0
169,The Stonecore,The Twilight's Hammer cultists and their elemental perversions are fortified within the Stonecore on the elemental plane of earth.,Join Group,,,6,33921,0,1,409595,307,0,0,7,8,0,0,0,0,0,33922,34016,0,0
170,Lost City of the Tol'vir,The tol'vir followers of Neferset have been cured of their curse of flesh and threaten to crush the peace of the lands around them.,Join Group,,,6,33923,0,1,409598,312,0,0,7,8,0,0,0,0,0,33924,34017,0,0
171,Grim Batol,Invaders from the Twilight's Hammer have seized control of the dwarven city of Grim Batol and brought with them an ancient evil.,Join Group,,,6,33925,0,1,409596,304,0,0,7,8,0,0,0,0,0,33926,34018,0,0
172,Stormstout Brewery,Adventure into the famed Stormstout Brewery and help restore order to the chaos that has broken out there.,Join Group,,,6,33927,0,1,594272,465,0,0,7,8,0,0,0,0,0,33932,34019,0,0
173,Temple of the Jade Serpent,Confront the Sha of Doubt as it tries to take hold of the Temple of the Jade Serpent.,Join Group,,,6,33933,0,1,603529,464,0,0,7,8,0,0,0,0,0,33934,34020,0,0
174,Mogu'shan Palace,The three great mogu clans that still hold sway in Pandaria have gathered in strength at the Mogu'shan Palace and must be stopped.,Join Group,,,6,33935,0,1,615499,467,0,0,7,8,0,0,0,0,0,33936,34021,0,0
175,Shado-Pan Monastery,"Confront the Sha of Violence, Anger, and Hatred, as they work to corrupt the ancient order of the Shado-pan to evil purpose.",Join Group,,,6,33937,0,1,645204,466,0,0,7,8,0,0,0,0,0,33938,34022,0,0
176,Bloodmaul Slag Mines,Journey into the dreaded Bloodmaul Slag Mines to liberate the slaves of the ogres within.,Join Group,,,6,33939,0,1,1002599,787,0,0,7,8,0,0,0,0,0,33940,34023,0,0
177,Iron Docks,The naval fleet of the Iron Horde is mustering at the Iron Docks in Gorgrond and must be stopped.,Join Group,,,6,33941,0,1,1003154,821,0,0,7,8,0,0,0,0,0,33942,34024,0,0
178,Auchindoun,A hero is needed to repel the Shadow Council forces from the ancient draenei crypts at Auchindoun before they can turn the power there to evil.,Join Group,,,6,33943,0,1,1002597,820,0,0,7,8,0,0,0,0,0,33944,34025,0,0
179,Skyreach,Assault the Skyreach and the vile arakkoa there who are using the power of the sun against their enemies.,Join Group,,,6,33945,0,1,1002596,779,0,0,7,8,0,0,0,0,0,33946,34026,0,0
186,Bonus Event: Skirmishes,Fight other players in Skirmishes for the duration of this Bonus Event!,Start Quest,,,4,34058,0,3,975743,0,72720,0,91,91,0,0,0,0,0,0,0,0,0
187,Bonus Event: Battlegrounds,Fight other players in Battlegrounds for the duration of this Bonus Event!,Start Quest,,,4,34059,0,3,132269,0,72723,0,91,91,0,0,0,0,0,0,0,0,0
191,Bonus Event: Pet Battles,Engage in Pet Battles for the duration of this Bonus Event!,Start Quest,,,4,34116,0,3,132269,0,72721,0,91,91,122457,0,0,0,0,0,0,0,0
195,Bonus Event: World Quests,Complete World Quests in the Dragon Isles for increased rewards for the duration of this Bonus Event!,Start Quest,Completing this quest will grant you renown with the Dragonflight faction of your choice!,,4,44601,0,3,136349,0,72728,0,91,91,0,0,0,0,0,0,0,0,0
196,Skirmishes,Battle other players in 2v2 and 3v3 Skirmishes!,Join Skirmishes,,,5,34197,0,5,236326,0,0,32,3,5,141997,0,0,0,0,33559,0,2,0
197,Warsong Gulch,Claim Warsong Gulch for the Alliance in this capture-the-flag battleground.,Join the Fight!,,,5,34277,1,4,236350,0,0,2,1,7,0,0,0,0,0,34691,0,1,0
198,Kun-Lai Summit,Survivors of the battle in Jade Forest have made their way to Kun-Lai Summit and are in dire need of your aid.,Start Quest,,,0,34950,0,3,617832,0,38936,0,9,10,0,0,0,0,379,33737,34300,0,0
199,Brewfest,Brewfest has come under attack by the Dark Iron Dwarves!  Take on their leader inside Black Rock Depths.,Find Group,,,4,34325,0,1,133201,287,0,0,6,12,0,0,0,0,0,0,0,0,0
200,Fishing Tournament!,Head to Booty Bay and compete against other players in the Stranglethorn Fishing Tournament!  The contest starts at 2:00 pm.,,,,2,34518,0,0,132931,0,0,0,6,12,0,0,0,0,0,0,0,0,0
201,Professions,Professions like Alchemy and Mining allow you to craft and gather useful items.  Talk to a guard in any capital city to find a trainer!,,,,2,34334,0,0,643416,0,0,0,1,1,0,0,0,0,0,34338,0,4,0
202,Zangarmarsh,Our allies in the Cenarion Expedition require your aid in the swamps of Zangarmarsh.,Start Quest,,,0,34349,0,3,236855,0,39180,0,9,10,0,0,0,0,102,34350,0,0,0
203,Zangarmarsh,Our allies in the Cenarion Expedition require your aid in the swamps of Zangarmarsh.,Start Quest,,,0,34351,0,3,236855,0,39181,0,9,10,0,0,0,0,102,34352,0,0,0
204,Terokkar Forest,Your skills are needed in securing Terokkar Forest from the enemies of the Horde.,Start Quest,,,0,34354,0,3,236847,0,39182,0,9,10,0,0,0,0,108,34355,0,0,0
205,Terokkar Forest,Your skills are needed in securing Terokkar Forest from the enemies of the Alliance.,Start Quest,,,0,34357,0,3,236847,0,39188,0,9,10,0,0,0,0,108,34356,0,0,0
206,Nagrand,The Mag'har of Garadar call for aid. Ride for Nagrand and bring the power of the Horde to their side.,Start Quest,,,0,34358,0,3,236810,0,39196,0,9,10,0,0,0,0,107,34359,0,0,0
207,Nagrand,The King has called for voluteers to negotiate with the Kurenai of Nagrand.,Start Quest,,,0,34369,0,3,236810,0,39197,0,9,10,0,0,0,0,107,34370,0,0,0
208,Secondary Professions,Secondary Professions like Cooking and Fishing are available to all characters.  Talk to a guard in any capital city to find a trainer!,,,,2,34371,0,0,4620671,0,0,0,0,0,0,0,0,0,0,34338,0,3,0
209,Blade's Edge Mountains,"Journey to the Blade's Edge Mountains, stronghold of the ogres and their gronn masters in Outland.",Start Quest,,,0,34372,0,3,236719,0,39198,0,9,10,0,0,0,0,105,34373,0,0,0
210,Blade's Edge Mountains,"Journey to the Blade's Edge Mountains, stronghold of the ogres and their gronn masters in Outland.",Start Quest,,,0,34374,0,3,236719,0,39199,0,9,10,0,0,0,0,105,34375,0,0,0
211,Netherstorm,"Travel to the mana torn landscape of Netherstorm to do battle with demons, minions of Kael'thas, and defiant goblin rockets.",Start Quest,,,0,34377,0,3,236811,0,39201,0,9,10,0,0,0,0,109,34378,0,0,0
212,Netherstorm,"Travel to the mana torn landscape of Netherstorm to do battle with demons, minions of Kael'thas, and defiant goblin rockets.",Start Quest,,,0,34379,0,3,236811,0,39202,0,9,10,0,0,0,0,109,34380,0,0,0
213,Dragonblight,The Alliance is amassing forces in the Dragonblight to stabilize the land and launch an offensive against the Lich King.,Start Quest,,,0,34383,0,3,236743,0,39204,0,9,10,0,0,0,0,115,34384,0,0,0
214,Dragonblight,The Horde is amassing forces in the Dragonblight to stabilize the land and launch an offensive against the Lich King.,Start Quest,,,0,34386,0,3,236743,0,39203,0,9,10,0,0,0,0,115,34385,0,0,0
215,Grizzly Hills,Heroes are needed to aid the Horde in establishing an outpost in the Grizzly Hills.,Start Quest,,,0,34387,0,3,236766,0,39206,0,9,10,0,0,0,0,116,34388,0,0,0
216,Grizzly Hills,Heroes are needed to aid the Alliance in establishing an outpost in the Grizzly Hills.,Start Quest,,,0,34389,0,3,236766,0,39207,0,9,10,0,0,0,0,116,34390,0,0,0
217,Zul'Drak,The Knights of the Ebon Blade and the Argent Crusade need help in battle with the trolls of Zul'Drak and the invading scourge.,Start Quest,,,0,34391,0,3,236856,0,39208,0,9,10,0,0,0,0,121,34392,0,0,0
218,Dalaran,Visit the magical floating city of Dalaran in the skies above Crystalsong Forest.,Start Quest,,,0,34393,0,3,237509,0,39210,0,9,10,0,0,0,0,125,34394,0,0,0
219,Darkmoon Faire,The Darkmoon Faire has arrived!  Look for the portal to Darkmoon Island near Goldshire in Elwynn Forest.,,,,0,34381,0,0,535990,0,0,0,6,12,0,0,515,0,0,0,0,0,0
220,Darkmoon Faire,The Darkmoon Faire has arrived!  Look for the portal to Darkmoon Island near Thunder Bluff in Mulgore.,,,,0,34382,0,0,535990,0,0,0,6,12,0,0,515,0,0,0,0,0,0
221,Sholazar Basin,Journey into the primal jungles of Sholazar Basin.,Start Quest,,,0,34403,0,3,236817,0,39209,0,9,10,0,0,0,0,119,34404,0,0,0
222,Sholazar Basin,Journey into the primal jungles of Sholazar Basin.,Start Quest,,,0,34405,0,3,236817,0,39212,0,9,10,0,0,0,0,119,34406,0,0,0
223,Storm Peaks,Adventure awaits in the ancient titananic mountains of the Storm Peaks.,Start Quest,,,0,34409,0,3,236832,0,12853,0,9,10,0,0,0,0,120,34410,0,0,0
224,Pandaria,The King of Stormwind is preparing a team for an elite mission and requires your presence.,Start Quest,,,0,34411,0,3,652174,0,29547,0,9,10,0,0,0,0,371,34412,33713,0,0
227,Brewfest,The yearly celebration of the fermented fruits of the harvest is happening right now!  Find the beer garden outside Ironforge.,,You can win a variety of fun prizes like pets and seasonal garb!,,4,34480,0,0,133201,0,0,0,6,12,32233,0,0,0,0,0,0,0,0
228,Brewfest,The yearly celebration of the fermented fruits of the harvest is happening right now!  Find the beer garden outside Orgrimmar.,,You can win a variety of fun prizes like pets and seasonal garb!,,4,34481,0,0,133201,0,0,0,6,12,32233,0,0,0,0,0,0,0,0
230,Midsummer Fire Festival,"The sacred bonfires of Midsummer are threatened by Ahune, the Frost Lord!  Join other players and take him down.",Find Group,,,4,34520,0,1,135805,286,0,0,6,12,0,0,0,0,0,0,0,0,0
232,Mythic Dungeon,Run a Warlords of Draenor dungeon in mythic difficulty to test your skill and receive improved rewards!,Join Group,,,6,34621,4,6,1042626,1008,0,0,7,8,0,0,0,0,0,34624,0,0,0
234,Battle Pet Training,Battle Pet Training allows you to capture and level up unique pets!  Speak to Audrey Burnhep in Stormwind to learn this skill.,,,,3,34647,0,0,643856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Battle Pet Training,Battle Pet Training allows you to capture and level up unique pets!  Speak to Varzok in Orgrimmar to learn this skill.,,,,3,34645,0,0,643856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,100 Pets,Collect 100 unique pets to earn Nuts the squirrel!,,,,3,21439,1,0,643856,0,0,0,0,0,71140,0,0,0,0,0,0,0,0
237,Midsummer,Celebrate this holiday by honoring the sacred bonfires of Midsummer!  Speak to the Master Fire Juggler at a capital to learn more.,,,,4,34733,0,0,135813,0,0,0,6,12,23247,0,0,0,0,0,0,0,0
238,The Headless Horseman,The Headless Horseman haunts the graveyards of the Scarlet Monastery during Hallow's End! Group up and hunt him down.,Find Group,,,4,114672,0,1,133661,285,0,0,6,12,0,0,0,0,0,0,0,0,0
243,Rated Battleground,Battle other players inside a Rated Battleground!,Join the Fight!,,,5,104811,0,8,132269,0,0,32,1,3,141997,0,0,0,0,33559,0,4,0
244,Arenas,Battle other players in 2v2 and 3v3 Arenas!,Join the Fight!,,,5,104811,0,5,236326,0,0,32,3,5,141997,0,0,0,0,33559,0,2,0
245,Hallow's End,Visit any inn during Hallow's End to receive special treats!,,,,4,34758,0,0,133661,0,0,0,6,12,0,0,0,0,0,0,0,0,0
247,Harvest Festival,Speak to Wagner Hammerstrike outside Ironforge and find out how you can pay tribute to one of the Alliance's greatest heroes.,,,,4,34945,1,0,235465,0,0,0,6,12,0,0,0,0,0,0,0,0,0
248,Harvest Festival,Speak to Javnir Nashak outside Orgrimmar and find out how you can pay tribute to one of the Horde's greatest heroes.,,,,4,34946,1,0,235465,0,0,0,6,12,0,0,0,0,0,0,0,0,0
249,Day of the Dead,The barriers between the spirit world and Azeroth are at their weakest!  Visit any capital city's graveyard to join the festivities!,,,,4,34942,0,0,307568,0,0,0,6,12,0,0,0,0,0,0,0,0,0
250,WoW Anniversary,The World of Warcraft Anniversary celebration is upon us!  Check your mail for a special gift.,,,,4,34947,0,0,136235,0,0,0,6,12,0,0,0,0,0,0,0,0,0
251,Pilgrim's Bounty,Share in the Pilgrim's Bounty outside any capital city!,,,,4,8566,0,0,133167,0,0,0,6,12,0,0,0,0,0,0,0,0,0
252,Feast of Winter Veil,The most anticipated winter holiday is here!  You can find Greatfather Winter in Ironforge.,,,,4,34940,0,0,236706,0,0,0,6,12,0,0,0,0,0,0,0,0,0
253,Feast of Winter Veil,The most anticipated winter holiday is here!  You can find Great-father Winter in Orgrimmar.,,,,4,34941,0,0,236706,0,0,0,6,12,0,0,0,0,0,0,0,0,0
255,Heroic Dungeons,Run Warlords of Draenor Heroic dungeons to test your skill and receive improved rewards!,Join Group,,,6,34794,4,1,1042626,789,0,0,7,8,0,0,0,0,0,0,0,0,0
261,Bonus Event: Timewalking,Timewalk through Burning Crusade dungeons for the duration of this Bonus Event!,Join Group,,,4,35506,0,1,250117,744,0,0,91,91,0,0,0,0,0,0,0,0,0
262,Bonus Event: Timewalking,Timewalk through Wrath of the Lich King dungeons for the duration of this Bonus Event!,Join Group,,,4,35507,0,1,341221,995,0,0,91,91,0,0,0,0,0,0,0,0,0
265,Bonus Event: Timewalking,Timewalk through Cataclysm dungeons for the duration of this Bonus Event!,Join Group,,,4,38048,0,1,574788,1146,0,0,91,91,0,0,0,0,0,0,0,0,0
266,Broken Isles Scouting Map,You can return to the Scouting Map in your Class Hall to choose assault point quests into different zones.,,,,0,42998,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Broken Isles Scouting Map,You can return to the Scouting Map in your Class Hall to choose assault point quests into different zones.,,,,0,43001,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Broken Isles Scouting Map,You can return to the Scouting Map in your Class Hall to choose assault point quests into different zones.,,,,0,42999,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Broken Isles Scouting Map,You can return to the Scouting Map in your Class Hall to choose assault point quests into different zones.,,,,0,43000,0,0,136349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Random Dungeon,Run a random Legion dungeon to upgrade your character's gear!,Join Group,,,6,43173,0,1,1450455,1045,0,0,7,8,0,0,0,0,0,0,0,0,0
272,Heroic Dungeon,Run Legion Heroic dungeons to test your skill and receive improved rewards!,Join Group,,,6,43003,0,1,1450455,1046,0,0,7,8,0,0,0,0,0,0,0,0,0
273,Mythic Dungeon,Run a Legion dungeon in Mythic difficulty to test your skill and receive improved rewards!,Find Group,,,6,43175,0,6,136150,0,0,0,7,8,0,0,0,0,0,0,0,0,0
274,Mythic Keystones,Use a Mythic Keystone at the entrance to a Mythic Dungeon for even greater challenges and rewards!,Find Group,,,6,43179,0,6,525134,0,0,0,7,8,0,0,0,0,0,0,0,0,0
278,Additional Artifacts,Return to your Class Hall and switch to a different specialization to begin the quest for that specialization's artifact.,,,,0,43052,0,0,1112940,0,0,0,3,3,0,0,0,0,0,0,0,0,0
308,Bonus Event: Timewalking,Timewalk through Mists of Pandaria dungeons for the duration of this Bonus Event!,Join Group,,,4,47730,0,1,630786,1453,0,0,91,91,0,0,0,0,0,0,0,0,0
310,Raid Finder: Wailing Halls,Descend into the Tomb of Sargeras to do battle with the dark force who leads the very Burning Legion.,Join Raid,,,6,48513,2,2,1536895,1495,0,0,8,10,0,0,0,0,0,0,0,0,0
311,The Broken Shore,Gather the armies of Legionfall and gain a foothold against the Legion on the Broken Shore.,Start Quest,,,0,48522,0,3,1408999,0,46730,0,5,5,0,0,0,0,646,0,0,0,0
312,Raid Finder: The Gates of Hell,"After weeks of hard-fought battle, Azeroth's heroes at last enter the dark Tomb, but the Legion has been preparing as well...",Join Raid,,,6,49180,2,2,1536895,1494,0,0,8,10,0,0,0,0,0,0,0,0,0
314,Tomb of Sargeras,Descend into the Tomb of Sargeras to do battle with the dark force who leads the very Burning Legion.,Find Group,,,6,49182,2,6,1536895,1525,0,0,8,10,0,0,0,0,0,0,0,0,0
316,Raid Finder: Chamber of the Avatar,"Aegwynn sealed away the defeated Avatar of Sargeras deep beneath the Tomb, but that fearsome husk now begins to stir....",Join Raid,,,6,49373,2,2,1536895,1496,0,0,8,10,0,0,0,0,0,0,0,0,0
317,Raid Finder: Deceiver's Fall,"In the depths of the Tomb of Sargeras, Kil'jaeden appears cornered at last. Or are we just playing into the Deceiver's hands?",Join Raid,,,6,49374,2,2,1536895,1497,0,0,8,10,0,0,0,0,0,0,0,0,0
321,Brawl: Arathi Blizzard,Arathi Basin has been snowed in and covered with a thick fog of war.,Start Quest,,,5,50364,0,3,1669485,0,47148,847,6,12,0,0,1602,110,0,0,0,0,0
322,Brawl: Warsong Scramble,Warsong Gulch goes crazy with three flags in play at once complete with scattered unique power-ups.,Start Quest,,,5,50413,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
323,Brawl: Hotmogu,Kotmogu heats up with movement speed and the ability to pass the Orb to allies.,Start Quest,,,5,50415,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
324,Brawl: Gravity Lapse,Gravity getting you down? Step into the Eye of the Storm and be prepared for a whole new en-lighten-ing experience.,Start Quest,,,5,50416,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
325,Brawl: Deepwind Dunk,Race to claim balls from the maps center and score points on your enemies' basket.,Start Quest,,,5,50417,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
326,Brawl: Eye of the Horn,No mount? No problem. Grab a goat and head into mounted combat.,Start Quest,,,5,50418,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
327,Brawl: Packed House,Up to 30 players clash in this packed Arena match.,Start Quest,,,5,50419,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
328,Brawl: Southshore vs Tarren Mill,Harken back to the early days in an epic tug-of-war battle.,Start Quest,,,5,50420,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
329,Brawl: Shado-Pan Showdown,Your 5-man arena team gets a sixth addition in the form of a boss. Defeat the enemies first to win!,Start Quest,,,5,50421,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
331,Moonkin Festival,A wonderful celebration of all things Moonkin is happening today in Moonglade. Stop by and see what you can learn!,,,,4,50766,0,0,467894,0,0,0,11,12,0,0,0,0,0,0,0,0,0
332,Trial of Style,Dust off those pauldrons and compete in a fashion competition of Azerothian proportions! Speak to a transmogrifier NPC in any major city to participate in the Trial of Style!,,,,4,50767,0,0,133100,0,0,0,11,12,0,0,0,0,0,0,0,0,0
333,The Great Gnomeregan Run,"Join the Gnomes as they celebrate their unrelenting moxie! Race across the Eastern Kingdoms, from Gnomeregan down to Booty Bay!",,,,4,50773,0,0,236445,0,0,0,11,12,0,0,0,0,0,0,0,0,0
334,Auction House Dance Party,The main auction houses in Orgrimmar and Stormwind have been cleaned out and turned into Dance Parties for the day! Crowd on in and show some faction pride!,,,,4,50775,0,0,133886,0,0,0,11,12,0,0,0,0,0,0,0,0,0
335,Kirin Tor Tavern Crawl,"The mages of Azeroth like to relax, too. Hop into a portal at your local watering hole and join the Tavern Crawl!",,,,4,50787,0,0,132791,0,0,0,11,12,0,0,0,0,0,0,0,0,0
336,Call of the Scarab,"On this date, the Scarab Gong was rung, opening the gates of Ahn'Qiraj. Represent your faction by gathering supplies or by slaying Twilight and Qiraji forces. The winning faction gets to fly their banner next to the Scarab Gong for the rest of the year!",,,,4,47095,0,0,133570,0,0,0,11,12,0,0,0,0,0,0,0,0,0
337,Glowcap Festival,"Today, the sporelings of Sporeggar in Zangarmarsh hold their annual mushroom festival. Help them keep the great Fshoo alive as long as possible!",,,,4,47650,0,0,134523,0,0,0,11,12,0,0,0,0,0,0,0,0,0
338,Hatching of the Hippogryphs,Today is the day that the Frayfeather hippogryphs hatch.  Head to Frayfeather Highlands in Feralas to witness the spectacle firsthand!,,,,4,50788,0,0,656241,0,0,0,11,12,0,0,0,0,0,0,0,0,0
339,March of the Tadpoles,"Today, the baby Winterfin murlocs of Borean Tundra complete their trip across the Westrift.",,,,4,50790,0,0,656556,0,0,0,11,12,0,0,0,0,0,0,0,0,0
340,Spring Balloon Festival,"The skies are clear, the wind is calm... it's a great day for hot air ballooning. Hop into a hot air balloon, enjoy the scenery, and make some new friends!",,,,4,47821,0,0,647627,0,0,0,11,12,0,0,0,0,0,0,0,0,0
341,Thousand Boat Bash,The citizens of Azeroth need a break. Let's go boating in Thousand Needles!,,,,4,47348,0,0,189874,0,0,0,11,12,0,0,0,0,0,0,0,0,0
342,Un'Goro Madness,The dinosaurs in Un'goro are getting restless. Time to go pay them a visit!,,,,4,50793,0,0,236192,0,0,0,11,12,0,0,0,0,0,0,0,0,0
343,Volunteer Guard Day,"Today, the denizens of Azeroth and Draenor take some time to celebrate the hard work that their guards perform. /salute a guard to show you care!",,,,4,50795,0,0,132360,0,0,0,11,12,0,0,0,0,0,0,0,0,0
348,Brawl: Deep Six,Group size shrinks down to an intimate 6v6 in selected battlegrounds,Start Quest,,,5,51072,0,3,1669485,0,47148,0,6,12,0,0,1602,110,0,0,0,0,0
349,Raid Finder: Seat of the Pantheon,Lead the Army of the Light into battle against the Burning Legion in their hallowed capital to destroy them once and for all!,Join Raid,,,6,52877,2,2,1711341,1613,0,0,8,10,0,0,0,0,0,0,0,0,0
350,"Antorus, the Burning Throne",Lead the Army of the Light into battle against the Burning Legion in their hallowed capital to destroy them once and for all!,Find Group,,,6,52348,2,6,1711341,1640,0,0,8,10,0,0,0,0,0,0,0,0,0
351,Seat of the Triumvirate,"Join Alleria Windrunner in the ancient eredar seat of power where Prophet Velen, Archimonde, and Kil'jaeden once ruled to dispel the looming void threat.",Find Group,,,6,52349,0,6,1711340,0,0,0,7,8,0,0,0,0,0,0,0,0,0
352,Seat of the Triumvirate,"Join Alleria Windrunner in the ancient eredar seat of power where Prophet Velen, Archimonde, and Kil'jaeden once ruled to dispel the looming void threat.",Join Group,,,6,53302,0,1,1711340,1535,0,0,7,8,0,0,0,0,0,0,0,0,0
353,Argus: The Hand of Fate,Answer Prophet Velen's call to take the war against the Legion to Argus.,Start Quest,,,7,52392,0,3,1708496,0,47835,0,19,20,0,0,0,0,0,0,0,0,0
354,Argus: The Hand of Fate,Answer Prophet Velen's call to take the war against the Legion to Argus.,Start Quest,,,7,52146,0,3,1708496,0,47221,0,19,20,0,0,0,0,0,0,0,0,0
355,Argus: The Speaker Calls,Magni has uncovered information that may help the war effort and requires your assistance.,Start Quest,,,7,52147,0,3,1708496,0,47889,0,19,20,0,0,0,0,0,0,0,0,0
356,Argus: We Have a Problem,Prophet Velen and members of the Army of the Light are behind enemy lines. High Exarch Turalyon needs your help to save them.,Start Quest,,,7,52148,0,3,1708496,0,48344,0,19,20,0,0,0,0,0,0,0,0,0
357,Argus: The Speaker Listens,Magni has uncovered new information and has called you to speak with him once more.,Start Quest,,,7,52149,0,3,1708496,0,48273,0,19,20,0,0,0,0,0,0,0,0,0
358,Argus: The Speaker Seeks,Preparations have been made to begin the assault on Antorus. Meet with Magni before leading the charge.,Start Quest,,,7,52150,0,3,1708496,0,48277,0,19,20,0,0,0,0,0,0,0,0,0
360,Raid Finder: Forbidden Descent,Lead the Army of the Light into battle against the Burning Legion in their hallowed capital to destroy them once and for all!,Join Raid,,,6,52874,2,2,1711341,1611,0,0,8,10,0,0,0,0,0,0,0,0,0
361,Raid Finder: Hope's End,Lead the Army of the Light into battle against the Burning Legion in their hallowed capital to destroy them once and for all!,Join Raid,,,6,52875,2,2,1711341,1612,0,0,8,10,0,0,0,0,0,0,0,0,0
362,Raid Finder: Light's Breach,Lead the Army of the Light into battle against the Burning Legion in their hallowed capital to destroy them once and for all!,Join Raid,,,6,52876,2,2,1711341,1610,0,0,8,10,0,0,0,0,0,0,0,0,0
363,Black Temple Timewalking,Return to the classic Outland raid to defeat Illidan Stormrage.,Find Group,,,6,52878,0,6,236415,1533,0,0,91,91,0,0,0,0,0,0,0,0,0
365,Bonus Event: Dungeons,Complete Dragonflight Mythic dungeons for the duration of this bonus event!,Start Quest,,,4,53785,0,3,132269,0,72722,0,91,91,209037,0,0,0,0,0,0,0,0
366,Bonus Event: Timewalking,Timewalk through Wrath of the Lich King dungeons for the duration of this Bonus Event!,Start Quest,,,4,53786,0,3,341221,0,72726,0,91,91,209036,0,0,0,0,0,0,0,0
