ID,Attributes[0],Attributes[1],Attributes[2],Attributes[3],Attributes[4],Attributes[5],Attributes[6],Attributes[7],Attributes[8],Attributes[9],Attributes[10],Attributes[11],Attributes[12],Attributes[13],Attributes[14],Attributes[15],Attributes[16],DifficultyID,CastingTimeIndex,DurationIndex,PvPDurationIndex,RangeIndex,SchoolMask,Speed,LaunchDelay,MinDuration,SpellIconFileDataID,ActiveIconFileDataID,ContentTuningID,ShowFutureSpellPlayerConditionID,SpellVisualScript,ActiveSpellVisualScript,SpellID
318693,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132110,0,0,0,0,0,5788
318695,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132150,0,0,0,0,0,5069
318696,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135807,0,0,0,0,0,4839
318698,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,135463,0,0,0,0,0,6103
318699,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,135463,0,0,0,0,0,6104
318700,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,27,0,1,1,0,0,0,135860,0,0,0,0,0,5648
318702,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,2,1,0,0,0,132091,0,0,0,0,0,6283
318704,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136036,0,0,0,0,0,6973
318705,134217728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,36,0,12,1,0,0,0,136235,0,0,0,0,0,6974
318706,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,135879,0,0,0,0,0,6448
318707,201326592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,9,0,2,8,0,0,0,136016,0,0,0,0,0,6727
318708,1073807360,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,1,0,4,8,0,0,0,136018,0,0,0,0,0,6728
318709,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,39,0,12,1,0,0,0,132939,0,0,0,0,0,6730
318711,65584,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8192,0,0,33,0,0,1,1,0,0,0,136192,0,0,0,0,0,6471
318712,268501008,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,7,1,0,0,0,132165,0,0,0,0,0,6991
318713,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136231,0,0,0,0,0,6000
318714,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,28,0,1,1,0,0,0,135860,0,0,0,0,0,5649
318715,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,5,1,0,0,0,135864,0,0,0,0,0,6497
318716,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136123,0,0,0,0,0,6498
318717,671088640,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,8192,0,0,1,4,0,1,16,0,0,0,135843,0,0,0,0,0,7239
318718,262144,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,12,2,0,0,0,135980,0,0,0,0,0,7001
318719,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,8,0,1,1,0,0,0,132275,0,0,0,0,0,7020
318723,536936704,268453004,0,0,134217728,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,28,0,4,64,0,0,0,136096,0,0,0,0,0,8417
318724,536936704,268453004,0,0,134217728,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,28,0,4,64,0,0,0,136096,0,0,0,0,0,8416
318725,327696,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132276,136116,0,0,0,0,5487
318727,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,4,4,0,0,0,135826,0,0,0,0,0,6305
318736,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,134537,0,0,0,0,0,5638
318737,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,134537,0,0,0,0,0,5639
318741,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,134537,0,0,0,0,0,5640
318743,65536,131072,524288,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,42,0,4,8,0,0,0,136078,0,0,0,0,0,5234
318748,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5553
318750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,15,8,0,4,16,0,0,0,135852,0,0,0,0,0,5276
318751,65552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,8,0,1,1,0,0,0,136205,0,0,0,0,0,5277
318755,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136231,0,0,0,0,0,5998
318758,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,134537,0,0,0,0,0,5641
318759,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132354,0,0,0,0,0,5237
318762,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,12,1,0,0,0,136235,0,0,0,0,0,6250
318764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,15,0,0,2,32,20,0,0,136168,0,0,0,0,0,6199
318766,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135879,0,0,0,0,0,6445
318767,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5745
318768,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5746
318769,327680,32768,2097152,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,31,0,1,2,0,0,0,135954,0,0,0,0,0,5573
318771,263184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,18,0,2,32,0,0,0,136020,0,0,0,0,0,5271
318776,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136063,0,0,0,0,0,4848
318778,1073807360,0,0,0,0,32,0,0,0,0,0,0,0,128,0,8192,0,0,16,1,0,3,32,0,0,0,136183,0,0,0,0,0,5782
318779,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5547
318781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,1,0,1,1,0,0,0,135996,0,0,0,0,0,5024
318789,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,4,9,0,2,1,0,0,0,132278,0,0,0,0,0,5781
318795,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5545
318797,262160,0,0,0,0,0,0,0,4096,0,0,0,0,128,0,8192,0,0,1,9,0,1,1,0,0,0,132121,0,0,0,0,0,9747
318799,262608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132184,0,0,0,0,0,7000
318800,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136006,0,0,0,0,0,5815
318801,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136006,0,0,0,0,0,5816
318804,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135464,0,0,0,0,0,6098
318805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,32,0,1,1,0,0,0,136047,0,0,0,0,0,5426
318806,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132316,0,0,0,0,0,5427
318807,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132316,0,0,0,0,0,5428
318809,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5350
318810,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136077,0,0,0,0,0,5826
318811,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135427,0,0,0,0,0,5958
318815,327696,134218240,0,1024,0,0,0,0,4608,0,0,0,0,128,0,8192,0,0,1,29,0,2,1,0,0,0,132155,0,0,0,0,0,6546
318816,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,35,0,1,1,0,0,0,135914,0,0,0,0,0,6819
318817,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136006,0,0,0,0,0,6820
318818,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136006,0,0,0,0,0,6821
318819,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136006,0,0,0,0,0,6822
318820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,5,0,1,1,0,0,0,132794,0,0,0,0,0,6114
318821,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,3,0,13,1,0,0,0,136235,0,0,0,0,0,6115
318825,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132316,0,0,0,0,0,5380
318827,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136101,0,0,0,0,0,5029
318828,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136101,0,0,0,0,0,5030
318830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,39,0,12,1,0,0,0,132154,0,0,0,0,0,5951
318831,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136085,0,0,0,0,0,5822
318832,1073807360,136,0,0,0,0,0,0,0,0,0,0,0,128,0,8192,0,0,1,31,0,1,16,0,0,0,135848,0,0,0,0,0,6131
318835,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5755
318836,65536,98304,524288,0,0,0,8388608,0,0,0,0,0,0,128,0,8192,0,0,1,64,0,4,8,0,0,0,136033,0,0,0,0,0,9749
318837,65536,0,524288,128,1048576,0,0,0,16777728,0,0,0,0,0,0,8192,16,0,5,86,0,5,8,0,0,0,136085,0,0,0,0,0,9750
318838,262160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136047,0,0,0,0,0,6408
318839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,4,26,0,1,1,0,0,0,136222,0,0,0,0,0,7132
318840,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132316,0,0,0,0,0,5381
318842,536936704,268453004,0,0,134217728,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,28,0,4,64,0,0,0,136096,0,0,0,0,0,5145
318848,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136101,0,0,0,0,0,5034
318849,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136101,0,0,0,0,0,5035
318850,268501008,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132288,0,0,0,0,0,5264
318851,268501008,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,21,0,1,1,0,0,0,132288,0,0,0,0,0,5265
318852,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5756
318854,65536,139264,0,0,0,0,0,32,0,0,0,0,0,0,0,8192,0,0,1,5,0,1,8,0,0,0,136082,0,0,0,0,0,6495
318860,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132316,0,0,0,0,0,5378
318861,256,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136160,0,0,0,0,0,4934
318862,262400,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136112,0,0,0,0,0,5048
318863,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135824,0,0,0,0,0,5929
318866,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132316,0,0,0,0,0,6037
318867,65536,0,524288,128,1048576,0,0,0,16777216,0,0,0,0,0,0,8192,16,0,1,8,0,5,2,0,0,0,135953,0,0,0,0,0,6078
318869,327696,136,0,0,0,0,0,0,0,0,0,0,0,128,0,8192,0,0,1,31,0,7,1,0,0,0,132154,0,0,0,0,0,5246
318872,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136235,0,0,0,0,0,14544
318873,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5351
318874,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5352
318876,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132223,0,0,0,0,0,5451
318877,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132223,0,0,0,0,0,5452
318879,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132320,0,0,0,0,0,6155
318880,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132320,0,0,0,0,0,6156
318882,268435472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132150,0,0,0,0,0,5172
318883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,1,2,0,0,0,135915,0,0,0,0,0,5174
318884,134217984,336209024,67649548,8782080,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,13,64,0,0,0,135918,135918,0,0,0,0,28469
318885,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135427,0,0,0,0,0,5953
318887,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135427,0,0,0,0,0,5956
318888,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135427,0,0,0,0,0,5957
318889,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132091,0,0,0,0,0,5239
318890,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,135815,0,0,0,0,0,5334
318891,256,268435456,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136235,0,0,0,0,0,25905
318893,0,268468224,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,407,0,1,1,0,0,0,135894,0,0,0,0,0,5579
318895,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,11,1,0,0,0,136222,0,0,0,0,0,4771
318897,8388608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,23,0,1,1,0,0,0,136235,0,0,0,0,0,6122
318898,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136063,0,0,0,0,0,5821
318899,65568,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8192,0,0,14,0,0,1,1,0,0,0,136066,0,0,0,0,0,5763
318902,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135427,0,0,0,0,0,5954
318903,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132153,0,0,0,0,0,4775
318904,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132153,0,0,0,0,0,4776
318905,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135427,0,0,0,0,0,5955
318906,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136063,0,0,0,0,0,5824
318912,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,11,1,0,0,0,136222,0,0,0,0,0,4772
318915,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132276,0,0,0,0,0,5061
318917,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136006,0,0,0,0,0,5817
318918,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5546
318922,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5977
318923,0,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136147,0,0,0,0,0,5978
318925,262400,0,0,0,32768,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136112,0,0,0,0,0,5049
318927,262144,524288,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,5,0,0,5,2,10,0,0,135999,0,0,0,0,0,4961
318928,65552,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,132288,0,0,0,0,0,5170
318933,65536,0,0,0,0,0,33554432,0,0,0,0,0,0,0,0,8192,0,0,19,0,0,4,8,20,0,0,136048,0,0,0,0,0,6041
318937,671088640,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,8192,0,0,1,4,0,1,16,0,0,0,135843,0,0,0,0,0,7237
318940,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,18,0,3,1,0,0,0,132163,0,0,0,0,0,6238
318941,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132223,0,0,0,0,0,5453
318943,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135824,0,0,0,0,0,5928
318944,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5548
318945,327696,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,32,0,6,1,0,0,0,132147,0,0,0,0,0,5934
318946,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132110,0,0,0,0,0,5807
318948,142606464,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,7,1,0,0,0,136168,0,0,0,0,0,6245
318949,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,12,1,0,0,0,136235,0,0,0,0,0,6246
318950,327696,0,0,0,0,0,0,0,4096,0,0,0,0,128,0,8192,0,0,1,22,0,1,1,0,0,0,132366,0,0,0,0,0,6190
318953,150994960,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,13,1,0,0,0,136006,0,0,0,0,0,5581
318954,671088640,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,8192,0,0,1,4,0,1,16,0,0,0,135843,0,0,0,0,0,7238
318955,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5550
318956,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136063,0,0,0,0,0,5568
318957,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135427,0,0,0,0,0,5952
318961,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5551
318962,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,12,1,0,0,0,136235,0,0,0,0,0,6247
318963,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,6,0,0,12,1,0,0,0,136235,0,0,0,0,0,6249
318964,256,0,4,268435456,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136006,0,0,0,0,0,25904
318968,65536,268435520,4325376,0,0,0,0,0,0,0,4,0,0,1,0,8192,0,0,1,31,0,4,16,0,0,0,135857,0,0,0,0,0,6141
318969,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132316,0,0,0,0,0,5466
318970,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132316,0,0,0,0,0,5467
318971,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132316,0,0,0,0,0,5468
318973,65536,268566528,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,14,0,0,1,32,0,0,0,135230,0,0,0,0,0,6201
318974,65536,0,524288,128,536870912,0,8388608,0,512,0,0,0,0,128,0,8192,0,0,1,29,0,4,8,0,0,0,136045,0,0,0,0,0,5570
318977,8388608,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,13,1,0,0,0,136133,0,0,0,0,0,5255
318978,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,18,0,1,1,0,0,0,136104,0,0,0,0,0,5256
318979,327696,0,0,256,0,0,0,0,4096,0,0,0,0,0,0,8192,0,0,1,25,0,1,1,0,0,0,132333,0,0,0,0,0,6192
318981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,134298,0,0,0,0,0,6195
318982,98304,139268,4,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,3,0,13,64,0,0,0,132172,132327,0,0,0,0,6197
318984,256,268435592,4,268435456,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,467,0,1,16,0,0,0,135852,0,0,0,0,0,28535
318985,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132321,0,0,0,0,0,5585
318988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,6119
318992,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5527
318995,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,132223,0,0,0,0,0,5595
318998,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5979
319000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,32,0,0,0,132277,0,0,0,0,0,6239
319001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,37,0,2,8,0,0,0,136116,0,0,0,0,0,6240
319002,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,136235,0,0,0,0,0,6243
319003,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136175,0,0,0,0,0,6070
319004,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,27,0,1,1,0,0,0,132368,0,0,0,0,0,6266
319006,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,135879,0,0,0,0,0,6444
319007,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5549
319011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,9,0,5,8,0,0,0,136071,0,0,0,0,0,5254
319012,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132276,0,0,0,0,0,5060
319014,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132325,0,0,0,0,0,5552
319015,327680,0,2621440,0,0,0,0,0,4096,0,0,0,0,0,0,8192,0,0,1,9,0,5,2,0,0,0,135940,0,0,0,0,0,6065
319016,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5753
319017,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132382,0,0,0,0,0,5754
319018,-2147418112,268435656,4194304,0,0,0,1024,0,0,0,0,0,0,0,0,8192,0,0,1,31,0,4,4,0,0,0,136186,0,0,0,0,0,5740
319022,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,132110,0,0,0,0,0,5941
319023,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136087,0,0,0,0,0,6173
319026,262400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,6,1,0,0,0,136135,0,0,0,0,0,5738
319027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,1,1,0,0,0,135230,0,0,0,0,0,5720
319028,262352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,1,21,0,1,1,0,0,0,136130,0,0,0,0,0,5892
319033,327680,268435968,256,0,0,0,1024,0,0,0,0,0,0,0,0,8192,0,0,1,0,0,2,2,0,0,0,626003,0,0,0,0,0,5569
319034,65568,0,0,0,0,0,0,0,0,0,0,0,0,32,0,8192,0,0,37,0,0,1,1,0,0,0,136235,0,0,0,0,0,6688
