ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
5241,Frost Buffet,"Syth Frost Elemental inflicts Frost damage to all players within $38142A1 yards, increasing their Frost damage taken by $38142s2 for $38142d. Frost Buffet stacks up to 20 times.",541,12,5239,0,0,2,0,0,0,135844,3,128,14
5242,Syth Arcane Elemental,,541,13,5235,5243,5245,1,8714,0,0,0,0,0,-1
5243,Arcane Buffet,"Syth Arcane Elemental inflicts Arcane damage to a player, increasing their Arcane damage taken by $33527s2 for $33527d. Arcane Buffet stacks up to 5 times.",541,14,5242,0,5244,2,0,0,0,135731,3,128,1
5244,Arcane Buffet,"Syth Arcane Elemental inflicts Arcane damage to all players within $38138A1 yards, increasing their Arcane damage taken by $38138s2 for $38138d. Arcane Buffet stacks up to 20 times.",541,15,5242,0,0,2,0,0,0,135731,3,128,14
5245,Syth Shadow Elemental,,541,16,5235,5246,0,1,1130,0,0,0,0,0,-1
5246,Shadow Buffet,"Syth Shadow Elemental inflicts Shadow damage to a player, increasing their Shadow damage taken by $33529s2 for $33529d. Shadow Buffet stacks up to 5 times.",541,17,5245,0,5247,2,0,0,0,136121,3,128,1
5247,Shadow Buffet,"Syth Shadow Elemental inflicts Shadow damage to all players within $38143A1 yards, increasing their Shadow damage taken by $38143s2 for $38143d. Shadow Buffet stacks up to 20 times.",541,18,5245,0,0,2,0,0,0,136121,3,128,14
5248,Paralyzing Screech,"Anzu screeches, stunning all players within $40184A1 yards for $40184d.",542,1,0,0,5249,2,0,0,0,136122,2,0,2
5249,Flesh Rip,"Anzu claws at a player, inflicting Physical damage every $40199t1 seconds for $40199d.",542,2,0,0,5250,2,0,0,0,132152,2,0,2
5250,Dive,"Anzu charges a distant player, inflicting Physical damage and knocking them back.",542,3,0,0,5251,2,0,0,0,132182,2,0,2
5251,Spell Bomb,"Anzu curses a target, inflicting Shadow damage and draining their mana each time they cast a spell for $40303d.",542,4,0,0,5252,2,0,0,0,134711,2,256,2
5252,Cyclone of Feathers,"Anzu cyclones a player, preventing all actions but making them invulnerable for $40321d.",542,5,0,0,5253,2,0,0,0,136018,2,0,2
5253,Brood of Anzu,"When Anzu reaches 75% and 35% remaining health, he banishes himself for 1 minute, making him immune to all damage and unable to move. While banished, Anzu will continue to use abilities and will summon the Brood of Anzu to defend him. 

Defeating all Brood of Anzu will cause Anzu to cancel the banish effect early.",542,6,0,5254,6661,2,0,0,0,132926,3,0,2
5254,Brood of Anzu,,542,7,5253,5255,0,1,20013,0,0,0,3,0,2
5255,Screech,"The Brood of Anzu screeches, reducing attack power of all enemies withing $31273A1 yards for $31273d.",542,8,5254,0,0,2,0,0,0,136122,2,0,2
5256,Arcane Explosion,"When Talon King Ikiss reaches 80%, 50%, and 25% remaining health, he blinks to a player's location and begins to cast Arcane Explosion. Arcane Explosion inflicts $38197s1 Arcane damage to all players withing $38197A1 yards that are in Talon King Ikiss' line of sight.",543,1,0,0,5257,2,0,0,0,136116,0,16,-1
5257,Arcane Volley,"Talon King Ikiss hurls a volley of Arcane bolts at all players within $35059A1 yards, inflicting Arcane damage.",543,2,0,0,5258,2,0,0,0,135753,0,0,-1
5258,Polymorph,"Talon King Ikiss transforms a player into a sheep, forcing them to wander around for up to $38245d. While wandering, the sheep cannot attack or cast spells. Any damage will transform the player back into its normal form.",543,3,0,0,5259,2,0,0,0,136071,0,128,-1
5259,Mana Shield,"Talon King Ikiss shields himself, absorbing $38151s1 damage.",543,4,0,0,5260,2,0,0,0,136153,0,128,-1
5260,Slow,"Talon King Ikiss slows all players within $35032A1 yards, reducing their attack and movement speed for $35032d.",543,5,0,0,0,2,0,0,0,136091,2,128,14
5261,Fear,"Ambassador Hellmaw instills fear in all players within $33547A1 yards, causing them to flee for $33547d.",544,1,0,0,5262,2,0,0,0,136183,0,128,-1
5262,Corrosive Acid,"Ambassador Hellmaw sprays corrosive acid on all players in front of him, inflicting Nature damage every $33551t1 seconds and reducing their armor by $33551s2 for $33551d.",544,2,0,0,0,2,0,0,0,136007,0,0,-1
5263,Incite Chaos,"Blackheart the Inciter incites chaos in the minds of all players, causing them to randomly attack each other for 30 seconds.",545,1,0,0,5264,2,0,0,0,136165,0,32,-1
5264,War Stomp,"Blackheart the Inciter stomps, inflicting Physical damage to all players within $33707A1 yards, knocking them back.",545,2,0,0,5265,2,0,0,0,132091,0,0,-1
5265,Charge,"Blackheart the Inciter charges a player, inflicting Physical damage and stunning them for $33709d.",545,3,0,0,0,2,0,0,0,132337,0,0,-1
5266,Shadow Bolt Volley,"Grandmaster Vorpil hurls missiles of dark magic, inflicting Shadow damage to all players within $33841A1 yards.",546,1,0,0,5267,2,0,0,0,136197,0,0,-1
5267,Draw Shadows,"Grandmaster Vorpil teleports to his platform and summons all players to him. After summoning all players, Grandmaster Vorpil calls down a Rain of Fire, burning all players on the platform for Fire damage every second for $33617d.",546,2,0,0,5268,2,0,0,0,136221,0,16,-1
5268,Banish,"Grandmaster Vorpil banishes a player, preventing all action but making them invulnerable for $38791d.",546,3,0,0,5269,2,0,0,0,136135,2,128,14
5269,Void Traveler,When Grandmaster Vorpil enters combat he summons 5 Void Rifts which summon Void Travelers throughout the fight.,546,4,0,5270,0,1,17081,0,0,0,1,0,-1
5270,Shadow Nova,"When a Void Traveler reaches Grandmaster Vorpil, it explodes inflicting Shadow damage to all players within $33846A1 yards.",546,5,5269,0,5271,2,0,0,0,136201,0,32,-1
5271,Empowering Shadows,"When a Void Traveler explodes from Shadow Nova, it heals Grandmaster Vorpil and increases his Shadow damage done for $33783d.",546,6,5269,0,0,2,0,0,0,136221,0,0,-1
5272,Sonic Boom,"Murmur releases a massive burst of sonic energy that blasts players within $33666A1 yards with Nature damage, then inflicts additional Nature damage every $33666t2 seconds for $33666d.  While affected by Sonic Boom, movement speed is reduced by $33666s3%.",547,1,0,0,5273,2,0,0,0,136010,0,0,-1
5273,Magnetic Pull,Murmur pulls all players towards him.,547,2,0,0,5274,2,0,0,0,136039,2,0,1
5274,Murmur's Touch,"Murmur touches a player, causing the air around them to pulse with sonic energy for $33711d. When Murmur's Touch fades, a shockwave of energy inflicts $33686s2 Nature damage and silences all players within $33686A1 yards of the player that was touched for $33686d.",547,3,0,0,5275,2,0,0,0,136114,2,0,1
5275,Murmur's Touch,"Murmur touches a player, causing the air around them to pulse with sonic energy for $38794d, pulling all other players towards them. When Murmur's Touch fades, a shockwave of energy inflicts $33686s2 Nature damage and silences all players within $33686A1 yards of the player that was touched for $33686d.",547,4,0,0,5276,2,0,0,0,136114,2,0,14
5276,Sonic Shock,"Murmur shocks a player, inflicting $38797s1 Arcane damage to his current target.",547,5,0,0,5277,2,0,0,0,135730,2,0,14
5277,Thundering Storm,"Murmur throws sonic bolts at any player further than 25 yards from him, inflicting $39365s1 Nature damage.",547,6,0,0,5278,2,0,0,0,135728,2,0,14
5278,Resonance,"When there are no players within melee range of Murmur, he inflicts $33657s1 Nature damage to all players and increases their Nature damage taken by $33657s2 for $33657d.",547,7,0,0,0,2,0,0,0,136075,0,0,-1
5279,Void Zone,Zereketh the Unbound summons a Void Zone that inflicts Shadow damage to all players that stand within it.,548,1,0,0,5280,2,0,0,0,136160,0,0,-1
5280,Seed of Corruption,"Zereketh the Unbound imbeds a demon seed in a player, causing $36123o1 Shadow damage over $36123d.  When the player takes $36123s2 total damage, the seed will detonate, inflicting Shadow damage to all players within $32865a1 yards of them.",548,2,0,0,5281,2,0,0,0,136193,0,128,-1
5281,Shadow Nova,"Zereketh the Unbound inflicts $36127s1 Shadow damage to all players within $36127A1 yards, knocking them back.",548,3,0,0,5282,2,0,0,0,136201,2,0,1
5282,Shadow Nova,"Zereketh the Unbound inflicts $39005s1 Shadow damage to all players within $39005A1 yards, knocking them back.",548,4,0,0,0,2,0,0,0,136201,2,0,14
5283,Whirlwind,"Dalliah the Doomsayer attacks all players within $36175A1 yards in a whirlwind of steel that lasts $36142d, inflicting Physical damage.",549,1,0,0,5284,2,0,0,0,132369,0,0,-1
5284,Gift of the Doomsayer,"Dalliah the Doomsayer curses a player for $36173d, giving them a $36173h% chance to heal Dalliah the Doomsayer when they are healed.",549,2,0,0,5285,2,0,0,0,136121,0,0,-1
5285,Double Attack,Dalliah the Doomsayer has a 25% chance to attack twice with each melee attack.,549,3,0,0,5286,2,0,0,0,132152,0,0,-1
5286,Shadow Wave,"Dalliah the Doomsayer hurls a bolt of dark magic at a player, inflicting $39016s1 Shadow damage and increasing damage taken from Shadow by $39016s3%.",549,4,0,0,0,2,0,0,0,136197,2,0,14
5291,Fel Immolation,Wrath-Scryer Soccothrates burns all players within $35959A1 yards for $35959s1 Fire damage every $36051t1 seconds.,550,1,0,0,5292,2,0,0,0,135796,0,0,-1
5292,Felfire Shock,"Wrath-Scryer Soccothrates instantly burns a player, inflicting Fire damage every $35759t2 seconds for $35759d.",550,2,0,0,5293,2,0,0,0,135799,0,128,-1
5293,Felfire,"Wrath-Scryer Soccothrates knocks all players within $36512A1 yards away. After knocking all players away, Wrath-Scryer Soccothrates charges a player, leaving a wall of Felfire in his wake. Felfire inflicts Fire damage every second to all players in it.",550,3,0,0,0,2,0,0,0,135798,0,0,-1
5298,First Prison Cell,"When Warden Mellichar enters combat, he opens the first prison cell, releasing either a Blazing Trickster or a Phase-Hunter.",551,1,0,5299,5306,0,0,0,0,0,0,0,-1
5299,Blazing Trickster,,551,2,5298,5300,5302,1,19944,0,0,0,1,0,-1
5300,Firebolt,"Blazing Trickster blasts a player, inflicting $36905s1 Fire damage.",551,3,5299,0,5301,2,0,0,0,135809,0,0,-1
5301,Fire Shield,"Blazing Trickster surrounds himself in a shield of Fire, increasing Fire resistance by $36907s2 and making every strike against him cause $36907s1 Fire damage to the attacker.",551,4,5299,0,0,2,0,0,0,135806,0,128,-1
5302,Phase-Hunter,,551,5,5298,5303,0,1,19893,0,0,0,1,0,-1
5303,Warp,Phase-Hunter warps behind a player.,551,6,5302,0,5304,2,0,0,0,135736,0,0,-1
5304,Phase Burst,"Phase-Hunter releases a burst of energy, increasing its movement speed by $36910s1% and attack speed by $36910s2% for $36910d.",551,7,5302,0,5305,2,0,0,0,132307,0,0,-1
5305,Back Attack,Phase-Hunter inflicts additional Physical damage when attacking players from behind.,551,8,5302,0,0,2,0,0,0,132090,0,0,-1
5306,Second Prison Cell,"Shortly after unlocking the first prison cell, Warden Mellichar unlocks the second prison cell, releasing Millhouse Manastorm.",551,9,0,5307,5308,0,0,0,0,0,0,0,-1
5307,Millhouse Manastorm,"Insulted by Mellichar, Millhouse Manastorm aids players in the fight against the other prisoners and Harbinger Skyriss.",551,10,5306,0,0,1,19942,0,0,0,1,0,-1
5308,Third Prison Cell,"Immediately after realizing that the second prison cell only contains Millhouse Manastorm, Warden Mellichar unlocks the third prison cell containing either a Sulfuron Magma-Thrower or an Akkiris Lightning-Waker.",551,11,0,5309,5318,0,0,0,0,0,0,0,-1
5309,Sulfuron Magma-Thrower,,551,12,5308,5310,5313,1,13030,0,0,0,1,0,-1
5310,Rain of Fire,"Sulfuron Magma-Thrower calls down a molten rain, inflicting Fire damage to all players within $19717A1 yards of the targeted area every $19717t1 seconds for $19717d.",551,13,5309,0,5311,2,0,0,0,136186,0,0,-1
5311,Magma-Thrower's Curse,"Sulfuron Magma-Thrower curses a player, reducing the effectiveness of any healing effects received by $36917s1% for $36917d.",551,14,5309,0,5312,2,0,0,0,136160,0,256,-1
5312,Shadow Bolt,"Sulfuron Magma-Thrower hurls a bolt of dark magic at a player, inflicting Shadow damage.",551,15,5309,0,0,2,0,0,0,136197,0,0,-1
5313,Akkiris Lightning-Waker,,551,16,5308,5314,0,1,14515,0,0,0,1,0,-1
5314,Lightning Jump,"Akkiris Lightning-Waker curses a player, increasing the damage they take from all Magic by $36914s1% for $36914d.",551,17,5313,0,5315,2,0,0,0,135743,0,256,-1
5315,Lightning Discharge,"Akkiris Lightning-Waker sends out lightning bolts, inflicting Nature damage to all players within $36915A1 yards.",551,18,5313,0,5316,2,0,0,0,136050,0,0,-1
5316,Spell Shock,"Akkiris Lightning-Waker counters a player's spell, preventing them from casting that spell again for $32691d.",551,19,5313,0,5317,2,0,0,0,136026,0,0,-1
5317,Magic Grounding,"Akkiris Lightning-Waker grounds itself, reducing all Magic damage taken by $19714s1% for $19714d.",551,20,5313,0,0,2,0,0,0,135967,0,128,-1
5318,Fourth Prison Cell,"Shortly after unlocking the third prison cell, Warden Mellichar unlocks the fourth prison cell containing either a Blackwing Drakonaar or a Twilight Drakonaar.",551,21,0,5319,5329,0,0,0,0,0,0,0,-1
5319,Blackwing Drakonaar,,551,22,5318,5320,5323,1,19895,0,0,0,1,0,-1
5320,Brood Power: Black,Blackwing Drakonaar deals Fire damage to all players in front of it.,551,23,5319,0,5321,2,0,0,0,134154,0,0,-1
5321,Mortal Strike,"Blackwing Drakonaar inflicts Physical damage to a player, reducing the effectiveness of any healing effects received by $13737s2% for $13737d.",551,24,5319,0,5322,2,0,0,0,132355,0,0,-1
5322,Blast Wave,"Blackwing Drakonaar unleashes a wave of flame, inflicting Fire damage to all players within $39038A1 yards and reducing their movement speed for $39038d.",551,25,5319,0,0,2,0,0,0,135903,0,0,-1
5323,Twilight Drakonaar,,551,26,5318,5324,0,1,14352,0,0,135903,1,0,-1
5324,Brood Power: Green,Twilight Drakonaar stuns all players in front of it for $22561d.,551,27,5323,0,5325,2,0,0,0,134157,0,128,-1
5325,Brood Power: Black,Twilight Drakonaar deals Fire damage to all players in front of it.,551,28,5323,0,5326,2,0,0,0,134154,0,0,-1
5326,Brood Power: Blue,"Twilight Drakonaar inflicts Frost damage to all players in front of it, destroying $22559s3 mana and increasing the time between attacks by $22559s1% for $22559d.",551,29,5323,0,5327,2,0,0,0,134155,0,128,-1
5327,Brood Power: Bronze,"Twilight Drakonaar inflicts Arcane damage to all players in front of it, reducing their casting speed by $22642s2% and increasing the time between attacks by $22642s3% for $22642d.",551,30,5323,0,5328,2,0,0,0,134156,0,128,-1
5328,Brood Power: Red,"Twilight Drakonaar burns all players in front of it, inflicting Fire damage every second for $22558d.",551,31,5323,0,0,2,0,0,0,134158,0,0,-1
5329,Final Prison Cell,,551,32,0,5330,0,0,0,0,0,0,0,0,-1
5330,Harbinger Skyriss,,551,33,5329,5331,0,1,19943,0,0,0,1,0,-1
5331,Mind Rend,"Harbinger Skyriss stuns a player's mind, inflicting $36924o1 Shadow damage over $36924d.",551,34,5330,0,5332,2,0,0,0,136208,0,0,-1
5332,Fear,"Harbinger Skyriss strikes fear in a player, causing them to flee in terror for $39415d.",551,35,5330,0,5333,2,0,0,0,136183,0,128,-1
5333,Domination,"Harbinger Skyriss takes control of a player, causing them to fight their allies for $37162d.",551,36,5330,0,5334,2,0,0,0,136206,0,0,-1
5334,Mana Burn,"Harbinger Skyriss burns a player's mana, inflicting Shadow damage for each point of mana consumed.",551,37,5330,0,5335,2,0,0,0,136170,2,0,14
5335,Harbinger's Illusion,"When Harbinger Skryiss reaches 66% and 33% remaining health, he creates an illusion of himself. The illusion of Harbinger Skyriss uses Mind Rend to assault players.",551,38,5330,0,0,2,0,0,0,135752,0,0,-1
5336,Arcane Blast,"Chrono Lord Deja blasts a player with Arcane magic, inflicting $31457s2 Arcane damage and knocking them back.",552,1,0,0,5337,2,0,0,0,135734,0,0,-1
5337,Time Lapse,"Chrono Lord Deja slows a player, increasing the time between their attacks by $31467s1% and reducing their movement speed by $31467s2% for $31467d.",552,2,0,0,5338,2,0,0,0,136091,0,128,-1
5338,Arcane Discharge,"Chrono Lord Deja discharges Arcane energy, inflicting $31472s1 Arcane damage to all players within $31472A1 yards.",552,3,0,0,5339,2,0,0,0,429383,0,0,-1
5339,Attraction,Chrono Lord Deja pulls in all players within $38540A1 yards.,552,4,0,0,0,2,0,0,0,135894,2,0,14
5340,Hasten,Temporus increases his melee and movement speed by $31458s1% for $31458d.,553,1,0,0,5341,2,0,0,0,136011,0,128,-1
5341,Mortal Wound,"Temporus wounds a player, reducing all healing effects received by $31464s1% for $31464d.",553,2,0,0,5342,2,0,0,0,132109,0,0,-1
5342,Wing Buffet,"Temporus inflicts $31475s2 Physical damage to all players within $31475A1 yards, knocking them back.",553,3,0,0,5343,2,0,0,0,134310,0,0,-1
5343,Spell Reflection,"Temporus encases himself in a magical shield, causing spells to reflect back upon their caster $38592s1% of the time.",553,4,0,0,0,2,0,0,0,136222,2,0,14
5344,Time Stop,Aeonus stops time in a $31422A1 yard sphere for $31422d.,554,1,0,0,5345,2,0,0,0,135728,0,0,-1
5345,Sand Breath,"Aeonus breaths sand, inflicting Arcane damage to all players in front of him, reducing their movement speed and increasing the time between their attacks for $31473d.",554,2,0,0,5346,2,0,0,0,135831,0,0,-1
5346,Thrash,"Aeonus thrashes at his current target, attacking $3391s1 additional times.",554,3,0,0,5347,2,0,0,0,132152,0,0,-1
5347,Cleave,"Aeonus inflicts Physical damage to a player and their nearest allies, affecting up to $40504x1 targets.",554,4,0,0,5348,2,0,0,0,132338,0,0,-1
5348,Enrage,"Aeonus enrages, attacking $37605s1% faster for $37605d.",554,5,0,0,0,2,0,0,0,136146,0,2048,-1
5352,Engulfing Winds,Engulfing Winds creates a tornado at the targeted location that inflicts $107275s2 Nature damage to enemies within $107275A2 yards and an additional $107279s1 Nature damage every $107278t1 sec.,649,8,5037,0,0,2,0,0,0,236154,0,0,-1
5353,Krik'thik Swarm Bringer,"A Krik'thik Swarm Bringer joins the battle, inflicting Screeching Swarm on enemies.",649,9,5034,5354,0,1,43276,0,0,0,0,0,-1
5354,Screeching Swarm,"Screeching Swarm absorbs $111600s1 healing and inflicts $111600s2 Shadow damage every $111600t2 sec. The Swarm detaches from its host after $111600d.

The Swarm also inflicts $111644s1 damage every $111643t1 sec. to enemies within $111644A1 yards.",649,10,5353,0,0,2,0,0,0,538518,0,128,-1
5355,The Cracked Carapace,,649,11,0,5361,0,0,0,0,0,0,1,0,-1
5356,Domination,"The Maker takes control of a player, causing them to fight their allies for $30923d. The controlled player gains an increased $30923s2% damage done and $30923s3% attack speed.",555,1,0,0,5357,2,0,0,0,136206,0,32,-1
5357,Exploding Beaker,"The Maker throws a beaker at a player, inflicting $40059s1 Nature damage to all players within $40059A1 yards of the target, knocking them up.",555,2,0,0,0,2,0,0,0,135826,0,4,-1
5358,Impervious Carapace,Raigonn's Impervious Carapace reduces the damage dealt to Raigonn by $107118s1% until players destroy his Vulnerability.,649,2,5034,0,5359,2,0,0,0,237410,0,0,-1
5359,Vulnerability,"Raigonn exposes his Vulnerability, allowing players to ride on his head and attack it! Destroying the Vulnerability also destroys Raigonn's Carapace.",649,3,5034,0,5360,2,0,0,0,134882,0,32,-1
5360,Battering Headbutt,Raigonn charges towards the inner door and the impact of the Headbutt inflicts $111671s1 Physical damage to enemies within $111671A1 yards. Impacting the door also throws all enemies on Raigonn's Vulnerability to the ground.,649,4,5034,0,5035,2,0,0,0,236195,0,0,-1
5361,Broken Carapace,The broken Mantid Carapace increases Raigonn's damage taken by $107146s2%.,649,12,5355,0,5362,2,0,0,0,236188,0,0,-1
5362,Fixate,"Raigonn fixates on a random player for $111723d., and their movement speed increases by $111723s2%.",649,13,5355,0,5363,2,0,0,0,136088,0,0,-1
5363,Stomp,"Raigonn stomps, inflicting $111728s1 Physical damage to all nearby enemies. Each time he stomps, he gains an application of Frenzy, increasing his damage dealt by $111730s1%.",649,14,5355,0,0,2,0,0,0,132368,0,0,-1
5367,Imprisoned Orcs,Activating the Cell Door Level opens the 4 Orc prison cells in succession.,556,1,0,5368,5372,0,0,0,0,0,1,0,-1
5368,Fel Orc Neophyte,,556,2,5367,5369,0,1,16332,0,0,0,1,0,-1
5369,Frenzy,"Fel Orc Neophytes enter a frenzy, increasing their attack speed by $8269s1% for $8269d.",556,3,5368,0,5370,2,0,0,0,136224,0,0,-1
5370,Charge,"Fel Orc Neophytes charge a player, inflicting Physical damage.",556,4,5368,0,5371,2,0,0,0,132337,0,0,-1
5371,Uncontrollable,"Fel Orc Neophytes ignore threat, attacking any player that they choose.",556,5,5368,0,0,2,0,0,0,575534,0,0,-1
5372,Broggok,,556,6,0,5373,0,1,19372,0,0,0,1,0,-1
5373,Slime Spray,"Broggok sprays slime, inflicting $30913s1 Nature damage to all players in front of him.",556,7,5372,0,5374,2,0,0,0,136007,0,0,-1
5374,Poison Cloud,Broggok creates a poison cloud beneath him. The poison cloud grows in size over time and inflicts $38463s1 Nature damage every $38463t1 sec to all players in it.,556,8,5372,0,5375,2,0,0,0,136006,0,16,-1
5375,Poison Bolt,"Broggok shoots poison at a player, inflicting $38459s1 Nature damage and an additional $38459s2 Nature damage every $38459t2 sec for $38459d.",556,9,5372,0,0,2,0,0,0,136016,0,516,-1
5376,Blades of Light,"Harlan jumps into the center of the room and begins to spin rapidly with his axe. While spinning, Harlan inflicts  $111215m1% weapon damage as Physical damage to all targets within $111394A1 yards. Harlan carries away targets damaged in this way as he continues spinning around the room.",654,2,6575,0,0,2,0,0,0,132369,1,48,-1
5377,Dragon's Reach,Harlan inflicts $111217m1% of his normal melee damage to all targets in front of him.,654,3,0,0,5378,2,0,0,0,132338,0,0,-1
5378,Call for Help,Harlan periodically calls two Scarlet Defenders to come to his aid throughout the encounter.,654,4,0,5379,6812,2,0,0,0,132333,0,0,-1
5379,Scarlet Defender,Scarlet Defenders feature heavy armor to protect them from all damage.,654,5,5378,5380,0,1,40776,0,0,0,0,0,-1
5380,Heavy Armor,"While a Scarlet Defender wears their Heavy Armor, they take $113959m1% less damage until their armor breaks from taking $113959m2 damage. Defenders also take $111323m1% less damage from area effect damage.",654,6,5379,0,5381,2,0,0,0,463553,0,33,-1
5381,Unarmored,Scarlet Defenders who receive sufficient damage lose their Heavy Armor and take $112920m1% additional damage.,654,7,5379,0,0,1,40698,0,0,0,0,0,-1
5382,Shadowmoon Channeler,Five Shadowmoon Channelers defend Keli'dan the Breaker during his fel ritual.,557,1,0,5383,5385,1,0,0,0,0,1,0,-1
5383,Shadow Bolt,"Shadowmoon Channelers hurl bolts of dark magic at a player, inflicting Shadow damage.",557,2,5382,0,5384,2,0,0,0,136197,0,0,-1
5384,Mark of Shadow,"Shadowmoon Channelers mark a player, increasing their Shadow damage taken by $30937s1% for $30937d.",557,3,5382,0,0,2,0,0,0,136230,0,128,-1
5385,Keli'dan the Breaker,"Once all of the Shadowmoon Channelers are defeated, Keli'dan the Breaker cancels his ritual and attacks.",557,4,0,5386,0,1,0,0,0,0,1,0,-1
5386,Shadow Bolt Volley,"Kelidan the Breaker hurls bolts of dark magic, inflicting $17228s1 Shadow damage to all players within $17228A1 yards.",557,5,5385,0,5387,2,0,0,0,136197,0,4,-1
5387,Corruption,"Keli'dan the Breaker corrupts all players within $30938A1 yards, inflicting $30938s1 Shadow damage every $30938t1 sec for $30938d.",557,6,5385,0,5388,2,0,0,0,136118,0,128,-1
5388,Burning Nova,"Keli'dan the Breaker banishes himself, making him invulnerable, and begins to cast a Fire Nova. Fire Nova inflicts $33775s1 Fire damage to all players within $33775A1 yards of Keli'dan when he completes his cast.",557,7,5385,0,5389,2,0,0,0,136135,0,32,-1
5389,Shadow Wrath,"Keli'dan the Breaker inflicts $37372s1 Shadow damage to a player and their nearby allies, affecting up to $37372x1 targets.",557,8,5385,0,0,2,0,0,0,136208,2,12,2
5390,Throw Explosives,Saboteur Kip'tilak picks a random location in the room and throws a pack of Stable Munitions there.,655,1,0,5391,5393,2,0,0,0,463550,1,0,-1
5391,Stable Munitions,These explosive materials will not explode unless detonated by another explosion.,655,2,5390,5392,0,1,45282,0,0,0,0,0,-1
5392,Mantid Munition Explosion,"When explosions from other Stable Munitions or Sabotage come into contact with Stable Munitions, they explode outward in the four cardinal directions inflicting $107215s1 Fire damage to all players in their path.",655,3,5391,0,0,2,0,0,0,136133,0,0,-1
5393,Sabotage,"Saboteur Kip'tilak attaches four explosives to the back of a random player. When Sabotage expires, the charges explode outward in the four cardinal directions inflicting $107215s1 Fire damage to all players in their path. Sabotage inflicts $113645s2 Fire damage to the victim when the explosion occurs.",655,4,0,0,5394,2,0,0,0,133713,0,32,-1
5394,World in Flames,"When Saboteur Kip'tilak reaches 70% and 30% remaining health, he detonates all explosive charges currently in play.",655,5,0,0,0,2,0,0,0,236228,0,48,-1
5395,Book Burner,"Flameweaver Kogler tries to light the books ablaze containing the Scarlet Crusade's past. Players may intercept the fiery bolt, which inflicts $113364s2 Fire damage. If Koegler's attack succesfully hits the books, they begin to burn.",656,1,0,5396,5397,2,0,0,0,460698,0,0,-1
5396,Burning Books,The Burning Books inflict $113620s1 Fire damage every $113620t1 sec to enemies within $113620A1 yards for $113616d.,656,2,5395,0,0,2,0,0,0,460698,1,0,-1
5397,Greater Dragon's Breath,"Koegler unleashes a sweeping series of attacks that mimic the deadly fire breath of a Dragon. The Breath inflicts $113653s1 Fire damage, an additional $113653s2 Fire damage every $113653t2 sec., and confuses the target for $113653d.",656,3,0,0,5398,2,0,0,0,134153,0,128,-1
5398,Quickened Mind,"Flameweaver Koegler casts this preparatory spell, making his next three spells cast nearly instantly.",656,4,0,0,5399,2,0,0,0,136031,0,128,-1
5399,Fireball Volley,"Flameweaver Koegler unleashes a barrage of Fireballs, inflicting $113691s1 Fire damage to all enemies within $113691A1 yards.",656,5,0,0,5400,2,0,0,0,525023,0,64,-1
5400,Pyroblast,"Flameweaver Koegler casts a huge Pyroblast at his current target, inflicting $113690s1 Fire damage, then an additional $113690s2 Fire damage every $113690t2 sec for $113690d.",656,6,0,0,0,2,0,0,0,135808,0,192,-1
5401,Arcane Resonance,"Commander Sarannis infuses her weapon with Arcane power, granting her melee attacks a chance to increase her target's Arcane damage taken by $34794s1% for $34794d. This effect stacks.",558,1,0,0,5402,2,0,0,0,132323,0,132,-1
5402,Arcane Devastation,Commander Sarannis unleashes a devastating blow of Arcane damage to her current target.,558,2,0,0,5403,2,0,0,0,135291,0,5,-1
5403,Double Attack,Commander Sarannis attacks twice.,558,3,0,0,5404,2,0,0,0,132152,0,0,-1
5404,Summon Reinforcements,"When Commander Sarannis reaches 55% health, she summons 3 Bloodwarder Reservists and a Bloodwarder Mender.",558,4,0,5405,5411,2,0,0,0,132333,3,33,1
5405,Bloodwarder Mender,,558,5,5404,5406,5409,1,21331,0,0,0,0,2,-1
5406,Mind Blast,"Bloodwarder Mender blasts a player, inflicting Shadow damage.",558,6,5405,0,5407,2,0,0,0,136224,0,64,-1
5407,Greater Heal,Bloodwarder Mender calls upon Holy magic to heal an ally for $35096s1% of their maximum health.,558,7,5405,0,5408,2,0,0,0,135907,0,64,-1
5408,Holy Fury,"Bloodwarder Mender infuses an ally with Holy energy, increasing their magic damage dealt by $34809s1% for $34809d.",558,8,5405,0,0,2,0,0,0,135977,0,128,-1
5409,Bloodwarder Reservist,,558,9,5404,5410,0,1,19317,0,0,0,0,2,-1
5410,Arcane Strike,"Bloodwarder Reservist strikes a player, inflicting Arcane damage.",558,10,5409,0,0,2,0,0,0,136189,0,0,-1
5411,Summon Reinforcements,"When Commander Sarannis reaches 66% and 33% health, she summons 3 Bloodwarder Reservists and a Bloodwarder Mender.",558,11,0,5412,0,2,0,0,0,132333,3,33,14
5412,Bloodwarder Mender,,558,12,5411,5413,5416,1,21331,0,0,0,2,2,14
5413,Mind Blast,"Bloodwarder Mender blasts a player, inflicting Shadow damage.",558,13,5412,0,5414,2,0,0,0,136224,2,64,14
5414,Greater Heal,Bloodwarder Mender calls upon Holy magic to heal an ally for $35096s1% of their maximum health.,558,14,5412,0,5415,2,0,0,0,135907,2,64,14
