ID,FileDataID,UiTextureAtlasSetID,AtlasWidth,AtlasHeight,UiCanvasID
1597,3533416,0,2048,1024,1
1598,3534438,0,1024,1024,1
1603,3539892,0,128,128,1
1604,3540094,0,128,128,1
1605,3540097,0,128,256,1
1606,3546362,0,1024,512,1
1608,3546365,0,2048,1024,1
1609,3546880,0,512,256,1
1610,3550879,0,1024,1024,1
1611,3550882,0,256,256,1
1612,3550885,0,64,256,1
1613,3552990,0,2048,2048,1
1614,3553247,0,2048,2048,1
1615,3553268,0,2048,2048,1
1616,3553272,0,2048,2048,1
1617,3553331,0,1024,2048,1
1618,3553334,0,1024,1024,1
1620,3554762,0,128,128,1
1622,3562818,0,1024,1024,1
1625,3566441,0,512,512,1
1628,3566465,0,32,32,1
1630,3573773,0,1024,512,1
1631,3573776,0,1024,512,1
1632,3573779,0,1024,512,1
1633,3573782,0,1024,512,1
1634,3573891,0,128,64,1
1635,3575404,0,1024,512,1
1636,3581673,0,2048,1024,1
1637,3583300,0,256,1024,1
1638,3584377,0,256,128,1
1639,3586251,0,2048,1024,1
1640,3586254,0,2048,1024,1
1641,3605349,0,64,64,1
1642,3595324,0,128,64,1
1643,3610100,0,2048,1024,1
1646,3614246,0,2048,512,1
1647,3634708,0,1024,1024,1
1648,3634710,0,64,256,1
1649,3634712,0,256,256,1
1650,3634714,0,1024,1024,1
1651,3634716,0,64,256,1
1652,3634718,0,256,256,1
1653,3634720,0,1024,1024,1
1654,3634722,0,64,256,1
1655,3634724,0,256,256,1
1656,3636375,0,1024,2048,1
1658,3636397,0,128,128,1
1659,3638173,0,64,64,1
1660,3640932,0,512,1024,1
1661,3640934,0,2048,1024,1
1662,3641160,0,1024,1024,1
1663,3641162,0,1024,1024,1
1664,3691471,0,1024,1024,1
1665,3720955,0,1024,1024,1
1666,3721466,0,1024,1024,1
1667,3722234,0,256,1024,1
1668,3723496,0,512,256,1
1669,3730393,0,1024,1024,1
1670,3730396,0,512,256,1
1671,3735314,0,256,128,1
1672,3738379,0,256,256,1
1673,3743728,0,1024,512,1
1674,3743740,0,256,256,1
1675,3743742,0,256,256,1
1676,3743744,0,256,256,1
1677,3743746,0,256,256,1
1678,3747951,0,1024,1024,0
1679,3750070,0,2048,2048,1
1680,3750798,0,64,64,1
1681,3752255,0,512,256,1
1682,3753526,0,64,64,1
1683,3761343,0,1024,512,1
1684,3761345,0,512,1024,1
1685,3761905,0,2048,1024,1
1686,3761915,0,512,16,1
1687,3775278,0,512,512,1
1688,3794129,0,1024,512,1
1689,3794769,0,512,2048,1
1690,3794799,0,512,512,1
1691,3794855,0,512,512,1
1692,3794893,0,512,512,1
1693,3794944,0,2048,1024,1
1694,3794988,0,2048,1024,1
1695,3795023,0,2048,1024,1
1696,3795571,0,1024,1024,1
1697,3798337,0,64,64,1
1698,3801271,0,64,64,1
1699,3804588,0,2048,1024,1
1700,3804618,0,512,512,1
1701,3804665,0,2048,1024,1
1702,3804676,0,512,512,1
1703,3804679,0,2048,1024,1
1704,3804682,0,512,512,1
1705,3804685,0,2048,1024,1
1706,3804688,0,512,512,1
1707,3804693,0,2048,1024,1
1708,3804696,0,512,512,1
1709,3804699,0,512,512,1
1710,3804702,0,2048,1024,1
1711,3813080,0,1024,1024,1
1712,3813339,0,2048,128,2
1713,3813345,0,512,1024,1
1714,3813348,0,512,1024,1
1717,3816248,0,1024,512,1
1720,3818767,0,512,512,1
1721,3818829,0,512,512,1
1722,3818859,0,512,512,1
1723,3818912,0,512,512,1
1724,3818928,0,512,512,1
1725,3818997,0,512,512,1
1726,3833674,0,512,256,1
1727,3848054,0,128,128,1
1728,3848062,0,512,512,1
1729,3848064,0,512,512,1
1730,3848066,0,512,512,1
1731,3855898,0,1024,512,1
1732,3856481,0,512,1024,1
1733,3884129,0,512,128,1
1734,3888633,0,128,128,1
1735,3891059,0,128,256,1
1736,3891062,0,128,32,1
1737,3892705,0,128,128,1
1738,3893175,0,1024,512,1
1739,3893178,0,2048,512,1
1740,3893181,0,1024,1024,1
1741,3893184,0,2048,1024,1
1742,3893187,0,1024,1024,1
1743,3893512,0,64,64,1
1744,3894493,0,1024,128,1
1745,3920325,0,1024,1024,1
1746,3920342,0,2048,2048,1
1748,3948795,0,2048,512,1
1750,3949622,0,512,1024,1
1753,3949595,0,1024,512,1
1757,3996848,0,1024,256,1
1760,4000331,0,1024,512,1
1762,4005514,0,1024,1024,1
1763,4008100,0,128,1024,1
1769,4032003,0,256,128,1
1770,4033725,0,1024,128,1
1771,4035524,0,1024,1024,1
1774,4050213,0,128,128,1
1796,4070896,0,128,128,1
1804,4071450,0,32,32,1
1805,4071453,0,32,32,1
1806,4071456,0,32,32,1
1807,4071459,0,32,32,1
1809,4072825,0,512,1024,1
1810,4074825,0,32,64,1
1822,4087465,0,512,512,1
1823,4095174,0,512,512,1
1825,4185447,0,16,64,1
1826,4185455,0,64,64,1
1827,4185474,0,32,16,1
1828,4185482,0,32,128,1
1829,4185485,0,64,16,1
1830,4185487,0,64,64,1
1831,4185749,0,64,256,1
1833,4185755,0,32,32,1
1835,4185778,0,512,1024,1
1836,4187221,0,64,256,1
1837,4187254,0,32,32,1
1838,4187257,0,128,32,1
1839,4187261,0,16,128,1
1840,4187278,0,32,8,1
1841,4187281,0,16,16,1
1842,4188844,0,32,128,1
1843,4188847,0,64,16,1
1844,4188850,0,64,64,1
1845,4190179,0,32,128,1
1846,4190182,0,64,16,1
1847,4190634,0,64,256,1
1848,4190636,0,128,32,1
1849,4190639,0,64,64,1
1851,4190829,0,128,512,1
1852,4190831,0,256,64,1
1853,4190843,0,64,256,1
1854,4190845,0,128,32,1
1855,4191596,0,512,1024,1
1856,4191854,0,512,256,1
1858,4200162,0,64,64,1
1863,4211373,0,32,32,1
1864,4211375,0,64,64,1
1865,4211377,0,32,32,1
1866,4211393,0,64,64,1
1867,4211460,0,32,32,1
1868,4211466,0,64,64,1
1869,4216960,0,512,64,1
1870,4216982,0,256,256,1
1871,4221532,0,512,512,1
1872,4224626,0,256,256,1
1873,4224629,0,256,256,1
1874,4226387,0,256,256,1
1875,4226390,0,256,256,1
1876,4235374,0,32,128,1
1877,4235379,0,32,16,1
1878,4235889,0,512,512,1
1879,4235929,0,512,128,1
1880,4236523,0,1024,512,0
1881,4236961,0,2048,1024,1
1882,4238189,0,1024,1024,1
1883,4238139,0,512,512,1
1886,4237069,0,512,256,1
1888,4238204,0,1024,1024,1
1889,4238249,0,1024,512,0
1890,4238849,0,512,512,1
1893,4239645,0,128,32,1
1894,4239633,0,1024,1024,0
1895,4239643,0,32,32,1
1896,4239639,0,256,256,1
1897,4239647,0,1024,1024,1
1898,4239760,0,64,128,1
1900,4240724,0,128,64,1
1902,4255513,0,512,512,0
1908,4292177,0,1024,1024,1
1909,4283880,0,2048,2048,0
1910,4287483,0,512,1024,1
1911,4306880,0,512,256,1
1912,4329828,0,2048,1024,1
1913,4329836,0,512,512,1
1914,4329832,0,256,256,1
1915,4329838,0,256,512,1
1916,4328586,0,512,512,1
1917,4329830,0,256,64,1
1918,4329247,0,1024,2048,1
1919,4331660,0,256,16,1
1920,4329834,0,128,128,1
1921,4331838,0,128,64,1
1922,4332072,0,64,1024,1
1923,4336006,0,32,512,1
1924,4336332,0,512,256,1
1925,4352554,0,256,256,1
1928,4371348,0,512,512,1
1929,4390922,0,128,128,1
1930,4391622,0,256,128,1
1933,4417031,0,2048,2048,1
1934,4419136,0,512,1024,1
1935,4419138,0,512,1024,1
1936,4485862,0,242,37,1
1937,4489300,0,512,256,1
1938,4496242,0,64,64,1
1939,4499236,0,2048,1024,1
1940,4500260,0,128,64,1
1942,4505182,0,512,256,1
1943,4505194,0,1024,512,2
1947,4544398,0,1024,512,0
1948,4544403,0,1024,512,0
1949,4546803,0,512,256,1
1950,4547575,0,2048,1024,1
1951,4547578,0,512,512,1
1952,4549096,0,1024,256,1
1954,4549874,0,512,32,1
1955,4550035,0,512,32,1
1956,4550359,0,420,24,1
1957,4550462,0,128,128,1
1958,4553278,0,512,1024,1
1959,4553281,0,512,1024,1
1960,4554359,0,32,256,1
1961,4554383,0,16,16,1
1962,4554386,0,16,16,1
1963,4554389,0,128,16,1
1964,4549775,0,1024,512,1
1970,4556093,0,2048,1024,1
1971,4559068,0,256,256,1
1972,4559107,0,256,128,1
1973,4567914,0,32,128,1
1974,4571485,0,128,128,1
1979,4613342,0,256,1024,1
1980,4613345,0,2048,64,1
1981,4613348,0,256,32,1
1983,4614134,0,64,64,1
1984,4615740,0,8,8,1
1986,4615764,0,512,2048,2
1987,4615769,0,256,64,2
1988,4615784,0,2048,256,2
1989,4616456,0,2048,1024,1
1990,4618651,0,512,512,1
1991,4618654,0,64,16,1
1992,4618657,0,32,32,1
1993,4618660,0,32,32,1
1994,4618663,0,256,256,1
1995,4618666,0,512,1024,2
1996,4618669,0,64,64,2
1997,4618672,0,64,64,2
1998,4618675,0,64,64,2
1999,4619240,0,256,256,1
2000,4619252,0,512,512,2
2001,4619660,0,512,512,1
2002,4619696,0,512,512,1
2003,4619864,0,512,512,1
2004,4619867,0,512,512,1
2005,4619870,0,512,512,1
2006,4619873,0,512,512,1
2007,4619876,0,512,512,1
2008,4619879,0,512,512,1
2009,4619882,0,512,512,1
2010,4619885,0,512,512,1
2011,4619888,0,512,512,1
2012,4619890,0,512,512,1
2013,4619892,0,512,512,1
2015,4624242,0,2048,2048,2
2020,4624259,0,64,64,1
2021,4624272,0,512,512,1
2022,4624362,0,128,128,1
2023,4624365,0,128,128,1
2024,4625448,0,1024,1024,1
2025,4625450,0,1024,1024,1
2026,4626004,0,2048,2048,1
2027,4626025,0,2048,2048,1
2029,4626279,0,512,512,1
2030,4627473,0,256,256,1
2031,4627497,0,1024,1024,1
2032,4626072,0,64,64,1
2034,4631562,0,512,256,1
2035,4631290,0,2048,2048,1
2036,4631293,0,2048,1024,1
2037,4631296,0,2048,2048,1
2038,4631299,0,2048,2048,1
2039,4631304,0,2048,2048,1
2040,4631307,0,2048,2048,1
2041,4631310,0,2048,2048,1
2042,4631313,0,2048,1024,1
2043,4631318,0,2048,2048,1
2044,4631321,0,2048,1024,1
2045,4631324,0,2048,2048,1
2046,4631329,0,2048,1024,1
2047,4631337,0,2048,2048,1
2048,4631340,0,2048,1024,1
2049,4631348,0,2048,2048,1
2050,4631371,0,2048,1024,1
2051,4631374,0,2048,2048,1
2052,4631377,0,2048,1024,1
2053,4631381,0,2048,2048,1
2054,4631383,0,2048,1024,1
2055,4631386,0,2048,2048,1
2056,4631389,0,2048,1024,1
2057,4631392,0,2048,2048,1
2058,4631395,0,2048,1024,1
2059,4631565,0,1024,512,2
2060,4631591,0,1024,512,1
2061,4633068,0,64,64,1
2062,4633071,0,64,64,1
2063,4635671,0,2048,512,1
2064,4635827,0,512,512,1
2065,4635880,0,512,512,1
2066,4636004,0,512,512,1
2067,4636060,0,512,512,1
2068,4636063,0,512,512,1
2069,4636066,0,512,512,1
2070,4636184,0,1024,512,1
2071,4636998,0,16,128,1
2072,4638369,0,64,64,1
2073,4641164,0,64,64,1
2074,4642466,0,2048,1024,2
2075,4659635,0,512,512,1
2076,4659666,0,1024,1024,1
2077,4671747,0,1024,1024,1
2079,4672345,0,2048,2048,1
2081,4675866,0,512,512,1
2083,4677142,0,512,512,1
2085,4680792,0,128,32,1
2086,4680795,0,256,16,1
2087,4681512,0,256,256,1
2088,4682541,0,64,64,1
2089,4683154,0,2048,2048,1
2093,4687047,0,512,512,1
2094,4687507,0,2048,2048,1
2095,4691158,0,128,16,1
2096,4691161,0,128,16,1
2098,4691255,0,512,128,1
2099,4700716,0,512,1024,1
2100,4693223,0,2048,2048,1
2101,4693227,0,2048,2048,1
2102,4693230,0,2048,2048,1
2103,4693233,0,2048,2048,1
2104,4693237,0,2048,2048,1
2105,4693240,0,2048,2048,1
2106,4694314,0,512,256,1
2107,4695774,0,512,512,1
2109,4696956,0,2048,2048,1
2110,4696968,0,2048,2048,1
2111,4696971,0,2048,2048,1
2112,4696974,0,2048,2048,1
2113,4697252,0,512,64,1
2114,4697851,0,128,32,1
2115,4697854,0,128,16,1
2116,4698972,0,256,128,1
2117,4699152,0,1024,1024,1
2118,4699279,0,256,256,1
2119,4699292,0,64,256,1
2120,4700695,0,64,32,1
2123,4700728,0,256,128,1
2124,4703464,0,128,128,1
2127,4701874,0,64,64,1
2128,4701877,0,32,128,1
2129,4701880,0,32,128,1
2130,4703659,0,256,256,1
2131,4703662,0,512,512,2
2132,4703779,0,1024,1024,1
2133,4723680,0,2048,1024,1
2134,4707839,0,64,256,1
2135,4707858,0,2048,1024,1
2136,4708813,0,1024,512,1
2137,4713666,0,512,512,1
2138,4715163,0,512,256,1
2139,4715166,0,1024,512,2
2140,4719244,0,1024,1024,2
2141,4719247,0,512,512,1
2142,4721838,0,512,512,1
2143,4722478,0,1024,1024,1
2144,4722778,0,1024,1024,1
2145,4723109,0,2048,2048,1
2146,4723112,0,1024,1024,1
2147,4723119,0,1024,1024,1
2148,4723154,0,1024,1024,1
2149,4723159,0,1024,1024,1
2150,4723189,0,1024,1024,1
2151,4723308,0,1024,1024,1
2152,4723316,0,1024,1024,1
2153,4723320,0,1024,1024,1
2154,4723325,0,1024,1024,1
2155,4723331,0,1024,1024,1
2156,4723334,0,1024,1024,1
2157,4723337,0,1024,1024,1
2158,4723340,0,1024,1024,1
2159,4723343,0,1024,1024,1
2160,4723346,0,1024,1024,1
2161,4723349,0,1024,1024,1
2162,4723352,0,1024,1024,1
2163,4723355,0,1024,1024,1
2164,4723358,0,1024,1024,1
2165,4723361,0,1024,1024,1
2166,4723364,0,1024,1024,1
2167,4723389,0,2048,1024,1
2168,4723392,0,2048,1024,1
2169,4723395,0,2048,1024,1
2170,4723398,0,2048,1024,1
2171,4723401,0,2048,1024,1
2172,4723682,0,1024,1024,1
2174,4723960,0,512,512,1
2178,4726163,0,2048,1024,1
2179,4726182,0,2048,1024,1
2180,4726196,0,1024,1024,1
2181,4726199,0,1024,1024,1
2182,4748832,0,1024,1024,1
2183,4726203,0,1024,1024,1
2184,4726580,0,1024,1024,1
2185,4726583,0,1024,1024,1
2186,4726586,0,1024,1024,1
2187,4726588,0,1024,1024,1
2188,4730866,0,512,512,2
2189,4731066,0,16,32,1
2190,4731572,0,128,128,1
2191,4731579,0,64,64,1
2192,4731582,0,128,128,1
2193,4731585,0,64,64,1
2194,4731588,0,128,128,1
2196,5262907,0,128,64,1
2197,4731887,0,64,64,1
2198,4732062,0,2048,1024,1
2199,4732064,0,2048,2048,1
2200,4733159,0,64,64,1
2201,4734080,0,512,1024,1
2202,4734083,0,512,1024,1
2203,4734086,0,512,1024,1
2204,4734089,0,128,128,2
2205,4734097,0,128,128,1
2206,4734100,0,128,128,1
2207,4734102,0,128,128,1
2208,4734106,0,128,128,1
2209,4734108,0,128,128,1
2210,4734111,0,128,128,1
2211,4734114,0,128,128,1
2212,4734118,0,128,128,1
2213,4734120,0,128,128,1
2214,4734131,0,128,128,1
2215,4734154,0,16,32,1
2216,4734349,0,2048,1024,1
2217,4734301,0,2048,2048,1
2218,4737298,0,128,16,1
2219,4737301,0,128,16,1
2220,4741460,0,2048,2048,1
2221,4742623,0,512,512,1
2222,4742693,0,1024,512,1
2223,4743725,0,512,512,2
2224,4744156,0,256,256,1
2226,4746629,0,256,256,1
2227,4755324,0,512,512,1
2231,4755336,0,512,256,1
2232,4755339,0,512,256,1
2233,4755342,0,512,256,1
2234,4755345,0,256,32,1
2235,4755699,0,128,128,1
2236,4757727,0,1024,1024,0
2237,4760657,0,128,64,1
2238,4763775,0,1024,1024,1
2239,4764688,0,128,128,1
2240,4764691,0,256,256,2
2248,4821657,0,1024,512,1
2249,4822549,0,2048,2048,1
2250,4824798,0,128,16,1
2251,4828108,0,512,256,1
2255,4853479,0,1024,512,1
2256,4861471,0,1024,512,1
2257,4861554,0,512,512,0
2258,4863762,0,512,1024,1
2260,4869601,0,128,16,1
2261,4869604,0,128,16,1
2262,4869607,0,512,256,1
2263,4871319,0,1024,512,0
2264,4871241,0,1024,512,0
2265,4872225,0,2048,2048,1
2266,4872258,0,64,64,1
2267,4872261,0,2048,1024,1
2268,4872264,0,2048,2048,1
2269,4872267,0,2048,2048,1
2270,4872270,0,2048,2048,1
2271,4872851,0,1024,1024,1
2272,4876498,0,1024,512,2
2273,4876501,0,512,256,1
2274,4880063,0,512,256,1
2275,4880066,0,512,256,1
2276,4880069,0,512,256,1
2277,4881558,0,2048,2048,1
2278,4881561,0,2048,2048,1
2279,4881598,0,2048,2048,1
2280,4881612,0,2048,1024,1
2281,4881615,0,2048,2048,1
2282,4881619,0,2048,2048,1
2283,4881622,0,2048,2048,1
2284,4883270,0,512,512,2
2285,4883273,0,256,256,1
2289,4891904,0,512,256,1
2290,4898391,0,256,256,1
2291,4898396,0,1024,512,1
2292,4899746,0,512,512,1
2293,4900225,0,256,256,1
2294,4900228,0,256,256,1
2295,4900249,0,256,256,1
2299,4900519,0,1024,512,1
2300,4901703,0,512,512,1
2301,4902602,0,1024,1024,2
2302,4902605,0,512,512,1
2303,4919364,0,2048,2048,1
2305,4919367,0,2048,2048,1
2308,4925543,0,1024,1024,0
2310,4927890,0,256,64,1
2311,4952341,0,16,128,1
2312,4954108,0,512,256,1
2313,4956404,0,256,256,1
2316,4991961,0,1024,1024,1
2321,4996468,0,512,1024,1
2322,5003191,0,2048,1024,1
2323,5004168,0,2048,1024,1
2324,5004172,0,2048,1024,1
2325,5004174,0,2048,1024,1
2326,5004177,0,2048,1024,1
2327,5004180,0,2048,1024,1
2328,5004183,0,2048,1024,1
2329,5004186,0,2048,1024,1
2330,5004235,0,2048,1024,1
2331,5004238,0,2048,1024,1
2332,5004241,0,2048,1024,1
2338,5005800,0,128,128,1
2344,5008295,0,512,256,1
2345,5008297,0,512,256,1
2346,5008300,0,512,256,1
2347,5008302,0,512,256,1
2348,5008304,0,512,256,1
2363,5012717,0,64,256,1
2364,5012720,0,128,32,1
2366,5013775,0,1024,1024,1
2369,5014178,0,2048,1024,1
2370,5014219,0,2048,1024,1
2371,5014232,0,2048,1024,1
2372,5014235,0,2048,1024,1
2373,5014246,0,2048,1024,1
2375,5042001,0,1024,512,2
2378,5045210,0,512,256,1
2380,5048257,0,1024,512,0
2383,5053566,0,512,512,1
2384,5053599,0,512,1024,1
2394,5094125,0,512,1024,1
2398,5098426,0,128,128,1
2399,5104071,0,1024,1024,1
2400,5104078,0,1024,1024,1
2403,5142784,0,64,1024,1
2404,5142787,0,64,64,1
2405,5143719,0,16,16,1
2406,5144766,0,512,1024,1
2411,5145742,0,64,64,1
2413,5145744,0,128,128,1
2416,5147221,0,32,64,1
2417,5147228,0,32,32,1
2418,5147236,0,32,32,1
2421,5148876,0,512,512,1
2422,5148916,0,512,512,1
2423,5148931,0,256,128,1
2424,5148964,0,64,64,1
2429,5151356,0,128,128,1
2438,5153019,0,1024,256,1
2439,5153022,0,512,512,1
2445,5154074,0,512,512,1
2446,5154329,0,1024,512,0
2447,5154332,0,1024,512,0
2455,5159888,0,512,256,1
2456,5160904,0,512,1024,1
2457,5160907,0,512,1024,1
2460,5161789,0,2048,1024,1
2462,5171843,0,2048,2048,1
2469,5174686,0,128,64,1
2470,5174689,0,256,64,1
2471,5179179,0,2048,1024,1
2472,5193783,0,1024,512,0
2473,5193786,0,1024,1024,0
2474,5196718,0,512,256,1
2475,5196721,0,512,256,1
2476,5199404,0,2048,1024,1
2477,5199409,0,64,64,1
2478,5199418,0,64,64,1
2479,5199425,0,64,64,1
2482,5201351,0,256,512,1
2483,5201666,0,512,512,2
2484,5201669,0,256,128,1
2485,5201675,0,64,64,1
2490,5201892,0,1024,1024,1
2491,5201895,0,64,256,1
2492,5201898,0,32,16,1
2493,5201901,0,32,16,1
2494,5201904,0,64,256,1
2497,5204801,0,512,256,1
2498,5204928,0,512,1024,1
2501,5215295,0,1024,1024,1
2502,5215694,0,1024,1024,1
2503,5216552,0,512,128,1
2504,5220977,0,512,512,1
2505,5221755,0,1024,512,0
2506,5222222,0,512,256,1
2507,5222583,0,2048,2048,2
2508,5222590,0,2048,2048,2
2509,5224859,0,512,256,1
2510,5224930,0,1024,1024,1
2511,5224933,0,1024,1024,1
2512,5224936,0,128,128,1
2513,5224939,0,256,256,1
2514,5225358,0,512,512,1
2515,5227822,0,256,256,1
2516,5228478,0,256,256,1
2519,5228950,0,64,128,2
2520,5244786,0,256,512,1
2521,5245580,0,512,1024,1
2522,5245923,0,512,512,2
2525,5246135,0,512,256,1
2526,5246138,0,512,256,1
2527,5246146,0,512,256,1
2528,5246148,0,512,256,1
2529,5246150,0,512,256,1
2530,5246152,0,512,256,1
2531,5246159,0,512,256,1
2532,5246180,0,512,256,1
2533,5246191,0,512,256,1
2534,5246201,0,512,256,1
2535,5246209,0,512,512,1
2536,5246211,0,512,512,1
2537,5246213,0,512,512,1
2538,5246215,0,512,512,1
2539,5246217,0,512,512,1
2540,5246219,0,512,512,1
2541,5278581,0,1024,512,0
2542,5279599,0,1024,512,0
2543,5279606,0,1024,1024,0
2544,5279615,0,1024,512,0
2545,5279669,0,1024,512,0
2547,5320671,0,512,256,1
2548,5320674,0,1024,512,2
2549,5320914,0,256,128,1
2550,5320937,0,512,256,2
2551,5321198,0,128,128,2
2552,5321212,0,256,64,2
2553,5321215,0,256,64,2
2554,5321218,0,256,32,2
2555,5321221,0,512,32,2
2556,5321224,0,256,32,2
2558,5322736,0,2048,2048,1
2559,5332806,0,256,512,1
2561,5400310,0,1024,256,1
2562,5333935,0,512,256,2
2564,5334458,0,2048,1024,2
2565,5334461,0,128,128,2
2566,5334713,0,256,128,1
2571,5340525,0,512,512,1
2579,5340912,0,256,256,1
2587,5343807,0,128,64,1
2589,5347561,0,512,256,1
2594,5353645,0,1024,1024,1
2595,5364368,0,512,1024,1
2606,5367713,0,2048,1024,0
2607,5368788,0,1024,512,0
2608,5368795,0,1024,512,0
2609,5368798,0,1024,512,0
2610,5368857,0,1024,1024,0
2613,5370151,0,512,64,1
2614,5370167,0,1024,128,2
2621,5382884,0,1024,1024,1
2622,5385291,0,64,64,1
2623,5376505,0,512,512,1
2624,5376508,0,512,512,1
2625,5382316,0,64,64,1
2626,5382319,0,64,64,1
2627,5382450,0,256,128,1
2628,5386818,0,512,256,2
2629,5382453,0,256,128,1
2630,5386822,0,512,256,2
2632,5389679,0,1024,1024,1
2633,5389682,0,1024,1024,1
2634,5390329,0,512,256,1
2647,5410910,0,128,32,1
2648,5410913,0,256,64,2
2649,5410916,0,128,32,1
2650,5410919,0,256,64,2
2651,5410922,0,128,32,1
2652,5410927,0,256,64,2
2654,5412318,0,2048,2048,2
2657,5412376,0,256,128,2
2658,5412379,0,512,512,2
2659,5412382,0,128,64,1
2660,5412416,0,512,256,2
2661,5412495,0,1024,1024,1
2662,5412773,0,128,16,1
2663,5412776,0,256,32,2
2664,5413429,0,512,256,1
2669,5423563,0,128,64,1
2670,5423566,0,256,128,2
2671,5426612,0,2048,2048,1
2672,5454851,0,1024,1024,1
2673,5456202,0,512,64,1
2674,5456764,0,256,256,1
2675,5456845,0,2048,2048,2
2676,5456848,0,1024,1024,1
2677,5456851,0,256,256,1
2678,5456854,0,1024,512,1
2679,5456857,0,128,64,1
2680,5456860,0,2048,2048,1
2681,5456927,0,256,128,1
2682,5456932,0,1024,64,1
2683,5456935,0,2048,2048,1
2684,5464939,0,1024,1024,1
2685,5479552,0,64,256,1
2686,5485977,0,1024,1024,0
2687,5485980,0,1024,512,0
2688,5485983,0,1024,512,0
2689,5485996,0,1024,512,0
2691,5486644,0,512,1024,1
2692,5486651,0,512,1024,1
2694,5502842,0,0,0,1
2696,5506565,0,1024,1024,1
2702,5524932,0,2048,2048,2
2703,5524935,0,1024,1024,1
2704,5534021,0,256,256,1
2705,5534024,0,512,512,2
2707,5548240,0,1024,1024,1
2708,5548548,0,128,128,2
2709,5550111,0,64,64,2
2710,5550114,0,32,32,1
2711,5550332,0,512,1024,1
2712,5551744,0,2048,2048,1
2716,5567029,0,1024,1024,0
2717,5583385,0,128,128,1
2718,5607429,0,1024,1024,1
2719,5607489,0,1024,1024,1
2720,5607571,0,256,1024,1
2721,5607574,0,64,256,1
2722,5607602,0,2048,2048,2
2723,5633777,0,1024,512,0
2724,5633788,0,1024,512,0
2725,5633790,0,1024,512,0
2726,5648070,0,1024,1024,1
2727,5648073,0,2048,2048,2
2728,5891205,0,1024,1024,1
2729,5891207,0,512,512,1
2730,5650059,0,512,256,1
2731,5656510,0,2048,2048,1
2732,5662682,0,128,32,1
2733,5666025,0,64,64,1
2734,5680790,0,128,32,1
2735,5680793,0,256,64,2
2736,5684744,0,512,512,1
2737,5684755,0,1024,512,1
2738,5684767,0,1024,1024,2
2739,5684770,0,2048,1024,2
2740,5688789,0,512,1024,1
2741,5700715,0,1024,512,1
2742,5703593,0,2048,1024,1
2743,5703596,0,512,512,1
2744,5708591,0,1024,256,1
2745,5708636,0,512,512,1
2746,5730457,0,512,512,1
2747,5735000,0,2048,2048,1
2769,5735541,0,256,256,2
2771,5735970,0,512,512,1
2772,5735973,0,1024,1024,2
2773,5736907,0,2048,2048,2
2775,5738203,0,1024,512,0
2776,5738893,0,512,1024,1
2777,5740021,0,2048,1024,1
2778,5740328,0,1024,1024,1
2779,5740409,0,2048,1024,1
2780,5747232,0,256,1024,1
2781,5747235,0,512,2048,2
2782,5747583,0,1024,1024,1
2787,5752114,0,256,256,1
2788,5752111,0,256,256,1
2795,5755612,0,2048,2048,2
2796,5755614,0,1024,1024,2
2798,5758112,0,128,128,2
2799,5755628,0,256,256,2
2800,5756295,0,128,64,1
2801,5757702,0,256,256,1
2805,5761492,0,512,512,2
2806,5766526,0,256,256,1
2809,5772713,0,512,512,1
2810,5782246,0,256,256,1
2811,5779392,0,128,256,1
2812,5782252,0,256,256,1
2813,5790026,0,128,128,1
2815,5793171,0,32,32,1
2816,5793174,0,64,64,2
2817,5794906,0,128,128,1
2818,5796957,0,512,512,1
2819,5797157,0,512,512,1
2820,5797189,0,512,512,1
2821,5797234,0,512,512,1
2822,5803605,0,1024,1024,2
2823,5834697,0,2048,1024,1
2826,5840192,0,512,1024,1
2827,5841401,0,512,1024,1
2828,5854942,0,2048,1024,1
2829,5854945,0,1024,512,1
2830,5855104,0,64,64,1
2831,5855107,0,128,64,2
2832,5868087,0,1024,512,1
2833,5868378,0,1024,512,0
2836,5912346,0,1024,1024,1
2837,5873682,0,1024,2048,1
2838,5873945,0,1024,512,0
2839,5873976,0,1024,512,0
2840,5874260,0,256,256,1
2841,5875463,0,512,512,2
2842,5882646,0,512,256,1
2843,5882648,0,1024,512,1
2844,5911407,0,128,64,1
2845,5882640,0,1024,512,1
2846,5882643,0,2048,2048,1
2847,5891357,0,512,512,1
2848,5891360,0,1024,1024,2
2849,5891941,0,1024,512,1
2850,5891944,0,2048,1024,2
2852,5898979,0,1024,1024,1
2853,5899865,0,64,64,1
2854,5899876,0,64,64,1
2855,5900924,0,1024,512,0
2856,5901455,0,1024,512,0
2860,5901972,0,1024,512,0
2861,5901975,0,1024,512,0
2862,5901978,0,1024,512,0
2872,5903054,0,512,256,1
2873,5904915,0,512,512,1
2874,5907240,0,512,256,1
2875,5907428,0,256,512,1
2876,5907435,0,512,512,1
2877,5911899,0,512,1024,1
2878,5911902,0,1024,2048,2
2879,5912725,0,128,64,1
2880,5917397,0,128,128,1
2881,5922242,0,64,64,1
2882,5922431,0,1024,1024,1
2883,5930260,0,1024,1024,1
2884,5930263,0,1024,1024,1
2885,5930301,0,2048,2048,1
2886,5930314,0,512,512,1
2887,5931776,0,1024,1024,1
2888,5931797,0,1024,1024,1
2889,5931808,0,1024,1024,1
2890,5931813,0,1024,1024,1
2891,5931849,0,1024,1024,1
