ID,PhaseID,PhaseGroupID
3968,169,1163
3969,10852,1163
3970,10890,1158
3971,169,1157
3974,11011,1165
3975,11288,1165
3976,12699,1166
3977,12703,1166
3979,12648,1167
3980,12725,1167
3981,12619,1168
3982,12572,1168
3983,12608,1168
3984,12574,1168
3985,12717,1168
3986,12622,1168
3987,12683,1168
3988,12564,1168
3989,12618,1168
3990,12628,1168
3991,169,1169
3992,12472,1169
3993,169,1167
3994,169,1170
3995,12755,1170
3998,12912,1172
3999,12815,1172
4000,12913,1173
4001,12815,1173
4002,169,1174
4003,11826,1174
4004,12822,1175
4005,169,1175
4006,12973,1176
4007,12974,1176
4008,13124,1177
4009,169,1177
4010,169,1178
4011,13127,1178
4014,169,1180
4015,12243,1180
4016,12243,1169
4017,429,1181
4018,13123,1181
4019,13209,1182
4020,12045,1182
4021,12011,1183
4022,12419,1183
4023,169,1184
4024,6081,1184
4025,13279,1185
4026,13280,1185
4027,11011,1186
4028,12379,1186
4029,12815,1187
4030,13350,1187
4031,12815,1188
4032,13367,1188
4033,13279,1189
4034,13280,1189
4035,13589,1190
4036,13458,1190
4039,13708,1192
4040,13707,1192
4041,13804,1192
4042,169,1193
4043,13917,1193
4044,13943,1194
4045,13790,1194
4046,14037,1195
4047,14045,1196
4050,14046,1197
4053,169,1198
4054,12465,1198
4055,169,1199
4056,14189,1199
4057,14191,1199
4058,169,1200
4059,14191,1200
4060,14213,1201
4061,169,1201
4075,169,1204
4076,14191,1204
4077,14330,1204
4078,169,1205
4079,14202,1205
4080,169,1206
4081,14392,1206
4082,14045,1207
4083,14046,1207
4084,169,1208
4085,14393,1208
4086,14392,1208
4087,10745,1208
4088,10747,1208
4090,169,1209
4092,169,1197
4093,14045,1209
4094,14806,1210
4095,169,1210
4096,14824,1211
4097,169,1211
4098,14202,1212
4099,14901,1212
4100,13759,1213
4101,13823,1213
4104,13759,1214
4105,13824,1214
4106,13823,1214
4107,169,1215
4108,15006,1215
4109,14711,1216
4110,14728,1216
4113,169,1217
4114,15624,1218
4115,14729,1218
4116,169,1219
4117,15282,1219
4118,15637,1220
4119,14980,1220
4120,15637,1221
4121,14980,1221
4122,15637,1222
4123,14980,1222
4124,169,1223
4125,13759,1223
4126,15282,373
4127,169,1224
4128,15282,1224
4129,169,1225
4130,15794,1225
4131,170,1226
4132,175,1226
4133,15282,1226
4134,169,1226
4135,176,1226
4141,15282,1217
4142,16032,1228
4143,16029,1228
4144,15791,1229
4145,15792,1229
4146,169,1230
4147,15707,1230
4148,169,1231
4149,16227,1231
4150,169,1232
4152,16230,1233
4153,16273,1233
4154,15282,1234
4155,16388,1234
4156,14711,1235
4157,169,1235
4158,14728,1235
4159,169,1236
4160,16512,1236
4161,170,1237
4162,177,1237
4163,172,1237
4164,173,1237
4165,171,1237
4166,176,1237
4167,175,1237
4168,174,1237
4170,170,1238
4171,171,1238
4172,176,1238
4173,175,1238
4175,16656,1237
4176,16656,1238
4177,16655,1232
4178,14533,1239
4179,16733,1239
4180,15846,1240
4181,15317,1240
4182,15519,1240
4185,11011,1242
4186,169,1242
4187,16844,1243
4188,16508,1243
4191,2560,1245
4192,2561,1245
4193,13459,1246
4194,169,1246
4195,13804,1247
4196,169,1247
4197,13708,1247
4198,13707,1247
4199,169,1248
4200,16932,1248
4201,169,1249
4202,15282,1249
4205,15744,1251
4206,169,1251
4227,16970,1260
4228,17026,1260
4231,17082,1262
4232,169,1262
4313,169,1292
4314,17407,1292
4315,169,1293
4316,17270,1293
4317,169,1294
4318,17270,1294
4322,17582,1296
4323,17598,1296
4324,17601,1297
4325,17598,1297
4326,17633,1298
4327,17634,1298
4328,17640,1299
4329,17628,1299
4330,17640,1300
4331,17634,1300
4332,17633,1300
4333,17651,1300
4334,17671,1301
4335,17582,1301
4336,17633,1302
4338,17702,1302
4339,169,1303
4340,17800,1303
4341,17823,1304
4342,17821,1304
4343,17844,1305
4344,17775,1305
4345,17869,1306
4346,17645,1306
4347,170,1307
4348,171,1307
4350,17914,1309
4351,17912,1309
4352,17913,1309
4353,17911,1309
4354,17974,1310
4355,17640,1310
4356,17628,1310
4357,17627,1311
4358,18003,1311
4359,18046,1312
4360,18124,1313
4361,18107,1313
4362,169,1314
4363,18184,1314
4366,18377,1316
4367,18376,1316
4371,18385,1318
4372,18386,1318
4373,18387,1318
4374,18403,1138
4375,11519,1138
4376,18446,1319
4377,18324,1319
4378,18323,1319
4379,18446,1320
4380,18323,1320
4381,18445,1320
4382,18351,1321
4384,18516,1322
4385,18518,1322
4387,18593,1323
4391,169,1324
4392,18679,1324
4393,18669,1325
4394,18351,1325
4395,18709,1326
4396,18698,1326
4397,18551,1327
4398,18778,1327
4399,18552,1328
4400,18778,1328
4401,18547,1329
4402,18778,1329
4405,18833,1331
4406,18810,1331
4407,18814,1331
4408,18812,1331
4409,18919,1332
4410,18633,1332
4411,18918,1332
4412,18954,1333
4413,18956,1333
4418,19012,1323
4421,169,1336
4422,18076,1336
4423,19212,1337
4424,19220,1337
4426,19246,1338
4427,19243,1338
4428,19244,1339
4429,19247,1339
4430,19245,1340
4431,19248,1340
4432,19280,1341
4433,19282,1341
4434,19283,1341
4435,19281,1341
4436,19284,1342
4437,19285,1342
4438,19286,1343
4439,19287,1343
4440,19289,1344
4441,19288,1344
4443,19351,1345
4444,18076,1345
4445,169,1345
4446,169,1346
4447,19388,1346
4448,169,1347
4449,19418,1347
4450,169,1348
4451,19444,1348
4452,19476,1341
4453,169,1349
4454,19483,1349
4455,169,1350
4456,19486,1350
4457,19503,1351
4458,19414,1351
4465,19633,1356
4466,19568,1356
4467,19489,1357
4468,19580,1357
4475,13148,1361
4476,169,1361
4477,13123,1361
4478,20099,1362
4479,20098,1362
4480,169,1363
4481,20253,1363
4482,20268,521
4483,169,1364
4484,226,1364
4485,20384,1365
4486,20385,1365
4487,20012,1366
4490,20009,1366
4491,20012,1367
4492,20013,1367
4493,20009,1367
4494,20013,1368
4495,20009,1368
4497,20009,1369
4498,20507,1369
4499,20508,1366
4500,20396,1370
4501,20021,1370
4502,19919,1370
4503,20268,1371
4504,169,1372
4505,20733,1372
4506,20596,1373
4507,169,1373
4508,20773,1371
4509,20021,1374
4510,20396,1374
4511,20024,1374
4512,21029,1374
4513,20023,1374
4514,20431,1374
4515,20022,1374
4516,20342,1374
4517,20219,1374
4518,20397,1374
4519,19919,1374
4520,21220,1375
4521,21011,1375
4524,21269,1377
4525,21221,1377
4526,21323,1378
4527,21191,1378
4528,21334,1379
4529,21306,1379
4530,21190,1380
4531,21348,1380
4532,21427,1381
4533,20925,1381
4538,20925,1385
4539,169,1385
4544,169,1387
4545,21458,1387
4546,21340,1387
4547,21457,1387
4548,21378,1387
4551,21194,1389
4552,21228,1389
4553,169,1390
4554,21775,1390
4555,21666,1391
4556,21667,1391
4557,21665,1391
4559,22038,1393
4560,22037,1393
4561,22102,1394
4562,22101,1394
4563,21930,1395
4564,21364,1395
4565,22337,1396
4566,9491,1396
4568,22601,1398
4569,22659,1398
4570,22658,1398
4571,22392,1398
4572,22394,1398
4573,22398,1398
4574,22397,1398
4587,22798,1402
4588,22796,1402
4589,22366,1402
4590,22797,1402
4594,22830,1402
4595,22838,1402
4598,22838,1405
4599,22848,1405
4600,22893,1406
4606,22891,1407
4607,22832,1407
4608,22833,1407
4609,22899,1407
4610,22892,1407
4611,22968,1408
4613,22898,1408
4614,22968,1409
4616,22968,1410
4617,22898,1410
4620,23134,1411
4621,23131,1411
4622,23137,1412
4623,23140,1412
4624,23141,1413
4625,23149,1413
4627,23191,1409
4628,23191,1408
4629,23136,1414
4630,23137,1414
4631,23140,1414
4632,23124,1414
4633,23013,1414
4634,23191,1414
4637,23176,1416
4638,23149,1416
4639,23176,1417
4640,22366,1417
4655,23313,1418
4656,23312,1418
4657,22366,1419
4658,22796,1419
4659,22798,1420
4660,22797,1420
4661,23559,1421
4662,23560,1421
4663,23558,1421
4664,23623,1414
4666,169,1423
4667,169,1424
4668,169,1425
4669,169,1426
4670,169,1427
4671,169,1428
4672,23633,1423
4673,23634,1424
4674,23635,1425
4675,23636,1426
4676,23637,1427
4677,23638,1428
4678,23663,1429
4679,23141,1429
4680,23682,1430
4681,23717,1430
4682,23332,1431
4683,23333,1431
4684,23807,1431
4689,23872,1434
4690,23890,1434
4691,22790,1435
4692,23125,1435
4693,24072,1436
4694,24279,1436
4695,24284,1436
4696,24285,1436
4701,24251,1438
4702,24417,1438
4703,23477,1439
4704,24569,1439
4709,24875,1442
4710,24876,1442
4711,24870,1443
4712,24871,1443
4713,24873,1444
4714,24872,1444
4722,25447,1138
4723,25482,1138
