ID,Description_lang,TierID,Flags,ColumnIndex,TabID,ClassID,SpecID,SpellID,OverridesSpellID,RequiredSpellID,CategoryMask[0],CategoryMask[1],SpellRank[0],SpellRank[1],SpellRank[2],SpellRank[3],SpellRank[4],SpellRank[5],SpellRank[6],SpellRank[7],SpellRank[8],PrereqTalent[0],PrereqTalent[1],PrereqTalent[2],PrereqRank[0],PrereqRank[1],PrereqRank[2]
1202,,9,2,1,201,0,0,0,0,0,0,0,52795,52797,52798,52799,52800,0,0,0,0,0,0,0,0,0,0
1221,,0,2,0,303,0,0,0,0,0,0,0,18692,18693,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,,0,2,1,303,0,0,0,0,0,0,0,18694,18695,18696,0,0,0,0,0,0,0,0,0,0,0,0
1223,,0,2,2,303,0,0,0,0,0,0,0,18697,18698,18699,0,0,0,0,0,0,0,0,0,0,0,0
1224,,1,2,0,303,0,0,0,0,0,0,0,18703,18704,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,,1,2,1,303,0,0,0,0,0,0,0,18705,18706,18707,0,0,0,0,0,0,0,0,0,0,0,0
1226,,2,3,2,303,0,0,0,0,0,0,0,18708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,,3,2,2,303,0,0,0,0,0,0,0,18709,18710,0,0,0,0,0,0,0,1226,0,0,0,0,0
1242,,1,2,2,303,0,0,0,0,0,0,0,18731,18743,18744,0,0,0,0,0,0,0,0,0,0,0,0
1243,,2,2,0,303,0,0,0,0,0,0,0,18754,18755,18756,0,0,0,0,0,0,0,0,0,0,0,0
1244,,5,2,1,303,0,0,0,0,0,0,0,23785,23822,23823,23824,23825,0,0,0,0,1262,0,0,4,0,0
1261,,4,2,2,303,0,0,0,0,0,0,0,18767,18768,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,,3,2,1,303,0,0,0,0,0,0,0,18769,18770,18771,18772,18773,0,0,0,0,1282,0,0,0,0,0
1263,,6,2,2,303,0,0,0,0,0,0,0,35691,35692,35693,0,0,0,0,0,0,0,0,0,0,0,0
1281,,4,3,3,303,0,0,0,0,0,0,0,30326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,,2,3,1,303,0,0,0,0,0,0,0,19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,,5,2,2,303,0,0,0,0,0,0,0,47245,47246,47247,0,0,0,0,0,0,0,0,0,0,0,0
1284,,0,2,0,302,0,0,0,0,0,0,0,18827,18829,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,,1,2,1,362,0,0,0,0,0,0,0,19184,19387,19388,0,0,0,0,0,0,0,0,0,0,0,0
1305,,1,2,2,362,0,0,0,0,0,0,0,19376,63457,63458,0,0,0,0,0,0,0,0,0,0,0,0
1306,,3,2,1,362,0,0,0,0,0,0,0,56342,56343,56344,0,0,0,0,0,0,0,0,0,0,0,0
1309,,1,2,3,362,0,0,0,0,0,0,0,19286,19287,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,,1,2,0,362,0,0,0,0,0,0,0,19290,19294,24283,0,0,0,0,0,0,0,0,0,0,0,0
1311,,3,2,2,362,0,0,0,0,0,0,0,19295,19297,19298,0,0,0,0,0,0,0,0,0,0,0,0
1312,,4,3,2,362,0,0,0,0,0,0,0,19306,0,0,0,0,0,0,0,0,1311,0,0,2,0,0
1322,,8,3,1,362,0,0,0,0,0,0,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,,6,3,1,362,0,0,0,0,0,0,0,19386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,,1,2,0,363,0,0,0,0,0,0,0,19407,19412,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,,0,2,2,363,0,0,0,0,0,0,0,19416,19417,19418,19419,19420,0,0,0,0,0,0,0,0,0,0
1343,,1,2,1,363,0,0,0,0,0,0,0,19421,19422,19423,0,0,0,0,0,0,0,0,0,0,0,0
1345,,2,3,1,363,0,0,0,0,0,0,0,19434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,,2,2,3,363,0,0,0,0,0,0,0,19454,19455,19456,0,0,0,0,0,0,0,0,0,0,0,0
1347,,3,2,2,363,0,0,0,0,0,0,0,19461,19462,24691,0,0,0,0,0,0,0,1345,0,0,0,0
1349,,1,2,2,363,0,0,0,0,0,0,0,19485,19487,19488,19489,19490,0,0,0,0,0,0,0,0,0,0
1351,,5,2,0,363,0,0,0,0,0,0,0,35100,35102,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,,4,3,1,363,0,0,0,0,0,0,0,23989,0,0,0,0,0,0,0,0,1806,0,0,0,0,0
1361,,6,2,1,363,0,0,0,0,0,0,0,19506,0,0,0,0,0,0,0,0,1353,0,0,0,0,0
1382,,0,2,1,361,0,0,0,0,0,0,0,82682,82683,82684,82685,82686,0,0,0,0,0,0,0,0,0,0
1384,,2,2,0,361,0,0,0,0,0,0,0,19559,19560,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,,3,2,1,361,0,0,0,0,0,0,0,19572,19573,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,,6,3,1,361,0,0,0,0,0,0,0,19574,0,0,0,0,0,0,0,0,1387,0,0,0,0,0
1387,,4,3,1,361,0,0,0,0,0,0,0,19577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,,4,2,0,361,0,0,0,0,0,0,0,19578,20895,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,,0,2,2,361,0,0,0,0,0,0,0,19590,19592,82687,82688,82689,0,0,0,0,0,0,0,0,0,0
1393,,5,3,2,361,0,0,0,0,0,0,0,82692,0,0,0,0,0,0,0,0,1397,0,0,0,0,0
1395,,1,2,1,361,0,0,0,0,0,0,0,19609,19610,19612,0,0,0,0,0,0,0,0,0,0,0,0
1396,,2,2,2,361,0,0,0,0,0,0,0,19616,19617,19618,19619,19620,0,0,0,0,0,0,0,0,0,0
1397,,3,2,2,361,0,0,0,0,0,0,0,19621,19622,19623,19624,19625,0,0,0,0,1396,0,0,0,0,0
1401,,1,2,2,381,0,0,0,0,0,0,0,20042,20045,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,,5,2,1,381,0,0,0,0,0,0,0,20049,20056,20057,0,0,0,0,0,0,1411,0,0,4,0,0
1403,,0,2,1,381,0,0,0,0,0,0,0,20060,20061,20062,20063,20064,0,0,0,0,0,0,0,0,0,0
1407,,0,2,2,381,0,0,0,0,0,0,0,20101,20102,20103,20104,20105,0,0,0,0,0,0,0,0,0,0
1410,,4,2,0,381,0,0,0,0,0,0,0,20111,20112,20113,0,0,0,0,0,0,0,0,0,0,0,0
1411,,2,2,1,381,0,0,0,0,0,0,0,20117,20118,20119,20120,20121,0,0,0,0,0,0,0,0,0,0
1421,,7,2,0,383,0,0,0,0,0,0,0,20127,20130,20135,0,0,0,0,0,0,0,0,0,0,0,0
1422,,3,2,2,383,0,0,0,0,0,0,0,20138,20139,20140,0,0,0,0,0,0,0,0,0,0,0,0
1423,,2,2,2,383,0,0,0,0,0,0,0,20143,20144,20145,20146,20147,0,0,0,0,0,0,0,0,0,0
1425,,1,2,1,383,0,0,0,0,0,0,0,20174,20175,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,,4,2,2,383,0,0,0,0,0,0,0,20177,20179,20181,20180,20182,0,0,0,0,0,0,0,0,0,0
1429,,5,2,2,383,0,0,0,0,0,0,0,20196,20197,20198,0,0,0,0,0,0,0,0,0,0,0,0
1430,,6,3,1,383,0,0,0,0,0,0,0,20925,0,0,0,0,0,0,0,0,1431,0,0,0,0,0
1431,,4,3,1,383,0,0,0,0,0,0,0,20911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,,0,2,1,382,0,0,0,0,0,0,0,20205,20206,20207,20209,20208,0,0,0,0,0,0,0,0,0,0
1433,,4,3,1,382,0,0,0,0,0,0,0,20216,0,0,0,0,0,0,0,0,1461,0,0,4,0,0
1435,,2,3,0,382,0,0,0,0,0,0,0,31821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,,6,3,1,381,0,0,0,0,0,0,0,20066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,,0,2,1,383,0,0,0,0,0,0,0,63646,63647,63648,63649,63650,0,0,0,0,0,0,0,0,0,0
1443,,2,2,2,382,0,0,0,0,0,0,0,20234,20235,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,,1,2,0,382,0,0,0,0,0,0,0,20237,20238,20239,0,0,0,0,0,0,0,0,0,0,0,0
1446,,3,2,2,382,0,0,0,0,0,0,0,20244,20245,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,,1,2,1,382,0,0,0,0,0,0,0,20257,20258,20259,20260,20261,0,0,0,0,0,0,0,0,0,0
1450,,3,2,0,382,0,0,0,0,0,0,0,20254,20255,20256,0,0,0,0,0,0,0,0,0,0,0,0
1461,,2,2,1,382,0,0,0,0,0,0,0,20210,20212,20213,20214,20215,0,0,0,0,0,0,0,0,0,0
1463,,0,2,2,382,0,0,0,0,0,0,0,20224,20225,20330,20331,20332,0,0,0,0,0,0,0,0,0,0
1464,,1,2,1,381,0,0,0,0,0,0,0,20335,20336,20337,0,0,0,0,0,0,0,0,0,0,0,0
1465,,4,2,2,382,0,0,0,0,0,0,0,20359,20360,20361,0,0,0,0,0,0,0,0,0,0,0,0
1481,,2,3,2,381,0,0,0,0,0,0,0,20375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,,2,2,1,383,0,0,0,0,0,0,0,20468,20469,20470,0,0,0,0,0,0,0,0,0,0,0,0
1502,,6,3,1,382,0,0,0,0,0,0,0,20473,0,0,0,0,0,0,0,0,1433,0,0,0,0,0
1521,,3,2,1,383,0,0,0,0,0,0,0,20487,20488,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,,5,2,0,164,0,0,0,0,0,0,0,20500,20501,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,,3,2,1,164,0,0,0,0,0,0,0,20502,20503,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,,4,2,2,164,0,0,0,0,0,0,0,29888,29889,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,,4,3,1,202,0,0,0,0,0,0,0,20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,,3,2,0,164,0,0,0,0,0,0,0,23584,23585,23586,23587,23588,0,0,0,0,0,0,0,0,0,0
1601,,0,2,1,163,0,0,0,0,0,0,0,12298,12724,12725,12726,12727,0,0,0,0,0,0,0,0,0,0
1621,,0,2,2,362,0,0,0,0,0,0,0,19159,19160,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,,2,2,0,362,0,0,0,0,0,0,0,19255,19256,19257,19258,19259,0,0,0,0,0,0,0,0,0,0
1623,,0,2,0,362,0,0,0,0,0,0,0,52783,52785,52786,52787,52788,0,0,0,0,0,0,0,0,0,0
1624,,1,2,0,361,0,0,0,0,0,0,0,35029,35030,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,,1,2,2,361,0,0,0,0,0,0,0,24443,19575,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,,5,2,2,382,0,0,0,0,0,0,0,5923,5924,5925,5926,25829,0,0,0,0,0,0,0,0,0,0
1628,,1,2,2,382,0,0,0,0,0,0,0,9453,25836,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,,1,2,2,383,0,0,0,0,0,0,0,20096,20097,20098,20099,20100,0,0,0,0,0,0,0,0,0,0
1631,,1,2,0,381,0,0,0,0,0,0,0,25956,25957,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,,3,2,0,381,0,0,0,0,0,0,0,9799,25988,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,,2,2,0,381,0,0,0,0,0,0,0,9452,26016,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,,2,2,3,381,0,0,0,0,0,0,0,26022,26023,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,,4,2,0,202,0,0,0,0,0,0,0,27789,27790,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,,3,2,2,202,0,0,0,0,0,0,0,27811,27815,27816,0,0,0,0,0,0,411,0,0,0,0,0
1637,,6,3,1,202,0,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,1561,0,0,0,0,0
1638,,4,2,2,203,0,0,0,0,0,0,0,27839,27840,0,0,0,0,0,0,0,0,484,0,0,0,0
1639,,3,2,3,41,0,0,0,0,0,0,0,29074,29075,29076,0,0,0,0,0,0,0,0,0,0,0,0
1640,,1,0,1,261,0,0,0,0,0,0,0,28996,28997,28998,0,0,0,0,0,0,0,0,0,0,0,0
1641,,2,0,2,261,0,0,0,0,0,0,0,28999,29000,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,,1,2,2,61,0,0,0,0,0,0,0,29438,29439,29440,0,0,0,0,0,0,0,0,0,0,0,0
1650,,1,2,1,81,0,0,0,0,0,0,0,29441,29444,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,,6,2,0,163,0,0,0,0,0,0,0,29593,29594,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,,7,2,1,163,0,0,0,0,0,0,0,29140,29143,29144,0,0,0,0,0,0,0,0,0,0,0,0
1654,,2,2,2,163,0,0,0,0,0,0,0,29598,29599,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,,6,2,3,164,0,0,0,0,0,0,0,29721,29776,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,,4,2,0,164,0,0,0,0,0,0,0,29590,29591,29592,0,0,0,0,0,0,0,0,0,0,0,0
1658,,7,2,3,164,0,0,0,0,0,0,0,29759,29760,29761,29762,29763,0,0,0,0,0,0,0,0,0,0
1659,,8,3,1,164,0,0,0,0,0,0,0,29801,0,0,0,0,0,0,0,0,167,0,0,0,0,0
1660,,6,2,2,163,0,0,0,0,0,0,0,29787,29790,29792,0,0,0,0,0,0,0,0,0,0,0,0
1661,,8,3,1,161,0,0,0,0,0,0,0,29623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,,8,2,0,161,0,0,0,0,0,0,0,29723,29725,29724,0,0,0,0,0,0,0,0,0,0,0,0
1663,,6,2,0,161,0,0,0,0,0,0,0,29834,29838,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,,8,2,2,161,0,0,0,0,0,0,0,29836,29859,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,,8,3,1,163,0,0,0,0,0,0,0,20243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,,7,2,2,302,0,0,0,0,0,0,0,32477,32483,32484,0,0,0,0,0,0,0,0,0,0,0,0
1668,,7,2,0,302,0,0,0,0,0,0,0,30054,30057,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,,6,2,1,302,0,0,0,0,0,0,0,30060,30061,30062,30063,30064,0,0,0,0,0,0,0,0,0,0
1670,,8,3,1,302,0,0,0,0,0,0,0,30108,0,0,0,0,0,0,0,0,1669,0,0,4,0,0
1671,,2,2,3,303,0,0,0,0,0,0,0,30143,30144,30145,0,0,0,0,0,0,0,0,0,0,0,0
1672,,8,3,1,303,0,0,0,0,0,0,0,30146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,,7,2,1,303,0,0,0,0,0,0,0,30242,30245,30246,30247,30248,0,0,0,0,0,0,0,0,0,0
1676,,8,3,1,301,0,0,0,0,0,0,0,30283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,,7,2,1,301,0,0,0,0,0,0,0,30288,30289,30290,30291,30292,0,0,0,0,0,0,0,0,0,0
1678,,6,2,2,301,0,0,0,0,0,0,0,30293,30295,30296,0,0,0,0,0,0,0,0,0,0,0,0
1679,,5,2,0,301,0,0,0,0,0,0,0,30299,30301,30302,0,0,0,0,0,0,0,0,0,0,0,0
1680,,6,2,0,303,0,0,0,0,0,0,0,30319,30320,30321,0,0,0,0,0,0,0,0,0,0,0,0
1685,,1,0,3,261,0,0,0,0,0,0,0,30672,30673,30674,0,0,0,0,0,0,0,0,0,0,0,0
1687,,6,1,1,261,0,0,0,0,0,0,0,61882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,,4,0,3,263,0,0,0,0,0,0,0,30802,30808,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,,4,1,1,263,0,0,0,0,0,0,0,30823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,,2,0,2,262,0,0,0,0,0,0,0,30867,30868,30869,0,0,0,0,0,0,0,0,0,0,0,0
1699,,1,0,3,262,0,0,0,0,0,0,0,30881,30883,30884,0,0,0,0,0,0,0,0,0,0,0,0
1706,,3,0,2,181,0,0,0,0,0,0,0,31124,31126,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,,4,0,2,182,0,0,0,0,0,0,0,58410,0,0,0,0,0,0,0,0,682,0,0,2,0,0
1721,,1,0,1,182,0,0,0,0,0,0,0,31208,31209,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,,4,0,0,183,0,0,0,0,0,0,0,31228,31229,31230,0,0,0,0,0,0,0,0,0,0,0,0
1724,,4,2,0,81,0,0,0,0,0,0,0,31569,31570,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,,5,2,2,81,0,0,0,0,0,0,0,31571,31572,0,0,0,0,0,0,0,0,86,0,0,0,0
1726,,5,2,0,81,0,0,0,0,0,0,0,31574,31575,54354,0,0,0,0,0,0,0,0,0,0,0,0
1727,,6,2,0,81,0,0,0,0,0,0,0,31579,31582,31583,0,0,0,0,0,0,0,0,0,0,0,0
1728,,7,2,2,81,0,0,0,0,0,0,0,31584,31585,31586,0,0,0,0,0,0,0,0,0,0,0,0
1729,,8,3,1,81,0,0,0,0,0,0,0,31589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,,4,2,0,41,0,0,0,0,0,0,0,31638,31639,31640,0,0,0,0,0,0,0,0,0,0,0,0
1731,,5,2,0,41,0,0,0,0,0,0,0,31641,31642,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,,6,2,2,41,0,0,0,0,0,0,0,31679,31680,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,,6,2,0,41,0,0,0,0,0,0,0,34293,34295,34296,0,0,0,0,0,0,0,0,0,0,0,0
1734,,7,2,2,41,0,0,0,0,0,0,0,31656,31657,31658,0,0,0,0,0,0,0,0,0,0,0,0
1735,,8,3,1,41,0,0,0,0,0,0,0,31661,0,0,0,0,0,0,0,0,36,0,0,0,0,0
1736,,4,2,3,61,0,0,0,0,0,0,0,31667,31668,31669,0,0,0,0,0,0,0,0,0,0,0,0
1737,,5,2,0,61,0,0,0,0,0,0,0,55091,55092,0,0,0,0,0,0,0,0,0,72,0,0,0
1738,,6,2,2,61,0,0,0,0,0,0,0,31674,31675,31676,0,0,0,0,0,0,0,0,0,0,0,0
1740,,7,2,1,61,0,0,0,0,0,0,0,31682,31683,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,,8,3,1,61,0,0,0,0,0,0,0,31687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,,4,2,0,382,0,0,0,0,0,0,0,31822,31823,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,,5,2,0,382,0,0,0,0,0,0,0,31825,31826,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,,6,2,2,382,0,0,0,0,0,0,0,31828,31829,31830,0,0,0,0,0,0,0,0,0,0,0,0
1745,,6,2,0,382,0,0,0,0,0,0,0,31833,31835,31836,83388,83389,0,0,0,0,0,0,0,0,0,0
1746,,7,2,2,382,0,0,0,0,0,0,0,31837,31838,31839,31840,31841,0,0,0,0,0,0,0,0,0,0
1747,,8,3,0,382,0,0,0,0,0,0,0,31842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,,1,2,0,383,0,0,0,0,0,0,0,31844,31845,53519,0,0,0,0,0,0,0,0,0,0,0,0
1750,,5,2,0,383,0,0,0,0,0,0,0,31848,31849,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,,6,2,2,383,0,0,0,0,0,0,0,31850,31851,31852,0,0,0,0,0,0,0,0,0,0,0,0
1753,,7,2,2,383,0,0,0,0,0,0,0,31858,31859,31860,0,0,0,0,0,0,0,0,0,0,0,0
1754,,8,3,1,383,0,0,0,0,0,0,0,31935,0,0,0,0,0,0,0,0,1430,0,0,0,0,0
1755,,3,2,3,381,0,0,0,0,0,0,0,31866,31867,31868,0,0,0,0,0,0,0,0,0,0,0,0
1756,,4,2,2,381,0,0,0,0,0,0,0,31869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,,5,2,2,381,0,0,0,0,0,0,0,31871,31872,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,,6,2,2,381,0,0,0,0,0,0,0,31876,31877,31878,0,0,0,0,0,0,0,0,0,0,0,0
1759,,7,2,1,381,0,0,0,0,0,0,0,31879,31880,31881,0,0,0,0,0,0,1441,0,0,0,0,0
1761,,3,2,2,381,0,0,0,0,0,0,0,32043,35396,35397,0,0,0,0,0,0,0,0,0,0,0,0
1763,,4,2,0,302,0,0,0,0,0,0,0,32385,32387,32392,32393,32394,0,0,0,0,0,0,0,0,0,0
1764,,3,2,3,302,0,0,0,0,0,0,0,32381,32382,32383,0,0,0,0,0,0,0,0,0,0,0,0
1765,,6,2,2,202,0,0,0,0,0,0,0,33142,33145,33146,0,0,0,0,0,0,0,0,0,0,0,0
1766,,5,2,0,202,0,0,0,0,0,0,0,33150,33154,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,,1,2,1,202,0,0,0,0,0,0,0,33158,33159,33160,33161,33162,0,0,0,0,0,0,0,0,0,0
1768,,5,2,2,202,0,0,0,0,0,0,0,34753,34859,34860,0,0,0,0,0,0,0,0,0,0,0,0
1769,,4,3,0,201,0,0,0,0,0,0,0,81700,0,0,0,0,0,0,0,0,7577,0,0,0,0,0
1771,,1,2,2,201,0,0,0,0,0,0,0,33186,33190,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,,4,2,1,201,0,0,0,0,0,0,0,34908,34909,34910,0,0,0,0,0,0,0,0,0,0,0,0
1773,,6,2,2,201,0,0,0,0,0,0,0,63504,63505,63506,0,0,0,0,0,0,0,0,0,0,0,0
1774,,8,3,1,201,0,0,0,0,0,0,0,33206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,,4,2,3,203,0,0,0,0,0,0,0,33213,33214,33215,0,0,0,0,0,0,0,0,0,0,0,0
1778,,6,2,2,203,0,0,0,0,0,0,0,33221,33222,33223,33224,33225,0,0,0,0,0,0,0,0,0,0
1779,,8,3,1,203,0,0,0,0,0,0,0,34914,0,0,0,0,0,0,0,0,521,0,0,0,0,0
1781,,5,2,0,203,0,0,0,0,0,0,0,14910,33371,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,,5,2,1,283,0,0,0,0,0,0,0,33589,33590,33591,0,0,0,0,0,0,788,0,0,0,0,0
1783,,5,2,2,283,0,0,0,0,0,0,0,33592,33596,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,,4,2,3,283,0,0,0,0,0,0,0,33597,33599,33956,0,0,0,0,0,0,0,0,0,0,0,0
1786,,7,2,2,283,0,0,0,0,0,0,0,33603,33604,33605,0,0,0,0,0,0,0,0,0,0,0,0
1787,,8,3,2,283,0,0,0,0,0,0,0,33831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,,6,2,2,282,0,0,0,0,0,0,0,33879,33880,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,,7,2,1,282,0,0,0,0,0,0,0,33886,33887,33888,33889,33890,0,0,0,0,0,0,0,0,0,0
1790,,7,2,2,282,0,0,0,0,0,0,0,33881,33882,33883,0,0,0,0,0,0,0,0,0,0,0,0
1791,,8,3,1,282,0,0,0,0,0,0,0,65139,0,0,0,0,0,0,0,0,1789,0,0,4,0,0
1792,,3,2,0,281,0,0,0,0,0,0,0,33872,33873,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,,6,2,3,281,0,0,0,0,0,0,0,33851,33852,33957,0,0,0,0,0,0,0,0,0,0,0,0
1794,,5,2,3,281,0,0,0,0,0,0,0,33853,33855,33856,0,0,0,0,0,0,0,0,0,0,0,0
1795,,2,2,1,281,0,0,0,0,0,0,0,33859,33866,33867,0,0,0,0,0,0,0,0,0,0,0,0
1796,,8,2,1,281,0,0,0,0,0,0,0,33917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,,7,2,0,282,0,0,0,0,0,0,0,34151,81274,81275,0,0,0,0,0,0,1922,0,0,0,0,0
1798,,6,2,2,281,0,0,0,0,0,0,0,34297,34300,0,0,0,0,0,0,0,0,809,0,0,0,0
1799,,3,2,0,361,0,0,0,0,0,0,0,34453,34454,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,,5,2,0,361,0,0,0,0,0,0,0,34455,34459,34460,0,0,0,0,0,0,0,0,0,0,0,0
1801,,1,2,3,361,0,0,0,0,0,0,0,34462,34464,34465,0,0,0,0,0,0,0,0,0,0,0,0
1802,,6,2,2,361,0,0,0,0,0,0,0,34466,34467,34468,34469,34470,0,0,0,0,0,0,0,0,0,0
1803,,8,2,1,361,0,0,0,0,0,0,0,34692,0,0,0,0,0,0,0,0,1386,0,0,0,0,0
1804,,3,2,0,363,0,0,0,0,0,0,0,83340,83356,0,0,0,0,0,0,0,1818,0,0,0,0,0
1806,,3,2,1,363,0,0,0,0,0,0,0,34482,34483,34484,0,0,0,0,0,0,1345,0,0,0,0,0
1807,,7,2,1,363,0,0,0,0,0,0,0,34485,34486,34487,0,0,0,0,0,0,1361,0,0,0,0,0
1808,,8,3,1,363,0,0,0,0,0,0,0,34490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,,5,2,0,362,0,0,0,0,0,0,0,34491,34492,34493,0,0,0,0,0,0,0,0,0,0,0,0
1810,,5,2,2,362,0,0,0,0,0,0,0,82832,82833,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,,9,2,2,362,0,0,0,0,0,0,0,34497,34498,34499,0,0,0,0,0,0,2144,0,0,0,0,0
1812,,6,2,2,362,0,0,0,0,0,0,0,34500,34502,34503,0,0,0,0,0,0,0,0,0,0,0,0
1813,,6,2,0,362,0,0,0,0,0,0,0,34506,34507,34508,34838,34839,0,0,0,0,0,0,0,0,0,0
1814,,2,3,1,362,0,0,0,0,0,0,0,19503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,,8,3,1,202,0,0,0,0,0,0,0,34861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,,3,2,3,203,0,0,0,0,0,0,0,33191,78228,78229,0,0,0,0,0,0,0,0,0,0,0,0
1817,,4,2,0,301,0,0,0,0,0,0,0,34935,34938,34939,0,0,0,0,0,0,985,0,0,1,0,0
1818,,2,2,0,363,0,0,0,0,0,0,0,34950,34954,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,,0,2,0,363,0,0,0,0,0,0,0,34948,34949,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,,0,2,1,362,0,0,0,0,0,0,0,19498,19499,19500,0,0,0,0,0,0,0,0,0,0,0,0
1821,,5,2,2,363,0,0,0,0,0,0,0,35104,35110,0,0,0,0,0,0,0,1347,0,0,2,0,0
1822,,1,2,1,283,0,0,0,0,0,0,0,35363,35364,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,,8,2,1,381,0,0,0,0,0,0,0,75806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,,7,2,1,161,0,0,0,0,0,0,0,35446,35448,35449,0,0,0,0,0,0,135,0,0,0,0,0
1825,,3,0,1,181,0,0,0,0,0,0,0,35541,35550,35551,0,0,0,0,0,0,0,0,0,0,0,0
1826,,9,2,2,81,0,0,0,0,0,0,0,35578,35581,0,0,0,0,0,0,0,0,0,0,0,0,0
