ID,ChrRacesID,Sex,OptionID,Data,ChrCustomizationChoiceID,DependentOptionID,DependentData,Field_3_4_0_45166_007
10592,8,0,1,11,17820,0,0,-1
10593,8,0,1,12,17821,0,0,-1
10594,8,0,1,13,17822,0,0,-1
10595,8,0,1,14,17823,0,0,-1
10596,8,0,2,0,17824,0,0,-1
10597,8,0,2,1,17825,0,0,-1
10598,8,0,2,2,17826,0,0,-1
10599,8,0,2,3,17827,0,0,-1
10600,8,0,2,4,17828,0,0,-1
10601,8,0,3,0,17829,0,0,-1
10602,8,0,3,1,17830,0,0,-1
10603,8,0,3,2,17831,0,0,-1
10604,8,0,3,3,17832,0,0,-1
10605,8,0,3,4,17833,0,0,-1
10606,8,0,3,5,17834,0,0,-1
10607,8,0,4,0,17835,0,0,-1
10608,8,0,4,1,17836,0,0,-1
10609,8,0,4,2,17837,0,0,-1
10610,8,0,4,3,17838,0,0,-1
10611,8,0,4,4,17839,0,0,-1
10612,8,0,4,5,17840,0,0,-1
10613,8,0,4,6,17841,0,0,-1
10614,8,0,4,7,17842,0,0,-1
10615,8,0,4,8,17843,0,0,-1
10616,8,0,4,9,17844,0,0,-1
10617,8,0,5,0,17845,0,0,-1
10618,8,0,5,1,17846,0,0,-1
10619,8,0,5,2,17847,0,0,-1
10620,8,0,5,3,17848,0,0,-1
10621,8,0,5,4,17849,0,0,-1
10622,8,0,5,5,17850,0,0,-1
10623,8,0,5,6,17851,0,0,-1
10624,8,0,5,7,17852,0,0,-1
10625,8,0,5,8,17853,0,0,-1
10626,8,0,5,9,17854,0,0,-1
10627,8,0,5,10,17855,0,0,-1
10628,8,1,1,0,17856,0,0,-1
10629,8,1,1,1,17857,0,0,-1
10630,8,1,1,2,17858,0,0,-1
10631,8,1,1,3,17859,0,0,-1
10632,8,1,1,4,17860,0,0,-1
10633,8,1,1,5,17861,0,0,-1
10634,8,1,1,6,17862,0,0,-1
10635,8,1,1,7,17863,0,0,-1
10636,8,1,1,8,17864,0,0,-1
10637,8,1,1,9,17865,0,0,-1
10638,8,1,1,10,17866,0,0,-1
10639,8,1,1,11,17867,0,0,-1
10640,8,1,1,12,17868,0,0,-1
10641,8,1,1,13,17869,0,0,-1
10642,8,1,1,14,17870,0,0,-1
10643,8,1,2,0,17871,0,0,-1
10644,8,1,2,1,17872,0,0,-1
10645,8,1,2,2,17873,0,0,-1
10646,8,1,2,3,17874,0,0,-1
10647,8,1,2,4,17875,0,0,-1
10648,8,1,2,5,17876,0,0,-1
10649,8,1,3,0,17877,0,0,-1
10650,8,1,3,1,17878,0,0,-1
10651,8,1,3,2,17879,0,0,-1
10652,8,1,3,3,17880,0,0,-1
10653,8,1,3,4,17881,0,0,-1
10654,8,1,4,0,17882,0,0,-1
10655,8,1,4,1,17883,0,0,-1
10656,8,1,4,2,17884,0,0,-1
10657,8,1,4,3,17885,0,0,-1
10658,8,1,4,4,17886,0,0,-1
10659,8,1,4,5,17887,0,0,-1
10660,8,1,4,6,17888,0,0,-1
10661,8,1,4,7,17889,0,0,-1
10662,8,1,4,8,17890,0,0,-1
10663,8,1,4,9,17891,0,0,-1
10664,8,1,5,0,17892,0,0,-1
10665,8,1,5,1,17893,0,0,-1
10666,8,1,5,2,17894,0,0,-1
10667,8,1,5,3,17895,0,0,-1
10668,8,1,5,4,17896,0,0,-1
10669,8,1,5,5,17897,0,0,-1
10670,9,0,1,0,17898,0,0,-1
10671,9,0,1,1,17899,0,0,-1
10672,9,0,1,2,17900,0,0,-1
10673,9,0,3,0,17901,0,0,-1
10674,9,0,3,1,17902,0,0,-1
10675,9,1,1,0,17903,0,0,-1
10676,9,1,1,1,17904,0,0,-1
10677,9,1,1,2,17905,0,0,-1
