Offset[0],Offset[1],Offset[2],OffsetVariation[0],OffsetVariation[1],OffsetVariation[2],ID,SpellVisualEffectNameID,AttachmentID,PositionerID,Yaw,Pitch,Roll,YawVariation,PitchVariation,RollVariation,Scale,ScaleVariation,StartAnimID,AnimID,EndAnimID,AnimKitID,Flags,LowDefModelAttachID,StartDelay,Field_1_15_4_56400_021,ParentSpellVisualKitID
0,0,0,0,0,0,15562,12947,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26740
1,0,0,0,0,0,15564,12949,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26744
0,0,0.5,0,0,0,15565,2843,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,1551,0,0,0,0,26745
0,0,0,0,0,0,15566,12550,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26746
0,0,0,0,0,0,15568,12064,1,0,1.2217305,3.1415927,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26748
0,0,0,0,0,0,15569,12064,2,0,1.134464,3.1415927,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26748
0,0,0,0,0,0,15570,12064,1,0,1.2217305,3.1415927,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26749
0,0,0,0,0,0,15571,12064,2,0,1.134464,3.1415927,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26749
0,0,0,0,0,0,15572,12953,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26752
0,0,0,0,0,0,15573,12961,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,25269
0,0,0,0,0,0,15576,11505,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26758
0,0,0,0,0,0,15581,12957,22,0,0.87266463,3.1415927,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26756
0,0,0,0,0,0,15582,12957,22,0,0.87266463,3.1415927,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26757
0,0,0,0,0,0,15583,5240,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26770
0,0,-2,0,0,0,15584,9579,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26773
0,0,-2,0,0,0,15585,9130,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26774
0,0,0,0,0,0,15586,12236,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26781
0,0,0,0,0,0,15588,12746,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26781
0,0,0,0,0,0,15589,12959,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26782
0,0,0,0,0,0,15590,6873,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26783
0,0,0,0,0,0,15591,9948,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26783
-0.2,1,0,0,0,0,15592,12960,17,0,1.5707964,0,1.5707964,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26784
-0.5,0,-0.25,0,0,0,15593,4795,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26785
1.5,0,-3,0,0,0,15594,7244,19,0,0.2617994,-0.5235988,0.17453292,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26787
0,0,0,0,0,0,15595,12986,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26789
1,0,-2,0,0,0,15597,12964,19,0,0.2617994,-0.5235988,0.17453292,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26786
0,0,0,0,0,0,15598,12974,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26790
0,0,0,0,0,0,15599,12236,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26792
0.1,0,-0.1,0,0,0,15601,12965,1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26793
0,0,0,0,0,0,15604,12968,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26791
0,0,0,0,0,0,15607,9164,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26799
0,0,0,0,0,0,15609,12593,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26805
0.5,0,0,0,0,0,15611,5387,34,0,0,0.2617994,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26056
0,0,0,0,0,0,15613,12537,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26823
0,0,0,0,0,0,15614,12677,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26834
0,0,0,0,0,0,15615,6202,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26835
0,0,0,0,0,0,15616,12980,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26838
-0.4,0,0.15,0,0,0,15618,6800,17,0,0.2617994,0.43633232,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26843
-0.4,0,0.15,0,0,0,15619,9443,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26843
0,0,0,0,0,0,15621,12982,1,0,0,0.17453292,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26845
0,0,0,0,0,0,15622,12982,1,0,0,0.17453292,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26846
0,2,0,0,0,0,15624,12981,19,0,0,0.5235988,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,23887
0,0,0,0,0,0,15627,12981,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,23887
2,0,0,0,0,0,15631,12981,19,0,0,0.2617994,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,23887
0,0,2,0,0,0,15632,12981,19,0,0.5235988,0.7853982,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,23887
0,0,-3,0,0,0,15633,12985,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26849
0,0,0,0,0,0,15634,12974,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,976,0,0,0,0,26850
0,0,-3,0,0,0,15635,12985,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26851
-0.5,0.2,-0.6,0,0,0,15636,12987,16,0,-1.5707964,0.34906584,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26853
0,0,0,0,0,0,15638,10671,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26861
0,0,0,0,0,0,15639,10671,19,0,0,0,3.1415927,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26861
0,0,0,0,0,0,15640,6326,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26862
0,0,0,0,0,0,15641,10739,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26862
0,0,0,0,0,0,15642,12989,-1,0,0,0,0,0,0,0,1,0,127,-1,-1,0,0,0,0,0,26856
0,0,0,0,0,0,15643,13168,19,0,0,1.5707964,0,0,0,0,1,0,-1,-1,-1,947,0,0,0,0,26864
0,0,0,0,0,0,15644,13168,19,0,0,1.5707964,0,0,0,0,1,0,-1,-1,-1,976,0,0,0,0,26865
0,0,0,0,0,0,15645,6283,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26866
0,0,0,0,0,0,15646,6283,19,0,0.7853982,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26866
0,0,0,0,0,0,15647,12989,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,2673,0,0,0,0,26867
0,-0.3,0,0,0,0,15648,9918,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26868
0,0,0,0,0,0,15649,12992,-1,0,0,0,0,0,0,0,1,0,127,-1,-1,0,0,0,0,0,26869
0,0,0,0,0,0,15650,12992,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,2673,0,0,0,0,26871
0,0,0,0,0,0,15651,9544,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26873
0,0,0,0,0,0,15652,623,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26873
0,0,0,0,0,0,15653,623,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26873
0,0,0,0,0,0,15654,6418,19,0,0,0,0,0,0,0,1,0,158,158,-1,0,0,0,0,0,26873
0,0,1,0,0,0,15655,6418,19,0,0,0,0,0,0,0,1,0,158,158,-1,0,0,0,0,0,26873
0,0,2,0,0,0,15656,6418,19,0,0,0,0,0,0,0,1,0,158,158,-1,0,0,0,0,0,26873
0,0,0,0,0,0,15657,2402,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26874
0,0,0.5,0,0,0,15658,12997,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26876
0,0,0.5,0,0,0,15659,10666,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26879
-0.9,-0.8,0,0,0,0,15660,10666,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26879
-0.75,0.8,0,0,0,0,15661,10666,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26879
0.75,1,0,0,0,0,15662,10666,-1,0,1.5707964,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26879
1,-0.8,0,0,0,0,15663,10666,-1,0,1.5707964,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26879
0,0,-0.25,0,0,0,15664,1322,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26843
2,0,0,0,0,0,15665,6856,19,0,-1.5707964,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26888
0,0,0,0,0,0,15666,5680,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26889
0,0,1,0,0,0,15671,6436,19,0,0.7853982,0,0,0,0,0,1,0,158,158,158,0,0,0,0,0,26894
0,0,1,0,0,0,15672,6091,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26896
0,0,1.5,0,0,0,15673,6436,19,0,0,0,0,0,0,0,1,0,158,158,158,0,0,0,0,0,26894
0,0,0,0,0,0,15674,588,8,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26904
0,0,0,0,0,0,15675,11154,7,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26905
0,0,0,0,0,0,15676,11154,8,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26905
0,0,0,0,0,0,15677,1650,7,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26904
0,0,0,0,0,0,15678,12974,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26911
0,0,0,0,0,0,15680,8637,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26913
0,0,0,0,0,0,15682,117,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26913
0,0,0,0,0,0,15683,8637,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26913
0,0,0,0,0,0,15684,117,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26913
0,0,0,0,0,0,15685,7395,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26914
0,0,0,0,0,0,15686,8473,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26914
0,0,0,0,0,0,15687,13007,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26917
0,0,0,0,0,0,15688,9032,-1,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,26919
0,0,1.15,0,0,0,15689,5945,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26920
0,0,0,0,0,0,15690,7346,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26920
0,0,0,0,0,0,15691,11142,38,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26915
5,0,0,0,0,0,15692,11072,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26921
5,0,0,0,0,0,15693,5846,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26921
5,0,0,0,0,0,15694,6368,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26921
5,0,0,0,0,0,15695,3782,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26921
0,0,0,0,0,0,15697,3782,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26921
0,0,0,0,0,0,15698,9544,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26923
0,0,0,0,0,0,15699,623,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26923
0,0,0,0,0,0,15700,623,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26923
0,0,0,0,0,0,15701,6418,19,0,0,0,0,0,0,0,1,0,158,158,-1,0,0,0,0,0,26923
0,0,1,0,0,0,15702,6418,19,0,0,0,0,0,0,0,1,0,158,158,-1,0,0,0,0,0,26923
0,0,2,0,0,0,15703,6418,19,0,0,0,0,0,0,0,1,0,158,158,-1,0,0,0,0,0,26923
0,0,0,0,0,0,15705,13012,47,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26925
0,0,0,0,0,0,15706,13011,48,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26925
0,0,0,0,0,0,15707,13010,6,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26925
0,0,0,0,0,0,15708,13013,5,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26925
0,0,0,0,0,0,15727,7355,19,0,0,0,0,0,0,0,1,0,0,0,-1,525,0,0,0,0,26924
0,0,0,0,0,0,15728,13010,6,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26927
0,0,0,0,0,0,15729,13013,5,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26927
0,0,0,0,0,0,15761,7899,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,26933
0,0,0,0,0,0,15762,11785,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26935
0,0,0,0,0,0,15763,349,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,441
0,0,-4,0,0,0,15764,12511,19,0,0,-1.5707964,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26939
0,0,0,0,0,0,15766,13021,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26943
0,0,-1,0,0,0,15767,6714,19,0,0,0.17453292,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26956
0,0,3,0,0,0,15768,3176,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26961
0,0,0,0,0,0,15771,8905,12,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26965
0,0,0,0,0,0,15772,228,12,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26965
0,0,0,0,0,0,15773,7613,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26966
0,0,0,0,0,0,15774,10644,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26966
0,0,0,0,0,0,15775,4993,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26972
0,0,-1,0,0,0,15782,13025,19,0,0,0,0,0,0,0,1,0,148,149,-1,0,0,0,0,0,26973
4,0.5,0,0,0,0,15783,12907,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26979
0,0,0,0,0,0,15784,12907,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26979
0,0,0,0,0,0,15787,13026,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26969
0,0,0,0,0,0,15788,11357,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26981
0,0,0,0,0,0,15789,11357,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26981
0,0,0,0,0,0,15790,4470,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26982
0,0,1,0,0,0,15791,7742,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26969
0,0,0,0,0,0,15793,5041,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26983
0,0,-1.5,0,0,0,15794,13032,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26985
0,0,0,0,0,0,15795,2402,-1,0,0,0,0,0,0,0,1,0,158,-1,-1,0,0,0,0,0,26986
0,0,0,0,0,0,15796,8211,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26988
0,0,0,0,0,0,15797,9308,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26989
1,0,0,0,0,0,15798,13037,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26988
0,-1,0,0,0,0,15799,3123,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26988
0,1,0,0,0,0,15800,3123,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26988
-1,0,0,0,0,0,15801,13037,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26988
0,0,0,0,0,0,15802,9490,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26990
0,0,-0.2,0,0,0,15803,9633,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26991
0,0,0,0,0,0,15804,9491,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26992
0,0,0,0,0,0,15805,13039,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26994
0,0,0,0,0,0,15807,11357,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26981
0,0,0,0,0,0,15808,13065,-1,0,0,0,0,0,0,0,1,0,158,-1,-1,0,0,0,0,0,27003
0,0,0,0,0,0,15809,6894,-1,0,0,0,0,0,0,0,1,0,158,-1,-1,2690,0,0,0,0,27005
0,0,0,0,0,0,15810,8517,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27009
0,0,0,0,0,0,15811,12369,38,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27013
0,0,0,0,0,0,15812,8885,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,2690,0,0,0,0,27005
0.2,0,-0.4,0,0,0,15813,3054,20,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27015
0,0,0,0,0,0,15814,13051,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27020
0,0,0,0,0,0,15816,13053,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27020
0,0,0,0,0,0,15817,13055,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27022
0,0,0,0,0,0,15818,12345,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27022
0,0,0,0,0,0,15819,13056,17,0,0.19198622,0.43633232,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27021
0,0,0,0,0,0,15820,13060,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27023
0,0,0,0,0,0,15821,13056,17,0,0.19198622,0.87266463,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27021
0.1,0,-0.1,0,0,0,15822,9894,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27028
0,0,0,0,0,0,15824,8862,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,2692,0,0,0,0,27036
0,0,18,0,0,0,15825,4751,-1,0,0,3.1415927,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27040
0,0,0,0,0,0,15826,8729,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27042
0,0,0,0,0,0,15827,13064,2,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27046
0,0,0,0,0,0,15828,10810,2,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27048
0,0,0.2,0,0,0,15829,3058,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27049
0,0,0,0,0,0,15830,13066,-1,0,0,0,0,0,0,0,1,0,158,-1,158,0,0,0,0,0,26986
0,0,0,0,0,0,15831,2980,17,0,0.43633232,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27051
0,0,0,0,0,0,15832,2980,17,0,-0.43633232,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27051
0,0,0,0,0,0,15833,2980,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27051
0,0,0,0,0,0,15835,12440,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27054
0,0,-6,0,0,0,15836,7204,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27055
0,0,0,0,0,0,15837,12600,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27061
1,0,1.5,0,0,0,15839,4901,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27068
0,0,0,0,0,0,15840,4901,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27069
0,0,1,0,0,0,15841,5994,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27073
0,0,0.5,0,0,0,15842,12289,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27071
0,0,1,0,0,0,15843,12289,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27071
0,0,0,0,0,0,15844,8637,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27068
0,0,0,0,0,0,15845,3104,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27068
0,0,-2,0,0,0,15846,7251,19,0,3.1415927,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27074
0,0,0,0,0,0,15847,13075,-1,0,1.5707964,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27075
0,0,-1,0,0,0,15848,13076,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,26044
0,0,3,0,0,0,15849,215,-1,0,0.43633232,0.2617994,3.1415927,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27076
2.5,0,0.3,0,0,0,15850,13077,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27077
3,-0.1,0,0,0,0,15851,13078,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27077
0,0,0,0,0,0,15852,7557,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27078
0,0,0,0,0,0,15853,13079,12,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27079
0.2,0.8,0,0,0,0,15854,13079,16,0,0,1.5707964,-1.5707964,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27080
0,0,0,0,0,0,15856,10987,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27084
0,0,0,0,0,0,15857,12921,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27089
0,0,0,0,0,0,15858,12677,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27091
0.6,0,0,0,0,0,15860,13086,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27096
0.5,0,-0.4,0,0,0,15861,12611,19,0,0,0.17453292,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27096
0,0,0,0,0,0,15862,10399,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27100
-0.15,0,0.4,0,0,0,15863,545,34,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27101
-0.7,0,1.75,0,0,0,15864,9432,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27102
0.1,0,-0.4,0,0,0,15865,13090,20,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27103
0.6,0.1,-0.95,0,0,0,15866,13087,20,0,0,1.5707964,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27103
0.6,0.15,-1.15,0,0,0,15867,13089,20,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27103
0,0,0,0,0,0,15868,9894,38,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,23615
0,0,0,0,0,0,15869,4626,1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27109
0,0,0,0,0,0,15870,4626,2,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27109
0,0,0,0,0,0,15871,4626,22,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27111
0,0,0,0,0,0,15872,4626,16,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27111
0,0,0,0,0,0,15873,4626,21,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27111
0,0,0,0,0,0,15874,4626,15,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27111
0,0,0,0,0,0,15876,11444,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27120
0,0,2,0,0,0,15877,8669,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27121
0,0,1,0,0,0,15878,8670,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27122
0,0,0,0,0,0,15879,10810,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27125
0,0,0,0,0,0,15880,13096,-1,0,0,0,0,0,0,0,1,0,153,-1,-1,0,0,0,0,0,27126
0,0,3,0,0,0,15881,6689,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27128
0,0,0,0,0,0,15882,13097,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27129
0,0,0,0,0,0,15883,8342,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27130
0,0,0,0,0,0,15884,13097,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27127
0,0,0,0,0,0,15885,8937,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27140
0,0,0,0,0,0,15886,12462,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27143
0,0,0,0,0,0,15887,12499,19,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27144
0,0,0,0,0,0,15888,456,17,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,27148
