ID,TraitDefinitionID
13735,126829
13736,126830
13737,126831
13738,126832
13739,126833
13740,126834
13741,126835
13742,126836
13743,126837
13744,126838
13745,126839
13746,126840
13747,126841
13748,126842
13749,126843
13750,126844
13751,126845
13752,126846
13753,126847
13754,126848
13755,126849
13756,126850
13757,126851
13758,126852
13759,126853
13760,126854
13761,126855
13762,126856
13763,126857
13764,126858
13765,126859
13766,126860
13767,126861
13768,126862
13769,126863
13770,126864
13771,126865
13772,126866
13773,126867
13774,126868
13775,126869
13776,126870
13777,126871
13778,126872
13779,126873
13780,126874
14045,127180
14046,127181
14047,127182
14048,127183
14049,127184
14050,127185
14051,127186
14052,127187
14053,127188
14054,127189
14055,127190
14056,127191
14057,127192
14058,127193
14059,127194
14060,127195
14061,127196
14062,127197
14063,127198
14064,127199
14065,127200
14066,127201
14067,127205
14068,127206
14069,127207
14070,127208
14071,127209
14072,127210
14073,127211
14074,127212
14075,127213
14076,127214
14077,127215
14078,127216
14079,127217
14080,127218
14081,127219
14082,127220
14083,127221
14084,127222
14085,127223
14086,127224
14087,127225
14088,127226
14089,127227
14090,127228
14091,127229
14092,127230
14093,127231
14094,127232
14095,127233
14096,127234
14097,127235
14098,127236
14099,127237
14100,127238
14101,127239
14102,127240
14103,127241
14104,127242
14105,127243
14106,127244
14107,127245
14108,127246
14109,127247
14110,127248
14111,127249
14112,127250
14113,127251
14114,127252
14115,127253
14116,127254
14117,127255
14118,127256
14119,127257
14120,127258
14121,127259
14122,127260
14123,127261
14124,127262
14125,127263
14126,127264
14127,127265
14128,127266
14129,127267
14130,127268
14131,127269
14132,127270
14133,127271
14134,127278
14135,127279
14136,127280
14137,127281
14138,127282
14139,127283
14140,127284
14141,127285
14142,127286
14143,127287
14144,127288
14145,127289
14146,127290
14147,127291
14148,127292
14149,127293
14150,127294
14151,127295
14152,127296
14153,127297
14154,127298
14155,127302
14156,127303
14157,127304
14158,127305
14159,127306
14160,127307
14161,127308
14162,127309
14163,127310
14164,127311
14165,127312
14166,127313
14167,127314
14168,127315
14169,127316
14170,127317
14171,127318
14172,127319
14173,127418
14174,127419
14175,127420
14176,127421
14177,127422
14178,127423
14179,127424
14180,127425
14181,127426
14182,127427
14183,127428
14184,127429
14185,127430
14186,127431
14187,127432
14188,127433
14189,127434
14190,127435
14191,127436
14192,127437
14193,127438
14194,127439
14195,127440
14196,127441
14197,127442
14198,127443
14199,127444
14200,127445
14201,127446
14202,127447
14203,127448
14204,127449
14205,127450
14206,127451
14207,127452
14208,127453
14209,127454
14210,127455
14211,127456
14212,127457
14213,127458
14214,127459
14215,127460
14216,127461
14217,127462
14218,127463
14219,127464
14220,127465
14221,127466
14222,127467
14223,127468
14224,127469
14225,127470
14226,127471
14227,127472
14228,127473
14229,127474
14230,127475
14231,127476
14232,127477
14233,127478
14234,127479
14235,127480
14236,127481
14237,127482
14238,127483
14239,127484
14240,127485
14241,127486
14242,127487
14243,127488
14244,127489
14245,127490
14246,127491
14247,127492
14248,127493
14249,127494
14250,127495
14251,127496
14252,127497
14253,127498
14254,127499
14255,127500
14256,127501
14257,127502
14258,127503
14259,127504
14260,127505
14261,127506
14262,127507
14263,127508
14264,127509
14265,127510
14266,127511
14267,127512
14268,127526
14269,127527
14270,127528
14271,127529
14272,127530
14273,127531
14274,127532
14275,127533
14276,127534
14277,127535
14278,127536
14279,127537
14280,127538
14281,127539
14282,127540
14283,127541
14284,127542
14285,127543
14286,127544
14287,127545
14288,127546
14289,127547
14290,127548
14291,127549
14292,127550
14293,127551
14294,127552
14295,127553
14432,127714
14433,127715
14434,127716
14435,127717
14436,127718
14437,127719
14438,127720
14439,127721
14440,127722
14441,127723
14442,127724
14443,127725
14444,127726
14445,127727
14446,127728
14447,127729
14448,127730
14449,127731
14450,127732
14451,127733
14452,127734
14453,127735
14454,127736
14455,127737
14456,127738
14457,127739
14458,127740
14459,127741
14460,127742
14461,127743
14462,127744
14463,127745
14464,127746
14465,127747
14466,127748
14467,127749
14468,127750
14469,127751
14470,127752
14471,127753
14472,127754
14473,127755
14474,127756
14475,127757
14476,127758
14477,127759
14478,127760
14479,127761
14480,127762
14481,127763
14550,127849
14551,127850
14552,127851
14553,127852
14554,127853
14555,127854
14556,127855
14557,127856
14558,127857
14559,127858
14560,127859
14561,127860
14562,127861
14563,127862
14564,127863
14565,127864
14566,127865
14567,127866
14568,127867
14569,127868
14570,127869
14571,127870
14572,127871
14573,127872
14574,127873
14575,127874
14576,127875
14577,127876
14578,127877
14579,127878
14580,127879
14581,127880
14582,127881
14583,127882
14584,127883
14585,127884
14586,127885
14587,127886
14588,127887
14589,127888
14590,127889
14591,127890
14592,127891
14593,127892
14594,127893
14595,127894
14596,127895
14597,127896
14598,127897
14599,127898
14600,127899
14601,127900
14602,127901
14603,127902
14604,127903
14605,127904
14606,127905
14607,127906
14608,127907
14609,127908
14610,127909
14611,127910
14612,127911
14613,127912
14614,127913
14615,127914
14616,127915
14617,127916
14618,127932
14619,127933
14620,127934
14621,127935
14622,127936
14623,127937
14624,127938
14625,127939
14626,127940
14627,127941
14628,127942
14629,127943
14630,127944
14631,127945
14632,127946
14633,127947
14634,127948
14635,127949
14636,127950
14637,127951
14638,127952
14639,127953
14640,127954
14641,127955
14642,127956
14643,127957
14644,127958
14645,127959
14646,127960
14647,127961
14648,127962
14649,127963
14650,127964
14651,127965
14652,127966
14653,127967
14654,127968
14655,127969
14656,127970
14657,127971
14658,127972
14659,127973
14660,127974
14661,127975
14662,127976
14663,127977
14664,127978
14665,127979
14666,127980
14667,127981
14668,127982
14669,127983
14670,127984
14671,127985
14672,127986
14673,127987
14674,127988
14675,127989
14676,127990
14677,127991
14678,127992
14679,127993
14680,127994
14681,127995
14682,127996
14683,127997
14684,127998
14685,127999
14686,128000
14687,128001
14688,128002
14689,128003
14690,128004
14691,128005
14692,128006
14693,128007
14694,128008
14695,128009
14696,128010
14697,128011
14698,128022
14699,128023
14700,128024
14701,128025
14702,128026
14703,128027
14704,128028
14705,128029
14706,128030
14707,128031
14708,128032
14709,128033
14710,128034
14711,128035
14712,128036
14713,128037
14714,128038
14715,128039
14716,128040
14717,128041
14718,128042
14719,128043
14720,128044
14721,128045
14722,128046
14723,128047
14724,128048
14725,128049
14726,128050
14727,128051
14728,128052
14729,128053
14730,128054
14731,128055
14732,128056
14733,128057
14734,128058
14735,128059
14736,128060
14737,128061
14738,128062
14739,128063
14740,128064
14741,128065
14742,128066
14743,128067
14744,128068
14745,128069
14746,128070
14747,128071
14748,128072
14749,128073
14750,128074
14751,128075
14752,128076
14753,128077
14754,128078
14755,128079
14756,128080
14757,128081
14758,128082
14759,128083
14760,128084
14761,128085
14762,128086
14763,128087
14764,128088
14765,128089
14766,128090
14767,128091
14768,128092
14769,128093
14770,128103
14771,128104
14772,128105
14773,128106
14774,128107
14775,128108
14776,128109
14777,128110
14778,128111
14779,128112
14780,128113
14781,128114
14782,128115
14783,128116
14784,128117
14785,128118
14786,128119
14787,128120
14788,128121
14789,128122
14790,128123
14791,128124
14792,128125
14793,128126
14794,128127
14795,128128
14796,128129
14797,128130
14798,128131
14799,128132
14800,128133
14801,128134
14802,128139
14803,128140
14804,128141
14805,128142
14806,128143
14807,128144
14808,128145
14809,128146
14810,128147
14811,128148
14812,128149
14813,128150
14814,128151
14815,128152
14816,128153
14817,128154
14818,128155
14819,128156
14820,128157
14821,128158
14822,128159
14823,128160
14824,128161
14825,128162
14826,128259
14827,128260
14828,128261
14829,128262
14830,128263
14831,128264
14832,128265
14833,128266
14834,128267
14835,128268
14836,128269
14837,128270
14838,128271
14839,128272
14840,128273
14841,128274
14842,128275
14843,128276
14844,128277
14845,128278
14846,128279
14847,128280
14848,128281
14849,128282
14850,128283
14851,128284
14852,128285
14853,128286
14854,128287
14855,128288
14856,128289
14857,128290
14858,128295
14859,128296
14860,128297
14861,128298
14862,128299
14863,128300
14864,128301
14865,128302
14866,128303
14867,128304
14868,128305
14869,128306
14870,128307
14871,128308
14872,128309
14873,128310
14874,128311
14875,128312
14876,128313
14877,128314
14878,128315
14879,128316
14880,128317
14881,128318
14882,128319
14883,128320
14884,128321
14885,128322
14886,128323
14887,128324
14888,128325
14889,128326
14890,128327
14891,128328
14892,128329
14893,128330
14894,128331
14895,128332
14896,128333
14897,128334
14898,128335
14899,128336
14900,128337
14901,128338
14902,128339
14903,128340
14904,128341
14905,128342
14906,128343
14907,128344
14908,128353
14909,128354
14910,128355
14911,128356
14912,128357
14913,128358
14914,128359
14915,128360
14916,128361
14917,128362
14918,128363
14919,128364
14920,128365
14921,128366
14922,128367
14923,128368
14924,128369
14925,128370
14926,128371
14927,128372
14928,128373
14929,128374
14930,128375
14931,128376
14932,128377
14933,128378
14934,128379
14935,128380
14936,128381
14937,128382
14938,128383
14939,128384
14940,128385
14941,128386
14942,128387
14943,128388
14944,128389
14945,128390
14946,128391
14947,128392
14948,128393
14949,128394
14950,128395
14951,128396
14952,128397
14953,128398
14954,128399
14955,128400
14956,128401
14957,128402
14958,128403
14959,128404
14960,128405
14961,128406
14962,128407
14963,128408
14964,128409
14965,128410
14966,128411
14967,128412
14968,128413
14969,128414
14970,128415
14971,128416
14972,128417
14973,128418
14974,128419
14975,128420
14976,128432
14977,128433
14978,128434
14979,128435
14980,128436
14981,128437
14982,128438
14983,128439
14984,128440
14985,128441
14986,128442
14987,128443
14988,128444
14989,128445
14990,128446
14991,128447
14992,128448
14993,128449
14994,128450
14995,128451
14996,128452
14997,128453
14998,128454
14999,128455
15000,128456
15001,128457
15002,128458
15003,128459
15004,128460
15005,128461
15006,128462
15007,128463
15008,128471
15009,128472
15010,128473
15011,128474
15012,128475
15013,128476
15014,128477
15015,128478
15016,128479
15017,128480
15018,128481
15019,128482
15020,128483
15021,128484
15022,128485
15023,128486
15024,128487
15025,128488
15026,128489
15027,128490
15028,128491
15029,128492
15030,128493
15031,128494
15032,128495
15033,128496
15034,128497
15035,128498
15036,128499
15037,128500
15038,128501
15039,128502
15040,128503
15041,128504
15042,128505
15043,128506
15044,128507
15045,128508
15046,128509
15047,128510
15048,128511
15049,128512
15050,128513
15051,128514
15052,128515
15053,128520
15054,128521
15055,128522
15056,128523
15057,128524
15058,128525
15059,128526
15060,128527
15061,128528
15062,128529
15063,128530
15064,128531
15065,128532
15066,128533
15067,128534
15068,128535
15069,128536
15070,128537
15071,128538
15072,128539
15073,128540
15074,128541
15075,128542
15076,128543
15077,128544
15078,128545
15079,128549
15080,128550
15081,128551
15082,128552
15083,128553
15084,128554
15085,128555
15086,128556
15087,128557
15088,128558
15089,128559
15090,128560
15091,128561
15092,128562
15093,128563
15094,128564
15095,128565
15096,128566
15097,128567
15098,128568
15099,128569
15100,128570
15101,128571
15102,128572
15103,128573
15104,128574
15105,128575
15106,128576
15107,128577
15108,128578
15109,128579
15110,128580
15111,128581
15112,128582
15113,128583
15114,128584
15115,128585
15116,128586
15117,128587
15118,128588
15119,128589
15120,128590
15121,128591
15122,128592
15123,128593
15124,128594
15125,128595
15126,128596
15127,128597
15128,128598
15129,128599
15130,128606
15131,128607
15132,128635
15133,128636
15134,128637
15135,128638
15136,128639
15137,128640
15138,128641
15139,128642
15140,128643
15141,128644
15142,128645
15143,128646
15144,128647
15145,128648
15146,128649
15147,128650
15148,128651
15149,128652
15150,128653
15151,128654
15152,128655
15153,128656
15154,128657
15155,128658
15156,128659
15157,128660
15158,128661
15159,128662
15160,128663
15161,128664
15162,128665
15163,128762
15164,128763
15165,128764
15166,128765
15167,128766
15168,128767
15169,128768
15170,128769
15171,128770
15172,128771
15173,128772
15174,128773
15175,128774
15176,128775
15177,128776
15178,128777
15179,128778
15180,128779
15181,128780
15182,128781
15183,128782
15184,128783
15185,128784
15186,128785
15187,128786
15188,128787
15189,128788
15190,128789
15191,128790
15192,128791
15193,128792
15194,128793
15195,128794
15196,128795
15197,128796
15198,128797
15199,128803
15200,128804
15201,128805
15202,128806
15203,128807
15204,128808
15205,128809
15206,128810
15207,128811
15208,128812
15209,128813
15210,128814
15211,128815
15212,128816
15213,128817
15214,128818
15215,128819
15216,128820
15217,128821
15218,128822
15219,128823
15220,128824
15221,128825
15222,128826
15223,128827
15224,128828
15225,128829
15226,128830
15227,128831
15228,128832
15229,128833
15230,128834
15231,128835
15232,128836
15233,128837
15234,128838
15235,128850
15236,128851
15237,128852
15238,128853
15239,128854
15240,128855
15241,128856
15242,128857
15243,128858
15244,128859
15245,128860
15246,128861
15247,128862
15248,128863
15249,128864
15250,128865
15251,128866
15252,128867
15253,128868
15254,128869
15255,128870
15256,128871
15257,128872
15258,128873
15259,128874
15260,128875
15261,128876
15262,128877
15263,128878
15264,128879
15265,128880
15266,128881
15267,128882
15268,128883
15269,128884
15270,128885
15271,128886
15272,128887
15273,128888
15274,128889
15275,128890
15276,128891
15277,128892
15278,128893
15279,128894
15280,128895
15281,128896
15282,128897
15283,128898
15284,128899
15285,128900
15286,128901
15287,128902
15288,128903
15289,128904
15290,128905
15291,128906
15292,128907
15293,128908
15294,128909
15295,128910
15296,128911
15297,128912
15298,128913
15299,128914
15300,128915
15301,128916
15302,128917
15303,128918
15304,128919
15305,128920
15306,128921
15307,128922
15308,128923
15309,128924
15310,128925
15311,128926
15312,128927
15313,128928
15314,128929
15315,128930
15316,128931
15317,128932
15318,128933
15319,128934
15320,128935
15321,128949
15322,128950
15323,128951
15324,128952
15325,128953
15326,128954
15327,128955
15328,128956
15329,128957
15330,128958
15331,128959
15332,128960
15333,128961
15334,128962
15335,128963
15336,128964
15337,128965
15338,128966
15339,128967
15340,128968
15341,128969
15342,128970
15343,128971
15344,128972
15345,128973
15346,128974
15347,128975
15348,128976
15349,128977
15350,128978
15351,128979
15352,128980
15353,128981
15354,128982
15355,128983
15356,128984
15357,128985
15358,128986
15359,128987
15360,128988
15361,128989
15362,128990
15363,128991
15364,128992
15365,128993
15366,128994
15367,128995
15368,128996
15369,128997
15370,128998
15371,128999
15372,129000
15373,129001
15374,129002
15375,129003
15376,129004
15377,129005
15378,129006
15379,129007
15380,129008
15381,129009
15382,129010
15383,129011
15384,129012
15385,129013
15386,129014
15387,129015
15388,129016
15389,129017
15390,129018
15391,129019
15392,129020
15393,129021
15394,129022
15395,129023
15396,129024
15397,129025
15398,129026
15399,129027
15400,129028
15401,129029
15402,129030
15403,129031
15404,129032
15405,129033
15406,129034
15407,129048
15408,129049
15409,129050
15410,129051
15411,129052
15412,129053
15413,129054
15414,129055
15415,129056
15416,129057
15417,129058
15418,129059
15419,129060
15420,129061
15421,129062
15422,129063
15423,129064
15424,129065
15425,129066
15426,129067
15427,129068
15428,129069
15429,129070
15430,129071
15431,129072
15432,129073
15433,129074
15434,129075
15435,129076
15436,129077
15437,129078
15438,129079
15439,129080
15440,129081
15441,129082
15442,129083
15443,129084
15444,129085
15445,129086
15446,129087
15447,129088
15448,129089
15449,129090
15450,129091
15451,129092
15452,129093
15453,129094
15454,129095
15455,129096
15456,129097
15457,129098
15458,129099
15459,129100
15460,129101
15461,129102
15462,129103
15463,129104
15464,129105
15465,129106
15466,129107
15467,129108
15468,129109
15469,129110
15470,129111
15471,129112
15472,129113
15473,129114
15474,129115
15475,129116
15476,129117
15477,129118
15478,129119
15479,129120
15480,129121
15481,129122
15482,129123
15483,129124
15484,129125
15485,129126
15486,129127
15487,129128
15488,129129
15489,129130
15490,129131
15491,129132
15492,129133
15601,129269
15602,129270
15603,129271
15604,129272
15605,129273
15606,129274
15607,129275
15608,129276
15609,129277
15610,129278
15611,129279
15612,129280
15613,129281
15614,129282
15615,129283
15616,129284
15617,129285
15618,129286
15619,129287
15620,129288
15621,129289
15622,129290
15623,129291
15624,129292
15625,129293
15626,129294
15627,129295
15628,129296
15629,129297
15630,129298
15631,129299
15632,129300
15633,129301
15634,129302
15635,129303
15636,129304
15637,129305
15638,129306
15639,129307
15640,129308
15641,129309
15642,129310
15643,129311
15644,129312
15645,129313
15646,129314
15647,129315
15648,129316
15649,129317
15650,129318
15651,129319
15652,129320
15653,129321
15654,129322
15655,129330
15656,129331
15657,129332
15658,129333
15659,129334
15660,129335
15661,129336
15662,129337
15663,129338
15664,129339
15665,129340
15666,129341
15667,129342
15668,129343
15669,129344
15670,129345
15671,129346
15672,129347
15673,129348
15674,129349
15675,129350
15676,129351
15677,129352
15678,129353
15679,129354
15680,129355
15681,129359
15682,129360
15683,129361
15684,129362
15685,129363
15686,129364
15687,129365
15688,129366
15689,129367
15690,129368
15691,129369
15692,129370
15693,129371
15694,129372
15695,129373
15696,129374
15697,129375
15698,129376
15699,129377
15700,129378
15701,129379
15702,129380
15703,129381
15704,129382
15705,129383
15706,129384
15707,129385
15708,129386
15709,129387
15710,129388
15711,129389
15712,129390
15713,129391
15714,129392
15715,129393
15716,129394
15717,129395
15718,129396
15719,129397
15720,129398
15721,129399
15722,129400
15723,129401
15724,129402
15725,129403
15726,129404
15727,129405
15728,129406
15729,129407
15730,129408
15731,129409
15732,129410
15765,129455
15766,129456
15767,129457
15768,129458
15769,129459
15770,129460
15771,129461
15772,129462
15773,129463
15774,129464
15775,129465
15776,129466
15777,129467
15778,129468
15779,129469
15780,129470
15781,129471
15782,129472
15783,129473
15784,129474
15785,129475
15786,129476
15787,129477
15788,129478
15789,129479
15790,129480
15791,129481
15792,129482
15793,129483
15794,129484
15795,129485
15796,129486
15797,129491
15798,129492
15799,129493
15800,129494
15801,129495
15802,129496
15803,129497
15804,129498
15805,129499
15806,129500
15807,129501
15808,129502
15809,129503
15810,129504
15811,129505
15812,129506
15813,129507
15814,129508
15815,129509
15816,129510
15817,129511
15818,129512
15819,129513
15820,129514
15821,129515
15822,129516
15823,129517
15824,129518
15825,129519
15826,129520
15827,129521
15828,129522
15829,128939
15830,129965
15831,128942
15832,129966
15833,128943
15834,129967
15835,128944
15836,129968
15837,128945
15838,129969
15839,128946
15840,129970
15841,129973
15842,129974
15843,129975
15844,129976
15845,129977
15846,129978
15847,129979
15848,129980
15849,129981
15850,129982
15851,129983
15852,129984
15853,129985
15854,129986
15855,129987
15856,129988
15857,129989
15858,129990
15859,129991
15860,129992
15861,129993
15862,129994
15863,129995
15864,129996
15865,129997
15866,129998
15867,129999
15868,130000
15869,130001
15870,130002
15871,130003
15872,130004
15873,130005
15874,130006
15875,130007
15876,130008
15877,129038
15878,130009
15879,129041
15880,130010
15881,129042
15882,130011
15883,129043
15884,130012
15885,129044
15886,130013
15887,129045
15888,130014
15889,130015
15890,130016
15891,130017
15892,130018
15893,130019
15894,130020
15895,130021
15896,130022
15897,130023
15898,130024
15899,130025
15900,130026
15901,130027
15902,130028
15903,130029
15904,130030
15905,130031
15906,130032
15907,130033
15908,130034
15909,130035
15910,130036
15911,130037
15912,130038
15913,130039
15914,130040
15915,130041
15916,130042
15917,130043
15918,130044
15919,130045
15920,130046
15921,130047
15922,130048
15923,130049
15924,130050
15925,130051
15926,130052
15927,130053
15928,130054
15929,130055
15930,130056
15931,130057
15932,130058
15933,130059
15934,130060
15935,130061
15936,130062
15937,130063
15938,130064
15939,130065
15940,130066
15941,130067
15942,130068
15943,130069
15944,130070
15945,130071
15946,130072
15947,130073
15948,130074
15949,130075
15950,130076
15951,130077
15952,130078
15953,130079
15954,130080
15955,130081
15956,130082
15957,130083
15958,130084
15959,130085
15960,130086
15961,130087
15962,130088
15963,130089
15964,130090
15965,130091
15966,130092
15967,130093
15968,130094
15969,130095
15970,130096
15971,130097
15972,130098
15973,130099
15974,130100
15975,130114
15976,130115
15977,130116
15978,130117
15979,130118
15980,130119
15981,130120
15982,130121
15983,130122
15984,130123
15985,130124
15986,130125
15987,130126
15988,130127
15989,130128
15990,130129
15991,130130
15992,130131
15993,130132
15994,130133
15995,130134
15996,130135
15997,130136
15998,130137
15999,130138
16000,130139
16001,130140
16002,130141
16003,130142
16004,130143
16005,130144
16006,130145
16007,130146
16008,130147
16009,130148
16010,130149
16011,130150
16012,130151
16013,130152
16014,130153
16015,130154
16016,130155
16017,130156
16018,130157
16019,130158
16020,130159
16021,130160
16022,130161
16023,130162
16024,130163
16025,130164
16026,130165
16027,130166
16028,130167
16029,130168
16030,130169
16031,130170
16032,130171
16033,130172
16034,130173
16035,130174
16036,130175
16037,130176
16038,130177
16039,130178
16040,130179
16041,130180
16042,130181
16043,130182
16044,130183
16045,130184
16046,130185
16047,130186
16048,130187
16049,130188
16050,130189
16051,130190
16052,130191
16053,130192
16054,130193
16055,130204
16056,130205
16057,130206
16058,130207
16059,130208
16060,130209
16061,130210
16062,130211
16063,130212
16064,130213
16065,130214
16066,130215
16067,130216
16068,130217
16069,130218
16070,130219
16071,130220
16072,130221
16073,130222
16074,130223
16075,130224
16076,130225
16077,130226
16078,130227
16079,130228
16080,130229
16081,130230
16082,130231
16083,130232
16084,130233
16085,130234
16086,130235
16087,130236
16088,130237
16089,130238
16090,130239
16091,130240
16092,130241
16093,130242
16094,130243
16095,130244
16096,130245
16097,130246
16098,130247
16099,130248
16100,130249
16101,130250
16102,130251
16103,130252
16104,130253
16105,130254
16106,130255
16107,130256
16108,130257
16109,130258
16110,130259
16111,130260
16112,130261
16113,130262
16114,130263
16115,130264
16116,130265
16117,130266
16118,130267
16119,130276
16120,130277
16121,130278
16122,130279
16123,130280
16124,130281
16125,130282
16126,130283
16127,130284
16128,130285
16129,130286
16130,130287
16131,130288
16132,130289
16133,130290
16134,130291
16135,130292
16136,130293
16137,130294
16138,130295
16139,130296
16140,130297
16141,130298
16142,130299
16143,130300
16144,130301
16145,130302
16146,130303
16147,130304
16148,130305
16149,130306
16150,130307
16151,130312
16152,130313
16153,130314
16154,130315
16155,130316
16156,130317
16157,130318
16158,130319
16159,130320
16160,130321
16161,130322
16162,130323
16163,130324
16164,130325
16165,130326
16166,130327
16167,130328
16168,130329
16169,130330
16170,130331
16171,130332
16172,130333
16173,130334
16174,130335
16175,130336
16176,130337
16177,130338
16178,130339
16179,130340
16180,130341
16181,130342
16182,130343
16183,130348
16184,130349
16185,130350
16186,130351
16187,130352
16188,130353
16189,130354
16190,130355
16191,130356
16192,130357
16193,130358
16194,130359
16195,130360
16196,130361
16197,130362
16198,130363
16199,130364
16200,130365
16201,130366
16202,130367
16203,130368
16204,130369
16205,130370
16206,130371
16207,130372
16208,130373
16209,130374
16210,130375
16211,130376
16212,130377
16213,130378
16214,130379
16215,130380
16216,130381
16217,130382
16218,130383
16219,130384
16220,130385
16221,130386
16222,130387
16223,130388
16224,130389
16225,130390
16226,130391
16227,130392
16228,130393
16229,130394
16230,130395
16231,130396
16232,130397
16233,130398
16234,130399
16235,130400
16236,130401
16237,130402
16238,130403
16239,130404
16240,130405
16241,130406
16242,130407
16243,130408
16244,130409
16245,130410
16246,130411
16247,130412
16248,130413
16249,130414
16250,130415
16251,130416
16252,130417
16253,130418
16254,130419
16255,130420
16256,130421
16257,130422
16258,130423
16259,130424
16260,130425
16261,130426
16262,130427
16263,130452
16264,130453
16265,130454
16266,130455
16267,130456
16268,130457
16269,130458
16270,130459
16271,130460
16272,130461
16273,130462
16274,130463
16275,130464
16276,130465
16277,130466
16278,130467
16279,130468
16280,130469
16281,130470
16282,130471
16283,130472
16284,130473
16285,130474
16286,130475
16287,130476
16288,130477
16289,130478
16290,130479
16291,130480
16292,130481
16293,130482
16294,130483
16295,130484
16296,130485
16297,130486
16298,130487
16299,130488
16300,130489
16301,130490
16302,130491
16303,130492
16304,130493
16305,130494
16306,130495
16307,130496
16308,130497
16309,130498
16310,130499
16311,130500
16312,130501
16313,130502
16314,130503
16315,130504
16316,130505
16317,130506
16318,130507
16319,130508
16320,130509
16321,130510
16322,130511
16323,130512
16324,130513
16325,130514
16326,130515
16327,130516
16328,130517
16329,130518
16330,130519
16331,130520
16332,130521
16333,130522
16334,130523
16335,130524
16336,130525
16337,130526
16338,130527
16339,130528
16340,130529
16341,130530
16342,130531
16343,130532
16344,130533
16345,130534
16346,130535
16347,130536
16348,130537
16349,130538
16350,130539
16351,130540
16352,130541
16353,130542
16354,130543
16355,130557
16356,130558
16357,130559
16358,130560
16359,130561
16360,130562
16361,130563
16362,130564
16363,130565
16364,130566
16365,130567
16366,130568
16367,130569
16368,130570
16369,130571
16370,130572
16371,130573
16372,130574
16373,130575
16374,130576
16375,130577
16376,130578
16377,130579
16378,130580
16379,130581
16380,130582
16381,130583
16382,130584
16383,130585
16384,130586
16385,130587
16386,130588
16387,130589
16388,130590
16389,130591
16390,130592
16391,130593
16392,130594
16393,130595
16394,130596
16395,130597
16396,130598
16397,130599
16398,130600
16399,130601
16400,130602
16401,130603
16402,130604
16403,130605
16404,130606
16405,130607
16406,130608
16407,130609
16408,130610
16409,130611
16410,130612
16411,130613
16412,130614
16413,130615
16414,130616
16415,130617
16416,130618
16417,130619
16418,130620
16419,130621
16420,130622
16421,130623
16422,130624
16423,130625
16424,130626
16425,130627
16426,130628
16427,130629
16428,130630
16429,130631
16430,130632
16431,130633
16432,130634
16433,130635
16434,130636
16435,130776
16436,130777
16437,130778
16438,130779
16439,130780
16440,130781
16441,130782
16442,130783
16443,130785
16444,130786
16445,130787
16446,130788
16447,130789
16448,130790
16449,130791
16450,130792
16451,130793
16452,130794
16453,130795
16454,130796
16455,130797
16456,130798
16457,130799
16458,130800
16459,130801
16460,130802
16461,130803
16462,130804
16463,130805
16464,130806
16465,130807
16466,130808
