ID,OrderIndex,ItemID,CurrencyTypesID,MaxDifficultyAdjustment,ReagentEffectPct,Field_12_0_0_64124_006,ModifiedCraftingCategoryID
1394,0,222423,0,0,0,0,651
1395,1,222424,0,0,0,0,651
1396,2,222425,0,0,0,0,651
1397,0,222426,0,0,0,0,652
1398,1,222427,0,0,0,0,652
1399,2,222428,0,0,0,0,652
1406,0,222499,0,0,50,0,655
1407,1,222500,0,0,75,0,655
1408,2,222501,0,0,100,0,655
1409,0,222511,0,0,50,0,656
1410,2,222513,0,0,100,0,656
1411,1,222512,0,0,75,0,656
1415,0,222555,0,0,0,0,658
1416,1,222556,0,0,0,0,658
1417,2,222557,0,0,0,0,658
1418,0,222558,0,0,0,0,659
1419,1,222559,0,0,0,0,659
1420,2,222560,0,0,0,0,659
1421,0,222579,0,25,0,0,660
1422,1,222580,0,15,0,0,660
1423,2,222581,0,5,0,0,660
1424,0,222582,0,25,0,0,661
1425,1,222583,0,15,0,0,661
1426,2,222584,0,5,0,0,661
1427,0,222585,0,25,0,0,662
1428,1,222586,0,15,0,0,662
1429,2,222587,0,5,0,0,662
1430,0,222588,0,25,0,0,663
1431,1,222589,0,15,0,0,663
1432,2,222590,0,5,0,0,663
1433,0,222591,0,25,0,0,664
1434,1,222592,0,15,0,0,664
1435,2,222593,0,5,0,0,664
1436,0,222594,0,25,0,0,665
1437,1,222595,0,15,0,0,665
1438,2,222596,0,5,0,0,665
1439,0,222609,0,0,0,0,666
1440,1,222610,0,0,0,0,666
1441,2,222611,0,0,0,0,666
1442,0,222612,0,0,0,0,667
1443,1,222613,0,0,0,0,667
1444,2,222614,0,0,0,0,667
1445,0,222615,0,0,0,0,668
1446,1,222616,0,0,0,0,668
1447,2,222617,0,0,0,0,668
1448,0,222618,0,0,0,0,669
1449,2,222620,0,0,0,0,669
1450,1,222619,0,0,0,0,669
1451,0,222626,0,25,0,0,670
1452,1,222627,0,15,0,0,670
1453,2,222628,0,5,0,0,670
1454,0,222629,0,25,0,0,671
1455,1,222630,0,15,0,0,671
1456,2,222631,0,5,0,0,671
1457,0,222632,0,25,0,0,672
1458,1,222633,0,15,0,0,672
1459,2,222634,0,5,0,0,672
1460,0,222635,0,25,0,0,673
1461,1,222636,0,15,0,0,673
1462,2,222637,0,5,0,0,673
1463,0,222638,0,25,0,0,674
1464,1,222639,0,15,0,0,674
1465,2,222640,0,5,0,0,674
1466,0,222641,0,25,0,0,675
1467,1,222642,0,15,0,0,675
1468,2,222643,0,5,0,0,675
1469,0,222644,0,25,0,0,676
1470,1,222645,0,15,0,0,676
1471,2,222646,0,5,0,0,676
1472,0,222789,0,0,0,0,677
1473,1,222790,0,0,0,0,677
1474,2,222791,0,0,0,0,677
1475,0,222792,0,0,0,0,678
1476,1,222793,0,0,0,0,678
1477,2,222794,0,0,0,0,678
1478,0,222795,0,0,0,0,679
1479,2,222797,0,0,0,0,679
1480,1,222796,0,0,0,0,679
1481,0,222798,0,0,0,0,680
1482,1,222799,0,0,0,0,680
1483,2,222800,0,0,0,0,680
1484,0,222801,0,0,0,0,681
1485,1,222802,0,0,0,0,681
1487,0,222804,0,0,0,0,682
1488,1,222805,0,0,0,0,682
1489,2,222806,0,0,0,0,682
1490,0,222868,0,25,0,0,683
1491,1,222869,0,15,0,0,683
1492,2,222870,0,5,0,0,683
1493,0,222871,0,25,0,0,684
1494,1,222872,0,15,0,0,684
1495,2,222873,0,5,0,0,684
1496,0,222876,0,0,50,0,685
1497,2,222878,0,0,100,0,685
1498,1,222877,0,0,75,0,685
1499,0,222879,0,0,50,0,686
1500,1,222880,0,0,75,0,686
1502,0,222882,0,0,50,0,687
1503,1,222883,0,0,75,0,687
1505,0,222885,0,0,50,0,688
1506,1,222886,0,0,75,0,688
1508,0,224069,0,100,0,0,689
1509,0,224173,0,0,60,0,690
1510,1,224174,0,0,80,0,690
1511,2,224175,0,0,100,0,690
1512,0,224178,0,0,60,0,691
1513,1,224177,0,0,80,0,691
1514,2,224176,0,0,100,0,691
1515,0,224440,0,0,0,0,692
1516,1,224441,0,0,0,0,692
1517,2,224442,0,0,0,0,692
1518,0,212266,0,0,0,0,693
1519,1,212267,0,0,0,0,693
1520,2,212268,0,0,0,0,693
1521,0,211878,0,0,0,0,694
1522,1,211879,0,0,0,0,694
1523,2,211880,0,0,0,0,694
1524,0,212242,0,0,0,0,695
1525,1,212243,0,0,0,0,695
1526,2,212244,0,0,0,0,695
1527,0,212263,0,0,0,0,696
1528,1,212264,0,0,0,0,696
1529,2,212265,0,0,0,0,696
1530,0,224802,0,0,0,0,697
1531,1,224801,0,0,0,0,697
1532,2,224800,0,0,0,0,697
1533,0,222612,0,0,0,0,698
1534,1,222613,0,0,0,0,698
1535,2,222614,0,0,0,0,698
1536,0,224805,0,0,0,0,699
1537,1,224804,0,0,0,0,699
1538,2,224803,0,0,0,0,699
1539,0,224832,0,0,0,0,700
1540,1,224833,0,0,0,0,700
1541,2,224834,0,0,0,0,700
1542,0,222894,0,0,0,0,701
1543,1,222895,0,0,0,0,701
1544,2,222896,0,0,0,0,701
1545,0,222891,0,0,0,0,702
1546,1,222892,0,0,0,0,702
1547,2,222893,0,0,0,0,702
1548,0,222888,0,0,0,0,703
1549,1,222889,0,0,0,0,703
1550,2,222890,0,0,0,0,703
1551,0,222514,0,0,50,0,704
1552,1,222515,0,0,75,0,704
1553,2,222516,0,0,100,0,704
1557,0,223969,0,0,100,0,706
1559,0,225912,0,0,100,0,707
1560,0,225984,0,0,50,0,708
1561,1,225985,0,0,75,0,708
1562,2,225986,0,0,100,0,708
1563,0,225987,0,0,50,0,709
1564,1,225988,0,0,75,0,709
1565,2,225989,0,0,100,0,709
1567,2,222887,0,0,100,0,688
1568,2,222884,0,0,100,0,687
1569,0,211296,0,0,0,0,710
1570,0,226676,0,0,0,0,711
1571,1,226677,0,0,0,0,711
1572,0,226676,0,0,0,0,712
1573,1,226677,0,0,0,0,712
1574,1,222418,0,0,0,0,649
1575,2,222419,0,0,0,0,649
1576,0,224828,0,0,0,0,718
1577,1,228231,0,0,0,0,718
1578,2,228232,0,0,0,0,718
1579,0,224824,0,0,0,0,719
1580,1,228233,0,0,0,0,719
1581,2,228234,0,0,0,0,719
1582,0,224826,0,0,0,0,720
1583,1,228235,0,0,0,0,720
1584,2,228236,0,0,0,0,720
1585,0,228338,0,20,0,0,721
1586,0,228339,0,40,0,0,722
1587,0,228401,0,0,50,0,724
1588,1,228402,0,0,75,0,724
1589,2,228403,0,0,100,0,724
1590,0,228404,0,0,50,0,725
1591,1,228405,0,0,75,0,725
1592,2,228406,0,0,100,0,725
1593,0,228921,0,0,0,0,726
1594,0,180055,0,0,100,0,18
1595,0,180057,0,0,100,0,30
1596,0,180058,0,0,100,0,31
1597,0,180059,0,0,100,0,32
1599,0,228368,0,0,100,0,723
1600,2,222881,0,0,100,0,686
1601,0,180060,0,0,100,0,33
1602,0,228224,0,0,100,0,717
1603,2,222803,0,0,0,0,681
1605,0,229388,0,0,0,0,728
1606,0,229389,0,50,0,0,729
1607,0,229390,0,150,0,0,730
1612,0,225673,0,0,100,0,716
1613,0,225672,0,100,100,0,715
1614,0,225671,0,100,100,0,714
1615,0,225670,0,100,100,0,713
1616,0,214043,0,100,100,0,552
1617,0,191529,0,0,100,0,133
1618,0,191526,0,0,100,0,134
1619,0,230285,0,0,0,0,731
1620,0,230286,0,50,0,0,732
1621,0,230287,0,150,0,0,733
1622,0,230906,0,0,0,0,734
1623,1,230937,0,100,0,0,689
1624,0,230936,0,10,0,0,735
1625,1,230935,0,20,0,0,735
1626,0,231756,0,0,0,0,736
1627,2,231767,0,100,0,0,689
1628,0,231769,0,10,0,0,737
1629,1,231768,0,20,0,0,737
1630,0,232387,0,0,0,0,738
1631,1,232388,0,0,0,0,738
1632,0,232387,0,0,0,0,739
1633,1,232388,0,0,0,0,739
1634,0,232875,0,0,0,0,740
1635,0,236761,0,0,0,0,741
1636,1,236767,0,0,0,0,741
1637,0,236770,0,0,0,0,742
1638,1,236771,0,0,0,0,742
1639,0,236774,0,0,0,0,743
1640,1,236775,0,0,0,0,743
1641,0,236778,0,0,0,0,744
1642,1,236779,0,0,0,0,744
1643,0,236776,0,0,0,0,745
1644,1,236777,0,0,0,0,745
1645,0,237359,0,0,0,0,746
1646,1,237361,0,0,0,0,746
1647,0,237362,0,0,0,0,747
1648,1,237363,0,0,0,0,747
1649,0,237364,0,0,0,0,748
1650,1,237365,0,0,0,0,748
1651,0,238197,0,0,0,0,749
1652,1,238198,0,0,0,0,749
1653,0,238202,0,0,0,0,750
1654,1,238203,0,0,0,0,750
1655,0,238204,0,0,0,0,751
1656,1,238205,0,0,0,0,751
1657,0,219946,0,0,0,0,752
1658,1,219947,0,0,0,0,752
1659,2,219948,0,0,0,0,752
1660,0,238511,0,0,0,0,753
1661,1,238512,0,0,0,0,753
1662,0,238513,0,0,0,0,754
1663,1,238514,0,0,0,0,754
1664,0,238518,0,0,0,0,755
1665,1,238519,0,0,0,0,755
1666,0,238520,0,0,0,0,756
1667,1,238521,0,0,0,0,756
1669,0,236963,0,0,0,0,757
1670,1,236965,0,0,0,0,757
1671,0,237018,0,0,0,0,758
1672,1,237017,0,0,0,0,758
1673,0,237015,0,0,0,0,759
1674,1,237016,0,0,0,0,759
1676,0,239146,0,0,0,0,761
1677,0,239198,0,0,0,0,762
1678,1,239200,0,0,0,0,762
1679,0,239201,0,0,0,0,763
1680,1,239202,0,0,0,0,763
1681,0,239203,0,0,0,0,764
1684,0,239700,0,0,0,0,767
1685,1,239701,0,0,0,0,767
1686,0,239702,0,0,0,0,768
1687,1,239703,0,0,0,0,768
1688,0,240166,0,0,0,0,769
1689,1,240167,0,0,0,0,769
1690,0,240164,0,0,0,0,770
1691,1,240167,0,0,0,0,770
1692,0,243574,0,0,0,0,771
1693,1,243575,0,0,0,0,771
1694,0,243576,0,0,0,0,772
1695,1,243577,0,0,0,0,772
1696,0,243578,0,0,0,0,773
1697,1,243579,0,0,0,0,773
1698,0,243581,0,0,0,0,774
1699,1,243582,0,0,0,0,774
1700,0,243602,0,0,0,0,775
1701,1,243603,0,0,0,0,775
1702,0,243599,0,0,0,0,776
1703,1,243600,0,0,0,0,776
1704,0,243605,0,0,0,0,777
1705,1,243606,0,0,0,0,777
1707,0,240991,0,0,0,0,779
1708,1,240990,0,0,0,0,779
1711,0,242554,0,0,0,0,781
1712,1,242722,0,0,0,0,781
1713,0,242612,0,0,0,0,782
1714,1,242727,0,0,0,0,782
1715,0,242607,0,0,0,0,783
1716,1,242720,0,0,0,0,783
1717,0,242610,0,0,0,0,784
1718,1,242726,0,0,0,0,784
1719,0,242606,0,0,0,0,785
1720,1,242721,0,0,0,0,785
1721,0,242611,0,0,0,0,786
1722,1,242725,0,0,0,0,786
1723,0,242553,0,0,0,0,787
1724,1,242723,0,0,0,0,787
1725,0,242613,0,0,0,0,788
1726,1,242724,0,0,0,0,788
1727,0,242608,0,0,0,0,789
1728,1,242712,0,0,0,0,789
1729,0,242787,0,0,0,0,790
1730,1,242786,0,0,0,0,790
1731,0,242788,0,0,0,0,791
1732,1,242789,0,0,0,0,791
1733,0,240974,0,0,0,0,792
1734,1,240975,0,0,0,0,792
1735,0,240972,0,0,0,0,793
1736,1,240973,0,0,0,0,793
1737,0,242620,0,0,0,0,794
1738,1,242621,0,0,0,0,794
1739,0,244631,0,0,0,0,795
1740,1,244632,0,0,0,0,795
1741,0,244633,0,0,0,0,796
1742,1,244634,0,0,0,0,796
1743,0,244637,0,0,0,0,797
1744,1,244638,0,0,0,0,797
1745,0,244635,0,0,0,0,798
1746,1,244636,0,0,0,0,798
1747,0,246211,0,0,0,0,799
1748,1,246212,0,0,0,0,799
1749,0,246211,0,0,0,0,800
1750,1,246212,0,0,0,0,800
1751,0,245764,0,0,0,0,801
1752,1,245765,0,0,0,0,801
1753,0,245766,0,0,0,0,802
1754,1,245767,0,0,0,0,802
1755,0,245805,0,0,0,0,803
1756,1,245806,0,0,0,0,803
1757,0,245801,0,0,0,0,804
1758,1,245802,0,0,0,0,804
1759,0,245872,0,15,0,0,805
1760,1,245872,0,5,0,0,805
1761,0,245875,0,15,0,0,806
1762,1,245876,0,5,0,0,806
1763,0,245877,0,15,0,0,807
1764,1,245878,0,5,0,0,807
1765,0,245873,0,15,0,0,808
1766,1,245874,0,5,0,0,808
1767,0,245791,0,15,0,0,809
1768,1,245792,0,5,0,0,809
1769,0,245789,0,15,0,0,810
1770,1,245790,0,5,0,0,810
1771,0,245787,0,15,0,0,811
1772,1,245788,0,5,0,0,811
1773,0,245785,0,15,0,0,812
1774,1,245786,0,5,0,0,812
1775,0,245783,0,15,0,0,813
1776,1,245784,0,5,0,0,813
1777,0,245781,0,15,0,0,814
1778,1,245782,0,5,0,0,814
1779,0,245826,0,15,0,0,815
1780,1,245827,0,5,0,0,815
1781,0,245824,0,15,0,0,816
1782,1,245825,0,5,0,0,816
1783,0,245822,0,15,0,0,817
1784,1,245823,0,5,0,0,817
1785,0,245820,0,15,0,0,818
1786,1,245821,0,5,0,0,818
1787,0,245818,0,15,0,0,819
1788,1,245819,0,5,0,0,819
1789,0,245816,0,15,0,0,820
1790,1,245817,0,5,0,0,820
1791,0,245814,0,15,0,0,821
1792,1,245815,0,5,0,0,821
1793,0,245867,0,15,0,0,822
1794,1,245866,0,5,0,0,822
1795,0,245865,0,15,0,0,823
1796,0,245864,0,5,0,0,823
1797,0,245807,0,15,0,0,824
1798,1,245808,0,5,0,0,824
1799,1,245804,0,15,0,0,825
1800,0,245803,0,5,0,0,825
1801,0,246447,0,100,100,0,826
1802,0,246448,0,100,100,0,827
1803,0,246449,0,100,100,0,828
1804,0,246450,0,0,100,0,829
1805,0,244674,0,25,0,0,830
1806,1,244675,0,0,0,0,830
1807,0,244603,0,25,0,0,831
1808,1,244604,0,0,0,0,831
1809,0,244607,0,25,0,0,832
1810,1,244608,0,0,0,0,832
1811,1,247724,0,0,100,0,833
1812,0,247719,0,0,100,0,834
1813,0,247725,0,0,20,0,835
1814,0,247726,0,0,100,0,836
1815,0,247787,0,0,100,0,837
1816,1,247788,0,0,100,0,838
1817,0,241293,0,0,0,0,839
1818,1,241292,0,0,0,0,839
1819,0,241339,0,0,0,0,840
1820,1,241338,0,0,0,0,840
1821,0,241309,0,0,0,0,841
1822,1,241308,0,0,0,0,841
1823,0,241287,0,0,0,0,842
1824,1,241286,0,0,0,0,842
1825,0,241304,0,0,0,0,843
1826,1,241305,0,0,0,0,843
1827,0,241301,0,0,0,0,844
1828,1,241300,0,0,0,0,844
1829,0,241289,0,0,0,0,845
1830,1,241288,0,0,0,0,845
1831,0,241295,0,0,0,0,846
1832,1,241294,0,0,0,0,846
1833,0,241297,0,0,0,0,847
1834,1,241296,0,0,0,0,847
1835,0,241307,0,0,0,0,848
1836,1,241307,0,0,0,0,848
1837,0,241303,0,0,0,0,849
1838,1,241302,0,0,0,0,849
1839,0,241327,0,0,0,0,850
1840,1,241326,0,0,0,0,850
1841,0,241325,0,0,0,0,851
1842,1,241324,0,0,0,0,851
1843,0,241323,0,0,0,0,852
1844,1,241322,0,0,0,0,852
1845,0,241321,0,0,0,0,853
1846,1,241320,0,0,0,0,853
1847,0,248130,0,0,0,0,854
1848,0,248132,0,15,0,0,855
1849,1,248133,0,5,0,0,855
1850,0,248135,0,15,0,0,856
1851,1,248592,0,5,0,0,856
1852,0,248136,0,0,0,0,857
1853,0,248447,0,0,0,0,858
1854,1,248448,0,0,0,0,858
1855,0,248447,0,0,0,0,859
1856,1,248448,0,0,0,0,859
1857,0,251487,0,15,0,0,860
1858,1,251488,0,5,0,0,860
1859,0,251489,0,15,0,0,861
1860,1,251490,0,5,0,0,861
1861,0,241281,0,0,0,0,862
1862,1,241280,0,0,0,0,862
1867,0,251993,0,0,0,0,865
1868,0,251994,0,0,0,0,866
1869,0,243737,0,0,0,0,867
1870,1,243738,0,0,0,0,867
1871,0,241283,0,0,0,0,868
1872,1,241282,0,0,0,0,868
1873,0,244697,0,0,0,0,869
1874,1,244698,0,0,0,0,869
1875,0,244701,0,0,0,0,870
1876,1,244702,0,0,0,0,870
1877,0,244699,0,0,0,0,871
1878,1,244700,0,0,0,0,871
1879,0,244703,0,0,0,0,872
1880,1,244704,0,0,0,0,872
1881,0,255843,0,15,0,0,873
1882,1,255844,0,5,0,0,873
1883,0,224108,0,0,0,0,874
1884,1,224109,0,0,0,0,874
1885,2,224110,0,0,0,0,874
1889,0,256342,0,0,0,0,876
1893,0,256559,0,0,0,0,878
1894,0,256607,0,50,0,0,879
1895,0,256608,0,150,0,0,880
1896,0,212245,0,0,0,0,881
1897,1,212246,0,0,0,0,881
1898,2,212247,0,0,0,0,881
1902,0,255843,0,15,0,0,883
1903,1,255844,0,5,0,0,883
1904,0,257735,0,15,0,0,884
1905,1,257741,0,5,0,0,884
1906,0,785,0,0,0,0,885
1907,1,22791,0,0,0,0,885
1908,2,36904,0,0,0,0,885
1909,3,52983,0,0,0,0,885
1910,4,72237,0,0,0,0,885
1911,5,109125,0,0,0,0,885
1912,6,151565,0,0,0,0,885
1913,7,152506,0,0,0,0,885
1914,8,168583,0,0,0,0,885
1915,0,13464,0,0,0,0,886
1916,1,22792,0,0,0,0,886
1917,2,36901,0,0,0,0,886
1918,3,52986,0,0,0,0,886
1919,4,72237,0,0,0,0,886
1920,5,109125,0,0,0,0,886
1921,6,124103,0,0,0,0,886
1922,7,152509,0,0,0,0,886
1923,8,168583,0,0,0,0,886
1924,0,8838,0,0,0,0,887
1925,1,22786,0,0,0,0,887
1926,2,36901,0,0,0,0,887
1927,3,52988,0,0,0,0,887
1928,4,72234,0,0,0,0,887
1929,5,109126,0,0,0,0,887
1930,6,124104,0,0,0,0,887
1931,7,152511,0,0,0,0,887
1932,8,168586,0,0,0,0,887
1933,0,2452,0,0,0,0,888
1934,1,22785,0,0,0,0,888
1935,2,36903,0,0,0,0,888
1936,3,52985,0,0,0,0,888
1937,4,72234,0,0,0,0,888
1938,5,109128,0,0,0,0,888
1939,6,124102,0,0,0,0,888
1940,7,152505,0,0,0,0,888
1941,8,170554,0,0,0,0,888
1942,0,765,0,0,0,0,889
1943,1,22789,0,0,0,0,889
1944,2,36906,0,0,0,0,889
1945,3,52984,0,0,0,0,889
1946,4,72235,0,0,0,0,889
1947,5,109124,0,0,0,0,889
1948,6,124102,0,0,0,0,889
1949,7,152507,0,0,0,0,889
1950,8,169701,0,0,0,0,889
1951,0,2453,0,0,0,0,890
1952,1,22789,0,0,0,0,890
1953,2,36905,0,0,0,0,890
1954,3,52984,0,0,0,0,890
1955,4,72235,0,0,0,0,890
1956,5,109127,0,0,0,0,890
1957,6,128304,0,0,0,0,890
1958,7,152509,0,0,0,0,890
1959,8,168589,0,0,0,0,890
1960,0,3356,0,0,0,0,891
1961,1,22793,0,0,0,0,891
1962,2,36907,0,0,0,0,891
1963,3,52987,0,0,0,0,891
1964,4,79011,0,0,0,0,891
1965,5,109129,0,0,0,0,891
1966,6,124101,0,0,0,0,891
1967,7,168487,0,0,0,0,891
1968,8,170554,0,0,0,0,891
1969,0,2447,0,0,0,0,892
1970,1,22787,0,0,0,0,892
1971,2,36906,0,0,0,0,892
1972,3,52988,0,0,0,0,892
1973,4,79010,0,0,0,0,892
1974,5,109129,0,0,0,0,892
1975,6,124104,0,0,0,0,892
1976,7,152508,0,0,0,0,892
1977,8,168586,0,0,0,0,892
1978,0,3818,0,0,0,0,893
1979,1,22785,0,0,0,0,893
1980,2,36905,0,0,0,0,893
1981,3,52985,0,0,0,0,893
1982,4,89639,0,0,0,0,893
1983,5,109128,0,0,0,0,893
1984,6,128304,0,0,0,0,893
1985,7,152505,0,0,0,0,893
1986,8,169701,0,0,0,0,893
1987,0,2450,0,0,0,0,894
1988,1,22786,0,0,0,0,894
1989,2,36903,0,0,0,0,894
1990,3,52983,0,0,0,0,894
1991,4,89639,0,0,0,0,894
1992,5,109126,0,0,0,0,894
1993,6,124103,0,0,0,0,894
1994,7,152511,0,0,0,0,894
1995,8,168589,0,0,0,0,894
2001,0,0,3383,0,0,60,900
2002,0,0,3345,10,0,0,901
2003,1,0,3347,20,0,0,901
2007,0,260630,0,50,20,0,838
2008,1,0,3341,0,0,45,900
2009,2,0,3343,0,0,30,900
2010,3,0,3345,0,0,15,900
2011,4,0,3347,0,0,5,900
2012,0,247719,0,50,20,0,833
2013,1,247726,0,50,100,0,835
2014,0,0,3263,0,0,60,903
2015,1,0,3265,0,0,45,903
2016,2,0,3259,0,0,30,903
2017,3,0,3264,0,0,15,903
2018,4,0,3256,0,0,5,903
2026,0,265800,0,0,100,0,905
2027,0,265801,0,0,100,0,906
2028,0,265803,0,0,100,0,907
2029,0,0,3383,60,0,0,902
2030,1,0,3341,100,0,0,902
