ID,RankIndex,SpellID,AuraPointsOverride,SoulbindConduitID
1154,4,337891,42,81
1155,5,337891,45,81
1156,6,337891,48,81
1157,7,337891,51,81
1158,8,337891,54,81
1159,9,337891,57,81
1160,10,337891,60,81
1161,11,337891,63,81
1162,12,337891,66,81
1163,13,337891,69,81
1164,14,337891,72,81
1165,0,337914,38,82
1166,1,337914,41.8,82
1167,2,337914,45.6,82
1168,3,337914,49.4,82
1169,4,337914,53.2,82
1170,5,337914,57,82
1171,6,337914,60.8,82
1172,7,337914,64.6,82
1173,8,337914,68.4,82
1174,9,337914,72.2,82
1175,10,337914,76,82
1176,11,337914,79.8,82
1177,12,337914,83.6,82
1178,13,337914,87.4,82
1179,14,337914,91.2,82
1180,0,337934,6,83
1181,1,337934,6.6,83
1182,2,337934,7.2,83
1183,3,337934,7.8,83
1184,4,337934,8.4,83
1185,5,337934,9,83
1186,6,337934,9.6,83
1187,7,337934,10.2,83
1188,8,337934,10.8,83
1189,9,337934,11.4,83
1190,10,337934,12,83
1191,11,337934,12.6,83
1192,12,337934,13.2,83
1193,13,337934,13.8,83
1194,14,337934,14.4,83
1195,0,337947,38,84
1196,1,337947,41.8,84
1197,2,337947,45.6,84
1198,3,337947,49.4,84
1199,4,337947,53.2,84
1200,5,337947,57,84
1201,6,337947,60.8,84
1202,7,337947,64.6,84
1203,8,337947,68.4,84
1204,9,337947,72.2,84
1205,10,337947,76,84
1206,11,337947,79.8,84
1207,12,337947,83.6,84
1208,13,337947,87.4,84
1209,14,337947,91.2,84
1210,0,337954,25,85
1211,1,337954,27.5,85
1212,2,337954,30,85
1213,3,337954,32.5,85
1214,4,337954,35,85
1215,5,337954,37.5,85
1216,6,337954,40,85
1217,7,337954,42.5,85
1218,8,337954,45,85
1219,9,337954,47.5,85
1220,10,337954,50,85
1221,11,337954,52.5,85
1222,12,337954,55,85
1223,13,337954,57.5,85
1224,14,337954,60,85
1225,0,337957,2,86
1226,1,337957,2.2,86
1227,2,337957,2.4,86
1228,3,337957,2.6,86
1229,4,337957,2.8,86
1230,5,337957,3,86
1231,6,337957,3.2,86
1232,7,337957,3.4,86
1233,8,337957,3.6,86
1234,9,337957,3.8,86
1235,10,337957,4,86
1236,11,337957,4.2,86
1237,12,337957,4.4,86
1238,13,337957,4.6,86
1239,14,337957,4.8,86
1240,0,337966,25,87
1241,1,337966,27.5,87
1242,2,337966,30,87
1243,3,337966,32.5,87
1244,4,337966,35,87
1245,5,337966,37.5,87
1246,6,337966,40,87
1247,7,337966,42.5,87
1248,8,337966,45,87
1249,9,337966,47.5,87
1250,10,337966,50,87
1251,11,337966,52.5,87
1252,12,337966,55,87
1253,13,337966,57.5,87
1254,14,337966,60,87
1255,0,337972,6,88
1256,1,337972,6.6,88
1257,2,337972,7.2,88
1258,3,337972,7.8,88
1259,4,337972,8.4,88
1260,5,337972,9,88
1261,6,337972,9.6,88
1262,7,337972,10.2,88
1263,8,337972,10.8,88
1264,9,337972,11.4,88
1265,10,337972,12,88
1266,11,337972,12.6,88
1267,12,337972,13.2,88
1268,13,337972,13.8,88
1269,14,337972,14.2,88
1270,0,337980,40,89
1271,1,337980,44,89
1272,2,337980,48,89
1273,3,337980,52,89
1274,4,337980,56,89
1275,5,337980,60,89
1276,6,337980,64,89
1277,7,337980,68,89
1278,8,337980,72,89
1279,9,337980,76,89
1280,10,337980,80,89
1281,11,337980,84,89
1282,12,337980,88,89
1283,13,337980,92,89
1284,14,337980,96,89
1285,0,337979,12,90
1286,1,337979,13.2,90
1287,2,337979,14.4,90
1288,3,337979,15.6,90
1289,4,337979,16.8,90
1290,5,337979,18,90
1291,6,337979,19.2,90
1292,7,337979,20.4,90
1293,8,337979,21.6,90
1294,9,337979,22.8,90
1295,10,337979,24,90
1296,11,337979,25.2,90
1297,12,337979,26.4,90
1298,13,337979,27.6,90
1299,14,337979,28.8,90
1300,0,337988,3,91
1301,1,337988,3.3,91
1302,2,337988,3.6,91
1303,3,337988,3.9,91
1304,4,337988,4.2,91
1305,5,337988,4.5,91
1306,6,337988,4.8,91
1307,7,337988,5.1,91
1308,8,337988,5.4,91
1309,9,337988,5.7,91
1310,10,337988,6,91
1311,11,337988,6.3,91
1312,12,337988,6.6,91
1313,13,337988,6.9,91
1314,14,337988,7.2,91
1315,0,337964,-3,92
1316,1,337964,-3.5,92
1317,2,337964,-4,92
1318,3,337964,-4.5,92
1319,4,337964,-5,92
1320,5,337964,-5.5,92
1321,6,337964,-6,92
1322,7,337964,-6.5,92
1323,8,337964,-7,92
1324,9,337964,-7.5,92
1325,10,337964,-8,92
1326,11,337964,-8.5,92
1327,12,337964,-9,92
1328,13,337964,-9.5,92
1329,14,337964,-10,92
1330,0,337974,15,93
1331,1,337974,16,93
1332,2,337974,17,93
1333,3,337974,18,93
1334,4,337974,20,93
1335,5,337974,21,93
1336,6,337974,22,93
1337,7,337974,23,93
1338,8,337974,24,93
1339,9,337974,25,93
1340,10,337974,26,93
1341,11,337974,27,93
1342,12,337974,28,93
1343,13,337974,29,93
1344,14,337974,30,93
1345,0,337981,20,94
1346,1,337981,21,94
1347,2,337981,23,94
1348,3,337981,24,94
1349,4,337981,26,94
1350,5,337981,27,94
1351,6,337981,29,94
1352,7,337981,30,94
1353,8,337981,31,94
1354,9,337981,33,94
1355,10,337981,34,94
1356,11,337981,36,94
1357,12,337981,38,94
1358,13,337981,39,94
1359,14,337981,40,94
1360,0,338033,10,95
1361,1,338033,12,95
1362,2,338033,14,95
1363,3,338033,16,95
1364,4,338033,19,95
1365,5,338033,21,95
1366,6,338033,23,95
1367,7,338033,25,95
1368,8,338033,27,95
1369,9,338033,29,95
1370,10,338033,31,95
1371,11,338033,34,95
1372,12,338033,36,95
1373,13,338033,38,95
1374,14,338033,40,95
1375,0,338042,-1000,96
1376,1,338042,-2000,96
1377,2,338042,-3000,96
1378,3,338042,-4000,96
1379,4,338042,-5000,96
1380,5,338042,-6000,96
1381,6,338042,-7000,96
1382,7,338042,-8000,96
1383,8,338042,-9000,96
1384,9,338042,-10000,96
1385,10,338042,-11000,96
1386,11,338042,-12000,96
1387,12,338042,-13000,96
1388,13,338042,-14000,96
1389,14,338042,-15000,96
1390,0,338054,-8,97
1391,1,338054,-8.5,97
1392,2,338054,-9,97
1393,3,338054,-9.5,97
1394,4,338054,-10,97
1395,5,338054,-10.5,97
1396,6,338054,-11,97
1397,7,338054,-11.5,97
1398,8,338054,-12,97
1399,9,338054,-12.5,97
1400,10,338054,-13,97
1401,11,338054,-13.5,97
1402,12,338054,-14,97
1403,13,338054,-14.5,97
1404,14,338054,-15,97
1405,0,338048,4000,98
1406,1,338048,5000,98
1407,2,338048,6000,98
1408,3,338048,7000,98
1409,4,338048,8000,98
1410,5,338048,9000,98
1411,6,338048,10000,98
1412,7,338048,11000,98
1413,8,338048,12000,98
1414,9,338048,13000,98
1415,10,338048,14000,98
1416,11,338048,15000,98
1417,12,338048,16000,98
1418,13,338048,17000,98
1419,14,338048,18000,98
1420,0,338089,15,99
1421,1,338089,16.5,99
1422,2,338089,18,99
1423,3,338089,19.5,99
1424,4,338089,21,99
1425,5,338089,22.5,99
1426,6,338089,24,99
1427,7,338089,25.5,99
1428,8,338089,27,99
1429,9,338089,28.5,99
1430,10,338089,30,99
1431,11,338089,31.5,99
1432,12,338089,33,99
1433,13,338089,34.5,99
1434,14,338089,36,99
1435,0,345594,15,100
1436,1,345594,16.5,100
1437,2,345594,18,100
1438,3,345594,19.5,100
1439,4,345594,21,100
1440,5,345594,22.5,100
1441,6,345594,24,100
1442,7,345594,25.5,100
1443,8,345594,27,100
1444,9,345594,28.5,100
1445,10,345594,30,100
1446,11,345594,31.5,100
1447,12,345594,33,100
1448,13,345594,34.5,100
1449,14,345594,36,100
1450,0,338305,3800,101
1451,1,338305,4180,101
1452,2,338305,4560,101
1453,3,338305,4940,101
1454,4,338305,5320,101
1455,5,338305,5700,101
1456,6,338305,6080,101
1457,7,338305,6460,101
1458,8,338305,6840,101
1459,9,338305,7220,101
1460,10,338305,7600,101
1461,11,338305,7980,101
1462,12,338305,8360,101
1463,13,338305,8740,101
1464,14,338305,9120,101
1465,0,338131,25,102
1466,1,338131,26,102
1467,2,338131,27,102
1468,3,338131,28,102
1469,4,338131,29,102
1470,5,338131,30,102
1471,6,338131,32,102
1472,7,338131,33,102
1473,8,338131,34,102
1474,9,338131,35,102
1475,10,338131,36,102
1476,11,338131,37,102
1477,12,338131,38,102
1478,13,338131,39,102
1479,14,338131,40,102
1480,0,338252,10,103
1481,1,338252,10.66,103
1482,2,338252,11.33,103
1483,3,338252,12,103
1484,4,338252,12.66,103
1485,5,338252,13.33,103
1486,6,338252,14,103
1487,7,338252,15,103
1488,8,338252,15.66,103
1489,9,338252,16.33,103
1490,10,338252,17,103
1491,11,338252,17.66,103
1492,12,338252,18.33,103
1493,13,338252,19,103
1494,14,338252,19.66,103
1495,0,338303,35,104
1496,1,338303,36,104
1497,2,338303,37,104
1498,3,338303,38,104
1499,4,338303,39,104
1500,5,338303,40,104
1501,6,338303,41,104
1502,7,338303,43,104
1503,8,338303,44,104
1504,9,338303,45,104
1505,10,338303,46,104
1506,11,338303,47,104
1507,12,338303,48,104
1508,13,338303,49,104
1509,14,338303,50,104
1510,0,338315,13,105
1511,1,338315,14.3,105
1512,2,338315,15.6,105
1513,3,338315,16.9,105
1514,4,338315,18.2,105
1515,5,338315,19.5,105
1516,6,338315,20.8,105
1517,7,338315,22.1,105
1518,8,338315,23.4,105
1519,9,338315,24.7,105
1520,10,338315,26,105
1521,11,338315,27.3,105
1522,12,338315,28.6,105
1523,13,338315,29.9,105
1524,14,338315,31.2,105
1525,0,338311,-20,106
1526,1,338311,-22,106
1527,2,338311,-24,106
1528,3,338311,-26,106
1529,4,338311,-28,106
1530,5,338311,-30,106
1531,6,338311,-32,106
1532,7,338311,-34,106
1533,8,338311,-36,106
1534,9,338311,-38,106
1535,10,338311,-40,106
1536,11,338311,-42,106
1537,12,338311,-44,106
1538,13,338311,-46,106
1539,14,338311,-48,106
1540,0,338319,31,107
1541,1,338319,34.1,107
1542,2,338319,37.2,107
1543,3,338319,40.3,107
1544,4,338319,43.4,107
1545,5,338319,46.5,107
1546,6,338319,49.6,107
1547,7,338319,52.7,107
1548,8,338319,55.8,107
1549,9,338319,58.9,107
1550,10,338319,62,107
1551,11,338319,65.1,107
1552,12,338319,68.2,107
1553,13,338319,71.3,107
1554,14,338319,74.4,107
1555,0,338330,1,108
1556,1,338330,1.1,108
1557,2,338330,1.2,108
1558,3,338330,1.3,108
1559,4,338330,1.4,108
1560,5,338330,1.5,108
1561,6,338330,1.6,108
1562,7,338330,1.7,108
1563,8,338330,1.8,108
1564,9,338330,1.9,108
1565,10,338330,2,108
1566,11,338330,2.1,108
1567,12,338330,2.2,108
1568,13,338330,2.3,108
1569,14,338330,2.4,108
1572,0,338318,15,109
1573,1,338318,17,109
1574,2,338318,20,109
1575,3,338318,22,109
1576,4,338318,25,109
1577,5,338318,27,109
1578,6,338318,30,109
1579,7,338318,32,109
1580,8,338318,35,109
1581,9,338318,37,109
1582,10,338318,40,109
1583,11,338318,42,109
1584,12,338318,45,109
1585,13,338318,47,109
1586,14,338318,50,109
1587,0,338322,2.5,110
1588,1,338322,2.75,110
1589,2,338322,3,110
1590,3,338322,3.25,110
1591,4,338322,3.5,110
1592,5,338322,3.75,110
1593,6,338322,4,110
1594,7,338322,4.25,110
1595,8,338322,4.5,110
1596,9,338322,4.75,110
1597,10,338322,5,110
1598,11,338322,5.25,110
1599,12,338322,5.5,110
1600,13,338322,5.75,110
1601,14,338322,6,110
1602,0,338331,12,111
1603,1,338331,13.8,111
1604,2,338331,15.6,111
1605,3,338331,17.4,111
1606,4,338331,19.2,111
1607,5,338331,21,111
1608,6,338331,22.8,111
1609,7,338331,24.6,111
1610,8,338331,26.4,111
1611,9,338331,28.2,111
1612,10,338331,30,111
1613,11,338331,31.8,111
1614,12,338331,33.6,111
1615,13,338331,35.4,111
1616,14,338331,37.2,111
1617,0,338325,30,112
1618,1,338325,33,112
1619,2,338325,36,112
1620,3,338325,39,112
1621,4,338325,42,112
1622,5,338325,45,112
1623,6,338325,48,112
1624,7,338325,51,112
1625,8,338325,54,112
1626,9,338325,57,112
1627,10,338325,60,112
1628,11,338325,63,112
1629,12,338325,66,112
1630,13,338325,69,112
1631,14,338325,72,112
1632,0,338332,5,113
1633,1,338332,5.5,113
1634,2,338332,6,113
1635,3,338332,6.5,113
1636,4,338332,7,113
1637,5,338332,7.5,113
1638,6,338332,8,113
1639,7,338332,8.5,113
1640,8,338332,9,113
1641,9,338332,9.5,113
1642,10,338332,10,113
1643,11,338332,10.5,113
1644,12,338332,11,113
1645,13,338332,11.5,113
1646,14,338332,12,113
1647,0,338338,12,114
1648,1,338338,20.9,114
1649,2,338338,22.8,114
1650,3,338338,24.7,114
1651,4,338338,26.6,114
1652,5,338338,28.5,114
1653,6,338338,30.4,114
1654,7,338338,32.3,114
1655,8,338338,34.2,114
1656,9,338338,36.1,114
1657,10,338338,38,114
1658,11,338338,39.9,114
1659,12,338338,41.8,114
1660,13,338338,43.7,114
1661,14,338338,45.6,114
1662,0,338342,3.1,115
1663,1,338342,3.41,115
1664,2,338342,3.72,115
1665,3,338342,4.03,115
1666,4,338342,4.34,115
1667,5,338342,4.65,115
1668,6,338342,4.96,115
1669,7,338342,5.27,115
1670,8,338342,5.58,115
1671,9,338342,5.89,115
1672,10,338342,6.2,115
1673,11,338342,6.51,115
1674,12,338342,6.82,115
1675,13,338342,7.13,115
1676,14,338342,7.44,115
1677,0,338345,6,116
1678,1,338345,8.8,116
1679,2,338345,9.6,116
1680,3,338345,10.4,116
1681,4,338345,11.2,116
1682,5,338345,12,116
1683,6,338345,12.8,116
1684,7,338345,13.6,116
1685,8,338345,14.4,116
1686,9,338345,15.2,116
1687,10,338345,16,116
1688,11,338345,16.8,116
1689,12,338345,17.6,116
1690,13,338345,18.4,116
1691,14,338345,19.2,116
1692,0,338329,5,117
1693,1,338329,5.5,117
1694,2,338329,6,117
1695,3,338329,6.5,117
1696,4,338329,7,117
1697,5,338329,7.5,117
1698,6,338329,8,117
1699,7,338329,8.5,117
1700,8,338329,9,117
1701,9,338329,9.5,117
1702,10,338329,10,117
1703,11,338329,10.5,117
1704,12,338329,11,117
1705,13,338329,11.5,117
1706,14,338329,12,117
1707,0,338339,20,118
1708,1,338339,21,118
1709,2,338339,23,118
1710,3,338339,24,118
1711,4,338339,26,118
1712,5,338339,28,118
1713,6,338339,29,118
1714,7,338339,30,118
1715,8,338339,31,118
1716,9,338339,33,118
1717,10,338339,34,118
1718,11,338339,36,118
1719,12,338339,37,118
1720,13,338339,39,118
1721,14,338339,40,118
1722,0,338343,75,119
1723,1,338343,80,119
1724,2,338343,85,119
1725,3,338343,90,119
1726,4,338343,95,119
1727,5,338343,100,119
1728,6,338343,105,119
1729,7,338343,110,119
1730,8,338343,115,119
1731,9,338343,120,119
1732,10,338343,125,119
1733,11,338343,130,119
1734,12,338343,135,119
1735,13,338343,140,119
1736,14,338343,145,119
1737,0,338346,10,120
1738,1,338346,10.66,120
1739,2,338346,11.33,120
1740,3,338346,12,120
1741,4,338346,12.66,120
1742,5,338346,13.33,120
1743,6,338346,14,120
1744,7,338346,15,120
1745,8,338346,16,120
1746,9,338346,16.66,120
1747,10,338346,17.33,120
1748,11,338346,18,120
1749,12,338346,18.66,120
1750,13,338346,19.33,120
1751,14,338346,20,120
1752,0,338435,2,121
1753,1,338435,2.2,121
1754,2,338435,2.4,121
1755,3,338435,2.6,121
1756,4,338435,2.8,121
1757,5,338435,3,121
1758,6,338435,3.2,121
1759,7,338435,3.4,121
1760,8,338435,3.6,121
1761,9,338435,3.8,121
1762,10,338435,4,121
1763,11,338435,4.2,121
1764,12,338435,4.4,121
1765,13,338435,4.6,121
1766,14,338435,4.8,121
1767,0,338492,1,122
1768,1,338492,1.1,122
1769,2,338492,1.2,122
1770,3,338492,1.3,122
1771,4,338492,1.4,122
1772,5,338492,1.5,122
1773,6,338492,1.6,122
1774,7,338492,1.7,122
1775,8,338492,1.8,122
1776,9,338492,1.9,122
1777,10,338492,2,122
1778,11,338492,2.1,122
1779,12,338492,2.2,122
1780,13,338492,2.3,122
1781,14,338492,2.4,122
1782,0,338516,7,123
1783,1,338516,7.7,123
1784,2,338516,8.4,123
1785,3,338516,9.1,123
1786,4,338516,9.8,123
1787,5,338516,10.5,123
1788,6,338516,11.2,123
1789,7,338516,11.9,123
1790,8,338516,12.6,123
1791,9,338516,13.3,123
1792,10,338516,14,123
1793,11,338516,14.7,123
1794,12,338516,15.4,123
1795,13,338516,16.1,123
1796,14,338516,16.8,123
1797,0,338553,15,124
1798,1,338553,16.5,124
1799,2,338553,18,124
1800,3,338553,19.5,124
1801,4,338553,21,124
1802,5,338553,22.5,124
1803,6,338553,24,124
1804,7,338553,25.5,124
1805,8,338553,27,124
1806,9,338553,28.5,124
1807,10,338553,30,124
1808,11,338553,31.5,124
1809,12,338553,33,124
1810,13,338553,34.5,124
1811,14,338553,36,124
1812,0,338566,10,125
1813,1,338566,11,125
1814,2,338566,12,125
1815,3,338566,13,125
1816,4,338566,14,125
1817,5,338566,15,125
1818,6,338566,16,125
1819,7,338566,17,125
1820,8,338566,18,125
1821,9,338566,19,125
1822,10,338566,20,125
1823,11,338566,21,125
1824,12,338566,22,125
1825,13,338566,23,125
1826,14,338566,24,125
1827,0,338628,18.75,126
1828,1,338628,20.625,126
1829,2,338628,22.5,126
1830,3,338628,24.375,126
1831,4,338628,26.25,126
1832,5,338628,28.125,126
1833,6,338628,30,126
1834,7,338628,31.875,126
1835,8,338628,33.75,126
1836,9,338628,35.625,126
1837,10,338628,37.5,126
1838,11,338628,40.125,126
1839,12,338628,42,126
1840,13,338628,43.875,126
1841,14,338628,45.75,126
1845,0,338651,30,127
1846,1,338651,33,127
1847,2,338651,36,127
1848,3,338651,39,127
1849,4,338651,42,127
1850,5,338651,45,127
1851,6,338651,48,127
1852,7,338651,51,127
1853,8,338651,54,127
1854,9,338651,57,127
1855,10,338651,60,127
1856,11,338651,63,127
1857,12,338651,66,127
1858,13,338651,69,127
1859,14,338651,72,127
1860,0,338664,20,128
1861,1,338664,22,128
1862,2,338664,24,128
1863,3,338664,26,128
1864,4,338664,28,128
1865,5,338664,30,128
1866,6,338664,32,128
1867,7,338664,34,128
1868,8,338664,36,128
1869,9,338664,38,128
1870,10,338664,40,128
1871,11,338664,42,128
1872,12,338664,44,128
1873,13,338664,46,128
1874,14,338664,48,128
1875,0,338741,48,129
1876,1,338741,46,129
1877,2,338741,44,129
1878,3,338741,42,129
1879,4,338741,40,129
1880,5,338741,38,129
1881,6,338741,36,129
1882,7,338741,34,129
1883,8,338741,32,129
1884,9,338741,30,129
1885,10,338741,28,129
1886,11,338741,26,129
1887,12,338741,24,129
1888,13,338741,22,129
1889,14,338741,20,129
1890,0,338671,-5000,130
1891,1,338671,-6000,130
1892,2,338671,-7000,130
1893,3,338671,-8000,130
1894,4,338671,-9000,130
1895,5,338671,-10000,130
1896,6,338671,-11000,130
1897,7,338671,-12000,130
1898,8,338671,-13000,130
1899,9,338671,-14000,130
1900,10,338671,-15000,130
1901,11,338671,-16000,130
1902,12,338671,-17000,130
1903,13,338671,-18000,130
1904,14,338671,-20000,130
1905,0,338682,-6,131
1906,1,338682,-6.5,131
1907,2,338682,-7,131
1908,3,338682,-7.5,131
1909,4,338682,-8,131
1910,5,338682,-8.5,131
1911,6,338682,-9,131
1912,7,338682,-9.5,131
1913,8,338682,-10,131
1914,9,338682,-10.5,131
1915,10,338682,-11,131
1916,11,338682,-11.5,131
1917,0,338793,5,132
1918,1,338793,5.5,132
1919,2,338793,6,132
1920,3,338793,6.5,132
1921,4,338793,7,132
1922,5,338793,7.5,132
1923,6,338793,8,132
1924,7,338793,8.5,132
1925,8,338793,9,132
1926,9,338793,9.5,132
1927,10,338793,10,132
1928,11,338793,10.5,132
1929,12,338793,11,132
1930,13,338793,11.5,132
1931,14,338793,12,132
1932,0,338787,15,133
1933,1,338787,16.5,133
1934,2,338787,18,133
1935,3,338787,19.5,133
1936,4,338787,21,133
1937,5,338787,22.5,133
1938,6,338787,24,133
1939,7,338787,25.5,133
1940,8,338787,27,133
1941,9,338787,28.5,133
1942,10,338787,30,133
1943,11,338787,31.5,133
1944,12,338787,33,133
1945,13,338787,34.5,133
1946,14,338787,36,133
1947,0,338799,5,134
1948,1,338799,6,134
1949,2,338799,7,134
1950,3,338799,8,134
1951,4,338799,9,134
1952,5,338799,10,134
1953,6,338799,11,134
1954,7,338799,12,134
1955,8,338799,13,134
1956,9,338799,14,134
1957,10,338799,15,134
1958,11,338799,16,134
1959,12,338799,17,134
1960,13,338799,18,134
1961,14,338799,20,134
1962,0,338835,15,135
1963,1,338835,16,135
1964,2,338835,17,135
1965,3,338835,18,135
1966,4,338835,19,135
1967,5,338835,20,135
1968,6,338835,21,135
1969,7,338835,22,135
1970,8,338835,23,135
1971,9,338835,24,135
1972,10,338835,25,135
1973,11,338835,26,135
1974,12,338835,27,135
1975,13,338835,28,135
1976,14,338835,30,135
1979,0,339018,7.5,137
1980,1,339018,8.2,137
1981,2,339018,8.9,137
1982,3,339018,9.6,137
1983,4,339018,10.3,137
1984,5,339018,11,137
1985,6,339018,11.7,137
1986,7,339018,12.4,137
1987,8,339018,13.1,137
1988,9,339018,13.8,137
1989,10,339018,14.5,137
1990,11,339018,15.2,137
1991,12,339018,15.9,137
1992,13,339018,16.6,137
1993,14,339018,17.2,137
1994,0,339048,5000,138
1995,1,339048,6000,138
1996,2,339048,7000,138
1997,3,339048,8000,138
1998,4,339048,9000,138
1999,5,339048,10000,138
2000,6,339048,11000,138
2001,7,339048,12000,138
2002,8,339048,13000,138
2003,9,339048,14000,138
2004,10,339048,15000,138
2005,11,339048,16000,138
2006,12,339048,17000,138
2007,13,339048,18000,138
2008,14,339048,20000,138
2009,0,339059,5,139
2010,1,339059,5.5,139
2011,2,339059,6,139
2012,3,339059,6.5,139
2013,4,339059,7,139
2014,5,339059,7.5,139
2015,6,339059,8,139
2016,7,339059,8.5,139
2017,8,339059,9,139
2018,9,339059,9.5,139
2019,10,339059,10,139
2020,11,339059,10.5,139
2021,12,339059,11,139
2022,13,339059,11.5,139
2023,14,339059,12,139
2024,0,339109,10,140
2025,1,339109,11,140
2026,2,339109,12,140
2027,3,339109,13.5,140
2028,4,339109,14.5,140
2029,5,339109,15.5,140
2030,6,339109,16.5,140
2031,7,339109,18,140
2032,8,339109,19,140
2033,9,339109,20,140
2034,10,339109,21,140
2035,11,339109,22,140
2036,12,339109,23,140
2037,13,339109,24,140
2038,14,339109,25,140
2039,0,339114,200,141
2040,1,339114,220,141
2041,2,339114,240,141
2042,3,339114,260,141
2043,4,339114,280,141
2044,5,339114,300,141
2045,6,339114,320,141
2046,7,339114,340,141
2047,8,339114,360,141
2048,9,339114,380,141
2049,10,339114,400,141
2050,11,339114,420,141
2051,12,339114,440,141
2052,13,339114,460,141
2053,14,339114,480,141
2054,0,339124,20,142
2055,1,339124,22,142
2056,2,339124,24,142
2057,3,339124,26,142
2058,4,339124,28,142
2059,5,339124,30,142
2060,6,339124,32,142
2061,7,339124,34,142
2062,8,339124,36,142
2063,9,339124,38,142
2064,10,339124,40,142
2065,11,339124,42,142
2066,12,339124,44,142
2067,13,339124,46,142
2068,14,339124,48,142
2069,0,339129,5,143
2070,1,339129,6,143
2071,2,339129,7,143
2072,3,339129,8.5,143
2073,4,339129,9.5,143
2074,5,339129,10.5,143
2075,6,339129,11.5,143
2076,7,339129,13,143
2077,8,339129,14,143
2078,0,339130,-48000,144
2079,9,339129,15,143
2080,10,339129,16,143
2081,11,339129,17,143
2082,12,339129,18,143
2083,13,339129,19,143
2084,14,339129,20,143
2085,1,339130,-51000,144
2086,2,339130,-54000,144
2087,3,339130,-57000,144
2088,4,339130,-60000,144
2089,5,339130,-63000,144
2090,6,339130,-66000,144
2091,7,339130,-69000,144
2092,8,339130,-72000,144
2093,9,339130,-75000,144
2094,10,339130,-78000,144
2095,11,339130,-81000,144
2096,12,339130,-84000,144
2097,13,339130,-87000,144
2098,14,339130,-90000,144
2099,0,339149,3000,145
2100,1,339149,3500,145
2101,2,339149,4000,145
2102,3,339149,4500,145
2103,4,339149,5000,145
2104,5,339149,5500,145
2105,6,339149,6000,145
2106,7,339149,6500,145
2107,8,339149,7000,145
2108,9,339149,7500,145
2109,10,339149,8000,145
2110,11,339149,8500,145
2111,12,339149,9000,145
2112,13,339149,9500,145
2113,14,339149,10000,145
2114,0,339182,60,146
2115,1,339182,64.5,146
2116,2,339182,69,146
2117,3,339182,73.5,146
2118,4,339182,78,146
2119,5,339182,82.5,146
2120,6,339182,87,146
2121,7,339182,91.5,146
2122,8,339182,96,146
2123,9,339182,100.5,146
2124,10,339182,105,146
2125,11,339182,109.5,146
2126,12,339182,114,146
2127,13,339182,118.5,146
2128,14,339182,123,146
2129,0,339186,200,147
2130,1,339186,210,147
2131,2,339186,230,147
2132,3,339186,240,147
2133,4,339186,260,147
2134,5,339186,270,147
2135,6,339186,290,147
2136,7,339186,300,147
2137,8,339186,310,147
2138,9,339186,330,147
2139,10,339186,340,147
2140,11,339186,360,147
2141,12,339186,370,147
2142,13,339186,390,147
2143,14,339186,400,147
2144,0,339183,-25000,148
2145,1,339183,-26000,148
2146,2,339183,-27000,148
2147,3,339183,-28000,148
2148,4,339183,-29000,148
2149,5,339183,-30000,148
2150,6,339183,-31000,148
2151,7,339183,-33000,148
2152,8,339183,-34000,148
2153,9,339183,-35000,148
2154,10,339183,-36000,148
2155,11,339183,-37000,148
2156,12,339183,-38000,148
2157,13,339183,-39000,148
2158,14,339183,-40000,148
2159,0,339185,10,149
2160,1,339185,10.5,149
2161,2,339185,11,149
2162,3,339185,11.5,149
2163,4,339185,12,149
2164,5,339185,12.5,149
2165,6,339185,13,149
2166,7,339185,13.5,149
2167,8,339185,14,149
2168,9,339185,14.5,149
2169,10,339185,15,149
2170,11,339185,15.5,149
2171,12,339185,16,149
2172,13,339185,16.5,149
2173,14,339185,17,149
2174,0,339151,5,150
2175,1,339151,5.5,150
2176,2,339151,6,150
2177,3,339151,6.5,150
2178,4,339151,7,150
2179,5,339151,7.5,150
2180,6,339151,8,150
2181,7,339151,8.5,150
2182,8,339151,9,150
2183,9,339151,9.5,150
2184,10,339151,10,150
2185,11,339151,10.5,150
2186,12,339151,11,150
2187,13,339151,11.5,150
2188,14,339151,12,150
2189,0,339228,40,151
2190,1,339228,44,151
2191,2,339228,48,151
2192,3,339228,52,151
2193,4,339228,56,151
2194,5,339228,60,151
2195,6,339228,64,151
2196,7,339228,68,151
2197,8,339228,72,151
2198,9,339228,76,151
2199,10,339228,80,151
2200,11,339228,84,151
2201,12,339228,88,151
2202,13,339228,92,151
2203,14,339228,96,151
2204,0,339230,10,152
2205,1,339230,11,152
2206,2,339230,12,152
2207,3,339230,13,152
2208,4,339230,14,152
2209,5,339230,15,152
2210,6,339230,16,152
2211,7,339230,17,152
2212,8,339230,18,152
2213,9,339230,19,152
2214,10,339230,20,152
2215,11,339230,21,152
2216,12,339230,22,152
2217,13,339230,23,152
2218,14,339230,24,152
2219,0,339231,10,153
2220,1,339231,11,153
2221,2,339231,12,153
2222,3,339231,13,153
2223,4,339231,14,153
2224,5,339231,15,153
2225,6,339231,16,153
2226,7,339231,17,153
2227,8,339231,18,153
2228,9,339231,19,153
2229,10,339231,20,153
2230,11,339231,21,153
2231,12,339231,22,153
2232,13,339231,23,153
2233,14,339231,24,153
2234,0,339259,25,154
2235,1,339259,28,154
2236,2,339259,31,154
2237,3,339259,34,154
2238,4,339259,37,154
2239,5,339259,40,154
